
[00:00:00.000 --> 00:00:13.380]  各位先生、姐妹平安!我曾經說過希望用三次的時侯在崇拜當中和大家一起思想神的說話
[00:06:03.940 --> 00:06:06.660]  我們怎麼可以將那些看不到的
[00:06:06.660 --> 00:06:09.700]  比較我們看到的更加可靠
[00:06:09.700 --> 00:06:11.660]  還沒發生的
[00:06:11.660 --> 00:06:15.420]  使得它成為我們手頭所拿著的東西
[00:06:15.420 --> 00:06:18.260]  都沒有它那麼有確據呢?
[00:06:18.260 --> 00:06:22.420]  這件事情我相信我們都要問
[00:06:22.420 --> 00:06:24.820]  行不行的?
[00:06:24.820 --> 00:06:28.780]  聖經上的說話我經常覺得真的很好
[00:06:28.780 --> 00:06:31.900]  它不會就這樣說一個高調的
[00:06:31.900 --> 00:06:33.140]  做吧 你們就去做吧
[00:06:33.140 --> 00:06:35.620]  這就是信心盼望了 那麼你們就去做吧
[00:06:35.620 --> 00:06:37.700]  它不只是停在這裡
[00:06:37.700 --> 00:06:40.340]  神一定會告訴你我們怎麼做
[00:06:40.340 --> 00:06:42.340]  祂都知道我們軟弱 我們想
[00:06:42.340 --> 00:06:45.740]  但是我們做不到
[00:06:45.740 --> 00:06:49.900]  於是我們發覺聖經第二節和第三節
[00:06:49.900 --> 00:06:53.500]  教我們有兩條路去操練
[00:06:53.500 --> 00:06:56.780]  今天我們就要向著這兩個
[00:06:56.780 --> 00:06:59.980]  聖經所提議的我們一起去進行
[00:06:59.980 --> 00:07:02.540]  第二節說了是可以的
[00:07:02.540 --> 00:07:03.860]  為什麼可以呢?
[00:07:03.860 --> 00:07:05.500]  因為第二節說
[00:07:05.500 --> 00:07:07.820]  古人那些有信心的人
[00:07:07.820 --> 00:07:12.540]  在這些事上都有美好的見證
[00:07:12.540 --> 00:07:15.180]  就是聖經說
[00:07:15.180 --> 00:07:17.020]  有人可以的
[00:07:17.020 --> 00:07:18.220]  你說不行
[00:07:18.220 --> 00:07:19.420]  其實很多人都可以的
[00:07:19.420 --> 00:07:22.660]  因為你看到希伯來書第十一章
[00:07:22.660 --> 00:07:24.980]  從第四節開始一直數下去
[00:07:24.980 --> 00:07:28.580]  整張聖經數了十幾個有名有姓的人
[00:07:28.580 --> 00:07:33.100]  阿伯拉罕 以撒 瓦國 摩西 希斯之
[00:07:33.100 --> 00:07:34.180]  還有一些沒有名字的
[00:07:34.180 --> 00:07:35.620]  他說都說不完那麼多名字了
[00:07:35.620 --> 00:07:40.140]  還有 聖經的意思就是有很多人
[00:07:40.140 --> 00:07:41.860]  他們都可以的
[00:07:41.860 --> 00:07:43.780]  它都要告訴你
[00:07:43.780 --> 00:07:46.860]  它這樣的信心是可以的
[00:07:46.860 --> 00:07:48.260]  你說你不行
[00:07:48.260 --> 00:07:50.020]  你說你不行 為什麼那些人可以呢?
[00:07:50.020 --> 00:07:51.940]  如果那些人可以 你也可以
[00:07:51.940 --> 00:07:53.260]  不過可能你沒有操練
[00:07:53.260 --> 00:07:56.500]  不過你要向那些人學習
[00:07:56.500 --> 00:07:57.620]  好 等一下我們研究一下
[00:07:57.620 --> 00:07:59.140]  為什麼那些人可以
[00:07:59.140 --> 00:07:59.980]  為什麼你不行
[00:07:59.980 --> 00:08:02.460]  我有時都不行
[00:08:02.460 --> 00:08:03.460]  OK 好
[00:08:03.460 --> 00:08:05.660]  我們第一個方向先
[00:08:05.660 --> 00:08:08.980]  第二個方向就是第三節繼續說
[00:08:08.980 --> 00:08:11.940]  他說剛才我們說那些看得見的
[00:08:11.940 --> 00:08:12.900]  和看不見的
[00:08:12.900 --> 00:08:15.540]  為什麼我們可以將那個看不見的
[00:08:15.540 --> 00:08:19.020]  還有把握 還可靠過看得見的呢?
[00:08:19.020 --> 00:08:20.780]  第三節那裡就說
[00:08:20.780 --> 00:08:26.660]  原來有理由的 神就是了
[00:08:26.660 --> 00:08:28.180]  神是那位看不見的
[00:08:28.180 --> 00:08:29.860]  肉眼看不見的神
[00:08:29.860 --> 00:08:35.340]  但是那個他所創造的看得見的宇宙
[00:08:35.340 --> 00:08:39.460]  就將這位看不見的神表明出來
[00:08:39.460 --> 00:08:41.700]  所以我們雖然肉眼看不見的神
[00:08:41.700 --> 00:08:44.700]  但是我們看見的是這個
[00:08:44.700 --> 00:08:46.700]  周圍我們這個大自然這個宇宙
[00:08:46.700 --> 00:08:49.140]  透過這個大自然看得見的宇宙
[00:08:49.140 --> 00:08:51.420]  我們知道那個雖然肉眼看不見的神
[00:08:51.420 --> 00:08:52.500]  但是他是真實的
[00:08:52.500 --> 00:08:54.140]  真真實實在這裡
[00:08:54.140 --> 00:08:57.620]  並且他的性格是怎麼樣的
[00:08:57.620 --> 00:09:01.380]  這個就是聖經裡面給我們的兩條路
[00:09:01.380 --> 00:09:05.260]  好 今天我們試一下用這兩個角度
[00:09:05.260 --> 00:09:08.020]  去一起來學習
[00:09:08.020 --> 00:09:10.020]  怎樣可以經歷得到
[00:09:10.020 --> 00:09:12.260]  怎樣可以表現出那種
[00:09:12.260 --> 00:09:15.900]  在希伯來書第十一章第一節所說的
[00:09:15.900 --> 00:09:18.140]  兩種好像和我們日常生活
[00:09:18.140 --> 00:09:21.100]  所教導的是不同的地方
[00:09:21.100 --> 00:09:24.980]  教徒是需要學習這種信心
[00:09:24.980 --> 00:09:26.940]  如果不是的話
[00:09:26.940 --> 00:09:29.620]  我們不經歷得到神自己
[00:09:29.620 --> 00:09:32.380]  在我們生命裡面所做的奇妙的事
[00:09:32.380 --> 00:09:33.820]  好 如果是這樣的話
[00:09:33.820 --> 00:09:37.740]  不如我們先從這個
[00:09:37.740 --> 00:09:40.780]  第三節開始好嗎
[00:09:40.780 --> 00:09:45.900]  第三節就是說我們是能夠看到
[00:09:45.900 --> 00:09:50.500]  那些看不到的更加真實
[00:09:50.500 --> 00:09:55.660]  基督徒怎樣才可以在烏雲密佈的日子
[00:09:55.660 --> 00:09:57.940]  仍然知道有種透視力
[00:09:57.940 --> 00:10:03.180]  看到雲層上的太陽仍然在這裡
[00:10:03.180 --> 00:10:07.140]  基督徒為什麼可以沒有工作
[00:10:07.140 --> 00:10:12.100]  心裡面仍然有信心和把握和平安
[00:10:12.100 --> 00:10:15.700]  基督徒怎樣可以無端端被人這樣批評
[00:10:15.700 --> 00:10:20.020]  但是沒有減低他心裡面那種的喜樂呢
[00:10:20.020 --> 00:10:21.780]  這個不正常的
[00:10:21.780 --> 00:10:22.820]  但是你行嗎?
[00:10:22.820 --> 00:10:24.900]  聖經說行的
[00:10:24.900 --> 00:10:27.620]  因為神都是這樣
[00:10:27.620 --> 00:10:29.140]  你看不見的神
[00:10:29.140 --> 00:10:32.420]  但是你看見祂所創造的宇宙
[00:10:32.420 --> 00:10:35.260]  那祂所創造的宇宙有什麼特別呢?
[00:10:35.260 --> 00:10:37.900]  因為祂所創造的宇宙
[00:10:37.900 --> 00:10:39.380]  就好像一幅名畫
[00:10:39.380 --> 00:10:40.620]  你看見一幅名畫的時候
[00:10:40.620 --> 00:10:42.700]  雖然你沒有見過那個畫家
[00:10:42.700 --> 00:10:44.620]  但是看著那幅畫
[00:10:44.620 --> 00:10:49.020]  你彷彿可以知道那個畫家那種才華
[00:10:49.020 --> 00:10:51.460]  又看得到祂的風格
[00:10:51.460 --> 00:10:52.820]  祂喜歡用的色彩
[00:10:52.820 --> 00:10:54.060]  大家明白嗎?
[00:10:54.060 --> 00:10:55.540]  這個就是神說
[00:10:55.540 --> 00:10:56.620]  就是聖經裡面告訴你
[00:10:56.620 --> 00:10:59.180]  這個就是神所創造的宇宙
[00:10:59.180 --> 00:11:01.580]  我相信我曾經在一個報道會裡面
[00:11:01.580 --> 00:11:02.660]  都說過這樣的角度
[00:11:02.660 --> 00:11:06.740]  但是今天我想和大家再重新提醒我們
[00:11:06.740 --> 00:11:08.540]  這個創造的宇宙
[00:11:08.540 --> 00:11:10.660]  是我們每天可以看到的
[00:11:10.660 --> 00:11:11.700]  你說我看不見嗎?
[00:11:11.700 --> 00:11:12.660]  你看得見的
[00:11:12.660 --> 00:11:13.940]  你看不見神
[00:11:13.940 --> 00:11:15.500]  但是你看得見這個宇宙
[00:11:15.500 --> 00:11:16.540]  你看得見這個宇宙
[00:11:16.540 --> 00:11:18.100]  你就看得見神
[00:11:18.100 --> 00:11:19.780]  這個宇宙怎麼可以看得見神呢?
[00:11:19.780 --> 00:11:20.620]  因為這個宇宙
[00:11:20.620 --> 00:11:24.220]  你看得見所謂奇妙的宇宙
[00:11:24.220 --> 00:11:25.940]  這個宇宙的奇妙
[00:11:25.940 --> 00:11:27.220]  讓你可以看到
[00:11:27.220 --> 00:11:28.620]  那位創造的神
[00:11:28.620 --> 00:11:31.700]  那種奇妙
[00:11:31.700 --> 00:11:34.260]  我曾經和大家提過一下
[00:11:34.260 --> 00:11:35.620]  我所寫的書
[00:11:35.620 --> 00:11:37.180]  其中有一本書叫做
[00:11:37.180 --> 00:11:39.580]  為什麼要相信神的存在的時候
[00:11:39.580 --> 00:11:42.700]  舉了很多的例子
[00:11:42.700 --> 00:11:46.500]  是的 我自己不是一個生物很厲害的人
[00:11:46.500 --> 00:11:47.940]  我不是讀生物學的
[00:11:47.940 --> 00:11:51.900]  但是我真的很喜歡看這些紀錄片
[00:11:51.900 --> 00:11:53.780]  這些紀錄片有時候沒有什麼人看的
[00:11:53.780 --> 00:11:55.060]  但是我覺得我很喜歡看的
[00:11:55.060 --> 00:11:55.740]  為什麼呢?
[00:11:55.740 --> 00:11:57.140]  因為每次看紀錄片的時候
[00:11:57.140 --> 00:11:58.540]  我就提醒我自己
[00:11:58.540 --> 00:11:59.620]  很精彩的
[00:11:59.620 --> 00:12:01.540]  無論是那些花草樹木
[00:12:01.540 --> 00:12:02.900]  無論是那些小鳥
[00:12:02.900 --> 00:12:05.660]  無論甚至是很小的昆蟲
[00:12:05.660 --> 00:12:07.380]  那些海裡面的魚
[00:12:07.380 --> 00:12:09.900]  那些紀錄片其實都不是基督徒拍的
[00:12:09.900 --> 00:12:13.300]  但是當他講到那些生物的奇妙的時候
[00:12:13.300 --> 00:12:14.620]  處處告訴自己
[00:12:14.620 --> 00:12:17.140]  沒有理由那麼奇妙
[00:12:17.140 --> 00:12:18.300]  唯一的可能就是
[00:12:18.300 --> 00:12:22.900]  那位創造他們的神是那麼奇妙的神
[00:12:22.900 --> 00:12:24.100]  我前一個星期而已
[00:12:24.100 --> 00:12:28.380]  我晚上偶然看到一個紀錄片
[00:12:28.380 --> 00:12:30.580]  講到一些昆蟲
[00:12:30.580 --> 00:12:34.180]  我一聽的時候就說
[00:12:34.180 --> 00:12:36.380]  今天講到一定要講這件事
[00:12:36.380 --> 00:12:37.700]  後來我真的不明白
[00:12:37.700 --> 00:12:40.660]  到現在我真的忘記了昆蟲叫什麼名字
[00:12:40.660 --> 00:12:42.660]  我都不是讀這行的
[00:12:42.660 --> 00:12:44.540]  不過我記得他講了什麼
[00:12:44.540 --> 00:12:45.860]  在那個紀錄片裡面
[00:12:45.860 --> 00:12:47.700]  讓我大開眼界
[00:12:47.700 --> 00:12:49.580]  他有一些好像蚱蜢一樣
[00:12:49.580 --> 00:12:51.580]  不過大隻一點的蚱蜢
[00:12:51.580 --> 00:12:54.100]  那些蚱蜢有什麼特別呢?
[00:12:54.100 --> 00:12:58.020]  大家都知道那些蚱蜢很普通的
[00:12:58.020 --> 00:12:59.700]  但是這種蚱蜢
[00:12:59.700 --> 00:13:04.220]  是生存在差不多地球最冷的地方
[00:13:04.220 --> 00:13:06.300]  那些地方到了冬天的時候
[00:13:06.300 --> 00:13:09.700]  是零下50度至70度
[00:13:09.700 --> 00:13:11.300]  什麼都死掉了
[00:13:11.300 --> 00:13:12.500]  而這個奇妙的就是
[00:13:12.500 --> 00:13:15.300]  因為蚱蜢不是像北極熊那樣
[00:13:15.300 --> 00:13:18.500]  有很多毛和很厚的皮
[00:13:18.500 --> 00:13:20.860]  蚱蜢就普通的一隻
[00:13:20.860 --> 00:13:23.180]  那你也猜到了
[00:13:23.180 --> 00:13:26.780]  一到冬天就像冰雕一樣硬了
[00:13:26.780 --> 00:13:29.060]  但是它是不死的
[00:13:29.060 --> 00:13:31.980]  為什麼它不死呢?
[00:13:31.980 --> 00:13:33.780]  那些科學家在研究的時候
[00:13:33.780 --> 00:13:35.780]  發覺真的很妙
[00:13:35.780 --> 00:13:37.180]  原來這些蚱蜢
[00:13:37.180 --> 00:13:39.780]  當它冬天來的時候
[00:13:39.780 --> 00:13:43.060]  它就故意讓自己冷得僵硬了
[00:13:43.060 --> 00:13:44.540]  這樣也行
[00:13:44.540 --> 00:13:46.940]  它就特意捐入那些很冷的地方
[00:13:46.940 --> 00:13:48.460]  冬天開始來了
[00:13:48.460 --> 00:13:49.700]  那些雪開始凹了
[00:13:49.700 --> 00:13:51.180]  它就捐入那些雪裡面
[00:13:51.180 --> 00:13:53.940]  讓它自己凝固了
[00:13:53.940 --> 00:13:54.900]  變成冰了
[00:13:54.900 --> 00:13:57.020]  變成雪條那樣
[00:13:57.020 --> 00:13:58.100]  那原來呢
[00:13:58.100 --> 00:14:00.100]  你知不知道為什麼呢?
[00:14:00.100 --> 00:14:02.980]  冰了之後就一定死掉的所有生物
[00:14:02.980 --> 00:14:04.980]  它不可以再生了
[00:14:04.980 --> 00:14:06.540]  原來那個原因就是
[00:14:06.540 --> 00:14:08.420]  每一種生物的身體裡面
[00:14:08.420 --> 00:14:11.380]  都可能有血或者其他的液體
[00:14:11.380 --> 00:14:12.660]  當冷的時候
[00:14:12.660 --> 00:14:14.820]  那些液體就變成固體
[00:14:14.820 --> 00:14:16.700]  它一變硬的時候
[00:14:16.700 --> 00:14:20.740]  那些固體的晶體就會有角的
[00:14:20.740 --> 00:14:22.540]  大家知道晶體有角的
[00:14:22.540 --> 00:14:24.180]  那些固體的角
[00:14:24.180 --> 00:14:25.820]  那些本來液體變成固體的時候
[00:14:25.820 --> 00:14:30.220]  那些角就將身體裡面所有的細胞
[00:14:30.220 --> 00:14:32.140]  都刺穿了
[00:14:32.140 --> 00:14:34.260]  那些細胞膜刺穿了的時候
[00:14:34.260 --> 00:14:36.620]  它根本就已經刺破了那些細胞膜
[00:14:36.620 --> 00:14:39.100]  所以到春天來的時候
[00:14:39.100 --> 00:14:40.380]  那些雪融化了
[00:14:40.380 --> 00:14:41.700]  但是那些細胞都死了
[00:14:41.700 --> 00:14:42.940]  刺破了
[00:14:42.940 --> 00:14:45.060]  所以一冷的時候
[00:14:45.060 --> 00:14:45.700]  冰的時候
[00:14:45.700 --> 00:14:47.220]  包括人都是一定死的
[00:14:47.220 --> 00:14:48.780]  因為它冰了的時候
[00:14:48.780 --> 00:14:50.460]  所有細胞都被破壞了
[00:14:50.460 --> 00:14:51.740]  就是這個原因
[00:14:51.740 --> 00:14:54.500]  那為什麼這種這樣的
[00:14:54.500 --> 00:14:56.300]  就在這個地方生存的蚱蜢
[00:14:56.300 --> 00:14:57.580]  它不可以死呢?
[00:14:57.580 --> 00:14:59.580]  原來這真的很奇妙
[00:14:59.580 --> 00:15:01.020]  科學家研究發現
[00:15:01.020 --> 00:15:03.460]  當他們冬天來的時候
[00:15:03.460 --> 00:15:05.460]  它就讓自己去冰
[00:15:05.460 --> 00:15:07.260]  接受這個冷凍
[00:15:07.260 --> 00:15:08.780]  然後它就冰了
[00:15:08.780 --> 00:15:11.100]  但是當它還沒有結冰之前
[00:15:11.100 --> 00:15:13.740]  它身體自己就會滲透出
[00:15:13.740 --> 00:15:15.820]  發出一種物質
[00:15:15.820 --> 00:15:18.780]  讓它所有身體裡面的細胞
[00:15:18.780 --> 00:15:20.220]  細胞膜
[00:15:20.220 --> 00:15:21.820]  它自動溶解了它
[00:15:21.820 --> 00:15:24.020]  它先溶解了它
[00:15:24.020 --> 00:15:25.460]  自己繳械
[00:15:25.460 --> 00:15:27.940]  如果沒有了那些細胞膜
[00:15:27.940 --> 00:15:30.020]  那些冰啊
[00:15:30.020 --> 00:15:31.460]  那些刺
[00:15:31.460 --> 00:15:33.340]  根本就穿過了它
[00:15:33.340 --> 00:15:34.180]  但是不要緊的
[00:15:34.180 --> 00:15:34.820]  它穿過了它
[00:15:34.820 --> 00:15:36.700]  因為它沒有破壞到它
[00:15:36.700 --> 00:15:38.940]  到了春天來的時候
[00:15:38.940 --> 00:15:40.500]  神奇的事情開始了
[00:15:40.500 --> 00:15:42.860]  它的細胞膜自己生出來
[00:15:42.860 --> 00:15:44.900]  但是它的冰已經溶了
[00:15:44.900 --> 00:15:46.740]  所以它的細胞出來
[00:15:46.740 --> 00:15:48.220]  它就生了
[00:15:48.220 --> 00:15:50.100]  拍照的時候我覺得真的很神奇
[00:15:50.100 --> 00:15:51.860]  好像一條雪條一樣冰了
[00:15:51.860 --> 00:15:53.540]  到了春天來的時候
[00:15:53.540 --> 00:15:55.100]  那些雪開始溶了
[00:15:55.100 --> 00:15:56.500]  它就開始溶了
[00:15:56.500 --> 00:15:57.340]  溶完之後
[00:15:57.340 --> 00:15:58.180]  它就震幾下
[00:15:58.180 --> 00:15:59.580]  然後就走了
[00:15:59.580 --> 00:16:01.020]  哇
[00:16:01.020 --> 00:16:02.300]  你說是不是?
[00:16:02.300 --> 00:16:03.300]  我經常都說
[00:16:03.300 --> 00:16:06.500]  你不要用進化論來跟我爭辯
[00:16:06.500 --> 00:16:08.180]  因為為什麼呢?
[00:16:08.180 --> 00:16:10.260]  你不要說進化論嘛
[00:16:10.260 --> 00:16:11.380]  過了幾千萬年
[00:16:11.380 --> 00:16:12.460]  它試試看
[00:16:12.460 --> 00:16:15.860]  於是細胞就開始學習這種適應
[00:16:15.860 --> 00:16:17.460]  分泌這些物質
[00:16:17.460 --> 00:16:18.500]  我告訴你
[00:16:18.500 --> 00:16:20.380]  一個冬天
[00:16:20.380 --> 00:16:21.780]  已經死光了
[00:16:21.780 --> 00:16:23.820]  不用幾千萬年了
[00:16:23.820 --> 00:16:25.260]  它哪裡都過了冬天
[00:16:25.260 --> 00:16:26.740]  所有的都死光了
[00:16:26.740 --> 00:16:29.100]  如果你說真的有千億萬隻
[00:16:29.100 --> 00:16:30.260]  只是其中有一隻
[00:16:30.260 --> 00:16:33.020]  很可能那個冬天竟然不死
[00:16:33.020 --> 00:16:34.700]  你說就是這隻不死
[00:16:34.700 --> 00:16:35.380]  於是
[00:16:35.380 --> 00:16:36.940]  它的細胞立刻突變
[00:16:36.940 --> 00:16:38.780]  所有全新的細胞都變了
[00:16:38.780 --> 00:16:40.980]  所以它以後生出來的那些蚱蜢仔
[00:16:40.980 --> 00:16:44.180]  全部都有這些物質
[00:16:44.180 --> 00:16:45.020]  你這樣都相信
[00:16:45.020 --> 00:16:48.300]  我倒不如信有神
[00:16:48.300 --> 00:16:50.060]  意思就是我想告訴大家
[00:16:50.060 --> 00:16:51.420]  你看看這些東西
[00:16:51.420 --> 00:16:53.820]  其實我們每天都在看這些東西
[00:16:53.820 --> 00:16:55.620]  我們看到的
[00:16:55.620 --> 00:16:57.180]  我很喜歡這個字
[00:16:57.180 --> 00:16:58.180]  聖經說
[00:16:58.180 --> 00:17:00.180]  盼望這個字的把握
[00:17:00.180 --> 00:17:01.940]  把握這個字的原文
[00:17:01.940 --> 00:17:03.860]  Protastis這個字
[00:17:03.860 --> 00:17:06.140]  其實意思就是一個支持
[00:17:06.140 --> 00:17:07.820]  就是一個支持
[00:17:07.820 --> 00:17:09.980]  證據是支持
[00:17:09.980 --> 00:17:11.500]  還有這個字
[00:17:11.500 --> 00:17:13.420]  當時希臘人
[00:17:13.420 --> 00:17:16.980]  他拿這個字有時候做商業字眼
[00:17:16.980 --> 00:17:19.340]  就是我們今天那個down payment
[00:17:19.340 --> 00:17:21.260]  大家知道什麼是按金嗎?
[00:17:21.260 --> 00:17:23.180]  按金的意思就是說
[00:17:23.180 --> 00:17:25.620]  這個世界就是神自己存在
[00:17:25.620 --> 00:17:27.700]  和奇妙的按金
[00:17:27.700 --> 00:17:29.540]  你看著這個世界
[00:17:29.540 --> 00:17:31.060]  你就開始看到神
[00:17:31.060 --> 00:17:32.380]  雖然你肉眼看不到神
[00:17:32.380 --> 00:17:35.100]  但是神一定真真實實在這裡
[00:17:35.100 --> 00:17:37.860]  並且祂是奇妙的這麼厲害
[00:17:37.860 --> 00:17:40.380]  祂可以設計這樣的生物出來
[00:17:40.380 --> 00:17:42.060]  還有很多很多不同的生物
[00:17:42.060 --> 00:17:43.820]  都是這麼精彩設計的時候
[00:17:43.820 --> 00:17:45.020]  所以我喜歡看這些節目
[00:17:45.020 --> 00:17:46.660]  每次看的時候告訴你
[00:17:46.660 --> 00:17:48.460]  神真的奇妙到不得了
[00:17:48.460 --> 00:17:50.500]  有什麼理由不相信的
[00:17:50.500 --> 00:17:52.940]  有什麼理由不相信祂奇妙
[00:17:52.940 --> 00:17:54.580]  當我這樣說的時候
[00:17:54.580 --> 00:17:56.340]  我開始提醒我自己
[00:17:56.340 --> 00:17:58.140]  為什麼在我人生的際遇裡面
[00:17:58.140 --> 00:18:00.780]  我仍然不相信祂這麼奇妙
[00:18:00.780 --> 00:18:04.980]  而且這個神不是只是充滿了智慧
[00:18:04.980 --> 00:18:07.300]  充滿了大能
[00:18:07.300 --> 00:18:08.700]  我們彷彿看到這個神
