
[00:00:00.000 --> 00:00:05.380]  各位弟兄姊妹 各位朋友你們好
[00:05:20.820 --> 00:05:24.820]  另一方面也講述了一個非常重要的神學真理
[00:05:24.820 --> 00:05:27.820]  世俗化的危機
[00:05:27.820 --> 00:05:30.820]  只要仔細來看《史詩記》
[00:05:30.820 --> 00:05:35.820]  我們不難發現有三個很明顯的主題在這本書裡
[00:05:35.820 --> 00:05:39.820]  這本書第一個主題就是表明神的信神
[00:05:39.820 --> 00:05:43.820]  神與阿伯拉罕納約並應許阿伯拉罕的子書
[00:05:43.820 --> 00:05:46.820]  有如天上的星海邊的沙這麼多
[00:05:46.820 --> 00:05:48.820]  這是上帝的應許
[00:05:48.820 --> 00:05:50.820]  但以色列人失敗
[00:05:50.820 --> 00:05:53.820]  豈不是說上帝的應許落了空?
[00:05:53.820 --> 00:05:56.820]  這本書第二章就已經表明
[00:05:56.820 --> 00:05:58.820]  以色列人是失敗
[00:05:58.820 --> 00:06:02.820]  並不是神沒有履行他的應許
[00:06:02.820 --> 00:06:06.820]  而是以色列人自己咎由自取
[00:06:06.820 --> 00:06:08.820]  當未入迦南地之前
[00:06:08.820 --> 00:06:11.820]  神已經警告以色列人要守約
[00:06:11.820 --> 00:06:13.820]  不可拜偶像
[00:06:13.820 --> 00:06:15.820]  但以色列人背叛神
[00:06:15.820 --> 00:06:20.820]  神於是差遣迦南人來教訓以色列人
[00:06:20.820 --> 00:06:23.820]  叫他們轉回
[00:06:23.820 --> 00:06:26.820]  換言之 以色列在史詩時代受奴役被欺壓
[00:06:26.820 --> 00:06:29.820]  不是外邦人的兵力較強
[00:06:29.820 --> 00:06:31.820]  但不是外邦人的神強勁
[00:06:31.820 --> 00:06:35.820]  而是耶和華神對以色列人的責罰
[00:06:35.820 --> 00:06:37.820]  好叫他們離開罪惡
[00:06:37.820 --> 00:06:42.820]  這個主題在整本書裡非常突出和明顯
[00:06:42.820 --> 00:06:47.820]  史詩的第二個主題就是神的慈愛和憐憫
[00:06:47.820 --> 00:06:49.820]  雖然以色列人背叛
[00:06:49.820 --> 00:06:51.820]  但當他們回轉的時候
[00:06:51.820 --> 00:06:53.820]  神就樂意伸出拯救的手
[00:06:53.820 --> 00:06:57.820]  興起史詩救他們脫離敵人的欺壓
[00:06:57.820 --> 00:07:00.820]  神目睹以色列人的苦楚
[00:07:00.820 --> 00:07:03.820]  又聽見他們呼求和悔改之聲
[00:07:03.820 --> 00:07:05.820]  又會伸出救援的手
[00:07:05.820 --> 00:07:09.820]  人雖失信 但神仍是可信
[00:07:09.820 --> 00:07:13.820]  第三個主題是論及神的大能
[00:07:13.820 --> 00:07:17.820]  在昔日 耶和華帶領以色列人出埃及
[00:07:17.820 --> 00:07:19.820]  又帶領他們進入迦南地
[00:07:19.820 --> 00:07:23.820]  以色列人往往視耶和華為他們的神
[00:07:23.820 --> 00:07:26.820]  亦是在流蕩中保護他們的神
[00:07:26.820 --> 00:07:29.820]  又是在真戰中叫他們得勝的神
[00:07:29.820 --> 00:07:32.820]  現在他們開始定居迦南地
[00:07:32.820 --> 00:07:35.820]  不少開始從事農業的耕作
[00:07:35.820 --> 00:07:39.820]  而迦南地的巴力神就是土地神
[00:07:39.820 --> 00:07:42.820]  祝福他們物產豐富
[00:07:42.820 --> 00:07:45.820]  在迦南的宗教裡不少的記載
[00:07:45.820 --> 00:07:48.820]  他們以為透過男女的交合
[00:07:48.820 --> 00:07:50.820]  土地就會更加肥沃
[00:07:50.820 --> 00:07:52.820]  就像英文furter這個字
[00:07:52.820 --> 00:07:54.820]  可以做土地的肥沃
[00:07:54.820 --> 00:07:59.820]  亦可以解作男女交合生育的意思
[00:07:59.820 --> 00:08:03.820]  所以當以色列人進入迦南地後
[00:08:03.820 --> 00:08:07.820]  戰爭的時候就靠耶和華神
[00:08:07.820 --> 00:08:12.820]  戰爭過去了 耕種的時候就拜巴力
[00:08:12.820 --> 00:08:16.820]  他們以為我並沒有違背耶和華
[00:08:16.820 --> 00:08:19.820]  只不過不同的時候有不同的需要
[00:08:19.820 --> 00:08:21.820]  就拜祭不同的神明
[00:08:21.820 --> 00:08:25.820]  在他們心目中耶和華只是以色列人的tribal god
[00:08:25.820 --> 00:08:29.820]  而非萬王之王萬主之主
[00:08:29.820 --> 00:08:31.820]  說得差一點
[00:08:31.820 --> 00:08:37.820]  上帝耶和華神只不過是他的傀儡
[00:08:37.820 --> 00:08:42.820]  在整個宇宙的神怎會是人的傀儡呢?
[00:08:42.820 --> 00:08:46.820]  在《史詩記》記載了一個非常突出的神學觀
[00:08:46.820 --> 00:08:51.820]  其實今天的信徒賀尚不要前車可鑒
[00:08:51.820 --> 00:08:53.820]  叫我們要警醒
[00:08:53.820 --> 00:08:55.820]  神就是我們的神
[00:08:55.820 --> 00:08:58.820]  If the Lord is not our Lord
[00:08:58.820 --> 00:09:00.820]  He is not the Lord at all
[00:09:00.820 --> 00:09:05.820]  這就是戴德生給我們一個非常明顯的訊息
[00:09:05.820 --> 00:09:09.820]  如果我們不是以神為主我們的神
[00:09:09.820 --> 00:09:14.820]  根本我們就不是一個信仰基督教的信徒
[00:09:14.820 --> 00:09:18.820]  或者我們試試從一個這樣的角度
[00:09:18.820 --> 00:09:23.820]  來研讀一下《史詩記》這本書
[00:09:23.820 --> 00:09:27.820]  我們來看看世俗化的危機
[00:09:27.820 --> 00:09:30.820]  我們看完《史詩記》的主題之後
[00:09:30.820 --> 00:09:33.820]  我們要看看這本書的分段
[00:09:33.820 --> 00:09:38.820]  第一段是第一章和第二章
[00:09:38.820 --> 00:09:43.820]  我們可以說這兩章是整本書的導言
[00:09:43.820 --> 00:09:45.820]  或者是開場白
[00:09:45.820 --> 00:09:50.820]  約書亞逝世啟開了以色列新的歷史的一頁
[00:09:50.820 --> 00:09:52.820]  正如《史詩記》第一章第一節
[00:09:52.820 --> 00:09:56.820]  卷首語第一句話「約書亞死了」
[00:09:56.820 --> 00:09:57.820]  在約書亞的時代
[00:09:57.820 --> 00:10:00.820]  以色列人到處征討加拿大人
[00:10:00.820 --> 00:10:03.820]  奠定了他們在巴勒斯坦立足之地
[00:10:03.820 --> 00:10:05.820]  又分割土地給各支派
[00:10:05.820 --> 00:10:08.820]  約書亞看到以色列人的危機
[00:10:08.820 --> 00:10:11.820]  敵人仍佔領不少的土地
[00:10:11.820 --> 00:10:15.820]  而以色列人很容易就融陷在大染缸之中
[00:10:15.820 --> 00:10:17.820]  離棄了耶和華神
[00:10:17.820 --> 00:10:22.820]  所以臨終的時候就招聚了那些以色列眾支派的長老族長
[00:10:22.820 --> 00:10:26.820]  審判官和官長都來到開會
[00:10:26.820 --> 00:10:31.820]  警告他們說你們若離棄耶和華去侍奉愛邦神
[00:10:31.820 --> 00:10:35.820]  耶和華在降伏之後必轉而降禍於你們
[00:10:35.820 --> 00:10:37.820]  把你們滅絕
[00:10:37.820 --> 00:10:40.820]  這就是約書亞的二十四章二十次
[00:10:40.820 --> 00:10:42.820]  約書亞死了之後
[00:10:42.820 --> 00:10:47.820]  征服加拿大全地的挑戰還未完成
[00:10:47.820 --> 00:10:51.820]  這是存在著極大的危機
[00:10:51.820 --> 00:10:56.820]  第二個階段就是事司紀的主要部分
[00:10:56.820 --> 00:10:59.820]  這個階段可以分為四個部分
[00:10:59.820 --> 00:11:02.820]  第三章到第五章是第一個部分
[00:11:02.820 --> 00:11:04.820]  是屬於早期的事司
[00:11:04.820 --> 00:11:08.820]  所謂事司並不是審判官
[00:11:08.820 --> 00:11:12.820]  而是指政治上軍事上的領袖
[00:11:12.820 --> 00:11:15.820]  第三章是說和陀列的故事
[00:11:15.820 --> 00:11:21.820]  第三章七至九節正好說明整個以色列時期進展的方程式
[00:11:21.820 --> 00:11:23.820]  正經是這樣說
[00:11:23.820 --> 00:11:26.820]  以色列人恨耶和華眼中看為惡的事
[00:11:26.820 --> 00:11:31.820]  忘記耶和華他們的神去侍奉朱巴力和亞瑟拉
[00:11:31.820 --> 00:11:35.820]  所以耶和華的怒氣向以色列人發作
[00:11:35.820 --> 00:11:42.820]  就把他們交在米索波達米和古山薩田的手中
[00:11:42.820 --> 00:11:45.820]  以色列人服侍古山薩田八年
[00:11:45.820 --> 00:11:48.820]  以色列人呼求耶和華的時候
[00:11:48.820 --> 00:11:53.820]  耶和華就興起一位拯救者(事司)救他們
[00:11:53.820 --> 00:11:58.820]  這種情況不住發生在事司時期
[00:11:58.820 --> 00:12:01.820]  阿託涅是以色列人的事司
[00:12:01.820 --> 00:12:03.820]  太平了四十年
[00:12:03.820 --> 00:12:05.820]  阿託涅死了之後
[00:12:05.820 --> 00:12:09.820]  以色列人又恨耶和華眼中看為惡的事
[00:12:09.820 --> 00:12:15.820]  神於是使用了摩訶王來攻擊以色列
[00:12:15.820 --> 00:12:20.820]  以色列服侍摩訶王伊基倫十八年
[00:12:20.820 --> 00:12:22.820]  以色列人呼求耶和華
[00:12:22.820 --> 00:12:25.820]  耶和華就興起一位拯救者叫以弗
[00:12:25.820 --> 00:12:27.820]  打敗摩訶王
[00:12:27.820 --> 00:12:29.820]  國中太平了八十年
[00:12:29.820 --> 00:12:31.820]  以弗死了之後
[00:12:31.820 --> 00:12:33.820]  以色列人又重蹈覆轍
[00:12:33.820 --> 00:12:38.820]  耶和華又把他們交在加南王耶賓的手中
[00:12:38.820 --> 00:12:40.820]  以色列人二十年
[00:12:40.820 --> 00:12:42.820]  以色列人呼求耶和華
[00:12:42.820 --> 00:12:44.820]  就參見呂先知底波拉
[00:12:44.820 --> 00:12:47.820]  當以色列的事司打敗耶賓
[00:12:47.820 --> 00:12:49.820]  國中太平了四十年
[00:12:49.820 --> 00:12:54.820]  以上三位的事司可算是不過不實
[00:12:54.820 --> 00:12:57.820]  神使用他們拯救了以色列
[00:12:57.820 --> 00:13:00.820]  視為第二階段的第一部分
[00:13:00.820 --> 00:13:03.820]  我們再來看看第二階段的第二部分
[00:13:03.820 --> 00:13:05.820]  是中期的事司
[00:13:05.820 --> 00:13:10.820]  第六章至八章是講述基年的故事
[00:13:10.820 --> 00:13:13.820]  基年是一個充滿疑惑的人
[00:13:13.820 --> 00:13:16.820]  屢次屢次去試探神
[00:13:16.820 --> 00:13:18.820]  而且他的性格也有缺陷
[00:13:18.820 --> 00:13:20.820]  他打勝之後
[00:13:20.820 --> 00:13:25.820]  就要各人將所奪的耳環交給他
[00:13:25.820 --> 00:13:28.820]  原來受敵是以實瑪利人
[00:13:28.820 --> 00:13:31.820]  個個都是戴金耳環的
[00:13:31.820 --> 00:13:35.820]  他們搜集了一千七百個錫克勒金紙
[00:13:35.820 --> 00:13:39.820]  再加上米殿王所戴的耳環
[00:13:39.820 --> 00:13:41.820]  和所穿紫色的衣服
[00:13:41.820 --> 00:13:44.820]  駱駝項上的金鏈紙
[00:13:44.820 --> 00:13:46.820]  全部將這些金器用了
[00:13:46.820 --> 00:13:48.820]  製造了一個叫伊弗德
[00:13:48.820 --> 00:13:49.820]  伊弗德是什麼呢?
[00:13:49.820 --> 00:13:51.820]  伊弗德就是以色列人
[00:13:51.820 --> 00:13:53.820]  祭司所穿的袍
[00:13:53.820 --> 00:13:55.820]  根據《撒姆爾記》上
[00:13:55.820 --> 00:13:58.820]  二十三章九節和三十章七節所記載
[00:13:58.820 --> 00:14:00.820]  當祭司祈求神的時候
[00:14:00.820 --> 00:14:02.820]  或者是尋求神的旨意的時候
[00:14:02.820 --> 00:14:06.820]  他們就是用祭司的伊弗德
[00:14:06.820 --> 00:14:08.820]  換句話說
[00:14:08.820 --> 00:14:10.820]  他們當自己是祭司
[00:14:10.820 --> 00:14:13.820]  並且是做了一個伊弗德
[00:14:13.820 --> 00:14:16.820]  基地這樣做是種下了禍根
[00:14:16.820 --> 00:14:18.820]  二十七節告訴你
[00:14:18.820 --> 00:14:20.820]  後來以色列人拜伊弗德
[00:14:20.820 --> 00:14:22.820]  行淫亂
[00:14:22.820 --> 00:14:29.820]  這就是使基地和全家陷入網羅
[00:14:29.820 --> 00:14:32.820]  網羅這個字就是指拜偶像
[00:14:32.820 --> 00:14:34.820]  《新聞記》第七章十六節
[00:14:34.820 --> 00:14:36.820]  和《釋斯記》第二章第三節
[00:14:36.820 --> 00:14:38.820]  這個字也出現過
[00:14:38.820 --> 00:14:41.820]  這就是一個很奇怪的結局
[00:14:41.820 --> 00:14:42.820]  開始的時候
[00:14:42.820 --> 00:14:44.820]  基地打破父親和以色列人
[00:14:44.820 --> 00:14:46.820]  拜偶像的惡行
[00:14:46.820 --> 00:14:48.820]  結果是什麼呢?
[00:14:48.820 --> 00:14:51.820]  基地帶領家人和以色列人
[00:14:51.820 --> 00:14:53.820]  去拜偶像
[00:14:53.820 --> 00:14:55.820]  所不同的是昔日是巴力
[00:14:55.820 --> 00:14:59.820]  今日是祭司的伊弗德
[00:14:59.820 --> 00:15:01.820]  今的伊弗德
[00:15:01.820 --> 00:15:04.820]  第二個階段的第三部分
[00:15:04.820 --> 00:15:07.820]  由第十章至十二章
[00:15:07.820 --> 00:15:12.820]  主要是講釋斯、陀拉、拉爾、耶弗他
[00:15:12.820 --> 00:15:15.820]  以比贊、以倫、納頓
[00:15:15.820 --> 00:15:19.820]  其中以耶弗他的故事最為突出
[00:15:19.820 --> 00:15:21.820]  他是妓女的兒子
[00:15:21.820 --> 00:15:24.820]  被父親激烈趕出家門
[00:15:24.820 --> 00:15:27.820]  耶弗他就走到另外一個地方
[00:15:27.820 --> 00:15:29.820]  住在陀巴地
[00:15:29.820 --> 00:15:33.820]  和那些無賴的人聚集在一起
[00:15:33.820 --> 00:15:36.820]  他更招聚了這些匪徒
[00:15:36.820 --> 00:15:38.820]  好像當他打手一樣
[00:15:38.820 --> 00:15:40.820]  建立他的名聲
[00:15:40.820 --> 00:15:43.820]  第一次稱呼他為大能的勇士
[00:15:43.820 --> 00:15:47.820]  於是當以色列人受阿門人欺壓的時候
[00:15:47.820 --> 00:15:50.820]  百姓長老就邀請他做領袖
[00:15:50.820 --> 00:15:51.820]  抵抗阿門人
[00:15:51.820 --> 00:15:54.820]  耶弗他出身複雜
[00:15:54.820 --> 00:15:56.820]  性格極有缺陷
[00:15:56.820 --> 00:15:58.820]  行事衝動
[00:15:58.820 --> 00:16:02.820]  並且竟然將自己的女兒作為繁祭
[00:16:02.820 --> 00:16:04.820]  無論我們如何理解繁祭的意思
[00:16:04.820 --> 00:16:07.820]  肯定是違背耶和華的律例
[00:16:07.820 --> 00:16:11.820]  和加拿大人並無分別
[00:16:11.820 --> 00:16:13.820]  耶弗他的道德觀
[00:16:13.820 --> 00:16:17.820]  甚至是及不上先前的基點
[00:16:17.820 --> 00:16:22.820]  第二階段最後一部分就是13章至16章
[00:16:22.820 --> 00:16:24.820]  參宣的故事
[00:16:24.820 --> 00:16:28.820]  我相信不少人都聽過參宣的故事
[00:16:28.820 --> 00:16:30.820]  以色列的民族
[00:16:30.820 --> 00:16:34.820]  可以說到了參宣的時候更加墮落
[00:16:34.820 --> 00:16:37.820]  一方面他們就好像昔日一樣違背神
[00:16:37.820 --> 00:16:39.820]  於是就被非利士人欺壓
[00:16:39.820 --> 00:16:42.820]  但是以色列人雖然被苦待
[00:16:42.820 --> 00:16:45.820]  但這次沒有向神呼求
[00:16:45.820 --> 00:16:48.820]  甚至不體會到他們只是被異族人苦待
[00:16:48.820 --> 00:16:52.820]  好像他們習慣了被虐待的生活模式一樣
[00:16:52.820 --> 00:16:56.820]  沒有任何的動力和意向去改變這種情況
[00:16:56.820 --> 00:16:58.820]  他們已經麻木了
[00:16:58.820 --> 00:17:04.820]  而參宣是一個非常軟弱和屬血氣的人
[00:17:04.820 --> 00:17:07.820]  雖然他是拿西爾出身
[00:17:07.820 --> 00:17:11.820]  即是分別為聖為神的僕人
[00:17:11.820 --> 00:17:15.820]  但他所作所為和他的身份完全不清
[00:17:15.820 --> 00:17:17.820]  看一看一些例子
[00:17:17.820 --> 00:17:20.820]  明知父母反對
[00:17:20.820 --> 00:17:23.820]  而且又是不合神的吩咐
[00:17:23.820 --> 00:17:25.820]  他一意孤行
[00:17:25.820 --> 00:17:30.820]  去到庭那裡要娶過非利士的婦人為妻
[00:17:30.820 --> 00:17:32.820]  為什麼這樣做呢?
[00:17:32.820 --> 00:17:34.820]  他一句話「我喜歡她」
[00:17:34.820 --> 00:17:36.820]  完全在乎他肉體的喜好
[00:17:36.820 --> 00:17:40.820]  他下到庭那要和這個女人結婚
[00:17:40.820 --> 00:17:43.820]  依隨當時的習俗大排筵席
[00:17:43.820 --> 00:17:46.820]  筵席中不免有酒水
[00:17:46.820 --> 00:17:49.820]  他是一個拿西爾人是不可以喝酒的
[00:17:49.820 --> 00:17:52.820]  現在竟然大排筵席滿是酒水
[00:17:52.820 --> 00:17:56.820]  這不就是陷自己於大誘惑當中嗎?
[00:17:56.820 --> 00:17:58.820]  他更加是一個小古惑
[00:17:58.820 --> 00:18:01.820]  用計來騙取非利士人的衣裳
[00:18:01.820 --> 00:18:04.820]  這些都是無賴的行為
[00:18:04.820 --> 00:18:06.820]  雖然如此
[00:18:06.820 --> 00:18:09.820]  神仍揀選他做以色列的士師
[00:18:09.820 --> 00:18:11.820]  但我們看到
[00:18:11.820 --> 00:18:16.820]  這些士師一代不如一代
[00:18:16.820 --> 00:18:17.820]  不僅如此
[00:18:17.820 --> 00:18:20.820]  我們再看這本書最後一個階段
[00:18:20.820 --> 00:18:23.820]  第十七章至二十一章
[00:18:23.820 --> 00:18:28.820]  講述以色列人最黑暗、最混亂、最暴力
[00:18:28.820 --> 00:18:31.820]  最邪惡的一個時代
[00:18:31.820 --> 00:18:33.820]  我們讀完的時候
[00:18:33.820 --> 00:18:35.820]  我們說有沒有搞錯?
[00:18:35.820 --> 00:18:38.820]  宗教淪為私有化
[00:18:38.820 --> 00:18:40.820]  淫亂成為家常事
[00:18:40.820 --> 00:18:42.820]  經帝彼此私殺
[00:18:42.820 --> 00:18:44.820]  毫無公義和道德
[00:18:44.820 --> 00:18:46.820]  證明這本書最後一句話
[00:18:46.820 --> 00:18:49.820]  那時以色列人中沒有王
[00:18:49.820 --> 00:18:51.820]  各人任意而行
[00:18:51.820 --> 00:18:54.820]  當一個人、一個國家利欺神
[00:18:54.820 --> 00:18:57.820]  拒絕遵守神的王權的時候
[00:18:57.820 --> 00:18:59.820]  這就是所得的結果
[00:18:59.820 --> 00:19:01.820]  雖然如此
[00:19:01.820 --> 00:19:02.820]  很奇怪
[00:19:02.820 --> 00:19:04.820]  我們讀士師記的時候
[00:19:04.820 --> 00:19:06.820]  我們發覺這不是絕望
[00:19:06.820 --> 00:19:08.820]  仍是有望
[00:19:08.820 --> 00:19:10.820]  我們要明白
[00:19:10.820 --> 00:19:14.820]  士師記並不是論述以色列人的歷史這麼簡單
[00:19:14.820 --> 00:19:16.820]  這不僅是歷史
[00:19:16.820 --> 00:19:18.820]  更是救贖歷史
[00:19:18.820 --> 00:19:19.820]  那你會問
[00:19:19.820 --> 00:19:22.820]  歷史和救贖歷史有什麼分別?
[00:19:22.820 --> 00:19:24.820]  或者我們可以這樣問
[00:19:24.820 --> 00:19:27.820]  摩西帶領以色列人離開埃及
[00:19:27.820 --> 00:19:28.820]  過紅海
[00:19:28.820 --> 00:19:29.820]  入迦南
[00:19:29.820 --> 00:19:32.820]  和毛澤東帶領紅軍長征有沒有分別呢?
[00:19:32.820 --> 00:19:34.820]  兩個都是歷史
[00:19:34.820 --> 00:19:36.820]  摩西帶領以色列人過紅海
[00:19:36.820 --> 00:19:38.820]  不僅是歷史
[00:19:38.820 --> 00:19:40.820]  是過去所發生的事
[00:19:40.820 --> 00:19:43.820]  但是神在歷史裡如何實踐
[00:19:43.820 --> 00:19:46.820]  去教救贖計劃的一部分
[00:19:46.820 --> 00:19:51.820]  這是神整個救贖計劃的其中一個過程
[00:19:51.820 --> 00:19:54.820]  而這個過程指向一個終點
[00:19:54.820 --> 00:19:56.820]  這個終點就是耶穌基督的救贖
[00:19:56.820 --> 00:19:58.820]  在世上建立教會
[00:19:58.820 --> 00:20:00.820]  將來再來建立新天新地
[00:20:00.820 --> 00:20:02.820]  並且作最終的審判
[00:20:02.820 --> 00:20:06.820]  從聖經的神學去看
[00:20:06.820 --> 00:20:08.820]  耶穌就像摩西一樣
[00:20:08.820 --> 00:20:10.820]  摩西帶領以色列人進入英許地
[00:20:10.820 --> 00:20:12.820]  是儀表了耶穌來到世上
[00:20:12.820 --> 00:20:16.820]  帶領我們脫離罪惡遺牢之地
[00:20:16.820 --> 00:20:18.820]  並且建立教會
[00:20:18.820 --> 00:20:22.820]  舊約的以色列其實就是新約教會的儀表
[00:20:22.820 --> 00:20:25.820]  希伯來書的作者告訴我們
[00:20:25.820 --> 00:20:28.820]  約書亞帶領以色列人進入迦南地
[00:20:28.820 --> 00:20:30.820]  就是進入了安息
[00:20:30.820 --> 00:20:32.820]  但他接著說
[00:20:32.820 --> 00:20:34.820]  「這不是真正的安息
[00:20:34.820 --> 00:20:36.820]  這只不過是一個儀表」
[00:20:36.820 --> 00:20:40.820]  所以希伯來書第四章第四節有這樣說法
[00:20:40.820 --> 00:20:43.820]  「若是約書亞已叫他們享了安息
[00:20:43.820 --> 00:20:46.820]  後來神就不再提別的日子了
[00:20:46.820 --> 00:20:50.820]  這樣看來必定有一個安息的安息為神子民存留」
[00:20:50.820 --> 00:20:52.820]  第八至第九節又這樣說
[00:20:52.820 --> 00:20:57.820]  「我們既蒙留下有進入他安息的英許
