
[00:00:00.000 --> 00:00:09.820]  各位電視朋友 平安!我們今天有機會一起思想聖經的彼得前書經文
[00:04:14.640 --> 00:04:17.060]  保持頭腦清醒也是警醒的意思
[00:04:17.060 --> 00:04:19.340]  新譯本也叫做警醒
[00:04:19.340 --> 00:04:22.100]  保持頭腦清醒特別是在這個末世的時候
[00:04:22.100 --> 00:04:28.140]  是我們每一個教徒一個最大的需要
[00:04:28.140 --> 00:04:32.900]  當主耶穌提到末世有的預兆的時候
[00:04:32.900 --> 00:04:37.940]  祂就即時講了一句很重要的話
[00:04:37.940 --> 00:04:42.560]  語重心長地提出聖經路加福音21章
[00:04:42.560 --> 00:04:45.820]  大家會記得的一句話
[00:04:45.820 --> 00:04:48.460]  主耶穌說:你們要謹慎
[00:04:48.460 --> 00:04:51.080]  恐怕因為貪吃醉酒
[00:04:51.080 --> 00:04:55.820]  和很多不同的思慮累著你們的心
[00:04:55.820 --> 00:05:01.260]  當主來到的時候 日子好像網羅忽然臨到
[00:05:01.260 --> 00:05:05.740]  進入了一些網羅危險的狀況
[00:05:05.740 --> 00:05:10.060]  因為那日子臨到全地上一切居住的人
[00:05:10.060 --> 00:05:14.620]  然後主說:你們要時時警醒
[00:05:14.620 --> 00:05:19.900]  常常祈求 使你們能夠逃避一切要來的事
[00:05:19.900 --> 00:05:24.140]  能夠至終可以站立在主的面前
[00:05:24.140 --> 00:05:29.060]  主一直提醒我們要過一個警醒的生活
[00:05:29.060 --> 00:05:33.660]  聖經裡面提醒我們你們不要醉酒
[00:05:33.660 --> 00:05:38.300]  這一句話特別在很多處的經文裡面是重複地出現
[00:05:38.300 --> 00:05:45.340]  實際上聖經用醉酒形容一種心靈迷惑的一種狀況
[00:05:45.340 --> 00:05:49.900]  一個人當他失去了一些判斷的能力
[00:05:49.900 --> 00:05:54.380]  失去了一種自制的力量 這是醉酒的狀況
[00:05:54.380 --> 00:05:57.900]  同樣心靈裡面不能夠有一種判斷
[00:05:57.900 --> 00:06:02.220]  失去自制就會跌入陷阱裡面
[00:06:02.220 --> 00:06:04.140]  大家一定看過很多新聞
[00:06:04.140 --> 00:06:06.460]  很多時候看到一些交通意外
[00:06:06.460 --> 00:06:10.300]  因為開車的人醉酒駕車
[00:06:10.300 --> 00:06:14.220]  明明一條有對頭車的路
[00:06:14.220 --> 00:06:19.740]  不知為何車子會去到隔壁的線上行駛
[00:06:19.740 --> 00:06:25.260]  一個人當他醉酒的時候就會分辨不到是與非
[00:06:25.260 --> 00:06:28.620]  就算分辨到也沒有力量來走上去
[00:06:28.620 --> 00:06:33.180]  聖經說我們要小心 免得我們跌入一種這樣的情況
[00:06:33.180 --> 00:06:39.260]  一個心靈迷惑的人 他會對神有很多懷疑
[00:06:39.260 --> 00:06:43.180]  懷疑上帝為何會讓我病了
[00:06:43.180 --> 00:06:45.980]  為何會讓我有這樣的問題
[00:06:45.980 --> 00:06:50.620]  因此對神產生很大的一種不順
[00:06:50.620 --> 00:06:57.340]  昨天有一次我們中間的姐妹的安息禮拜
[00:06:57.340 --> 00:07:05.660]  有一些她過去的事情寫在長康上面
[00:07:05.660 --> 00:07:07.900]  這位姐妹有人問她
[00:07:07.900 --> 00:07:13.180]  你病得這麼辛苦 你覺不覺得很憂心
[00:07:13.180 --> 00:07:17.660]  這位姐妹就回答她
[00:07:17.660 --> 00:07:25.100]  她說病一定會痛苦的 病一定會辛苦的
[00:07:25.100 --> 00:07:29.500]  但是辛苦和憂心是沒有關係的
[00:07:29.500 --> 00:07:32.220]  是兩回事來的
[00:07:32.220 --> 00:07:37.500]  如果你已經將自己的事交託給天父
[00:07:37.500 --> 00:07:41.820]  為何要憂心呢?
[00:07:41.820 --> 00:07:44.220]  一個人當他在祈禱當中
[00:07:44.220 --> 00:07:48.380]  他去到將事情懂得交託給神
[00:07:48.380 --> 00:07:52.060]  在他心靈裏面分辨到
[00:07:52.060 --> 00:07:57.100]  痛苦和憂慮不一定要相連
[00:07:57.100 --> 00:08:01.740]  而且他可以在過程裏面將自己的事情交託給神
[00:08:01.740 --> 00:08:07.340]  他不至於對神有埋怨、有不順
[00:08:07.340 --> 00:08:10.540]  你發覺當聖經說到要警醒的時候
[00:08:10.540 --> 00:08:14.540]  一定會連繫一個追求
[00:08:14.540 --> 00:08:17.340]  剛才大家會錄到四章七字所說
[00:08:17.340 --> 00:08:24.700]  你們要警醒 你們要心靈清醒以至能夠禱告
[00:08:24.700 --> 00:08:27.260]  剛才讀的《看月聖經》特別提及到
[00:08:27.260 --> 00:08:32.620]  你們要保持頭腦清醒為要禱告
[00:08:32.620 --> 00:08:36.220]  當你的心靈保持一種清醒的時候
[00:08:36.220 --> 00:08:42.460]  你會更加知道警覺自己的需要來祈禱
[00:08:42.460 --> 00:08:47.900]  這位弟兄說每天早上一定要祈禱
[00:08:47.900 --> 00:08:50.780]  無論怎樣忙也好 我一定要祈禱
[00:08:50.780 --> 00:08:55.020]  因為我自己公司裏面有很多試探
[00:08:55.020 --> 00:08:59.180]  很容易會踩到陷阱裏面
[00:08:59.180 --> 00:09:01.260]  所以他每次祈禱的時候會想像
[00:09:01.260 --> 00:09:05.100]  今天會遇到什麼事情 有什麼可能的危險
[00:09:05.100 --> 00:09:08.300]  然後事先祈禱 其實保護著他
[00:09:08.300 --> 00:09:13.580]  讓他在當時有勇氣拒絕不應該做的事情
[00:09:13.580 --> 00:09:17.260]  有勇氣去做要做的事情
[00:09:17.260 --> 00:09:20.140]  這位弟兄當他心裏面清醒的時候
[00:09:20.140 --> 00:09:23.020]  他會意識到前面有危險
[00:09:23.020 --> 00:09:27.900]  因此他會禱告去保護自己
[00:09:27.900 --> 00:09:30.780]  同樣的弟兄當他在很多時候
[00:09:30.780 --> 00:09:32.780]  他心靈裏面清醒的時候
[00:09:32.780 --> 00:09:37.100]  他會知道是一天完了之後去祈禱
[00:09:37.100 --> 00:09:41.820]  他會去安靜 不單單去說很多東西給神聽
[00:09:41.820 --> 00:09:46.140]  他會去小心聆聽 去檢視今天所做的事情
[00:09:46.140 --> 00:09:50.380]  有沒有哪些事情是神不喜歡的
[00:09:50.380 --> 00:09:52.940]  然後當中去認罪悔改
[00:09:52.940 --> 00:09:56.540]  有沒有哪些事情 為什麼當時會這麼不安呢?
[00:09:56.540 --> 00:09:59.420]  為什麼我心境會這樣呢?
[00:09:59.420 --> 00:10:02.380]  原來我很懼怕這個人
[00:10:02.380 --> 00:10:07.500]  而他所說的話 我是有個衝動一定要聽他說
[00:10:07.500 --> 00:10:10.460]  在他的反思裏面事先禱告
[00:10:10.460 --> 00:10:12.620]  天父啊 明天會見到他
[00:10:12.620 --> 00:10:15.900]  求你給我有那種力量
[00:10:15.900 --> 00:10:20.940]  不會來到殉人的情面去做事情
[00:10:20.940 --> 00:10:22.620]  各位電視節目很多時候你會發覺
[00:10:22.620 --> 00:10:27.020]  一個警醒的人是一個清醒的人
[00:10:27.020 --> 00:10:30.220]  他能夠分辨到什麼樣的危險
[00:10:30.220 --> 00:10:33.260]  以致他能夠避開跌進去
[00:10:33.260 --> 00:10:35.740]  你說我都希望自己能夠清醒
[00:10:35.740 --> 00:10:37.980]  但是怎樣能夠清醒呢?
[00:10:37.980 --> 00:10:41.980]  聖經沒有什麼像靈丹要若
[00:10:41.980 --> 00:10:45.980]  只是兩個字 就是禱告
[00:10:45.980 --> 00:10:52.780]  祈禱和禱告與警醒是一定相連的
[00:10:52.780 --> 00:10:56.940]  Watch and pray一定是連在一起的
[00:10:56.940 --> 00:11:00.940]  今年的社會上很多人都很忙碌
[00:11:00.940 --> 00:11:04.940]  或者很多其他的事情都會去佔據我們的心思
[00:11:04.940 --> 00:11:09.500]  我們第一件事情會放下的就是祈禱
[00:11:09.500 --> 00:11:12.700]  太容易首先放下的就是祈禱
[00:11:12.700 --> 00:11:14.700]  第一件事會保守著你的心
[00:11:14.700 --> 00:11:17.340]  你的心去祈禱仰望上帝的時候
[00:11:17.340 --> 00:11:21.020]  你會經驗到那種清醒的心靈在你裏面
[00:11:21.020 --> 00:11:25.740]  你能夠堅定地走在一條正直的路上
[00:11:25.740 --> 00:11:29.580]  可以跟隨神 可以依靠神
[00:11:29.580 --> 00:11:31.580]  當你再看回剛才的經文的時候
[00:11:31.580 --> 00:11:35.580]  你會發覺聖經在講一些有關警醒的方向
[00:11:35.580 --> 00:11:40.060]  回到第四章第一節的時候
[00:11:40.060 --> 00:11:43.820]  聖經提到在第四章第一節所講
[00:11:43.820 --> 00:11:49.100]  以基督受苦的心智來武裝自己
[00:11:49.100 --> 00:11:51.900]  你會發覺這句話好像很特別
[00:11:51.900 --> 00:11:59.820]  要背上一些器械去武裝自己嗎?
[00:11:59.820 --> 00:12:03.180]  怎樣能夠武裝自己呢?
[00:12:03.180 --> 00:12:06.140]  聖經就這樣講 在第四章第一節這樣講
[00:12:06.140 --> 00:12:09.500]  所以基督既然在肉身受苦
[00:12:09.500 --> 00:12:15.340]  你們也要用同樣的心智來武裝自己
[00:12:15.340 --> 00:12:20.540]  因為人在肉身受過苦就已經與罪斷絕了
[00:12:20.540 --> 00:12:23.820]  我們試試從兩個角度去看這節經文
[00:12:23.820 --> 00:12:25.660]  聖經首先所講的就是
[00:12:25.660 --> 00:12:29.100]  主耶穌為我們受苦
[00:12:29.100 --> 00:12:31.500]  祂為我們承擔了罪的刑罰
[00:12:31.500 --> 00:12:33.900]  被釘在十字架上
[00:12:33.900 --> 00:12:36.540]  因此在祂的代替裏面
[00:12:36.540 --> 00:12:40.460]  將我們從罪的權勢裏面釋放出來
[00:12:40.460 --> 00:12:44.860]  好根本地解決人生命的問題
[00:12:44.860 --> 00:12:47.820]  這就是最核心的福音信息
[00:12:47.820 --> 00:12:51.980]  就是基督為我們受罪、受死
[00:12:51.980 --> 00:12:55.740]  將我們從罪的權勢釋放出來
[00:12:55.740 --> 00:12:57.900]  你要常常記得一件事情
[00:12:57.900 --> 00:13:01.020]  知道你已經被釋放
[00:13:01.020 --> 00:13:06.300]  弟兄姊妹你和我已經有一種不犯罪的自由
[00:13:06.300 --> 00:13:09.740]  沒錯你可以犯罪 你仍然自由地去犯罪
[00:13:09.740 --> 00:13:12.140]  但當你領受主耶穌的救恩之後
[00:13:12.140 --> 00:13:16.300]  你會知道在你生命當中有一種不犯罪的自由
[00:13:16.300 --> 00:13:22.700]  面對試探的時候 你可以放膽去拒絕它
[00:13:22.700 --> 00:13:24.620]  弟兄姊妹都經歷過
[00:13:24.620 --> 00:13:28.460]  面對一些事情 有些不應該看的東西
[00:13:28.460 --> 00:13:30.860]  有些不應該買的東西
[00:13:30.860 --> 00:13:32.540]  不應該做的事情
[00:13:32.540 --> 00:13:35.500]  一去到那個處境的時候
[00:13:35.500 --> 00:13:38.940]  可能突然間心裏面「糟糕了 又來了」
[00:13:38.940 --> 00:13:42.780]  「我都沒有辦法去做了」
[00:13:42.780 --> 00:13:46.540]  有時候都會怕自己不能夠去忍得住
[00:13:46.540 --> 00:13:49.340]  去接受這個試探
[00:13:49.340 --> 00:13:55.020]  但你要經常以基督為你受苦的心智作為武器
[00:13:55.020 --> 00:13:56.780]  來武裝你自己
[00:13:56.780 --> 00:13:58.620]  很清楚地告訴自己
[00:13:58.620 --> 00:14:03.820]  主為我死 我不再在罪的權勢之下
[00:14:03.820 --> 00:14:05.900]  主已經赦免我的罪
[00:14:05.900 --> 00:14:10.700]  祂給我有新的生命 我可以拒絕罪
[00:14:10.700 --> 00:14:14.780]  因此你心裏知道不是你去面對那些試探
[00:14:14.780 --> 00:14:19.660]  那些挑戰 而是這位已經為你受死的主
[00:14:19.660 --> 00:14:23.100]  承傳了這種權柄在你身上
[00:14:23.100 --> 00:14:27.740]  你可以不犯罪 你可以拒絕試探
[00:14:27.740 --> 00:14:29.740]  另一個角度我們再思想的時候
[00:14:29.740 --> 00:14:33.020]  首先就說基督既然在肉身受苦
[00:14:33.020 --> 00:14:37.900]  你也要用同樣的心智來武裝自己
[00:14:37.900 --> 00:14:43.260]  主耶穌會因為信服父神而受死
[00:14:43.260 --> 00:14:48.380]  我們也可以按著神的旨意受苦
[00:14:48.380 --> 00:14:54.300]  按著祂對我們的心意 信服祂的大名
[00:14:54.300 --> 00:15:00.540]  這個心智會武裝起你 叫你不會犯罪
[00:15:00.540 --> 00:15:03.420]  我想起很多年前
[00:15:03.420 --> 00:15:11.260]  中國內地曾經有一些很多宣教士受死的時間
[00:15:11.260 --> 00:15:16.220]  1900年 大家會記得中國義和團之亂的日子
[00:15:16.220 --> 00:15:20.140]  無數的宣教士在那段時間是殉道
[00:15:20.140 --> 00:15:23.420]  其中一位宣教士在他殉道之後
[00:15:23.420 --> 00:15:27.660]  有人將他以前寫下的一些文字拿出來
[00:15:27.660 --> 00:15:31.100]  就發覺這位宣教士有一句很特別
[00:15:31.100 --> 00:15:34.060]  但是很重要的說話
[00:15:34.060 --> 00:15:37.020]  這位宣教士他就寫下
[00:15:37.020 --> 00:15:40.140]  他說我已經將自己奉獻給上帝
[00:15:40.140 --> 00:15:47.100]  作為上帝的公牛 作為神的牛
[00:15:47.100 --> 00:15:49.900]  或者在田間耕作
[00:15:49.900 --> 00:15:57.500]  或者放在祭壇上作祭品 義者皆可
[00:15:57.500 --> 00:16:01.420]  他就這樣說 他說無論去勞苦為神作供
[00:16:01.420 --> 00:16:07.500]  或者是要被獻上在祭壇上殉道
[00:16:07.500 --> 00:16:11.180]  因為我已經將自己奉獻給上帝
[00:16:11.180 --> 00:16:16.140]  所以無論如何 我都可以
[00:16:16.140 --> 00:16:17.660]  很多領事會都體會到
[00:16:17.660 --> 00:16:21.900]  什麼時候你將你自己的生命交給上帝
[00:16:21.900 --> 00:16:25.500]  上帝是按你的旨意成全
[00:16:25.500 --> 00:16:27.500]  Your will be done
[00:16:27.500 --> 00:16:29.500]  你的旨意成全在我身上
[00:16:29.500 --> 00:16:34.540]  就算要受苦 我都樂意去走上去
[00:16:34.540 --> 00:16:37.020]  在那時候你發覺內心有一種力量
[00:16:37.020 --> 00:16:39.420]  這種力量就是根據經文所說
[00:16:39.420 --> 00:16:43.100]  一種決心從此之後不再從人的情慾
[00:16:43.100 --> 00:16:45.900]  第四章第二節所說
[00:16:45.900 --> 00:16:49.820]  只是專心來聽從神的旨意
[00:16:49.820 --> 00:16:54.220]  第四章第二節所提
[00:16:54.220 --> 00:16:56.460]  不再為人的私慾
[00:16:56.460 --> 00:17:01.500]  而是為神的旨意在肉身如下的光陰
[00:17:01.500 --> 00:17:03.340]  你的心裏面很願意
[00:17:03.340 --> 00:17:06.380]  很願意按著神的旨意來行事
[00:17:06.380 --> 00:17:09.340]  就算會受苦 就算會吃一些
[00:17:09.340 --> 00:17:14.060]  自己都不想面對的苦頭
[00:17:14.060 --> 00:17:15.900]  說回身體的病患
[00:17:15.900 --> 00:17:18.300]  因為弟兄也見證
[00:17:18.300 --> 00:17:22.780]  在他發現自己患了癌症的時候
[00:17:22.780 --> 00:17:25.740]  他很快就在神面前一路祈禱
[00:17:25.740 --> 00:17:27.900]  求神給他醫治
[00:17:27.900 --> 00:17:31.420]  他相信神有大能可以醫治他
[00:17:31.420 --> 00:17:32.540]  當他一路祈禱的時候
[00:17:32.540 --> 00:17:34.620]  他發覺當他一路祈禱的時候
[00:17:34.620 --> 00:17:35.580]  他仍然很擔心
[00:17:35.580 --> 00:17:38.780]  擔心自己會有很多痛苦
[00:17:38.780 --> 00:17:40.940]  接下來的問題
[00:17:40.940 --> 00:17:42.940]  在那個祈禱過程當中
[00:17:42.940 --> 00:17:46.780]  突然間他發覺他需要轉一個方向
[00:17:46.780 --> 00:17:48.460]  他的禱告就是向神說
[00:17:48.460 --> 00:17:50.380]  他說神啊
[00:17:50.380 --> 00:17:51.900]  好像保羅所說
[00:17:51.900 --> 00:17:54.860]  無論是生是死
[00:17:54.860 --> 00:17:57.020]  總叫基督
[00:17:57.020 --> 00:18:00.860]  你在我身上照常顯大
[00:18:00.860 --> 00:18:02.700]  因為他擔心自己會
[00:18:02.700 --> 00:18:05.340]  因為不能夠接受自己的病
[00:18:05.340 --> 00:18:07.740]  所以會開始埋怨神
[00:18:07.740 --> 00:18:11.900]  開始不信 覺得神不愛他
[00:18:11.900 --> 00:18:13.820]  然後他開始將他的心思轉移
[00:18:13.820 --> 00:18:15.820]  相對你的旨意成全
[00:18:15.820 --> 00:18:18.460]  如果你給我健康 我很感謝你
[00:18:18.460 --> 00:18:21.420]  但如果你容許我病患
[00:18:21.420 --> 00:18:23.180]  我會做到
[00:18:23.180 --> 00:18:25.180]  願你的旨意成全
[00:18:25.180 --> 00:18:26.540]  他發覺當他這樣祈禱的時候
[00:18:26.540 --> 00:18:29.020]  心裡有一種很大的息焉
[00:18:29.020 --> 00:18:31.820]  而且他發覺在這種心思裏面
[00:18:31.820 --> 00:18:34.300]  他更加可以
[00:18:34.300 --> 00:18:37.660]  按神的旨意來生活
[00:18:37.660 --> 00:18:39.740]  很多人生的抉擇
[00:18:39.740 --> 00:18:41.420]  一個的選擇
[00:18:41.420 --> 00:18:43.420]  就是神的旨意
[00:18:43.420 --> 00:18:46.060]  剛才四章第二節的時候
[00:18:46.060 --> 00:18:47.020]  所以你會看到
[00:18:47.020 --> 00:18:49.500]  不按人的情慾、人的私慾
[00:18:49.500 --> 00:18:51.740]  我們在說的是眾數
[00:18:51.740 --> 00:18:54.620]  有很多不同的私慾來去試探我們
[00:18:54.620 --> 00:18:57.100]  但不是為人的私慾
[00:18:57.100 --> 00:18:58.460]  是為神的旨意
[00:18:58.460 --> 00:19:00.140]  應該是單數
[00:19:00.140 --> 00:19:03.260]  也意味著只有一個選擇
[00:19:03.260 --> 00:19:05.260]  面對各種試探的時候
[00:19:05.260 --> 00:19:10.220]  我們只是選擇遵行神的旨意
[00:19:10.220 --> 00:19:12.140]  在這個情況之下
[00:19:12.140 --> 00:19:15.980]  你與罪斷絕
[00:19:15.980 --> 00:19:17.900]  你有那種生命的力量
[00:19:17.900 --> 00:19:20.220]  可以不再犯罪
[00:19:20.220 --> 00:19:23.340]  不再跌入那些試探當中
[00:19:23.340 --> 00:19:25.900]  因此彼得提醒我們
[00:19:25.900 --> 00:19:30.300]  你們要留心主耶穌受苦的心智
[00:19:30.300 --> 00:19:33.500]  用這種心智來武裝自己
[00:19:33.500 --> 00:19:36.540]  以至你能夠一生按神的旨意生活
[00:19:36.540 --> 00:19:43.580]  而不會被試探、被罪、被私慾來控制
[00:19:43.580 --> 00:19:45.580]  我們再看《下體經文》裏面提到
[00:19:45.580 --> 00:19:49.980]  不單止我們可以在這種受苦的心智裏面
[00:19:49.980 --> 00:19:53.580]  來面對著、警醒著
[00:19:53.580 --> 00:19:57.260]  很多時候你會察覺到在世上生活的時候
[00:19:57.260 --> 00:20:02.220]  你會面對著一些其他人對你的排擠
[00:20:02.220 --> 00:20:03.660]  面對著這些情況的時候
[00:20:03.660 --> 00:20:07.820]  怎樣能夠繼續警醒等候呢?
[00:20:07.820 --> 00:20:14.300]  就是思想永恆的審判
[00:20:14.300 --> 00:20:19.740]  彼得在前書裏面有三次不斷地提到
[00:20:19.740 --> 00:20:23.500]  我們在世上是寄居的
[00:20:23.500 --> 00:20:28.780]  我們不是住在一個永久的家鄉
[00:20:28.780 --> 00:20:31.180]  當時的猶太人、基督徒他們很明白
[00:20:31.180 --> 00:20:35.260]  因為他們面對著當時羅馬政權的一種逼迫
[00:20:35.260 --> 00:20:37.500]  是趕著他們離開羅馬城
[00:20:37.500 --> 00:20:44.540]  去到周圍很多羅馬帝國所佔據的所謂的殖民區
[00:20:44.540 --> 00:20:47.580]  在那裏他們不是羅馬的公民
[00:20:47.580 --> 00:20:51.580]  他們是一些被認為是邊緣的人士
[00:20:51.580 --> 00:20:54.140]  和當地的文化背景當然不同
[00:20:54.140 --> 00:20:56.460]  而且他們發覺周圍的人
[00:20:56.460 --> 00:21:01.900]  那種是非價值的判斷是和他們完全不同
[00:21:01.900 --> 00:21:05.340]  是格格不入的一種觀念
[00:21:05.340 --> 00:21:07.660]  在那個處境裏面彼得特別提醒他們
[00:21:07.660 --> 00:21:12.220]  你們要知道你們是寄居的
[00:21:12.220 --> 00:21:17.180]  所以你被別人去誹謗是不出奇的事情
[00:21:17.180 --> 00:21:21.820]  是完全是自然的事情、會發生的事情
[00:21:21.820 --> 00:21:26.220]  我剛剛早前留意到一段視頻
[00:21:26.220 --> 00:21:31.740]  看到一群的青年朋友他們在談一個課題
[00:21:31.740 --> 00:21:39.420]  我留意到他們在談何時才可以有婚前性行為
[00:21:39.420 --> 00:21:44.940]  我也不知道現在的人的想法
[00:21:44.940 --> 00:21:49.340]  但在談的時候發覺有好幾個年輕的男士
[00:21:49.340 --> 00:21:51.740]  他說現在時代進步
[00:21:51.740 --> 00:21:55.580]  我們通常兩三個星期認識到一個女孩就可以了
[00:21:55.580 --> 00:21:58.620]  我說 兩三個星期?
[00:21:58.620 --> 00:22:02.940]  接著有一個好像是比較穩重一點的
[00:22:02.940 --> 00:22:06.620]  不行 起碼一年吧
[00:22:06.620 --> 00:22:13.100]  接著有一個女孩 悄悄地說
[00:22:13.100 --> 00:22:17.260]  我覺得不好的 應該是結了婚先
[00:22:17.260 --> 00:22:21.340]  在婚姻裏面有性的關係
[00:22:21.340 --> 00:22:24.700]  她說出來之後 我看到周圍的人
[00:22:24.700 --> 00:22:31.900]  那種的面容是很大的取笑的態度
[00:22:31.900 --> 00:22:35.660]  你怎麼這麼守舊的?這麼老套的?
[00:22:35.660 --> 00:22:38.940]  你是一個貞潔女孩來的?
[00:22:38.940 --> 00:22:41.980]  一直來取笑她
[00:22:41.980 --> 00:22:44.300]  我心裏想 一個人
[00:22:44.300 --> 00:22:48.780]  當他願意拿著原則來生活的時候
[00:22:48.780 --> 00:22:54.540]  所承受的是一些取笑 甚至是誹謗
[00:22:54.540 --> 00:22:58.460]  在那些時候我們會覺得有艱難的
[00:22:58.460 --> 00:23:01.100]  但是聖經講述到這種情況的時候
[00:23:01.100 --> 00:23:04.460]  在剛才我們讀過的四章第四節
[00:23:04.460 --> 00:23:07.420]  面對著這個誹謗
[00:23:07.420 --> 00:23:11.260]  然後第五節下面就再說
[00:23:11.260 --> 00:23:15.740]  「你們必須向那位預備審判活人
[00:23:15.740 --> 00:23:19.020]  死人的主交賬」
[00:23:19.020 --> 00:23:22.540]  他們不單止是其他人 包括我們自己
[00:23:22.540 --> 00:23:27.660]  有一天要面對著這位上帝對我們的審判
[00:23:27.660 --> 00:23:31.660]  或者這個時候隨著這個世界來行事
[00:23:31.660 --> 00:23:37.580]  你會覺得舒服一點 好像舒緩了那種壓力
[00:23:37.580 --> 00:23:39.420]  但是你會發覺聖經裏面講的
[00:23:39.420 --> 00:23:41.980]  你看的不單是眼前
[00:23:41.980 --> 00:23:45.980]  你要看這位上帝是一定會審判的
[00:23:45.980 --> 00:23:47.420]  祂賜給我們真理
[00:23:47.420 --> 00:23:51.820]  也都以真理成為祂審判我們的基礎
[00:23:51.820 --> 00:23:53.660]  所以聖經說在那些時候
[00:23:53.660 --> 00:23:59.180]  你要想起上帝會審判活人死人
[00:23:59.180 --> 00:24:03.020]  你要預備向祂交賬
[00:24:03.020 --> 00:24:06.460]  我們記得在之前的《彼得前書》一章十三節
[00:24:06.460 --> 00:24:07.660]  同樣地說
[00:24:07.660 --> 00:24:10.060]  這次聖經我很想大家一起讀出來
[00:24:10.060 --> 00:24:13.020]  你會將它讀入你的心裏面
