
[00:00:00.000 --> 00:00:10.000]  好 今天很感恩2022年第一次有機會再回來CNC跟大家講讀
[00:04:56.000 --> 00:04:59.000]  八章三十一節 於是他們教導他們
[00:04:59.000 --> 00:05:01.000]  人子必須受許多的苦
[00:05:01.000 --> 00:05:05.000]  長老 祭司 還有經學家氣絕
[00:05:05.000 --> 00:05:07.000]  殺害 三天後復活
[00:05:07.000 --> 00:05:09.000]  耶穌坦白地說了話
[00:05:09.000 --> 00:05:11.000]  拉到裡面 責怪他
[00:05:11.000 --> 00:05:13.000]  耶穌轉過身來 門徒彼得說
[00:05:13.000 --> 00:05:15.000]  撒旦推到我的後面去
[00:05:15.000 --> 00:05:17.000]  因為你不思念神的事
[00:05:17.000 --> 00:05:19.000]  只是思念人的事
[00:05:19.000 --> 00:05:22.000]  於是把眾人和門徒都叫過來對他們說
[00:05:22.000 --> 00:05:24.000]  如果有人願意跟從我
[00:05:24.000 --> 00:05:26.000]  願意有人跟從我
[00:05:26.000 --> 00:05:30.000]  就應當寫幾句在十字架內跟從我
[00:05:30.000 --> 00:05:33.000]  凡是想救自己生命的就喪掉生命
[00:05:33.000 --> 00:05:36.000]  但為我和福音犧牲生命的
[00:05:36.000 --> 00:05:38.000]  必救了生命
[00:05:38.000 --> 00:05:41.000]  人就是賺得全世界卻賠償自己的生命
[00:05:41.000 --> 00:05:42.000]  有什麼好處呢
[00:05:42.000 --> 00:05:45.000]  人還能用什麼換回自己的生命呢
[00:05:45.000 --> 00:05:47.000]  這個是新日本來的
[00:05:47.000 --> 00:05:49.000]  所以有些字可能你看和本的時候
[00:05:49.000 --> 00:05:51.000]  你背了很多 有些不同
[00:05:51.000 --> 00:05:53.000]  但不要緊 我今天探討了這段經歷
[00:05:53.000 --> 00:05:55.000]  我們開始的時候有個簡單的祈禱
[00:05:55.000 --> 00:05:57.000]  基本上我們再一次感謝讚美你
[00:05:57.000 --> 00:05:59.000]  因為是你自己的恩典的孩子
[00:05:59.000 --> 00:06:02.000]  可以在當中回到CMC的弟兄姊妹裡面
[00:06:02.000 --> 00:06:03.000]  跟他們分享
[00:06:03.000 --> 00:06:05.000]  我知道主給我們一個很重的訊息
[00:06:05.000 --> 00:06:07.000]  但訊息背後你腳
[00:06:07.000 --> 00:06:09.000]  成為我們生命當中一個很重要的提醒
[00:06:09.000 --> 00:06:12.000]  你告訴我我們今天無論生到世界每一個地方
[00:06:12.000 --> 00:06:14.000]  留在這裡的 離開的
[00:06:14.000 --> 00:06:16.000]  哪怕我們的心是怎樣的
[00:06:16.000 --> 00:06:18.000]  我們都知道主 你就是我們的神
[00:06:18.000 --> 00:06:20.000]  你就是我們的主 幫助我們
[00:06:20.000 --> 00:06:22.000]  讓這個訊息成為我們生命
[00:06:22.000 --> 00:06:26.000]  在信仰路上的一個反思和提問
[00:06:26.000 --> 00:06:30.000]  讓我們在當中真的再敲問我們自己心靈的時候
[00:06:30.000 --> 00:06:33.000]  我們知道我們在信仰路上跟隨你的時間
[00:06:33.000 --> 00:06:36.000]  我們究竟今天成長到什麼地步
[00:06:36.000 --> 00:06:37.000]  我們都仰望主你自己的恩典
[00:06:37.000 --> 00:06:39.000]  都仰望主你自己的訊息
[00:06:39.000 --> 00:06:41.000]  再一次感謝讚美你
[00:06:41.000 --> 00:06:43.000]  共主耶穌明節祈禱 阿們
[00:06:43.000 --> 00:06:46.000]  這段經文很特別
[00:06:46.000 --> 00:06:48.000]  這段經文一開始的時候是這樣的
[00:06:48.000 --> 00:06:52.000]  耶穌去了一個地方和門徒出去
[00:06:52.000 --> 00:06:54.000]  他走來走去的了
[00:06:54.000 --> 00:06:56.000]  這段經文到了第八章下半節的時候
[00:06:56.000 --> 00:07:00.000]  其實已經開始說耶穌離開了加里尼
[00:07:00.000 --> 00:07:03.000]  旅程 還記得路加我說的時間
[00:07:03.000 --> 00:07:06.000]  路加用了十章去說旅程
[00:07:06.000 --> 00:07:08.000]  馬可用了一章半
[00:07:08.000 --> 00:07:11.000]  所以這裡就是一章半的半章開始
[00:07:11.000 --> 00:07:14.000]  開始進入他的旅程
[00:07:14.000 --> 00:07:16.000]  然後再上去耶路撒冷
[00:07:16.000 --> 00:07:18.000]  用一章半去說
[00:07:18.000 --> 00:07:21.000]  第十一章就進入耶路撒冷
[00:07:21.000 --> 00:07:23.000]  然後一直去到第十五章就完結
[00:07:23.000 --> 00:07:26.000]  十五章不是的 馬可有十六章
[00:07:26.000 --> 00:07:28.000]  沒錯 第十六章是很特別的
[00:07:28.000 --> 00:07:30.000]  如果有機會再和大家分享
[00:07:30.000 --> 00:07:32.000]  有喝毒酒就不會死
[00:07:32.000 --> 00:07:34.000]  插我一刀就沒事
[00:07:34.000 --> 00:07:35.000]  很多神蹟奇事
[00:07:35.000 --> 00:07:36.000]  那段很難解釋
[00:07:36.000 --> 00:07:38.000]  如果有機會再和大家分享
[00:07:38.000 --> 00:07:41.000]  無論如何整個馬可光是打開看的時間很特別
[00:07:41.000 --> 00:07:44.000]  一到八章的上半部其實是說
[00:07:44.000 --> 00:07:47.000]  整個告訴你耶穌是很厲害的
[00:07:47.000 --> 00:07:50.000]  簡直是翻手為雲覆手為雨
[00:07:50.000 --> 00:07:51.000]  哇 趕到 很厲害
[00:07:51.000 --> 00:07:54.000]  很多人聽 聽了的時間 生命改變
[00:07:54.000 --> 00:07:56.000]  然後他按照你生命當中的時間
[00:07:56.000 --> 00:07:59.000]  那些神蹟奇事隨著耶穌到來的時間
[00:07:59.000 --> 00:08:01.000]  那把你的鞋子可以看回
[00:08:01.000 --> 00:08:02.000]  騎腿的可以走路 是不是
[00:08:02.000 --> 00:08:04.000]  癱了的都可以站起來行路
[00:08:04.000 --> 00:08:05.000]  很厲害
[00:08:05.000 --> 00:08:08.000]  然後去到這裡上耶路撒冷的時間
[00:08:08.000 --> 00:08:11.000]  離開了加利利就去到八章第27節
[00:08:11.000 --> 00:08:13.000]  下半節開始
[00:08:13.000 --> 00:08:16.000]  耶穌和門徒離開了出去
[00:08:16.000 --> 00:08:18.000]  去到一個地方叫做
[00:08:18.000 --> 00:08:21.000]  蓋撒尼亞 彼納比村莊的附近
[00:08:21.000 --> 00:08:24.000]  在路上的時間 走路的時間
[00:08:24.000 --> 00:08:25.000]  都是門徒來的
[00:08:25.000 --> 00:08:28.000]  問他 引說我是誰
[00:08:28.000 --> 00:08:30.000]  經過了一至八章之後
[00:08:30.000 --> 00:08:36.000]  其實這幫門徒已經跟了耶穌三年多的時間
[00:08:36.000 --> 00:08:39.000]  準備上耶路撒冷 準備上十字架
[00:08:39.000 --> 00:08:42.000]  然後他在路上的時間問那幫門徒
[00:08:42.000 --> 00:08:45.000]  你聽了這麼多 外面的人怎麼說我呢
[00:08:45.000 --> 00:08:47.000]  外面的人怎麼說他呢
[00:08:47.000 --> 00:08:49.000]  外面的人說他的時候
[00:08:49.000 --> 00:08:52.000]  有人說你是施洗約翰
[00:08:52.000 --> 00:08:54.000]  有人說你就是伊利亞
[00:08:54.000 --> 00:08:57.000]  反正你是先知裡面其中一個
[00:08:57.000 --> 00:09:00.000]  是很厲害的 先知裡面其中一個
[00:09:00.000 --> 00:09:01.000]  但是是很厲害的先知
[00:09:01.000 --> 00:09:03.000]  是施洗約翰 個個都認識的
[00:09:03.000 --> 00:09:04.000]  在約旦河邊 是不是
[00:09:04.000 --> 00:09:06.000]  伊利亞是代表先知中的先知
[00:09:06.000 --> 00:09:09.000]  在舊約裡面 基本上猶太人是會知道
[00:09:09.000 --> 00:09:10.000]  他在說的是誰
[00:09:10.000 --> 00:09:13.000]  你是先知裡面其中一個很厲害的
[00:09:13.000 --> 00:09:15.000]  但是當你看到這裡的時間
[00:09:15.000 --> 00:09:16.000]  你會問一個問題很有趣的
[00:09:16.000 --> 00:09:19.000]  如果你認真停下來去問自己的時間
[00:09:19.000 --> 00:09:22.000]  外面的人怎麼看我呢
[00:09:22.000 --> 00:09:23.000]  然後門徒聽回來
[00:09:23.000 --> 00:09:26.000]  這個是很客觀的 不是我自己主觀的
[00:09:26.000 --> 00:09:28.000]  我聽到多少我就告訴你耶穌
[00:09:28.000 --> 00:09:30.000]  外面的人是這樣說你
[00:09:30.000 --> 00:09:33.000]  你發覺到其實外面的人怎麼看耶穌呢
[00:09:33.000 --> 00:09:39.000]  只不過是在看一個很傳統的
[00:09:39.000 --> 00:09:43.000]  其實經過了很多的世代
[00:09:43.000 --> 00:09:45.000]  很多年過去了
[00:09:45.000 --> 00:09:47.000]  你只不過又是
[00:09:47.000 --> 00:09:48.000]  這個也不是只不過
[00:09:48.000 --> 00:09:50.000]  他覺得耶穌真的很厲害
[00:09:50.000 --> 00:09:53.000]  但是他跳不出那個框框
[00:09:53.000 --> 00:09:57.000]  他沒辦法聯想到耶穌原來就是
[00:09:57.000 --> 00:09:59.000]  這幫在舊約裡面他們等著的那幫
[00:09:59.000 --> 00:10:02.000]  猶太人等著的那個尼西亞
[00:10:02.000 --> 00:10:04.000]  他只不過覺得耶穌是很厲害
[00:10:04.000 --> 00:10:08.000]  厲害裡面也只不過是繼續在先知裡面承接著
[00:10:08.000 --> 00:10:10.000]  好像400米接力那樣
[00:10:10.000 --> 00:10:12.000]  那支棒又交給他了
[00:10:12.000 --> 00:10:16.000]  現在就先知以利亞交給了斯西爾
[00:10:16.000 --> 00:10:19.000]  然後又交給耶穌
[00:10:19.000 --> 00:10:20.000]  只不過是這樣
[00:10:20.000 --> 00:10:22.000]  他跳不出那個框框
[00:10:22.000 --> 00:10:24.000]  所以他們這樣回答的時間
[00:10:24.000 --> 00:10:26.000]  這個是外面的人這樣看他
[00:10:26.000 --> 00:10:28.000]  但這個不是最重要的
[00:10:28.000 --> 00:10:29.000]  最重要的是什麼呢
[00:10:29.000 --> 00:10:32.000]  你們說我是誰
[00:10:32.000 --> 00:10:34.000]  先停一停
[00:10:34.000 --> 00:10:37.000]  你們會說耶穌是誰
[00:10:37.000 --> 00:10:39.000]  彼得是怎麼回答
[00:10:39.000 --> 00:10:41.000]  彼得呢
[00:10:41.000 --> 00:10:43.000]  在八章三十節裡面
[00:10:43.000 --> 00:10:45.000]  彼得在下面那裡
[00:10:45.000 --> 00:10:46.000]  八章三十節耶穌說
[00:10:46.000 --> 00:10:47.000]  是你答對了
[00:10:47.000 --> 00:10:48.000]  所以你不要到處跟人說
[00:10:48.000 --> 00:10:49.000]  彼得怎麼回答
[00:10:49.000 --> 00:10:50.000]  彼得是大師
[00:10:50.000 --> 00:10:53.000]  所以彼得的回答同一時間代表著十二門徒的回答
[00:10:53.000 --> 00:10:54.000]  他們一致的了
[00:10:54.000 --> 00:10:55.000]  我相信
[00:10:55.000 --> 00:10:57.000]  彼得就代表著十二門徒
[00:10:57.000 --> 00:10:59.000]  你怎麼回答
[00:10:59.000 --> 00:11:00.000]  你就是基督
[00:11:00.000 --> 00:11:01.000]  哇很厲害
[00:11:01.000 --> 00:11:06.000]  他跳出了一般人看東西的方法
[00:11:06.000 --> 00:11:08.000]  然後彼得跟隨了
[00:11:08.000 --> 00:11:10.000]  彼得拔萃十一個其他的門徒
[00:11:10.000 --> 00:11:12.000]  跟了耶穌三年
[00:11:12.000 --> 00:11:15.000]  經過耶穌很多的講論
[00:11:15.000 --> 00:11:16.000]  哇很厲害
[00:11:16.000 --> 00:11:18.000]  然後他怎麼醫治人
[00:11:18.000 --> 00:11:20.000]  甚至叫死人復活
[00:11:20.000 --> 00:11:21.000]  他都見過的時間
[00:11:21.000 --> 00:11:22.000]  他回來
[00:11:22.000 --> 00:11:23.000]  耶穌問他
[00:11:23.000 --> 00:11:25.000]  你們跟了我這麼久
[00:11:25.000 --> 00:11:26.000]  你說我是誰
[00:11:26.000 --> 00:11:30.000]  然後彼得拔萃十一個門徒就說
[00:11:30.000 --> 00:11:31.000]  你就是基督
[00:11:31.000 --> 00:11:32.000]  你們看見了
[00:11:32.000 --> 00:11:33.000]  好像很普通
[00:11:33.000 --> 00:11:34.000]  但不是的
[00:11:34.000 --> 00:11:36.000]  其實彼得回答的時間
[00:11:36.000 --> 00:11:38.000]  他是跳出了傳統
[00:11:38.000 --> 00:11:41.000]  一般人就覺得你只不過是先知其中一個
[00:11:41.000 --> 00:11:42.000]  有沒有錯
[00:11:42.000 --> 00:11:43.000]  其實都沒有錯
[00:11:43.000 --> 00:11:44.000]  人們是這樣看
[00:11:44.000 --> 00:11:46.000]  但是這班人跟了耶穌這麼久的時間
[00:11:46.000 --> 00:11:48.000]  他說你就是基督
[00:11:48.000 --> 00:11:49.000]  哇很神學
[00:11:49.000 --> 00:11:51.000]  答得很漂亮
[00:11:51.000 --> 00:11:54.000]  Biological correct我經常說
[00:11:54.000 --> 00:11:56.000]  信我信美是對的
[00:11:56.000 --> 00:11:57.000]  你就是基督
[00:11:57.000 --> 00:11:59.000]  耶穌都覺得你說得對
[00:11:59.000 --> 00:12:02.000]  所以耶穌叫他們不要把事情告訴別人
[00:12:02.000 --> 00:12:03.000]  意味著你答對
[00:12:03.000 --> 00:12:04.000]  你先不要告訴別人
[00:12:04.000 --> 00:12:05.000]  因為時間還沒到
[00:12:05.000 --> 00:12:07.000]  我提一提
[00:12:07.000 --> 00:12:08.000]  弟兄姊妹真的
[00:12:08.000 --> 00:12:09.000]  你問問你自己
[00:12:09.000 --> 00:12:12.000]  你身邊的朋友
[00:12:12.000 --> 00:12:14.000]  會怎麼看耶穌
[00:12:14.000 --> 00:12:16.000]  耶穌是誰呢
[00:12:16.000 --> 00:12:19.000]  我認識一個弟兄姊妹
[00:12:19.000 --> 00:12:22.000]  曾幾何時她有些事情很擔心
[00:12:22.000 --> 00:12:24.000]  工作上很擔心
[00:12:24.000 --> 00:12:27.000]  已經艱難之後
[00:12:27.000 --> 00:12:31.000]  我認識一個朋友的弟兄姊妹
[00:12:31.000 --> 00:12:33.000]  朋友弟兄姊妹
[00:12:33.000 --> 00:12:35.000]  不是弟兄姊妹的朋友
[00:12:35.000 --> 00:12:36.000]  是朋友弟兄姊妹
[00:12:36.000 --> 00:12:37.000]  什麼意思呢
[00:12:37.000 --> 00:12:39.000]  她上了教會很多年
[00:12:39.000 --> 00:12:41.000]  但是她都是一個朋友
[00:12:41.000 --> 00:12:43.000]  其實還不是弟兄姊妹
[00:12:43.000 --> 00:12:45.000]  不應該叫弟兄姊妹
[00:12:45.000 --> 00:12:47.000]  但是她上了很久教會
[00:12:47.000 --> 00:12:48.000]  但是還沒信
[00:12:48.000 --> 00:12:50.000]  這個朋友
[00:12:50.000 --> 00:12:52.000]  她因為一些事情
[00:12:52.000 --> 00:12:54.000]  工作上的改變
[00:12:54.000 --> 00:12:55.000]  找了很久工作
[00:12:55.000 --> 00:12:56.000]  終於找到
[00:12:56.000 --> 00:12:58.000]  她很喜歡那個工作
[00:12:58.000 --> 00:13:00.000]  找的過程當中
[00:13:00.000 --> 00:13:02.000]  當然很多弟兄姊妹關心她
[00:13:02.000 --> 00:13:04.000]  真正的弟兄姊妹關心她
[00:13:04.000 --> 00:13:06.000]  祈禱 紀念她
[00:13:06.000 --> 00:13:08.000]  希望她快點找到工作等等
[00:13:08.000 --> 00:13:09.000]  真的找到了
[00:13:09.000 --> 00:13:10.000]  找到的時候
[00:13:10.000 --> 00:13:11.000]  她當時都覺得
[00:13:11.000 --> 00:13:13.000]  這個神父很真實
[00:13:13.000 --> 00:13:14.000]  或者什麼
[00:13:14.000 --> 00:13:16.000]  到現在她安定下來了
[00:13:16.000 --> 00:13:17.000]  找到工作又覺得沒什麼
[00:13:17.000 --> 00:13:18.000]  再問她的時候
[00:13:18.000 --> 00:13:20.000]  很難說究竟是不是耶穌
[00:13:20.000 --> 00:13:22.000]  會不會只不過是命運
[00:13:22.000 --> 00:13:24.000]  就是這樣
[00:13:24.000 --> 00:13:26.000]  天就是這樣安排
[00:13:26.000 --> 00:13:27.000]  我就找到一份
[00:13:27.000 --> 00:13:29.000]  我喜歡的這麼好的工作
[00:13:29.000 --> 00:13:30.000]  很有趣
[00:13:30.000 --> 00:13:32.000]  我不知道你身邊的朋友
[00:13:32.000 --> 00:13:35.000]  是怎樣看待耶穌
[00:13:35.000 --> 00:13:37.000]  只不過是命運
[00:13:37.000 --> 00:13:39.000]  還是什麼呢
[00:13:39.000 --> 00:13:40.000]  但更重要的
[00:13:40.000 --> 00:13:43.000]  就好像耶穌問那幫門徒一樣
[00:13:43.000 --> 00:13:45.000]  你跟了我這麼久
[00:13:45.000 --> 00:13:46.000]  你自己
[00:13:46.000 --> 00:13:48.000]  這個同樣是問我們
[00:13:48.000 --> 00:13:51.000]  我們怎樣看待耶穌
[00:13:51.000 --> 00:13:55.000]  我們會不會其實都是很正確地回答
[00:13:55.000 --> 00:13:57.000]  你就是基督
[00:13:57.000 --> 00:13:59.000]  但你回答完之後
[00:13:59.000 --> 00:14:00.000]  不可以停在這裡
[00:14:00.000 --> 00:14:02.000]  那基督是什麼意思呢
[00:14:02.000 --> 00:14:04.000]  我們怎樣回答
[00:14:04.000 --> 00:14:05.000]  如果你問自己
[00:14:05.000 --> 00:14:07.000]  耶穌是誰的時候
[00:14:07.000 --> 00:14:08.000]  你會怎樣回答
[00:14:08.000 --> 00:14:09.000]  如果你問我
[00:14:09.000 --> 00:14:10.000]  我就會說
[00:14:10.000 --> 00:14:11.000]  耶穌真的
[00:14:11.000 --> 00:14:13.000]  這個問題我寫出來的時候
[00:14:13.000 --> 00:14:14.000]  不只是問你
[00:14:14.000 --> 00:14:17.000]  我自己也花了一個晚上問這個問題
[00:14:17.000 --> 00:14:19.000]  不是一個晚上
[00:14:19.000 --> 00:14:22.000]  花了一些時間去想這個問題
[00:14:22.000 --> 00:14:23.000]  我就會覺得
[00:14:23.000 --> 00:14:25.000]  如果我自己回答完
[00:14:25.000 --> 00:14:27.000]  耶穌是誰呢
[00:14:27.000 --> 00:14:29.000]  在我自己的生命當中
[00:14:29.000 --> 00:14:30.000]  祂是我的救主
[00:14:30.000 --> 00:14:33.000]  這個都很正確
[00:14:33.000 --> 00:14:34.000]  祂是我的救主
[00:14:34.000 --> 00:14:36.000]  但不單止這樣
[00:14:36.000 --> 00:14:39.000]  祂是我的生命當中的運處火柱
[00:14:39.000 --> 00:14:41.000]  祂不是司機
[00:14:41.000 --> 00:14:43.000]  祂是駕駛著那輛車
[00:14:43.000 --> 00:14:45.000]  駕駛著那艘船
[00:14:45.000 --> 00:14:46.000]  載我出海
[00:14:46.000 --> 00:14:48.000]  哪怕身邊有很多風浪
[00:14:48.000 --> 00:14:50.000]  我知道誰在駕駛那艘船
[00:14:50.000 --> 00:14:51.000]  是耶穌
[00:14:51.000 --> 00:14:53.000]  我就不用怕
[00:14:53.000 --> 00:14:54.000]  所以你問我
[00:14:54.000 --> 00:14:56.000]  耶穌是誰的時候
[00:14:56.000 --> 00:14:57.000]  很重要
[00:14:57.000 --> 00:14:58.000]  祂是我的主
[00:14:58.000 --> 00:15:00.000]  可能有些弟子會說
[00:15:00.000 --> 00:15:01.000]  耶穌
[00:15:01.000 --> 00:15:02.000]  你怎樣說耶穌
[00:15:02.000 --> 00:15:04.000]  耶穌是我的救主
[00:15:04.000 --> 00:15:06.000]  同一時間祂是我的生命的主
[00:15:06.000 --> 00:15:07.000]  但你有沒有問
[00:15:07.000 --> 00:15:09.000]  什麼叫生命的主呢
[00:15:09.000 --> 00:15:11.000]  你再問下去的時候就有很多東西
[00:15:11.000 --> 00:15:14.000]  我先放在一邊
[00:15:14.000 --> 00:15:16.000]  我們會怎樣回答呢
[00:15:16.000 --> 00:15:20.000]  我想跳出一點
[00:15:20.000 --> 00:15:23.000]  就是這段經文的上面
[00:15:23.000 --> 00:15:25.000]  一段經文
[00:15:25.000 --> 00:15:26.000]  22至26節裏面
[00:15:26.000 --> 00:15:28.000]  發生了一件很奇特的事情
[00:15:28.000 --> 00:15:30.000]  這個也是大家很熟悉的
[00:15:30.000 --> 00:15:32.000]  就是耶穌在路上的時間
[00:15:32.000 --> 00:15:34.000]  去了一個地方叫百菜大
[00:15:34.000 --> 00:15:35.000]  在百菜大裏面
[00:15:35.000 --> 00:15:37.000]  他醫治了一個黑眼的人
[00:15:37.000 --> 00:15:39.000]  這個我們都讀過
[00:15:39.000 --> 00:15:41.000]  有一個在百菜大黑眼的人
[00:15:41.000 --> 00:15:43.000]  就求耶穌摸他
[00:15:43.000 --> 00:15:44.000]  耶穌拉著他的手
[00:15:44.000 --> 00:15:46.000]  擰他到村外面
[00:15:46.000 --> 00:15:48.000]  然後怎樣呢
[00:15:48.000 --> 00:15:55.000]  套脫沒
[00:15:55.000 --> 00:15:57.000]  套脫沒在他的眼睛上面
[00:15:57.000 --> 00:15:59.000]  很難剪
[00:15:59.000 --> 00:16:01.000]  套脫沒在他的眼睛上面
[00:16:01.000 --> 00:16:03.000]  你說他真的很噁心
[00:16:03.000 --> 00:16:05.000]  其實很噁心
[00:16:05.000 --> 00:16:07.000]  耶穌很多時候是很噁心的
