
[00:00:00.000 --> 00:00:03.540]  他在香港做獅子山霞的導演
[00:03:43.400 --> 00:03:45.400]  還可以坐在這裡的時候
[00:03:45.400 --> 00:03:46.400]  還在想
[00:03:46.400 --> 00:03:48.400]  剛才最精彩的一場戲
[00:03:48.400 --> 00:03:50.400]  就是那個媽媽
[00:03:50.400 --> 00:03:53.400]  看到學生手冊
[00:03:53.400 --> 00:03:55.400]  在作品簿那裡
[00:03:55.400 --> 00:03:58.400]  你們就有些人是笑的
[00:03:58.400 --> 00:04:03.400]  笑可能覺得這個媽媽都挺天真
[00:04:03.400 --> 00:04:05.400]  或者大情大性
[00:04:05.400 --> 00:04:08.400]  但我們在其他地方演戲的時候
[00:04:08.400 --> 00:04:11.400]  那一幕觀眾怎麼反應
[00:04:11.400 --> 00:04:15.400]  在天水圍我放過一次
[00:04:15.400 --> 00:04:17.400]  是給一間小學
[00:04:17.400 --> 00:04:21.400]  這個媽媽看到在哭的時候
[00:04:21.400 --> 00:04:26.400]  全場的小學生是拍爛手掌的
[00:04:33.400 --> 00:04:37.400]  意思就是你今天也是這樣
[00:04:37.400 --> 00:04:40.400]  我坐在這裡看
[00:04:40.400 --> 00:04:42.400]  覺得很殘忍
[00:04:42.400 --> 00:04:44.400]  一個母愛
[00:04:44.400 --> 00:04:47.400]  竟然小朋友看到是心花怒放
[00:04:47.400 --> 00:04:50.400]  就是說你終於都醒不過來了
[00:04:50.400 --> 00:04:53.400]  那個感覺很奇怪
[00:04:53.400 --> 00:04:55.400]  這個感覺真的很奇怪
[00:04:55.400 --> 00:04:57.400]  我又明白小朋友覺得
[00:04:57.400 --> 00:04:59.400]  你不逼人這樣
[00:04:59.400 --> 00:05:01.400]  你也不用今天這樣收場
[00:05:01.400 --> 00:05:03.400]  但又想想這個媽媽
[00:05:03.400 --> 00:05:06.400]  和爸爸兩個說法
[00:05:06.400 --> 00:05:09.400]  爸爸就是讓她自由發展
[00:05:09.400 --> 00:05:13.400]  媽媽就覺得我要為她將來著想
[00:05:13.400 --> 00:05:15.400]  再遲一點不教就沒得教了
[00:05:15.400 --> 00:05:18.400]  就是說誰做錯事呢
[00:05:18.400 --> 00:05:20.400]  誰做錯事呢
[00:05:20.400 --> 00:05:22.400]  今天很值得你一會問一下
[00:05:22.400 --> 00:05:25.400]  不過我也想開一個謎底
[00:05:25.400 --> 00:05:30.400]  這齣戲的編劇是我一個助手
[00:05:30.400 --> 00:05:32.400]  你猜多少歲呢
[00:05:32.400 --> 00:05:35.400]  編劇那年是20歲
[00:05:35.400 --> 00:05:37.400]  20歲而已
[00:05:37.400 --> 00:05:39.400]  是一個教會的青年 20歲
[00:05:39.400 --> 00:05:42.400]  而打機王當年做這齣戲的時候
[00:05:42.400 --> 00:05:45.400]  是18歲
[00:05:45.400 --> 00:05:48.400]  很難得教會的下一代
[00:05:48.400 --> 00:05:52.400]  走出來寫一些這麼真情的戲
[00:05:52.400 --> 00:05:53.400]  很真情的戲
[00:05:53.400 --> 00:05:55.400]  我初初做的時候
[00:05:55.400 --> 00:05:56.400]  第一次我在青年協會做的時候
[00:05:56.400 --> 00:05:57.400]  在香港
[00:05:57.400 --> 00:06:00.400]  我教的EQ小組的小朋友
[00:06:00.400 --> 00:06:02.400]  小朋友就問我一個問題
[00:06:02.400 --> 00:06:04.400]  特別是男生問我
[00:06:04.400 --> 00:06:06.400]  我媽媽帶我去看
[00:06:06.400 --> 00:06:08.400]  其實是不是洗腦的
[00:06:08.400 --> 00:06:09.400]  意思就是說
[00:06:09.400 --> 00:06:12.400]  會不會看完以後不打機了
[00:06:12.400 --> 00:06:14.400]  我向她保證
[00:06:14.400 --> 00:06:16.400]  我說如果你相信我
[00:06:16.400 --> 00:06:20.400]  我這齣戲沒有一個是壞人
[00:06:20.400 --> 00:06:22.400]  那個媽媽不是壞人
[00:06:22.400 --> 00:06:24.400]  爸爸不是壞人
[00:06:24.400 --> 00:06:26.400]  打機那個小朋友也不是壞人
[00:06:26.400 --> 00:06:27.400]  老師也不是壞人
[00:06:27.400 --> 00:06:29.400]  校長也不是壞人
[00:06:29.400 --> 00:06:31.400]  全部都不是壞人
[00:06:31.400 --> 00:06:33.400]  為什麼會發生這樣的事呢
[00:06:33.400 --> 00:06:35.400]  我想用這齣戲來揭露出來
[00:06:35.400 --> 00:06:37.400]  所以這齣戲就不可以
[00:06:37.400 --> 00:06:39.400]  只是由頭到尾放映
[00:06:39.400 --> 00:06:41.400]  做到30分鐘內就夠了
[00:06:41.400 --> 00:06:43.400]  留下大約的時間
[00:06:43.400 --> 00:06:46.400]  解釋給小朋友家長中學生聽
[00:06:46.400 --> 00:06:48.400]  甚至老師聽
[00:06:48.400 --> 00:06:51.400]  這齣戲的原意是什麼意思呢
[00:06:51.400 --> 00:06:53.400]  其實我們小看敵人
[00:06:53.400 --> 00:06:55.400]  這個敵人是什麼呢
[00:06:55.400 --> 00:06:57.400]  你叫電競
[00:06:57.400 --> 00:06:59.400]  電子遊戲裡面的設計
[00:06:59.400 --> 00:07:01.400]  這個設計
[00:07:01.400 --> 00:07:03.400]  厲害的地方就是
[00:07:03.400 --> 00:07:07.400]  它令你快樂的程度
[00:07:07.400 --> 00:07:09.400]  那個快樂
[00:07:09.400 --> 00:07:12.400]  竟然那些賀爾蒙
[00:07:12.400 --> 00:07:16.400]  素質是和吸毒
[00:07:16.400 --> 00:07:19.400]  吃可樂的快樂程度是一樣的
[00:07:19.400 --> 00:07:21.400]  性質也是一樣的
[00:07:21.400 --> 00:07:24.400]  就是說當你玩了的時候
[00:07:24.400 --> 00:07:26.400]  你是很開心的
[00:07:26.400 --> 00:07:29.400]  開心到你開心完之後
[00:07:29.400 --> 00:07:31.400]  你很快就會想起
[00:07:31.400 --> 00:07:33.400]  下次再玩
[00:07:33.400 --> 00:07:35.400]  你想起那種開心
[00:07:35.400 --> 00:07:37.400]  已經想找個機器來打它
[00:07:37.400 --> 00:07:40.400]  所以這齣戲的真人真事是什麼呢
[00:07:40.400 --> 00:07:42.400]  就是爬牆
[00:07:42.400 --> 00:07:44.400]  走的那場戲
[00:07:44.400 --> 00:07:49.400]  是編劇的同學的真事
[00:07:49.400 --> 00:07:53.400]  那個學校也是香港最好的學校
[00:07:53.400 --> 00:07:55.400]  是整沾學校
[00:07:55.400 --> 00:08:00.400]  而原因是那些同學上課
[00:08:00.400 --> 00:08:03.400]  上課突然間忍氣
[00:08:03.400 --> 00:08:05.400]  嘩
[00:08:05.400 --> 00:08:07.400]  好像奪門而出
[00:08:07.400 --> 00:08:08.400]  走出去
[00:08:08.400 --> 00:08:11.400]  突然間學校是鎖了門的
[00:08:11.400 --> 00:08:13.400]  還沒吃午餐
[00:08:13.400 --> 00:08:14.400]  還沒吃午餐
[00:08:14.400 --> 00:08:16.400]  於是他就走到牆那邊
[00:08:16.400 --> 00:08:18.400]  也是真事
[00:08:18.400 --> 00:08:20.400]  同學跌倒
[00:08:20.400 --> 00:08:22.400]  跌倒下十二車送醫院
[00:08:22.400 --> 00:08:24.400]  所以揭發出來
[00:08:24.400 --> 00:08:26.400]  所以這個編劇也沒有騙你
[00:08:26.400 --> 00:08:29.400]  他的真事也放在開場那裡
[00:08:29.400 --> 00:08:31.400]  所以引起我們的吸引就是
[00:08:31.400 --> 00:08:33.400]  為什麼讀書這麼厲害的學生
[00:08:33.400 --> 00:08:34.400]  這間不是Band 3
[00:08:34.400 --> 00:08:36.400]  是Band 1頭的學校
[00:08:36.400 --> 00:08:38.400]  為什麼一間這樣的男校
[00:08:38.400 --> 00:08:40.400]  有學生上到這樣
[00:08:40.400 --> 00:08:42.400]  是正在上課呢
[00:08:42.400 --> 00:08:43.400]  都可以忍氣呢
[00:08:43.400 --> 00:08:45.400]  所以各位同學
[00:08:45.400 --> 00:08:47.400]  你要記住問題就是
[00:08:47.400 --> 00:08:49.400]  不是好不好玩的問題
[00:08:49.400 --> 00:08:50.400]  是很厲害的
[00:08:50.400 --> 00:08:52.400]  這個厲害就是
[00:08:52.400 --> 00:08:54.400]  引導你覺得掛念著掛念著
[00:08:54.400 --> 00:08:57.400]  一定比掛媽媽多很多
[00:08:57.400 --> 00:08:59.400]  掛著掛著
[00:08:59.400 --> 00:09:00.400]  還掛個朋友
[00:09:00.400 --> 00:09:02.400]  是一個個人的東西
[00:09:02.400 --> 00:09:04.400]  這麼厲害
[00:09:04.400 --> 00:09:06.400]  所以我最初做研究工作
[00:09:06.400 --> 00:09:07.400]  看的時候
[00:09:07.400 --> 00:09:08.400]  三年前
[00:09:08.400 --> 00:09:10.400]  老科醫生
[00:09:10.400 --> 00:09:12.400]  是我的朋友跟我說
[00:09:12.400 --> 00:09:13.400]  已經證實了
[00:09:13.400 --> 00:09:16.400]  是一個機能病
[00:09:16.400 --> 00:09:18.400]  當你很喜歡打機
[00:09:18.400 --> 00:09:20.400]  喜歡到情況就是
[00:09:20.400 --> 00:09:21.400]  沒了它不行
[00:09:21.400 --> 00:09:22.400]  強迫的時候
[00:09:22.400 --> 00:09:23.400]  是機能病
[00:09:23.400 --> 00:09:25.400]  機能病是沒得醫的
[00:09:25.400 --> 00:09:26.400]  是沒得醫的
[00:09:26.400 --> 00:09:28.400]  換句話說
[00:09:28.400 --> 00:09:30.400]  打機打到入棺材
[00:09:30.400 --> 00:09:33.400]  嘩 這樣這麼恐怖
[00:09:33.400 --> 00:09:35.400]  當然我又不是幫你洗腦
[00:09:35.400 --> 00:09:38.400]  今天這個打機王
[00:09:38.400 --> 00:09:40.400]  是醫好的
[00:09:40.400 --> 00:09:42.400]  不是沒得醫
[00:09:42.400 --> 00:09:44.400]  是有得醫
[00:09:44.400 --> 00:09:45.400]  就因為有得醫
[00:09:45.400 --> 00:09:46.400]  所以我拍這部戲
[00:09:46.400 --> 00:09:48.400]  沒得醫就無謂拍
[00:09:48.400 --> 00:09:50.400]  在畢業館門口放就好了
[00:09:50.400 --> 00:09:54.400]  有得醫就不是了
[00:09:54.400 --> 00:09:55.400]  在教會放
[00:09:55.400 --> 00:09:56.400]  不在畢業館
[00:09:56.400 --> 00:09:58.400]  告訴很多人
[00:09:58.400 --> 00:09:59.400]  有得悶
[00:09:59.400 --> 00:10:00.400]  為什麼有得悶呢
[00:10:00.400 --> 00:10:03.400]  我簡單說兩分鐘
[00:10:03.400 --> 00:10:05.400]  這個打機王
[00:10:05.400 --> 00:10:07.400]  是在小學很喜歡打機
[00:10:07.400 --> 00:10:08.400]  到中學
[00:10:08.400 --> 00:10:10.400]  上到中六
[00:10:10.400 --> 00:10:12.400]  平均每天
[00:10:12.400 --> 00:10:13.400]  是打六小時的
[00:10:13.400 --> 00:10:15.400]  六個小時
[00:10:15.400 --> 00:10:17.400]  差不多回到全職的
[00:10:17.400 --> 00:10:18.400]  六個小時
[00:10:18.400 --> 00:10:19.400]  但是難得
[00:10:19.400 --> 00:10:20.400]  六個小時
[00:10:20.400 --> 00:10:21.400]  因為他課學後打
[00:10:21.400 --> 00:10:25.400]  所以差不多真的打到半夜
[00:10:25.400 --> 00:10:28.400]  而他也可以不吃飯
[00:10:28.400 --> 00:10:30.400]  不停打
[00:10:30.400 --> 00:10:32.400]  但是問題就是
[00:10:32.400 --> 00:10:35.400]  中六打DSE
[00:10:35.400 --> 00:10:38.400]  DSE有沒有影響他沒打呢
[00:10:38.400 --> 00:10:40.400]  是沒有影響到的
[00:10:40.400 --> 00:10:42.400]  他DSE全年
[00:10:42.400 --> 00:10:43.400]  他統計過
[00:10:43.400 --> 00:10:44.400]  溫書時間
[00:10:44.400 --> 00:10:48.400]  平均每天是六分鐘
[00:10:48.400 --> 00:10:51.400]  六分鐘找到本書在哪裡
[00:10:51.400 --> 00:10:52.400]  不看的
[00:10:52.400 --> 00:10:54.400]  真的不看
[00:10:54.400 --> 00:10:56.400]  這個聰明的
[00:10:56.400 --> 00:10:58.400]  這個真的聰明
[00:10:58.400 --> 00:11:00.400]  他考DSE的成績
[00:11:00.400 --> 00:11:02.400]  是勉強
[00:11:02.400 --> 00:11:04.400]  進了大學的
[00:11:04.400 --> 00:11:06.400]  不過
[00:11:06.400 --> 00:11:08.400]  他不去報
[00:11:08.400 --> 00:11:10.400]  原因就是
[00:11:10.400 --> 00:11:12.400]  這齣戲的劇本寫得對
[00:11:12.400 --> 00:11:14.400]  他不知道讀什麼是對的
[00:11:14.400 --> 00:11:16.400]  他沒什麼喜歡讀的
[00:11:16.400 --> 00:11:18.400]  他沒什麼喜歡讀的
[00:11:18.400 --> 00:11:19.400]  他沒什麼喜歡讀的
[00:11:19.400 --> 00:11:21.400]  那進大學做什麼呢
[00:11:21.400 --> 00:11:23.400]  所以他沒有報過的
[00:11:23.400 --> 00:11:25.400]  我跟他很熟
[00:11:25.400 --> 00:11:28.400]  原因就是他小時候在我家住了兩年
[00:11:28.400 --> 00:11:31.400]  我太太患胰臟癌的時候
[00:11:31.400 --> 00:11:33.400]  我太太照顧了兩年
[00:11:33.400 --> 00:11:35.400]  教他英文數學
[00:11:35.400 --> 00:11:37.400]  所以他憑著小學這麼好的成績
[00:11:37.400 --> 00:11:39.400]  進了中一的班
[00:11:39.400 --> 00:11:40.400]  很可惜
[00:11:40.400 --> 00:11:42.400]  他媽媽覺得很可惜
[00:11:42.400 --> 00:11:44.400]  竟然讀得不好
[00:11:44.400 --> 00:11:46.400]  因為他完全沒有認真讀書
[00:11:46.400 --> 00:11:48.400]  沒有認真讀書
[00:11:48.400 --> 00:11:50.400]  當然你明白
[00:11:50.400 --> 00:11:52.400]  他的天份真的很高
[00:11:52.400 --> 00:11:54.400]  可以六分鐘
[00:11:54.400 --> 00:11:56.400]  已經差不多進了大學
[00:11:56.400 --> 00:11:58.400]  所以那天
[00:11:58.400 --> 00:12:02.400]  我跟他父母開了一個慶祝會
[00:12:02.400 --> 00:12:04.400]  但慶祝進不了
[00:12:04.400 --> 00:12:06.400]  我們就吃自助餐
[00:12:06.400 --> 00:12:08.400]  很開心
[00:12:08.400 --> 00:12:10.400]  他媽媽問我
[00:12:10.400 --> 00:12:12.400]  余生你怎麼這麼黑心
[00:12:12.400 --> 00:12:14.400]  我兒子今天這樣
[00:12:14.400 --> 00:12:16.400]  你還吃自助餐
[00:12:16.400 --> 00:12:18.400]  我就示範
[00:12:18.400 --> 00:12:20.400]  我問他一個問題
[00:12:20.400 --> 00:12:22.400]  我叫他做鄭情之
[00:12:22.400 --> 00:12:24.400]  鄭情之
[00:12:24.400 --> 00:12:26.400]  如果你進了大學
[00:12:26.400 --> 00:12:28.400]  你會不會上課呢
[00:12:28.400 --> 00:12:30.400]  他轉過頭
[00:12:30.400 --> 00:12:32.400]  他說不會
[00:12:32.400 --> 00:12:34.400]  我說為什麼呢
[00:12:34.400 --> 00:12:36.400]  他說我都不用讀書才能進大學
[00:12:36.400 --> 00:12:38.400]  如果進了大學
[00:12:38.400 --> 00:12:40.400]  都不用讀書
[00:12:40.400 --> 00:12:42.400]  我說我絕對相信你不會上課
[00:12:42.400 --> 00:12:44.400]  你一定會參加很好玩的學生會活動
[00:12:44.400 --> 00:12:46.400]  繼續玩遊戲機
[00:12:46.400 --> 00:12:48.400]  拍拖
[00:12:48.400 --> 00:12:50.400]  你喜歡長睡覺
[00:12:50.400 --> 00:12:52.400]  總之你不會上課
[00:12:52.400 --> 00:12:54.400]  他說我不會上課
[00:12:54.400 --> 00:12:56.400]  我跟他媽媽說
[00:12:56.400 --> 00:12:58.400]  如果進了四年都沒有上過課
[00:12:58.400 --> 00:13:00.400]  現在節省四年
[00:13:00.400 --> 00:13:02.400]  為什麼不慶祝呢
[00:13:02.400 --> 00:13:04.400]  這麼晚
[00:13:04.400 --> 00:13:06.400]  四年
[00:13:06.400 --> 00:13:08.400]  我說這也對
[00:13:08.400 --> 00:13:10.400]  我覺得很矛盾
[00:13:10.400 --> 00:13:12.400]  為什麼我這麼黑心呢
[00:13:12.400 --> 00:13:14.400]  因為我真的太明白他
[00:13:14.400 --> 00:13:16.400]  他在大陸
[00:13:16.400 --> 00:13:18.400]  來香港的時候
[00:13:18.400 --> 00:13:20.400]  是我接他的火車
[00:13:20.400 --> 00:13:22.400]  那時候他兩歲
[00:13:22.400 --> 00:13:24.400]  已經是我接了十六年
[00:13:24.400 --> 00:13:26.400]  當年的新人
[00:13:26.400 --> 00:13:28.400]  我明白他很聰明
[00:13:28.400 --> 00:13:30.400]  有天才
[00:13:30.400 --> 00:13:32.400]  很好玩
[00:13:32.400 --> 00:13:34.400]  一學就上手
[00:13:34.400 --> 00:13:36.400]  也學得很快
[00:13:36.400 --> 00:13:38.400]  一上手就上癮
[00:13:38.400 --> 00:13:40.400]  所以他真的打機王
[00:13:40.400 --> 00:13:42.400]  你想想
[00:13:42.400 --> 00:13:44.400]  童幾升到金一那些
[00:13:44.400 --> 00:13:46.400]  他真的很厲害
[00:13:46.400 --> 00:13:48.400]  後來我請了他
[00:13:48.400 --> 00:13:50.400]  幫我去教學
[00:13:50.400 --> 00:13:52.400]  教哪裡
[00:13:52.400 --> 00:13:54.400]  教神學院
[00:13:54.400 --> 00:13:56.400]  我在神學院工作
[00:13:56.400 --> 00:13:58.400]  我叫他教
[00:13:58.400 --> 00:14:00.400]  神學生打機
[00:14:00.400 --> 00:14:02.400]  教了一堂
[00:14:02.400 --> 00:14:04.400]  沒有上癮
[00:14:04.400 --> 00:14:06.400]  因為我叫他做傳導人
[00:14:06.400 --> 00:14:08.400]  連打機的童二金一都不懂
[00:14:08.400 --> 00:14:10.400]  那你怎麼跟青年人聊天
[00:14:10.400 --> 00:14:12.400]  鄭生就去教他們
[00:14:12.400 --> 00:14:14.400]  教完之後
[00:14:14.400 --> 00:14:16.400]  神學生說
[00:14:16.400 --> 00:14:18.400]  原來也很好玩
[00:14:18.400 --> 00:14:20.400]  可能你覺得
[00:14:20.400 --> 00:14:22.400]  我也想學
[00:14:22.400 --> 00:14:24.400]  事實上是對的
[00:14:24.400 --> 00:14:26.400]  你做家長也應該學
[00:14:26.400 --> 00:14:28.400]  不過一堂就夠了
[00:14:28.400 --> 00:14:30.400]  打機打得很厲害
[00:14:30.400 --> 00:14:32.400]  你知道為什麼這麼好玩
[00:14:32.400 --> 00:14:34.400]  原因很簡單
[00:14:34.400 --> 00:14:36.400]  如果你問你兒子
[00:14:36.400 --> 00:14:38.400]  你女兒就知道
[00:14:38.400 --> 00:14:40.400]  如果你正在打機
[00:14:40.400 --> 00:14:42.400]  你問他
[00:14:42.400 --> 00:14:44.400]  如果這局贏了
[00:14:44.400 --> 00:14:46.400]  你還打不打
[00:14:46.400 --> 00:14:48.400]  當然打得那麼順
[00:14:48.400 --> 00:14:50.400]  拿紀錄
[00:14:50.400 --> 00:14:52.400]  可能我是
[00:14:52.400 --> 00:14:54.400]  全世界第一名
[00:14:54.400 --> 00:14:56.400]  如果這局輸了打不打
[00:14:56.400 --> 00:14:58.400]  報仇
[00:14:58.400 --> 00:15:00.400]  所以打機
[00:15:00.400 --> 00:15:02.400]  其實贏輸都打下去
[00:15:02.400 --> 00:15:04.400]  還有一個吊詭的問題
[00:15:04.400 --> 00:15:06.400]  你不明白
[00:15:06.400 --> 00:15:08.400]  沒有什麼叫一鋪的
[00:15:08.400 --> 00:15:10.400]  你不要以為是打牌
[00:15:10.400 --> 00:15:12.400]  你不要以為是打球
[00:15:12.400 --> 00:15:14.400]  你不要以為是打球
[00:15:14.400 --> 00:15:16.400]  在打機裡面一鋪
[00:15:16.400 --> 00:15:18.400]  可以全日的
[00:15:18.400 --> 00:15:20.400]  所以有時候
[00:15:20.400 --> 00:15:22.400]  很多字你都不懂
[00:15:22.400 --> 00:15:24.400]  所以你跟他聊天
[00:15:24.400 --> 00:15:26.400]  他真的沒有騙你
[00:15:26.400 --> 00:15:28.400]  哈哈哈
[00:15:28.400 --> 00:15:30.400]  是你中計
[00:15:30.400 --> 00:15:32.400]  哈哈哈
[00:15:32.400 --> 00:15:34.400]  所以
[00:15:34.400 --> 00:15:36.400]  你真的要明白
[00:15:36.400 --> 00:15:38.400]  如果不是你不明白
[00:15:38.400 --> 00:15:40.400]  究竟你騙他還是他騙你
[00:15:40.400 --> 00:15:42.400]  其實他沒有騙你
[00:15:42.400 --> 00:15:44.400]  你覺得他騙你
[00:15:44.400 --> 00:15:46.400]  你覺得很慘
[00:15:46.400 --> 00:15:48.400]  所以我們真的很不滿意
[00:15:48.400 --> 00:15:50.400]  真的生氣是生氣誰呢
[00:15:50.400 --> 00:15:52.400]  是生氣
[00:15:52.400 --> 00:15:54.400]  製造公司
[00:15:54.400 --> 00:15:56.400]  沒理由生氣你兒子
[00:15:56.400 --> 00:15:58.400]  你應該生氣發明的人
[00:15:58.400 --> 00:16:00.400]  和製造的廠
[00:16:00.400 --> 00:16:02.400]  應該生氣那些
[00:16:02.400 --> 00:16:04.400]  不是生氣他
[00:16:04.400 --> 00:16:06.400]  原因是因為每個青少年
[00:16:06.400 --> 00:16:08.400]  青少年
[00:16:08.400 --> 00:16:10.400]  有個最小的需要
[00:16:10.400 --> 00:16:12.400]  這齣戲其實都做了很多研究
[00:16:12.400 --> 00:16:14.400]  打機王最後
[00:16:14.400 --> 00:16:16.400]  那個獨白都說得很好
[00:16:16.400 --> 00:16:18.400]  他說
[00:16:18.400 --> 00:16:20.400]  我都不知道是為了減壓而打機
[00:16:20.400 --> 00:16:22.400]  還是為了打機而打機
[00:16:22.400 --> 00:16:24.400]  我開始不明白了
[00:16:24.400 --> 00:16:26.400]  我開始不明白了
[00:16:26.400 --> 00:16:28.400]  為什麼要減壓呢
[00:16:28.400 --> 00:16:30.400]  年青人最怕就是重複的東西
[00:16:30.400 --> 00:16:32.400]  如果有一點點聰明
[00:16:32.400 --> 00:16:34.400]  你當然很討厭重複的東西
[00:16:34.400 --> 00:16:36.400]  因為重複是很悶的
[00:16:36.400 --> 00:16:38.400]  只有你是很蠢
[00:16:38.400 --> 00:16:40.400]  才喜歡重複的東西
[00:16:40.400 --> 00:16:42.400]  所以你見到
[00:16:42.400 --> 00:16:44.400]  比較蠢
[00:16:44.400 --> 00:16:46.400]  會做一些工場重複的東西
[00:16:46.400 --> 00:16:48.400]  做極都不厭
[00:16:48.400 --> 00:16:50.400]  你稍微聰明
[00:16:50.400 --> 00:16:52.400]  你會覺得有沒有新的東西
[00:16:52.400 --> 00:16:54.400]  你會發覺到
[00:16:54.400 --> 00:16:56.400]  他沒有趣味
[00:16:56.400 --> 00:16:58.400]  但溫書是一個非常重複的行為
[00:16:58.400 --> 00:17:00.400]  對一些
[00:17:00.400 --> 00:17:02.400]  所謂有一點點頭腦的
[00:17:02.400 --> 00:17:04.400]  少年他是很不喜歡的
