
[00:00:00.000 --> 00:00:06.000]  今日是一個非常特別的父親節
[00:02:05.000 --> 00:02:07.000]  如果我們是藍
[00:02:07.000 --> 00:02:10.000]  是因為天空是藍
[00:02:10.000 --> 00:02:14.000]  耶穌基督給我們有晴天
[00:02:14.000 --> 00:02:16.000]  如果我們是黃
[00:02:16.000 --> 00:02:22.000]  是因為我們相信光明
[00:02:22.000 --> 00:02:25.000]  有榮耀
[00:02:25.000 --> 00:02:27.000]  如果我們是紅
[00:02:27.000 --> 00:02:31.000]  是因為有耶穌基督的寶血
[00:02:31.000 --> 00:02:36.000]  你可能心裏充滿了壓力
[00:02:36.000 --> 00:02:41.000]  可能是我造成你的壓力
[00:02:41.000 --> 00:02:45.000]  不過倒過來亦都是你造成我有壓力
[00:02:45.000 --> 00:02:48.000]  是否可以談呢?
[00:02:48.000 --> 00:02:52.000]  今天這個主日
[00:02:52.000 --> 00:02:55.000]  可能你見到有些人穿黑色衫
[00:02:55.000 --> 00:02:59.000]  不過幸好我經常穿黑色衫
[00:02:59.000 --> 00:03:02.000]  不過我已經說了
[00:03:02.000 --> 00:03:06.000]  我今天一定會出去
[00:03:06.000 --> 00:03:09.000]  其實6月9日我會出去
[00:03:09.000 --> 00:03:13.000]  唱歌
[00:03:13.000 --> 00:03:16.000]  6月12日我會出去
[00:03:16.000 --> 00:03:19.000]  和一班教務員
[00:03:19.000 --> 00:03:22.000]  在政總外面
[00:03:22.000 --> 00:03:25.000]  拿了一本反對通知書
[00:03:25.000 --> 00:03:30.000]  在那裏祈禱
[00:03:30.000 --> 00:03:35.000]  13日我出去
[00:03:35.000 --> 00:03:37.000]  你知道那天下午很大雨
[00:03:37.000 --> 00:03:39.000]  早上很大雨
[00:03:39.000 --> 00:03:45.000]  下午我應該去荔枝角探監
[00:03:45.000 --> 00:03:48.000]  但我沒有去到
[00:03:48.000 --> 00:03:51.000]  因為我聽見有人說
[00:03:51.000 --> 00:03:57.000]  還是有青年人在外面
[00:03:57.000 --> 00:04:00.000]  他們很落寞
[00:04:00.000 --> 00:04:04.000]  12日下午發生的事情大家都知道
[00:04:04.000 --> 00:04:06.000]  你看多少事你想多少事
[00:04:06.000 --> 00:04:13.000]  心中自有你的反應
[00:04:13.000 --> 00:04:15.000]  那天我聽到
[00:04:15.000 --> 00:04:21.000]  一班本來是鄙視基督徒的人
[00:04:21.000 --> 00:04:25.000]  他們想有牧師來跟他們講道
[00:04:25.000 --> 00:04:29.000]  來跟他們陪伴同行
[00:04:29.000 --> 00:04:32.000]  我立即不去探監
[00:04:32.000 --> 00:04:34.000]  我走了
[00:04:34.000 --> 00:04:39.000]  不知道有多少人看見你的牧師見報呢?
[00:04:39.000 --> 00:04:42.000]  不知道你看到你覺得怎樣呢?
[00:04:42.000 --> 00:04:46.000]  我只想告訴你我只有一個心
[00:04:46.000 --> 00:04:48.000]  當人顛沛流離
[00:04:48.000 --> 00:04:53.000]  而沒有牧人的時候
[00:04:53.000 --> 00:04:56.000]  作為一個牧者
[00:04:56.000 --> 00:05:04.000]  我們願意陪伴他
[00:05:04.000 --> 00:05:13.000]  教會是需要與落寞無助
[00:05:13.000 --> 00:05:19.000]  孤單傷痛的人來同行
[00:05:19.000 --> 00:05:30.000]  教會是應該抵抗強權欺壓暴虐
[00:05:30.000 --> 00:05:36.000]  教會不能偏幫變一方
[00:05:36.000 --> 00:05:42.000]  教會一定要站在耶穌基督十字架底下
[00:05:42.000 --> 00:05:44.000]  求聖靈的指引
[00:05:44.000 --> 00:05:49.000]  帶我們活在當下
[00:05:49.000 --> 00:05:56.000]  做我們憑著愛憑著真理所能做的事
[00:05:56.000 --> 00:05:59.000]  親愛的弟兄姊妹
[00:05:59.000 --> 00:06:04.000]  如果你是基督徒
[00:06:04.000 --> 00:06:07.000]  你唯一最重要的身份
[00:06:07.000 --> 00:06:17.000]  是上帝的兒女
[00:06:17.000 --> 00:06:20.000]  不過你說陳牧師
[00:06:20.000 --> 00:06:23.000]  你令我很不舒服
[00:06:23.000 --> 00:06:30.000]  我覺得你簡直是心亡
[00:06:30.000 --> 00:06:32.000]  我告訴你
[00:06:32.000 --> 00:06:39.000]  我的心不是屬於任何一個政黨
[00:06:39.000 --> 00:06:41.000]  我到今時今日
[00:06:41.000 --> 00:06:44.000]  上主監察我
[00:06:44.000 --> 00:06:51.000]  是屬於耶穌基督
[00:06:51.000 --> 00:06:53.000]  唉
[00:06:53.000 --> 00:06:58.000]  說什麼都沒有用
[00:06:58.000 --> 00:07:03.000]  被人定性就定你
[00:07:03.000 --> 00:07:05.000]  但在今時今日
[00:07:05.000 --> 00:07:08.000]  這個香港教會
[00:07:08.000 --> 00:07:14.000]  香港社會616的日子
[00:07:14.000 --> 00:07:19.000]  我們真的要為這聖求平安
[00:07:19.000 --> 00:07:25.000]  我亦鼓勵弟兄姊妹
[00:07:25.000 --> 00:07:30.000]  你的聲音是重要的
[00:07:30.000 --> 00:07:37.000]  我雖然想全心歸於耶穌基督
[00:07:37.000 --> 00:07:40.000]  但我會錯的
[00:07:40.000 --> 00:07:43.000]  我會說過激的話
[00:07:43.000 --> 00:07:47.000]  我會有太過激烈的行為
[00:07:47.000 --> 00:07:50.000]  你可以提醒我
[00:07:50.000 --> 00:07:52.000]  說我
[00:07:52.000 --> 00:07:55.000]  不過最重要歸根究底
[00:07:55.000 --> 00:07:58.000]  是大家肯不肯坐下來說
[00:07:58.000 --> 00:08:01.000]  可能剛才邱牧師
[00:08:01.000 --> 00:08:04.000]  或者你今天來到我們豐盛生命堂
[00:08:04.000 --> 00:08:06.000]  看到那個周刊
[00:08:06.000 --> 00:08:07.000]  看到這個場合
[00:08:07.000 --> 00:08:10.000]  看到這個安排
[00:08:10.000 --> 00:08:13.000]  你覺得我們這個群體
[00:08:13.000 --> 00:08:15.000]  已經捲入城市的政治
[00:08:15.000 --> 00:08:17.000]  我們應該沒有這些
[00:08:17.000 --> 00:08:20.000]  我們應該如常主一禮拜就行了
[00:08:20.000 --> 00:08:23.000]  什麼為這聖祈禱求平安的祈禱聚會
[00:08:23.000 --> 00:08:25.000]  什麼事啊現在
[00:08:25.000 --> 00:08:29.000]  令我想起30年前
[00:08:29.000 --> 00:08:31.000]  六四的情況下
[00:08:31.000 --> 00:08:36.000]  教會又說在這裡為這聖求平安
[00:08:36.000 --> 00:08:39.000]  我明白這些反應
[00:08:39.000 --> 00:08:42.000]  我明白
[00:08:42.000 --> 00:08:46.000]  但我希望我們明白之後
[00:08:46.000 --> 00:08:48.000]  都真的明白
[00:08:48.000 --> 00:08:50.000]  你可以說邱牧師
[00:08:50.000 --> 00:08:52.000]  為什麼你這樣祈禱
[00:08:52.000 --> 00:08:54.000]  為什麼你不是這樣祈禱
[00:08:54.000 --> 00:08:58.000]  因為我們每個人都有自己的氣質
[00:08:58.000 --> 00:09:02.000]  有自己的背景
[00:09:02.000 --> 00:09:04.000]  有自己成長
[00:09:04.000 --> 00:09:06.000]  有自己為將來的想像
[00:09:06.000 --> 00:09:07.000]  為將來的憂慮
[00:09:07.000 --> 00:09:10.000]  這些都在我們裡面
[00:09:10.000 --> 00:09:12.000]  親愛的兄姊妹
[00:09:12.000 --> 00:09:14.000]  雨傘運動
[00:09:14.000 --> 00:09:16.000]  對教會造成的衝擊
[00:09:16.000 --> 00:09:18.000]  對社會造成的衝擊
[00:09:18.000 --> 00:09:20.000]  應該還的債
[00:09:20.000 --> 00:09:22.000]  還沒還
[00:09:22.000 --> 00:09:23.000]  應該談的事
[00:09:23.000 --> 00:09:24.000]  還沒談
[00:09:24.000 --> 00:09:25.000]  應該叫的交
[00:09:25.000 --> 00:09:28.000]  還沒叫
[00:09:28.000 --> 00:09:30.000]  一直儲下來
[00:09:30.000 --> 00:09:33.000]  儲到今天
[00:09:33.000 --> 00:09:36.000]  收禮而已
[00:09:36.000 --> 00:09:40.000]  林太也說了
[00:09:40.000 --> 00:09:45.000]  最值得鼓勵的目標
[00:09:45.000 --> 00:09:47.000]  我所有的那些
[00:09:47.000 --> 00:09:51.000]  整個的方向目標
[00:09:51.000 --> 00:09:53.000]  都是值得鼓勵
[00:09:53.000 --> 00:09:55.000]  值得讚賞的
[00:09:55.000 --> 00:10:01.000]  因為能夠提升香港在國際的地位
[00:10:01.000 --> 00:10:04.000]  使得我們不成為一個
[00:10:04.000 --> 00:10:06.000]  逃犯天堂
[00:10:06.000 --> 00:10:11.000]  我看到有人笑
[00:10:11.000 --> 00:10:15.000]  那為什麼要笑呢
[00:10:15.000 --> 00:10:17.000]  其實
[00:10:17.000 --> 00:10:19.000]  有些朋友就說
[00:10:19.000 --> 00:10:21.000]  鼓掌
[00:10:21.000 --> 00:10:23.000]  應該是這樣
[00:10:23.000 --> 00:10:25.000]  作為香港的市民
[00:10:25.000 --> 00:10:27.000]  作為香港的教會
[00:10:27.000 --> 00:10:29.000]  就應該支持施政
[00:10:29.000 --> 00:10:33.000]  不應該妨礙施政
[00:10:33.000 --> 00:10:35.000]  倒過來有些人就說
[00:10:35.000 --> 00:10:38.000]  你不可能的
[00:10:38.000 --> 00:10:40.000]  因為你已經挑起
[00:10:40.000 --> 00:10:42.000]  社會很大的憂慮
[00:10:42.000 --> 00:10:45.000]  很多的紛爭
[00:10:45.000 --> 00:10:47.000]  而且
[00:10:47.000 --> 00:10:50.000]  那些出發點
[00:10:50.000 --> 00:10:51.000]  那些論述
[00:10:51.000 --> 00:10:53.000]  到今時今日仍然說我
[00:10:53.000 --> 00:10:56.000]  溝通不足
[00:10:56.000 --> 00:10:59.000]  你再溝通多一千倍
[00:10:59.000 --> 00:11:02.000]  我夠膽告訴你
[00:11:02.000 --> 00:11:05.000]  反對者
[00:11:05.000 --> 00:11:08.000]  也是6月9日
[00:11:08.000 --> 00:11:12.000]  不知是多少萬
[00:11:12.000 --> 00:11:16.000]  你那是民陣的數字
[00:11:16.000 --> 00:11:19.000]  我要警方的數字
[00:11:19.000 --> 00:11:22.000]  你說什麼
[00:11:22.000 --> 00:11:24.000]  是不是
[00:11:24.000 --> 00:11:27.000]  即是在那裏他所說的
[00:11:27.000 --> 00:11:30.000]  是說你用一個更大的漏洞
[00:11:30.000 --> 00:11:33.000]  去補一個補不到的漏洞
[00:11:33.000 --> 00:11:36.000]  而且大家都知道
[00:11:36.000 --> 00:11:39.000]  我覺得教會作為基督徒
[00:11:39.000 --> 00:11:41.000]  作為上帝的兒女
[00:11:41.000 --> 00:11:45.000]  一定要正面歷史事實
[00:11:45.000 --> 00:11:48.000]  正面政治的現實
[00:11:48.000 --> 00:11:50.000]  正面的
[00:11:50.000 --> 00:11:54.000]  來作出良心的衡量
[00:11:54.000 --> 00:11:57.000]  我沒有說結論
[00:11:57.000 --> 00:11:59.000]  結論在你那裏
[00:11:59.000 --> 00:12:01.000]  你自己決定
[00:12:01.000 --> 00:12:02.000]  親愛的
[00:12:02.000 --> 00:12:05.000]  教會是一直會分裂下去
[00:12:05.000 --> 00:12:08.000]  預料到了
[00:12:08.000 --> 00:12:10.000]  建制的
[00:12:10.000 --> 00:12:14.000]  會討厭追求真普選
[00:12:14.000 --> 00:12:17.000]  追求真普選的
[00:12:17.000 --> 00:12:19.000]  會支持不住
[00:12:19.000 --> 00:12:21.000]  越來越建制
[00:12:21.000 --> 00:12:23.000]  青年人
[00:12:23.000 --> 00:12:25.000]  會討厭
[00:12:25.000 --> 00:12:28.000]  只叫你躲在房裏
[00:12:28.000 --> 00:12:30.000]  安安靜靜
[00:12:30.000 --> 00:12:33.000]  完全沒有碰過青年人的傷痕
[00:12:33.000 --> 00:12:36.000]  青年人的憤怒
[00:12:36.000 --> 00:12:41.000]  梁牧師你說不說到
[00:12:41.000 --> 00:12:44.000]  你都還沒有說到
[00:12:44.000 --> 00:12:46.000]  我說
[00:12:46.000 --> 00:12:50.000]  我說其實我們都是罪人
[00:12:50.000 --> 00:12:53.000]  我們全部都要悔改
[00:12:53.000 --> 00:12:56.000]  紅黃藍不黑都要悔改
[00:12:56.000 --> 00:12:58.000]  怎樣悔改呢
[00:12:58.000 --> 00:13:00.000]  你自己去面對聖靈
[00:13:00.000 --> 00:13:03.000]  面對聖經的真理
[00:13:03.000 --> 00:13:05.000]  求主憐憫我
[00:13:05.000 --> 00:13:08.000]  其實這個世界是痛苦的世界
[00:13:08.000 --> 00:13:13.000]  這個世界是沒有完美的天堂的世界
[00:13:13.000 --> 00:13:15.000]  自從人類墮落以來
[00:13:15.000 --> 00:13:17.000]  就是這樣
[00:13:17.000 --> 00:13:19.000]  但是原本上帝是希望
[00:13:19.000 --> 00:13:22.000]  有一個美善的計劃
[00:13:22.000 --> 00:13:25.000]  我們全世界都彼此相愛
[00:13:25.000 --> 00:13:29.000]  我們全世界都與上主同行
[00:13:29.000 --> 00:13:33.000]  不過上帝並沒有放棄
[00:13:33.000 --> 00:13:37.000]  他仍然有他更新天地的偉大的計劃
[00:13:37.000 --> 00:13:41.000]  新天新地仍然會展開
[00:13:41.000 --> 00:13:44.000]  我的心靈都是他的戰場
[00:13:44.000 --> 00:13:47.000]  我的心靈也是他工作的地方
[00:13:47.000 --> 00:13:49.000]  這位上帝
[00:13:49.000 --> 00:13:51.000]  他在啟示錄裏面
[00:13:51.000 --> 00:13:53.000]  給我們看見一個這樣的故事
[00:13:53.000 --> 00:13:56.000]  就是有這個書卷
[00:13:56.000 --> 00:13:58.000]  封鎖這個七印
[00:13:58.000 --> 00:14:01.000]  這是上帝奇妙的計劃
[00:14:01.000 --> 00:14:04.000]  不過找誰來承傳這個計劃呢
[00:14:04.000 --> 00:14:06.000]  找誰來打開這個書卷
[00:14:06.000 --> 00:14:08.000]  揭開這個七印呢
[00:14:08.000 --> 00:14:11.000]  找到的都沒有
[00:14:11.000 --> 00:14:13.000]  第一個的人
[00:14:13.000 --> 00:14:16.000]  亞當失敗了
[00:14:16.000 --> 00:14:19.000]  其後的都失敗了
[00:14:19.000 --> 00:14:22.000]  以色列的民族都失敗了
[00:14:22.000 --> 00:14:25.000]  有誰呢
[00:14:25.000 --> 00:14:28.000]  在這個充滿著痛苦的世界裏面
[00:14:28.000 --> 00:14:33.000]  到底誰能夠為我們展開這個
[00:14:33.000 --> 00:14:36.000]  醫治拯救更新的計劃呢
[00:14:36.000 --> 00:14:38.000]  每個人都辜負了上帝
[00:14:38.000 --> 00:14:41.000]  所以我們全部都要悔改
[00:14:41.000 --> 00:14:43.000]  我們都是罪人
[00:14:43.000 --> 00:14:45.000]  而且我們每個人
[00:14:45.000 --> 00:14:47.000]  無論什麼政黨
[00:14:47.000 --> 00:14:49.000]  什麼偉大的領袖
[00:14:49.000 --> 00:14:51.000]  其實都做不到上帝要
[00:14:51.000 --> 00:14:54.000]  為這個世界做的事
[00:14:54.000 --> 00:14:56.000]  約翰就哭了
[00:14:56.000 --> 00:14:58.000]  很大聲地哭
[00:14:58.000 --> 00:15:00.000]  哭得很慘
[00:15:00.000 --> 00:15:03.000]  可能你也會哭
[00:15:03.000 --> 00:15:08.000]  我希望你真的會哭
[00:15:08.000 --> 00:15:10.000]  無論你怎樣為這個世界哭
[00:15:10.000 --> 00:15:12.000]  為這個城市哭
[00:15:12.000 --> 00:15:14.000]  為誰哭都好
[00:15:14.000 --> 00:15:17.000]  我覺得會哭的人有盼望
[00:15:17.000 --> 00:15:18.000]  面對痛苦的時候
[00:15:18.000 --> 00:15:21.000]  只會指責
[00:15:21.000 --> 00:15:22.000]  一點哀傷
[00:15:22.000 --> 00:15:25.000]  一點憐憫都沒有的人
[00:15:25.000 --> 00:15:29.000]  是很可憐的
[00:15:29.000 --> 00:15:32.000]  不過我想告訴大家會哭的人
[00:15:32.000 --> 00:15:35.000]  當你會哭、會憂傷的時候
[00:15:35.000 --> 00:15:37.000]  就有盼望了
[00:15:37.000 --> 00:15:39.000]  因為上帝設計了一個
[00:15:39.000 --> 00:15:42.000]  抹乾眼淚的計劃
[00:15:42.000 --> 00:15:49.000]  祂要抹去一切的眼淚
[00:15:49.000 --> 00:15:51.000]  流淚的警察
[00:15:51.000 --> 00:15:54.000]  流淚的學生
[00:15:54.000 --> 00:15:56.000]  流淚的官員
[00:15:56.000 --> 00:15:59.000]  流淚的教會人士
[00:15:59.000 --> 00:16:02.000]  流淚的人
[00:16:02.000 --> 00:16:05.000]  他在苦困裡面所流的淚
[00:16:05.000 --> 00:16:08.000]  他為了自己所面對的挫敗
[00:16:08.000 --> 00:16:10.000]  所面對的冤屈
[00:16:10.000 --> 00:16:13.000]  所面對的誤解
[00:16:13.000 --> 00:16:16.000]  或者為了自己的罪過
[00:16:16.000 --> 00:16:19.000]  所流的眼淚
[00:16:19.000 --> 00:16:26.000]  上帝是想為你抹去
[00:16:26.000 --> 00:16:30.000]  我們應該和約翰一起哭
[00:16:30.000 --> 00:16:32.000]  但是長老告訴他
[00:16:32.000 --> 00:16:33.000]  是有盼望
[00:16:33.000 --> 00:16:36.000]  因為那一位尼塞亞
[00:16:36.000 --> 00:16:39.000]  他「佩特」
[00:16:39.000 --> 00:16:41.000]  他不配
[00:16:41.000 --> 00:16:43.000]  我們說什麼、做多少
[00:16:43.000 --> 00:16:48.000]  都不可以心紅了
[00:16:48.000 --> 00:16:49.000]  在9月6日的晚上
[00:16:49.000 --> 00:16:51.000]  我自己在Facebook告訴別人
[00:16:51.000 --> 00:16:54.000]  你不要心紅
[00:16:54.000 --> 00:16:56.000]  你不要以為自己很了不起
[00:16:56.000 --> 00:17:00.000]  任何人一心紅的時候就出事
[00:17:00.000 --> 00:17:02.000]  你不要去暴力
[00:17:02.000 --> 00:17:04.000]  我被人罵
[00:17:04.000 --> 00:17:07.000]  阿伯收聲
[00:17:07.000 --> 00:17:10.000]  我被人罵得不得了
[00:17:10.000 --> 00:17:13.000]  我們不配
[00:17:13.000 --> 00:17:17.000]  因為連我們最好的東西都是骯髒的
[00:17:17.000 --> 00:17:20.000]  但是只有一位是「佩特」
[00:17:20.000 --> 00:17:25.000]  他叫做猶大的獅子
[00:17:25.000 --> 00:17:29.000]  第一世紀的猶太人全部都明白
[00:17:29.000 --> 00:17:33.000]  猶大的獅子是什麼意思
[00:17:33.000 --> 00:17:37.000]  是那一位會打敗一切仇敵的
[00:17:37.000 --> 00:17:40.000]  英勇的那一位
[00:17:40.000 --> 00:17:42.000]  「佩特」做君王的那一位
[00:17:42.000 --> 00:17:49.000]  會將上帝的百姓徹底從奴役中釋放出來的那一位
[00:17:49.000 --> 00:17:51.000]  他得勝了
[00:17:51.000 --> 00:17:53.000]  他在這裡
[00:17:53.000 --> 00:17:54.000]  親愛的兄弟姐妹
[00:17:54.000 --> 00:17:56.000]  他今天在哪裡
[00:17:56.000 --> 00:17:59.000]  他今天仍然在這裡
[00:17:59.000 --> 00:18:03.000]  他今天仍然在做事
[00:18:03.000 --> 00:18:07.000]  所以那個盼望是在他裡面
[00:18:07.000 --> 00:18:10.000]  不是在我們的拳頭裡面
[00:18:10.000 --> 00:18:13.000]  不是在人數裡面
[00:18:13.000 --> 00:18:16.000]  如果我們所走的是合上帝心意
[00:18:16.000 --> 00:18:18.000]  我們可以放心
[00:18:18.000 --> 00:18:20.000]  就算我三十年沒見平反
[00:18:20.000 --> 00:18:22.000]  六十年沒見平反
[00:18:22.000 --> 00:18:25.000]  六百年沒見平反
[00:18:25.000 --> 00:18:33.000]  我都願意做我知道是對的事
[00:18:33.000 --> 00:18:37.000]  因為猶大的獅子是什麼呢
[00:18:37.000 --> 00:18:47.000]  他是將羅馬的飛鷹擊敗的那一位
[00:18:47.000 --> 00:18:49.000]  你明不明白
[00:18:49.000 --> 00:18:52.000]  知不知道在說什麼
[00:18:52.000 --> 00:18:56.000]  但是當這個偉大的猶大獅子
[00:18:56.000 --> 00:18:59.000]  長老跟約翰說
[00:18:59.000 --> 00:19:01.000]  他是獅子
[00:19:01.000 --> 00:19:04.000]  那約翰當然是看了
[00:19:04.000 --> 00:19:06.000]  一看的時候
[00:19:06.000 --> 00:19:08.000]  看不到獅子
[00:19:08.000 --> 00:19:11.000]  看到羔羊
[00:19:11.000 --> 00:19:14.000]  完全相反的
[00:19:14.000 --> 00:19:16.000]  一個是權威的
[00:19:16.000 --> 00:19:18.000]  一個是軟弱的
[00:19:18.000 --> 00:19:21.000]  一個是大有生命力的
[00:19:21.000 --> 00:19:23.000]  一個是死亡的
[00:19:23.000 --> 00:19:26.000]  原來在耶穌基督的身上
[00:19:26.000 --> 00:19:32.000]  兩樣已經完美的結合
[00:19:32.000 --> 00:19:36.000]  我所翻譯的這本書的作者告訴我
[00:19:36.000 --> 00:19:39.000]  必須明白
[00:19:39.000 --> 00:19:52.000]  獅子是藉著羔羊的犧牲而大獲全勝
[00:19:52.000 --> 00:19:57.000]  非常吊詭的說話
[00:19:57.000 --> 00:20:02.000]  而羔羊的犧牲所成就的
[00:20:02.000 --> 00:20:11.000]  是上帝的獅子式的偉大勝利
[00:20:11.000 --> 00:20:18.000]  他的勝利是征服了一切邪惡的圖謀
[00:20:18.000 --> 00:20:26.000]  他的勝利是征服了死亡和一切的敗壞
[00:20:26.000 --> 00:20:30.000]  這些我們大家重溫一下
[00:20:30.000 --> 00:20:33.000]  結論是甚麼呢?
[00:20:33.000 --> 00:20:36.000]  就是求主幫助你和我
[00:20:36.000 --> 00:20:50.000]  做一個既羔羊又獅子的基督徒
[00:20:50.000 --> 00:20:53.000]  歷代以來有兩派
[00:20:53.000 --> 00:20:57.000]  今日他們的子孫仍然存在
[00:20:57.000 --> 00:20:59.000]  一派叫做獅子派
[00:20:59.000 --> 00:21:03.000]  因為有這位猶大的獅子
[00:21:03.000 --> 00:21:05.000]  所以我和你一起死去
[00:21:05.000 --> 00:21:09.000]  我用我的武力來鎮壓你
[00:21:09.000 --> 00:21:11.000]  我用我的武力來抵抗你
[00:21:11.000 --> 00:21:15.000]  為了要你屈服在上帝的面前
[00:21:15.000 --> 00:21:19.000]  對不起,原來這是錯的
[00:21:19.000 --> 00:21:25.000]  用這種武力去對抗邪惡的事
[00:21:25.000 --> 00:21:28.000]  結果你只會變得更邪惡
[00:21:28.000 --> 00:21:30.000]  明白嗎?
[00:21:30.000 --> 00:21:34.000]  兒子女兒,你今晚打算去衝嗎?
[00:21:34.000 --> 00:21:36.000]  我叫你不要去
[00:21:36.000 --> 00:21:38.000]  因為我的主耶穌說
[00:21:38.000 --> 00:21:42.000]  凡動刀的必死在刀下
[00:21:42.000 --> 00:21:44.000]  我那天去政總那裡
[00:21:44.000 --> 00:21:46.000]  站在石壆上
[00:21:46.000 --> 00:21:50.000]  我叫耶穌不要以暴亦暴
[00:21:50.000 --> 00:21:53.000]  不要以辱罵還辱罵
[00:21:53.000 --> 00:21:55.000]  我勸那些人
[00:21:55.000 --> 00:21:58.000]  他們對著警察粗口濫竊
[00:21:58.000 --> 00:22:00.000]  我叫他們停止
[00:22:00.000 --> 00:22:03.000]  不要用這種話
[00:22:03.000 --> 00:22:06.000]  這是危險動作
[00:22:06.000 --> 00:22:12.000]  他們不罵警察,他們罵我
[00:22:12.000 --> 00:22:15.000]  不過上帝的憐憫
[00:22:15.000 --> 00:22:19.000]  他們真的閉嘴了
[00:22:19.000 --> 00:22:24.000]  然後我對著警察說
[00:22:24.000 --> 00:22:28.000]  祝福,祝福,祝福
[00:22:28.000 --> 00:22:30.000]  我希望你聽到
[00:22:30.000 --> 00:22:34.000]  我說祝福你的說話
[00:22:34.000 --> 00:22:36.000]  我告訴你
[00:22:36.000 --> 00:22:38.000]  聖經說
[00:22:38.000 --> 00:22:44.000]  沒有根據的咒詛是不會有作用的
[00:22:44.000 --> 00:22:46.000]  如果你聰明的話
[00:22:46.000 --> 00:22:50.000]  當然你會聽到弦外之音
[00:22:50.000 --> 00:22:52.000]  如果你真的有東西被咒詛
[00:22:52.000 --> 00:22:55.000]  你真的要小心一點
[00:22:55.000 --> 00:22:59.000]  我希望你靠著耶穌的愛
[00:22:59.000 --> 00:23:01.000]  靠著恩典
[00:23:01.000 --> 00:23:15.000]  成為一個能夠恢復香港警隊聲譽的一個人
[00:23:15.000 --> 00:23:20.000]  我們沒有什麼資格
[00:23:20.000 --> 00:23:27.000]  去用所謂獅子的力量去做事
[00:23:27.000 --> 00:23:29.000]  另外一派
[00:23:29.000 --> 00:23:33.000]  他們叫做高揚基督徒
[00:23:33.000 --> 00:23:38.000]  多淑靈,多中聽
[00:23:38.000 --> 00:23:43.000]  耶穌只是救我們離開這個混亂的世界
[00:23:43.000 --> 00:23:46.000]  千萬不要燙這一燙的渾水
[00:23:46.000 --> 00:23:48.000]  我們潔身自愛
[00:23:48.000 --> 00:23:50.000]  不要進去
[00:23:50.000 --> 00:23:52.000]  千萬不要
[00:23:52.000 --> 00:23:57.000]  有些人很智慧
[00:23:57.000 --> 00:24:04.000]  覺得人多的地方不要去
[00:24:04.000 --> 00:24:07.000]  父母也是這樣教我們的
[00:24:07.000 --> 00:24:09.000]  很混亂的
[00:24:09.000 --> 00:24:11.000]  是的
[00:24:11.000 --> 00:24:13.000]  真的很危險
[00:24:13.000 --> 00:24:16.000]  因為我們太懂得明哲保身
[00:24:16.000 --> 00:24:20.000]  我們所有的東西都是避之則吉
[00:24:20.000 --> 00:24:22.000]  然後我們覺得
[00:24:22.000 --> 00:24:27.000]  耶穌基督其實只是關心我們個人的救恩
[00:24:27.000 --> 00:24:30.000]  這些所謂楊高息的基督徒
[00:24:30.000 --> 00:24:34.000]  然後他們說政治太複雜了
[00:24:34.000 --> 00:24:36.000]  我們玩不起
[00:24:36.000 --> 00:24:42.000]  玩政治和在任何重大的議題上
[00:24:42.000 --> 00:24:45.000]  來高舉耶穌基督
[00:24:45.000 --> 00:24:47.000]  來發聲
[00:24:47.000 --> 00:24:52.000]  來獻上自己應該獻上的
