
[00:00:00.000 --> 00:00:06.160]  今天和大家一起去分享的經文
[00:06:16.320 --> 00:06:22.320]  這班子民曾經是受著苦害的猶大國的子民
[00:06:22.320 --> 00:06:25.320]  來和上帝一起陪審
[00:06:25.320 --> 00:06:28.320]  作這個審判的見證
[00:06:28.320 --> 00:06:31.320]  今天我們來到這段聖經裏面
[00:06:31.320 --> 00:06:35.320]  不單止是看到這個罪惡已經揭開
[00:06:35.320 --> 00:06:40.320]  並且我們真的看見這個審訊的進一步詳情
[00:06:40.320 --> 00:06:42.320]  上帝在這裏要審判的人
[00:06:42.320 --> 00:06:45.320]  特別是提到的
[00:06:45.320 --> 00:06:50.320]  泰爾、西頓和菲利士周邊四景的人
[00:06:50.320 --> 00:06:54.320]  其實如果在希伯來文裏面是很有趣的
[00:06:54.320 --> 00:06:58.320]  原來泰爾和西頓這兩個地方
[00:06:58.320 --> 00:07:02.320]  在希伯來文裏面的翻譯是非常相近的
[00:07:02.320 --> 00:07:07.320]  只不過在很多時候我們去看中文聖經的翻譯
[00:07:07.320 --> 00:07:08.320]  或者英文聖經的時候
[00:07:08.320 --> 00:07:12.320]  我們就不明白為什麼翻譯為這個Tai
[00:07:12.320 --> 00:07:13.320]  這個這樣的翻譯
[00:07:13.320 --> 00:07:15.320]  其實在原文裏面
[00:07:15.320 --> 00:07:19.320]  泰爾這個名字原本就叫做Sor
[00:07:19.320 --> 00:07:22.320]  和這個西頓就叫做Sidon
[00:07:22.320 --> 00:07:25.320]  其實都是S的音
[00:07:25.320 --> 00:07:27.320]  不過S不是一般的S音
[00:07:27.320 --> 00:07:30.320]  在希伯來文裏面就好像一個TS音
[00:07:30.320 --> 00:07:32.320]  TS TS TS 這樣的音
[00:07:32.320 --> 00:07:35.320]  所以為什麼在翻譯的時候
[00:07:35.320 --> 00:07:39.320]  英文就將它翻譯為泰爾和西頓
[00:07:39.320 --> 00:07:41.320]  不過在這段經文裏面
[00:07:41.320 --> 00:07:44.320]  當我們一開始去看的時候
[00:07:44.320 --> 00:07:46.320]  我們就發現到
[00:07:46.320 --> 00:07:50.320]  上帝一開始就向他們進行一個發問
[00:07:50.320 --> 00:07:51.320]  發問什麼呢?
[00:07:51.320 --> 00:07:56.320]  上帝說:你們與我何干?
[00:07:56.320 --> 00:07:59.320]  但這個話如果就這樣翻譯上去看
[00:07:59.320 --> 00:08:02.320]  和合本我們好像不是十分明白
[00:08:02.320 --> 00:08:04.320]  還以為說關我什麼事
[00:08:04.320 --> 00:08:07.320]  上帝說你們與我關我什麼事
[00:08:07.320 --> 00:08:11.320]  其實如果更準確去翻譯這個話的意思
[00:08:11.320 --> 00:08:16.320]  就是你們對我為什麼要這樣呢?
[00:08:16.320 --> 00:08:19.320]  上帝走出來去問
[00:08:19.320 --> 00:08:24.320]  泰爾西頓和菲利士周邊的四境的人
[00:08:24.320 --> 00:08:26.320]  或者那個地區的人
[00:08:26.320 --> 00:08:30.320]  其實包括了整個在巴勒斯坦地裏面
[00:08:30.320 --> 00:08:34.320]  本身和猶太國或者以色列民
[00:08:34.320 --> 00:08:37.320]  不合不合理的這些菲利士人
[00:08:37.320 --> 00:08:42.320]  問到你為什麼要這樣對待我呢?
[00:08:42.320 --> 00:08:44.320]  那你們就會問
[00:08:44.320 --> 00:08:47.320]  上帝他怎麼對待你呢?
[00:08:47.320 --> 00:08:50.320]  其實說來說去
[00:08:50.320 --> 00:08:52.320]  頂多你只可以這樣說
[00:08:52.320 --> 00:08:54.320]  在第二章第十七節裏面
[00:08:54.320 --> 00:09:00.320]  當猶太國的國民在上帝你預備給他們的天災
[00:09:00.320 --> 00:09:05.320]  包括蝗蟲禍害或者是旱災的時候
[00:09:05.320 --> 00:09:09.320]  這班人頂多只是在那裏笑笑
[00:09:09.320 --> 00:09:12.320]  上帝你現在在哪裏啊?
[00:09:12.320 --> 00:09:15.320]  或者向著當時的以色列民國
[00:09:15.320 --> 00:09:17.320]  猶太國的子民說
[00:09:17.320 --> 00:09:19.320]  你們的上帝在哪裏啊?
[00:09:19.320 --> 00:09:22.320]  這樣你可能會只是覺得
[00:09:22.320 --> 00:09:26.320]  這班人只不過是如廣東話所說的
[00:09:26.320 --> 00:09:28.320]  這個塘邊河
[00:09:28.320 --> 00:09:30.320]  真的站在一邊隔岸觀火
[00:09:30.320 --> 00:09:33.320]  然後多多時間插下嘴
[00:09:33.320 --> 00:09:35.320]  諷刺下猶太國
[00:09:35.320 --> 00:09:38.320]  他們當時的不幸的遭遇
[00:09:38.320 --> 00:09:41.320]  但是如果當我們仔細去看
[00:09:41.320 --> 00:09:44.320]  前文第三章第三節的時候
[00:09:44.320 --> 00:09:47.320]  我們就知道原來這班人物
[00:09:47.320 --> 00:09:50.320]  並非只是吹吹水
[00:09:50.320 --> 00:09:53.320]  而是他們是趁火打劫
[00:09:53.320 --> 00:09:59.320]  藉著在上帝審判猶太國子民的時候
[00:09:59.320 --> 00:10:02.320]  他們落井下石
[00:10:02.320 --> 00:10:08.320]  並且藉此將猶太國當中的年輕的男女
[00:10:08.320 --> 00:10:12.320]  為著這班普世世界的人
[00:10:12.320 --> 00:10:15.320]  他們自身的財色等等的利益
[00:10:15.320 --> 00:10:17.320]  而將他們出賣
[00:10:17.320 --> 00:10:20.320]  來到今天這段聖經裏面
[00:10:20.320 --> 00:10:22.320]  我們會更加發現到
[00:10:22.320 --> 00:10:26.320]  原來這班人如何出賣猶太國呢?
[00:10:26.320 --> 00:10:30.320]  原來將他們的年輕的男女
[00:10:30.320 --> 00:10:33.320]  賣到很遠很遠的地方那裏
[00:10:33.320 --> 00:10:35.320]  多遠的地方我們一會兒再說
[00:10:35.320 --> 00:10:38.320]  因為下文之後就會詳細介紹給我們知道
[00:10:38.320 --> 00:10:42.320]  而這也是為什麼上帝要邀請
[00:10:42.320 --> 00:10:45.320]  猶太國或傳召猶太國的人
[00:10:45.320 --> 00:10:48.320]  來進行審問的原因
[00:10:48.320 --> 00:10:51.320]  但是在這裏上帝一開始
[00:10:51.320 --> 00:10:54.320]  就在審判庭上問
[00:10:54.320 --> 00:10:58.320]  你們為什麼要這樣對待我呢?
[00:10:58.320 --> 00:11:05.320]  這句話如果我們去更仔細去嘗試的時候
[00:11:05.320 --> 00:11:08.320]  我們就會發現到一個很重要的神學
[00:11:08.320 --> 00:11:09.320]  是什麼神學呢?
[00:11:09.320 --> 00:11:15.320]  原來上帝在他整個的計劃裏面
[00:11:15.320 --> 00:11:20.320]  神的子民其實等同於上帝一樣
[00:11:20.320 --> 00:11:25.320]  簡單地說如果誰欺負我的子民
[00:11:25.320 --> 00:11:30.320]  那班人就等同於和我耶和華神為敵一樣
[00:11:30.320 --> 00:11:32.320]  如果大家還記得我之前已經說過
[00:11:32.320 --> 00:11:38.320]  其實這個看法是源自於上帝對亞伯拉罕的應許一樣
[00:11:38.320 --> 00:11:42.320]  曾經上帝說過如果哪一個人去祝福你的時候
[00:11:42.320 --> 00:11:45.320]  我也會去祝福那些人
[00:11:45.320 --> 00:11:47.320]  如果誰來咒詛你的時候
[00:11:47.320 --> 00:11:52.320]  上帝同樣會去為亞伯拉罕的子孫去伸冤
[00:11:52.320 --> 00:11:56.320]  去咒詛那些人並且去懲罰他們
[00:11:56.320 --> 00:11:58.320]  追討他們的罪
[00:11:58.320 --> 00:12:02.320]  從這個看法裏面我們馬上就可以看到
[00:12:02.320 --> 00:12:12.320]  上帝在問當時的阿泰爾、西頓和菲利士四境周圍的人
[00:12:12.320 --> 00:12:18.320]  這條問題就等同於你們為什麼要來搞我呢?
[00:12:18.320 --> 00:12:25.320]  你們這班人為什麼要一起去攻擊我的子民呢?
[00:12:25.320 --> 00:12:31.320]  攻擊猶太國的子民就等同於攻擊我耶和華一樣
[00:12:31.320 --> 00:12:35.320]  所以在這個時候從這段聖經裏面
[00:12:35.320 --> 00:12:40.320]  當時耶和華神更加直著若爾仙之寫道
[00:12:40.320 --> 00:12:42.320]  你們要報復我嗎?
[00:12:42.320 --> 00:12:44.320]  就是這個原因
[00:12:44.320 --> 00:12:50.320]  上帝看到的情況就是原來這班人
[00:12:50.320 --> 00:12:55.320]  當時所指的普世圍繞著巴勒斯坦地的人
[00:12:55.320 --> 00:12:58.320]  泰爾、西頓、菲利士四境的人
[00:12:58.320 --> 00:13:02.320]  他們其實是和上帝過不去的
[00:13:02.320 --> 00:13:05.320]  其實是想和上帝為敵
[00:13:05.320 --> 00:13:09.320]  所以在這裏上帝就提出了這條問題
[00:13:09.320 --> 00:13:12.320]  直接去向他們發問
[00:13:12.320 --> 00:13:17.320]  就好像一個主控官在一個法庭上
[00:13:17.320 --> 00:13:22.320]  作出一個有法律性的一個控訴
[00:13:22.320 --> 00:13:25.320]  指出他們這個問題
[00:13:25.320 --> 00:13:28.320]  其實這種情況、這種陳述
[00:13:28.320 --> 00:13:30.320]  在聖經裏面不是第一次有的
[00:13:30.320 --> 00:13:32.320]  我們可以參考一下
[00:13:32.320 --> 00:13:36.320]  在《事司記》第八章的第一節裏面
[00:13:36.320 --> 00:13:39.320]  上帝曾經這樣陳述過
[00:13:39.320 --> 00:13:41.320]  直著當時的事司
[00:13:41.320 --> 00:13:45.320]  為什麼你這樣對待我們呢?
[00:13:45.320 --> 00:13:49.320]  Why have you done such a thing to us?
[00:13:49.320 --> 00:13:52.320]  原來當時上帝直著事司
[00:13:52.320 --> 00:13:55.320]  也都陳述出當時周邊的國民
[00:13:55.320 --> 00:13:58.320]  特別在這個迦南地上的人
[00:13:58.320 --> 00:14:00.320]  為什麼要惡待他的子民呢?
[00:14:00.320 --> 00:14:04.320]  惡待神的子民就等同於惡待耶和華神一樣
[00:14:04.320 --> 00:14:08.320]  又或者好像在耶利米書第二章
[00:14:08.320 --> 00:14:10.320]  五至第六節裏面
[00:14:10.320 --> 00:14:13.320]  也都同樣說到上帝的子民
[00:14:13.320 --> 00:14:19.320]  被當時的周邊的國家去欺負
[00:14:19.320 --> 00:14:24.320]  而當時的人甚至欺笑上帝的子民
[00:14:24.320 --> 00:14:28.320]  說無人居住之地的耶和華在那裏呢?
[00:14:28.320 --> 00:14:30.320]  燒耶華神在哪裏?
[00:14:30.320 --> 00:14:34.320]  情況和這裏的經文是很類似的
[00:14:34.320 --> 00:14:38.320]  並且其實在小仙之書或者十二卷裏面
[00:14:38.320 --> 00:14:42.320]  在馬拉基書的第六章第三節
[00:14:42.320 --> 00:14:44.320]  更加說得非常清楚
[00:14:44.320 --> 00:14:47.320]  在Malachi chapter 6 verse 3
[00:14:47.320 --> 00:14:49.320]  他這樣說
[00:14:49.320 --> 00:14:52.320]  我的百姓啊,我向你做了什麼呢?
[00:14:52.320 --> 00:14:56.320]  我在什麼事上使你厭煩?
[00:14:56.320 --> 00:15:01.320]  上帝在小仙之書或者十二卷裏面
[00:15:01.320 --> 00:15:04.320]  甚至直接對他的子民都這樣說
[00:15:04.320 --> 00:15:08.320]  究竟你們為什麼要這樣惡待我呢?
[00:15:08.320 --> 00:15:12.320]  所以從這段聖經裏面給我們看見
[00:15:12.320 --> 00:15:17.320]  上帝一語道破當時的
[00:15:17.320 --> 00:15:22.320]  泰爾、西頓、菲利士周邊四警的人
[00:15:22.320 --> 00:15:27.320]  根本上他們在進行惡待臣子民的行動
[00:15:27.320 --> 00:15:31.320]  但是其實他們在背後有另一個原因
[00:15:31.320 --> 00:15:35.320]  不過上帝同時知道一件事情
[00:15:35.320 --> 00:15:39.320]  就是當他發問這條問題的時候
[00:15:39.320 --> 00:15:44.320]  其實泰爾、西頓和菲利士周邊四警的人
[00:15:44.320 --> 00:15:47.320]  根本上無言以對
[00:15:47.320 --> 00:15:52.320]  根本沒有辦法向上帝作出任何的否定
[00:15:52.320 --> 00:15:54.320]  上帝這個問題
[00:15:54.320 --> 00:15:59.320]  為什麼呢?因為的而且確他們是趁火打劫
[00:15:59.320 --> 00:16:01.320]  或者可以這樣說
[00:16:01.320 --> 00:16:05.320]  他所作所為已經無可抵賴了
[00:16:05.320 --> 00:16:07.320]  所以弟兄姊妹
[00:16:07.320 --> 00:16:09.320]  接著這段聖經說什麼呢?
[00:16:09.320 --> 00:16:11.320]  聖經這樣說
[00:16:11.320 --> 00:16:16.320]  若報復我,我必使報應,速速歸到你們的頭上
[00:16:16.320 --> 00:16:20.320]  上帝知道根本上你們無言以對
[00:16:20.320 --> 00:16:24.320]  也都沒有辦法去否定你們曾經所作所為
[00:16:24.320 --> 00:16:30.320]  於是乎上帝根本就再不需要去有什麼等候
[00:16:30.320 --> 00:16:34.320]  馬上就作出這個對等的判決
[00:16:34.320 --> 00:16:38.320]  所以都要說,速速歸到你們的頭上
[00:16:38.320 --> 00:16:44.320]  將什麼你們所作的事情報應在你們頭上
[00:16:44.320 --> 00:16:48.320]  這裡有些地方我想特別提出
[00:16:48.320 --> 00:16:51.320]  特別提到有關於速速的問題
[00:16:51.320 --> 00:16:55.320]  上帝要將報應速速地將它放回
[00:16:55.320 --> 00:17:00.320]  這幫泰爾、西頓和菲利士四警的人
[00:17:00.320 --> 00:17:04.320]  一方面我們會看到上帝很快就行動了
[00:17:04.320 --> 00:17:09.320]  馬上就要去執行他的判詞所要作出的事情
[00:17:09.320 --> 00:17:12.320]  不過另一個更重要的特點就是
[00:17:12.320 --> 00:17:16.320]  所謂速速不只是單純是時間性上的問題
[00:17:16.320 --> 00:17:20.320]  而是指到那份肯定性、確實性
[00:17:20.320 --> 00:17:28.320]  在上帝這個判詞當中是絕對的合乎事實
[00:17:28.320 --> 00:17:30.320]  所以大兄姐妹
[00:17:30.320 --> 00:17:34.320]  從這段聖經裡面我們可以看到
[00:17:34.320 --> 00:17:40.320]  這幫泰爾、西頓和菲利士人
[00:17:40.320 --> 00:17:44.320]  究竟他們所作的事情是什麼
[00:17:44.320 --> 00:17:46.320]  使得上帝這麼肯定呢
[00:17:46.320 --> 00:17:49.320]  接著我就想和大家再看多兩節
[00:17:49.320 --> 00:17:51.320]  從第五節到第六節
[00:17:51.320 --> 00:17:55.320]  第五節第六節裡面分別就介紹給我們知道
[00:17:55.320 --> 00:17:58.320]  這幫人的所謂作為
[00:17:58.320 --> 00:18:01.320]  為什麼上帝可以這麼肯定他們無言以對
[00:18:01.320 --> 00:18:03.320]  第二件事也都道出他們的動機
[00:18:03.320 --> 00:18:05.320]  我們先看一下第一部分
[00:18:05.320 --> 00:18:08.320]  第一部分就是他們所作所為是什麼
[00:18:08.320 --> 00:18:09.320]  我們看一下第五節
[00:18:09.320 --> 00:18:13.320]  第五節耶和華神在這裡藉著若以先知這樣說
[00:18:13.320 --> 00:18:16.320]  你們既然奪取我的金銀
[00:18:16.320 --> 00:18:22.320]  又將我可愛的寶物帶入你們的宮殿
[00:18:22.320 --> 00:18:24.320]  第一點
[00:18:24.320 --> 00:18:27.320]  屬於上帝的東西
[00:18:27.320 --> 00:18:30.320]  只是給上帝使用
[00:18:30.320 --> 00:18:33.320]  你不可以將它拿去給其他人
[00:18:33.320 --> 00:18:35.320]  或者其他神使用
[00:18:35.320 --> 00:18:38.320]  在這裡我們特別留意到有一個字眼叫做
[00:18:38.320 --> 00:18:39.320]  宮殿
[00:18:39.320 --> 00:18:41.320]  宮殿這個字眼
[00:18:41.320 --> 00:18:46.320]  可以在英文翻譯上解釋為palaces
[00:18:46.320 --> 00:18:49.320]  很多宮殿很多皇宮
[00:18:49.320 --> 00:18:51.320]  如果說到很多皇宮
[00:18:51.320 --> 00:18:53.320]  是不是很多的君王呢
[00:18:53.320 --> 00:18:56.320]  所以另一個解釋這個字眼
[00:18:56.320 --> 00:18:58.320]  宮殿這個字眼
[00:18:58.320 --> 00:19:01.320]  其實可以解釋為廟宇
[00:19:01.320 --> 00:19:03.320]  這裡所解釋的就是說
[00:19:03.320 --> 00:19:06.320]  原來他們這幫人
[00:19:06.320 --> 00:19:08.320]  掠取了上帝的
[00:19:08.320 --> 00:19:11.320]  所尊容的東西
[00:19:11.320 --> 00:19:12.320]  金和銀
[00:19:12.320 --> 00:19:15.320]  和可寶貴的物件
[00:19:15.320 --> 00:19:17.320]  上帝所喜愛的
[00:19:17.320 --> 00:19:18.320]  接著怎麼樣
[00:19:18.320 --> 00:19:20.320]  原來他們將它帶回
[00:19:20.320 --> 00:19:24.320]  他們自己的皇宮宮殿裡面
[00:19:24.320 --> 00:19:27.320]  這些情節很熟悉
[00:19:27.320 --> 00:19:28.320]  如果弟兄姊妹
[00:19:28.320 --> 00:19:29.320]  我們曾經記得過
[00:19:29.320 --> 00:19:31.320]  在史詩記裡面
[00:19:31.320 --> 00:19:34.320]  也出現過這樣的現象
[00:19:34.320 --> 00:19:36.320]  或者我們可以去看
[00:19:36.320 --> 00:19:40.320]  在這個史詩時期的撒姆爾記
[00:19:40.320 --> 00:19:43.320]  也看到有這些現象
[00:19:43.320 --> 00:19:45.320]  這些等等的情況
[00:19:45.320 --> 00:19:48.320]  是反映出一個什麼事實呢
[00:19:48.320 --> 00:19:49.320]  其實告訴我們知道
[00:19:49.320 --> 00:19:53.320]  這幫人是故意偷取這些東西
[00:19:53.320 --> 00:19:54.320]  搶了它
[00:19:54.320 --> 00:19:58.320]  放在自己的神廟當中
[00:19:58.320 --> 00:19:59.320]  而且不是一個半個
[00:19:59.320 --> 00:20:00.320]  是很多個
[00:20:00.320 --> 00:20:01.320]  然後放在哪裡
[00:20:01.320 --> 00:20:02.320]  那些神廟在哪裡
[00:20:02.320 --> 00:20:03.320]  我們再看第六節
[00:20:03.320 --> 00:20:06.320]  並將猶大人和耶路撒冷人
[00:20:06.320 --> 00:20:08.320]  賣給希臘人
[00:20:08.320 --> 00:20:12.320]  使他們遠離自己的境界
[00:20:12.320 --> 00:20:14.320]  你們就會發現奇怪了
[00:20:14.320 --> 00:20:18.320]  為什麼要將猶大人和耶路撒冷人
[00:20:18.320 --> 00:20:21.320]  賣給希臘人呢
[00:20:21.320 --> 00:20:22.320]  記不記得我們前文
[00:20:22.320 --> 00:20:24.320]  第三章第三節已經說過
[00:20:24.320 --> 00:20:26.320]  他們將那些青年男女賣掉
[00:20:26.320 --> 00:20:28.320]  在這裡接著說要賣掉
[00:20:28.320 --> 00:20:30.320]  原來不是賣在附近地方
[00:20:30.320 --> 00:20:31.320]  不是賣回本地
[00:20:31.320 --> 00:20:34.320]  原來是賣在一個很遠的地方
[00:20:34.320 --> 00:20:35.320]  哪裡啊
[00:20:35.320 --> 00:20:37.320]  希臘人所住的地方
[00:20:37.320 --> 00:20:39.320]  那你就說
[00:20:39.320 --> 00:20:41.320]  牧師為什麼是希臘人呢
[00:20:41.320 --> 00:20:42.320]  而且不是本地
[00:20:42.320 --> 00:20:45.320]  這裡說明遠離自己的境界
[00:20:45.320 --> 00:20:47.320]  再不是在巴勒斯坦地
[00:20:47.320 --> 00:20:50.320]  帶他們去他們自己的原居地
[00:20:50.320 --> 00:20:51.320]  那就是哪裡啊
[00:20:51.320 --> 00:20:53.320]  希臘的原居地
[00:20:53.320 --> 00:20:56.320]  原來當我們讀這些聖經的時候
[00:20:56.320 --> 00:20:59.320]  如果我們不明白一些歷史的事件
[00:20:59.320 --> 00:21:02.320]  我們就會錯漏了一些很重要的事實
[00:21:02.320 --> 00:21:06.320]  原來在巴勒斯坦地上
[00:21:06.320 --> 00:21:10.320]  那些住在泰爾西頓等等
[00:21:10.320 --> 00:21:13.320]  周邊的非利士人
[00:21:13.320 --> 00:21:18.320]  原來非利士人他們的原本的名字
[00:21:18.320 --> 00:21:22.320]  就叫做海來的人群
[00:21:22.320 --> 00:21:24.320]  Sea people
[00:21:24.320 --> 00:21:28.320]  在希伯來文裡面叫做Palashchit
[00:21:28.320 --> 00:21:29.320]  意思是什麼
[00:21:29.320 --> 00:21:32.320]  從海那裡而來的地方的人
[00:21:32.320 --> 00:21:34.320]  簡單的來說
[00:21:34.320 --> 00:21:37.320]  在歷史的研究裡面發現
[00:21:37.320 --> 00:21:42.320]  非利士人其實原本是原居於愛琴海
[00:21:42.320 --> 00:21:46.320]  和希臘半島地區的人士
