
[00:00:00.000 --> 00:00:10.000]  上次跟大家開始了,說了索羅門王和舒拉默的愛情故事
[00:02:27.000 --> 00:02:30.000]  所以在那天來逃跑是很不方便
[00:02:30.000 --> 00:02:33.000]  但是為什麼不要冬天呢
[00:02:33.000 --> 00:02:39.000]  因為在冬天這條山路是非常難走
[00:02:39.000 --> 00:02:44.000]  所以耶穌基督說最好希望不是安息日也不是冬天
[00:02:44.000 --> 00:02:49.000]  的確到了冬天索羅門王和舒拉默就分開了
[00:02:49.000 --> 00:02:51.000]  不能夠在一起
[00:02:51.000 --> 00:02:56.000]  但是一過了這個冬天索羅門王就很心急來找舒拉默
[00:02:56.000 --> 00:02:59.000]  他一路走一路是叫舒拉默的名字
[00:02:59.000 --> 00:03:03.000]  所以剛才我們看到經文在雅歌的二章八節
[00:03:03.000 --> 00:03:07.000]  舒拉默說:聽呀!我良人的聲音
[00:03:07.000 --> 00:03:12.000]  他認得是他男朋友認得是索羅門王的聲
[00:03:12.000 --> 00:03:18.000]  也很可能最初就是因為索羅門王的聲音吸引著自己
[00:03:18.000 --> 00:03:24.000]  舒拉默在經文中叫索羅門王做靈養
[00:03:24.000 --> 00:03:26.000]  叫他做小鹿
[00:03:26.000 --> 00:03:28.000]  我們上次也說過
[00:03:28.000 --> 00:03:33.000]  現在我們這些人不會用這樣的形容詞來形容自己的男朋友
[00:03:33.000 --> 00:03:35.000]  形容自己的老公
[00:03:35.000 --> 00:03:37.000]  現在的男士也喜歡做什麼?
[00:03:37.000 --> 00:03:39.000]  喜歡做猛男
[00:03:39.000 --> 00:03:43.000]  喜歡人家稱讚他媽祖
[00:03:43.000 --> 00:03:45.000]  但是以前的女士不是
[00:03:45.000 --> 00:03:49.000]  以前女士喜歡的是靈巧的溫柔
[00:03:49.000 --> 00:03:56.000]  所以他們是用靈養、小鹿來形容自己的男朋友、自己的丈夫
[00:03:56.000 --> 00:03:59.000]  索羅門王到了舒拉默的家裡
[00:03:59.000 --> 00:04:00.000]  急不及待
[00:04:00.000 --> 00:04:05.000]  還沒進屋,已經在窗外隔著窗戶
[00:04:05.000 --> 00:04:08.000]  望進去,希望見到自己的情人
[00:04:08.000 --> 00:04:11.000]  的確他是為了舒拉默而來
[00:04:11.000 --> 00:04:13.000]  但我們稍後會見到
[00:04:13.000 --> 00:04:16.000]  似乎在他身上有些公事
[00:04:16.000 --> 00:04:22.000]  形成了他和舒拉默感情上有些問題出現
[00:04:22.000 --> 00:04:26.000]  在《雅歌》的二章十節、二章十三節
[00:04:26.000 --> 00:04:32.000]  索羅門王是兩次叫舒拉默來跟隨自己去遊覽
[00:04:32.000 --> 00:04:35.000]  他說:起來與我同去
[00:04:35.000 --> 00:04:39.000]  這隻經文可以說是你來跟隨我這樣的意思
[00:04:39.000 --> 00:04:44.000]  當時是百花齊放、百鳥爭鳴的時候
[00:04:44.000 --> 00:04:49.000]  經文說班溝的聲音在我們境內也聽見了
[00:04:49.000 --> 00:04:53.000]  班溝不是說出名唱歌的小鳥
[00:04:53.000 --> 00:04:55.000]  不是說他唱歌唱得好聽
[00:04:55.000 --> 00:05:00.000]  而是他出名搬遷移的小鳥
[00:05:00.000 --> 00:05:02.000]  好像有點像燕子一樣
[00:05:02.000 --> 00:05:07.000]  到了春天的時候他們就會搬到去加里利的地方
[00:05:07.000 --> 00:05:11.000]  在加里利你聽見有班溝的聲音唱歌的話
[00:05:11.000 --> 00:05:14.000]  你就知道春天已經來臨
[00:05:14.000 --> 00:05:18.000]  你知道冬天已經過去,雨季已經過去了
[00:05:18.000 --> 00:05:21.000]  有一節很有趣的經文
[00:05:21.000 --> 00:05:24.000]  在《雅歌》的二章十二節
[00:05:24.000 --> 00:05:29.000]  說到無花果樹的果子漸漸成熟
[00:05:29.000 --> 00:05:32.000]  葡萄樹開花放香
[00:05:32.000 --> 00:05:36.000]  很有趣的是提到無花果樹和葡萄樹
[00:05:36.000 --> 00:05:42.000]  我們知道在聖經裡面很多時候無花果樹代表以色列
[00:05:42.000 --> 00:05:43.000]  葡萄樹呢?
[00:05:43.000 --> 00:05:48.000]  很多時候是代表基督徒教會和耶穌基督的關係
[00:05:48.000 --> 00:05:50.000]  因為在約翰福音的十五章
[00:05:50.000 --> 00:05:55.000]  耶穌基督說我是葡萄樹,你們是枝子
[00:05:55.000 --> 00:05:57.000]  也是因為這樣
[00:05:57.000 --> 00:05:59.000]  很多御意的解經家
[00:05:59.000 --> 00:06:02.000]  我講過這個御不是預備的御
[00:06:02.000 --> 00:06:04.000]  這個是公御的御
[00:06:04.000 --> 00:06:06.000]  是用御意用靈意的解經家
[00:06:06.000 --> 00:06:09.000]  他們就見到有不同的東西
[00:06:09.000 --> 00:06:12.000]  例如猶太人的御言解經家
[00:06:12.000 --> 00:06:17.000]  他們就會說這節的經文是代表以色列和神的關係
[00:06:17.000 --> 00:06:19.000]  因為有無花果樹
[00:06:19.000 --> 00:06:23.000]  如果是基督徒的御意解經家
[00:06:23.000 --> 00:06:27.000]  他們就會說這裏當然是說耶穌基督和教會
[00:06:27.000 --> 00:06:30.000]  因為有提到葡萄樹
[00:06:30.000 --> 00:06:34.000]  我都講過的確無花果樹和葡萄樹
[00:06:34.000 --> 00:06:39.000]  在聖經裡面都有這些代表性的意思
[00:06:39.000 --> 00:06:43.000]  但是我們不能夠每次見到有無花果樹
[00:06:43.000 --> 00:06:45.000]  見到有葡萄樹
[00:06:45.000 --> 00:06:49.000]  就說代表以色列,就說代表教會
[00:06:49.000 --> 00:06:51.000]  這裏其實很簡單
[00:06:51.000 --> 00:06:53.000]  就是春天到了
[00:06:53.000 --> 00:06:55.000]  無花果樹成熟了
[00:06:55.000 --> 00:06:58.000]  葡萄樹開花,放香
[00:06:58.000 --> 00:07:00.000]  就是這麼簡單
[00:07:00.000 --> 00:07:04.000]  不妨講開,又講一講
[00:07:04.000 --> 00:07:10.000]  很多人認為比喻和御意靈意解經
[00:07:10.000 --> 00:07:12.000]  是一模一樣的東西
[00:07:12.000 --> 00:07:16.000]  其實現今來說兩個是不同的
[00:07:16.000 --> 00:07:18.000]  比喻是parable
[00:07:18.000 --> 00:07:21.000]  就是把兩件事來比較
[00:07:21.000 --> 00:07:23.000]  一件是人所熟悉的事
[00:07:23.000 --> 00:07:25.000]  一件是熟靈的故事
[00:07:25.000 --> 00:07:28.000]  熟靈的教導
[00:07:28.000 --> 00:07:34.000]  最好比喻的例子就是殺種的例子
[00:07:34.000 --> 00:07:36.000]  耶穌基督說
[00:07:36.000 --> 00:07:40.000]  人接受福音就好像農夫殺種一樣
[00:07:40.000 --> 00:07:42.000]  去到不同的泥土
[00:07:42.000 --> 00:07:45.000]  就好像人怎樣來接受福音
[00:07:45.000 --> 00:07:49.000]  我們見到是把兩件事放在一起來比較
[00:07:49.000 --> 00:07:51.000]  一個是人所熟悉的事
[00:07:51.000 --> 00:07:53.000]  一個是熟靈的教導
[00:07:53.000 --> 00:07:55.000]  paralel這個字
[00:07:55.000 --> 00:08:00.000]  就是把兩件事平排平的放在一起來比較
[00:08:00.000 --> 00:08:03.000]  御意靈意解經又是什麼?
[00:08:03.000 --> 00:08:07.000]  就是一個虛構的故事,是假的故事
[00:08:07.000 --> 00:08:12.000]  在這個故事裡面每一件事都有一個特別隱蔽的意思
[00:08:12.000 --> 00:08:14.000]  好像一個密碼一樣
[00:08:14.000 --> 00:08:17.000]  這個就是代表什麼,那個就是代表什麼
[00:08:17.000 --> 00:08:19.000]  就像我剛才所說的
[00:08:19.000 --> 00:08:22.000]  好像是說無花果樹代表以色列
[00:08:22.000 --> 00:08:25.000]  葡萄樹就是代表教會一樣
[00:08:25.000 --> 00:08:27.000]  每樣都有隱蔽的意思
[00:08:27.000 --> 00:08:31.000]  我們見到所以雅歌不是一個比喻
[00:08:31.000 --> 00:08:35.000]  因為雅歌裡面是有人名
[00:08:35.000 --> 00:08:37.000]  通常比喻是沒有名字
[00:08:37.000 --> 00:08:39.000]  因為是一個熟悉的故事
[00:08:39.000 --> 00:08:41.000]  你說有一個龍夫殺種
[00:08:41.000 --> 00:08:44.000]  你不會說是Farmer John
[00:08:44.000 --> 00:08:45.000]  一個特別的人
[00:08:45.000 --> 00:08:47.000]  因為不是每個人都會認識的
[00:08:47.000 --> 00:08:50.000]  所以不會說特別的人名
[00:08:50.000 --> 00:08:53.000]  但是會說一件人所熟悉的事
[00:08:53.000 --> 00:08:56.000]  在雅歌裡面我們見到是有人名
[00:08:56.000 --> 00:08:59.000]  說到所羅門,說到舒拉文
[00:08:59.000 --> 00:09:01.000]  所以雅歌不是一個比喻
[00:09:01.000 --> 00:09:06.000]  雅歌也不是一個預言或者是靈異解經
[00:09:06.000 --> 00:09:09.000]  因為雅歌不是一個虛構的故事
[00:09:09.000 --> 00:09:14.000]  雅歌是所羅門王和舒拉文的愛情故事
[00:09:14.000 --> 00:09:17.000]  是歷史的事實
[00:09:17.000 --> 00:09:20.000]  盡其量我們可以說
[00:09:20.000 --> 00:09:23.000]  雅歌是有預表的性質
[00:09:23.000 --> 00:09:27.000]  是預表耶穌基督和教會之間的關係
[00:09:27.000 --> 00:09:29.000]  有人會罵我
[00:09:29.000 --> 00:09:32.000]  你剛剛才罵完那些說是葡萄書
[00:09:32.000 --> 00:09:34.000]  說是代表教會的人
[00:09:34.000 --> 00:09:37.000]  你現在又說是預表
[00:09:37.000 --> 00:09:39.000]  為什麼?
[00:09:39.000 --> 00:09:45.000]  雅歌不是整個故事都是預言
[00:09:45.000 --> 00:09:47.000]  不是整個故事都是比喻
[00:09:47.000 --> 00:09:50.000]  不是每一件事裡面都有特別的意思
[00:09:50.000 --> 00:09:53.000]  是代表耶穌基督和教會的關係
[00:09:53.000 --> 00:09:56.000]  但是在雅歌裡面的確我們可以見到
[00:09:56.000 --> 00:09:59.000]  有很多片段我們可以學習
[00:09:59.000 --> 00:10:02.000]  我們自己和耶穌基督的關係
[00:10:02.000 --> 00:10:03.000]  這個就是不同
[00:10:03.000 --> 00:10:08.000]  不是整個雅歌都是有關耶穌基督和教會
[00:10:08.000 --> 00:10:12.000]  我們看到在雅歌的二章十節
[00:10:12.000 --> 00:10:14.000]  二章十三節
[00:10:14.000 --> 00:10:19.000]  所羅門王是兩次來邀請舒拉文來跟從自己
[00:10:19.000 --> 00:10:21.000]  然後在二章十四節
[00:10:21.000 --> 00:10:24.000]  有一節很精彩的經文
[00:10:24.000 --> 00:10:26.000]  一定要和大家分享
[00:10:26.000 --> 00:10:29.000]  大家都知道我很喜歡手尾結構
[00:10:29.000 --> 00:10:31.000]  這裡不單止有手尾結構
[00:10:31.000 --> 00:10:33.000]  還有一個平衡的結構
[00:10:33.000 --> 00:10:35.000]  我們先看看手尾
[00:10:35.000 --> 00:10:41.000]  就是十四節的前面和後面都講到舒拉文的面貌
[00:10:41.000 --> 00:10:43.000]  得見你的面貌
[00:10:43.000 --> 00:10:44.000]  你的面貌受美
[00:10:44.000 --> 00:10:45.000]  一後一美
[00:10:45.000 --> 00:10:47.000]  好像兩塊麵包一樣
[00:10:47.000 --> 00:10:49.000]  三文字中間有餡
[00:10:49.000 --> 00:10:51.000]  就是聲音
[00:10:51.000 --> 00:10:53.000]  得聽見你的聲音
[00:10:53.000 --> 00:10:55.000]  還有你的聲音是柔和
[00:10:55.000 --> 00:10:57.000]  這個是手尾結構
[00:10:57.000 --> 00:11:00.000]  但也有一個平衡結構
[00:11:00.000 --> 00:11:07.000]  就是頭兩段都有講到得見你的美貌
[00:11:07.000 --> 00:11:08.000]  得聽你的聲音
[00:11:08.000 --> 00:11:13.000]  後面是形容他的美貌形容他的聲音
[00:11:13.000 --> 00:11:15.000]  你的聲音柔和
[00:11:15.000 --> 00:11:17.000]  你的面貌受美
[00:11:17.000 --> 00:11:19.000]  有沒有看到有平衡的對局
[00:11:19.000 --> 00:11:23.000]  不單止是手尾也有平衡
[00:11:23.000 --> 00:11:27.000]  當索羅門王兩次來邀請舒拉文
[00:11:27.000 --> 00:11:29.000]  和他一起去遊玩
[00:11:29.000 --> 00:11:31.000]  舒拉文怎樣回應
[00:11:31.000 --> 00:11:37.000]  他好像一隻甲子一樣躲藏在盤石穴中
[00:11:37.000 --> 00:11:39.000]  隱蔽之處
[00:11:39.000 --> 00:11:43.000]  甲子很喜歡躲在石頭的洞裡
[00:11:43.000 --> 00:11:45.000]  就好像我powerpoint裡看到的甲子一樣
[00:11:45.000 --> 00:11:51.000]  在耶利米書的48章28節都是這樣說
[00:11:51.000 --> 00:11:55.000]  舒拉文沒有立刻答應索羅門王一起去旅遊
[00:11:55.000 --> 00:11:57.000]  一起去遊玩
[00:11:57.000 --> 00:11:58.000]  為什麼呢
[00:11:58.000 --> 00:12:01.000]  因為他覺得索羅門王這次來
[00:12:01.000 --> 00:12:05.000]  好像是有公事在他的身上
[00:12:05.000 --> 00:12:09.000]  所以他不能立刻和索羅門王去玩
[00:12:09.000 --> 00:12:13.000]  他說你要先處理你的公事
[00:12:13.000 --> 00:12:17.000]  為什麼我們覺得他是有公事在身
[00:12:17.000 --> 00:12:20.000]  這就帶我們去到第二點
[00:12:20.000 --> 00:12:23.000]  是有真正工作上的障礙
[00:12:23.000 --> 00:12:26.000]  在數瓦哥的二章15節
[00:12:26.000 --> 00:12:29.000]  舒拉文說好像有些小狐狸
[00:12:29.000 --> 00:12:32.000]  是毀壞葡萄園一樣
[00:12:32.000 --> 00:12:34.000]  我們不去處理的話
[00:12:34.000 --> 00:12:37.000]  這些小狐狸會影響我們的關係
[00:12:37.000 --> 00:12:40.000]  會影響我們兩個人之間的歡樂
[00:12:40.000 --> 00:12:43.000]  在聖經裡時時都會用小動物
[00:12:43.000 --> 00:12:48.000]  例如小狐狸、小動物來形容破壞者
[00:12:48.000 --> 00:12:51.000]  我們看到在尼西米記的四章三節
[00:12:51.000 --> 00:12:53.000]  哀歌的五章十八節
[00:12:53.000 --> 00:12:55.000]  以西傑書的十四章四節
[00:12:55.000 --> 00:13:00.000]  都有提到這些毀壞性的小動物
[00:13:00.000 --> 00:13:03.000]  這個小狐狸如果你不去理會的話
[00:13:03.000 --> 00:13:05.000]  它會在葡萄園那裡
[00:13:05.000 --> 00:13:09.000]  在一棵葡萄樹四周圍刮鬆泥土
[00:13:09.000 --> 00:13:14.000]  弄鬆泥土會影響這棵葡萄樹的生長
[00:13:14.000 --> 00:13:17.000]  在哀歌的二章三節
[00:13:17.000 --> 00:13:21.000]  我們看到是用果子代表所羅門王的愛
[00:13:21.000 --> 00:13:26.000]  現在我們看到葡萄樹代表
[00:13:26.000 --> 00:13:29.000]  所羅門王和舒拉文的愛情
[00:13:29.000 --> 00:13:32.000]  舒拉文說有些小狐狸
[00:13:32.000 --> 00:13:34.000]  毀壞他們的葡萄樹
[00:13:34.000 --> 00:13:36.000]  毀壞他們的愛情
[00:13:36.000 --> 00:13:39.000]  如果他不去處理的話
[00:13:39.000 --> 00:13:41.000]  慢慢會出現問題
[00:13:41.000 --> 00:13:46.000]  很多年輕的男女談戀愛的時候
[00:13:46.000 --> 00:13:48.000]  真的看不到對方的弱點
[00:13:48.000 --> 00:13:50.000]  情人眼內出西施
[00:13:50.000 --> 00:13:52.000]  做什麼都好
[00:13:52.000 --> 00:13:58.000]  對方甚至想著就算見到有不好的地方
[00:13:58.000 --> 00:14:02.000]  有短處結了婚自然搞得好
[00:14:02.000 --> 00:14:05.000]  但是結了婚之後又有新的問題出現了
[00:14:05.000 --> 00:14:08.000]  有些事要兩個人住在一起
[00:14:08.000 --> 00:14:10.000]  才能發現有這樣的問題
[00:14:10.000 --> 00:14:12.000]  原來你是這樣的
[00:14:12.000 --> 00:14:14.000]  我聽過很多夫妻都這樣說
[00:14:14.000 --> 00:14:16.000]  原來你是這樣的
[00:14:16.000 --> 00:14:18.000]  未結婚之前都未發覺
[00:14:18.000 --> 00:14:23.000]  所以如果婚姻前已經有問題
[00:14:23.000 --> 00:14:25.000]  你不去解決的話
[00:14:25.000 --> 00:14:29.000]  你結了婚之後會有更大的問題
[00:14:29.000 --> 00:14:32.000]  在哀歌的二章十六節經文說
[00:14:32.000 --> 00:14:35.000]  良人屬我,我也屬他
[00:14:35.000 --> 00:14:38.000]  雖然他們之間是有問題
[00:14:38.000 --> 00:14:43.000]  但是他們仍然是彼此相愛,彼此相屬
[00:14:43.000 --> 00:14:49.000]  究竟他們發生了什麼事呢?
[00:14:49.000 --> 00:14:53.000]  經文沒有直接告訴我們
[00:14:53.000 --> 00:14:57.000]  但是從哀歌的二章十六節和二章十七節
[00:14:57.000 --> 00:14:59.000]  我們可能知道
[00:14:59.000 --> 00:15:03.000]  在哀歌的二章十七節給了我們暗示
[00:15:03.000 --> 00:15:06.000]  究竟是什麼原因
[00:15:06.000 --> 00:15:09.000]  在二章十六節
[00:15:09.000 --> 00:15:14.000]  經文說索羅門王在百合花中牧放群羊
[00:15:14.000 --> 00:15:17.000]  在百合花中牧放群羊
[00:15:17.000 --> 00:15:19.000]  但是我們知道
[00:15:19.000 --> 00:15:23.000]  這個可能和前面所說的小狐狸有關
[00:15:23.000 --> 00:15:28.000]  索羅門王是以牧羊人的身份來認識舒拉蜜
[00:15:28.000 --> 00:15:31.000]  牧群是什麼意思呢?
[00:15:31.000 --> 00:15:35.000]  很可能是索羅門王的工作
[00:15:35.000 --> 00:15:40.000]  因為他是以牧羊人的身份來見舒拉蜜
[00:15:40.000 --> 00:15:43.000]  其實這裡不一定是牧羊人的工作
[00:15:43.000 --> 00:15:46.000]  因為我們知道索羅門王是王靈
[00:15:46.000 --> 00:15:49.000]  有可能是他有公事在他的身上
[00:15:49.000 --> 00:15:53.000]  甚至是他有國事在他的身上
[00:15:53.000 --> 00:15:57.000]  舒拉蜜在數瓦哥的二章十七節
[00:15:57.000 --> 00:16:00.000]  求你等到天起涼風
[00:16:00.000 --> 00:16:02.000]  日影飛去的時候
[00:16:02.000 --> 00:16:05.000]  你要轉回好象靈養
[00:16:05.000 --> 00:16:08.000]  或像小鹿在彼得山上
[00:16:08.000 --> 00:16:14.000]  這裡似乎是舒拉蜜容許索羅門王離開
[00:16:14.000 --> 00:16:16.000]  但是他說你要早日回來
[00:16:16.000 --> 00:16:19.000]  你辦完你的事你就要早點回來
[00:16:19.000 --> 00:16:22.000]  什麼叫彼得山呢?
[00:16:22.000 --> 00:16:30.000]  彼得這個字在數原文的希伯萊文的意思就是分離的意思
[00:16:30.000 --> 00:16:33.000]  就是說舒拉蜜准許索羅門王離開
[00:16:33.000 --> 00:16:36.000]  去處理他的公事
[00:16:36.000 --> 00:16:40.000]  舒拉蜜沒有很自私很自我
[00:16:40.000 --> 00:16:43.000]  一定要索羅門王來陪自己
[00:16:43.000 --> 00:16:47.000]  就算索羅門王兩次叫他去遊覽他都不肯
[00:16:47.000 --> 00:16:50.000]  他說你先處理你的事情
[00:16:50.000 --> 00:16:54.000]  因為他知道就算他能夠留住索羅門王的人
[00:16:54.000 --> 00:16:57.000]  他都不能夠留住他的心
[00:16:57.000 --> 00:17:00.000]  如果他的心在他的工作上
[00:17:00.000 --> 00:17:04.000]  舒拉蜜要等他完成了他的工作
[00:17:04.000 --> 00:17:08.000]  才能夠把注意力放在自己身上
[00:17:08.000 --> 00:17:12.000]  所以他說你去吧你盡早去盡早回來
[00:17:12.000 --> 00:17:16.000]  我們怎知道他叫他盡早去盡早回來
[00:17:16.000 --> 00:17:19.000]  你看經文說等到天起涼風
[00:17:19.000 --> 00:17:23.000]  日影飛去的時候你要轉回
[00:17:23.000 --> 00:17:26.000]  他是用一日來代表
[00:17:26.000 --> 00:17:29.000]  就好像一日去到日落西山
[00:17:29.000 --> 00:17:32.000]  就是日影飛去的時候
[00:17:32.000 --> 00:17:36.000]  日落了會怎樣?天氣很冷很冷
[00:17:36.000 --> 00:17:38.000]  天起涼風
[00:17:38.000 --> 00:17:44.000]  他不是說叫索羅門王你要一日之內辦完你的公事然後你回來
[00:17:44.000 --> 00:17:47.000]  這裡只不過是用一日來代表
[00:17:47.000 --> 00:17:49.000]  好像一日去到黃昏的時候
[00:17:49.000 --> 00:17:53.000]  日落天冷你要在那個時候回來
[00:17:53.000 --> 00:17:57.000]  雖然索羅門王可能要去很長時間
[00:17:57.000 --> 00:18:02.000]  但是他只是希望索羅門王能夠是早去早回
[00:18:02.000 --> 00:18:07.000]  我們看到他希望索羅門王回來的時候
[00:18:07.000 --> 00:18:11.000]  仍然是好像靈養仍然好像小綠
[00:18:11.000 --> 00:18:15.000]  他之前就是用這些形容詞來形容索羅門王
[00:18:15.000 --> 00:18:17.000]  現在都是一樣
[00:18:17.000 --> 00:18:19.000]  他說你辦完公事之後
[00:18:19.000 --> 00:18:23.000]  你不要說整個人心情沒有力量
[00:18:23.000 --> 00:18:25.000]  因為你累到不得了
[00:18:25.000 --> 00:18:28.000]  你仍然要好像靈養好像小綠回來
[00:18:28.000 --> 00:18:32.000]  將所有的注意力放在自己的身上
[00:18:32.000 --> 00:18:37.000]  你要辦完你的公事來迎娶自己
[00:18:37.000 --> 00:18:44.000]  究竟聖經告訴我們愛情重要還是事業重要
[00:18:44.000 --> 00:18:46.000]  聖經是有說
[00:18:46.000 --> 00:18:50.000]  在《樹增賢》的24章27節
[00:18:50.000 --> 00:18:52.000]  說你要在外頭預備工料
[00:18:52.000 --> 00:18:55.000]  在田間辦理整齊
[00:18:55.000 --> 00:18:58.000]  然後建造房屋
[00:18:58.000 --> 00:19:03.000]  這裡建造房屋的意思是成家立室的意思
[00:19:03.000 --> 00:19:07.000]  一個男人他是要有經濟的能力
[00:19:07.000 --> 00:19:11.000]  有事業的基礎才能夠結婚
[00:19:11.000 --> 00:19:13.000]  正如耶穌基督也說
[00:19:13.000 --> 00:19:16.000]  一個人去搭一層樓
[00:19:16.000 --> 00:19:21.000]  他也要坐下來計算一下能不能夠搭成
[00:19:21.000 --> 00:19:25.000]  在《路加福音》的14章28節至30節
[00:19:25.000 --> 00:19:31.000]  索羅門王當然不需要賺到錢才能夠結婚
[00:19:31.000 --> 00:19:32.000]  他是王
[00:19:32.000 --> 00:19:35.000]  但是他有些事是需要處理
[00:19:35.000 --> 00:19:39.000]  然後才可以回來迎娶舒拉文
[00:19:39.000 --> 00:19:46.000]  結婚之後,感情和事業的問題仍然存在
[00:19:46.000 --> 00:19:52.000]  有很多丈夫不只是為了基本的需要來工作
[00:19:52.000 --> 00:19:55.000]  他們希望是大富大貴
[00:19:55.000 --> 00:19:58.000]  所以有時可能一個人兼幾份工作
[00:19:58.000 --> 00:20:01.000]  甚至有時太太可能也是去工作
[00:20:01.000 --> 00:20:05.000]  又或者是很忙很忙家事
[00:20:05.000 --> 00:20:08.000]  沒有機會兩夫妻能夠在一起
[00:20:08.000 --> 00:20:10.000]  聖經如何教導
[00:20:10.000 --> 00:20:14.000]  在《針妍》的15章16至17節
[00:20:14.000 --> 00:20:17.000]  小有財寶,敬畏而和話
[00:20:17.000 --> 00:20:20.000]  強遇多有財寶,凡亂不安
[00:20:20.000 --> 00:20:22.000]  吃素菜彼此相愛
[00:20:22.000 --> 00:20:26.000]  強遇吃肥牛,彼此相恨
[00:20:26.000 --> 00:20:31.000]  聖經說,如果我們是為了基本需要來謀生
[00:20:31.000 --> 00:20:33.000]  兩夫妻仍然感情很好
[00:20:33.000 --> 00:20:37.000]  就算是吃蔬菜,有情飲水爆
[00:20:37.000 --> 00:20:41.000]  但如果是兩夫妻忙到不得了
[00:20:41.000 --> 00:20:43.000]  你可能很有錢
[00:20:43.000 --> 00:20:48.000]  就算你每餐吃肥牛,每餐吃美食
[00:20:48.000 --> 00:20:50.000]  但彼此相恨
[00:20:50.000 --> 00:20:54.000]  大家的感情不好又有什麼用呢?
[00:20:54.000 --> 00:20:56.000]  這裡我們見到
[00:20:56.000 --> 00:21:01.000]  朱拉麥容許所羅門王處理他的公事
[00:21:01.000 --> 00:21:04.000]  然後才回來迎娶自己
[00:21:04.000 --> 00:21:12.000]  同樣耶穌基督也答應迎娶他的新娘子就是嫁媳
[00:21:12.000 --> 00:21:14.000]  在《使徒行傳》的1章11節
[00:21:14.000 --> 00:21:18.000]  天是說,這離開你被接聖天的耶穌
[00:21:18.000 --> 00:21:21.000]  你們見他怎樣往天上去
[00:21:21.000 --> 00:21:24.000]  他還要怎樣來
[00:21:24.000 --> 00:21:26.000]  現在我們和耶穌基督之間
[00:21:26.000 --> 00:21:31.000]  好像有一座很大的比特山隔著我們
[00:21:31.000 --> 00:21:34.000]  離別的山隔著我們
[00:21:34.000 --> 00:21:38.000]  他現在在父的右手邊
[00:21:38.000 --> 00:21:40.000]  我們就在人間
[00:21:40.000 --> 00:21:42.000]  一個天堂,一個在人間
[00:21:42.000 --> 00:21:46.000]  我們已經相隔了二千多年
[00:21:46.000 --> 00:21:50.000]  但是對神來說千年如一日
[00:21:50.000 --> 00:21:53.000]  二千年好像兩日一樣
[00:21:53.000 --> 00:21:56.000]  耶穌基督的確是允許我們
[00:21:56.000 --> 00:21:58.000]  他一定會回來迎接我們
[00:21:58.000 --> 00:22:02.000]  在啟示六的22章20節
[00:22:02.000 --> 00:22:05.000]  耶穌基督說,我必快來
[00:22:05.000 --> 00:22:08.000]  耶穌基督很快就會回來迎接我們
[00:22:08.000 --> 00:22:12.000]  我們看完了
[00:22:12.000 --> 00:22:15.000]  所羅門王和舒拉蜜之間
[00:22:15.000 --> 00:22:18.000]  是有實體的阻礙
