
[00:00:00.000 --> 00:00:10.280]  上一次和大家開始了講到怎樣能夠被聖靈充滿
[00:06:46.680 --> 00:06:49.920]  人墮落了之後有的詛咒
[00:06:49.920 --> 00:06:52.840]  我們要破解這個詛咒
[00:06:52.840 --> 00:06:54.240]  要怎樣做呢?
[00:06:54.240 --> 00:06:57.440]  在聖經裏面原來有個破解的辦法
[00:06:57.440 --> 00:07:00.440]  就是在《耳窟所書》的五章十八節
[00:07:00.440 --> 00:07:02.280]  上一次跟大家說
[00:07:02.280 --> 00:07:05.360]  要被聖靈來到充滿
[00:07:05.360 --> 00:07:07.200]  被聖靈充滿了之後
[00:07:07.200 --> 00:07:09.520]  一個人不單止會歌頌神
[00:07:09.520 --> 00:07:12.280]  讚美神凡事感恩
[00:07:12.280 --> 00:07:15.600]  也會彼此的馴服
[00:07:15.600 --> 00:07:17.240]  而第一個關系
[00:07:17.240 --> 00:07:19.960]  我們看到《耳窟所書》的第五章第六章
[00:07:19.960 --> 00:07:21.640]  說了很多的關系
[00:07:21.640 --> 00:07:25.640]  第一個關系就是夫妻之間的關系
[00:07:25.640 --> 00:07:28.120]  夫妻要彼此的馴服
[00:07:28.120 --> 00:07:30.000]  不是去控制對方
[00:07:30.000 --> 00:07:33.880]  不是去意圖改變對方
[00:07:33.880 --> 00:07:37.000]  在《耳窟所書》的五章二十二節
[00:07:37.000 --> 00:07:41.160]  說作妻子的當馴服自己的丈夫
[00:07:41.160 --> 00:07:44.800]  而在這五章的二十八節是給丈夫的
[00:07:44.800 --> 00:07:48.640]  說丈夫也當照樣愛妻子
[00:07:48.640 --> 00:07:51.840]  你看到這個和《創世紀》的三章十六節
[00:07:51.840 --> 00:07:53.360]  真的很不同
[00:07:53.360 --> 00:07:57.160]  三章十六節說妻子要控制丈夫
[00:07:57.160 --> 00:07:59.320]  丈夫要管轄的妻子
[00:07:59.320 --> 00:08:02.680]  現在五章二十八 五章二十二
[00:08:02.680 --> 00:08:05.600]  是說妻子當馴服自己的丈夫
[00:08:05.600 --> 00:08:08.880]  丈夫要照樣愛妻子
[00:08:08.880 --> 00:08:12.360]  其實兩夫妻結了婚
[00:08:12.360 --> 00:08:13.520]  願意一起生活
[00:08:13.520 --> 00:08:15.520]  是兩個罪人在一起
[00:08:15.520 --> 00:08:16.840]  願意一起生活
[00:08:16.840 --> 00:08:19.400]  生活上一定有很大的問題
[00:08:19.400 --> 00:08:20.800]  因為兩個都是罪人
[00:08:20.800 --> 00:08:25.360]  若果不是靠著神的話語
[00:08:25.360 --> 00:08:27.680]  不是靠著聖靈來帶領
[00:08:27.680 --> 00:08:30.920]  這段婚姻根本沒有辦法能夠成功
[00:08:30.920 --> 00:08:33.240]  一段婚姻要成功
[00:08:33.240 --> 00:08:35.880]  是需要彼此來馴服
[00:08:35.880 --> 00:08:39.440]  在《哥羅西書》的三章十八節
[00:08:39.440 --> 00:08:42.360]  經文說:你們作妻子的
[00:08:42.360 --> 00:08:44.640]  當馴服自己的丈夫
[00:08:44.640 --> 00:08:47.960]  這在主裡是相宜的
[00:08:47.960 --> 00:08:52.920]  同樣的經文也出現在彼得前書的三章五節
[00:08:52.920 --> 00:08:57.240]  彼得說妻子要馴服自己的丈夫
[00:08:57.240 --> 00:09:00.440]  一般人都不喜歡馴服
[00:09:00.440 --> 00:09:02.440]  不喜歡去服從人
[00:09:02.440 --> 00:09:04.440]  因為覺得馴服服從人
[00:09:04.440 --> 00:09:06.280]  好像自己矮了一截
[00:09:06.280 --> 00:09:08.640]  好像低了一等
[00:09:08.640 --> 00:09:11.840]  所以他們覺得是懦弱的表現
[00:09:11.840 --> 00:09:12.840]  他們不喜歡
[00:09:12.840 --> 00:09:16.240]  現在有很多婚禮裡
[00:09:16.240 --> 00:09:17.840]  說到誓言
[00:09:17.840 --> 00:09:21.040]  都不會再提到馴服和服從
[00:09:21.040 --> 00:09:25.720]  尤其是如果新娘很著重女權
[00:09:25.720 --> 00:09:27.320]  是個女強人的話
[00:09:27.320 --> 00:09:30.280]  更加不會有服從這些字眼
[00:09:30.280 --> 00:09:32.480]  在婚禮的誓言裡
[00:09:32.480 --> 00:09:36.920]  今天要和大家看看
[00:09:36.920 --> 00:09:38.920]  我們先看給妻子的命令
[00:09:38.920 --> 00:09:41.120]  我們先看給太太的命令
[00:09:41.120 --> 00:09:44.120]  然後等下才看給丈夫的命令
[00:09:44.120 --> 00:09:47.920]  在主爾弗所書的五章二十二節
[00:09:47.920 --> 00:09:49.920]  經文說作妻子的
[00:09:49.920 --> 00:09:52.720]  當馴服自己的丈夫
[00:09:52.720 --> 00:09:55.320]  我會和大家看五點
[00:09:55.320 --> 00:09:58.320]  到底是怎樣來馴服
[00:09:58.320 --> 00:10:00.920]  第一點是馴服的原因
[00:10:00.920 --> 00:10:03.520]  為什麼妻子要馴服
[00:10:03.520 --> 00:10:06.120]  第二點是馴服的對象
[00:10:06.120 --> 00:10:09.320]  當一個妻子馴服自己的丈夫的時候
[00:10:09.320 --> 00:10:11.720]  她真正馴服的是誰
[00:10:11.720 --> 00:10:14.920]  第三點是馴服的範圍
[00:10:14.920 --> 00:10:17.720]  第四點是馴服的標準
[00:10:17.720 --> 00:10:20.520]  究竟馴服的準則在哪裡
[00:10:20.520 --> 00:10:24.120]  第五點就是馴服的結果
[00:10:24.120 --> 00:10:27.720]  我們一起看看馴服的原因
[00:10:27.720 --> 00:10:31.720]  在主爾弗所書的五章二十一節
[00:10:31.720 --> 00:10:36.320]  經文說我們基督徒都要彼此的馴服
[00:10:36.320 --> 00:10:40.920]  接著在第五章第六章的爾弗所書
[00:10:40.920 --> 00:10:43.320]  就說了很多不同的關係
[00:10:43.320 --> 00:10:45.520]  夫妻之間的關係
[00:10:45.520 --> 00:10:47.920]  父母和子女的關係
[00:10:47.920 --> 00:10:50.320]  主人和僕人的關係
[00:10:50.320 --> 00:10:53.120]  全部都要彼此的馴服
[00:10:53.120 --> 00:10:57.120]  所以我們看到這裡不是針對女性
[00:10:57.120 --> 00:10:59.120]  不是說歧視女性
[00:10:59.120 --> 00:11:04.120]  其實所有的人都需要彼此的馴服
[00:11:04.120 --> 00:11:08.520]  剛才我們說了彼得前書的第三章五節
[00:11:08.520 --> 00:11:11.520]  說妻子要馴服自己的丈夫
[00:11:11.520 --> 00:11:14.720]  其實如果你看回前面一章的經文
[00:11:14.720 --> 00:11:19.720]  在彼得前書二章十三至十四節
[00:11:19.720 --> 00:11:24.320]  是說要馴服君王 要馴服神宰
[00:11:24.320 --> 00:11:28.120]  所以這個和爾弗所書第五章是一樣的原理
[00:11:28.120 --> 00:11:29.920]  大家都要彼此馴服
[00:11:29.920 --> 00:11:32.920]  不只是歧視女性
[00:11:32.920 --> 00:11:37.320]  彼得前書二章二十一節就更加有趣了
[00:11:37.320 --> 00:11:39.720]  說到耶穌基督的例子
[00:11:39.720 --> 00:11:42.120]  耶穌基督自己都馴服
[00:11:42.120 --> 00:11:44.320]  他是無罪的替我們受苦
[00:11:44.320 --> 00:11:46.120]  替我們釘十字架
[00:11:46.120 --> 00:11:48.120]  他是馴服自己的父
[00:11:48.120 --> 00:11:51.120]  留給我們有很好的榜樣
[00:11:51.120 --> 00:11:55.320]  所以每一個基督徒都應該學習耶穌基督
[00:11:55.320 --> 00:11:58.320]  過著謙卑服從的生活
[00:11:58.320 --> 00:12:01.920]  彼此服從
[00:12:01.920 --> 00:12:05.720]  這就是服從的原因
[00:12:05.720 --> 00:12:10.520]  第二點我們來看看服從的對象
[00:12:10.520 --> 00:12:13.120]  爾弗所書的五章二十二節
[00:12:13.120 --> 00:12:20.120]  說妻子應該服從丈夫 如同馴服主
[00:12:20.120 --> 00:12:21.720]  這是聖經的教導
[00:12:21.720 --> 00:12:23.920]  這是耶穌基督的旨意
[00:12:23.920 --> 00:12:27.120]  當一個妻子服從自己的丈夫
[00:12:27.120 --> 00:12:29.920]  她真正服從的是耶穌基督
[00:12:29.920 --> 00:12:32.520]  是服從主
[00:12:32.520 --> 00:12:35.520]  在爾弗所書的五章二十一節
[00:12:35.520 --> 00:12:36.520]  經文說
[00:12:36.520 --> 00:12:41.520]  「又當全敬畏基督的心彼此馴服」
[00:12:41.520 --> 00:12:44.520]  如果一個妻子真正馴服丈夫
[00:12:44.520 --> 00:12:46.920]  其實她是馴服耶穌基督
[00:12:46.920 --> 00:12:49.120]  敬畏耶穌基督
[00:12:49.120 --> 00:12:50.520]  相反地
[00:12:50.520 --> 00:12:53.320]  如果妻子說馴服耶穌基督
[00:12:53.320 --> 00:12:54.520]  我就馴服
[00:12:54.520 --> 00:12:57.320]  但我不會馴服我的丈夫
[00:12:57.320 --> 00:12:59.120]  她不馴服的是誰?
[00:12:59.120 --> 00:13:01.520]  她不馴服的是耶穌基督
[00:13:01.520 --> 00:13:05.520]  她不敬畏的也是耶穌基督
[00:13:05.520 --> 00:13:08.320]  有一個聖經學者
[00:13:08.320 --> 00:13:10.120]  是現代的神學家
[00:13:10.120 --> 00:13:12.120]  叫做Chuck Mishler
[00:13:12.120 --> 00:13:13.920]  他是我很喜歡的神學家
[00:13:13.920 --> 00:13:15.120]  為什麼呢?
[00:13:15.120 --> 00:13:18.320]  因為他的前身也是工程師
[00:13:18.320 --> 00:13:20.720]  所以我很喜歡他
[00:13:20.720 --> 00:13:24.320]  他年輕的時候做很多生意
[00:13:24.320 --> 00:13:25.720]  生意也做得很大
[00:13:25.720 --> 00:13:29.920]  所以他全部的精神都放在了生意上
[00:13:29.920 --> 00:13:32.120]  他的太太Nancy
[00:13:32.120 --> 00:13:34.120]  生了四個弟弟之後
[00:13:34.120 --> 00:13:37.920]  全部的精神都放在弟弟身上
[00:13:37.920 --> 00:13:40.520]  兩夫妻的婚姻就出現了問題
[00:13:40.520 --> 00:13:43.920]  甚至差不多要離婚
[00:13:43.920 --> 00:13:45.720]  有一天Chuck Mishler
[00:13:45.720 --> 00:13:47.720]  他放了工回家
[00:13:47.720 --> 00:13:50.520]  他發覺情況是很不同的
[00:13:50.520 --> 00:13:52.920]  桌上的晚餐
[00:13:52.920 --> 00:13:57.120]  是用最名貴的碗碟來裝著的
[00:13:57.120 --> 00:14:00.920]  這些刀叉碗碟平時是放在廚櫃裏面的
[00:14:00.920 --> 00:14:03.520]  就算有很重要的親朋戚友
[00:14:03.520 --> 00:14:04.920]  來到他們的家裏
[00:14:04.920 --> 00:14:06.520]  都捨不得用的
[00:14:06.520 --> 00:14:08.720]  今天他老婆就用了這些
[00:14:08.720 --> 00:14:11.720]  來裝他的晚餐給他吃
[00:14:11.720 --> 00:14:13.720]  他看看桌上的食物
[00:14:13.720 --> 00:14:16.320]  全部都是自己喜歡吃的
[00:14:16.320 --> 00:14:18.320]  打開雪櫃一看
[00:14:18.320 --> 00:14:22.320]  雪櫃裏面以前全部都是子女喜歡吃的東西
[00:14:22.320 --> 00:14:26.120]  現在雪櫃裏面是自己喜歡吃的東西
[00:14:26.120 --> 00:14:27.920]  他說大件事了
[00:14:27.920 --> 00:14:29.520]  老婆要和我離婚
[00:14:29.520 --> 00:14:32.120]  今天煮了最後的晚餐給我吃
[00:14:32.120 --> 00:14:35.920]  所以用了這麼好的刀叉碗碟
[00:14:35.920 --> 00:14:37.520]  其實不是的
[00:14:37.520 --> 00:14:41.320]  原來他的太太Nancy讀聖經讀明白了
[00:14:41.320 --> 00:14:44.320]  道爾弗所書的五章二十二節
[00:14:44.320 --> 00:14:47.320]  她明白到馴服自己的丈夫
[00:14:47.320 --> 00:14:50.320]  是如同馴服主耶穌基督
[00:14:50.320 --> 00:14:52.520]  她願意改變
[00:14:52.520 --> 00:14:55.720]  她不是說要Chuck先改變
[00:14:55.720 --> 00:14:57.320]  她自己先改變
[00:14:57.320 --> 00:14:58.920]  她是踏出第一步
[00:14:58.920 --> 00:15:02.120]  Chuck Missler後來說出來
[00:15:02.120 --> 00:15:06.320]  他說是他太太一手挽回這段婚姻
[00:15:06.320 --> 00:15:08.720]  願意走出第一步
[00:15:08.720 --> 00:15:12.320]  願意馴服他就好像馴服耶穌基督一樣
[00:15:12.320 --> 00:15:17.720]  Nancy在這裏五年前是癌症去世
[00:15:17.720 --> 00:15:19.520]  直至到五年前
[00:15:19.520 --> 00:15:22.320]  她兩夫妻仍然繼續恩恩愛愛
[00:15:22.320 --> 00:15:24.920]  在這裏三年前
[00:15:24.920 --> 00:15:28.520]  Chuck Missler自己都回到神那裏
[00:15:28.520 --> 00:15:33.720]  我們看到就是Nancy Missler
[00:15:33.720 --> 00:15:36.720]  一個人願意服從聖經的教導
[00:15:36.720 --> 00:15:39.320]  以至是挽回了這段婚姻
[00:15:39.320 --> 00:15:42.720]  其實一個太太最重要的關係
[00:15:42.720 --> 00:15:44.320]  不是和她的丈夫
[00:15:44.320 --> 00:15:47.320]  一個太太最重要的關係是和神
[00:15:47.320 --> 00:15:50.320]  其次才是和她的丈夫
[00:15:50.320 --> 00:15:52.920]  再其次才是和子女
[00:15:52.920 --> 00:15:56.520]  很多人甚至基督徒都搞錯了
[00:15:56.520 --> 00:15:58.120]  當有了子女
[00:15:58.120 --> 00:16:02.320]  子女的地位就提高到高過自己的伴偶
[00:16:02.320 --> 00:16:04.920]  這個其實不是聖經的教導
[00:16:04.920 --> 00:16:09.120]  當一個太太和神的關係是好的時候
[00:16:09.120 --> 00:16:11.920]  自然和丈夫的關係都會好
[00:16:11.920 --> 00:16:15.120]  自然和子女的關係都會好
[00:16:15.120 --> 00:16:20.320]  我們看了馴服的原因
[00:16:20.320 --> 00:16:22.920]  就是因為要彼此馴服
[00:16:22.920 --> 00:16:25.320]  我們看到馴服的對象
[00:16:25.320 --> 00:16:28.720]  就是最終馴服的對象是耶穌基督
[00:16:28.720 --> 00:16:32.520]  第三點我們看看馴服的範圍
[00:16:32.520 --> 00:16:37.520]  經文說妻子要馴服自己的丈夫
[00:16:37.520 --> 00:16:40.120]  不是馴服別人的丈夫
[00:16:40.120 --> 00:16:43.720]  在以斯帖記的一章十一節
[00:16:43.720 --> 00:16:48.520]  說到阿哈徐老王命令皇后雅實提
[00:16:48.520 --> 00:16:50.920]  在大臣面前跳舞
[00:16:50.920 --> 00:16:54.520]  阿哈徐老王是希望在大臣面前
[00:16:54.520 --> 00:16:57.720]  炫耀一下自己太太的美貌
[00:16:57.720 --> 00:17:00.520]  自己太太的母資
[00:17:00.520 --> 00:17:02.520]  但是皇后不肯
[00:17:02.520 --> 00:17:04.920]  其實皇后是做得對
[00:17:04.920 --> 00:17:08.120]  一個妻子馴服自己的丈夫
[00:17:08.120 --> 00:17:10.920]  她是沒有需要去馴服別人的丈夫
[00:17:10.920 --> 00:17:13.920]  她是沒有需要讓別人的丈夫
[00:17:13.920 --> 00:17:17.320]  來欣賞自己的美貌或者跳舞
[00:17:17.320 --> 00:17:21.520]  這裡說的範圍
[00:17:21.520 --> 00:17:26.120]  不是說妻子的等級要馴服丈夫的等級
[00:17:26.120 --> 00:17:28.920]  不是說搞等級的制度
[00:17:28.920 --> 00:17:31.720]  剛才我們說了
[00:17:31.720 --> 00:17:34.120]  妻子服從丈夫的原因
[00:17:34.120 --> 00:17:37.120]  是因為大家都需要彼此馴服
[00:17:37.120 --> 00:17:39.720]  我們讀聖經要很小心
[00:17:39.720 --> 00:17:42.920]  讀得不小心就會錯解聖經
[00:17:42.920 --> 00:17:45.920]  其實聖經說得很清楚
[00:17:45.920 --> 00:17:48.120]  男和女都是平等
[00:17:48.120 --> 00:17:51.920]  在加拉太書的三章二十八節
[00:17:51.920 --> 00:17:53.120]  經文說
[00:17:53.120 --> 00:17:58.520]  「並不分猶太人、希利尼人、自主的遺奴的
[00:17:58.520 --> 00:18:00.520]  或男或女
[00:18:00.520 --> 00:18:04.920]  因為你們在基督耶穌裡都成為一了」
[00:18:04.920 --> 00:18:07.320]  在耶穌基督的裡面
[00:18:07.320 --> 00:18:08.320]  在主的裡面
[00:18:08.320 --> 00:18:10.920]  我們一切一律都是平等
[00:18:10.920 --> 00:18:13.520]  無論是不同種族的人
[00:18:13.520 --> 00:18:15.320]  是主人是僕人
[00:18:15.320 --> 00:18:16.520]  是男是女
[00:18:16.520 --> 00:18:19.320]  全部都是一致平等
[00:18:19.320 --> 00:18:23.920]  我們說完了服從的原因
[00:18:23.920 --> 00:18:27.920]  說完了服從的對象和範圍
[00:18:27.920 --> 00:18:30.120]  我們不妨看看第四點
[00:18:30.120 --> 00:18:32.920]  就是馴服的標準
[00:18:32.920 --> 00:18:37.120]  說到馴服的標準我會說兩點
[00:18:37.120 --> 00:18:38.520]  第一個是榜樣
[00:18:38.520 --> 00:18:40.720]  第二個是程度
[00:18:40.720 --> 00:18:42.920]  我們先看看榜樣
[00:18:42.920 --> 00:18:46.720]  在以弗所書的五章二十三至二十四節
[00:18:46.720 --> 00:18:49.720]  說因為丈夫是妻子的頭
[00:18:49.720 --> 00:18:52.320]  兒童基督是教會的頭
[00:18:52.320 --> 00:18:55.920]  他又是教會全體的救主
[00:18:55.920 --> 00:18:58.320]  教會怎樣馴服基督
[00:18:58.320 --> 00:19:02.320]  妻子又要怎樣凡事馴服丈夫
[00:19:02.320 --> 00:19:08.320]  這裡我們看到保羅是將丈夫和妻子的關係
[00:19:08.320 --> 00:19:14.120]  和耶穌基督和教會的關係作比較
[00:19:14.120 --> 00:19:17.920]  保羅說丈夫是妻子的頭
[00:19:17.920 --> 00:19:20.720]  兒童基督是教會的頭
[00:19:20.720 --> 00:19:24.320]  在哥林多前書的十一章三節
[00:19:24.320 --> 00:19:25.720]  經文也說
[00:19:25.720 --> 00:19:29.320]  我願意你們知道基督是國人的頭
[00:19:29.320 --> 00:19:31.320]  男人是女人的頭
[00:19:31.320 --> 00:19:33.520]  神是基督的頭
[00:19:33.520 --> 00:19:36.920]  我們看到耶穌基督自己也有頭
[00:19:36.920 --> 00:19:39.320]  神就是耶穌基督的頭
[00:19:39.320 --> 00:19:42.920]  三位一體的神是否平等
[00:19:42.920 --> 00:19:44.520]  絕對是平等
[00:19:44.520 --> 00:19:46.120]  父子姓靈
[00:19:46.120 --> 00:19:49.920]  耶穌基督自己在約翰福音的十章三十節
[00:19:49.920 --> 00:19:53.320]  他也說我與父原為一
[00:19:53.320 --> 00:19:57.120]  耶穌基督與父是平等的
[00:19:57.120 --> 00:20:01.120]  但是神仍然是耶穌基督的頭
[00:20:01.120 --> 00:20:03.120]  夫妻也是一樣
[00:20:03.120 --> 00:20:05.120]  夫妻是平等的
[00:20:05.120 --> 00:20:08.120]  但是丈夫是妻子的頭
[00:20:08.120 --> 00:20:11.320]  有人說每個人都有頭
[00:20:11.320 --> 00:20:13.720]  沒有頭就盲中中
[00:20:13.720 --> 00:20:16.120]  就會沒有方向
[00:20:16.120 --> 00:20:18.720]  但是如果有兩個頭又怎樣
[00:20:18.720 --> 00:20:20.920]  兩個頭就變成怪物
[00:20:20.920 --> 00:20:23.520]  所以每個人都有自己的頭
[00:20:23.520 --> 00:20:25.720]  神是耶穌基督的頭
[00:20:25.720 --> 00:20:27.720]  丈夫是妻子的頭
[00:20:27.720 --> 00:20:33.720]  我們說第二點標準
[00:20:33.720 --> 00:20:35.720]  是服從的程度
[00:20:35.720 --> 00:20:38.720]  究竟一個妻子要服從她的丈夫
[00:20:38.720 --> 00:20:43.720]  是某些事還是全部都要服從
[00:20:43.720 --> 00:20:46.920]  在以弗所書的五章二十四節
[00:20:46.920 --> 00:20:49.720]  說教會怎樣馴服基督
[00:20:49.720 --> 00:20:53.720]  妻子也要怎樣凡事馴服丈夫
[00:20:53.720 --> 00:20:56.320]  有沒有看到這個標準
[00:20:56.320 --> 00:20:58.920]  是教會馴服耶穌基督
[00:20:58.920 --> 00:21:00.920]  更加好的標準
[00:21:00.920 --> 00:21:05.320]  就是剛才在哥林多前書的十一章第三節
[00:21:05.320 --> 00:21:07.320]  說神是基督的頭
[00:21:07.320 --> 00:21:10.320]  耶穌基督是馴服他的父
[00:21:10.320 --> 00:21:13.320]  如果我們在耶穌基督馴服父
