
[00:00:00.000 --> 00:00:04.880]  好 我繼續履行我的承諾
[00:14:21.440 --> 00:14:26.080]  到底在山下還是在山上
[00:14:26.080 --> 00:14:27.920]  你讀出埃及記十八章
[00:14:27.920 --> 00:14:30.320]  你就會見到這個事實
[00:14:30.320 --> 00:14:32.480]  上帝幫助以色列人
[00:14:32.480 --> 00:14:35.280]  所以祭司這裏所說的
[00:14:35.280 --> 00:14:40.960]  是他們經驗過的歷史事實
[00:14:40.960 --> 00:14:42.720]  不用怕
[00:14:42.720 --> 00:14:48.000]  因為耶和華你們的神與你們同去
[00:14:48.000 --> 00:14:52.400]  為你們與仇敵爭戰
[00:14:52.400 --> 00:14:56.800]  拯救你們
[00:14:56.800 --> 00:14:58.480]  那就去吧
[00:14:58.480 --> 00:15:02.240]  說完大家士氣如虹
[00:15:02.240 --> 00:15:05.440]  大家無所懼怕
[00:15:05.440 --> 00:15:07.440]  還沒有
[00:15:07.440 --> 00:15:09.920]  新聞記二十章
[00:15:09.920 --> 00:15:14.080]  上帝教導百姓打仗
[00:15:14.080 --> 00:15:21.120]  一至四節只是頭一個段落
[00:15:21.120 --> 00:15:26.080]  這一章的經文有五個段落
[00:15:26.080 --> 00:15:28.400]  這個是頭一段 五分之一
[00:15:28.400 --> 00:15:29.600]  不用怕
[00:15:29.600 --> 00:15:32.240]  因為你們經歷過
[00:15:32.240 --> 00:15:35.680]  上帝與你們同在
[00:15:35.680 --> 00:15:37.840]  祂要拯救你們
[00:15:37.840 --> 00:15:38.480]  不是
[00:15:38.480 --> 00:15:45.760]  祂要為你們與仇敵爭戰
[00:15:45.760 --> 00:15:49.600]  你接著讀第二段說什麼呢?
[00:15:49.600 --> 00:15:52.400]  我請姐妹們跟我們讀
[00:15:52.400 --> 00:15:55.840]  第五章到第九章
[00:15:55.840 --> 00:15:58.240]  請姐妹們跟我們讀
[00:15:58.240 --> 00:16:02.240]  我又再問你第二個冷知識的問題
[00:16:02.240 --> 00:16:04.640]  今天我學了東西
[00:16:04.640 --> 00:16:06.960]  如果你要對第二段
[00:16:06.960 --> 00:16:09.600]  第五到第九節
[00:16:09.600 --> 00:16:11.680]  做一個總結
[00:16:11.680 --> 00:16:12.720]  給一個主題
[00:16:12.720 --> 00:16:16.640]  你會給一個什麼主題?
[00:16:16.640 --> 00:16:19.040]  不要懼怕?
[00:16:19.040 --> 00:16:22.240]  神與你同在?
[00:16:22.240 --> 00:16:24.880]  為你爭戰?
[00:16:24.880 --> 00:16:25.680]  回家
[00:16:25.680 --> 00:16:27.520]  我聽到愛回家
[00:16:27.520 --> 00:16:32.000]  愛回家
[00:16:32.000 --> 00:16:37.520]  還有呢?
[00:16:37.520 --> 00:16:39.280]  怎樣定主題呢?
[00:16:39.280 --> 00:16:47.680]  比如重複得最多那句是什麼?
[00:16:47.680 --> 00:16:48.960]  還是想家
[00:16:48.960 --> 00:16:51.840]  祂可以回家
[00:16:51.840 --> 00:16:53.360]  下面那句
[00:16:53.360 --> 00:16:55.360]  恐怕
[00:16:55.360 --> 00:16:57.840]  什麼?
[00:16:57.840 --> 00:16:59.520]  是害怕的
[00:16:59.520 --> 00:17:01.600]  恐怕是什麼?
[00:17:01.600 --> 00:17:03.200]  懼怕
[00:17:03.200 --> 00:17:07.360]  萬一祂死了
[00:17:07.360 --> 00:17:08.400]  訂了婚的
[00:17:08.400 --> 00:17:12.560]  伴郎就頂上了
[00:17:12.560 --> 00:17:14.560]  買了房子的
[00:17:14.560 --> 00:17:17.440]  租客就拿了
[00:17:17.440 --> 00:17:20.480]  這三個的情況
[00:17:20.480 --> 00:17:22.800]  或者你不是很明白為什麼
[00:17:22.800 --> 00:17:26.800]  不過其實恐怕
[00:17:26.800 --> 00:17:29.680]  所以回家
[00:17:29.680 --> 00:17:34.960]  第四個的情形就講得更加清楚了
[00:17:34.960 --> 00:17:36.640]  什麼人可以回家?
[00:17:36.640 --> 00:17:38.320]  我買了房子
[00:17:38.320 --> 00:17:40.000]  所以經常都買了房子在那裡
[00:17:40.000 --> 00:17:41.440]  一打仗就說我買了房子
[00:17:41.440 --> 00:17:43.280]  我可以回家
[00:17:43.280 --> 00:17:45.840]  經常都訂了婚不結婚的
[00:17:45.840 --> 00:17:48.080]  等什麼?等打仗
[00:17:48.080 --> 00:17:49.680]  打仗的時候我訂了婚
[00:17:49.680 --> 00:17:50.960]  那我又不用去了
[00:17:50.960 --> 00:17:52.560]  種了葡萄園
[00:17:52.560 --> 00:17:53.920]  種完這個種那個
[00:17:53.920 --> 00:17:55.760]  總之事事一打仗
[00:17:55.760 --> 00:17:57.040]  我種葡萄園
[00:17:57.040 --> 00:17:58.400]  那又不用去了
[00:17:58.400 --> 00:17:59.840]  不用的
[00:17:59.840 --> 00:18:00.960]  其實你不用這樣的
[00:18:00.960 --> 00:18:03.280]  因為第四個宣佈
[00:18:03.280 --> 00:18:05.040]  剛才有沒有聽清楚?
[00:18:05.040 --> 00:18:09.600]  第四個宣佈講什麼?
[00:18:09.600 --> 00:18:12.720]  是人都可以回家
[00:18:12.720 --> 00:18:14.800]  有沒有聽清楚這句?
[00:18:14.800 --> 00:18:16.640]  你讀聖經的時候沒有想過的
[00:18:16.640 --> 00:18:18.480]  其實它講什麼?
[00:18:18.480 --> 00:18:23.840]  「官長對百姓宣告說誰懼怕膽怯」
[00:18:23.840 --> 00:18:26.160]  那誰不怕?
[00:18:26.160 --> 00:18:28.080]  打仗啊
[00:18:28.080 --> 00:18:30.560]  拿命去搏的
[00:18:30.560 --> 00:18:32.960]  你只要肯承認
[00:18:32.960 --> 00:18:34.480]  你不一定要訂婚
[00:18:34.480 --> 00:18:37.120]  你不一定要建了房子
[00:18:37.120 --> 00:18:39.360]  你不一定要種了葡萄園
[00:18:39.360 --> 00:18:41.520]  還沒有收成
[00:18:41.520 --> 00:18:46.320]  你只要低頭走過去
[00:18:46.320 --> 00:18:50.160]  沒有人可以攔阻你
[00:18:50.160 --> 00:18:54.480]  因為這個是聖經的教導
[00:18:54.480 --> 00:18:59.120]  這個是上主的誡命
[00:18:59.120 --> 00:19:02.480]  以色列人打仗之前
[00:19:02.480 --> 00:19:03.600]  第一件事
[00:19:03.600 --> 00:19:05.440]  祭司出來說
[00:19:05.440 --> 00:19:06.960]  說什麼?
[00:19:06.960 --> 00:19:08.800]  不要懼怕
[00:19:08.800 --> 00:19:10.400]  說完之後
[00:19:10.400 --> 00:19:12.880]  不是馬上去打仗
[00:19:12.880 --> 00:19:16.240]  官長再出來說
[00:19:16.240 --> 00:19:18.720]  就好像我們committee一樣
[00:19:18.720 --> 00:19:20.080]  一個出來宣佈完
[00:19:20.080 --> 00:19:20.880]  下一個又起來
[00:19:20.880 --> 00:19:22.960]  第二個宣佈
[00:19:22.960 --> 00:19:24.720]  第二個宣佈說
[00:19:24.720 --> 00:19:28.080]  是人不想打仗
[00:19:28.080 --> 00:19:30.800]  都可以回家
[00:19:30.800 --> 00:19:33.520]  我從來沒有見過電影是這樣拍的
[00:19:33.520 --> 00:19:35.120]  你見過沒有?
[00:19:35.120 --> 00:19:36.160]  又冷知識了
[00:19:36.160 --> 00:19:38.800]  有哪一套電影是這樣拍的?
[00:19:38.800 --> 00:19:40.640]  打仗之前宣佈
[00:19:40.640 --> 00:19:43.760]  誰不想打仗就回家
[00:19:43.760 --> 00:19:45.760]  沒有的
[00:19:45.760 --> 00:19:48.720]  我只是聽過
[00:19:48.720 --> 00:19:52.800]  亞歷山大大帝和他的那幫將士說
[00:19:52.800 --> 00:19:54.720]  不用怕
[00:19:54.720 --> 00:19:57.520]  今天我們要打仗
[00:19:57.520 --> 00:20:00.240]  不過今天我們不是要面對死亡
[00:20:00.240 --> 00:20:03.040]  我們是要面對勝利
[00:20:03.040 --> 00:20:04.320]  其實他心知肚明
[00:20:04.320 --> 00:20:06.320]  有些人是不能面對勝利的
[00:20:06.320 --> 00:20:08.560]  他不會說的
[00:20:08.560 --> 00:20:10.800]  但聖經很誠實
[00:20:10.800 --> 00:20:13.440]  聖經誠實到一個什麼地步?
[00:20:13.440 --> 00:20:15.440]  剛剛唱完一首詩
[00:20:15.440 --> 00:20:17.280]  「不要懼怕」
[00:20:17.280 --> 00:20:18.800]  接著就說
[00:20:18.800 --> 00:20:22.960]  誰懼怕可以回家
[00:20:22.960 --> 00:20:25.120]  是這麼誠實的
[00:20:25.120 --> 00:20:27.120]  是這麼坦白的
[00:20:27.120 --> 00:20:31.120]  不用裝勇敢的
[00:20:31.120 --> 00:20:33.520]  有沒有人回家呢?
[00:20:33.520 --> 00:20:34.960]  有的
[00:20:34.960 --> 00:20:36.000]  不好意思
[00:20:36.000 --> 00:20:36.800]  有的
[00:20:36.800 --> 00:20:38.400]  你熟不熟悉聖經?
[00:20:38.400 --> 00:20:39.440]  這個不是冷知識
[00:20:39.440 --> 00:20:41.440]  應該是熱知識
[00:20:41.440 --> 00:20:43.920]  《士司紀》
[00:20:43.920 --> 00:20:47.680]  《機殿催國》
[00:20:47.680 --> 00:20:51.440]  很多以色列人出來
[00:20:51.440 --> 00:20:52.880]  第一件事
[00:20:52.880 --> 00:20:53.840]  機殿宣佈
[00:20:53.840 --> 00:20:55.440]  誰怕回家
[00:20:55.440 --> 00:20:57.440]  「吼」一聲
[00:20:57.440 --> 00:21:02.640]  剩下十分之一
[00:21:02.640 --> 00:21:05.440]  真的怕的
[00:21:05.440 --> 00:21:08.080]  所以第二段
[00:21:08.080 --> 00:21:10.640]  不是說不要懼怕
[00:21:10.640 --> 00:21:13.520]  不是說誰回家是壞人
[00:21:13.520 --> 00:21:14.480]  不是
[00:21:14.480 --> 00:21:15.760]  第二段
[00:21:15.760 --> 00:21:20.880]  人人都可以回家
[00:21:20.880 --> 00:21:22.480]  如果你怕
[00:21:22.480 --> 00:21:24.240]  你看這裡說得很清楚
[00:21:24.240 --> 00:21:28.560]  恐怕他弟兄的心消化
[00:21:28.560 --> 00:21:30.400]  和他一樣
[00:21:30.400 --> 00:21:32.560]  你隨便去
[00:21:32.560 --> 00:21:33.440]  沒問題的
[00:21:33.440 --> 00:21:36.640]  這個是聖經的教訓
[00:21:36.640 --> 00:21:42.000]  這個是上帝的命令
[00:21:42.000 --> 00:21:43.520]  這個是律法
[00:21:43.520 --> 00:21:45.280]  規定是這樣做的
[00:21:45.280 --> 00:21:47.840]  每一次打仗
[00:21:47.840 --> 00:21:50.640]  要不要做一次拍個短片?
[00:21:50.640 --> 00:21:53.120]  先請阿希出來說
[00:21:53.120 --> 00:21:54.320]  不要懼怕
[00:21:54.320 --> 00:21:56.160]  我給你兩分鐘出來
[00:21:56.160 --> 00:21:59.520]  說到大家熱血沸騰
[00:21:59.520 --> 00:22:01.680]  然後我請Herbert出來說
[00:22:01.680 --> 00:22:05.520]  誰怕都可以回家
[00:22:05.520 --> 00:22:07.840]  你說有沒有搞錯?
[00:22:07.840 --> 00:22:11.040]  為什麼聖經這麼奇怪?
[00:22:11.040 --> 00:22:13.440]  為什麼這麼矛盾?
[00:22:13.440 --> 00:22:16.880]  為什麼不是一把聲音?
[00:22:16.880 --> 00:22:18.320]  為什麼不是
[00:22:18.320 --> 00:22:19.680]  不用怕
[00:22:19.680 --> 00:22:21.120]  說到底都不用怕
[00:22:21.120 --> 00:22:23.840]  我們以為
[00:22:23.840 --> 00:22:27.440]  誡命上帝的教訓
[00:22:27.440 --> 00:22:32.000]  就是一往直前
