
[00:00:00.000 --> 00:00:09.000]  今天很高興跟大家開始一部新的書本,就是《藥書雅記》
[00:03:02.000 --> 00:03:06.000]  我們已經說了《針燕》和《牙歌》
[00:03:06.000 --> 00:03:11.000]  猶太人也有他們的《自慰書》,叫做《寫作》
[00:03:11.000 --> 00:03:17.000]  在猶太人的《寫作》,除了我們手頭上的五部《自慰書》
[00:03:17.000 --> 00:03:24.000]  他們也有《愛歌》、《路德記》、《以斯帖》、《以斯拉》、《尼希米》
[00:03:24.000 --> 00:03:28.000]  還有《丹爾理書》和《歷代志上下》
[00:03:28.000 --> 00:03:33.000]  很有趣的是,我們很多擺在歷史書的都擺在《寫作》
[00:03:33.000 --> 00:03:39.000]  甚至我們認為是《先知書》的《丹爾理書》,他們也擺在《寫作》那裡
[00:03:39.000 --> 00:03:45.000]  接著下來的部分就是《先知書》
[00:03:45.000 --> 00:03:49.000]  我們手頭上的《聖經》就分開大小先知書
[00:03:49.000 --> 00:03:53.000]  我跟大家說十二《先知書》的時候都說過
[00:03:53.000 --> 00:03:58.000]  十二《先知書》的小先知書不是說不重要,所以叫做小先知書
[00:03:58.000 --> 00:04:01.000]  是因為篇幅比較小
[00:04:01.000 --> 00:04:09.000]  大先知書是有《以塞雅》、《耶利米》、《耶利米愛歌》、《以西傑書》和《丹爾理書》
[00:04:09.000 --> 00:04:13.000]  小先知書就是十二部《先知書》
[00:04:13.000 --> 00:04:19.000]  你看到五部《摩西五經》、十二部《歷史書》、五部《自慰書》
[00:04:19.000 --> 00:04:25.000]  五部《大先知書》、十二部《小先知書》,剛剛就是三十九部書
[00:04:25.000 --> 00:04:30.000]  猶太人也有他們的先知書,不是分開大小
[00:04:30.000 --> 00:04:37.000]  分開前後,前先知書就是我們今天要讀的《若書雅記》
[00:04:37.000 --> 00:04:44.000]  接著就是《士司記》、《薩姆爾上下》、《列王紀上下》
[00:04:44.000 --> 00:04:48.000]  《列王紀上下》就是前先知書最後的一部
[00:04:48.000 --> 00:04:55.000]  後先知書呢,《以塞雅》、《耶利米》、《以西傑》和十二先知書
[00:04:55.000 --> 00:05:01.000]  你問為什麼猶太人這麼著重《摩西五經》,一年一度要讀《新明記》
[00:05:01.000 --> 00:05:04.000]  但是不讀《若書雅記》
[00:05:04.000 --> 00:05:08.000]  我們看看《律法書》和《前先知書》的比較
[00:05:08.000 --> 00:05:13.000]  《律法書》就是神的應許,和以色列人納約
[00:05:13.000 --> 00:05:17.000]  前先知書是這些應許的實現
[00:05:17.000 --> 00:05:24.000]  《律法書》是神的恩典,前先知書是領受這些恩典
[00:05:24.000 --> 00:05:28.000]  當然《律法書》就是律法的頒法
[00:05:28.000 --> 00:05:32.000]  但是前先知書就是遵守這些律法
[00:05:32.000 --> 00:05:35.000]  我跟大家說《耶利米哀歌》的時候,我都說過
[00:05:35.000 --> 00:05:40.000]  神和以色列人納約,就是摩西的律法
[00:05:40.000 --> 00:05:44.000]  守得好服從的話,就得到祝福
[00:05:44.000 --> 00:05:46.000]  這個就在《若書雅記》裡面
[00:05:46.000 --> 00:05:53.000]  當他們服從神的時候,神帶領他們進入加南,得到應許之地
[00:05:53.000 --> 00:05:58.000]  但是當他們做得不好,他們反叛,他們毀約
[00:05:58.000 --> 00:06:05.000]  神就趕他們出應許之地,來管教他們,懲罰他們
[00:06:05.000 --> 00:06:10.000]  這個就是前先知書最後的一本《列王幾下》
[00:06:10.000 --> 00:06:16.000]  如果《律法書》是納約,前先知書就是守約
[00:06:16.000 --> 00:06:22.000]  他們之前守得好,在《若書雅記》後來他們守得不好
[00:06:22.000 --> 00:06:27.000]  如果《律法書》是因,前先知書就是果
[00:06:27.000 --> 00:06:31.000]  所以我們看到猶太人是很著重神的因點
[00:06:31.000 --> 00:06:33.000]  所以他們讀《生命記》
[00:06:33.000 --> 00:06:36.000]  但是他們對守約好像並不是很精深
[00:06:36.000 --> 00:06:40.000]  所以他們不會去讀《若書雅記》
[00:06:40.000 --> 00:06:44.000]  我們不分看看《若書雅記》的背景
[00:06:44.000 --> 00:06:49.000]  我們看到《生命記》說到神帶領以色列人出埃及
[00:06:49.000 --> 00:06:51.000]  有出就有入
[00:06:51.000 --> 00:06:54.000]  如果神帶領他們出埃及
[00:06:54.000 --> 00:06:57.000]  而不帶領他們進入加南地的話
[00:06:57.000 --> 00:07:00.000]  這個不是完全的救贖
[00:07:00.000 --> 00:07:04.000]  我們看到因為以色列人的反叛
[00:07:04.000 --> 00:07:08.000]  他們不肯進入加南地應許之地
[00:07:08.000 --> 00:07:11.000]  怕那裡的巨人
[00:07:11.000 --> 00:07:16.000]  所以神罰以色列人20歲以上的
[00:07:16.000 --> 00:07:19.000]  除了加拿大和若書雅
[00:07:19.000 --> 00:07:22.000]  都不能進入加南地
[00:07:22.000 --> 00:07:25.000]  連摩西自己都不能進入
[00:07:25.000 --> 00:07:28.000]  摩西臨死的時候
[00:07:28.000 --> 00:07:31.000]  就將他的責任交給若書雅
[00:07:31.000 --> 00:07:35.000]  所以以色列人經過了40年在曠野
[00:07:35.000 --> 00:07:38.000]  他們就準備進入加南地
[00:07:38.000 --> 00:07:42.000]  這個地是神給阿伯拉罕的子孫
[00:07:42.000 --> 00:07:46.000]  以色列人是去到若旦河的東邊
[00:07:46.000 --> 00:07:50.000]  去到摩厄的平原在那裡紮營
[00:07:50.000 --> 00:07:53.000]  隨時等候神的呼召
[00:07:53.000 --> 00:07:55.000]  神的啓示
[00:07:55.000 --> 00:07:58.000]  何時叫他們渡過若旦河
[00:07:58.000 --> 00:08:02.000]  他們就進入加南地去取應許之地
[00:08:02.000 --> 00:08:06.000]  在以色列人進入應許之地的前面
[00:08:06.000 --> 00:08:08.000]  應許之地、加南地
[00:08:08.000 --> 00:08:11.000]  是給很多不同的人來佔據
[00:08:11.000 --> 00:08:15.000]  尤其是在若旦河西邊的這個地方
[00:08:15.000 --> 00:08:21.000]  是充滿了惡貫滿盈、很大罪的民族
[00:08:21.000 --> 00:08:25.000]  所以神不僅將這個地賜給以色列人
[00:08:25.000 --> 00:08:28.000]  他亦要透過以色列人的手
[00:08:28.000 --> 00:08:31.000]  來懲罰加南人
[00:08:31.000 --> 00:08:35.000]  其實神是很公平的、很公義的
[00:08:35.000 --> 00:08:38.000]  當那些加南人惡貫滿盈
[00:08:38.000 --> 00:08:41.000]  神是會透過以色列人懲罰他們
[00:08:41.000 --> 00:08:45.000]  但是日後當以色列人自己毀約
[00:08:45.000 --> 00:08:48.000]  神一樣是透過阿術國巴比倫
[00:08:48.000 --> 00:08:52.000]  來懲罰以色列他自己的子民
[00:08:52.000 --> 00:08:57.000]  在《文素記》的27章
[00:08:57.000 --> 00:08:59.000]  12-23節
[00:08:59.000 --> 00:09:04.000]  我們見到摩西是為若樹亞來討告
[00:09:04.000 --> 00:09:08.000]  願他能夠成為自己的繼承人
[00:09:08.000 --> 00:09:11.000]  能夠帶領以色列人進入加南地
[00:09:11.000 --> 00:09:15.000]  在《若樹亞記》的24章
[00:09:15.000 --> 00:09:20.000]  29-33節也說到若樹亞的死亡
[00:09:20.000 --> 00:09:23.000]  這個很可能是後人加上去
[00:09:23.000 --> 00:09:26.000]  根據猶太人的傳統
[00:09:26.000 --> 00:09:30.000]  是大祭司爾利亞撒加上去
[00:09:30.000 --> 00:09:33.000]  爾利亞撒就是阿倫的兒子
[00:09:33.000 --> 00:09:35.000]  但是也有傳統說
[00:09:35.000 --> 00:09:38.000]  是爾利亞撒的兒子菲尼哈
[00:09:38.000 --> 00:09:41.000]  菲尼哈就是阿倫的孫子
[00:09:41.000 --> 00:09:43.000]  如果大家記得的話
[00:09:43.000 --> 00:09:45.000]  在《文素記》的25章
[00:09:45.000 --> 00:09:49.000]  我們說到以色列人和摩壓女子
[00:09:49.000 --> 00:09:52.000]  在書集庭來恨人
[00:09:52.000 --> 00:09:55.000]  當時一槍刺死一對男女的
[00:09:55.000 --> 00:09:57.000]  這個就是菲尼哈
[00:09:57.000 --> 00:09:59.000]  根據猶太人的傳統
[00:09:59.000 --> 00:10:03.000]  《若樹亞記》24章29-33節
[00:10:03.000 --> 00:10:05.000]  就是菲尼哈所寫
[00:10:05.000 --> 00:10:08.000]  全部的《若樹亞記》
[00:10:08.000 --> 00:10:11.000]  都沒有說到誰是作者
[00:10:11.000 --> 00:10:13.000]  但是我們相信《若樹亞記》
[00:10:13.000 --> 00:10:15.000]  就是《若樹亞記》的作者
[00:10:15.000 --> 00:10:19.000]  因為他是一個最好的目擊證人
[00:10:19.000 --> 00:10:22.000]  在《若樹亞記》18章9節
[00:10:22.000 --> 00:10:25.000]  24章26節都告訴我們
[00:10:25.000 --> 00:10:29.000]  這個作者是一個目擊的證人
[00:10:29.000 --> 00:10:32.000]  其實《若樹亞記》這個名字
[00:10:32.000 --> 00:10:35.000]  不只是在《若樹亞記》才出現
[00:10:35.000 --> 00:10:39.000]  早在出《埃及記》的17章9-14節
[00:10:39.000 --> 00:10:41.000]  已經出現
[00:10:41.000 --> 00:10:46.000]  當時阿瑪利人來攻擊以色列人
[00:10:46.000 --> 00:10:50.000]  就是他們剛剛出了埃及過了紅海
[00:10:50.000 --> 00:10:55.000]  摩世就差派《若樹亞》出去迎戰
[00:10:55.000 --> 00:10:59.000]  他自己就拿著神的像去到山上高
[00:10:59.000 --> 00:11:00.000]  來土高
[00:11:00.000 --> 00:11:04.000]  當摩世是高舉神的像的時候
[00:11:04.000 --> 00:11:07.000]  《若樹亞》就打贏了
[00:11:07.000 --> 00:11:09.000]  但是每當摩世累了
[00:11:09.000 --> 00:11:10.000]  把對手放下來
[00:11:10.000 --> 00:11:13.000]  《若樹亞》就打輸了
[00:11:13.000 --> 00:11:15.000]  很有趣
[00:11:15.000 --> 00:11:19.000]  在這出《埃及記》的17章13-14節
[00:11:19.000 --> 00:11:20.000]  告訴我們
[00:11:20.000 --> 00:11:25.000]  《若樹亞》用刀殺了阿瑪利王和他的百姓
[00:11:25.000 --> 00:11:27.000]  而胡華對摩世說
[00:11:27.000 --> 00:11:32.000]  我要將阿瑪利的名號從天下傳言途末了
[00:11:32.000 --> 00:11:36.000]  你要將這話寫在書上作紀念
[00:11:36.000 --> 00:11:39.000]  由《練習》《若樹亞》聽
[00:11:39.000 --> 00:11:44.000]  我們看到神要將發生的事情寫下來
[00:11:44.000 --> 00:11:47.000]  要摩世念給《若樹亞》聽
[00:11:47.000 --> 00:11:50.000]  在《聖經》裡面有一個原則
[00:11:50.000 --> 00:11:55.000]  就是當一個人最初出現第一次被介紹的時候
[00:11:55.000 --> 00:11:58.000]  那些經文是非常非常重要的
[00:11:58.000 --> 00:12:00.000]  經文告訴我們
[00:12:00.000 --> 00:12:03.000]  《若樹亞》是和神的話語分不開
[00:12:03.000 --> 00:12:08.000]  要摩世把這個話語說給《若樹亞》聽
[00:12:08.000 --> 00:12:11.000]  在《聖經》裡面有另外一位人
[00:12:11.000 --> 00:12:14.000]  他和神的話語都是分不開的
[00:12:14.000 --> 00:12:17.000]  這位就是耶穌基督
[00:12:17.000 --> 00:12:22.000]  我們知道在《馬太福音》和《路加福音》
[00:12:22.000 --> 00:12:26.000]  都有耶穌基督的家譜
[00:12:26.000 --> 00:12:29.000]  但不是很多人知道原來在《若漢福音》
[00:12:29.000 --> 00:12:32.000]  都有耶穌基督的家譜
[00:12:32.000 --> 00:12:36.000]  《若漢》描述耶穌基督是神
[00:12:36.000 --> 00:12:39.000]  所以在《若漢福音》裡面第一章的家譜
[00:12:39.000 --> 00:12:41.000]  就是神的家譜
[00:12:41.000 --> 00:12:44.000]  一開始說太初有道
[00:12:44.000 --> 00:12:48.000]  道是什麼?道就是神的話語
[00:12:48.000 --> 00:12:51.000]  道與神同在,道就是神
[00:12:51.000 --> 00:12:55.000]  這就是《若漢福音》的第一章第一節
[00:12:55.000 --> 00:12:59.000]  我們看到耶穌基督和神的話語分不開
[00:12:59.000 --> 00:13:01.000]  他就是神的話語
[00:13:01.000 --> 00:13:06.000]  和《若樹亞》是非常相似
[00:13:06.000 --> 00:13:11.000]  其實《若樹亞》就是耶穌基督的預像
[00:13:11.000 --> 00:13:14.000]  我跟大家說《誕爾利書》的時候
[00:13:14.000 --> 00:13:16.000]  我都說過很多次
[00:13:16.000 --> 00:13:18.000]  就是《聖經》裡面有很多經文
[00:13:18.000 --> 00:13:21.000]  都是有雙重的預言
[00:13:21.000 --> 00:13:24.000]  我叫它做預言而重奏
[00:13:24.000 --> 00:13:29.000]  在《出哀及記》的23章20-21節
[00:13:29.000 --> 00:13:31.000]  就是一個很好的例子
[00:13:31.000 --> 00:13:32.000]  經文說
[00:13:32.000 --> 00:13:36.000]  看呀,我差遣使者在你的面前
[00:13:36.000 --> 00:13:41.000]  在路上保護你,領你到我所預備的地方去
[00:13:41.000 --> 00:13:44.000]  他是奉我名來的
[00:13:44.000 --> 00:13:46.000]  什麼叫奉我名來的?
[00:13:46.000 --> 00:13:49.000]  在經文裡面有一個括弧寫著
[00:13:49.000 --> 00:13:52.000]  原文是說我的名在他的身上
[00:13:52.000 --> 00:13:55.000]  或者我的名就是他
[00:13:55.000 --> 00:13:57.000]  跟著經文說
[00:13:57.000 --> 00:13:59.000]  你們要在他面前謹慎
[00:13:59.000 --> 00:14:02.000]  聽從他的話,不可嚴懲
[00:14:02.000 --> 00:14:06.000]  因為他必不赦免你們的過分
[00:14:06.000 --> 00:14:08.000]  我跟大家說過很多次
[00:14:08.000 --> 00:14:10.000]  在《雪咎約》裡面
[00:14:10.000 --> 00:14:14.000]  耶和華的使者,耶和華的天使
[00:14:14.000 --> 00:14:17.000]  就是未到成肉身的耶穌基督
[00:14:17.000 --> 00:14:20.000]  這個在聖經裡面是很清楚的
[00:14:20.000 --> 00:14:23.000]  而在《若書雅記》裡面
[00:14:23.000 --> 00:14:28.000]  我們看到真的有一位使者帶領他們進入加南地
[00:14:28.000 --> 00:14:31.000]  當他們打耶利哥那場仗的時候
[00:14:31.000 --> 00:14:33.000]  不費一兵一卒
[00:14:33.000 --> 00:14:38.000]  就是耶和華的使者自己幫他們打的這場仗
[00:14:38.000 --> 00:14:41.000]  在《若書雅記》的第五章我們看到
[00:14:41.000 --> 00:14:44.000]  其實未入耶利哥城
[00:14:44.000 --> 00:14:49.000]  《若書雅》已經遇見有耶和華軍隊的元帥
[00:14:49.000 --> 00:14:52.000]  你記不記得耶和華軍隊的元帥
[00:14:52.000 --> 00:14:54.000]  跟《若書雅》說什麼
[00:14:54.000 --> 00:14:57.000]  除了你腳上的鞋子下來
[00:14:57.000 --> 00:14:59.000]  很有趣
[00:14:59.000 --> 00:15:00.000]  如果你記得的話
[00:15:00.000 --> 00:15:03.000]  這個正正是《出埃及記》第三章
[00:15:03.000 --> 00:15:06.000]  當摩西去到山上
[00:15:06.000 --> 00:15:08.000]  見到有荊棘火焰
[00:15:08.000 --> 00:15:12.000]  有耶和華的使者在樹荊棘火焰裡面
[00:15:12.000 --> 00:15:15.000]  耶和華的使者呼叫出來說
[00:15:15.000 --> 00:15:17.000]  你站的地就是聖地
[00:15:17.000 --> 00:15:20.000]  你要把你的鞋子脫下來
[00:15:20.000 --> 00:15:21.000]  一模一樣
[00:15:21.000 --> 00:15:24.000]  兩位看到的都是耶和華使者
[00:15:24.000 --> 00:15:27.000]  都是未到成肉身的耶穌祈禱
[00:15:27.000 --> 00:15:29.000]  我們怎麼知道
[00:15:29.000 --> 00:15:32.000]  因為《約翰福音》的一章十八節
[00:15:32.000 --> 00:15:33.000]  告訴我們
[00:15:33.000 --> 00:15:35.000]  從來沒有人看見神
[00:15:35.000 --> 00:15:39.000]  是他懷裡的獨身子將他表明出來
[00:15:39.000 --> 00:15:42.000]  在聖經裡面從來沒有人看見過神
[00:15:42.000 --> 00:15:43.000]  因為神是零
[00:15:43.000 --> 00:15:47.000]  所有看見到的都是耶穌祈禱
[00:15:47.000 --> 00:15:51.000]  因為祂就要將祂的父表明出來
[00:15:51.000 --> 00:15:53.000]  其實你看到在聖經裡面
[00:15:53.000 --> 00:15:57.000]  很明顯是將摩西和《若書雅》來比較
[00:15:57.000 --> 00:15:59.000]  大家都看到耶和華的使者
[00:15:59.000 --> 00:16:01.000]  大家都要脫鞋
[00:16:01.000 --> 00:16:04.000]  摩西帶領以色列人出埃及
[00:16:04.000 --> 00:16:07.000]  過洪海、若書雅
[00:16:07.000 --> 00:16:09.000]  帶領以色列人過若旦河
[00:16:09.000 --> 00:16:11.000]  進入應去之地
[00:16:11.000 --> 00:16:14.000]  非常非常相似
[00:16:14.000 --> 00:16:16.000]  另外有一樣我們知道
[00:16:16.000 --> 00:16:20.000]  這位是未到成肉身的耶穌基督
[00:16:20.000 --> 00:16:21.000]  因為經文說
[00:16:21.000 --> 00:16:24.000]  你們不要激怒他
[00:16:24.000 --> 00:16:26.000]  他不會赦免你們
[00:16:26.000 --> 00:16:30.000]  原文不會赦免這個字的意思
[00:16:30.000 --> 00:16:33.000]  就是不會承擔你們的罪
[00:16:33.000 --> 00:16:35.000]  不會拿走你們的罪
[00:16:35.000 --> 00:16:37.000]  有沒有意思?
[00:16:37.000 --> 00:16:39.000]  誰承擔我們的罪?
[00:16:39.000 --> 00:16:41.000]  誰拿走我們的罪?
[00:16:41.000 --> 00:16:43.000]  就是耶穌基督自己
[00:16:43.000 --> 00:16:45.000]  所以很明顯這節經文
[00:16:45.000 --> 00:16:48.000]  是說未到成肉身的耶穌基督
[00:16:48.000 --> 00:16:50.000]  但是這節經文
[00:16:50.000 --> 00:16:53.000]  也可以用在《若書雅》的身上
[00:16:53.000 --> 00:16:54.000]  為什麼?
[00:16:54.000 --> 00:16:57.000]  經文說在路上他要保護你
[00:16:57.000 --> 00:17:01.000]  領你到我所預備的地方去
[00:17:01.000 --> 00:17:04.000]  是誰帶領以色列人進入加南地?
[00:17:04.000 --> 00:17:06.000]  是《若書雅》
[00:17:06.000 --> 00:17:08.000]  但是有一樣東西很有趣
[00:17:08.000 --> 00:17:12.000]  為什麼我的名字就是他
[00:17:12.000 --> 00:17:15.000]  我的名在他的身上
[00:17:15.000 --> 00:17:16.000]  我們要明白的
[00:17:16.000 --> 00:17:20.000]  我們要知道《文素記》的13章8節
[00:17:20.000 --> 00:17:22.000]  和13章16節
[00:17:22.000 --> 00:17:24.000]  就是我們今天剛才周長老
[00:17:24.000 --> 00:17:26.000]  和我們讀過的經文
[00:17:26.000 --> 00:17:29.000]  當摩西揀選12個探子的時候
[00:17:29.000 --> 00:17:33.000]  他揀選其中一個就是《若書雅》
[00:17:33.000 --> 00:17:35.000]  13章8節
[00:17:35.000 --> 00:17:37.000]  說屬以法連支派的
[00:17:37.000 --> 00:17:40.000]  有亂的兒子何西亞
[00:17:40.000 --> 00:17:44.000]  你說那只不過是何西亞
[00:17:44.000 --> 00:17:47.000]  但是你讀完13章16節
[00:17:47.000 --> 00:17:52.000]  摩西就稱亂的兒子何西亞為《若書雅》
[00:17:52.000 --> 00:17:56.000]  摩西幫何西亞改名叫做《若書雅》
[00:17:56.000 --> 00:18:00.000]  何西亞和《若書雅》有什麼分別
[00:18:00.000 --> 00:18:02.000]  何西亞就是救主
[00:18:02.000 --> 00:18:03.000]  Savir
[00:18:03.000 --> 00:18:08.000]  但是《若書雅》是Yahushua
[00:18:08.000 --> 00:18:09.000]  希伯來文
[00:18:09.000 --> 00:18:12.000]  就是耶和華是救主
[00:18:12.000 --> 00:18:14.000]  加上耶和華上去
[00:18:14.000 --> 00:18:16.000]  這個是希伯來文
[00:18:16.000 --> 00:18:18.000]  耶和華是救主
[00:18:18.000 --> 00:18:21.000]  希臘文的耶和華是救主
[00:18:21.000 --> 00:18:22.000]  是什麼名字
[00:18:22.000 --> 00:18:24.000]  是耶穌
[00:18:24.000 --> 00:18:28.000]  兩個名字其實是同一個名字
[00:18:28.000 --> 00:18:29.000]  一個是希臘文
[00:18:29.000 --> 00:18:31.000]  一個是希伯來文
[00:18:31.000 --> 00:18:35.000]  如果你手頭上有King James Version
[00:18:35.000 --> 00:18:38.000]  打開《史圖行傳》的7章45節
[00:18:38.000 --> 00:18:41.000]  或者希伯來書的4章8節
[00:18:41.000 --> 00:18:46.000]  當King James形容舊約的《若書雅》Josua
[00:18:46.000 --> 00:18:48.000]  翻譯成什麼
[00:18:48.000 --> 00:18:50.000]  因為新約是希臘文
[00:18:50.000 --> 00:18:52.000]  翻譯成Jesus
[00:18:52.000 --> 00:18:56.000]  把舊約的Josua翻譯成Jesus
[00:18:56.000 --> 00:18:59.000]  就是《若書雅》翻譯成Jesus
[00:18:59.000 --> 00:19:00.000]  很有趣
[00:19:00.000 --> 00:19:03.000]  兩個人有同一個名字
[00:19:03.000 --> 00:19:07.000]  兩個人做的事都是非常相似
[00:19:07.000 --> 00:19:08.000]  在《若書雅記》
[00:19:08.000 --> 00:19:13.000]  是《若書雅》帶領以色列人進入應許之地
[00:19:13.000 --> 00:19:15.000]  征服應許之地
[00:19:15.000 --> 00:19:18.000]  《啓示錄》是耶穌基督
[00:19:18.000 --> 00:19:22.000]  帶領眾聖徒回到世上
[00:19:22.000 --> 00:19:25.000]  征服統治這個世界
[00:19:25.000 --> 00:19:28.000]  大家記不記得在《啓示錄》第五章
[00:19:28.000 --> 00:19:32.000]  在天上有一本書卷沒有人能夠打開
[00:19:32.000 --> 00:19:36.000]  只有被殺的羔羊能夠打開
[00:19:36.000 --> 00:19:38.000]  這一本是什麼書
[00:19:38.000 --> 00:19:40.000]  這一本就是地球的契約
[00:19:40.000 --> 00:19:42.000]  世上的契約
[00:19:42.000 --> 00:19:45.000]  能夠打開地上的契約的
[00:19:45.000 --> 00:19:48.000]  就是能夠征服統治這個世界
[00:19:48.000 --> 00:19:51.000]  耶穌基督就是那一位
[00:19:51.000 --> 00:19:54.000]  我們看到不單止名字一樣
[00:19:54.000 --> 00:19:56.000]  《若書雅記》和《啓示錄》
[00:19:56.000 --> 00:19:59.000]  有很多很多相似的地方
[00:19:59.000 --> 00:20:01.000]  在這個系列裡面
[00:20:01.000 --> 00:20:05.000]  我會將所有相似的地方都指出來給大家看
[00:20:05.000 --> 00:20:08.000]  你們可能會覺得非常驚訝
[00:20:08.000 --> 00:20:13.000]  其實《若書雅記》可以說是《啓示錄》的預言
[00:20:13.000 --> 00:20:15.000]  在舊約的預言
[00:20:15.000 --> 00:20:21.000]  《若書雅記》成書的日期又是什麼時候呢
[00:20:21.000 --> 00:20:24.000]  我們知道《若書雅》寫《若書雅記》的時候
[00:20:24.000 --> 00:20:26.000]  經文說拉合
[00:20:26.000 --> 00:20:29.000]  這個妓女拉合仍然活著
[00:20:29.000 --> 00:20:33.000]  在《若書雅記》的六章二十五節
[00:20:33.000 --> 00:20:35.000]  拉合是誰
[00:20:35.000 --> 00:20:38.000]  根據《馬太福音》的第一章
[00:20:38.000 --> 00:20:41.000]  耶穌基督的家譜告訴我們
[00:20:41.000 --> 00:20:45.000]  拉合就是耶穌基督的真真祖母
[00:20:45.000 --> 00:20:49.000]  當時拉合仍然活著
[00:20:49.000 --> 00:20:53.000]  另外在《若書雅記》的十五章六十三節
[00:20:53.000 --> 00:20:57.000]  說猶太人不能把耶布斯人趕出去
[00:20:57.000 --> 00:21:03.000]  耶布斯人就在耶路撒冷與猶太人同住直到今日
[00:21:03.000 --> 00:21:05.000]  《若書雅記》的時候
[00:21:05.000 --> 00:21:08.000]  耶布斯人未被趕出去
[00:21:08.000 --> 00:21:10.000]  他們是什麼時候被趕出去的
[00:21:10.000 --> 00:21:12.000]  是被大衛
[00:21:12.000 --> 00:21:15.000]  當大衛成為以色列王
[00:21:15.000 --> 00:21:18.000]  在撒姆以下的五章五至九節
[00:21:18.000 --> 00:21:20.000]  說他征服了耶路撒冷
[00:21:20.000 --> 00:21:23.000]  把耶布斯人趕出去
[00:21:23.000 --> 00:21:28.000]  我們知道大衛什麼時候成為王
[00:21:28.000 --> 00:21:33.000]  我們也知道拉合就是耶穌基督的真真祖母
[00:21:33.000 --> 00:21:36.000]  當《若書雅》寫《若書雅記》
[00:21:36.000 --> 00:21:37.000]  拉合仍然活著
[00:21:37.000 --> 00:21:43.000]  你就很容易計算得到《若書雅記》成書的日期是什麼時候
[00:21:43.000 --> 00:21:48.000]  就是應該差不多是公元前的1405年
[00:21:48.000 --> 00:21:53.000]  至公元前的1385年
[00:21:53.000 --> 00:21:59.000]  《若書雅記》有什麼神學思想呢
[00:21:59.000 --> 00:22:03.000]  一個很中心的思想就是神的信神
[00:22:03.000 --> 00:22:08.000]  神允許了加南地給阿伯拉罕的子孫
[00:22:08.000 --> 00:22:12.000]  現在《若書雅》帶領以色列人進入加南地
[00:22:12.000 --> 00:22:15.000]  成就了這個允許
[00:22:15.000 --> 00:22:17.000]  要得到允許之地
[00:22:17.000 --> 00:22:19.000]  要得到所次之地
[00:22:19.000 --> 00:22:23.000]  在《若書雅記》裡面出現超過20次
[00:22:23.000 --> 00:22:26.000]  所以是一個很中心的思想
