
[00:00:00.000 --> 00:00:04.000]  大家好 節目平安
[00:01:52.000 --> 00:02:00.000]  所以祂的創造也是反映出祂自己的本性 就是祂的良善、祂的完美
[00:02:00.000 --> 00:02:03.000]  所以神絕對不是邪惡的創造者
[00:02:03.000 --> 00:02:09.000]  邪惡是在於神以外 不是神所創造
[00:02:09.000 --> 00:02:15.000]  其實罪、邪惡、死亡 根本與神扯不上關係
[00:02:15.000 --> 00:02:22.000]  我們剛才說有很多人認為進化論就是人類的起源
[00:02:22.000 --> 00:02:28.000]  進化論是什麼? 識者生存、敗者滅亡
[00:02:28.000 --> 00:02:33.000]  滅亡是什麼? 就是死亡敗壞
[00:02:33.000 --> 00:02:38.000]  死亡敗壞與神有沒有關係? 絕對沒有關係
[00:02:38.000 --> 00:02:43.000]  有很多很好的基督徒他們都相信進化論
[00:02:43.000 --> 00:02:46.000]  我們要知道神是善良、是聖潔
[00:02:46.000 --> 00:02:52.000]  根本與罪與邪惡與死亡敗壞扯不上關係
[00:02:52.000 --> 00:02:56.000]  所以進化論絕對不是從神而來
[00:02:56.000 --> 00:03:00.000]  神絕對不會用進化論來創造人
[00:03:00.000 --> 00:03:05.000]  我們不妨看看聖經告訴我們神是怎樣的
[00:03:05.000 --> 00:03:10.000]  幫助我們能夠明白神的創造又是怎樣
[00:03:10.000 --> 00:03:13.000]  首先我們看到神是完全聖潔的
[00:03:13.000 --> 00:03:15.000]  在以賽亞書第六章
[00:03:15.000 --> 00:03:20.000]  記不記得以賽亞先知見到神高高坐在他的寶座上
[00:03:20.000 --> 00:03:25.000]  四周有天使大聲說「聖哉!聖哉!聖哉!」
[00:03:25.000 --> 00:03:27.000]  神是聖潔的
[00:03:27.000 --> 00:03:31.000]  還有哈巴谷書一章十三節說
[00:03:31.000 --> 00:03:35.000]  神的眼目清潔不看邪僻不看奸狐
[00:03:35.000 --> 00:03:42.000]  神是聖潔的甚至不能看邪僻不能看奸狐
[00:03:42.000 --> 00:03:47.000]  在哥倫多前書十四章三十三節說
[00:03:47.000 --> 00:03:52.000]  因為神不是叫人混亂乃是叫人安靜
[00:03:52.000 --> 00:03:57.000]  混亂這個字在希臘文可以翻譯成犯罪
[00:03:57.000 --> 00:04:02.000]  所以這節的經文說神絕對不會叫人犯罪
[00:04:02.000 --> 00:04:06.000]  就好像亞國書一章十三節說
[00:04:06.000 --> 00:04:12.000]  神是不能被試探他也不能試探人
[00:04:12.000 --> 00:04:16.000]  在約翰一書一章五節說
[00:04:16.000 --> 00:04:20.000]  神時光在他毫無黑暗
[00:04:20.000 --> 00:04:23.000]  我們說神是靈
[00:04:23.000 --> 00:04:25.000]  雖然聖經是這樣說
[00:04:25.000 --> 00:04:29.000]  我們怎知道神是這麼聖潔這麼完美
[00:04:29.000 --> 00:04:33.000]  你看耶穌基督道成肉身來到世上
[00:04:33.000 --> 00:04:38.000]  讓我們見到這位神就是聖潔無瑕疵
[00:04:38.000 --> 00:04:40.000]  無罪無邪惡
[00:04:40.000 --> 00:04:43.000]  這個就是神道成肉身
[00:04:43.000 --> 00:04:47.000]  在書約翰福音一章十八節也告訴我們
[00:04:47.000 --> 00:04:51.000]  從來沒有人見過神是附懷裡的獨身子
[00:04:51.000 --> 00:04:53.000]  將祂顯明出來
[00:04:53.000 --> 00:04:58.000]  聖經也告訴我們神是真無邪惡
[00:04:58.000 --> 00:05:01.000]  在針研的六章十六至六十九節
[00:05:01.000 --> 00:05:04.000]  和詩篇的五篇第六節
[00:05:04.000 --> 00:05:08.000]  有一節的經文很多時候我們都忽視了
[00:05:08.000 --> 00:05:13.000]  告訴我們罪惡邪惡絕對不是出於神
[00:05:13.000 --> 00:05:17.000]  這節的經文就在書約翰一書的二章十六節
[00:05:17.000 --> 00:05:22.000]  因為凡世界上的事就像肉體的情慾
[00:05:22.000 --> 00:05:25.000]  眼目的情慾並今生的驕傲
[00:05:25.000 --> 00:05:28.000]  這些都是我們的罪
[00:05:28.000 --> 00:05:32.000]  就是肉體的情慾眼目的情慾和今生的驕傲
[00:05:32.000 --> 00:05:35.000]  約翰說在哪裡來的
[00:05:35.000 --> 00:05:39.000]  都不是從父來的乃是從世界來的
[00:05:39.000 --> 00:05:42.000]  所以邪惡不是出於神
[00:05:42.000 --> 00:05:44.000]  是神以外
[00:05:44.000 --> 00:05:46.000]  是從這個世界而來
[00:05:46.000 --> 00:05:51.000]  也就是說是在神的創造之物被造之物而來
[00:05:51.000 --> 00:05:56.000]  你說神創造一切都是完美
[00:05:56.000 --> 00:05:58.000]  那麼邪惡在哪裡來呢?
[00:05:58.000 --> 00:06:00.000]  其實我剛才已經說了
[00:06:00.000 --> 00:06:02.000]  就在《創世紀》的第三章
[00:06:02.000 --> 00:06:07.000]  是有一個非常具戲劇性的場面出現
[00:06:07.000 --> 00:06:10.000]  以至這個世界變成現在這樣
[00:06:10.000 --> 00:06:14.000]  充滿了邪惡充滿了罪
[00:06:14.000 --> 00:06:16.000]  我們一起來看看
[00:06:16.000 --> 00:06:18.000]  首先《創世紀》的第三章
[00:06:18.000 --> 00:06:20.000]  就是有蛇的出現
[00:06:20.000 --> 00:06:23.000]  他和夏娃來說話
[00:06:23.000 --> 00:06:28.000]  「蛇」這個字在希伯來文就是「Nahash」這個字
[00:06:28.000 --> 00:06:30.000]  其實在舊約在希伯來文
[00:06:30.000 --> 00:06:34.000]  有另外一個字也可以解釋「蛇」
[00:06:34.000 --> 00:06:36.000]  就是「Tanin」
[00:06:36.000 --> 00:06:39.000]  「Tanin」和「Nahash」都是爬蟲的動物
[00:06:39.000 --> 00:06:42.000]  這兩個字是可以相替換
[00:06:42.000 --> 00:06:46.000]  在《埃及記》的七章九至十五節
[00:06:46.000 --> 00:06:50.000]  記不記得神叫摩西去見法老王
[00:06:50.000 --> 00:06:56.000]  叫他容許以色列人離開出埃及
[00:06:56.000 --> 00:07:00.000]  神也給摩西有神跡歧視的能力
[00:07:00.000 --> 00:07:03.000]  摩西和亞倫就去見法老王
[00:07:03.000 --> 00:07:08.000]  當亞倫將他的像扔在地上的時候
[00:07:08.000 --> 00:07:10.000]  馬上就變成蛇
[00:07:10.000 --> 00:07:12.000]  就是「Tanin」這個字
[00:07:12.000 --> 00:07:16.000]  在出埃及記的第七章九節和十節
[00:07:16.000 --> 00:07:20.000]  但當摩西再重申這件事的時候
[00:07:20.000 --> 00:07:23.000]  在《埃及記》的七章十五節
[00:07:23.000 --> 00:07:26.000]  經文就用了「Nahash」這個字
[00:07:26.000 --> 00:07:29.000]  有沒有看到這兩個字可以相替換
[00:07:29.000 --> 00:07:34.000]  我們說「Nahash」和「Tanin」都是爬蟲類動物
[00:07:34.000 --> 00:07:36.000]  「Nahash」就是蛇
[00:07:36.000 --> 00:07:39.000]  「Tanin」可以翻譯成龍
[00:07:39.000 --> 00:07:41.000]  也可以翻譯成海怪
[00:07:41.000 --> 00:07:45.000]  所以在《創世紀》的第三章所出現的
[00:07:45.000 --> 00:07:47.000]  可能是一條蛇
[00:07:47.000 --> 00:07:49.000]  也可能是一條龍
[00:07:49.000 --> 00:07:51.000]  很多的畫家
[00:07:51.000 --> 00:07:55.000]  當他們畫《創世紀》第三章的情形時
[00:07:55.000 --> 00:08:01.000]  他們都會將這條蛇畫得好像我們今時今日的蛇
[00:08:01.000 --> 00:08:02.000]  就是沒有腳的
[00:08:02.000 --> 00:08:05.000]  甚至有時掛在樹枝上
[00:08:05.000 --> 00:08:08.000]  但是我們要知道
[00:08:08.000 --> 00:08:11.000]  是去到《創世紀》的三章十四節
[00:08:11.000 --> 00:08:13.000]  蛇被神詛咒之後
[00:08:13.000 --> 00:08:17.000]  才用土腹來行路
[00:08:17.000 --> 00:08:19.000]  就好像現在的蛇一樣
[00:08:19.000 --> 00:08:25.000]  在地上彎彎曲曲地行走
[00:08:25.000 --> 00:08:27.000]  但是在伊甸園
[00:08:27.000 --> 00:08:30.000]  他第一次和夏娃見面的時候
[00:08:30.000 --> 00:08:33.000]  很可能是一隻站立的動物
[00:08:33.000 --> 00:08:41.000]  有人說:你剛才才說那哈什和帕敏是爬蟲類的動物
[00:08:41.000 --> 00:08:44.000]  你現在又說牠是站立的?
[00:08:44.000 --> 00:08:47.000]  你有沒有見過那些蜥蜴?
[00:08:47.000 --> 00:08:50.000]  那些蜥蜴?甚至是猴子
[00:08:50.000 --> 00:08:53.000]  牠們都是爬著爬著
[00:08:53.000 --> 00:08:56.000]  但是牠們都可以站起來
[00:08:56.000 --> 00:08:59.000]  其實當年在伊甸園
[00:08:59.000 --> 00:09:02.000]  也可能是一種恐龍類的生物
[00:09:02.000 --> 00:09:05.000]  希伯來文的那哈什這個字
[00:09:05.000 --> 00:09:09.000]  其實意思就是發出嘶嘶聲
[00:09:09.000 --> 00:09:11.000]  就好像一條蛇
[00:09:11.000 --> 00:09:14.000]  發出咻咻的聲音
[00:09:14.000 --> 00:09:16.000]  就好像一條蛇一樣
[00:09:16.000 --> 00:09:22.000]  其實在這條蛇或者是龍的後面是誰呢?
[00:09:22.000 --> 00:09:23.000]  就是撒旦
[00:09:23.000 --> 00:09:29.000]  撒旦這個名字的意思就是敵人就是對手
[00:09:29.000 --> 00:09:33.000]  他的確是神的敵人也是人的敵人
[00:09:33.000 --> 00:09:38.000]  在舊約裡面撒旦這個字一共出現23次
[00:09:38.000 --> 00:09:42.000]  最早出現在歷代誌上的第21章
[00:09:42.000 --> 00:09:47.000]  有一半的時候這個字是說到敵人或者對手
[00:09:47.000 --> 00:09:49.000]  和撒旦無關
[00:09:49.000 --> 00:09:53.000]  但是其餘的一半就是有關撒旦
[00:09:53.000 --> 00:09:57.000]  而我們在約伯記和撒加利亞書裡面
[00:09:57.000 --> 00:10:00.000]  都能夠見到撒旦的行為
[00:10:00.000 --> 00:10:02.000]  撒旦所做的事
[00:10:02.000 --> 00:10:04.000]  他是指控信徒
[00:10:04.000 --> 00:10:07.000]  在約伯記裡面他指控約伯
[00:10:07.000 --> 00:10:09.000]  在撒加利亞書裡面
[00:10:09.000 --> 00:10:13.000]  他是指控拜濟斯約書雅
[00:10:13.000 --> 00:10:17.000]  撒旦這個字在新約出現33次
[00:10:17.000 --> 00:10:21.000]  全部都是有關撒旦的名詞
[00:10:21.000 --> 00:10:23.000]  在聖經裡面
[00:10:23.000 --> 00:10:27.000]  我們都見到其實邪靈是可以附在人
[00:10:27.000 --> 00:10:29.000]  或者動物的身上
[00:10:29.000 --> 00:10:30.000]  我們怎麼知道呢?
[00:10:30.000 --> 00:10:32.000]  耶穌基督在世的時候
[00:10:32.000 --> 00:10:34.000]  有很多人被鬼附
[00:10:34.000 --> 00:10:37.000]  耶穌基督時時都要趕鬼
[00:10:37.000 --> 00:10:40.000]  然後那隻鬼魔出來之後
[00:10:40.000 --> 00:10:42.000]  是可以附在豬群的身上
[00:10:42.000 --> 00:10:43.000]  記不記得?
[00:10:43.000 --> 00:10:45.000]  就是動物的身上
[00:10:45.000 --> 00:10:49.000]  我相信撒旦就是附在樹上這條蛇
[00:10:49.000 --> 00:10:51.000]  或者是龍的身上
[00:10:51.000 --> 00:10:55.000]  而聖經真的非常一致性
[00:10:55.000 --> 00:11:00.000]  在啟示錄第十二章第九節告訴我們
[00:11:00.000 --> 00:11:01.000]  撒旦是什麼?
[00:11:01.000 --> 00:11:03.000]  是古蛇是大龍
[00:11:03.000 --> 00:11:04.000]  有沒有見到?
[00:11:04.000 --> 00:11:07.000]  新舊約都是一致
[00:11:07.000 --> 00:11:10.000]  舊約彭因和納卡什
[00:11:10.000 --> 00:11:14.000]  就給我們見到撒旦是蛇是龍
[00:11:14.000 --> 00:11:18.000]  而啟示錄裡面都是這樣告訴我們
[00:11:18.000 --> 00:11:22.000]  撒旦很想帶領夏娃背叛神
[00:11:22.000 --> 00:11:24.000]  就好像他自己一樣
[00:11:24.000 --> 00:11:26.000]  其實他是比人類
[00:11:26.000 --> 00:11:30.000]  比亞當夏娃先背叛神
[00:11:30.000 --> 00:11:33.000]  他早在以賽亞書十四章十五節
[00:11:33.000 --> 00:11:35.000]  他心裡面曾經想
[00:11:35.000 --> 00:11:37.000]  我要升到天上
[00:11:37.000 --> 00:11:39.000]  我要高舉我的寶座
[00:11:39.000 --> 00:11:42.000]  在神眾星以上
[00:11:42.000 --> 00:11:45.000]  當他想變到好像神那樣
[00:11:45.000 --> 00:11:48.000]  結果他就變得完全不像神
[00:11:48.000 --> 00:11:51.000]  神是聖潔的、是良善的
[00:11:51.000 --> 00:11:53.000]  當撒旦背叛神的時候
[00:11:53.000 --> 00:11:55.000]  邪惡就出現了
[00:11:55.000 --> 00:11:58.000]  所以他知道亞當夏娃
[00:11:58.000 --> 00:12:01.000]  如果是背叛神的話
[00:12:01.000 --> 00:12:03.000]  結果就會和他一樣
[00:12:03.000 --> 00:12:07.000]  他就想亞當夏娃報他的後塵
[00:12:07.000 --> 00:12:10.000]  在《創世紀》的第一章二十八節
[00:12:10.000 --> 00:12:14.000]  其實當時神已經吩咐亞當
[00:12:14.000 --> 00:12:18.000]  要生養眾多遍滿地面
[00:12:18.000 --> 00:12:21.000]  所以當亞當犯罪的時候
[00:12:21.000 --> 00:12:24.000]  也帶領了全人類來犯罪
[00:12:24.000 --> 00:12:28.000]  正好像羅馬書的第五章告訴我們
[00:12:28.000 --> 00:12:31.000]  那條蛇就問夏娃
[00:12:31.000 --> 00:12:33.000]  神喜事真說
[00:12:33.000 --> 00:12:38.000]  不許你們吃原宗所有樹上的果子嗎?
[00:12:38.000 --> 00:12:40.000]  你有沒有看到?
[00:12:40.000 --> 00:12:42.000]  那條蛇和夏娃說話
[00:12:42.000 --> 00:12:45.000]  但夏娃好像沒有害怕
[00:12:45.000 --> 00:12:50.000]  如果是你走到你的後院、後花園散步的時候
[00:12:50.000 --> 00:12:52.000]  突然間看到那條蛇
[00:12:52.000 --> 00:12:54.000]  翹起來和你講話你會怎樣?
[00:12:54.000 --> 00:12:57.000]  我相信你害怕得鼻孔都沒有肉
[00:12:57.000 --> 00:12:59.000]  馬上走回家裡
[00:12:59.000 --> 00:13:02.000]  但夏娃完全沒有驚惶
[00:13:02.000 --> 00:13:05.000]  所以有神學家說
[00:13:05.000 --> 00:13:07.000]  當時可能伊甸園裡面
[00:13:07.000 --> 00:13:10.000]  所有的動物都懂得講話
[00:13:10.000 --> 00:13:13.000]  所以夏娃就不害怕
[00:13:13.000 --> 00:13:15.000]  但未必
[00:13:15.000 --> 00:13:18.000]  因為可能亞當、夏娃當時還未熟悉
[00:13:18.000 --> 00:13:20.000]  園裡面的一切
[00:13:20.000 --> 00:13:24.000]  所以看到那條蛇講話都不覺得奇怪
[00:13:24.000 --> 00:13:26.000]  有沒有看到?
[00:13:26.000 --> 00:13:28.000]  這個撒旦和夏娃所講的話
[00:13:28.000 --> 00:13:30.000]  是不是神的話語?
[00:13:30.000 --> 00:13:35.000]  神母說不可以吃所有樹上的果子
[00:13:35.000 --> 00:13:40.000]  只是園中分別善惡的一棵樹的果子
[00:13:40.000 --> 00:13:44.000]  所以撒旦講的話不是完全屬實
[00:13:44.000 --> 00:13:47.000]  他將神變成一個很苛刻的神
[00:13:47.000 --> 00:13:50.000]  所有的果子都不讓你吃
[00:13:50.000 --> 00:13:53.000]  夏娃就回答這條蛇
[00:13:53.000 --> 00:13:56.000]  他說園中樹上的果子我們可以吃
[00:13:56.000 --> 00:14:00.000]  唯有園中那棵樹上的果子
[00:14:00.000 --> 00:14:03.000]  就是分別善惡樹的果子
[00:14:03.000 --> 00:14:07.000]  神曾說你們不可吃也不可摸
[00:14:07.000 --> 00:14:09.000]  免得你們死
[00:14:09.000 --> 00:14:13.000]  撒旦在神的話語上加多了一些東西
[00:14:13.000 --> 00:14:17.000]  夏娃也在神的話語上加鹽加醋
[00:14:17.000 --> 00:14:20.000]  就是加多了「不可摸」
[00:14:20.000 --> 00:14:23.000]  其實夏娃就是第一個法利賽人
[00:14:23.000 --> 00:14:24.000]  為什麼?
[00:14:24.000 --> 00:14:27.000]  因為法利賽人最擅長的
[00:14:27.000 --> 00:14:31.000]  就是在神的話語的四周圍加上欄杆
[00:14:31.000 --> 00:14:34.000]  加上了自己的律例典章
[00:14:34.000 --> 00:14:36.000]  自己的條例
[00:14:36.000 --> 00:14:37.000]  為什麼?
[00:14:37.000 --> 00:14:41.000]  因為他們自己的心很想做神說不可以做的事
[00:14:41.000 --> 00:14:44.000]  所以他們就起一個欄杆
[00:14:44.000 --> 00:14:47.000]  這樣就不會觸摸神的律法
[00:14:47.000 --> 00:14:49.000]  不會觸犯神的律法
[00:14:49.000 --> 00:14:52.000]  一個好的例子就是神說
[00:14:52.000 --> 00:14:54.000]  當守安息日
[00:14:54.000 --> 00:14:56.000]  你們要安息
[00:14:56.000 --> 00:14:58.000]  你們要紀念我
[00:14:58.000 --> 00:15:00.000]  其實神的意思是什麼?
[00:15:00.000 --> 00:15:02.000]  如果你們愛我的話
[00:15:02.000 --> 00:15:04.000]  就會用那天來紀念我
[00:15:04.000 --> 00:15:07.000]  不是說真的什麼都不能做
[00:15:07.000 --> 00:15:10.000]  你們那天要安息是要紀念我
[00:15:10.000 --> 00:15:13.000]  但是那些法利賽人就說
[00:15:13.000 --> 00:15:16.000]  這條律法怎麼守?
[00:15:16.000 --> 00:15:18.000]  難道什麼都不做嗎?
[00:15:18.000 --> 00:15:21.000]  所以他們就在這條律法上加上欄杆
[00:15:21.000 --> 00:15:24.000]  你走路走多過幾多步
[00:15:24.000 --> 00:15:27.000]  你就是違反了這條律例
[00:15:27.000 --> 00:15:30.000]  你吐口水吐遠過幾多呎
[00:15:30.000 --> 00:15:33.000]  你就是犯了這條律法
[00:15:33.000 --> 00:15:35.000]  但是其實神給這條律法
[00:15:35.000 --> 00:15:38.000]  是要以色列人用心來守
[00:15:38.000 --> 00:15:41.000]  記不記得耶穌基督來到世上
[00:15:41.000 --> 00:15:43.000]  祂在安息日醫治人
[00:15:43.000 --> 00:15:46.000]  就被法利賽人罵
[00:15:46.000 --> 00:15:50.000]  其實耶穌基督醫人是出於什麼?
[00:15:50.000 --> 00:15:52.000]  出於祂的愛心
[00:15:52.000 --> 00:15:56.000]  而祂愛人的心是反映出祂愛神的心
[00:15:56.000 --> 00:15:57.000]  我們都是一樣
[00:15:57.000 --> 00:15:59.000]  當我們愛神的時候
[00:15:59.000 --> 00:16:01.000]  我們自然會愛人
[00:16:01.000 --> 00:16:03.000]  就算安息日有人有需要
[00:16:03.000 --> 00:16:05.000]  我們都會去幫
[00:16:05.000 --> 00:16:08.000]  但是法利賽人就罵耶穌基督
[00:16:08.000 --> 00:16:11.000]  因為他們是著重愛在的行為
[00:16:11.000 --> 00:16:13.000]  見到耶穌基督去醫病
[00:16:13.000 --> 00:16:15.000]  他們就不值得
[00:16:15.000 --> 00:16:19.000]  就說耶穌基督是違背了安息日的律例典章
[00:16:19.000 --> 00:16:21.000]  其實神是看心
[00:16:21.000 --> 00:16:23.000]  不是看我們愛在的行為
[00:16:23.000 --> 00:16:26.000]  那夏娃呢?也是一樣
[00:16:26.000 --> 00:16:30.000]  在神的話語上加多了自己的誡命
[00:16:30.000 --> 00:16:34.000]  其實夏娃很想吃那個果子
[00:16:34.000 --> 00:16:36.000]  分別是我樹上的果子
[00:16:36.000 --> 00:16:38.000]  心癢難熬
[00:16:38.000 --> 00:16:39.000]  所以她跟自己說
[00:16:39.000 --> 00:16:40.000]  喂!不要摸啊!
[00:16:40.000 --> 00:16:42.000]  神不准我摸啊!
[00:16:42.000 --> 00:16:43.000]  摸是什麼?
[00:16:43.000 --> 00:16:44.000]  是行為
[00:16:44.000 --> 00:16:47.000]  如果我不去摸我就不會吃
[00:16:47.000 --> 00:16:48.000]  但是沒有用的
[00:16:48.000 --> 00:16:50.000]  因為她的心始終都想吃
[00:16:50.000 --> 00:16:53.000]  而最後我們知道她不僅摸了
[00:16:53.000 --> 00:16:56.000]  也吃了禁果
[00:16:56.000 --> 00:16:58.000]  在《創世紀》的三章五節
[00:16:58.000 --> 00:17:01.000]  撒旦就跟夏娃說
[00:17:01.000 --> 00:17:04.000]  喂!因為神知道你們吃的日子
[00:17:04.000 --> 00:17:06.000]  眼睛就明亮了
[00:17:06.000 --> 00:17:10.000]  你們便如神能知善惡
[00:17:10.000 --> 00:17:13.000]  撒旦要夏娃質疑神的話語
[00:17:13.000 --> 00:17:15.000]  質疑神的品格
[00:17:15.000 --> 00:17:17.000]  甚至是怪責神
[00:17:17.000 --> 00:17:21.000]  神不要你們吃分別善惡樹上的果子
[00:17:21.000 --> 00:17:23.000]  就是他自私
[00:17:23.000 --> 00:17:25.000]  因為你吃了之後
[00:17:25.000 --> 00:17:28.000]  你就會跟神一樣知道一切
[00:17:28.000 --> 00:17:32.000]  而夏娃很想像神一樣知道一切
[00:17:32.000 --> 00:17:34.000]  所以她吃了禁果
[00:17:34.000 --> 00:17:37.000]  也將禁果給亞當吃了
[00:17:37.000 --> 00:17:39.000]  接下來我們就知道
[00:17:39.000 --> 00:17:41.000]  亞當賴夏娃
[00:17:41.000 --> 00:17:43.000]  夏娃賴撒旦
[00:17:43.000 --> 00:17:47.000]  我相信撒旦當然是怪神
[00:17:47.000 --> 00:17:52.000]  其實撒旦不能使我們犯罪
[00:17:52.000 --> 00:17:54.000]  撒旦只能引誘我們
[00:17:54.000 --> 00:17:57.000]  當我們真正犯罪的時候
[00:17:57.000 --> 00:18:00.000]  我們是自己揀選犯罪
[00:18:00.000 --> 00:18:05.000]  所以我們一定要對自己的行為負責
[00:18:05.000 --> 00:18:06.000]  我再說一次
[00:18:06.000 --> 00:18:09.000]  撒旦不可以令我們犯罪
[00:18:09.000 --> 00:18:13.000]  撒旦只能引誘我們犯罪
[00:18:13.000 --> 00:18:15.000]  有人說:牧師
[00:18:15.000 --> 00:18:17.000]  我來這裡聽這篇道
[00:18:17.000 --> 00:18:22.000]  就是要知道究竟邪惡的源頭在哪裡
[00:18:22.000 --> 00:18:25.000]  你講了這麼久都還沒告訴我
[00:18:25.000 --> 00:18:27.000]  邪惡在哪裡
[00:18:27.000 --> 00:18:29.000]  我現在就要說
[00:18:29.000 --> 00:18:32.000]  我們剛才說神創造一切都是美好
[00:18:32.000 --> 00:18:37.000]  所以神的創造也是反映出神自己
[00:18:37.000 --> 00:18:40.000]  所以這個邪惡在神以外
[00:18:40.000 --> 00:18:42.000]  不在神的裡面
[00:18:42.000 --> 00:18:45.000]  神創造了天使和人類
[00:18:45.000 --> 00:18:49.000]  神也給了天使和人類三樣東西
[00:18:49.000 --> 00:18:50.000]  哪三樣?
[00:18:50.000 --> 00:18:55.000]  就是智慧、理性和有選擇的能力
[00:18:55.000 --> 00:18:58.000]  神給人和天使有智慧
[00:18:58.000 --> 00:19:00.000]  讓他們能夠明白事理
[00:19:00.000 --> 00:19:04.000]  例如神說給誡命給亞當夏娃
[00:19:04.000 --> 00:19:08.000]  不可以從分別善惡樹上的果子來吃
[00:19:08.000 --> 00:19:11.000]  你要明白這個誡命
[00:19:11.000 --> 00:19:14.000]  你要明白哪棵樹是分別善惡樹
[00:19:14.000 --> 00:19:16.000]  哪棵是其他的樹
[00:19:16.000 --> 00:19:21.000]  然後神給他們有理性來分析事理
[00:19:21.000 --> 00:19:25.000]  例如神叫夏娃不要吃樹上的果子
[00:19:25.000 --> 00:19:28.000]  如果你吃的話就會死
[00:19:28.000 --> 00:19:30.000]  是為了夏娃亞當好
[00:19:30.000 --> 00:19:32.000]  死亡是什麼?
[00:19:32.000 --> 00:19:34.000]  是靈裡面的死亡
[00:19:34.000 --> 00:19:37.000]  雖然亞當夏娃吃了禁果
[00:19:37.000 --> 00:19:38.000]  沒有立刻死
[00:19:38.000 --> 00:19:41.000]  但他們就同神分離
[00:19:41.000 --> 00:19:44.000]  所以夏娃要懂得分析
[00:19:44.000 --> 00:19:47.000]  究竟是神叫我不要吃
[00:19:47.000 --> 00:19:48.000]  是為了我好
[00:19:48.000 --> 00:19:51.000]  不想我和神在靈裡面分離
[00:19:51.000 --> 00:19:53.000]  還是神真的自私
[00:19:53.000 --> 00:19:55.000]  不想我好像他一樣
[00:19:55.000 --> 00:19:57.000]  能夠知道一切?
[00:19:57.000 --> 00:20:01.000]  這個就是神給夏娃有能力來分析
[00:20:01.000 --> 00:20:03.000]  然後分析完
[00:20:03.000 --> 00:20:07.000]  就能夠自己揀選怎樣來回應
[00:20:07.000 --> 00:20:11.000]  很不幸亞當夏娃都吃了禁果
[00:20:11.000 --> 00:20:14.000]  他們都選擇去背叛神
[00:20:14.000 --> 00:20:16.000]  而不是服從神
[00:20:16.000 --> 00:20:19.000]  當他們背叛神的時候
[00:20:19.000 --> 00:20:23.000]  就啟發了開始了邪惡
[00:20:23.000 --> 00:20:26.000]  其實邪惡不是一件事物
[00:20:26.000 --> 00:20:28.000]  邪惡的確是存在的
[00:20:28.000 --> 00:20:31.000]  有很多人都說邪惡不存在
[00:20:31.000 --> 00:20:35.000]  例如有一種人是他們相信幻象論
[00:20:35.000 --> 00:20:39.000]  他們相信樣樣這些邪惡、苦難、罪
[00:20:39.000 --> 00:20:41.000]  都是人想出來的、作出來的
[00:20:41.000 --> 00:20:43.000]  是不存在的
[00:20:43.000 --> 00:20:44.000]  他們錯了
[00:20:44.000 --> 00:20:48.000]  這些苦難、這些邪惡真的存在
[00:20:48.000 --> 00:20:51.000]  但是邪惡不是一種事物
[00:20:51.000 --> 00:20:54.000]  只不過是良善的負面
[00:20:54.000 --> 00:20:56.000]  正義的負面
[00:20:56.000 --> 00:20:58.000]  完美的負面
[00:20:58.000 --> 00:21:00.000]  聖潔的負面
[00:21:00.000 --> 00:21:02.000]  其實就好像黑暗一樣
