
[00:00:00.000 --> 00:00:03.420]  很難得 港島這麼少人請
[00:05:57.200 --> 00:06:01.200]  但他恐怕他的兒子的心離開了神
[00:06:01.200 --> 00:06:09.200]  接著那句 這個恐怕 心中有個證實
[00:06:09.200 --> 00:06:13.200]  有個常常這樣行 即是說
[00:06:13.200 --> 00:06:17.200]  我最後的恐怕 恐怕我自己漏了
[00:06:17.200 --> 00:06:23.200]  不是常常這樣為我的兒子祈禱 獻煩祭
[00:06:23.200 --> 00:06:28.200]  叫他自結 我都怕漏一天都不行
[00:06:28.200 --> 00:06:32.200]  有什麼顯示呢
[00:06:32.200 --> 00:06:38.200]  如果你向人家介紹你的信仰 叫人回禮儀會
[00:06:38.200 --> 00:06:43.200]  那些人現在就會問你
[00:06:43.200 --> 00:06:48.200]  這個日子 真是全世界都這麼慘
[00:06:48.200 --> 00:06:54.200]  你現在信那些 信教 基督教
[00:06:54.200 --> 00:07:01.200]  為什麼你那個上帝都不搞好現在這件事
[00:07:01.200 --> 00:07:07.200]  為什麼這麼不好 為什麼我們要遇到這麼不好
[00:07:07.200 --> 00:07:14.200]  好了 可能遲些疫情過了
[00:07:14.200 --> 00:07:17.200]  香港人很有趣 昨天我聽到有人說
[00:07:17.200 --> 00:07:21.200]  很多人已經走出來吃飯
[00:07:21.200 --> 00:07:25.200]  是不是很有趣 等了很久
[00:07:25.200 --> 00:07:29.200]  最後稍微 口罩買了一些
[00:07:29.200 --> 00:07:33.200]  那些人就撲出來了 準備慶祝了
[00:07:33.200 --> 00:07:36.200]  要我動你
[00:07:36.200 --> 00:07:41.200]  好日子 我們學了很多 特別香港很多
[00:07:41.200 --> 00:07:43.200]  我想如果計算一下
[00:07:43.200 --> 00:07:48.200]  我做社工 自從有了綜合援助金
[00:07:48.200 --> 00:07:53.200]  在70年代到現在
[00:07:53.200 --> 00:07:57.200]  好日子真的有50年
[00:07:57.200 --> 00:08:04.200]  好日子的時候又不見得有些人去信耶穌多了
[00:08:04.200 --> 00:08:07.200]  為什麼呢 每個人都說
[00:08:07.200 --> 00:08:10.200]  我隔壁的那個好過我
[00:08:10.200 --> 00:08:13.200]  我同班的同學好過我
[00:08:13.200 --> 00:08:15.200]  我的親戚好過我
[00:08:15.200 --> 00:08:19.200]  那又不見得他會說感謝上帝
[00:08:19.200 --> 00:08:22.200]  我有好日子 沒有人說過一句話
[00:08:22.200 --> 00:08:26.200]  所以不好 我們就罵
[00:08:26.200 --> 00:08:28.200]  究竟這個神是不是睡著了
[00:08:28.200 --> 00:08:31.200]  好就罵 為什麼不對我好一點
[00:08:31.200 --> 00:08:35.200]  所以兩邊 人都是這樣
[00:08:35.200 --> 00:08:37.200]  其中一方最明白這個心態
[00:08:37.200 --> 00:08:40.200]  一方就很擔心
[00:08:40.200 --> 00:08:44.200]  他的兒子 他家裡的人不懂得感恩
[00:08:44.200 --> 00:08:48.200]  不懂得感恩 接著就會自大
[00:08:48.200 --> 00:08:54.200]  自大就變成慣了 不知不覺
[00:08:54.200 --> 00:08:56.200]  這就好像方程式
[00:08:56.200 --> 00:08:59.200]  當你不懂得感謝你有的東西
[00:08:59.200 --> 00:09:05.200]  你就會覺得你自己判斷的東西很厲害
[00:09:05.200 --> 00:09:07.200]  眼光很銳利
[00:09:07.200 --> 00:09:10.200]  你會覺得自己是一個神
[00:09:10.200 --> 00:09:15.200]  然後不覺 接著就說什麼時候有
[00:09:15.200 --> 00:09:19.200]  不知不覺 慣了
[00:09:19.200 --> 00:09:24.200]  我不知道你有沒有想過約伯
[00:09:24.200 --> 00:09:26.200]  有條方程式
[00:09:26.200 --> 00:09:29.200]  約伯記的方程式就是
[00:09:29.200 --> 00:09:32.200]  他在四十章之後
[00:09:32.200 --> 00:09:36.200]  朋友和他爭論了一輪
[00:09:36.200 --> 00:09:38.200]  他就和上帝說了一句話
[00:09:38.200 --> 00:09:42.200]  他說他認自己是卑賤
[00:09:42.200 --> 00:09:45.200]  你的旨意我不能阻擋
[00:09:45.200 --> 00:09:49.200]  哇 突然間約伯肯定了自己的立場
[00:09:49.200 --> 00:09:53.200]  就是他謙卑
[00:09:53.200 --> 00:10:00.200]  接著他做了一件連基督徒都
[00:10:00.200 --> 00:10:03.200]  在這個時代很少做的事
[00:10:03.200 --> 00:10:05.200]  為什麼我說很少做呢
[00:10:05.200 --> 00:10:09.200]  因為你想到我們很多時候敵我分明
[00:10:09.200 --> 00:10:11.200]  有些人你不喜歡就不喜歡
[00:10:11.200 --> 00:10:13.200]  甚至不喜歡一輩子
[00:10:13.200 --> 00:10:19.200]  但約伯和朋友爭論完那三四個朋友
[00:10:19.200 --> 00:10:21.200]  突然間他說
[00:10:21.200 --> 00:10:26.200]  我為他們的錯祈禱
[00:10:26.200 --> 00:10:29.200]  約伯為那些和他爭論的人
[00:10:29.200 --> 00:10:33.200]  為他們祈禱
[00:10:33.200 --> 00:10:38.200]  你有沒有想過為你和你作對
[00:10:38.200 --> 00:10:40.200]  挑剔你
[00:10:40.200 --> 00:10:43.200]  甚至批判你信仰的人
[00:10:43.200 --> 00:10:46.200]  祈禱
[00:10:46.200 --> 00:10:50.200]  這條方程式跟著約伯權祖之後
[00:10:50.200 --> 00:10:52.200]  約伯的結束就是
[00:10:52.200 --> 00:10:55.200]  約伯的那些毒瘡、痛苦
[00:10:55.200 --> 00:11:00.200]  消失了
[00:11:00.200 --> 00:11:03.200]  如果真的想疫情的方程式
[00:11:03.200 --> 00:11:05.200]  可以這樣看
[00:11:05.200 --> 00:11:11.200]  就是你去為你已經有東西感謝
[00:11:11.200 --> 00:11:15.200]  承認神供應給你的
[00:11:15.200 --> 00:11:19.200]  不是你的霸閉、你的管理
[00:11:19.200 --> 00:11:25.200]  然後你去你周圍和你作對
[00:11:25.200 --> 00:11:27.200]  和你不對的人
[00:11:27.200 --> 00:11:29.200]  甚至挑剔你現在過去的人
[00:11:29.200 --> 00:11:33.200]  你為他祈禱
[00:11:33.200 --> 00:11:39.200]  然後你會遇到神的一個反應
[00:11:39.200 --> 00:11:43.200]  這個反應比疫情過去還要重要
[00:11:43.200 --> 00:11:49.200]  就是你重新有一個開始
[00:11:49.200 --> 00:11:54.200]  可能你想到這裡
[00:11:54.200 --> 00:11:58.200]  這個就是你的傳記
[00:11:58.200 --> 00:12:02.200]  可能你人生裡真的很低谷的時候
[00:12:02.200 --> 00:12:05.200]  這個低谷不只是一般人和你一樣
[00:12:05.200 --> 00:12:08.200]  是你個人獨自很低谷
[00:12:08.200 --> 00:12:10.200]  你再想起來
[00:12:10.200 --> 00:12:15.200]  會不會你真的有一種不懂感恩
[00:12:15.200 --> 00:12:17.200]  不懂感恩是很正常的
[00:12:17.200 --> 00:12:20.200]  很多東西你不是排
[00:12:20.200 --> 00:12:23.200]  那樣東西很值感恩
[00:12:23.200 --> 00:12:28.200]  但竟然就成為了你的自大
[00:12:28.200 --> 00:12:31.200]  因為你好像對上帝給的禮物
[00:12:31.200 --> 00:12:32.200]  你退貨
[00:12:32.200 --> 00:12:33.200]  這個就是你的自大
[00:12:33.200 --> 00:12:36.200]  你說我不要這些東西
[00:12:36.200 --> 00:12:38.200]  你數數你的手指
[00:12:38.200 --> 00:12:40.200]  隨時數不完
[00:12:40.200 --> 00:12:43.200]  你想退貨的東西
[00:12:43.200 --> 00:12:46.200]  你覺得自己不夠聰明
[00:12:46.200 --> 00:12:51.200]  甚至你覺得自己辦事的條件
[00:12:51.200 --> 00:12:55.200]  比上帝給我的職位這麼低
[00:12:55.200 --> 00:12:58.200]  你想退貨
[00:12:58.200 --> 00:13:01.200]  但如果你感恩
[00:13:01.200 --> 00:13:04.200]  你覺得所有的東西都有它的好的地方
[00:13:04.200 --> 00:13:08.200]  你焦點就看它造就了你生命
[00:13:08.200 --> 00:13:09.200]  造就生命
[00:13:09.200 --> 00:13:11.200]  這些東西給隔壁的人是沒用的
[00:13:11.200 --> 00:13:13.200]  是給你最有用的
[00:13:13.200 --> 00:13:17.200]  然後你再為那些挑剔你的人
[00:13:17.200 --> 00:13:18.200]  你不要生他的氣
[00:13:18.200 --> 00:13:20.200]  你還為他難過
[00:13:20.200 --> 00:13:23.200]  希望他可以回頭
[00:13:23.200 --> 00:13:24.200]  你竟然發覺到
[00:13:24.200 --> 00:13:28.200]  你以前纏在心裏面的那些很不舒服的東西
[00:13:28.200 --> 00:13:32.200]  真的不見了
[00:13:32.200 --> 00:13:35.200]  我有五年半的時間
[00:13:35.200 --> 00:13:40.200]  開始在我人生裏面有一個很特別的
[00:13:40.200 --> 00:13:41.200]  不是興趣
[00:13:41.200 --> 00:13:44.200]  我覺得是一個使命
[00:13:44.200 --> 00:13:47.200]  就是去跟進一些人
[00:13:47.200 --> 00:13:50.200]  他們說自己是無辜的
[00:13:50.200 --> 00:13:53.200]  比如說為什麼生癌症
[00:13:53.200 --> 00:13:57.200]  或者說他們覺得上天作弄
[00:13:57.200 --> 00:14:00.200]  為什麼我是一個孤兒
[00:14:00.200 --> 00:14:07.200]  為什麼我媽離開我不僅僅喜歡一個男人
[00:14:07.200 --> 00:14:10.200]  我很恨的
[00:14:10.200 --> 00:14:14.200]  我就將我跟她相處寫在日記裏
[00:14:14.200 --> 00:14:17.200]  我想找一個證據
[00:14:17.200 --> 00:14:21.200]  就是那些曾經覺得自己無辜的人
[00:14:21.200 --> 00:14:24.200]  在一些日子之後
[00:14:24.200 --> 00:14:27.200]  他認為是一個苦難
[00:14:27.200 --> 00:14:32.200]  究竟上帝的意思是不是好呢
[00:14:32.200 --> 00:14:34.200]  這五年半
[00:14:34.200 --> 00:14:36.200]  我的確有少少題材
[00:14:36.200 --> 00:14:39.200]  是證據
[00:14:39.200 --> 00:14:42.200]  不過這個感覺一句話就說
[00:14:42.200 --> 00:14:45.200]  就像我們有時會覺得
[00:14:45.200 --> 00:14:50.200]  為什麼那個人會遇到這樣呢
[00:14:50.200 --> 00:14:52.200]  我不明白
[00:14:52.200 --> 00:14:56.200]  就像外星人望地球
[00:14:56.200 --> 00:15:00.200]  為什麼有些人推進病房
[00:15:00.200 --> 00:15:02.200]  拿刀幫他開刀
[00:15:02.200 --> 00:15:04.200]  為什麼這個人這麼殘忍
[00:15:04.200 --> 00:15:07.200]  這個人就叫醫生
[00:15:07.200 --> 00:15:09.200]  外星人不明白
[00:15:09.200 --> 00:15:13.200]  為什麼有人拿刀把一個人剖開
[00:15:13.200 --> 00:15:15.200]  為什麼這麼殘忍
[00:15:15.200 --> 00:15:17.200]  外星人不知道這叫手術
[00:15:17.200 --> 00:15:19.200]  不知道醫生是救那個人的
[00:15:19.200 --> 00:15:20.200]  開刀是
[00:15:20.200 --> 00:15:23.200]  他們不明白
[00:15:23.200 --> 00:15:26.200]  苦難像一個大手術
[00:15:26.200 --> 00:15:30.200]  上帝和地球的一些人
[00:15:30.200 --> 00:15:32.200]  做大手術
[00:15:32.200 --> 00:15:34.200]  可能我們會說
[00:15:34.200 --> 00:15:35.200]  為什麼這麼殘忍呢
[00:15:35.200 --> 00:15:37.200]  剖開他
[00:15:37.200 --> 00:15:39.200]  很危險的
[00:15:39.200 --> 00:15:41.200]  那個人非常害怕
[00:15:41.200 --> 00:15:43.200]  震 哭
[00:15:43.200 --> 00:15:45.200]  為什麼要讓他害怕和哭
[00:15:45.200 --> 00:15:47.200]  為什麼這麼殘忍呢
[00:15:47.200 --> 00:15:49.200]  很多人真的不明白
[00:15:49.200 --> 00:15:53.200]  但是我們地球裏面
[00:15:53.200 --> 00:15:55.200]  明白這個叫手術
[00:15:55.200 --> 00:15:59.200]  這個手術是想救救那個人
[00:15:59.200 --> 00:16:01.200]  所以最後
[00:16:01.200 --> 00:16:05.200]  我開始有種醒覺
[00:16:05.200 --> 00:16:09.200]  就是根本上我們一生人看的東西
[00:16:09.200 --> 00:16:13.200]  不可以看完全面
[00:16:13.200 --> 00:16:16.200]  如果你做心理輔導就知道了
[00:16:16.200 --> 00:16:18.200]  一個離婚案
[00:16:18.200 --> 00:16:21.200]  你分別聽太太說
[00:16:21.200 --> 00:16:23.200]  丈夫說
[00:16:23.200 --> 00:16:24.200]  兒子說
[00:16:24.200 --> 00:16:26.200]  女兒說
[00:16:26.200 --> 00:16:27.200]  家婆說
[00:16:27.200 --> 00:16:29.200]  家公說
[00:16:29.200 --> 00:16:30.200]  老爺說
[00:16:30.200 --> 00:16:31.200]  奶奶說
[00:16:31.200 --> 00:16:34.200]  那個故事拼在一起
[00:16:34.200 --> 00:16:37.200]  全面都不一定是全面
[00:16:37.200 --> 00:16:42.200]  但是一定完全不同一個人說的內容
[00:16:42.200 --> 00:16:44.200]  你投入在裏面的感覺
[00:16:44.200 --> 00:16:46.200]  一定不是
[00:16:46.200 --> 00:16:48.200]  這麼簡單的例子已經證明一件事
[00:16:48.200 --> 00:16:51.200]  我們根本上對我們在遭遇的人生
[00:16:51.200 --> 00:16:53.200]  不懂看全面
[00:16:53.200 --> 00:16:54.200]  不懂
[00:16:54.200 --> 00:16:56.200]  有時幫自己多了一點
[00:16:56.200 --> 00:16:58.200]  就是選了幾年之後
[00:16:58.200 --> 00:17:00.200]  又明白多一點
[00:17:00.200 --> 00:17:01.200]  明白多一點
[00:17:01.200 --> 00:17:03.200]  但是到你死那天
[00:17:03.200 --> 00:17:05.200]  可能都完全明白
[00:17:05.200 --> 00:17:07.200]  可能都完全明白
[00:17:07.200 --> 00:17:11.200]  你就知道當日為何你說那件事
[00:17:11.200 --> 00:17:13.200]  為何這麼慘
[00:17:13.200 --> 00:17:15.200]  可能當時你的判斷
[00:17:15.200 --> 00:17:17.200]  是沒有了很多資料下
[00:17:17.200 --> 00:17:19.200]  你稱為很慘很慘
[00:17:19.200 --> 00:17:22.200]  人真的沒辦法看到全面
[00:17:22.200 --> 00:17:23.200]  看不到
[00:17:23.200 --> 00:17:26.200]  前晚我在安息禮拜
[00:17:26.200 --> 00:17:29.200]  幫一個姐妹一個死了人
[00:17:29.200 --> 00:17:31.200]  說的時候
[00:17:31.200 --> 00:17:35.200]  她的親戚朋友走過來跟我說一句話
[00:17:35.200 --> 00:17:36.200]  他說
[00:17:36.200 --> 00:17:37.200]  哎呀
[00:17:37.200 --> 00:17:38.200]  我現在就知道
[00:17:38.200 --> 00:17:40.200]  姐姐原來是一個這樣的人
[00:17:40.200 --> 00:17:45.200]  這件事令我很深刻印象
[00:17:45.200 --> 00:17:47.200]  就是她自己的親妹
[00:17:47.200 --> 00:17:50.200]  聽完我認識她姐姐
[00:17:50.200 --> 00:17:52.200]  最近臨死這兩年所做的事
[00:17:52.200 --> 00:17:54.200]  這個親妹
[00:17:54.200 --> 00:17:57.200]  就知道原來姐姐是一個這樣的人
[00:17:57.200 --> 00:18:00.200]  就是說就算你這麼近
[00:18:00.200 --> 00:18:02.200]  近到家人
[00:18:02.200 --> 00:18:04.200]  都不是全面看到的
[00:18:04.200 --> 00:18:06.200]  所以我看到的都不是全面
[00:18:06.200 --> 00:18:08.200]  我看到的是她幫我一起
[00:18:08.200 --> 00:18:10.200]  幫癌症病那一部分
[00:18:10.200 --> 00:18:14.200]  所以為何很多時候你說
[00:18:14.200 --> 00:18:17.200]  上帝是偉大呢
[00:18:17.200 --> 00:18:19.200]  這個字
[00:18:19.200 --> 00:18:22.200]  我只用一個最直接的字
[00:18:22.200 --> 00:18:24.200]  因為上帝是全面
[00:18:24.200 --> 00:18:26.200]  全面就是偉大
[00:18:26.200 --> 00:18:28.200]  如果不全面
[00:18:28.200 --> 00:18:30.200]  你很難稱呼偉大
[00:18:30.200 --> 00:18:32.200]  你只是說
[00:18:32.200 --> 00:18:34.200]  他某一個範圍
[00:18:34.200 --> 00:18:36.200]  帶給世界很有益處
[00:18:36.200 --> 00:18:38.200]  但不一定是全面
[00:18:38.200 --> 00:18:41.200]  上帝就說萬物都是我做的
[00:18:41.200 --> 00:18:43.200]  因為我而有的
[00:18:43.200 --> 00:18:45.200]  所以我就是全面
[00:18:45.200 --> 00:18:47.200]  所以苦難
[00:18:47.200 --> 00:18:50.200]  我們的困擾就是
[00:18:50.200 --> 00:18:54.200]  我們沒辦法拿到全面的看法
[00:18:54.200 --> 00:18:56.200]  資料
[00:18:56.200 --> 00:18:58.200]  所以我們推測的原因
[00:18:58.200 --> 00:19:02.200]  很難完全準確
[00:19:02.200 --> 00:19:04.200]  有一句聖經很特別
[00:19:04.200 --> 00:19:06.200]  在《約伯記》六章十五節
[00:19:06.200 --> 00:19:08.200]  他說我的弟兄鬼咋
[00:19:08.200 --> 00:19:10.200]  好像溪水
[00:19:10.200 --> 00:19:12.200]  又像溪水流乾的河道
[00:19:12.200 --> 00:19:17.200]  這個上帝很深
[00:19:17.200 --> 00:19:19.200]  但也很有趣
[00:19:19.200 --> 00:19:21.200]  當你想像著
[00:19:21.200 --> 00:19:23.200]  河道
[00:19:23.200 --> 00:19:25.200]  河流
[00:19:25.200 --> 00:19:27.200]  但當時的背景是什麼呢
[00:19:27.200 --> 00:19:29.200]  是沙漠
[00:19:29.200 --> 00:19:33.200]  沙漠如果有溪水衝下來
[00:19:33.200 --> 00:19:35.200]  防不勝防
[00:19:35.200 --> 00:19:37.200]  可以淹沒一個人
[00:19:37.200 --> 00:19:39.200]  因為你沒辦法想像
[00:19:39.200 --> 00:19:41.200]  有水和這麼強
[00:19:41.200 --> 00:19:43.200]  這麼高速度
[00:19:43.200 --> 00:19:45.200]  這麼強的水流
[00:19:45.200 --> 00:19:47.200]  可以淹死一個人
[00:19:47.200 --> 00:19:49.200]  像呼蘭池一樣
[00:19:49.200 --> 00:19:51.200]  呼蘭池最厲害就是
[00:19:51.200 --> 00:19:53.200]  速度
[00:19:53.200 --> 00:19:55.200]  當我做衙門工作的時候
[00:19:55.200 --> 00:19:57.200]  很多人問
[00:19:57.200 --> 00:19:59.200]  為什麼這麼快
[00:19:59.200 --> 00:20:01.200]  這麼快
[00:20:01.200 --> 00:20:03.200]  這是第四期
[00:20:03.200 --> 00:20:05.200]  救不了
[00:20:05.200 --> 00:20:07.200]  速度這麼快
[00:20:07.200 --> 00:20:09.200]  如果速度慢一百倍
[00:20:09.200 --> 00:20:11.200]  我想這個呼蘭池你不怕
[00:20:11.200 --> 00:20:13.200]  我想大家做功課都知道
[00:20:13.200 --> 00:20:15.200]  如果老師叫你半年後交
[00:20:15.200 --> 00:20:17.200]  你一定不會現在做
[00:20:17.200 --> 00:20:19.200]  但如果明天交
[00:20:19.200 --> 00:20:21.200]  你嚇到整晚睡不著
[00:20:21.200 --> 00:20:23.200]  速度
[00:20:23.200 --> 00:20:25.200]  人最弱的問題
[00:20:25.200 --> 00:20:27.200]  就是我們沒辦法和速度鬥
[00:20:27.200 --> 00:20:29.200]  沒辦法
[00:20:29.200 --> 00:20:31.200]  但偏偏
[00:20:31.200 --> 00:20:33.200]  偏偏
[00:20:33.200 --> 00:20:35.200]  我們有危險
[00:20:35.200 --> 00:20:37.200]  就是覺得我們可以控制
[00:20:37.200 --> 00:20:39.200]  控制我預計的東西
[00:20:39.200 --> 00:20:41.200]  我以為可以
[00:20:41.200 --> 00:20:43.200]  控制我預計的東西
[00:20:43.200 --> 00:20:47.200]  有一句聖經
[00:20:47.200 --> 00:20:49.200]  聖經
[00:20:49.200 --> 00:20:51.200]  我想每天都值得想想
[00:20:51.200 --> 00:20:53.200]  就是大衛
[00:20:53.200 --> 00:20:55.200]  在撒梅爾記上20章
[00:20:55.200 --> 00:20:57.200]  三節
[00:20:57.200 --> 00:20:59.200]  和約拿丹說
[00:20:59.200 --> 00:21:01.200]  當時他知道蘇羅
[00:21:01.200 --> 00:21:03.200]  追殺他
[00:21:03.200 --> 00:21:05.200]  大衛就約拿丹說
[00:21:05.200 --> 00:21:07.200]  他說
[00:21:07.200 --> 00:21:09.200]  我離開死
[00:21:09.200 --> 00:21:11.200]  還是距離
[00:21:11.200 --> 00:21:13.200]  只是距離
[00:21:13.200 --> 00:21:15.200]  一步一步
[00:21:15.200 --> 00:21:17.200]  離開死只是距離一步
[00:21:17.200 --> 00:21:23.200]  當你在安息禮拜
[00:21:23.200 --> 00:21:25.200]  你很感覺這件事
[00:21:25.200 --> 00:21:27.200]  當棺材
[00:21:27.200 --> 00:21:29.200]  在你講壇旁邊
[00:21:29.200 --> 00:21:31.200]  就是那一步
[00:21:31.200 --> 00:21:35.200]  苦難提醒你
[00:21:35.200 --> 00:21:37.200]  距離死亡
[00:21:37.200 --> 00:21:39.200]  一步
[00:21:39.200 --> 00:21:43.200]  那你說
[00:21:43.200 --> 00:21:45.200]  走遠一點就行
[00:21:45.200 --> 00:21:47.200]  其實都是一步
[00:21:47.200 --> 00:21:49.200]  在乎大步還是小步
[00:21:49.200 --> 00:21:51.200]  都是一步
[00:21:51.200 --> 00:21:53.200]  你看到一個年輕人
[00:21:53.200 --> 00:21:55.200]  你說還有很長的日子
[00:21:55.200 --> 00:21:59.200]  但很多年輕人
[00:21:59.200 --> 00:22:01.200]  突然遭遇到
[00:22:01.200 --> 00:22:03.200]  聽到他死了
[00:22:03.200 --> 00:22:07.200]  是一步
[00:22:07.200 --> 00:22:09.200]  在去年11月2號
[00:22:09.200 --> 00:22:11.200]  在理工
[00:22:11.200 --> 00:22:13.200]  我和
[00:22:13.200 --> 00:22:15.200]  280個
[00:22:15.200 --> 00:22:17.200]  發癌症的人講
[00:22:17.200 --> 00:22:19.200]  怎樣去處理
[00:22:19.200 --> 00:22:21.200]  你突然間
[00:22:21.200 --> 00:22:23.200]  發生的病變化
[00:22:23.200 --> 00:22:25.200]  當時
[00:22:25.200 --> 00:22:27.200]  完了之後
[00:22:27.200 --> 00:22:29.200]  有個女士和我說
[00:22:29.200 --> 00:22:31.200]  你可不可以探望我媽
