
[00:00:00.000 --> 00:00:05.200]  各位大戀姐妹 各位朋友 你們好
[00:04:28.000 --> 00:04:31.000]  我姐姐說我也不知道怎麼回答
[00:04:31.000 --> 00:04:33.000]  其實古罪的問題
[00:04:33.000 --> 00:04:37.000]  在神學裡面是一個最困難的問題
[00:04:37.000 --> 00:04:40.000]  在Anna去世之後
[00:04:40.000 --> 00:04:43.000]  在12月3日
[00:04:43.000 --> 00:04:48.000]  我們為她在教會舉行一個追思禮拜
[00:04:48.000 --> 00:04:50.000]  在追思禮拜
[00:04:50.000 --> 00:04:54.000]  我們引用了《約翰福音》第九章這一段聖經
[00:04:54.000 --> 00:04:57.000]  去說古罪的問題
[00:04:57.000 --> 00:05:02.000]  其實這個講道也是我人生裡最難說的
[00:05:02.000 --> 00:05:05.000]  心情是非常的惡劣
[00:05:05.000 --> 00:05:08.000]  面對這樣的一個問題
[00:05:08.000 --> 00:05:10.000]  不再是一個學術性的問題
[00:05:10.000 --> 00:05:13.000]  不再是一個神學性的問題
[00:05:13.000 --> 00:05:16.000]  而是一個活生生的刺
[00:05:16.000 --> 00:05:18.000]  刺在心底裡
[00:05:18.000 --> 00:05:24.000]  究竟我們怎麼看人生的苦難呢?
[00:05:24.000 --> 00:05:27.000]  創世紀告訴我們
[00:05:27.000 --> 00:05:32.000]  沒錯 神做人 樣樣都好
[00:05:32.000 --> 00:05:34.000]  但無可否認
[00:05:34.000 --> 00:05:38.000]  也生有時 死有時
[00:05:38.000 --> 00:05:40.000]  但我們怎麼看到
[00:05:40.000 --> 00:05:45.000]  神做萬物 各按其時成為美好呢?
[00:05:45.000 --> 00:05:48.000]  何嘗會有美好這件事呢?
[00:05:48.000 --> 00:05:54.000]  蘇敦波他太太在28歲那年離開世間
[00:05:54.000 --> 00:05:58.000]  10年之後她的心情都未曾恢復過來
[00:05:58.000 --> 00:06:00.000]  她寫了一首詞
[00:06:00.000 --> 00:06:05.000]  「十年生死兩茫茫 不思量自難忘」
[00:06:05.000 --> 00:06:07.000]  很難破記
[00:06:07.000 --> 00:06:10.000]  我們今天看看約翰福音
[00:06:10.000 --> 00:06:13.000]  一段非常古怪的聖經
[00:06:13.000 --> 00:06:17.000]  就是這個「核子」如何得到「伊」字
[00:06:17.000 --> 00:06:20.000]  在這段聖經我們可以看看
[00:06:20.000 --> 00:06:23.000]  苦罪的問題是怎樣的
[00:06:23.000 --> 00:06:26.000]  首先我們看看第一節至第三節
[00:06:26.000 --> 00:06:28.000]  「破罪之由」
[00:06:28.000 --> 00:06:30.000]  第一節至第三節
[00:06:30.000 --> 00:06:32.000]  耶穌過去的時候
[00:06:32.000 --> 00:06:35.000]  看見一個人生來是黑眼的
[00:06:35.000 --> 00:06:37.000]  換道向耶穌說
[00:06:37.000 --> 00:06:40.000]  拉比 此人生來是黑眼的
[00:06:40.000 --> 00:06:42.000]  是誰犯了罪?
[00:06:42.000 --> 00:06:46.000]  是這人呢?是他父母呢?
[00:06:46.000 --> 00:06:48.000]  根據第九章記載
[00:06:48.000 --> 00:06:51.000]  這個「核子」一定非常出名
[00:06:51.000 --> 00:06:55.000]  好像我們70年代在香港的人
[00:06:55.000 --> 00:06:58.000]  有一個人叫鄧守成
[00:06:58.000 --> 00:07:05.000]  鄧守成是一個在天星碼頭賣唱的盲眼人
[00:07:05.000 --> 00:07:08.000]  大家都知道他天生就是盲眼
[00:07:08.000 --> 00:07:12.000]  同樣這個人也是天生就是盲眼
[00:07:12.000 --> 00:07:14.000]  很奇怪
[00:07:14.000 --> 00:07:16.000]  門徒看見他的時候
[00:07:16.000 --> 00:07:19.000]  不是連述 不是施捨
[00:07:19.000 --> 00:07:22.000]  而是找到一個課題去討論
[00:07:22.000 --> 00:07:25.000]  一個學術的課題去討論
[00:07:25.000 --> 00:07:29.000]  他問耶穌 拉比 此人生來是黑眼的
[00:07:29.000 --> 00:07:31.000]  是誰犯了罪呢?
[00:07:31.000 --> 00:07:34.000]  是他 還是他父母呢?
[00:07:34.000 --> 00:07:36.000]  我覺得很奇怪
[00:07:36.000 --> 00:07:39.000]  為什麼門徒會這樣問耶穌呢?
[00:07:39.000 --> 00:07:42.000]  既然說這個人生來是黑眼
[00:07:42.000 --> 00:07:48.000]  為什麼說是他犯罪影響到他盲眼呢?
[00:07:48.000 --> 00:07:53.000]  還是他父母犯罪影響到他盲眼呢?
[00:07:53.000 --> 00:07:56.000]  兩個答案都好像很不近情理
[00:07:56.000 --> 00:08:01.000]  其實這個不近情理的問題
[00:08:01.000 --> 00:08:04.000]  正是門徒不明白來問耶穌
[00:08:04.000 --> 00:08:07.000]  因為根據猶太人的看法
[00:08:07.000 --> 00:08:11.000]  死是從罪來的 苦難是由人的罪而來的
[00:08:11.000 --> 00:08:14.000]  這就是拉比Emily所說的
[00:08:14.000 --> 00:08:17.000]  另一個著名的拉比Rabbi Judah也這樣說過
[00:08:17.000 --> 00:08:23.000]  所有的病痛都是由人的罪惡而導致的
[00:08:23.000 --> 00:08:26.000]  門徒看見這個黑眼的
[00:08:26.000 --> 00:08:28.000]  生來就是黑眼
[00:08:28.000 --> 00:08:30.000]  他們不明白
[00:08:30.000 --> 00:08:33.000]  如果說他之所以盲眼是因為他的罪而來
[00:08:33.000 --> 00:08:36.000]  不可能的 他還沒出生
[00:08:36.000 --> 00:08:38.000]  怎麼會犯罪呢?
[00:08:38.000 --> 00:08:41.000]  在母親的肚子裡犯罪?不可能的
[00:08:41.000 --> 00:08:44.000]  所以他們想想 肯定不是這個人犯罪
[00:08:44.000 --> 00:08:47.000]  那是不是父母犯罪呢?
[00:08:47.000 --> 00:08:50.000]  父母犯罪似乎不合情理
[00:08:50.000 --> 00:08:53.000]  因為我相信猶太人不只是一個兒子
[00:08:53.000 --> 00:08:55.000]  可能有好幾個子女
[00:08:55.000 --> 00:08:59.000]  為什麼獨是生來黑眼 其他不是呢?
[00:08:59.000 --> 00:09:01.000]  於是他們就問耶穌
[00:09:01.000 --> 00:09:05.000]  這個答案 苦罪的源由是什麼呢?
[00:09:05.000 --> 00:09:09.000]  一個非常重要的學術討論
[00:09:09.000 --> 00:09:12.000]  其實門徒所想所問的
[00:09:12.000 --> 00:09:15.000]  和我們今天這個世代何嘗不是一樣呢?
[00:09:15.000 --> 00:09:19.000]  第一 我們就好像那些門徒一樣
[00:09:19.000 --> 00:09:24.000]  並不是看到這個盲眼的人所面臨的苦楚
[00:09:24.000 --> 00:09:27.000]  我們不是因而引起同情連析
[00:09:27.000 --> 00:09:29.000]  而是當它是一個個案
[00:09:29.000 --> 00:09:31.000]  就是一個學術的討論
[00:09:31.000 --> 00:09:35.000]  今天我們大大討論苦罪源由的問題
[00:09:35.000 --> 00:09:39.000]  你辯我論 但那些受苦的人仍然受苦
[00:09:39.000 --> 00:09:42.000]  一點都不在意
[00:09:42.000 --> 00:09:45.000]  我記得當我太太第一次懷孕的時候
[00:09:45.000 --> 00:09:47.000]  不幸染上了德國疹
[00:09:47.000 --> 00:09:49.000]  當時我們很害怕
[00:09:49.000 --> 00:09:52.000]  害怕著小孩子變成一個殘世的小孩子
[00:09:52.000 --> 00:09:54.000]  所以我們就和同學分享
[00:09:54.000 --> 00:09:58.000]  希望他們代禱 要求他們為我們祈禱
[00:09:58.000 --> 00:10:00.000]  其中一個 劈頭第一句就說
[00:10:00.000 --> 00:10:04.000]  你不會下胎吧 你不會做墮胎手術吧
[00:10:04.000 --> 00:10:07.000]  我聽到之後很反感
[00:10:07.000 --> 00:10:11.000]  他當我們的痛苦是一個學術的個案
[00:10:11.000 --> 00:10:17.000]  又好像很不人道 很不體諒地警告我們
[00:10:17.000 --> 00:10:22.000]  另一方面 我們何嘗不是和猶太人一樣的想法
[00:10:22.000 --> 00:10:25.000]  一遇到禍的時候 有病痛的時候
[00:10:25.000 --> 00:10:29.000]  有些不幸的事情 我們就以為是上帝的應罰
[00:10:29.000 --> 00:10:31.000]  是神的審判 是我們的罪
[00:10:31.000 --> 00:10:34.000]  我記得有一次有個小朋友進了醫院
[00:10:34.000 --> 00:10:36.000]  是我們教會的會友的兒子
[00:10:36.000 --> 00:10:38.000]  我們去醫院探望他
[00:10:38.000 --> 00:10:39.000]  他媽媽一見到我的時候就說
[00:10:39.000 --> 00:10:40.000]  「莫斯科 莫斯科」
[00:10:40.000 --> 00:10:42.000]  「你快點為我祈禱啊」
[00:10:42.000 --> 00:10:44.000]  「是因為我犯了罪不去禮拜堂」
[00:10:44.000 --> 00:10:46.000]  「所以神要罰我」
[00:10:46.000 --> 00:10:48.000]  「因為我兒子病了要進醫院」
[00:10:48.000 --> 00:10:50.000]  「你快點為我祈禱啊」
[00:10:50.000 --> 00:10:55.000]  我就對她說 「神會這麼小器嗎?」
[00:10:55.000 --> 00:10:58.000]  「如果真是你犯罪」
[00:10:58.000 --> 00:11:01.000]  「那麼應該罰你啊 不應該罰兒子啊」
[00:11:01.000 --> 00:11:04.000]  這個問題 我也不相信
[00:11:04.000 --> 00:11:06.000]  是不是一個人沒有去禮拜堂
[00:11:06.000 --> 00:11:08.000]  上帝就說「好 這麼該死」
[00:11:08.000 --> 00:11:11.000]  「讓我作弄你 讓你兒子進醫院」
[00:11:11.000 --> 00:11:13.000]  上帝不是這樣
[00:11:13.000 --> 00:11:16.000]  耶穌呢 當門徒問這些問題的時候
[00:11:16.000 --> 00:11:18.000]  耶穌回答得很妙
[00:11:18.000 --> 00:11:21.000]  我們也好像都瘋了
[00:11:21.000 --> 00:11:23.000]  他怎麼回答呢
[00:11:23.000 --> 00:11:27.000]  第一 他不是陷入沒有人性的討論當中
[00:11:27.000 --> 00:11:30.000]  他不是大講倫理的問題
[00:11:30.000 --> 00:11:32.000]  不是 他怎麼回答呢
[00:11:32.000 --> 00:11:34.000]  「也不是自己人犯了罪」
[00:11:34.000 --> 00:11:36.000]  「也不是他父母犯了罪」
[00:11:36.000 --> 00:11:40.000]  「只在他身上顯出神的作為來」
[00:11:40.000 --> 00:11:44.000]  頭兩句我們很認同
[00:11:44.000 --> 00:11:48.000]  後面那句我們就有點反感
[00:11:48.000 --> 00:11:53.000]  耶穌首先是否定這種沒有情理的講話
[00:11:53.000 --> 00:11:55.000]  不是這個人犯罪
[00:11:55.000 --> 00:11:57.000]  也不是他父母犯罪
[00:11:57.000 --> 00:11:59.000]  如果不是這個人犯罪
[00:11:59.000 --> 00:12:00.000]  也不是他父母犯罪
[00:12:00.000 --> 00:12:02.000]  為什麼生來就是盲的呢
[00:12:02.000 --> 00:12:05.000]  如果你看看這段聖經
[00:12:05.000 --> 00:12:07.000]  很有趣的一個結構
[00:12:07.000 --> 00:12:11.000]  耶穌用了一個很強烈的希臘文字
[00:12:11.000 --> 00:12:12.000]  叫做Ala
[00:12:12.000 --> 00:12:14.000]  英文譯為But
[00:12:14.000 --> 00:12:18.000]  中文譯本沒有譯出這個字
[00:12:18.000 --> 00:12:20.000]  雖然可以譯出彈字
[00:12:20.000 --> 00:12:22.000]  但他都沒有譯出
[00:12:22.000 --> 00:12:26.000]  而且這個彈字是一個很強烈的彈字
[00:12:26.000 --> 00:12:29.000]  意思是以上所說的完全相反
[00:12:29.000 --> 00:12:31.000]  中文譯本沒有譯出
[00:12:31.000 --> 00:12:34.000]  但如果你看看這段聖經的時候
[00:12:34.000 --> 00:12:39.000]  你會發覺一個很有趣的一個文法結構
[00:12:39.000 --> 00:12:44.000]  在希臘文裡所謂的Hinacros
[00:12:44.000 --> 00:12:46.000]  什麼叫Hinacros呢
[00:12:46.000 --> 00:12:50.000]  意思是這個人生來是盲的
[00:12:50.000 --> 00:12:52.000]  是硬的
[00:12:52.000 --> 00:12:54.000]  既不是不幸運
[00:12:54.000 --> 00:12:56.000]  我們嘆一句不夠運
[00:12:56.000 --> 00:12:59.000]  也不是指責人
[00:12:59.000 --> 00:13:02.000]  最壞是父母做了壞事讓兒子受害
[00:13:02.000 --> 00:13:03.000]  不是
[00:13:03.000 --> 00:13:04.000]  不是
[00:13:04.000 --> 00:13:06.000]  而是本身是有意義的
[00:13:06.000 --> 00:13:08.000]  是有目的的
[00:13:08.000 --> 00:13:13.000]  他的意義是叫神的作為彰顯出來
[00:13:13.000 --> 00:13:15.000]  問題是什麼呢
[00:13:15.000 --> 00:13:17.000]  問題就是
[00:13:17.000 --> 00:13:20.000]  耶穌對這群悶道說
[00:13:20.000 --> 00:13:23.000]  你們問錯了問題
[00:13:23.000 --> 00:13:26.000]  你們問的問題是Why
[00:13:26.000 --> 00:13:30.000]  為什麼這個人生來是會黑眼的呢
[00:13:30.000 --> 00:13:32.000]  於是你追尋到答案了
[00:13:32.000 --> 00:13:33.000]  為什麼呢
[00:13:33.000 --> 00:13:34.000]  有兩個可能性
[00:13:34.000 --> 00:13:36.000]  第一他自己犯罪就罪有應得
[00:13:36.000 --> 00:13:38.000]  第二就是他父母犯罪
[00:13:38.000 --> 00:13:40.000]  所以搞成這樣
[00:13:40.000 --> 00:13:45.000]  完全的重點是放在一個Why的字
[00:13:45.000 --> 00:13:49.000]  而Hinacros這裡是想告訴我們一件事
[00:13:49.000 --> 00:13:52.000]  耶穌不是解答這個Why的問題
[00:13:52.000 --> 00:13:55.000]  而是解答這個What的問題
[00:13:55.000 --> 00:13:59.000]  就是說這件事已經發生了
[00:13:59.000 --> 00:14:05.000]  究竟上帝要求我做些什麼呢
[00:14:05.000 --> 00:14:11.000]  不是聖經解答為什麼會有這個苦罪的問題
[00:14:11.000 --> 00:14:13.000]  聖經是告訴我們
[00:14:13.000 --> 00:14:15.000]  處於這樣的背景
[00:14:15.000 --> 00:14:17.000]  What can we do
[00:14:17.000 --> 00:14:20.000]  這裡有什麼意義
[00:14:20.000 --> 00:14:22.000]  What is the meaning
[00:14:22.000 --> 00:14:24.000]  這個問題在哪裡
[00:14:24.000 --> 00:14:27.000]  我想起澳洲有一個女孩
[00:14:27.000 --> 00:14:29.000]  她患了一種病
[00:14:29.000 --> 00:14:31.000]  四肢都要割去
[00:14:31.000 --> 00:14:33.000]  好像手腳都沒有了
[00:14:33.000 --> 00:14:35.000]  你想想一個年輕的女子
[00:14:35.000 --> 00:14:37.000]  患了這樣的病
[00:14:37.000 --> 00:14:39.000]  為了要救這個命
[00:14:39.000 --> 00:14:40.000]  四肢都要割去
[00:14:40.000 --> 00:14:42.000]  非常的痛苦
[00:14:42.000 --> 00:14:44.000]  天天就問神為什麼
[00:14:44.000 --> 00:14:46.000]  為什麼我要受這種苦
[00:14:46.000 --> 00:14:48.000]  當然得不到答案
[00:14:48.000 --> 00:14:52.000]  就算得到答案也解決不了現實的痛苦
[00:14:52.000 --> 00:14:55.000]  於是就不斷咒詛神
[00:14:55.000 --> 00:14:57.000]  不斷怨恨人
[00:14:57.000 --> 00:14:59.000]  她一點都不開心
[00:14:59.000 --> 00:15:02.000]  有一天她在聖經裡看到
[00:15:02.000 --> 00:15:04.000]  聖經裡說
[00:15:04.000 --> 00:15:07.000]  從腹中流出活水的光
[00:15:07.000 --> 00:15:11.000]  她突然之間有所醒悟
[00:15:11.000 --> 00:15:15.000]  為什麼我不可以從另外一個角度去看待我的痛苦
[00:15:15.000 --> 00:15:17.000]  我的不幸
[00:15:17.000 --> 00:15:19.000]  她就問神
[00:15:19.000 --> 00:15:21.000]  神啊我不明白為什麼你弄成這樣
[00:15:21.000 --> 00:15:23.000]  但我想問
[00:15:23.000 --> 00:15:26.000]  你弄成這樣你想我做什麼
[00:15:26.000 --> 00:15:29.000]  你的目的何在呢
[00:15:29.000 --> 00:15:32.000]  當她的態度一改變的時候
[00:15:32.000 --> 00:15:34.000]  她不再問why
[00:15:34.000 --> 00:15:36.000]  她問what的時候
[00:15:36.000 --> 00:15:39.000]  她對她的痛苦有不同的看法
[00:15:39.000 --> 00:15:43.000]  當她問神啊你想我做什麼的時候
[00:15:43.000 --> 00:15:45.000]  她就想起
[00:15:45.000 --> 00:15:47.000]  耶和福音說
[00:15:47.000 --> 00:15:49.000]  從腹中流出活水的光
[00:15:49.000 --> 00:15:51.000]  聖經裡說
[00:15:51.000 --> 00:15:53.000]  從手和腳流出活水的光
[00:15:53.000 --> 00:15:55.000]  我有腹而已
[00:15:55.000 --> 00:15:57.000]  我可以流出活水的光
[00:15:57.000 --> 00:15:59.000]  什麼意思呢
[00:15:59.000 --> 00:16:01.000]  她就想想
[00:16:01.000 --> 00:16:03.000]  神給了她一個使命
[00:16:03.000 --> 00:16:05.000]  使命是什麼呢
[00:16:05.000 --> 00:16:07.000]  是安慰他們在苦難的日子
[00:16:07.000 --> 00:16:10.000]  她就開始裝了假手去打字
[00:16:10.000 --> 00:16:12.000]  或者叫人去寫信
[00:16:12.000 --> 00:16:15.000]  遇到什麼人受到痛苦的時候
[00:16:15.000 --> 00:16:18.000]  她就寫信去安慰他們
[00:16:18.000 --> 00:16:22.000]  她一年領了2000人信耶穌
[00:16:22.000 --> 00:16:24.000]  這就是耶穌所說
[00:16:24.000 --> 00:16:28.000]  要在她的身上顯出她的作為
[00:16:28.000 --> 00:16:31.000]  不單是澳洲的女子
[00:16:31.000 --> 00:16:34.000]  一個很出名的中國基督徒
[00:16:34.000 --> 00:16:37.000]  在Pennsylvania住的叫蔡蘇冠女士
[00:16:37.000 --> 00:16:40.000]  她有一種病
[00:16:40.000 --> 00:16:42.000]  不能看到太陽
[00:16:42.000 --> 00:16:45.000]  要時常在一個很暗的房間裡
[00:16:45.000 --> 00:16:47.000]  一輩子不能見人
[00:16:47.000 --> 00:16:49.000]  不能去旅行
[00:16:49.000 --> 00:16:51.000]  不能去看國際廣場
[00:16:51.000 --> 00:16:53.000]  只能在一個黑房裡
[00:16:53.000 --> 00:16:55.000]  很慘吧
[00:16:55.000 --> 00:16:57.000]  但是
[00:16:57.000 --> 00:17:00.000]  她憑著她的信心
[00:17:00.000 --> 00:17:02.000]  她不問問Why
[00:17:02.000 --> 00:17:04.000]  她問What 神你想我做什麼
[00:17:04.000 --> 00:17:06.000]  很多人去探望她
[00:17:06.000 --> 00:17:08.000]  都得到極大的安慰和鼓勵
[00:17:08.000 --> 00:17:12.000]  例如我們教會的弟兄和學生
[00:17:12.000 --> 00:17:16.000]  他們能夠化禍為福
[00:17:16.000 --> 00:17:18.000]  化危機為一個契機
[00:17:18.000 --> 00:17:21.000]  對苦難有一種新的詮釋
[00:17:21.000 --> 00:17:27.000]  耶穌不是去解答苦難的原有問題
[00:17:27.000 --> 00:17:28.000]  耶穌是告訴你
[00:17:28.000 --> 00:17:30.000]  你問錯了問題
[00:17:30.000 --> 00:17:33.000]  不是問Why 而是問What
[00:17:33.000 --> 00:17:35.000]  接著我們看看第四節
[00:17:35.000 --> 00:17:37.000]  有一個問題我不明白
[00:17:37.000 --> 00:17:42.000]  為什麼耶穌說要顯出神的作為
[00:17:42.000 --> 00:17:44.000]  想想都沒什麼理由
[00:17:44.000 --> 00:17:47.000]  例如一個骨科手術很好的醫生
[00:17:47.000 --> 00:17:50.000]  他能夠駁骨是很好的
[00:17:50.000 --> 00:17:52.000]  但世上沒有一個醫生
[00:17:52.000 --> 00:17:54.000]  特意把自己的兒子斬在手上
[00:17:54.000 --> 00:17:56.000]  然後去駁骨
[00:17:56.000 --> 00:17:57.000]  然後顯示說
[00:17:57.000 --> 00:17:59.000]  你看我兒子的手復原得多好
[00:17:59.000 --> 00:18:01.000]  顯出我的作為
[00:18:01.000 --> 00:18:03.000]  如果有這樣的爸爸
[00:18:03.000 --> 00:18:05.000]  這是一個沒有人性的爸爸
[00:18:05.000 --> 00:18:08.000]  沒有人會把自己的兒子
[00:18:08.000 --> 00:18:10.000]  這樣去鬥爭來顯出自己的作為
[00:18:10.000 --> 00:18:15.000]  耶穌說要顯出自己的作為
[00:18:15.000 --> 00:18:19.000]  豈不是和我剛才所說的個案一模一樣
[00:18:19.000 --> 00:18:23.000]  豈不是上帝很殘忍
[00:18:23.000 --> 00:18:26.000]  我們詳細看看第三節
[00:18:26.000 --> 00:18:32.000]  耶穌告訴這個人一個很重要的事
[00:18:32.000 --> 00:18:37.000]  他說要顯出神的作為
[00:18:37.000 --> 00:18:43.000]  原來作為這個字是叫做erga
[00:18:43.000 --> 00:18:45.000]  erga解作工作
[00:18:45.000 --> 00:18:49.000]  這個人的黑眼和盲
[00:18:49.000 --> 00:18:52.000]  要顯出上帝的工作
[00:18:52.000 --> 00:18:54.000]  究竟耶穌說什麼呢?
[00:18:54.000 --> 00:18:55.000]  什麼叫做工作?
[00:18:55.000 --> 00:19:00.000]  這個字在楊康陰出現過27次
[00:19:00.000 --> 00:19:06.000]  其中18次是說耶穌行的神蹟
[00:19:06.000 --> 00:19:09.000]  而且15:24告訴你
[00:19:09.000 --> 00:19:12.000]  耶穌所作的是別人不能作的
[00:19:12.000 --> 00:19:15.000]  換言之只有耶穌才可以做的
[00:19:15.000 --> 00:19:17.000]  究竟是什麼事呢?
[00:19:17.000 --> 00:19:19.000]  為什麼這個核子的痛苦
[00:19:19.000 --> 00:19:22.000]  要顯出這件事的功勵呢?
[00:19:22.000 --> 00:19:25.000]  我們回到盧家分第4章18節
[00:19:25.000 --> 00:19:26.000]  我們就了解了
[00:19:26.000 --> 00:19:29.000]  在這裡耶穌引用以創那書
[00:19:29.000 --> 00:19:32.000]  主的靈在我身上
[00:19:32.000 --> 00:19:34.000]  因為祂用高高我
[00:19:34.000 --> 00:19:36.000]  叫我傳福音給貧窮的人
[00:19:36.000 --> 00:19:39.000]  差爾我報告秘魯的得釋放
[00:19:39.000 --> 00:19:41.000]  黑眼的得看見
[00:19:41.000 --> 00:19:43.000]  叫那受壓制的得自由
[00:19:43.000 --> 00:19:46.000]  報告神預立的披靂
[00:19:46.000 --> 00:19:50.000]  原來在舊約一個很重要的真理
[00:19:50.000 --> 00:19:53.000]  彌創那降臨的時候
[00:19:53.000 --> 00:19:56.000]  就有這些事情發生
[00:19:56.000 --> 00:19:58.000]  彌創那降臨的時候
[00:19:58.000 --> 00:20:00.000]  一個被差點的人
[00:20:00.000 --> 00:20:02.000]  對黑眼的得看見
[00:20:02.000 --> 00:20:05.000]  痛苦的人得到安慰
[00:20:05.000 --> 00:20:07.000]  事實我也不明白
[00:20:07.000 --> 00:20:09.000]  他起疑惑
[00:20:09.000 --> 00:20:10.000]  就來問耶穌
[00:20:10.000 --> 00:20:12.000]  你有沒有去過彌創那
[00:20:12.000 --> 00:20:13.000]  耶穌回答說
