
[00:00:00.000 --> 00:00:08.000]  接下來這半年我會和大家討論一連串的主題是講到期討
[00:02:02.000 --> 00:02:05.000]  我是根據國際航空協定
[00:02:05.000 --> 00:02:08.000]  在日內瓦簽署的法案
[00:02:08.000 --> 00:02:10.000]  在這個緊急關頭
[00:02:10.000 --> 00:02:12.000]  如果你們是有宗教信仰的
[00:02:12.000 --> 00:02:16.000]  請你現在開始向你們的上帝禱告祈求
[00:02:16.000 --> 00:02:19.000]  保護這架飛機可以安全降落
[00:02:19.000 --> 00:02:22.000]  結果飛機是安全降落
[00:02:22.000 --> 00:02:24.000]  沒有人受傷
[00:02:24.000 --> 00:02:27.000]  事實上除了飛機受到損毀之外
[00:02:27.000 --> 00:02:32.000]  航空公司似乎已經將這件事忘記得一乾二淨
[00:02:32.000 --> 00:02:33.000]  到了第二天
[00:02:33.000 --> 00:02:36.000]  航空公司接到一個乘客的電話
[00:02:36.000 --> 00:02:38.000]  向航空公司查詢
[00:02:38.000 --> 00:02:42.000]  就問機長在降落之前的報告
[00:02:42.000 --> 00:02:46.000]  他想知道是什麼國際航空協定
[00:02:46.000 --> 00:02:50.000]  是什麼簽署在日內瓦的簽署
[00:02:50.000 --> 00:02:53.000]  這個協定為什麼從來都沒有人知道
[00:02:53.000 --> 00:02:56.000]  航空公司的答覆只有八個字
[00:02:56.000 --> 00:03:00.000]  不予置評 無可奉告
[00:03:00.000 --> 00:03:02.000]  我從來都沒有人聽過
[00:03:02.000 --> 00:03:04.000]  有這樣的航空協定
[00:03:04.000 --> 00:03:06.000]  或者這是秘密協定也說不定
[00:03:06.000 --> 00:03:09.000]  或者這個也是國家機密也說不定
[00:03:09.000 --> 00:03:12.000]  似乎只是在危急的時候
[00:03:12.000 --> 00:03:16.000]  那些人才會去想想上帝
[00:03:16.000 --> 00:03:18.000]  當一個人不是在危急的時候
[00:03:18.000 --> 00:03:21.000]  可能他對上帝已經忘記得一乾二淨
[00:03:21.000 --> 00:03:24.000]  對這一條法案也可能忘記得一乾二淨
[00:03:24.000 --> 00:03:26.000]  人就是這麼矛盾
[00:03:26.000 --> 00:03:29.000]  似乎在人走到末路前無去路後
[00:03:29.000 --> 00:03:32.000]  有追悲 生命在危在旦夕的時候
[00:03:32.000 --> 00:03:34.000]  人就會想到 或者有上帝的存在
[00:03:34.000 --> 00:03:37.000]  或者我可以向祂祈求
[00:03:37.000 --> 00:03:39.000]  我想到好幾年前 好多年前
[00:03:39.000 --> 00:03:44.000]  在美國華盛頓州的曼聖海倫火山爆發
[00:03:44.000 --> 00:03:46.000]  當時一個電視台的記者
[00:03:46.000 --> 00:03:50.000]  去到火山口附近採訪
[00:03:50.000 --> 00:03:53.000]  突然之間火山就爆發起來
[00:03:53.000 --> 00:03:56.000]  很多的熔岩 很多的煙霧噴上來
[00:03:56.000 --> 00:04:01.000]  記者看到的時候 馬上就走了
[00:04:01.000 --> 00:04:05.000]  走的時候就忘記了將攝影機和錄音機關掉
[00:04:05.000 --> 00:04:10.000]  所以他走的過程全部錄下來
[00:04:10.000 --> 00:04:14.000]  每一句話都在錄音機裡面聽得清清楚楚
[00:04:14.000 --> 00:04:16.000]  起初的時候聽見他喘氣
[00:04:16.000 --> 00:04:19.000]  沒多久就聽見他大聲的說
[00:04:19.000 --> 00:04:22.000]  上帝呀 上帝呀 求你拯救我
[00:04:22.000 --> 00:04:24.000]  周圍好熱 好黑呀
[00:04:24.000 --> 00:04:27.000]  我不知道我跑去哪裡 我快要死了
[00:04:27.000 --> 00:04:29.000]  你幫我 上帝呀 你幫我
[00:04:29.000 --> 00:04:32.000]  上帝這兩個故事給我們看有兩個事實
[00:04:32.000 --> 00:04:35.000]  第一 當人在危險的時候
[00:04:35.000 --> 00:04:38.000]  一切保障 一切安全都失去的時候
[00:04:38.000 --> 00:04:42.000]  人的盡頭就會想到上帝
[00:04:42.000 --> 00:04:45.000]  似乎人的盡頭就是禱告的開始
[00:04:45.000 --> 00:04:47.000]  這句話一點都沒有錯
[00:04:47.000 --> 00:04:51.000]  換句話來說 為什麼人們不會想到宗教信仰
[00:04:51.000 --> 00:04:54.000]  為什麼人們不會想到禱告呢
[00:04:54.000 --> 00:04:57.000]  就因為他覺得沒有這樣的需要
[00:04:57.000 --> 00:05:00.000]  保障仍然在我手裡
[00:05:00.000 --> 00:05:02.000]  安全仍然在我手裡
[00:05:02.000 --> 00:05:05.000]  我為什麼要求一個看不見摸不到
[00:05:05.000 --> 00:05:07.000]  都不知道是真是假的上帝呢
[00:05:07.000 --> 00:05:10.000]  但是當他們發覺這些保障都失去
[00:05:10.000 --> 00:05:12.000]  這些安全都失去
[00:05:12.000 --> 00:05:15.000]  冥冥中或者有一個上帝可以幫我
[00:05:15.000 --> 00:05:18.000]  似乎那個就是禱告的開始
[00:05:18.000 --> 00:05:21.000]  但另一方面 當我們看到這樣的祈禱的時候
[00:05:21.000 --> 00:05:25.000]  我們也會心底裡說我們會輕視他
[00:05:25.000 --> 00:05:28.000]  我們會低潮他 這些叫臨急抱佛腳
[00:05:28.000 --> 00:05:32.000]  這種做法不是一個虔誠的人應該做的
[00:05:32.000 --> 00:05:34.000]  有事先求 沒事就走人
[00:05:34.000 --> 00:05:37.000]  這絕對不是一個敬虔的信徒的作為
[00:05:37.000 --> 00:05:40.000]  況且我們覺得這樣的祈禱太過自私了
[00:05:40.000 --> 00:05:43.000]  這樣的祈禱太過自我中心了
[00:05:43.000 --> 00:05:46.000]  太過功利了 太過利用上帝了
[00:05:46.000 --> 00:05:48.000]  好像黃大仙求一樣
[00:05:48.000 --> 00:05:51.000]  這絕對不是一個禱告的典範
[00:05:51.000 --> 00:05:54.000]  我們心底裡有這兩個的出來
[00:05:54.000 --> 00:05:57.000]  第一個出來就是說有需要先求
[00:05:57.000 --> 00:05:59.000]  第二個出來就是這樣的祈求
[00:05:59.000 --> 00:06:02.000]  這樣的禱告未免太過自私 太過功利
[00:06:02.000 --> 00:06:04.000]  其實你想深一層
[00:06:04.000 --> 00:06:08.000]  在骨子裡面兩種好像是完全不同的看法
[00:06:08.000 --> 00:06:11.000]  其實都是有同一個看法
[00:06:11.000 --> 00:06:14.000]  看法是什麼呢 是兩個字 驕傲
[00:06:14.000 --> 00:06:19.000]  第一 當一個人以為自己夠好 夠定 夠安全
[00:06:19.000 --> 00:06:21.000]  他就不需要禱告
[00:06:21.000 --> 00:06:23.000]  這個是自我中心 這是驕傲
[00:06:23.000 --> 00:06:25.000]  以為自己可以搞定
[00:06:25.000 --> 00:06:27.000]  以為自己這樣做是不夠好
[00:06:27.000 --> 00:06:30.000]  動機不夠純正 不夠虔誠
[00:06:30.000 --> 00:06:32.000]  不夠沒有資格祈禱
[00:06:32.000 --> 00:06:33.000]  所以不去祈禱
[00:06:33.000 --> 00:06:35.000]  其實裡面也是一個驕傲的問題
[00:06:35.000 --> 00:06:37.000]  也是一個驕傲的問題
[00:06:37.000 --> 00:06:39.000]  今天我不用說第一個
[00:06:39.000 --> 00:06:41.000]  第一個我不想說
[00:06:41.000 --> 00:06:43.000]  我就想跟大家說說第二個
[00:06:43.000 --> 00:06:45.000]  這個很重要 我們集中來看看
[00:06:45.000 --> 00:06:47.000]  什麼人才有資格祈禱
[00:06:47.000 --> 00:06:51.000]  什麼叫做禱告錯誤
[00:06:51.000 --> 00:06:53.000]  剛才我們讀了一段聖經
[00:06:53.000 --> 00:06:55.000]  在雅各祈禱的時候
[00:06:55.000 --> 00:06:57.000]  雅各怎麼祈禱呢
[00:06:57.000 --> 00:07:05.000]  上帝啊 如果你給我飯吃 給我衣服穿 給我屋子住
[00:07:05.000 --> 00:07:07.000]  我有這些東西的時候
[00:07:07.000 --> 00:07:09.000]  我肯定答應給你十分之一
[00:07:09.000 --> 00:07:11.000]  我現在跟你說 阿祖明
[00:07:11.000 --> 00:07:13.000]  我答應你 如果給我一百塊
[00:07:13.000 --> 00:07:15.000]  我會答應給你十分之一
[00:07:15.000 --> 00:07:17.000]  那些什麼叫做禱告啊
[00:07:17.000 --> 00:07:19.000]  這些禱告真是離譜啊
[00:07:19.000 --> 00:07:22.000]  有沒有搞錯啊 簡直是利用神的
[00:07:22.000 --> 00:07:25.000]  討價還價 自私自利 臨急抱佛腳
[00:07:25.000 --> 00:07:30.000]  這些絕對不是我們信徒禱告的典範
[00:07:30.000 --> 00:07:33.000]  或者我們以為這些是最佳的
[00:07:33.000 --> 00:07:36.000]  所謂反教育的最佳題材
[00:07:36.000 --> 00:07:38.000]  說回反教育題材呢
[00:07:38.000 --> 00:07:40.000]  我想起來有一次
[00:07:40.000 --> 00:07:45.000]  很久之前有一次我探望我弟弟
[00:07:45.000 --> 00:07:48.000]  那時候我一個人在美國一個人回來
[00:07:48.000 --> 00:07:50.000]  我家人還在三環市
[00:07:50.000 --> 00:07:53.000]  我回來就在我弟弟家裡住
[00:07:53.000 --> 00:07:56.000]  當時他有一個兒子一個女兒
[00:07:56.000 --> 00:07:58.000]  兒子叫Walterman
[00:07:58.000 --> 00:08:01.000]  讀小學六年級的時候 很久之前
[00:08:01.000 --> 00:08:04.000]  那時候時代 我不知道現在是不是這樣
[00:08:04.000 --> 00:08:07.000]  那時候時代那些六年級學生要考中學
[00:08:07.000 --> 00:08:10.000]  就要經常測驗 經常做那些功課
[00:08:10.000 --> 00:08:12.000]  那些叫做推理
[00:08:12.000 --> 00:08:14.000]  做很多那些推理 我不知道
[00:08:14.000 --> 00:08:18.000]  有一次我侄子Walterman遇到一條難題
[00:08:18.000 --> 00:08:21.000]  就想都想不到
[00:08:21.000 --> 00:08:23.000]  於是就說 伯父我有一個問題
[00:08:23.000 --> 00:08:24.000]  問一下你行不行
[00:08:24.000 --> 00:08:25.000]  行行行 你問一下
[00:08:25.000 --> 00:08:27.000]  那條問題是什麼 我現在還記得那條問題
[00:08:27.000 --> 00:08:28.000]  問一問
[00:08:28.000 --> 00:08:31.000]  那條問題是叫做推理問題
[00:08:31.000 --> 00:08:34.000]  小明年年考大尾
[00:08:34.000 --> 00:08:36.000]  父親問他何解
[00:08:36.000 --> 00:08:39.000]  他說因為前面的位置吸引取了
[00:08:39.000 --> 00:08:42.000]  所以只有考大尾
[00:08:42.000 --> 00:08:44.000]  就是這條問題
[00:08:44.000 --> 00:08:46.000]  然後答案就這樣
[00:08:46.000 --> 00:08:48.000]  一 是不是一則笑話呢
[00:08:48.000 --> 00:08:50.000]  第二 是不是一個教訓呢
[00:08:50.000 --> 00:08:52.000]  第三 是不是一個故事呢
[00:08:52.000 --> 00:08:54.000]  就是三個要選一個
[00:08:54.000 --> 00:08:55.000]  是不是一個笑話呢
[00:08:55.000 --> 00:08:56.000]  是不是一個教訓呢
[00:08:56.000 --> 00:08:59.000]  是不是一個故事 你們說是什麼
[00:08:59.000 --> 00:09:00.000]  推理啊
[00:09:00.000 --> 00:09:02.000]  看你們IQ有多高
[00:09:02.000 --> 00:09:05.000]  那他問完之後 我抓頭髮都不知道
[00:09:05.000 --> 00:09:07.000]  終於讓我想到了
[00:09:07.000 --> 00:09:09.000]  我說 守望 我知道了 我知道了
[00:09:09.000 --> 00:09:10.000]  三個都不是
[00:09:10.000 --> 00:09:11.000]  要加多第四個
[00:09:11.000 --> 00:09:15.000]  一片胡言
[00:09:15.000 --> 00:09:17.000]  那守望說
[00:09:17.000 --> 00:09:19.000]  不行的 我這樣被先生罵的
[00:09:19.000 --> 00:09:21.000]  什麼叫一片胡言
[00:09:21.000 --> 00:09:25.000]  當然是胡言了 胡錦濤說的話你不聽
[00:09:25.000 --> 00:09:29.000]  但究竟亞國的禱告是不是一片胡言
[00:09:29.000 --> 00:09:32.000]  反面的教材
[00:09:32.000 --> 00:09:34.000]  不是
[00:09:34.000 --> 00:09:37.000]  你看整本聖經來看一看
[00:09:37.000 --> 00:09:39.000]  你發覺這樣的祈禱
[00:09:39.000 --> 00:09:43.000]  不只是亞國那樣祈禱
[00:09:43.000 --> 00:09:47.000]  所有聖經裡面的偉大偉人
[00:09:47.000 --> 00:09:52.000]  你和我所尊敬在主學裡面所謂的信心英雄那些
[00:09:52.000 --> 00:09:54.000]  全部是這樣祈禱的
[00:09:54.000 --> 00:09:57.000]  摩西也是這樣祈禱的
[00:09:57.000 --> 00:09:59.000]  大衛也是這樣祈禱的
[00:09:59.000 --> 00:10:01.000]  以利沙也是這樣祈禱的
[00:10:01.000 --> 00:10:03.000]  約書亞也是這樣祈禱的
[00:10:03.000 --> 00:10:05.000]  路德也是這樣祈禱的
[00:10:05.000 --> 00:10:06.000]  亞國也是這樣祈禱的
[00:10:06.000 --> 00:10:09.000]  約翰 阿伯拉罕全部是這樣祈禱的
[00:10:09.000 --> 00:10:11.000]  你不信我給你一些例子來看看
[00:10:11.000 --> 00:10:15.000]  摩西在文數記第11章第11至12節他怎樣祈禱
[00:10:15.000 --> 00:10:20.000]  「神啊!你為何苦待僕人?我為何不在你眼前無恩?
[00:10:20.000 --> 00:10:25.000]  竟把這管理百姓的重任加在我身上呢?
[00:10:25.000 --> 00:10:29.000]  這百姓豈是我懷的胎?豈是我生下來的呢?」
[00:10:29.000 --> 00:10:32.000]  這些就好像我吩咐子女洗碗
[00:10:32.000 --> 00:10:33.000]  他們就怎樣說
[00:10:33.000 --> 00:10:36.000]  「爸爸!為什麼你叫我洗碗?今天不是輪到我
[00:10:36.000 --> 00:10:40.000]  竟然叫我去洗?飯又不是只是我吃的
[00:10:40.000 --> 00:10:42.000]  碗又不是只是我用的
[00:10:42.000 --> 00:10:44.000]  為什麼你不叫姐姐去洗?
[00:10:44.000 --> 00:10:46.000]  一模一樣是這麼幼稚的」
[00:10:46.000 --> 00:10:48.000]  摩西不就是這麼幼稚嗎?
[00:10:48.000 --> 00:10:50.000]  或者有人打電話來給我說
[00:10:50.000 --> 00:10:52.000]  「牧師啊!你可不可以去探望我?」
[00:10:52.000 --> 00:10:55.000]  於是我就祈禱說「撒拉撒!為什麼你叫我去探望這個人?
[00:10:55.000 --> 00:10:56.000]  這個兒子又不是我生的
[00:10:56.000 --> 00:10:57.000]  這個人又不是我的
[00:10:57.000 --> 00:10:58.000]  為什麼在這個時候我去?
[00:10:58.000 --> 00:11:00.000]  你們說這些是不是幼稚呢?
[00:11:00.000 --> 00:11:02.000]  簡直是幼稚至死的」
[00:11:02.000 --> 00:11:03.000]  再看看以利沙
[00:11:03.000 --> 00:11:05.000]  這往記下第二章第24節
[00:11:05.000 --> 00:11:06.000]  以利沙更離譜
[00:11:06.000 --> 00:11:08.000]  以利沙就是因為什麼呢?
[00:11:08.000 --> 00:11:10.000]  因為那些小孩子笑他光頭佬
[00:11:10.000 --> 00:11:11.000]  「啊!那個光頭佬」
[00:11:11.000 --> 00:11:12.000]  「光頭先知」
[00:11:12.000 --> 00:11:14.000]  他就奉耶和華的名祈禱
[00:11:14.000 --> 00:11:15.000]  咒詛他們
[00:11:15.000 --> 00:11:18.000]  於是有兩隻母熊從林中出來
[00:11:18.000 --> 00:11:21.000]  撕裂了他們中間42個童子
[00:11:21.000 --> 00:11:23.000]  你到底有沒有搞錯?
[00:11:23.000 --> 00:11:25.000]  祈禱?祈這樣的祈禱?
[00:11:25.000 --> 00:11:27.000]  真是離譜
[00:11:27.000 --> 00:11:29.000]  你不信再看看大衛
[00:11:29.000 --> 00:11:31.000]  大衛的祈禱更離譜
[00:11:31.000 --> 00:11:33.000]  詩篇第140篇第10節
[00:11:33.000 --> 00:11:34.000]  他怎樣祈禱?
[00:11:34.000 --> 00:11:35.000]  他祈禱
[00:11:37.000 --> 00:11:39.000]  「願炭火落在他們」
[00:11:39.000 --> 00:11:41.000]  即是那些不中演的人
[00:11:41.000 --> 00:11:43.000]  「願炭火落在他們身上」
[00:11:43.000 --> 00:11:45.000]  「願他們被燒在火中」
[00:11:45.000 --> 00:11:47.000]  「拋在深坑裡」
[00:11:47.000 --> 00:11:48.000]  「不能再起來」
[00:11:48.000 --> 00:11:50.000]  祈禱啊
[00:11:50.000 --> 00:11:53.000]  我不知道你有沒有多少人
[00:11:53.000 --> 00:11:54.000]  為你的老闆這樣祈禱
[00:11:54.000 --> 00:11:57.000]  「願炭火落在他們身上」
[00:11:57.000 --> 00:11:58.000]  「願他們被落在火中」
[00:11:58.000 --> 00:11:59.000]  「拋在深坑裡」
[00:11:59.000 --> 00:12:00.000]  「不能再起來」
[00:12:00.000 --> 00:12:03.000]  我想大衛這樣祈禱的時候
[00:12:03.000 --> 00:12:05.000]  當然是握著拳頭
[00:12:05.000 --> 00:12:07.000]  摩拳擦掌這樣祈禱
[00:12:07.000 --> 00:12:12.000]  其實這些例子多不勝數
[00:12:12.000 --> 00:12:14.000]  你拿開聖經
[00:12:14.000 --> 00:12:15.000]  隨便在詩篇
[00:12:15.000 --> 00:12:16.000]  在舊約
[00:12:16.000 --> 00:12:17.000]  甚至在新約
[00:12:17.000 --> 00:12:18.000]  你看到的
[00:12:18.000 --> 00:12:19.000]  很多都是這樣祈禱的
[00:12:19.000 --> 00:12:22.000]  雅各已經算是好的了
[00:12:22.000 --> 00:12:24.000]  給你十分之一
[00:12:24.000 --> 00:12:25.000]  雅各已經算是好的了
[00:12:25.000 --> 00:12:26.000]  你幫我這些
[00:12:26.000 --> 00:12:27.000]  你看看
[00:12:27.000 --> 00:12:29.000]  以利沙怎樣祈禱?
[00:12:29.000 --> 00:12:30.000]  說一句
[00:12:30.000 --> 00:12:31.000]  光頭佬這樣求神
[00:12:31.000 --> 00:12:32.000]  就咒了他
[00:12:32.000 --> 00:12:33.000]  你一大衛祈禱
[00:12:33.000 --> 00:12:34.000]  拿著拳頭
[00:12:34.000 --> 00:12:36.000]  「願炭火落在他們的頭上」
[00:12:36.000 --> 00:12:39.000]  「願他們被雕在火裡」
[00:12:39.000 --> 00:12:40.000]  我見到有一次有人祈禱
[00:12:40.000 --> 00:12:42.000]  「願上帝打得殺他們的牙」
[00:12:42.000 --> 00:12:43.000]  沒有沒有,剩下兩隻
[00:12:43.000 --> 00:12:44.000]  讓你知道甚麼是牙痛
[00:12:44.000 --> 00:12:47.000]  這些是甚麼祈禱?
[00:12:47.000 --> 00:12:50.000]  然後我們發覺在聖經裏面
[00:12:50.000 --> 00:12:52.000]  不只是雅各這樣去祈禱
[00:12:52.000 --> 00:12:54.000]  很多很多這樣的例子
[00:12:54.000 --> 00:12:56.000]  多不勝數
[00:12:56.000 --> 00:12:59.000]  原來這個在聖經裏面
[00:12:59.000 --> 00:13:01.000]  是一個禱告的模式
[00:13:02.000 --> 00:13:04.000]  我稱這個禱告模式為
[00:13:04.000 --> 00:13:06.000]  「禱告初階」
[00:13:06.000 --> 00:13:08.000]  Richard Forster在一本書叫
[00:13:08.000 --> 00:13:09.000]  「Prayer」
[00:13:09.000 --> 00:13:11.000]  就叫「Simple Prayer」
[00:13:11.000 --> 00:13:13.000]  對我們來說
[00:13:13.000 --> 00:13:15.000]  禱告是很難接受的
[00:13:15.000 --> 00:13:16.000]  這樣的祈禱
[00:13:16.000 --> 00:13:17.000]  太血氣
[00:13:17.000 --> 00:13:18.000]  太人性
[00:13:18.000 --> 00:13:20.000]  太不虔誠
[00:13:20.000 --> 00:13:21.000]  太自私
[00:13:21.000 --> 00:13:22.000]  太幼稚
[00:13:22.000 --> 00:13:24.000]  為甚麼我們會有這樣的想法?
[00:13:24.000 --> 00:13:26.000]  因為我們有一個錯覺
[00:13:26.000 --> 00:13:28.000]  甚麼人才有資格祈禱?
[00:13:28.000 --> 00:13:29.000]  沒有自私
[00:13:29.000 --> 00:13:31.000]  敬虔
[00:13:31.000 --> 00:13:32.000]  沒有罪
[00:13:32.000 --> 00:13:34.000]  這樣的人才有資格祈禱
[00:13:34.000 --> 00:13:36.000]  而我們的禱告內容
[00:13:36.000 --> 00:13:38.000]  一定要無私的
[00:13:38.000 --> 00:13:39.000]  一定要敬虔的
[00:13:39.000 --> 00:13:41.000]  屬靈的
[00:13:41.000 --> 00:13:42.000]  求屬世的事
[00:13:42.000 --> 00:13:43.000]  是不像樣的
[00:13:43.000 --> 00:13:45.000]  求上帝處理
[00:13:45.000 --> 00:13:46.000]  你的老闆
[00:13:46.000 --> 00:13:47.000]  打他的頭
[00:13:47.000 --> 00:13:48.000]  又落在火裏面
[00:13:48.000 --> 00:13:49.000]  這些是不對的
[00:13:49.000 --> 00:13:51.000]  不蒙孽納的
[00:13:51.000 --> 00:13:53.000]  你要祈禱
[00:13:53.000 --> 00:13:55.000]  上帝啊
[00:13:55.000 --> 00:13:56.000]  你幫助他
[00:13:56.000 --> 00:13:58.000]  你要愛你的仇敵
[00:13:58.000 --> 00:14:00.000]  你要為他祝福
[00:14:00.000 --> 00:14:01.000]  不可奏助
[00:14:01.000 --> 00:14:02.000]  聖經也說
[00:14:02.000 --> 00:14:03.000]  所以你要祈禱的時候
[00:14:03.000 --> 00:14:04.000]  要祈禱得很美的
[00:14:04.000 --> 00:14:05.000]  毫無私心
[00:14:05.000 --> 00:14:07.000]  冥冥很生氣的時候
[00:14:07.000 --> 00:14:08.000]  上帝啊
[00:14:08.000 --> 00:14:09.000]  我現在不生氣了
[00:14:09.000 --> 00:14:10.000]  我要為他祈禱
[00:14:10.000 --> 00:14:11.000]  我們以為這樣才要敬虔
[00:14:11.000 --> 00:14:13.000]  我們以為這樣才有資格祈禱
[00:14:13.000 --> 00:14:14.000]  有時
[00:14:14.000 --> 00:14:15.000]  我們發覺
[00:14:15.000 --> 00:14:16.000]  我不知道你們有沒有試過
[00:14:16.000 --> 00:14:18.000]  有時我們自己祈禱
[00:14:18.000 --> 00:14:19.000]  祈禱後會後悔
[00:14:19.000 --> 00:14:20.000]  有沒有搞錯
[00:14:20.000 --> 00:14:21.000]  香神說這樣的東西
[00:14:21.000 --> 00:14:22.000]  有沒有自私
[00:14:22.000 --> 00:14:24.000]  會不會太過離譜
[00:14:24.000 --> 00:14:26.000]  但如果我們這樣想祈禱
[00:14:26.000 --> 00:14:28.000]  你就大錯特錯
[00:14:28.000 --> 00:14:30.000]  這樣祈禱
[00:14:30.000 --> 00:14:32.000]  你就大錯特錯
[00:14:32.000 --> 00:14:35.000]  禱告初階
[00:14:35.000 --> 00:14:38.000]  不單只是禱告的基義
[00:14:38.000 --> 00:14:41.000]  也是禱告的重要
[00:14:41.000 --> 00:14:45.000]  耶穌在主禱文教我們怎樣
[00:14:45.000 --> 00:14:47.000]  我們每天的飲食
[00:14:47.000 --> 00:14:50.000]  每天的飲食
[00:14:50.000 --> 00:14:52.000]  你不要為你麵包祈禱
[00:14:52.000 --> 00:14:53.000]  你不要為
[00:14:53.000 --> 00:14:54.000]  牧師不要這麼長氣
[00:14:54.000 --> 00:14:55.000]  因為我肚子餓
[00:14:55.000 --> 00:14:56.000]  我肚子餓
[00:14:56.000 --> 00:14:57.000]  你可以這樣祈禱
[00:14:57.000 --> 00:14:59.000]  看上帝是否答應你另一件事
[00:14:59.000 --> 00:15:01.000]  或者我們想界定一下
[00:15:01.000 --> 00:15:03.000]  什麼叫禱告的初階
[00:15:03.000 --> 00:15:07.000]  耶穌教導我們要學像小孩子的樣式
[00:15:07.000 --> 00:15:09.000]  你想想小孩子是怎樣
[00:15:09.000 --> 00:15:11.000]  通常我們以為
[00:15:11.000 --> 00:15:12.000]  學像小孩子的樣式
[00:15:12.000 --> 00:15:15.000]  於是我們就神化了小孩子
[00:15:15.000 --> 00:15:17.000]  小孩子是不自私的
[00:15:17.000 --> 00:15:19.000]  是很信任的
[00:15:19.000 --> 00:15:22.000]  我想問問世界上有多少個小孩子是這樣不自私的
[00:15:22.000 --> 00:15:25.000]  有多少人見過這個小孩子不自私的請舉手
[00:15:25.000 --> 00:15:28.000]  小孩子
[00:15:28.000 --> 00:15:31.000]  在我們中間做過父母就知道
[00:15:31.000 --> 00:15:33.000]  絕對不是這麼純真的
[00:15:33.000 --> 00:15:36.000]  一點都不是的
[00:15:36.000 --> 00:15:38.000]  有時是很自私的
[00:15:38.000 --> 00:15:40.000]  有時很自理
[00:15:40.000 --> 00:15:43.000]  你叫他分享一些東西是很難的
[00:15:43.000 --> 00:15:45.000]  明明那個玩具他都不玩很久
[00:15:45.000 --> 00:15:46.000]  每天拿來的時候
[00:15:46.000 --> 00:15:48.000]  他搶說這個是我的
[00:15:48.000 --> 00:15:49.000]  玩完之後平時自己扔掉
[00:15:49.000 --> 00:15:51.000]  一點都不是
[00:15:51.000 --> 00:15:53.000]  不是和別人分享
[00:15:53.000 --> 00:15:56.000]  為什麼耶穌叫我們學像小孩子的樣式
[00:15:56.000 --> 00:16:01.000]  不是因為他們敬虔
[00:16:01.000 --> 00:16:03.000]  是有一個特點在裡面
[00:16:03.000 --> 00:16:05.000]  這個特點是什麼
[00:16:05.000 --> 00:16:07.000]  他們是無偽的
[00:16:07.000 --> 00:16:09.000]  他們想什麼就什麼
[00:16:09.000 --> 00:16:11.000]  不分好歹
[00:16:11.000 --> 00:16:13.000]  不問是非
[00:16:13.000 --> 00:16:16.000]  只是將心裡面所求所感受所想的
[00:16:16.000 --> 00:16:17.000]  說出來
[00:16:17.000 --> 00:16:18.000]  是沒有經過淚滴
[00:16:18.000 --> 00:16:20.000]  是沒有經過分隔
[00:16:20.000 --> 00:16:22.000]  是沒有半點掩飾
[00:16:22.000 --> 00:16:23.000]  是一就是一
[00:16:23.000 --> 00:16:24.000]  是二就是二
[00:16:24.000 --> 00:16:27.000]  我記得我兒子以前讀書
