
[00:00:00.000 --> 00:00:05.000]  踏入2021年
[00:04:35.000 --> 00:04:39.000]  是我們解讀那段聖經是說撒旦
[00:04:39.000 --> 00:04:41.000]  那些不算數
[00:04:41.000 --> 00:04:45.000]  其他的經文一句半句
[00:04:45.000 --> 00:04:52.000]  但是我們必須要尊重約伯記開頭
[00:04:52.000 --> 00:04:56.000]  他很清楚介紹
[00:04:56.000 --> 00:05:07.000]  第一,宇宙天地之間只有獨一的真神
[00:05:07.000 --> 00:05:10.000]  主自萬邦
[00:05:10.000 --> 00:05:14.000]  我們開頭所聽的月詩
[00:05:14.000 --> 00:05:16.000]  撒旦是誰?
[00:05:16.000 --> 00:05:29.000]  他不是和耶和華上主楚河漢界分庭抗禮
[00:05:29.000 --> 00:05:32.000]  你在天上有個寶座
[00:05:32.000 --> 00:05:35.000]  我在地獄又有個寶座
[00:05:35.000 --> 00:05:39.000]  聖經從來都沒有這件事
[00:05:39.000 --> 00:05:41.000]  這裡怎麼說呢?
[00:05:41.000 --> 00:05:43.000]  這裡說介紹撒旦
[00:05:43.000 --> 00:05:47.000]  撒旦只不過是耶和華上主寶座前
[00:05:47.000 --> 00:05:53.000]  事立的其中一員
[00:05:53.000 --> 00:05:58.000]  我們見到天庭上的規矩
[00:05:58.000 --> 00:06:01.000]  不是由撒旦決定
[00:06:01.000 --> 00:06:08.000]  所以上帝問他必須要答
[00:06:08.000 --> 00:06:14.000]  不能鼓氣拋棄,不理睬上帝
[00:06:14.000 --> 00:06:20.000]  撒旦在上帝面前回答上帝
[00:06:20.000 --> 00:06:24.000]  所以整個討論不是他挑起的
[00:06:24.000 --> 00:06:26.000]  不要冤枉他
[00:06:26.000 --> 00:06:29.000]  我們今天動一動就說屬靈爭戰
[00:06:29.000 --> 00:06:31.000]  動一動就說撒旦攻擊
[00:06:31.000 --> 00:06:33.000]  日後在基督台前
[00:06:33.000 --> 00:06:36.000]  我想每次他出來都會說主人冤枉
[00:06:36.000 --> 00:06:38.000]  與我無關
[00:06:38.000 --> 00:06:40.000]  焦點沒錯是虐白
[00:06:40.000 --> 00:06:43.000]  上主欣賞他的僕人
[00:06:43.000 --> 00:06:45.000]  剛才你聽到
[00:06:45.000 --> 00:06:47.000]  經文你很熟悉
[00:06:47.000 --> 00:06:50.000]  你有沒有看到我的僕人虐白
[00:06:50.000 --> 00:06:54.000]  今天我們每個人都覺得自己是虐白
[00:06:54.000 --> 00:06:56.000]  動一動就說自己是虐白
[00:06:56.000 --> 00:06:58.000]  我最近微微低燒
[00:06:58.000 --> 00:07:01.000]  有一點點像食母之味
[00:07:01.000 --> 00:07:04.000]  COVID-19我是虐白
[00:07:04.000 --> 00:07:07.000]  猶太拉比不是這樣看的
[00:07:07.000 --> 00:07:09.000]  猶太的傳統說
[00:07:09.000 --> 00:07:12.000]  上帝看得起你
[00:07:12.000 --> 00:07:14.000]  你才是虐白
[00:07:14.000 --> 00:07:17.000]  你以為這麼容易嗎?
[00:07:17.000 --> 00:07:20.000]  不是人人都上帝這樣看得起的
[00:07:20.000 --> 00:07:22.000]  閉嘴
[00:07:22.000 --> 00:07:27.000]  這是虐白的開場白
[00:07:27.000 --> 00:07:32.000]  令我們停下來聽清楚的
[00:07:32.000 --> 00:07:38.000]  其實是撒旦回應上主
[00:07:38.000 --> 00:07:45.000]  真正有詞的說話
[00:07:45.000 --> 00:07:48.000]  你說他不害怕嗎?
[00:07:48.000 --> 00:07:50.000]  夾著尾巴
[00:07:50.000 --> 00:07:53.000]  不是那些是神話的拆圖
[00:07:53.000 --> 00:07:57.000]  我們弄錯了
[00:07:57.000 --> 00:07:59.000]  撒旦說了一段說話
[00:07:59.000 --> 00:08:02.000]  簡單總結說謠
[00:08:02.000 --> 00:08:03.000]  你能說出來嗎?
[00:08:03.000 --> 00:08:06.000]  讓你扮撒旦一分鐘
[00:08:06.000 --> 00:08:08.000]  撒旦說了什麼?
[00:08:08.000 --> 00:08:11.000]  撒旦說一個人敬畏上帝
[00:08:11.000 --> 00:08:13.000]  一定有原因的
[00:08:13.000 --> 00:08:16.000]  拿走原因
[00:08:16.000 --> 00:08:19.000]  結果就改變了
[00:08:19.000 --> 00:08:23.000]  一個人敬畏神
[00:08:23.000 --> 00:08:27.000]  原因是因為上帝對他好
[00:08:27.000 --> 00:08:29.000]  上帝賞賜他
[00:08:29.000 --> 00:08:32.000]  他就稱頌上帝
[00:08:32.000 --> 00:08:37.000]  試試看上帝不賞賜他
[00:08:37.000 --> 00:08:40.000]  你猜會發生什麼事呢?
[00:08:40.000 --> 00:08:44.000]  天公地道的解釋
[00:08:44.000 --> 00:08:48.000]  你什麼時候開感恩會的?
[00:08:48.000 --> 00:08:51.000]  上帝聽我祈禱
[00:08:51.000 --> 00:08:56.000]  我這個疾病不若而愈
[00:08:56.000 --> 00:09:00.000]  那上帝不聽祈禱的時候呢?
[00:09:00.000 --> 00:09:02.000]  上帝告訴你
[00:09:02.000 --> 00:09:03.000]  醫生告訴你
[00:09:03.000 --> 00:09:06.000]  上帝透過醫生的口
[00:09:06.000 --> 00:09:08.000]  不用再打針了
[00:09:08.000 --> 00:09:10.000]  那是什麼意思呢?
[00:09:10.000 --> 00:09:14.000]  你的病沒有藥醫了
[00:09:14.000 --> 00:09:16.000]  你開感恩會嘛
[00:09:16.000 --> 00:09:19.000]  有什麼好感恩的?
[00:09:19.000 --> 00:09:22.000]  我試過很久以前有一次講到
[00:09:22.000 --> 00:09:23.000]  大堂中座
[00:09:23.000 --> 00:09:25.000]  我不告訴你是弟兄還是姐妹
[00:09:25.000 --> 00:09:28.000]  就是這樣大聲回答我
[00:09:28.000 --> 00:09:30.000]  對的
[00:09:30.000 --> 00:09:32.000]  我們每一個基督徒
[00:09:32.000 --> 00:09:34.000]  都是這樣想的
[00:09:34.000 --> 00:09:35.000]  基督徒是這樣想的
[00:09:35.000 --> 00:09:38.000]  我不是說拜神那些
[00:09:38.000 --> 00:09:43.000]  民間宗教信仰的外邦人
[00:09:43.000 --> 00:09:49.000]  我到今天都未曾見過弟兄姐妹
[00:09:49.000 --> 00:09:51.000]  會輕
[00:09:51.000 --> 00:09:52.000]  我用這個動詞
[00:09:52.000 --> 00:09:53.000]  不是不會做
[00:09:53.000 --> 00:09:55.000]  但會輕
[00:09:55.000 --> 00:09:57.000]  我的病沒得醫了
[00:09:57.000 --> 00:09:59.000]  我們來開感恩會吧
[00:09:59.000 --> 00:10:01.000]  沒有啊
[00:10:01.000 --> 00:10:02.000]  我未遇到
[00:10:02.000 --> 00:10:07.000]  開感恩會都要celebration of life
[00:10:07.000 --> 00:10:10.000]  聽到背後的原因嗎?
[00:10:10.000 --> 00:10:14.000]  這個是撒旦的邏輯
[00:10:14.000 --> 00:10:15.000]  這個是他的想法
[00:10:15.000 --> 00:10:17.000]  不是
[00:10:17.000 --> 00:10:19.000]  這個是他認為
[00:10:19.000 --> 00:10:22.000]  人人都是這樣想的
[00:10:22.000 --> 00:10:24.000]  包括約伯在內
[00:10:24.000 --> 00:10:27.000]  所以上帝你讚他嗎?
[00:10:27.000 --> 00:10:31.000]  其實你不用讚他
[00:10:31.000 --> 00:10:33.000]  你對任何一個人這麼好
[00:10:33.000 --> 00:10:37.000]  那個人都會天天開感恩會
[00:10:37.000 --> 00:10:40.000]  你試試吧
[00:10:40.000 --> 00:10:45.000]  撒旦其實是對的
[00:10:45.000 --> 00:10:52.000]  我們個個的確都是這樣
[00:10:52.000 --> 00:10:56.000]  有什麼意欲風吹草動
[00:10:56.000 --> 00:10:58.000]  我們就叫了
[00:10:58.000 --> 00:11:01.000]  上帝去了哪裡?
[00:11:01.000 --> 00:11:05.000]  他是你的菲傭嗎?
[00:11:05.000 --> 00:11:06.000]  不是啊
[00:11:06.000 --> 00:11:07.000]  但我們就理直氣壯
[00:11:07.000 --> 00:11:08.000]  上帝不聽我祈禱
[00:11:08.000 --> 00:11:11.000]  牧師我再給多兩個禮拜
[00:11:11.000 --> 00:11:14.000]  不然我就不回來崇拜了
[00:11:14.000 --> 00:11:16.000]  牧師都沒有你付的
[00:11:16.000 --> 00:11:18.000]  他不是上帝
[00:11:18.000 --> 00:11:22.000]  約伯記的開場白
[00:11:22.000 --> 00:11:26.000]  其實不是在問苦難的問題
[00:11:26.000 --> 00:11:28.000]  不是在問一個義人
[00:11:28.000 --> 00:11:30.000]  為什麼要受苦
[00:11:30.000 --> 00:11:35.000]  給一個很深奧的名詞
[00:11:35.000 --> 00:11:37.000]  這個叫做神義論
[00:11:37.000 --> 00:11:40.000]  不要這樣拋書包
[00:11:40.000 --> 00:11:41.000]  沒有答案?
[00:11:41.000 --> 00:11:43.000]  上帝怎樣這樣對我?
[00:11:43.000 --> 00:11:45.000]  就走人
[00:11:45.000 --> 00:11:47.000]  就去找個地方
[00:11:47.000 --> 00:11:49.000]  從頭來過
[00:11:49.000 --> 00:11:51.000]  在那裡我的答案
[00:11:51.000 --> 00:11:55.000]  就是永恆的
[00:11:55.000 --> 00:11:57.000]  約伯記不是創世紀
[00:11:57.000 --> 00:11:59.000]  羅亞出現在創世紀
[00:11:59.000 --> 00:12:01.000]  約伯出現在約伯紀
[00:12:01.000 --> 00:12:05.000]  所以要差不多讀完整本聖經
[00:12:05.000 --> 00:12:09.000]  猶太人的目錄
[00:12:09.000 --> 00:12:12.000]  才來到約伯紀
[00:12:12.000 --> 00:12:14.000]  用一個比喻來說
[00:12:14.000 --> 00:12:16.000]  就是你讀幼稚園
[00:12:16.000 --> 00:12:17.000]  讀小學
[00:12:17.000 --> 00:12:18.000]  讀中學
[00:12:18.000 --> 00:12:20.000]  都不可以讀約伯記字的
[00:12:20.000 --> 00:12:21.000]  要讀到大學
[00:12:21.000 --> 00:12:23.000]  不是讀到神學
[00:12:23.000 --> 00:12:28.000]  那你就可以來問
[00:12:28.000 --> 00:12:31.000]  約伯記不容易明白
[00:12:31.000 --> 00:12:36.000]  因為他反轉我們人人都以為
[00:12:36.000 --> 00:12:38.000]  當然是這樣的
[00:12:38.000 --> 00:12:40.000]  那個觀念
[00:12:40.000 --> 00:12:44.000]  不是這樣的嗎?
[00:12:44.000 --> 00:12:48.000]  今天我們有多少人站出來做見證
[00:12:48.000 --> 00:12:50.000]  就是告訴其他人
[00:12:50.000 --> 00:12:51.000]  你不羨慕就沒有了
[00:12:51.000 --> 00:12:52.000]  上帝對我這麼好
[00:12:52.000 --> 00:12:54.000]  所以我感激他
[00:12:54.000 --> 00:12:56.000]  那些見證吸引人
[00:12:56.000 --> 00:12:58.000]  吸引人來到哪裡?
[00:12:58.000 --> 00:12:59.000]  來到上帝面前?
[00:12:59.000 --> 00:13:00.000]  還是來學他?
[00:13:00.000 --> 00:13:04.000]  還是來到撒旦的面前?
[00:13:04.000 --> 00:13:06.000]  不要這樣做見證
[00:13:06.000 --> 00:13:09.000]  這樣不是見證神
[00:13:09.000 --> 00:13:12.000]  約伯記開頭
[00:13:12.000 --> 00:13:15.000]  約伯挑戰我們的
[00:13:15.000 --> 00:13:17.000]  不是他是一個好人
[00:13:17.000 --> 00:13:18.000]  他是一個義人
[00:13:18.000 --> 00:13:20.000]  他做得到
[00:13:20.000 --> 00:13:21.000]  我們很自卑
[00:13:21.000 --> 00:13:23.000]  我們不能敬畏神
[00:13:23.000 --> 00:13:25.000]  我們不能遠離惡事
[00:13:25.000 --> 00:13:26.000]  不是
[00:13:26.000 --> 00:13:29.000]  是約伯的邏輯
[00:13:29.000 --> 00:13:34.000]  和撒旦完全相反
[00:13:34.000 --> 00:13:36.000]  約伯記只是記載了
[00:13:36.000 --> 00:13:40.000]  約伯開頭中間結尾
[00:13:40.000 --> 00:13:42.000]  三句話
[00:13:42.000 --> 00:13:44.000]  有沒有印象?
[00:13:44.000 --> 00:13:48.000]  第一章第五節
[00:13:48.000 --> 00:13:52.000]  他為他的兒女獻梵祭
[00:13:52.000 --> 00:13:55.000]  其實那一道題已經提到稱頌神了
[00:13:55.000 --> 00:13:57.000]  不過中文翻譯
[00:13:57.000 --> 00:13:59.000]  也叫做「欺釣神」
[00:13:59.000 --> 00:14:01.000]  我們沒有時間去處理
[00:14:01.000 --> 00:14:05.000]  這些欺伯來文的細節
[00:14:05.000 --> 00:14:08.000]  中間那一次
[00:14:08.000 --> 00:14:10.000]  第一章結束
[00:14:10.000 --> 00:14:14.000]  「我赤身出於舞台」
[00:14:14.000 --> 00:14:16.000]  背和合本
[00:14:16.000 --> 00:14:18.000]  大家聽得順耳一點
[00:14:18.000 --> 00:14:21.000]  我為什麼要再翻譯給大家呢?
[00:14:21.000 --> 00:14:23.000]  是因為我想你留心
[00:14:23.000 --> 00:14:26.000]  其實裏面有很多的細節
[00:14:26.000 --> 00:14:31.000]  是我們那些先入為主的印象
[00:14:31.000 --> 00:14:34.000]  壟斷了看不到
[00:14:34.000 --> 00:14:39.000]  約伯說「我必赤身歸回」
[00:14:39.000 --> 00:14:42.000]  賞賜的是耶和華
[00:14:42.000 --> 00:14:46.000]  收取的都是耶和華
[00:14:46.000 --> 00:14:49.000]  耶和華的命
[00:14:49.000 --> 00:14:54.000]  無論賞賜或收取
[00:14:54.000 --> 00:14:59.000]  都是應當稱頌
[00:14:59.000 --> 00:15:00.000]  換一句話說
[00:15:00.000 --> 00:15:08.000]  約伯將神的祝福和我們稱頌祂的名脫勾
[00:15:08.000 --> 00:15:11.000]  Disengaged
[00:15:11.000 --> 00:15:14.000]  好像插鬚電掣
[00:15:14.000 --> 00:15:17.000]  拔出來
[00:15:17.000 --> 00:15:22.000]  兩件事情沒有關係
[00:15:22.000 --> 00:15:25.000]  我們和神的關係
[00:15:25.000 --> 00:15:30.000]  並非建立在祂怎樣賜福給我們
[00:15:30.000 --> 00:15:34.000]  嘩!這樣都可以?
[00:15:34.000 --> 00:15:37.000]  是這樣的嗎?
[00:15:37.000 --> 00:15:43.000]  所以我們其實情願接受撒旦的邏輯
[00:15:43.000 --> 00:15:45.000]  他說得很有道理
[00:15:45.000 --> 00:15:47.000]  我們每個人都是這樣相信的
[00:15:47.000 --> 00:15:50.000]  我們每個人都是這樣做的
[00:15:50.000 --> 00:15:55.000]  聖經不是問一個哲學的問題
[00:15:55.000 --> 00:15:58.000]  要麼上帝就是慈愛的
[00:15:58.000 --> 00:16:01.000]  要麼上帝就是全能的
[00:16:01.000 --> 00:16:03.000]  如果祂有慈愛和全能
[00:16:03.000 --> 00:16:06.000]  就不可以叫一個二人受苦的
[00:16:06.000 --> 00:16:09.000]  這些問題永遠沒有答案
[00:16:09.000 --> 00:16:14.000]  聖經沒有空和我們玩這些遊戲
[00:16:14.000 --> 00:16:18.000]  約伯記開頭就問
[00:16:18.000 --> 00:16:21.000]  上主賞賜
[00:16:21.000 --> 00:16:23.000]  你一定感恩
[00:16:23.000 --> 00:16:25.000]  這個不用說了
[00:16:25.000 --> 00:16:28.000]  撒旦也知道
[00:16:28.000 --> 00:16:31.000]  那上主收取呢?
[00:16:31.000 --> 00:16:33.000]  你會怎樣?
[00:16:33.000 --> 00:16:37.000]  其實反過來看
[00:16:37.000 --> 00:16:40.000]  上帝是怎樣對待我們的?
[00:16:40.000 --> 00:16:43.000]  乖的祂就賞賜
[00:16:43.000 --> 00:16:45.000]  不乖的祂就罰
[00:16:45.000 --> 00:16:49.000]  這就是我們民間宗教一貫以來的十六個字
[00:16:49.000 --> 00:16:52.000]  善有善報,惡有惡報
[00:16:52.000 --> 00:16:53.000]  你懂得背下去
[00:16:53.000 --> 00:16:56.000]  若還未報,是時未到
[00:16:56.000 --> 00:16:59.000]  還大聲過我們唱婦歌
[00:16:59.000 --> 00:17:02.000]  聖經不是這樣說的
[00:17:02.000 --> 00:17:04.000]  主耶穌不是這樣說的
[00:17:04.000 --> 00:17:06.000]  你又懂得背的
[00:17:06.000 --> 00:17:07.000]  來一起吧
[00:17:07.000 --> 00:17:08.000]  你在家裡也可以背的
[00:17:08.000 --> 00:17:16.000]  他叫日頭召好人也召歹人
[00:17:16.000 --> 00:17:18.000]  即是壞人
[00:17:18.000 --> 00:17:25.000]  降雨給異人也給不義的人
[00:17:25.000 --> 00:17:27.000]  用香港今天的說法
[00:17:27.000 --> 00:17:33.000]  上帝叫日頭召藍絲也召黃絲
[00:17:33.000 --> 00:17:39.000]  降雨給因國安法坐牢的
[00:17:39.000 --> 00:17:44.000]  也排隊去打疫苗的高官
[00:17:44.000 --> 00:17:46.000]  那你可能會靠近一點
[00:17:46.000 --> 00:17:48.000]  我的上帝是這樣的嗎?
[00:17:48.000 --> 00:17:50.000]  那我還信不信他?
[00:17:50.000 --> 00:17:52.000]  你想清楚
[00:17:52.000 --> 00:18:01.000]  聖經不是和我們和稀泥幼稚園開派對派茶點
[00:18:01.000 --> 00:18:05.000]  上帝的宇宙獨一的真神
[00:18:05.000 --> 00:18:07.000]  你記得我們的起點嗎?
[00:18:07.000 --> 00:18:11.000]  有一天,神坐在寶座上
[00:18:11.000 --> 00:18:15.000]  連撒旦都要示立在祂面前的上帝
[00:18:15.000 --> 00:18:17.000]  請問祂是怎樣對我們的?
[00:18:17.000 --> 00:18:23.000]  他叫日頭召好人也召惡人
[00:18:23.000 --> 00:18:26.000]  誰是惡人?誰是好人?
[00:18:26.000 --> 00:18:28.000]  你可以去分
[00:18:28.000 --> 00:18:31.000]  不過上帝叫太陽出來
[00:18:31.000 --> 00:18:34.000]  或者下雨的時候
[00:18:34.000 --> 00:18:36.000]  祂沒有這樣分
[00:18:36.000 --> 00:18:41.000]  我們怎樣對祂?
[00:18:41.000 --> 00:18:46.000]  我們這些跟從主的門徒
[00:18:46.000 --> 00:18:53.000]  怎樣對人、愛神、恨我們的弟兄?
[00:18:53.000 --> 00:18:59.000]  一發基是這樣開始的
[00:18:59.000 --> 00:19:07.000]  你信的上帝是天地萬物獨一的真神
[00:19:07.000 --> 00:19:12.000]  是我們聽祂,不是祂聽我們
[00:19:12.000 --> 00:19:16.000]  若法選擇
[00:19:16.000 --> 00:19:26.000]  他跟上帝的關係脫離上帝怎樣對他
[00:19:26.000 --> 00:19:31.000]  值得我們深思
[00:19:31.000 --> 00:19:35.000]  或者值得我們三思
[00:19:35.000 --> 00:19:38.000]  想清楚到底聖經在說甚麼
[00:19:38.000 --> 00:19:41.000]  不容易
[00:19:41.000 --> 00:19:45.000]  所以若法基
[00:19:45.000 --> 00:19:48.000]  如果我們真的慢慢去讀的時候
[00:19:48.000 --> 00:19:50.000]  很靠近
[00:19:50.000 --> 00:19:53.000]  一開始就靠近
[00:19:53.000 --> 00:19:55.000]  就算不說社會政治
[00:19:55.000 --> 00:20:00.000]  就說生老病死
[00:20:00.000 --> 00:20:05.000]  就說疾病、祈禱、得不得醫治
[00:20:05.000 --> 00:20:09.000]  都是靠近
[00:20:09.000 --> 00:20:12.000]  若法怎樣說?
[00:20:12.000 --> 00:20:14.000]  若法跟他太太說
[00:20:14.000 --> 00:20:18.000]  他太太很愛他
[00:20:18.000 --> 00:20:20.000]  你這麼執著
[00:20:20.000 --> 00:20:22.000]  好啊
[00:20:22.000 --> 00:20:26.000]  你稱頌上帝就死了他吧
[00:20:26.000 --> 00:20:28.000]  多好啊
[00:20:28.000 --> 00:20:31.000]  如果若法基是這樣結束的
[00:20:31.000 --> 00:20:35.000]  若法到最後42章
[00:20:35.000 --> 00:20:39.000]  就是停留在懸崖超壁
[00:20:39.000 --> 00:20:43.000]  夕陽的餘暉之下
[00:20:43.000 --> 00:20:51.000]  握住拳頭向天發出抗議
[00:20:51.000 --> 00:20:54.000]  這是我們心目中的若法
[00:20:54.000 --> 00:20:57.000]  若法說你蠢
[00:20:57.000 --> 00:20:59.000]  我不是很喜歡和合本的翻譯
[00:20:59.000 --> 00:21:02.000]  好像小女人一樣
[00:21:02.000 --> 00:21:05.000]  如患的婦人
[00:21:05.000 --> 00:21:08.000]  誰這樣想誰都蠢
[00:21:08.000 --> 00:21:11.000]  我們從神手裡得福
[00:21:11.000 --> 00:21:15.000]  不也受禍嗎?
[00:21:15.000 --> 00:21:18.000]  很難說的
[00:21:18.000 --> 00:21:21.000]  因為我們沒有一個人是這樣想的
[00:21:21.000 --> 00:21:23.000]  為什麼我要信耶穌?
[00:21:23.000 --> 00:21:25.000]  祂幫我吧
[00:21:25.000 --> 00:21:27.000]  我們不說「保佑」兩個字
[00:21:27.000 --> 00:21:29.000]  已經有分別了
[00:21:29.000 --> 00:21:32.000]  不是,其實邏輯是一樣的
[00:21:32.000 --> 00:21:36.000]  那麼上帝可不可以不幫我們?
[00:21:36.000 --> 00:21:39.000]  他不幫我的時候會怎樣?
[00:21:39.000 --> 00:21:41.000]  我們回答不了
[00:21:41.000 --> 00:21:44.000]  若法基的結束
[00:21:44.000 --> 00:21:47.000]  我們特別是年輕的時候讀
[00:21:47.000 --> 00:21:51.000]  覺得很庸俗
[00:21:51.000 --> 00:21:54.000]  我們剛才沒有讀出來
[00:21:54.000 --> 00:21:57.000]  上帝還他
[00:21:57.000 --> 00:22:00.000]  每樣東西都雙倍
[00:22:00.000 --> 00:22:02.000]  你數一下吧
[00:22:02.000 --> 00:22:04.000]  除了太太
[00:22:04.000 --> 00:22:06.000]  能補回嗎?
[00:22:06.000 --> 00:22:08.000]  我們又開始問這些神學問題
[00:22:08.000 --> 00:22:10.000]  死了七個子女
[00:22:10.000 --> 00:22:12.000]  還給十四個他
[00:22:12.000 --> 00:22:14.000]  不是那些人的老婆
[00:22:14.000 --> 00:22:16.000]  我們離題
[00:22:16.000 --> 00:22:20.000]  因為我們先入為主
[00:22:20.000 --> 00:22:26.000]  以為若法基是說義人受苦
[00:22:26.000 --> 00:22:30.000]  若法基的結束
[00:22:30.000 --> 00:22:37.000]  是在第四十二章最後一節之後
[00:22:37.000 --> 00:22:39.000]  你說聖經沒有記載
[00:22:39.000 --> 00:22:44.000]  你這麼大膽加上去
[00:22:44.000 --> 00:22:47.000]  或蛇添足
[00:22:47.000 --> 00:22:49.000]  我大膽一點
[00:22:49.000 --> 00:22:52.000]  因為若法基開頭
[00:22:52.000 --> 00:22:56.000]  是跟我們說天上的一幕
[00:22:56.000 --> 00:23:00.000]  然後地上的歷史故事才開始
[00:23:00.000 --> 00:23:02.000]  如果沒有天上的一幕
[00:23:02.000 --> 00:23:05.000]  就沒有若法基
[00:23:05.000 --> 00:23:08.000]  所以如果首尾呼應
[00:23:08.000 --> 00:23:10.000]  我們有理由去問
[00:23:10.000 --> 00:23:14.000]  天上有沒有這一幕呢?
[00:23:14.000 --> 00:23:15.000]  什麼?
[00:23:15.000 --> 00:23:17.000]  剛才你都懂得背
[00:23:17.000 --> 00:23:19.000]  有一天
[00:23:19.000 --> 00:23:21.000]  神的眾子
[00:23:21.000 --> 00:23:26.000]  又來示立在耶和華的面前
[00:23:26.000 --> 00:23:30.000]  撒旦也來在其中
[00:23:30.000 --> 00:23:31.000]  是呀
[00:23:31.000 --> 00:23:33.000]  來不來就會發生
[00:23:33.000 --> 00:23:35.000]  所以若白死了之後
[00:23:35.000 --> 00:23:39.000]  同樣的一幕可以發生
[00:23:39.000 --> 00:23:42.000]  耶和華問撒旦說
[00:23:42.000 --> 00:23:44.000]  你從哪裡來?
[00:23:44.000 --> 00:23:46.000]  撒旦一定要回答
[00:23:46.000 --> 00:23:48.000]  必恭必敬
[00:23:48.000 --> 00:23:53.000]  我從地上走來走去往返而來
[00:23:53.000 --> 00:23:56.000]  耶和華問撒旦說
