
[00:00:00.000 --> 00:00:14.000]  我印象中你們沙田的聚會點,我好幾年前應該去過一次,不過紅磡這個地點是第一次來
[00:03:22.000 --> 00:03:32.000]  人們都會讚你,你真的很愛兒女,放棄你的職業,全心照顧你的兒女
[00:03:32.000 --> 00:03:43.000]  進可攻退可守,弟兄有時很難,職場你進取得太多,人們說你很aggressive
[00:03:43.000 --> 00:03:54.000]  男人都很霸道,於是你成功,人們說你惡霸道
[00:03:54.000 --> 00:04:03.000]  於是你不想在職場打滾,弟兄留在家照顧兒女,有沒有人做家庭主夫
[00:04:03.000 --> 00:04:18.000]  到今時今日,人們都可能有些偏見,如果你做家庭主夫,人們問你做什麼,你都想顧左右而言他
[00:04:18.000 --> 00:04:27.000]  好像告訴人家,我家裡帶孩子好像不太好,現在有個很偉大的名詞叫domestic engineer
[00:04:27.000 --> 00:04:38.000]  家居工程師,下次你告訴人家我做家居工程師就可以了,如果你留在家照顧孩子的話
[00:04:38.000 --> 00:04:45.000]  從另一個角度來看,現在做女人又有現在做女人的困難
[00:04:45.000 --> 00:04:52.000]  其實現在女人機會多了,有很多時反而帶來身份的混亂
[00:04:52.000 --> 00:05:01.000]  剛才執事也分享了,她做了媽媽,又回去做工,作為一個職業女性覺得兩頭不到岸
[00:05:01.000 --> 00:05:08.000]  其實這是很多職業女性的感受,於是想著照顧孩子的工作又做得一般般
[00:05:08.000 --> 00:05:13.000]  四點就要走路,又會不開會,可能她很開心
[00:05:13.000 --> 00:05:20.000]  不過有些女性可能會覺得因為要照顧孩子,所以不能放情在職場
[00:05:20.000 --> 00:05:28.000]  但因為有職場的緣故,又不能放情照顧孩子,所以兩邊都做得不好,身份很掙扎
[00:05:28.000 --> 00:05:34.000]  結婚的姐妹,有些已經結婚,做了媽媽
[00:05:34.000 --> 00:05:42.000]  有時又可能會在想,為什麼要嫁了一個這樣的老公,我不知道姐妹有沒有這種感覺
[00:05:42.000 --> 00:05:49.000]  以前說在家重複出嫁,重複無法選擇,現在可以選擇了
[00:05:49.000 --> 00:05:55.000]  當年這個男人對我這麼好,誰知結婚三年後就變了樣子
[00:05:55.000 --> 00:06:01.000]  溫柔可愛的老公變成現在這個整天掛著打機都不理人的老公
[00:06:01.000 --> 00:06:09.000]  心裏面就會有很多掙扎,為什麼當年要嫁給這個男人,為什麼當年這麼傻
[00:06:09.000 --> 00:06:15.000]  反而機會越多的時候,姐妹就容易多指責
[00:06:15.000 --> 00:06:26.000]  輕的指責,就像姐妹所說,染了頭髮都會後悔,為什麼餵奶的時候要染頭髮
[00:06:26.000 --> 00:06:35.000]  現在資訊越多,姐妹又跟弟兄不同,我以前都是負責帶女兒回幼稚園
[00:06:35.000 --> 00:06:41.000]  因為我上班帶她們回去,在九龍塘帶那兩個
[00:06:41.000 --> 00:06:50.000]  我帶女兒去幼稚園,我用男人的strategy,最初帶她回去就送到她門口
[00:06:50.000 --> 00:06:59.000]  不過門口就馬上走人,學期一直發展下去,我就離門口越來越遠
[00:06:59.000 --> 00:07:05.000]  去到學期尾,我就差不多地鐵站出來跟她走兩步,就說你自己走
[00:07:05.000 --> 00:07:11.000]  我要訓練女兒自己越來越回到學校,我就離開幼稚園,門口越來越遠
[00:07:11.000 --> 00:07:18.000]  這是我男人訓練小朋友的方法,你知道媽媽就不是這樣
[00:07:18.000 --> 00:07:25.000]  送小朋友去幼稚園,進了幼稚園還要站在那裡裝一下
[00:07:25.000 --> 00:07:31.000]  然後又要問隔壁的,怎樣怎樣,很多話題,一堆媽媽站在那裡說話
[00:07:31.000 --> 00:07:39.000]  你知道聊天越多就越多危險,因為聊天越多就越多資訊
[00:07:39.000 --> 00:07:45.000]  原來那隻奶是最好吃,對小朋友最好,原來你餵錯了那隻奶
[00:07:45.000 --> 00:07:51.000]  可以染錯頭髮,餵錯奶,吃錯東西,去錯補習班
[00:07:51.000 --> 00:07:57.000]  資訊越多,你越多後悔的機會,為什麼不是做這樣,為什麼不是做那樣
[00:07:57.000 --> 00:08:04.000]  所以有時候勸媽媽不要知道那麼多,有時候知道越多越麻煩
[00:08:04.000 --> 00:08:10.000]  怎樣都大,好像師母說的,怎樣都大,不用搞那麼多東西
[00:08:10.000 --> 00:08:16.000]  這個就是做媽媽年紀比較大的掙扎
[00:08:16.000 --> 00:08:23.000]  其實有時候這些事情真的很嚴重,不是說笑那麼簡單
[00:08:23.000 --> 00:08:34.000]  上一陣子不知道大家有沒有聽一則新聞,一個中產的媽媽帶著一個九歲的女兒
[00:08:34.000 --> 00:08:39.000]  在騎樓跳下來死了,大概兩三個星期前
[00:08:39.000 --> 00:08:49.000]  那則新聞對我印象很深刻,其中一個原因是媽媽住的那間樓是我以前住的
[00:08:49.000 --> 00:08:54.000]  是同一棟樓,蔚藍灣畔,所以我知道她跳下來的位置
[00:08:54.000 --> 00:08:59.000]  我不知道她走過多少次,她跳下來的位置
[00:08:59.000 --> 00:09:05.000]  看到這則新聞,令我很心痛,這位女士,當然我不認識她
[00:09:05.000 --> 00:09:10.000]  這位女士為什麼要跳下來,香港這個社會
[00:09:10.000 --> 00:09:15.000]  如果你看新聞就知道,因為她老公有外遇,所以想離婚
[00:09:15.000 --> 00:09:21.000]  媽媽就抱著,不知道怎樣,拿著手,跟一個九歲的女兒跳下來
[00:09:21.000 --> 00:09:27.000]  你想想,到了香港這個時間,女人用不著靠男人
[00:09:27.000 --> 00:09:35.000]  幾十年前就說沒有老公不行,現在女人沒有老公就照生活,為什麼要看男人的臉色
[00:09:35.000 --> 00:09:41.000]  她又不是窮,蔚藍灣畔中產街不是很有錢,不過不是窮的人
[00:09:41.000 --> 00:09:47.000]  應該沒什麼問題,男人不要就自己出來獨立生活,又有一個兒子,一個女兒
[00:09:47.000 --> 00:09:53.000]  兒女又愛他,明顯女兒是跟他親,否則也不會願意跟他一起跳下來
[00:09:53.000 --> 00:10:00.000]  又有兒女愛你,又有教育的人,為什麼要選擇這條路呢
[00:10:00.000 --> 00:10:05.000]  我不知道她跳之前的心路歷程是怎樣
[00:10:05.000 --> 00:10:09.000]  可能她自己在跟自己說,我不知道,我懷疑可能她跟自己說
[00:10:09.000 --> 00:10:16.000]  我當年那麼純情,嫁給了老公,我把生命獻給了這個男人
[00:10:16.000 --> 00:10:23.000]  現在這個男人不要我,我最寶貴的給了這個男人,然後這個男人退貨回來
[00:10:23.000 --> 00:10:31.000]  會不會令姐妹或女士覺得自己很沒有價值,覺得自己是一個很失敗的人
[00:10:31.000 --> 00:10:38.000]  我已經將一生付上給這個婚姻,現在原來是一個失敗的付上
[00:10:38.000 --> 00:10:41.000]  給了的東西沒有人要,老公就把錢退回
[00:10:41.000 --> 00:10:45.000]  會不會就是因為這樣,所以她覺得自己很沒有價值
[00:10:45.000 --> 00:10:49.000]  既然我這麼沒有價值的人,還活在這裡幹什麼呢
[00:10:49.000 --> 00:10:54.000]  不知道她跟九歲的女兒說什麼呢,怎樣說服九歲的女兒
[00:10:54.000 --> 00:10:59.000]  九歲了,所以也不可以強行拉她出去,女兒也要自願才行
[00:10:59.000 --> 00:11:05.000]  跟女兒說什麼呢,是不是跟女兒說現在做女人很難,算了
[00:11:05.000 --> 00:11:10.000]  這個世界的男人個個都是騙人的,算了女人很辛苦的,不要做了
[00:11:10.000 --> 00:11:16.000]  我不知道,但是告訴你這個年代的女人有時候選擇越多
[00:11:16.000 --> 00:11:22.000]  越多失望,越多問如果我不是這樣做的話,其實我的生命會不會好一點呢
[00:11:22.000 --> 00:11:29.000]  越容易多自責,如果你說這些是年紀大一點的姐妹
[00:11:29.000 --> 00:11:33.000]  說到年輕的姐妹,面對的困難越重多
[00:11:33.000 --> 00:11:37.000]  今天這個年代社交媒體很發達
[00:11:37.000 --> 00:11:44.000]  社交媒體帶來的,Facebook這些帶給年輕的姐妹
[00:11:44.000 --> 00:11:48.000]  Teenage就是年輕一點的姐妹,其實很多壓力
[00:11:48.000 --> 00:11:55.000]  神造女性,神造姐妹本來就是特別強調關係
[00:11:55.000 --> 00:12:02.000]  有時候姐妹體關係這些東西,我們男性弟兄未必體會得到
[00:12:02.000 --> 00:12:11.000]  我印象很深刻,又說我老婆,我老婆當年有個Best Friend去結婚
[00:12:11.000 --> 00:12:20.000]  沒有請我老婆做伴娘,後來Best Friend解釋我老婆已經有Baby
[00:12:20.000 --> 00:12:27.000]  有我們肚子裡第一個Baby,所以Best Friend就覺得不要要你做什麼,因為你已經懷孕了
[00:12:27.000 --> 00:12:38.000]  但當年我老婆知道Best Friend沒有請她做伴娘的時候,她很傷心
[00:12:38.000 --> 00:12:44.000]  我看著我老婆傷心,我作為弟兄就很哭頭
[00:12:44.000 --> 00:12:48.000]  Best Friend不請我做伴郎,我怎會哭呢
[00:12:48.000 --> 00:12:56.000]  不請就不請,有什麼大事,我從來沒有想過這是一個問題
[00:12:56.000 --> 00:13:04.000]  原來對姐妹來說,他們的關係是很重要的
[00:13:04.000 --> 00:13:11.000]  所以我女兒小時候已經在記錄我的Best Friend是誰
[00:13:11.000 --> 00:13:15.000]  排在第一名、第二名、第三名之類的
[00:13:15.000 --> 00:13:21.000]  六、七歲的女兒來問我,爸爸你的Best Friend是誰
[00:13:21.000 --> 00:13:28.000]  我站在那裡,我沒有Best Friend,我有Friend,但誰是我的Best Friend呢
[00:13:28.000 --> 00:13:34.000]  我不知道,神學院有Friend,教會有Friend,每個人都是Friend
[00:13:34.000 --> 00:13:39.000]  沒有Ranking,怎樣Rank呢
[00:13:39.000 --> 00:13:46.000]  但因為姐妹對於關係看得這麼重要
[00:13:46.000 --> 00:13:53.000]  社交媒體方面是好事,可以幫助你建立關係容易很多
[00:13:53.000 --> 00:13:59.000]  以前我的大女兒,舉個例子,女士很擅長Parallel Processing
[00:13:59.000 --> 00:14:05.000]  可以很多Task一起去做
[00:14:05.000 --> 00:14:09.000]  所以我大女兒做功課,她最喜歡大女兒做功課
[00:14:09.000 --> 00:14:16.000]  一邊做功課一邊開Facebook Page,跟幾個女同學一起聊天
[00:14:16.000 --> 00:14:22.000]  聊功課又有,聊朋友又有,聊什麼都有,聊心事
[00:14:22.000 --> 00:14:27.000]  功課與心事混在一起,幾個人在Facebook上做就很開心
[00:14:27.000 --> 00:14:30.000]  這些事情以前沒有社交媒體是做不到的
[00:14:30.000 --> 00:14:37.000]  很多時候,例如我三女,三女在中學,現在大女已經去大學三年級了
[00:14:37.000 --> 00:14:42.000]  三女現在經常在WhatsApp群組裡,我經常說,你幹嘛對著電話
[00:14:42.000 --> 00:14:46.000]  她們在WhatsApp群組裡,嘰嘰喳喳地聊天
[00:14:46.000 --> 00:14:53.000]  以前只可以跟一個人煲電話粥,現在有了WhatsApp可以幾個人一起煲WhatsApp粥
[00:14:53.000 --> 00:14:58.000]  可以幾個人一起煲,好味很多
[00:14:58.000 --> 00:15:08.000]  當然WhatsApp或社交媒體製造了可能性,可以加深關係
[00:15:08.000 --> 00:15:11.000]  但同樣地社交媒體帶來很多壓力
[00:15:11.000 --> 00:15:17.000]  所以大家看報紙都知道現在很多社交媒體的欺凌
[00:15:17.000 --> 00:15:24.000]  於是A姐妹不喜歡B姐妹,或者Mary不喜歡Susan
[00:15:24.000 --> 00:15:28.000]  於是Mary在WhatsApp群組裡說一些Susan的事情
[00:15:28.000 --> 00:15:32.000]  很快就傳出來,於是全家學校都知道Susan的壞事
[00:15:32.000 --> 00:15:40.000]  那些事情其實真假都不是重要,重要的是全學校都知道Susan做了這些壞事
[00:15:40.000 --> 00:15:43.000]  於是Susan就無地自容了
[00:15:43.000 --> 00:15:56.000]  於是你看到報紙時不時有些特別姐妹為了社交媒體欺負自殺的消息
[00:15:56.000 --> 00:16:03.000]  最近有一段消息不知道大家有沒有上網查,叫做Blue Whales
[00:16:03.000 --> 00:16:08.000]  是一個電腦遊戲,叫做Blue Whales
[00:16:08.000 --> 00:16:16.000]  電腦遊戲有一個Russian男人設立了一個網站
[00:16:16.000 --> 00:16:22.000]  Blue Whales的網上遊戲就是這樣,要你50天內做50件事
[00:16:22.000 --> 00:16:30.000]  如果你同意玩這個遊戲,第一天可能叫你早上4點半起床
[00:16:30.000 --> 00:16:36.000]  這是很小事,但那50天做的事情就越來越奇怪
[00:16:36.000 --> 00:16:44.000]  例如過幾天就叫你殺了一隻動物,殺了一隻貓,然後拍照上網
[00:16:44.000 --> 00:16:53.000]  再過幾天就叫你割手,割完手之後要拍照,血淋淋的照片上網
[00:16:53.000 --> 00:16:58.000]  最後第50天,猜到叫你做什麼嗎?自殺
[00:16:58.000 --> 00:17:02.000]  有些人可能聽過新聞,或者你們猜到了,第50天叫你自殺
[00:17:02.000 --> 00:17:07.000]  這則新聞說,至少這一個人,Blue Whales這個人
[00:17:07.000 --> 00:17:14.000]  他知道的有16個女生自殺,全部都是teenager,只有十多歲
[00:17:14.000 --> 00:17:17.000]  這些女生才玩這些遊戲
[00:17:17.000 --> 00:17:23.000]  你就要問,為什麼這些女生會玩這些遊戲呢?
[00:17:23.000 --> 00:17:30.000]  是自願的,女生自願加入的,在網上玩的,隨時可以退出
[00:17:30.000 --> 00:17:33.000]  玩到哪一天退出,沒有後果的
[00:17:33.000 --> 00:17:39.000]  就是有些人會玩足50天,最後做完第50天自殺
[00:17:39.000 --> 00:17:41.000]  為什麼會這樣做呢?
[00:17:41.000 --> 00:17:50.000]  可能正正反映現代對年輕女性,正正因為角色的模糊,很缺乏自信
[00:17:50.000 --> 00:18:01.000]  在社交媒體上,很多所謂的美女,就算你不美也好
[00:18:01.000 --> 00:18:09.000]  你找個computer programming,用一個computer program去畫畫
[00:18:09.000 --> 00:18:12.000]  你可以做到自己的樣子似乎很美
[00:18:12.000 --> 00:18:15.000]  然後上載到facebook,做你的facebook profile
[00:18:15.000 --> 00:18:20.000]  不過事實與相片不符,怎麼辦呢?就不要見人了
[00:18:20.000 --> 00:18:22.000]  見到就picture
[00:18:22.000 --> 00:18:25.000]  很多的社交媒體,所謂的美女的image
[00:18:25.000 --> 00:18:29.000]  很多很多的方法,你怎樣可以扮美
[00:18:29.000 --> 00:18:32.000]  很多的方法,你怎樣可以瘦
[00:18:32.000 --> 00:18:39.000]  我的女兒找到一些東西,在網上的資訊,教你怎樣去保持身材苗條
[00:18:39.000 --> 00:18:45.000]  跳的那些東西,不知道你知不知道,有些叫做donut crunch
[00:18:45.000 --> 00:18:47.000]  你知不知道,有沒有聽過?
[00:18:47.000 --> 00:18:49.000]  我也是跟我的女兒學的
[00:18:49.000 --> 00:18:54.000]  原來你這裡中間肥了一塊,那些美國人叫做donut
[00:18:54.000 --> 00:19:00.000]  donut crunch就是專門對著中間的那塊肥膏
[00:19:00.000 --> 00:19:07.000]  其實沒有什麼科學根據,不是做某一種運動就特別可以crunch到donut
[00:19:07.000 --> 00:19:12.000]  不過anyway,網上有很多東西,好像說你只要這樣做的話
[00:19:12.000 --> 00:19:15.000]  你就會成為世界美女
[00:19:15.000 --> 00:19:20.000]  於是全世界的人就會很喜歡你,就很受歡迎
[00:19:20.000 --> 00:19:22.000]  不過實際上不是的
[00:19:22.000 --> 00:19:27.000]  做完之後,你不會做了幾下donut crunch,那個肥膏就不見了
[00:19:27.000 --> 00:19:31.000]  你不會用了某種洗頭水之後,每個男生見到你都
[00:19:31.000 --> 00:19:38.000]  這些全部都是網上做出來的一些謊言
[00:19:38.000 --> 00:19:43.000]  但這些謊言可能會對年輕女生造成很多壓力
[00:19:43.000 --> 00:19:48.000]  為什麼我不可以好像,我不知道你覺得誰漂亮
[00:19:48.000 --> 00:19:53.000]  Edmond Watson還是I don't know,還是紐約飛,不知道你喜歡誰
[00:19:53.000 --> 00:19:57.000]  為什麼我不可以好像那個明星的樣子呢?
[00:19:57.000 --> 00:19:59.000]  其實說了這麼多都是隱言
[00:19:59.000 --> 00:20:06.000]  我想很快在這個故事裡面,給你看一點東西
[00:20:06.000 --> 00:20:14.000]  看看如何在主裡面給姐妹一些鼓勵,如何面對現代社會的壓力
[00:20:14.000 --> 00:20:17.000]  第一點就是你剛才讀的那一點
[00:20:17.000 --> 00:20:23.000]  即是說路德選擇與他的媽媽同行
[00:20:23.000 --> 00:20:26.000]  選擇離開他的故鄉
[00:20:26.000 --> 00:20:30.000]  你的神就是我的神,最出名的那一節,即是十六節
[00:20:30.000 --> 00:20:35.000]  你往哪裡去,我就往哪裡去,你在哪裡住宿,我就在哪裡住宿
[00:20:35.000 --> 00:20:38.000]  你的國就是我的國,你的神就是我的神
[00:20:38.000 --> 00:20:41.000]  十六節可能是路德最出名的一節
[00:20:41.000 --> 00:20:50.000]  這節好像告訴我們,路德為什麼能夠成為一個蒙神祝福的婦女呢?
[00:20:50.000 --> 00:20:56.000]  其中一個很重要的原因就是他願意向他的世界說再見
[00:20:56.000 --> 00:20:58.000]  他本來是一個魔壓的女子
[00:20:58.000 --> 00:21:01.000]  當然他的家人都是魔壓人
[00:21:01.000 --> 00:21:05.000]  他成長的朋友應該都是魔壓人
[00:21:05.000 --> 00:21:09.000]  他的好朋友應該都是另一個魔壓女子
[00:21:09.000 --> 00:21:11.000]  他的世界是魔壓的世界
[00:21:11.000 --> 00:21:17.000]  但是他有這樣的勇氣去選擇,將這個世界,歸向這個世界
[00:21:17.000 --> 00:21:20.000]  他選擇了耶和華為他的神
[00:21:20.000 --> 00:21:25.000]  他知道他的身份是耶和華的女兒
[00:21:25.000 --> 00:21:28.000]  當然也是拿奧米的媳婦
[00:21:28.000 --> 00:21:34.000]  他就以這個身份,作為他的身份去面對他的明天
[00:21:34.000 --> 00:21:39.000]  我想這個也希望給我們姐妹一些鼓勵
[00:21:39.000 --> 00:21:45.000]  記住,你最寶貴的身份就是你是神的女兒
[00:21:45.000 --> 00:21:50.000]  從信仰的角度來看,其實我們每個人都已經結婚了
[00:21:50.000 --> 00:21:53.000]  我們每個人的老公就是耶穌
[00:21:53.000 --> 00:21:58.000]  你是神的女兒,你也是耶穌的老婆
[00:21:58.000 --> 00:22:03.000]  所以你的身份,你的價值,你人生的價值
[00:22:03.000 --> 00:22:09.000]  應該是來自天父的愛,來自你能夠跟著耶穌同行
[00:22:09.000 --> 00:22:13.000]  這個世界會有很多的訊息告訴你
[00:22:13.000 --> 00:22:17.000]  假如你做過媽媽,你的子女不能進Band 1學校
[00:22:17.000 --> 00:22:21.000]  當然是你做媽媽做得不夠好,Tiger Mom
[00:22:21.000 --> 00:22:25.000]  你就變了一隻不知道什麼,你是河馬媽媽,不是Tiger Mom
[00:22:25.000 --> 00:22:29.000]  你的子女不能進Band 1也是你的問題
[00:22:29.000 --> 00:22:33.000]  你的老公不再疼你,也是你的問題
[00:22:33.000 --> 00:22:35.000]  你身材不夠好,也是你的問題
[00:22:35.000 --> 00:22:38.000]  你吸引不到男生追求你,也是你的問題
[00:22:38.000 --> 00:22:42.000]  這個世界會有很多負面的消息告訴我們
[00:22:42.000 --> 00:22:44.000]  帶給我們姐妹很多壓力
[00:22:44.000 --> 00:22:50.000]  你要記住當這些負面的消息,負面的思想來到的時候
[00:22:50.000 --> 00:22:52.000]  要告訴你,要告訴自己
[00:22:52.000 --> 00:22:55.000]  我是耶和華所鍾愛的女兒
[00:22:55.000 --> 00:23:01.000]  我其中一首都挺喜歡的歌,Amy Grant,還有沒有人聽她的歌
[00:23:01.000 --> 00:23:06.000]  Amy Grant是80年代很紅的基督徒歌手
[00:23:06.000 --> 00:23:11.000]  她有一首歌挺有趣的,我也特別鼓勵一下姐妹可以聽聽這首歌
[00:23:11.000 --> 00:23:15.000]  這首歌叫做My Father's Eye,我爸爸的眼睛
[00:23:15.000 --> 00:23:20.000]  這首歌的歌詞,Amy Grant當然是一個姐妹
[00:23:20.000 --> 00:23:27.000]  歌詞大概就是說,我有我天父爸爸的眼睛
[00:23:27.000 --> 00:23:32.000]  所以我覺得自己某程度上漂亮,我很高興
[00:23:32.000 --> 00:23:36.000]  我最寶貴的東西就是我有天父爸爸的眼睛
[00:23:36.000 --> 00:23:41.000]  所以這個世界怎麼看我,可能我沒有A小姐那麼漂亮
[00:23:41.000 --> 00:23:43.000]  我可能沒有B小姐那麼受歡迎
[00:23:43.000 --> 00:23:48.000]  可能沒有C小姐那樣看起來很開心,經常對人笑
[00:23:48.000 --> 00:23:51.000]  可能我這些東西都比不上,不過不要緊
[00:23:51.000 --> 00:23:56.000]  當我照鏡的時候,我最重要看到我有天父爸爸的眼睛
[00:23:56.000 --> 00:23:58.000]  我是天父寶貴的女兒
[00:23:58.000 --> 00:24:03.000]  我能夠有這個身份,我就有世界上最寶貴的身份
[00:24:03.000 --> 00:24:06.000]  我就是世界上最尊貴的人
[00:24:06.000 --> 00:24:10.000]  要記住,你是屬於耶和華,耶和華是你的神
[00:24:10.000 --> 00:24:15.000]  第二件事想提醒你的,假設你今天已經看過路德記
[00:24:15.000 --> 00:24:17.000]  沒時間慢慢去講故事
[00:24:17.000 --> 00:24:22.000]  不過你看到路德記其中有一段高潮
[00:24:22.000 --> 00:24:28.000]  路德回到以色列,回到猶太家
[00:24:28.000 --> 00:24:33.000]  你也知道那個年代的社會,女人沒有老公也是很慘的
[00:24:33.000 --> 00:24:35.000]  他就找到波亞斯
[00:24:35.000 --> 00:24:46.000]  你記得有一段,家婆叫路德躺在波亞斯的腳後
[00:24:46.000 --> 00:24:51.000]  然後就說波亞斯看到你就知道怎麼做了
[00:24:51.000 --> 00:24:53.000]  我不知道你有沒有留意
[00:24:53.000 --> 00:24:57.000]  如果你仔細想想,你試想想
[00:24:57.000 --> 00:24:59.000]  納瓦米走去波亞斯
[00:24:59.000 --> 00:25:05.000]  聖經是古代的文獻,所以沒有什麼心理描述
[00:25:05.000 --> 00:25:09.000]  沒有今天心理學的心理追空
[00:25:09.000 --> 00:25:17.000]  但是我有時候在想,如果有路德可以寫日記的話
[00:25:17.000 --> 00:25:25.000]  他會怎麼記錄那一晚他走去波亞斯的帳,然後躺在他的腳上呢?
[00:25:25.000 --> 00:25:27.000]  你要想想路德的處境
[00:25:27.000 --> 00:25:37.000]  他是一個外邦人,他是一個家族,他是一個寡婦
[00:25:37.000 --> 00:25:40.000]  我不知道他多大年紀,可能他不大年紀
[00:25:40.000 --> 00:25:44.000]  應該他也是很年輕的,因為波亞斯說他沒有選年輕人
[00:25:44.000 --> 00:25:48.000]  你可以想像從一般世俗的角度來看
[00:25:48.000 --> 00:25:54.000]  他不是一個所謂一流的嫁妝選手
[00:25:54.000 --> 00:25:57.000]  他不是一個最吸引人的女生
[00:25:57.000 --> 00:26:00.000]  因為他是一個外邦人,他是一個寡婦
[00:26:00.000 --> 00:26:04.000]  他不是那些同性戀很浪漫的第一次
[00:26:04.000 --> 00:26:06.000]  他已經結過婚了
[00:26:06.000 --> 00:26:11.000]  當他走去找波亞斯,躺在波亞斯的腳上的時候
[00:26:11.000 --> 00:26:16.000]  你可以想像如果波亞斯不是一個好人的話
[00:26:16.000 --> 00:26:18.000]  波亞斯可以怎樣呢?
[00:26:18.000 --> 00:26:22.000]  他一起來大叫,這個人是個壞女人,為什麼躺在我腳上呢?
[00:26:22.000 --> 00:26:26.000]  那路德就名譽掃地了
[00:26:26.000 --> 00:26:31.000]  全以色列就會知道原來這個女人躺在男人的腳上
[00:26:31.000 --> 00:26:33.000]  自動獻上自己
[00:26:33.000 --> 00:26:38.000]  我想如果路德可以寫回他那晚的記錄
[00:26:38.000 --> 00:26:42.000]  我懷疑他那晚一定是沒得睡的,輾轉反側的
[00:26:42.000 --> 00:26:45.000]  我這樣將自己放在這裡
[00:26:45.000 --> 00:26:49.000]  波亞斯這個男人到底會怎樣看我呢?
[00:26:49.000 --> 00:26:54.000]  如果他拒絕我,將自己放在這裡
[00:26:54.000 --> 00:26:57.000]  那我怎樣算呢?我怎樣活下去呢?
[00:26:57.000 --> 00:27:02.000]  不過他懷著這個忐忑的心情
[00:27:02.000 --> 00:27:06.000]  但是因為他相信這是他應該做的
[00:27:06.000 --> 00:27:09.000]  他為了家庭的緣故,為了婆婆的緣故
[00:27:09.000 --> 00:27:13.000]  為了相信這是神的大令
[00:27:13.000 --> 00:27:17.000]  所以他雖然不足,他願意將自己放上
[00:27:17.000 --> 00:27:23.000]  這個故事我希望帶大家成為一個鼓勵
[00:27:23.000 --> 00:27:26.000]  有一個人叫James Dobson
[00:27:26.000 --> 00:27:30.000]  一個美國很有名的基督徒心理學家
[00:27:30.000 --> 00:27:33.000]  他是Focus on Family的創始人
[00:27:33.000 --> 00:27:38.000]  他在幾十年前,在夜晚做了一個大型的研究
[00:27:38.000 --> 00:27:41.000]  叫很多姐妹去寫
[00:27:41.000 --> 00:27:47.000]  你覺得你人生中最困擾你的問題是什麼呢?
[00:27:47.000 --> 00:27:54.000]  根據那個研究,原來答案是自信不足
[00:27:54.000 --> 00:27:57.000]  女人覺得自己不夠好
[00:27:57.000 --> 00:28:02.000]  這是最多姐妹提出的,這是他人生的困擾
[00:28:02.000 --> 00:28:07.000]  有時候在我家中的女士當中
[00:28:07.000 --> 00:28:09.000]  我有時候也會看到這件事
[00:28:09.000 --> 00:28:12.000]  譬如說我三個女兒
[00:28:12.000 --> 00:28:15.000]  我大女兒,外貌不要管了
[00:28:15.000 --> 00:28:18.000]  我經常不懂得評論哪個女孩子漂亮
