
[00:00:00.000 --> 00:00:05.000]  各位兄弟姐妹主內平安
[00:04:09.000 --> 00:04:17.000]  臨行之前那晚媽媽在廚房團團轉煮飯
[00:04:17.000 --> 00:04:27.000]  爸爸看在眼內對你說 慈母守中善 柔子身常醫
[00:04:27.000 --> 00:04:29.000]  懂不懂這十個字
[00:04:29.000 --> 00:04:36.000]  唐詩三百首 孟浩然真是厲害 唐朝就預言我媽
[00:04:36.000 --> 00:04:42.000]  不是 也不是一定要說臨行密密逢
[00:04:42.000 --> 00:04:49.000]  不過整首詩是說什麼 義孔慈慈歸
[00:04:49.000 --> 00:04:52.000]  懂不懂 我不需要翻譯給你聽
[00:04:52.000 --> 00:04:55.000]  還有最後那兩句 一起來
[00:04:55.000 --> 00:05:01.000]  垂言寸草心 報得三春暉
[00:05:01.000 --> 00:05:04.000]  你不懂背詩篇 你也懂背唐詩
[00:05:04.000 --> 00:05:07.000]  這個就是典故
[00:05:07.000 --> 00:05:10.000]  耶穌在十字架上說 我學了
[00:05:10.000 --> 00:05:16.000]  就好像爸爸在旁邊說 慈母守中善
[00:05:16.000 --> 00:05:20.000]  還有另一句我們很少知道 原來是出自詩篇
[00:05:20.000 --> 00:05:24.000]  第幾篇話 第31篇第五節
[00:05:24.000 --> 00:05:30.000]  父啊 我將我的靈魂交在你手裡
[00:05:30.000 --> 00:05:34.000]  是詩篇 三十一篇的祈禱
[00:05:34.000 --> 00:05:39.000]  所以這樣看 父神有沒有離開主耶穌
[00:05:39.000 --> 00:05:45.000]  父啊 我將我的靈魂交在你手裡
[00:05:45.000 --> 00:05:53.000]  不像是一個被神離棄的基督的感覺
[00:05:53.000 --> 00:05:57.000]  路加夫音記載耶穌上十字架
[00:05:57.000 --> 00:06:01.000]  第一句話 父啊赦免他們
[00:06:01.000 --> 00:06:06.000]  你記得嗎 那些兵將耶穌釘在十字架上
[00:06:06.000 --> 00:06:09.000]  耶穌沒有說 救助他們
[00:06:09.000 --> 00:06:12.000]  今天有基督徒說 我背救助詩篇
[00:06:12.000 --> 00:06:15.000]  好過說髒話 錯了
[00:06:15.000 --> 00:06:19.000]  耶穌沒有這樣做 耶穌說 父啊赦免他們
[00:06:19.000 --> 00:06:24.000]  因為他們所作的什麼 他們不曉得
[00:06:24.000 --> 00:06:29.000]  父啊 父神不是離開了耶穌
[00:06:29.000 --> 00:06:32.000]  在十字架上 耶穌開頭祈禱
[00:06:32.000 --> 00:06:35.000]  父啊赦免 結束祈禱
[00:06:35.000 --> 00:06:40.000]  父啊 我將我的靈魂交在你手裡
[00:06:40.000 --> 00:06:44.000]  從路加夫音記載三句話中間那句
[00:06:44.000 --> 00:06:51.000]  和強盜說 今天你和我在樂園裡了
[00:06:51.000 --> 00:07:01.000]  不像是天父離棄了很淒涼的說話
[00:07:01.000 --> 00:07:04.000]  你有沒有留意到
[00:07:04.000 --> 00:07:07.000]  如果你說 因為他承擔世人的罪
[00:07:07.000 --> 00:07:11.000]  所以對上帝來說是討厭的
[00:07:11.000 --> 00:07:15.000]  就是骯髒的 所以耶穌被父神離棄
[00:07:15.000 --> 00:07:17.000]  是因為他擔當世人的罪
[00:07:17.000 --> 00:07:20.000]  這樣說就慘了
[00:07:20.000 --> 00:07:23.000]  有罪上帝就不靠近你了
[00:07:23.000 --> 00:07:26.000]  上帝就很害怕 上帝就覺得不乾淨
[00:07:26.000 --> 00:07:29.000]  這樣我們就沒有希望了
[00:07:29.000 --> 00:07:35.000]  請問 當世人的罪都集中在十字架上
[00:07:35.000 --> 00:07:38.000]  上帝在哪裡呢?
[00:07:38.000 --> 00:07:42.000]  很清楚的 上帝在十字架上
[00:07:42.000 --> 00:07:45.000]  耶穌沒有變回一個人
[00:07:45.000 --> 00:07:49.000]  祂和父神從來沒有分開過
[00:07:49.000 --> 00:07:51.000]  祂承擔世人的罪
[00:07:51.000 --> 00:07:55.000]  這個是神來到做人
[00:07:55.000 --> 00:07:58.000]  這樣拯救我們
[00:07:58.000 --> 00:08:03.000]  所以二十世紀 神學的討論
[00:08:03.000 --> 00:08:07.000]  祂說「被釘十字架的」
[00:08:07.000 --> 00:08:10.000]  我們就會填耶穌的名字上去
[00:08:10.000 --> 00:08:12.000]  但是神學的討論是說
[00:08:12.000 --> 00:08:16.000]  上帝 The Crucified God
[00:08:16.000 --> 00:08:18.000]  是上帝在十字架上
[00:08:18.000 --> 00:08:22.000]  祂沒有走開 祂沒有跳下來
[00:08:22.000 --> 00:08:25.000]  祂在十字架上
[00:08:25.000 --> 00:08:31.000]  以上帝的身份承擔人的罪惡
[00:08:31.000 --> 00:08:33.000]  天父沒有離開
[00:08:33.000 --> 00:08:36.000]  你說明明耶穌是這樣說的
[00:08:36.000 --> 00:08:38.000]  那我又要舉另一個例子
[00:08:38.000 --> 00:08:41.000]  剛才我們背《主禱文》 你會背嗎?
[00:08:41.000 --> 00:08:44.000]  「我們在天上的符」
[00:08:44.000 --> 00:08:48.000]  你知道是整篇《主禱文》
[00:08:48.000 --> 00:08:52.000]  「起初神創造天地」
[00:08:52.000 --> 00:08:55.000]  你知道是創世紀第一章
[00:08:55.000 --> 00:08:57.000]  六日創造
[00:08:57.000 --> 00:09:00.000]  「耶和華是我的目者」
[00:09:00.000 --> 00:09:01.000]  知不知道?
[00:09:01.000 --> 00:09:04.000]  知呀 詩篇二十三篇
[00:09:04.000 --> 00:09:06.000]  我沒有那麼好記性了
[00:09:06.000 --> 00:09:09.000]  「神愛世人」 知不知道?
[00:09:09.000 --> 00:09:11.000]  知呀 怎樣愛呀?
[00:09:11.000 --> 00:09:16.000]  「猜讀生子 叫他們不致滅亡 反得永生」
[00:09:16.000 --> 00:09:20.000]  整句 整段 整節 整章
[00:09:20.000 --> 00:09:24.000]  但是你說第一句就夠了
[00:09:24.000 --> 00:09:26.000]  在西方踢足球
[00:09:26.000 --> 00:09:28.000]  有些人傳福音 舉起牌子
[00:09:28.000 --> 00:09:32.000]  John 3:16 有沒有見過?
[00:09:32.000 --> 00:09:34.000]  嘩 那就知道了
[00:09:34.000 --> 00:09:37.000]  是呀 每個人都是小時候主要學長長大的
[00:09:37.000 --> 00:09:40.000]  所以提他「神愛世人」 「神愛你」
[00:09:40.000 --> 00:09:44.000]  你試試在香港大球場舉個約翰三章十六節
[00:09:44.000 --> 00:09:46.000]  沒有人知道你在說什麼
[00:09:46.000 --> 00:09:48.000]  典故就是這樣
[00:09:48.000 --> 00:09:50.000]  你要熟悉才明白
[00:09:50.000 --> 00:09:52.000]  你不熟悉 莫名其妙
[00:09:52.000 --> 00:09:55.000]  你很容易誤會
[00:09:55.000 --> 00:10:00.000]  耶穌背詩篇二十二篇
[00:10:00.000 --> 00:10:03.000]  慘在我們不熟悉
[00:10:03.000 --> 00:10:06.000]  所以我們以為他真的在喊生喊死
[00:10:06.000 --> 00:10:08.000]  哎呀 上帝沒有恩公了
[00:10:08.000 --> 00:10:10.000]  離開了主耶穌
[00:10:10.000 --> 00:10:12.000]  都是因為我們的罪
[00:10:12.000 --> 00:10:14.000]  你搞錯了
[00:10:14.000 --> 00:10:17.000]  耶穌是背著詩篇
[00:10:17.000 --> 00:10:20.000]  請問詩篇二十二篇說什麼的?
[00:10:20.000 --> 00:10:22.000]  嘩 很長
[00:10:22.000 --> 00:10:24.000]  我們從來都沒有時間讀
[00:10:24.000 --> 00:10:26.000]  剛才多謝弟兄
[00:10:26.000 --> 00:10:30.000]  跟我們讀了一到十節
[00:10:30.000 --> 00:10:32.000]  頭三分一
[00:10:32.000 --> 00:10:34.000]  很整齊的
[00:10:34.000 --> 00:10:37.000]  這篇詩篇的結構很美
[00:10:37.000 --> 00:10:40.000]  你有沒有留意到最後那句
[00:10:40.000 --> 00:10:42.000]  第十節剛才讀完
[00:10:42.000 --> 00:10:43.000]  忘記了
[00:10:43.000 --> 00:10:44.000]  沒辦法了
[00:10:44.000 --> 00:10:47.000]  我們每個人都是水過鴨背
[00:10:47.000 --> 00:10:50.000]  Water of the duck
[00:10:50.000 --> 00:10:52.000]  滴水不漏
[00:10:52.000 --> 00:10:53.000]  全都忘記了
[00:10:53.000 --> 00:10:55.000]  看回
[00:10:55.000 --> 00:10:59.000]  自我母福出生以來
[00:10:59.000 --> 00:11:02.000]  你就是我的神
[00:11:02.000 --> 00:11:06.000]  這句話是呼應第一句
[00:11:06.000 --> 00:11:08.000]  我的神
[00:11:08.000 --> 00:11:10.000]  我的神
[00:11:10.000 --> 00:11:12.000]  為什麼離棄我
[00:11:12.000 --> 00:11:14.000]  聽到嗎?
[00:11:14.000 --> 00:11:16.000]  要這樣讀的
[00:11:16.000 --> 00:11:18.000]  一節十節頭三分一
[00:11:18.000 --> 00:11:20.000]  這一段
[00:11:20.000 --> 00:11:23.000]  是以我的神開始
[00:11:23.000 --> 00:11:27.000]  是以我的神結束
[00:11:27.000 --> 00:11:29.000]  上帝有沒有離開
[00:11:29.000 --> 00:11:31.000]  是 第一第二節
[00:11:31.000 --> 00:11:33.000]  不停地問你去了哪裡
[00:11:33.000 --> 00:11:34.000]  你離開了我
[00:11:34.000 --> 00:11:35.000]  你不聽我的話
[00:11:35.000 --> 00:11:38.000]  第三節你看到嗎
[00:11:38.000 --> 00:11:40.000]  但你是聖潔的
[00:11:40.000 --> 00:11:41.000]  你在哪裡
[00:11:41.000 --> 00:11:48.000]  你的寶座在以色列的讚美之上
[00:11:48.000 --> 00:11:49.000]  有離開嗎?
[00:11:49.000 --> 00:11:50.000]  沒有
[00:11:50.000 --> 00:11:52.000]  從來都沒有離開過
[00:11:52.000 --> 00:11:53.000]  在哪裡見到
[00:11:53.000 --> 00:11:58.000]  在他們的列祖的經歷
[00:11:58.000 --> 00:12:03.000]  亞伯拉罕 以撒 瓦國 約瑟
[00:12:03.000 --> 00:12:07.000]  十二支派 春埃及 摩西 亞倫
[00:12:07.000 --> 00:12:12.000]  在曠野 入加南 約書亞 加勒
[00:12:12.000 --> 00:12:16.000]  史詩 撒姆爾 大衛的詩篇
[00:12:16.000 --> 00:12:18.000]  數回頭
[00:12:18.000 --> 00:12:20.000]  在歷史當中
[00:12:20.000 --> 00:12:26.000]  你的寶座從來都沒有離開過我們
[00:12:26.000 --> 00:12:29.000]  這是第一部分
[00:12:29.000 --> 00:12:30.000]  三分一
[00:12:30.000 --> 00:12:33.000]  第一節到第五節
[00:12:33.000 --> 00:12:35.000]  上帝沒有離開過
[00:12:35.000 --> 00:12:38.000]  你不要被第一句
[00:12:38.000 --> 00:12:42.000]  忘記了下面說下去的內容
[00:12:42.000 --> 00:12:44.000]  騙了你
[00:12:44.000 --> 00:12:47.000]  以為真是很淒涼
[00:12:47.000 --> 00:12:50.000]  極其量我們可以這樣理解
[00:12:50.000 --> 00:12:52.000]  這兩句的問題
[00:12:52.000 --> 00:12:54.000]  第一第二節
[00:12:54.000 --> 00:12:56.000]  我們用英文說叫做
[00:12:56.000 --> 00:12:58.000]  Rhetorical Question
[00:12:58.000 --> 00:12:59.000]  不懂解
[00:12:59.000 --> 00:13:03.000]  明知故問
[00:13:03.000 --> 00:13:06.000]  其實大家都知道答案
[00:13:06.000 --> 00:13:08.000]  不過先問了
[00:13:08.000 --> 00:13:12.000]  是感覺上很真實
[00:13:12.000 --> 00:13:14.000]  但其實不是真理
[00:13:14.000 --> 00:13:16.000]  分不分得到
[00:13:16.000 --> 00:13:17.000]  所以再說下去
[00:13:17.000 --> 00:13:19.000]  第一個部分
[00:13:19.000 --> 00:13:20.000]  第二個下半
[00:13:20.000 --> 00:13:22.000]  第六到第十節
[00:13:22.000 --> 00:13:25.000]  作者說我不是阿巴拉罕
[00:13:25.000 --> 00:13:28.000]  我不是撒姆爾
[00:13:28.000 --> 00:13:30.000]  我不是摩西
[00:13:30.000 --> 00:13:32.000]  但我是蟲
[00:13:32.000 --> 00:13:33.000]  不是人
[00:13:33.000 --> 00:13:35.000]  看到那個對比
[00:13:35.000 --> 00:13:37.000]  他們很偉大
[00:13:37.000 --> 00:13:38.000]  不明白大家都
[00:13:38.000 --> 00:13:39.000]  眾主堂
[00:13:39.000 --> 00:13:41.000]  我不是沈牧師
[00:13:41.000 --> 00:13:45.000]  有些來得久的就明白我說什麼
[00:13:45.000 --> 00:13:49.000]  他們是很偉大的屬靈的領袖
[00:13:49.000 --> 00:13:50.000]  我不是
[00:13:50.000 --> 00:13:52.000]  我不過是條蟲
[00:13:52.000 --> 00:13:54.000]  好
[00:13:54.000 --> 00:13:56.000]  C篇22篇說
[00:13:56.000 --> 00:13:58.000]  你看看你出生到現在
[00:13:58.000 --> 00:14:00.000]  不要看歷史那麼遠
[00:14:00.000 --> 00:14:04.000]  只是看你出母腹到今天
[00:14:04.000 --> 00:14:08.000]  上帝怎樣做你的上帝
[00:14:08.000 --> 00:14:10.000]  我那時候都不認識他
[00:14:10.000 --> 00:14:13.000]  從你信耶穌那天
[00:14:13.000 --> 00:14:15.000]  從心得救
[00:14:15.000 --> 00:14:18.000]  耶穌和尼哥底姆說
[00:14:18.000 --> 00:14:21.000]  人盡母腹再生出來
[00:14:21.000 --> 00:14:22.000]  沒有可能的
[00:14:22.000 --> 00:14:23.000]  耶穌說
[00:14:23.000 --> 00:14:27.000]  人若不從心就不能進神的國
[00:14:27.000 --> 00:14:32.000]  所以從你屬靈的生命開始到今天
[00:14:32.000 --> 00:14:36.000]  上帝怎樣與你同在
[00:14:36.000 --> 00:14:42.000]  這是C篇將我們的眼光
[00:14:42.000 --> 00:14:45.000]  從環境
[00:14:45.000 --> 00:14:49.000]  從現實扭轉過來
[00:14:49.000 --> 00:14:52.000]  當轉眼仰望耶穌
[00:14:52.000 --> 00:14:53.000]  很神秘
[00:14:53.000 --> 00:14:54.000]  很屬靈
[00:14:54.000 --> 00:14:57.000]  不用看歷史事實
[00:14:57.000 --> 00:15:00.000]  看以色列的歷史
[00:15:00.000 --> 00:15:02.000]  哎呀太偉大了
[00:15:02.000 --> 00:15:04.000]  我是蟲不是人
[00:15:04.000 --> 00:15:05.000]  好
[00:15:05.000 --> 00:15:08.000]  看你從心得救
[00:15:08.000 --> 00:15:10.000]  認識耶穌
[00:15:10.000 --> 00:15:14.000]  舉手決志那一刻到今天
[00:15:14.000 --> 00:15:19.000]  怎樣數算神與你同在
[00:15:19.000 --> 00:15:22.000]  這是頭三分一 一到十節
[00:15:22.000 --> 00:15:25.000]  你是我的神
[00:15:25.000 --> 00:15:26.000]  停在第十節
[00:15:26.000 --> 00:15:27.000]  還沒完
[00:15:27.000 --> 00:15:30.000]  整首詩篇還有中間的一段
[00:15:30.000 --> 00:15:31.000]  很精彩的
[00:15:31.000 --> 00:15:35.000]  由第十一節到二十一節
[00:15:35.000 --> 00:15:38.000]  裡面說受敵為困
[00:15:38.000 --> 00:15:42.000]  其中一句也是福音書引用的
[00:15:42.000 --> 00:15:46.000]  他們分我的外衣
[00:15:46.000 --> 00:15:50.000]  為我的女衣鏈扣
[00:15:50.000 --> 00:15:51.000]  熟悉了
[00:15:51.000 --> 00:15:52.000]  不過是福音書說的
[00:15:52.000 --> 00:15:53.000]  我們熟悉
[00:15:53.000 --> 00:15:55.000]  原來是詩篇出來的
[00:15:55.000 --> 00:15:58.000]  前面其實頭一部分又有一句
[00:15:58.000 --> 00:16:00.000]  他將自己交託給耶和華
[00:16:00.000 --> 00:16:02.000]  讓耶和華救他
[00:16:02.000 --> 00:16:06.000]  福音書直接整句典故抄了過來
[00:16:06.000 --> 00:16:08.000]  耶穌十字架下
[00:16:08.000 --> 00:16:10.000]  那一群人就是這樣
[00:16:10.000 --> 00:16:13.000]  癡笑耶穌
[00:16:13.000 --> 00:16:16.000]  典故持武守宗善
[00:16:16.000 --> 00:16:17.000]  明白嗎
[00:16:17.000 --> 00:16:20.000]  環境是很惡劣
[00:16:20.000 --> 00:16:21.000]  不是
[00:16:21.000 --> 00:16:24.000]  現在我們這一代說超惡劣
[00:16:24.000 --> 00:16:27.000]  看過去真的有野狗
[00:16:27.000 --> 00:16:28.000]  有野牛
[00:16:28.000 --> 00:16:30.000]  有獅子
[00:16:30.000 --> 00:16:33.000]  兇猛的惡獸圍繞我
[00:16:33.000 --> 00:16:35.000]  事實是不是這樣
[00:16:35.000 --> 00:16:37.000]  事實是這樣
[00:16:37.000 --> 00:16:42.000]  事實不停在你看到的
[00:16:42.000 --> 00:16:45.000]  和你感受的
[00:16:45.000 --> 00:16:48.000]  我們經常從自己的感覺出發
[00:16:48.000 --> 00:16:50.000]  我覺得是這樣
[00:16:50.000 --> 00:16:51.000]  挑戰你
[00:16:51.000 --> 00:16:53.000]  真是這樣
[00:16:53.000 --> 00:16:56.000]  客觀事實都是這樣
[00:16:56.000 --> 00:16:59.000]  主觀加客觀
[00:16:59.000 --> 00:17:00.000]  那就是事實了嗎
[00:17:00.000 --> 00:17:02.000]  還沒有
[00:17:02.000 --> 00:17:05.000]  上帝的同在
[00:17:05.000 --> 00:17:09.000]  不是在主觀的感覺
[00:17:09.000 --> 00:17:11.000]  客觀的環境
[00:17:11.000 --> 00:17:13.000]  不夠啊
[00:17:13.000 --> 00:17:17.000]  還有以色列的讚美
[00:17:17.000 --> 00:17:20.000]  上帝在我身上
[00:17:20.000 --> 00:17:23.000]  一直以來祂做過的
[00:17:23.000 --> 00:17:25.000]  我們不可以抵賴
[00:17:25.000 --> 00:17:27.000]  不可以忘記
[00:17:27.000 --> 00:17:30.000]  舊約聖經的歷史事實
[00:17:30.000 --> 00:17:32.000]  不可以抵賴
[00:17:32.000 --> 00:17:33.000]  不可以忘記
[00:17:33.000 --> 00:17:36.000]  所以去到第三部分
[00:17:36.000 --> 00:17:43.000]  詩篇22篇的22節到31節
[00:17:43.000 --> 00:17:47.000]  又上一層樓
[00:17:47.000 --> 00:17:52.000]  那裡重複了四次讚美
[00:17:52.000 --> 00:17:56.000]  向外邦讚美
[00:17:56.000 --> 00:18:00.000]  向萬代讚美
[00:18:00.000 --> 00:18:03.000]  外邦是橫向的
[00:18:03.000 --> 00:18:07.000]  萬代是直向的
[00:18:07.000 --> 00:18:10.000]  宇宙中環
[00:18:10.000 --> 00:18:12.000]  在歷史裡
[00:18:12.000 --> 00:18:15.000]  時間空間讚美
[00:18:15.000 --> 00:18:17.000]  為什麼要說讚美
[00:18:17.000 --> 00:18:18.000]  第三節說
[00:18:18.000 --> 00:18:19.000]  上帝在哪裡
[00:18:19.000 --> 00:18:21.000]  上帝的寶座
[00:18:21.000 --> 00:18:24.000]  是在讚美之上
[00:18:24.000 --> 00:18:27.000]  看到這篇詩的主題
[00:18:27.000 --> 00:18:29.000]  你要找上帝的同在
[00:18:29.000 --> 00:18:31.000]  不在你的感覺
[00:18:31.000 --> 00:18:34.000]  不在客觀的環境
[00:18:34.000 --> 00:18:36.000]  在真實
[00:18:36.000 --> 00:18:38.000]  你要看到
[00:18:38.000 --> 00:18:42.000]  上帝在歷史上的作為
[00:18:42.000 --> 00:18:45.000]  你的讚美
[00:18:45.000 --> 00:18:46.000]  在那一處
[00:18:46.000 --> 00:18:49.000]  上帝的同在
[00:18:49.000 --> 00:18:51.000]  祂的寶座
[00:18:51.000 --> 00:18:55.000]  這個是詩篇22篇
[00:18:55.000 --> 00:18:56.000]  說一句
[00:18:56.000 --> 00:18:59.000]  我的神
[00:18:59.000 --> 00:19:02.000]  為什麼離棄我
[00:19:02.000 --> 00:19:04.000]  其實祂在說什麼
[00:19:04.000 --> 00:19:07.000]  祂不是說上帝離棄我
[00:19:07.000 --> 00:19:08.000]  祂在教我們
[00:19:08.000 --> 00:19:10.000]  回到神的話
[00:19:10.000 --> 00:19:13.000]  在逆境當中
[00:19:13.000 --> 00:19:19.000]  在我們感受最真實的黑暗當中
[00:19:19.000 --> 00:19:21.000]  我們知道
[00:19:21.000 --> 00:19:23.000]  神的話
[00:19:23.000 --> 00:19:27.000]  是安定在天
[00:19:27.000 --> 00:19:29.000]  沒有改變
[00:19:29.000 --> 00:19:32.000]  新約教會
[00:19:32.000 --> 00:19:39.000]  試圖面對羅馬帝國的逼迫
[00:19:39.000 --> 00:19:40.000]  你聽過的
[00:19:40.000 --> 00:19:43.000]  保羅遜道
[00:19:43.000 --> 00:19:46.000]  是被尼祿斬殺
[00:19:46.000 --> 00:19:50.000]  彼得在羅馬遜道
[00:19:50.000 --> 00:19:57.000]  約翰被放逐到拔摩荒島
[00:19:57.000 --> 00:19:59.000]  一個兩個三個
[00:19:59.000 --> 00:20:01.000]  試圖行轉
[00:20:01.000 --> 00:20:03.000]  神的教會
[00:20:03.000 --> 00:20:07.000]  新約教會最厲害的屬靈領袖
[00:20:07.000 --> 00:20:12.000]  都是這樣殉道而死
[00:20:12.000 --> 00:20:14.000]  還有沒有前途
[00:20:14.000 --> 00:20:16.000]  在環境
[00:20:16.000 --> 00:20:19.000]  是漆黑一片
[00:20:19.000 --> 00:20:21.000]  我的神
[00:20:21.000 --> 00:20:23.000]  為什麼離棄我
[00:20:23.000 --> 00:20:25.000]  教會是否這樣祈禱
[00:20:25.000 --> 00:20:26.000]  不是
[00:20:26.000 --> 00:20:29.000]  因為200年之後
[00:20:29.000 --> 00:20:32.000]  第一世紀是保羅
[00:20:32.000 --> 00:20:33.000]  彼得
[00:20:33.000 --> 00:20:34.000]  約翰
[00:20:34.000 --> 00:20:36.000]  受逼迫殉道
[00:20:36.000 --> 00:20:40.000]  主後308年
[00:20:40.000 --> 00:20:44.000]  華人教會很少提這些教會歷史
[00:20:44.000 --> 00:20:46.000]  很重要的
[00:20:46.000 --> 00:20:48.000]  200年之後
[00:20:48.000 --> 00:20:50.000]  羅馬的君王
[00:20:50.000 --> 00:20:53.000]  康士坦丁
[00:20:53.000 --> 00:20:55.000]  信了耶穌
[00:20:55.000 --> 00:20:56.000]  有沒有聽過
[00:20:56.000 --> 00:20:57.000]  有
[00:20:57.000 --> 00:20:59.000]  有沒有可能
[00:20:59.000 --> 00:21:02.000]  試圖發夢都沒有想過
[00:21:02.000 --> 00:21:06.000]  一個獨裁的羅馬君主
[00:21:06.000 --> 00:21:10.000]  竟然因為發了一個夢
[00:21:10.000 --> 00:21:12.000]  信了耶穌
[00:21:12.000 --> 00:21:14.000]  詳細的問長老
[00:21:14.000 --> 00:21:15.000]  不要問我了
[00:21:15.000 --> 00:21:18.000]  主要學應該教一下這一段歷史
[00:21:18.000 --> 00:21:19.000]  很精彩
[00:21:19.000 --> 00:21:22.000]  主後800年
[00:21:22.000 --> 00:21:27.000]  即是公元第九世紀開始
[00:21:27.000 --> 00:21:29.000]  羅馬帝國
[00:21:29.000 --> 00:21:35.000]  就成為神聖羅馬帝國
[00:21:35.000 --> 00:21:37.000]  什麼來的
[00:21:37.000 --> 00:21:39.000]  今天
[00:21:39.000 --> 00:21:42.000]  福音傳入中國
[00:21:42.000 --> 00:21:48.000]  基督教被稱為洋教
[00:21:48.000 --> 00:21:49.000]  一定有聽過
[00:21:49.000 --> 00:21:51.000]  其實很冤枉
[00:21:51.000 --> 00:21:54.000]  耶穌不是洋人
[00:21:54.000 --> 00:21:57.000]  耶穌是東方人
[00:21:57.000 --> 00:21:59.000]  祂不是高大威猛
[00:21:59.000 --> 00:22:01.000]  祂不是歐洲人
[00:22:01.000 --> 00:22:04.000]  高鼻哥金頭髮
[00:22:04.000 --> 00:22:08.000]  你看到的畫全部是西方畫
[00:22:08.000 --> 00:22:11.000]  耶穌是一個以色列人
[00:22:11.000 --> 00:22:12.000]  猶太人
[00:22:12.000 --> 00:22:13.000]  東方人
[00:22:13.000 --> 00:22:14.000]  亞洲人
[00:22:14.000 --> 00:22:17.000]  怎麼會叫做洋教
[00:22:17.000 --> 00:22:21.000]  這兩個字真是可圈可點
[00:22:21.000 --> 00:22:24.000]  洋教就是告訴我們
[00:22:24.000 --> 00:22:27.000]  耶穌基督的福音
[00:22:27.000 --> 00:22:32.000]  改變了歐洲的文化
[00:22:32.000 --> 00:22:36.000]  長達一千年之久
[00:22:36.000 --> 00:22:40.000]  從公元八百年
[00:22:40.000 --> 00:22:43.000]  一直到十九世紀
[00:22:43.000 --> 00:22:45.000]  從第九世紀到十九世紀
[00:22:45.000 --> 00:22:48.000]  拿破崙為止
[00:22:48.000 --> 00:22:52.000]  神聖羅馬帝國
[00:22:52.000 --> 00:22:56.000]  就是歐洲大陸
[00:22:56.000 --> 00:22:59.000]  整個歐洲
