
[00:00:00.000 --> 00:00:04.500]  各位大姐姐妹你好
[00:02:15.800 --> 00:02:17.800]  寫了一本非常有趣的書
[00:02:17.800 --> 00:02:21.800]  描述了1990年之後的新世界秩序
[00:02:21.800 --> 00:02:24.800]  書名叫做The World is Flat
[00:02:24.800 --> 00:02:26.800]  他強調世界共同體
[00:02:26.800 --> 00:02:28.800]  所謂Globalization
[00:02:28.800 --> 00:02:30.800]  是一個無可避免的趨勢
[00:02:30.800 --> 00:02:35.800]  由互聯網、通訊、高科技發達之後
[00:02:35.800 --> 00:02:40.800]  將整個地球連在一起成為一個地球圈
[00:02:40.800 --> 00:02:43.800]  所以我記得有一次我買了一部電腦
[00:02:43.800 --> 00:02:45.800]  需要一些技術支援
[00:02:45.800 --> 00:02:46.800]  打電話求助
[00:02:46.800 --> 00:02:50.800]  原來聽電話的人是身處印度的技術員工
[00:02:50.800 --> 00:02:52.800]  一個蘋果的手機製造
[00:02:52.800 --> 00:02:56.800]  可能有四十多個國家分別製造出來不同的零件
[00:02:56.800 --> 00:02:59.800]  在某一個地方匯合
[00:02:59.800 --> 00:03:01.800]  這個新的世界秩序
[00:03:01.800 --> 00:03:04.800]  將不少昔日落後的國家興起來
[00:03:04.800 --> 00:03:07.800]  所以中國就成為其中一個最好的例子
[00:03:07.800 --> 00:03:10.800]  有這個所謂世界工廠的美譽
[00:03:10.800 --> 00:03:13.800]  為了保障和維繫這個世界秩序
[00:03:13.800 --> 00:03:15.800]  之所以能夠順利進行
[00:03:15.800 --> 00:03:17.800]  一些國際性的組織
[00:03:17.800 --> 00:03:22.800]  例如世衛、WHO、世貿、WTO
[00:03:22.800 --> 00:03:24.800]  提高了他們的地位
[00:03:24.800 --> 00:03:26.800]  西方國家以為有了這些組織
[00:03:26.800 --> 00:03:29.800]  大有推行他們所謂的普世價值觀
[00:03:29.800 --> 00:03:34.800]  例如人權的問題、平等的問題、民主的問題、脫貧的問題
[00:03:34.800 --> 00:03:37.800]  這個世界就會和平了
[00:03:37.800 --> 00:03:39.800]  亂局就可以終止了
[00:03:39.800 --> 00:03:44.800]  這場疫症再加上中美貿易的戰爭
[00:03:44.800 --> 00:03:50.800]  似乎將這套價值觀開始打得亂了
[00:03:50.800 --> 00:03:52.800]  有很多人會質疑
[00:03:52.800 --> 00:03:55.800]  這個所謂的Globalization
[00:03:55.800 --> 00:03:58.800]  這個政策是否真的行得通呢?
[00:03:58.800 --> 00:04:01.800]  我們就用美國來做例子
[00:04:01.800 --> 00:04:06.800]  Wal-Mart所出產的產品
[00:04:06.800 --> 00:04:08.800]  有80%是來自中國的
[00:04:08.800 --> 00:04:12.800]  全世界的鞋60%是中國製造的
[00:04:12.800 --> 00:04:14.800]  藥品就更加厲害了
[00:04:14.800 --> 00:04:19.800]  在美國來說,Ibuprofen 95%是中國製造的
[00:04:19.800 --> 00:04:22.800]  抗生素也達到80%
[00:04:22.800 --> 00:04:27.800]  雖然美國廠家和中國合作在中國開廠
[00:04:27.800 --> 00:04:32.800]  但這場疫症似乎將美國人喚醒了
[00:04:32.800 --> 00:04:36.800]  他們不能將所有雞蛋都放在一個籃子裡面
[00:04:36.800 --> 00:04:39.800]  全球一體化受到極大的威脅
[00:04:39.800 --> 00:04:41.800]  以後何去何從呢?
[00:04:41.800 --> 00:04:43.800]  這是一個極大的問號
[00:04:43.800 --> 00:04:46.800]  我不是政治家,也不是國際關係家
[00:04:46.800 --> 00:04:48.800]  也不是經濟學人
[00:04:48.800 --> 00:04:50.800]  我無意在這裡和大家討論這些
[00:04:50.800 --> 00:04:55.800]  雖然是有趣的,但也是我學外的問題
[00:04:55.800 --> 00:04:57.800]  但有趣的地方在哪裡呢?
[00:04:57.800 --> 00:05:02.800]  「治」和「亂」是盛經一個極突出的主題
[00:05:02.800 --> 00:05:06.800]  如果我們看看這是一個什麼世界呢?
[00:05:06.800 --> 00:05:09.800]  我相信不是從政治經濟社會學來看
[00:05:09.800 --> 00:05:12.800]  而是從神給我們的啟示
[00:05:12.800 --> 00:05:14.800]  去看待這個世代
[00:05:14.800 --> 00:05:18.800]  正如耶穌告訴我們,你們就認識這個世代
[00:05:18.800 --> 00:05:21.800]  你看到雲從西方出來
[00:05:21.800 --> 00:05:23.800]  你就知道是地中海的
[00:05:23.800 --> 00:05:26.800]  那些風和地中海來,一定會下雨的
[00:05:26.800 --> 00:05:28.800]  如果那些風是從南面來的
[00:05:28.800 --> 00:05:30.800]  是從沙漠來的,你就知道是乾燥的
[00:05:30.800 --> 00:05:35.800]  你懂得看天文、地理、天氣
[00:05:35.800 --> 00:05:40.800]  但是從神學、從聖經的角度
[00:05:40.800 --> 00:05:44.800]  從神給我們的啟示來看這個現今世界
[00:05:44.800 --> 00:05:46.800]  你一點都不知道
[00:05:46.800 --> 00:05:48.800]  這就是愚蠢的世代
[00:05:48.800 --> 00:05:52.800]  我們應該了解一下,從神的啟示來看
[00:05:52.800 --> 00:05:56.800]  究竟這是一個什麼樣的世代
[00:05:56.800 --> 00:06:00.800]  聖經將我們這個世代分為三個不同的階段
[00:06:00.800 --> 00:06:03.800]  就好像一個人有三個不同的階段
[00:06:03.800 --> 00:06:07.800]  有出生、出生之後為人、然後死亡
[00:06:07.800 --> 00:06:11.800]  我們也可以將這個世界分為三個時代
[00:06:11.800 --> 00:06:13.800]  第一個是「創世之時」
[00:06:13.800 --> 00:06:15.800]  神學家稱這個為「protology」
[00:06:15.800 --> 00:06:17.800]  第二個就是「末世之時」
[00:06:17.800 --> 00:06:21.800]  有始就有終,有起就有末
[00:06:21.800 --> 00:06:24.800]  末世呢,神學家稱為「ascotology」
[00:06:24.800 --> 00:06:27.800]  位於創世和末世之間
[00:06:27.800 --> 00:06:31.800]  就是我們所謂的歷代、歷史
[00:06:31.800 --> 00:06:35.800]  三個階段都有重要的主題
[00:06:35.800 --> 00:06:38.800]  這個主題就是「亂」和「治」
[00:06:38.800 --> 00:06:42.800]  「亂」和「治」之間概括是三個主題
[00:06:42.800 --> 00:06:45.800]  究竟我們怎樣看「亂」和「治」呢?
[00:06:45.800 --> 00:06:50.800]  我們就要從一個聖經啟示的角度去看一看
[00:06:50.800 --> 00:06:52.800]  首先我們看一看「創世之時」
[00:06:52.800 --> 00:06:58.800]  在創世記,我們不是很難發現上帝創造的主旨
[00:06:58.800 --> 00:07:00.800]  不是從無到有
[00:07:00.800 --> 00:07:03.800]  雖然這是對的,但這不是聖經的主題
[00:07:03.800 --> 00:07:07.800]  聖經的焦點和主題是從「亂」到「治」
[00:07:07.800 --> 00:07:12.800]  從空虛混沌、冤冤黑暗的局勢
[00:07:12.800 --> 00:07:16.800]  創造一個有規矩、有條理、有秩序的世界
[00:07:16.800 --> 00:07:20.800]  頭三天是針對這個亂局來創造的
[00:07:20.800 --> 00:07:22.800]  第一天是做光
[00:07:22.800 --> 00:07:26.800]  這個光不是指光體,而是指光段
[00:07:26.800 --> 00:07:29.800]  光是管理這個晝
[00:07:29.800 --> 00:07:32.800]  暗是管理這個夜
[00:07:32.800 --> 00:07:35.800]  有日有夜,這是時間的規矩
[00:07:35.800 --> 00:07:37.800]  Creation of Time
[00:07:37.800 --> 00:07:42.800]  第二天是將水分開,有天空有大地
[00:07:42.800 --> 00:07:46.800]  這是一個時空的創造,Creation of Space
[00:07:46.800 --> 00:07:49.800]  第三天是創造地和海
[00:07:49.800 --> 00:07:52.800]  這次不是分開,而是聚在一起
[00:07:52.800 --> 00:07:56.800]  將水聚在一起成為一個海洋
[00:07:56.800 --> 00:08:00.800]  又有陸地,又有界線、界限
[00:08:00.800 --> 00:08:02.800]  Creation of Boundary
[00:08:02.800 --> 00:08:05.800]  是有order的,是有界限的
[00:08:05.800 --> 00:08:10.800]  第三天的創造就是針對空虛
[00:08:10.800 --> 00:08:12.800]  地是空虛
[00:08:12.800 --> 00:08:17.800]  頭三天是混沌,頭三天是空虛
[00:08:17.800 --> 00:08:21.800]  空虛就是將已經創造的硬件
[00:08:21.800 --> 00:08:23.800]  放生命在裏面
[00:08:23.800 --> 00:08:26.800]  所以第四天是做日月星,有節令
[00:08:26.800 --> 00:08:28.800]  有時日,有年歲
[00:08:28.800 --> 00:08:32.800]  然後我們看到第五天,天空有鳥
[00:08:32.800 --> 00:08:33.800]  水有魚
[00:08:33.800 --> 00:08:36.800]  第六天是地上有走獸
[00:08:36.800 --> 00:08:40.800]  然後是做人,做男做女
[00:08:40.800 --> 00:08:44.800]  所有做這些生物都是有這一句
[00:08:44.800 --> 00:08:46.800]  物各從其類
[00:08:46.800 --> 00:08:48.800]  有規有矩
[00:08:48.800 --> 00:08:51.800]  有生命有生有死
[00:08:51.800 --> 00:08:53.800]  有開始有結束
[00:08:53.800 --> 00:08:56.800]  神造萬物,各按其事
[00:08:56.800 --> 00:08:57.800]  成為美好
[00:08:57.800 --> 00:09:00.800]  生有事,死有事
[00:09:00.800 --> 00:09:04.800]  但當阿當犯罪,開始亂了
[00:09:04.800 --> 00:09:06.800]  天起了涼風
[00:09:06.800 --> 00:09:09.800]  天氣開始變了
[00:09:09.800 --> 00:09:12.800]  地就長出荊棘和窒泥
[00:09:12.800 --> 00:09:15.800]  人要辛苦工作,財得糊口
[00:09:15.800 --> 00:09:17.800]  亂局就出現了
[00:09:17.800 --> 00:09:20.800]  不單止是人和大自然之間的鬥爭
[00:09:20.800 --> 00:09:22.800]  帶來一個混亂
[00:09:22.800 --> 00:09:25.800]  人和人之間也都帶來鬥爭
[00:09:25.800 --> 00:09:27.800]  所以在《創世紀》第四章
[00:09:27.800 --> 00:09:29.800]  我們會看到家庭裏面
[00:09:29.800 --> 00:09:31.800]  那個人和阿伯
[00:09:31.800 --> 00:09:33.800]  那個人就殺了阿伯
[00:09:33.800 --> 00:09:36.800]  以至他流蕩於亂世當中
[00:09:36.800 --> 00:09:42.800]  但神卻是叫人離開伊甸園
[00:09:42.800 --> 00:09:43.800]  離開
[00:09:43.800 --> 00:09:45.800]  人就去東面行
[00:09:45.800 --> 00:09:48.800]  東面叫Departure Point
[00:09:48.800 --> 00:09:50.800]  人要離開
[00:09:50.800 --> 00:09:51.800]  到處流蕩
[00:09:51.800 --> 00:09:54.800]  但人要治理這個亂局
[00:09:54.800 --> 00:09:56.800]  人以為可以透過他的科技
[00:09:56.800 --> 00:09:57.800]  建造塔
[00:09:57.800 --> 00:09:59.800]  塔頂通天
[00:09:59.800 --> 00:10:00.800]  宣揚他的名
[00:10:00.800 --> 00:10:04.800]  就可以建立人所創造的罪在那裏
[00:10:04.800 --> 00:10:07.800]  但結果帶來亂局
[00:10:07.800 --> 00:10:10.800]  所以巴別塔另外一個名
[00:10:10.800 --> 00:10:12.800]  亦都是亂
[00:10:12.800 --> 00:10:14.800]  一連串的亂語字
[00:10:14.800 --> 00:10:15.800]  讓我們看到
[00:10:15.800 --> 00:10:19.800]  這就是中間那段歷史的特色
[00:10:19.800 --> 00:10:21.800]  就好像我們三個演義
[00:10:21.800 --> 00:10:22.800]  第一句話
[00:10:22.800 --> 00:10:23.800]  論天下大勢
[00:10:23.800 --> 00:10:24.800]  合久必分
[00:10:24.800 --> 00:10:25.800]  分久必合
[00:10:25.800 --> 00:10:27.800]  歷史是交錯在
[00:10:27.800 --> 00:10:28.800]  分和合
[00:10:28.800 --> 00:10:30.800]  亂和治之間
[00:10:30.800 --> 00:10:33.800]  但這個世界的秩序
[00:10:33.800 --> 00:10:35.800]  會倒下來
[00:10:35.800 --> 00:10:37.800]  另外一個世界秩序又會興起
[00:10:37.800 --> 00:10:39.800]  然後又亂局
[00:10:39.800 --> 00:10:44.800]  我們處於這樣的歷史亂世當中
[00:10:44.800 --> 00:10:46.800]  如果要了解這個時代
[00:10:46.800 --> 00:10:48.800]  了解這個歷史
[00:10:48.800 --> 00:10:51.800]  我們不單止從創世的角度去看
[00:10:51.800 --> 00:10:54.800]  我們要從末世的角度去看
[00:10:54.800 --> 00:10:56.800]  孔夫子說未知生焉知死
[00:10:56.800 --> 00:11:01.800]  但美國田納克這個神學家
[00:11:01.800 --> 00:11:03.800]  他把這句話反過來說
[00:11:03.800 --> 00:11:05.800]  未知死焉知生
[00:11:05.800 --> 00:11:07.800]  或者我們試試用一個比喻
[00:11:07.800 --> 00:11:09.800]  我們可能會了解
[00:11:09.800 --> 00:11:11.800]  你進入一個黑房
[00:11:11.800 --> 00:11:13.800]  你拿著電筒
[00:11:13.800 --> 00:11:14.800]  電筒一照
[00:11:14.800 --> 00:11:16.800]  嘩!一堆垃圾
[00:11:16.800 --> 00:11:18.800]  於是你就說
[00:11:18.800 --> 00:11:21.800]  這個地方一定是骯髒
[00:11:21.800 --> 00:11:23.800]  你就產生恐懼的感覺
[00:11:23.800 --> 00:11:25.800]  不知道有什麼古靈精怪的東西
[00:11:25.800 --> 00:11:30.800]  你的電筒照到其實只是一角
[00:11:30.800 --> 00:11:33.800]  忽然之間電燈亮了
[00:11:33.800 --> 00:11:36.800]  給你有機會看看整間屋
[00:11:36.800 --> 00:11:39.800]  你發覺並非如是
[00:11:39.800 --> 00:11:43.800]  而是一個非常清潔整齊的房間
[00:11:43.800 --> 00:11:45.800]  你電筒所照到
[00:11:45.800 --> 00:11:49.800]  只不過是房間裡其中一個垃圾房
[00:11:49.800 --> 00:11:51.800]  隨著燈熄了
[00:11:51.800 --> 00:11:54.800]  你再看不到整間屋
[00:11:54.800 --> 00:11:57.800]  你的電筒仍然照著那個垃圾房
[00:11:57.800 --> 00:11:59.800]  但你不再害怕
[00:11:59.800 --> 00:12:02.800]  因為你已經看過整幅圖畫
[00:12:02.800 --> 00:12:08.800]  從整幅圖畫去演繹電筒照到的一角
[00:12:08.800 --> 00:12:11.800]  你知道那不是全部份
[00:12:11.800 --> 00:12:15.800]  如果我們帶著一個末世的眼光去看人生
[00:12:15.800 --> 00:12:17.800]  去看歷史
[00:12:17.800 --> 00:12:20.800]  我們就看到今天的局勢
[00:12:20.800 --> 00:12:22.800]  有很不同的感受
[00:12:22.800 --> 00:12:24.800]  就好像保羅說
[00:12:24.800 --> 00:12:27.800]  我們行事為人不是藤眼見
[00:12:27.800 --> 00:12:30.800]  不是只看到電筒照過一筆
[00:12:30.800 --> 00:12:32.800]  我們是憑信心
[00:12:32.800 --> 00:12:36.800]  上帝告訴我們整幅圖畫是甚麼
[00:12:36.800 --> 00:12:38.800]  因為我們知道整幅圖畫是甚麼
[00:12:38.800 --> 00:12:42.800]  我們就像摩西在詩篇第九十篇
[00:12:42.800 --> 00:12:43.800]  他怎樣討過
[00:12:43.800 --> 00:12:46.800]  求主教導我們怎樣數算自己的日子
[00:12:46.800 --> 00:12:49.800]  好叫我們得著智慧的心
[00:12:49.800 --> 00:12:52.800]  我們研讀啟示錄
[00:12:52.800 --> 00:12:55.800]  我們不是當啟示錄是一本
[00:12:55.800 --> 00:13:00.800]  好像燒餅哥那樣
[00:13:00.800 --> 00:13:02.800]  看將來會發生甚麼事
[00:13:02.800 --> 00:13:04.800]  不是基於一個好奇的心
[00:13:04.800 --> 00:13:06.800]  去看末世會發生甚麼事
[00:13:06.800 --> 00:13:07.800]  不是
[00:13:07.800 --> 00:13:10.800]  而是帶著末世的眼光
[00:13:10.800 --> 00:13:12.800]  來看今天的字和亂
[00:13:12.800 --> 00:13:14.800]  以致我們在人生裏面
[00:13:14.800 --> 00:13:17.800]  活得更有智慧、更精彩
[00:13:17.800 --> 00:13:22.800]  我們首先來看一看第一至第三節
[00:13:22.800 --> 00:13:24.800]  啟示錄第一至第三節
[00:13:24.800 --> 00:13:26.800]  稱為耶穌基督的啟示
[00:13:26.800 --> 00:13:28.800]  耶穌基督的啟示
[00:13:28.800 --> 00:13:30.800]  就是召神賜給他
[00:13:30.800 --> 00:13:35.800]  叫他將必要快成的事指示他的眾僕人
[00:13:35.800 --> 00:13:39.800]  神就參與使者曉遇他的僕人約翰
[00:13:39.800 --> 00:13:43.800]  約翰便將神的道和耶穌基督的見證
[00:13:43.800 --> 00:13:46.800]  凡自己所看見的都證明出來
[00:13:46.800 --> 00:13:50.800]  念者書上預言的和那些聽見
[00:13:50.800 --> 00:13:53.800]  又遵守其中所記載的都是有福的
[00:13:53.800 --> 00:13:55.800]  因為日期近了
[00:13:55.800 --> 00:13:59.800]  首先我們來看一看啟示錄是說甚麼呢
[00:13:59.800 --> 00:14:03.800]  他說這是耶穌基督的啟示
[00:14:03.800 --> 00:14:06.800]  希臘文啟示是一個非常有趣的字
[00:14:06.800 --> 00:14:08.800]  叫 Apocalypse
[00:14:08.800 --> 00:14:11.800]  希臘文有兩個不同的字組成
[00:14:11.800 --> 00:14:13.800]  第一個字叫 Apo
[00:14:13.800 --> 00:14:16.800]  Apo 是甚麼意思呢?離開、除開
[00:14:16.800 --> 00:14:17.800]  Away from
[00:14:17.800 --> 00:14:19.800]  第二個字就是 Calypsus
[00:14:19.800 --> 00:14:22.800]  Calypsus 是一個幕、一個帳幕
[00:14:22.800 --> 00:14:23.800]  Unveiling
[00:14:23.800 --> 00:14:25.800]  所以兩個字組成
[00:14:25.800 --> 00:14:28.800]  好像解作除開你的面紗
[00:14:28.800 --> 00:14:30.800]  打開你的帳幕
[00:14:30.800 --> 00:14:32.800]  或者簡單一點揭幕
[00:14:32.800 --> 00:14:36.800]  即昔日隱藏的現在顯露出來
[00:14:36.800 --> 00:14:37.800]  Unveiling
[00:14:37.800 --> 00:14:39.800]  所以中文亦叫啟示
[00:14:39.800 --> 00:14:43.800]  指一些隱藏的事物顯露出來
[00:14:43.800 --> 00:14:50.800]  聖經這個字是指昔日有關神奧秘隱藏的事
[00:14:50.800 --> 00:14:52.800]  神計劃的事
[00:14:52.800 --> 00:14:54.800]  或神未公開顯露出來的事
[00:14:54.800 --> 00:14:56.800]  現在顯露了出來
[00:14:56.800 --> 00:14:59.800]  就好像《已不鎖書》第三章第三段
[00:14:59.800 --> 00:15:03.800]  用啟示使我們知道福音的奧秘
[00:15:03.800 --> 00:15:05.800]  這個字到了兩約期間
[00:15:05.800 --> 00:15:08.800]  即舊約和新約的這段時間
[00:15:08.800 --> 00:15:10.800]  我們叫做兩約期間
[00:15:10.800 --> 00:15:12.800]  就起了一些變化
[00:15:12.800 --> 00:15:14.800]  猶太人的歷史觀是這樣的
[00:15:14.800 --> 00:15:17.800]  他們將歷史分為兩個大的階段
[00:15:17.800 --> 00:15:19.800]  第一階段叫邪惡的世代
[00:15:19.800 --> 00:15:20.800]  Evil Age
[00:15:20.800 --> 00:15:22.800]  或者現今的世代
[00:15:22.800 --> 00:15:23.800]  The Present Age
[00:15:23.800 --> 00:15:25.800]  是一個黑暗掌權
[00:15:25.800 --> 00:15:28.800]  充滿混沌有苦難有艱難的世代
[00:15:28.800 --> 00:15:32.800]  第二個階段就稱為將來的世代
[00:15:32.800 --> 00:15:33.800]  或者天國
[00:15:33.800 --> 00:15:35.800]  Future Age
[00:15:35.800 --> 00:15:37.800]  或者Age to Come
[00:15:37.800 --> 00:15:39.800]  或者Kingdom of God
[00:15:39.800 --> 00:15:41.800]  分水嶺在哪裏呢?
[00:15:41.800 --> 00:15:44.800]  就是尼塞亞基督的降臨
[00:15:44.800 --> 00:15:46.800]  尼塞亞來的時候
[00:15:46.800 --> 00:15:47.800]  開了一個新的紀元
[00:15:47.800 --> 00:15:48.800]  一個新的規矩
[00:15:48.800 --> 00:15:50.800]  一個新的天地
[00:15:50.800 --> 00:15:52.800]  一個沒有眼淚
[00:15:52.800 --> 00:15:54.800]  沒有痛苦的時代
[00:15:54.800 --> 00:15:56.800]  因為尼塞亞來到
[00:15:56.800 --> 00:15:57.800]  拯救他的子民
[00:15:57.800 --> 00:16:00.800]  審判那些反對他的人
[00:16:00.800 --> 00:16:08.800]  基督教將這個猶太人的歷史觀稍為更改
[00:16:08.800 --> 00:16:11.800]  基督的降臨是分兩次的
[00:16:11.800 --> 00:16:14.800]  第一次來是拯救
[00:16:14.800 --> 00:16:18.800]  耶穌基督為我們釘十字架
[00:16:18.800 --> 00:16:19.800]  拯救我們
[00:16:19.800 --> 00:16:22.800]  第二次來才是審判
[00:16:22.800 --> 00:16:25.800]  所以末日不是一點
[00:16:25.800 --> 00:16:27.800]  是一個過程
[00:16:27.800 --> 00:16:30.800]  是由耶穌基督來到世間
[00:16:30.800 --> 00:16:32.800]  拯救我們開始
[00:16:32.800 --> 00:16:34.800]  就是末日開始
[00:16:34.800 --> 00:16:36.800]  所以耶穌和約翰出來傳道的時候
[00:16:36.800 --> 00:16:38.800]  他說天國近了
[00:16:38.800 --> 00:16:42.800]  近了即是指很快耶穌基督就死
[00:16:42.800 --> 00:16:43.800]  復活
[00:16:43.800 --> 00:16:46.800]  啟開了一個新的紀元
[00:16:46.800 --> 00:16:47.800]  新的時代
[00:16:47.800 --> 00:16:50.800]  但是這只不過是開始
[00:16:50.800 --> 00:16:52.800]  還有耶穌基督再來
[00:16:52.800 --> 00:16:55.800]  耶穌基督再來的時候就是審判
[00:16:55.800 --> 00:16:57.800]  所以我們現在處於這個時代
[00:16:57.800 --> 00:17:00.800]  叫做Already but not yet的時代
[00:17:00.800 --> 00:17:01.800]  在兩約之間
[00:17:01.800 --> 00:17:04.800]  猶太人受極大的痛苦
[00:17:04.800 --> 00:17:07.800]  他們期待著尼塞亞族人來拯救他們
[00:17:07.800 --> 00:17:11.800]  所以當時有很多著作出現
[00:17:11.800 --> 00:17:13.800]  由於政治的關係
[00:17:13.800 --> 00:17:16.800]  大多數的著作都用很多圖像
[00:17:16.800 --> 00:17:18.800]  用很多的symbols
[00:17:18.800 --> 00:17:21.800]  徵兆、故事、奇怪的symbol
[00:17:21.800 --> 00:17:24.800]  來表達這一類的末世觀
[00:17:24.800 --> 00:17:27.800]  所以這些稱為啟示文學
[00:17:27.800 --> 00:17:30.800]  是擁有濃厚的末世意識
[00:17:30.800 --> 00:17:31.800]  Apocalyptic literature
[00:17:31.800 --> 00:17:34.800]  其中包括《旁經》的巴洛書
[00:17:34.800 --> 00:17:35.800]  《以諾書》
[00:17:35.800 --> 00:17:39.800]  或者《聖經》也有些人以為是啟示錄
[00:17:39.800 --> 00:17:43.800]  《但義理書》也是屬於啟示文學
[00:17:43.800 --> 00:17:45.800]  但是我們所說的末世
[00:17:45.800 --> 00:17:47.800]  其實不是指一點
[00:17:47.800 --> 00:17:50.800]  而是一個長的時期
[00:17:50.800 --> 00:17:53.800]  如果我們看這個啟示錄
[00:17:53.800 --> 00:17:55.800]  我們要明白一件事
[00:17:55.800 --> 00:17:57.800]  末世何時開始?
[00:17:57.800 --> 00:17:59.800]  耶穌基督第一次來已經開始
[00:17:59.800 --> 00:18:00.800]  何時結束?
[00:18:00.800 --> 00:18:03.800]  耶穌基督完結的時候
[00:18:03.800 --> 00:18:05.800]  耶穌基督再來審判的時候
[00:18:05.800 --> 00:18:08.800]  每個人就是末世的結束
[00:18:08.800 --> 00:18:10.800]  我們在這個時代
[00:18:10.800 --> 00:18:13.800]  是一個叫做already but not yet的時代
[00:18:13.800 --> 00:18:19.800]  而啟示錄是一個末世的典籍
[00:18:19.800 --> 00:18:21.800]  Apocalyptic literature
[00:18:21.800 --> 00:18:24.800]  是擁有濃厚的末世意識
[00:18:24.800 --> 00:18:29.800]  我們再來看看究竟啟示的內容是怎樣
[00:18:29.800 --> 00:18:35.800]  在第一至第三節我們略略看到啟示的訊息是什麼
[00:18:35.800 --> 00:18:37.800]  首先我們看第一節
[00:18:37.800 --> 00:18:39.800]  第一節很清楚告訴我們
[00:18:39.800 --> 00:18:43.800]  啟示錄是耶穌基督的啟示
[00:18:43.800 --> 00:18:45.800]  什麼叫做耶穌基督的啟示呢?
[00:18:45.800 --> 00:18:46.800]  有兩個可能性
[00:18:46.800 --> 00:18:51.800]  第一個可能性就是有關耶穌的啟示
[00:18:51.800 --> 00:18:54.800]  啟示的內容是指耶穌
[00:18:54.800 --> 00:18:58.800]  是有關耶穌基督的救贖和審判的啟示
[00:18:58.800 --> 00:19:03.800]  第二個可能性是指從耶穌而來的啟示
[00:19:03.800 --> 00:19:06.800]  Revelation from Jesus
[00:19:06.800 --> 00:19:09.800]  而不是Revelation of Jesus
[00:19:09.800 --> 00:19:13.800]  在希臘文的文化裏面兩個都有可能性
[00:19:13.800 --> 00:19:19.800]  一個就是當這個文化有一個叫做objective-sententive
[00:19:19.800 --> 00:19:22.800]  這個就可以解作有關耶穌基督的啟示
[00:19:22.800 --> 00:19:24.800]  Revelation of Jesus
[00:19:24.800 --> 00:19:30.800]  如果你是當這個文化結構是一個叫做subjective-sententive
[00:19:30.800 --> 00:19:34.800]  意思就是從耶穌而來的啟示
[00:19:34.800 --> 00:19:37.800]  Revelation from Jesus
[00:19:37.800 --> 00:19:40.800]  我個人認為兩個都正確
[00:19:40.800 --> 00:19:46.800]  所啟示的重點內容既是有關耶穌
[00:19:46.800 --> 00:19:50.800]  而啟示的來源亦是來自耶穌
[00:19:50.800 --> 00:19:54.800]  所以兩者加起來才是對的
