
[00:00:00.000 --> 00:00:06.320]  今晚我們來到《但義理書》的最後一章
[00:02:11.040 --> 00:02:16.040]  流亂世界的富足
[00:02:16.040 --> 00:02:18.040]  因為猶太人很懂得做生意
[00:02:18.040 --> 00:02:21.040]  去到哪裡呢?去到埃及也好
[00:02:21.040 --> 00:02:23.040]  去到巴比倫也好
[00:02:23.040 --> 00:02:27.040]  他們落地生根都能夠開創美好的生活
[00:02:27.040 --> 00:02:32.040]  他們不想回去耶路撒冷
[00:02:32.040 --> 00:02:39.040]  不回去其實是看到他們的靈明追求世界
[00:02:39.040 --> 00:02:42.040]  不只是回不回家的問題
[00:02:42.040 --> 00:02:45.040]  而是心不放在神身上
[00:02:45.040 --> 00:02:49.040]  不當自己的選民
[00:02:49.040 --> 00:02:53.040]  神給他們的應許之地的寶貴
[00:02:53.040 --> 00:02:57.040]  加上那幾萬人回去
[00:02:57.040 --> 00:03:01.040]  索羅巴巴、以斯拉回去重建聖殿
[00:03:01.040 --> 00:03:03.040]  又困難重重
[00:03:03.040 --> 00:03:12.040]  那裡有本地人給他們很多阻攔
[00:03:12.040 --> 00:03:17.040]  甚至過渡到皇帝那裡
[00:03:17.040 --> 00:03:21.040]  說他們回去是意圖造反
[00:03:21.040 --> 00:03:24.040]  所以重建聖殿是阻力重重
[00:03:24.040 --> 00:03:26.040]  一點都沒有進展
[00:03:26.040 --> 00:03:30.040]  令到但義理悲傷了21天
[00:03:30.040 --> 00:03:34.040]  我們上次說過21天是什麼時間呢?
[00:03:34.040 --> 00:03:40.040]  21天是逾越節和無教節
[00:03:40.040 --> 00:03:44.040]  那個時期應該是他們歡喜快樂的時候
[00:03:44.040 --> 00:03:49.040]  因為慶祝神以前是請求他們出埃及的
[00:03:49.040 --> 00:03:51.040]  應該是歡喜快樂的
[00:03:51.040 --> 00:03:54.040]  但義理悲從中來
[00:03:54.040 --> 00:03:57.040]  而且禁食了21天
[00:03:57.040 --> 00:04:01.040]  天使在第十一章開始
[00:04:01.040 --> 00:04:05.040]  將關係到猶太民族的寓言
[00:04:05.040 --> 00:04:09.040]  很詳細地告訴但義理
[00:04:09.040 --> 00:04:13.040]  在這些寓言裡有一個很清晰的訊息
[00:04:13.040 --> 00:04:18.040]  就是猶太民族還有更大的苦難在前面
[00:04:18.040 --> 00:04:20.040]  所以讓但義理知道
[00:04:20.040 --> 00:04:25.040]  不要只看這70年過去之後人們是否回去
[00:04:25.040 --> 00:04:27.040]  要看遠一點
[00:04:27.040 --> 00:04:31.040]  因為猶太人的歷史是關係到人類整個歷史
[00:04:31.040 --> 00:04:35.040]  一路到末世一路到主耶穌第二次回來
[00:04:35.040 --> 00:04:39.040]  所以天使讓他看到一幅很廣闊的圖畫
[00:04:39.040 --> 00:04:42.040]  不只是看目前有多少人回去
[00:04:42.040 --> 00:04:44.040]  是否重建聖殿
[00:04:44.040 --> 00:04:48.040]  而是看以後整個猶太民族
[00:04:48.040 --> 00:04:51.040]  不單是未來幾百年
[00:04:51.040 --> 00:04:57.040]  是更長的時間有更大的苦難在前面
[00:04:57.040 --> 00:05:03.040]  那幾百年南變王和北變王打來打去
[00:05:03.040 --> 00:05:05.040]  夾著以色列在中間
[00:05:05.040 --> 00:05:07.040]  他們受到很多很多的苦難
[00:05:07.040 --> 00:05:10.040]  因為以色列被作為戰場
[00:05:10.040 --> 00:05:13.040]  更甚的是將來的大苦難
[00:05:13.040 --> 00:05:17.040]  就是有一個世界之王迪基督出來
[00:05:17.040 --> 00:05:20.040]  迪基督在歷史上有兩個預表
[00:05:20.040 --> 00:05:24.040]  軍事力量的預表就是亞歷山大大帝
[00:05:24.040 --> 00:05:29.040]  他那個奸險鬼詐和對猶太人的憎恨
[00:05:29.040 --> 00:05:34.040]  對神的憎恨和迫害
[00:05:34.040 --> 00:05:36.040]  就是Antigous the Fourth
[00:05:36.040 --> 00:05:38.040]  或者叫做Antigous Epiphany
[00:05:38.040 --> 00:05:42.040]  希臘的後來的一個王
[00:05:42.040 --> 00:05:46.040]  但這兩個人都是預表將來的迪基督
[00:05:46.040 --> 00:05:51.040]  迪基督出現在人類最後的三年半大災難
[00:05:51.040 --> 00:05:55.040]  後面的三年半為猶太人帶來前所未有的災難
[00:05:55.040 --> 00:05:58.040]  第十一章最後的十字
[00:05:58.040 --> 00:06:00.040]  三十六至四十五字
[00:06:00.040 --> 00:06:04.040]  就是講迪基督將來會怎樣迫害猶太人
[00:06:04.040 --> 00:06:07.040]  他甚至佔領了猶太地
[00:06:07.040 --> 00:06:10.040]  用那裡來做他的大本營
[00:06:10.040 --> 00:06:13.040]  在這麼灰暗的預言之後
[00:06:13.040 --> 00:06:16.040]  如果我們停在第十一章
[00:06:16.040 --> 00:06:18.040]  那樣也很灰暗
[00:06:18.040 --> 00:06:20.040]  那出路在哪裡呢?
[00:06:20.040 --> 00:06:22.040]  那個盼望在哪裡呢?
[00:06:22.040 --> 00:06:24.040]  那個拯救在哪裡呢?
[00:06:24.040 --> 00:06:27.040]  於是在第十二章
[00:06:27.040 --> 00:06:32.040]  天使給了達爾尼一個盼望
[00:06:32.040 --> 00:06:38.040]  就是以色列將來會在末世中得到神的保護
[00:06:38.040 --> 00:06:41.040]  現在我們開始來看第十二章
[00:06:41.040 --> 00:06:46.040]  第十二章的名稱是困境當中的盼望
[00:06:46.040 --> 00:06:51.040]  困境當中的十一章全部都是壞消息
[00:06:51.040 --> 00:06:54.040]  壞到不能再壞了
[00:06:54.040 --> 00:06:58.040]  壞到差在以色列再次亡國
[00:06:58.040 --> 00:07:01.040]  而且死了
[00:07:01.040 --> 00:07:08.040]  基督在最後的七年
[00:07:08.040 --> 00:07:12.040]  首先與以色列訂立和約
[00:07:12.040 --> 00:07:14.040]  其實是騙他的
[00:07:14.040 --> 00:07:16.040]  與他建立聖殿
[00:07:16.040 --> 00:07:18.040]  建立第三聖殿是騙他的
[00:07:18.040 --> 00:07:21.040]  他三年半停止聖殿獻祭
[00:07:21.040 --> 00:07:23.040]  自己進去聖殿自立為神
[00:07:23.040 --> 00:07:25.040]  猶太人不肯拜他的時候
[00:07:25.040 --> 00:07:29.040]  就開始後面三年半的迫害
[00:07:29.040 --> 00:07:32.040]  在這裡也讓我們看到
[00:07:32.040 --> 00:07:40.040]  將來南面和北面都會有人攻打迪基督
[00:07:40.040 --> 00:07:42.040]  迪基督的大本營在以色列
[00:07:42.040 --> 00:07:46.040]  但以後幾百年
[00:07:46.040 --> 00:07:48.040]  南面的王打北面的王
[00:07:48.040 --> 00:07:50.040]  北面的王打南面的王
[00:07:50.040 --> 00:07:55.040]  以色列在中間只是央及池魚
[00:07:55.040 --> 00:07:57.040]  但在末世的時候
[00:07:57.040 --> 00:08:01.040]  迪基督在南面和北面
[00:08:01.040 --> 00:08:06.040]  都有敵對他的軍隊來夾攻他
[00:08:06.040 --> 00:08:08.040]  夾攻他在以色列
[00:08:08.040 --> 00:08:12.040]  以色列這次就不是央及池魚了
[00:08:12.040 --> 00:08:15.040]  這次是首當其衝
[00:08:15.040 --> 00:08:18.040]  所以以色列在末世是很慘的
[00:08:18.040 --> 00:08:22.040]  慘法耶穌和大尼也說
[00:08:22.040 --> 00:08:24.040]  是前所未有的慘
[00:08:24.040 --> 00:08:27.040]  以前的慘也不算
[00:08:27.040 --> 00:08:30.040]  後來也沒有更慘
[00:08:30.040 --> 00:08:36.040]  所以在這裡預言迪基督
[00:08:36.040 --> 00:08:40.040]  他必在海和榮美的聖地中間
[00:08:40.040 --> 00:08:43.040]  設立他像宮殿的帳幕
[00:08:43.040 --> 00:08:46.040]  即是說他會在那裡成為大本營
[00:08:46.040 --> 00:08:51.040]  這一章前面三節的預言
[00:08:51.040 --> 00:08:57.040]  是說猶太人最無望最慘
[00:08:57.040 --> 00:09:01.040]  快要滅國的時候
[00:09:01.040 --> 00:09:05.040]  天使開始安慰他們
[00:09:05.040 --> 00:09:06.040]  我們看第一節
[00:09:06.040 --> 00:09:08.040]  第一節說那時
[00:09:08.040 --> 00:09:10.040]  那時是幾時呢?
[00:09:10.040 --> 00:09:14.040]  那時一定是最後三年半
[00:09:14.040 --> 00:09:16.040]  因為前面第十一章
[00:09:16.040 --> 00:09:19.040]  是說他們在大災難當中
[00:09:19.040 --> 00:09:23.040]  所以那時是接著上面第十一章
[00:09:23.040 --> 00:09:28.040]  很自然在猶太人最困難的時候
[00:09:28.040 --> 00:09:30.040]  最無望的時候
[00:09:30.040 --> 00:09:32.040]  誰會出現呢?
[00:09:32.040 --> 00:09:36.040]  保佑你本國之民的天使長
[00:09:36.040 --> 00:09:38.040]  原文是大君
[00:09:38.040 --> 00:09:40.040]  這裡說到
[00:09:40.040 --> 00:09:43.040]  神特比是差異派天使長
[00:09:43.040 --> 00:09:45.040]  最有力的天使
[00:09:45.040 --> 00:09:47.040]  叫做加伯尼
[00:09:47.040 --> 00:09:49.040]  這個時候是怎樣呢?
[00:09:49.040 --> 00:09:50.040]  站起來
[00:09:50.040 --> 00:09:52.040]  站起來的意思是
[00:09:52.040 --> 00:09:54.040]  他會採取行動
[00:09:54.040 --> 00:09:56.040]  站起來是他會幫以色列
[00:09:56.040 --> 00:09:59.040]  來對抗敵人
[00:09:59.040 --> 00:10:01.040]  來保護他們
[00:10:01.040 --> 00:10:04.040]  這給他們一個很大的安慰
[00:10:04.040 --> 00:10:05.040]  很大的assurance
[00:10:05.040 --> 00:10:08.040]  就是說神是差異派最有力的天使長
[00:10:08.040 --> 00:10:10.040]  不是普通天使
[00:10:10.040 --> 00:10:12.040]  是加伯尼
[00:10:12.040 --> 00:10:21.040]  是米加勒站起來
[00:10:21.040 --> 00:10:26.040]  米加勒在舊約是第一次出現
[00:10:26.040 --> 00:10:29.040]  雖然他在舊約很活躍
[00:10:29.040 --> 00:10:33.040]  但在丹尼里書
[00:10:33.040 --> 00:10:36.040]  是天使第一次告訴他
[00:10:36.040 --> 00:10:39.040]  原來米加勒是神差派
[00:10:39.040 --> 00:10:41.040]  來保護以色列的天使
[00:10:41.040 --> 00:10:43.040]  特別的任務
[00:10:43.040 --> 00:10:45.040]  大家看看第1頁
[00:10:45.040 --> 00:10:47.040]  講米加勒的名字
[00:10:47.040 --> 00:10:50.040]  Who is like God
[00:10:50.040 --> 00:10:52.040]  他的能力
[00:10:52.040 --> 00:10:56.040]  Miguel就是神的名字
[00:10:56.040 --> 00:10:58.040]  他很像神
[00:10:58.040 --> 00:11:00.040]  有神的能力
[00:11:00.040 --> 00:11:02.040]  他管理天君天使
[00:11:02.040 --> 00:11:06.040]  我可以說他是一個叫做母的天使長
[00:11:06.040 --> 00:11:08.040]  他是母的
[00:11:08.040 --> 00:11:10.040]  君的那方面
[00:11:10.040 --> 00:11:13.040]  Gabriel就是文的那方面
[00:11:13.040 --> 00:11:15.040]  傳話的
[00:11:15.040 --> 00:11:20.040]  米加勒就是負責打仗的
[00:11:20.040 --> 00:11:22.040]  他們兩個都是天使的領袖
[00:11:22.040 --> 00:11:25.040]  所以在第12章第1節
[00:11:25.040 --> 00:11:29.040]  米加勒在第10章說
[00:11:29.040 --> 00:11:33.040]  他幫助加伯尼是第一次他的名字出現
[00:11:33.040 --> 00:11:37.040]  但其實到新約猶大書
[00:11:37.040 --> 00:11:39.040]  猶大書只有一章
[00:11:39.040 --> 00:11:44.040]  第9節提到米加勒在更早前
[00:11:44.040 --> 00:11:46.040]  比但爾利時代早
[00:11:46.040 --> 00:11:49.040]  就是摩西時代
[00:11:49.040 --> 00:11:53.040]  摩西死在曠野
[00:11:53.040 --> 00:11:55.040]  他沒有進入加拿大
[00:11:55.040 --> 00:11:57.040]  他死在今天的約旦
[00:11:57.040 --> 00:12:02.040]  魔鬼當時要來取摩西的屍體
[00:12:02.040 --> 00:12:05.040]  為什麼要來取摩西的屍體呢?
[00:12:05.040 --> 00:12:07.040]  大家都是猜測
[00:12:07.040 --> 00:12:10.040]  摩西的屍體可能是用來迷惑人
[00:12:10.040 --> 00:12:13.040]  或者是收獄摩西
[00:12:13.040 --> 00:12:15.040]  間接收獄神
[00:12:15.040 --> 00:12:19.040]  總之魔鬼的詭計都不是太好
[00:12:19.040 --> 00:12:22.040]  當時是誰和他打仗呢?
[00:12:22.040 --> 00:12:24.040]  是米加勒
[00:12:24.040 --> 00:12:29.040]  結果摩西的屍體有沒有被撒旦取走呢?
[00:12:29.040 --> 00:12:30.040]  是沒有的
[00:12:30.040 --> 00:12:33.040]  聖經說是神將他的屍體收起來
[00:12:33.040 --> 00:12:37.040]  到今天都沒有人找到他的屍體
[00:12:37.040 --> 00:12:44.040]  所以米加勒是負責打仗的天使
[00:12:44.040 --> 00:12:47.040]  由他來保護以色列
[00:12:47.040 --> 00:12:51.040]  然後這裡說有大艱難
[00:12:51.040 --> 00:12:54.040]  再一次呼應第九章
[00:12:54.040 --> 00:12:58.040]  天使告訴但爾利將來有大艱難
[00:12:58.040 --> 00:13:01.040]  這艱難就是大災難後面的三年半
[00:13:01.040 --> 00:13:04.040]  這裡說從有國以來直到現在
[00:13:04.040 --> 00:13:07.040]  是沒有這樣的
[00:13:07.040 --> 00:13:14.040]  在新約耶穌基督在甲晚山的廿四章
[00:13:14.040 --> 00:13:16.040]  也同樣說
[00:13:16.040 --> 00:13:17.040]  讀給大家聽
[00:13:17.040 --> 00:13:21.040]  因為那時必有大災難
[00:13:21.040 --> 00:13:25.040]  從世界起頭到如今
[00:13:25.040 --> 00:13:27.040]  沒有這樣的災難
[00:13:27.040 --> 00:13:29.040]  後來也沒有
[00:13:29.040 --> 00:13:31.040]  所以但爾利和耶穌都說
[00:13:31.040 --> 00:13:33.040]  這個災難是最大的
[00:13:33.040 --> 00:13:35.040]  如果不是神開恩
[00:13:35.040 --> 00:13:38.040]  只為了選民的緣故
[00:13:38.040 --> 00:13:39.040]  縮短了三年半
[00:13:39.040 --> 00:13:41.040]  沒有一個人能夠克生存
[00:13:41.040 --> 00:13:45.040]  但在這裡他們是受到保護的
[00:13:45.040 --> 00:13:48.040]  順便一提
[00:13:48.040 --> 00:13:51.040]  當這裡說到災難的時候
[00:13:51.040 --> 00:13:53.040]  特別是向猶太人說的
[00:13:53.040 --> 00:13:56.040]  耶穌基督在馬達福音24-25章
[00:13:56.040 --> 00:13:59.040]  對象也是猶太人
[00:13:59.040 --> 00:14:03.040]  但爾利也和猶太人說
[00:14:03.040 --> 00:14:07.040]  透過但爾利讓猶太人知道
[00:14:07.040 --> 00:14:09.040]  他們最大的困難在前面
[00:14:09.040 --> 00:14:11.040]  但神不離開他們
[00:14:11.040 --> 00:14:14.040]  神會保守他們
[00:14:14.040 --> 00:14:19.040]  現在這個七年的大災難還沒有到
[00:14:19.040 --> 00:14:24.040]  因為保羅在貼薩羅尼加後書第二章
[00:14:24.040 --> 00:14:26.040]  告訴貼薩羅尼加教會
[00:14:26.040 --> 00:14:28.040]  你還沒看到耶穌基督出現
[00:14:28.040 --> 00:14:31.040]  這個大災難還沒開始
[00:14:31.040 --> 00:14:35.040]  我們來看看那本書第二章
[00:14:35.040 --> 00:14:37.040]  但在書第九章
[00:14:37.040 --> 00:14:39.040]  天使告訴他們
[00:14:39.040 --> 00:14:43.040]  這個災難是為了本國之民
[00:14:43.040 --> 00:14:45.040]  和為了聖神
[00:14:45.040 --> 00:14:47.040]  和你們訂了這四百九十年
[00:14:47.040 --> 00:14:50.040]  四百九十年有最後的七年
[00:14:50.040 --> 00:14:52.040]  就是在世界的末了
[00:14:52.040 --> 00:14:54.040]  就是七年的大災難
[00:14:54.040 --> 00:14:56.040]  所以這是為了本國之民
[00:14:56.040 --> 00:14:58.040]  為了猶太人
[00:14:58.040 --> 00:15:01.040]  然後說迪基督會和他們堅定盟約
[00:15:01.040 --> 00:15:05.040]  一七之半會在聖殿停止宴祭
[00:15:05.040 --> 00:15:10.040]  行毀壞可憎的如飛而來
[00:15:10.040 --> 00:15:12.040]  有憤怒會傾倒
[00:15:12.040 --> 00:15:14.040]  這是三年半的尾段
[00:15:14.040 --> 00:15:16.040]  主耶穌回來了
[00:15:16.040 --> 00:15:18.040]  這是迪基督的結局
[00:15:18.040 --> 00:15:20.040]  這是為了猶太人
[00:15:20.040 --> 00:15:22.040]  我們再看看舊約
[00:15:22.040 --> 00:15:25.040]  舊約還有誰才知道
[00:15:25.040 --> 00:15:27.040]  神有告訴他們
[00:15:27.040 --> 00:15:29.040]  關於這個大災難
[00:15:29.040 --> 00:15:31.040]  第一是耶利米
[00:15:31.040 --> 00:15:33.040]  耶利米書第三十章第七節
[00:15:33.040 --> 00:15:37.040]  哀哉!那日為大,無日可比
[00:15:37.040 --> 00:15:40.040]  這是雅各遭難的時候
[00:15:40.040 --> 00:15:42.040]  這個Jacob's Trouble
[00:15:42.040 --> 00:15:44.040]  又是指那七年
[00:15:44.040 --> 00:15:46.040]  這個又是向猶太人說的
[00:15:46.040 --> 00:15:50.040]  但他必被救出來
[00:15:50.040 --> 00:15:52.040]  所以又是給壞消息他們
[00:15:52.040 --> 00:15:55.040]  神亦給盼望他們
[00:15:55.040 --> 00:15:57.040]  第二個先知
[00:15:57.040 --> 00:16:00.040]  在第三十四章第二節
[00:16:00.040 --> 00:16:03.040]  因為耶和華向萬國發憤恨
[00:16:03.040 --> 00:16:07.040]  這是神的憤怒傾倒下來
[00:16:07.040 --> 00:16:09.040]  向他們的全軍發烈怒
[00:16:09.040 --> 00:16:11.040]  將他們滅盡
[00:16:11.040 --> 00:16:14.040]  交出他們受殺沒
[00:16:14.040 --> 00:16:16.040]  這裏特別是為猶太人說
[00:16:16.040 --> 00:16:19.040]  以在下的觀眾也是猶太人
[00:16:19.040 --> 00:16:22.040]  新約記載大災難
[00:16:22.040 --> 00:16:25.040]  當然最詳細就是啟示錄
[00:16:25.040 --> 00:16:27.040]  幾個星期後我們會開始
[00:16:27.040 --> 00:16:29.040]  啟示錄第六章到第十九章
[00:16:29.040 --> 00:16:32.040]  完全是一個個災
[00:16:32.040 --> 00:16:34.040]  七個印摺著
[00:16:34.040 --> 00:16:37.040]  七個河摺著
[00:16:37.040 --> 00:16:40.040]  七個碗一個一個災
[00:16:40.040 --> 00:16:45.040]  耶穌在橄欖山上回答門道時
[00:16:45.040 --> 00:16:49.040]  祂說:你共林和世界門廟有什麼預兆呢?
[00:16:49.040 --> 00:16:55.040]  耶穌所描述的就是大災難的前奏和大災難
[00:16:55.040 --> 00:16:59.040]  馬達福音24章和路加福音21章
[00:16:59.040 --> 00:17:03.040]  是和啟示錄前後呼應的
[00:17:03.040 --> 00:17:07.040]  所以我說這個大災難是為猶太人而設的
[00:17:07.040 --> 00:17:11.040]  為什麼我會一直強調呢?
[00:17:11.040 --> 00:17:15.040]  因為大家都知道現在說我們教會
[00:17:15.040 --> 00:17:19.040]  我們新約信徒會被提到不被提
[00:17:19.040 --> 00:17:22.040]  我覺得和這個大災難對我們來說
[00:17:22.040 --> 00:17:25.040]  有沒有意思是很有關係的
[00:17:25.040 --> 00:17:30.040]  如果這個大災難是為了猶太人而設
[00:17:30.040 --> 00:17:32.040]  就有兩個意義
[00:17:32.040 --> 00:17:34.040]  我們看啟示錄的時候
[00:17:34.040 --> 00:17:37.040]  第一個意義就是懲罰他們
[00:17:37.040 --> 00:17:41.040]  因為他們幾千年來都不信都背棄神
[00:17:41.040 --> 00:17:42.040]  他們要受到懲罰
[00:17:42.040 --> 00:17:44.040]  神的憤怒是可以傾出來的
[00:17:44.040 --> 00:17:46.040]  這是對他們的懲罰
[00:17:46.040 --> 00:17:48.040]  但不只是懲罰
[00:17:48.040 --> 00:17:51.040]  懲罰之後更加重要的是
[00:17:51.040 --> 00:17:53.040]  神愛他們 神要拯救他們
[00:17:53.040 --> 00:17:56.040]  神的拯救是令到他們很多人
[00:17:56.040 --> 00:18:00.040]  大多數猶太人在這個大災難裡
[00:18:00.040 --> 00:18:03.040]  是會出招認識到耶穌就是那位彌在雅
[00:18:03.040 --> 00:18:06.040]  所以這是懲救他們
[00:18:06.040 --> 00:18:10.040]  請問大家我們已經相信了主的教會
[00:18:10.040 --> 00:18:12.040]  我們知道他們的辛苦
[00:18:12.040 --> 00:18:14.040]  我們還需要受懲罰嗎?
[00:18:14.040 --> 00:18:17.040]  我們還需要被懲救嗎?
[00:18:17.040 --> 00:18:19.040]  我們已經有了這些
[00:18:19.040 --> 00:18:22.040]  所以如果你在大災難裡
[00:18:22.040 --> 00:18:26.040]  不是懲罰不是懲救的意義
[00:18:26.040 --> 00:18:29.040]  變成大災難要有其他的意義
[00:18:29.040 --> 00:18:31.040]  對我們是有益的
[00:18:31.040 --> 00:18:34.040]  因為發生在我們身上也是有益的
[00:18:34.040 --> 00:18:36.040]  我暫時還沒有想到
[00:18:36.040 --> 00:18:40.040]  你在大災難裡受到這麼大的苦
[00:18:40.040 --> 00:18:42.040]  還有很多人需要殉道
[00:18:42.040 --> 00:18:45.040]  對我們來說是有什麼好處呢?
[00:18:45.040 --> 00:18:48.040]  這個我們將來再詳細說明
[00:18:48.040 --> 00:18:52.040]  我們可能不需要經過這個大災難
[00:18:52.040 --> 00:18:58.040]  因為這個大災難很可能是為猶太人而設的
[00:18:58.040 --> 00:19:00.040]  我們繼續看第一節
[00:19:00.040 --> 00:19:02.040]  第一節說
[00:19:02.040 --> 00:19:05.040]  為你本國的民當中
[00:19:05.040 --> 00:19:10.040]  泛明六在賊上的必得拯救
[00:19:10.040 --> 00:19:14.040]  即是猶太人也要相信耶穌才能拯救
[00:19:14.040 --> 00:19:20.040]  這與現在天主教所相信的背道而馳
[00:19:20.040 --> 00:19:22.040]  天主教我都說過
[00:19:22.040 --> 00:19:25.040]  現在已經落在教義上
[00:19:25.040 --> 00:19:31.040]  教宗叫天主教徒不需要向猶太人傳福音
[00:19:31.040 --> 00:19:32.040]  原因是什麼呢?
[00:19:32.040 --> 00:19:34.040]  原因是他們是選民
[00:19:34.040 --> 00:19:36.040]  他們有特別的經歷
[00:19:36.040 --> 00:19:38.040]  他們一定會被拯救
[00:19:38.040 --> 00:19:40.040]  全部猶太人都會被拯救
[00:19:40.040 --> 00:19:42.040]  他們不需要相信耶穌
[00:19:42.040 --> 00:19:44.040]  這個會害死很多猶太人
[00:19:44.040 --> 00:19:47.040]  這個只不過是哄猶太人開心
[00:19:47.040 --> 00:19:53.040]  讓他們完成他們宗教合一的計劃
[00:19:53.040 --> 00:20:00.040]  有些人在羅馬書11:26說
[00:20:00.040 --> 00:20:03.040]  於是以色列就會全家得救
[00:20:03.040 --> 00:20:05.040]  所有以色列都得救
[00:20:05.040 --> 00:20:07.040]  信不信耶穌都得救
[00:20:07.040 --> 00:20:09.040]  但我不同的看法
[00:20:09.040 --> 00:20:11.040]  沒有一個人包括猶太人
[00:20:11.040 --> 00:20:13.040]  是耶穌來了之後
[00:20:13.040 --> 00:20:15.040]  可以不信耶穌而得救
[00:20:15.040 --> 00:20:16.040]  如果這樣的話
[00:20:16.040 --> 00:20:18.040]  聖經的真理要改
[00:20:18.040 --> 00:20:22.040]  所以猶太人都要信耶穌
[00:20:22.040 --> 00:20:24.040]  大多數猶太人都相信耶穌
[00:20:24.040 --> 00:20:25.040]  他們什麼時候信呢?
[00:20:25.040 --> 00:20:27.040]  在大災難的時候
[00:20:27.040 --> 00:20:29.040]  大災難是大懲罰
[00:20:29.040 --> 00:20:32.040]  但大災難也是大報道會
[00:20:32.040 --> 00:20:35.040]  神會用什麼人傳福音呢?
[00:20:35.040 --> 00:20:38.040]  第一 用14萬4千個
[00:20:38.040 --> 00:20:41.040]  這14萬4千個是什麼人呢?
[00:20:41.040 --> 00:20:42.040]  猶太人
[00:20:42.040 --> 00:20:43.040]  我怎麼知道呢?
[00:20:43.040 --> 00:20:46.040]  因為啟示錄說他們是12個支派
[00:20:46.040 --> 00:20:48.040]  每個支派有12000人
[00:20:48.040 --> 00:20:50.040]  所以12個支派都數出來
[00:20:50.040 --> 00:20:53.040]  為什麼這麼多猶太人的宗教士出來呢?
[00:20:53.040 --> 00:20:55.040]  向猶太人傳福音
[00:20:55.040 --> 00:20:58.040]  第二就是有兩個見證人
[00:20:58.040 --> 00:21:02.040]  第三就是神會差派天使的半空
[00:21:02.040 --> 00:21:04.040]  向人傳福音
[00:21:04.040 --> 00:21:06.040]  所以那個焦點到時
[00:21:06.040 --> 00:21:08.040]  是放在猶太人那裡的
[00:21:08.040 --> 00:21:10.040]  啟示錄第十二章那裡
[00:21:10.040 --> 00:21:13.040]  是記載了大災難當中
[00:21:13.040 --> 00:21:17.040]  神會保守一部分的以色列人
[00:21:17.040 --> 00:21:26.040]  這裏說天使長Michael會站起來
[00:21:26.040 --> 00:21:28.040]  我相信是說
[00:21:28.040 --> 00:21:30.040]  他在大災難的時候
[00:21:30.040 --> 00:21:33.040]  他會代表神出來
[00:21:33.040 --> 00:21:35.040]  來保護猶太人
[00:21:35.040 --> 00:21:37.040]  不然他們會死光
[00:21:37.040 --> 00:21:39.040]  基督會殺光他們
[00:21:39.040 --> 00:21:43.040]  但是天使長神會保守他們
[00:21:43.040 --> 00:21:45.040]  保守他們其中一部分是怎樣呢?
[00:21:45.040 --> 00:21:49.040]  一部分是將他們收在曠野那裡
[00:21:49.040 --> 00:21:51.040]  第十二章記載
[00:21:51.040 --> 00:21:53.040]  神會預備地方
[00:21:53.040 --> 00:21:57.040]  婦人代表以色列
[00:21:57.040 --> 00:22:00.040]  會在那裡養活他們多久呢?
[00:22:00.040 --> 00:22:02.040]  1260天
[00:22:02.040 --> 00:22:04.040]  啟示錄第十二章第六節
[00:22:04.040 --> 00:22:06.040]  1260天 三年半
