
[00:00:00.000 --> 00:00:02.000]  各位同僚 早安
[00:03:35.000 --> 00:03:40.000]  羅德你可以說是一個孤兒跟著這個伯父一起生活
[00:03:40.000 --> 00:03:48.000]  他們去埃及的時候 王八老給了很多牛羊給他
[00:03:48.000 --> 00:03:53.000]  當然他有個兒子 兒子也是因為這樣
[00:03:53.000 --> 00:03:57.000]  也擁有很多錢 牧羊人
[00:03:57.000 --> 00:04:02.000]  後來兩邊的人一起相爭
[00:04:02.000 --> 00:04:06.000]  爭什麼呢 我相信就是因為水源
[00:04:06.000 --> 00:04:11.000]  要養羊牛不排除要地方
[00:04:11.000 --> 00:04:14.000]  最重要就是資源的相爭
[00:04:14.000 --> 00:04:20.000]  是能猜到的 假設你和你至親
[00:04:20.000 --> 00:04:23.000]  大家都很多東西一起住
[00:04:23.000 --> 00:04:26.000]  起碼你的飯廳電視機很多東西
[00:04:26.000 --> 00:04:31.000]  現代人每人買一樣 但問題就是都吵的
[00:04:31.000 --> 00:04:35.000]  第二問題就是可能工人之間不合
[00:04:35.000 --> 00:04:38.000]  你兩個很好 工人也不合
[00:04:38.000 --> 00:04:42.000]  然後最重要的字眼就是你我不可相爭
[00:04:42.000 --> 00:04:44.000]  我們不要爭 自己人這樣
[00:04:44.000 --> 00:04:46.000]  自己人怎麼解決問題呢
[00:04:46.000 --> 00:04:49.000]  於是伯父 亞伯蘭就建議
[00:04:49.000 --> 00:04:52.000]  不如這樣吧 你先選擇
[00:04:52.000 --> 00:04:56.000]  伯父真的很好 他一定會猜到
[00:04:56.000 --> 00:05:00.000]  自己剩下來的東西就不一定是最好的
[00:05:00.000 --> 00:05:02.000]  然後羅德就很懂得選擇
[00:05:02.000 --> 00:05:05.000]  選擇了全平原直到所以
[00:05:05.000 --> 00:05:08.000]  漸漸經文最後就說
[00:05:08.000 --> 00:05:13.000]  他慢慢搬了去 挪移了帳篷去索多瑪
[00:05:13.000 --> 00:05:20.000]  而索多瑪城在神的眼前是最大惡極的
[00:05:20.000 --> 00:05:23.000]  這件事就這樣發生了
[00:05:23.000 --> 00:05:25.000]  第一個問題想想
[00:05:25.000 --> 00:05:30.000]  你試過想想你曾經和你的家人或好朋友
[00:05:30.000 --> 00:05:33.000]  兩個在一起的時候本來是很好的
[00:05:33.000 --> 00:05:36.000]  但開始看到一些跡象
[00:05:36.000 --> 00:05:40.000]  大家有些東西一起共用的時候很辛苦
[00:05:40.000 --> 00:05:42.000]  於是可能有一個就說
[00:05:42.000 --> 00:05:44.000]  我們還是分開吧
[00:05:44.000 --> 00:05:46.000]  反正都有這麼多的機會可以分開
[00:05:46.000 --> 00:05:48.000]  這麼多資源 是吧 這是對的
[00:05:48.000 --> 00:05:51.000]  所以可能我一開始看就覺得
[00:05:51.000 --> 00:05:53.000]  為什麼他們不想到一個折衷辦法
[00:05:53.000 --> 00:05:55.000]  但真的沒得做
[00:05:55.000 --> 00:05:58.000]  為什麼呢 需要水儲給牛羊呢
[00:05:58.000 --> 00:06:02.000]  這兩家人在一起一定有些打鬥
[00:06:02.000 --> 00:06:05.000]  爭執甚至流血事件
[00:06:05.000 --> 00:06:08.000]  就在問題的前面是好的
[00:06:08.000 --> 00:06:09.000]  是一個好的智慧
[00:06:09.000 --> 00:06:12.000]  我預測繼續這樣的趨勢
[00:06:12.000 --> 00:06:14.000]  不如做一些干預
[00:06:14.000 --> 00:06:18.000]  這個伯父也做了一個很難得的事
[00:06:18.000 --> 00:06:19.000]  就不是一人一半
[00:06:19.000 --> 00:06:21.000]  而是你先選好的
[00:06:21.000 --> 00:06:23.000]  其實這個條件高了很多
[00:06:23.000 --> 00:06:26.000]  是令到疾走的
[00:06:26.000 --> 00:06:30.000]  表面看就是和和氣氣就好
[00:06:30.000 --> 00:06:33.000]  但我不知道是不是和和氣氣
[00:06:33.000 --> 00:06:36.000]  我估計很多人分了好的東西給別人之後
[00:06:36.000 --> 00:06:39.000]  心裡還是覺得你著數了
[00:06:39.000 --> 00:06:41.000]  你有沒有孝敬我
[00:06:41.000 --> 00:06:42.000]  對我好一點呢
[00:06:42.000 --> 00:06:45.000]  或者有些所謂的尊重呢
[00:06:45.000 --> 00:06:48.000]  似乎這裡看不到羅德
[00:06:48.000 --> 00:06:51.000]  對伯父後來的尊重
[00:06:51.000 --> 00:06:55.000]  接著我看到下一章十四章
[00:06:55.000 --> 00:06:58.000]  出了一個很特別的情況
[00:06:58.000 --> 00:07:02.000]  索多瑪國王和迦南地的君王
[00:07:02.000 --> 00:07:06.000]  一起去聯合和四王打
[00:07:06.000 --> 00:07:08.000]  這四王打贏了
[00:07:08.000 --> 00:07:11.000]  就將索多瑪的居民財物包了羅德
[00:07:11.000 --> 00:07:13.000]  全部擄走
[00:07:13.000 --> 00:07:15.000]  看出事了
[00:07:15.000 --> 00:07:20.000]  如果和你分道揚鑣的人後來有難
[00:07:20.000 --> 00:07:22.000]  你有沒有責任理他呢
[00:07:22.000 --> 00:07:25.000]  照理說清清楚楚
[00:07:25.000 --> 00:07:26.000]  你的東西就是你的東西
[00:07:26.000 --> 00:07:28.000]  我的東西就是我的東西
[00:07:28.000 --> 00:07:32.000]  但結果創世紀十四章十四至十六節
[00:07:32.000 --> 00:07:36.000]  就說亞伯蘭集結了318個壯丁
[00:07:36.000 --> 00:07:41.000]  連夜連夜趕去迦南地搶救羅德
[00:07:41.000 --> 00:07:44.000]  這一幕都很精彩
[00:07:44.000 --> 00:07:47.000]  好像很衝動
[00:07:47.000 --> 00:07:51.000]  但老實說救命是沒理由等日先
[00:07:51.000 --> 00:07:54.000]  或者開個會想想救不救你
[00:07:54.000 --> 00:07:57.000]  我想沒有人這樣做
[00:07:57.000 --> 00:08:00.000]  如果你有心當然是馬上
[00:08:00.000 --> 00:08:04.000]  我想大家都遇到馬上有難的時候
[00:08:04.000 --> 00:08:05.000]  馬上有人對你好
[00:08:05.000 --> 00:08:07.000]  那種感覺很感動你
[00:08:07.000 --> 00:08:12.000]  但現在亞伯蘭又令我們想起
[00:08:12.000 --> 00:08:17.000]  他和太太薩拉之間
[00:08:17.000 --> 00:08:19.000]  有件事發生過
[00:08:19.000 --> 00:08:24.000]  他曾經叫太太說我們是兩兄妹
[00:08:24.000 --> 00:08:27.000]  為了想保自己的命
[00:08:27.000 --> 00:08:31.000]  看來當時已經發生的事
[00:08:31.000 --> 00:08:36.000]  看亞伯蘭的性格都很疼愛自己
[00:08:36.000 --> 00:08:38.000]  起碼都懂得保護自己
[00:08:38.000 --> 00:08:44.000]  照理說一個人都這麼考慮命這麼重要
[00:08:44.000 --> 00:08:49.000]  去救羅德和去打這場仗
[00:08:49.000 --> 00:08:52.000]  不簡單 真是會死人
[00:08:52.000 --> 00:08:54.000]  而且未必贏
[00:08:54.000 --> 00:08:57.000]  為一個人拼命
[00:08:57.000 --> 00:09:00.000]  當日他曾經拿了你最好的東西
[00:09:00.000 --> 00:09:04.000]  我想你在你的家族
[00:09:04.000 --> 00:09:07.000]  無論你阿公阿婆阿爺阿嫲
[00:09:07.000 --> 00:09:11.000]  有沒有試過大家一起分開
[00:09:11.000 --> 00:09:14.000]  後來分開之後你應該有難
[00:09:14.000 --> 00:09:17.000]  竟然不計較以前
[00:09:17.000 --> 00:09:21.000]  你對我沒那麼好或者你拿了好處
[00:09:21.000 --> 00:09:23.000]  還拿命來救你
[00:09:23.000 --> 00:09:28.000]  這句話令我想起一個原理
[00:09:28.000 --> 00:09:30.000]  可能今天基督徒要反省的就是
[00:09:30.000 --> 00:09:35.000]  離開不等於完結關係
[00:09:35.000 --> 00:09:39.000]  在我工作裡經常看到一些婚居離婚
[00:09:39.000 --> 00:09:44.000]  或者是錢銀的糾紛的做生意
[00:09:44.000 --> 00:09:47.000]  無論是基督徒還是不是基督徒
[00:09:47.000 --> 00:09:52.000]  總有人生裡有些時間是利益有衝突
[00:09:52.000 --> 00:09:55.000]  或者不是直接利益衝突
[00:09:55.000 --> 00:09:57.000]  而是和你有關的人有衝突
[00:09:57.000 --> 00:09:59.000]  比如太太外加
[00:09:59.000 --> 00:10:02.000]  有時那件事你一腳踢過去
[00:10:02.000 --> 00:10:05.000]  而你回到後來
[00:10:05.000 --> 00:10:08.000]  你要用更多的力度去幫忙
[00:10:08.000 --> 00:10:10.000]  肯不肯呢?
[00:10:10.000 --> 00:10:12.000]  這件事就再不是歷史
[00:10:12.000 --> 00:10:16.000]  是當今很多人說的情義的問題
[00:10:16.000 --> 00:10:20.000]  家人分開了是不是還在家裡呢?
[00:10:20.000 --> 00:10:22.000]  很多人都問這個問題
[00:10:22.000 --> 00:10:25.000]  我想在世界各地很多離了婚的家庭
[00:10:25.000 --> 00:10:28.000]  你都看到他們還有沒有愛在裡面呢?
[00:10:28.000 --> 00:10:30.000]  特別是有些人說
[00:10:30.000 --> 00:10:34.000]  他有兩個甚至三個是爸爸的
[00:10:34.000 --> 00:10:36.000]  因為他爸爸離婚
[00:10:36.000 --> 00:10:38.000]  又另外娶了另一個
[00:10:38.000 --> 00:10:43.000]  慢慢發覺到人的疏離很高
[00:10:43.000 --> 00:10:48.000]  阿伯蘭對付疏離很英勇的人
[00:10:48.000 --> 00:10:51.000]  他仍然覺得親就是親
[00:10:51.000 --> 00:10:53.000]  這是第一件事
[00:10:53.000 --> 00:10:56.000]  在教會裡會不會親永遠都是親呢?
[00:10:56.000 --> 00:10:59.000]  第二個問題就是搬遷
[00:10:59.000 --> 00:11:02.000]  大家試過很多時候都是
[00:11:02.000 --> 00:11:05.000]  選擇搬遷的地方用了很多心機
[00:11:05.000 --> 00:11:08.000]  無論是大屋搬小屋
[00:11:08.000 --> 00:11:09.000]  小屋搬大屋
[00:11:09.000 --> 00:11:11.000]  你想了很多年
[00:11:11.000 --> 00:11:12.000]  有些人都想不通搬遷
[00:11:12.000 --> 00:11:14.000]  因為捨不得舊的地方
[00:11:14.000 --> 00:11:17.000]  阿伯蘭去了嘉南
[00:11:17.000 --> 00:11:19.000]  其實是上帝呼召他去
[00:11:19.000 --> 00:11:22.000]  嘉南是什麼好的地方呢?
[00:11:22.000 --> 00:11:24.000]  嚴格來說
[00:11:24.000 --> 00:11:26.000]  可以未必是好的
[00:11:26.000 --> 00:11:28.000]  因為你看他的兒子和孫子
[00:11:28.000 --> 00:11:31.000]  亞國的兒子都是殺人的
[00:11:31.000 --> 00:11:34.000]  其實你說學好學壞
[00:11:34.000 --> 00:11:37.000]  不排除學壞也有可能
[00:11:37.000 --> 00:11:39.000]  很多人選擇地方都說
[00:11:39.000 --> 00:11:41.000]  我兒女去那個地方
[00:11:41.000 --> 00:11:44.000]  我兒女會不會越學越好呢?
[00:11:44.000 --> 00:11:46.000]  但馬上想起
[00:11:46.000 --> 00:11:48.000]  如果學不好為何要走呢?
[00:11:48.000 --> 00:11:51.000]  這些是現代人常常說的問題
[00:11:51.000 --> 00:11:54.000]  但回頭看去哪裡好呢?
[00:11:54.000 --> 00:11:58.000]  只有一地方不會有事就是教會
[00:11:58.000 --> 00:12:01.000]  因為當你隨波逐流的時候
[00:12:01.000 --> 00:12:03.000]  還有些人挽回你
[00:12:03.000 --> 00:12:04.000]  我看法就是
[00:12:04.000 --> 00:12:08.000]  如果有事誰會挽回你走錯路呢?
[00:12:08.000 --> 00:12:11.000]  如果那個地方是有這個地方的話
[00:12:11.000 --> 00:12:13.000]  這個已經是一個好的地方
[00:12:13.000 --> 00:12:15.000]  因為沒有完全好的地方
[00:12:15.000 --> 00:12:16.000]  因為你的世界
[00:12:16.000 --> 00:12:19.000]  索多瑪、阿摩拉、嘉南
[00:12:19.000 --> 00:12:21.000]  其實都是邪惡的
[00:12:21.000 --> 00:12:24.000]  所以今天的題目很好
[00:12:24.000 --> 00:12:29.000]  當我們回想起迷失繁華
[00:12:29.000 --> 00:12:31.000]  迷失繁華
[00:12:31.000 --> 00:12:34.000]  然後就千近茫盛
[00:12:34.000 --> 00:12:36.000]  我準備稿的時候
[00:12:36.000 --> 00:12:38.000]  東理堂給我這個題目
[00:12:38.000 --> 00:12:40.000]  我都嚇了一跳
[00:12:40.000 --> 00:12:42.000]  好像歷史科一樣
[00:12:42.000 --> 00:12:44.000]  可能嚇了一嚇
[00:12:44.000 --> 00:12:46.000]  嚇了一嚇就令到我自己
[00:12:46.000 --> 00:12:48.000]  連題目都抄錯
[00:12:48.000 --> 00:12:51.000]  我就抄了迷失茫盛
[00:12:51.000 --> 00:12:53.000]  然後就千近繁華
[00:12:53.000 --> 00:12:56.000]  準備到今早講早堂的花樣
[00:12:56.000 --> 00:12:58.000]  原來我寫錯了
[00:12:58.000 --> 00:13:00.000]  但問題都不差很遠
[00:13:00.000 --> 00:13:02.000]  但主要在這裡
[00:13:02.000 --> 00:13:04.000]  就是千近
[00:13:04.000 --> 00:13:06.000]  千近了的地方
[00:13:06.000 --> 00:13:09.000]  表面上應該是好的地方
[00:13:09.000 --> 00:13:11.000]  但突然間真的有些人
[00:13:11.000 --> 00:13:13.000]  是千近了茫盛
[00:13:13.000 --> 00:13:15.000]  一個死亡的城
[00:13:15.000 --> 00:13:16.000]  有人看17章
[00:13:16.000 --> 00:13:17.000]  看耶穌就講那些話
[00:13:17.000 --> 00:13:20.000]  祂說:我不求你叫他們離開世界
[00:13:20.000 --> 00:13:25.000]  只求你保守他們脫離那惡者
[00:13:25.000 --> 00:13:29.000]  就是神母叫我們搬離開罪惡的世界
[00:13:29.000 --> 00:13:32.000]  因為根本上沒有一個地方是美善的
[00:13:32.000 --> 00:13:33.000]  沒有的
[00:13:33.000 --> 00:13:35.000]  美善的地方只有天家
[00:13:35.000 --> 00:13:36.000]  沒有的
[00:13:36.000 --> 00:13:38.000]  所以耶穌提醒我們
[00:13:38.000 --> 00:13:40.000]  羅德在索多瑪所做的事
[00:13:40.000 --> 00:13:42.000]  跟人子來的日子
[00:13:42.000 --> 00:13:44.000]  跟羅亞再世的日子
[00:13:44.000 --> 00:13:46.000]  都是一樣的
[00:13:46.000 --> 00:13:49.000]  這個讓我很多事情想起來
[00:13:49.000 --> 00:13:51.000]  很多人都在想
[00:13:51.000 --> 00:13:53.000]  這些地方不如不要走了
[00:13:53.000 --> 00:13:56.000]  我想在很多年前
[00:13:56.000 --> 00:13:58.000]  當我們在青年團的日子裏
[00:13:58.000 --> 00:14:00.000]  在70年代
[00:14:00.000 --> 00:14:02.000]  80年代很多人都是移民
[00:14:02.000 --> 00:14:04.000]  就是因為讀書
[00:14:04.000 --> 00:14:06.000]  或者環境好一些
[00:14:06.000 --> 00:14:08.000]  有些發展
[00:14:08.000 --> 00:14:11.000]  有些人想想自己讀過學科
[00:14:11.000 --> 00:14:14.000]  那個地方會多一些發揮機會
[00:14:14.000 --> 00:14:16.000]  特別是讀博士那些
[00:14:16.000 --> 00:14:20.000]  他考慮到香港發展不到這種高等的人才
[00:14:20.000 --> 00:14:22.000]  就走了
[00:14:22.000 --> 00:14:26.000]  當時有本很出名的書
[00:14:26.000 --> 00:14:28.000]  很流行的叫《給你營營》
[00:14:28.000 --> 00:14:30.000]  張曉峰寫
[00:14:30.000 --> 00:14:34.000]  當時有些人說這本書是女孩看的書
[00:14:34.000 --> 00:14:37.000]  直至男團友看了第一段
[00:14:37.000 --> 00:14:40.000]  他說宗教典型的女孩
[00:14:40.000 --> 00:14:43.000]  看起來像基督教的樣子
[00:14:43.000 --> 00:14:45.000]  男孩他形容不到
[00:14:45.000 --> 00:14:47.000]  後來看多一段
[00:14:47.000 --> 00:14:49.000]  原來講一段很精彩的說話
[00:14:49.000 --> 00:14:54.000]  講一個人想離開他不滿意的地方
[00:14:54.000 --> 00:14:56.000]  張曉峰說的說話
[00:14:56.000 --> 00:14:58.000]  我不擔心你去哪裏
[00:14:58.000 --> 00:15:02.000]  我只是擔心你的心流落何方
[00:15:02.000 --> 00:15:04.000]  我不管你去哪裏
[00:15:04.000 --> 00:15:06.000]  去美國、加拿大、澳洲都好
[00:15:06.000 --> 00:15:09.000]  我只是擔心你的心流落何方
[00:15:09.000 --> 00:15:12.000]  是否離開了上帝
[00:15:12.000 --> 00:15:17.000]  當上帝在你的心裏的份量越來越淡的時候
[00:15:17.000 --> 00:15:19.000]  罪惡已經很近
[00:15:19.000 --> 00:15:21.000]  哪裏是索多瑪
[00:15:21.000 --> 00:15:23.000]  哪裏是俄摩拉
[00:15:23.000 --> 00:15:26.000]  當你的心離開上帝很遠的時候
[00:15:26.000 --> 00:15:29.000]  那裏就是索多瑪、俄摩拉
[00:15:29.000 --> 00:15:34.000]  你想想如果我這些未信的人問
[00:15:34.000 --> 00:15:37.000]  這個世界不好為何要出世呢
[00:15:37.000 --> 00:15:40.000]  在看《針研》的時候
[00:15:40.000 --> 00:15:43.000]  有一句很精彩的文學
[00:15:43.000 --> 00:15:45.000]  我相信形容得很好
[00:15:45.000 --> 00:15:48.000]  耶穌稱呼自己是「雀躍」
[00:15:48.000 --> 00:15:51.000]  跳針研第八章31節
[00:15:51.000 --> 00:15:56.000]  「雀躍在他為人預備可住之地
[00:15:56.000 --> 00:15:59.000]  也喜悅住在世人之間」
[00:15:59.000 --> 00:16:01.000]  這個說話的意思是
[00:16:01.000 --> 00:16:04.000]  原來我們從來沒有想過
[00:16:04.000 --> 00:16:08.000]  在上帝的兒子耶穌聖靈
[00:16:08.000 --> 00:16:11.000]  在他們的角度怎樣看我們住的地方
[00:16:11.000 --> 00:16:13.000]  怎樣看我們住的地方裏面
[00:16:13.000 --> 00:16:15.000]  我們每個坐在那裏的人
[00:16:15.000 --> 00:16:16.000]  原來他們看為甚麼呢
[00:16:16.000 --> 00:16:18.000]  就是他們很開心
[00:16:18.000 --> 00:16:21.000]  看到他們創造的這個地方
[00:16:21.000 --> 00:16:23.000]  和看到他們創造的人
[00:16:23.000 --> 00:16:25.000]  和他們喜歡住在人那裏
[00:16:25.000 --> 00:16:27.000]  這個想法呢
[00:16:27.000 --> 00:16:29.000]  如果我們經常在自己的角度看
[00:16:29.000 --> 00:16:30.000]  是看不到的
[00:16:30.000 --> 00:16:32.000]  在他的角度是看得到的
[00:16:32.000 --> 00:16:33.000]  在甚麼角度呢
[00:16:33.000 --> 00:16:34.000]  假設你坐飛機
[00:16:34.000 --> 00:16:37.000]  你在窗外看香港
[00:16:37.000 --> 00:16:39.000]  你會看到香港是一個
[00:16:39.000 --> 00:16:41.000]  像一顆珠子一樣
[00:16:41.000 --> 00:16:42.000]  光芒燦燦
[00:16:42.000 --> 00:16:44.000]  很可愛的地方
[00:16:44.000 --> 00:16:46.000]  但上帝真的這樣看
[00:16:46.000 --> 00:16:48.000]  在我們眼中覺得
[00:16:48.000 --> 00:16:50.000]  這些地方很罪惡很差
[00:16:50.000 --> 00:16:51.000]  但可能上帝會看到
[00:16:51.000 --> 00:16:54.000]  他仍然喜悅住在人的裏面
[00:16:54.000 --> 00:16:55.000]  因為他做的
[00:16:55.000 --> 00:16:58.000]  當然他希望人接受他的改造
[00:16:58.000 --> 00:17:00.000]  所以神在世界造成
[00:17:00.000 --> 00:17:02.000]  和人出現的時候
[00:17:02.000 --> 00:17:04.000]  他是歡樂無比的
[00:17:04.000 --> 00:17:08.000]  所以為甚麼你怕祈禱呢
[00:17:08.000 --> 00:17:11.000]  上帝喜歡你的聲音出現的時候
[00:17:11.000 --> 00:17:13.000]  他是歡樂無比的
[00:17:13.000 --> 00:17:14.000]  歡樂無比的
[00:17:14.000 --> 00:17:16.000]  如果你住在耶穌裏面的時候
[00:17:16.000 --> 00:17:19.000]  你的景況是很好的
[00:17:19.000 --> 00:17:22.000]  我想接下來我們會討論到
[00:17:22.000 --> 00:17:24.000]  就是羅德的掙扎
[00:17:24.000 --> 00:17:26.000]  其實很多人都會說
[00:17:26.000 --> 00:17:28.000]  羅德真的很幸福
[00:17:28.000 --> 00:17:30.000]  如果你選擇一個叔叔
[00:17:30.000 --> 00:17:32.000]  你會選擇亞伯蘭嗎
[00:17:32.000 --> 00:17:34.000]  一個這麼好的屬靈長者
[00:17:34.000 --> 00:17:36.000]  神稱呼他為我的朋友
[00:17:36.000 --> 00:17:38.000]  如果你的叔叔是神的朋友
[00:17:38.000 --> 00:17:40.000]  嘩 甚麼天機都有
[00:17:40.000 --> 00:17:41.000]  你問他
[00:17:41.000 --> 00:17:43.000]  他會馬上告訴你
[00:17:43.000 --> 00:17:45.000]  你說羅德多快樂呢
[00:17:45.000 --> 00:17:47.000]  他每天都聽到
[00:17:47.000 --> 00:17:49.000]  這個叔叔這個伯父
[00:17:49.000 --> 00:17:51.000]  他經歷的屬靈經驗
[00:17:51.000 --> 00:17:54.000]  我想他很豐富
[00:17:54.000 --> 00:17:56.000]  我想一個主要學
[00:17:56.000 --> 00:17:58.000]  讀了12年小一至小六
[00:17:58.000 --> 00:18:01.000]  到高六 高三
[00:18:01.000 --> 00:18:04.000]  12年的人一定輸給羅德
[00:18:04.000 --> 00:18:06.000]  所以羅德的心腸
[00:18:06.000 --> 00:18:08.000]  如果你看回彼得候書
[00:18:08.000 --> 00:18:10.000]  他真的很有根量
[00:18:10.000 --> 00:18:11.000]  彼得候書說
[00:18:11.000 --> 00:18:13.000]  他的疑心天天憂傷
[00:18:13.000 --> 00:18:16.000]  他每天看到索多瑪昂拉住在裏面
[00:18:16.000 --> 00:18:18.000]  他是憂傷的
[00:18:18.000 --> 00:18:20.000]  他是憂傷的
[00:18:20.000 --> 00:18:21.000]  其實彼得稱讚他
[00:18:21.000 --> 00:18:22.000]  稱讚他憂傷
[00:18:22.000 --> 00:18:24.000]  這個創世紀看不到
[00:18:24.000 --> 00:18:26.000]  他搬到那裏很繁華
[00:18:26.000 --> 00:18:31.000]  我想像他和他的太太搬到那裏
[00:18:31.000 --> 00:18:33.000]  竟然有那麼多可以發展的東西
[00:18:33.000 --> 00:18:35.000]  我想他可能有生意做
[00:18:35.000 --> 00:18:40.000]  可能索多瑪昂拉又吃又喝
[00:18:40.000 --> 00:18:42.000]  一定有自助餐
[00:18:42.000 --> 00:18:44.000]  一定有房子可以炒
[00:18:44.000 --> 00:18:46.000]  股市很旺市
[00:18:46.000 --> 00:18:48.000]  我想羅德兩夫婦真的很忙
[00:18:48.000 --> 00:18:49.000]  很忙
[00:18:49.000 --> 00:18:51.000]  每天都看財經的情況怎樣
[00:18:51.000 --> 00:18:53.000]  開分公司
[00:18:53.000 --> 00:18:56.000]  但是他也看到另一面
[00:18:56.000 --> 00:18:58.000]  就是那裏很壞
[00:18:58.000 --> 00:19:00.000]  那些人心很壞
[00:19:00.000 --> 00:19:02.000]  那些人互相相處很壞
[00:19:02.000 --> 00:19:03.000]  價值觀很錯
[00:19:03.000 --> 00:19:07.000]  這些不是阿伯蘭以前說的那些東西
[00:19:07.000 --> 00:19:09.000]  所以他又很難過
[00:19:09.000 --> 00:19:11.000]  我不知道你有沒有這個經驗
[00:19:11.000 --> 00:19:15.000]  當你在教會裏面的時候
[00:19:15.000 --> 00:19:19.000]  你為了很多人祈禱到流眼淚
[00:19:19.000 --> 00:19:21.000]  但是你又發現到
[00:19:21.000 --> 00:19:23.000]  在另一個生活裏面
[00:19:23.000 --> 00:19:28.000]  你似乎和流眼淚的東西不是差很遠
[00:19:28.000 --> 00:19:31.000]  所以你看到在《創世紀》說
[00:19:31.000 --> 00:19:35.000]  那些天使因為耶和華緣故連戌羅德
[00:19:35.000 --> 00:19:37.000]  就拉著他的手
[00:19:37.000 --> 00:19:39.000]  拉著羅德太太的手
[00:19:39.000 --> 00:19:40.000]  拉著他兩個女兒的手
[00:19:40.000 --> 00:19:44.000]  將他領出來安置在城外
[00:19:44.000 --> 00:19:47.000]  這一幕如果做戲都幾好看
[00:19:47.000 --> 00:19:50.000]  兩個人拉著幾個人
[00:19:50.000 --> 00:19:52.000]  換句話說
[00:19:52.000 --> 00:19:55.000]  這幾個人除非是和他鬥力
[00:19:55.000 --> 00:19:56.000]  如果不是的話
[00:19:56.000 --> 00:19:58.000]  一拉肯定速度很快
[00:19:58.000 --> 00:19:59.000]  拉著他們
