
[00:00:00.000 --> 00:00:12.000]  大家都很趕 比較吃力 但是我們追尋神自己的恩典
[00:02:36.000 --> 00:02:39.000]  我們多數比較行動式的 是吧
[00:02:39.000 --> 00:02:41.000]  我們等一下會再解釋為什麼
[00:02:41.000 --> 00:02:44.000]  多一些是活動式的 我們有報導
[00:02:44.000 --> 00:02:47.000]  我們有就算是粉輕培靈會
[00:02:47.000 --> 00:02:49.000]  那很多時候都是這樣聽的
[00:02:49.000 --> 00:02:57.000]  很少是自己親自在安靜當中和神去建立一個很親切的關係
[00:02:57.000 --> 00:03:00.000]  那這種其實也是值得我們去考慮的地方
[00:03:00.000 --> 00:03:02.000]  因為很多時候我們是缺陷的
[00:03:02.000 --> 00:03:04.000]  我們很忙的 在教會裡面
[00:03:04.000 --> 00:03:08.000]  我們基督教一般來說我們的退修會其實是進修會
[00:03:08.000 --> 00:03:11.000]  沒有什麼特別的退的 什麼沒有退的
[00:03:11.000 --> 00:03:14.000]  一去到就師哥又敬拜 跟著又查經
[00:03:14.000 --> 00:03:18.000]  聽那個講道 講道完之後還有一點時間
[00:03:18.000 --> 00:03:20.000]  還沒吃午餐 還有一個分組
[00:03:20.000 --> 00:03:24.000]  分組完之後睡午覺 給你睡就算是很幸運
[00:03:24.000 --> 00:03:26.000]  如果不是還要集體遊戲
[00:03:26.000 --> 00:03:29.000]  集體遊戲之後大概有兩個小時左右
[00:03:29.000 --> 00:03:31.000]  叫自由時間 自由時間就去打球
[00:03:31.000 --> 00:03:35.000]  打完球之後吃晚飯 晚飯之後又去培靈會
[00:03:35.000 --> 00:03:39.000]  培靈會之後還沒睡 還來一個晚禱
[00:03:39.000 --> 00:03:44.000]  睡到累到想死 第二天早上又早餐又來過
[00:03:44.000 --> 00:03:49.000]  那根本哪裡有退修 這些叫進修 這些操練會
[00:03:49.000 --> 00:03:53.000]  操到行完 其實安靜的時間很少
[00:03:53.000 --> 00:03:56.000]  天主教有個名字也值得我們去想一想
[00:03:56.000 --> 00:04:01.000]  叫做被靜 不是叫退修 是叫被靜
[00:04:01.000 --> 00:04:06.000]  離開這個世界的煩囂 安靜在神的面前
[00:04:06.000 --> 00:04:09.000]  這個其實也值得我們去考慮
[00:04:09.000 --> 00:04:13.000]  不一定要跟著他 但這個可能是我們缺陷的地方
[00:04:13.000 --> 00:04:16.000]  天主教的靈修學有什麼弱點呢
[00:04:16.000 --> 00:04:18.000]  當然他也有危險的地方
[00:04:18.000 --> 00:04:23.000]  首先我們說 天主教靈修學因為他特別著重經驗上
[00:04:23.000 --> 00:04:28.000]  所以他追得很深 境界可能走得很高
[00:04:28.000 --> 00:04:33.000]  但在聖經的基礎上是比較沒那麼重視
[00:04:33.000 --> 00:04:36.000]  如果你再走下去當然有危險
[00:04:36.000 --> 00:04:44.000]  容易發生了教義上的扭曲 因為以一個經驗作為基礎
[00:04:44.000 --> 00:04:49.000]  哪些經驗吸引他呢 他就認為那個經驗是他追求的方向
[00:04:49.000 --> 00:04:53.000]  但經驗有時候會錯的 剛才說的
[00:04:53.000 --> 00:04:56.000]  如果你們記得我第一節所說的
[00:04:56.000 --> 00:04:59.000]  我們三條柱 三重亮光
[00:04:59.000 --> 00:05:04.000]  三條柱頂著的其中一條就是神的話語 這個很重要
[00:05:04.000 --> 00:05:08.000]  但天主教的傳統裡面 首先第一因為他拉丁文看聖經
[00:05:08.000 --> 00:05:13.000]  變成他不是將聖經作為他的核心來理解這個屬靈經驗的話
[00:05:13.000 --> 00:05:19.000]  他追求屬靈經驗的時候 很多時候他會偏離聖經去追求
[00:05:19.000 --> 00:05:26.000]  尤其是這樣的話 當然他會產生一些純粹感性的個人
[00:05:26.000 --> 00:05:31.000]  甚至會非理性的 甚至會錯誤的教義上的危機
[00:05:31.000 --> 00:05:36.000]  所以你看到天主教的梵蒂岡第二次會議
[00:05:36.000 --> 00:05:45.000]  上一個世紀六十年代之後 他們的神學信仰還開始比較開放
[00:05:45.000 --> 00:05:50.000]  其實就是說融合更多不同的宗教思想的時候
[00:05:50.000 --> 00:05:55.000]  他們思想的宗教多元性就比較產生了危險
[00:05:55.000 --> 00:06:03.000]  尤其是他借用了很多其他的宗教經驗
[00:06:03.000 --> 00:06:06.000]  融合在他們自己的宗教經驗上面
[00:06:06.000 --> 00:06:10.000]  這個界線就很模糊了
[00:06:10.000 --> 00:06:13.000]  所以他們有時候的經歷很深刻
[00:06:13.000 --> 00:06:17.000]  但你會發覺有些東西可能是從聖經來的
[00:06:17.000 --> 00:06:23.000]  因為他們說他們根本不需要在聖經裡面作為一個緊箍咒
[00:06:23.000 --> 00:06:26.000]  所以有時候會發得很開
[00:06:26.000 --> 00:06:32.000]  譬如在近年天主教很喜歡特別是向東方
[00:06:32.000 --> 00:06:37.000]  因為他比較接近東方那種 中國那種靜修的做法
[00:06:37.000 --> 00:06:43.000]  所以用禪 氣功 甚至是印度的七星能量
[00:06:43.000 --> 00:06:49.000]  在天主教有些修女或是神父都接受這些東西
[00:06:49.000 --> 00:06:52.000]  將它融合起來 這樣就出事了
[00:06:52.000 --> 00:06:54.000]  今天我不會詳細講這些
[00:06:54.000 --> 00:06:57.000]  譬如說氣功祈禱法
[00:06:57.000 --> 00:06:59.000]  一位修女所發展出來的
[00:06:59.000 --> 00:07:02.000]  我不講什麼修女了 我們都知道她是誰
[00:07:02.000 --> 00:07:07.000]  她是用氣功祈禱的 其實是出事的
[00:07:07.000 --> 00:07:11.000]  有些是基督教的傳道人 女傳道
[00:07:11.000 --> 00:07:16.000]  所以靚嘢的意思是邪靈入了身
[00:07:16.000 --> 00:07:19.000]  搞了很久都搞不出來
[00:07:19.000 --> 00:07:21.000]  後來才趕了出來
[00:07:21.000 --> 00:07:27.000]  趕的時候她發覺她在信裡寫給修女
[00:07:27.000 --> 00:07:28.000]  我自己也有這封信
[00:07:28.000 --> 00:07:32.000]  原來她趕出來的邪靈出來的時候
[00:07:32.000 --> 00:07:37.000]  她的動作就是她自己練氣功祈禱法的動作
[00:07:37.000 --> 00:07:40.000]  都很害怕 為什麼會搞成這樣
[00:07:40.000 --> 00:07:42.000]  為什麼會入了這些東西
[00:07:42.000 --> 00:07:45.000]  我是基督徒 我是想親近主 想祈禱
[00:07:45.000 --> 00:07:47.000]  帶領了這些東西
[00:07:47.000 --> 00:07:50.000]  為什麼呢 因為剛才說了
[00:07:50.000 --> 00:07:54.000]  他們聖經的基礎並不是他們最核心的關鍵性
[00:07:54.000 --> 00:07:58.000]  所以以經驗作為他們的核心的話
[00:07:58.000 --> 00:08:00.000]  哪個經驗對就拿哪個經驗過來
[00:08:00.000 --> 00:08:02.000]  有時會危險的
[00:08:02.000 --> 00:08:06.000]  甚至我敢說一個比較不客氣的說
[00:08:06.000 --> 00:08:09.000]  甚至我們很佩服的德蘭修女
[00:08:09.000 --> 00:08:12.000]  你看她的作品裡有些禱告
[00:08:12.000 --> 00:08:14.000]  你會覺得很受感動
[00:08:14.000 --> 00:08:20.000]  完了之後發現她是借用了印度教的禱文
[00:08:20.000 --> 00:08:23.000]  我們說這樣行不行呢
[00:08:23.000 --> 00:08:26.000]  我們也有些保留
[00:08:26.000 --> 00:08:32.000]  神會不會喜歡用另外一個宗教的禱告向祂祈禱呢
[00:08:32.000 --> 00:08:36.000]  雖然她的說話可能很有深度很有意義
[00:08:36.000 --> 00:08:38.000]  但是否只是自在有深度
[00:08:38.000 --> 00:08:42.000]  因為你的心傳言歸向那位獨一的真神呢
[00:08:42.000 --> 00:08:46.000]  就是說他們這一點上是有危險的
[00:08:46.000 --> 00:08:51.000]  過份感性上追求經驗
[00:08:51.000 --> 00:08:56.000]  尤其是兩性的親切
[00:08:56.000 --> 00:09:00.000]  她對耶穌基督當然是很親切的感動
[00:09:00.000 --> 00:09:02.000]  就像情侶一樣
[00:09:02.000 --> 00:09:05.000]  但是對於神自己的高超
[00:09:05.000 --> 00:09:10.000]  就開始有另外一面的走向極端
[00:09:10.000 --> 00:09:12.000]  就是神很親切
[00:09:12.000 --> 00:09:13.000]  於是在她的生命裡
[00:09:13.000 --> 00:09:14.000]  神在她裡面
[00:09:14.000 --> 00:09:15.000]  她在神裡面
[00:09:15.000 --> 00:09:17.000]  這應該是很親切的
[00:09:17.000 --> 00:09:20.000]  慢慢地我們就會發現
[00:09:20.000 --> 00:09:23.000]  她失去了那種分辨
[00:09:23.000 --> 00:09:30.000]  究竟什麼時候是屬於純粹人的情慾上的感情
[00:09:30.000 --> 00:09:33.000]  還是神性的愛
[00:09:33.000 --> 00:09:35.000]  就是Aros和Agape的分辨
[00:09:35.000 --> 00:09:40.000]  有時候純粹強調慾望的感情
[00:09:40.000 --> 00:09:47.000]  有一次我聽到一個天主教的女士
[00:09:47.000 --> 00:09:50.000]  她說她有時候祈禱到有性的興奮
[00:09:50.000 --> 00:09:52.000]  我覺得很訝異
[00:09:52.000 --> 00:09:56.000]  為什麼跟耶穌祈禱會有性的興奮
[00:09:56.000 --> 00:09:59.000]  我覺得已經過火了
[00:09:59.000 --> 00:10:02.000]  因為她已經沒有了聖經裡的那種
[00:10:02.000 --> 00:10:08.000]  神性的真理裡的緊扣著的基礎
[00:10:08.000 --> 00:10:11.000]  當然我不是這樣去批評別人
[00:10:11.000 --> 00:10:12.000]  每樣都錯
[00:10:12.000 --> 00:10:14.000]  不過我們要小心
[00:10:14.000 --> 00:10:16.000]  總不可以離開聖經
[00:10:16.000 --> 00:10:19.000]  總不可以離開聖經的基礎和真理
[00:10:19.000 --> 00:10:21.000]  這個我提了一兩句
[00:10:21.000 --> 00:10:24.000]  他們有他們的長處
[00:10:24.000 --> 00:10:27.000]  值得我們去反省我們自己的缺陷
[00:10:27.000 --> 00:10:29.000]  但是我們不一定要跟著他
[00:10:29.000 --> 00:10:33.000]  天主教的傳統裡有很多很精彩的東西
[00:10:33.000 --> 00:10:34.000]  如果大家知道
[00:10:34.000 --> 00:10:36.000]  我在靈修學上
[00:10:36.000 --> 00:10:42.000]  很多時候提議大家多參考多學
[00:10:42.000 --> 00:10:43.000]  去體會的話
[00:10:43.000 --> 00:10:45.000]  這個不等於我是否定了
[00:10:45.000 --> 00:10:48.000]  不過我們一定要提醒自己
[00:10:48.000 --> 00:10:49.000]  每樣東西都有自己的弱點
[00:10:49.000 --> 00:10:52.000]  我講到基督教我們自己都有弱點
[00:10:52.000 --> 00:10:54.000]  不要說別人我們都有弱點
[00:10:54.000 --> 00:10:58.000]  不過不等於他完全被否定
[00:10:58.000 --> 00:10:59.000]  我們要去學
[00:10:59.000 --> 00:11:02.000]  現在我們看一個對於大家來說
[00:11:02.000 --> 00:11:05.000]  沒有那麼熟悉的傳統
[00:11:05.000 --> 00:11:07.000]  叫做東正教的傳統
[00:11:07.000 --> 00:11:10.000]  其實東正教的傳統都很特別
[00:11:10.000 --> 00:11:13.000]  為什麼我們不熟悉呢
[00:11:13.000 --> 00:11:16.000]  因為他的歷史和傳流
[00:11:16.000 --> 00:11:20.000]  和他不像基督教其他傳統
[00:11:20.000 --> 00:11:25.000]  強調福音的傳播有關係
[00:11:25.000 --> 00:11:27.000]  東正教在哪裡呢
[00:11:27.000 --> 00:11:28.000]  我想大家聽都知道
[00:11:28.000 --> 00:11:29.000]  在俄羅斯
[00:11:29.000 --> 00:11:31.000]  在希臘
[00:11:31.000 --> 00:11:35.000]  叫做Orthodox
[00:11:35.000 --> 00:11:37.000]  他叫Orthodox
[00:11:37.000 --> 00:11:39.000]  我們叫做政教
[00:11:39.000 --> 00:11:41.000]  東方的政教
[00:11:41.000 --> 00:11:43.000]  我們就試試打開講義
[00:11:43.000 --> 00:11:45.000]  我們看第三講
[00:11:45.000 --> 00:11:48.000]  大家可以拿第三講來看
[00:11:48.000 --> 00:11:53.000]  和大家一起去講東正教的靈修學
[00:11:53.000 --> 00:11:57.000]  其實東正教靈修學都有很深的傳統
[00:11:57.000 --> 00:12:00.000]  東正教發展的地點
[00:12:00.000 --> 00:12:02.000]  主要核心的地方
[00:12:02.000 --> 00:12:05.000]  就是現在的俄羅斯
[00:12:05.000 --> 00:12:07.000]  希臘
[00:12:07.000 --> 00:12:09.000]  那些地方
[00:12:09.000 --> 00:12:11.000]  在巴勒斯坦以北
[00:12:11.000 --> 00:12:14.000]  巴勒斯坦以西的地方
[00:12:14.000 --> 00:12:18.000]  傳統是怎樣來的呢
[00:12:18.000 --> 00:12:21.000]  我們今天就不詳細交代歷史的傳統
[00:12:21.000 --> 00:12:25.000]  如果稍微知道基督教歷史和歐洲歷史
[00:12:25.000 --> 00:12:26.000]  你就知道
[00:12:26.000 --> 00:12:27.000]  羅馬帝國
[00:12:27.000 --> 00:12:28.000]  新約的時代
[00:12:28.000 --> 00:12:30.000]  羅馬帝國到了後期
[00:12:30.000 --> 00:12:35.000]  已經分了東西羅馬兩個很不同的文化和版圖
[00:12:35.000 --> 00:12:39.000]  西羅馬就是以意大利羅馬作為核心
[00:12:39.000 --> 00:12:42.000]  這個也是西方的教會在那裡
[00:12:42.000 --> 00:12:45.000]  慢慢慢慢成為一個核心
[00:12:45.000 --> 00:12:47.000]  西方的後來就叫天主教
[00:12:47.000 --> 00:12:50.000]  或者叫羅馬天主教
[00:12:50.000 --> 00:12:53.000]  其實在這個時刻裡
[00:12:53.000 --> 00:12:55.000]  同時歷史上
[00:12:55.000 --> 00:13:00.000]  今天我們很多中國的基督徒都沒有特別留意
[00:13:00.000 --> 00:13:07.000]  在東羅馬帝國其實有一個很深很大的發展
[00:13:07.000 --> 00:13:10.000]  東羅馬帝國就是我們今天所說的
[00:13:10.000 --> 00:13:13.000]  就是屬於巴勒斯坦
[00:13:13.000 --> 00:13:14.000]  希臘
[00:13:14.000 --> 00:13:18.000]  東歐那些地方
[00:13:18.000 --> 00:13:20.000]  後來就繼續向上
[00:13:20.000 --> 00:13:24.000]  信仰一直延展上去
[00:13:24.000 --> 00:13:28.000]  北上就是現在的俄羅斯
[00:13:28.000 --> 00:13:32.000]  莫斯科那些部分
[00:13:32.000 --> 00:13:36.000]  那些我們叫東正教
[00:13:36.000 --> 00:13:39.000]  或者當時叫東羅馬帝國
[00:13:39.000 --> 00:13:47.000]  東羅馬帝國其實一直並沒有像西邊的歐洲那樣
[00:13:47.000 --> 00:13:52.000]  有一段相當長的幾百年的所謂蠻族入侵
[00:13:52.000 --> 00:13:57.000]  然後想整個羅馬帝國崩潰
[00:13:57.000 --> 00:14:00.000]  然後文化就一個黑暗的時代
[00:14:00.000 --> 00:14:03.000]  到了第十世紀開始
[00:14:03.000 --> 00:14:08.000]  到了第十世紀才開始西方的歐洲
[00:14:08.000 --> 00:14:09.000]  法國
[00:14:09.000 --> 00:14:11.000]  德國
[00:14:11.000 --> 00:14:13.000]  當時叫日耳曼的民族
[00:14:13.000 --> 00:14:16.000]  這樣才有中世紀的文明
[00:14:16.000 --> 00:14:19.000]  其實東方剛才說這個
[00:14:19.000 --> 00:14:26.000]  東歐俄羅斯這一些地方的東羅馬帝國
[00:14:26.000 --> 00:14:31.000]  從來都沒有真正被蠻族毀滅過
[00:14:31.000 --> 00:14:37.000]  所以他們有一個很延續和燦爛的文化發展
[00:14:37.000 --> 00:14:39.000]  這個文化的歷史
[00:14:39.000 --> 00:14:41.000]  如果大家可能都聽過
[00:14:41.000 --> 00:14:43.000]  就叫拜占庭的帝國
[00:14:43.000 --> 00:14:45.000]  拜占庭
[00:14:45.000 --> 00:14:49.000]  拜占庭的帝國其實文化相當高
[00:14:49.000 --> 00:14:52.000]  在西部那時
[00:14:52.000 --> 00:14:58.000]  蠻族已經整個文明被摧毀的時候
[00:14:58.000 --> 00:15:02.000]  在東邊的拜占庭帝國文明相當高
[00:15:02.000 --> 00:15:03.000]  他們的藝術
[00:15:03.000 --> 00:15:04.000]  他們的哲學
[00:15:04.000 --> 00:15:06.000]  他們的神學都很高
[00:15:06.000 --> 00:15:10.000]  所以他們就成為一個基督教的信仰
[00:15:10.000 --> 00:15:15.000]  基督教信仰的延續就在這裡
[00:15:15.000 --> 00:15:17.000]  在這裡有很多神學家出來
[00:15:17.000 --> 00:15:21.000]  他們的特色不是用拉丁文來寫作
[00:15:21.000 --> 00:15:23.000]  是用希臘文來寫作
[00:15:23.000 --> 00:15:25.000]  所以他們希臘文寫作
[00:15:25.000 --> 00:15:29.000]  當然後來都面對很多的震盪
[00:15:29.000 --> 00:15:33.000]  後來十字軍東征的時候受到很大的摧殘
[00:15:33.000 --> 00:15:35.000]  然後阿拉伯
[00:15:35.000 --> 00:15:37.000]  因為他們近伊斯蘭教興起
[00:15:37.000 --> 00:15:39.000]  阿拉伯東邊就是阿拉伯地方
[00:15:39.000 --> 00:15:41.000]  打過來的時候
[00:15:41.000 --> 00:15:43.000]  先打到他們
[00:15:43.000 --> 00:15:46.000]  所以他們有很多外來的
[00:15:46.000 --> 00:15:49.000]  和他們內部的困難
[00:15:49.000 --> 00:15:51.000]  但是文明其實一直發展
[00:15:51.000 --> 00:15:52.000]  神學一直發展
[00:15:52.000 --> 00:15:54.000]  他們信仰的經歷
[00:15:54.000 --> 00:15:56.000]  都有很多人在探索
[00:15:56.000 --> 00:15:58.000]  不過這些人我們全部都不認識
[00:15:58.000 --> 00:16:03.000]  因為他們從來都沒有真正的翻譯過成中文
[00:16:03.000 --> 00:16:06.000]  甚至英文都很久沒有人翻譯
[00:16:06.000 --> 00:16:07.000]  因為去到俄羅斯
[00:16:07.000 --> 00:16:09.000]  俄文是沒有人懂的
[00:16:09.000 --> 00:16:12.000]  後來只不過是因為共產革命
[00:16:12.000 --> 00:16:14.000]  俄羅斯到二十世紀的時候
[00:16:14.000 --> 00:16:16.000]  開始有很多學者去了歐洲
[00:16:16.000 --> 00:16:21.000]  才將這種文化和信仰帶到歐洲
[00:16:21.000 --> 00:16:24.000]  開始他們懂得在歐洲住
[00:16:24.000 --> 00:16:27.000]  然後才用歐洲的語文將這些東西慢慢翻譯
[00:16:27.000 --> 00:16:29.000]  所以搞到現在
[00:16:29.000 --> 00:16:33.000]  其實我們中國的教會對這個很不認識
[00:16:33.000 --> 00:16:39.000]  但是這個傳統裡面有什麼獨特的屬靈的經歷呢?
[00:16:39.000 --> 00:16:41.000]  和他們的探索有什麼特別呢?
[00:16:41.000 --> 00:16:44.000]  我想和大家稍微提一提
[00:16:44.000 --> 00:16:47.000]  在這裡值得我們留意的就是
[00:16:47.000 --> 00:16:49.000]  因為他有些操練
[00:16:49.000 --> 00:16:52.000]  是我們可能從來沒有想過的
[00:16:52.000 --> 00:16:56.000]  今天我和大家不是作為好奇去介紹
[00:16:56.000 --> 00:17:00.000]  而是覺得他有他自己獨特貢獻的地方
[00:17:00.000 --> 00:17:03.000]  我們試試用一點時間
[00:17:03.000 --> 00:17:07.000]  一起思想一下東正教
[00:17:07.000 --> 00:17:10.000]  就是以俄羅斯、希臘
[00:17:10.000 --> 00:17:13.000]  作為他們核心的信仰
[00:17:13.000 --> 00:17:15.000]  今天如果你在多倫多的話
[00:17:15.000 --> 00:17:17.000]  都會看到一些東正教的教堂
[00:17:17.000 --> 00:17:21.000]  看到羅馬尼亞教堂那些地方
[00:17:21.000 --> 00:17:23.000]  那些全部都是東正教
[00:17:23.000 --> 00:17:27.000]  多數是圓頂的
[00:17:27.000 --> 00:17:31.000]  但是進去之後你會發現他們沒有用英文
[00:17:31.000 --> 00:17:35.000]  很多時候你不會明白他們在說什麼
[00:17:35.000 --> 00:17:39.000]  他們的聖禮也不是你們覺得那麼熟習的
[00:17:39.000 --> 00:17:42.000]  好,究竟這個拜占庭帝國
[00:17:42.000 --> 00:17:46.000]  或者叫東正教的靈修傳統是怎麼樣呢?
[00:17:46.000 --> 00:17:48.000]  我就直接和大家說
[00:17:48.000 --> 00:17:50.000]  好過說很多歷史
[00:17:50.000 --> 00:17:53.000]  我們揭開第二頁
[00:17:53.000 --> 00:17:55.000]  第三講的第二頁
[00:17:55.000 --> 00:18:00.000]  我們說東正教屬靈體驗的重點
[00:18:00.000 --> 00:18:10.000]  東正教屬靈體驗最大的特色
[00:18:10.000 --> 00:18:13.000]  我簡單和大家分享一下
[00:18:13.000 --> 00:18:16.000]  就是他有兩個最獨特的
[00:18:16.000 --> 00:18:20.000]  最特別的屬靈體驗和操練
[00:18:20.000 --> 00:18:22.000]  一個叫做心禱
[00:18:22.000 --> 00:18:25.000]  叫做Jesus Prayer
[00:18:25.000 --> 00:18:27.000]  或者Prayer of Heart
[00:18:27.000 --> 00:18:30.000]  另外一個叫做Icon
[00:18:30.000 --> 00:18:33.000]  就是聖像的靈修
[00:18:33.000 --> 00:18:35.000]  聖像的靈修
[00:18:35.000 --> 00:18:37.000]  Icon的靈修
[00:18:37.000 --> 00:18:41.000]  這兩個對於我們華人教會來說都很陌生
[00:18:41.000 --> 00:18:44.000]  究竟它的意義在哪裡呢?
[00:18:44.000 --> 00:18:47.000]  不是在乎大家好奇學一些東西
[00:18:47.000 --> 00:18:49.000]  而是它有它的獨特性
[00:18:49.000 --> 00:18:52.000]  這個有什麼意思呢?
[00:18:52.000 --> 00:18:54.000]  我和大家稍為提一提
[00:18:54.000 --> 00:18:57.000]  大家睏的時候我們就停一停
[00:18:57.000 --> 00:18:59.000]  看看其他東西
[00:18:59.000 --> 00:19:01.000]  吃飽飯是不容易的
[00:19:01.000 --> 00:19:06.000]  首先在這個傳統裡面
[00:19:06.000 --> 00:19:12.000]  他們很強調有一個叫做耶穌禱文
[00:19:12.000 --> 00:19:14.000]  Jesus Prayer
[00:19:14.000 --> 00:19:17.000]  我都知道啦
[00:19:17.000 --> 00:19:18.000]  主禱文
[00:19:18.000 --> 00:19:20.000]  我都知道
[00:19:20.000 --> 00:19:22.000]  我們在天上的父
[00:19:22.000 --> 00:19:24.000]  願人都尊你的名為聖
[00:19:24.000 --> 00:19:26.000]  願你的國降臨
[00:19:26.000 --> 00:19:27.000]  我都會背
[00:19:27.000 --> 00:19:28.000]  不是這個
[00:19:28.000 --> 00:19:31.000]  耶穌禱文只有一句
[00:19:31.000 --> 00:19:34.000]  耶穌基督
[00:19:34.000 --> 00:19:36.000]  神的兒子
[00:19:36.000 --> 00:19:38.000]  開恩可憐我
[00:19:38.000 --> 00:19:40.000]  是這樣的很簡短的禱文
[00:19:40.000 --> 00:19:44.000]  這個禱文有一點接近在四福音裡面說到
[00:19:44.000 --> 00:19:46.000]  那個兩個人
[00:19:46.000 --> 00:19:47.000]  一個法尼塞人
[00:19:47.000 --> 00:19:49.000]  一個人
[00:19:49.000 --> 00:19:51.000]  他覺得自己是罪人
[00:19:51.000 --> 00:19:52.000]  他覺得自己很大罪
[00:19:52.000 --> 00:19:53.000]  隨空說
[00:19:53.000 --> 00:19:54.000]  我的主啊
[00:19:54.000 --> 00:19:55.000]  我的神啊
[00:19:55.000 --> 00:19:56.000]  開恩可憐我這個罪人
[00:19:56.000 --> 00:19:58.000]  有點像這一句
[00:19:58.000 --> 00:19:59.000]  旁邊的法尼塞人就說
[00:19:59.000 --> 00:20:01.000]  你看我多好
[00:20:01.000 --> 00:20:05.000]  大家記得耶穌基督所說的那個比喻
[00:20:05.000 --> 00:20:08.000]  這一句話當然不是趙根那一句
[00:20:08.000 --> 00:20:12.000]  這一句話什麼時候開始傳流出來
[00:20:12.000 --> 00:20:14.000]  還有作用是怎麼樣的呢
[00:20:14.000 --> 00:20:16.000]  簡單的我想和大家稍微分享
[00:20:16.000 --> 00:20:19.000]  大概第五世紀開始
[00:20:19.000 --> 00:20:25.000]  在拜占庭帝國開始有不同的教會的領袖
[00:20:25.000 --> 00:20:28.000]  開始提議我們會友
[00:20:28.000 --> 00:20:30.000]  基督徒
[00:20:30.000 --> 00:20:34.000]  重複背誦一句短的禱文
[00:20:34.000 --> 00:20:36.000]  就是耶穌基督
[00:20:36.000 --> 00:20:37.000]  開恩可憐我
[00:20:37.000 --> 00:20:39.000]  神的兒子開恩可憐我
[00:20:39.000 --> 00:20:41.000]  這一句的禱文
[00:20:41.000 --> 00:20:43.000]  慢慢就好像成為
[00:20:43.000 --> 00:20:45.000]  像昨天晚上我們說的
[00:20:45.000 --> 00:20:47.000]  一個formula
[00:20:47.000 --> 00:20:49.000]  一個短句
[00:20:49.000 --> 00:20:52.000]  成為一個標準的禱文
[00:20:52.000 --> 00:20:58.000]  而這個禱文就是重複的背念
[00:20:58.000 --> 00:20:59.000]  重念
[00:20:59.000 --> 00:21:01.000]  重複重念有什麼意思呢
[00:21:01.000 --> 00:21:02.000]  我們先說
[00:21:02.000 --> 00:21:05.000]  在東正教裡面提醒我們
[00:21:05.000 --> 00:21:07.000]  祈禱有不同的層次
[00:21:07.000 --> 00:21:09.000]  剛才我們說羅馬天主教
[00:21:09.000 --> 00:21:11.000]  祈禱有不同的層次
[00:21:11.000 --> 00:21:12.000]  一個階層
[00:21:12.000 --> 00:21:14.000]  經歷上不同的層次
[00:21:14.000 --> 00:21:16.000]  但是在東正教裡面
[00:21:16.000 --> 00:21:17.000]  特別提醒我們
[00:21:17.000 --> 00:21:20.000]  祈禱裡面都有不同的層次
[00:21:20.000 --> 00:21:22.000]  禱告什麼層次呢
[00:21:22.000 --> 00:21:23.000]  我們列了出來
[00:21:23.000 --> 00:21:25.000]  五重禱告的境界
[00:21:25.000 --> 00:21:27.000]  一個最基本的
[00:21:27.000 --> 00:21:29.000]  不一定是表面
[00:21:29.000 --> 00:21:31.000]  不過是最基礎的
[00:21:31.000 --> 00:21:33.000]  就是我們叫做oral prayer
[00:21:33.000 --> 00:21:35.000]  叫做咀唇的禱告
[00:21:35.000 --> 00:21:37.000]  咀唇的禱告
[00:21:37.000 --> 00:21:39.000]  就是說
[00:21:39.000 --> 00:21:41.000]  念出來的禱文
