
[00:00:00.000 --> 00:00:05.360]  各位大圈子妹各位朋友你們好
[00:04:16.440 --> 00:04:21.440]  弟弟又遠在濟南,他感到非常孤單寂寞
[00:04:21.440 --> 00:04:27.440]  順筆寫下這首詞,論盡人生,存在千古
[00:04:27.440 --> 00:04:33.440]  劇頭第一句是明月幾時有,把酒聞青天
[00:04:33.440 --> 00:04:37.440]  在中秋節時分,望著月光
[00:04:37.440 --> 00:04:43.440]  不單是欣賞,更要追問明月幾時有
[00:04:43.440 --> 00:04:45.440]  事實上當我們見到大自然
[00:04:45.440 --> 00:04:48.440]  我們都會和蘇東坡提到一連串問題
[00:04:48.440 --> 00:04:52.440]  就好像屈原在他的《天文》裏提問了
[00:04:52.440 --> 00:04:55.440]  天地是怎樣形成的這個大問題
[00:04:55.440 --> 00:04:57.440]  有170次之多
[00:04:57.440 --> 00:05:03.440]  直到現在不少科學家都在探討這個問題
[00:05:03.440 --> 00:05:08.440]  因為大自然的奧秘實在太奇妙
[00:05:08.440 --> 00:05:13.440]  不過中國人的天文並沒有激發我們對科學的探索
[00:05:13.440 --> 00:05:18.440]  而是以無限的遼闊來解答人生種種的問題
[00:05:18.440 --> 00:05:22.440]  當我們痛苦的時候仰望天空問一句
[00:05:22.440 --> 00:05:24.440]  明月幾時有?
[00:05:24.440 --> 00:05:28.440]  頓時體驗到人的渺小微不足道
[00:05:28.440 --> 00:05:31.440]  只能幻想身處天上宮歇
[00:05:31.440 --> 00:05:33.440]  又問另一句
[00:05:33.440 --> 00:05:37.440]  不知天上宮歇,今夕是何年?
[00:05:37.440 --> 00:05:40.440]  這些都是沒有答案的,何解呢?
[00:05:40.440 --> 00:05:43.440]  蘇東坡自己都給了一個答案
[00:05:43.440 --> 00:05:48.440]  不知廬山真面目,只願身在此山中
[00:05:48.440 --> 00:05:51.440]  正如《所樂門王》在《傳道書》所說
[00:05:51.440 --> 00:05:56.440]  從日光之下來看這個世界是虛空的
[00:05:56.440 --> 00:05:58.440]  一切都是虛空
[00:05:58.440 --> 00:06:02.440]  唯有從日光之上從神的眼光來看這個世界
[00:06:02.440 --> 00:06:05.440]  才發現到人生的真體
[00:06:05.440 --> 00:06:07.440]  就好像蘇東坡一樣
[00:06:07.440 --> 00:06:11.440]  聖經的詩篇作者也看過月亮
[00:06:11.440 --> 00:06:15.440]  也看過大自然的奧秘和人的渺小
[00:06:15.440 --> 00:06:20.440]  但他的結論就和蘇東坡完全不一樣
[00:06:20.440 --> 00:06:23.440]  詩篇第八篇第三至第四節說
[00:06:23.440 --> 00:06:25.440]  我觀看你指頭所造的天
[00:06:25.440 --> 00:06:28.440]  被你層次的月亮星秀
[00:06:28.440 --> 00:06:32.440]  便說人算什麼,你竟顧念他
[00:06:32.440 --> 00:06:36.440]  世人算什麼,你竟眷顧他
[00:06:36.440 --> 00:06:41.440]  如果我們比較蘇東坡和詩篇裏面
[00:06:41.440 --> 00:06:43.440]  或者是聖經裏面所說
[00:06:43.440 --> 00:06:46.440]  最低限度看出有三個大分別
[00:06:46.440 --> 00:06:49.440]  人們相信神是整個宇宙的創造者
[00:06:49.440 --> 00:06:52.440]  就好像《傳道書》第三章第十一節說
[00:06:52.440 --> 00:06:55.440]  神造萬物,國按其時成為美好
[00:06:55.440 --> 00:06:59.440]  當美國的太空人登上月球
[00:06:59.440 --> 00:07:03.440]  看著這個奇妙的窮倉和美麗的地球
[00:07:03.440 --> 00:07:06.440]  立即引用詩篇第十九篇第一節
[00:07:06.440 --> 00:07:10.440]  神的永耀,窮倉傳揚他的手段
[00:07:10.440 --> 00:07:16.440]  這日都那日發出言語,這日都那日也傳出聖息
[00:07:16.440 --> 00:07:19.440]  無言無語也無聲音可聽
[00:07:19.440 --> 00:07:24.440]  他的量大通遍天下,他的言語傳到地極
[00:07:24.440 --> 00:07:27.440]  他在其間為太陽安設障目
[00:07:27.440 --> 00:07:30.440]  整個宇宙都是上帝的族人
[00:07:30.440 --> 00:07:33.440]  普羅說得很好
[00:07:33.440 --> 00:07:37.440]  自從做天地以來,神的永能和神聖是明明可知的
[00:07:37.440 --> 00:07:41.440]  雖是眼不能見,但直所做之物就可以曉得
[00:07:41.440 --> 00:07:43.440]  叫人無可推諉
[00:07:43.440 --> 00:07:48.440]  數多麼極其量,只能對著不可知、不聞知的蒼天問
[00:07:48.440 --> 00:07:52.440]  明月何時有,把走文青田
[00:07:52.440 --> 00:07:55.440]  而不是像詩篇裏面看到
[00:07:55.440 --> 00:08:00.440]  原來所有這些都是永生神的族人
[00:08:00.440 --> 00:08:02.440]  第二個分別是甚麼呢?
[00:08:02.440 --> 00:08:07.440]  當蘇魯摩看到窮倉宇宙,倍感人的渺小
[00:08:07.440 --> 00:08:09.440]  但詩人就不是這樣看法
[00:08:09.440 --> 00:08:10.440]  詩人怎樣摸索?
[00:08:10.440 --> 00:08:13.440]  人算甚麼理景顧念他?
[00:08:13.440 --> 00:08:16.440]  真人算甚麼理景眷顧他?
[00:08:16.440 --> 00:08:19.440]  是因為我們按著神的形象所做
[00:08:19.440 --> 00:08:21.440]  沒有尊貴和榮耀
[00:08:21.440 --> 00:08:24.440]  神更加把管理大地的權柄交給人
[00:08:24.440 --> 00:08:26.440]  創世紀第一章26節
[00:08:26.440 --> 00:08:28.440]  萬物都服從他的腳下
[00:08:28.440 --> 00:08:31.440]  聖經稱這個權柄是神給人的份
[00:08:31.440 --> 00:08:34.440]  不是過份,也不是應份
[00:08:34.440 --> 00:08:37.440]  是神的恩賜和照明
[00:08:37.440 --> 00:08:40.440]  這就是人生存在的意義
[00:08:40.440 --> 00:08:44.440]  比方來說,一個人做過鋼琴
[00:08:44.440 --> 00:08:46.440]  目的就是給人彈
[00:08:46.440 --> 00:08:48.440]  假如現在鋼琴會說話
[00:08:48.440 --> 00:08:51.440]  就說我不喜歡給人彈,我用來煮飯
[00:08:51.440 --> 00:08:55.440]  鋼琴的存在是完全沒有意義的
[00:08:55.440 --> 00:08:57.440]  因為它不能煮飯
[00:08:57.440 --> 00:09:01.440]  神做人的目的是有意義的
[00:09:01.440 --> 00:09:07.440]  人要拒絕神給他的意義和存在目的的時候
[00:09:07.440 --> 00:09:11.440]  就變得毫無意義,虛空的虛空
[00:09:11.440 --> 00:09:15.440]  這就是蘇東坡和詩人的分別
[00:09:15.440 --> 00:09:17.440]  詩人所看到的這個世界
[00:09:17.440 --> 00:09:20.440]  人算甚麼理景眷顧他?
[00:09:20.440 --> 00:09:24.440]  西人算甚麼理景眷顧他?
[00:09:24.440 --> 00:09:27.440]  第三個分別就是時間的問題
[00:09:27.440 --> 00:09:30.440]  蘇東坡說明月何時有?
[00:09:30.440 --> 00:09:34.440]  他又說不知天上宮歇,今夕是何年?
[00:09:34.440 --> 00:09:36.440]  亦都說人有悲歡離合
[00:09:36.440 --> 00:09:39.440]  定而月有陰晴圓缺一樣
[00:09:39.440 --> 00:09:42.440]  我們不知道明天是離,是合
[00:09:42.440 --> 00:09:44.440]  是悲,是歡
[00:09:44.440 --> 00:09:46.440]  一切都不在我們控制之內
[00:09:46.440 --> 00:09:50.440]  人生充滿憂慮不安和無奈的感覺
[00:09:50.440 --> 00:09:54.440]  但所羅門王在全路書第三章第一至十一節
[00:09:54.440 --> 00:09:56.440]  有很不同的看法
[00:09:56.440 --> 00:09:58.440]  他怎樣說?
[00:09:58.440 --> 00:10:01.440]  凡事都有定期,天下萬物都有定時
[00:10:01.440 --> 00:10:05.440]  生有時,死有時,災眾有時,不出所災眾也有時
[00:10:05.440 --> 00:10:09.440]  殺戮有時,醫治有時,拆毀有時,見怒有時
[00:10:09.440 --> 00:10:12.440]  哭有時,笑有時,哀悼有時,跳舞有時
[00:10:12.440 --> 00:10:16.440]  拋砸石頭有時,堆砌石頭有時,壞寶有時
[00:10:16.440 --> 00:10:20.440]  不懷抱有時,尋找有時,失落有時
[00:10:20.440 --> 00:10:24.440]  保守有時,捨棄有時,撕裂有時,鳳寶有時
[00:10:24.440 --> 00:10:28.440]  靜默有時,言語有時,喜愛有時,恨惡有時
[00:10:28.440 --> 00:10:30.440]  爭戰有時,和好有時
[00:10:30.440 --> 00:10:34.440]  這樣看來,做事的人在他的勞碌上有什麼益處呢?
[00:10:34.440 --> 00:10:39.440]  我見神叫世人勞苦,使他們在其中受經煉
[00:10:39.440 --> 00:10:42.440]  神造萬物,各按其事,成為美好
[00:10:42.440 --> 00:10:45.440]  有將永生安置在世人心裡
[00:10:45.440 --> 00:10:49.440]  然而神從始至終的作為,人不能參透
[00:10:49.440 --> 00:10:55.440]  所羅門王提到時這個字,其實是指機會
[00:10:55.440 --> 00:10:59.440]  每一刻都是神給我們的機會
[00:10:59.440 --> 00:11:03.440]  不是偶然,不是運滯,不是宿命
[00:11:03.440 --> 00:11:06.440]  而是神給我們的機會
[00:11:06.440 --> 00:11:09.440]  而且是黃金機會,美好機會
[00:11:09.440 --> 00:11:13.440]  雖然所羅門王提到人生,他用14個對比來形容
[00:11:13.440 --> 00:11:15.440]  對人來說,一半是好的,一半是壞的
[00:11:15.440 --> 00:11:17.440]  好的時候,就是開心
[00:11:17.440 --> 00:11:20.440]  遇到不好的事,壞的事,就是不開心
[00:11:20.440 --> 00:11:25.440]  我們的情緒,喜怒哀樂,完全被外面的環境控制住
[00:11:25.440 --> 00:11:29.440]  老闆稱讚你幾句,加你工資,就是開心
[00:11:29.440 --> 00:11:34.440]  老闆罵你幾句,甚至說你再這樣,炒你魷魚,就是不開心
[00:11:34.440 --> 00:11:38.440]  老闆告訴我們,神做萬物,各安其事,成為美好
[00:11:38.440 --> 00:11:41.440]  從永生安置在世人心裡
[00:11:41.440 --> 00:11:44.440]  人生就像玩一個砌圖遊戲
[00:11:44.440 --> 00:11:50.440]  在砌的過程裡,還沒完成的時候,亂出白灶,不知所謂
[00:11:50.440 --> 00:11:56.440]  當你砌完的時候,嘩,原來一幅這麼美的圖畫
[00:11:56.440 --> 00:12:02.440]  在過程裡,往往呈現在你眼前的是一片混亂,不知所謂
[00:12:02.440 --> 00:12:07.440]  但其實每一塊砌下去,都是不可缺少的一份
[00:12:07.440 --> 00:12:13.440]  直到你砌完為止,你就發覺原來是一幅這麼美的圖畫
[00:12:13.440 --> 00:12:19.440]  每一塊砌圖放上去,都是極有意思的
[00:12:19.440 --> 00:12:23.440]  這就是聖經對人生的體驗
[00:12:23.440 --> 00:12:28.440]  我們進來看看,宗徒波在這首詞裡,第二個很重要的
[00:12:28.440 --> 00:12:35.440]  他要跟我們討論的是,高處不勝寒,何似在人間
[00:12:35.440 --> 00:12:42.440]  從月亮講到人生,從月亮的陰晴圓缺,講到人的悲歡離合
[00:12:42.440 --> 00:12:48.440]  這就是蘇東坡的智慧,但卻是一種悲涼的感受
[00:12:48.440 --> 00:12:55.440]  他說,我欲乘風歸去,猶恐瓊樓欲雨,高處不勝寒
[00:12:55.440 --> 00:13:01.440]  所謂乘風歸去,瓊樓欲雨,天上公歇
[00:13:01.440 --> 00:13:06.440]  都是暗喻到他昔日在朝廷做官的日子
[00:13:06.440 --> 00:13:13.440]  據說,當神宗皇帝讀到這一句的時候,就說原來蘇東坡還記住我的
[00:13:13.440 --> 00:13:18.440]  天上雖有瓊樓欲雨,令人嚮往
[00:13:18.440 --> 00:13:25.440]  但蘇東坡永遠不會忘記,高處不勝寒
[00:13:25.440 --> 00:13:31.440]  朝廷做官處處是陷阱,分分鐘成為葬身之地
[00:13:31.440 --> 00:13:35.440]  政治舞台就是這樣
[00:13:35.440 --> 00:13:40.440]  所以蘇東坡說,喜舞弄清影,何似在人間
[00:13:40.440 --> 00:13:48.440]  所謂無官一生興,現在沒有在朝廷做官,在地方被貶
[00:13:48.440 --> 00:13:52.440]  既然高處不勝寒,不如回到人間
[00:13:52.440 --> 00:13:58.440]  即使一個人在遠方感到孤單,也有自己的影子陪伴
[00:13:58.440 --> 00:14:01.440]  這就是蘇東坡的矛盾
[00:14:01.440 --> 00:14:06.440]  看來他寫的手詩,是描述他內心的矛盾
[00:14:06.440 --> 00:14:09.440]  他另外寫了一首詩,說:
[00:14:09.440 --> 00:14:14.440]  「翹悉顛秋色,蟬聲雜鳥聲,
[00:14:14.440 --> 00:14:18.440]  壯懷昭著盡,回首上心經,
[00:14:18.440 --> 00:14:22.440]  一早起來,已感受到秋天的氣息,
[00:14:22.440 --> 00:14:26.440]  蟬聲夾住各種鳥聲,
[00:14:26.440 --> 00:14:31.440]  曾經抱懷大志,為國為民獻心,
[00:14:31.440 --> 00:14:38.440]  如今這些情懷,這些大志也在大火裡燒盡了,
[00:14:38.440 --> 00:14:43.440]  回頭看,驚雲未定,短短幾句,
[00:14:43.440 --> 00:14:46.440]  且都突如其來,奴役之災。」
[00:14:46.440 --> 00:14:51.440]  大比蘇東坡心理上很大很大的衝擊
[00:14:51.440 --> 00:14:57.440]  倒不如回到人間,此心安處是吾向
[00:14:57.440 --> 00:15:01.440]  我相信每一個中國人士大夫
[00:15:01.440 --> 00:15:05.440]  都經歷到蘇東坡的掙扎
[00:15:05.440 --> 00:15:10.440]  開頭滿有先天下之憂而憂,後天下之樂而樂
[00:15:10.440 --> 00:15:14.440]  投身在這個社會,投身在政治裡
[00:15:14.440 --> 00:15:18.440]  在政治裡打到焦頭爛額
[00:15:18.440 --> 00:15:21.440]  倒不如回到人間
[00:15:21.440 --> 00:15:28.440]  就算孤孤單單總比高處不勝寒好
[00:15:28.440 --> 00:15:32.440]  其實我們何嘗不是有這種矛盾呢?
[00:15:32.440 --> 00:15:35.440]  不少人做夢都想來到金山
[00:15:35.440 --> 00:15:38.440]  以為加州是牛奶與蜜之地
[00:15:38.440 --> 00:15:41.440]  遍地黃金,任君執拾
[00:15:41.440 --> 00:15:44.440]  誰知這個金山夢往往是一場噩夢
[00:15:44.440 --> 00:15:47.440]  身處異鄉為異客
[00:15:47.440 --> 00:15:50.440]  回中國嗎?不甘心
[00:15:50.440 --> 00:15:54.440]  留在美國嗎?又天天面對各種挑戰
[00:15:54.440 --> 00:15:59.440]  將來曉色,點秋色,蟬聲,雜鳥聲
[00:15:59.440 --> 00:16:03.440]  壯為超率盡,回首,削心經
[00:16:03.440 --> 00:16:07.440]  我們看看所羅門王如何面對人生的挑戰
[00:16:07.440 --> 00:16:12.440]  我們會驚訝所羅門王的智慧和人生動性
[00:16:12.440 --> 00:16:17.440]  在傳道士第三章12至15節提供兩個金科玉律
[00:16:17.440 --> 00:16:21.440]  第一,以感恩的心去領受十多次的份
[00:16:21.440 --> 00:16:24.440]  我知世人莫強而終身喜樂行善
[00:16:24.440 --> 00:16:27.440]  並且人人吃樂在他一切勞碌中享福
[00:16:27.440 --> 00:16:29.440]  且是他的恩賜
[00:16:29.440 --> 00:16:31.440]  一個滿足的人生
[00:16:31.440 --> 00:16:33.440]  不但看到是神造萬物
[00:16:33.440 --> 00:16:35.440]  國安其事成為美好
[00:16:35.440 --> 00:16:38.440]  就在患難之際以此為安慰
[00:16:38.440 --> 00:16:41.440]  因為所有一切都是神的恩賜
[00:16:41.440 --> 00:16:43.440]  所羅門王提到三種恩賜
[00:16:43.440 --> 00:16:44.440]  第一喜樂
[00:16:44.440 --> 00:16:45.440]  世上有兩種
[00:16:45.440 --> 00:16:46.440]  凡事埋怨
[00:16:46.440 --> 00:16:49.440]  不知為何不少人
[00:16:49.440 --> 00:16:51.440]  樣樣事看都不順眼
[00:16:51.440 --> 00:16:54.440]  陽光普照時埋怨天氣太熱
[00:16:54.440 --> 00:16:55.440]  陽光太猛
[00:16:55.440 --> 00:16:59.440]  下大雨時埋怨天不做尾
[00:16:59.440 --> 00:17:02.440]  不少人眼目只看到所缺少所無
[00:17:02.440 --> 00:17:06.440]  於是整天埋怨不滿憤怒怨天尤人
[00:17:06.440 --> 00:17:08.440]  這種人很可悲
[00:17:08.440 --> 00:17:11.440]  令到周圍的人都很慘
[00:17:11.440 --> 00:17:13.440]  另一種是法治者恩
[00:17:13.440 --> 00:17:15.440]  神造萬物
[00:17:15.440 --> 00:17:18.440]  國安其事成為美好
[00:17:18.440 --> 00:17:22.440]  這是一個非常非常幸福的人生
[00:17:22.440 --> 00:17:25.440]  幸福與否並不在乎你擁有多少
[00:17:25.440 --> 00:17:28.440]  而是在乎你的心態
[00:17:28.440 --> 00:17:30.440]  第二個是吃喝
[00:17:30.440 --> 00:17:32.440]  原來我們有胃口有飯吃
[00:17:32.440 --> 00:17:33.440]  都是神的恩賜
[00:17:33.440 --> 00:17:36.440]  可惜很多時候我們不是沒得吃
[00:17:36.440 --> 00:17:38.440]  而是不好好享受
[00:17:38.440 --> 00:17:40.440]  上帝給我們一粥一飯
[00:17:40.440 --> 00:17:42.440]  知道來處不易
[00:17:42.440 --> 00:17:45.440]  就存感恩的心去吃
[00:17:45.440 --> 00:17:47.440]  有時我們揀忍雜食
[00:17:47.440 --> 00:17:48.440]  又或者心停不街
[00:17:48.440 --> 00:17:50.440]  就算台上山珍美味
[00:17:50.440 --> 00:17:52.440]  也沒有胃口去享受
[00:17:52.440 --> 00:17:54.440]  這是心態的問題
[00:17:54.440 --> 00:17:57.440]  存感恩的心就是清茶淡飯
[00:17:57.440 --> 00:17:59.440]  都可以吃得津津有味
[00:17:59.440 --> 00:18:01.440]  第三是幸福
[00:18:01.440 --> 00:18:03.440]  所羅門王叫我們一切牢牢中享福
[00:18:03.440 --> 00:18:05.440]  捱世界又嘆世界
[00:18:05.440 --> 00:18:07.440]  這是心態問題
[00:18:07.440 --> 00:18:09.440]  日光之下的人生觀
[00:18:09.440 --> 00:18:11.440]  只見到牢碌的人生
[00:18:11.440 --> 00:18:13.440]  正式捱世界
[00:18:13.440 --> 00:18:15.440]  從日光之上去看人生
[00:18:15.440 --> 00:18:17.440]  就知道這是神給我們的份
[00:18:17.440 --> 00:18:19.440]  我們就好好享受
[00:18:19.440 --> 00:18:21.440]  這叫嘆世界
[00:18:21.440 --> 00:18:23.440]  這是存感恩的心
[00:18:23.440 --> 00:18:25.440]  第二是存敬畏的心
[00:18:25.440 --> 00:18:27.440]  接受神所作
[00:18:27.440 --> 00:18:29.440]  傳統書第三章14-15
[00:18:29.440 --> 00:18:31.440]  我知道神一切所做的
[00:18:31.440 --> 00:18:33.440]  都必永存
[00:18:33.440 --> 00:18:35.440]  無所增添無所減少
[00:18:35.440 --> 00:18:37.440]  神這樣行
[00:18:37.440 --> 00:18:39.440]  使人在他面前存敬畏的心
[00:18:39.440 --> 00:18:41.440]  現今的事早已就有了
[00:18:41.440 --> 00:18:43.440]  將來的事早已也有了
[00:18:43.440 --> 00:18:45.440]  並且神使過去的事重新再來
[00:18:45.440 --> 00:18:47.440]  一個有信仰的人
[00:18:47.440 --> 00:18:49.440]  知道神是我們的主宰
[00:18:49.440 --> 00:18:51.440]  祂為我們所預備
[00:18:51.440 --> 00:18:53.440]  都是最美好
[00:18:53.440 --> 00:18:55.440]  無所增添無所減少
[00:18:55.440 --> 00:18:57.440]  恰到好處
[00:18:57.440 --> 00:18:59.440]  世上沒有新事
[00:18:59.440 --> 00:19:01.440]  日光之下並無新事
[00:19:01.440 --> 00:19:03.440]  有些人想找些刺激
[00:19:03.440 --> 00:19:05.440]  其實一切都落空
[00:19:05.440 --> 00:19:09.440]  所以在加州和荷里洲的邊界裏
[00:19:09.440 --> 00:19:11.440]  有個大牌寫著
[00:19:11.440 --> 00:19:13.440]  你快要離開加州
[00:19:13.440 --> 00:19:15.440]  一切行動舉止
[00:19:15.440 --> 00:19:17.440]  請回復正常
[00:19:17.440 --> 00:19:19.440]  請恢復正常行為
[00:19:19.440 --> 00:19:21.440]  因為你快要離開加州
[00:19:21.440 --> 00:19:23.440]  有很多人來加州
[00:19:23.440 --> 00:19:25.440]  以為這些新奇的事
[00:19:25.440 --> 00:19:27.440]  在加州住得久
[00:19:27.440 --> 00:19:29.440]  發覺不也是這樣
[00:19:29.440 --> 00:19:31.440]  不也是這樣
[00:19:31.440 --> 00:19:33.440]  實光之下並無新事
[00:19:33.440 --> 00:19:35.440]  並且
[00:19:35.440 --> 00:19:37.440]  如今的事早已有了
[00:19:37.440 --> 00:19:39.440]  將來的事早已也有了
[00:19:39.440 --> 00:19:41.440]  並且神使已過去的事重新再來
[00:19:41.440 --> 00:19:43.440]  讓我們存著敬畏的心
[00:19:43.440 --> 00:19:45.440]  感恩的心去過每一天
[00:19:45.440 --> 00:19:47.440]  每一刻
[00:19:47.440 --> 00:19:49.440]  這就是所羅門告訴我們的
[00:19:49.440 --> 00:19:51.440]  幸福之道
[00:19:51.440 --> 00:19:53.440]  最後我們看看一個更重要的問題
[00:19:53.440 --> 00:19:55.440]  但願人長久
[00:19:55.440 --> 00:19:57.440]  但願人長久
[00:19:57.440 --> 00:19:59.440]  但願人長久
[00:19:59.440 --> 00:20:01.440]  千里共時捐
[00:20:01.440 --> 00:20:03.440]  蘇東坡是一個很有智慧的人
[00:20:03.440 --> 00:20:05.440]  面對人生種種困境
[00:20:05.440 --> 00:20:07.440]  他提供了一條什麼出路呢
[00:20:07.440 --> 00:20:09.440]  我們就試試比較一下
[00:20:09.440 --> 00:20:11.440]  蘇東坡和所羅門
[00:20:11.440 --> 00:20:13.440]  所給我們的出路
[00:20:13.440 --> 00:20:15.440]  有什麼不同
[00:20:15.440 --> 00:20:17.440]  首先提一提蘇東坡
[00:20:17.440 --> 00:20:19.440]  他給我們一條什麼出路
[00:20:19.440 --> 00:20:21.440]  轉諸葛
[00:20:21.440 --> 00:20:23.440]  低耳胡
[00:20:23.440 --> 00:20:25.440]  照無眠
[00:20:25.440 --> 00:20:27.440]  低視緣
[00:20:27.440 --> 00:20:29.440]  蘇東坡看到月亮的動態
[00:20:29.440 --> 00:20:31.440]  在房與房之間
[00:20:31.440 --> 00:20:33.440]  轉諸葛
[00:20:33.440 --> 00:20:35.440]  在窗門與窗門之間
[00:20:35.440 --> 00:20:37.440]  低耳胡
[00:20:37.440 --> 00:20:39.440]  夜晚照落去
[00:20:39.440 --> 00:20:41.440]  失眠的人士
[00:20:41.440 --> 00:20:43.440]  在夜晚輾轉反側
[00:20:43.440 --> 00:20:45.440]  無法睡著
[00:20:45.440 --> 00:20:47.440]  或者
[00:20:47.440 --> 00:20:49.440]  你可以說這幅美麗的圖畫
[00:20:49.440 --> 00:20:51.440]  但對著一個
[00:20:51.440 --> 00:20:53.440]  失眠失意的蘇東坡
[00:20:53.440 --> 00:20:55.440]  他就問
[00:20:55.440 --> 00:20:57.440]  不應有恨
[00:20:57.440 --> 00:20:59.440]  何事長相別思緣
[00:20:59.440 --> 00:21:01.440]  月亮你不應該有什麼怨恨
[00:21:01.440 --> 00:21:03.440]  但為什麼
[00:21:03.440 --> 00:21:05.440]  今晚你的月亮
[00:21:05.440 --> 00:21:07.440]  特別圓
[00:21:07.440 --> 00:21:09.440]  而我和家人卻各散一方
[00:21:09.440 --> 00:21:11.440]  心上一層
[00:21:11.440 --> 00:21:13.440]  月亮也有陰晴圓缺
[00:21:13.440 --> 00:21:15.440]  正如人生有悲歡離合一樣
[00:21:15.440 --> 00:21:17.440]  此事古難傳
[00:21:17.440 --> 00:21:19.440]  這個世界根本就是一個
[00:21:19.440 --> 00:21:21.440]  不完美的世界
[00:21:21.440 --> 00:21:23.440]  不可能只有成功
[00:21:23.440 --> 00:21:25.440]  而不接受失敗
[00:21:25.440 --> 00:21:27.440]  也不可能只有快樂
[00:21:27.440 --> 00:21:29.440]  而沒有悲傷
[00:21:29.440 --> 00:21:31.440]  只有相聚而沒有離別
