
[00:00:00.000 --> 00:00:05.240]  今天教會給大家的題目是「團圓」
[00:03:40.920 --> 00:03:41.920]  就是要這樣反應
[00:03:41.920 --> 00:03:43.920]  你說多麼差勁
[00:03:43.920 --> 00:03:45.920]  接著就回來吃飯
[00:03:45.920 --> 00:03:48.920]  媽媽煮了一大餐
[00:03:48.920 --> 00:03:49.920]  煮完之後
[00:03:49.920 --> 00:03:51.920]  她自己都累到吃不下了
[00:03:51.920 --> 00:03:53.920]  叫人去吃
[00:03:53.920 --> 00:03:55.920]  吃的那個就是快樂
[00:03:55.920 --> 00:03:59.920]  煮的那個就是滿足
[00:03:59.920 --> 00:04:02.920]  她心裡很開心很安慰
[00:04:02.920 --> 00:04:04.920]  是從心底裡湧出來的
[00:04:04.920 --> 00:04:07.920]  快樂可能是可以很表面的
[00:04:07.920 --> 00:04:11.920]  這個調查就有一個實驗
[00:04:11.920 --> 00:04:14.920]  就找了兩批年輕人
[00:04:14.920 --> 00:04:15.920]  兩批年輕人
[00:04:15.920 --> 00:04:19.920]  一批就叫他們喜歡做什麼就做什麼
[00:04:19.920 --> 00:04:21.920]  A組做什麼就做什麼
[00:04:21.920 --> 00:04:22.920]  任你做什麼
[00:04:22.920 --> 00:04:28.920]  B組就叫他們去社區服務弱勢的人
[00:04:28.920 --> 00:04:30.920]  分了兩組
[00:04:30.920 --> 00:04:31.920]  一個星期之後
[00:04:31.920 --> 00:04:36.920]  你猜兩組回來報告怎樣呢
[00:04:36.920 --> 00:04:38.920]  A組的人
[00:04:38.920 --> 00:04:39.920]  他喜歡做什麼就做什麼
[00:04:39.920 --> 00:04:42.920]  他覺得很快樂
[00:04:42.920 --> 00:04:44.920]  因為他喜歡打遊戲機
[00:04:44.920 --> 00:04:45.920]  不睡覺
[00:04:45.920 --> 00:04:46.920]  不用聽父母的話
[00:04:46.920 --> 00:04:47.920]  喜歡吃零食
[00:04:47.920 --> 00:04:48.920]  亂搞男女關係
[00:04:48.920 --> 00:04:49.920]  喜歡做什麼就做什麼
[00:04:49.920 --> 00:04:50.920]  覺得很開心
[00:04:50.920 --> 00:04:53.920]  從來沒試過這麼解脫
[00:04:53.920 --> 00:04:55.920]  B組雖然辛苦
[00:04:55.920 --> 00:04:56.920]  出去服侍人
[00:04:56.920 --> 00:04:59.920]  但覺得很有意義
[00:04:59.920 --> 00:05:01.920]  這個實驗還沒完
[00:05:01.920 --> 00:05:02.920]  再做多
[00:05:02.920 --> 00:05:07.920]  這個實驗繼續做兩個月
[00:05:07.920 --> 00:05:08.920]  A組回來
[00:05:08.920 --> 00:05:13.920]  發現A組喜歡做什麼就做什麼的人全部散了
[00:05:13.920 --> 00:05:15.920]  覺得很沒價值
[00:05:15.920 --> 00:05:16.920]  很沒意思
[00:05:16.920 --> 00:05:19.920]  開始有些情緒低落的現象
[00:05:19.920 --> 00:05:21.920]  而B組的人更加積極
[00:05:21.920 --> 00:05:23.920]  原來做這個可以這樣做
[00:05:23.920 --> 00:05:25.920]  不如我們發展一些計劃
[00:05:25.920 --> 00:05:28.920]  怎樣繼續幫助這個社區裡有需要的人
[00:05:28.920 --> 00:05:30.920]  繼續很有動力的生活
[00:05:30.920 --> 00:05:33.920]  這篇文章的結論是
[00:05:33.920 --> 00:05:37.920]  原來一個人自殺不是因為不快樂
[00:05:37.920 --> 00:05:41.920]  一個人自殺是因為在不快樂裡
[00:05:41.920 --> 00:05:43.920]  他找不到意義在哪裡
[00:05:43.920 --> 00:05:46.920]  他找不到出路
[00:05:46.920 --> 00:05:48.920]  我們也會不快樂
[00:05:48.920 --> 00:05:54.920]  有哪個父母很開心地換小孩子尿布
[00:05:54.920 --> 00:05:55.920]  有幾個人很開心地
[00:05:55.920 --> 00:05:57.920]  很開心地看到這些東西
[00:05:57.920 --> 00:05:59.920]  其實不是很正常
[00:05:59.920 --> 00:06:02.920]  我們做這件事做到甘心是因為意義
[00:06:02.920 --> 00:06:05.920]  不是因為這件事本身很開心
[00:06:05.920 --> 00:06:07.920]  有意義的工作就算不快樂
[00:06:07.920 --> 00:06:09.920]  你也覺得值得
[00:06:09.920 --> 00:06:11.920]  但當你很不快樂
[00:06:11.920 --> 00:06:13.920]  又見不到有什麼意義的時間
[00:06:13.920 --> 00:06:16.920]  這個才是真正問題的中心
[00:06:16.920 --> 00:06:20.920]  我發覺那些文章好像基督徒的價值觀
[00:06:20.920 --> 00:06:23.920]  很少聽到Time Magazine這麼好的文章
[00:06:23.920 --> 00:06:26.920]  和基督徒價值觀這麼近
[00:06:26.920 --> 00:06:30.920]  最近我又聽見中國有一首順口溜
[00:06:30.920 --> 00:06:35.920]  一首他們用來打游斯的說話
[00:06:35.920 --> 00:06:38.920]  他說正處、富處
[00:06:38.920 --> 00:06:40.920]  大家猜到下一句是什麼嗎
[00:06:40.920 --> 00:06:44.920]  最後都不知落在何處
[00:06:44.920 --> 00:06:48.920]  然後正局、富局
[00:06:48.920 --> 00:06:52.920]  最後都是一樣結局
[00:06:52.920 --> 00:06:55.920]  正暴、富暴
[00:06:55.920 --> 00:06:58.920]  你猜下一句是什麼呢
[00:06:58.920 --> 00:07:02.920]  最後都一起散步
[00:07:02.920 --> 00:07:07.920]  然後總理、副總理
[00:07:07.920 --> 00:07:11.920]  最後都是一個道理
[00:07:11.920 --> 00:07:13.920]  我覺得這句話很精準
[00:07:13.920 --> 00:07:14.920]  主席、副主席
[00:07:14.920 --> 00:07:18.920]  你猜下一句是什麼呢
[00:07:18.920 --> 00:07:21.920]  最後都同缺席
[00:07:21.920 --> 00:07:23.920]  還有一句是這樣說的
[00:07:23.920 --> 00:07:25.920]  人生如賽場
[00:07:25.920 --> 00:07:31.920]  上半場按學歷、權力、職位、業績、薪金比上升
[00:07:31.920 --> 00:07:33.920]  我們人生追隨都這樣
[00:07:33.920 --> 00:07:35.920]  不要輸在起跑點
[00:07:35.920 --> 00:07:39.920]  從小孩兩歲甚至還沒出生開始催谷他
[00:07:39.920 --> 00:07:44.920]  你怎樣對這個夏聯呢
[00:07:44.920 --> 00:07:49.920]  他說下半場就要血壓、血脂、血糖、尿酸、膽固醇比
[00:07:49.920 --> 00:07:53.920]  誰夠低
[00:07:53.920 --> 00:08:00.920]  這似乎將人生一個很詼諧的方法寫了下來
[00:08:00.920 --> 00:08:03.920]  我不知道你是在哪個階段
[00:08:03.920 --> 00:08:06.920]  你是繼續比那些上升
[00:08:06.920 --> 00:08:11.920]  還是你已經進入了比誰夠低的階段
[00:08:11.920 --> 00:08:13.920]  我相信大家來到教會裡面
[00:08:13.920 --> 00:08:14.920]  基督徒也好
[00:08:14.920 --> 00:08:16.920]  甚至是第一次來我們教會的新朋友也好
[00:08:16.920 --> 00:08:18.920]  你都想聽一下究竟正在說什麼
[00:08:18.920 --> 00:08:26.920]  為什麼聖經那本書能夠吸引了二千年來千千萬萬無數的人
[00:08:26.920 --> 00:08:29.920]  願意每個星期日都去教會聽讀
[00:08:29.920 --> 00:08:31.920]  每個星期日都去學習
[00:08:31.920 --> 00:08:33.920]  甚至很多基督徒每天都帶一本聖經去讀
[00:08:33.920 --> 00:08:35.920]  究竟有什麼吸引他呢
[00:08:35.920 --> 00:08:42.920]  今天我想分享其中一段裡面一個很真實寫實的故事
[00:08:42.920 --> 00:08:44.920]  今天是新晉頭
[00:08:44.920 --> 00:08:46.920]  大家可能是第一次來
[00:08:46.920 --> 00:08:49.920]  我講故事比講大道理好
[00:08:49.920 --> 00:08:51.920]  這個故事是挺長的
[00:08:51.920 --> 00:08:53.920]  所以我都叫大家讀完聖經
[00:08:53.920 --> 00:08:55.920]  因為牽涉很多經文
[00:08:55.920 --> 00:08:57.920]  這個故事在舊約聖經
[00:08:57.920 --> 00:09:02.920]  他們現在差不多有三千多年的時間
[00:09:02.920 --> 00:09:09.920]  這個故事的主人翁是一對夫婦
[00:09:09.920 --> 00:09:15.920]  一個叫以撒 一個叫尼伯加
[00:09:15.920 --> 00:09:19.920]  他們經過很奇妙的相遇結合夫婦之後
[00:09:19.920 --> 00:09:23.920]  神賜福給他們生了一對孖子
[00:09:23.920 --> 00:09:26.920]  我不知道當中大家有沒有孖子或者孖孫
[00:09:26.920 --> 00:09:30.920]  這對孖子雖然同一個家庭同一個媽媽所生
[00:09:30.920 --> 00:09:33.920]  不過性格是很不同的
[00:09:33.920 --> 00:09:36.920]  原來在很多家庭裡面
[00:09:36.920 --> 00:09:39.920]  他們慢慢種下了一些禍根
[00:09:39.920 --> 00:09:41.920]  而父母不知覺的
[00:09:41.920 --> 00:09:43.920]  禍根就是偏心
[00:09:43.920 --> 00:09:49.920]  我不知道有多少人覺得父母對你有偏心
[00:09:49.920 --> 00:09:52.920]  如果你被偏心愛那個當然你會高興
[00:09:52.920 --> 00:09:57.920]  那你想想被忽略那個的感受才行
[00:09:57.920 --> 00:10:00.920]  特別在中國的社會裡面很多人都有這樣的情況
[00:10:00.920 --> 00:10:04.920]  我認識一些人叫大金 大體
[00:10:04.920 --> 00:10:06.920]  什麼意思呢
[00:10:06.920 --> 00:10:08.920]  你幫我帶個弟弟來
[00:10:08.920 --> 00:10:10.920]  我的目的就是帶個弟弟來
[00:10:10.920 --> 00:10:16.920]  很多上一代或者很多可能在教育
[00:10:16.920 --> 00:10:19.920]  或者是他們個人的取向裡面有偏心
[00:10:19.920 --> 00:10:21.920]  這對夫婦一樣
[00:10:21.920 --> 00:10:25.920]  爸爸喜歡大媽
[00:10:25.920 --> 00:10:27.920]  就是大孖子
[00:10:27.920 --> 00:10:30.920]  因為他生性比較正直
[00:10:30.920 --> 00:10:33.920]  喜歡活動又喜歡打獵
[00:10:33.920 --> 00:10:35.920]  打獵這件事對爸爸很重要
[00:10:35.920 --> 00:10:36.920]  為什麼呢
[00:10:36.920 --> 00:10:38.920]  因為爸爸和中國人一樣很喜歡吃野味
[00:10:38.920 --> 00:10:43.920]  所以兒子後來長大之後更加疼愛他
[00:10:43.920 --> 00:10:45.920]  因為他時時可以找新鮮的野味給他吃
[00:10:45.920 --> 00:10:49.920]  媽媽喜歡小孖子
[00:10:49.920 --> 00:10:52.920]  小孖子比較聰明
[00:10:52.920 --> 00:10:55.920]  懂得動腦筋多一點
[00:10:55.920 --> 00:10:56.920]  雖然都很強壯
[00:10:56.920 --> 00:10:58.920]  不過他除了強壯之外
[00:10:58.920 --> 00:11:03.920]  都是很懂得哄家人
[00:11:03.920 --> 00:11:05.920]  或者很懂得使用他的手段
[00:11:05.920 --> 00:11:09.920]  兩兄弟有很不同的成長
[00:11:09.920 --> 00:11:12.920]  一個似乎喜歡周山走
[00:11:12.920 --> 00:11:15.920]  一個似乎喜歡動腦筋多一點
[00:11:15.920 --> 00:11:17.920]  不過無論如何
[00:11:17.920 --> 00:11:22.920]  這已經注定了誰是大誰是小
[00:11:22.920 --> 00:11:26.920]  雖然出生的時間可能是早一點
[00:11:26.920 --> 00:11:29.920]  不過在猶太人當中比我們中國人更加重要
[00:11:29.920 --> 00:11:31.920]  中國人都是類似的情況
[00:11:31.920 --> 00:11:36.920]  長子的孫繼承了他的家族的位份
[00:11:36.920 --> 00:11:38.920]  並且他爸爸的財產
[00:11:38.920 --> 00:11:40.920]  在猶太人當中
[00:11:40.920 --> 00:11:41.920]  你是長子的話
[00:11:41.920 --> 00:11:45.920]  你會拿到雙份爸爸的財產
[00:11:45.920 --> 00:11:47.920]  並且在這個宗族裏面成為代表
[00:11:47.920 --> 00:11:49.920]  他爸爸是一個很有錢的人
[00:11:49.920 --> 00:11:53.920]  所以現在他能夠繼承他爸爸三分二的財產
[00:11:53.920 --> 00:11:55.920]  即是說他將他的財產分成三份
[00:11:55.920 --> 00:11:57.920]  大的有兩份 小的有一份
[00:11:57.920 --> 00:11:58.920]  三分二的財產
[00:11:58.920 --> 00:12:01.920]  這個差不多是繼承事實
[00:12:01.920 --> 00:12:03.920]  不能說出生的時候大就大 小就小
[00:12:03.920 --> 00:12:05.920]  基本上不能解決
[00:12:05.920 --> 00:12:09.920]  不過這個弟弟叫瓦國
[00:12:09.920 --> 00:12:12.920]  他竟然都念念不忘
[00:12:12.920 --> 00:12:16.920]  可不可以成為這個家族裏面的繼承人
[00:12:16.920 --> 00:12:20.920]  他差不多求一件不可能的事
[00:12:20.920 --> 00:12:22.920]  第一天機會來了
[00:12:22.920 --> 00:12:24.920]  他哥哥出去打獵
[00:12:24.920 --> 00:12:27.920]  打獵回來之後非常的疲累
[00:12:27.920 --> 00:12:28.920]  很口渴
[00:12:28.920 --> 00:12:30.920]  水也喝完了
[00:12:30.920 --> 00:12:34.920]  剛剛看到他的弟弟在煮紅豆湯
[00:12:34.920 --> 00:12:36.920]  煮一些可能他很喜歡吃的東西
[00:12:36.920 --> 00:12:39.920]  然後這個哥哥就說
[00:12:39.920 --> 00:12:41.920]  弟弟給我一碗湯喝吧
[00:12:41.920 --> 00:12:42.920]  我想解渴
[00:12:42.920 --> 00:12:44.920]  渴得快要死了
[00:12:44.920 --> 00:12:46.920]  弟弟就想機會來了
[00:12:46.920 --> 00:12:48.920]  他說沒問題
[00:12:48.920 --> 00:12:50.920]  不過你現在答應我
[00:12:50.920 --> 00:12:54.920]  將這個長子名分讓給我吧
[00:12:54.920 --> 00:12:57.920]  這個哥哥就真的
[00:12:57.920 --> 00:13:01.920]  他真的做事不用用腦袋想東西
[00:13:01.920 --> 00:13:02.920]  做了再算
[00:13:02.920 --> 00:13:03.920]  我快要死了
[00:13:03.920 --> 00:13:04.920]  長子要做什麼
[00:13:04.920 --> 00:13:05.920]  給我喝吧
[00:13:05.920 --> 00:13:07.920]  沒所謂 上給你吧
[00:13:07.920 --> 00:13:10.920]  那麼糊里糊塗就答應了
[00:13:10.920 --> 00:13:13.920]  將這個長子名分給弟弟
[00:13:13.920 --> 00:13:14.920]  雖然是這樣
[00:13:14.920 --> 00:13:17.920]  但是他父母和當時的風俗
[00:13:17.920 --> 00:13:19.920]  都不容許這件事發生
[00:13:19.920 --> 00:13:20.920]  繼續
[00:13:20.920 --> 00:13:23.920]  這個弟弟亞國
[00:13:23.920 --> 00:13:25.920]  怎樣拿到這個長子名分呢
[00:13:25.920 --> 00:13:27.920]  聖經裡面記載
[00:13:27.920 --> 00:13:30.920]  當他爸爸年老了
[00:13:30.920 --> 00:13:31.920]  眼目昏花了
[00:13:31.920 --> 00:13:34.920]  然後他就想舉行一個宗教儀式
[00:13:34.920 --> 00:13:36.920]  這個宗教儀式就是
[00:13:36.920 --> 00:13:39.920]  這位家族的代表
[00:13:39.920 --> 00:13:40.920]  他爸爸叫以撒
[00:13:40.920 --> 00:13:43.920]  就為他的長子
[00:13:43.920 --> 00:13:45.920]  應該是長子叫以掃
[00:13:45.920 --> 00:13:47.920]  為他按手祈禱
[00:13:47.920 --> 00:13:48.920]  祝福他
[00:13:48.920 --> 00:13:51.920]  將這個家族的繼承權
[00:13:51.920 --> 00:13:53.920]  透過這個宗教儀式
[00:13:53.920 --> 00:13:55.920]  就給了這個長子
[00:13:55.920 --> 00:13:58.920]  但是這個爸爸又壞
[00:13:58.920 --> 00:13:59.920]  他又貪吃
[00:13:59.920 --> 00:14:01.920]  他說我為你進行這個儀式
[00:14:01.920 --> 00:14:03.920]  不過你先和我打獵
[00:14:03.920 --> 00:14:05.920]  找個野味回來給我吃
[00:14:05.920 --> 00:14:08.920]  這個兒子也是很直接的想
[00:14:08.920 --> 00:14:10.920]  我出去打獵
[00:14:10.920 --> 00:14:11.920]  他真的出去打獵
[00:14:11.920 --> 00:14:12.920]  真的到處找
[00:14:12.920 --> 00:14:14.920]  當然需要一段時間
[00:14:14.920 --> 00:14:16.920]  怎知道這件事
[00:14:16.920 --> 00:14:18.920]  就被他媽媽聽到
[00:14:18.920 --> 00:14:20.920]  被他太太聽到
[00:14:20.920 --> 00:14:22.920]  他媽媽就和小兒子說
[00:14:22.920 --> 00:14:24.920]  爸爸要舉行這個宗教儀式
[00:14:24.920 --> 00:14:25.920]  這個宗教儀式很嚴肅
[00:14:25.920 --> 00:14:27.920]  這一次做了之後就不可以改變
[00:14:27.920 --> 00:14:29.920]  所以你快點快點
[00:14:29.920 --> 00:14:31.920]  扮你哥哥
[00:14:31.920 --> 00:14:32.920]  怎樣扮呢
[00:14:32.920 --> 00:14:33.920]  我哥哥和我不相同
[00:14:33.920 --> 00:14:34.920]  他哥哥有很多毛
[00:14:34.920 --> 00:14:36.920]  好像中國的毛鞋一樣
[00:14:36.920 --> 00:14:38.920]  是中國的毛
[00:14:38.920 --> 00:14:40.920]  媽媽說不要緊
[00:14:40.920 --> 00:14:43.920]  你扭著羊皮進去
[00:14:43.920 --> 00:14:45.920]  羊毛進去
[00:14:45.920 --> 00:14:47.920]  做野味
[00:14:47.920 --> 00:14:48.920]  野味哪吃得出
[00:14:48.920 --> 00:14:49.920]  這麼老吃不出
[00:14:49.920 --> 00:14:53.920]  我在羊欄找隻羊馬上做給你
[00:14:53.920 --> 00:14:54.920]  比你哥哥打獵快
[00:14:54.920 --> 00:14:56.920]  你快點快點進去
[00:14:56.920 --> 00:14:57.920]  騙你爸爸
[00:14:57.920 --> 00:14:59.920]  他爸爸也有些猶豫
[00:14:59.920 --> 00:15:00.920]  聲音不太像
[00:15:00.920 --> 00:15:02.920]  但是摸起來很多毛
[00:15:02.920 --> 00:15:05.920]  結果在糊里糊塗之下
[00:15:05.920 --> 00:15:07.920]  就舉行了這個宗教儀式
[00:15:07.920 --> 00:15:09.920]  將這個家族的繼承權
[00:15:09.920 --> 00:15:12.920]  透過一個很嚴肅的祝福儀式
[00:15:12.920 --> 00:15:15.920]  給了這個小兒子牙角
[00:15:15.920 --> 00:15:17.920]  沒多久
[00:15:17.920 --> 00:15:19.920]  他哥哥回來
[00:15:19.920 --> 00:15:21.920]  他很老實地打獵
[00:15:21.920 --> 00:15:24.920]  然後回來做野味
[00:15:24.920 --> 00:15:25.920]  當然是很長的時間
[00:15:25.920 --> 00:15:27.920]  回來之後
[00:15:27.920 --> 00:15:28.920]  他聽見他爸爸說
[00:15:28.920 --> 00:15:30.920]  剛才那個不是你嗎
[00:15:30.920 --> 00:15:31.920]  我祝福了
[00:15:31.920 --> 00:15:32.920]  沒有了
[00:15:32.920 --> 00:15:34.920]  我不可以再做一次
[00:15:34.920 --> 00:15:36.920]  很嚴肅的
[00:15:36.920 --> 00:15:40.920]  結果這個哥哥很傷心
[00:15:40.920 --> 00:15:42.920]  而且非常的憤怒
[00:15:42.920 --> 00:15:43.920]  憤怒成怎樣呢
[00:15:43.920 --> 00:15:44.920]  你猜一下
[00:15:44.920 --> 00:15:46.920]  憤怒成怎樣呢
[00:15:46.920 --> 00:15:51.920]  他殺死他親媽生弟弟
[00:15:51.920 --> 00:15:54.920]  為了錢財
[00:15:54.920 --> 00:15:56.920]  為了被人欺騙
[00:15:56.920 --> 00:15:59.920]  他現在老羞成怒
[00:15:59.920 --> 00:16:02.920]  他說在我爸爸居喪的日子
[00:16:02.920 --> 00:16:04.920]  我爸爸離開的時間
[00:16:04.920 --> 00:16:06.920]  我就會殺死我弟弟
[00:16:06.920 --> 00:16:09.920]  結果這件事
[00:16:09.920 --> 00:16:11.920]  他媽媽看在眼裡
[00:16:11.920 --> 00:16:13.920]  他媽媽說我不想這件血案
[00:16:13.920 --> 00:16:14.920]  在家裏發生
[00:16:14.920 --> 00:16:16.920]  其實差不多是間接造成的
[00:16:16.920 --> 00:16:18.920]  不過她不想見到這件事發生
[00:16:18.920 --> 00:16:20.920]  所以就叫這個小兒子
[00:16:20.920 --> 00:16:23.920]  他所愛的小兒子逃命
[00:16:23.920 --> 00:16:24.920]  逃去哪裏呢
[00:16:24.920 --> 00:16:26.920]  逃回他自己愛家
[00:16:26.920 --> 00:16:27.920]  他媽媽的家裏
[00:16:27.920 --> 00:16:30.920]  是一段相當長遠的路程
[00:16:30.920 --> 00:16:32.920]  由現在以色列的近死開地方
[00:16:32.920 --> 00:16:34.920]  那個別士巴的地方
[00:16:34.920 --> 00:16:35.920]  一直走
[00:16:35.920 --> 00:16:38.920]  走到差不多是現在伊拉克的地方
[00:16:38.920 --> 00:16:40.920]  一段相當長的路程
[00:16:40.920 --> 00:16:43.920]  在他嬌生慣養
[00:16:43.920 --> 00:16:46.920]  在一個大家族長大的雅各
[00:16:46.920 --> 00:16:49.920]  很慌忙逃命的時間
[00:16:49.920 --> 00:16:52.920]  聖經記載他走到一個曠野
[00:16:52.920 --> 00:16:54.920]  四處無人
[00:16:54.920 --> 00:16:57.920]  求助無門的時間
[00:16:57.920 --> 00:17:02.920]  上帝竟然憐憫他
[00:17:02.920 --> 00:17:03.920]  一個這麼狡猾
[00:17:03.920 --> 00:17:06.920]  玩弄手段不誠實
[00:17:06.920 --> 00:17:08.920]  甚至是罪有應得的人
[00:17:08.920 --> 00:17:10.920]  上帝竟然憐憫他
[00:17:10.920 --> 00:17:13.920]  在這個曠野裏面向他顯現
[00:17:13.920 --> 00:17:16.920]  顯現給他見到一個很特別的景象
[00:17:16.920 --> 00:17:18.920]  就好像天打開了一樣
[00:17:18.920 --> 00:17:21.920]  有上帝的使者在天上的一條梯
[00:17:21.920 --> 00:17:23.920]  一直下來到他身上
[00:17:23.920 --> 00:17:27.920]  即是說上帝會賜福會員的同在
[00:17:27.920 --> 00:17:30.920]  這個差不多是超乎我們所想像的
[00:17:30.920 --> 00:17:33.920]  我們以為他做得不好
[00:17:33.920 --> 00:17:35.920]  上帝當然懲罰他
[00:17:35.920 --> 00:17:38.920]  為何上帝竟然在這個時間
[00:17:38.920 --> 00:17:42.920]  會賜福給一個很狡猾
[00:17:42.920 --> 00:17:45.920]  很不誠實的雅各
[00:17:45.920 --> 00:17:46.920]  說到雅各
[00:17:46.920 --> 00:17:50.920]  轉轉就逃命去到他舅父
[00:17:50.920 --> 00:17:52.920]  即是他媽媽的弟弟的家
[00:17:52.920 --> 00:17:54.920]  名叫拉班
[00:17:54.920 --> 00:17:58.920]  拉班也是一個狡猾的人
[00:17:58.920 --> 00:18:00.920]  碰到狡猾的人
[00:18:00.920 --> 00:18:02.920]  當然有很多故事會發生
[00:18:02.920 --> 00:18:04.920]  聖經裏面記載
[00:18:04.920 --> 00:18:07.920]  當這位雅各去到這個家的時間
[00:18:07.920 --> 00:18:10.920]  他說我幫你家打工
[00:18:10.920 --> 00:18:12.920]  幫你做苦工
[00:18:12.920 --> 00:18:15.920]  幫你做勞動的工作
