
[00:00:00.000 --> 00:00:03.000]  各位弟子們 早安
[00:03:53.000 --> 00:03:55.000]  不可以沒有電腦
[00:03:55.000 --> 00:03:57.000]  這個就是我們很多溝通
[00:03:57.000 --> 00:04:00.000]  但不等於我們友誼好了
[00:04:00.000 --> 00:04:02.000]  我們很多溝通
[00:04:02.000 --> 00:04:04.000]  吃什麼馬上就被人知道
[00:04:04.000 --> 00:04:07.000]  馬上就對面見到
[00:04:07.000 --> 00:04:10.000]  不過我們能夠建立友誼
[00:04:10.000 --> 00:04:13.000]  不一定因為溝通多了而好了
[00:04:13.000 --> 00:04:17.000]  旁邊的人好像當完全不存在
[00:04:17.000 --> 00:04:20.000]  今天在這段經文裡面
[00:04:20.000 --> 00:04:23.000]  我很想集中看看友誼 看看友情
[00:04:23.000 --> 00:04:27.000]  這段經文 三部意記上18章 第1到16節
[00:04:27.000 --> 00:04:30.000]  我會看上下文 多些經文
[00:04:30.000 --> 00:04:32.000]  主要有三個人物
[00:04:32.000 --> 00:04:37.000]  一個是約拿丹 一個是大衛 一個是蘇洛
[00:04:37.000 --> 00:04:42.000]  這三個人怎樣去面對友誼這個問題
[00:04:42.000 --> 00:04:45.000]  你看這三個人面對友誼的方法
[00:04:45.000 --> 00:04:49.000]  大概反映今天我們 包括主人
[00:04:49.000 --> 00:04:51.000]  我們怎樣去看待友誼
[00:04:51.000 --> 00:04:53.000]  究竟你會選擇哪一類
[00:04:53.000 --> 00:04:57.000]  第一個就是約拿丹
[00:04:57.000 --> 00:05:02.000]  約拿丹我想是一個非常難得的一位弟兄
[00:05:02.000 --> 00:05:05.000]  很多人將他兒子的名字改為Jonathan
[00:05:05.000 --> 00:05:11.000]  原因是約拿丹是一個非常美好的榜樣
[00:05:11.000 --> 00:05:13.000]  約拿丹在這裡我們看到
[00:05:13.000 --> 00:05:18.000]  他很珍惜和主動的去建立友誼
[00:05:18.000 --> 00:05:20.000]  他建立友誼的方法在聖經裡面說
[00:05:20.000 --> 00:05:22.000]  第18章第一節說
[00:05:22.000 --> 00:05:25.000]  大衛對蘇羅說完了話
[00:05:25.000 --> 00:05:29.000]  約拿丹的心與大衛的心心相契合
[00:05:29.000 --> 00:05:32.000]  大衛與蘇羅作王的說完了話
[00:05:32.000 --> 00:05:35.000]  上文就是第17章 三部意記上17章
[00:05:35.000 --> 00:05:40.000]  17章記載在以色列人不知道怎樣算的時候
[00:05:40.000 --> 00:05:43.000]  面對國家一個菲利士人巨人哥利亞
[00:05:43.000 --> 00:05:45.000]  他們不知道怎樣算的時候
[00:05:45.000 --> 00:05:48.000]  這位完全沒有作戰經驗的年輕人大衛
[00:05:48.000 --> 00:05:53.000]  竟然勇敢地拿著幾顆石頭出去將這個巨人哥利亞打死
[00:05:53.000 --> 00:05:59.000]  如果看上文接著上文的17章的第58節說
[00:05:59.000 --> 00:06:03.000]  大衛拿著哥利亞的人頭一路回來
[00:06:03.000 --> 00:06:07.000]  在這個戰陣去到自己陣營裡面的蘇羅的地方
[00:06:07.000 --> 00:06:09.000]  蘇羅當然非常高興
[00:06:09.000 --> 00:06:13.000]  覺得這位年輕人幫他解決了國家的危機
[00:06:13.000 --> 00:06:16.000]  歡迎他回來這個陣營裡面
[00:06:16.000 --> 00:06:19.000]  但是約拿丹多了一步
[00:06:19.000 --> 00:06:21.000]  他不單只是很開心這個問題解決
[00:06:21.000 --> 00:06:24.000]  他還喜歡這個人 他喜歡大衛
[00:06:24.000 --> 00:06:30.000]  聖經說約拿丹的心與大衛的心心相契合
[00:06:30.000 --> 00:06:33.000]  心相契合這個說法
[00:06:33.000 --> 00:06:38.000]  如果我們將它的意思完全說出來的話
[00:06:38.000 --> 00:06:42.000]  就好像織毛衣 將毛織在一起
[00:06:42.000 --> 00:06:45.000]  就是說兩個的心好像織在一起
[00:06:45.000 --> 00:06:49.000]  所以有些人甚至將經文無限上綱
[00:06:49.000 --> 00:06:53.000]  大衛和約拿丹一定是同性戀關係
[00:06:53.000 --> 00:06:56.000]  這是一個很無稽的指控
[00:06:56.000 --> 00:07:01.000]  好像不相信同性之間有純粹的友誼
[00:07:01.000 --> 00:07:11.000]  男的都可以彼此相愛相處
[00:07:11.000 --> 00:07:15.000]  但有人形容男的不懂得表達自己
[00:07:15.000 --> 00:07:17.000]  不知道有沒有聽過這樣說
[00:07:17.000 --> 00:07:21.000]  男的就算心裡有很多問題
[00:07:21.000 --> 00:07:25.000]  約個朋友出來聊天 最後回家都沒有聊到
[00:07:25.000 --> 00:07:27.000]  我不知道有沒有聽過這樣說
[00:07:27.000 --> 00:07:29.000]  「出來喝東西吧」
[00:07:29.000 --> 00:07:32.000]  「明白了 明白了 不用這麼說了 乾杯 乾杯」
[00:07:32.000 --> 00:07:35.000]  「行了 心照了 乾杯 乾杯」
[00:07:35.000 --> 00:07:38.000]  回家的時候都沒有說話
[00:07:38.000 --> 00:07:43.000]  但這不是所有弟兄男性都是這樣的
[00:07:43.000 --> 00:07:45.000]  我剛剛從多倫多回來
[00:07:45.000 --> 00:07:47.000]  有一個弟兄一對夫婦
[00:07:47.000 --> 00:07:49.000]  跟我們夫婦約好
[00:07:49.000 --> 00:07:51.000]  很難約時間
[00:07:51.000 --> 00:07:55.000]  所以他專程由芝加哥開車上去多倫多
[00:07:55.000 --> 00:07:57.000]  我就去多倫多領會
[00:07:57.000 --> 00:08:00.000]  我也特意定了一天
[00:08:00.000 --> 00:08:03.000]  什麼都不要跟別人有什麼安排
[00:08:03.000 --> 00:08:05.000]  就約了他一起聊天
[00:08:05.000 --> 00:08:08.000]  第一件事
[00:08:08.000 --> 00:08:10.000]  來到我們酒店
[00:08:10.000 --> 00:08:12.000]  送了一些禮物給我們
[00:08:12.000 --> 00:08:17.000]  我今天穿這件毛衣去送
[00:08:17.000 --> 00:08:19.000]  他說他有個習慣
[00:08:19.000 --> 00:08:22.000]  很喜歡送給像他家人那麼好的朋友
[00:08:22.000 --> 00:08:25.000]  所以他習慣喜歡什麼就想想
[00:08:25.000 --> 00:08:27.000]  送東西給他
[00:08:27.000 --> 00:08:30.000]  我很珍惜這些友誼
[00:08:30.000 --> 00:08:33.000]  很真誠地相處
[00:08:33.000 --> 00:08:36.000]  我猜如果無限上綱
[00:08:36.000 --> 00:08:38.000]  當你經文扭曲來說
[00:08:38.000 --> 00:08:40.000]  這個典型就是將你意思
[00:08:40.000 --> 00:08:43.000]  將你自己想要的東西讀盡聖經
[00:08:43.000 --> 00:08:44.000]  這個不應該的
[00:08:44.000 --> 00:08:46.000]  我們應該從聖經讀出來
[00:08:46.000 --> 00:08:47.000]  影響我們生活
[00:08:47.000 --> 00:08:50.000]  不是將我們本身有價值觀念讀到聖經裏面
[00:08:50.000 --> 00:08:54.000]  很明顯這裏說到約拿丹很真誠地
[00:08:54.000 --> 00:08:58.000]  很有決心地愛大衛
[00:08:58.000 --> 00:09:03.000]  後來我們見到他和大衛
[00:09:03.000 --> 00:09:04.000]  甚至他們的後裔
[00:09:04.000 --> 00:09:07.000]  都因為他們的真誠相處
[00:09:07.000 --> 00:09:10.000]  造福了他們的後代
[00:09:10.000 --> 00:09:15.000]  同樣地我們見到
[00:09:15.000 --> 00:09:16.000]  總結一句說話
[00:09:16.000 --> 00:09:21.000]  約拿丹為什麼可以那麼好對朋友呢
[00:09:21.000 --> 00:09:23.000]  我找了一句說話
[00:09:23.000 --> 00:09:25.000]  就是廈文的20章第4節
[00:09:25.000 --> 00:09:26.000]  我一起讀出好不好
[00:09:26.000 --> 00:09:29.000]  約拿丹對大衛說
[00:09:29.000 --> 00:09:31.000]  你心裏所求的
[00:09:31.000 --> 00:09:33.000]  我必為你承襲
[00:09:33.000 --> 00:09:37.000]  我不知道你多久
[00:09:37.000 --> 00:09:41.000]  從來沒有聽過人跟你說過這句話
[00:09:41.000 --> 00:09:44.000]  除了你丈夫跟你求婚的時候說過之外
[00:09:44.000 --> 00:09:47.000]  你心裏所求的
[00:09:47.000 --> 00:09:50.000]  我必為你承襲
[00:09:50.000 --> 00:09:53.000]  很多男士在結婚前都喜歡說這句話
[00:09:53.000 --> 00:09:54.000]  或者類似這句話
[00:09:54.000 --> 00:09:56.000]  你要什麼我都給你
[00:09:56.000 --> 00:09:58.000]  天上的月亮都給你
[00:09:58.000 --> 00:10:00.000]  當然不要相信
[00:10:00.000 --> 00:10:02.000]  結婚之後就說
[00:10:02.000 --> 00:10:04.000]  我心裏所求的
[00:10:04.000 --> 00:10:06.000]  願你為我承受
[00:10:06.000 --> 00:10:10.000]  煮好飯 弄好家庭
[00:10:10.000 --> 00:10:13.000]  剛才我提到在多倫多遇見的
[00:10:13.000 --> 00:10:14.000]  這位從芝加哥上來的弟兄
[00:10:14.000 --> 00:10:15.000]  就是這樣
[00:10:15.000 --> 00:10:17.000]  當我們想一想
[00:10:17.000 --> 00:10:19.000]  有一天我們預了一起見面
[00:10:19.000 --> 00:10:20.000]  去哪裡好呢
[00:10:20.000 --> 00:10:25.000]  他說我已經二十年沒去過尼瓜拉瓜大瀑布了
[00:10:25.000 --> 00:10:26.000]  然後他就說
[00:10:26.000 --> 00:10:27.000]  不要緊
[00:10:27.000 --> 00:10:28.000]  雖然他很忙
[00:10:28.000 --> 00:10:30.000]  他說我跟你去完
[00:10:30.000 --> 00:10:31.000]  我說不用了
[00:10:31.000 --> 00:10:32.000]  這麼遠不用了
[00:10:32.000 --> 00:10:33.000]  我不一定要去
[00:10:33.000 --> 00:10:34.000]  他說
[00:10:34.000 --> 00:10:35.000]  你心裏所求的
[00:10:35.000 --> 00:10:37.000]  我必為你承受
[00:10:37.000 --> 00:10:40.000]  真是多窩心
[00:10:40.000 --> 00:10:41.000]  你跟隔壁的說一說
[00:10:41.000 --> 00:10:43.000]  真誠說一說
[00:10:43.000 --> 00:10:45.000]  你跟你那位真正的朋友
[00:10:45.000 --> 00:10:47.000]  或者你的家人說一說
[00:10:47.000 --> 00:10:48.000]  我答應你
[00:10:48.000 --> 00:10:49.000]  如若那家樣
[00:10:49.000 --> 00:10:51.000]  我做朋友的標準就是
[00:10:51.000 --> 00:10:52.000]  你心裏所求的
[00:10:52.000 --> 00:10:54.000]  我必為你承受
[00:10:54.000 --> 00:10:55.000]  你問一問
[00:10:55.000 --> 00:10:56.000]  你喜歡哪裡吃東西
[00:10:56.000 --> 00:10:59.000]  你就為他承受
[00:10:59.000 --> 00:11:08.000]  這個表現正正就是朋友相處很重要的原則
[00:11:08.000 --> 00:11:11.000]  就是你能夠為對方
[00:11:11.000 --> 00:11:14.000]  能夠為對方的需要
[00:11:14.000 --> 00:11:16.000]  對方的好處
[00:11:16.000 --> 00:11:20.000]  建立對方做友誼的基礎
[00:11:20.000 --> 00:11:21.000]  你現在看到
[00:11:21.000 --> 00:11:23.000]  數落岩相反
[00:11:23.000 --> 00:11:28.000]  當你能夠以對方為你友誼的中心的話
[00:11:28.000 --> 00:11:31.000]  你一定不缺乏朋友
[00:11:31.000 --> 00:11:33.000]  很多時人生越走越孤獨的原因
[00:11:33.000 --> 00:11:36.000]  就是因為我很多時越是想拿實
[00:11:36.000 --> 00:11:38.000]  越是想人家對我好
[00:11:38.000 --> 00:11:40.000]  你朋友
[00:11:40.000 --> 00:11:41.000]  真誠的朋友
[00:11:41.000 --> 00:11:43.000]  就越來越少
[00:11:43.000 --> 00:11:47.000]  我在教會的幕會碰到一些啼笑皆悲的情況
[00:11:47.000 --> 00:11:49.000]  有個姐妹
[00:11:49.000 --> 00:11:51.000]  她很熱心
[00:11:51.000 --> 00:11:53.000]  帶了一個朋友回來教會
[00:11:53.000 --> 00:11:54.000]  好事來
[00:11:54.000 --> 00:11:55.000]  後來上了主
[00:11:55.000 --> 00:11:57.000]  這個朋友上了主
[00:11:57.000 --> 00:11:58.000]  在教會玩成長了
[00:11:58.000 --> 00:12:01.000]  也參加團契和其他人認識多了
[00:12:01.000 --> 00:12:02.000]  接著帶她回來
[00:12:02.000 --> 00:12:03.000]  那個姐妹發脾氣
[00:12:03.000 --> 00:12:04.000]  為什麼發脾氣呢
[00:12:04.000 --> 00:12:06.000]  她說以後不帶人回來
[00:12:06.000 --> 00:12:07.000]  為什麼呢
[00:12:07.000 --> 00:12:08.000]  我帶了回來之後
[00:12:08.000 --> 00:12:09.000]  沒有了自己的朋友
[00:12:09.000 --> 00:12:10.000]  她回來之後
[00:12:10.000 --> 00:12:12.000]  大家都和她做朋友
[00:12:12.000 --> 00:12:13.000]  都不同
[00:12:13.000 --> 00:12:14.000]  沒有時間給我
[00:12:14.000 --> 00:12:15.000]  所以我現在不帶人回來了
[00:12:15.000 --> 00:12:17.000]  這樣也行
[00:12:17.000 --> 00:12:20.000]  那種要擁有
[00:12:20.000 --> 00:12:22.000]  要自我中心的心
[00:12:22.000 --> 00:12:25.000]  令到自己人生裏面
[00:12:25.000 --> 00:12:27.000]  是越來越沒有朋友
[00:12:27.000 --> 00:12:30.000]  一個很弔詭的情況
[00:12:30.000 --> 00:12:31.000]  你越緊張
[00:12:31.000 --> 00:12:32.000]  越抓實
[00:12:32.000 --> 00:12:33.000]  你就越沒有
[00:12:33.000 --> 00:12:34.000]  相反來說
[00:12:34.000 --> 00:12:37.000]  你見到若拿丹就是你心裏所求的
[00:12:37.000 --> 00:12:39.000]  我必為你成就
[00:12:39.000 --> 00:12:40.000]  我一齊講一次
[00:12:40.000 --> 00:12:41.000]  讓你記住這句話
[00:12:41.000 --> 00:12:42.000]  散會的時候也記得
[00:12:42.000 --> 00:12:43.000]  我一齊講
[00:12:43.000 --> 00:12:45.000]  你心裏所求的
[00:12:45.000 --> 00:12:47.000]  我必為你成就
[00:12:47.000 --> 00:12:48.000]  你真的和旁邊的人講一次
[00:12:48.000 --> 00:12:56.000]  真誠一點
[00:12:56.000 --> 00:13:02.000]  很久沒有說過這些話
[00:13:02.000 --> 00:13:09.000]  你見到若拿丹就是一個這樣的心
[00:13:09.000 --> 00:13:10.000]  但他接著問
[00:13:10.000 --> 00:13:15.000]  為什麼若拿丹和這麼多人不同呢
[00:13:15.000 --> 00:13:18.000]  我覺得這個做法非常艱難
[00:13:18.000 --> 00:13:20.000]  因為你和我
[00:13:20.000 --> 00:13:22.000]  相信絕大部分的人
[00:13:22.000 --> 00:13:24.000]  都是與生俱來
[00:13:24.000 --> 00:13:25.000]  自我中心
[00:13:25.000 --> 00:13:27.000]  不知道你承不承認
[00:13:27.000 --> 00:13:28.000]  與生俱來
[00:13:28.000 --> 00:13:31.000]  都是自我中心
[00:13:31.000 --> 00:13:32.000]  所以我們怎麼能夠說
[00:13:32.000 --> 00:13:33.000]  你心裏所求的
[00:13:33.000 --> 00:13:35.000]  我必為你成就呢
[00:13:35.000 --> 00:13:37.000]  若拿丹究竟有什麼秘訣
[00:13:37.000 --> 00:13:39.000]  他可以這樣做呢
[00:13:39.000 --> 00:13:41.000]  當然我們對若拿丹其他的事跡
[00:13:41.000 --> 00:13:42.000]  我們知道不是很多
[00:13:42.000 --> 00:13:44.000]  不過在聖經裏面有說的地方
[00:13:44.000 --> 00:13:47.000]  卻是給我們有很多提醒
[00:13:47.000 --> 00:13:48.000]  聖經裏面說
[00:13:48.000 --> 00:13:51.000]  若拿丹的動力是從哪裏來的呢
[00:13:51.000 --> 00:13:55.000]  在上文有幾段經文形容若拿丹
[00:13:55.000 --> 00:13:57.000]  十四章第六節說
[00:13:57.000 --> 00:13:58.000]  若拿丹對拿兵器的少年說
[00:13:58.000 --> 00:14:01.000]  因為而說使人得勝不在乎人多人少
[00:14:01.000 --> 00:14:04.000]  原來上文在撒美爾記上十四章
[00:14:04.000 --> 00:14:07.000]  當菲利士人重重包圍以色列人的時候
[00:14:07.000 --> 00:14:09.000]  以色列人走剩六百人
[00:14:09.000 --> 00:14:11.000]  而聖經形容菲利士人
[00:14:11.000 --> 00:14:13.000]  好像沙一樣圍住他們
[00:14:13.000 --> 00:14:15.000]  基本上不能打的
[00:14:15.000 --> 00:14:17.000]  在這麼艱難的時間
[00:14:17.000 --> 00:14:20.000]  這位若拿丹可能當時年輕人
[00:14:20.000 --> 00:14:21.000]  或者二十歲出頭
[00:14:21.000 --> 00:14:24.000]  他很勇敢地帶著隨從兩個人
[00:14:24.000 --> 00:14:27.000]  走到菲利士人的陣營裏面
[00:14:27.000 --> 00:14:29.000]  他為什麼這麼勇敢呢
[00:14:29.000 --> 00:14:30.000]  因為他說
[00:14:30.000 --> 00:14:33.000]  而說使人得勝不在乎人多人少
[00:14:33.000 --> 00:14:35.000]  他對上帝很有信心
[00:14:35.000 --> 00:14:36.000]  聖經接著說
[00:14:36.000 --> 00:14:37.000]  這場戰爭
[00:14:37.000 --> 00:14:39.000]  那天而說使人得勝
[00:14:39.000 --> 00:14:41.000]  終於打贏了
[00:14:41.000 --> 00:14:42.000]  神子親自動手
[00:14:42.000 --> 00:14:44.000]  是因為有人對上帝很有信心
[00:14:44.000 --> 00:14:46.000]  走到最危險的地方
[00:14:46.000 --> 00:14:49.000]  然後上帝親自動功
[00:14:49.000 --> 00:14:53.000]  最後他們打勝之後
[00:14:53.000 --> 00:14:54.000]  聖經這樣說
[00:14:54.000 --> 00:14:56.000]  因為他這位若拿丹
[00:14:56.000 --> 00:15:00.000]  今日與神一同作事
[00:15:00.000 --> 00:15:02.000]  簡單地說
[00:15:02.000 --> 00:15:04.000]  若拿丹為什麼有動力
[00:15:04.000 --> 00:15:09.000]  可以做一個以他人為中心的朋友呢
[00:15:09.000 --> 00:15:10.000]  因為若拿丹
[00:15:10.000 --> 00:15:12.000]  其中生命的質素見到
[00:15:12.000 --> 00:15:14.000]  就是敬畏上帝
[00:15:14.000 --> 00:15:18.000]  兄弟姐妹當然我們與朋友交往
[00:15:18.000 --> 00:15:20.000]  有很多因素
[00:15:20.000 --> 00:15:22.000]  我們性格
[00:15:22.000 --> 00:15:23.000]  我們成長背景
[00:15:23.000 --> 00:15:25.000]  周圍的環境
[00:15:25.000 --> 00:15:26.000]  那些朋友是怎樣呢
[00:15:26.000 --> 00:15:27.000]  文化
[00:15:27.000 --> 00:15:31.000]  或者我們那時的心情
[00:15:31.000 --> 00:15:32.000]  等等
[00:15:32.000 --> 00:15:35.000]  都會影響我們與朋友的交往
[00:15:35.000 --> 00:15:37.000]  其中一個因素
[00:15:37.000 --> 00:15:38.000]  我們很少這樣想
[00:15:38.000 --> 00:15:40.000]  特別是教會裏面
[00:15:40.000 --> 00:15:41.000]  有沒有想過
[00:15:41.000 --> 00:15:43.000]  我們與神的關係
[00:15:43.000 --> 00:15:46.000]  會影響我們與人的關係呢
[00:15:46.000 --> 00:15:49.000]  有沒有想過呢
[00:15:49.000 --> 00:15:52.000]  我與神的關係
[00:15:52.000 --> 00:15:55.000]  會影響我與子女
[00:15:55.000 --> 00:15:57.000]  我與我的配偶
[00:15:57.000 --> 00:16:00.000]  我與教會弟兄姐妹的關係
[00:16:00.000 --> 00:16:02.000]  如果與神的關係不好
[00:16:02.000 --> 00:16:04.000]  你會比較憤怒
[00:16:04.000 --> 00:16:06.000]  但當我與神的關係好的時候
[00:16:06.000 --> 00:16:07.000]  我知道那個罪人
[00:16:07.000 --> 00:16:08.000]  上帝愛我
[00:16:08.000 --> 00:16:10.000]  上帝接納我
[00:16:10.000 --> 00:16:12.000]  你愛的動力
[00:16:12.000 --> 00:16:13.000]  能夠主動關心人
[00:16:13.000 --> 00:16:15.000]  以對方為中心
[00:16:15.000 --> 00:16:17.000]  那個動力就會加強
[00:16:17.000 --> 00:16:19.000]  兄弟姐妹
[00:16:19.000 --> 00:16:20.000]  敬畏上帝
[00:16:20.000 --> 00:16:24.000]  雖然敬畏上帝不是解決一切問題
[00:16:24.000 --> 00:16:26.000]  請你不要以為敬畏上帝
[00:16:26.000 --> 00:16:28.000]  就等於我熱心侍奉
[00:16:28.000 --> 00:16:30.000]  在教會裏面有很多侍奉
[00:16:30.000 --> 00:16:31.000]  我不是說這件事
[00:16:31.000 --> 00:16:32.000]  我是說你的生命
[00:16:32.000 --> 00:16:34.000]  我不是說你在做什麼
[00:16:34.000 --> 00:16:35.000]  用英文說
[00:16:35.000 --> 00:16:36.000]  我不是說你doing
[00:16:36.000 --> 00:16:37.000]  我是說你的being
[00:16:37.000 --> 00:16:38.000]  你是一個怎樣的人
[00:16:38.000 --> 00:16:42.000]  當你與上帝有更親密的交往
[00:16:42.000 --> 00:16:44.000]  見到上帝恩典的時候
[00:16:44.000 --> 00:16:48.000]  你自然會對人有更大的恩典
[00:16:48.000 --> 00:16:51.000]  在《新約聖經》耶穌的比喻裏面
[00:16:51.000 --> 00:16:52.000]  都是這樣說
[00:16:52.000 --> 00:16:53.000]  兄弟姐妹
[00:16:53.000 --> 00:16:54.000]  如果你對人很苛刻的話
[00:16:54.000 --> 00:16:57.000]  大概你對神的關係
[00:16:57.000 --> 00:16:59.000]  可能不是很深
[00:16:59.000 --> 00:17:01.000]  有些人甚至說到
[00:17:01.000 --> 00:17:03.000]  我有一種恩賜
[00:17:03.000 --> 00:17:04.000]  厲害了
[00:17:04.000 --> 00:17:06.000]  我有一種批判的恩賜
[00:17:06.000 --> 00:17:09.000]  我見就知道有什麼問題
[00:17:09.000 --> 00:17:11.000]  不過感謝神在聖經裏面
[00:17:11.000 --> 00:17:13.000]  從來沒有將批判成為恩賜
[00:17:13.000 --> 00:17:17.000]  聖經裏面從來沒有一種恩賜叫批判
[00:17:17.000 --> 00:17:19.000]  所以你不要自以為有批判就是恩賜
[00:17:19.000 --> 00:17:23.000]  反而怎樣去造就人
[00:17:23.000 --> 00:17:24.000]  以對方為中心
[00:17:24.000 --> 00:17:26.000]  那個才是真正的恩賜
[00:17:26.000 --> 00:17:30.000]  約拿丹有一個很主動和人建立關係
[00:17:30.000 --> 00:17:36.000]  和很能夠放下自己那種友誼的方法
[00:17:36.000 --> 00:17:37.000]  很值得我們羨慕
[00:17:37.000 --> 00:17:39.000]  相反來說
[00:17:39.000 --> 00:17:43.000]  他的父親就剛剛相反
[00:17:43.000 --> 00:17:44.000]  蘇羅
[00:17:44.000 --> 00:17:49.000]  他可以成為一種破壞友誼的代表
[00:17:49.000 --> 00:17:52.000]  蘇羅其實最初的時間
[00:17:52.000 --> 00:17:54.000]  和他的兒子一樣
[00:17:54.000 --> 00:17:56.000]  他很歡迎大衛回來
[00:17:56.000 --> 00:17:58.000]  因為大衛幫他們解決國家危機
[00:17:58.000 --> 00:18:01.000]  他做皇帝當然是第一個要多謝他的人
[00:18:01.000 --> 00:18:04.000]  他怎樣讚賞大衛呢
[00:18:04.000 --> 00:18:05.000]  十八章第二節說
[00:18:05.000 --> 00:18:07.000]  那天蘇羅留住大衛
[00:18:07.000 --> 00:18:08.000]  不容他回父家
[00:18:08.000 --> 00:18:12.000]  見到這位年輕人
[00:18:12.000 --> 00:18:14.000]  能夠幫他解決
[00:18:14.000 --> 00:18:15.000]  他很想留下他
[00:18:15.000 --> 00:18:16.000]  繼續幫助他
[00:18:16.000 --> 00:18:19.000]  蘇羅都很欣賞大衛
[00:18:19.000 --> 00:18:21.000]  然後第二節說
[00:18:21.000 --> 00:18:23.000]  他就將他立做戰士長
[00:18:24.000 --> 00:18:28.000]  他和百姓神僕都很喜悅他
[00:18:28.000 --> 00:18:31.000]  劉以昇用的字眼是喜悅
[00:18:31.000 --> 00:18:33.000]  用今天的說話說
[00:18:33.000 --> 00:18:34.000]  就是like他
