
[00:00:00.000 --> 00:00:03.400]  我們再打開《使徒行傳》第九章
[00:01:38.400 --> 00:01:41.200]  只不過是一個三四等公民
[00:01:41.200 --> 00:01:45.200]  一個小的宗教群體
[00:01:45.200 --> 00:01:47.400]  所以從這個角度來說
[00:01:47.400 --> 00:01:52.200]  耶穌基督所發展出來的基督教
[00:01:52.200 --> 00:01:57.200]  頂多只不過是一個當時偉大的羅馬帝國裡面
[00:01:57.200 --> 00:02:03.600]  一個很小的宗派裡面一個叛教者的教派而已
[00:02:03.600 --> 00:02:08.000]  真正將基督教如果從歷史的角度來說
[00:02:08.000 --> 00:02:11.200]  將它成為一個普世的宗教
[00:02:11.200 --> 00:02:15.200]  接在一個希臘羅馬的文化土壤裡面
[00:02:15.200 --> 00:02:18.200]  最終成為人類歷史裡面最重要的宗教
[00:02:18.200 --> 00:02:20.400]  就是整個歐洲後來美洲
[00:02:20.400 --> 00:02:24.200]  到整個世界的宣教到今天你和我坐在這裡
[00:02:24.200 --> 00:02:27.200]  就是因為這位保羅
[00:02:27.200 --> 00:02:32.400]  在大馬式或者大馬士革路上的經驗
[00:02:32.400 --> 00:02:38.200]  還有加上這位阿拿尼亞
[00:02:38.200 --> 00:02:40.200]  這位不是很見經傳
[00:02:40.200 --> 00:02:44.000]  也不是後來我們很多人留意他的人
[00:02:44.000 --> 00:02:46.800]  對這位保羅第一次的接待
[00:02:46.800 --> 00:02:49.200]  作為一位弟兄的接待
[00:02:49.200 --> 00:02:52.200]  所以今天我們特別留意研究這兩個人
[00:02:52.200 --> 00:02:55.800]  我們夠膽說這兩個人的經驗
[00:02:55.800 --> 00:02:59.000]  扭轉了整個人類的歷史
[00:02:59.000 --> 00:03:03.000]  你說這麼嚴重?是
[00:03:03.000 --> 00:03:06.000]  我相信這兩個人在當時
[00:03:06.000 --> 00:03:09.800]  甚至他到死那天都從來沒有想過
[00:03:09.800 --> 00:03:12.600]  在人生裡面這些經驗
[00:03:12.600 --> 00:03:15.400]  是會影響這麼大這麼重要
[00:03:15.400 --> 00:03:18.200]  只有一位知道就是我們的神
[00:03:18.200 --> 00:03:19.600]  我們的上帝
[00:03:19.600 --> 00:03:24.000]  在他自己的永世計劃裡面已經安排好
[00:03:24.000 --> 00:03:25.800]  用我們比較今天的術語來說
[00:03:25.800 --> 00:03:28.200]  好像一個導演寫了劇本
[00:03:28.200 --> 00:03:30.800]  不過導演寫了劇本
[00:03:30.800 --> 00:03:34.600]  演的時候還有演員還有配合做出來
[00:03:34.600 --> 00:03:38.200]  我相信整件的事情
[00:03:38.200 --> 00:03:40.800]  就是這樣展開了一個基督教
[00:03:40.800 --> 00:03:43.400]  演的人類的改變
[00:03:43.400 --> 00:03:45.600]  所以我們試著這樣回看的時候
[00:03:45.600 --> 00:03:47.800]  我們覺得真的很驚訝
[00:03:47.800 --> 00:03:50.000]  好了今天我們就試著用一些時間
[00:03:50.000 --> 00:03:54.400]  去研究一下這兩個人或者兩段的經歷
[00:03:54.400 --> 00:03:58.000]  保羅當時叫做蘇羅的經驗
[00:03:58.000 --> 00:04:01.200]  和阿拿尼亞的經驗
[00:04:01.200 --> 00:04:04.600]  兩個人都可以說在禱告當中
[00:04:04.600 --> 00:04:06.800]  在他的屬靈的體驗裡面
[00:04:06.800 --> 00:04:10.600]  領受了很不尋常的經歷異象
[00:04:10.600 --> 00:04:12.200]  然後改變了他自己
[00:04:12.200 --> 00:04:16.000]  現在改變了歷史
[00:04:16.000 --> 00:04:19.400]  這段聖經就是
[00:04:19.400 --> 00:04:23.000]  《使徒行傳》的作者路加的記載
[00:04:23.000 --> 00:04:25.600]  其實如果你看《使徒行傳》裡面
[00:04:25.600 --> 00:04:28.000]  保羅他自己後來
[00:04:28.000 --> 00:04:32.200]  都有兩次再複述這一局的經驗
[00:04:32.200 --> 00:04:35.600]  另外一段就是在第22章的《使徒行傳》
[00:04:35.600 --> 00:04:38.600]  那時候他是面對猶太群眾裡面
[00:04:38.600 --> 00:04:42.400]  重新複述他這一次的經驗
[00:04:42.400 --> 00:04:49.800]  然後第26章他在羅馬的官員
[00:04:49.800 --> 00:04:55.000]  阿基伯王的面前再複述他這一次的經驗
[00:04:55.000 --> 00:04:58.000]  這個複述是他自己第一身的複述
[00:04:58.000 --> 00:05:02.800]  第9章就是路加做的研究歷史上的陳述
[00:05:02.800 --> 00:05:05.000]  兩個加起來三者加起來
[00:05:05.000 --> 00:05:06.800]  我相信比較完整一點
[00:05:06.800 --> 00:05:09.200]  可以看到整幅圖畫是怎麼樣
[00:05:09.200 --> 00:05:12.600]  雖然我們今天會以第9章作為主要的藍本
[00:05:12.600 --> 00:05:16.400]  但是我們有時候會參考其他第22章和第26章
[00:05:16.400 --> 00:05:17.800]  保羅他自己複述的時候
[00:05:17.800 --> 00:05:19.600]  第一身陳述的時候
[00:05:19.600 --> 00:05:22.600]  當然有很多很深刻的體會
[00:05:22.600 --> 00:05:24.200]  首先我們花點時間研究一下
[00:05:24.200 --> 00:05:31.000]  保羅在大馬士革路上的經驗
[00:05:31.000 --> 00:05:36.200]  我們剛才說整件事的起始點不是人
[00:05:36.200 --> 00:05:38.800]  是神自己
[00:05:38.800 --> 00:05:42.600]  大家我相信你都很熟悉保羅的背景
[00:05:42.600 --> 00:05:45.200]  保羅根本他未信耶穌之前
[00:05:45.200 --> 00:05:46.600]  在這個經驗之前
[00:05:46.600 --> 00:05:49.600]  他是一個極反對基督教的人
[00:05:49.600 --> 00:05:53.800]  有時候你很難想像神選一個這樣的人
[00:05:53.800 --> 00:05:55.200]  當神選一個人的時候
[00:05:55.200 --> 00:05:58.600]  有時候是以非所想的
[00:05:58.600 --> 00:06:02.400]  蘇羅或者保羅為什麼要選他呢?
[00:06:02.400 --> 00:06:04.400]  這個人有什麼好處呢?
[00:06:04.400 --> 00:06:06.000]  我們說從人的角度來說
[00:06:06.000 --> 00:06:07.600]  他是有些好處
[00:06:07.600 --> 00:06:09.600]  不過真正整件事
[00:06:09.600 --> 00:06:13.200]  真正就導演的編導的
[00:06:13.200 --> 00:06:15.000]  全部是神自己
[00:06:15.000 --> 00:06:17.600]  是神自己找保羅
[00:06:17.600 --> 00:06:19.000]  保羅自己都沒想過
[00:06:19.000 --> 00:06:21.600]  保羅大家都知道在大馬士革路上的時候
[00:06:21.600 --> 00:06:22.600]  他去做什麼呢?
[00:06:22.600 --> 00:06:26.800]  他去逼白基督教徒
[00:06:26.800 --> 00:06:28.400]  為什麼神要選他?
[00:06:28.400 --> 00:06:31.400]  我們說試一下從一個文化歷史的角度來說
[00:06:31.400 --> 00:06:33.800]  剛才說基督教如果起始點
[00:06:33.800 --> 00:06:36.800]  是耶穌基督和猶太教這個群體的話
[00:06:36.800 --> 00:06:39.800]  真的要突破這個狹小的民族
[00:06:39.800 --> 00:06:41.400]  和這種背景
[00:06:41.400 --> 00:06:44.800]  將他成為整個羅馬帝國的一個宗教的話
[00:06:44.800 --> 00:06:47.400]  是需要一個這樣的媒介人物
[00:06:47.400 --> 00:06:49.400]  就好像保羅這樣的人物
[00:06:49.400 --> 00:06:51.800]  保羅出身是一個猶太人
[00:06:51.800 --> 00:06:53.600]  他精通猶太的律法
[00:06:53.600 --> 00:06:55.000]  後來他自己的自述裡面
[00:06:55.000 --> 00:06:57.400]  他是法利賽人當中的法利賽人
[00:06:57.400 --> 00:06:59.000]  他是精通猶太的律法
[00:06:59.000 --> 00:07:01.800]  他完全明白猶太的宗教
[00:07:01.800 --> 00:07:08.600]  不過他也是在一個希臘文化的研究的學問當中成長
[00:07:08.600 --> 00:07:10.200]  所以從今天我們的說法來說
[00:07:10.200 --> 00:07:12.200]  他是by-lingual by-cultural
[00:07:12.200 --> 00:07:14.800]  就是說相語相文化的
[00:07:14.800 --> 00:07:18.000]  他完全能夠成為這個媒介者
[00:07:18.000 --> 00:07:22.200]  其實神部署在歷史上了
[00:07:22.200 --> 00:07:24.200]  沒有人想到在幾百年前
[00:07:24.200 --> 00:07:26.800]  當希臘文化興起的時候
[00:07:26.800 --> 00:07:31.800]  他預備了一種很深刻的哲學思想和文化
[00:07:31.800 --> 00:07:33.600]  來傳揚基督教
[00:07:33.600 --> 00:07:36.400]  在後來羅馬帝國興起的時候
[00:07:36.400 --> 00:07:38.400]  以他的軍事武力
[00:07:38.400 --> 00:07:40.000]  建立了一個網絡
[00:07:40.000 --> 00:07:43.600]  今天我們經常說條條大路通羅馬
[00:07:43.600 --> 00:07:45.200]  當時羅馬帝國
[00:07:45.200 --> 00:07:47.600]  因為其實當年不是為了宗教的原因
[00:07:47.600 --> 00:07:49.800]  當時是為了經濟和軍事的原因
[00:07:49.800 --> 00:07:56.400]  將整個歐洲的運輸和交通的網絡連起來
[00:07:57.000 --> 00:08:00.400]  就是說那個傳播的土壤都齊了
[00:08:00.400 --> 00:08:02.400]  就等一粒種子放下去
[00:08:02.400 --> 00:08:06.000]  這個種子播種的人物就是保羅
[00:08:06.000 --> 00:08:10.000]  所以神去選擇他是絕對有意思的
[00:08:10.000 --> 00:08:11.800]  保羅他自己都沒有想過
[00:08:11.800 --> 00:08:13.400]  當然沒有想過
[00:08:13.400 --> 00:08:15.400]  以他當時的理解就是基督教
[00:08:15.400 --> 00:08:19.200]  只不過是猶太教裡面的一個半教的支派
[00:08:19.200 --> 00:08:22.400]  作為一個虔誠的猶太教的領袖
[00:08:22.400 --> 00:08:24.400]  他就要逼迫這個宗派
[00:08:24.400 --> 00:08:26.800]  並且要將他剷盡殺絕
[00:08:26.800 --> 00:08:30.000]  耶穌和他的跟隨者全部將他殺絕
[00:08:30.000 --> 00:08:37.200]  然後他能夠做出他這個最虔誠的行動
[00:08:37.200 --> 00:08:39.800]  就是這個時間神臨到他
[00:08:39.800 --> 00:08:41.600]  在大馬士革的路上的時候
[00:08:41.600 --> 00:08:45.200]  耶穌基督復活的基督的光打倒他
[00:08:45.200 --> 00:08:48.400]  打倒他將他全個改變過來
[00:08:48.400 --> 00:08:51.000]  我們今天說這個是完全神的工作
[00:08:51.000 --> 00:08:52.800]  神要選一個人的時候
[00:08:52.800 --> 00:08:54.200]  你想都沒有想過的時間
[00:08:54.200 --> 00:08:55.600]  想都沒有想過的人物
[00:08:55.600 --> 00:08:57.000]  神就用他
[00:08:57.000 --> 00:08:59.000]  所以很多人以為信耶穌
[00:08:59.000 --> 00:09:02.400]  只不過是一些人走投無路
[00:09:02.400 --> 00:09:04.400]  人生絕路的時候
[00:09:04.400 --> 00:09:05.800]  不如信教吧 信耶穌
[00:09:05.800 --> 00:09:07.600]  有些人可能是這樣
[00:09:07.600 --> 00:09:10.200]  但是我告訴你很多基督徒絕對不是這樣
[00:09:10.200 --> 00:09:11.600]  好像保羅就不是這樣
[00:09:11.600 --> 00:09:13.600]  保羅在人生裡面最有趣的時間
[00:09:13.600 --> 00:09:16.600]  根本是一條心去逼迫基督教的時候
[00:09:16.600 --> 00:09:18.600]  突然間整個人轉過來
[00:09:18.600 --> 00:09:20.400]  因為神要用一個人的時候
[00:09:20.400 --> 00:09:21.800]  神要呼召一個人的時候
[00:09:21.800 --> 00:09:24.200]  沒有人可以抗拒
[00:09:24.200 --> 00:09:26.000]  當然這個不是表示保羅
[00:09:26.000 --> 00:09:28.000]  就像一個機械人那樣
[00:09:28.000 --> 00:09:29.200]  被神抓了
[00:09:29.200 --> 00:09:31.200]  是神真的用一個恩典的角度
[00:09:31.200 --> 00:09:33.800]  神抓他去回歸的
[00:09:33.800 --> 00:09:35.800]  不過保羅他自己我們說
[00:09:35.800 --> 00:09:38.000]  除了剛才說他這些天生
[00:09:38.000 --> 00:09:41.000]  或者他訓練的背景那種長處之外
[00:09:41.000 --> 00:09:42.600]  我覺得今天我們要了解
[00:09:42.600 --> 00:09:46.600]  保羅也有他自己個人的性格上的質素
[00:09:46.600 --> 00:09:48.600]  這件事值得我們去學習
[00:09:48.600 --> 00:09:51.200]  雖然他最初是用來逼迫基督教
[00:09:51.200 --> 00:09:52.800]  但是保羅有一樣東西很好
[00:09:52.800 --> 00:09:54.200]  他很認真
[00:09:54.200 --> 00:09:55.600]  他對真理很認真
[00:09:55.600 --> 00:09:58.000]  他要做的事情他講得出做得到
[00:09:58.000 --> 00:09:59.800]  這是一個對生命認真
[00:09:59.800 --> 00:10:01.600]  對信仰認真的人
[00:10:01.600 --> 00:10:05.000]  縱然他最初的時候受了他的背景影響
[00:10:05.000 --> 00:10:06.600]  他看錯了了解
[00:10:06.600 --> 00:10:08.400]  錯了他去逼迫基督教
[00:10:08.400 --> 00:10:10.000]  但是他這個人的質素是好的
[00:10:10.000 --> 00:10:13.400]  有時候我們說最怕你不緊張生命
[00:10:13.400 --> 00:10:14.600]  我40年信耶穌
[00:10:14.600 --> 00:10:17.000]  無數這麼多人傳過福音
[00:10:17.000 --> 00:10:18.800]  我不怕那些反對基督教的人
[00:10:18.800 --> 00:10:21.000]  我不怕那些通宵幫我罵基督教
[00:10:21.000 --> 00:10:22.600]  一開口就罵基督教
[00:10:22.600 --> 00:10:25.600]  罵到我都拍桌子了
[00:10:25.600 --> 00:10:26.400]  很激烈的那些人
[00:10:26.400 --> 00:10:28.800]  我告訴你那些人才相信耶穌
[00:10:28.800 --> 00:10:30.000]  因為他認真的
[00:10:30.000 --> 00:10:32.000]  最怕那些跟他說的沒心機跟你說
[00:10:32.000 --> 00:10:34.600]  賺錢都不夠時間
[00:10:34.600 --> 00:10:36.400]  說什麼耶穌多事
[00:10:36.400 --> 00:10:38.000]  那些人就慘了
[00:10:38.000 --> 00:10:40.000]  對生命認真的人
[00:10:40.000 --> 00:10:43.400]  是不可能真正的路入到神自己的生命當中
[00:10:43.400 --> 00:10:47.600]  保羅雖然他是很激進的
[00:10:47.600 --> 00:10:50.000]  甚至我們說他很殘忍地逼迫基督教
[00:10:50.000 --> 00:10:52.400]  但是他出於一種很認真的生命態度
[00:10:52.400 --> 00:10:53.800]  我覺得這件事很好
[00:10:53.800 --> 00:10:55.000]  然後我們特別留意
[00:10:55.000 --> 00:10:56.400]  當這件事發生的時候
[00:10:56.400 --> 00:10:58.400]  保羅說了兩句話
[00:10:58.400 --> 00:10:59.600]  很代表他的心聲
[00:10:59.600 --> 00:11:05.600]  我也希望這兩句話成為你和我在神面前學習的兩句話
[00:11:05.600 --> 00:11:06.600]  第一句
[00:11:06.600 --> 00:11:09.000]  當他在大美的色路上一往向前
[00:11:09.000 --> 00:11:12.800]  想著要做一個逼迫基督教的大行動的時候
[00:11:12.800 --> 00:11:14.200]  突然間光打下來
[00:11:14.200 --> 00:11:15.400]  光打下來的時候
[00:11:15.400 --> 00:11:16.400]  他說了一句話
[00:11:16.400 --> 00:11:18.400]  聖經裡面所說的第五節說
[00:11:18.400 --> 00:11:20.400]  主啊 你是誰
[00:11:20.400 --> 00:11:24.400]  他突然間發覺他生命突然間有一個挫折的時候
[00:11:24.400 --> 00:11:26.400]  他生命有一個很不尋常的經驗的時候
[00:11:26.400 --> 00:11:30.400]  他知道這些東西是來自另一個宇宙最高的主宰
[00:11:30.400 --> 00:11:31.400]  然後他問了一個問題
[00:11:31.400 --> 00:11:32.400]  主啊 你是誰
[00:11:32.400 --> 00:11:33.400]  當然聖經告訴他
[00:11:33.400 --> 00:11:35.400]  他聽見那位復活的主對他說
[00:11:35.400 --> 00:11:38.400]  我就是那個你一直要逼迫的耶穌
[00:11:38.400 --> 00:11:42.400]  然後第九章就沒有再說他了
[00:11:42.400 --> 00:11:44.400]  第九章就說你進入城裡面
[00:11:44.400 --> 00:11:47.400]  你應當做的事是不會告訴你的
[00:11:48.400 --> 00:11:52.400]  其實在第22章保羅複述他自己經驗的時候
[00:11:52.400 --> 00:11:54.400]  透露了他還說了一句話
[00:11:54.400 --> 00:11:56.400]  只是第九章看不到
[00:11:56.400 --> 00:11:57.400]  只是保羅說了一句
[00:11:57.400 --> 00:11:59.400]  其他就是耶穌說的
[00:11:59.400 --> 00:12:01.400]  其實保羅還說第二句
[00:12:01.400 --> 00:12:03.400]  在第22章第十節裡面
[00:12:03.400 --> 00:12:05.400]  保羅說聽見那位聲音
[00:12:05.400 --> 00:12:08.400]  那個聲音說我就是那位你要逼迫的耶穌的時候
[00:12:08.400 --> 00:12:10.400]  保羅說了第二句
[00:12:10.400 --> 00:12:11.400]  那句很有意思
[00:12:11.400 --> 00:12:14.400]  他說主啊 我當作什麼
[00:12:15.400 --> 00:12:17.400]  厲害 我覺得保羅真的厲害
[00:12:17.400 --> 00:12:18.400]  第一句
[00:12:18.400 --> 00:12:21.400]  主啊 你是誰
[00:12:21.400 --> 00:12:23.400]  這個代表了一個人
[00:12:23.400 --> 00:12:25.400]  他對生命很認真的時候
[00:12:25.400 --> 00:12:27.400]  突然間發生了這個事
[00:12:27.400 --> 00:12:30.400]  他突然間發覺原來他走的路錯了
[00:12:30.400 --> 00:12:33.400]  他就立刻要問究竟我應該怎麼走
[00:12:33.400 --> 00:12:35.400]  我應當做什麼
[00:12:35.400 --> 00:12:38.400]  我覺得這個無論如何
[00:12:38.400 --> 00:12:41.400]  這是保羅那種令我們很佩服的地方
[00:12:42.400 --> 00:12:45.400]  人生總有一些很突然的經歷
[00:12:45.400 --> 00:12:46.400]  兄弟姐妹
[00:12:46.400 --> 00:12:48.400]  當然你說我不是保羅
[00:12:48.400 --> 00:12:50.400]  我一直都信耶穌
[00:12:50.400 --> 00:12:51.400]  或者我信耶穌很多年
[00:12:51.400 --> 00:12:52.400]  我不會像他那樣逼迫基督徒
[00:12:52.400 --> 00:12:53.400]  當然不會
[00:12:53.400 --> 00:12:55.400]  每個人都有不同的情況
[00:12:55.400 --> 00:12:57.400]  反正這個歷史上只有一個是保羅
[00:12:57.400 --> 00:12:59.400]  你和我都不一定完全和保羅一樣
[00:12:59.400 --> 00:13:01.400]  不過在我們人生裡曾幾何時
[00:13:01.400 --> 00:13:04.400]  多多少少我們都會經驗過這樣的事
[00:13:04.400 --> 00:13:07.400]  一直以來我們對神有一種理解
[00:13:07.400 --> 00:13:10.400]  一直以來我們對神對我們的要求
[00:13:10.400 --> 00:13:12.400]  一直以來我們對神的要求
[00:13:12.400 --> 00:13:13.400]  一直以來我們對神的要求
[00:13:13.400 --> 00:13:14.400]  一直以來我們對神的要求
[00:13:14.400 --> 00:13:15.400]  一直以來我們對神的要求
[00:13:15.400 --> 00:13:16.400]  一直以來我們對神的要求
[00:13:16.400 --> 00:13:17.400]  一直以來我們對神的要求
[00:13:17.400 --> 00:13:18.400]  一直以來我們對神的要求
[00:13:18.400 --> 00:13:19.400]  一直以來我們對神的要求
[00:13:19.400 --> 00:13:20.400]  一直以來我們對神的要求
[00:13:20.400 --> 00:13:21.400]  一直以來我們對神的要求
[00:13:21.400 --> 00:13:22.400]  一直以來我們對神的要求
[00:13:22.400 --> 00:13:23.400]  一直以來我們對神的要求
[00:13:23.400 --> 00:13:24.400]  一直以來我們對神的要求
[00:13:24.400 --> 00:13:25.400]  一直以來我們對神的要求
[00:13:25.400 --> 00:13:26.400]  一直以來我們對神的要求
[00:13:26.400 --> 00:13:27.400]  一直以來我們對神的要求
[00:13:27.400 --> 00:13:28.400]  一直以來我們對神的要求
[00:13:28.400 --> 00:13:29.400]  一直以來我們對神的要求
[00:13:29.400 --> 00:13:30.400]  一直以來我們對神的要求
[00:13:30.400 --> 00:13:31.400]  一直以來我們對神的要求
[00:13:31.400 --> 00:13:32.400]  一直以來我們對神的要求
[00:13:32.400 --> 00:13:33.400]  一直以來我們對神的要求
[00:13:33.400 --> 00:13:34.400]  一直以來我們對神的要求
[00:13:34.400 --> 00:13:35.400]  一直以來我們對神的要求
[00:13:35.400 --> 00:13:36.400]  一直以來我們對神的要求
[00:13:36.400 --> 00:13:37.400]  一直以來我們對神的要求
[00:13:37.400 --> 00:13:38.400]  一直以來我們對神的要求
[00:13:38.400 --> 00:13:39.400]  一直以來我們對神的要求
[00:13:39.400 --> 00:13:40.400]  一直以來我們對神的要求
[00:13:40.400 --> 00:13:41.400]  一直以來我們對神的要求
[00:13:41.400 --> 00:13:42.400]  一直以來我們對神的要求
[00:13:42.400 --> 00:13:43.400]  一直以來我們對神的要求
[00:13:43.400 --> 00:13:44.400]  一直以來我們對神的要求
[00:13:44.400 --> 00:13:45.400]  一直以來我們對神的要求
[00:13:45.400 --> 00:13:46.400]  一直以來我們對神的要求
[00:13:46.400 --> 00:13:47.400]  一直以來我們對神的要求
[00:13:47.400 --> 00:13:48.400]  一直以來我們對神的要求
[00:13:48.400 --> 00:13:49.400]  一直以來我們對神的要求
[00:13:49.400 --> 00:13:50.400]  一直以來我們對神的要求
[00:13:50.400 --> 00:13:51.400]  一直以來我們對神的要求
[00:13:51.400 --> 00:13:52.400]  一直以來我們對神的要求
[00:13:52.400 --> 00:13:53.400]  一直以來我們對神的要求
[00:13:53.400 --> 00:13:54.400]  一直以來我們對神的要求
[00:13:54.400 --> 00:13:55.400]  一直以來我們對神的要求
[00:13:55.400 --> 00:13:56.400]  一直以來我們對神的要求
[00:13:56.400 --> 00:13:57.400]  一直以來我們對神的要求
[00:13:57.400 --> 00:13:58.400]  一直以來我們對神的要求
[00:13:58.400 --> 00:13:59.400]  一直以來我們對神的要求
[00:13:59.400 --> 00:14:00.400]  一直以來我們對神的要求
[00:14:00.400 --> 00:14:01.400]  一直以來我們對神的要求
[00:14:01.400 --> 00:14:02.400]  一直以來我們對神的要求
[00:14:02.400 --> 00:14:03.400]  一直以來我們對神的要求
[00:14:03.400 --> 00:14:04.400]  一直以來我們對神的要求
[00:14:04.400 --> 00:14:05.400]  一直以來我們對神的要求
[00:14:05.400 --> 00:14:06.400]  一直以來我們對神的要求
[00:14:06.400 --> 00:14:07.400]  一直以來我們對神的要求
[00:14:07.400 --> 00:14:08.400]  一直以來我們對神的要求
[00:14:08.400 --> 00:14:09.400]  一直以來我們對神的要求
[00:14:09.400 --> 00:14:10.400]  一直以來我們對神的要求
[00:14:10.400 --> 00:14:11.400]  一直以來我們對神的要求
[00:14:11.400 --> 00:14:12.400]  一直以來我們對神的要求
[00:14:12.400 --> 00:14:13.400]  一直以來我們對神的要求
[00:14:13.400 --> 00:14:14.400]  一直以來我們對神的要求
[00:14:14.400 --> 00:14:15.400]  一直以來我們對神的要求
[00:14:15.400 --> 00:14:16.400]  一直以來我們對神的要求
[00:14:16.400 --> 00:14:17.400]  一直以來我們對神的要求
[00:14:17.400 --> 00:14:18.400]  一直以來我們對神的要求
[00:14:18.400 --> 00:14:19.400]  一直以來我們對神的要求
[00:14:19.400 --> 00:14:20.400]  一直以來我們對神的要求
[00:14:20.400 --> 00:14:21.400]  一直以來我們對神的要求
[00:14:21.400 --> 00:14:22.400]  一直以來我們對神的要求
[00:14:22.400 --> 00:14:23.400]  一直以來我們對神的要求
[00:14:23.400 --> 00:14:24.400]  一直以來我們對神的要求
[00:14:24.400 --> 00:14:25.400]  一直以來我們對神的要求
[00:14:25.400 --> 00:14:26.400]  一直以來我們對神的要求
[00:14:26.400 --> 00:14:27.400]  一直以來我們對神的要求
[00:14:27.400 --> 00:14:28.400]  一直以來我們對神的要求
[00:14:28.400 --> 00:14:29.400]  一直以來我們對神的要求
[00:14:29.400 --> 00:14:30.400]  一直以來我們對神的要求
[00:14:30.400 --> 00:14:31.400]  一直以來我們對神的要求
[00:14:31.400 --> 00:14:32.400]  一直以來我們對神的要求
[00:14:32.400 --> 00:14:33.400]  一直以來我們對神的要求
[00:14:33.400 --> 00:14:34.400]  一直以來我們對神的要求
[00:14:34.400 --> 00:14:35.400]  一直以來我們對神的要求
[00:14:35.400 --> 00:14:36.400]  一直以來我們對神的要求
[00:14:36.400 --> 00:14:37.400]  一直以來我們對神的要求
[00:14:37.400 --> 00:14:38.400]  一直以來我們對神的要求
[00:14:38.400 --> 00:14:39.400]  一直以來我們對神的要求
[00:14:39.400 --> 00:14:40.400]  一直以來我們對神的要求
[00:14:40.400 --> 00:14:41.400]  一直以來我們對神的要求
[00:14:41.400 --> 00:14:42.400]  一直以來我們對神的要求
[00:14:42.400 --> 00:14:43.400]  一直以來我們對神的要求
[00:14:43.400 --> 00:14:44.400]  一直以來我們對神的要求
[00:14:44.400 --> 00:14:45.400]  一直以來我們對神的要求
[00:14:45.400 --> 00:14:46.400]  一直以來我們對神的要求
[00:14:46.400 --> 00:14:47.400]  一直以來我們對神的要求
[00:14:47.400 --> 00:14:48.400]  一直以來我們對神的要求
[00:14:48.400 --> 00:14:49.400]  一直以來我們對神的要求
[00:14:49.400 --> 00:14:50.400]  一直以來我們對神的要求
[00:14:50.400 --> 00:14:51.400]  一直以來我們對神的要求
[00:14:51.400 --> 00:14:52.400]  一直以來我們對神的要求
[00:14:52.400 --> 00:14:53.400]  一直以來我們對神的要求
[00:14:53.400 --> 00:14:54.400]  一直以來我們對神的要求
[00:14:54.400 --> 00:14:55.400]  一直以來我們對神的要求
[00:14:55.400 --> 00:14:56.400]  一直以來我們對神的要求
[00:14:56.400 --> 00:14:57.400]  一直以來我們對神的要求
[00:14:57.400 --> 00:14:58.400]  一直以來我們對神的要求
[00:14:58.400 --> 00:14:59.400]  一直以來我們對神的要求
[00:14:59.400 --> 00:15:00.400]  一直以來我們對神的要求
[00:15:00.400 --> 00:15:01.400]  一直以來我們對神的要求
[00:15:01.400 --> 00:15:02.400]  一直以來我們對神的要求
[00:15:02.400 --> 00:15:03.400]  一直以來我們對神的要求
[00:15:03.400 --> 00:15:04.400]  一直以來我們對神的要求
[00:15:04.400 --> 00:15:05.400]  一直以來我們對神的要求
