
[00:00:00.000 --> 00:00:07.280]  今天我們會講《使徒行傳》第十二章
[00:01:42.800 --> 00:01:47.240]  其中一個就是雅各將他處斬
[00:01:47.240 --> 00:01:52.280]  雅各就成為第一個殉道的使徒
[00:01:52.280 --> 00:01:57.440]  我們說使徒有十二位門徒加上保羅
[00:01:57.440 --> 00:01:59.000]  十三位使徒
[00:01:59.000 --> 00:02:03.360]  雅各就是第一位殉道的使徒
[00:02:03.360 --> 00:02:06.280]  究竟希律又是誰呢?
[00:02:06.280 --> 00:02:11.400]  在《新約聖經》裡起碼有五個希律
[00:02:11.400 --> 00:02:14.280]  第一個就是希律大帝
[00:02:14.280 --> 00:02:17.840]  這個就是耶穌基督在世的時候
[00:02:17.840 --> 00:02:21.160]  他掌管巴勒斯坦的那一位
[00:02:21.160 --> 00:02:23.320]  他是非常邪惡
[00:02:23.320 --> 00:02:29.000]  歷史記載他曾經殺死自己的老婆和幾個兒子
[00:02:29.000 --> 00:02:32.120]  因為他們妨礙他的計劃
[00:02:32.120 --> 00:02:39.480]  他也下令殺死所有伯利恆裡面的男嬰孩
[00:02:39.480 --> 00:02:44.080]  就是因為他想阻止耶穌基督來到世上
[00:02:44.080 --> 00:02:47.560]  第二個希律是希律瓦基魯
[00:02:47.560 --> 00:02:51.240]  這是希律大帝的兒子
[00:02:51.240 --> 00:02:54.400]  他這個人更加可怕
[00:02:54.400 --> 00:02:58.720]  所以在《馬太福音》的2章22節告訴我們
[00:02:58.720 --> 00:03:02.600]  約瑟本來是想帶著瑪利亞和耶穌基督
[00:03:02.600 --> 00:03:04.760]  回去以色列地
[00:03:04.760 --> 00:03:10.280]  就是聽見這個人繼承了他父親的王位
[00:03:10.280 --> 00:03:17.520]  使約瑟逃到加利利來逃避
[00:03:17.520 --> 00:03:21.440]  第三個是希律安提柏
[00:03:21.440 --> 00:03:25.960]  希律安提柏也是希律大帝的兒子
[00:03:25.960 --> 00:03:28.800]  是希律瓦基魯的弟弟
[00:03:28.800 --> 00:03:32.440]  那為什麼他會繼承了他哥哥的王位呢?
[00:03:32.440 --> 00:03:37.400]  因為希律瓦基魯得不到猶太人的愛戴
[00:03:37.400 --> 00:03:41.240]  被羅馬政府將他從寶座上拉下來
[00:03:41.240 --> 00:03:44.360]  由他的弟弟來繼位
[00:03:44.360 --> 00:03:50.640]  這個希律安提柏就是將施洗約翰斬首的那一位
[00:03:50.640 --> 00:03:53.640]  《馬太福音》的14章
[00:03:53.640 --> 00:03:56.560]  第四位就是希律瓦基柏
[00:03:56.560 --> 00:03:58.560]  就是今天的主角
[00:03:58.560 --> 00:04:00.320]  是他殺死亞國
[00:04:00.320 --> 00:04:01.960]  是他捉拿彼得
[00:04:01.960 --> 00:04:04.920]  《使徒行傳》的第12章
[00:04:04.920 --> 00:04:06.600]  還有最後一個
[00:04:06.600 --> 00:04:10.920]  第五個是希律瓦基柏二世
[00:04:10.920 --> 00:04:13.880]  是瓦基柏一世的兒子
[00:04:13.880 --> 00:04:16.920]  這個就是在《使徒行傳》的25章
[00:04:16.920 --> 00:04:19.480]  審判保羅的那個
[00:04:19.480 --> 00:04:24.040]  就是希律瓦基柏二世
[00:04:24.040 --> 00:04:29.080]  究竟希律和猶太人的關係又是怎樣的呢?
[00:04:29.080 --> 00:04:32.680]  原來希律的家族都是以東人
[00:04:32.680 --> 00:04:34.920]  大家記不記得是以東人
[00:04:34.920 --> 00:04:37.040]  是以素的後人
[00:04:37.040 --> 00:04:41.120]  以東人和以色列人是世仇
[00:04:41.120 --> 00:04:45.440]  希律的家族是詭計多端
[00:04:45.440 --> 00:04:47.440]  非常兇殘
[00:04:47.440 --> 00:04:50.640]  猶太人非常鄙視他們
[00:04:50.640 --> 00:04:52.080]  但很可惜
[00:04:52.080 --> 00:04:54.240]  猶太人是讓他們的家族
[00:04:54.240 --> 00:04:58.000]  讓以東人來統治他們
[00:04:58.000 --> 00:05:02.200]  今天希律瓦基柏
[00:05:02.200 --> 00:05:06.040]  他是見到希律瓦基佬
[00:05:06.040 --> 00:05:09.120]  怎樣被羅馬政府
[00:05:09.120 --> 00:05:11.720]  從寶座上拉他下來
[00:05:11.720 --> 00:05:12.840]  為甚麼呢?
[00:05:12.840 --> 00:05:15.720]  他得不到猶太人的愛戴
[00:05:15.720 --> 00:05:17.920]  所以希律瓦基柏
[00:05:17.920 --> 00:05:21.760]  他是想盡辦法來討好猶太人
[00:05:21.760 --> 00:05:24.800]  因為他想保住自己的寶座
[00:05:24.800 --> 00:05:27.240]  他想最好的辦法是甚麼呢?
[00:05:27.240 --> 00:05:29.600]  就是攻擊教會
[00:05:29.600 --> 00:05:32.480]  猶太人不是那麼喜歡教會
[00:05:32.480 --> 00:05:33.520]  為甚麼呢?
[00:05:33.520 --> 00:05:37.560]  第一 因為教會教導的信徒
[00:05:37.560 --> 00:05:40.760]  不需要守猶太人的律例典章
[00:05:40.760 --> 00:05:42.680]  能夠成為基督徒
[00:05:42.680 --> 00:05:44.520]  他們是很不喜歡的
[00:05:44.520 --> 00:05:48.480]  第二 教會裏面有很多外邦人
[00:05:48.480 --> 00:05:52.080]  我們知道猶太人很看低外邦人
[00:05:52.080 --> 00:05:56.840]  所以希律認為只要攻擊教會
[00:05:56.840 --> 00:05:59.680]  就能得到猶太人的歡心
[00:05:59.680 --> 00:06:02.040]  所以他捉拿了雅各
[00:06:02.040 --> 00:06:03.560]  將他處斬
[00:06:03.560 --> 00:06:07.880]  然後等候看猶太人的反應如何
[00:06:07.880 --> 00:06:11.000]  誰知反應良好
[00:06:11.000 --> 00:06:12.920]  大家都很開心
[00:06:12.920 --> 00:06:15.800]  所以他就繼續要捉拿彼得
[00:06:15.800 --> 00:06:18.680]  亦都希望將他處斬
[00:06:18.680 --> 00:06:21.960]  經文說希律將彼得收監
[00:06:21.960 --> 00:06:26.120]  這次已經是第三次彼得入獄了
[00:06:26.120 --> 00:06:29.080]  而且他的命運已經注定了
[00:06:29.080 --> 00:06:31.640]  要報雅各的後塵
[00:06:31.640 --> 00:06:34.920]  他將會被處斬
[00:06:34.920 --> 00:06:37.560]  這就是彼得
[00:06:37.560 --> 00:06:40.520]  沒有可能的情形來救自己
[00:06:40.520 --> 00:06:42.480]  他是身處絕望
[00:06:42.480 --> 00:06:44.640]  他是身處絕境
[00:06:44.640 --> 00:06:48.280]  對他來說有四件事對他很不利
[00:06:48.280 --> 00:06:50.080]  第一件事是甚麼
[00:06:50.080 --> 00:06:52.560]  巴勒斯坦最有權勢的人
[00:06:52.560 --> 00:06:55.080]  希律是要取他的命
[00:06:55.080 --> 00:07:00.400]  你想想如果美國的總統說要取你的命
[00:07:00.400 --> 00:07:02.720]  你想想你害不害怕
[00:07:02.720 --> 00:07:06.520]  第二件事就是已經有了先例
[00:07:06.520 --> 00:07:08.760]  希律是心狠手辣
[00:07:08.760 --> 00:07:10.320]  他言出必行
[00:07:10.320 --> 00:07:12.680]  他已經殺死了雅各
[00:07:12.680 --> 00:07:15.160]  接著還要殺死彼得
[00:07:15.160 --> 00:07:18.320]  為甚麼他不立刻處斬彼得
[00:07:18.320 --> 00:07:20.720]  因為當時經文告訴他們
[00:07:20.720 --> 00:07:22.320]  是逾月節
[00:07:22.320 --> 00:07:24.520]  是除孝的日子
[00:07:24.520 --> 00:07:28.680]  猶太人不想在那個時候動刀動劍
[00:07:28.680 --> 00:07:31.360]  所以暫時留下他的命
[00:07:31.360 --> 00:07:35.680]  要到逾月節之後才來判他的罪
[00:07:35.680 --> 00:07:39.560]  如果殺死雅各令到猶太人那麼高興
[00:07:39.560 --> 00:07:43.320]  殺死彼得就令到他們更加興奮
[00:07:43.320 --> 00:07:46.560]  所以他的命運已經定了
[00:07:46.560 --> 00:07:49.000]  還有第三件事
[00:07:49.000 --> 00:07:51.960]  就是以前彼得都入獄過
[00:07:51.960 --> 00:07:54.760]  但是神很快就救他出來
[00:07:54.760 --> 00:07:57.440]  這次彼得再次入獄
[00:07:57.440 --> 00:08:01.400]  希律說你沒那麼容易逃脫了
[00:08:01.400 --> 00:08:06.080]  他派了四班士兵來看守著彼得
[00:08:06.080 --> 00:08:09.600]  兩個把自己鎖在彼得身上
[00:08:09.600 --> 00:08:11.320]  一個左一個右
[00:08:11.320 --> 00:08:13.160]  兩個看著門
[00:08:13.160 --> 00:08:16.520]  不讓人開監獄的門
[00:08:16.520 --> 00:08:20.120]  四班士兵每班四個士兵
[00:08:20.120 --> 00:08:23.760]  一共16個士兵一天來看著彼得
[00:08:23.760 --> 00:08:26.560]  他插翅難飛
[00:08:26.560 --> 00:08:31.080]  在逾月節之後就要提他出來審判
[00:08:31.080 --> 00:08:33.200]  日子都定了
[00:08:33.200 --> 00:08:36.360]  所以他根本是毫無希望
[00:08:36.360 --> 00:08:39.280]  不能夠脫離死亡的命運
[00:08:39.280 --> 00:08:43.760]  這個就是彼得的絕境
[00:08:43.760 --> 00:08:48.560]  很多時候我們都好像去到絕境
[00:08:48.560 --> 00:08:50.560]  去到絕望的當中
[00:08:50.560 --> 00:08:53.880]  尤其是有很多神的僕人
[00:08:53.880 --> 00:08:56.640]  當神來做事工的時候
[00:08:56.640 --> 00:09:01.560]  他們都面臨很多不可能做得到的事
[00:09:01.560 --> 00:09:06.200]  就是靠著神的力量來幫他們勝過一切
[00:09:06.200 --> 00:09:08.920]  當他們能夠靠著神的力量
[00:09:08.920 --> 00:09:12.120]  做到一些他們自己沒辦法做的事
[00:09:12.120 --> 00:09:15.400]  就能夠將榮耀歸給神
[00:09:15.400 --> 00:09:17.160]  在《說事圖行傳》的十二章
[00:09:17.160 --> 00:09:22.240]  我們看到人的盡頭就是神的起頭
[00:09:22.240 --> 00:09:25.720]  當我們靠著神的力量做到我們做不到的事
[00:09:25.720 --> 00:09:29.160]  就能夠彰顯出神的大能
[00:09:29.160 --> 00:09:31.160]  你說不是的
[00:09:31.160 --> 00:09:34.200]  牧師 我沒甚麼我做不到的
[00:09:34.200 --> 00:09:36.320]  我樣樣都做到
[00:09:36.320 --> 00:09:38.320]  如果真是這樣的時候
[00:09:38.320 --> 00:09:43.240]  可能你是沒有為神去做一些更加大的事
[00:09:43.240 --> 00:09:46.320]  William Carey他曾經說過
[00:09:46.320 --> 00:09:48.840]  要期待更大的事
[00:09:48.840 --> 00:09:51.960]  要為神嘗試更大的事
[00:09:51.960 --> 00:09:54.440]  如果我們發覺我們甚麼都做到
[00:09:54.440 --> 00:09:55.840]  靠自己的能力
[00:09:55.840 --> 00:10:02.360]  可能就是我們沒有為神去做更加大的事
[00:10:02.360 --> 00:10:08.160]  彼得日後會寫《彼得前後書》
[00:10:08.160 --> 00:10:12.880]  他在《彼得前書》引用了詩篇的三十四篇
[00:10:12.880 --> 00:10:15.120]  十五至十六節
[00:10:15.120 --> 00:10:16.240]  經文說
[00:10:16.240 --> 00:10:19.240]  「因為主的眼看顧異人
[00:10:19.240 --> 00:10:21.920]  主的耳聽他們的祈禱
[00:10:21.920 --> 00:10:26.320]  為有恨惡的人主向他們辯念」
[00:10:26.320 --> 00:10:29.160]  《彼得前書》三章十二節
[00:10:29.160 --> 00:10:33.760]  在這一節的經文給了我們三個很寶貴的應許
[00:10:33.760 --> 00:10:34.880]  是甚麼呢?
[00:10:34.880 --> 00:10:38.520]  第一 神是看見我們的苦難
[00:10:38.520 --> 00:10:40.320]  就算我們在絕境
[00:10:40.320 --> 00:10:43.200]  就算我們在絕望的情形當中
[00:10:43.200 --> 00:10:45.440]  神是知道的
[00:10:45.440 --> 00:10:49.360]  第二 神是聽我們的禱告
[00:10:49.360 --> 00:10:55.160]  第三 神甚至會處置我們的敵人
[00:10:55.160 --> 00:10:58.760]  給了我們三個這麼寶貴的應許
[00:10:58.760 --> 00:11:02.800]  所以我們不怕為神來做更大的事
[00:11:02.800 --> 00:11:05.040]  期待更大的事
[00:11:05.040 --> 00:11:07.840]  很多時候神就是將我們放在一個
[00:11:07.840 --> 00:11:11.720]  我們不可能自己解決問題的地方
[00:11:11.720 --> 00:11:13.800]  為甚麼神要這樣做呢?
[00:11:13.800 --> 00:11:18.800]  就是因為祂要我們全心全意來以教祂
[00:11:18.800 --> 00:11:20.200]  有很多時候你有沒有發覺
[00:11:20.200 --> 00:11:22.520]  真的沒有可能自己做任何事
[00:11:22.520 --> 00:11:23.760]  沒有事可以做
[00:11:23.760 --> 00:11:27.280]  你只可以求神 倚靠神
[00:11:27.280 --> 00:11:32.040]  第二個原因就是當我們靠著神的能力
[00:11:32.040 --> 00:11:33.720]  能夠勝過這一切
[00:11:33.720 --> 00:11:36.200]  就能夠彰顯出神的大能
[00:11:36.200 --> 00:11:38.080]  將榮耀歸給祂
[00:11:38.080 --> 00:11:40.840]  所以神很多時候是容許我們
[00:11:40.840 --> 00:11:45.000]  處於絕境或絕望當中
[00:11:45.000 --> 00:11:46.280]  但我們不用怕
[00:11:46.280 --> 00:11:48.720]  剛才我們說有三個應許
[00:11:48.720 --> 00:11:52.160]  第一個就是神會看顧我們
[00:11:52.160 --> 00:11:54.320]  主的眼看顧耳人
[00:11:54.320 --> 00:11:56.760]  彼得前書三章十二節
[00:11:56.760 --> 00:12:00.560]  神會看緊我們 不會讓我們有閃失
[00:12:00.560 --> 00:12:05.000]  無論目前的環境你覺得是多令你失望
[00:12:05.000 --> 00:12:08.560]  無論你的試驗是有多艱難
[00:12:08.560 --> 00:12:11.720]  但神仍然坐在他的寶座上
[00:12:11.720 --> 00:12:13.600]  神仍然掌權
[00:12:13.600 --> 00:12:16.000]  我們要記得這一點
[00:12:16.000 --> 00:12:20.240]  雖然我們不知道神用甚麼辦法來幫助我們
[00:12:20.240 --> 00:12:22.760]  但我們知道神的辦法
[00:12:22.760 --> 00:12:27.760]  神的旨意永遠是最好的
[00:12:27.760 --> 00:12:32.280]  不單止祂看見我們的苦難
[00:12:32.280 --> 00:12:34.840]  祂也聽我們的禱告
[00:12:34.840 --> 00:12:37.040]  彼得前書三章十二節
[00:12:37.040 --> 00:12:40.360]  主的耳聽他們的祈禱
[00:12:40.360 --> 00:12:43.960]  明天彼得就會被審判
[00:12:43.960 --> 00:12:46.600]  很可能他會連命都沒有
[00:12:46.600 --> 00:12:51.520]  所以教會是切切地為他禱告
[00:12:51.520 --> 00:12:55.840]  在《使徒行傳》的十二章是一個轉捩點
[00:12:55.840 --> 00:12:59.160]  當教會發覺他們沒有事可以做的時候
[00:12:59.160 --> 00:13:01.640]  他們就開始禱告
[00:13:01.640 --> 00:13:05.720]  千萬不要小看一個教會的禱告
[00:13:05.720 --> 00:13:09.560]  我時時都說我們粵語堂的人數不是那麼多
[00:13:09.560 --> 00:13:13.160]  但我們的禱告是很有力量的
[00:13:13.160 --> 00:13:15.840]  當一間教會禱告的時候
[00:13:15.840 --> 00:13:18.800]  我們見到三件事發生
[00:13:18.800 --> 00:13:20.600]  第一件是甚麼呢?
[00:13:20.600 --> 00:13:22.720]  是合一的禱告
[00:13:22.720 --> 00:13:25.240]  在《使徒行傳》的十二章五節
[00:13:25.240 --> 00:13:28.720]  說「於是彼得被困在監獄裡
[00:13:28.720 --> 00:13:32.400]  教會卻為他切切地禱告神」
[00:13:32.400 --> 00:13:34.080]  他們在哪裡禱告呢?
[00:13:34.080 --> 00:13:37.600]  在馬可媽媽瑪利亞的家
[00:13:37.600 --> 00:13:39.400]  在那裡經文說
[00:13:39.400 --> 00:13:43.120]  「在那裡有好些人聚集禱告」
[00:13:43.120 --> 00:13:45.920]  《使徒行傳》的十二章十二節
[00:13:45.920 --> 00:13:49.960]  大家不單止是為了同一件事來禱告
[00:13:49.960 --> 00:13:55.240]  這個禱告也團結了所有禱告的弟兄姊妹
[00:13:55.240 --> 00:13:57.120]  所以當我們禱告的時候
[00:13:57.120 --> 00:14:00.200]  就表現出我們的合一
[00:14:00.200 --> 00:14:04.720]  第二件就是這個不住的禱告
[00:14:04.720 --> 00:14:08.120]  很多的神學家都說
[00:14:08.120 --> 00:14:11.840]  當彼得被天使救他出監獄的時候
[00:14:11.840 --> 00:14:14.760]  是凌晨三、四點鐘
[00:14:14.760 --> 00:14:17.120]  彼得去到這個禱告會那裡
[00:14:17.120 --> 00:14:19.000]  告訴弟兄姊妹
[00:14:19.000 --> 00:14:21.400]  「你們的禱告神實現了
[00:14:21.400 --> 00:14:24.320]  是凌晨的三點至四點」
[00:14:24.320 --> 00:14:26.760]  他們甚麼時候開始禱告的?
[00:14:26.760 --> 00:14:29.080]  很可能就像我們這樣
[00:14:29.080 --> 00:14:32.120]  下班了 五、六點鐘下班
[00:14:32.120 --> 00:14:35.400]  回家洗個澡 吃晚飯
[00:14:35.400 --> 00:14:37.080]  我們粵語堂的禱告會
[00:14:37.080 --> 00:14:39.280]  就是每個星期三的八點鐘
[00:14:39.280 --> 00:14:42.240]  又在這裡做廣告了
[00:14:42.240 --> 00:14:44.240]  所以相信他們的禱告會
[00:14:44.240 --> 00:14:46.480]  也是八點鐘開始
[00:14:46.480 --> 00:14:48.560]  一直禱告到幾點?
[00:14:48.560 --> 00:14:51.280]  凌晨三點至四點鐘
[00:14:51.280 --> 00:14:54.320]  你說他們是不是不住的禱告?
[00:14:54.320 --> 00:14:58.160]  第三點是切切的禱告
[00:14:58.160 --> 00:15:01.880]  在《樹與使徒行傳》的十二章五節
[00:15:01.880 --> 00:15:06.440]  我們知道路加他是醫生
[00:15:06.440 --> 00:15:09.720]  所以他用了一個醫學上的名詞
[00:15:09.720 --> 00:15:13.600]  切切的禱告 切切這個字是甚麼意思?
[00:15:13.600 --> 00:15:15.640]  醫學上就是拉長
[00:15:15.640 --> 00:15:18.400]  拉緊肌肉的意思
[00:15:18.400 --> 00:15:22.360]  你能不能想像那些弟兄姊妹在禱告會
[00:15:22.360 --> 00:15:24.200]  禱告到肉緊的時候
[00:15:24.200 --> 00:15:27.200]  張開兩隻手 拉長了肌肉
[00:15:27.200 --> 00:15:28.920]  神啊 你要救彼得啊
[00:15:28.920 --> 00:15:30.720]  我們已經失去了瓦國
[00:15:30.720 --> 00:15:33.200]  你一定要救彼得啊
[00:15:33.200 --> 00:15:36.280]  所以我們看到禱告是怎樣?
[00:15:36.280 --> 00:15:38.160]  合一的禱告
[00:15:38.160 --> 00:15:40.400]  禱告是不住的禱告
[00:15:40.400 --> 00:15:44.520]  禱告還是切切的禱告
[00:15:44.520 --> 00:15:50.440]  彼得在聖經裏面三次是睡著覺
[00:15:50.440 --> 00:15:52.440]  第一次是甚麼時候?
[00:15:52.440 --> 00:15:54.280]  登山變像
[00:15:54.280 --> 00:15:58.040]  路加福音的九章三十二節
[00:15:58.040 --> 00:16:01.120]  登山變像這麼精彩
[00:16:01.120 --> 00:16:05.320]  充滿神的榮耀彼得居然可以睡著
[00:16:05.320 --> 00:16:07.120]  這個就是彼得
[00:16:07.120 --> 00:16:08.720]  第二次呢
[00:16:08.720 --> 00:16:11.720]  當耶穌基督去到喀西瑪利縣
[00:16:11.720 --> 00:16:15.640]  叫門徒看緊了 我去禱告了
[00:16:15.640 --> 00:16:18.760]  三次回來門徒都睡著了
[00:16:18.760 --> 00:16:23.200]  這件事記載在四福音裏面都有記載
[00:16:23.200 --> 00:16:27.480]  但尤其在馬太、馬可和路加都告訴我們
[00:16:27.480 --> 00:16:30.680]  那些門徒三次睡著了
[00:16:30.680 --> 00:16:35.040]  這兩次彼得都不應該睡覺 他都睡著了
[00:16:35.040 --> 00:16:36.960]  第三次呢
[00:16:36.960 --> 00:16:38.960]  是不可能睡著
[00:16:38.960 --> 00:16:41.880]  不是不應該 這次是不可能睡著
[00:16:41.880 --> 00:16:43.320]  他都睡著了
[00:16:43.320 --> 00:16:45.680]  為甚麼不可能睡著呢?
[00:16:45.680 --> 00:16:48.000]  換作你和我
[00:16:48.000 --> 00:16:51.560]  有兩個士兵鎖住 一左一右
[00:16:51.560 --> 00:16:52.800]  明白嗎?
[00:16:52.800 --> 00:16:56.480]  明天就可能提你出去審判處斬
[00:16:56.480 --> 00:16:58.320]  能不能睡著呢?
[00:16:58.320 --> 00:17:00.320]  我想我就睡不著了
[00:17:00.320 --> 00:17:03.440]  但彼得仍然都睡著了
[00:17:03.440 --> 00:17:05.720]  三次他都睡著了
[00:17:05.720 --> 00:17:10.680]  天使去到監獄的時候彼得睡得很熟
[00:17:10.680 --> 00:17:15.640]  他要拍彼得的臘膀才能叫醒彼得
[00:17:15.640 --> 00:17:17.640]  有很多人說
[00:17:17.640 --> 00:17:22.320]  你也說吧牧師 他第三次入獄了
[00:17:22.320 --> 00:17:25.560]  家常便飯對他來說
[00:17:25.560 --> 00:17:29.400]  當吃生菜 所以就睡得著
[00:17:29.400 --> 00:17:34.200]  但其實他這次入獄和前面兩次是很不同的
[00:17:34.200 --> 00:17:39.040]  前面兩次都有其他的門徒和他一起入獄
[00:17:39.040 --> 00:17:41.040]  這次他是一個人
[00:17:41.040 --> 00:17:44.520]  前面兩次神都很快救了他出來
[00:17:44.520 --> 00:17:46.520]  這次是等了很久
[00:17:46.520 --> 00:17:51.400]  要逾月節之後才拉他出來審判
[00:17:51.400 --> 00:17:54.680]  前面兩次他們是意氣高昂
[00:17:54.680 --> 00:17:57.720]  說了一篇道有幾千人信主
[00:17:57.720 --> 00:17:59.720]  你拉我坐牢就坐牢吧
[00:17:59.720 --> 00:18:01.160]  他都不知道多開心
[00:18:01.160 --> 00:18:03.160]  意氣風發
[00:18:03.160 --> 00:18:06.160]  這次他意氣消沉
[00:18:06.160 --> 00:18:09.560]  因為他的親密戰友
[00:18:09.560 --> 00:18:13.640]  他的好朋友亞國已經被處斬
[00:18:13.640 --> 00:18:16.160]  你想想他的意志有多消沉
[00:18:16.160 --> 00:18:19.800]  下一個便會輪到他
[00:18:19.800 --> 00:18:22.840]  為何彼得有這麼大的信心
[00:18:22.840 --> 00:18:25.160]  我相信有三個原因
[00:18:25.160 --> 00:18:27.880]  以致他能夠睡得著覺
[00:18:27.880 --> 00:18:33.360]  第一 他知道有人正切切為他禱告
[00:18:33.360 --> 00:18:38.840]  教會已經晝夜不停為他禱告了一個星期
[00:18:38.840 --> 00:18:42.840]  所以他知道有人禱告來托著自己
[00:18:42.840 --> 00:18:44.840]  讓他有平安
[00:18:44.840 --> 00:18:46.840]  第二個原因
[00:18:46.840 --> 00:18:51.640]  就是因為禱告時時都會提醒我們神的話語
[00:18:51.640 --> 00:18:53.080]  神的應許
[00:18:53.080 --> 00:18:56.840]  我曾經說過一篇道叫做「禱告的智慧」
[00:18:56.840 --> 00:19:00.600]  就是教我們用神的話語來禱告
[00:19:00.600 --> 00:19:04.040]  神的話語時時都會給我們安慰
[00:19:04.040 --> 00:19:06.840]  例如在詩篇的三章五節
[00:19:06.840 --> 00:19:09.320]  詩人說:我躺下睡覺
[00:19:09.320 --> 00:19:12.920]  我醒著 耶和華都保佑我
[00:19:12.920 --> 00:19:14.920]  詩篇的四章八節
[00:19:14.920 --> 00:19:17.400]  說:我必安然躺下睡覺
[00:19:17.400 --> 00:19:22.520]  因為獨有你耶和華使我安然居住
[00:19:22.520 --> 00:19:25.640]  而日後彼得在他自己的書信
[00:19:25.640 --> 00:19:28.040]  彼得前書的五章七節
[00:19:28.040 --> 00:19:29.560]  彼得提醒我們
[00:19:29.560 --> 00:19:33.000]  你們要將一切的憂慮卸給神
[00:19:33.000 --> 00:19:35.480]  因為祂顧念你們
[00:19:35.480 --> 00:19:39.000]  神的話語時時給我們安慰
[00:19:39.000 --> 00:19:41.560]  所以彼得不單止第一
[00:19:41.560 --> 00:19:43.240]  他知道有人為他禱告
[00:19:43.240 --> 00:19:46.920]  第二他知道神的話語是確實的
[00:19:46.920 --> 00:19:52.040]  第三因為耶穌基督曾經應許他
[00:19:52.040 --> 00:19:54.360]  說他沒有死得那麼快
[00:19:54.360 --> 00:19:56.600]  記不記得這件事
[00:19:56.600 --> 00:19:58.360]  耶穌復活之後
[00:19:58.360 --> 00:20:01.400]  彼得就指著約翰問耶穌
[00:20:01.400 --> 00:20:03.320]  這個人將來會怎樣
[00:20:03.320 --> 00:20:05.800]  耶穌說你不要理別人怎樣
[00:20:05.800 --> 00:20:07.640]  你來跟從我
[00:20:07.640 --> 00:20:11.960]  耶穌應許他將會活到年老
[00:20:11.960 --> 00:20:13.960]  然後為主殉道
[00:20:13.960 --> 00:20:20.360]  經文記載在約翰福音21:18-19
[00:20:20.360 --> 00:20:23.160]  和彼得說你年老的時候
[00:20:23.160 --> 00:20:24.840]  你要伸出手來
[00:20:24.840 --> 00:20:26.680]  別人把你束上
[00:20:26.680 --> 00:20:29.880]  帶你到你不願意去的地方
[00:20:29.880 --> 00:20:33.800]  就是說他年老才為主來殉道
[00:20:33.800 --> 00:20:36.680]  彼得說我現在還年輕
[00:20:36.680 --> 00:20:37.960]  還沒死得
[00:20:37.960 --> 00:20:39.560]  我不用怕
[00:20:39.560 --> 00:20:41.320]  三件事托著他
[00:20:41.320 --> 00:20:42.920]  有人為他禱告
[00:20:42.920 --> 00:20:44.360]  神的話語
[00:20:44.360 --> 00:20:45.880]  耶穌基督是應許
[00:20:45.880 --> 00:20:47.720]  也說他聽他不死得
[00:20:47.720 --> 00:20:49.720]  所以他睡得那麼熟
[00:20:49.720 --> 00:20:52.840]  就是這個原因
[00:20:52.840 --> 00:20:56.600]  天使在《使徒行傳》裏
[00:20:56.600 --> 00:20:58.280]  頻頻出現
[00:20:58.280 --> 00:21:01.160]  在《使徒行傳》的五章、八章、十章
[00:21:01.160 --> 00:21:03.320]  都有出現
[00:21:03.320 --> 00:21:06.840]  在《述詩篇》的三十四章七節告訴我們
[00:21:06.840 --> 00:21:10.760]  天使是很關心神的兒女
