
[00:00:00.000 --> 00:00:07.000]  早晨 大家又回到耶利米蘇的小磡
[00:02:09.000 --> 00:02:13.000]  雖然已經很頑劣了 但是都沒有拜偶像
[00:02:13.000 --> 00:02:16.000]  但是進了迦南地之後 他們就拜偶像了
[00:02:16.000 --> 00:02:17.000]  神責備他們拜偶像
[00:02:17.000 --> 00:02:20.000]  七至十二章說什麼 責備他們違約
[00:02:20.000 --> 00:02:22.000]  因為神跟他們簽了約
[00:02:22.000 --> 00:02:24.000]  叫他們怎樣來到去
[00:02:24.000 --> 00:02:26.000]  傳了敬畏神的心來生活
[00:02:26.000 --> 00:02:28.000]  來到去過日子的時候
[00:02:28.000 --> 00:02:32.000]  來到去履行他們在萬國之中的祭司任務的時候
[00:02:32.000 --> 00:02:34.000]  他們就能夠給神祝福
[00:02:34.000 --> 00:02:36.000]  但是很可惜他們就違背了這個聖約
[00:02:36.000 --> 00:02:38.000]  反而他們墮落了
[00:02:38.000 --> 00:02:40.000]  十三至二十章說什麼
[00:02:40.000 --> 00:02:44.000]  說到神已經去到一個地步
[00:02:44.000 --> 00:02:46.000]  他們有拜偶像 他們有違約了
[00:02:46.000 --> 00:02:47.000]  所以神已經不聽他們禱告了
[00:02:47.000 --> 00:02:48.000]  不聽百姓禱告了
[00:02:48.000 --> 00:02:50.000]  不聽耶利米託告了
[00:02:50.000 --> 00:02:53.000]  甚至就算摩西和達姆爾
[00:02:53.000 --> 00:02:55.000]  這兩個祈禱的巨人出現
[00:02:55.000 --> 00:02:56.000]  神都說我不會聽的了
[00:02:56.000 --> 00:02:59.000]  因為已經去到一個地步了 不可挽回了
[00:02:59.000 --> 00:03:02.000]  然後第二十一至二十五章就告訴他們
[00:03:02.000 --> 00:03:05.000]  雖然是這樣 我不是要滅絕你們的
[00:03:05.000 --> 00:03:07.000]  我要懲罰他們的目的
[00:03:07.000 --> 00:03:11.000]  是希望他們能夠透過被懲罰
[00:03:11.000 --> 00:03:13.000]  來到去再重新迴轉
[00:03:13.000 --> 00:03:15.000]  來到去提升他們的生命
[00:03:15.000 --> 00:03:19.000]  如果我們甘心願意去懲教的話
[00:03:19.000 --> 00:03:20.000]  是有福的
[00:03:20.000 --> 00:03:24.000]  因為在裡面可以學到東西的
[00:03:24.000 --> 00:03:26.000]  然後二十六至二十九章就說到
[00:03:26.000 --> 00:03:28.000]  真假先知對壘
[00:03:28.000 --> 00:03:31.000]  在那個時候有真先知也有假先知
[00:03:31.000 --> 00:03:32.000]  每個人都在說話
[00:03:32.000 --> 00:03:34.000]  一個就說上帝的懲罰要來
[00:03:34.000 --> 00:03:36.000]  一個就說上帝的懲罰是不會來的
[00:03:36.000 --> 00:03:38.000]  或者上帝的懲罰已經完了
[00:03:38.000 --> 00:03:40.000]  已經完結了 大家會回來
[00:03:40.000 --> 00:03:43.000]  在這麼混亂的信息裡面的時候
[00:03:43.000 --> 00:03:45.000]  其實如果我們住在當代
[00:03:45.000 --> 00:03:48.000]  真的很難去舉手的 是不是
[00:03:48.000 --> 00:03:50.000]  不過其實後來我們看到
[00:03:50.000 --> 00:03:53.000]  說到三十至三十三章
[00:03:53.000 --> 00:03:55.000]  其實可以說是一個插段
[00:03:55.000 --> 00:03:57.000]  那一堂是強調什麼呢
[00:03:57.000 --> 00:04:00.000]  你會發覺到在一路責備的聲音裡面
[00:04:00.000 --> 00:04:04.000]  忽然間來一點清泉
[00:04:04.000 --> 00:04:05.000]  強調的是什麼呢
[00:04:05.000 --> 00:04:09.000]  強調的就是當我們還作罪人的時候
[00:04:09.000 --> 00:04:11.000]  耶穌基督就是我們死
[00:04:11.000 --> 00:04:15.000]  當以色列人還在背叛上帝
[00:04:15.000 --> 00:04:17.000]  還在拜偶像
[00:04:17.000 --> 00:04:19.000]  還在跟隨假先知的時候
[00:04:19.000 --> 00:04:21.000]  神忽然間說了一個
[00:04:21.000 --> 00:04:23.000]  將要雖然懲罰
[00:04:23.000 --> 00:04:26.000]  但是有這個歸回的應許
[00:04:26.000 --> 00:04:28.000]  有全個國家復興的應許
[00:04:28.000 --> 00:04:32.000]  這個可以說是整個責備聲音裡面
[00:04:32.000 --> 00:04:37.000]  忽然間來一段很柔和安慰的聲音
[00:04:37.000 --> 00:04:39.000]  雖然懲教你 你都不需要怕
[00:04:39.000 --> 00:04:41.000]  因為我已經承諾了
[00:04:41.000 --> 00:04:45.000]  整個的懲罰不會長過七十年
[00:04:45.000 --> 00:04:48.000]  在七十年裡面你一定會有機會回來
[00:04:48.000 --> 00:04:51.000]  因為七十年一方面是喜一方面是悲
[00:04:51.000 --> 00:04:52.000]  悲的意思就是說
[00:04:52.000 --> 00:04:53.000]  如果像我們這樣的年紀的時候
[00:04:53.000 --> 00:04:56.000]  我們沒有機會看到的機會就大了
[00:04:56.000 --> 00:04:59.000]  但是對那幫年輕的一代來說
[00:04:59.000 --> 00:05:00.000]  他就能夠有機會看到
[00:05:00.000 --> 00:05:01.000]  好處是什麼呢
[00:05:01.000 --> 00:05:04.000]  年輕的一代他就看到跨時代的轉變
[00:05:04.000 --> 00:05:06.000]  看到神的應許
[00:05:06.000 --> 00:05:09.000]  然後我們去到上一堂第34-45章
[00:05:09.000 --> 00:05:11.000]  就說到國之將亡
[00:05:11.000 --> 00:05:14.000]  你會發覺到其實神的承諾
[00:05:14.000 --> 00:05:16.000]  或者神的責備
[00:05:16.000 --> 00:05:17.000]  透過耶利米尼
[00:05:17.000 --> 00:05:20.000]  來向當時兩個比較末代皇帝
[00:05:20.000 --> 00:05:23.000]  這兩個皇帝有兩個很清楚
[00:05:23.000 --> 00:05:25.000]  對神的態度
[00:05:25.000 --> 00:05:28.000]  但其實兩個都知道誰是真才知道
[00:05:28.000 --> 00:05:30.000]  所以有的時候我們會發覺到
[00:05:30.000 --> 00:05:32.000]  我們知道在心底裡
[00:05:32.000 --> 00:05:34.000]  在心底裡有些東西我們知道
[00:05:34.000 --> 00:05:36.000]  我們不是完全這麼模糊的
[00:05:36.000 --> 00:05:38.000]  不過為什麼有時候我們覺得
[00:05:38.000 --> 00:05:40.000]  我們這麼難做取捨呢
[00:05:40.000 --> 00:05:41.000]  是因為當我們面對
[00:05:41.000 --> 00:05:43.000]  有些利害衝突的時候
[00:05:43.000 --> 00:05:46.000]  我們有些東西我們捨不得
[00:05:46.000 --> 00:05:47.000]  我們不想
[00:05:47.000 --> 00:05:49.000]  你知道我們不敢
[00:05:49.000 --> 00:05:50.000]  特別我們看到西帝家王
[00:05:50.000 --> 00:05:51.000]  他做這個抉擇的時候
[00:05:51.000 --> 00:05:54.000]  他一方面靜靜地去找耶利米尼
[00:05:54.000 --> 00:05:57.000]  希望聽聽上帝有什麼新的話
[00:05:57.000 --> 00:06:02.000]  另外一方面他又被群臣來祭酒
[00:06:02.000 --> 00:06:03.000]  其實都不是祭酒
[00:06:03.000 --> 00:06:06.000]  其實他有權去做一些決定
[00:06:06.000 --> 00:06:09.000]  但問題是他不敢也不願意
[00:06:09.000 --> 00:06:13.000]  導致整個國家到最後都要滅亡
[00:06:13.000 --> 00:06:15.000]  所以當我們看耶利米尼的時候
[00:06:15.000 --> 00:06:17.000]  在這幾個段落裡
[00:06:17.000 --> 00:06:21.000]  就讓我們看到整個部署
[00:06:21.000 --> 00:06:24.000]  為什麼神要懲教他們呢
[00:06:24.000 --> 00:06:26.000]  懲教他們的目的是什麼呢
[00:06:26.000 --> 00:06:28.000]  在懲教的背後
[00:06:28.000 --> 00:06:30.000]  神又要帶著什麼英許呢
[00:06:30.000 --> 00:06:32.000]  然後我們就看回那段歷史
[00:06:32.000 --> 00:06:36.000]  歷史的發展就是人把持不定
[00:06:36.000 --> 00:06:37.000]  當我們讀一下國書的時候
[00:06:37.000 --> 00:06:39.000]  就告訴我們什麼
[00:06:39.000 --> 00:06:40.000]  人要有信心
[00:06:40.000 --> 00:06:42.000]  如果沒有信心的時候就好像什麼
[00:06:42.000 --> 00:06:46.000]  就好像在風裡飄來飄去
[00:06:46.000 --> 00:06:48.000]  在大浪裡飄來飄去
[00:06:48.000 --> 00:06:50.000]  我們好像找不到那個安卡一樣
[00:06:50.000 --> 00:06:52.000]  我們找不到那個安卡一樣
[00:06:52.000 --> 00:06:56.000]  以致我們執著不了上帝給我們的英許
[00:06:56.000 --> 00:06:59.000]  到我們最後的第二段
[00:06:59.000 --> 00:07:02.000]  我們今天講到審判列國的神諭
[00:07:02.000 --> 00:07:03.000]  講到什麼呢
[00:07:03.000 --> 00:07:04.000]  講到神是主宰
[00:07:04.000 --> 00:07:06.000]  在第一章的第五節
[00:07:06.000 --> 00:07:07.000]  耶利米尼已經告訴我們
[00:07:07.000 --> 00:07:10.000]  神已經呼召他做列國的先知
[00:07:10.000 --> 00:07:13.000]  我們看回耶利米尼的第一章
[00:07:13.000 --> 00:07:17.000]  耶利米尼的第一章的第五節
[00:07:17.000 --> 00:07:20.000]  耶利米尼的第一章第五節
[00:07:20.000 --> 00:07:21.000]  講到上帝的呼召
[00:07:21.000 --> 00:07:24.000]  祂說我未將你做在福中
[00:07:24.000 --> 00:07:26.000]  我已經曉得你
[00:07:26.000 --> 00:07:28.000]  你未出母胎
[00:07:28.000 --> 00:07:30.000]  我已分別你為聖
[00:07:30.000 --> 00:07:33.000]  我又派你做列國的先知
[00:07:33.000 --> 00:07:35.000]  就是說其實神在
[00:07:35.000 --> 00:07:38.000]  耶利米尼早在出世之前
[00:07:38.000 --> 00:07:40.000]  其實意思就是這麼說
[00:07:40.000 --> 00:07:42.000]  出世之前神已經選擇了他
[00:07:42.000 --> 00:07:43.000]  所以我們大家都知道
[00:07:43.000 --> 00:07:44.000]  我們未出世之前
[00:07:44.000 --> 00:07:46.000]  神已經有他的想法
[00:07:46.000 --> 00:07:48.000]  有他的計劃在我們身上
[00:07:48.000 --> 00:07:50.000]  而我們的任務是什麼呢
[00:07:50.000 --> 00:07:53.000]  我們的任務是尋求
[00:07:53.000 --> 00:07:56.000]  究竟我的任務是什麼
[00:07:56.000 --> 00:07:59.000]  說偉大一點就是我的天職是什麼
[00:07:59.000 --> 00:08:01.000]  天職是什麼
[00:08:01.000 --> 00:08:03.000]  神可以在祂自己的計劃
[00:08:03.000 --> 00:08:06.000]  只要我們願意向上帝開放
[00:08:06.000 --> 00:08:08.000]  神可以在祂的心意裡
[00:08:08.000 --> 00:08:10.000]  來建立很多
[00:08:10.000 --> 00:08:12.000]  很多在祂面前
[00:08:12.000 --> 00:08:15.000]  榮耀又能夠被使用的東西
[00:08:15.000 --> 00:08:17.000]  所以我們說到耶利米尼
[00:08:17.000 --> 00:08:19.000]  能夠作為列國的先知
[00:08:19.000 --> 00:08:22.000]  所以祂向猶大和鄰近的國家
[00:08:22.000 --> 00:08:24.000]  宣佈了一些預言
[00:08:24.000 --> 00:08:26.000]  猶大也說到巴比倫的入侵
[00:08:26.000 --> 00:08:30.000]  說到神要對附近除了猶大人之外
[00:08:30.000 --> 00:08:32.000]  都對列國的審判
[00:08:32.000 --> 00:08:35.000]  但最終巴比倫都會受罰
[00:08:35.000 --> 00:08:39.000]  而猶大最終又能夠脫離巴比倫的逼迫
[00:08:39.000 --> 00:08:40.000]  這個很有意思的
[00:08:40.000 --> 00:08:42.000]  因為當巴比倫來到的時候
[00:08:42.000 --> 00:08:44.000]  對付猶太人的時候
[00:08:44.000 --> 00:08:46.000]  聖經裡面記載到
[00:08:46.000 --> 00:08:48.000]  迦勒底人是一些很惡的人
[00:08:48.000 --> 00:08:50.000]  對付猶大人
[00:08:50.000 --> 00:08:53.000]  因為當時是他們自己將他們擄過去
[00:08:53.000 --> 00:08:56.000]  但某程度上仍然給他們一些自由
[00:08:56.000 --> 00:09:00.000]  直到馬代波斯亡了猶大的時候
[00:09:00.000 --> 00:09:03.000]  就到以斯拉記讓他們回歸
[00:09:03.000 --> 00:09:06.000]  當時是一個相當慈悲的時代
[00:09:06.000 --> 00:09:08.000]  所以我們看到原來
[00:09:08.000 --> 00:09:13.000]  神雖然透過巴比倫去懲戒猶大
[00:09:13.000 --> 00:09:16.000]  但仍然留了相當多的空間給他們
[00:09:16.000 --> 00:09:18.000]  說到列國的懲罰
[00:09:18.000 --> 00:09:20.000]  其實我們之前到二十五章
[00:09:20.000 --> 00:09:22.000]  都有輕輕提到
[00:09:22.000 --> 00:09:26.000]  但是我們從四十六章到五十一章裡面
[00:09:26.000 --> 00:09:29.000]  我們看到神來宣告
[00:09:29.000 --> 00:09:31.000]  祂要來審判列國
[00:09:31.000 --> 00:09:35.000]  這裡一共有ABCDEFGH這麼多個
[00:09:35.000 --> 00:09:38.000]  一共有八個不同的
[00:09:38.000 --> 00:09:40.000]  其實裡面有些是連續兩個
[00:09:40.000 --> 00:09:43.000]  一共是九個不同的
[00:09:43.000 --> 00:09:47.000]  我們可以叫國家或者叫民族
[00:09:47.000 --> 00:09:53.000]  因為當時國家的觀念還沒有很強
[00:09:53.000 --> 00:09:56.000]  直到出現一些大的帝國
[00:09:56.000 --> 00:10:00.000]  所以主要是指除了埃及是一些比較強
[00:10:00.000 --> 00:10:02.000]  很明顯的一些文明古國之外
[00:10:02.000 --> 00:10:04.000]  我們譬如菲利士摩亞那些
[00:10:04.000 --> 00:10:08.000]  我們都未必會叫他們做國
[00:10:08.000 --> 00:10:10.000]  還沒有去到一個這樣的地步
[00:10:10.000 --> 00:10:13.000]  我們來看看審判列邦
[00:10:13.000 --> 00:10:16.000]  這九個不同的地方
[00:10:16.000 --> 00:10:18.000]  我們先來看第四十六章
[00:10:18.000 --> 00:10:20.000]  一到二十八節裡面
[00:10:20.000 --> 00:10:21.000]  這一章是說到什麼?
[00:10:21.000 --> 00:10:25.000]  就是說到神來審判埃及
[00:10:25.000 --> 00:10:28.000]  埃及是充滿驕傲的
[00:10:28.000 --> 00:10:30.000]  象徵給人虛假的希望
[00:10:30.000 --> 00:10:32.000]  所以我們發覺到當時
[00:10:32.000 --> 00:10:37.000]  在整個面對著巴比倫王的聯盟裡面
[00:10:37.000 --> 00:10:40.000]  埃及可以說是當時這麼多個小國
[00:10:40.000 --> 00:10:42.000]  其實整個巴勒斯坦地區
[00:10:42.000 --> 00:10:45.000]  菲利士摩亞全部都是那些
[00:10:45.000 --> 00:10:50.000]  一堆小國來衝著埃及
[00:10:50.000 --> 00:10:52.000]  希望衝著文明古國
[00:10:52.000 --> 00:10:56.000]  能夠有機會和巴比倫抗衡
[00:10:56.000 --> 00:11:01.000]  所以神首先宣告了埃及的審判
[00:11:01.000 --> 00:11:04.000]  我們看第四十六章第二節的時候
[00:11:04.000 --> 00:11:07.000]  耶利米就這麼說
[00:11:07.000 --> 00:11:12.000]  他說就輪到關乎埃及王法魯尼戈的軍隊
[00:11:12.000 --> 00:11:17.000]  這個軍隊安營在白拉河邊的加基米斯
[00:11:17.000 --> 00:11:19.000]  就是巴比倫王尼布甲尼薩
[00:11:19.000 --> 00:11:23.000]  在猶大王約西亞的兒子約亞勁
[00:11:23.000 --> 00:11:27.000]  第四年的時候所打敗的
[00:11:27.000 --> 00:11:28.000]  我們還記得曾經有一次
[00:11:28.000 --> 00:11:31.000]  就是當巴比倫兵臨城下的時候
[00:11:31.000 --> 00:11:32.000]  埃及出兵
[00:11:32.000 --> 00:11:33.000]  我們上次說過
[00:11:33.000 --> 00:11:36.000]  埃及一出兵他們就退了
[00:11:36.000 --> 00:11:38.000]  大家以為很棒
[00:11:38.000 --> 00:11:40.000]  其實我們找埃及真的沒有錯
[00:11:40.000 --> 00:11:43.000]  一出兵都不用打他們已經退了
[00:11:43.000 --> 00:11:46.000]  還沒戰而勝
[00:11:46.000 --> 00:11:47.000]  以為很棒
[00:11:47.000 --> 00:11:50.000]  但結果這裡就告訴我們
[00:11:50.000 --> 00:11:52.000]  在主前的605年
[00:11:52.000 --> 00:11:54.000]  這次正式來到交鋒
[00:11:54.000 --> 00:11:56.000]  巴比倫就在白拉河的上游
[00:11:56.000 --> 00:11:58.000]  這個加基米斯的地方
[00:11:58.000 --> 00:12:00.000]  打敗了埃及
[00:12:00.000 --> 00:12:03.000]  第七到第八節那裡
[00:12:03.000 --> 00:12:05.000]  四十六章就這麼說
[00:12:05.000 --> 00:12:10.000]  本來埃及覺得自己是這樣的
[00:12:10.000 --> 00:12:13.000]  他說好像尼羅河漲法
[00:12:13.000 --> 00:12:16.000]  將江河之水翻騰的是誰呢
[00:12:16.000 --> 00:12:18.000]  就是埃及自己
[00:12:18.000 --> 00:12:20.000]  就好像尼羅河漲
[00:12:20.000 --> 00:12:22.000]  河漲法那樣
[00:12:22.000 --> 00:12:24.000]  好像江河的水翻騰
[00:12:24.000 --> 00:12:27.000]  他說我要漲法遮蓋遍地
[00:12:27.000 --> 00:12:30.000]  我要毀滅成邑和成邑中的居民
[00:12:30.000 --> 00:12:33.000]  這個就是埃及自己看自己
[00:12:33.000 --> 00:12:36.000]  他覺得他面對著巴比倫
[00:12:36.000 --> 00:12:38.000]  他有強大的軍隊
[00:12:38.000 --> 00:12:40.000]  還找了僱傭兵
[00:12:40.000 --> 00:12:45.000]  他想著面對著巴比倫的強敵的時候
[00:12:45.000 --> 00:12:47.000]  都能夠得勝有餘
[00:12:47.000 --> 00:12:50.000]  結果記載說埃及和他的僱傭兵
[00:12:50.000 --> 00:12:52.000]  就在幼法拉底河上
[00:12:52.000 --> 00:12:53.000]  進入古代近代
[00:12:53.000 --> 00:12:56.000]  離開了自己的盤踞之地
[00:12:56.000 --> 00:12:59.000]  就在幼法拉底河的上游戰敗
[00:12:59.000 --> 00:13:02.000]  這裡說到巨大兵力的崩潰
[00:13:02.000 --> 00:13:04.000]  是出自神的作為
[00:13:04.000 --> 00:13:07.000]  他本來是希望征服其他人
[00:13:07.000 --> 00:13:09.000]  和增加自己的勢力
[00:13:09.000 --> 00:13:14.000]  因為其實當他能夠有效抵擋巴比倫
[00:13:14.000 --> 00:13:16.000]  其實大家都可以想像到
[00:13:16.000 --> 00:13:17.000]  每個人都來靠他的時候
[00:13:17.000 --> 00:13:19.000]  全部都變成了附庸國
[00:13:19.000 --> 00:13:23.000]  附庸國就像中國也是這樣
[00:13:23.000 --> 00:13:25.000]  衰衰來朝
[00:13:25.000 --> 00:13:28.000]  所以這個都是一個他希望來抗戰
[00:13:28.000 --> 00:13:31.000]  還有能夠有效將來有什麼打仗的時候
[00:13:31.000 --> 00:13:34.000]  前線就推離開自己的國境
[00:13:34.000 --> 00:13:37.000]  一方面他可以像美國一樣
[00:13:37.000 --> 00:13:40.000]  派兵到處都放插子旗
[00:13:40.000 --> 00:13:41.000]  所以大家留意到
[00:13:41.000 --> 00:13:49.000]  為什麼美國到今天都不肯放台灣和日本
[00:13:49.000 --> 00:13:51.000]  怎麼都要派駐軍在那裡
[00:13:51.000 --> 00:13:54.000]  因為這樣他才能平衡整個太平洋的軍力
[00:13:54.000 --> 00:13:56.000]  如果美軍一抽走的時候
[00:13:56.000 --> 00:14:00.000]  太平洋他自己覺得他的利益就會受衝撞
[00:14:00.000 --> 00:14:01.000]  所以你會發覺
[00:14:01.000 --> 00:14:03.000]  為什麼美軍要在外面四處插旗呢
[00:14:03.000 --> 00:14:07.000]  目的就是差不多世界上主要的地方
[00:14:07.000 --> 00:14:09.000]  他都有些旗在那裡
[00:14:09.000 --> 00:14:11.000]  但非洲比較少
[00:14:11.000 --> 00:14:12.000]  因為對他來說
[00:14:12.000 --> 00:14:14.000]  他覺得非洲給他的利益比較少
[00:14:14.000 --> 00:14:16.000]  所以你要留意到
[00:14:16.000 --> 00:14:21.000]  這些全部都是一些從政治的角度來看的
[00:14:21.000 --> 00:14:23.000]  我們看到埃及人的入侵
[00:14:23.000 --> 00:14:26.000]  當巴比倫入侵埃及境內
[00:14:26.000 --> 00:14:29.000]  來到附庸兵逃回自己的家的時候
[00:14:29.000 --> 00:14:31.000]  他們也都無助
[00:14:31.000 --> 00:14:33.000]  來面對著敵人的殺戮
[00:14:33.000 --> 00:14:36.000]  這個情況就是我們看第21節的時候
[00:14:36.000 --> 00:14:38.000]  就這樣說
[00:14:38.000 --> 00:14:40.000]  其中的附庸兵
[00:14:40.000 --> 00:14:43.000]  就好像圈裡面的肥牛毒
[00:14:43.000 --> 00:14:45.000]  他們轉身退後一起逃跑
[00:14:45.000 --> 00:14:47.000]  站立不住
[00:14:47.000 --> 00:14:49.000]  因為他們遭難的日子追討的時候
[00:14:49.000 --> 00:14:50.000]  臨到
[00:14:50.000 --> 00:14:53.000]  其中的聲音好像蛇一樣
[00:14:53.000 --> 00:14:55.000]  敵人要一隊似的
[00:14:55.000 --> 00:15:00.000]  用樹木的手拿著斧子來攻擊他
[00:15:00.000 --> 00:15:02.000]  差不多就等於佛林的人
[00:15:02.000 --> 00:15:05.000]  把整個森林都剷平
[00:15:05.000 --> 00:15:08.000]  埃及的密底算盤
[00:15:08.000 --> 00:15:12.000]  就是想把戰線推遠一點
[00:15:12.000 --> 00:15:16.000]  但結果反而巴比倫藉著這個機會
[00:15:16.000 --> 00:15:18.000]  長驅直入
[00:15:18.000 --> 00:15:20.000]  因為他散布了自己的軍隊
[00:15:20.000 --> 00:15:22.000]  他把軍隊推到前面的時候
[00:15:22.000 --> 00:15:25.000]  後方自然守住
[00:15:25.000 --> 00:15:28.000]  其實如果大家知道那裡是一個歐亞非中間
[00:15:28.000 --> 00:15:30.000]  過了巴勒斯坦地之後
[00:15:30.000 --> 00:15:32.000]  那裡差不多無險可守
[00:15:32.000 --> 00:15:35.000]  所以就突然就湧進來
[00:15:35.000 --> 00:15:37.000]  也是因為這個緣故
[00:15:37.000 --> 00:15:39.000]  所以神將以色列擺在那個地方
[00:15:39.000 --> 00:15:41.000]  那時候主要是打陸軍
[00:15:41.000 --> 00:15:42.000]  現在空
[00:15:42.000 --> 00:15:44.000]  大家都知道雖然現在有空戰
[00:15:44.000 --> 00:15:45.000]  有海戰
[00:15:45.000 --> 00:15:48.000]  但是到最後你都要派駐軍
[00:15:48.000 --> 00:15:50.000]  到最後你都要派駐軍
[00:15:50.000 --> 00:15:53.000]  你不可以就這樣打完一輪就算了
[00:15:53.000 --> 00:15:55.000]  如果你要保持住那個地方
[00:15:55.000 --> 00:15:56.000]  你都要派駐軍
[00:15:56.000 --> 00:15:58.000]  駐軍要麼海軍要麼陸軍
[00:15:58.000 --> 00:16:01.000]  其實理論上如果無險可守的話
[00:16:01.000 --> 00:16:03.000]  陸軍是比海軍快
[00:16:03.000 --> 00:16:04.000]  因為海軍來說
[00:16:04.000 --> 00:16:06.000]  我們如果找一隻戰艦在這裡
[00:16:06.000 --> 00:16:08.000]  去波斯灣都不知道幾個月才到
[00:16:08.000 --> 00:16:12.000]  但是陸軍或者空軍在附近
[00:16:12.000 --> 00:16:14.000]  就可以調動軍隊
[00:16:14.000 --> 00:16:15.000]  大家都知道
[00:16:15.000 --> 00:16:18.000]  在陸上面的速度是比海上的速度快
[00:16:18.000 --> 00:16:21.000]  所以和海要兜
[00:16:21.000 --> 00:16:24.000]  所以如果那些險就很重要
[00:16:24.000 --> 00:16:26.000]  所以巴勒斯坦神專門擺在那個地方
[00:16:26.000 --> 00:16:29.000]  那個是一個歐亞被打到像必經之路
[00:16:29.000 --> 00:16:32.000]  叫以色列人緊緊的來去倚靠神
[00:16:32.000 --> 00:16:33.000]  也都是因為這樣的緣故
[00:16:33.000 --> 00:16:35.000]  當巴勒斯坦被征服之後
[00:16:35.000 --> 00:16:37.000]  埃及也都無險可守
[00:16:37.000 --> 00:16:39.000]  一路被人長驅直入
[00:16:39.000 --> 00:16:40.000]  第25節就說
[00:16:40.000 --> 00:16:42.000]  萬君子耶和華以色列的神說
[00:16:42.000 --> 00:16:44.000]  我必認佛
[00:16:44.000 --> 00:16:46.000]  羅的阿們
[00:16:46.000 --> 00:16:49.000]  就是埃及的尊大之神和法老
[00:16:49.000 --> 00:16:52.000]  並埃及和埃及的神和君王
[00:16:52.000 --> 00:16:55.000]  都必認佛法老和倚靠他的人
[00:16:55.000 --> 00:16:57.000]  這裡說到懲罰三個
[00:16:57.000 --> 00:16:59.000]  一個就是法老王自己
[00:16:59.000 --> 00:17:02.000]  法老在埃及都被稱為神
[00:17:02.000 --> 00:17:05.000]  另外就是埃及他們自己
[00:17:05.000 --> 00:17:08.000]  除了法老之外那些的神
[00:17:08.000 --> 00:17:09.000]  還有什麼呢
[00:17:09.000 --> 00:17:12.000]  最重要的就是說到那些倚靠
[00:17:12.000 --> 00:17:14.000]  投靠埃及的人
[00:17:14.000 --> 00:17:15.000]  包括了什麼
[00:17:15.000 --> 00:17:18.000]  從巴勒斯坦逃亡
[00:17:18.000 --> 00:17:20.000]  走到埃及地那幫猶太人
[00:17:20.000 --> 00:17:25.000]  那幫神同樣要來懲罰他們
[00:17:25.000 --> 00:17:28.000]  所以包括了三類不同的人
