
[00:00:00.000 --> 00:00:05.000]  很快我們來到中間這一堂
[00:02:41.000 --> 00:02:46.000]  可能是十誡裡最困難解釋的一句說話
[00:02:46.000 --> 00:02:51.000]  因為這句說話只是出現在十誡裡
[00:02:51.000 --> 00:02:54.000]  我們嘗試用不同的方法去探討
[00:02:54.000 --> 00:02:57.000]  我們發覺其他的經文可以幫助我們
[00:02:57.000 --> 00:03:04.000]  網稱上帝的名字在新約耶穌基督的教導
[00:03:04.000 --> 00:03:09.000]  不單是他的言教,而且是他的新教
[00:03:09.000 --> 00:03:12.000]  基督在肉身的時候
[00:03:12.000 --> 00:03:17.000]  他恩著苦難學會順從
[00:03:17.000 --> 00:03:21.000]  稱呼我主呀主呀的人不能都進天國
[00:03:21.000 --> 00:03:25.000]  唯獨遵行天父旨意的才能進去
[00:03:25.000 --> 00:03:27.000]  我們再說這不是束縛
[00:03:27.000 --> 00:03:36.000]  這不是叫我們不准有自己的想法
[00:03:36.000 --> 00:03:39.000]  只是聽上帝的旨意
[00:03:39.000 --> 00:03:44.000]  不是,我們發覺基督的禱告表達出他有很多的想法
[00:03:44.000 --> 00:03:50.000]  但是我們能夠遵行上帝的意思
[00:03:50.000 --> 00:04:00.000]  其實是幫助我們不需要假設、假扮、假裝我們是上帝
[00:04:00.000 --> 00:04:02.000]  我們能夠知道過去未來
[00:04:02.000 --> 00:04:08.000]  我們能夠作出完全沒有差錯的決定
[00:04:08.000 --> 00:04:11.000]  上帝沒有答應我們這件事
[00:04:11.000 --> 00:04:15.000]  所以在我們學習的過程當中
[00:04:15.000 --> 00:04:22.000]  我們不是要學做更準確的預測
[00:04:22.000 --> 00:04:26.000]  更有把握的決定
[00:04:26.000 --> 00:04:30.000]  決定了之後一定好的,沒有
[00:04:30.000 --> 00:04:34.000]  這樣的時候上帝就無關痛癢
[00:04:34.000 --> 00:04:39.000]  祈禱也只是順便給上帝吸個癮而已
[00:04:39.000 --> 00:04:43.000]  我們需要學習的是在我們最好的計劃當中
[00:04:43.000 --> 00:04:49.000]  我們仍然對上帝說照你的意思,不要照我的意思
[00:04:49.000 --> 00:04:56.000]  這是釋放,將千斤的重擔從我們的肩頭上拿走
[00:04:56.000 --> 00:05:01.000]  這個釋放帶來的不是放任,不是不負責任
[00:05:01.000 --> 00:05:10.000]  這個釋放帶來的是我們能夠更加輕散地跟隨著
[00:05:10.000 --> 00:05:15.000]  然後我們看到安息日,安息日跟休息無關
[00:05:15.000 --> 00:05:19.000]  因為這個不是創世紀記載安息日的起點
[00:05:19.000 --> 00:05:23.000]  不是上帝做得太累,所以他要休息放假
[00:05:23.000 --> 00:05:26.000]  他也要休息,何況我們呢
[00:05:26.000 --> 00:05:30.000]  所以星期日要不要開會,星期六可不可以上班
[00:05:30.000 --> 00:05:32.000]  這些完全不是問題
[00:05:32.000 --> 00:05:41.000]  安息日帶來給我們的是上帝得勝邪惡的應許
[00:05:41.000 --> 00:05:46.000]  這一場戰爭從人類歷史的起點,創世紀第一章
[00:05:46.000 --> 00:05:51.000]  一直到啟示錄新天新地之前,白色大寶座的審判
[00:05:51.000 --> 00:05:55.000]  換句話說,我們就是活在一場戰爭裡面
[00:05:55.000 --> 00:06:00.000]  這個好像計數一樣,是那個given
[00:06:00.000 --> 00:06:04.000]  你計數記得一開始一定有些東西給了你
[00:06:04.000 --> 00:06:06.000]  你不能改那些東西
[00:06:06.000 --> 00:06:10.000]  不論你喜不喜歡,你不喜歡也是一個事實
[00:06:10.000 --> 00:06:19.000]  在這個事實面前,我們的使命,作功這個說法
[00:06:19.000 --> 00:06:24.000]  其實是說我們的任務,就是舊約聖經所記載
[00:06:24.000 --> 00:06:33.000]  神按他的形象創造人,這個形象樣式是一個君王的說法
[00:06:33.000 --> 00:06:38.000]  詩篇第八篇提到,以榮耀尊貴作為我們的冠冕
[00:06:38.000 --> 00:06:41.000]  將一切萬物伏在人的腳下
[00:06:41.000 --> 00:06:51.000]  不是任由我們去剝削,去令這個世界變得只是為人的用處
[00:06:51.000 --> 00:07:02.000]  不是,君王的責任同樣在新舊約聖經提到針對邪惡,對邪惡的爭戰
[00:07:02.000 --> 00:07:11.000]  上帝只是將這個並肩作戰的責任放在人的身上
[00:07:11.000 --> 00:07:16.000]  上帝沒有將這個責任,好像我們提過C.S. Lewis的童話
[00:07:16.000 --> 00:07:21.000]  Narnia,Narnia的故事,要動物一起幫忙
[00:07:21.000 --> 00:07:26.000]  這是童話世界的想法,聖經分得很清楚
[00:07:26.000 --> 00:07:29.000]  只有人有神的形象
[00:07:29.000 --> 00:07:35.000]  所以在這場戰爭當中,人的生命需要打美好的仗
[00:07:35.000 --> 00:07:43.000]  不過安息日同時提醒我們,我們這個爭戰的秘訣
[00:07:43.000 --> 00:07:49.000]  不是在於我們的能力承接著第三界,我們不是上帝
[00:07:49.000 --> 00:07:54.000]  所以參與這場戰爭,坦白說,亞當夏娃給我們看到
[00:07:54.000 --> 00:08:00.000]  事實上他們才是問題所在,監守自盜
[00:08:00.000 --> 00:08:09.000]  蓋隱亞伯的故事給我們看到,人才是邪惡,入侵世界的缺口
[00:08:09.000 --> 00:08:18.000]  人的生命在安息日的吩咐中,我們要經歷的是上帝的權柄
[00:08:18.000 --> 00:08:23.000]  所以生命記提到安息日的原因,和出埃及記不同
[00:08:23.000 --> 00:08:26.000]  出埃及記說創造天地,創世紀一章二章
[00:08:26.000 --> 00:08:35.000]  出埃及記說上帝用伸出來的手,大能的蚌臂帶他們出埃及
[00:08:35.000 --> 00:08:40.000]  指向上帝的能力,和創世紀所說的相同
[00:08:40.000 --> 00:08:45.000]  雖然是不同的事件,但是相同的主題
[00:08:45.000 --> 00:08:48.000]  最安息日提醒我們,在這場戰爭當中
[00:08:48.000 --> 00:08:55.000]  我們的參與其實是指向我們的生命
[00:08:55.000 --> 00:08:58.000]  就是這場戰爭的戰場之一
[00:08:58.000 --> 00:09:03.000]  在我們的生命當中,邪惡要得到我們
[00:09:03.000 --> 00:09:11.000]  但上帝已經得勝,你不要誤認誰是你的敵人,誰是你的幫手
[00:09:11.000 --> 00:09:17.000]  在上帝的保護之下,人的生命其實是一個戰場
[00:09:17.000 --> 00:09:20.000]  一個得勝邪惡的戰場
[00:09:20.000 --> 00:09:23.000]  我這樣說的原因是因為創世紀跟著說下去
[00:09:23.000 --> 00:09:27.000]  離開了第一章之後,四十九章的經文
[00:09:27.000 --> 00:09:35.000]  說亞當的故事,說羅亞的故事,說阿伯拉罕的故事,說雅各的故事,說約瑟的故事
[00:09:35.000 --> 00:09:43.000]  都是人的生命裡的掙扎,家常鄰常關係的衝突
[00:09:43.000 --> 00:09:53.000]  不是說靈界的爭戰,說惡魔和天使,阿伯拉罕趕鬼之類的,不是
[00:09:53.000 --> 00:10:01.000]  你和我的生命是這場戰爭必爭之地
[00:10:01.000 --> 00:10:07.000]  但很奇怪,上帝要我們在安息當中去經歷他的得勝
[00:10:07.000 --> 00:10:14.000]  這個值得我們再細心去思想,不過時間不容許我們停留太久
[00:10:14.000 --> 00:10:22.000]  今天我們要再看第五、第六句的誡命
[00:10:22.000 --> 00:10:27.000]  第五句的誡命我們很熟悉的,特別是華人教會,中國人
[00:10:27.000 --> 00:10:38.000]  當孝敬父母,使你的日子在耶和華,你神所賜你的地上,得以長久
[00:10:38.000 --> 00:10:43.000]  我們熟悉的原因是因為我們中國人是很講孝道的
[00:10:43.000 --> 00:10:46.000]  百行以孝為先
[00:10:46.000 --> 00:10:54.000]  在我們和長輩傳福音的時候,時時不信主的老人家會罵年輕的一輩
[00:10:54.000 --> 00:11:01.000]  你信耶穌,那耶穌給你吃飯嗎?你回去禮拜堂,不要回來,這些我們聽過很多
[00:11:01.000 --> 00:11:11.000]  所以我們很緊張,告訴我們的長輩,聖經也說孝順父母,也不是不要父母,十誡裡面就說的
[00:11:11.000 --> 00:11:21.000]  討論這個問題之前,我想先澄清一些結構上帶來給我們的印象
[00:11:21.000 --> 00:11:28.000]  不知是否因為摩西將十誡帶下山的時候說有兩塊法板
[00:11:28.000 --> 00:11:34.000]  我們假設一塊寫五條誡命,中間剖開它
[00:11:34.000 --> 00:11:41.000]  事實上你看看經文的長短,如果要在中間剖開,大概不會在第五條誡命
[00:11:41.000 --> 00:11:47.000]  你拿著和合館看看,中間剖開大概在安息日那裡,就已經一半篇幅
[00:11:47.000 --> 00:11:53.000]  由於我們有這樣的印象,所以我們會問
[00:11:53.000 --> 00:12:01.000]  孝敬父母這個第五條誡命應該屬於上半部分,一至五,六至十
[00:12:01.000 --> 00:12:09.000]  上面四條誡命都是說上帝,第五條就不是說上帝,第五條說父母
[00:12:09.000 --> 00:12:19.000]  有兩個可能的反應,一個反應就是你會因為前五條應該是屬於十誡的上半
[00:12:19.000 --> 00:12:27.000]  而四條都是說上帝,所以第五條你就會有個印象說,他都應該是說上帝
[00:12:27.000 --> 00:12:33.000]  我既然他說父母不是說上帝,那父母就等於上帝
[00:12:33.000 --> 00:12:41.000]  這是一個很危險的說法,這個危險的說法也牽涉到我們看不到聖經翻譯
[00:12:41.000 --> 00:12:50.000]  這裡說對父母的動詞和中國的孝道是有分別的
[00:12:50.000 --> 00:12:59.000]  我們說孝順父母,孝只是關係人倫的代名詞
[00:12:59.000 --> 00:13:08.000]  孝的內容是什麼呢?中國的教訓就是順,順服,聽從
[00:13:08.000 --> 00:13:14.000]  所以在中國人的孝道上,我們很講聽父母的話
[00:13:14.000 --> 00:13:19.000]  這一代可能沒有了,但上一代父母說一句我們不敢駁嘴的
[00:13:19.000 --> 00:13:23.000]  我們天下無不士之父母
[00:13:23.000 --> 00:13:30.000]  但請你留意,和合本翻譯這句話的時候,真的有聖靈的感動
[00:13:30.000 --> 00:13:42.000]  本來以當時翻譯聖經的處境來說,西教士識原文,用英文怎樣翻譯出來
[00:13:42.000 --> 00:13:49.000]  那些秀才是中國的博博齋,讀四書五經的,一定是想孝順的
[00:13:49.000 --> 00:13:53.000]  為什麼不譯孝順父母,而是孝敬父母呢?
[00:13:53.000 --> 00:13:57.000]  這裡不是把父母看為上帝
[00:13:57.000 --> 00:14:10.000]  因為聖經從來都沒有教我們要凡事不問原因,這樣去聽從父母
[00:14:10.000 --> 00:14:21.000]  這裡說孝敬父母和孝順父母一字之差,但這是一個很重要的差別
[00:14:21.000 --> 00:14:29.000]  新約士道行傳講得很清楚,信從神,不信從人,是應當的
[00:14:29.000 --> 00:14:34.000]  只有上帝是我們要學習順服的
[00:14:34.000 --> 00:14:40.000]  稱呼他主也,不能刀進天國,唯獨遵行,順服很重要
[00:14:40.000 --> 00:14:42.000]  但是對父母呢?
[00:14:42.000 --> 00:14:47.000]  聖經不是教我們把父母放在上帝的位置
[00:14:47.000 --> 00:14:52.000]  既然我們見不到上帝,父母的話就是上帝的話
[00:14:52.000 --> 00:15:01.000]  不是,我們試試讀一下新約的教導,我們就會很清楚分別
[00:15:01.000 --> 00:15:11.000]  《耳窟所書》第六章引用十誡來教導作兒女
[00:15:11.000 --> 00:15:18.000]  《耳窟所書》第六章第一至第四節,大家找到我們一起讀
[00:15:18.000 --> 00:15:24.000]  《耳窟所書》第六章第一至第四節,請讀
[00:15:24.000 --> 00:15:32.000]  你們作兒女的,要在主裡聽從父母,這是理所當然的
[00:15:32.000 --> 00:15:40.000]  要孝敬父母,使你得福,在世長壽,這是第一條大應許的誡命
[00:15:40.000 --> 00:15:51.000]  你們作父親的,不要惹兒女的氣,只要照著主的教訓和警戒養育他們
[00:15:51.000 --> 00:15:58.000]  保羅在這裡講得很清楚,怎樣聽從父母,是在主裡
[00:15:58.000 --> 00:16:07.000]  《哥羅西書》有同樣的教導,在哥羅西書第三章第二十節
[00:16:07.000 --> 00:16:11.000]  你們作兒女的,要凡事聽從父母
[00:16:11.000 --> 00:16:15.000]  你剛剛才說過不是凡事,保羅這裡不是說凡事嗎?
[00:16:15.000 --> 00:16:22.000]  讀完二十節最後那句,因為這是主所喜悅的
[00:16:22.000 --> 00:16:29.000]  擺了上帝的喜悅作為基礎,你就明白
[00:16:29.000 --> 00:16:34.000]  哥羅西書所講的,其實和耳窟所書所講的是異曲同工
[00:16:34.000 --> 00:16:42.000]  在主裡聽從父母,在父母和兒女的關係之上
[00:16:42.000 --> 00:16:53.000]  如果我們在講權威,又或者在父母和兒女的關係的根基,是上帝
[00:16:53.000 --> 00:17:00.000]  所以在主裡聽從父母,是主所喜悅的,這樣去聽從父母
[00:17:00.000 --> 00:17:04.000]  就不是父母要什麼就什麼
[00:17:04.000 --> 00:17:12.000]  更清楚的是,在保羅這兩卷書提到作兒女的要聽從父母之後
[00:17:12.000 --> 00:17:17.000]  保羅立刻加上另外一個對父母的教訓
[00:17:17.000 --> 00:17:21.000]  你們作父親的,不要惹兒女的氣
[00:17:21.000 --> 00:17:28.000]  中國傳統的孝道,什麼時候會對父母說這樣的說話?
[00:17:28.000 --> 00:17:37.000]  不會的,天下無不是之父母,惹你的氣你都要說是,對,教得好
[00:17:37.000 --> 00:17:41.000]  不是,保羅在這一句說話裡就給我們看到一個很大的分別
[00:17:41.000 --> 00:17:45.000]  父母和兒女在天上同有一位天父
[00:17:45.000 --> 00:17:53.000]  所以父親是要照主的教訓和警戒去養育下一代
[00:17:53.000 --> 00:17:59.000]  所以這個很清楚,孝敬和孝順是兩回事
[00:17:59.000 --> 00:18:06.000]  這個一個字的分別背後所代表的是有神還是沒有神的分別
[00:18:06.000 --> 00:18:13.000]  在一個沒有神的儒家社會裡,父親母親就是上帝
[00:18:13.000 --> 00:18:18.000]  在聖經裡,父母不是上帝
[00:18:18.000 --> 00:18:23.000]  所以無論作兒女的,怎樣聽從父母,按上帝的意思
[00:18:23.000 --> 00:18:28.000]  作父母的,怎樣教導兒女,同樣按上帝的意思
[00:18:28.000 --> 00:18:36.000]  這個很清楚,孝敬父母翻譯的希伯來動詞是什麼呢?
[00:18:36.000 --> 00:18:38.000]  為什麼用敬字呢?
[00:18:38.000 --> 00:18:42.000]  因為這個動詞,其實我們中文也有這樣的意思
[00:18:42.000 --> 00:18:53.000]  我們說尊重,那個重量,這個人很有份量,很值得我們尊敬、敬重
[00:18:53.000 --> 00:19:01.000]  那個重的味道就是希伯來文的動詞的基本意思
[00:19:01.000 --> 00:19:05.000]  尊重父母,敬重父母
[00:19:05.000 --> 00:19:15.000]  所以有個基督徒,有一段時間在教會團契,有一班大學生很喜歡問這些問題
[00:19:15.000 --> 00:19:21.000]  我信了主,但是我父母不讓我洗禮,我應該怎麼做?
[00:19:21.000 --> 00:19:27.000]  我是不是應該瞞著他,我洗禮是對的?
[00:19:27.000 --> 00:19:31.000]  想清楚一點,怎樣才算尊重父母?
[00:19:31.000 --> 00:19:39.000]  你不應該一生聽他說,他一世人不讓你洗禮,你就說我不用了
[00:19:39.000 --> 00:19:43.000]  我聽從你,我順從你聖經教的,當然不是這樣
[00:19:43.000 --> 00:19:47.000]  但你又用不用說,他一不讓你,你就馬上去洗禮呢?
[00:19:47.000 --> 00:19:53.000]  你可以這樣做,他奈何你什麼?他不會奈何你什麼,不過你會後悔
[00:19:53.000 --> 00:20:00.000]  因為在你這樣做的時候,你失去了一個尊重、敬重父母的機會
[00:20:00.000 --> 00:20:08.000]  一個好的機會,一個特別在信仰和孝順的衝突裡面
[00:20:08.000 --> 00:20:16.000]  你不可以妥協,但你仍然可以在不聽他的話的時候尊重他
[00:20:16.000 --> 00:20:22.000]  你可以等他,所以當時我跟同學說
[00:20:22.000 --> 00:20:31.000]  最低限度你可以等到,當時我們在外國,等到你回到家裡,在他身邊
[00:20:31.000 --> 00:20:36.000]  不要在外面沒有王館的時候,你去洗禮
[00:20:36.000 --> 00:20:41.000]  或者你等到他可能會回心轉意都未定
[00:20:41.000 --> 00:20:49.000]  或者他不會回心轉意,但你總給他一段時間,讓他知道你尊重他
[00:20:49.000 --> 00:20:56.000]  尊重和順從有分別,但不一定是要衝突的
[00:20:56.000 --> 00:21:03.000]  聖經跟我們說,要看重我們的父母,所以真言有很多這樣的教導
[00:21:03.000 --> 00:21:10.000]  摩西的律法有很多這樣的教導,咒罵父母的,打父母的,要致死他
[00:21:10.000 --> 00:21:14.000]  這個是利美記的教導,這個是不尊敬父母
[00:21:14.000 --> 00:21:22.000]  你的父母年紀老了,你不要看輕他,很容易的,很容易不察覺的
[00:21:22.000 --> 00:21:29.000]  這個是聖經裡面關於孝敬父母,第一個我們要分得很清楚
[00:21:29.000 --> 00:21:34.000]  因為我們的背景來自中國人的傳統的孝道
[00:21:34.000 --> 00:21:42.000]  我們很容易,有時候都是熱心的,為了要傳福音,為了護教
[00:21:42.000 --> 00:21:51.000]  為了打好關係,我們就把聖經拿出來,聖經也說了,你又不聽我說,死了,不知道怎麼辦
[00:21:51.000 --> 00:21:58.000]  第二點我們需要很小心留意的,從中國人的說法到聖經的說法
[00:21:58.000 --> 00:22:02.000]  我們都發覺還有一個很大的分別
[00:22:02.000 --> 00:22:12.000]  無論新約,已不鎖書也好,或者十誡裡面說,要孝敬父母的後果是什麼呢
[00:22:12.000 --> 00:22:19.000]  已不鎖書就說到,這是第一條大英許的誡命,我們很熟的
[00:22:19.000 --> 00:22:28.000]  不過我們經常搞錯,因為新約翻譯到,使你得福,在世長壽
[00:22:28.000 --> 00:22:34.000]  誰不想長壽,每個人都想長命百歲,所以我們每個人都孝敬父母
[00:22:34.000 --> 00:22:42.000]  反過來,如果弟兄或姊妹三十歲都未到,癌症死了,他就不孝敬父母了
[00:22:42.000 --> 00:22:48.000]  這不是一個好的解釋,因為讀新約聖經,當他引用舊約的時候
[00:22:48.000 --> 00:22:54.000]  你不妨去讀舊約怎麼說呢,剛才我們讀《聖經》二十章的時候
[00:22:54.000 --> 00:22:58.000]  我們讀到的不是說一個人長命還是不長命
[00:22:58.000 --> 00:23:10.000]  那裡說的是,當孝敬父母,使你的日子在耶和華你神所賜你的地上得以長久
[00:23:10.000 --> 00:23:18.000]  我想先討論的就是,這裡說的那個英許,不是對父母說的
[00:23:18.000 --> 00:23:24.000]  這裡不是中國人的說法,孝敬父母,那父母就有福了
[00:23:24.000 --> 00:23:32.000]  我們那些故事都是這樣說的,爸爸對爺爺不好,兒子看在心裡
[00:23:32.000 --> 00:23:38.000]  日後又是這樣對爸爸,爸爸不敢了,悔改了,對爺爺好了
[00:23:38.000 --> 00:23:46.000]  為什麼呢,因為有養學養,到自己年老的時候,如果有兒孫孝順,就自己得福
[00:23:46.000 --> 00:23:52.000]  但是《聖經》不是這樣說的,《聖經》的焦點很奇怪
[00:23:52.000 --> 00:24:00.000]  它所說的那個英許,那個祝福是臨到你的身上
[00:24:00.000 --> 00:24:12.000]  你孝敬父母,你尊重父母,你在耶和華你神所賜你的地上得以長久
[00:24:12.000 --> 00:24:26.000]  所以那個得到英許的,不是說父母,不是說為父母的好處,所以你要孝敬他
[00:24:26.000 --> 00:24:32.000]  不是,很奇怪,你孝敬父母是你得到好處
[00:24:32.000 --> 00:24:37.000]  猶太的拉比很滑稽,他們很幽默,他們說這條界面最難守
[00:24:37.000 --> 00:24:45.000]  因為孝敬父母,那星期天應該先跟他們喝茶,然後才來教會呢
[00:24:45.000 --> 00:24:52.000]  還是早點走,不要參加主學師班,陪他們喝茶呢,拗曬頭了
[00:24:52.000 --> 00:25:00.000]  當然這是一個很幽默的說法,不過那個焦點似乎不是在這裡
[00:25:00.000 --> 00:25:05.000]  焦點不是怎樣去令父母開心
[00:25:05.000 --> 00:25:15.000]  我們看清聖經的說法,聖經說孝敬父母是你在耶和華你神所賜你的地上得以長久
[00:25:15.000 --> 00:25:21.000]  那個焦點是你的身上,你去陪他喝茶有什麼好處呢
[00:25:21.000 --> 00:25:27.000]  是這樣問的,不是問他有什麼好處,不是問他想怎樣,是問你想怎樣
[00:25:27.000 --> 00:25:33.000]  你在耶和華你神所賜你的地上得以長久
[00:25:33.000 --> 00:25:42.000]  這句說話如果解作長壽,那就是耶和華你神所賜你的地上,這個說法是多餘的
[00:25:42.000 --> 00:25:46.000]  長壽不一定在耶和華你神所賜你的地上
[00:25:46.000 --> 00:25:51.000]  雖然你說可以這樣解,也是長久的意思
[00:25:51.000 --> 00:26:00.000]  但是中間這句如果不是多餘的,我們就有理由再深一層的去說
[00:26:00.000 --> 00:26:06.000]  這裡所說的應許,絕對不是說一個人的壽命
[00:26:06.000 --> 00:26:17.000]  這裡說的是一個民族的明天,是一個社會能否長久
[00:26:17.000 --> 00:26:24.000]  在耶和華你神所賜你的地上,這是和整個以色列說的
[00:26:24.000 --> 00:26:32.000]  這是上帝帶他們進入迦南,不是帶一個人進去,是帶整個以色列十二支派進去
[00:26:32.000 --> 00:26:41.000]  這裡說的是看重、尊重、孝敬父母
[00:26:41.000 --> 00:26:52.000]  這樣你們在迦南應許的地上就能夠繼續生活下去
[00:26:52.000 --> 00:26:59.000]  如果從這個角度來看,我們就發覺這裡的確不是在說孝道
[00:26:59.000 --> 00:27:10.000]  這裡其實是在說一個人的生命的核心,一個人的生活態度
[00:27:10.000 --> 00:27:14.000]  我們生活在一個什麼樣的社會裡面
[00:27:14.000 --> 00:27:22.000]  今天成功資本主義的原則告訴我們
[00:27:22.000 --> 00:27:27.000]  人不為己,天誅地滅
[00:27:27.000 --> 00:27:30.000]  這句說得很殘忍
[00:27:30.000 --> 00:27:35.000]  勿敬天責,適者生存
[00:27:35.000 --> 00:27:38.000]  你不幫你自己就沒有人幫你
[00:27:38.000 --> 00:27:41.000]  幫自己是很正確的
[00:27:41.000 --> 00:27:47.000]  每一個人今天很自然地生長在這個社會裡面
[00:27:47.000 --> 00:27:54.000]  就是以自己為中心的生活方式
[00:27:54.000 --> 00:28:01.000]  這種生活方式在一個資本主義的社會,一個民主社會
[00:28:01.000 --> 00:28:08.000]  尤其是顯得合法、合理、天公地道、理直氣壯
[00:28:08.000 --> 00:28:11.000]  所以民主社會爭取的是什麼?
[00:28:11.000 --> 00:28:14.000]  是我的利益
[00:28:14.000 --> 00:28:23.000]  用我的選票來爭取、來交易、來換取我的利益
[00:28:23.000 --> 00:28:27.000]  政府是要為我來做一些事
[00:28:27.000 --> 00:28:31.000]  於是引伸出去我要生存
[00:28:31.000 --> 00:28:36.000]  周圍的人就是我可以利用的
[00:28:36.000 --> 00:28:40.000]  周圍的人就是幫助我成功的
[00:28:40.000 --> 00:28:43.000]  一將功成萬骨枯
[00:28:43.000 --> 00:28:49.000]  就是這樣的,這就是成功的定律
[00:28:49.000 --> 00:28:56.000]  我們每一個人的生命如果都是自己最重要的話
[00:28:56.000 --> 00:29:03.000]  坦白說我們沒有明天
[00:29:03.000 --> 00:29:11.000]  西方的社會嘗試走一條這樣的路其實是很短暫的歷史
[00:29:11.000 --> 00:29:15.000]  我有三年在加拿大居住
[00:29:15.000 --> 00:29:21.000]  我記得有一次去投票,我帶著我剛出生的女兒去
[00:29:21.000 --> 00:29:24.000]  其實是順便散散步,在附近的學校
[00:29:24.000 --> 00:29:28.000]  投票站的人看到我小時候就開玩笑
[00:29:28.000 --> 00:29:32.000]  說她不能投票,當然知道她不能
[00:29:32.000 --> 00:29:35.000]  所以隔壁有人就說十八年後了
[00:29:35.000 --> 00:29:40.000]  第三個人就說,還有加拿大嗎?
[00:29:40.000 --> 00:29:43.000]  你在香港久了你不會笑
[00:29:43.000 --> 00:29:49.000]  但那個時候正是魁北克省醞釀獨立的時候
[00:29:49.000 --> 00:29:53.000]  那個時候加拿大也沒有憲法
[00:29:53.000 --> 00:29:58.000]  因為有一班原居民,我們叫他們紅番,不是很好聽
[00:29:58.000 --> 00:30:02.000]  他們是印第安的部落
[00:30:02.000 --> 00:30:06.000]  他們認為聯邦政府給不夠他們利益
[00:30:06.000 --> 00:30:10.000]  所以他們不肯簽Middle East Accord
[00:30:10.000 --> 00:30:14.000]  為少部分人的利益
[00:30:14.000 --> 00:30:19.000]  一個很富庶的國家,在外面人人都想移民
[00:30:19.000 --> 00:30:22.000]  你問中國人想去哪裡,當然是北美洲
[00:30:22.000 --> 00:30:25.000]  雖然美國賺錢多,加拿大也不錯
[00:30:25.000 --> 00:30:30.000]  有沒有明天?坦白說,沒有人知道
[00:30:30.000 --> 00:30:36.000]  波斯尼亞的戰爭,給我們有很深一層的反省
[00:30:36.000 --> 00:30:43.000]  其實南斯拉夫的環境和加拿大一樣漂亮
[00:30:43.000 --> 00:30:48.000]  如果你去旅行看看,那些環境都是山明水秀
[00:30:48.000 --> 00:30:54.000]  住的人種都是如此參差
[00:30:54.000 --> 00:30:58.000]  加拿大也曾經試過去到停車場
[00:30:58.000 --> 00:31:02.000]  寫著中國人回家的字眼
[00:31:02.000 --> 00:31:08.000]  報章上也說過,我們加拿大的城市要變成香港
[00:31:08.000 --> 00:31:14.000]  到今天,一個只是以自己的利益
[00:31:14.000 --> 00:31:24.000]  作為在社會上的政治權力分配的遊戲規則
[00:31:24.000 --> 00:31:30.000]  有多久的明天,歷史還沒有定論
[00:31:30.000 --> 00:31:33.000]  但聖經就有定論
[00:31:33.000 --> 00:31:41.000]  聖經說得很清楚,索多瑪、俄摩拉的傾覆原因在哪裡
[00:31:41.000 --> 00:31:47.000]  我和你讀《以西傑書》第十六章四十九節
[00:31:47.000 --> 00:31:55.000]  《以西傑書》第十六章第四十九節
[00:31:55.000 --> 00:31:59.000]  舊約九百八十七頁
[00:31:59.000 --> 00:32:04.000]  《以西傑書》十六章四十九節
[00:32:04.000 --> 00:32:06.000]  我們找到一起讀
[00:32:06.000 --> 00:32:12.000]  《以西傑書》十六章四十九節
