
[00:00:00.000 --> 00:00:10.840]  我們說 以弗所書保羅教我們每一個基督徒都應該被聖靈來充滿
[00:03:04.520 --> 00:03:07.800]  所以回到耶路撒冷去找他
[00:03:07.800 --> 00:03:13.160]  最後在聖殿裡看到耶穌基督和教師在一起
[00:03:13.160 --> 00:03:15.200]  大家又問又答
[00:03:15.200 --> 00:03:18.840]  當時看到耶穌基督的人都非常驚訝
[00:03:18.840 --> 00:03:23.240]  一個這樣的弟弟居然有這樣的智慧
[00:03:23.240 --> 00:03:25.880]  在路加福音的二章四十八節
[00:03:25.880 --> 00:03:28.200]  瑪利亞和耶穌基督說
[00:03:28.200 --> 00:03:31.600]  「我兒 為什麼向我們這樣行呢?
[00:03:31.600 --> 00:03:36.000]  看啊 你父親和我傷心來找你」
[00:03:36.000 --> 00:03:41.200]  但耶穌基督在路加福音二章四十九節就回答
[00:03:41.200 --> 00:03:43.480]  「為什麼找我呢?
[00:03:43.480 --> 00:03:48.320]  豈不知我應當以我父的事為憐憫」
[00:03:48.320 --> 00:03:53.680]  其實這件事我們看到雙方都有他的理由
[00:03:53.680 --> 00:03:57.920]  約瑟和瑪利亞不見了耶穌基督當然很擔心
[00:03:57.920 --> 00:04:00.320]  但耶穌基督說你們不用擔心
[00:04:00.320 --> 00:04:04.160]  我在做父的事工
[00:04:04.160 --> 00:04:08.480]  但耶穌基督仍然都是馴服約瑟和瑪利亞
[00:04:08.480 --> 00:04:11.440]  在路加福音二章五十一節
[00:04:11.440 --> 00:04:12.320]  經文說
[00:04:12.320 --> 00:04:16.360]  「耶穌就和他們下去會到那撒勒
[00:04:16.360 --> 00:04:18.480]  並且順從他們
[00:04:18.480 --> 00:04:23.480]  他母親把這一切的事都存在心裡」
[00:04:23.480 --> 00:04:30.000]  我們看到耶穌基督是馴服約瑟和瑪利亞
[00:04:30.000 --> 00:04:31.800]  有人說
[00:04:31.800 --> 00:04:37.080]  但我的父母不是約瑟和瑪利亞呢?
[00:04:37.080 --> 00:04:39.720]  其實耶穌基督是誰?
[00:04:39.720 --> 00:04:42.840]  他是創造宇宙萬物的真神
[00:04:42.840 --> 00:04:46.760]  他是神導誘生來到這個世界
[00:04:46.760 --> 00:04:48.800]  約瑟和瑪利亞呢?
[00:04:48.800 --> 00:04:51.640]  約瑟和瑪利亞是罪人
[00:04:51.640 --> 00:04:53.800]  不是完全的人
[00:04:53.800 --> 00:04:58.640]  但耶穌基督仍然是選擇馴服他們
[00:04:58.640 --> 00:05:00.720]  我們在世的父母都是一樣
[00:05:00.720 --> 00:05:01.760]  都是罪人
[00:05:01.760 --> 00:05:03.400]  都是不完美的
[00:05:03.400 --> 00:05:05.800]  很多時候我們都有很大的掙扎
[00:05:05.800 --> 00:05:09.120]  來服從我們的父母
[00:05:09.120 --> 00:05:11.440]  但聖經告訴我們
[00:05:11.440 --> 00:05:13.280]  這是神的真理
[00:05:13.280 --> 00:05:14.680]  這是神的話語
[00:05:14.680 --> 00:05:18.680]  我們需要來服從父母
[00:05:18.680 --> 00:05:20.680]  一個真正的基督徒
[00:05:20.680 --> 00:05:22.320]  被聖靈充滿
[00:05:22.320 --> 00:05:26.320]  就會過著馴服的生活
[00:05:26.320 --> 00:05:29.800]  在家裡他們會馴服自己的父母
[00:05:29.800 --> 00:05:31.440]  將來結婚之後
[00:05:31.440 --> 00:05:33.520]  兩夫妻彼此馴服
[00:05:33.520 --> 00:05:35.200]  妻子馴服丈夫
[00:05:35.200 --> 00:05:37.440]  丈夫愛妻子
[00:05:37.440 --> 00:05:38.920]  一個基督徒
[00:05:38.920 --> 00:05:41.440]  當我們彼此馴服的時候
[00:05:41.440 --> 00:05:44.800]  真真正正我們馴服的是誰?
[00:05:44.800 --> 00:05:50.600]  其實我們真正馴服的是耶穌基督
[00:05:50.600 --> 00:05:52.680]  我們看完第一點
[00:05:52.680 --> 00:05:55.200]  第一點是道德的真理
[00:05:55.200 --> 00:05:56.840]  是神的話語
[00:05:56.840 --> 00:05:59.760]  第二點是聖經的命令
[00:05:59.760 --> 00:06:02.040]  在《耳福所書》的六章二節
[00:06:02.040 --> 00:06:04.280]  經文說要孝敬父母
[00:06:04.280 --> 00:06:05.520]  使你得福
[00:06:05.520 --> 00:06:06.880]  在世長壽
[00:06:06.880 --> 00:06:10.520]  這是第一條大有應許的誡命
[00:06:10.520 --> 00:06:15.480]  我們知道這一條其實是十誡當中的第五誡
[00:06:15.480 --> 00:06:18.320]  我們知道十誡前面的四誡
[00:06:18.320 --> 00:06:20.200]  是和神的關係
[00:06:20.200 --> 00:06:23.240]  由第五誡開始是人與人的關係
[00:06:23.240 --> 00:06:24.800]  後面的六誡
[00:06:24.800 --> 00:06:28.520]  人與人的關係是由家庭開始
[00:06:28.520 --> 00:06:33.880]  是由一個基督徒馴服自己的父母開始
[00:06:33.880 --> 00:06:39.360]  前面那四條和神的誡命反而沒有應許
[00:06:39.360 --> 00:06:41.640]  第五條是有應許
[00:06:41.640 --> 00:06:45.240]  我們一起來看看《出埃及記》的二十章十二節
[00:06:45.240 --> 00:06:47.480]  就是十誡的第五誡
[00:06:47.480 --> 00:06:51.280]  當孝敬父母使你的日子在耶和華
[00:06:51.280 --> 00:06:55.600]  你神所賜你的地得而長久
[00:06:55.600 --> 00:07:00.240]  中國人說國有國法 家有家規
[00:07:00.240 --> 00:07:04.520]  一個人如果在家裡馴服自己的父母的話
[00:07:04.520 --> 00:07:06.520]  將來到了社會
[00:07:06.520 --> 00:07:10.800]  在這個世上都會奉公守法
[00:07:10.800 --> 00:07:13.920]  我們看到人與人的關係
[00:07:13.920 --> 00:07:17.720]  就是以孝敬父母為先
[00:07:17.720 --> 00:07:20.640]  也就是說一個人孝敬父母的話
[00:07:20.640 --> 00:07:24.400]  他就會能夠遵守其他的律例
[00:07:24.400 --> 00:07:26.400]  不可殺人 不可監人
[00:07:26.400 --> 00:07:30.200]  不可偷渡 不可作假見證任何人
[00:07:30.200 --> 00:07:32.640]  不可貪戀人的一切
[00:07:32.640 --> 00:07:34.120]  一個人孝敬父母
[00:07:34.120 --> 00:07:38.160]  他都能夠行其他的誡命
[00:07:38.160 --> 00:07:40.000]  這也是原因
[00:07:40.000 --> 00:07:45.720]  為何保羅在羅馬書一章二十九至三十一節
[00:07:45.720 --> 00:07:47.880]  他數出很多人的罪
[00:07:47.880 --> 00:07:54.840]  他說有不義 邪惡 貪婪 惡毒 嫉妒 兇殺
[00:07:54.840 --> 00:07:57.840]  憎勁 詭詐 毒行
[00:07:57.840 --> 00:07:59.240]  但如果我們注意的話
[00:07:59.240 --> 00:08:02.440]  其中一樣就是違背父母
[00:08:02.440 --> 00:08:04.440]  當一個人違背父母的時候
[00:08:04.440 --> 00:08:09.600]  保羅說他很有可能能夠行其他的罪
[00:08:09.600 --> 00:08:13.160]  在提摩太后書的三章一至五節
[00:08:13.160 --> 00:08:14.920]  保羅也告訴我們
[00:08:14.920 --> 00:08:17.560]  末世的情形是會怎樣的
[00:08:17.560 --> 00:08:19.600]  人是會尊顧自己
[00:08:19.600 --> 00:08:26.480]  貪愛錢財 自誇 狂傲 苦惡 妄因負義 心不勝結
[00:08:26.480 --> 00:08:31.080]  但再一次提到會違背父母
[00:08:31.080 --> 00:08:33.280]  我們看到這就是末世
[00:08:33.280 --> 00:08:37.000]  越來越亂 越來越多這些罪惡
[00:08:37.000 --> 00:08:42.520]  但世人都會違背自己的父母
[00:08:42.520 --> 00:08:47.960]  所以在家裏能夠馴服父母是很重要
[00:08:47.960 --> 00:08:50.440]  一個人從小馴服父母
[00:08:50.440 --> 00:08:55.080]  在社會 在這個世上都會是一個服從的人
[00:08:55.080 --> 00:08:58.840]  但一個人至少違背自己的父母的話
[00:08:58.840 --> 00:09:05.320]  在社會 在這個世上都會出現很大的問題
[00:09:05.320 --> 00:09:07.440]  我們說了兩點
[00:09:07.440 --> 00:09:12.360]  第一點 這是神的話語 是道德的真理
[00:09:12.360 --> 00:09:15.920]  第二點 這是聖經的命令
[00:09:15.920 --> 00:09:20.080]  第三點 是有應許的誡命
[00:09:20.080 --> 00:09:24.800]  我們剛才說這是第一條但有應許的誡命
[00:09:24.800 --> 00:09:30.360]  這也是十誡當中唯一一條有應許的誡命
[00:09:30.360 --> 00:09:32.840]  以弗所書的六章二節也說
[00:09:32.840 --> 00:09:37.160]  使你得福在世長壽
[00:09:37.160 --> 00:09:39.160]  有人說 不是的
[00:09:39.160 --> 00:09:42.200]  我認識很多人都誤譯他們的父母
[00:09:42.200 --> 00:09:45.160]  但他們都很長命
[00:09:45.160 --> 00:09:47.400]  這裏所說的是一般性
[00:09:47.400 --> 00:09:50.000]  當然亦都有例外
[00:09:50.000 --> 00:09:52.800]  如果一個人誤譯父母長命的話
[00:09:52.800 --> 00:09:56.680]  可能是神給他機會 知道他可以背改
[00:09:56.680 --> 00:10:00.360]  所以給他有長一點的命
[00:10:00.360 --> 00:10:05.200]  但是今天的經文亦都可能有另外一個意念
[00:10:05.200 --> 00:10:08.760]  就是如果一個人違背父母的話
[00:10:08.760 --> 00:10:13.960]  他亦都會違背世上執法掌權的人
[00:10:13.960 --> 00:10:16.840]  他亦都不會順從律法
[00:10:16.840 --> 00:10:19.640]  他會做很多犯罪的事
[00:10:19.640 --> 00:10:21.240]  當他這樣的時候
[00:10:21.240 --> 00:10:25.360]  他就很有機會連命都沒了
[00:10:25.360 --> 00:10:29.360]  所以一個人如果孝敬父母
[00:10:29.360 --> 00:10:33.320]  奉公守法 遵守世上的律例典章的話
[00:10:33.320 --> 00:10:36.640]  這個人可能會更加長命
[00:10:36.640 --> 00:10:40.720]  所以這裏我們見到有兩個意念在裏面
[00:10:40.720 --> 00:10:44.080]  一個人如果孝敬父母的話
[00:10:44.080 --> 00:10:46.000]  可能神真的祝福他
[00:10:46.000 --> 00:10:50.400]  給他有長壽和其他的祝福
[00:10:50.400 --> 00:10:52.240]  另外一個可能性
[00:10:52.240 --> 00:10:56.240]  就是一個人如果他馴服自己的父母
[00:10:56.240 --> 00:10:59.520]  他將來在世上都會奉公守法
[00:10:59.520 --> 00:11:01.200]  他不會觸犯法律
[00:11:01.200 --> 00:11:05.200]  以至他有機會比別人更加容易喪命
[00:11:05.200 --> 00:11:07.760]  所以一個孝敬父母的人
[00:11:07.760 --> 00:11:10.160]  亦都會是一個長壽的人
[00:11:10.160 --> 00:11:16.560]  講完了給子女的三點
[00:11:16.560 --> 00:11:20.160]  現在是要講給父母的教導
[00:11:20.160 --> 00:11:22.000]  如果我們注意的話
[00:11:22.000 --> 00:11:24.560]  給子女的是有三節經文
[00:11:24.560 --> 00:11:26.800]  六章一至三節
[00:11:26.800 --> 00:11:30.960]  但是給父母的只有一節經文
[00:11:30.960 --> 00:11:32.880]  我剛才說針研的時候
[00:11:32.880 --> 00:11:37.360]  我都說過應該怎樣來教導我們的子女
[00:11:37.360 --> 00:11:41.200]  所以有很多的內容我都不會重覆
[00:11:41.200 --> 00:11:45.040]  我們上一次說夫妻的關係的時候
[00:11:45.040 --> 00:11:48.880]  我們說當罪進入了家庭
[00:11:48.880 --> 00:11:51.200]  就發生了很大的事
[00:11:51.200 --> 00:11:53.760]  夫妻之間男女之間
[00:11:53.760 --> 00:11:57.600]  都造成了很大的問題出現
[00:11:57.600 --> 00:12:01.200]  在第三章罪進入這個世界
[00:12:01.200 --> 00:12:06.560]  第四章開始就發生了很多男女夫妻之間的問題
[00:12:06.560 --> 00:12:08.880]  一路讀下去
[00:12:08.880 --> 00:12:12.960]  創世紀全部都見到有很多很多的問題
[00:12:12.960 --> 00:12:15.760]  但是當罪進入了家庭
[00:12:15.760 --> 00:12:18.080]  父母和子女的關係
[00:12:18.080 --> 00:12:20.640]  亦都出現了很大的問題
[00:12:20.640 --> 00:12:23.440]  我們在聖經裏面能夠看見的
[00:12:23.440 --> 00:12:26.240]  就是以撒偏愛以素
[00:12:26.240 --> 00:12:29.600]  利伯加偏愛雅各
[00:12:29.600 --> 00:12:32.160]  兩夫妻一人偏愛一個
[00:12:32.160 --> 00:12:36.000]  以素和雅各當然是孿生兄弟
[00:12:36.000 --> 00:12:38.960]  因為兩夫妻是各人偏愛一個
[00:12:38.960 --> 00:12:42.000]  兩兄弟自小就不和
[00:12:42.000 --> 00:12:45.440]  雅各自己應該是身受其害
[00:12:45.440 --> 00:12:48.800]  父親不偏愛自己他應該學乖
[00:12:48.800 --> 00:12:50.640]  但他亦都沒有學乖
[00:12:50.640 --> 00:12:53.600]  他是偏愛弱勢
[00:12:53.600 --> 00:12:58.400]  造成了他的哥哥對他的不滿
[00:12:58.400 --> 00:13:00.000]  甚至是想殺死他
[00:13:00.000 --> 00:13:03.920]  最後將他賣了去埃及
[00:13:03.920 --> 00:13:07.840]  摩西的哥哥亞倫他是大祭司
[00:13:07.840 --> 00:13:11.840]  他亦都沒有教好他自己的兩個兒子
[00:13:11.840 --> 00:13:13.520]  他兩個兒子都是祭司
[00:13:13.520 --> 00:13:16.960]  結果兩個兒子都死在城殿
[00:13:16.960 --> 00:13:20.160]  另外一個大祭司就是以利
[00:13:20.160 --> 00:13:22.400]  亦都沒有教好他自己的兩個兒子
[00:13:22.400 --> 00:13:25.920]  結果兩個兒子朝來殺身之禍
[00:13:25.920 --> 00:13:29.760]  就算是最合神心意的大衛
[00:13:29.760 --> 00:13:34.880]  他亦都沒有處理好他子女之間的紛爭
[00:13:34.880 --> 00:13:38.480]  以至他們家庭不和
[00:13:38.480 --> 00:13:41.280]  最後亞沙隆反叛大衛
[00:13:41.280 --> 00:13:44.480]  甚至是追殺大衛
[00:13:44.480 --> 00:13:47.040]  而大衛是因為亞沙隆的死
[00:13:47.040 --> 00:13:50.400]  變得很傷心很哀悼
[00:13:50.400 --> 00:13:52.800]  我們見到在聖經裏面
[00:13:52.800 --> 00:13:55.360]  家庭裏面是很亂很亂
[00:13:55.360 --> 00:13:57.440]  其實我們都應該學習
[00:13:57.440 --> 00:14:00.080]  聖經裏面人物的失敗
[00:14:00.080 --> 00:14:06.400]  教導我們應該怎樣來教導自己的子女
[00:14:06.400 --> 00:14:10.080]  今日經文在二弗所書的六章四節
[00:14:10.080 --> 00:14:13.760]  說你們作父親的不要惹兒女的戲
[00:14:13.760 --> 00:14:18.880]  只要照著主的教訓和警戒養育他們
[00:14:18.880 --> 00:14:20.800]  有很多媽媽說
[00:14:20.800 --> 00:14:23.280]  這經文不關我事
[00:14:23.280 --> 00:14:25.440]  這是給爸爸的教導
[00:14:25.440 --> 00:14:28.160]  說你們作父親的
[00:14:28.160 --> 00:14:32.960]  但是父親這個字原文希臘文Pateris這個字
[00:14:32.960 --> 00:14:36.000]  亦都可以解釋父母
[00:14:36.000 --> 00:14:39.520]  這個字在希伯來書的十一章二十三節
[00:14:39.520 --> 00:14:41.280]  我們一起來看看
[00:14:41.280 --> 00:14:42.240]  經文說
[00:14:42.240 --> 00:14:43.840]  摩西生下來
[00:14:43.840 --> 00:14:48.000]  他的父母見他是個俊美的孩子
[00:14:48.000 --> 00:14:51.200]  就恩爵信把他藏了三個月
[00:14:51.200 --> 00:14:53.440]  並不怕黃明
[00:14:53.440 --> 00:14:54.880]  這節經文說
[00:14:54.880 --> 00:14:58.880]  不怕黃明就是當時皇帝命令法老王
[00:14:58.880 --> 00:15:04.560]  所有生下來的希伯來的男嬰都要處死
[00:15:04.560 --> 00:15:09.200]  他的父母就是恩爵信將摩西收藏起來
[00:15:09.200 --> 00:15:12.880]  這節經文我們看到Pateris這個字
[00:15:12.880 --> 00:15:14.960]  是翻譯成父母
[00:15:14.960 --> 00:15:16.400]  同一個字
[00:15:16.400 --> 00:15:18.080]  所以我們知道
[00:15:18.080 --> 00:15:20.720]  在以不所書的六章四節
[00:15:20.720 --> 00:15:23.040]  的教訓和教導
[00:15:23.040 --> 00:15:24.720]  不只是給爸爸
[00:15:24.720 --> 00:15:26.480]  亦都是給媽媽
[00:15:26.480 --> 00:15:30.000]  其實給子女的教導
[00:15:30.000 --> 00:15:32.400]  兩夫妻都是有責任
[00:15:32.400 --> 00:15:34.880]  在禎賢的一章八節說
[00:15:34.880 --> 00:15:37.840]  我兒要聽你父親的訓誨
[00:15:37.840 --> 00:15:41.360]  不可離棄你母親的法則
[00:15:41.360 --> 00:15:45.840]  父母都同樣有責任來教導子女
[00:15:45.840 --> 00:15:47.360]  所以今天的經文
[00:15:47.360 --> 00:15:48.560]  今天的教導
[00:15:48.560 --> 00:15:50.320]  亦都是給媽媽
[00:15:50.320 --> 00:15:53.280]  給兩夫妻
[00:15:53.280 --> 00:15:56.000]  其實我們教我們的子女
[00:15:56.000 --> 00:15:58.960]  一開始就輸了一個馬位
[00:15:58.960 --> 00:16:00.160]  好像跑馬一樣
[00:16:00.160 --> 00:16:02.000]  一開始輸了一個馬位
[00:16:02.000 --> 00:16:03.200]  為什麼?
[00:16:03.200 --> 00:16:04.960]  因為我們的子女一生出來
[00:16:04.960 --> 00:16:07.440]  就是罪人 是有罪性的
[00:16:07.440 --> 00:16:08.960]  是自私的自我
[00:16:08.960 --> 00:16:11.280]  是反叛的人
[00:16:11.280 --> 00:16:15.520]  大衛在詩篇的51篇第五節
[00:16:15.520 --> 00:16:18.320]  他說我是在罪孽裡生的
[00:16:18.320 --> 00:16:20.720]  在我母親懷胎的時候
[00:16:20.720 --> 00:16:22.320]  就有了罪
[00:16:22.320 --> 00:16:25.440]  他自己知道自己在媽媽的肚子裡
[00:16:25.440 --> 00:16:28.080]  他已經是一個罪人
[00:16:28.080 --> 00:16:31.520]  在詩篇的50拍篇第三節
[00:16:31.520 --> 00:16:32.480]  亦都說
[00:16:32.480 --> 00:16:34.320]  惡人一出母胎
[00:16:34.320 --> 00:16:36.000]  就與神疏遠
[00:16:36.000 --> 00:16:37.200]  一離母福
[00:16:37.200 --> 00:16:38.560]  便走錯路
[00:16:38.560 --> 00:16:40.320]  說謊話
[00:16:40.320 --> 00:16:42.240]  一個嬰兒一個小朋友
[00:16:42.240 --> 00:16:43.280]  我們的子女
[00:16:43.280 --> 00:16:46.160]  不需要教他們學壞
[00:16:46.160 --> 00:16:48.960]  他們自己生出來就是一個罪人
[00:16:48.960 --> 00:16:52.400]  他自己就懂得謊言說謊
[00:16:52.400 --> 00:16:55.840]  他自己就懂得走錯路
[00:16:55.840 --> 00:16:58.080]  經文亦都說
[00:16:58.080 --> 00:17:02.080]  他一生出來就是與神疏遠隔離
[00:17:02.080 --> 00:17:04.720]  每一個人因為《創世紀》第三章
[00:17:04.720 --> 00:17:06.640]  罪進入了世界
[00:17:06.640 --> 00:17:09.360]  生出來都是與神分開
[00:17:09.360 --> 00:17:12.400]  是要一個人長大了認識耶穌基督
[00:17:12.400 --> 00:17:13.680]  接受耶穌基督
[00:17:13.680 --> 00:17:18.320]  才能夠再一次與神和好
[00:17:18.320 --> 00:17:20.160]  我們見到我們的子女
[00:17:20.160 --> 00:17:22.080]  一生出來就是罪人
[00:17:22.080 --> 00:17:24.320]  這個是內在的問題
[00:17:24.320 --> 00:17:26.480]  但還有外在的問題
[00:17:26.480 --> 00:17:28.480]  內外夾攻
[00:17:28.480 --> 00:17:30.560]  外在有什麼問題
[00:17:30.560 --> 00:17:32.160]  很多時候我們認為
[00:17:32.160 --> 00:17:34.400]  將我們的子女送回學校
[00:17:34.400 --> 00:17:36.400]  就會教乖他們
[00:17:36.400 --> 00:17:38.960]  但我們送他們回公立學校
[00:17:38.960 --> 00:17:42.720]  你不知道學校在教他們什麼
[00:17:42.720 --> 00:17:46.400]  有一個團體叫LGBTQ
[00:17:46.400 --> 00:17:48.000]  這個名字越來越長
[00:17:48.000 --> 00:17:49.280]  L是lesbian
[00:17:49.280 --> 00:17:50.640]  G是gay
[00:17:50.640 --> 00:17:52.160]  B是bisexual
[00:17:52.160 --> 00:17:53.920]  T是transgender
[00:17:53.920 --> 00:17:56.800]  現在加多個Q是queer
[00:17:56.800 --> 00:17:59.040]  越來越長
[00:17:59.040 --> 00:18:01.120]  他們印很多書本
[00:18:01.120 --> 00:18:02.560]  很多課本
[00:18:02.560 --> 00:18:03.600]  要來做什麼
[00:18:03.600 --> 00:18:05.600]  給公立學校用
[00:18:05.600 --> 00:18:07.760]  現在已經有很多公立學校
[00:18:07.760 --> 00:18:09.760]  用這些書本
[00:18:09.760 --> 00:18:14.240]  這些書本就是不斷灌輸同性戀的思想
[00:18:14.240 --> 00:18:16.240]  給我們的子女
[00:18:16.240 --> 00:18:19.440]  他們的書本會說
[00:18:19.440 --> 00:18:22.320]  你的父母未必是一男一女
[00:18:22.320 --> 00:18:23.760]  可能是兩個男的
[00:18:23.760 --> 00:18:25.760]  可能是兩個女的
[00:18:25.760 --> 00:18:30.480]  我們新上任的總統拜登
[00:18:30.480 --> 00:18:32.160]  他也在新近說
[00:18:32.160 --> 00:18:34.160]  他要改變律法
[00:18:34.160 --> 00:18:37.040]  要使沒有人能夠歧視
[00:18:37.040 --> 00:18:39.920]  甚至一個八歲或十歲的小朋友
[00:18:39.920 --> 00:18:42.400]  如果他要做一個變性人的話
[00:18:42.400 --> 00:18:46.720]  也就是說根據這條不可歧視的律法
[00:18:46.720 --> 00:18:50.720]  如果這個小朋友要做一個變性手術的話
[00:18:50.720 --> 00:18:54.480]  他自己的父母都不可以歧視他
[00:18:54.480 --> 00:18:56.000]  或者阻止他
[00:18:56.000 --> 00:18:58.800]  這樣就是給他絕對的權力
[00:18:58.800 --> 00:19:01.840]  來決定做不做變性手術
[00:19:01.840 --> 00:19:03.840]  有沒有搞錯
[00:19:03.840 --> 00:19:05.840]  一個八歲的小朋友
[00:19:05.840 --> 00:19:07.840]  腦筋都還沒關好
[00:19:07.840 --> 00:19:09.840]  很可能他們想著好好玩
[00:19:09.840 --> 00:19:13.840]  這個就是現在現今世代的問題
[00:19:13.840 --> 00:19:16.800]  內外夾攻已經是一個罪人了
[00:19:16.800 --> 00:19:18.800]  外面還有這麼多的壓力
[00:19:18.800 --> 00:19:20.800]  還有同輩的壓力
[00:19:20.800 --> 00:19:22.800]  peer pressure
[00:19:22.800 --> 00:19:24.800]  當小朋友看到同學這樣做
[00:19:24.800 --> 00:19:26.800]  他們又這樣做
[00:19:26.800 --> 00:19:28.800]  問題大到不得了
[00:19:28.800 --> 00:19:30.800]  羅馬書的十二章二節說
[00:19:30.800 --> 00:19:32.800]  不要效法這個世界
[00:19:32.800 --> 00:19:34.800]  要心意今生而變化
[00:19:34.800 --> 00:19:38.800]  叫你們測驗何為神的善良
[00:19:38.800 --> 00:19:42.800]  順傳可喜悅的旨意
[00:19:42.800 --> 00:19:44.800]  我們不要效法這個世界
[00:19:44.800 --> 00:19:48.800]  我們要遵守神的話語
[00:19:48.800 --> 00:19:50.800]  父母也有三點
[00:19:50.800 --> 00:19:54.800]  第一點是不要惹兒女的氣
[00:19:54.800 --> 00:19:58.800]  在《樹哥羅西書》的三章二十一節也說
[00:19:58.800 --> 00:20:00.800]  你們作父親的
[00:20:00.800 --> 00:20:04.800]  我們知道這個字也可以解釋為母親
[00:20:04.800 --> 00:20:06.800]  所以你們作父母的
[00:20:06.800 --> 00:20:08.800]  不要惹兒女的氣
[00:20:08.800 --> 00:20:10.800]  恐怕他們失了志氣
[00:20:10.800 --> 00:20:14.800]  怎樣惹兒女的氣?
[00:20:14.800 --> 00:20:18.800]  惹兒女的氣就是令子女發怒
[00:20:18.800 --> 00:20:20.800]  激怒他們
[00:20:20.800 --> 00:20:24.800]  做父母的怎樣會激怒子女?
[00:20:24.800 --> 00:20:26.800]  其中一個就是
[00:20:26.800 --> 00:20:29.800]  有些父母很喜歡將子女的錯
[00:20:29.800 --> 00:20:32.800]  是言過其實是誇大
[00:20:32.800 --> 00:20:35.800]  他們喜歡這樣做為甚麼呢?
[00:20:35.800 --> 00:20:38.800]  因為覺得如果誇大子女的錯
[00:20:38.800 --> 00:20:40.800]  他們就知道事情的嚴重性
[00:20:40.800 --> 00:20:43.800]  以後不要再犯這個錯
[00:20:43.800 --> 00:20:46.800]  所以父母都很喜歡誇大子女的錯
[00:20:46.800 --> 00:20:50.800]  這樣會使子女惹兒女的氣
[00:20:50.800 --> 00:20:54.800]  第二種惹兒女的氣
[00:20:54.800 --> 00:20:56.800]  就是對子女的要求期望
[00:20:56.800 --> 00:21:00.800]  是高到子女都不能達到
[00:21:00.800 --> 00:21:04.800]  這個尤其是在中國人的家庭
[00:21:04.800 --> 00:21:06.800]  就更加見得多
[00:21:06.800 --> 00:21:09.800]  生個兒子的希望是望子成龍
[00:21:09.800 --> 00:21:12.800]  生個女兒的希望是望女成鳳
[00:21:12.800 --> 00:21:15.800]  其實我們對子女很多時候
[00:21:15.800 --> 00:21:17.800]  是有很高的要求
[00:21:17.800 --> 00:21:19.800]  這些要求都是很不合理的
