
[00:00:00.000 --> 00:00:06.400]  每年我們粵語部在秋季的時候
[00:06:29.460 --> 00:06:32.820]  例如我們的和合本一開始就說
[00:06:32.820 --> 00:06:40.780]  「為何先前滿有人民的城 現在何景獨坐」
[00:06:40.780 --> 00:06:46.380]  所以我們知道耶利米愛歌就是出於耶利米先知
[00:06:46.380 --> 00:06:51.740]  耶利米書是有關神對以色列人罪的審判
[00:06:51.740 --> 00:06:55.460]  耶利米愛歌就是因為以色列人的罪
[00:06:55.460 --> 00:06:57.700]  審判真是來臨
[00:06:57.700 --> 00:07:02.180]  而我們見到以色列人的哀悼
[00:07:02.180 --> 00:07:07.620]  其實耶利米愛歌裏面的結構是非常非常獨特
[00:07:07.620 --> 00:07:09.780]  非常精彩
[00:07:09.780 --> 00:07:12.220]  有很多神學家都說
[00:07:12.220 --> 00:07:15.180]  耶利米似乎沒有這樣的能力
[00:07:15.180 --> 00:07:18.020]  能夠寫得出耶利米愛歌
[00:07:18.020 --> 00:07:20.020]  但千萬不要忘記
[00:07:20.020 --> 00:07:22.580]  耶利米可能是沒有這樣的能力
[00:07:22.580 --> 00:07:27.740]  但耶利米先知背後密視聖經的聖靈
[00:07:27.740 --> 00:07:32.020]  絕對是有這樣的能力寫得出耶利米愛歌
[00:07:32.020 --> 00:07:36.340]  稍後我們會和大家一起來欣賞這個結構
[00:07:36.340 --> 00:07:41.020]  為何如此獨特 為何如此精彩
[00:07:41.020 --> 00:07:44.740]  我們先看看耶利米愛歌的書名
[00:07:44.740 --> 00:07:52.020]  這個愛歌的書名是出於拉丁文翻譯七十四譯本而來
[00:07:52.020 --> 00:07:54.740]  在原文的希臘文
[00:07:54.740 --> 00:08:00.340]  這個愛歌這個字是Thredno's這個字
[00:08:00.340 --> 00:08:04.100]  對我們中國人是不會陌生
[00:08:04.100 --> 00:08:07.380]  我們中國人都會哭喪
[00:08:07.380 --> 00:08:12.580]  直接請人回來為死者哀悼來哭喪
[00:08:12.580 --> 00:08:18.060]  愛歌這個名字就是大聲哭泣這樣的意思
[00:08:18.060 --> 00:08:23.180]  希伯來文的愛歌這個字是Kinot這個字
[00:08:23.180 --> 00:08:27.420]  是出現在耶利米書的七章二十九節
[00:08:27.420 --> 00:08:30.300]  希伯來文的愛歌這個名字
[00:08:30.300 --> 00:08:35.220]  亦是猶太人拉比喜歡用的書名
[00:08:35.220 --> 00:08:38.700]  其實如果你看希伯來原文的時候
[00:08:38.700 --> 00:08:42.340]  你會發覺原來還有另外一個書名
[00:08:42.340 --> 00:08:45.340]  這個書名就是Eka這個字
[00:08:45.340 --> 00:08:49.300]  是為何 為何就是Eka
[00:08:49.300 --> 00:08:51.860]  為何會叫它為何
[00:08:51.860 --> 00:08:54.020]  在舊約有很多的書本
[00:08:54.020 --> 00:08:58.900]  都是用經文的第一個字來做書名
[00:08:58.900 --> 00:09:02.980]  例如創世紀 起初神創造天地
[00:09:02.980 --> 00:09:05.420]  起初這個字Beresheet
[00:09:05.420 --> 00:09:09.660]  就成為創世紀的希伯來文的書名
[00:09:09.660 --> 00:09:11.860]  所以愛歌亦都是一樣
[00:09:11.860 --> 00:09:15.700]  愛歌一開始希伯來文就說為何
[00:09:15.700 --> 00:09:18.580]  為何這個字就成為了
[00:09:18.580 --> 00:09:22.300]  耶利米愛歌希伯來文的書名
[00:09:22.300 --> 00:09:24.460]  為何這個字Eka
[00:09:24.460 --> 00:09:28.020]  不單止在愛歌的一章一節出現
[00:09:28.020 --> 00:09:31.180]  亦都在耶利米愛歌的二章一節
[00:09:31.180 --> 00:09:36.380]  四章一節一開始亦都是同一個字
[00:09:36.380 --> 00:09:39.580]  聖經裏面有很多很多的愛歌
[00:09:39.580 --> 00:09:43.100]  例如我們剛才說的約百記
[00:09:43.100 --> 00:09:47.820]  例如詩篇的第三章120章
[00:09:47.820 --> 00:09:51.500]  耶利米書 另外還有以西傑書
[00:09:51.500 --> 00:09:53.780]  但只有耶利米愛歌
[00:09:53.780 --> 00:09:56.860]  整部都是哀動的詩歌
[00:09:56.860 --> 00:10:00.020]  在愛歌的二章十五節
[00:10:00.020 --> 00:10:05.220]  耶利米先知呼喚以色列人要大聲地哭泣
[00:10:05.220 --> 00:10:11.300]  就好像和耶路撒冷城舉行喪禮一樣
[00:10:11.300 --> 00:10:13.100]  在聖經裏面剛才說
[00:10:13.100 --> 00:10:15.660]  另外一部講苦難的書
[00:10:15.660 --> 00:10:18.900]  是約百記個人的苦難
[00:10:18.900 --> 00:10:21.500]  我們亦都說過耶利米愛歌
[00:10:21.500 --> 00:10:25.780]  是集體民族的苦難
[00:10:25.780 --> 00:10:29.860]  另外聖經有一部都是講民族的苦難
[00:10:29.860 --> 00:10:32.460]  就是哈巴谷書
[00:10:32.460 --> 00:10:35.980]  但哈巴谷書只有三分之一的篇幅
[00:10:35.980 --> 00:10:39.420]  是真正的詩歌 就是第三章
[00:10:39.420 --> 00:10:41.820]  其餘的都不是詩歌
[00:10:41.820 --> 00:10:46.340]  耶利米愛歌整部都是哀動的詩歌
[00:10:46.340 --> 00:10:53.220]  雖然耶利米愛歌是講民族的苦難
[00:10:53.220 --> 00:10:56.500]  但有一個非常之大的特點
[00:10:56.500 --> 00:11:00.140]  我覺得耶利米愛歌是給個人
[00:11:00.140 --> 00:11:04.300]  教我們如何能夠在憂鬱、黑暗當中
[00:11:04.300 --> 00:11:06.500]  一步一步地走出來
[00:11:06.500 --> 00:11:09.860]  是一部非常之實用的書
[00:11:09.860 --> 00:11:14.780]  其實耶利米愛歌是給我們唱出來的
[00:11:14.780 --> 00:11:19.540]  愛歌的一章至四章其實都有一個節奏
[00:11:19.540 --> 00:11:21.500]  這個節奏很有趣
[00:11:21.500 --> 00:11:26.340]  就是下半句比上半句少了一拍
[00:11:26.340 --> 00:11:29.260]  少了一拍所以讀起來的時候
[00:11:29.260 --> 00:11:32.180]  就會有一個哀動的感覺
[00:11:32.180 --> 00:11:36.580]  這個是耶利米愛歌的一個特點
[00:11:36.580 --> 00:11:42.020]  耶利米是耶路撒冷城淪陷的目擊證人
[00:11:42.020 --> 00:11:48.420]  耶路撒冷城淪陷是公元前的586年7月
[00:11:48.420 --> 00:11:54.660]  而聖殿的備位和焚燒是在8月份的時間
[00:11:54.660 --> 00:11:59.700]  耶利米愛歌的作者很明顯告訴我們
[00:11:59.700 --> 00:12:02.100]  他就是一個目擊的證人
[00:12:02.100 --> 00:12:08.140]  耶利米愛歌的一章、二章、四章都有告訴我們
[00:12:08.140 --> 00:12:14.780]  寫耶利米愛歌也可能得到巴祿的幫助
[00:12:14.780 --> 00:12:21.380]  這個在耶利米書的36章和45章都有告訴我們
[00:12:21.380 --> 00:12:31.220]  耶利米擅自親眼目睹整個國家、皇宮和聖殿都被毀
[00:12:31.220 --> 00:12:35.340]  他是向著耶路撒冷城大聲的哭泣
[00:12:35.340 --> 00:12:39.060]  他是對著耶路撒冷城哀悼
[00:12:39.060 --> 00:12:42.220]  根據猶太人的傳統
[00:12:42.220 --> 00:12:46.220]  耶利米就在各國他的山坡上
[00:12:46.220 --> 00:12:50.220]  其中一個洞穴叫做耶利米洞穴裏面
[00:12:50.220 --> 00:12:54.060]  目睹耶路撒冷城的備位
[00:12:54.060 --> 00:13:00.500]  各國他其實就是耶穌基督被釘十字架的地方
[00:13:00.500 --> 00:13:05.700]  為甚麼在約翰福音的19章17節
[00:13:05.700 --> 00:13:09.980]  叫各國他到那裏築留地
[00:13:09.980 --> 00:13:18.700]  如果你是很遠的向著各國他這個山坡遙遠的看過去的時候
[00:13:18.700 --> 00:13:24.420]  你會看到在山坡上真的有一個骷髏骨頭的形狀
[00:13:24.420 --> 00:13:26.020]  大家看看螢光幕
[00:13:26.020 --> 00:13:28.540]  像不像一個骷髏骨頭
[00:13:28.540 --> 00:13:31.180]  有兩個像眼睛的洞穴
[00:13:31.180 --> 00:13:33.340]  有一個像鼻子的洞穴
[00:13:33.340 --> 00:13:37.580]  有一個像牙齒的嘴巴
[00:13:37.580 --> 00:13:41.460]  所以各國他是築留地
[00:13:41.460 --> 00:13:43.140]  很有趣
[00:13:43.140 --> 00:13:46.780]  築留地亦是摩利亞山
[00:13:46.780 --> 00:13:52.500]  摩利亞山就是當年阿伯拉罕獻耳撒的地方
[00:13:52.500 --> 00:13:54.780]  神要阿伯拉罕獻耳撒
[00:13:54.780 --> 00:13:57.860]  但最後都沒有叫他獻
[00:13:57.860 --> 00:14:01.460]  只是給了一隻山羊來代替耳撒
[00:14:01.460 --> 00:14:03.900]  所以阿伯拉罕是很感恩
[00:14:03.900 --> 00:14:08.620]  他叫了這座山叫做耶和華爾勒
[00:14:08.620 --> 00:14:14.300]  耶和華爾勒的意思就是耶和華必預備的意思
[00:14:14.300 --> 00:14:17.100]  結果在二千年後
[00:14:17.100 --> 00:14:21.180]  神真的預備了一個獻祭給我們
[00:14:21.180 --> 00:14:24.460]  耶穌基督真的在同一個山上
[00:14:24.460 --> 00:14:26.860]  來為我們釘十字架
[00:14:26.860 --> 00:14:30.860]  成為我們代罪的羔羊
[00:14:30.860 --> 00:14:34.460]  在摩利亞山或者各國他
[00:14:34.460 --> 00:14:40.020]  你是能夠清楚見到耶路撒冷城裏面發生的一切事
[00:14:40.020 --> 00:14:42.980]  當年耶穌基督被釘在十字架上
[00:14:42.980 --> 00:14:48.100]  他是能夠清楚見到耶路撒冷城裏面的一切事物
[00:14:48.100 --> 00:14:51.060]  根據猶太人的傳統
[00:14:51.060 --> 00:14:55.740]  耶利米就是在各國他的山坡
[00:14:55.740 --> 00:15:02.020]  在耶利米的洞穴來目睹耶路撒冷城被淪陷
[00:15:02.020 --> 00:15:04.900]  意為平地 他大聲哭泣
[00:15:04.900 --> 00:15:08.580]  他是非常哀動
[00:15:08.580 --> 00:15:14.100]  我們說耶利米哀歌成書日期是何時呢?
[00:15:14.100 --> 00:15:20.180]  我們知道耶路撒冷城被毀是公元前的586年
[00:15:20.180 --> 00:15:27.460]  而耶利米先知是在公元前的538年被迫逃往埃及
[00:15:27.460 --> 00:15:29.300]  而他死在埃及
[00:15:29.300 --> 00:15:33.100]  所以我們知道耶利米哀歌成書的日期
[00:15:33.100 --> 00:15:41.980]  應該是在公元前的586年至538年之間
[00:15:41.980 --> 00:15:46.540]  我們一起來看看耶利米哀歌的背景
[00:15:46.540 --> 00:15:49.100]  其實早在摩西五經
[00:15:49.100 --> 00:15:54.220]  神已經教導以色列人要他們守約
[00:15:54.220 --> 00:15:56.780]  告訴他們守約會怎樣
[00:15:56.780 --> 00:16:00.020]  你們毀約又會有甚麼結果
[00:16:00.020 --> 00:16:06.300]  這些都記載在利未記的26章和新命記的28章
[00:16:06.300 --> 00:16:09.900]  我們不妨來看看神怎樣說
[00:16:09.900 --> 00:16:15.580]  你如果是守約的就封條語信國泰民安
[00:16:15.580 --> 00:16:19.700]  但如果你毀約的話就會遭到咒詛
[00:16:19.700 --> 00:16:23.940]  我們一起來看看其中有甚麼咒詛
[00:16:23.940 --> 00:16:28.260]  在新命記的26章49節經文說
[00:16:28.260 --> 00:16:34.140]  「從遠方地極帶一國的民如鷹飛來攻擊你
[00:16:34.140 --> 00:16:37.180]  這民的言語你不懂得」
[00:16:37.180 --> 00:16:41.500]  這很清楚地說到巴比倫國
[00:16:41.500 --> 00:16:45.300]  另外當他們的城被圍困時
[00:16:45.300 --> 00:16:51.940]  真是應驗了神的預言說他們會吃他們子女的肉
[00:16:51.940 --> 00:16:56.380]  而經文又說「使你的城邑變為荒涼
[00:16:56.380 --> 00:17:00.660]  使你們的眾性所變為方長
[00:17:00.660 --> 00:17:04.180]  你生兒養女卻不算是你的
[00:17:04.180 --> 00:17:06.900]  因為必被擄去」
[00:17:06.900 --> 00:17:11.180]  這就應驗了巴比倫人真的擄去以色列人
[00:17:11.180 --> 00:17:14.100]  但以你先知和以西傑先知
[00:17:14.100 --> 00:17:18.740]  都是兩位先後被擄去的以色列人
[00:17:18.740 --> 00:17:24.060]  經文又說「耶和華必將你和你所立的王
[00:17:24.060 --> 00:17:28.580]  領導你和你列祖數不認識的國去
[00:17:28.580 --> 00:17:32.540]  在那裡你必侍奉木頭石頭的神」
[00:17:32.540 --> 00:17:36.260]  我們知道以色列王西底加
[00:17:36.260 --> 00:17:39.500]  巴比倫人將他的眼睛挖了出來
[00:17:39.500 --> 00:17:43.180]  然後將他真的擄去巴比倫
[00:17:43.180 --> 00:17:47.860]  而最後在利美記的26章43節經文說
[00:17:47.860 --> 00:17:49.780]  「你們離開這地
[00:17:49.780 --> 00:17:55.300]  你們在荒廢無人的時候就要享受安息」
[00:17:55.300 --> 00:17:58.700]  以色列人當他們進入迦南地
[00:17:58.700 --> 00:18:02.820]  490年他們沒有守到安息年
[00:18:02.820 --> 00:18:05.300]  神在利美記的25章
[00:18:05.300 --> 00:18:07.580]  叫他們六年耕種
[00:18:07.580 --> 00:18:10.340]  第七年地要得到安息
[00:18:10.340 --> 00:18:11.700]  他們因為貪心
[00:18:11.700 --> 00:18:14.020]  第七年繼續耕種
[00:18:14.020 --> 00:18:17.340]  490年都沒有守安息年
[00:18:17.340 --> 00:18:19.180]  每七年就是安息年
[00:18:19.180 --> 00:18:22.180]  你試試490年除七
[00:18:22.180 --> 00:18:24.260]  剛剛是七十年
[00:18:24.260 --> 00:18:27.740]  他們就是被擄去巴比倫七十年
[00:18:27.740 --> 00:18:30.580]  以至地能夠得到安息
[00:18:30.580 --> 00:18:32.940]  神一次過連本帶利
[00:18:32.940 --> 00:18:37.660]  將安息年所應該有的時間
[00:18:37.660 --> 00:18:39.900]  連本帶利收回來
[00:18:39.900 --> 00:18:44.300]  耶路撒冷被毀的預言
[00:18:44.300 --> 00:18:49.980]  在約書亞記的23章已經有預言
[00:18:49.980 --> 00:18:52.700]  耶利米線之警告以色列人
[00:18:52.700 --> 00:18:55.300]  神的審判會來到
[00:18:55.300 --> 00:18:58.900]  40年他是警告以色列人
[00:18:58.900 --> 00:19:01.100]  但是以色列人都沒有聽到
[00:19:01.100 --> 00:19:04.100]  反而還嘲笑耶利米線之
[00:19:04.100 --> 00:19:06.500]  說哪有這樣的事情
[00:19:06.500 --> 00:19:10.940]  結果當尼布格尼撒的軍隊真的軍臨城下
[00:19:10.940 --> 00:19:13.900]  神的審判真的來臨的時候
[00:19:13.900 --> 00:19:16.660]  耶利米線之沒有幸災樂禍
[00:19:16.660 --> 00:19:18.140]  他沒有說你看看
[00:19:18.140 --> 00:19:20.380]  我早就告訴你們了
[00:19:20.380 --> 00:19:23.340]  反而他和以色列人一起
[00:19:23.340 --> 00:19:28.700]  來悲傷來哀悼來同情他們
[00:19:28.700 --> 00:19:32.700]  耶利米愛國和耶利米書都有相似的地方
[00:19:32.700 --> 00:19:35.780]  都有說到為人民不肯悔改
[00:19:35.780 --> 00:19:39.980]  而遭到審判的憤怒
[00:19:39.980 --> 00:19:43.500]  耶利米書在這裡一至二十九章
[00:19:43.500 --> 00:19:47.500]  說是神的預言審判將會來臨
[00:19:47.500 --> 00:19:49.580]  而在耶利米愛國
[00:19:49.580 --> 00:19:52.300]  當審判真的來臨的時候
[00:19:52.300 --> 00:19:56.180]  帶來的痛苦和傷心
[00:19:56.180 --> 00:20:00.780]  耶路撒冷四位是一件非常重要的事
[00:20:00.780 --> 00:20:02.100]  在聖經裡面
[00:20:02.100 --> 00:20:06.300]  所以有四部書都有說到這些事
[00:20:06.300 --> 00:20:09.900]  例如在樹立王紀下的二十五章
[00:20:09.900 --> 00:20:12.700]  歷代治下的三十六章
[00:20:12.700 --> 00:20:15.700]  耶利米書的三十九章
[00:20:15.700 --> 00:20:19.180]  和整部耶利米愛國
[00:20:19.180 --> 00:20:21.300]  這四部書當中
[00:20:21.300 --> 00:20:25.380]  歷代治下的三十六章說得比較簡短
[00:20:25.380 --> 00:20:30.380]  其他三部書都是說得非常詳細
[00:20:30.380 --> 00:20:33.580]  都有說到十件很重要的事
[00:20:33.580 --> 00:20:37.580]  第一件事就是耶路撒冷城被圍困
[00:20:37.580 --> 00:20:40.580]  第二件就是城中的饑荒
[00:20:40.580 --> 00:20:44.580]  第三件就是軍隊和王的逃亡
[00:20:44.580 --> 00:20:50.580]  第四件就是聖殿王宮和城被燒毀
[00:20:50.580 --> 00:20:54.580]  第五件就是城牆被毀
[00:20:54.580 --> 00:20:57.580]  第六件是人民被俘虜
[00:20:57.580 --> 00:21:00.580]  第七件是聖殿被擄掠
[00:21:00.580 --> 00:21:04.580]  第八件是領袖被處決
[00:21:04.580 --> 00:21:09.580]  第九件是猶大成為巴比倫的附庸國
[00:21:09.580 --> 00:21:15.580]  最後一點就是以色列被民國拋棄
[00:21:15.580 --> 00:21:23.580]  耶利米愛國是被猶太人列入五聖卷或五小卷
[00:21:23.580 --> 00:21:26.580]  今年我們很有趣
[00:21:26.580 --> 00:21:33.580]  我們粵語堂說了兩部書都被列入五小卷和五聖卷
[00:21:33.580 --> 00:21:35.580]  另外一部就是雅歌
[00:21:35.580 --> 00:21:38.580]  為何要列入五聖卷和五小卷呢?
[00:21:38.580 --> 00:21:44.580]  因為猶太人認為在聖經裏有五部特別聖結的書
[00:21:44.580 --> 00:21:48.580]  而雅歌和愛歌就是其中兩部
[00:21:48.580 --> 00:21:54.580]  在重要的節日他們都會朗誦五聖卷和五小卷
[00:21:54.580 --> 00:21:59.580]  例如在如月節他們會朗誦雅歌
[00:21:59.580 --> 00:22:03.580]  在五秦節他們會朗誦路德記
[00:22:03.580 --> 00:22:07.580]  在鑄盤節他們會朗誦全道書
[00:22:07.580 --> 00:22:12.580]  在普爾節他們會朗誦以西帖記
[00:22:12.580 --> 00:22:19.580]  在5月9日猶太人的日子他們會朗誦耶利米愛歌
[00:22:19.580 --> 00:22:22.580]  為何是猶太人的5月9日呢?
[00:22:22.580 --> 00:22:26.580]  因為聖殿就是那一天被毀滅
[00:22:26.580 --> 00:22:29.580]  另外有一樣很有趣的
[00:22:29.580 --> 00:22:31.580]  就是在六百年後
[00:22:31.580 --> 00:22:34.580]  當羅馬的士兵再次軍臨城下
[00:22:34.580 --> 00:22:38.580]  來毀滅希律的聖殿
[00:22:38.580 --> 00:22:43.580]  在公元70年那一天也是5月9日
[00:22:43.580 --> 00:22:45.580]  為何會這麼奇怪呢?
[00:22:45.580 --> 00:22:49.580]  兩次聖殿被毀都是5月9日
[00:22:49.580 --> 00:22:51.580]  不是巧合
[00:22:51.580 --> 00:22:53.580]  這是神告訴我們
[00:22:53.580 --> 00:22:57.580]  沒有祂的容許聖殿是不會被毀滅的
[00:22:57.580 --> 00:22:59.580]  兩次都是5月9日
[00:22:59.580 --> 00:23:01.580]  是神所預定的
[00:23:01.580 --> 00:23:05.580]  是祂容許聖殿被毀滅
[00:23:05.580 --> 00:23:09.580]  今時今日你去以色列的話
[00:23:09.580 --> 00:23:11.580]  每逢星期五
[00:23:11.580 --> 00:23:15.580]  你會見到老老少少男男女女的猶太人
[00:23:15.580 --> 00:23:18.580]  他們都會聚集在哭牆
[00:23:18.580 --> 00:23:22.580]  哭牆就是在本來聖殿的西面牆
[00:23:22.580 --> 00:23:24.580]  被毀了之後
[00:23:24.580 --> 00:23:26.580]  只剩下大概152呎長
[00:23:26.580 --> 00:23:30.580]  56呎高的所謂的哭牆
[00:23:30.580 --> 00:23:32.580]  他們都會穿著黑色
[00:23:32.580 --> 00:23:34.580]  黑色是代表哀悼
[00:23:34.580 --> 00:23:39.580]  去到這個哭牆大聲哭泣
[00:23:39.580 --> 00:23:43.580]  他們會讀適合的詩篇詩歌
[00:23:43.580 --> 00:23:47.580]  來紀念耶路撒冷城被毀滅
[00:23:47.580 --> 00:23:51.580]  甚至他們會和這堵牆親嘴
[00:23:51.580 --> 00:23:54.580]  場面是非常非常之感人
[00:23:54.580 --> 00:23:59.580]  我們看看耶利米哀歌有什麼神學的思想
[00:23:59.580 --> 00:24:02.580]  第一當然就是神的公義
[00:24:02.580 --> 00:24:06.580]  在耶利米哀歌的第三章我們能夠見到
[00:24:06.580 --> 00:24:10.580]  因為猶太罪招致神的審判
[00:24:10.580 --> 00:24:15.580]  這個信息在整部耶利米哀歌你都能夠見到
[00:24:15.580 --> 00:24:21.580]  但是在當中也有給所有讀者的警告
