
[00:00:00.000 --> 00:00:07.000]  我們開始下半部,進入正題
[00:03:35.000 --> 00:03:39.000]  不需要靠其他人,不需要靠上帝
[00:03:39.000 --> 00:03:42.000]  你就可以撐起自己的生命
[00:03:42.000 --> 00:03:47.000]  從好處來說,你會看到儒家那種陽剛氣
[00:03:47.000 --> 00:03:52.000]  那種是大丈夫的氣魄,孟子說的大丈夫
[00:03:52.000 --> 00:03:59.000]  那種是特立獨行,那種是雖千萬人不枉矣的孟子所說的精神
[00:03:59.000 --> 00:04:02.000]  但他仍然是一種孤緣的人
[00:04:02.000 --> 00:04:05.000]  因為他不會relate to others
[00:04:05.000 --> 00:04:11.000]  他不覺得需要有其他人去撐起他,或者幫助他
[00:04:11.000 --> 00:04:17.000]  或者進入一種我們叫彼此建立的,或者一個群體的建立
[00:04:17.000 --> 00:04:22.000]  這是孟子式的一種說法
[00:04:22.000 --> 00:04:24.000]  當然如果我們比較熟悉中國哲學
[00:04:24.000 --> 00:04:26.000]  在儒家裏孫子是另一種路數
[00:04:26.000 --> 00:04:29.000]  孫子會更加接近社群性的哲學
[00:04:29.000 --> 00:04:33.000]  是很有趣的一種對比,在儒家的哲學裏
[00:04:33.000 --> 00:04:38.000]  但牟宗三的學問就是強調主體的獨立
[00:04:38.000 --> 00:04:40.000]  這其實是回應甚麼呢?
[00:04:40.000 --> 00:04:48.000]  其實是回應啟蒙時代以來那種人觀
[00:04:48.000 --> 00:04:52.000]  啟蒙時代就是強調主體,人就是主體
[00:04:52.000 --> 00:04:58.000]  本來主體這個字在啟蒙時代之前是萬物都可以用的
[00:04:58.000 --> 00:05:04.000]  萬物都是主體,但到啟蒙時代人就將這個字收歸自己
[00:05:04.000 --> 00:05:06.000]  我才是最獨立的
[00:05:06.000 --> 00:05:08.000]  我可以靠我自己撐起自己
[00:05:08.000 --> 00:05:13.000]  並且周圍的所有事物都要靠我這個主體來撐起它
[00:05:13.000 --> 00:05:16.000]  所以笛卡兒說完I think the devil I am之後
[00:05:16.000 --> 00:05:22.000]  建立了這個I之後就要證明這個世界的存在,證明上帝
[00:05:22.000 --> 00:05:27.000]  即是說上帝的存在不是自證的
[00:05:27.000 --> 00:05:31.000]  要靠我這個人去證明它
[00:05:31.000 --> 00:05:35.000]  這個我的地位是非常高的
[00:05:35.000 --> 00:05:41.000]  牟宗三很喜歡說四無一博,這個也很有味道
[00:05:41.000 --> 00:05:47.000]  如果你進入了那種氣氛你就會很夠mood的,很夠狀態
[00:05:47.000 --> 00:05:51.000]  但事實上這是一種人的孤緣的一種的景況
[00:05:51.000 --> 00:05:57.000]  事實上牟宗三自己是代表著一個時代
[00:05:57.000 --> 00:06:01.000]  牟宗三是1909年出生的
[00:06:01.000 --> 00:06:07.000]  經歷整個民國到解放
[00:06:07.000 --> 00:06:13.000]  他自己的生命就完全在他自傳的五十字述裏面
[00:06:13.000 --> 00:06:17.000]  他自己的生命就落在一種破裂的境況裏面
[00:06:17.000 --> 00:06:23.000]  一種缺乏感情潤澤的狀態裏面
[00:06:23.000 --> 00:06:27.000]  換句話說是沒有一種社群
[00:06:27.000 --> 00:06:33.000]  無論是家庭也好,無論是朋友也好
[00:06:33.000 --> 00:06:41.000]  沒有一種能夠建立他生命的感情
[00:06:41.000 --> 00:06:49.000]  我舉這個例子,一方面當然是我自己很深刻的一種經歷
[00:06:49.000 --> 00:06:53.000]  他是我老師,另一方面我覺得他自己是一個現代人的寫照
[00:06:53.000 --> 00:06:57.000]  完全是一個現代人的寫照
[00:06:57.000 --> 00:07:03.000]  我們生活在現代世界裏面,沒錯我們可以一日二十四小時
[00:07:03.000 --> 00:07:07.000]  香港是不夜天,你以為很熱鬧,大家都會說
[00:07:07.000 --> 00:07:11.000]  你寂寞嗎?朋友,顏聯武晚上的
[00:07:11.000 --> 00:07:15.000]  你有沒有聽過晚上的風煙節目?不聽的
[00:07:15.000 --> 00:07:19.000]  聲音很性感的,你有沒有聽過顏聯武?
[00:07:19.000 --> 00:07:25.000]  那種狀態告訴你甚麼呢?其實我們每個人都生活在一個孤島裏面
[00:07:25.000 --> 00:07:33.000]  我們都是用牟宗三的說法,是一種孤峭缺乏潤澤的生命
[00:07:33.000 --> 00:07:41.000]  人的孤緣,這其實正是現代世界的處境
[00:07:41.000 --> 00:07:47.000]  這個詞「人的孤緣」也可以用來形容《創世與墮落》這本書的主題
[00:07:47.000 --> 00:07:58.000]  當然《創世與墮落》是第二部份
[00:07:58.000 --> 00:08:04.000]  事實上它是潘科華在柏林大學的其中一講的講稿
[00:08:04.000 --> 00:08:10.000]  整個《創世與墮落》的主題就是一個人的孤緣的問題
[00:08:10.000 --> 00:08:20.000]  而相對來說,他者的超越就是他在柏林大學講基督論的一個很重要的主題
[00:08:20.000 --> 00:08:28.000]  在柏林大學講基督論,我們現在手上見到的
[00:08:28.000 --> 00:08:35.000]  無論是德文本、英文本、中文本,全部都不是他自己的lecture note
[00:08:35.000 --> 00:08:40.000]  因為那一份已經不知去了哪裏,散失了
[00:08:40.000 --> 00:08:45.000]  現在有的是他的學生筆記,我們可以信賴他的筆記
[00:08:45.000 --> 00:08:53.000]  有很多學者是從神學的角度,即是潘華的神學思想的內容去考證他的
[00:08:53.000 --> 00:08:57.000]  而且在德國的傳統裏面,有一個很有趣的傳統
[00:08:57.000 --> 00:09:05.000]  有很多知名的哲學家或神學家,都有一些學生幫他一字不漏地寫上課所講的東西
[00:09:05.000 --> 00:09:13.000]  是很有趣的,例如韋大余,他有很多本書不是他自己寫的
[00:09:13.000 --> 00:09:19.000]  例如《哲學史演講錄》,全部都是學生寫的
[00:09:19.000 --> 00:09:23.000]  那種筆記一字不漏地幫老師寫下來,我們今天就很難了
[00:09:23.000 --> 00:09:29.000]  我講完之後都沒有甚麼東西寫下來,如果不緊要,文字只是痕跡
[00:09:29.000 --> 00:09:34.000]  你知道我講這句話後面是甚麼嗎?
[00:09:34.000 --> 00:09:42.000]  我講這句話後面是德里達,法國的哲學家
[00:09:42.000 --> 00:09:47.000]  最重要的是甚麼呢?最重要的是你掌握到精神
[00:09:47.000 --> 00:09:52.000]  所以你不要執著文字,但你不讀是不行的
[00:09:52.000 --> 00:09:58.000]  所以你要讀,但你能入也要能出,這是表示你的消化
[00:09:58.000 --> 00:10:07.000]  這個很重要,我們今天這個題目是人的孤緣,他者的超越
[00:10:07.000 --> 00:10:11.000]  其實正是代表兩本書的主題
[00:10:11.000 --> 00:10:15.000]  第一亞當,這本書叫第一亞當與第二亞當
[00:10:15.000 --> 00:10:21.000]  第一亞當是講舊人性的問題,或者我們常說老亞當,在我們術語
[00:10:21.000 --> 00:10:27.000]  但本人很喜歡說這是一個舊人性,舊人性或者舊人類
[00:10:27.000 --> 00:10:31.000]  是墮落了的人,他是一個孤緣的人
[00:10:31.000 --> 00:10:39.000]  他在一種自我封閉的狀態
[00:10:39.000 --> 00:10:45.000]  如果轉換到另外一些哲學的術語,是一種原子式的個體
[00:10:45.000 --> 00:10:52.000]  大家知道原子,原來的意思是一種封閉,不會與其他東西有關聯
[00:10:52.000 --> 00:10:56.000]  所以是一個自我關聯,只是與自己關聯起來
[00:10:56.000 --> 00:11:01.000]  而不與自己以外的他者關聯起來,這是一種警戒
[00:11:01.000 --> 00:11:06.000]  這就是第一亞當的狀態
[00:11:06.000 --> 00:11:11.000]  相對來說,第二亞當就是代表新人性
[00:11:11.000 --> 00:11:17.000]  換句話說,耶穌基督就是一個集體的人
[00:11:17.000 --> 00:11:24.000]  代表整個人類集體的身位或者位格
[00:11:24.000 --> 00:11:33.000]  基督是以他者的身份出現的
[00:11:33.000 --> 00:11:41.000]  第二亞當這個字在我們後現代的哲學是非常流行的字
[00:11:41.000 --> 00:11:45.000]  但在潘華的思想中,很早就含有這個思想
[00:11:45.000 --> 00:11:48.000]  有些時候他用第二亞當這個觀念
[00:11:48.000 --> 00:11:59.000]  特別是他的博士論文,或者大學講授的論文
[00:11:59.000 --> 00:12:06.000]  基督作為一個他者,其實也有一個超越
[00:12:06.000 --> 00:12:15.000]  這個超越不是一般所說的不勝人間煙火的意思
[00:12:15.000 --> 00:12:20.000]  這是倫理關係上的超越
[00:12:20.000 --> 00:12:26.000]  就是在我以外,不是在我控制的範圍以內
[00:12:26.000 --> 00:12:29.000]  是在我以外的
[00:12:29.000 --> 00:12:32.000]  所以從這個角度來說,他會進一步說
[00:12:32.000 --> 00:12:35.000]  例如他說到恩典的時候
[00:12:35.000 --> 00:12:37.000]  他說這個恩典是外來的
[00:12:37.000 --> 00:12:40.000]  因為這個恩典是由耶穌基督給我們的
[00:12:40.000 --> 00:12:43.000]  耶穌基督就是在我以外的第二亞當
[00:12:43.000 --> 00:12:47.000]  所以他給我們的恩典不是我們自己擁有的東西
[00:12:47.000 --> 00:12:53.000]  而是另一個第二亞當所給我的東西
[00:12:54.000 --> 00:13:01.000]  所以你看到,孤原和超越是相對兩種人性
[00:13:01.000 --> 00:13:05.000]  孤原是一個自閉的原子式個體
[00:13:05.000 --> 00:13:07.000]  超越是一個躺開的
[00:13:07.000 --> 00:13:11.000]  是願意走出自己,就像耶穌基督一樣
[00:13:11.000 --> 00:13:15.000]  當潘華華說耶穌基督是一個超越他者的時候
[00:13:15.000 --> 00:13:17.000]  是表達一個什麼意思呢?
[00:13:17.000 --> 00:13:20.000]  就是他不再封閉在自己的生命裡
[00:13:20.000 --> 00:13:25.000]  而是走出自己和另一個和他不一樣的
[00:13:25.000 --> 00:13:28.000]  我們再用一個他者
[00:13:28.000 --> 00:13:32.000]  和他不一樣的他者相關
[00:13:32.000 --> 00:13:39.000]  所以在潘華華的神學裡
[00:13:39.000 --> 00:13:41.000]  有一個大家很喜歡用的用語
[00:13:41.000 --> 00:13:43.000]  就是Being for other
[00:13:43.000 --> 00:13:47.000]  耶穌基督的位格結構是什麼呢?
[00:13:47.000 --> 00:13:52.000]  他的本質是什麼呢?
[00:13:52.000 --> 00:13:55.000]  就是一種for other的Being
[00:13:55.000 --> 00:13:57.000]  而不是in itself
[00:13:57.000 --> 00:13:59.000]  你看《肉中書解》裡
[00:13:59.000 --> 00:14:04.000]  就會看到這些名詞
[00:14:04.000 --> 00:14:07.000]  耶穌基督不是人之在其自己
[00:14:07.000 --> 00:14:14.000]  耶穌基督不是只是一個內在自己生命裡
[00:14:14.000 --> 00:14:19.000]  而是走出他自己
[00:14:19.000 --> 00:14:27.000]  在第二亞當的《Christology》裡不斷強調
[00:14:27.000 --> 00:14:29.000]  上帝就是這樣的一位上帝
[00:14:29.000 --> 00:14:31.000]  因為在耶穌基督裡我們看到
[00:14:31.000 --> 00:14:34.000]  他是一個走出自己的生命狀態
[00:14:34.000 --> 00:14:37.000]  所以上帝一定是一個for other的上帝
[00:14:37.000 --> 00:14:40.000]  基督就是一個for other的
[00:14:40.000 --> 00:14:45.000]  for us的、for me的一個基督
[00:14:45.000 --> 00:14:51.000]  所以漢語將這兩本書合在一起
[00:14:51.000 --> 00:14:55.000]  第一亞當與第二亞當就很有意思
[00:14:55.000 --> 00:14:57.000]  當然一方面是因為
[00:14:57.000 --> 00:15:01.000]  這兩個的lecture都是同一時間
[00:15:01.000 --> 00:15:03.000]  不是同一時間
[00:15:03.000 --> 00:15:06.000]  是他開完《創造與四》
[00:15:06.000 --> 00:15:09.000]  就開《基督論》
[00:15:09.000 --> 00:15:11.000]  接著開的
[00:15:11.000 --> 00:15:17.000]  這兩個課是有一種內在的關聯在裡面
[00:15:17.000 --> 00:15:19.000]  就是我們剛才所說的
[00:15:19.000 --> 00:15:21.000]  一個是說墮落的問題
[00:15:21.000 --> 00:15:22.000]  一個是說拯救的問題
[00:15:22.000 --> 00:15:23.000]  一個是說舊人性的問題
[00:15:23.000 --> 00:15:25.000]  一個是說新人性的問題
[00:15:25.000 --> 00:15:27.000]  是接著來說的
[00:15:27.000 --> 00:15:29.000]  在開課的裡面
[00:15:29.000 --> 00:15:33.000]  潘福華是先說創世與墮落
[00:15:33.000 --> 00:15:37.000]  先作出一種神學解釋
[00:15:37.000 --> 00:15:39.000]  對創世紀一至三章
[00:15:39.000 --> 00:15:41.000]  然後就說基督論
[00:15:41.000 --> 00:15:42.000]  次序是這樣
[00:15:42.000 --> 00:15:45.000]  但是在中譯本的編排裡
[00:15:45.000 --> 00:15:47.000]  是反過來的
[00:15:47.000 --> 00:15:51.000]  第一部分是先說基督論
[00:15:51.000 --> 00:15:55.000]  第二部分是說創世與墮落
[00:15:55.000 --> 00:15:57.000]  你有沒有想過為什麼?
[00:15:57.000 --> 00:15:59.000]  如果根據時間來說
[00:15:59.000 --> 00:16:00.000]  是應該反過來的
[00:16:00.000 --> 00:16:04.000]  潘福華先開創世紀一至三章的解釋
[00:16:04.000 --> 00:16:06.000]  然後再說基督論
[00:16:06.000 --> 00:16:11.000]  而且如果按照聖經的秩序
[00:16:11.000 --> 00:16:14.000]  舊約第一卷就是創世紀
[00:16:14.000 --> 00:16:19.000]  然後去到新約才說耶穌基督
[00:16:19.000 --> 00:16:22.000]  中譯本這個安排
[00:16:22.000 --> 00:16:27.000]  我覺得是有它自己的特殊含義
[00:16:27.000 --> 00:16:31.000]  是配合潘福華自己的神學思想
[00:16:31.000 --> 00:16:33.000]  這就涉及到
[00:16:33.000 --> 00:16:37.000]  潘福華如何理解創世紀一至三章的問題
[00:16:37.000 --> 00:16:41.000]  在創世與墮落的課程裡
[00:16:41.000 --> 00:16:44.000]  沒錯,他在解釋創世紀一至三章
[00:16:44.000 --> 00:16:49.000]  但他從來都不是在做我們今天的聖經工作
[00:16:49.000 --> 00:16:53.000]  我們今天如何解釋聖經?
[00:16:53.000 --> 00:16:55.000]  我們盡量很客觀的
[00:16:55.000 --> 00:16:58.000]  看看語言的原文是怎樣
[00:16:58.000 --> 00:17:04.000]  或者我們做歷史鑑別學
[00:17:04.000 --> 00:17:09.000]  或者做編修鑑別學
[00:17:09.000 --> 00:17:12.000]  再不然現在最流行的
[00:17:12.000 --> 00:17:15.000]  用敘事平經法
[00:17:15.000 --> 00:17:21.000]  將經文的意義認出
[00:17:21.000 --> 00:17:23.000]  有些神學生已經懂得
[00:17:23.000 --> 00:17:25.000]  沒有讀神學的不懂也不要緊
[00:17:25.000 --> 00:17:27.000]  現在是說不同的讀經方法
[00:17:27.000 --> 00:17:29.000]  或者解釋聖經的方法
[00:17:29.000 --> 00:17:35.000]  但從來都不會有潘福華這種
[00:17:35.000 --> 00:17:41.000]  是一種非常獨特的釋經方法
[00:17:41.000 --> 00:17:43.000]  我這樣說是要強調
[00:17:43.000 --> 00:17:47.000]  他與一般我們平時做的釋經方法不一樣
[00:17:47.000 --> 00:17:49.000]  釋經方法是甚麼呢?
[00:17:49.000 --> 00:17:57.000]  這本書有一個副題
[00:17:57.000 --> 00:18:03.000]  Theological Exposition of Genesis 1-3
[00:18:03.000 --> 00:18:06.000]  是Theological Exposition
[00:18:06.000 --> 00:18:08.000]  不是一般的釋經
[00:18:08.000 --> 00:18:10.000]  是一種神學的釋經
[00:18:10.000 --> 00:18:12.000]  或者我們再嚴格一點來說
[00:18:12.000 --> 00:18:15.000]  其實是一種教義的釋經
[00:18:15.000 --> 00:18:17.000]  一種教義性的釋經
[00:18:17.000 --> 00:18:19.000]  Theological Exposition
[00:18:19.000 --> 00:18:25.000]  甚麼叫教義性的釋經?
[00:18:25.000 --> 00:18:27.000]  神學性的釋經?
[00:18:27.000 --> 00:18:30.000]  你們有聽上一堂的吧?
[00:18:30.000 --> 00:18:34.000]  巴特的《羅馬書.釋義》就是一個例子
[00:18:34.000 --> 00:18:38.000]  所以如果你讀羅馬書的時候
[00:18:38.000 --> 00:18:43.000]  就不要隨便找巴特的《羅馬書.釋義》幫你去釋經
[00:18:43.000 --> 00:18:47.000]  寧願抱著馮煥鈞博士的四卷還是五卷
[00:18:47.000 --> 00:18:49.000]  你都不要抱
[00:18:49.000 --> 00:18:55.000]  因為那不是我們一般所說的釋經
[00:18:55.000 --> 00:18:57.000]  全部是做教義的工作
[00:18:57.000 --> 00:19:02.000]  這種傳統早期教會是經常出現的
[00:19:02.000 --> 00:19:05.000]  甚麼時候斷呢?啟蒙時代就斷了
[00:19:05.000 --> 00:19:08.000]  因為啟蒙時代就回到強調
[00:19:08.000 --> 00:19:11.000]  Grammatical, Historical, Criticism
[00:19:11.000 --> 00:19:14.000]  文化的,歷史的
[00:19:14.000 --> 00:19:19.000]  主要是透過這兩個層面來確定經文的意義
[00:19:19.000 --> 00:19:22.000]  當然一直以來就有很多東西出來
[00:19:22.000 --> 00:19:25.000]  但基本上就是沿著這條線
[00:19:25.000 --> 00:19:30.000]  不是從教義的角度去確定經文的意義
[00:19:30.000 --> 00:19:33.000]  我們在這裡不討論這樣做是否合法
[00:19:33.000 --> 00:19:35.000]  不過我告訴你
[00:19:35.000 --> 00:19:38.000]  這個傳統早期教會就開始了
[00:19:38.000 --> 00:19:43.000]  事實上這種釋經方法在華人教會也不是陌生的
[00:19:43.000 --> 00:19:45.000]  你們看不看梁家鑾的著作?
[00:19:45.000 --> 00:19:49.000]  我不是說梁家鑾的釋經是這樣的方法
[00:19:49.000 --> 00:19:52.000]  梁家鑾在他最新的一本著作裡
[00:19:52.000 --> 00:19:54.000]  收到一篇文章討論
[00:19:54.000 --> 00:19:58.000]  華人教會的寓意釋經的問題
[00:19:58.000 --> 00:20:01.000]  其中一個重要的例子,賈玉明
[00:20:01.000 --> 00:20:05.000]  他們那一輩做釋經從來都不會做
[00:20:05.000 --> 00:20:07.000]  grammatical historical criticism
[00:20:07.000 --> 00:20:10.000]  他們在做我們所謂的寓意釋經
[00:20:10.000 --> 00:20:15.000]  但這種寓意釋經跟我們西方早期教會的不一樣
[00:20:15.000 --> 00:20:17.000]  寓意後面是甚麼來的?
[00:20:17.000 --> 00:20:21.000]  這套所謂的寓意其實是一套dogma,一套教義
[00:20:21.000 --> 00:20:27.000]  如果你看賈玉明他們的神學思想信仰來說
[00:20:27.000 --> 00:20:29.000]  是基要主義
[00:20:29.000 --> 00:20:35.000]  他們就從基要主義的神學來解讀聖經
[00:20:35.000 --> 00:20:38.000]  所以如果你說基要主義有問題
[00:20:38.000 --> 00:20:40.000]  他們解讀聖經就會有問題
[00:20:40.000 --> 00:20:43.000]  但基要主義不會出很大的問題
[00:20:43.000 --> 00:20:45.000]  基本上不會出異端
[00:20:45.000 --> 00:20:48.000]  雖然有些人不喜歡基要主義
[00:20:48.000 --> 00:20:53.000]  有很多原因,我也未必很喜歡
[00:20:53.000 --> 00:20:57.000]  但我講這些全部是講一個例子
[00:20:57.000 --> 00:21:00.000]  甚麼是神學的釋經?
[00:21:00.000 --> 00:21:02.000]  或者教義的釋經?
[00:21:02.000 --> 00:21:04.000]  其實我們很多人讀聖經
[00:21:04.000 --> 00:21:10.000]  有意無意之間都會將我們有了的信仰理解
[00:21:10.000 --> 00:21:13.000]  讀進去聖經
[00:21:13.000 --> 00:21:16.000]  有了信仰理解是甚麼呢?
[00:21:16.000 --> 00:21:21.000]  就是我們在教會學回來的信仰傳統
[00:21:21.000 --> 00:21:24.000]  如果這個信仰傳統出問題的時候
[00:21:24.000 --> 00:21:26.000]  你解的時候就會出問題
[00:21:26.000 --> 00:21:28.000]  意思不是解錯聖經
[00:21:28.000 --> 00:21:34.000]  而是解錯出來的教義或者信仰的內容
[00:21:34.000 --> 00:21:37.000]  原來如果是一套異端的思想
[00:21:37.000 --> 00:21:39.000]  你解聖經就解了異端出來
[00:21:39.000 --> 00:21:42.000]  原來你是在正統的信仰底下解的時候
[00:21:42.000 --> 00:21:45.000]  你解出來的信仰就一定是正統的
[00:21:45.000 --> 00:21:48.000]  雖然未必是那段聖經是這樣解
[00:21:48.000 --> 00:21:53.000]  其實你在教會聽到經常都是這樣
[00:21:53.000 --> 00:21:55.000]  聽的時候沒有問題
[00:21:55.000 --> 00:21:58.000]  但你看看聖經文本
[00:21:58.000 --> 00:22:02.000]  發覺好像不是在說那樣東西
[00:22:02.000 --> 00:22:07.000]  不過如果你的脈絡和文本大一點
[00:22:07.000 --> 00:22:11.000]  在教會的傳統正統思想裏面
[00:22:11.000 --> 00:22:13.000]  是沒有問題的
[00:22:13.000 --> 00:22:15.000]  完全沒有問題
[00:22:15.000 --> 00:22:22.000]  潘華做的解釋創世紀一至三章就在做這個工作
[00:22:22.000 --> 00:22:26.000]  你同不同意他這樣做是另一回事
[00:22:26.000 --> 00:22:28.000]  我就告訴你他在做這個工作
[00:22:28.000 --> 00:22:30.000]  巴特也在做這個工作
[00:22:30.000 --> 00:22:32.000]  羅馬書《釋義》
[00:22:32.000 --> 00:22:35.000]  他背後的思想是什麼呢?
[00:22:35.000 --> 00:22:41.000]  在他創世紀墮落裏面他自己解釋得很清楚
[00:22:41.000 --> 00:22:43.000]  聖經是什麼呢?
[00:22:43.000 --> 00:22:45.000]  聖經是教會的文獻
[00:22:45.000 --> 00:22:55.000]  聖經不是任何非教會學府裏面的文獻
[00:22:55.000 --> 00:22:58.000]  它首先是教會的文獻
[00:22:58.000 --> 00:23:06.000]  所以教會就有責任從教會的信仰出發去解釋文獻
[00:23:06.000 --> 00:23:09.000]  否則的話
[00:23:09.000 --> 00:23:13.000]  你怎樣解救了?
[00:23:13.000 --> 00:23:16.000]  或者你根本不應該叫舊約
[00:23:16.000 --> 00:23:19.000]  因為原來是希伯來人的聖經
[00:23:19.000 --> 00:23:25.000]  所以現在有些大學的宗教系或神學系就不叫舊約聖經
[00:23:25.000 --> 00:23:27.000]  大家知道的
[00:23:27.000 --> 00:23:29.000]  叫希伯來聖經
[00:23:29.000 --> 00:23:31.000]  為什麼叫希伯來聖經呢?
[00:23:31.000 --> 00:23:33.000]  因為你不能從新約的角度去說它是舊約
[00:23:33.000 --> 00:23:38.000]  你不能從新約的角度去解救這個聖經
[00:23:38.000 --> 00:23:42.000]  猶太人有他自己的《釋經》的傳統
[00:23:42.000 --> 00:23:47.000]  但猶太人不是在教會的傳統裏面去解釋聖經
[00:23:47.000 --> 00:23:52.000]  當舊約是教會的信仰經典的時候
[00:23:52.000 --> 00:23:58.000]  教會就要站在自己信仰的立場去理解舊約是一回事
[00:23:58.000 --> 00:24:01.000]  所以它有一定的合法性在裏面
[00:24:01.000 --> 00:24:05.000]  你什麼時候可以抽離教會的信仰來解救舊約呢?
[00:24:05.000 --> 00:24:07.000]  抽離教會就是換句話說
[00:24:07.000 --> 00:24:09.000]  簡單來說就是抽離基督
[00:24:09.000 --> 00:24:13.000]  你不再從基督的角度去理解舊約
[00:24:13.000 --> 00:24:17.000]  那你就可以得出很多東西
[00:24:17.000 --> 00:24:20.000]  當然那些東西可以很豐富
[00:24:20.000 --> 00:24:26.000]  但那些東西可能跟新約所說的完全無關
[00:24:26.000 --> 00:24:29.000]  甚至有互相反映
[00:24:29.000 --> 00:24:33.000]  有不協調、不一致的地方
[00:24:33.000 --> 00:24:44.000]  教會站在一個信仰的立場去理解創世紀
[00:24:44.000 --> 00:24:47.000]  教會的信仰立場是什麼呢?
[00:24:47.000 --> 00:24:51.000]  教會基本上就是信仰基督、認信基督
[00:24:51.000 --> 00:24:55.000]  所以就是從基督來看創世
[00:24:55.000 --> 00:25:03.000]  創世紀一至三章的解釋角度是由基督論切入去的
[00:25:03.000 --> 00:25:09.000]  對很多人來說,今時今日是很難想像的
[00:25:09.000 --> 00:25:18.000]  但它有它自己的,我自己覺得是相當合法的一個立場進入去
[00:25:18.000 --> 00:25:21.000]  除非我們不當舊約是教會的文獻
[00:25:21.000 --> 00:25:26.000]  但一旦我們將它看成是教會文獻的時候
[00:25:26.000 --> 00:25:30.000]  這個立場是重要的
[00:25:30.000 --> 00:25:34.000]  所以從這個角度來看
[00:25:34.000 --> 00:25:38.000]  與第亞當將基督論放在頭
[00:25:38.000 --> 00:25:41.000]  第一部分就很有意義
[00:25:41.000 --> 00:25:45.000]  因為整個基督論就是教會的基礎
[00:25:45.000 --> 00:25:48.000]  教會所信仰的對象
[00:25:48.000 --> 00:25:55.000]  認識耶穌基督是誰就能幫助我們閱讀創世紀一至三章
[00:25:55.000 --> 00:26:05.000]  這是從潘華自己對聖經的理解出發
[00:26:05.000 --> 00:26:10.000]  我們看回今天漢語的安排
[00:26:10.000 --> 00:26:14.000]  我不知道是誤打誤撞還是甚麼
[00:26:14.000 --> 00:26:20.000]  但這完全符合潘華自己的神學思想
[00:26:20.000 --> 00:26:28.000]  這種安排可以反映出潘華自己的神學立場
[00:26:28.000 --> 00:26:36.000]  如果大家想知道更多潘華自己如何解釋聖經
[00:26:36.000 --> 00:26:43.000]  這本書的中譯本導言是張延勇先生寫的
[00:26:43.000 --> 00:26:45.000]  你可以看看這個導言
[00:26:45.000 --> 00:26:50.000]  這個導言是相當精彩的
[00:26:50.000 --> 00:26:55.000]  裡面也有提及潘華的聖經方法
