
[00:00:00.000 --> 00:00:08.700]  外面還有些人 大家都要進來了
[00:05:04.900 --> 00:05:06.900]  舒服的字眼
[00:05:06.900 --> 00:05:07.900]  是不是
[00:05:07.900 --> 00:05:08.900]  放心
[00:05:08.900 --> 00:05:09.900]  憤慨放心
[00:05:09.900 --> 00:05:10.900]  開心
[00:05:10.900 --> 00:05:12.900]  但是看聖經就是這樣
[00:05:12.900 --> 00:05:14.900]  我們初初的步驟
[00:05:14.900 --> 00:05:16.900]  我們不要理會它的大架構
[00:05:16.900 --> 00:05:19.900]  總之留意它的詞語
[00:05:19.900 --> 00:05:21.900]  留意它的詞語就發覺
[00:05:21.900 --> 00:05:23.900]  第七章第五節
[00:05:23.900 --> 00:05:26.900]  安慰喪氣的人的神
[00:05:26.900 --> 00:05:28.900]  見到安慰嗎
[00:05:28.900 --> 00:05:29.900]  這詞語
[00:05:29.900 --> 00:05:31.900]  其實第一章裡面說的
[00:05:31.900 --> 00:05:33.900]  所以你剪了之後用膠紙貼回去
[00:05:33.900 --> 00:05:35.900]  覺得很順暢就是這個意思
[00:05:35.900 --> 00:05:37.900]  前後的
[00:05:37.900 --> 00:05:39.900]  有些人說不是保羅寫的
[00:05:39.900 --> 00:05:41.900]  不知道插了多少段
[00:05:41.900 --> 00:05:42.900]  如果真的不是保羅寫的
[00:05:42.900 --> 00:05:44.900]  後來的人抄的也很有技巧
[00:05:44.900 --> 00:05:46.900]  他也看回那些字
[00:05:46.900 --> 00:05:48.900]  也反駁上去
[00:05:48.900 --> 00:05:51.900]  似乎是保羅一個人寫
[00:05:51.900 --> 00:05:52.900]  是更好的
[00:05:52.900 --> 00:05:53.900]  比學者們說的好
[00:05:53.900 --> 00:05:55.900]  再看第七節
[00:05:55.900 --> 00:05:58.900]  由喪氣變得安慰
[00:05:58.900 --> 00:06:00.900]  安慰之後
[00:06:00.900 --> 00:06:04.900]  他更加歡喜
[00:06:04.900 --> 00:06:06.900]  氣氛是改變了
[00:06:06.900 --> 00:06:08.900]  見不到帶信的人
[00:06:08.900 --> 00:06:09.900]  擔心
[00:06:09.900 --> 00:06:10.900]  其實他不是為了提多
[00:06:10.900 --> 00:06:11.900]  平安擔心
[00:06:11.900 --> 00:06:12.900]  他擔心什麼
[00:06:12.900 --> 00:06:14.900]  糟了這麼大的教會
[00:06:14.900 --> 00:06:15.900]  生我的氣
[00:06:15.900 --> 00:06:17.900]  我的子女
[00:06:17.900 --> 00:06:18.900]  寫封信
[00:06:18.900 --> 00:06:19.900]  我太重了
[00:06:19.900 --> 00:06:20.900]  罵得她們太憂愁了
[00:06:20.900 --> 00:06:21.900]  怎麼辦呢
[00:06:21.900 --> 00:06:22.900]  怎麼收科呢
[00:06:22.900 --> 00:06:24.900]  連提多也回不來
[00:06:24.900 --> 00:06:26.900]  幸好她回來
[00:06:26.900 --> 00:06:29.900]  第八節解釋了
[00:06:29.900 --> 00:06:31.900]  我告訴你
[00:06:31.900 --> 00:06:33.900]  其實我寫信給你叫憂愁
[00:06:33.900 --> 00:06:35.900]  後來
[00:06:35.900 --> 00:06:37.900]  這裡有很多翻譯
[00:06:37.900 --> 00:06:41.900]  需要留意
[00:06:41.900 --> 00:06:43.900]  不過
[00:06:43.900 --> 00:06:45.900]  我先前寫信給你叫憂愁
[00:06:45.900 --> 00:06:47.900]  我後來雖然懊悔
[00:06:47.900 --> 00:06:53.900]  但現在卻不懊悔
[00:06:53.900 --> 00:06:55.900]  我叫你憂愁
[00:06:55.900 --> 00:06:57.900]  我現在regret
[00:06:57.900 --> 00:07:01.900]  我寫了一封信後regret
[00:07:01.900 --> 00:07:03.900]  出了一封信
[00:07:03.900 --> 00:07:05.900]  早知道不要這樣寫
[00:07:05.900 --> 00:07:07.900]  不過現在我不regret
[00:07:07.900 --> 00:07:09.900]  為什麼她現在不regret
[00:07:09.900 --> 00:07:11.900]  為什麼她現在不懊悔
[00:07:11.900 --> 00:07:14.900]  為什麼她現在不會覺得寫錯了一封信
[00:07:14.900 --> 00:07:18.900]  因為人們悔改了
[00:07:18.900 --> 00:07:22.900]  因為我寫的信雖然太重
[00:07:22.900 --> 00:07:24.900]  雖然叫她憂愁
[00:07:24.900 --> 00:07:26.900]  但短暫的
[00:07:26.900 --> 00:07:28.900]  九節說現在我開心
[00:07:28.900 --> 00:07:29.900]  為什麼呢
[00:07:29.900 --> 00:07:31.900]  不是因為我寫的信令你們不開心
[00:07:31.900 --> 00:07:36.900]  是你們在憂愁當中
[00:07:36.900 --> 00:07:39.900]  你們產生
[00:07:39.900 --> 00:07:41.900]  這個懊悔的字
[00:07:41.900 --> 00:07:45.900]  這個字跟保羅說的懊悔是不同的
[00:07:45.900 --> 00:07:47.900]  是不同的原文
[00:07:47.900 --> 00:07:50.900]  應該是保羅說我雖然後悔
[00:07:50.900 --> 00:07:52.900]  現在不後悔
[00:07:52.900 --> 00:07:54.900]  新的譯本是這樣寫的
[00:07:54.900 --> 00:07:57.900]  為什麼我不後悔
[00:07:57.900 --> 00:08:00.900]  因為這封信雖然力度很強
[00:08:00.900 --> 00:08:02.900]  我當時擔心
[00:08:02.900 --> 00:08:04.900]  但來到這裡的時候
[00:08:04.900 --> 00:08:06.900]  帶來你們的憂愁
[00:08:06.900 --> 00:08:08.900]  沒錯,但不是我的目的
[00:08:08.900 --> 00:08:10.900]  你們憂愁之後
[00:08:10.900 --> 00:08:12.900]  你們後悔了
[00:08:12.900 --> 00:08:14.900]  你們悔改了
[00:08:14.900 --> 00:08:16.900]  你們後悔了
[00:08:16.900 --> 00:08:18.900]  改變了你們的思念
[00:08:18.900 --> 00:08:21.900]  不是說不好意思,做錯了
[00:08:21.900 --> 00:08:22.900]  不是這個意思
[00:08:22.900 --> 00:08:24.900]  是改變了你們的頭腦的想法
[00:08:24.900 --> 00:08:27.900]  所以我們和合本將它們全部都後悔
[00:08:27.900 --> 00:08:29.900]  但事實上不是
[00:08:29.900 --> 00:08:31.900]  因為你再看七章十節就明白了
[00:08:31.900 --> 00:08:33.900]  和合本就這樣說
[00:08:33.900 --> 00:08:36.900]  因為依著神的意思憂愁
[00:08:36.900 --> 00:08:38.900]  就生出沒有什麼
[00:08:38.900 --> 00:08:40.900]  後悔的懊悔
[00:08:40.900 --> 00:08:42.900]  在這節裡面兩個字都出現了
[00:08:42.900 --> 00:08:44.900]  兩個字都出現了
[00:08:44.900 --> 00:08:47.900]  和合本被迫要顯示分別
[00:08:47.900 --> 00:08:51.900]  所以就說沒有後悔的懊悔
[00:08:51.900 --> 00:08:53.900]  沒有後悔的懊悔
[00:08:53.900 --> 00:08:55.900]  大致上是這個意思
[00:08:55.900 --> 00:08:59.900]  那麼多懊悔,那麼多後悔
[00:08:59.900 --> 00:09:00.900]  是什麼意思呢
[00:09:00.900 --> 00:09:04.900]  大致上的情況就是保羅說
[00:09:04.900 --> 00:09:06.900]  我寫信給你的時候
[00:09:06.900 --> 00:09:08.900]  當時寫完之後
[00:09:08.900 --> 00:09:10.900]  都擔心
[00:09:10.900 --> 00:09:12.900]  因為知道可能真的罵得你很厲害
[00:09:12.900 --> 00:09:15.900]  不過現在我看到提多回來
[00:09:15.900 --> 00:09:17.900]  告訴我你們這班人悔改了
[00:09:17.900 --> 00:09:19.900]  我又對他們很好
[00:09:19.900 --> 00:09:21.900]  他們遲了來,因為你們請他們吃東西
[00:09:21.900 --> 00:09:23.900]  吃了很多,他們又不舒服,又要再休息
[00:09:23.900 --> 00:09:25.900]  大致上是這樣
[00:09:25.900 --> 00:09:27.900]  我現在開心了,放心了
[00:09:27.900 --> 00:09:29.900]  知道你們看了那封信
[00:09:29.900 --> 00:09:30.900]  的而且確看完之後
[00:09:30.900 --> 00:09:33.900]  初初的反應覺得很嚴厲
[00:09:33.900 --> 00:09:35.900]  很不舒服
[00:09:35.900 --> 00:09:37.900]  不過你看完之後
[00:09:37.900 --> 00:09:39.900]  明白我的心意,知道我的要求之後
[00:09:39.900 --> 00:09:41.900]  你改變了
[00:09:41.900 --> 00:09:44.900]  很可能他開始接納那個人
[00:09:44.900 --> 00:09:47.900]  不再指責那個人
[00:09:47.900 --> 00:09:49.900]  饒恕了那個人
[00:09:49.900 --> 00:09:50.900]  然後告訴提多
[00:09:50.900 --> 00:09:52.900]  我聽保羅說
[00:09:52.900 --> 00:09:54.900]  我們OK的了
[00:09:54.900 --> 00:09:56.900]  我不再追著那個人
[00:09:56.900 --> 00:09:58.900]  接納他了
[00:09:58.900 --> 00:09:59.900]  你告訴保羅吧
[00:09:59.900 --> 00:10:01.900]  保羅就說,好啊
[00:10:02.900 --> 00:10:06.900]  即使令到你們心裡暫時不舒服
[00:10:06.900 --> 00:10:08.900]  但這個不舒服
[00:10:08.900 --> 00:10:10.900]  他叫憂愁
[00:10:10.900 --> 00:10:12.900]  產生一種懊悔
[00:10:12.900 --> 00:10:14.900]  就是repentance
[00:10:14.900 --> 00:10:16.900]  二次得救,雖然他們每個人都得救了
[00:10:16.900 --> 00:10:18.900]  保羅的意思是
[00:10:18.900 --> 00:10:20.900]  成為更加一體健康
[00:10:20.900 --> 00:10:22.900]  不是說靈魂得救
[00:10:22.900 --> 00:10:24.900]  好了
[00:10:24.900 --> 00:10:26.900]  這裡要停一停,想一想
[00:10:26.900 --> 00:10:28.900]  我們這個世界
[00:10:28.900 --> 00:10:30.900]  美國社會
[00:10:30.900 --> 00:10:32.900]  香港自然要像
[00:10:32.900 --> 00:10:36.900]  是不喜歡憂愁的社會
[00:10:36.900 --> 00:10:38.900]  對不對
[00:10:38.900 --> 00:10:40.900]  最好是軟的,一拍就happy軟
[00:10:40.900 --> 00:10:42.900]  不開心的時候
[00:10:42.900 --> 00:10:44.900]  吃了它就最好了
[00:10:44.900 --> 00:10:46.900]  有人跟我說過
[00:10:46.900 --> 00:10:48.900]  以前我們需要找神父
[00:10:48.900 --> 00:10:50.900]  穿黑袍的
[00:10:50.900 --> 00:10:52.900]  白袍的神父有靈
[00:10:52.900 --> 00:10:54.900]  現在不需要找神父
[00:10:54.900 --> 00:10:56.900]  找醫生就行了
[00:10:56.900 --> 00:10:58.900]  什麼問題都解決了
[00:10:58.900 --> 00:11:00.900]  吃了軟之後
[00:11:00.900 --> 00:11:02.900]  就算不開心
[00:11:02.900 --> 00:11:04.900]  都可以
[00:11:04.900 --> 00:11:06.900]  過了一輩子
[00:11:06.900 --> 00:11:08.900]  保羅說不是
[00:11:08.900 --> 00:11:10.900]  在我們信仰當中
[00:11:10.900 --> 00:11:12.900]  有時神擺的東西
[00:11:12.900 --> 00:11:14.900]  是撩心撩肺的
[00:11:14.900 --> 00:11:16.900]  憂愁
[00:11:16.900 --> 00:11:18.900]  真憂愁,不是假的
[00:11:18.900 --> 00:11:20.900]  不是你的chemical不平衡的問題
[00:11:20.900 --> 00:11:24.900]  是真的心裡不覺得妥當
[00:11:24.900 --> 00:11:26.900]  我們舊一派叫不平安
[00:11:26.900 --> 00:11:28.900]  這裡是辛苦的
[00:11:28.900 --> 00:11:30.900]  愛我們的社會
[00:11:30.900 --> 00:11:32.900]  就可以避開辛苦就避開辛苦
[00:11:32.900 --> 00:11:34.900]  香港就去韓國滑雪
[00:11:34.900 --> 00:11:36.900]  去整容
[00:11:36.900 --> 00:11:38.900]  我現在開始同情那些人整容
[00:11:38.900 --> 00:11:40.900]  我有時照鏡子都發覺
[00:11:40.900 --> 00:11:42.900]  有道理的
[00:11:42.900 --> 00:11:44.900]  需要整容
[00:11:44.900 --> 00:11:46.900]  以前我們笑別人
[00:11:46.900 --> 00:11:48.900]  人大了會變
[00:11:48.900 --> 00:11:50.900]  沒錢就在香港
[00:11:50.900 --> 00:11:52.900]  吃飯
[00:11:52.900 --> 00:11:54.900]  去不到外國
[00:11:54.900 --> 00:11:56.900]  吃飯
[00:11:56.900 --> 00:11:58.900]  就是這樣
[00:11:58.900 --> 00:12:00.900]  不面對我們的困難
[00:12:00.900 --> 00:12:02.900]  不嘗試了解
[00:12:02.900 --> 00:12:04.900]  我們的神既然是有慈悲
[00:12:04.900 --> 00:12:06.900]  有安慰的神
[00:12:06.900 --> 00:12:08.900]  偏偏給我們這麼多東西煩擾
[00:12:08.900 --> 00:12:10.900]  我們的心頭
[00:12:10.900 --> 00:12:12.900]  令我們心裡不舒服
[00:12:12.900 --> 00:12:14.900]  保羅說
[00:12:14.900 --> 00:12:16.900]  感謝神
[00:12:16.900 --> 00:12:18.900]  你們依著神的意思
[00:12:18.900 --> 00:12:20.900]  憂愁
[00:12:20.900 --> 00:12:22.900]  跟著祂的意思
[00:12:22.900 --> 00:12:24.900]  憂愁
[00:12:24.900 --> 00:12:26.900]  跟著祂的思路去想
[00:12:26.900 --> 00:12:28.900]  你明白祂不是刻意
[00:12:28.900 --> 00:12:30.900]  苦待我們的神
[00:12:30.900 --> 00:12:32.900]  祂令到我們心裡
[00:12:32.900 --> 00:12:34.900]  有這樣的重擔的時候
[00:12:34.900 --> 00:12:36.900]  提醒我們
[00:12:36.900 --> 00:12:38.900]  要轉換我們人生的方向
[00:12:38.900 --> 00:12:40.900]  轉換我們的思念
[00:12:40.900 --> 00:12:42.900]  這個轉換的思念
[00:12:42.900 --> 00:12:44.900]  就叫做懊悔
[00:12:44.900 --> 00:12:46.900]  改過了
[00:12:46.900 --> 00:12:48.900]  為什麼這麼混亂
[00:12:50.900 --> 00:12:52.900]  拍完戲沒有幫助
[00:12:52.900 --> 00:12:54.900]  拍完戲之後不混亂
[00:12:54.900 --> 00:12:56.900]  但是在神的教導下
[00:12:56.900 --> 00:12:58.900]  你向不了前
[00:12:58.900 --> 00:13:00.900]  祂不是想
[00:13:00.900 --> 00:13:02.900]  害你
[00:13:02.900 --> 00:13:04.900]  我覺得保羅這樣的想法
[00:13:04.900 --> 00:13:06.900]  對我們基督徒
[00:13:06.900 --> 00:13:08.900]  很好幫助
[00:13:08.900 --> 00:13:10.900]  因為我們基督徒經常以為
[00:13:10.900 --> 00:13:12.900]  因為我們未信主的時候
[00:13:12.900 --> 00:13:14.900]  宗教觀念是不同的
[00:13:14.900 --> 00:13:16.900]  信了主之後
[00:13:16.900 --> 00:13:18.900]  差不多都背著宗教觀念過我們人生
[00:13:18.900 --> 00:13:20.900]  為什麼最近這麼差
[00:13:20.900 --> 00:13:22.900]  未信主之前就說時運低
[00:13:22.900 --> 00:13:24.900]  不知道碰到什麼骯髒東西
[00:13:24.900 --> 00:13:26.900]  信了主之後
[00:13:26.900 --> 00:13:28.900]  不讀聖經
[00:13:28.900 --> 00:13:30.900]  又不明白神
[00:13:30.900 --> 00:13:32.900]  就想
[00:13:32.900 --> 00:13:34.900]  可能神看不到
[00:13:34.900 --> 00:13:36.900]  泰國的東西比較厲害
[00:13:36.900 --> 00:13:38.900]  所以現在
[00:13:38.900 --> 00:13:40.900]  光景這樣
[00:13:40.900 --> 00:13:42.900]  稍微進步了一點
[00:13:42.900 --> 00:13:44.900]  但是
[00:13:44.900 --> 00:13:46.900]  我們現在
[00:13:46.900 --> 00:13:48.900]  稍微進步了一點
[00:13:48.900 --> 00:13:50.900]  可能說
[00:13:50.900 --> 00:13:52.900]  最近少看了聖經
[00:13:52.900 --> 00:13:56.900]  明明教會幫我們製作了
[00:13:56.900 --> 00:13:58.900]  燃經周末的
[00:13:58.900 --> 00:14:00.900]  我都去拒絕了它
[00:14:00.900 --> 00:14:02.900]  又不來
[00:14:02.900 --> 00:14:04.900]  可能神就反駁我
[00:14:04.900 --> 00:14:06.900]  但有時不明白
[00:14:06.900 --> 00:14:08.900]  在我們人生當中有事的時候
[00:14:08.900 --> 00:14:12.900]  不是神的能力不到
[00:14:14.900 --> 00:14:16.900]  不是神睡著了
[00:14:16.900 --> 00:14:20.900]  也不是神覺得我們
[00:14:20.900 --> 00:14:22.900]  不滿意
[00:14:22.900 --> 00:14:24.900]  他不滿意要罰我們
[00:14:24.900 --> 00:14:26.900]  不是
[00:14:26.900 --> 00:14:28.900]  神是想管教我們
[00:14:28.900 --> 00:14:30.900]  基督經常說神罰我們
[00:14:30.900 --> 00:14:32.900]  在基督裡面
[00:14:32.900 --> 00:14:34.900]  不再定罪
[00:14:34.900 --> 00:14:36.900]  用罰的時候
[00:14:36.900 --> 00:14:38.900]  神是不好的
[00:14:38.900 --> 00:14:40.900]  我們說爸媽罰我們
[00:14:40.900 --> 00:14:42.900]  爸爸媽媽不是罰我們
[00:14:42.900 --> 00:14:44.900]  是管教我們
[00:14:44.900 --> 00:14:48.900]  叫我們做好的行為
[00:14:48.900 --> 00:14:50.900]  打手板不是罰
[00:14:50.900 --> 00:14:52.900]  Discipline
[00:14:52.900 --> 00:14:54.900]  不是punish
[00:14:54.900 --> 00:14:56.900]  這樣就完全不同了
[00:14:56.900 --> 00:14:58.900]  原來那個優秀
[00:14:58.900 --> 00:15:00.900]  人生的低谷的困難
[00:15:00.900 --> 00:15:02.900]  有一個好的功用
[00:15:02.900 --> 00:15:06.900]  昨天我和家庭團體的人分享
[00:15:06.900 --> 00:15:08.900]  說羅馬書的時候也提過
[00:15:08.900 --> 00:15:10.900]  羅馬書第八章說
[00:15:10.900 --> 00:15:12.900]  萬物都勞苦嘆息
[00:15:12.900 --> 00:15:14.900]  勞苦嘆息
[00:15:14.900 --> 00:15:16.900]  保羅說勞苦嘆息的原因不是因為萬物
[00:15:16.900 --> 00:15:18.900]  被撒旦控制
[00:15:18.900 --> 00:15:20.900]  不是
[00:15:20.900 --> 00:15:22.900]  是那位叫我們
[00:15:22.900 --> 00:15:24.900]  是這樣的
[00:15:24.900 --> 00:15:26.900]  他要我們經歷
[00:15:26.900 --> 00:15:28.900]  勞苦嘆息的階段
[00:15:28.900 --> 00:15:30.900]  做什麼
[00:15:30.900 --> 00:15:32.900]  這樣我們就可以像他的兒子
[00:15:32.900 --> 00:15:34.900]  他的兒子是怎樣的
[00:15:34.900 --> 00:15:36.900]  先受苦後得榮耀
[00:15:38.900 --> 00:15:40.900]  叫愛神的人
[00:15:40.900 --> 00:15:42.900]  同德益處
[00:15:42.900 --> 00:15:44.900]  然後按著
[00:15:44.900 --> 00:15:46.900]  被召的要效法的
[00:15:46.900 --> 00:15:48.900]  他的兒子
[00:15:48.900 --> 00:15:50.900]  他兒子怎樣
[00:15:50.900 --> 00:15:52.900]  先捱別人的唾罵
[00:15:52.900 --> 00:15:54.900]  上十字架
[00:15:54.900 --> 00:15:56.900]  三日靜寂
[00:15:56.900 --> 00:15:58.900]  然後升天榮耀
[00:15:58.900 --> 00:16:00.900]  坐到富有邊
[00:16:00.900 --> 00:16:02.900]  所以原來文路也是這樣
[00:16:02.900 --> 00:16:04.900]  你和我人生當中
[00:16:04.900 --> 00:16:06.900]  有些要心要肺的地方
[00:16:06.900 --> 00:16:08.900]  不要那麼害怕
[00:16:08.900 --> 00:16:10.900]  記住神的
[00:16:10.900 --> 00:16:12.900]  意思與要求是帶領他
[00:16:12.900 --> 00:16:14.900]  慢慢慢慢
[00:16:14.900 --> 00:16:16.900]  回到他的路
[00:16:16.900 --> 00:16:18.900]  認識他 明白他
[00:16:18.900 --> 00:16:20.900]  這樣過困難的時候
[00:16:20.900 --> 00:16:22.900]  積極了很多
[00:16:22.900 --> 00:16:24.900]  所以到後來
[00:16:24.900 --> 00:16:26.900]  七章
[00:16:26.900 --> 00:16:28.900]  十三一路
[00:16:28.900 --> 00:16:30.900]  到十六節
[00:16:30.900 --> 00:16:32.900]  我如今喜歡
[00:16:32.900 --> 00:16:34.900]  能在凡事上
[00:16:34.900 --> 00:16:36.900]  不再擔心
[00:16:36.900 --> 00:16:38.900]  由現在開始
[00:16:38.900 --> 00:16:40.900]  我不再罵你們
[00:16:40.900 --> 00:16:42.900]  不再擔心
[00:16:42.900 --> 00:16:44.900]  而且我覺得
[00:16:44.900 --> 00:16:46.900]  可以在你們面前
[00:16:46.900 --> 00:16:48.900]  繼續說更大的事情
[00:16:48.900 --> 00:16:50.900]  所以第七章未完結之後
[00:16:50.900 --> 00:16:52.900]  他就可以說第八章
[00:16:52.900 --> 00:16:54.900]  第九章
[00:16:54.900 --> 00:16:56.900]  更大的事情在保羅的版圖上
[00:16:56.900 --> 00:16:58.900]  在保羅的意象上
[00:16:58.900 --> 00:17:00.900]  是相當重要的
[00:17:00.900 --> 00:17:02.900]  不只是籌錢的問題
[00:17:02.900 --> 00:17:04.900]  如果你們很快的
[00:17:04.900 --> 00:17:06.900]  跟我們看《使徒行傳》
[00:17:06.900 --> 00:17:10.900]  第20章
[00:17:10.900 --> 00:17:12.900]  我知道有些人未必會在星期日下午再來
[00:17:12.900 --> 00:17:14.900]  《使徒行傳》20章
[00:17:14.900 --> 00:17:16.900]  在我們明白
[00:17:16.900 --> 00:17:18.900]  保羅這段
[00:17:18.900 --> 00:17:20.900]  又來又不來
[00:17:20.900 --> 00:17:22.900]  又去馬其頓
[00:17:22.900 --> 00:17:24.900]  又去特羅亞
[00:17:24.900 --> 00:17:26.900]  幫助了我們了解
[00:17:30.900 --> 00:17:32.900]  20章的頭幾節
[00:17:32.900 --> 00:17:34.900]  我們都知道是路加醫生寫的
[00:17:34.900 --> 00:17:36.900]  做醫生的人
[00:17:36.900 --> 00:17:38.900]  都不會浪費筆墨
[00:17:38.900 --> 00:17:42.900]  只有三個月
[00:17:42.900 --> 00:17:48.900]  他不會騙你的
[00:17:48.900 --> 00:17:50.900]  20章第一節
[00:17:50.900 --> 00:17:52.900]  騷亂平定以後
[00:17:52.900 --> 00:17:54.900]  保羅請門徒來
[00:17:54.900 --> 00:17:56.900]  勸勉他們
[00:17:56.900 --> 00:17:58.900]  就辭別他們往馬其頓去
[00:17:58.900 --> 00:18:00.900]  他走遍了一大地方
[00:18:00.900 --> 00:18:02.900]  用很多話
[00:18:02.900 --> 00:18:04.900]  勸勉門徒
[00:18:04.900 --> 00:18:06.900]  然後來到希臘下面
[00:18:06.900 --> 00:18:08.900]  就是哥林多的地方
[00:18:08.900 --> 00:18:10.900]  在那裏住了三個月
[00:18:10.900 --> 00:18:12.900]  相信他在這段時間
[00:18:12.900 --> 00:18:14.900]  就寫了羅馬書
[00:18:14.900 --> 00:18:18.900]  然後他快要坐船
[00:18:18.900 --> 00:18:20.900]  訪敘利亞
