
[00:00:00.000 --> 00:00:06.600]  2019年第一次聚會,新年
[00:02:15.800 --> 00:02:19.800]  這個放肆我們都知道是沒有往往
[00:02:19.800 --> 00:02:22.800]  隨便自己要怎樣做就怎樣做
[00:02:22.800 --> 00:02:27.800]  完全是偏行己路,沒有將神放在眼內
[00:02:27.800 --> 00:02:29.800]  放肆這個意思就是說
[00:02:29.800 --> 00:02:33.800]  人是自己說要做什麼就做什麼
[00:02:33.800 --> 00:02:36.800]  人是罪人,在罪裡面
[00:02:36.800 --> 00:02:41.800]  人自己想做的事情一定不合神的心意
[00:02:41.800 --> 00:02:43.800]  一定是走自己的道路
[00:02:43.800 --> 00:02:50.800]  所以這裡說,如果人,你和我沒有看到意象的話
[00:02:50.800 --> 00:02:57.800]  我們就會偏行己路,會放肆自己去做自己的事
[00:02:57.800 --> 00:03:02.800]  不受約束,也不守神的誡命
[00:03:02.800 --> 00:03:09.800]  這裡還有一個意思,如果你看Kane James Version的翻譯
[00:03:09.800 --> 00:03:19.800]  就說,民會滅亡
[00:03:19.800 --> 00:03:23.800]  如果你偏行己路放肆的時候,是死路一條
[00:03:23.800 --> 00:03:27.800]  但是人怎樣才能夠受到約束呢?
[00:03:27.800 --> 00:03:29.800]  受到神的懷與約束呢?
[00:03:29.800 --> 00:03:32.800]  受到神的誡命約束呢?
[00:03:32.800 --> 00:03:34.800]  是要看到意象
[00:03:34.800 --> 00:03:38.800]  看不到意象的時候,我們就不受約束
[00:03:38.800 --> 00:03:40.800]  我們就是死路一條
[00:03:40.800 --> 00:03:43.800]  所以這是一個很重要的題目
[00:03:43.800 --> 00:03:45.800]  我們每一個人都要看到意象
[00:03:45.800 --> 00:03:48.800]  不斷的看到意象
[00:03:48.800 --> 00:03:50.800]  不單是在新年的時候看到意象
[00:03:50.800 --> 00:03:56.800]  我們做基督徒應該是經常看到意象
[00:03:56.800 --> 00:04:00.800]  有三個誤會
[00:04:00.800 --> 00:04:02.800]  第一個誤會
[00:04:03.800 --> 00:04:08.800]  我們有時在商業社會上都看到,都聽到
[00:04:08.800 --> 00:04:10.800]  他們說我們都應該有意象
[00:04:10.800 --> 00:04:14.800]  我們要管理一間公司,我們要大家一起有vision
[00:04:14.800 --> 00:04:17.800]  他們所說這個意象的時候
[00:04:17.800 --> 00:04:21.800]  他們指的是我們應該有遠見
[00:04:21.800 --> 00:04:22.800]  我們不要只看今天
[00:04:22.800 --> 00:04:26.800]  我們要有一個比較周詳的長期計劃
[00:04:26.800 --> 00:04:28.800]  我們一定要有眼光
[00:04:28.800 --> 00:04:34.800]  我們要有理想,有方向,有計劃
[00:04:34.800 --> 00:04:37.800]  所以這個意象,這個vision
[00:04:37.800 --> 00:04:41.800]  這個字不單只是我們聖經裡面說到意象
[00:04:41.800 --> 00:04:45.800]  你出去公司,你在一些決策的階層
[00:04:45.800 --> 00:04:48.800]  他都會說我們需要有vision
[00:04:48.800 --> 00:04:50.800]  商業上的vision
[00:04:50.800 --> 00:04:53.800]  我們需要有方向,有理想,有計劃
[00:04:53.800 --> 00:04:59.800]  我們這個商業機構才能夠有成就
[00:04:59.800 --> 00:05:03.800]  教會裡面有時我們都說vision
[00:05:03.800 --> 00:05:07.800]  我們說到一個教會要怎樣發展
[00:05:07.800 --> 00:05:10.800]  我們有一個計劃,我們要有眼光
[00:05:10.800 --> 00:05:15.800]  我們要有人帶領,帶領那個人
[00:05:15.800 --> 00:05:17.800]  要有眼光,有vision
[00:05:17.800 --> 00:05:20.800]  這個教會就有前途了
[00:05:20.800 --> 00:05:23.800]  很多時候我們都是說vision
[00:05:23.800 --> 00:05:26.800]  但這個是不是真的聖經裡面所說的vision
[00:05:26.800 --> 00:05:30.800]  聖經裡面所說的vision是不是叫我們人
[00:05:30.800 --> 00:05:33.800]  眼光放得遠一點,有多些計劃
[00:05:33.800 --> 00:05:36.800]  有多些理想,是不是呢?
[00:05:36.800 --> 00:05:41.800]  這個我們平時所說的意象,我們的vision
[00:05:41.800 --> 00:05:44.800]  是從一個人的角度來看的
[00:05:44.800 --> 00:05:46.800]  人的角度
[00:05:46.800 --> 00:05:49.800]  但聖經裡面是不是叫我們人有多些理想
[00:05:49.800 --> 00:05:53.800]  要看得遠一點呢?不是
[00:05:53.800 --> 00:05:56.800]  這裡聖經裡面所說的vision
[00:05:56.800 --> 00:05:59.800]  這個意象是來自神的
[00:05:59.800 --> 00:06:02.800]  是神那裡讓我們看到的
[00:06:02.800 --> 00:06:06.800]  不是人的能力和智慧
[00:06:06.800 --> 00:06:08.800]  我給大家看幾節經文
[00:06:08.800 --> 00:06:11.800]  在《創世紀》第十五章
[00:06:11.800 --> 00:06:12.800]  這是我剛才說的
[00:06:12.800 --> 00:06:14.800]  就是聖經一開始的時候
[00:06:14.800 --> 00:06:17.800]  第一次提到意象的時候
[00:06:17.800 --> 00:06:20.800]  是耶和華在意象裡面
[00:06:20.800 --> 00:06:24.800]  向亞伯蘭來說話
[00:06:24.800 --> 00:06:29.800]  這裡是說到神是讓亞伯蘭看到他
[00:06:29.800 --> 00:06:32.800]  我們人是看不到神的,神是一個靈
[00:06:32.800 --> 00:06:36.800]  但當神要將他自己顯示給人的時候
[00:06:36.800 --> 00:06:38.800]  我們就會看到
[00:06:38.800 --> 00:06:42.800]  這個是當他來呼召亞伯蘭的時候
[00:06:42.800 --> 00:06:45.800]  他讓亞伯蘭能夠看到他的榮耀
[00:06:45.800 --> 00:06:47.800]  這個是意象
[00:06:47.800 --> 00:06:48.800]  聖經裡面說
[00:06:48.800 --> 00:06:53.800]  耶和華是在意象裡面向亞伯蘭顯現
[00:06:53.800 --> 00:06:54.800]  來呼召他
[00:06:54.800 --> 00:06:57.800]  《文素記》十二章第六節
[00:06:57.800 --> 00:07:00.800]  神說我耶和華必在意象當中
[00:07:00.800 --> 00:07:02.800]  來向他顯現
[00:07:02.800 --> 00:07:06.800]  在夢中來和他說話
[00:07:06.800 --> 00:07:10.800]  神是透過意象來讓人看到他
[00:07:10.800 --> 00:07:13.800]  詩篇第八十九篇第十九節
[00:07:13.800 --> 00:07:17.800]  詩人說當時你在意象當中
[00:07:17.800 --> 00:07:19.800]  來巧遇你的聖民
[00:07:19.800 --> 00:07:23.800]  神是透過意象來向人說話
[00:07:23.800 --> 00:07:26.800]  一會兒我會給你看詩篇第一百一十九篇
[00:07:26.800 --> 00:07:30.800]  神是用各種的方法來和人溝通
[00:07:30.800 --> 00:07:32.800]  讓我們能夠認識他
[00:07:32.800 --> 00:07:34.800]  這裡是說到意象
[00:07:34.800 --> 00:07:36.800]  《三毫二記》上第三章第一節
[00:07:36.800 --> 00:07:38.800]  當那些日子
[00:07:38.800 --> 00:07:43.800]  耶和華的言語稀少不常有默示
[00:07:43.800 --> 00:07:45.800]  默示這個字就是意象
[00:07:45.800 --> 00:07:48.800]  當神撇棄一群人的時候
[00:07:48.800 --> 00:07:50.800]  他不讓他們看到有意象
[00:07:50.800 --> 00:07:52.800]  這些人看不到意象的時候
[00:07:52.800 --> 00:07:53.800]  他就放肆
[00:07:53.800 --> 00:07:55.800]  然後到啟示錄的時候
[00:07:55.800 --> 00:07:57.800]  十五章第一節
[00:07:57.800 --> 00:07:58.800]  這個是聖經最後一次
[00:07:58.800 --> 00:08:00.800]  意象這兩個字出現
[00:08:00.800 --> 00:08:03.800]  就是使徒約翰
[00:08:03.800 --> 00:08:05.800]  他說看到天上的意象
[00:08:05.800 --> 00:08:07.800]  這個意象是大而且奇
[00:08:07.800 --> 00:08:12.800]  就是七位天使掌管末了的七災
[00:08:12.800 --> 00:08:14.800]  在啟示錄第六章
[00:08:14.800 --> 00:08:16.800]  一直到第十六章
[00:08:16.800 --> 00:08:18.800]  是記載了那些的災
[00:08:18.800 --> 00:08:20.800]  七個人的災
[00:08:20.800 --> 00:08:21.800]  七個號的災
[00:08:21.800 --> 00:08:23.800]  七個碗的災
[00:08:23.800 --> 00:08:25.800]  這個是最後那七年
[00:08:25.800 --> 00:08:28.800]  世界大災難的時候
[00:08:28.800 --> 00:08:31.800]  到最後那七個災的時候
[00:08:31.800 --> 00:08:33.800]  這裡說是天上有意象
[00:08:33.800 --> 00:08:36.800]  在地上的人會看到一些奇怪的東西
[00:08:36.800 --> 00:08:38.800]  那個是審判
[00:08:38.800 --> 00:08:39.800]  臨到這個世界
[00:08:39.800 --> 00:08:43.800]  但是那個也是天上有意象
[00:08:43.800 --> 00:08:46.800]  包括是天使來傳福音
[00:08:46.800 --> 00:08:48.800]  向著猶太人傳福音
[00:08:48.800 --> 00:08:50.800]  所以七年大災難當中
[00:08:50.800 --> 00:08:52.800]  他們看到很多的東西
[00:08:52.800 --> 00:08:55.800]  都是神讓他們知道
[00:08:55.800 --> 00:08:57.800]  神是真的
[00:08:57.800 --> 00:09:02.800]  讓猶太人真正來認識彌賽亞
[00:09:02.800 --> 00:09:08.800]  神是用意象讓人來認識祂
[00:09:08.800 --> 00:09:10.800]  難怪說如果人沒有意象
[00:09:10.800 --> 00:09:12.800]  人不認識神
[00:09:12.800 --> 00:09:14.800]  對神的認識不透徹的時候
[00:09:14.800 --> 00:09:17.800]  人自然就會鞭行紀錄
[00:09:17.800 --> 00:09:20.800]  但是當我們認識神
[00:09:20.800 --> 00:09:21.800]  見到神
[00:09:21.800 --> 00:09:24.800]  神也透過祂的話語
[00:09:24.800 --> 00:09:26.800]  來教導我們的時候
[00:09:26.800 --> 00:09:32.800]  我們就有機會能夠不放肆自己
[00:09:32.800 --> 00:09:35.800]  神怎樣與人溝通呢?
[00:09:35.800 --> 00:09:36.800]  神與人溝通呢?
[00:09:36.800 --> 00:09:38.800]  如果你回到詩篇第119篇
[00:09:38.800 --> 00:09:41.800]  你會看到全部這些字
[00:09:41.800 --> 00:09:47.800]  律法、法道、道路、訓詞、律例、命令、判語、話語、典章
[00:09:47.800 --> 00:09:51.800]  全部這些都是神向人講話
[00:09:51.800 --> 00:09:57.800]  意象包括了神向人顯示自己
[00:09:57.800 --> 00:09:59.800]  與人溝通、與人講話
[00:09:59.800 --> 00:10:02.800]  讓人認識祂
[00:10:02.800 --> 00:10:06.800]  所以意象不單止是你見到一些奇特的東西
[00:10:06.800 --> 00:10:10.800]  而是當我們來看神的話語的時候
[00:10:10.800 --> 00:10:14.800]  當神的話語在我們裡面是有功效的時候
[00:10:14.800 --> 00:10:16.800]  我們更加認識神的時候
[00:10:16.800 --> 00:10:18.800]  我們其實是在看意象
[00:10:18.800 --> 00:10:21.800]  我們看第2個誤會
[00:10:21.800 --> 00:10:28.800]  有些人以為意象是教會的長者、長老、牧師
[00:10:28.800 --> 00:10:30.800]  他們要看到意象
[00:10:30.800 --> 00:10:33.800]  他們看到意象就能夠帶領我
[00:10:33.800 --> 00:10:35.800]  我只是一個普通的信徒
[00:10:35.800 --> 00:10:38.800]  所以《真言書》說
[00:10:38.800 --> 00:10:40.800]  要看到意象不然就放肆
[00:10:40.800 --> 00:10:43.800]  這個不包括我們這些平信徒在內
[00:10:43.800 --> 00:10:45.800]  這些是來服侍神的人
[00:10:45.800 --> 00:10:48.800]  牧師他們要看到意象
[00:10:48.800 --> 00:10:50.800]  神跟他們講話
[00:10:50.800 --> 00:10:51.800]  他們去認識神
[00:10:51.800 --> 00:10:53.800]  他們就能帶領我
[00:10:53.800 --> 00:10:57.800]  但其實《約爾書》第28節說
[00:10:57.800 --> 00:11:01.800]  我要將我的靈囂冠給凡有血氣的
[00:11:01.800 --> 00:11:03.800]  你們的兒女要說預言
[00:11:03.800 --> 00:11:07.800]  你們的老年人包括我們當中很多人
[00:11:07.800 --> 00:11:09.800]  老年人要看到意象
[00:11:09.800 --> 00:11:12.800]  小年人又要看到意象
[00:11:12.800 --> 00:11:14.800]  老年人要發異夢
[00:11:14.800 --> 00:11:16.800]  小年人要看到意象
[00:11:16.800 --> 00:11:22.800]  即是說我們每一個基督徒都要看到意象
[00:11:22.800 --> 00:11:24.800]  我們看不到意象
[00:11:24.800 --> 00:11:27.800]  我們不明白神、不認識神的時候
[00:11:27.800 --> 00:11:28.800]  我們就會放肆
[00:11:28.800 --> 00:11:30.800]  我們就會偏行己路
[00:11:30.800 --> 00:11:35.800]  即是這個意象是對著我們每一個人
[00:11:35.800 --> 00:11:36.800]  每一個人講的
[00:11:36.800 --> 00:11:41.800]  不只是對那些信徒主好久
[00:11:41.800 --> 00:11:43.800]  教會有職位
[00:11:43.800 --> 00:11:46.800]  長老、執事、牧師那些
[00:11:46.800 --> 00:11:50.800]  不是,是我們每一個信徒神都跟我們講話
[00:11:50.800 --> 00:11:53.800]  我們要看到意象
[00:11:53.800 --> 00:11:57.800]  第三個誤會
[00:11:57.800 --> 00:11:59.800]  有些人說你意象
[00:11:59.800 --> 00:12:01.800]  意象即是奇怪的東西
[00:12:01.800 --> 00:12:05.800]  即是你叫我們每一個基督徒都要看到一些很奇怪的東西
[00:12:05.800 --> 00:12:07.800]  但我看不到
[00:12:07.800 --> 00:12:09.800]  我從來沒見過奇怪的東西
[00:12:09.800 --> 00:12:13.800]  沒見過一些不尋常的東西
[00:12:13.800 --> 00:12:18.800]  意象是否一定是很奇怪的東西呢?
[00:12:18.800 --> 00:12:21.800]  我希望你聽完我這堂課之後
[00:12:21.800 --> 00:12:24.800]  你就明白到甚麼是意象
[00:12:24.800 --> 00:12:27.800]  意象是否奇特的東西呢?
[00:12:27.800 --> 00:12:30.800]  可以是的
[00:12:30.800 --> 00:12:36.800]  聖經裏面的確是記載有人見到奇特的東西
[00:12:36.800 --> 00:12:38.800]  我給幾個例子大家看看
[00:12:38.800 --> 00:12:40.800]  這些都是意象
[00:12:40.800 --> 00:12:42.800]  這裡面的人都是見到意象的
[00:12:42.800 --> 00:12:48.800]  這些意象都是很奇怪、很突出、很不尋常的
[00:12:48.800 --> 00:12:54.800]  第一個,摩西在埃及40年
[00:12:54.800 --> 00:12:56.800]  在抗夜40年
[00:12:56.800 --> 00:12:59.800]  到40年快完的時候
[00:12:59.800 --> 00:13:05.800]  神要呼召他去埃及那裏帶領猶太人出埃及
[00:13:05.800 --> 00:13:08.800]  神是如何呼召呢?
[00:13:08.800 --> 00:13:13.800]  當時他在荷列山那裏見到一個很奇特的東西
[00:13:13.800 --> 00:13:18.800]  就是荊棘著火,但沒有燒到那些荊棘
[00:13:18.800 --> 00:13:20.800]  神就向他顯現
[00:13:20.800 --> 00:13:22.800]  神就呼召他
[00:13:22.800 --> 00:13:24.800]  他就諸多推搪
[00:13:24.800 --> 00:13:29.800]  這些故事我們可能在主一學那裏都讀過
[00:13:29.800 --> 00:13:32.800]  但神呼召摩西的時候
[00:13:32.800 --> 00:13:34.800]  是讓他看到一些很奇怪的東西
[00:13:34.800 --> 00:13:37.800]  他最先看到荊棘著火
[00:13:37.800 --> 00:13:39.800]  他就說快點過去看看是甚麼東西
[00:13:39.800 --> 00:13:41.800]  然後神就向他說
[00:13:41.800 --> 00:13:43.800]  你站在這裏是聖地
[00:13:43.800 --> 00:13:45.800]  你要脫下你的鞋
[00:13:45.800 --> 00:13:47.800]  然後神就跟他說神呼召他
[00:13:47.800 --> 00:13:51.800]  他就開始了他人生最後的40年
[00:13:51.800 --> 00:13:56.800]  就是神要他帶以色列人出埃及
[00:13:56.800 --> 00:13:58.800]  他見到很奇特的東西
[00:13:58.800 --> 00:14:00.800]  他見到意象
[00:14:00.800 --> 00:14:02.800]  而他跟隨這個意象
[00:14:02.800 --> 00:14:04.800]  第二就是以塞亞
[00:14:04.800 --> 00:14:07.800]  以塞亞是一個很偉大的先知
[00:14:07.800 --> 00:14:09.800]  以塞亞本身是一個貴族
[00:14:09.800 --> 00:14:12.800]  很奇妙的就是
[00:14:12.800 --> 00:14:14.800]  他所見到的
[00:14:14.800 --> 00:14:15.800]  他見到意象
[00:14:15.800 --> 00:14:20.800]  他見到上帝坐在高高的寶座上
[00:14:20.800 --> 00:14:24.800]  這個是未到成肉身之前的主耶穌
[00:14:24.800 --> 00:14:28.800]  因為約翰福音第十二章有說到
[00:14:28.800 --> 00:14:32.800]  以塞亞見到主耶穌
[00:14:32.800 --> 00:14:40.800]  以塞亞在這裏見到神坐在高高的寶座上
[00:14:40.800 --> 00:14:42.800]  這是以塞亞書第六章
[00:14:42.800 --> 00:14:44.800]  以塞亞當時已經在做先知
[00:14:44.800 --> 00:14:46.800]  所以第一至第五章
[00:14:46.800 --> 00:14:49.800]  都是記載他在做先知
[00:14:49.800 --> 00:14:51.800]  但是他真正認識神
[00:14:51.800 --> 00:14:53.800]  見到神的榮耀
[00:14:53.800 --> 00:14:58.800]  亦同時看到自己嘴唇的污穢
[00:14:58.800 --> 00:15:00.800]  是去到以塞亞書第六章
[00:15:00.800 --> 00:15:03.800]  他見到很奇妙的意象
[00:15:03.800 --> 00:15:08.800]  這是神對他的呼召
[00:15:08.800 --> 00:15:10.800]  讓他認識他
[00:15:10.800 --> 00:15:12.800]  保羅
[00:15:12.800 --> 00:15:15.800]  大家都知道保羅這個偉大的使徒
[00:15:15.800 --> 00:15:21.800]  保羅是一個很健性的發起財人
[00:15:21.800 --> 00:15:24.800]  他是很反對耶穌
[00:15:24.800 --> 00:15:27.800]  他是捉拿信耶穌的人
[00:15:27.800 --> 00:15:30.800]  但是他的生命是如何扭轉呢?
[00:15:30.800 --> 00:15:32.800]  在大馬式的路上
[00:15:32.800 --> 00:15:34.800]  大光向他照耀
[00:15:34.800 --> 00:15:36.800]  耶穌基督向他顯現
[00:15:36.800 --> 00:15:38.800]  和他講話
[00:15:38.800 --> 00:15:42.800]  就將他的下半生扭轉了
[00:15:42.800 --> 00:15:45.800]  他見到很奇妙的意象
[00:15:48.800 --> 00:15:56.800]  還有一個在聖地約柏海邊的地方
[00:15:56.800 --> 00:16:00.800]  在使徒行傳第十章
[00:16:00.800 --> 00:16:04.800]  神要他們認識到
[00:16:04.800 --> 00:16:09.800]  神都要救外邦人
[00:16:09.800 --> 00:16:15.800]  所以使徒彼得有一個意象
[00:16:15.800 --> 00:16:19.800]  他在趙皮匠西門的屋頂
[00:16:19.800 --> 00:16:21.800]  在等待午餐
[00:16:21.800 --> 00:16:26.800]  他見到天上有一塊布
[00:16:26.800 --> 00:16:29.800]  有很多不潔的動物
[00:16:29.800 --> 00:16:31.800]  三次下來
[00:16:31.800 --> 00:16:33.800]  然後有聲音跟他說
[00:16:33.800 --> 00:16:35.800]  你去吃這些動物
[00:16:35.800 --> 00:16:37.800]  他說這些動物是不潔的
[00:16:37.800 --> 00:16:39.800]  我從小都不吃的
[00:16:39.800 --> 00:16:41.800]  但神說神所潔淨的
[00:16:41.800 --> 00:16:43.800]  你不要以為是不潔的
[00:16:43.800 --> 00:16:46.800]  所以他見到這個意象
[00:16:46.800 --> 00:16:48.800]  神告訴他
[00:16:48.800 --> 00:16:50.800]  神所潔淨的
[00:16:50.800 --> 00:16:52.800]  沒有東西是不潔淨的
[00:16:52.800 --> 00:17:01.800]  然後神同時向哥尼留羅馬的白夫長
[00:17:01.800 --> 00:17:05.800]  離他們不遠的地方
[00:17:05.800 --> 00:17:07.800]  我們去聖地都去那裡
[00:17:07.800 --> 00:17:10.800]  那裡叫Caesarea Philippi
[00:17:10.800 --> 00:17:13.800]  是當時他們首都的地方
[00:17:13.800 --> 00:17:17.800]  神向哥尼留羅馬見面
[00:17:17.800 --> 00:17:19.800]  叫他派兵去見彼得
[00:17:19.800 --> 00:17:23.800]  請彼得去那裡跟他說福音
[00:17:23.800 --> 00:17:26.800]  他們都見到意象
[00:17:26.800 --> 00:17:29.800]  所以這幾樣聖經裡有很多
[00:17:29.800 --> 00:17:35.800]  人真的見到一些很特別的意象
[00:17:35.800 --> 00:17:38.800]  我是不是叫大家回去
[00:17:38.800 --> 00:17:41.800]  看看可不可以見到一些奇怪的東西
[00:17:41.800 --> 00:17:45.800]  大家會覺得很害怕
[00:17:45.800 --> 00:17:47.800]  我見不到又怎樣
[00:17:47.800 --> 00:17:49.800]  我見到又怎樣
[00:17:49.800 --> 00:17:52.800]  大家要留意
[00:17:52.800 --> 00:17:55.800]  首先我們要明白
[00:17:55.800 --> 00:17:58.800]  我剛才舉的幾個例子
[00:17:58.800 --> 00:18:01.800]  共同點在哪裏
[00:18:01.800 --> 00:18:04.800]  第一這四個人
[00:18:04.800 --> 00:18:06.800]  都是見到一些很特別的東西
[00:18:06.800 --> 00:18:08.800]  很奇怪的東西
[00:18:08.800 --> 00:18:10.800]  很不尋常的東西
[00:18:10.800 --> 00:18:12.800]  也毫無疑問
[00:18:12.800 --> 00:18:15.800]  他們知道這些是從神那裡來的
[00:18:15.800 --> 00:18:17.800]  聖經記載
[00:18:17.800 --> 00:18:19.800]  神給他們看到一些意象
[00:18:19.800 --> 00:18:21.800]  有一個特殊的目的在裏面
[00:18:21.800 --> 00:18:24.800]  很明顯這些是來自神的
[00:18:24.800 --> 00:18:28.800]  而這幾個見到這些意象的人
[00:18:28.800 --> 00:18:32.800]  本身都很認識神
[00:18:32.800 --> 00:18:35.800]  所以他們知道是神向他們說話的
[00:18:35.800 --> 00:18:41.800]  還有就是神給他們一些很特別
[00:18:41.800 --> 00:18:44.800]  很清晰的訊息
[00:18:44.800 --> 00:18:46.800]  呼召或是介面
[00:18:46.800 --> 00:18:49.800]  神的意象臨到摩西
[00:18:49.800 --> 00:18:52.800]  是要他用他最後的四十年
[00:18:52.800 --> 00:18:55.800]  來為神做一件大事
[00:18:55.800 --> 00:18:57.800]  回到法路那裏
[00:18:57.800 --> 00:18:59.800]  將以色列人帶出來
[00:18:59.800 --> 00:19:02.800]  然後在曠野那裏有四十年的時間
[00:19:03.800 --> 00:19:05.800]  神呼召保羅
[00:19:05.800 --> 00:19:09.800]  是叫他將他的一生傳道
[00:19:09.800 --> 00:19:11.800]  神也將很多的真理
[00:19:11.800 --> 00:19:14.800]  透過他寫在聖經裏面
[00:19:14.800 --> 00:19:19.800]  神給彼得看到的意象
[00:19:19.800 --> 00:19:24.800]  是將神也愛愛邦人的心意
[00:19:24.800 --> 00:19:27.800]  是很清楚向人顯示
[00:19:27.800 --> 00:19:31.800]  神呼召以賽亞那個時代
[00:19:31.800 --> 00:19:34.800]  是一個很邪惡的時代
[00:19:34.800 --> 00:19:36.800]  很醜惡的時代
[00:19:36.800 --> 00:19:39.800]  神是興起以賽亞
[00:19:39.800 --> 00:19:45.800]  讓猶太人知道神沒有放棄他們
[00:19:45.800 --> 00:19:49.800]  所以神是要用這幾個人
[00:19:49.800 --> 00:19:55.800]  所以這些意象有一個特殊的功用
[00:19:55.800 --> 00:20:00.800]  這四個意象都是神給他們有特別的呼召
[00:20:00.800 --> 00:20:02.800]  有特別的使命
[00:20:02.800 --> 00:20:04.800]  但我們也看到這四個人
[00:20:04.800 --> 00:20:06.800]  當他們見到這些意象的時候
[00:20:06.800 --> 00:20:09.800]  他們是信服這些意象
[00:20:09.800 --> 00:20:12.800]  他們明白這些意象
[00:20:12.800 --> 00:20:16.800]  而這些意象也是令他們的生命徹底改變
[00:20:16.800 --> 00:20:20.800]  但我們也要注意
[00:20:20.800 --> 00:20:22.800]  小心
[00:20:22.800 --> 00:20:23.800]  第一
[00:20:23.800 --> 00:20:26.800]  特殊的東西不一定是來自神
[00:20:26.800 --> 00:20:29.800]  我們見到一些奇怪的東西
[00:20:29.800 --> 00:20:31.800]  不一定是來自神
[00:20:31.800 --> 00:20:34.800]  所以不要說我見到幻覺
[00:20:34.800 --> 00:20:36.800]  我見到我發了一個很特殊的夢
[00:20:36.800 --> 00:20:38.800]  那個一定是神跟我說話
[00:20:38.800 --> 00:20:40.800]  未必一定
[00:20:40.800 --> 00:20:44.800]  因為我們知道魔鬼會裝作光明的天使
[00:20:44.800 --> 00:20:46.800]  會假扮神
[00:20:46.800 --> 00:20:50.800]  所以未必一定是來自神
[00:20:50.800 --> 00:20:56.800]  所以我們不要刻意去追求這些奇奇怪怪的意象
[00:20:56.800 --> 00:20:59.800]  神會讓你看到
[00:20:59.800 --> 00:21:04.800]  但我們不自己去尋求去追求這些東西
[00:21:04.800 --> 00:21:07.800]  因為這些東西未必一定是來自神
[00:21:07.800 --> 00:21:09.800]  可能是來自魔鬼
[00:21:09.800 --> 00:21:11.800]  第二
[00:21:11.800 --> 00:21:15.800]  今天為什麼我們很少見到意象
[00:21:15.800 --> 00:21:17.800]  我從來沒有見過
[00:21:17.800 --> 00:21:19.800]  我相信很多資深的牧師
[00:21:19.800 --> 00:21:20.800]  你問一下袁牧師
[00:21:20.800 --> 00:21:22.800]  我相信他沒有見過
[00:21:22.800 --> 00:21:23.800]  沒有見過的時候
[00:21:23.800 --> 00:21:25.800]  你會說人人都見到意象
[00:21:25.800 --> 00:21:27.800]  但你從來沒有見過
[00:21:27.800 --> 00:21:29.800]  很少人現在特別是今天
[00:21:29.800 --> 00:21:31.800]  因為神的話語已經次下了
[00:21:31.800 --> 00:21:35.800]  神可以透過祂的話語來向我們說話
[00:21:35.800 --> 00:21:43.800]  神不再需要用一些很奇怪的東西來將自己去演示
[00:21:43.800 --> 00:21:46.800]  因為聖經裏面已經將神演示出來
[00:21:46.800 --> 00:21:48.800]  但今天如果你有留意
[00:21:48.800 --> 00:21:52.800]  有些地方特別是一些回教的地方
[00:21:52.800 --> 00:21:54.800]  有些是福音很難傳到的地方
[00:21:54.800 --> 00:21:56.800]  那些人真的看到意象
