
[00:00:00.000 --> 00:00:11.000]  各位早晨 還有幾分鐘就午安了
[00:04:30.440 --> 00:04:34.400]  肥吉路 黑魔奇尼 許米娜
[00:04:34.400 --> 00:04:41.440]  肥里圖 雅尼 央備 底馬 亞歷山大
[00:04:41.440 --> 00:04:45.280]  這一堆人各有他們的問題
[00:04:45.280 --> 00:04:47.520]  濃縮來說就是
[00:04:47.520 --> 00:04:49.800]  這一堆人是卑賤的
[00:04:49.800 --> 00:04:52.200]  是神所不起悅的
[00:04:52.200 --> 00:04:54.520]  他們所講的道理
[00:04:54.520 --> 00:04:57.720]  是假的道理 是扭曲的道理
[00:04:57.720 --> 00:04:59.520]  他們的生命
[00:04:59.520 --> 00:05:03.400]  是一個出賣了自己品格的
[00:05:03.400 --> 00:05:06.400]  那一種的生命
[00:05:06.400 --> 00:05:09.400]  所以保羅在第十九節
[00:05:09.400 --> 00:05:11.280]  一錘就打出來的
[00:05:11.280 --> 00:05:15.360]  就說神的根基是穩固的
[00:05:15.360 --> 00:05:17.240]  而在這個根基上面
[00:05:17.240 --> 00:05:19.640]  是印了這幾個字
[00:05:19.640 --> 00:05:22.640]  很大的字印在那裡
[00:05:22.640 --> 00:05:28.840]  主知道哪些人是自己的人
[00:05:28.840 --> 00:05:30.720]  I know you
[00:05:30.720 --> 00:05:32.480]  I know my own
[00:05:32.480 --> 00:05:35.920]  我認識我自己的人
[00:05:35.920 --> 00:05:37.000]  那些人
[00:05:37.000 --> 00:05:41.840]  提摩太 你千萬不要跟著他
[00:05:41.840 --> 00:05:45.400]  不過被主所認識
[00:05:45.400 --> 00:05:46.920]  主認識你嗎
[00:05:46.920 --> 00:05:48.360]  你認識主嗎
[00:05:48.360 --> 00:05:49.440]  是嗎
[00:05:49.440 --> 00:05:51.400]  你有這個身份嗎
[00:05:51.400 --> 00:05:54.000]  你有這種ID嗎
[00:05:54.000 --> 00:05:56.000]  今天我們都追求
[00:05:56.000 --> 00:05:59.000]  很清晰的一個身份
[00:05:59.000 --> 00:06:02.240]  到底認識主的人的身份
[00:06:02.240 --> 00:06:04.400]  有什麼記認呢
[00:06:04.400 --> 00:06:07.080]  就是凡稱呼主名的人
[00:06:07.080 --> 00:06:09.520]  都要離開不二
[00:06:09.520 --> 00:06:12.280]  你不能夠跟他們同流合污
[00:06:12.280 --> 00:06:14.400]  你一定要好好反省
[00:06:14.400 --> 00:06:16.880]  你一定要選擇另外一條路
[00:06:16.880 --> 00:06:21.160]  你一定要離開卑賤的道路
[00:06:21.160 --> 00:06:25.000]  就是跟這些卑賤的人劃清界線
[00:06:25.000 --> 00:06:27.960]  你不能夠成為他們的一份子
[00:06:27.960 --> 00:06:31.160]  又意圖成為上主的人
[00:06:31.160 --> 00:06:33.200]  不能一腳踏兩船的
[00:06:33.200 --> 00:06:36.240]  所以在這個教義上的明辨
[00:06:36.240 --> 00:06:39.000]  在這個道德論理上的分界
[00:06:39.000 --> 00:06:41.920]  其實是永遠不能模糊的
[00:06:41.920 --> 00:06:45.280]  不過今天這個世界很喜歡將這些模糊
[00:06:45.280 --> 00:06:47.200]  求主給我們智慧
[00:06:47.200 --> 00:06:50.280]  給我們懂得去分辨
[00:06:50.280 --> 00:06:54.400]  接下來就是講到這個氣慾
[00:06:54.400 --> 00:06:56.080]  你要作為主的僕人
[00:06:56.080 --> 00:06:58.160]  你要作為主所喜悅的氣命
[00:06:58.160 --> 00:07:00.200]  你的生命軌跡
[00:07:00.200 --> 00:07:02.800]  其實只有一條
[00:07:02.800 --> 00:07:06.760]  很記得以前一位叫Eugene Peterson的人
[00:07:06.760 --> 00:07:08.880]  又是詩人又是翻譯者
[00:07:08.880 --> 00:07:11.440]  又是一個很出色的墓者
[00:07:11.440 --> 00:07:16.360]  他的書的題目真的很精彩
[00:07:16.360 --> 00:07:18.840]  一生一世
[00:07:18.840 --> 00:07:21.400]  就是繼續信服
[00:07:21.400 --> 00:07:24.640]  朝著同一個方向去信服
[00:07:24.640 --> 00:07:25.640]  英文的書名
[00:07:25.640 --> 00:07:30.000]  A long obedience in the same direction
[00:07:30.000 --> 00:07:32.040]  保羅和提摩泰講的就是
[00:07:32.040 --> 00:07:37.320]  你要一生一世去潔淨自己
[00:07:37.320 --> 00:07:40.000]  是要離開卑賤
[00:07:40.000 --> 00:07:42.040]  他接著就舉了一個例子
[00:07:42.040 --> 00:07:45.000]  就說好像一個大戶人家裡面
[00:07:45.000 --> 00:07:47.280]  有木造的東西
[00:07:47.280 --> 00:07:50.600]  有桃圖造的東西
[00:07:50.600 --> 00:07:52.400]  有金的東西
[00:07:52.400 --> 00:07:54.200]  有銀的東西
[00:07:54.200 --> 00:07:56.320]  那麼這些東西
[00:07:56.320 --> 00:07:57.920]  有貴重的
[00:07:57.920 --> 00:08:00.560]  也都有卑賤的
[00:08:00.560 --> 00:08:03.400]  解經的人就有很多文章在寫
[00:08:03.400 --> 00:08:05.560]  到底是怎樣呢?
[00:08:05.560 --> 00:08:06.640]  我們問自己
[00:08:06.640 --> 00:08:08.080]  到底你覺得
[00:08:08.080 --> 00:08:09.960]  在我們這裡有哪些是金的
[00:08:09.960 --> 00:08:10.920]  有哪些是銀的
[00:08:10.920 --> 00:08:11.720]  有哪些是木的
[00:08:11.720 --> 00:08:13.000]  是瓦的
[00:08:13.000 --> 00:08:15.040]  這樣去分的時候
[00:08:15.040 --> 00:08:19.520]  有時候我覺得都頗倫俊
[00:08:19.520 --> 00:08:21.360]  忽然間發覺原來我是金
[00:08:21.360 --> 00:08:22.520]  你是木
[00:08:22.520 --> 00:08:24.120]  那我就比你更珍貴
[00:08:24.120 --> 00:08:25.640]  那又怎樣呢?
[00:08:25.640 --> 00:08:27.160]  不如不要這樣分
[00:08:27.160 --> 00:08:30.280]  我自己就選了一條這樣的道路
[00:08:30.280 --> 00:08:30.800]  就說
[00:08:30.800 --> 00:08:33.960]  木、瓦、金、銀乃天成
[00:08:33.960 --> 00:08:37.000]  合乎主用由你定
[00:08:37.000 --> 00:08:38.560]  到底你是什麼質呢?
[00:08:38.560 --> 00:08:40.240]  其實不是最重要的
[00:08:40.240 --> 00:08:41.040]  最重要的
[00:08:41.040 --> 00:08:42.440]  你就是主的手裡面
[00:08:42.440 --> 00:08:44.280]  到底它是否適用
[00:08:44.280 --> 00:08:45.760]  好不好?
[00:08:45.760 --> 00:08:46.600]  如果這樣選擇
[00:08:46.600 --> 00:08:48.000]  我真的不用和別人比較
[00:08:48.000 --> 00:08:49.760]  也不用自卑
[00:08:49.760 --> 00:08:51.320]  但最重要的就是說
[00:08:51.320 --> 00:08:51.960]  主啊
[00:08:51.960 --> 00:08:52.960]  若果我是木
[00:08:52.960 --> 00:08:55.400]  若我都做貴重的木
[00:08:55.400 --> 00:08:57.040]  若果我是做金
[00:08:57.040 --> 00:08:59.400]  但是我做卑賤的
[00:08:59.400 --> 00:09:01.200]  不合用的金
[00:09:01.200 --> 00:09:03.800]  那都是很可惜的
[00:09:03.800 --> 00:09:05.600]  而你的生命
[00:09:05.600 --> 00:09:09.040]  是成為一個不斷能夠提升的
[00:09:09.040 --> 00:09:10.880]  而提升的秘訣
[00:09:10.880 --> 00:09:12.960]  眾人都是一樣的
[00:09:12.960 --> 00:09:15.800]  就是你若自潔
[00:09:15.800 --> 00:09:18.520]  你若脫離卑賤
[00:09:18.520 --> 00:09:22.080]  你和我都就會成為聖潔
[00:09:22.080 --> 00:09:25.440]  就會預備行各樣的善事
[00:09:25.440 --> 00:09:28.000]  什麼叫做各樣的善事呢?
[00:09:28.000 --> 00:09:30.680]  無非就是因福音的感召
[00:09:30.680 --> 00:09:32.520]  因福音的轉變
[00:09:32.520 --> 00:09:34.320]  因福音的大能
[00:09:34.320 --> 00:09:36.280]  因福音的價值觀念
[00:09:36.280 --> 00:09:40.000]  使我們在一切合神心意的事上
[00:09:40.000 --> 00:09:42.120]  都能夠開花的結果
[00:09:42.120 --> 00:09:43.280]  你說這樣的人生
[00:09:43.280 --> 00:09:44.880]  怎麼會不精彩呢?
[00:09:44.880 --> 00:09:48.840]  預備好
[00:09:48.840 --> 00:09:49.880]  這個預備
[00:09:49.880 --> 00:09:52.280]  這個字在聖經的用法
[00:09:52.280 --> 00:09:54.240]  通常都是指神的主權
[00:09:54.240 --> 00:09:55.680]  神預備
[00:09:55.680 --> 00:09:56.880]  但是在這一處
[00:09:56.880 --> 00:10:00.280]  似乎都包括了人的參與
[00:10:00.280 --> 00:10:02.360]  提摩他的預備
[00:10:02.360 --> 00:10:05.480]  那我又是選擇一個兩全其美的方法
[00:10:05.480 --> 00:10:07.040]  就是主權在神
[00:10:07.040 --> 00:10:08.600]  神主動
[00:10:08.600 --> 00:10:10.200]  我作為一個人
[00:10:10.200 --> 00:10:14.080]  我要成為一個隨時預備好的人
[00:10:14.080 --> 00:10:17.120]  在這種侍奉的心態裡面
[00:10:17.120 --> 00:10:19.840]  我就覺得是很有自由的
[00:10:19.840 --> 00:10:21.800]  我不用去上位
[00:10:21.800 --> 00:10:23.440]  不用去爭位
[00:10:23.440 --> 00:10:25.560]  不用去屈屈不得志
[00:10:25.560 --> 00:10:29.680]  不用在那裡轉來轉去
[00:10:29.680 --> 00:10:31.240]  我所需要做的就是
[00:10:31.240 --> 00:10:33.040]  好像那筆勞俱那樣
[00:10:33.040 --> 00:10:34.960]  預備好在那裡
[00:10:34.960 --> 00:10:36.840]  主見到預備好的
[00:10:36.840 --> 00:10:38.040]  祂要用起來
[00:10:38.040 --> 00:10:39.480]  就有得用了
[00:10:39.480 --> 00:10:41.960]  好不好啊?親愛的兄姊妹
[00:10:41.960 --> 00:10:43.480]  不用屈屈不得志
[00:10:43.480 --> 00:10:45.440]  為什麼別人做到我不做到
[00:10:45.440 --> 00:10:48.200]  為什麼我沒有大的事做
[00:10:48.200 --> 00:10:51.120]  一定要做大的事嗎?
[00:10:51.120 --> 00:10:54.000]  牆邊的小小的小花
[00:10:54.000 --> 00:10:56.360]  都是天父所珍惜的
[00:10:56.360 --> 00:10:59.720]  你一定要擺在某一個地方
[00:10:59.720 --> 00:11:05.560]  很猛的燈光照著才可以嗎?
[00:11:05.560 --> 00:11:08.200]  不照著是不行的嗎?
[00:11:08.200 --> 00:11:10.240]  你和我的責任
[00:11:10.240 --> 00:11:11.880]  作為一個神的器皿
[00:11:11.880 --> 00:11:13.280]  神的僕人
[00:11:13.280 --> 00:11:15.320]  就是預備好而已
[00:11:15.320 --> 00:11:18.040]  要怎麼用法是祂用的
[00:11:18.040 --> 00:11:20.080]  你和我的責任就是說
[00:11:20.080 --> 00:11:20.720]  主啊
[00:11:20.720 --> 00:11:22.480]  但願你要用的時候
[00:11:22.480 --> 00:11:25.600]  你不會覺得我不適合用
[00:11:25.600 --> 00:11:27.680]  這是釋放的
[00:11:27.680 --> 00:11:29.240]  釋放的
[00:11:29.240 --> 00:11:31.040]  祝福的自由
[00:11:31.040 --> 00:11:32.600]  提摩太
[00:11:32.600 --> 00:11:34.800]  Are you ready?
[00:11:34.800 --> 00:11:37.200]  Yes
[00:11:37.200 --> 00:11:40.840]  是不是童子軍有個口號
[00:11:40.840 --> 00:11:42.440]  現在還是不是那個
[00:11:42.440 --> 00:11:44.960]  我小學的時候讀過
[00:11:44.960 --> 00:11:47.240]  Be prepared
[00:11:47.240 --> 00:11:49.360]  是不是還是這樣
[00:11:49.360 --> 00:11:51.160]  中文怎麼說
[00:11:51.160 --> 00:11:54.760]  老師應該馬上就叫得出來
[00:11:54.760 --> 00:11:58.920]  叫什麼?
[00:11:58.920 --> 00:11:59.760]  只是英文
[00:11:59.760 --> 00:12:01.600]  沒有翻譯中文
[00:12:01.600 --> 00:12:05.760]  現在其實都挺好的
[00:12:05.760 --> 00:12:08.040]  所以我又不是很介意
[00:12:08.040 --> 00:12:10.800]  大家在聚會的時候互動的
[00:12:10.800 --> 00:12:12.640]  有什麼不明白就Google
[00:12:12.640 --> 00:12:14.960]  其實有些人都會馬上Google
[00:12:14.960 --> 00:12:16.920]  看看他有沒有引錯經文
[00:12:16.920 --> 00:12:18.680]  看看他有沒有解錯東西
[00:12:18.680 --> 00:12:20.720]  很可怕的
[00:12:20.720 --> 00:12:23.040]  Anyway
[00:12:23.040 --> 00:12:25.080]  做好準備
[00:12:25.080 --> 00:12:27.720]  預備行各樣的善事
[00:12:27.720 --> 00:12:30.880]  但在過程裡面就一定要很清楚的
[00:12:30.880 --> 00:12:33.240]  有些東西要斷
[00:12:33.240 --> 00:12:36.080]  有些東西不可以拖泥帶水的
[00:12:36.080 --> 00:12:37.360]  不義
[00:12:37.360 --> 00:12:38.560]  卑賤
[00:12:38.560 --> 00:12:39.880]  污穢
[00:12:39.880 --> 00:12:42.840]  而且是叫做少年的私慾
[00:12:42.840 --> 00:12:44.840]  我從前以為少年的私慾
[00:12:44.840 --> 00:12:48.280]  就是真的少年的時候才有的
[00:12:48.280 --> 00:12:52.040]  後來我突然間有個驚人的大發現
[00:12:52.040 --> 00:12:56.160]  就發覺少年的私慾就是私慾
[00:12:56.160 --> 00:12:57.920]  就不論你什麼年紀
[00:12:57.920 --> 00:12:59.240]  你如果不悔改
[00:12:59.240 --> 00:13:04.080]  那些少年的私慾都會繼續纏繞著你的
[00:13:04.080 --> 00:13:06.480]  我那個偶然的發現是在阿佳魯街
[00:13:06.480 --> 00:13:10.320]  近新田地街上海街那裡發現的
[00:13:10.320 --> 00:13:12.880]  那裡有一間戲院快要倒閉了
[00:13:12.880 --> 00:13:14.400]  凡是戲院快要倒閉
[00:13:14.400 --> 00:13:17.880]  包括我們這間都是做色情片
[00:13:17.880 --> 00:13:22.040]  散場的時候那些人走出來都是快要死的
[00:13:22.040 --> 00:13:24.440]  你好像不太明白我說什麼
[00:13:24.440 --> 00:13:26.760]  就是老到快要死
[00:13:26.760 --> 00:13:30.400]  都還是被少年的私慾纏繞著
[00:13:30.400 --> 00:13:33.040]  人真的需要悔改
[00:13:33.040 --> 00:13:34.440]  不過我當然要補充
[00:13:34.440 --> 00:13:35.800]  要更正一下
[00:13:35.800 --> 00:13:37.440]  因為少年的私慾
[00:13:37.440 --> 00:13:43.320]  不是純粹說這個所謂性慾方面的墮落那些東西
[00:13:43.320 --> 00:13:48.960]  是包括了少年的那種特別的衝動
[00:13:48.960 --> 00:13:50.520]  特別的驕傲
[00:13:50.520 --> 00:13:54.280]  特別的那種標奇立異
[00:13:54.280 --> 00:13:59.000]  總之就是要跟你吵一架那類的東西
[00:13:59.000 --> 00:14:00.280]  提摩泰
[00:14:00.280 --> 00:14:01.960]  少年的私慾
[00:14:01.960 --> 00:14:03.680]  你要逃避
[00:14:03.680 --> 00:14:05.920]  當然私慾還包括很多
[00:14:05.920 --> 00:14:09.160]  這個加拉太第五章所說的那些污穢
[00:14:09.160 --> 00:14:10.200]  邪蕩
[00:14:10.200 --> 00:14:11.200]  拜偶像
[00:14:11.200 --> 00:14:12.040]  邪術
[00:14:12.040 --> 00:14:13.000]  仇恨
[00:14:13.000 --> 00:14:13.880]  憎恨
[00:14:13.880 --> 00:14:14.840]  嫉妒
[00:14:14.840 --> 00:14:15.880]  惱恨
[00:14:15.880 --> 00:14:16.560]  結黨
[00:14:16.560 --> 00:14:17.600]  紛爭
[00:14:17.600 --> 00:14:19.200]  醉酒
[00:14:19.200 --> 00:14:22.680]  暴飲暴食等等的東西
[00:14:22.680 --> 00:14:26.120]  原來我們要逃避的東西是很多
[00:14:26.120 --> 00:14:28.840]  從人心裡面出來的能夠污穢人
[00:14:28.840 --> 00:14:32.960]  從人口裡面吐出來的那些東西能夠污穢人
[00:14:32.960 --> 00:14:34.480]  兇殺
[00:14:34.480 --> 00:14:38.240]  仇恨
[00:14:38.240 --> 00:14:39.920]  毀謗人
[00:14:39.920 --> 00:14:41.720]  說假的話
[00:14:41.720 --> 00:14:43.640]  等等的一切
[00:14:43.640 --> 00:14:47.440]  我們真的需要有逃避這一切的能力
[00:14:47.440 --> 00:14:50.040]  還有一個敏銳的心靈
[00:14:50.040 --> 00:14:52.280]  有一個願意走
[00:14:52.280 --> 00:14:53.800]  我不知道你有沒有這樣掙扎
[00:14:53.800 --> 00:14:55.360]  我有啊
[00:14:55.360 --> 00:14:59.120]  我發覺有時候聖靈是很嚴厲的提醒我
[00:14:59.120 --> 00:15:02.200]  但是我仍然是推三推四
[00:15:02.200 --> 00:15:08.120]  仍然都是不願意立刻來採取行動
[00:15:08.120 --> 00:15:11.080]  但是如果我們真的要聽話的話
[00:15:11.080 --> 00:15:15.920]  我們就真的要當機立斷
[00:15:15.920 --> 00:15:18.080]  逃跑
[00:15:18.080 --> 00:15:21.160]  怎樣才會逃跑
[00:15:21.160 --> 00:15:23.880]  就是你懂得害怕才會逃跑
[00:15:23.880 --> 00:15:25.360]  你不懂得害怕你麻木了
[00:15:25.360 --> 00:15:27.120]  你不會逃跑
[00:15:27.120 --> 00:15:32.000]  有些人很喜歡用溫水煮蛙
[00:15:32.000 --> 00:15:34.160]  當你溫水煮著煮著的時候
[00:15:34.160 --> 00:15:35.720]  就煮死了那隻蛙
[00:15:35.720 --> 00:15:37.360]  不過我想你都記得我說過
[00:15:37.360 --> 00:15:39.080]  我做過實驗的
[00:15:39.080 --> 00:15:41.200]  其實沒有什麼青蛙是那麼糊塗的
[00:15:41.200 --> 00:15:43.280]  只有人才是那麼糊塗
[00:15:43.280 --> 00:15:45.040]  你試一下
[00:15:45.040 --> 00:15:47.280]  今天回到街市買一隻田雞
[00:15:47.280 --> 00:15:49.320]  然後試一下放進鍋裡
[00:15:49.320 --> 00:15:51.840]  你還沒開火它已經彈出去了
[00:15:51.840 --> 00:15:53.440]  因為它是活的
[00:15:53.440 --> 00:15:55.560]  所以我不知道別人做溫水煮蛙
[00:15:55.560 --> 00:15:57.880]  那隻蛙是什麼蛙
[00:15:57.880 --> 00:16:00.800]  不過是一個很好的illustration
[00:16:00.800 --> 00:16:05.160]  我們人自己的麻木就好像溫水煮蛙
[00:16:05.160 --> 00:16:07.160]  但是如果我們是一個活的人
[00:16:07.160 --> 00:16:09.760]  我們不應該會被煮熟
[00:16:09.760 --> 00:16:13.080]  不過我們真的甘心被煮熟
[00:16:13.080 --> 00:16:15.640]  我們真的黏著黏著黏著
[00:16:15.640 --> 00:16:17.360]  我們真的不悔改不悔改
[00:16:17.360 --> 00:16:18.520]  結果就掉下去了
[00:16:18.520 --> 00:16:22.560]  不然為什麼會有那麼多人出事
[00:16:22.560 --> 00:16:25.120]  包括很有名望
[00:16:25.120 --> 00:16:26.960]  包括讀了很多聖經
[00:16:26.960 --> 00:16:28.280]  讀了很多神學
[00:16:28.280 --> 00:16:33.360]  包括很資深的牧者
[00:16:33.360 --> 00:16:36.880]  都會掉到坑裡
[00:16:36.880 --> 00:16:38.160]  為什麼呢
[00:16:38.160 --> 00:16:42.120]  冰封三尺
[00:16:42.120 --> 00:16:43.360]  冰封一尺
[00:16:43.360 --> 00:16:44.480]  冰封三尺
[00:16:44.480 --> 00:16:46.160]  非一日之寒
[00:16:46.160 --> 00:16:49.160]  這些數目字我都還記得
[00:16:49.160 --> 00:16:51.960]  我們就是這樣麻木麻木
[00:16:51.960 --> 00:16:54.640]  但是如果我們肯清醒的話
[00:16:54.640 --> 00:16:58.040]  好像保羅在他寫這封信的時候
[00:16:58.040 --> 00:17:00.240]  他的文筆很精彩
[00:17:00.240 --> 00:17:02.000]  我們翻譯的時候那些次序
[00:17:02.000 --> 00:17:05.200]  就自然是要說你要逃避
[00:17:05.200 --> 00:17:07.200]  然後用那...
[00:17:07.200 --> 00:17:10.720]  然後就跟那清心禱告主的人追求
[00:17:10.720 --> 00:17:12.800]  逃避和追求那兩個字
[00:17:12.800 --> 00:17:14.080]  是隔了多少個字
[00:17:14.080 --> 00:17:15.800]  很多個字
[00:17:15.800 --> 00:17:17.560]  在他原來的文字裡面
[00:17:17.560 --> 00:17:21.440]  逃避和追求是黏在一起兩個字
[00:17:21.440 --> 00:17:24.680]  就是之前說少年的私欲逃避
[00:17:24.680 --> 00:17:29.160]  然後就追求信得人愛和平
[00:17:29.160 --> 00:17:30.960]  與那清心禱告主的人
[00:17:30.960 --> 00:17:32.520]  你知道那些文法上
[00:17:32.520 --> 00:17:34.760]  那些不同的文字可以這樣擺的
[00:17:34.760 --> 00:17:36.320]  如果讀出來的時候
[00:17:36.320 --> 00:17:37.720]  就用兩個字
[00:17:37.720 --> 00:17:41.120]  逃避希臘文就是fuge
[00:17:41.120 --> 00:17:44.200]  追求dioke
[00:17:44.200 --> 00:17:47.960]  dioke和這個big bug都是相近的字
[00:17:47.960 --> 00:17:50.440]  叫做fuge dioke
[00:17:50.440 --> 00:17:53.120]  兩個字告訴提摩太太
[00:17:53.120 --> 00:17:55.040]  你的生命的路向
[00:17:55.040 --> 00:17:59.480]  就是不斷的逃離這些會害死你
[00:17:59.480 --> 00:18:02.480]  會令你悲戰的那一些東西
[00:18:02.480 --> 00:18:06.800]  珍愛的
[00:18:06.800 --> 00:18:10.920]  我們有沒有時刻逃避
[00:18:10.920 --> 00:18:13.600]  有沒有天天逃避
[00:18:13.600 --> 00:18:18.600]  其實都很辛苦的
[00:18:18.600 --> 00:18:21.680]  都很不容易
[00:18:21.680 --> 00:18:27.320]  如果我們對自己時時刻刻都這麼坦白的話
[00:18:27.320 --> 00:18:30.120]  是真的難的
[00:18:30.120 --> 00:18:34.280]  不難就是假的
[00:18:34.280 --> 00:18:37.480]  說自己什麼都ok
[00:18:37.480 --> 00:18:41.200]  其實是不真實的
[00:18:41.200 --> 00:18:46.560]  如果真實都是某一段時間可能真實
[00:18:46.560 --> 00:18:50.560]  但是真正要警醒的是時時刻刻
[00:18:50.560 --> 00:18:53.600]  都要逃避少年的私欲
[00:18:53.600 --> 00:18:55.520]  而追求呢
[00:18:55.520 --> 00:18:57.840]  也是時時刻刻的追求
[00:18:57.840 --> 00:19:00.840]  不過這個追求保羅提醒提摩太太
[00:19:00.840 --> 00:19:04.240]  不是你自己獨行俠去做的
[00:19:04.240 --> 00:19:09.560]  是你要有同伴陪著你一起走
[00:19:09.560 --> 00:19:13.360]  所以我願意我們豐盛的弟兄姊妹
[00:19:13.360 --> 00:19:15.680]  都能夠在這一處
[00:19:15.680 --> 00:19:18.040]  或者在任何的群體裏面
[00:19:18.040 --> 00:19:21.440]  找到清心禱告主的人
[00:19:21.440 --> 00:19:24.640]  只要他是清心禱告主的人
[00:19:24.640 --> 00:19:26.840]  能夠一起同行
[00:19:26.840 --> 00:19:28.840]  能夠一起禱告
[00:19:28.840 --> 00:19:32.520]  能夠一起同一個的思想
[00:19:32.520 --> 00:19:34.280]  同一個的追求
[00:19:34.280 --> 00:19:36.280]  追求那幾樣東西
[00:19:36.280 --> 00:19:39.840]  公義 信德 仁愛 和平
[00:19:39.840 --> 00:19:41.120]  再說一次
[00:19:41.120 --> 00:19:44.880]  公義 信德 仁愛 和平
[00:19:44.880 --> 00:19:46.760]  是不是自己獨力追啊
[00:19:46.760 --> 00:19:48.640]  當然自己要動手了
[00:19:48.640 --> 00:19:50.400]  是不是只是一個人追啊
[00:19:50.400 --> 00:19:51.840]  當然不是了
[00:19:51.840 --> 00:19:56.800]  是要有friend 有buddy 有同伴
[00:19:56.800 --> 00:20:00.800]  我就想起最近看一些紀錄片
[00:20:00.800 --> 00:20:02.800]  是很好看的
[00:20:02.800 --> 00:20:06.000]  我看那些人閉氣潛水
[00:20:06.000 --> 00:20:08.000]  不用氣筒的那些
[00:20:08.000 --> 00:20:09.440]  看過沒有
[00:20:09.440 --> 00:20:14.440]  那隻蛙鞋很長的
[00:20:14.440 --> 00:20:19.200]  然後可以一直潛
[00:20:19.200 --> 00:20:26.000]  潛到這麼底還有氣
[00:20:26.000 --> 00:20:30.000]  上來的時候很緊張
[00:20:30.000 --> 00:20:33.000]  你真的怕著他上到半路
[00:20:33.000 --> 00:20:35.000]  就要呼吸
