
[00:00:00.000 --> 00:00:09.040]  禱告是基督徒生命當中非常重要的一件事
[00:02:54.200 --> 00:02:55.800]  他很喜歡藝術品
[00:02:55.800 --> 00:02:58.680]  有一次他在雜誌上看到有一件
[00:02:58.680 --> 00:03:00.680]  價值連城的藝術品
[00:03:00.680 --> 00:03:02.120]  他很喜歡
[00:03:02.120 --> 00:03:04.840]  他說無論是多少的價錢
[00:03:04.840 --> 00:03:07.960]  我都要得到這一件藝術品
[00:03:07.960 --> 00:03:09.240]  很可惜
[00:03:09.240 --> 00:03:12.600]  沒有人知道這個藝術品在哪裡
[00:03:12.600 --> 00:03:15.960]  所以他就差派了他的手下
[00:03:15.960 --> 00:03:18.360]  去找這件藝術品
[00:03:18.360 --> 00:03:20.360]  找了很久很久
[00:03:20.360 --> 00:03:22.920]  他的手下走來跟他說
[00:03:22.920 --> 00:03:25.240]  我們終於找到了 Mr. Hearst
[00:03:25.240 --> 00:03:28.760]  這件藝術品現在正是在一個Warehouse
[00:03:28.760 --> 00:03:30.760]  在一個貨倉裡面
[00:03:30.760 --> 00:03:34.120]  而這個貨倉就是屬於你自己的
[00:03:34.120 --> 00:03:37.240]  原來這個William Hearst
[00:03:37.240 --> 00:03:40.680]  很多年前已經收買了這件藝術品
[00:03:40.680 --> 00:03:42.120]  他自己都不知道
[00:03:42.120 --> 00:03:44.120]  還派人到處去找
[00:03:44.120 --> 00:03:47.560]  這個有點像我們基督徒
[00:03:47.560 --> 00:03:51.400]  當我們基督徒不知道我們原來這麼有福氣
[00:03:51.400 --> 00:03:54.120]  在主內的身份是這麼崇高
[00:03:54.120 --> 00:03:56.120]  我們不能夠活出來
[00:03:56.120 --> 00:03:57.800]  我們不能夠享受
[00:03:57.800 --> 00:04:00.680]  就好像William Hearst一樣
[00:04:00.680 --> 00:04:05.240]  保羅所以在第一章
[00:04:05.240 --> 00:04:07.240]  《爾忽所書》的第一章尾
[00:04:07.240 --> 00:04:10.920]  來禱告要神幫助我們
[00:04:10.920 --> 00:04:12.920]  明白我們自己的身份
[00:04:12.920 --> 00:04:15.480]  在《爾忽所書》的一章17節
[00:04:15.480 --> 00:04:18.760]  保羅說求我們主耶穌基督的神
[00:04:18.760 --> 00:04:22.840]  榮耀的父將那賜人智慧和啟示的靈
[00:04:22.840 --> 00:04:25.960]  上給你們使你們真知道祂
[00:04:25.960 --> 00:04:31.000]  保羅不單止說出我們在主內的身份和地位
[00:04:31.000 --> 00:04:37.160]  他還求神能夠給我們有聖靈啟示我們
[00:04:37.160 --> 00:04:40.360]  以致我們能夠知道自己的身份地位
[00:04:40.360 --> 00:04:43.400]  才能夠活出這個身份地位
[00:04:43.400 --> 00:04:46.600]  有點像一個演員
[00:04:46.600 --> 00:04:49.960]  一個演員如果懶惰去看劇本
[00:04:49.960 --> 00:04:53.800]  沒有看劇本的話能不能夠知道自己的角色是怎樣
[00:04:53.800 --> 00:04:57.000]  不知道自己的角色你是演不出來
[00:04:57.000 --> 00:04:58.760]  我們基督徒都是一樣
[00:04:58.760 --> 00:05:01.960]  當我們不知道自己的身份地位
[00:05:01.960 --> 00:05:04.280]  不知道原來我們是這麼有福份
[00:05:04.280 --> 00:05:07.880]  我們不可能將這個地位活出來
[00:05:07.880 --> 00:05:13.320]  很多基督徒我們都時時在追求一些東西
[00:05:13.320 --> 00:05:15.000]  其實神已經給了我們
[00:05:15.000 --> 00:05:17.000]  很多時候我們都求神
[00:05:17.000 --> 00:05:19.720]  「哎呀 神啊 求祢賜多些愛給我」
[00:05:19.720 --> 00:05:23.000]  神說「我還不夠愛你嗎?
[00:05:23.000 --> 00:05:26.120]  在宇宙的開始我已經揀選你了」
[00:05:26.120 --> 00:05:29.640]  有人說「神啊 祢給我多些恩典」
[00:05:29.640 --> 00:05:32.680]  神說「我還不給多些恩典?
[00:05:32.680 --> 00:05:35.080]  我收養你成為我的兒女
[00:05:35.080 --> 00:05:39.560]  我接受你 我還派我的獨生子來為你贖罪
[00:05:39.560 --> 00:05:40.840]  為你寫命
[00:05:40.840 --> 00:05:42.840]  我給你有多大恩典?
[00:05:42.840 --> 00:05:45.960]  有人說「神啊 給我多些智慧」
[00:05:45.960 --> 00:05:49.800]  神說「我已經猜探聖靈在你的身上
[00:05:49.800 --> 00:05:51.800]  以致你能夠明白聖經
[00:05:51.800 --> 00:05:54.600]  能夠明白我的旨意」
[00:05:54.600 --> 00:05:57.320]  我們求神「神啊 祢給我這樣
[00:05:57.320 --> 00:05:58.440]  祢給我那樣
[00:05:58.440 --> 00:06:02.600]  神說天上各樣的基業我已經給了你」
[00:06:02.600 --> 00:06:05.080]  有人說「神啊 我很軟弱的
[00:06:05.080 --> 00:06:07.080]  祢賜我多些力量
[00:06:07.080 --> 00:06:09.560]  神說我就是知道你軟弱
[00:06:09.560 --> 00:06:11.880]  所以我擺聖靈在你的身上
[00:06:11.880 --> 00:06:13.400]  成為你的印記
[00:06:13.400 --> 00:06:14.680]  成為你的憑據
[00:06:14.680 --> 00:06:19.560]  靠著聖靈你能夠得到很大的力量」
[00:06:19.560 --> 00:06:23.800]  其實基督徒已經得到一切
[00:06:23.800 --> 00:06:26.280]  在《哥羅西書》二章十節
[00:06:26.280 --> 00:06:30.280]  保羅說「你們在他裡面也得了豐盛」
[00:06:30.280 --> 00:06:33.080]  在希伯來書十章十節
[00:06:33.080 --> 00:06:37.560]  經文說「耶穌基督只一次獻上他的身體
[00:06:37.560 --> 00:06:40.920]  我們就得以成聖成為聖傑」
[00:06:40.920 --> 00:06:43.720]  我們已經是成聖了
[00:06:43.720 --> 00:06:45.160]  我們已經是聖傑
[00:06:45.160 --> 00:06:47.960]  我們已經得到一切的豐盛
[00:06:47.960 --> 00:06:50.680]  基督徒不是丑小鴨
[00:06:50.680 --> 00:06:53.880]  丑小鴨就要等很長的時間
[00:06:53.880 --> 00:06:55.560]  慢慢慢慢變成天鵝
[00:06:55.560 --> 00:06:58.520]  基督徒已經是一隻小天鵝
[00:06:58.520 --> 00:07:00.760]  當我們接受神的時候
[00:07:00.760 --> 00:07:03.320]  我們已經是成為神的兒女
[00:07:03.320 --> 00:07:05.640]  我們已經是成為聖徒
[00:07:05.640 --> 00:07:07.800]  我上次跟大家說過
[00:07:07.800 --> 00:07:11.400]  就是因為耶穌基督的緣故
[00:07:11.400 --> 00:07:14.600]  以致我們每個基督徒去到神的面前
[00:07:14.600 --> 00:07:16.600]  神看到的不是我們
[00:07:16.600 --> 00:07:19.240]  神是看到耶穌基督的聖傑
[00:07:19.240 --> 00:07:21.240]  是看到耶穌基督的義
[00:07:21.240 --> 00:07:23.240]  我們已經有了名分
[00:07:23.240 --> 00:07:24.760]  已經有了地位
[00:07:24.760 --> 00:07:29.560]  問題就是我們要將這個名分和地位活出來
[00:07:29.560 --> 00:07:34.520]  在彼得後書的一章四節
[00:07:34.520 --> 00:07:35.320]  彼得說
[00:07:35.320 --> 00:07:39.320]  「我們得寶貴又極大的英許賜給我們」
[00:07:39.320 --> 00:07:43.720]  這個地位、這個身份就是寶貴的英許
[00:07:43.720 --> 00:07:45.240]  已經給了我們
[00:07:45.240 --> 00:07:49.240]  保羅在這本書用了三章的經文
[00:07:49.240 --> 00:07:52.680]  告訴我們我們的福氣、我們的地位
[00:07:52.680 --> 00:07:54.360]  我們的身份
[00:07:54.360 --> 00:07:57.720]  然後在這四章一節以筆所書
[00:07:57.720 --> 00:08:01.080]  他說「我為主被困的勸你們
[00:08:01.080 --> 00:08:03.800]  既然蒙召行事為人
[00:08:03.800 --> 00:08:06.360]  就當與蒙召的恩相稱」
[00:08:06.360 --> 00:08:10.120]  我們每個人都已經有了地位
[00:08:10.120 --> 00:08:12.520]  已經有了這個身份
[00:08:12.520 --> 00:08:15.080]  所以我說已經成為小天鵝
[00:08:15.080 --> 00:08:16.360]  不是丑小鴨
[00:08:16.360 --> 00:08:19.160]  但是問題就是我們屬靈的程度
[00:08:19.160 --> 00:08:22.200]  和我們的地位相差很遠
[00:08:22.680 --> 00:08:26.520]  所以保羅在四章一節以筆所書提醒我們
[00:08:26.520 --> 00:08:30.520]  我們的行為要與我們蒙召的恩相稱
[00:08:30.520 --> 00:08:33.080]  我們要越來越似基於耶穌基督
[00:08:33.080 --> 00:08:36.520]  以致我們能夠真真正正
[00:08:36.520 --> 00:08:39.720]  與我們的地位相稱
[00:08:39.720 --> 00:08:46.840]  這個正是保羅為我們禱告的目的
[00:08:46.840 --> 00:08:49.880]  保羅在第一章告訴我們
[00:08:49.880 --> 00:08:52.920]  神給我們充充滿滿的福氣
[00:08:52.920 --> 00:08:56.440]  然後在第一章尾幫我們禱告
[00:08:56.440 --> 00:08:58.520]  不單只是幫我們
[00:08:58.520 --> 00:09:02.040]  也幫當時以筆所教會來禱告
[00:09:02.040 --> 00:09:05.320]  希望我們能夠明白自己的地位
[00:09:05.320 --> 00:09:09.720]  所以我們看到一章三至十四節
[00:09:09.720 --> 00:09:12.600]  他用了長篇大論的篇幅
[00:09:12.600 --> 00:09:13.880]  來讚美神
[00:09:13.880 --> 00:09:15.560]  講出我們的福氣
[00:09:15.560 --> 00:09:17.480]  然後在今天的經文
[00:09:17.480 --> 00:09:19.480]  十五至二十三節
[00:09:19.480 --> 00:09:22.200]  又是很長篇的經文
[00:09:22.200 --> 00:09:25.720]  來幫基督徒來禱告
[00:09:25.720 --> 00:09:28.440]  希望神會開我們的眼
[00:09:28.440 --> 00:09:31.800]  希望我們能夠明白自己的身份地位
[00:09:31.800 --> 00:09:34.360]  以致能夠活出來
[00:09:34.360 --> 00:09:37.720]  其實這樣的結構
[00:09:37.720 --> 00:09:39.720]  在保羅的書信裏面
[00:09:39.720 --> 00:09:41.240]  是司空見慣
[00:09:41.240 --> 00:09:43.240]  是時時都是一樣的
[00:09:43.240 --> 00:09:45.480]  我們看到在羅馬書也是
[00:09:45.480 --> 00:09:48.120]  保羅用十一章的經文
[00:09:48.120 --> 00:09:50.120]  一章至十一章
[00:09:50.120 --> 00:09:51.480]  講了很多神學
[00:09:51.480 --> 00:09:53.080]  講了很多理論
[00:09:53.080 --> 00:09:54.920]  然後去到十二章又怎樣
[00:09:54.920 --> 00:09:57.640]  他說你們要將自己獻上
[00:09:57.640 --> 00:09:59.240]  成為活祭
[00:09:59.240 --> 00:10:00.760]  是理所當然的
[00:10:00.760 --> 00:10:02.280]  是神所喜悅的
[00:10:02.280 --> 00:10:03.720]  你要走出來
[00:10:03.720 --> 00:10:05.320]  你聽到十一章的理論
[00:10:05.320 --> 00:10:07.320]  你不可以再不動
[00:10:07.320 --> 00:10:09.880]  十二章叫我們要走出來
[00:10:09.880 --> 00:10:11.960]  在加拉太書也是一樣
[00:10:11.960 --> 00:10:14.920]  一至四章是講教導
[00:10:14.920 --> 00:10:16.920]  然後第五章開始
[00:10:16.920 --> 00:10:21.080]  保羅說你要將你學到的東西走出來
[00:10:21.080 --> 00:10:23.560]  哥羅西書也是一樣
[00:10:23.560 --> 00:10:26.680]  一章和二章是神學、是理論
[00:10:26.680 --> 00:10:29.560]  第三、第四章是實踐
[00:10:29.560 --> 00:10:31.560]  要有好的行為
[00:10:31.560 --> 00:10:35.480]  爾弗所書也是一模一樣
[00:10:35.480 --> 00:10:37.400]  你再聽下去
[00:10:37.400 --> 00:10:39.400]  爾弗所書的系列你就會知道
[00:10:39.400 --> 00:10:41.880]  第一章我們上一次講了
[00:10:41.880 --> 00:10:43.160]  講了我們聽
[00:10:43.160 --> 00:10:45.160]  我們是多麼有福份
[00:10:45.160 --> 00:10:47.160]  是多麼有福氣
[00:10:47.160 --> 00:10:49.160]  然後今天的經文
[00:10:49.160 --> 00:10:51.480]  說保羅是為我們禱告
[00:10:51.480 --> 00:10:53.160]  要我們明白一切
[00:10:53.160 --> 00:10:54.920]  去到第二章也是一樣
[00:10:54.920 --> 00:10:56.200]  照樣煮碗
[00:10:56.200 --> 00:10:57.960]  保羅說我要告訴你
[00:10:57.960 --> 00:10:59.240]  你主內的身份
[00:10:59.240 --> 00:11:02.200]  去到第三章尾又有一個禱告
[00:11:02.200 --> 00:11:04.200]  為基督徒來禱告
[00:11:04.200 --> 00:11:06.200]  然後去到第四章
[00:11:06.200 --> 00:11:07.720]  剛才我們講了
[00:11:07.720 --> 00:11:10.440]  你要與蒙召的恩相稱
[00:11:10.440 --> 00:11:12.440]  你要走出來
[00:11:12.440 --> 00:11:14.440]  所以我們見到爾弗所書
[00:11:14.440 --> 00:11:17.720]  和其它保羅的書信都是一樣
[00:11:17.720 --> 00:11:19.720]  一至三章是講理論
[00:11:19.720 --> 00:11:21.720]  是講神學
[00:11:21.720 --> 00:11:24.280]  然後第四至第六章你會見到
[00:11:24.280 --> 00:11:26.280]  有很多的關係
[00:11:26.280 --> 00:11:28.280]  屬靈的關係
[00:11:28.280 --> 00:11:30.280]  夫妻之間的關係
[00:11:30.280 --> 00:11:32.280]  父母和兒女的關係
[00:11:32.280 --> 00:11:34.280]  主僕的關係
[00:11:34.280 --> 00:11:36.280]  你要在這些關係當中
[00:11:36.280 --> 00:11:38.280]  將你所學到的活出來
[00:11:38.280 --> 00:11:40.280]  這個就是爾弗所書
[00:11:40.280 --> 00:11:42.280]  其實
[00:11:42.280 --> 00:11:44.280]  如果我們單單知道
[00:11:44.280 --> 00:11:46.280]  爾弗所書裡面告訴我們福氣
[00:11:46.280 --> 00:11:50.280]  就是一章三至十四節的福氣
[00:11:50.280 --> 00:11:52.280]  能不能改變我們
[00:11:52.280 --> 00:11:54.280]  只知道這些福氣
[00:11:54.280 --> 00:11:56.280]  不能改變我們
[00:11:56.280 --> 00:11:58.280]  我們要走出來才能改變我們
[00:11:58.280 --> 00:12:00.280]  一個人聽了很多
[00:12:00.280 --> 00:12:02.280]  這些屬靈的知識
[00:12:02.280 --> 00:12:04.280]  這些腦裏的知識
[00:12:04.280 --> 00:12:06.280]  如果走不出來的話
[00:12:06.280 --> 00:12:08.280]  其實是很危險的
[00:12:08.280 --> 00:12:10.280]  起初一個人
[00:12:10.280 --> 00:12:12.280]  如果走不出來
[00:12:12.280 --> 00:12:14.280]  可能會擔心
[00:12:14.280 --> 00:12:16.280]  可能會自責
[00:12:16.280 --> 00:12:18.280]  其實這個自責、擔心是好的
[00:12:18.280 --> 00:12:20.280]  因為是一個警告的訊號
[00:12:20.280 --> 00:12:22.280]  警告你有些事情不妥
[00:12:22.280 --> 00:12:24.280]  你要改了
[00:12:24.280 --> 00:12:26.280]  有些像我們的鬧鐘
[00:12:26.280 --> 00:12:28.280]  我們今天改了鐘
[00:12:28.280 --> 00:12:30.280]  改慢一個鐘就無所謂
[00:12:30.280 --> 00:12:32.280]  你說改快一個鐘
[00:12:32.280 --> 00:12:34.280]  就大件事了
[00:12:34.280 --> 00:12:36.280]  少了一個鐘頭睡覺
[00:12:36.280 --> 00:12:38.280]  不知醒了
[00:12:38.280 --> 00:12:40.280]  所以你要調鬧鐘
[00:12:40.280 --> 00:12:42.280]  警告
[00:12:42.280 --> 00:12:44.280]  但當鬧鐘鬧的時候
[00:12:44.280 --> 00:12:46.280]  你不去理會它
[00:12:46.280 --> 00:12:48.280]  一樣侮辱
[00:12:48.280 --> 00:12:50.280]  你不能走出來
[00:12:50.280 --> 00:12:52.280]  就是一件大事
[00:12:52.280 --> 00:12:54.280]  也好像我們身上的感覺
[00:12:54.280 --> 00:12:56.280]  一樣
[00:12:56.280 --> 00:12:58.280]  你碰到很鋒利的東西
[00:12:58.280 --> 00:13:00.280]  刺到你會縮手
[00:13:00.280 --> 00:13:02.280]  你碰到很熱的東西會縮手
[00:13:02.280 --> 00:13:04.280]  但如果你不知道
[00:13:04.280 --> 00:13:06.280]  沒有了這個感覺
[00:13:06.280 --> 00:13:08.280]  你會怎樣?很危險
[00:13:08.280 --> 00:13:10.280]  我七年前中風之後
[00:13:10.280 --> 00:13:12.280]  一直到現在
[00:13:12.280 --> 00:13:14.280]  右邊的身體和左邊的臉
[00:13:14.280 --> 00:13:16.280]  都是沒有知覺
[00:13:16.280 --> 00:13:18.280]  我碰到很熱的東西
[00:13:18.280 --> 00:13:20.280]  或者很鋒利的東西
[00:13:20.280 --> 00:13:22.280]  我不懂縮手
[00:13:22.280 --> 00:13:24.280]  這樣就容易受傷害
[00:13:24.280 --> 00:13:26.280]  基督徒都是一樣
[00:13:26.280 --> 00:13:28.280]  當有東西警告我們
[00:13:28.280 --> 00:13:30.280]  你這樣的生命不行
[00:13:30.280 --> 00:13:32.280]  我們不去理會它的時候
[00:13:32.280 --> 00:13:34.280]  危險到不得了
[00:13:34.280 --> 00:13:36.280]  這個警告是誰警告我們?
[00:13:36.280 --> 00:13:41.280]  這個警告是我們身體裏面的聖靈在警告我們
[00:13:41.280 --> 00:13:44.280]  當聖靈見到我們的生命
[00:13:44.280 --> 00:13:47.280]  不是蒙召的恩相請的時候
[00:13:47.280 --> 00:13:49.280]  就會給我們一個警告
[00:13:49.280 --> 00:13:51.280]  我們見到
[00:13:51.280 --> 00:13:57.280]  在書中的約翰一書二章二十七節告訴我們
[00:13:57.280 --> 00:14:00.280]  「你們從主所受的恩羞」
[00:14:00.280 --> 00:14:02.280]  這個恩羞就是聖靈
[00:14:02.280 --> 00:14:05.280]  「尚存在你們的心裡
[00:14:05.280 --> 00:14:07.280]  並不用人教訓你們
[00:14:07.280 --> 00:14:09.280]  自有主的恩羞
[00:14:09.280 --> 00:14:11.280]  在凡事上教訓你們
[00:14:11.280 --> 00:14:13.280]  這恩羞是真的
[00:14:13.280 --> 00:14:14.280]  不是假的
[00:14:14.280 --> 00:14:18.280]  你們要按這恩羞的教訓住在主裡面」
[00:14:18.280 --> 00:14:22.280]  我們要藉著聖靈給我們的提醒
[00:14:22.280 --> 00:14:25.280]  給我們的教訓來活出每一天
[00:14:25.280 --> 00:14:27.280]  聖靈幫助我們
[00:14:27.280 --> 00:14:30.280]  明白我們在主內的地位
[00:14:30.280 --> 00:14:31.280]  我們的身份
[00:14:31.280 --> 00:14:36.280]  以致我們能夠有一個不一樣的生命活出來
[00:14:36.280 --> 00:14:40.280]  保羅在今天的經文
[00:14:40.280 --> 00:14:43.280]  已不鎖書的一章十五和十六節
[00:14:43.280 --> 00:14:47.280]  他說「我聽見你們信從主耶穌
[00:14:47.280 --> 00:14:49.280]  愛頌成徒」
[00:14:49.280 --> 00:14:51.280]  我們得救是因為什麼?
[00:14:51.280 --> 00:14:53.280]  是因為我們信耶穌基督
[00:14:53.280 --> 00:14:55.280]  毫無疑問
[00:14:55.280 --> 00:14:57.280]  但是如果我們信了之後
[00:14:57.280 --> 00:14:59.280]  應該有什麼表現?
[00:14:59.280 --> 00:15:01.280]  保羅說
[00:15:01.280 --> 00:15:03.280]  「你們愛頌成徒」
[00:15:03.280 --> 00:15:05.280]  真正相信的人
[00:15:05.280 --> 00:15:07.280]  是會愛弟兄姊妹
[00:15:07.280 --> 00:15:09.280]  那你說愛神呢?
[00:15:09.280 --> 00:15:11.280]  需要愛神嗎?
[00:15:11.280 --> 00:15:13.280]  當然需要
[00:15:13.280 --> 00:15:16.280]  但是當我們愛弟兄姊妹的時候
[00:15:16.280 --> 00:15:19.280]  就反映出我們是愛神
[00:15:19.280 --> 00:15:21.280]  我們同人的關係
[00:15:21.280 --> 00:15:24.280]  反映出我們是同神的關係
[00:15:24.280 --> 00:15:27.280]  在約翰一書的四章二十節
[00:15:27.280 --> 00:15:29.280]  告訴我們
[00:15:29.280 --> 00:15:31.280]  如果我們不去愛
[00:15:31.280 --> 00:15:33.280]  見得到的弟兄姊妹
[00:15:33.280 --> 00:15:35.280]  我們怎麼能夠說自己愛那位
[00:15:35.280 --> 00:15:37.280]  見不到的神
[00:15:37.280 --> 00:15:40.280]  保羅說「我知道你們有愛心」
[00:15:40.280 --> 00:15:44.280]  保羅說「我知道你們信從主耶穌
[00:15:44.280 --> 00:15:46.280]  愛頌成徒」
[00:15:46.280 --> 00:15:49.280]  但是保羅說「這個還不夠」
[00:15:49.280 --> 00:15:51.280]  還不夠?
[00:15:51.280 --> 00:15:54.280]  還不夠我們還要做些什麼?
[00:15:54.280 --> 00:15:56.280]  保羅接著告訴我們
[00:15:56.280 --> 00:15:59.280]  在《耶福所書》的一章十七節
[00:15:59.280 --> 00:16:01.280]  說我們要真知道祂
[00:16:01.280 --> 00:16:05.280]  我們要真真正正的來認識耶穌基督
[00:16:05.280 --> 00:16:08.280]  我們要和耶穌基督有一個個人的關係
[00:16:08.280 --> 00:16:11.280]  而不單單只是頭腦的知識
[00:16:11.280 --> 00:16:13.280]  真正認識耶穌基督
[00:16:13.280 --> 00:16:15.280]  不是單單頭腦的知識
[00:16:15.280 --> 00:16:17.280]  有很多時候
[00:16:17.280 --> 00:16:20.280]  我們基督徒很著重侍奉
[00:16:20.280 --> 00:16:22.280]  我不是說侍奉不重要
[00:16:22.280 --> 00:16:25.280]  侍奉是非常非常之重要
[00:16:25.280 --> 00:16:27.280]  但是很多時候
[00:16:27.280 --> 00:16:31.280]  我們的侍奉可能是阻礙我們與神親近
[00:16:31.280 --> 00:16:35.280]  很多時候我們甚至有一個錯誤的想法
[00:16:35.280 --> 00:16:37.280]  就是我們有侍奉就夠了
[00:16:37.280 --> 00:16:39.280]  好像交了功課一樣
[00:16:39.280 --> 00:16:42.280]  垃圾彈會用我們的侍奉
[00:16:42.280 --> 00:16:45.280]  甚至我們的侍奉來纏繞我們
[00:16:45.280 --> 00:16:48.280]  令我們忙到不得了
[00:16:48.280 --> 00:16:52.280]  忙到我們沒有時間來與神親近
[00:16:52.280 --> 00:16:56.280]  唯一一個來認識神的方法
[00:16:56.280 --> 00:17:00.280]  就是花時間在聖經裏面
[00:17:00.280 --> 00:17:03.280]  在神的話語上來下功夫
[00:17:03.280 --> 00:17:05.280]  來認識神
[00:17:05.280 --> 00:17:10.280]  所以我們很多做牧師、做長老的
[00:17:10.280 --> 00:17:11.280]  都要很小心
[00:17:11.280 --> 00:17:14.280]  不是說有侍奉就夠了
[00:17:14.280 --> 00:17:17.280]  不要太著重侍奉
[00:17:17.280 --> 00:17:21.280]  而我們忘記了自己需要與神親近
[00:17:21.280 --> 00:17:26.280]  忘記了我們需要與神有個人的關係
[00:17:26.280 --> 00:17:32.280]  認得神不等於認識神
[00:17:32.280 --> 00:17:35.280]  在《以福所書》第一章的尾
[00:17:35.280 --> 00:17:37.280]  保羅告訴我們
[00:17:37.280 --> 00:17:42.280]  我們不單是需要有頭腦的知識
[00:17:42.280 --> 00:17:44.280]  我們還要將這個知識活出來
[00:17:44.280 --> 00:17:49.280]  這樣才叫真正認識耶穌基督
[00:17:49.280 --> 00:17:51.280]  不單是頭腦的知識
[00:17:51.280 --> 00:17:53.280]  但要將這個知識活出來
[00:17:53.280 --> 00:17:56.280]  在《以福所書》的一章十七節
[00:17:56.280 --> 00:17:57.280]  剛才讀過了
[00:17:57.280 --> 00:18:02.280]  「將那賜人智慧和啟示的靈賞給你們
[00:18:02.280 --> 00:18:04.280]  使你們真認識祂」
[00:18:04.280 --> 00:18:07.280]  我們要真真正正的認識耶穌基督
[00:18:07.280 --> 00:18:10.280]  我們要真知道祂
[00:18:10.280 --> 00:18:15.280]  有很多人讀聖經就是為了頭腦的知識
[00:18:15.280 --> 00:18:17.280]  整個腦袋都是知識
[00:18:17.280 --> 00:18:20.280]  有很多關於聖經的知識
[00:18:20.280 --> 00:18:22.280]  聖經的故事
[00:18:22.280 --> 00:18:26.280]  有很多關於耶穌基督的故事都非常熟悉
