
[00:00:00.000 --> 00:00:08.000]  大家好 讓我們再次在聆聽主的說話
[00:07:22.400 --> 00:07:24.400]  而這個集體性
[00:07:24.400 --> 00:07:30.400]  為什麼要有這個集體性的元素在教會裡面呢
[00:07:30.400 --> 00:07:35.400]  其實上帝很明白人在這個罪惡的世界裡面
[00:07:35.400 --> 00:07:40.400]  很容易將自己個人的利益成為首位
[00:07:40.400 --> 00:07:43.400]  信徒其中一個特點
[00:07:43.400 --> 00:07:48.400]  就是他活在這個地上不是為自己而活
[00:07:48.400 --> 00:07:53.400]  而是為了上帝讓你在這個世界裡面
[00:07:53.400 --> 00:07:55.400]  有一個使命和你的眾弟兄姊妹一起
[00:07:55.400 --> 00:07:58.400]  在這個世界裡面而活
[00:07:58.400 --> 00:08:08.400]  而這個主題就最強的反映在聖餐這個題目的兩邊
[00:08:08.400 --> 00:08:13.400]  所以今天我們一起去看一段大家非常熟悉的經文
[00:08:13.400 --> 00:08:16.400]  當你仔細看這段經文的時候
[00:08:16.400 --> 00:08:19.400]  原來裡面所介紹的東西
[00:08:19.400 --> 00:08:22.400]  是往往比我們所知道的東西多很多
[00:08:22.400 --> 00:08:25.400]  讓我們一起去看這段經文說什麼
[00:08:25.400 --> 00:08:29.400]  就是在馬太福音第26章第26至30節
[00:08:29.400 --> 00:08:31.400]  我給了一個題目
[00:08:31.400 --> 00:08:36.400]  上主和我們有個約定
[00:08:36.400 --> 00:08:39.400]  有個約定不要聽錯
[00:08:39.400 --> 00:08:45.400]  英文是The Lord has a covenant with us
[00:08:45.400 --> 00:08:48.400]  不是有個約會
[00:08:48.400 --> 00:08:49.400]  聽清楚啊
[00:08:49.400 --> 00:08:53.400]  我怕有些信徒讀經約會約定
[00:08:53.400 --> 00:08:55.400]  一樣的不一樣的
[00:08:55.400 --> 00:08:57.400]  是有個約定
[00:08:57.400 --> 00:09:00.400]  有個covenant和我們一起約定了
[00:09:00.400 --> 00:09:02.400]  讓我們一起去讀這段聖經好不好
[00:09:02.400 --> 00:09:05.400]  讓我們更仔細去理解這段聖經
[00:09:05.400 --> 00:09:09.400]  然後我們逐步去解構這段聖經的意思
[00:09:09.400 --> 00:09:16.400]  我們一起打開馬太福音第26章第26至30節的經文
[00:09:16.400 --> 00:09:17.400]  我們一起讀吧
[00:09:17.400 --> 00:09:23.400]  他們吃的時候耶穌拿起餅來
[00:09:23.400 --> 00:09:28.400]  祝福就張開第七門徒說
[00:09:28.400 --> 00:09:30.400]  你們拿著吃
[00:09:30.400 --> 00:09:32.400]  這是我的身體
[00:09:32.400 --> 00:09:34.400]  又拿起杯來
[00:09:34.400 --> 00:09:35.400]  祝謝了
[00:09:35.400 --> 00:09:37.400]  第七他們說
[00:09:37.400 --> 00:09:39.400]  你們都喝這個
[00:09:39.400 --> 00:09:42.400]  因為這是我納藥的血
[00:09:42.400 --> 00:09:44.400]  為多人流出來
[00:09:44.400 --> 00:09:46.400]  使罪得赦
[00:09:46.400 --> 00:09:48.400]  但我告訴你們
[00:09:48.400 --> 00:09:52.400]  從今以後我不再喝這葡萄汁
[00:09:52.400 --> 00:09:55.400]  直到我在我父的國裡
[00:09:55.400 --> 00:09:57.400]  和你們學新的那日子
[00:09:57.400 --> 00:09:59.400]  他們唱了詩
[00:09:59.400 --> 00:10:03.400]  就出來往橄欖山去
[00:10:03.400 --> 00:10:05.400]  在看這段經文之前
[00:10:05.400 --> 00:10:10.400]  我們先講一些簡單的回顧
[00:10:10.400 --> 00:10:13.400]  在前面的經文裡
[00:10:13.400 --> 00:10:15.400]  我們曾經討論過一個題目
[00:10:15.400 --> 00:10:18.400]  就是在信徒的生活裡
[00:10:18.400 --> 00:10:23.400]  有很多東西在我們心思裡的營養
[00:10:23.400 --> 00:10:27.400]  而這些不同的營養
[00:10:27.400 --> 00:10:34.400]  會影響我們在行為思想的成長
[00:10:34.400 --> 00:10:39.400]  我們做了一個很簡單的解釋
[00:10:39.400 --> 00:10:41.400]  上星期我們說到
[00:10:41.400 --> 00:10:43.400]  好像伽勒人猶大
[00:10:43.400 --> 00:10:50.400]  他看到耶穌的儒表會被害的時候
[00:10:50.400 --> 00:10:54.400]  他心裡想著
[00:10:54.400 --> 00:10:56.400]  既然耶穌要死了
[00:10:56.400 --> 00:10:58.400]  不如我看看還有什麼
[00:10:58.400 --> 00:11:02.400]  可以在耶穌身上拿到多少就多少
[00:11:02.400 --> 00:11:06.400]  於是他就用三十塊錢
[00:11:06.400 --> 00:11:10.400]  將耶穌預備出賣給
[00:11:10.400 --> 00:11:13.400]  文士、祭司、法尼塞人
[00:11:13.400 --> 00:11:16.400]  以及猶太人公會
[00:11:16.400 --> 00:11:19.400]  在這裡做一些備註
[00:11:19.400 --> 00:11:23.400]  因為有一個訊問
[00:11:23.400 --> 00:11:26.400]  談論到三十塊錢究竟是多少錢
[00:11:26.400 --> 00:11:28.400]  牧師上星期說到
[00:11:28.400 --> 00:11:31.400]  大約可以是十年工資
[00:11:31.400 --> 00:11:34.400]  但又有另一個回應
[00:11:34.400 --> 00:11:38.400]  告訴我們可能只是四個月薪水
[00:11:38.400 --> 00:11:40.400]  不是很多錢
[00:11:40.400 --> 00:11:47.400]  這個分別亦是視乎於當時的兌換率問題
[00:11:47.400 --> 00:11:53.400]  我們現在沒有Google Finance和Yahoo Finance
[00:11:53.400 --> 00:12:00.400]  我們無法追蹤公元前幾年的時候的兌換率是多少
[00:12:00.400 --> 00:12:04.400]  而且各個地方的兌換率都不同
[00:12:04.400 --> 00:12:06.400]  簡單來說
[00:12:06.400 --> 00:12:12.400]  加勒人猶太人有錢的拿到多少就拿多少
[00:12:12.400 --> 00:12:14.400]  十年也好四個月也好
[00:12:14.400 --> 00:12:16.400]  無論多少也好
[00:12:16.400 --> 00:12:18.400]  如果四個月就更差
[00:12:18.400 --> 00:12:21.400]  這麼少錢都拿來出賣耶穌
[00:12:21.400 --> 00:12:25.400]  十年為了一筆大錢
[00:12:25.400 --> 00:12:27.400]  他都可以去
[00:12:27.400 --> 00:12:29.400]  不是情有可原
[00:12:29.400 --> 00:12:32.400]  都可以明白那個引誘到什麼程度
[00:12:32.400 --> 00:12:36.400]  但無論如何他心仍是為自己的利益
[00:12:36.400 --> 00:12:45.400]  於是乎不擇手段在身邊的每一個人都成為他得利的一個回敬
[00:12:45.400 --> 00:12:53.400]  因為他心一直被纏繞著的都是為自己的利益而去尋求
[00:12:53.400 --> 00:12:56.400]  即是說他跟隨主都是這樣做
[00:12:56.400 --> 00:12:59.400]  今天有多少人信主是這樣
[00:12:59.400 --> 00:13:02.400]  信主為了解決自己的問題
[00:13:02.400 --> 00:13:05.400]  信主為了得到什麼好處
[00:13:05.400 --> 00:13:08.400]  信主甚至可以得到美人歸
[00:13:08.400 --> 00:13:10.400]  得到白馬王子
[00:13:10.400 --> 00:13:12.400]  什麼都做得出
[00:13:12.400 --> 00:13:14.400]  這些是不是信主呢
[00:13:14.400 --> 00:13:19.400]  太多的例子說了出來將他美化
[00:13:19.400 --> 00:13:22.400]  還說因為我原本動機不良
[00:13:22.400 --> 00:13:24.400]  後來都回了教會信了主
[00:13:24.400 --> 00:13:30.400]  這些不是來將罪惡美化的行為嗎
[00:13:30.400 --> 00:13:34.400]  因為人有這種思想
[00:13:34.400 --> 00:13:36.400]  有不同的價值觀
[00:13:36.400 --> 00:13:38.400]  有不同的做法
[00:13:38.400 --> 00:13:43.400]  於是那種誘惑就越來越深
[00:13:43.400 --> 00:13:47.400]  而在這個介紹裏面
[00:13:47.400 --> 00:13:49.400]  讓我們看到
[00:13:49.400 --> 00:13:53.400]  其實如果我們信徒活在這樣的狀態之下
[00:13:53.400 --> 00:14:00.400]  我們應該怎樣去面對和處理這些試探和引誘呢
[00:14:00.400 --> 00:14:04.400]  於是就有這段聖經的記載
[00:14:04.400 --> 00:14:06.400]  這段聖經的記載
[00:14:06.400 --> 00:14:09.400]  我們首先很容易解釋
[00:14:09.400 --> 00:14:13.400]  關於聖餐的定立
[00:14:13.400 --> 00:14:16.400]  還有這段聖經是說
[00:14:16.400 --> 00:14:19.400]  如月節的如月餐的問題
[00:14:19.400 --> 00:14:21.400]  我們很熟悉的了
[00:14:21.400 --> 00:14:25.400]  我們參加過的機構裏面的如月節猜測
[00:14:25.400 --> 00:14:27.400]  我們什麼程序都熟悉的了
[00:14:27.400 --> 00:14:29.400]  是不是真的熟悉呢
[00:14:29.400 --> 00:14:31.400]  我只需要問一條問題就行了
[00:14:31.400 --> 00:14:33.400]  我想問一下
[00:14:33.400 --> 00:14:37.400]  這段聖經我們今天看的第26章
[00:14:37.400 --> 00:14:40.400]  從第26節到第30節
[00:14:40.400 --> 00:14:45.400]  是不是聖餐的整個程序呢
[00:14:45.400 --> 00:14:50.400]  當我這樣問的時候就馬上嚇一跳
[00:14:50.400 --> 00:14:54.400]  因為你一定會看到牧師問這些問題
[00:14:54.400 --> 00:14:57.400]  牧師當然會回答不是
[00:14:57.400 --> 00:14:59.400]  但我心裏覺得是
[00:14:59.400 --> 00:15:01.400]  究竟是不是呢
[00:15:01.400 --> 00:15:04.400]  如果我們仔細去看這段聖經的時候
[00:15:04.400 --> 00:15:07.400]  雖然很多時候在領聖餐之前
[00:15:07.400 --> 00:15:09.400]  牧者會讀到
[00:15:09.400 --> 00:15:11.400]  但如果仔細去看
[00:15:11.400 --> 00:15:14.400]  聖餐的記載不是從第26章
[00:15:14.400 --> 00:15:17.400]  第26節到第30節開始的
[00:15:18.400 --> 00:15:21.400]  早在先前我們已經看到
[00:15:21.400 --> 00:15:24.400]  如月節餐已經開始了
[00:15:24.400 --> 00:15:26.400]  如果大家仔細去看
[00:15:26.400 --> 00:15:33.400]  在第26章的第17節開始
[00:15:33.400 --> 00:15:39.400]  就已經記載到他們去預備如月節餐的開始步驟
[00:15:39.400 --> 00:15:43.400]  然後耶穌和門徒一起坐直
[00:15:43.400 --> 00:15:46.400]  在第20節裏面已經開始說了
[00:15:46.400 --> 00:15:49.400]  既然如此
[00:15:49.400 --> 00:15:57.400]  我們每個主日或每個月所讀的聖餐經文
[00:15:57.400 --> 00:16:02.400]  就是整幅如月節餐的圖畫了
[00:16:02.400 --> 00:16:06.400]  那牧師你會說是不是呢
[00:16:06.400 --> 00:16:09.400]  因為你沒有反觀主日學
[00:16:09.400 --> 00:16:12.400]  那你就不知道是不是
[00:16:12.400 --> 00:16:14.400]  但為了方便大家
[00:16:14.400 --> 00:16:18.400]  我就預備了一張insert給大家
[00:16:18.400 --> 00:16:23.400]  這張insert可以夾在聖經裏面
[00:16:23.400 --> 00:16:25.400]  如果你說牧師我沒有聖經
[00:16:25.400 --> 00:16:27.400]  我不用paper了
[00:16:27.400 --> 00:16:29.400]  我環保
[00:16:29.400 --> 00:16:31.400]  說笑而已
[00:16:31.400 --> 00:16:33.400]  環保拿著一本聖經
[00:16:33.400 --> 00:16:35.400]  你那本聖經已經買了很多年了
[00:16:35.400 --> 00:16:37.400]  或者沒有讀了
[00:16:37.400 --> 00:16:40.400]  但你有這張就放在聖經裏面
[00:16:40.400 --> 00:16:41.400]  你會說沒有啊
[00:16:41.400 --> 00:16:43.400]  我很電子化的
[00:16:43.400 --> 00:16:45.400]  就拍一張照吧
[00:16:45.400 --> 00:16:47.400]  不然你就上教會的網站下載吧
[00:16:47.400 --> 00:16:48.400]  有的
[00:16:48.400 --> 00:16:52.400]  今天youtube頻道裏面的description
[00:16:52.400 --> 00:16:56.400]  有這張insert的內容
[00:16:56.400 --> 00:16:58.400]  可以給你下載的了
[00:16:58.400 --> 00:17:00.400]  很方便
[00:17:00.400 --> 00:17:02.400]  已經做到盡了
[00:17:02.400 --> 00:17:04.400]  那我們溫習一下
[00:17:04.400 --> 00:17:06.400]  如月節是怎樣的
[00:17:06.400 --> 00:17:10.400]  如月節原來總共有15個程序
[00:17:10.400 --> 00:17:13.400]  原來有這麼多程序啊
[00:17:13.400 --> 00:17:16.400]  我早就知道你不太熟悉了
[00:17:16.400 --> 00:17:18.400]  所以就預備這張給大家
[00:17:18.400 --> 00:17:20.400]  有15個程序
[00:17:20.400 --> 00:17:22.400]  當然要有工具
[00:17:22.400 --> 00:17:26.400]  一定要有一個如月餐的程序盤
[00:17:26.400 --> 00:17:28.400]  我們叫side plate
[00:17:28.400 --> 00:17:31.400]  希伯來文叫Karam
[00:17:31.400 --> 00:17:34.400]  裏面有什麼呢
[00:17:34.400 --> 00:17:37.400]  有三片的無糟餅
[00:17:37.400 --> 00:17:40.400]  大家想不想知道無糟餅是怎樣的
[00:17:40.400 --> 00:17:43.400]  是不是教會吃的聖餐的東西
[00:17:43.400 --> 00:17:44.400]  不是的
[00:17:44.400 --> 00:17:46.400]  教會的不是無糟餅
[00:17:46.400 --> 00:17:49.400]  如月餐用的那種
[00:17:49.400 --> 00:17:50.400]  如果你想的話
[00:17:50.400 --> 00:17:51.400]  很多地方都可以買的
[00:17:51.400 --> 00:17:52.400]  現在有的賣的
[00:17:52.400 --> 00:17:53.400]  特別的
[00:17:53.400 --> 00:17:54.400]  知不知道為什麼
[00:17:54.400 --> 00:17:56.400]  猶太人新年嘛
[00:17:56.400 --> 00:17:59.400]  新年就要吃一頓飯
[00:17:59.400 --> 00:18:01.400]  他們有些餅
[00:18:01.400 --> 00:18:02.400]  有的賣的
[00:18:02.400 --> 00:18:03.400]  在哪裏出產最多
[00:18:03.400 --> 00:18:04.400]  知不知道大家
[00:18:05.400 --> 00:18:07.400]  你猜也猜不到
[00:18:07.400 --> 00:18:09.400]  最多出產的是烏克蘭
[00:18:09.400 --> 00:18:13.400]  烏克蘭出產無糟餅最多
[00:18:13.400 --> 00:18:15.400]  烏克蘭有很多猶太人
[00:18:15.400 --> 00:18:16.400]  三片
[00:18:16.400 --> 00:18:18.400]  裏面這個盤上還有幾樣東西
[00:18:18.400 --> 00:18:19.400]  有些苦菜
[00:18:19.400 --> 00:18:21.400]  有隻煮熟了的雞蛋
[00:18:21.400 --> 00:18:24.400]  一條羊腿骨
[00:18:24.400 --> 00:18:31.400]  還有一些蘸來蘸吃的菜
[00:18:31.400 --> 00:18:34.400]  還有一些醬料
[00:18:34.400 --> 00:18:35.400]  可以蘸來吃的
[00:18:35.400 --> 00:18:37.400]  有這些東西
[00:18:37.400 --> 00:18:38.400]  你去看吧
[00:18:38.400 --> 00:18:40.400]  中學筆記也有
[00:18:40.400 --> 00:18:43.400]  不喜歡就上這個網站
[00:18:43.400 --> 00:18:47.400]  有圖文訂謀
[00:18:47.400 --> 00:18:48.400]  好了
[00:18:48.400 --> 00:18:50.400]  那十五個程序是怎樣呢
[00:18:50.400 --> 00:18:53.400]  十五個程序很詳細
[00:18:53.400 --> 00:18:54.400]  第一
[00:18:54.400 --> 00:18:55.400]  我們看看
[00:18:55.400 --> 00:19:00.400]  第一有個清潔的過程
[00:19:00.400 --> 00:19:03.400]  然後就一起倒一杯酒
[00:19:03.400 --> 00:19:06.400]  然後宣佈這個與餐真正開始
[00:19:06.400 --> 00:19:08.400]  大家就一起喝第一杯
[00:19:08.400 --> 00:19:10.400]  喝了一杯酒
[00:19:10.400 --> 00:19:12.400]  然後大家就會去洗手
[00:19:12.400 --> 00:19:15.400]  洗手有種潔淨之禮
[00:19:15.400 --> 00:19:17.400]  然後就吃一些前菜
[00:19:17.400 --> 00:19:18.400]  然後呢
[00:19:18.400 --> 00:19:20.400]  前菜是吃一點點菜
[00:19:20.400 --> 00:19:21.400]  一塊半塊
[00:19:21.400 --> 00:19:22.400]  你不要想著
[00:19:22.400 --> 00:19:24.400]  前菜就好像那些法國大餐
[00:19:24.400 --> 00:19:25.400]  那些前菜
[00:19:25.400 --> 00:19:28.400]  一塊半塊
[00:19:28.400 --> 00:19:30.400]  大家一起吃
[00:19:30.400 --> 00:19:31.400]  吃完之後
[00:19:31.400 --> 00:19:33.400]  大家就一起
[00:19:33.400 --> 00:19:35.400]  在當中有抹餅的時間
[00:19:35.400 --> 00:19:36.400]  那怎麼抹呢
[00:19:36.400 --> 00:19:38.400]  剛才說有三塊餅
[00:19:38.400 --> 00:19:39.400]  是不是
[00:19:39.400 --> 00:19:42.400]  就將三塊餅中間那塊
[00:19:42.400 --> 00:19:45.400]  就抽了它出來
[00:19:45.400 --> 00:19:47.400]  然後就撕成兩片
[00:19:47.400 --> 00:19:49.400]  一大片和一小片
[00:19:49.400 --> 00:19:50.400]  OK
[00:19:50.400 --> 00:19:53.400]  那你說牧師撕錯了
[00:19:53.400 --> 00:19:54.400]  那怎麼辦
[00:19:54.400 --> 00:19:56.400]  還要你撕兩片
[00:19:56.400 --> 00:19:57.400]  其實那些餅很好撕的
[00:19:57.400 --> 00:19:59.400]  如果大家喜歡
[00:19:59.400 --> 00:20:01.400]  喜歡練習怎麼撕
[00:20:01.400 --> 00:20:03.400]  就買一盒來撕
[00:20:03.400 --> 00:20:05.400]  Costco那天也有賣
[00:20:05.400 --> 00:20:07.400]  七個多人錢一盒
[00:20:07.400 --> 00:20:09.400]  四十塊就撕
[00:20:09.400 --> 00:20:11.400]  你撕四十次都可以
[00:20:11.400 --> 00:20:12.400]  然後怎麼樣呢
[00:20:12.400 --> 00:20:15.400]  然後就將那塊小塊的
[00:20:15.400 --> 00:20:18.400]  就放在三塊的中間
[00:20:18.400 --> 00:20:20.400]  然後就將那塊大塊的
[00:20:20.400 --> 00:20:22.400]  分成五小片
[00:20:22.400 --> 00:20:24.400]  每一片有個名字
[00:20:24.400 --> 00:20:26.400]  叫做Africommon
[00:20:26.400 --> 00:20:27.400]  OK
[00:20:27.400 --> 00:20:29.400]  那作用是怎麼樣呢
[00:20:29.400 --> 00:20:31.400]  作為一種點心
[00:20:31.400 --> 00:20:32.400]  點心就是snack
[00:20:32.400 --> 00:20:33.400]  最後
[00:20:33.400 --> 00:20:37.400]  在這五塊裡面
[00:20:37.400 --> 00:20:38.400]  有個特別安排
[00:20:38.400 --> 00:20:40.400]  安排給小朋友
[00:20:40.400 --> 00:20:43.400]  將這五塊餅收起來
[00:20:43.400 --> 00:20:45.400]  有個歷史背景
[00:20:45.400 --> 00:20:48.400]  因為相傳猶太人
[00:20:48.400 --> 00:20:50.400]  出埃及的時候
[00:20:50.400 --> 00:20:51.400]  就很趕急
[00:20:51.400 --> 00:20:53.400]  所以怕有些小朋友沒東西吃
[00:20:53.400 --> 00:20:55.400]  或者走到中途
[00:20:55.400 --> 00:20:56.400]  人們餓了
[00:20:56.400 --> 00:20:58.400]  血糖低的那些
[00:20:58.400 --> 00:21:00.400]  或者有地中海病的
[00:21:00.400 --> 00:21:01.400]  都不知道
[00:21:01.400 --> 00:21:02.400]  然後就暈了
[00:21:02.400 --> 00:21:03.400]  那怎麼樣
[00:21:03.400 --> 00:21:04.400]  有一塊餅可以給他吃
[00:21:04.400 --> 00:21:05.400]  通常這些餅
[00:21:05.400 --> 00:21:08.400]  就會綁在小朋友的手臂上
[00:21:08.400 --> 00:21:10.400]  如果真的有需要的時候
[00:21:10.400 --> 00:21:12.400]  緊急就去找小朋友
[00:21:12.400 --> 00:21:13.400]  找小朋友
[00:21:13.400 --> 00:21:14.400]  小朋友快點過來
