
[00:00:00.000 --> 00:00:14.040]  我想我夜年沒有聽這首歌了 所以很有一種歸屬感聽這些當年的歌
[00:07:11.280 --> 00:07:13.680]  可能他找工作很順利 找到一份
[00:07:13.680 --> 00:07:17.280]  工資又高 工作壓力又不大的工作
[00:07:17.280 --> 00:07:19.580]  老闆又對他好
[00:07:19.580 --> 00:07:23.580]  他的子女又聽他講 每個都進了Bandman學校
[00:07:23.580 --> 00:07:25.980]  大兒子又進了Hong Kong U Medical School
[00:07:25.980 --> 00:07:29.280]  二女又進了Hong Kong U Law School
[00:07:29.280 --> 00:07:30.980]  三女又拿了一個學位
[00:07:30.980 --> 00:07:33.880]  去北角最出名的一間Conservatory讀音樂
[00:07:33.880 --> 00:07:35.780]  諸如此類的 什麼都行的
[00:07:35.780 --> 00:07:38.180]  不知道為什麼你看到他樣樣都行的
[00:07:38.180 --> 00:07:40.480]  但是你知道這個人其實很折格的
[00:07:40.480 --> 00:07:42.180]  因為你和他幾十年朋友
[00:07:42.180 --> 00:07:46.380]  你知道他是很… 其實認識他的人都不喜歡他
[00:07:46.380 --> 00:07:50.880]  不知道為什麼他就是這麼行的 混得風生水起
[00:07:50.880 --> 00:07:52.880]  你明白嗎?有時候…
[00:07:52.880 --> 00:07:59.180]  剛才他講到「橄欖樹不結果」
[00:07:59.180 --> 00:08:02.280]  講得很慘 有時候人生最慘的事情
[00:08:02.280 --> 00:08:04.380]  都不是自己慘
[00:08:04.380 --> 00:08:07.880]  不是單單慘這件事 或者窮這件事
[00:08:07.880 --> 00:08:11.280]  如果你窮 人又窮 每個人一起窮
[00:08:11.280 --> 00:08:14.080]  那沒有所謂的 窮得很開心的
[00:08:14.080 --> 00:08:16.680]  我不知道現在的年輕人還有沒有看回
[00:08:16.680 --> 00:08:18.880]  照片當年的獅子山下
[00:08:18.880 --> 00:08:22.880]  就是剛剛出來的第一代的獅子山下
[00:08:22.880 --> 00:08:24.780]  拍攝在公共屋村
[00:08:24.780 --> 00:08:27.480]  然後人們在走廊炒菜的
[00:08:27.480 --> 00:08:29.180]  一家不知道叫什麼名字
[00:08:29.180 --> 00:08:32.280]  他們一家人住在第一代公屋
[00:08:32.280 --> 00:08:35.880]  住100呎的房間
[00:08:35.880 --> 00:08:37.880]  又沒有廁所 又沒有廚房的
[00:08:37.880 --> 00:08:40.980]  所以會公廁在走廊炒菜的
[00:08:40.980 --> 00:08:42.880]  不過你問一下那一代的人
[00:08:42.880 --> 00:08:46.680]  他們會不會覺得住在石硤尾很慘呢?
[00:08:46.680 --> 00:08:49.780]  不慘 大家都是這樣的
[00:08:49.780 --> 00:08:53.780]  大家一起在走廊炒菜 一邊炒菜 一邊聊天
[00:08:53.780 --> 00:08:55.380]  跟隔壁二叔公
[00:08:55.380 --> 00:08:57.480]  然後去廁所公廁
[00:08:57.480 --> 00:09:00.680]  就一群小朋友一起去
[00:09:00.680 --> 00:09:03.180]  然後下面那個房子太小
[00:09:03.180 --> 00:09:06.680]  就下去下面地下一起彈波子
[00:09:06.680 --> 00:09:08.880]  不知道現在的人會不會彈波子
[00:09:08.880 --> 00:09:11.080]  無論如何那個年代窮就是窮
[00:09:11.080 --> 00:09:14.380]  但是窮得很開心的一起玩
[00:09:14.380 --> 00:09:18.180]  人生最慘的事情就不是單單窮
[00:09:18.180 --> 00:09:21.080]  是每個人都發達了
[00:09:21.080 --> 00:09:22.780]  只差你一個窮
[00:09:22.780 --> 00:09:25.680]  你想一下當年石硤尾
[00:09:25.680 --> 00:09:27.580]  現在跟你做石硤尾的那些
[00:09:27.580 --> 00:09:29.080]  每個人都發達了
[00:09:29.080 --> 00:09:33.080]  不止住第一城 住進景園
[00:09:33.080 --> 00:09:34.780]  每個人都買了豪宅
[00:09:34.780 --> 00:09:36.780]  有些人去了九肚山
[00:09:36.780 --> 00:09:40.580]  只剩下你一個還住在石硤尾那裡
[00:09:40.580 --> 00:09:46.080]  如果那些好心的還請你去九肚山的豪宅吃飯
[00:09:46.080 --> 00:09:49.080]  你當然不敢請人去你家吃飯
[00:09:49.080 --> 00:09:50.380]  哪裡等得下呢?
[00:09:50.380 --> 00:09:52.380]  如果是這樣的光景
[00:09:52.380 --> 00:09:55.080]  你就覺得很激氣了
[00:09:55.080 --> 00:09:57.080]  私人就是這樣的光景
[00:09:57.080 --> 00:10:00.580]  每個人都好像飛黃騰達
[00:10:00.580 --> 00:10:02.580]  剩下我天天受懲罰
[00:10:02.580 --> 00:10:05.080]  後來會說不知道受什麼懲罰
[00:10:05.080 --> 00:10:06.180]  不知道受什麼災難
[00:10:06.180 --> 00:10:08.180]  總之就是他一個在這裡慘
[00:10:08.180 --> 00:10:11.080]  周圍的人他就看到每個人都很風流
[00:10:11.080 --> 00:10:15.580]  而且還要知道那些這麼賤格的人又這麼風流
[00:10:15.580 --> 00:10:18.080]  真是神啊 你搞什麼鬼啊?
[00:10:18.080 --> 00:10:21.080]  不止他身體平安
[00:10:21.080 --> 00:10:22.780]  不止他發達
[00:10:22.780 --> 00:10:25.080]  還要他死的時候沒有疼痛
[00:10:25.080 --> 00:10:27.080]  這個就反映近東的思想
[00:10:27.080 --> 00:10:30.080]  或者中國人傳統都會這樣想的
[00:10:30.080 --> 00:10:34.080]  什麼善有善報 惑有惑報
[00:10:34.080 --> 00:10:36.080]  若然不報 時辰未到
[00:10:36.080 --> 00:10:38.080]  還有沒有聽這句話
[00:10:38.080 --> 00:10:41.080]  我們有時會說那個賤格人
[00:10:41.080 --> 00:10:42.580]  他今天風生水起
[00:10:42.580 --> 00:10:46.080]  看下去 放長雙眼看看他
[00:10:46.080 --> 00:10:48.080]  沒有好下場的
[00:10:48.080 --> 00:10:50.080]  誰知道你看看那個壞人
[00:10:50.080 --> 00:10:53.080]  放長雙眼長到看到他死那一天
[00:10:53.080 --> 00:10:55.080]  80歲死 是不是啊?
[00:10:55.080 --> 00:10:57.080]  然後平平安安
[00:10:57.080 --> 00:11:00.080]  死前那一天還去酒樓喝茶 行山
[00:11:00.080 --> 00:11:02.080]  行完山之後那一晚睡覺
[00:11:02.080 --> 00:11:05.080]  睡夢中中風就走了
[00:11:05.080 --> 00:11:07.080]  怎麼這麼好死啊?
[00:11:07.080 --> 00:11:11.080]  那個詩人覺得沒有啊
[00:11:11.080 --> 00:11:14.080]  他生前又享福 死又死得這麼舒服
[00:11:14.080 --> 00:11:16.080]  幹什麼啊 神啊?
[00:11:16.080 --> 00:11:19.080]  為什麼你這樣去對待那些人法啊?
[00:11:19.080 --> 00:11:22.080]  好了 他不受苦不遭殃
[00:11:22.080 --> 00:11:24.080]  詩人說這樣都不夠激氣
[00:11:24.080 --> 00:11:26.080]  第二樣東西 第六節開始
[00:11:26.080 --> 00:11:32.080]  所以驕傲如烈 鏈子帶在他們項上
[00:11:32.080 --> 00:11:36.080]  強暴像衣裳遮住他們的身體
[00:11:36.080 --> 00:11:41.080]  他們的眼睛因肥胖而凸出
[00:11:41.080 --> 00:11:45.080]  他們所得的過於心裡所想
[00:11:45.080 --> 00:11:50.080]  他們譏笑人 憑惡意說欺壓人的話
[00:11:50.080 --> 00:11:52.080]  他們說話自高
[00:11:52.080 --> 00:11:54.080]  說回第七節
[00:11:54.080 --> 00:11:56.080]  我們今天很怕肥的
[00:11:56.080 --> 00:11:59.080]  所以經常有些「遷體中心」
[00:11:59.080 --> 00:12:05.080]  我的信箱經常有些「遷體中心」寄來寄去的廣告
[00:12:05.080 --> 00:12:08.080]  不過你記住這是古代的農業社會
[00:12:08.080 --> 00:12:12.080]  農業社會吃一塊肉都沒有什麼機會的
[00:12:12.080 --> 00:12:15.080]  吃肥膏更加是自保 是不是?
[00:12:15.080 --> 00:12:19.080]  所以你知道在利美記那裡的紀錄
[00:12:19.080 --> 00:12:21.080]  燒給神是燒什麼啊?
[00:12:21.080 --> 00:12:25.080]  不是燒一塊瘦肉給神 是燒一塊肥膏給神的
[00:12:25.080 --> 00:12:27.080]  一來神不怕膽固醇
[00:12:27.080 --> 00:12:30.080]  所以神可以吃光那些肥膏
[00:12:30.080 --> 00:12:35.080]  二來因為那塊肥膏在古代的社會是代表最寶貴
[00:12:35.080 --> 00:12:37.080]  即是最棒的那塊東西
[00:12:37.080 --> 00:12:41.080]  有些人可能還記得當年吃豬油膏
[00:12:41.080 --> 00:12:43.080]  肥膏是最棒的那塊東西
[00:12:43.080 --> 00:12:48.080]  所以一個人在古代的社會能夠肥呢?
[00:12:48.080 --> 00:12:49.080]  不簡單的
[00:12:49.080 --> 00:12:53.080]  一定是有肉吃、有肥膏吃才能夠肥
[00:12:53.080 --> 00:12:55.080]  單單只是吃菜哪裡能夠肥呢?
[00:12:55.080 --> 00:12:58.080]  吃菜也能吃到肥 真是很難的
[00:12:58.080 --> 00:13:04.080]  所以這個人肥到眼睛凸了出來
[00:13:04.080 --> 00:13:12.080]  當然作者用一些很誇張甚至卡通化的手法去形容
[00:13:12.080 --> 00:13:16.080]  神祝福他也不用祝福到這個地步
[00:13:16.080 --> 00:13:18.080]  讓他有錢到這個地步
[00:13:18.080 --> 00:13:20.080]  眼睛肥到凸了出來
[00:13:20.080 --> 00:13:23.080]  讓我一見到他就知道他有多麼有錢
[00:13:23.080 --> 00:13:25.080]  不過這樣也不止
[00:13:25.080 --> 00:13:27.080]  剛才明白了 斯人就是說
[00:13:27.080 --> 00:13:31.080]  如果那些壞人的命好
[00:13:31.080 --> 00:13:35.080]  我見不到他也沒有那麼深奧
[00:13:35.080 --> 00:13:37.080]  問題是每天都見不到他
[00:13:37.080 --> 00:13:43.080]  見到他命又好 身體又肥又皮光潤滑
[00:13:43.080 --> 00:13:45.080]  差不多是這樣
[00:13:45.080 --> 00:13:47.080]  見到他的有錢老樣子
[00:13:47.080 --> 00:13:54.080]  而且他們譏笑人憑惡意說欺詐人的話
[00:13:54.080 --> 00:13:59.080]  而且他們狂傲的東西
[00:13:59.080 --> 00:14:02.080]  驕傲如鏈子帶在他們項上
[00:14:02.080 --> 00:14:04.080]  第六節那裡說
[00:14:04.080 --> 00:14:07.080]  他們的問題 斯人第二樣最激氣的是什麼呢?
[00:14:07.080 --> 00:14:10.080]  不但命好 他們還要跟你拼命
[00:14:10.080 --> 00:14:14.080]  經常告訴你他的命有多好
[00:14:14.080 --> 00:14:16.080]  所以他一見到你的時候
[00:14:16.080 --> 00:14:18.080]  他馬上跟你說
[00:14:18.080 --> 00:14:21.080]  我兩個月前又去了哪裡遊浮呢?
[00:14:21.080 --> 00:14:23.080]  去了南極遊浮
[00:14:23.080 --> 00:14:26.080]  見到那些鯨魚好過癮
[00:14:26.080 --> 00:14:27.080]  下次見到他
[00:14:27.080 --> 00:14:29.080]  我剛剛去了北極遊浮
[00:14:29.080 --> 00:14:31.080]  見到北極光好美
[00:14:31.080 --> 00:14:33.080]  再不是展示一隻錶給你看
[00:14:33.080 --> 00:14:36.080]  這隻錶我剛剛在元芳買的
[00:14:36.080 --> 00:14:40.080]  剛剛今年出的 全世界最薄的那隻錶
[00:14:40.080 --> 00:14:42.080]  不過50萬一隻而已
[00:14:42.080 --> 00:14:44.080]  很便宜的 很划算的
[00:14:44.080 --> 00:14:47.080]  那些人就真的氣死你了 是吧?
[00:14:47.080 --> 00:14:49.080]  那些人命好 算了
[00:14:49.080 --> 00:14:51.080]  他住在港島南區那裡
[00:14:51.080 --> 00:14:53.080]  你見不到他 你閉嘴理他
[00:14:53.080 --> 00:14:55.080]  最慘就是那些人在你身邊
[00:14:55.080 --> 00:14:57.080]  又是你的好朋友
[00:14:57.080 --> 00:14:59.080]  還是你認識了幾十年的那些
[00:14:59.080 --> 00:15:02.080]  一見到你就要將他的怎樣好
[00:15:02.080 --> 00:15:04.080]  命好跟你說
[00:15:04.080 --> 00:15:07.080]  你真是氣得跳起來了 是吧?
[00:15:07.080 --> 00:15:10.080]  你可以想像那些人譏諷
[00:15:10.080 --> 00:15:12.080]  有時可能那些人
[00:15:12.080 --> 00:15:14.080]  不知道是不是有意還是無意的
[00:15:14.080 --> 00:15:16.080]  可能他來港也不是有意的
[00:15:16.080 --> 00:15:18.080]  不過聽起來有時就真是
[00:15:18.080 --> 00:15:21.080]  很受不了這些語言 是吧?
[00:15:21.080 --> 00:15:25.080]  你可以想像 譬如你跟一個同事
[00:15:25.080 --> 00:15:26.080]  一起進去工作
[00:15:26.080 --> 00:15:29.080]  你跟A先生一起進某公司工作
[00:15:29.080 --> 00:15:31.080]  你做基督徒 是吧?
[00:15:31.080 --> 00:15:33.080]  所以你做事是很盡責的
[00:15:33.080 --> 00:15:35.080]  老闆讓你做些事
[00:15:35.080 --> 00:15:37.080]  你一定盡心盡性盡意盡力
[00:15:37.080 --> 00:15:39.080]  去做好這份工作
[00:15:39.080 --> 00:15:41.080]  不過你又不會拖大腳
[00:15:41.080 --> 00:15:44.080]  你又不會玩這些所謂的office politics
[00:15:44.080 --> 00:15:46.080]  你不會去討好人的
[00:15:46.080 --> 00:15:48.080]  你在老闆面前是忠忠實實的
[00:15:48.080 --> 00:15:50.080]  你又不會說謊話的
[00:15:50.080 --> 00:15:52.080]  你對人又很有禮貌
[00:15:52.080 --> 00:15:55.080]  隔壁那個A先生跟你一起進公司
[00:15:55.080 --> 00:15:57.080]  A先生是很聰明的
[00:15:57.080 --> 00:15:59.080]  老闆在的時候
[00:15:59.080 --> 00:16:01.080]  做事做到滿頭大汗
[00:16:01.080 --> 00:16:04.080]  頭頭轉轉 好像很賣力那樣
[00:16:04.080 --> 00:16:06.080]  老闆走開了 看不到
[00:16:06.080 --> 00:16:08.080]  他就坐在椅子上 腳在發抖
[00:16:08.080 --> 00:16:10.080]  那些事做不完
[00:16:10.080 --> 00:16:12.080]  他信得過你 他知道你忠實
[00:16:12.080 --> 00:16:14.080]  你一定會補償的 是吧?
[00:16:14.080 --> 00:16:16.080]  所以他就做慢一點 讓你可以負多些責任
[00:16:16.080 --> 00:16:18.080]  讓你可以做快一點
[00:16:18.080 --> 00:16:20.080]  讓你越來越做事精明
[00:16:20.080 --> 00:16:22.080]  然後他見到老闆的時候
[00:16:22.080 --> 00:16:24.080]  很會說話
[00:16:24.080 --> 00:16:27.080]  過時過節可能又會送些東西給老闆
[00:16:27.080 --> 00:16:29.080]  他很知道哪些人
[00:16:29.080 --> 00:16:31.080]  是值得花時間去交朋友
[00:16:31.080 --> 00:16:34.080]  哪些人交朋友是浪費時間的
[00:16:34.080 --> 00:16:37.080]  於是做了幾年之後
[00:16:37.080 --> 00:16:40.080]  結果你的主管走了
[00:16:40.080 --> 00:16:42.080]  升了誰呢? 升了A君
[00:16:42.080 --> 00:16:44.080]  你已經覺得
[00:16:44.080 --> 00:16:46.080]  一個大老闆
[00:16:46.080 --> 00:16:48.080]  有眼無珠都不知道誰是忠臣
[00:16:48.080 --> 00:16:50.080]  已經夠激氣了
[00:16:50.080 --> 00:16:53.080]  誰知道A君升了職之後
[00:16:53.080 --> 00:16:55.080]  還來跟你說
[00:16:55.080 --> 00:16:58.080]  兄弟 我知道你是做基督徒
[00:16:58.080 --> 00:17:00.080]  你不追求這些東西的
[00:17:00.080 --> 00:17:02.080]  你不追求升職的 我明白
[00:17:02.080 --> 00:17:04.080]  所以我都很喜歡你
[00:17:04.080 --> 00:17:06.080]  我知道你是好人
[00:17:06.080 --> 00:17:08.080]  不過老實說
[00:17:08.080 --> 00:17:10.080]  這個世界做人都是要
[00:17:10.080 --> 00:17:12.080]  講一下 演一下戲的
[00:17:12.080 --> 00:17:14.080]  都要演一場戲的
[00:17:14.080 --> 00:17:16.080]  算了 你不演戲
[00:17:16.080 --> 00:17:18.080]  你繼續坐這個位置 坐到退休
[00:17:18.080 --> 00:17:20.080]  不過你都是我的朋友
[00:17:20.080 --> 00:17:22.080]  將來你有什麼需要
[00:17:22.080 --> 00:17:24.080]  跟我說一聲
[00:17:24.080 --> 00:17:26.080]  我一定會幫你的
[00:17:26.080 --> 00:17:29.080]  特別是你什麼時候想升職的時候
[00:17:29.080 --> 00:17:32.080]  想我過幾招給你的時候
[00:17:32.080 --> 00:17:35.080]  找我 我一定跟你說的
[00:17:35.080 --> 00:17:37.080]  你可以想像
[00:17:37.080 --> 00:17:39.080]  有個同事這樣跟你說
[00:17:39.080 --> 00:17:41.080]  可能你想一鎚扁他的鼻子
[00:17:41.080 --> 00:17:43.080]  你升職就去你的吧
[00:17:43.080 --> 00:17:46.080]  還要在我面前說風涼話
[00:17:46.080 --> 00:17:48.080]  這個私人覺得
[00:17:48.080 --> 00:17:50.080]  怎麼搞的
[00:17:50.080 --> 00:17:52.080]  不過私人覺得
[00:17:52.080 --> 00:17:55.080]  這樣都不是他最難過的地方
[00:17:55.080 --> 00:17:57.080]  這樣都還不是最難過
[00:17:57.080 --> 00:17:59.080]  最難過
[00:17:59.080 --> 00:18:01.080]  9節就講到
[00:18:01.080 --> 00:18:03.080]  私人很誇張的字眼
[00:18:03.080 --> 00:18:05.080]  上天又誹謗傳遞
[00:18:05.080 --> 00:18:08.080]  那些壞人說的話 夠了挑剔
[00:18:08.080 --> 00:18:10.080]  不過都不夠慘
[00:18:10.080 --> 00:18:11.080]  最慘是第三
[00:18:11.080 --> 00:18:13.080]  所以神的文
[00:18:13.080 --> 00:18:17.080]  歸到者了 喝盡了滿杯的苦水
[00:18:17.080 --> 00:18:21.080]  他們說神怎能曉得至高者豈有知識呢
[00:18:21.080 --> 00:18:27.080]  這裡和合本就譯得不是很好
[00:18:27.080 --> 00:18:30.080]  和合本就譯得不是很好
[00:18:30.080 --> 00:18:33.080]  神的文
[00:18:33.080 --> 00:18:38.080]  這裡當然是指本來熟耶和華的文
[00:18:38.080 --> 00:18:40.080]  歸到者裡
[00:18:40.080 --> 00:18:41.080]  這裡是哪裏呢
[00:18:41.080 --> 00:18:45.080]  應該是指那些惡人的地方
[00:18:45.080 --> 00:18:47.080]  他們歸邊了 去了惡人那裡
[00:18:47.080 --> 00:18:50.080]  喝盡了滿杯的苦水
[00:18:50.080 --> 00:18:54.080]  原本直接的翻譯是喝了大量的水
[00:18:54.080 --> 00:18:56.080]  他們去了惡人那邊
[00:18:56.080 --> 00:18:58.080]  喝了大量的水
[00:18:58.080 --> 00:19:01.080]  當然照字面解釋是有點奇怪的
[00:19:01.080 --> 00:19:03.080]  為甚麼去了那裡就喝了很多水呢
[00:19:03.080 --> 00:19:06.080]  甚麼意思呢 喝了很多水
[00:19:06.080 --> 00:19:12.080]  所以和合本就加了一個苦字
[00:19:12.080 --> 00:19:14.080]  了解就是他們因為跟了惡人
[00:19:14.080 --> 00:19:16.080]  所以吃盡苦了
[00:19:16.080 --> 00:19:21.080]  但是在這個處境應該是這樣翻譯是錯的
[00:19:21.080 --> 00:19:24.080]  因為他們強調的是惡人順利
[00:19:24.080 --> 00:19:28.080]  所以和合本就譯得比較好一點
[00:19:28.080 --> 00:19:30.080]  所以和合本就譯了
[00:19:30.080 --> 00:19:35.080]  所以他的百姓 也就是耶和華的百姓
[00:19:35.080 --> 00:19:37.080]  都歸到者裡了
