
[00:00:00.000 --> 00:00:03.560]  今日的題目是列國之光
[00:07:13.800 --> 00:07:15.400]  所以很靜的
[00:07:15.400 --> 00:07:17.800]  一個神的僕人可以很靜的
[00:07:17.800 --> 00:07:19.800]  他也可以很嘈的
[00:07:19.800 --> 00:07:22.800]  看什麼時間靜什麼時間嘈
[00:07:22.800 --> 00:07:24.800]  神的僕人有時是很大聲的
[00:07:24.800 --> 00:07:27.800]  有時神的僕人是可以很安靜的
[00:07:27.800 --> 00:07:28.800]  OK
[00:07:28.800 --> 00:07:32.600]  然後中間我們見到有五節的聖經
[00:07:32.600 --> 00:07:35.000]  解釋為什麼他可以
[00:07:35.000 --> 00:07:36.600]  和什麼時間
[00:07:36.600 --> 00:07:38.000]  什麼原因他會靜
[00:07:38.000 --> 00:07:39.400]  什麼時間他會嘈
[00:07:39.400 --> 00:07:40.000]  好了
[00:07:40.000 --> 00:07:41.600]  我們一層一層去拆
[00:07:41.600 --> 00:07:43.800]  拆那些洋蔥
[00:07:43.800 --> 00:07:46.400]  現在我們先看看外面那層
[00:07:46.400 --> 00:07:48.800]  首先我們看前面那四節
[00:07:48.800 --> 00:07:51.200]  我自己在讀的時候剛才說了
[00:07:51.200 --> 00:07:54.200]  是說到神的僕人的靜
[00:07:54.200 --> 00:07:56.800]  他是謙卑的
[00:07:56.800 --> 00:07:58.200]  他是柔和的
[00:07:58.200 --> 00:07:59.600]  他是忍耐的
[00:07:59.600 --> 00:08:03.600]  他這個謙卑、柔和、忍耐是他的氣質
[00:08:03.600 --> 00:08:06.000]  但在這裏我們承認聖經
[00:08:06.000 --> 00:08:08.600]  是很清楚的說到神說
[00:08:08.600 --> 00:08:12.800]  我揀選你來做一樣很重要的事情
[00:08:12.800 --> 00:08:16.200]  因為這四節聖經重複出現幾次
[00:08:16.200 --> 00:08:19.200]  重複了三次
[00:08:19.200 --> 00:08:21.200]  是說到他有個使命
[00:08:21.200 --> 00:08:22.600]  就是什麼呢
[00:08:22.600 --> 00:08:24.400]  他的使命就是將
[00:08:24.400 --> 00:08:25.400]  第一節生理的那裏
[00:08:25.400 --> 00:08:28.000]  將公理大及萬國
[00:08:28.000 --> 00:08:31.000]  這個公理中文也不是很好的
[00:08:31.000 --> 00:08:32.600]  其實很簡單的原文
[00:08:32.600 --> 00:08:34.400]  就是Miss Park這個字
[00:08:34.400 --> 00:08:36.400]  其實在希伯來文就是
[00:08:36.400 --> 00:08:38.200]  正義、公義
[00:08:38.200 --> 00:08:39.200]  就是這麼簡單
[00:08:39.200 --> 00:08:42.000]  最普通就是Justice
[00:08:42.000 --> 00:08:44.200]  公義、公理
[00:08:44.200 --> 00:08:46.000]  所以神的僕人
[00:08:46.000 --> 00:08:47.600]  神有個目的給他的
[00:08:47.600 --> 00:08:49.600]  他選立他
[00:08:49.600 --> 00:08:51.400]  他能夠安排他
[00:08:51.400 --> 00:08:53.400]  這個他出現的時候
[00:08:53.400 --> 00:08:55.200]  他一定有一個使命
[00:08:55.200 --> 00:09:02.000]  這個使命就是能夠帶來公義給萬國
[00:09:02.000 --> 00:09:04.200]  跟著我剛才所讀到的題目
[00:09:04.200 --> 00:09:07.600]  是成為萬國列國之光
[00:09:07.600 --> 00:09:08.400]  好了
[00:09:08.400 --> 00:09:13.200]  說到公理、正義、大及萬國
[00:09:13.200 --> 00:09:17.800]  說到正義、公理
[00:09:17.800 --> 00:09:19.000]  就有一點敏感的了
[00:09:19.000 --> 00:09:21.400]  現在我知道香港
[00:09:21.400 --> 00:09:23.600]  所以今天我也不怕敏感
[00:09:23.600 --> 00:09:25.400]  跟大家說一下
[00:09:25.400 --> 00:09:28.800]  一說到正義
[00:09:28.800 --> 00:09:33.000]  我們就想起
[00:09:33.000 --> 00:09:36.600]  我們快要有立法會選舉了
[00:09:36.600 --> 00:09:37.800]  想起正義
[00:09:37.800 --> 00:09:42.000]  我們想起一些衝擊立法會的場面
[00:09:42.000 --> 00:09:44.400]  這些通常到了我們今天香港
[00:09:44.400 --> 00:09:48.600]  想起要爭取正義的人
[00:09:48.600 --> 00:09:50.400]  熱血的
[00:09:50.400 --> 00:09:54.600]  都是這樣的一個形象
[00:09:54.600 --> 00:09:56.600]  我自己一邊看聖經的時候
[00:09:56.600 --> 00:09:57.200]  我就說
[00:09:57.200 --> 00:10:00.800]  主神的僕人正在爭取正義
[00:10:00.800 --> 00:10:05.800]  為什麼他們的形象不是一樣的呢?
[00:10:05.800 --> 00:10:08.000]  首先問什麼叫正義
[00:10:08.000 --> 00:10:09.600]  很多時候我們說了
[00:10:09.600 --> 00:10:12.800]  不斷在報紙、在傳媒
[00:10:12.800 --> 00:10:13.800]  在我們周圍的人裡面
[00:10:13.800 --> 00:10:16.200]  甚至我們討論到
[00:10:16.200 --> 00:10:18.400]  面紅耳赤都是在說正義
[00:10:18.400 --> 00:10:21.600]  什麼叫正義?
[00:10:21.600 --> 00:10:22.600]  簡單來說
[00:10:22.600 --> 00:10:26.800]  我覺得希臘哲學家亞里士多德
[00:10:26.800 --> 00:10:29.800]  亞里士多德說得很好的
[00:10:29.800 --> 00:10:33.200]  他說正義就是能夠真正
[00:10:33.200 --> 00:10:34.600]  怎樣才能夠正義呢?
[00:10:34.600 --> 00:10:39.200]  真正的正義就是掌握一個正確的比例
[00:10:39.200 --> 00:10:40.800]  accurate proportion
[00:10:40.800 --> 00:10:43.400]  正義不是每個人一樣
[00:10:43.400 --> 00:10:46.400]  正義不是每個人完全相同
[00:10:46.400 --> 00:10:50.400]  正義是那些應該得到多的
[00:10:50.400 --> 00:10:52.000]  你給多一點
[00:10:52.000 --> 00:10:53.800]  那些不應該得到那麼多的
[00:10:53.800 --> 00:10:55.400]  給少一點
[00:10:55.400 --> 00:10:57.400]  我知的人第一個反應是
[00:10:57.400 --> 00:10:58.400]  這個叫正義?
[00:10:58.400 --> 00:10:59.200]  你想想是不是?
[00:10:59.200 --> 00:11:01.000]  這個才是真正的正義
[00:11:01.000 --> 00:11:03.400]  如果你做事多一點
[00:11:03.400 --> 00:11:05.400]  他做事少一點
[00:11:05.400 --> 00:11:06.800]  你跟他一樣的薪水
[00:11:06.800 --> 00:11:08.000]  這個就不正義了
[00:11:08.000 --> 00:11:08.600]  是不是?
[00:11:08.600 --> 00:11:10.400]  你做事多一點
[00:11:10.400 --> 00:11:12.200]  你就要多一點薪水
[00:11:12.200 --> 00:11:13.600]  你做事少一點
[00:11:13.600 --> 00:11:15.400]  你做事少一點就少一點薪水
[00:11:15.400 --> 00:11:18.800]  你不做事就沒有薪水
[00:11:18.800 --> 00:11:19.800]  所以你捱
[00:11:19.800 --> 00:11:20.400]  你肯捱
[00:11:20.400 --> 00:11:21.600]  你肯努力
[00:11:21.600 --> 00:11:25.200]  是活該你發達的
[00:11:25.200 --> 00:11:27.400]  如果你做了幾個星期
[00:11:27.400 --> 00:11:30.400]  你就嫌辛苦不去做
[00:11:30.400 --> 00:11:32.600]  又埋怨說為什麼我買不到房子呢?
[00:11:32.600 --> 00:11:35.200]  這個不是正義
[00:11:35.200 --> 00:11:37.000]  對不起
[00:11:37.000 --> 00:11:40.200]  正義是在於究竟你付出多少
[00:11:40.200 --> 00:11:42.400]  值得給多的多
[00:11:42.400 --> 00:11:45.000]  值得給少的就不要給那麼多
[00:11:45.000 --> 00:11:48.600]  這個才是真正的正義
[00:11:48.600 --> 00:11:50.600]  所以今天我們很多時候
[00:11:50.600 --> 00:11:53.200]  我們發覺我們見到的
[00:11:53.200 --> 00:11:56.400]  正義好像搞錯了
[00:11:56.400 --> 00:11:58.200]  就是大家一樣那麼多
[00:11:58.200 --> 00:11:59.200]  這個就是正義
[00:11:59.200 --> 00:12:00.200]  這個不是正義
[00:12:00.200 --> 00:12:02.600]  反而不是一個真正的正義
[00:12:02.600 --> 00:12:04.600]  我們神的僕人
[00:12:04.600 --> 00:12:06.200]  這裡所描述的
[00:12:06.200 --> 00:12:08.400]  第二個很特別的地方
[00:12:08.400 --> 00:12:12.400]  他就是要用一個
[00:12:12.400 --> 00:12:16.000]  安靜柔和的方式
[00:12:16.000 --> 00:12:17.800]  來達到正義
[00:12:17.800 --> 00:12:19.600]  這個又是第二個
[00:12:19.600 --> 00:12:21.400]  跟我們今天所看見的
[00:12:21.400 --> 00:12:25.400]  未必一定完全相同的圖畫
[00:12:25.400 --> 00:12:27.400]  如果你看這段聖經
[00:12:27.400 --> 00:12:29.400]  你數一下
[00:12:29.400 --> 00:12:32.400]  我就數到有七個的不字
[00:12:32.400 --> 00:12:34.200]  即是有七樣東西他不做的
[00:12:34.200 --> 00:12:36.000]  不是他做了什麼
[00:12:36.000 --> 00:12:38.600]  他七樣東西是不會做的
[00:12:38.600 --> 00:12:40.600]  他是不呼喊
[00:12:40.600 --> 00:12:42.200]  不揚聲
[00:12:42.200 --> 00:12:45.200]  不叫人在街上聽見他的聲音
[00:12:45.200 --> 00:12:48.000]  壓傷的爐位他不截斷
[00:12:48.000 --> 00:12:51.400]  張顫的燈火他不催眠
[00:12:51.400 --> 00:12:55.200]  他不灰心不沮喪
[00:12:55.200 --> 00:12:59.000]  這裡是表達了這個
[00:12:59.000 --> 00:13:02.200]  神的僕人那種氣質
[00:13:02.200 --> 00:13:03.800]  那種氣質是
[00:13:03.800 --> 00:13:04.800]  我將它大概
[00:13:04.800 --> 00:13:07.000]  你看到我的大綱那裡
[00:13:07.000 --> 00:13:10.200]  大概我看見有三種最重要的氣質
[00:13:10.200 --> 00:13:11.200]  第一
[00:13:11.200 --> 00:13:13.000]  他採取的方式
[00:13:13.000 --> 00:13:17.800]  不是用強權和鬥爭的方法來做的
[00:13:17.800 --> 00:13:19.000]  神的僕人這裡很清楚
[00:13:19.000 --> 00:13:20.200]  他不呼喊不揚聲
[00:13:20.200 --> 00:13:23.000]  他不是在街上叫
[00:13:23.000 --> 00:13:25.000]  他是默默的來做
[00:13:25.000 --> 00:13:27.400]  他能夠做多少就做多少
[00:13:27.400 --> 00:13:29.800]  然後他用什麼呢
[00:13:29.800 --> 00:13:32.200]  第一方面對於那些弱者
[00:13:32.200 --> 00:13:33.800]  那些不足夠的
[00:13:33.800 --> 00:13:35.200]  那些有需要的
[00:13:35.200 --> 00:13:36.600]  那些不幸的
[00:13:36.600 --> 00:13:40.200]  他就施以額外的援手
[00:13:40.200 --> 00:13:42.600]  和恩慈對待那些弱者
[00:13:42.600 --> 00:13:43.600]  這裡
[00:13:43.600 --> 00:13:47.200]  那些張顫的燈火
[00:13:47.200 --> 00:13:48.600]  壓傷的蘆葦
[00:13:48.600 --> 00:13:50.600]  這是用一個文學的表達
[00:13:50.600 --> 00:13:54.000]  他用一種溫柔柔和
[00:13:54.000 --> 00:13:56.800]  甚至加倍的恩典
[00:13:56.800 --> 00:13:58.800]  那種愛護
[00:13:58.800 --> 00:14:03.200]  去讓他繼續生長下去
[00:14:03.200 --> 00:14:04.400]  生存下去
[00:14:04.400 --> 00:14:05.800]  這個就是
[00:14:05.800 --> 00:14:09.800]  神的僕人所做的方式
[00:14:09.800 --> 00:14:11.400]  恩慈的
[00:14:11.400 --> 00:14:14.400]  他是溫柔的
[00:14:14.400 --> 00:14:16.800]  然後他做的時候
[00:14:16.800 --> 00:14:18.800]  當然碰到很多的困難
[00:14:18.800 --> 00:14:22.000]  很多的反對困難的時候
[00:14:22.000 --> 00:14:24.400]  他是用他的忍耐
[00:14:24.400 --> 00:14:25.800]  不沮喪
[00:14:25.800 --> 00:14:27.000]  不灰心
[00:14:27.000 --> 00:14:28.800]  這種的韌力
[00:14:28.800 --> 00:14:32.800]  是用韌力來面對
[00:14:32.800 --> 00:14:34.800]  其實我說了這麼多
[00:14:34.800 --> 00:14:36.200]  我相信你和我
[00:14:36.200 --> 00:14:38.200]  可能都會和我一樣
[00:14:38.200 --> 00:14:39.800]  想起的就是
[00:14:39.800 --> 00:14:41.400]  主耶穌的榜樣
[00:14:41.400 --> 00:14:43.400]  耶穌就是這樣
[00:14:43.400 --> 00:14:44.800]  無論你怎麼說
[00:14:44.800 --> 00:14:46.200]  耶穌在世的時候
[00:14:46.200 --> 00:14:48.200]  就是剛才那幅圖畫
[00:14:48.200 --> 00:14:50.800]  他不張揚
[00:14:50.800 --> 00:14:54.200]  我和大家都說過了
[00:14:54.200 --> 00:14:56.200]  五餅二魚是他那個
[00:14:56.200 --> 00:14:58.000]  侍奉的活動
[00:14:58.000 --> 00:14:59.400]  公開活動的高峰
[00:14:59.400 --> 00:15:01.600]  五個餅兩條魚
[00:15:01.600 --> 00:15:03.200]  餵飽五千人
[00:15:03.200 --> 00:15:04.800]  你是不是死得厲害
[00:15:04.800 --> 00:15:06.000]  聖經說
[00:15:06.000 --> 00:15:07.400]  約翰福音第六章那裡說
[00:15:07.400 --> 00:15:09.200]  那些人蜂擁成很嗨
[00:15:09.200 --> 00:15:10.400]  用今天的說話來說
[00:15:10.400 --> 00:15:11.600]  瘋狂的說
[00:15:11.600 --> 00:15:12.400]  哇
[00:15:12.400 --> 00:15:13.200]  怎麼辦
[00:15:13.200 --> 00:15:14.800]  這個人五個餅兩條魚
[00:15:14.800 --> 00:15:15.800]  我們就吃飽一餐
[00:15:15.800 --> 00:15:17.000]  然後他就沒死
[00:15:17.000 --> 00:15:18.400]  於是聖經說
[00:15:18.400 --> 00:15:20.600]  那些人就想他立他做皇帝
[00:15:20.600 --> 00:15:21.200]  哇
[00:15:21.200 --> 00:15:22.400]  這個不就是一切
[00:15:22.400 --> 00:15:26.200]  所有能夠做到的最高峰
[00:15:26.200 --> 00:15:28.400]  大家記得我們的主耶穌基督
[00:15:28.400 --> 00:15:30.000]  他的反應是怎麼樣
[00:15:30.000 --> 00:15:31.400]  我和大家說過
[00:15:31.400 --> 00:15:32.200]  他沒有說轉身
[00:15:32.200 --> 00:15:34.200]  多謝各位鄉親父老
[00:15:34.200 --> 00:15:35.200]  這麼給小弟面子
[00:15:35.200 --> 00:15:37.000]  我弄幾下東西你玩玩
[00:15:37.000 --> 00:15:38.600]  沒有的
[00:15:38.600 --> 00:15:40.400]  他轉身就走
[00:15:40.400 --> 00:15:41.800]  他馬上走
[00:15:41.800 --> 00:15:42.600]  是不是
[00:15:42.600 --> 00:15:45.400]  那些群眾最轟動的時候
[00:15:45.400 --> 00:15:46.600]  他講一句話
[00:15:46.600 --> 00:15:48.200]  那些人就幫他拼命了
[00:15:48.200 --> 00:15:49.200]  是不是
[00:15:49.200 --> 00:15:50.600]  這個大家知道群眾運動
[00:15:50.600 --> 00:15:52.400]  他當時只要講一句
[00:15:52.400 --> 00:15:54.000]  羅馬人
[00:15:54.000 --> 00:15:55.800]  打殘他
[00:15:55.800 --> 00:15:56.200]  不好意思
[00:15:56.200 --> 00:15:57.400]  我講了昨晚那句
[00:15:57.400 --> 00:15:58.200]  有些人
[00:15:58.200 --> 00:15:58.400]  是不是
[00:15:58.400 --> 00:15:59.400]  打殘中國
[00:15:59.400 --> 00:16:01.200]  他們說要
[00:16:01.200 --> 00:16:04.400]  一萬幾人
[00:16:04.400 --> 00:16:05.400]  我不是說
[00:16:05.400 --> 00:16:07.200]  因為他五千人
[00:16:07.200 --> 00:16:08.800]  是計男人
[00:16:08.800 --> 00:16:10.200]  五餅魚那次
[00:16:10.200 --> 00:16:11.000]  還有女孩子
[00:16:11.000 --> 00:16:11.800]  還有小孩
[00:16:11.800 --> 00:16:13.000]  還有女人
[00:16:13.000 --> 00:16:14.000]  還有很多
[00:16:14.000 --> 00:16:14.400]  加起來
[00:16:14.400 --> 00:16:15.400]  我相信
[00:16:15.400 --> 00:16:17.000]  可能過萬人
[00:16:17.000 --> 00:16:18.600]  這個群眾的勢力
[00:16:18.600 --> 00:16:20.400]  一下就可以打下去
[00:16:20.400 --> 00:16:21.200]  但是我們主耶穌
[00:16:21.200 --> 00:16:24.600]  沒有運用這個機緣
[00:16:24.600 --> 00:16:25.800]  甚至都不是他發動
[00:16:25.800 --> 00:16:28.600]  就算這個機緣來到他走
[00:16:28.600 --> 00:16:29.600]  馬上走
[00:16:29.600 --> 00:16:31.800]  耶穌就馬上坐船
[00:16:31.800 --> 00:16:33.000]  就過加利利海道
[00:16:33.000 --> 00:16:34.400]  回到他的故鄉那裡
[00:16:34.400 --> 00:16:35.800]  加伯隆那些
[00:16:35.800 --> 00:16:37.600]  芝麻綠豆的城市那裡
[00:16:37.600 --> 00:16:38.800]  躲起來
[00:16:38.800 --> 00:16:40.800]  不想他們那麼興奮
[00:16:40.800 --> 00:16:43.200]  誰知道他坐船去到的時候
[00:16:43.200 --> 00:16:45.800]  他們沿著加利利海
[00:16:45.800 --> 00:16:47.600]  陸路走到去找他
[00:16:47.600 --> 00:16:48.600]  耶穌說
