
[00:00:00.000 --> 00:00:06.680]  今天我們分享的題目是馬可不下的耶穌
[00:01:35.000 --> 00:01:35.960]  很有趣
[00:01:35.960 --> 00:01:37.760]  小時候我都怕鬼
[00:01:37.760 --> 00:01:40.800]  我記得中一中二都怕鬼
[00:01:40.800 --> 00:01:47.240]  我外婆住在七層的洗字區
[00:01:47.240 --> 00:01:51.360]  連洗澡去廁所都要出外
[00:01:51.360 --> 00:01:52.800]  我很害怕
[00:01:52.800 --> 00:01:54.800]  每次去我外婆家睡
[00:01:54.800 --> 00:01:57.680]  晚上都會找我表弟陪我一起去
[00:01:57.680 --> 00:01:59.240]  你跟我去吧
[00:01:59.240 --> 00:02:02.600]  去廁所
[00:02:02.600 --> 00:02:03.200]  很害怕
[00:02:03.200 --> 00:02:04.680]  我們小時候都很害怕
[00:02:04.680 --> 00:02:06.400]  我和我表弟
[00:02:06.440 --> 00:02:09.000]  我人生至少有兩次
[00:02:09.000 --> 00:02:12.280]  和靈界有接觸的經驗
[00:02:12.280 --> 00:02:14.280]  第一次就是那時候和我表弟
[00:02:14.280 --> 00:02:16.320]  下去那些七層樓
[00:02:16.320 --> 00:02:19.840]  我們兩個一起都看到
[00:02:19.840 --> 00:02:23.520]  我們都很相信是鬼的物體
[00:02:23.520 --> 00:02:25.320]  如果一個人看到就是幻覺
[00:02:25.320 --> 00:02:26.760]  之後我們這麼多年
[00:02:26.760 --> 00:02:29.400]  描述所看到的
[00:02:29.400 --> 00:02:31.000]  是一模一樣
[00:02:31.000 --> 00:02:33.200]  我們都真的很怕鬼
[00:02:33.200 --> 00:02:35.480]  結果我表弟中二的時候
[00:02:35.480 --> 00:02:38.080]  就來溫哥華讀書
[00:02:38.080 --> 00:02:39.040]  他來溫哥華讀書
[00:02:39.040 --> 00:02:40.520]  有一次他寫信給我
[00:02:40.520 --> 00:02:42.560]  那時候還是寫信的
[00:02:42.560 --> 00:02:43.400]  寫信給我
[00:02:43.400 --> 00:02:46.760]  表哥 我不怕鬼
[00:02:46.760 --> 00:02:48.520]  一來溫哥華就不怕鬼
[00:02:48.520 --> 00:02:49.800]  第一天就不怕鬼
[00:02:49.800 --> 00:02:52.240]  晚上自己一個在哪裡走都不怕鬼
[00:02:52.240 --> 00:02:55.920]  是不是因為溫哥華沒有鬼呢
[00:02:55.920 --> 00:02:58.960]  你說到處都是鬼
[00:02:58.960 --> 00:03:02.560]  不是那些鬼
[00:03:02.560 --> 00:03:04.640]  是不是溫哥華沒有鬼呢
[00:03:04.640 --> 00:03:06.040]  之後我再和他聊天
[00:03:06.040 --> 00:03:07.720]  我說為什麼你不怕
[00:03:07.720 --> 00:03:12.160]  他說這裡都沒有電梯
[00:03:12.160 --> 00:03:15.280]  這裡又沒有工廠區
[00:03:15.280 --> 00:03:17.000]  你明不明白他說什麼
[00:03:17.000 --> 00:03:19.680]  當然不是說香港的鬼
[00:03:19.680 --> 00:03:20.640]  拿不到工作許可
[00:03:20.640 --> 00:03:21.920]  所以來不了
[00:03:21.920 --> 00:03:23.000]  或者申請得久
[00:03:23.000 --> 00:03:23.800]  不是
[00:03:23.800 --> 00:03:24.480]  是不是
[00:03:24.480 --> 00:03:26.000]  而是說從小到大
[00:03:26.000 --> 00:03:28.480]  我們怕那些鬼
[00:03:28.480 --> 00:03:30.480]  樣子是怎樣的
[00:03:30.480 --> 00:03:31.880]  醜樣
[00:03:31.880 --> 00:03:33.880]  可能有一道符
[00:03:33.880 --> 00:03:35.360]  然後又不知道怎樣
[00:03:35.360 --> 00:03:36.160]  但是來到溫哥華
[00:03:36.160 --> 00:03:37.920]  沒有那些情景
[00:03:37.920 --> 00:03:39.680]  以前很怕搭電梯
[00:03:39.680 --> 00:03:42.720]  一搭電梯就很怕有鬼
[00:03:42.720 --> 00:03:44.520]  又沒有那些東西
[00:03:44.520 --> 00:03:47.440]  其實你有沒有想過為什麼會這樣
[00:03:47.440 --> 00:03:51.160]  其實就是和我們從小到大的文化有關
[00:03:51.160 --> 00:03:52.320]  其中一樣東西
[00:03:52.320 --> 00:03:55.080]  所以在基督教神學裡面
[00:03:55.080 --> 00:03:56.640]  有一個學科
[00:03:56.640 --> 00:03:59.600]  或者有一個研究叫做鬼魔學
[00:03:59.600 --> 00:04:01.280]  或者魔鬼學
[00:04:01.280 --> 00:04:04.080]  當我看楊蒙谷這本叫做魔域眾生的時候
[00:04:04.080 --> 00:04:05.680]  楊蒙谷牧師
[00:04:05.680 --> 00:04:06.720]  他就讓我們知道
[00:04:06.720 --> 00:04:09.440]  原來我們說怕鬼
[00:04:09.440 --> 00:04:12.240]  和我們的文化很有關
[00:04:12.240 --> 00:04:13.120]  而另一方面
[00:04:13.120 --> 00:04:15.400]  其實鬼也很厲害
[00:04:15.400 --> 00:04:20.880]  用我們所怕的來搞擾我們
[00:04:20.880 --> 00:04:23.120]  有些時候他會用我們怕
[00:04:23.120 --> 00:04:24.440]  但是有些時候
[00:04:24.440 --> 00:04:26.680]  如果你說外國的人不是很怕
[00:04:26.680 --> 00:04:28.760]  但是他用了另一種方法
[00:04:28.760 --> 00:04:30.760]  使你完全不怕他
[00:04:30.760 --> 00:04:32.800]  還覺得他很nice
[00:04:32.800 --> 00:04:36.840]  還要找個日子去裝扮他
[00:04:36.840 --> 00:04:39.480]  其實可能他用一些形式
[00:04:39.480 --> 00:04:41.400]  來迷惑不同的人
[00:04:41.400 --> 00:04:43.840]  所以今天很想藉著一段時間
[00:04:43.840 --> 00:04:45.880]  我們從聖經去認識
[00:04:45.880 --> 00:04:49.840]  究竟聖經怎樣說魔鬼
[00:04:49.840 --> 00:04:53.360]  而耶穌和魔鬼究竟是什麼關係呢
[00:04:53.360 --> 00:04:55.840]  兩個字就是敵對的關係
[00:04:55.840 --> 00:04:57.880]  在路加福音4:13那裡說
[00:04:57.880 --> 00:05:00.760]  魔鬼用完了各樣的試探
[00:05:00.760 --> 00:05:02.360]  就離開了耶穌
[00:05:02.360 --> 00:05:05.320]  在等時機
[00:05:05.320 --> 00:05:07.000]  這個敵對關係可以說是
[00:05:07.000 --> 00:05:10.400]  由耶穌準備侍奉之前
[00:05:10.400 --> 00:05:12.520]  是有四十週年在曠野
[00:05:12.520 --> 00:05:15.000]  接受了魔鬼的試探
[00:05:15.000 --> 00:05:18.280]  這個試探完全是上帝所容許
[00:05:18.280 --> 00:05:19.760]  你記得你看回聖經
[00:05:19.760 --> 00:05:23.400]  是聖靈引領耶穌去到
[00:05:23.400 --> 00:05:25.320]  魔鬼用了很多不同的方法
[00:05:25.320 --> 00:05:26.320]  最後都失敗
[00:05:26.320 --> 00:05:27.640]  所以這套聖經說
[00:05:27.640 --> 00:05:29.480]  完了各樣的試探
[00:05:29.480 --> 00:05:30.840]  就離開了耶穌
[00:05:30.840 --> 00:05:32.760]  在等時機
[00:05:32.760 --> 00:05:35.440]  所以當我們看路加福音的時候
[00:05:35.440 --> 00:05:36.560]  我們已經開始知道
[00:05:36.560 --> 00:05:37.800]  在第一章
[00:05:37.800 --> 00:05:39.600]  當耶穌去到會堂的時候
[00:05:39.600 --> 00:05:42.960]  已經有一個被污鬼附著的人
[00:05:42.960 --> 00:05:46.000]  你可以說當時的耶穌的時代
[00:05:46.000 --> 00:05:48.400]  魔鬼用什麼方法去搞擾人呢
[00:05:48.400 --> 00:05:50.000]  其中一樣最常見
[00:05:50.000 --> 00:05:51.560]  在聖經見到的現象
[00:05:51.560 --> 00:05:53.600]  就是附
[00:05:53.600 --> 00:05:55.400]  就是附在別人的身上
[00:05:55.400 --> 00:05:57.760]  廣東話叫鬼上身
[00:05:57.760 --> 00:06:00.080]  就是附在一個人的身上
[00:06:00.080 --> 00:06:01.760]  耶穌遇到那個人
[00:06:01.760 --> 00:06:02.920]  那個人是被鬼附著
[00:06:02.920 --> 00:06:04.800]  然後那個人就喊叫
[00:06:04.800 --> 00:06:05.880]  他說什麼呢
[00:06:05.880 --> 00:06:08.880]  那些拿撒勒人的耶穌
[00:06:08.880 --> 00:06:11.080]  我們和你有什麼關係
[00:06:11.080 --> 00:06:13.040]  你來滅我們
[00:06:13.040 --> 00:06:14.320]  我知道你是誰
[00:06:14.320 --> 00:06:16.080]  是神的聖者
[00:06:16.080 --> 00:06:17.120]  其實當時在場
[00:06:17.120 --> 00:06:18.440]  在會堂的人都不知道
[00:06:18.440 --> 00:06:21.200]  耶穌有這麼重要的身份
[00:06:21.200 --> 00:06:22.960]  但是鬼就知道
[00:06:22.960 --> 00:06:28.240]  鬼知道這個耶穌是神的聖者
[00:06:28.240 --> 00:06:29.080]  以前看的時候
[00:06:29.080 --> 00:06:30.360]  不知道大家有沒有留意
[00:06:30.360 --> 00:06:33.000]  那個人用我們
[00:06:33.000 --> 00:06:35.080]  為什麼會是眾數的呢
[00:06:35.080 --> 00:06:36.760]  為什麼會是眾數的呢
[00:06:36.760 --> 00:06:37.840]  有沒有可能
[00:06:37.840 --> 00:06:41.640]  一個人身上有多過一隻鬼
[00:06:41.640 --> 00:06:42.200]  有啊
[00:06:42.200 --> 00:06:43.240]  一會兒你看下去就知道
[00:06:43.240 --> 00:06:45.400]  可以多成什麼呢
[00:06:45.400 --> 00:06:46.920]  當耶穌在這一刻
[00:06:46.920 --> 00:06:48.960]  將鬼趕走的時候
[00:06:48.960 --> 00:06:50.560]  其他人很驚訝
[00:06:50.560 --> 00:06:51.680]  他說眾人都驚訝
[00:06:51.680 --> 00:06:53.680]  以至彼此對問
[00:06:53.680 --> 00:06:55.120]  發生什麼事了
[00:06:55.120 --> 00:06:56.920]  這是一個新的道理
[00:06:56.920 --> 00:07:00.520]  因為連鬼都要聽耶穌的吩咐
[00:07:00.520 --> 00:07:04.200]  因為耶穌用權柄去吩咐了污鬼
[00:07:04.200 --> 00:07:06.600]  連污鬼都聽從他
[00:07:06.600 --> 00:07:07.200]  所以第一個
[00:07:07.200 --> 00:07:08.480]  如果在街上有人問你
[00:07:08.480 --> 00:07:10.520]  哇 耶穌是怎樣的
[00:07:10.520 --> 00:07:11.800]  你說耶穌其中一樣東西
[00:07:11.800 --> 00:07:14.760]  就是有權柄可以去趕走鬼
[00:07:14.760 --> 00:07:20.600]  就是說靈界都要聽耶穌的話
[00:07:20.600 --> 00:07:22.280]  來到今天主要我們分享的
[00:07:22.280 --> 00:07:25.200]  兩段有關魔鬼的經文
[00:07:25.200 --> 00:07:27.560]  第一段 馬科宗三章十四節
[00:07:27.560 --> 00:07:29.880]  當時耶穌設立了十二個人
[00:07:29.880 --> 00:07:32.040]  又稱他們為使徒
[00:07:32.040 --> 00:07:34.640]  要他們常和自己同在
[00:07:34.640 --> 00:07:35.440]  我們之前也說
[00:07:35.440 --> 00:07:37.960]  耶穌來到就好像開了一間新的學校
[00:07:37.960 --> 00:07:39.800]  然後要訓練一幫人
[00:07:39.800 --> 00:07:42.240]  首先他訓練十二門徒
[00:07:42.240 --> 00:07:43.760]  然後要教導他們
[00:07:43.760 --> 00:07:46.040]  還可以說是入室弟子
[00:07:46.040 --> 00:07:48.480]  和耶穌一起同在
[00:07:48.480 --> 00:07:49.840]  一起去生活
[00:07:49.840 --> 00:07:51.480]  要他們做甚麼呢?
[00:07:51.480 --> 00:07:52.360]  在兩段經文
[00:07:52.360 --> 00:07:54.440]  我們看到兩件很重要的事情
[00:07:54.440 --> 00:07:55.160]  第一件事
[00:07:55.160 --> 00:07:59.120]  要他們去傳福音 去傳道
[00:07:59.120 --> 00:08:00.000]  第二件事
[00:08:00.000 --> 00:08:05.160]  是使徒給門徒有權柄去趕鬼
[00:08:05.160 --> 00:08:06.120]  大家記住
[00:08:06.120 --> 00:08:08.800]  原來他們有兩種很重要的工作
[00:08:08.800 --> 00:08:10.320]  第一件事是傳福音
[00:08:10.320 --> 00:08:12.520]  第二件事是趕鬼
[00:08:12.520 --> 00:08:14.280]  到了三章二十節的時候
[00:08:14.280 --> 00:08:15.800]  耶穌有一次進了一間屋
[00:08:15.800 --> 00:08:17.680]  大家可以想像一下當時的情景
[00:08:17.680 --> 00:08:19.120]  很多人一起聚集
[00:08:19.120 --> 00:08:20.360]  耶穌去到哪裡的時候
[00:08:20.360 --> 00:08:23.200]  都有很多人蓄勇著耶穌
[00:08:23.200 --> 00:08:27.160]  耶穌和門徒忙到連飯都沒得吃了
[00:08:27.160 --> 00:08:28.520]  當這麼忙的時候
[00:08:28.520 --> 00:08:30.680]  他的家人就知道了
[00:08:30.680 --> 00:08:32.080]  他的家人怎麼看呢?
[00:08:32.080 --> 00:08:33.600]  在二十一節三章
[00:08:33.600 --> 00:08:36.120]  耶穌的家人聽見了
[00:08:36.120 --> 00:08:37.920]  就出來要拉著他
[00:08:37.920 --> 00:08:39.120]  為甚麼要拉著他呢?
[00:08:39.120 --> 00:08:43.400]  原來是因為他們以為他是瘋狂
[00:08:43.400 --> 00:08:46.400]  以為耶穌做到傻了
[00:08:46.400 --> 00:08:48.080]  做到傻了
[00:08:48.080 --> 00:08:50.200]  大家一邊看聖經的時候
[00:08:50.200 --> 00:08:51.840]  知道有一群人
[00:08:51.840 --> 00:08:55.240]  經常都很想抓住耶穌的把柄
[00:08:55.240 --> 00:08:57.360]  無論是從他的說話
[00:08:57.360 --> 00:08:58.920]  從他的行為
[00:08:58.920 --> 00:09:00.960]  這一刻聖經特別提到
[00:09:00.960 --> 00:09:03.640]  家人覺得他瘋狂的時候
[00:09:03.640 --> 00:09:06.040]  他們都大做文章
[00:09:06.040 --> 00:09:07.840]  他用了甚麼文章
[00:09:07.840 --> 00:09:09.720]  想去誣衊耶穌呢?
[00:09:09.720 --> 00:09:11.840]  我們看下去二十二節
[00:09:11.840 --> 00:09:15.040]  他說從耶路撒冷下來的文士說
[00:09:15.040 --> 00:09:18.720]  文士是很熟悉當時的律法
[00:09:18.720 --> 00:09:21.560]  一些有學識的人
[00:09:21.560 --> 00:09:22.880]  他們就說
[00:09:22.880 --> 00:09:27.240]  他是被別西卜附身的
[00:09:27.240 --> 00:09:28.840]  別西卜是甚麼意思呢?
[00:09:28.840 --> 00:09:30.880]  就是他們另一個對撒旦
[00:09:30.880 --> 00:09:32.680]  對魔鬼的稱呼
[00:09:32.680 --> 00:09:35.240]  見到耶穌好像做到瘋了
[00:09:35.240 --> 00:09:36.200]  飯都不吃
[00:09:36.200 --> 00:09:37.240]  可能很投入
[00:09:37.240 --> 00:09:39.600]  在幫人去醫治的時候
[00:09:39.600 --> 00:09:41.000]  突然間他們見到耶穌
[00:09:41.000 --> 00:09:42.400]  他做到這樣
[00:09:42.400 --> 00:09:43.920]  他是鬼上身
[00:09:43.920 --> 00:09:45.920]  他說他不單是鬼上身
[00:09:45.920 --> 00:09:49.920]  他還要靠著鬼王趕鬼
[00:09:49.920 --> 00:09:51.120]  鬼王即是撒旦
[00:09:51.120 --> 00:09:52.880]  下面有很多魔鬼
[00:09:52.880 --> 00:09:54.320]  我們知道
[00:09:54.320 --> 00:09:56.240]  耶穌立刻去回應他們
[00:09:56.240 --> 00:09:57.600]  耶穌就叫他們來
[00:09:57.600 --> 00:09:59.720]  用比喻跟他們說
[00:09:59.720 --> 00:10:04.840]  耶穌說撒旦怎能夠趕出撒旦呢?
[00:10:04.840 --> 00:10:08.720]  撒旦怎能夠趕出撒旦呢?
[00:10:08.720 --> 00:10:12.640]  如果一個國弱智相紛爭
[00:10:12.640 --> 00:10:15.320]  那國就立不住
[00:10:15.320 --> 00:10:18.920]  如果一個家智相紛爭
[00:10:18.920 --> 00:10:21.840]  那國就立不住
[00:10:21.840 --> 00:10:24.760]  這段經文很重要
[00:10:24.760 --> 00:10:26.760]  我們一起讀一次
[00:10:26.760 --> 00:10:30.000]  一國弱智相紛爭
[00:10:30.000 --> 00:10:32.440]  那國就立不住
[00:10:32.440 --> 00:10:35.480]  一家弱智相紛爭
[00:10:35.480 --> 00:10:37.800]  那家就立不住
[00:10:37.800 --> 00:10:39.760]  耶穌說了這句話
[00:10:39.760 --> 00:10:41.520]  他是對誰說呢?
[00:10:41.520 --> 00:10:45.240]  撒旦弱智相攻打紛爭
[00:10:45.240 --> 00:10:47.520]  他就立不住
[00:10:47.520 --> 00:10:49.800]  必定滅亡
[00:10:49.800 --> 00:10:51.760]  耶穌用了這個比喻
[00:10:51.760 --> 00:10:54.960]  去說給那些想捉他痛腳的法利 foray
[00:10:54.960 --> 00:10:58.360]  竟然說耶穌是靠魔鬼
[00:10:58.360 --> 00:11:01.560]  鬼王趕鬼的那幫人
[00:11:01.560 --> 00:11:05.720]  他說如果撒旦智相都攻打紛爭
[00:11:05.720 --> 00:11:06.920]  他們就立不住
[00:11:06.920 --> 00:11:08.480]  必定滅亡
[00:11:08.480 --> 00:11:09.240]  那一刻
[00:11:09.240 --> 00:11:10.480]  其實到現在
[00:11:10.480 --> 00:11:12.440]  撒旦仍然存在
[00:11:12.440 --> 00:11:14.600]  魔鬼仍然存在
[00:11:14.600 --> 00:11:16.320]  所以我們在看這段經文的時候
[00:11:16.320 --> 00:11:17.280]  如果你說
[00:11:17.280 --> 00:11:19.880]  在魔鬼唯一一樣東西
[00:11:19.880 --> 00:11:22.200]  有時候比人更厲害
[00:11:22.200 --> 00:11:23.480]  比信徒更厲害
[00:11:23.480 --> 00:11:24.680]  是什麼呢?
[00:11:24.680 --> 00:11:27.120]  就是他們齊心
[00:11:27.120 --> 00:11:28.920]  他們齊心
[00:11:28.920 --> 00:11:31.760]  他們自己都沒有紛爭
[00:11:31.760 --> 00:11:35.320]  他們自己人不會打自己人
[00:11:35.320 --> 00:11:37.800]  廣東話說不會鬼
[00:11:37.800 --> 00:11:41.560]  但是人會不會打人?
[00:11:41.560 --> 00:11:43.760]  自己人會不會打自己人?
[00:11:43.760 --> 00:11:45.280]  這裡當然不會
[00:11:45.280 --> 00:11:47.560]  但是外面你看到不同的公司
[00:11:47.560 --> 00:11:49.160]  甚至我們有時候看到
[00:11:49.160 --> 00:11:50.880]  堂會
[00:11:50.880 --> 00:11:53.840]  如果自己人都會打自己人的時候
[00:11:53.840 --> 00:11:55.040]  你看到
[00:11:55.040 --> 00:11:56.560]  倒就是倒
[00:11:56.560 --> 00:11:57.680]  真的會倒
[00:11:57.680 --> 00:11:59.360]  耶穌這裡說得很清白
[00:11:59.360 --> 00:12:01.880]  如果一個國家
[00:12:01.880 --> 00:12:03.160]  我再給大家看多一次
[00:12:03.160 --> 00:12:04.480]  這個很重要
[00:12:04.480 --> 00:12:06.520]  一個國家如果自相紛爭
[00:12:06.520 --> 00:12:07.920]  一個國就站不住
[00:12:07.920 --> 00:12:09.880]  一個家
[00:12:09.880 --> 00:12:11.720]  先學一下楊醫強調一點
[00:12:11.720 --> 00:12:12.840]  肯定一點
[00:12:12.840 --> 00:12:13.480]  是不是?
[00:12:13.480 --> 00:12:14.320]  楊醫就說
[00:12:14.320 --> 00:12:16.160]  一個家
[00:12:16.160 --> 00:12:18.320]  自相紛爭
[00:12:18.320 --> 00:12:21.520]  那家就立不住
[00:12:21.520 --> 00:12:23.840]  真的出不了楊醫的神髓
[00:12:23.840 --> 00:12:26.360]  但是大家要記住
[00:12:26.360 --> 00:12:28.440]  大家真的要記住這一點
[00:12:28.440 --> 00:12:29.560]  很重要
[00:12:29.560 --> 00:12:32.840]  給重溫的不同的教會
[00:12:32.840 --> 00:12:34.800]  不同的弟兄姊妹看
[00:12:34.800 --> 00:12:36.080]  撒旦竟然
[00:12:36.080 --> 00:12:37.320]  耶穌都知道
[00:12:37.320 --> 00:12:39.200]  撒旦是很齊心
[00:12:39.200 --> 00:12:41.120]  撒旦魔鬼
[00:12:41.120 --> 00:12:43.360]  他們未滅亡
[00:12:43.360 --> 00:12:44.880]  因為他們過分到
[00:12:44.880 --> 00:12:47.840]  耶穌被污淩上身
[00:12:47.840 --> 00:12:49.520]  鬼上身
[00:12:49.520 --> 00:12:51.400]  這裡暫時停一停
[00:12:51.400 --> 00:12:52.600]  我們看另一段
[00:12:52.600 --> 00:12:55.080]  是有關於耶穌怎麼趕鬼
[00:12:55.080 --> 00:12:55.720]  這裡
[00:12:55.720 --> 00:12:57.040]  剛才我們第一次看到
[00:12:57.040 --> 00:12:58.240]  耶穌去到會堂
[00:12:58.240 --> 00:13:00.520]  他遇到一個被鬼附近
[00:13:00.520 --> 00:13:02.120]  耶穌去到那個位置
[00:13:02.120 --> 00:13:03.280]  撞到那個人
[00:13:03.280 --> 00:13:04.560]  你可以說
[00:13:04.560 --> 00:13:05.360]  在這一刻
[00:13:05.360 --> 00:13:07.080]  耶穌是自己
[00:13:07.080 --> 00:13:08.120]  特意
[00:13:08.120 --> 00:13:09.960]  我們說要去旅行
[00:13:09.960 --> 00:13:12.160]  去一次旅行
[00:13:12.160 --> 00:13:14.040]  去到找這個人
[00:13:14.040 --> 00:13:15.880]  去到找這個被鬼附近
[00:13:15.880 --> 00:13:17.480]  而去到那個地方
[00:13:17.480 --> 00:13:19.160]  以前不知道你有沒有留意
[00:13:19.160 --> 00:13:21.120]  原來這個地方很重要
[00:13:21.120 --> 00:13:23.120]  這個地方有三個字的名字
[00:13:23.120 --> 00:13:27.920]  不知道這個音對不對
[00:13:27.920 --> 00:13:30.480]  叫做格拉森
[00:13:30.480 --> 00:13:31.200]  耶穌說
[00:13:31.200 --> 00:13:32.920]  到海的對岸
[00:13:32.920 --> 00:13:35.160]  耶穌特意叫門徒去的
[00:13:35.160 --> 00:13:37.400]  去到格拉森這個地區
[00:13:37.400 --> 00:13:38.800]  這個地區是怎樣呢
[00:13:38.800 --> 00:13:42.400]  這個地區應該沒有什麼猶太人
[00:13:42.400 --> 00:13:44.360]  有研究說
[00:13:44.360 --> 00:13:47.600]  主要是希臘人聚居在那裡
[00:13:47.600 --> 00:13:48.760]  其中一件事就是
[00:13:48.760 --> 00:13:52.000]  一會兒你會看到很多那一類的動物
[00:13:52.000 --> 00:13:54.760]  是猶太人視為不潔的
[00:13:54.760 --> 00:13:58.880]  那裡是一個很陡峭的山坡
[00:13:58.880 --> 00:14:00.240]  旁邊就是加里尼海
[00:14:00.240 --> 00:14:01.440]  加里尼湖
[00:14:01.440 --> 00:14:06.480]  那個地方是海拔高700至800呎的
[00:14:06.480 --> 00:14:08.400]  山頂是平坦的
[00:14:08.400 --> 00:14:12.120]  但有很多這些石灰岩的山坡
[00:14:12.120 --> 00:14:13.280]  有很多
[00:14:13.280 --> 00:14:14.840]  聖經說是有墓穴
[00:14:14.840 --> 00:14:16.360]  以前的人是用這些
[00:14:16.360 --> 00:14:18.440]  是作一個地方作墓穴
[00:14:18.440 --> 00:14:21.120]  將屍體放進去
[00:14:21.120 --> 00:14:22.960]  耶穌一下船的時候
[00:14:22.960 --> 00:14:26.040]  就有一個被鬼附近的人
[00:14:26.040 --> 00:14:29.000]  從墳墓裡面衝出來
[00:14:29.000 --> 00:14:31.120]  這次是迎接耶穌
[00:14:31.120 --> 00:14:33.200]  衝出來迎接耶穌
[00:14:33.200 --> 00:14:33.880]  你想像一下
[00:14:33.880 --> 00:14:35.920]  去到這個偏僻的地方
[00:14:35.920 --> 00:14:37.240]  這個山坡上
[00:14:37.240 --> 00:14:40.600]  然後有個人在外面迎接耶穌
[00:14:40.600 --> 00:14:42.440]  但他是被鬼附近的
[00:14:42.440 --> 00:14:45.600]  當那個人遠遠看見耶穌的時候
[00:14:45.600 --> 00:14:48.040]  他就跑過去拜耶穌
[00:14:48.040 --> 00:14:49.360]  然後大聲說
[00:14:49.360 --> 00:14:51.560]  至高神的兒子耶穌
[00:14:51.560 --> 00:14:54.000]  你為什麼干擾我們
[00:14:54.000 --> 00:14:55.920]  你為什麼搞我們
[00:14:55.920 --> 00:14:58.360]  我現在指著神懇求你
[00:14:58.360 --> 00:15:00.320]  不要叫我們受苦
[00:15:00.320 --> 00:15:02.920]  鬼完全知道耶穌的身份
[00:15:02.920 --> 00:15:04.480]  剛才第一節已經知道
[00:15:04.480 --> 00:15:07.480]  他說由鬼去幫耶穌做見證
[00:15:07.480 --> 00:15:09.280]  就說是神的聖者
[00:15:09.280 --> 00:15:11.000]  這裡再一次讓我們認識
[00:15:11.000 --> 00:15:13.520]  耶穌的身份
[00:15:13.520 --> 00:15:17.480]  耶穌的身份是至高神的兒子
[00:15:17.480 --> 00:15:19.920]  那些鬼說你為什麼搞我們
[00:15:19.920 --> 00:15:22.320]  我現在指著神去求你
[00:15:22.320 --> 00:15:24.200]  不要叫我們受苦
[00:15:24.200 --> 00:15:26.960]  然後耶穌問了他一件事
[00:15:26.960 --> 00:15:32.600]  耶穌問他你叫什麼名字
[00:15:32.600 --> 00:15:33.400]  他說什麼
[00:15:33.400 --> 00:15:37.400]  我明叫群
[00:15:37.400 --> 00:15:40.120]  因為我們數目眾多
[00:15:40.120 --> 00:15:42.360]  大家知不知道一群
[00:15:42.360 --> 00:15:48.880]  其實是羅馬的兵丁裡面的編制一隊士兵
[00:15:48.880 --> 00:15:50.320]  原來就是叫群
[00:15:50.320 --> 00:15:52.400]  每一隊士兵有多少人呢
[00:15:52.400 --> 00:15:53.720]  原來那些人做過調查
[00:15:53.720 --> 00:15:55.760]  就是當時在第一世紀
[00:15:55.760 --> 00:16:00.480]  羅馬帝國總共有25群士兵
[00:16:00.480 --> 00:16:03.080]  有25大隊這些士兵
