
[00:00:00.000 --> 00:00:05.600]  接著我們一起來思想聖經的說話
[00:01:52.200 --> 00:01:55.000]  就是讓這個新的生命
[00:01:55.000 --> 00:02:00.400]  可以把祝福帶給其他人
[00:02:00.400 --> 00:02:01.200]  好像什麼呢?
[00:02:01.200 --> 00:02:06.000]  大家會留心到一些污染了的水
[00:02:06.000 --> 00:02:08.400]  經過各方面的過濾之後
[00:02:08.400 --> 00:02:12.000]  成為清澈的活水
[00:02:12.000 --> 00:02:14.600]  活水可以用出去的時候
[00:02:14.600 --> 00:02:16.400]  能夠滋潤大地
[00:02:16.400 --> 00:02:17.600]  能夠灌溉
[00:02:17.600 --> 00:02:19.000]  作各種用途
[00:02:19.000 --> 00:02:21.800]  產生新的作用
[00:02:21.800 --> 00:02:23.400]  所以你發覺當聖經描寫到
[00:02:23.400 --> 00:02:26.400]  神給我們的呼召
[00:02:26.400 --> 00:02:29.200]  是包含了兩方面的
[00:02:29.200 --> 00:02:30.800]  第一方面呼召我們
[00:02:30.800 --> 00:02:34.600]  來到主的面前領受生命
[00:02:34.600 --> 00:02:36.800]  同樣呼召我們去
[00:02:36.800 --> 00:02:40.600]  將生命帶給別人
[00:02:40.600 --> 00:02:42.600]  這種來和去
[00:02:42.600 --> 00:02:45.400]  是包含在呼召裡面
[00:02:45.400 --> 00:02:47.800]  所以神給我們完全的祝福
[00:02:47.800 --> 00:02:50.400]  不是單單停留在你那裡
[00:02:50.400 --> 00:02:52.200]  神給你進一步的祝福
[00:02:52.200 --> 00:02:54.000]  或者說完整的祝福
[00:02:54.000 --> 00:02:58.200]  是透過你的生命延伸祝福
[00:02:58.200 --> 00:03:00.400]  這正是神奇妙的工作
[00:03:00.400 --> 00:03:02.200]  這個新的創造
[00:03:02.200 --> 00:03:04.000]  不單止改變我們
[00:03:04.000 --> 00:03:07.400]  也透過我們去改變別人
[00:03:07.400 --> 00:03:08.800]  當你讀到聖經的時候
[00:03:08.800 --> 00:03:10.200]  讀到去創世的第一章
[00:03:10.200 --> 00:03:11.600]  一開始的時候
[00:03:11.600 --> 00:03:13.400]  聖經就提到整個大地
[00:03:13.400 --> 00:03:15.600]  是空虛混沌
[00:03:15.600 --> 00:03:16.600]  淤棉黑暗
[00:03:16.600 --> 00:03:18.600]  大家記得
[00:03:18.600 --> 00:03:21.600]  在當時神就說話
[00:03:21.600 --> 00:03:23.200]  神一說話
[00:03:23.200 --> 00:03:25.200]  整個大地就改變了
[00:03:25.200 --> 00:03:29.200]  有新的創造和更新出現
[00:03:29.200 --> 00:03:31.000]  去到第十二章的時候
[00:03:31.000 --> 00:03:34.600]  神第一次向亞伯蘭說話
[00:03:34.600 --> 00:03:36.000]  當他說話的時候
[00:03:36.000 --> 00:03:39.600]  神的一度也帶來了對亞伯蘭的呼召
[00:03:39.600 --> 00:03:42.600]  也更新了他整個的生命
[00:03:42.600 --> 00:03:44.600]  也透過亞伯蘭延伸了
[00:03:44.600 --> 00:03:47.000]  神對整個人類的祝福
[00:03:47.000 --> 00:03:48.600]  或者說是神
[00:03:48.600 --> 00:03:52.600]  一個對人類的創造的表達
[00:03:52.600 --> 00:03:55.600]  所以這段經文是歷代的教徒
[00:03:55.600 --> 00:03:58.600]  非常重視的經文
[00:03:58.600 --> 00:03:59.800]  在聖經當中
[00:03:59.800 --> 00:04:02.200]  只不過極其重要的位置
[00:04:02.200 --> 00:04:04.600]  是神對人的呼召
[00:04:04.600 --> 00:04:08.000]  是要人成為了別人的祝福
[00:04:08.000 --> 00:04:10.600]  大家一起看看聖經
[00:04:10.600 --> 00:04:12.200]  在聖經的十二章第一節
[00:04:12.200 --> 00:04:14.600]  耶和華對亞伯蘭說
[00:04:14.600 --> 00:04:17.600]  你要離開本地本族父家
[00:04:17.600 --> 00:04:20.600]  到我指示你的地方去
[00:04:20.600 --> 00:04:22.600]  神對他說話
[00:04:22.600 --> 00:04:24.000]  第一個的話
[00:04:24.000 --> 00:04:28.000]  就是要他離開本地本族父家
[00:04:28.000 --> 00:04:30.600]  這個吩咐很不容易
[00:04:30.600 --> 00:04:33.600]  要離開本地是自己熟悉的土地
[00:04:33.600 --> 00:04:35.000]  自己的國家
[00:04:35.000 --> 00:04:38.000]  離開自己的本族是自己的宗族
[00:04:38.000 --> 00:04:40.000]  是感受被接納的地方
[00:04:40.000 --> 00:04:42.000]  自己成長的地方
[00:04:42.000 --> 00:04:43.800]  離開你的父家
[00:04:43.800 --> 00:04:46.800]  表示離開你最親密的關聯的
[00:04:46.800 --> 00:04:49.800]  親屬的那種關係
[00:04:49.800 --> 00:04:53.800]  離開本地本族父家
[00:04:53.800 --> 00:04:58.800]  是一個極其艱難的吩咐
[00:04:58.800 --> 00:05:00.800]  大家可以想像
[00:05:00.800 --> 00:05:02.800]  不同今天你搭飛機去某個地方
[00:05:02.800 --> 00:05:04.800]  有什麼事情打電話回來
[00:05:04.800 --> 00:05:06.800]  發個電郵回來
[00:05:06.800 --> 00:05:08.800]  很容易聯繫
[00:05:08.800 --> 00:05:11.800]  在當時要離開自己所熟悉的地方
[00:05:11.800 --> 00:05:13.800]  其實是極之艱難的
[00:05:13.800 --> 00:05:16.800]  意味著你將一切的保護
[00:05:16.800 --> 00:05:20.800]  一切的安全感全部放下
[00:05:20.800 --> 00:05:24.800]  你才可以離開本地本族父家
[00:05:24.800 --> 00:05:26.800]  去哪裡?
[00:05:26.800 --> 00:05:27.800]  不知道
[00:05:27.800 --> 00:05:29.800]  神指示的方向
[00:05:29.800 --> 00:05:30.800]  但是怎樣去
[00:05:30.800 --> 00:05:32.800]  中間會遇到什麼危險
[00:05:32.800 --> 00:05:34.800]  去到誰的處境
[00:05:34.800 --> 00:05:36.800]  不知道
[00:05:36.800 --> 00:05:37.800]  神只是吩咐
[00:05:37.800 --> 00:05:40.800]  你要離開本地本族父家
[00:05:40.800 --> 00:05:45.800]  到我指示你的地方去
[00:05:45.800 --> 00:05:46.800]  有些時候
[00:05:46.800 --> 00:05:48.800]  在我們基督徒人生裡
[00:05:48.800 --> 00:05:51.800]  都會聽到神這樣的呼召
[00:05:51.800 --> 00:05:55.800]  要我們離開一個很安恕的環境
[00:05:55.800 --> 00:05:56.800]  一個自己熟悉
[00:05:56.800 --> 00:05:59.800]  自己感覺到安全的環境
[00:05:59.800 --> 00:06:00.800]  進入到一個
[00:06:00.800 --> 00:06:03.800]  好像什麼都不能確定的處境
[00:06:03.800 --> 00:06:04.800]  有些時候
[00:06:04.800 --> 00:06:06.800]  神是要我們放下
[00:06:06.800 --> 00:06:11.800]  對一些自己能夠掌握的環境
[00:06:11.800 --> 00:06:12.800]  表面看來
[00:06:12.800 --> 00:06:13.800]  好像不合理
[00:06:13.800 --> 00:06:14.800]  人的角度會覺得
[00:06:14.800 --> 00:06:16.800]  這樣做是不合理的
[00:06:16.800 --> 00:06:17.800]  怎會什麼都不知道
[00:06:17.800 --> 00:06:18.800]  去哪裡都不知道
[00:06:18.800 --> 00:06:20.800]  就說去吧
[00:06:20.800 --> 00:06:23.800]  我相信最大的關鍵
[00:06:23.800 --> 00:06:25.800]  不是去哪裡
[00:06:25.800 --> 00:06:29.800]  而是誰叫你去
[00:06:29.800 --> 00:06:30.800]  最大的關鍵
[00:06:30.800 --> 00:06:33.800]  是那位掌管天地的神
[00:06:33.800 --> 00:06:37.800]  讓祂吩咐你去
[00:06:37.800 --> 00:06:38.800]  我還很記得
[00:06:38.800 --> 00:06:39.800]  當我的小朋友
[00:06:39.800 --> 00:06:40.800]  當我的大朋友
[00:06:40.800 --> 00:06:43.800]  小朋友的時候
[00:06:43.800 --> 00:06:45.800]  我們全家去旅行
[00:06:45.800 --> 00:06:47.800]  當時弟弟可能七八歲
[00:06:47.800 --> 00:06:49.800]  八九歲
[00:06:49.800 --> 00:06:51.800]  跟他們去旅行的時候
[00:06:51.800 --> 00:06:52.800]  告訴他們我們去旅行
[00:06:52.800 --> 00:06:54.800]  他們很開心
[00:06:54.800 --> 00:06:55.800]  然後很開心
[00:06:55.800 --> 00:06:57.800]  進房間就收拾東西
[00:06:57.800 --> 00:06:59.800]  當然他們不是收拾什麼衣物
[00:06:59.800 --> 00:07:00.800]  是收拾那些毛公仔
[00:07:00.800 --> 00:07:04.800]  帶去旅行玩的東西
[00:07:04.800 --> 00:07:05.800]  接著我們去街了
[00:07:05.800 --> 00:07:08.800]  去到機場搭飛機
[00:07:08.800 --> 00:07:09.800]  接著你問一問他
[00:07:09.800 --> 00:07:11.800]  你知不知道你去哪裡
[00:07:11.800 --> 00:07:13.800]  旅行
[00:07:13.800 --> 00:07:14.800]  去哪裡旅行
[00:07:14.800 --> 00:07:17.800]  不知道
[00:07:17.800 --> 00:07:22.800]  接著要常快樂地在那裡跑跑跳跳
[00:07:22.800 --> 00:07:23.800]  他們不介意去哪裡
[00:07:23.800 --> 00:07:26.800]  甚至都不知道那裡是哪裡
[00:07:26.800 --> 00:07:32.800]  他只知道爸爸媽媽帶他去一個地方玩
[00:07:32.800 --> 00:07:33.800]  重要的就是
[00:07:33.800 --> 00:07:38.800]  這位上帝吩咐你去的地方
[00:07:38.800 --> 00:07:40.800]  就算未必會很清晰
[00:07:40.800 --> 00:07:42.800]  清楚知道是神的引導
[00:07:42.800 --> 00:07:44.800]  就安心去
[00:07:44.800 --> 00:07:45.800]  我記得一位弟兄
[00:07:45.800 --> 00:07:47.800]  跟我分享到他自己的經歷
[00:07:47.800 --> 00:07:48.800]  很多年之前
[00:07:48.800 --> 00:07:51.800]  當九七問題在香港出現的時候
[00:07:51.800 --> 00:07:55.800]  他很擔心香港成為中國的一部分
[00:07:55.800 --> 00:07:58.800]  對中國的政權完全沒有信心
[00:07:58.800 --> 00:08:01.800]  因此就申請移民去美國
[00:08:01.800 --> 00:08:03.800]  九七之前去到美國
[00:08:03.800 --> 00:08:05.800]  去到美國的時候找不到工作
[00:08:05.800 --> 00:08:07.800]  後來找了一份工作
[00:08:07.800 --> 00:08:12.800]  這份工作就說你要回大陸工幹
[00:08:12.800 --> 00:08:13.800]  很掙扎
[00:08:13.800 --> 00:08:14.800]  如果不做沒有工作
[00:08:14.800 --> 00:08:17.800]  做的時候回到自己想離開的地方
[00:08:17.800 --> 00:08:19.800]  有一次他說他經過一間醫院
[00:08:19.800 --> 00:08:21.800]  在醫院的後花園
[00:08:21.800 --> 00:08:23.800]  在烈日當空的時候
[00:08:23.800 --> 00:08:26.800]  看到一位男士坐在椅子上看書
[00:08:26.800 --> 00:08:27.800]  很奇怪
[00:08:27.800 --> 00:08:29.800]  這麼猛太陽看什麼書呢?
[00:08:29.800 --> 00:08:33.800]  走過去發現原來是一個銅像
[00:08:33.800 --> 00:08:36.800]  這個銅像拿著一本聖經
[00:08:36.800 --> 00:08:40.800]  而且有經文刻在那本聖經上
[00:08:40.800 --> 00:08:42.800]  他一看就看到
[00:08:42.800 --> 00:08:44.800]  你當剛強壯膽
[00:08:44.800 --> 00:08:47.800]  我願你同在
[00:08:47.800 --> 00:08:49.800]  好像神立事告訴他
[00:08:49.800 --> 00:08:50.800]  不如天你放心
[00:08:50.800 --> 00:08:53.800]  是我要你回去
[00:08:53.800 --> 00:08:55.800]  弟兄就決心
[00:08:55.800 --> 00:08:57.800]  就整家回到中國
[00:08:57.800 --> 00:09:01.800]  住在中國裏面四年
[00:09:01.800 --> 00:09:04.800]  他說這四年給他人生很多的體驗
[00:09:04.800 --> 00:09:06.800]  很多的成長
[00:09:06.800 --> 00:09:07.800]  在他深刻體會到
[00:09:07.800 --> 00:09:10.800]  他要他回到他所驚怕的地方
[00:09:10.800 --> 00:09:13.800]  但是給他生命有很大的磨練
[00:09:13.800 --> 00:09:15.800]  四年之後他回到美國
[00:09:15.800 --> 00:09:19.800]  但是他不再思想哪個地方安全些
[00:09:19.800 --> 00:09:21.800]  只是想神要他去哪裏
[00:09:21.800 --> 00:09:24.800]  神給他帶領他回到香港
[00:09:24.800 --> 00:09:26.800]  在香港一間基督教機構裏面
[00:09:26.800 --> 00:09:28.800]  作全時間的服事
[00:09:28.800 --> 00:09:31.800]  今天繼續這樣服事
[00:09:31.800 --> 00:09:33.800]  他講到他自己的體驗
[00:09:33.800 --> 00:09:36.800]  他說很多時候神很幽默
[00:09:36.800 --> 00:09:39.800]  帶我們去到我們最怕的地方
[00:09:39.800 --> 00:09:41.800]  但是發覺原來那個地方
[00:09:41.800 --> 00:09:44.800]  是叫自己最大蒙福的地方
[00:09:44.800 --> 00:09:47.800]  當時阿伯拉罕不太明白
[00:09:47.800 --> 00:09:49.800]  為甚麼要去這個地方
[00:09:49.800 --> 00:09:52.800]  但是他就聽到神告訴他
[00:09:52.800 --> 00:09:54.800]  你要離開
[00:09:54.800 --> 00:09:58.800]  大家留心在第十二章第一節所講
[00:09:58.800 --> 00:10:01.800]  聖經說你要離開
[00:10:01.800 --> 00:10:05.800]  這裏的字眼在原來的文字是這樣說的
[00:10:05.800 --> 00:10:08.800]  前往為自己
[00:10:08.800 --> 00:10:10.800]  前往為自己
[00:10:10.800 --> 00:10:13.800]  有些色經學者這樣理解
[00:10:13.800 --> 00:10:17.800]  他說這個前往其實是讓這個自我
[00:10:17.800 --> 00:10:21.800]  是真正產生到真正的價值
[00:10:21.800 --> 00:10:23.800]  當他前往的時候
[00:10:23.800 --> 00:10:26.800]  是為自己找到真正的身份
[00:10:26.800 --> 00:10:28.800]  找到真我
[00:10:28.800 --> 00:10:34.800]  是能夠讓自己生命所被神命定的作用發揮出來
[00:10:34.800 --> 00:10:37.800]  當他順從神前往的時候
[00:10:37.800 --> 00:10:43.800]  他沉著自己或者說成全自己
[00:10:43.800 --> 00:10:45.800]  我相信每一個教徒
[00:10:45.800 --> 00:10:47.800]  當在神的路上行
[00:10:47.800 --> 00:10:50.800]  他的生命就是最有價值
[00:10:50.800 --> 00:10:54.800]  當他完成神所託付給他的使命的時候
[00:10:54.800 --> 00:10:57.800]  他的生命就是發揮最大的作用
[00:10:57.800 --> 00:10:59.800]  或者說在那個時候
[00:10:59.800 --> 00:11:02.800]  他尋得自己真正的身份
[00:11:02.800 --> 00:11:04.800]  聖經就這樣說
[00:11:04.800 --> 00:11:10.800]  他前往為自己離開本地本族父家
[00:11:10.800 --> 00:11:12.800]  幫廣遠句說話之後
[00:11:12.800 --> 00:11:15.800]  立時聖經就說到主告訴亞伯蘭知道
[00:11:15.800 --> 00:11:19.800]  神給他應許是無盡的恩典
[00:11:19.800 --> 00:11:21.800]  我們看看第二節
[00:11:21.800 --> 00:11:24.800]  我必使你成為大國
[00:11:24.800 --> 00:11:27.800]  賜福給你使你的命為大
[00:11:27.800 --> 00:11:30.800]  你也必使別人得福
[00:11:30.800 --> 00:11:31.800]  第一
[00:11:31.800 --> 00:11:34.800]  聖經說叫你成為大國
[00:11:34.800 --> 00:11:35.800]  不是小的國
[00:11:35.800 --> 00:11:36.800]  不是小的恩典
[00:11:36.800 --> 00:11:39.800]  是大的恩典
[00:11:39.800 --> 00:11:42.800]  神將天上地下一切屬靈的福氣
[00:11:42.800 --> 00:11:44.800]  要賜給信靠他的人
[00:11:44.800 --> 00:11:47.800]  就要將大國賜給他
[00:11:47.800 --> 00:11:49.800]  要賜福給你
[00:11:49.800 --> 00:11:51.800]  聖經提到賜福的時候
[00:11:51.800 --> 00:11:53.800]  如果你留心第二第三節
[00:11:53.800 --> 00:11:56.800]  總共有五次提及賜福
[00:11:56.800 --> 00:11:58.800]  各位弟兄姊妹
[00:11:58.800 --> 00:11:59.800]  上上祈禱
[00:11:59.800 --> 00:12:01.800]  放心去祈禱
[00:12:01.800 --> 00:12:04.800]  求神賜福給你
[00:12:04.800 --> 00:12:06.800]  神是樂以賜恩的上帝
[00:12:06.800 --> 00:12:08.800]  你向祂求
[00:12:08.800 --> 00:12:10.800]  當神的福氣臨到你的時候
[00:12:10.800 --> 00:12:12.800]  你的生命產生很大的轉變
[00:12:12.800 --> 00:12:16.800]  是人生真正的轉捩點
[00:12:16.800 --> 00:12:18.800]  當神要賜福的時候
[00:12:18.800 --> 00:12:19.800]  在當時來說
[00:12:19.800 --> 00:12:21.800]  是很特別的描述
[00:12:21.800 --> 00:12:22.800]  特別是人
[00:12:22.800 --> 00:12:24.800]  是領受神給他們的後裔
[00:12:24.800 --> 00:12:28.800]  如果大家翻開前面的第九章
[00:12:28.800 --> 00:12:31.800]  就見前兩章聖經第九章
[00:12:31.800 --> 00:12:33.800]  在第一節
[00:12:33.800 --> 00:12:37.800]  當時諾亞他出了方舟
[00:12:37.800 --> 00:12:41.800]  神讓他重新得到一個新的開始
[00:12:41.800 --> 00:12:43.800]  諾亞祝壇獻祭
[00:12:43.800 --> 00:12:44.800]  然後九章第一節
[00:12:44.800 --> 00:12:45.800]  聖經就說
[00:12:45.800 --> 00:12:49.800]  神賜福給諾亞和他的兒子
[00:12:49.800 --> 00:12:50.800]  對他們說
[00:12:50.800 --> 00:12:54.800]  你們要生養眾多偏門了的
[00:12:54.800 --> 00:12:57.800]  神賜福給這個家庭
[00:12:57.800 --> 00:13:00.800]  從他們的家庭延伸到萬族
[00:13:00.800 --> 00:13:03.800]  神透過他賜福給很多的人
[00:13:03.800 --> 00:13:04.800]  因此神的賜福
[00:13:04.800 --> 00:13:08.800]  是帶來了對生命延伸祝福的含義
[00:13:08.800 --> 00:13:11.800]  你翻開前面的第十二章
[00:13:11.800 --> 00:13:13.800]  後面第十二章
[00:13:13.800 --> 00:13:14.800]  但對亞伯蘭人來說
[00:13:14.800 --> 00:13:16.800]  賜福是什麼含義呢?
[00:13:16.800 --> 00:13:18.800]  對他們來說其實很灰暗
[00:13:18.800 --> 00:13:22.800]  如果你看前面十一章的第三十節
[00:13:22.800 --> 00:13:25.800]  十一章三十節
[00:13:25.800 --> 00:13:29.800]  當時他的太太撒萊不能生育
[00:13:29.800 --> 00:13:32.800]  沒有孩子
[00:13:32.800 --> 00:13:35.800]  他們是沒有盼望的
[00:13:35.800 --> 00:13:38.800]  將來他們的名號會被人忘記
[00:13:38.800 --> 00:13:39.800]  自己沒有子女
[00:13:39.800 --> 00:13:42.800]  怎麼能夠延續他們的生命呢?
[00:13:42.800 --> 00:13:45.800]  這個時候聖經就提及
[00:13:45.800 --> 00:13:48.800]  神告訴他們要賜福給他們
[00:13:48.800 --> 00:13:51.800]  本來好像很灰暗很絕望
[00:13:51.800 --> 00:13:53.800]  但現在神告訴他們
[00:13:53.800 --> 00:13:55.800]  我要賜福給你
[00:13:55.800 --> 00:13:58.800]  也包含了神會將繼續的生命
[00:13:58.800 --> 00:14:00.800]  延續在他們的家庭當中
[00:14:00.800 --> 00:14:03.800]  帶給他們新的盼望
[00:14:03.800 --> 00:14:07.800]  神的賜福是帶來了新的盼望
[00:14:07.800 --> 00:14:08.800]  第三
[00:14:08.800 --> 00:14:10.800]  使你的名為大
[00:14:10.800 --> 00:14:13.800]  讓他的名被尊崇
[00:14:13.800 --> 00:14:15.800]  這個名字聖經所提及
[00:14:15.800 --> 00:14:17.800]  如果大家記得新約裡面提及
[00:14:17.800 --> 00:14:20.800]  有一個人服侍我
[00:14:20.800 --> 00:14:24.800]  我父必尊重他
[00:14:24.800 --> 00:14:26.800]  哪一個願意聽從上帝
[00:14:26.800 --> 00:14:28.800]  跟隨神生活的話
[00:14:28.800 --> 00:14:29.800]  主耶穌就說
[00:14:29.800 --> 00:14:32.800]  我父要honor him
[00:14:32.800 --> 00:14:33.800]  要尊重他
[00:14:33.800 --> 00:14:35.800]  讓他的名為大
[00:14:35.800 --> 00:14:37.800]  讓他得到榮耀
[00:14:37.800 --> 00:14:39.800]  不是人自己尋找人的榮耀
[00:14:39.800 --> 00:14:43.800]  榮耀必定是由神而來
[00:14:43.800 --> 00:14:44.800]  神也告訴亞伯蘭知道
[00:14:44.800 --> 00:14:46.800]  我要使你的名為大
[00:14:46.800 --> 00:14:50.800]  你也必使別人得福
[00:14:50.800 --> 00:14:52.800]  這句話太寶貴了
[00:14:52.800 --> 00:14:55.800]  不單是神對亞伯蘭的應許
[00:14:55.800 --> 00:14:57.800]  也是一個吩咐
[00:14:57.800 --> 00:14:59.800]  聖經的文字的時式
[00:14:59.800 --> 00:15:01.800]  是一個吩咐的字句
[00:15:01.800 --> 00:15:06.800]  意味著你要成為別人的祝福
[00:15:06.800 --> 00:15:07.800]  各位弟兄姊妹
[00:15:07.800 --> 00:15:10.800]  神願意透過我們成為別人的祝福
[00:15:10.800 --> 00:15:13.800]  這是祂的吩咐
[00:15:13.800 --> 00:15:15.800]  是祂對我們的要求
[00:15:15.800 --> 00:15:16.800]  也是允許
[00:15:16.800 --> 00:15:17.800]  也是吩咐
[00:15:17.800 --> 00:15:20.800]  但是必須要首先離開
[00:15:20.800 --> 00:15:24.800]  你才可以成為祝福
[00:15:24.800 --> 00:15:27.800]  離開了你自己的糾纏
[00:15:27.800 --> 00:15:30.800]  離開了你的自我中心
[00:15:30.800 --> 00:15:32.800]  將自己交託給上帝
[00:15:32.800 --> 00:15:34.800]  取了他們對你的帶領
[00:15:34.800 --> 00:15:36.800]  去你要去的地方
[00:15:36.800 --> 00:15:40.800]  在那時候你成為祝福
[00:15:40.800 --> 00:15:44.800]  這正是歷代很多被神所使用的教徒
[00:15:44.800 --> 00:15:46.800]  他們人生的目標
[00:15:46.800 --> 00:15:47.800]  他們的目標就是
[00:15:47.800 --> 00:15:50.800]  我要成為別人的祝福
[00:15:50.800 --> 00:15:54.800]  因為神這樣吩咐我
[00:15:54.800 --> 00:15:56.800]  然後聖經再看
[00:15:56.800 --> 00:15:57.800]  在第三節
[00:15:57.800 --> 00:15:58.800]  給你祝福的
[00:15:58.800 --> 00:16:00.800]  我必賜福給他
[00:16:00.800 --> 00:16:02.800]  那些接受你的
[00:16:02.800 --> 00:16:05.800]  神便賜福給他們
[00:16:05.800 --> 00:16:07.800]  那些咒詛你的
[00:16:07.800 --> 00:16:08.800]  神會懲罰他們
[00:16:08.800 --> 00:16:09.800]  神會咒詛他們
[00:16:09.800 --> 00:16:12.800]  因為神看顧我們
[00:16:12.800 --> 00:16:13.800]  咒詛的人
[00:16:13.800 --> 00:16:15.800]  他不會不理的
[00:16:15.800 --> 00:16:17.800]  他會懲罰
[00:16:17.800 --> 00:16:20.800]  神自己會去咒詛他們
[00:16:20.800 --> 00:16:22.800]  也表達出神對我們的看顧
[00:16:22.800 --> 00:16:25.800]  神會為我們負責任
[00:16:25.800 --> 00:16:26.800]  在過程當中
[00:16:26.800 --> 00:16:27.800]  你會發覺
[00:16:27.800 --> 00:16:29.800]  最後聖經繼續說
[00:16:29.800 --> 00:16:34.800]  地上的萬族都必因你得福
[00:16:34.800 --> 00:16:36.800]  你發覺這個的應許
[00:16:36.800 --> 00:16:39.800]  是超越了我們的界限
[00:16:39.800 --> 00:16:40.800]  在我們想不到的時候
[00:16:40.800 --> 00:16:42.800]  靠神使用我們
[00:16:42.800 --> 00:16:44.800]  讓我們能夠叫別人得福
[00:16:44.800 --> 00:16:49.800]  是超越了我們所想像中的界限
[00:16:49.800 --> 00:16:50.800]  當你看回這些的應許的時候
[00:16:50.800 --> 00:16:51.800]  你會發覺
[00:16:51.800 --> 00:16:54.800]  神的應許是隨著他的呼召來
[00:16:54.800 --> 00:16:56.800]  很多基督徒有時候會怕
[00:16:56.800 --> 00:16:58.800]  有些弟兄姊妹問他
[00:16:58.800 --> 00:17:03.800]  為什麼你不肯來猜拳的陪靈聚會
[00:17:03.800 --> 00:17:04.800]  他說不行的
[00:17:04.800 --> 00:17:06.800]  很危險的
[00:17:06.800 --> 00:17:08.800]  一旦被神呼召出去
[00:17:08.800 --> 00:17:10.800]  怎麼辦
[00:17:10.800 --> 00:17:11.800]  但你記得
[00:17:11.800 --> 00:17:17.800]  呼召是藏著神的應許
[00:17:17.800 --> 00:17:18.800]  是神在當中
[00:17:18.800 --> 00:17:20.800]  好像當你打開一扇窗戶的時候
[00:17:20.800 --> 00:17:25.800]  清新的空氣才會進入房屋裡面
[00:17:25.800 --> 00:17:26.800]  你封閉著
[00:17:26.800 --> 00:17:32.800]  你永遠都是在裡面那些混濁的空氣
[00:17:32.800 --> 00:17:33.800]  在期間
[00:17:33.800 --> 00:17:34.800]  聖經就提及
[00:17:34.800 --> 00:17:35.800]  不單止你所想像的
[00:17:35.800 --> 00:17:37.800]  是超越你所想像的
[00:17:37.800 --> 00:17:40.800]  你要將神的恩典帶給你
[00:17:40.800 --> 00:17:42.800]  弟兄姊妹你會看到
[00:17:42.800 --> 00:17:44.800]  放下自己
[00:17:44.800 --> 00:17:48.800]  反而成全了自己
[00:17:48.800 --> 00:17:52.800]  學習去成為別人的祝福
[00:17:52.800 --> 00:17:55.800]  為你人生的目標
[00:17:55.800 --> 00:17:56.800]  要為神定義
[00:17:56.800 --> 00:17:58.800]  每一個屬祂的人
[00:17:58.800 --> 00:18:01.800]  是成為別人的祝福
