
[00:00:00.000 --> 00:00:05.000]  各位電影姐妹 主禮平安
[00:05:02.000 --> 00:05:13.000]  這段歷史記載在《但義理書》第五章
[00:05:13.000 --> 00:05:18.000]  那天晚上牆上有紙頭寫字
[00:05:18.000 --> 00:05:24.000]  記得嗎? 但義理解釋給白沙薩王聽
[00:05:24.000 --> 00:05:31.000]  結果當晚巴比倫城破 波斯軍隊入城
[00:05:31.000 --> 00:05:38.000]  白沙薩王被殺 巴比倫王朝告一段落
[00:05:38.000 --> 00:05:46.000]  古列或《但義理書》說的大利烏隨即下詔
[00:05:46.000 --> 00:05:54.000]  宣佈讓巴比倫帝國俘虜了各地的人回家
[00:05:54.000 --> 00:06:00.000]  回故鄉 可以重建大家的家園
[00:06:00.000 --> 00:06:05.000]  這本詔書有很多版本
[00:06:05.000 --> 00:06:11.000]  《聖經》、《以色列記》和《歷代之下》所記載的
[00:06:11.000 --> 00:06:14.000]  是比猶大人的版本
[00:06:14.000 --> 00:06:18.000]  所以他說耶和華是獨一的真神
[00:06:18.000 --> 00:06:25.000]  不過你知道帝國的梟雄 曹操那些
[00:06:25.000 --> 00:06:30.000]  征服天下的 諸侯都降服的
[00:06:30.000 --> 00:06:33.000]  他見人講人話 見鬼講鬼話
[00:06:33.000 --> 00:06:37.000]  所以對猶大人來說 耶和華是獨一的真神
[00:06:37.000 --> 00:06:43.000]  你去倫敦大英博物館保存了
[00:06:43.000 --> 00:06:45.000]  或者不應該叫保存
[00:06:45.000 --> 00:06:55.000]  英國的帝國搶了波斯帝國古列夏詔的那封詔書
[00:06:55.000 --> 00:06:59.000]  不是文件 是一個印 一個Cylinder
[00:06:59.000 --> 00:07:03.000]  一個圓形 圓筒形的雕刻
[00:07:03.000 --> 00:07:10.000]  上面是給巴比倫人的詔書
[00:07:10.000 --> 00:07:17.000]  古列就說你們的神 瑪杜克賜福給我
[00:07:17.000 --> 00:07:23.000]  所以他不是真的相信耶和華是獨一的真神
[00:07:23.000 --> 00:07:26.000]  不過他做了這件事 下令所有的人
[00:07:26.000 --> 00:07:29.000]  不只是猶大人可以回到自己的故鄉
[00:07:29.000 --> 00:07:34.000]  538年這件事發生 23年之後
[00:07:34.000 --> 00:07:41.000]  公元2000年 如果古列夏詔
[00:07:41.000 --> 00:07:45.000]  今年2024年23年之後
[00:07:45.000 --> 00:07:49.000]  聖殿重建完成
[00:07:49.000 --> 00:07:54.000]  23年很久了 政府做事嗎
[00:07:54.000 --> 00:07:57.000]  不過真的很多的艱難
[00:07:57.000 --> 00:08:00.000]  我們馬拉基書沒有提這一段
[00:08:00.000 --> 00:08:02.000]  因為這一段歷史很遙遠
[00:08:02.000 --> 00:08:11.000]  再等70年 由515年聖殿重建完成
[00:08:11.000 --> 00:08:15.000]  去到445年 70年
[00:08:15.000 --> 00:08:17.000]  70年真的很久了
[00:08:17.000 --> 00:08:20.000]  你數一數 我都沒有70歲
[00:08:20.000 --> 00:08:23.000]  有 我們中間有的 你出生的那一年
[00:08:23.000 --> 00:08:26.000]  所以很遙遠的歷史了
[00:08:26.000 --> 00:08:31.000]  70年之後 希米回到耶路撒冷
[00:08:31.000 --> 00:08:34.000]  以斯拉回到耶路撒冷
[00:08:34.000 --> 00:08:39.000]  但耶路撒冷是一片荒涼
[00:08:39.000 --> 00:08:45.000]  頹垣敗瓦 滿目瘡痍
[00:08:45.000 --> 00:08:48.000]  百姓回來了
[00:08:48.000 --> 00:08:54.000]  從538年到445年
[00:08:54.000 --> 00:08:57.000]  這93年之間
[00:08:57.000 --> 00:09:01.000]  以斯拉紀和尼希米紀告訴我們
[00:09:01.000 --> 00:09:04.000]  有5萬人回來了
[00:09:04.000 --> 00:09:07.000]  不算少 不過不算很多
[00:09:07.000 --> 00:09:11.000]  但回來的百姓都是深受感動
[00:09:11.000 --> 00:09:13.000]  聖經的說法是
[00:09:13.000 --> 00:09:15.000]  神的靈感動他們
[00:09:15.000 --> 00:09:18.000]  物也和華激動他們的心
[00:09:18.000 --> 00:09:20.000]  他們很興奮
[00:09:20.000 --> 00:09:24.000]  所以從遙遠秘魯到巴比倫
[00:09:24.000 --> 00:09:27.000]  自己逃難去了英國
[00:09:27.000 --> 00:09:31.000]  當時世界地中海都很大
[00:09:31.000 --> 00:09:33.000]  最遠就是英格蘭
[00:09:33.000 --> 00:09:38.000]  他們回來再延續一家大小
[00:09:38.000 --> 00:09:43.000]  很不簡單的行動
[00:09:43.000 --> 00:09:48.000]  聖殿重建 但城牆荒涼
[00:09:48.000 --> 00:09:52.000]  城門被火焚燒
[00:09:52.000 --> 00:09:55.000]  我不敢說在和你溫習尼希米紀
[00:09:55.000 --> 00:09:58.000]  不過這是尼希米紀第一章所記載
[00:09:58.000 --> 00:10:05.000]  尼希米在書山城聽到耶路撒冷的情況
[00:10:05.000 --> 00:10:08.000]  回來了一百年了
[00:10:08.000 --> 00:10:15.000]  但耶路撒冷仍然是一個廢墟
[00:10:15.000 --> 00:10:20.000]  你能夠想像回來的百姓的心情嗎?
[00:10:20.000 --> 00:10:25.000]  要重建耶路撒冷探訪容易
[00:10:25.000 --> 00:10:27.000]  沒有城牆
[00:10:27.000 --> 00:10:32.000]  也就是這個地方沒有守衛
[00:10:32.000 --> 00:10:38.000]  抵禦外來敵人的保護
[00:10:38.000 --> 00:10:40.000]  城就是這個意思
[00:10:40.000 --> 00:10:42.000]  和今天很不同
[00:10:42.000 --> 00:10:48.000]  現代社會城市有職業
[00:10:48.000 --> 00:10:53.000]  所以很多農村人湧來城市
[00:10:53.000 --> 00:10:56.000]  有錢賺 有工作
[00:10:56.000 --> 00:10:58.000]  這是現代城市
[00:10:58.000 --> 00:11:00.000]  不要這樣想耶路撒冷
[00:11:00.000 --> 00:11:03.000]  古代城市沒有錢賺
[00:11:03.000 --> 00:11:06.000]  沒有工作 沒東西吃
[00:11:06.000 --> 00:11:10.000]  要有地種糧食出產
[00:11:10.000 --> 00:11:18.000]  才是安居樂業的基礎
[00:11:18.000 --> 00:11:22.000]  但當有仇敵入侵的時候
[00:11:22.000 --> 00:11:26.000]  你在野外種田
[00:11:26.000 --> 00:11:28.000]  你就會被人搶
[00:11:28.000 --> 00:11:30.000]  被人奸
[00:11:30.000 --> 00:11:32.000]  被人殺
[00:11:32.000 --> 00:11:34.000]  被人燒
[00:11:34.000 --> 00:11:36.000]  到時你會怎樣做?
[00:11:36.000 --> 00:11:38.000]  你走入城裏面
[00:11:38.000 --> 00:11:40.000]  因為有城牆
[00:11:40.000 --> 00:11:45.000]  保護附近周圍的百姓
[00:11:45.000 --> 00:11:47.000]  但耶路撒冷沒有城牆
[00:11:47.000 --> 00:11:51.000]  所以百姓回到去100年
[00:11:51.000 --> 00:11:53.000]  不要說軍隊
[00:11:53.000 --> 00:11:55.000]  不要說流寇
[00:11:55.000 --> 00:11:57.000]  我用比較深的中文字
[00:11:57.000 --> 00:11:59.000]  你懂嗎?
[00:11:59.000 --> 00:12:01.000]  就是土匪
[00:12:01.000 --> 00:12:03.000]  都沒有得黨
[00:12:03.000 --> 00:12:07.000]  你想想百姓心裏
[00:12:07.000 --> 00:12:09.000]  在想什麼?
[00:12:09.000 --> 00:12:15.000]  我們不要把當時的情況浪漫化
[00:12:15.000 --> 00:12:17.000]  回到去的弟兄姊妹
[00:12:17.000 --> 00:12:18.000]  很熱心的
[00:12:18.000 --> 00:12:20.000]  他們拼命為神工作
[00:12:20.000 --> 00:12:22.000]  重建聖殿
[00:12:22.000 --> 00:12:24.000]  你看周圍
[00:12:24.000 --> 00:12:26.000]  你看城牆
[00:12:26.000 --> 00:12:28.000]  100年了
[00:12:28.000 --> 00:12:31.000]  要等尼熙米回來
[00:12:31.000 --> 00:12:34.000]  千辛萬苦
[00:12:34.000 --> 00:12:36.000]  重建耶路撒冷
[00:12:36.000 --> 00:12:38.000]  但這只是硬件
[00:12:38.000 --> 00:12:40.000]  懂不懂分辨?
[00:12:40.000 --> 00:12:44.000]  人心有沒有回歸
[00:12:44.000 --> 00:12:46.000]  這才是軟件
[00:12:46.000 --> 00:12:49.000]  外面做很多
[00:12:49.000 --> 00:12:51.000]  怎樣保安
[00:12:51.000 --> 00:12:53.000]  怎樣去鞏固
[00:12:53.000 --> 00:12:55.000]  有什麼infrastructure
[00:12:55.000 --> 00:12:58.000]  人心是最難的
[00:12:58.000 --> 00:13:00.000]  是最麻煩的
[00:13:00.000 --> 00:13:03.000]  是怎樣能夠改變?
[00:13:03.000 --> 00:13:05.000]  所以馬拉基書
[00:13:05.000 --> 00:13:07.000]  針對的不是
[00:13:07.000 --> 00:13:09.000]  以斯拉基、尼熙米基
[00:13:09.000 --> 00:13:13.000]  告訴我們重建的經過
[00:13:13.000 --> 00:13:15.000]  發生了什麼事
[00:13:15.000 --> 00:13:17.000]  大家很興奮
[00:13:17.000 --> 00:13:18.000]  很感恩
[00:13:18.000 --> 00:13:20.000]  是,那些是真的
[00:13:20.000 --> 00:13:22.000]  但馬拉基所瞄準的
[00:13:22.000 --> 00:13:24.000]  所針對的
[00:13:24.000 --> 00:13:27.000]  一開口說的第一句
[00:13:27.000 --> 00:13:30.000]  是百姓心底
[00:13:30.000 --> 00:13:33.000]  說不出的
[00:13:33.000 --> 00:13:35.000]  說不出的
[00:13:35.000 --> 00:13:38.000]  不是說回來認罪悔改
[00:13:38.000 --> 00:13:40.000]  上帝就祝福我們
[00:13:40.000 --> 00:13:42.000]  不是的,說不出的
[00:13:42.000 --> 00:13:44.000]  所以你聽聽
[00:13:44.000 --> 00:13:47.000]  耶和華書先知說的
[00:13:47.000 --> 00:13:50.000]  上帝說我愛你們
[00:13:50.000 --> 00:13:53.000]  但你們說
[00:13:53.000 --> 00:13:58.000]  上帝怎樣愛我們
[00:13:58.000 --> 00:14:01.000]  這句話的語氣
[00:14:01.000 --> 00:14:05.000]  不是吵架的語氣
[00:14:05.000 --> 00:14:07.000]  這句話的語氣
[00:14:07.000 --> 00:14:11.000]  是一個洩氣
[00:14:11.000 --> 00:14:15.000]  一個沒你那麼好氣
[00:14:15.000 --> 00:14:19.000]  說不出的痛
[00:14:19.000 --> 00:14:21.000]  面對著
[00:14:21.000 --> 00:14:28.000]  國破家亡的歷史事實
[00:14:28.000 --> 00:14:31.000]  在眼前
[00:14:31.000 --> 00:14:33.000]  耶路撒冷的城牆荒廢
[00:14:33.000 --> 00:14:35.000]  城門被火焚燒
[00:14:35.000 --> 00:14:38.000]  日日走過
[00:14:38.000 --> 00:14:40.000]  上帝愛我們
[00:14:40.000 --> 00:14:44.000]  上帝怎樣愛我們
[00:14:44.000 --> 00:14:47.000]  你明白嗎
[00:14:47.000 --> 00:14:50.000]  你明白這兩句話嗎
[00:14:50.000 --> 00:14:53.000]  事出有因
[00:14:53.000 --> 00:14:56.000]  不是他們貪愛世界
[00:14:56.000 --> 00:14:58.000]  不是他們去享受
[00:14:58.000 --> 00:15:00.000]  忘記上帝
[00:15:00.000 --> 00:15:02.000]  不是的
[00:15:02.000 --> 00:15:05.000]  面對這樣的事實
[00:15:05.000 --> 00:15:08.000]  你跟我說別的吧
[00:15:08.000 --> 00:15:11.000]  你跟我說神的愛
[00:15:11.000 --> 00:15:14.000]  如果神真的愛我們
[00:15:14.000 --> 00:15:17.000]  怎會搞成這樣
[00:15:17.000 --> 00:15:22.000]  這是《馬拉記書》開頭的第一段
[00:15:22.000 --> 00:15:25.000]  你要懂得怎樣去讀
[00:15:25.000 --> 00:15:27.000]  那個語氣
[00:15:27.000 --> 00:15:28.000]  不止
[00:15:28.000 --> 00:15:31.000]  這一段為整卷書
[00:15:31.000 --> 00:15:34.000]  為舊約聖經來到最後
[00:15:34.000 --> 00:15:37.000]  總結壓軸
[00:15:37.000 --> 00:15:41.000]  才知六段的訊息
[00:15:41.000 --> 00:15:46.000]  作一個定調
[00:15:46.000 --> 00:15:51.000]  我很喜歡每一次聽伴奏的管樂
[00:15:51.000 --> 00:15:53.000]  不同的樂器
[00:15:53.000 --> 00:15:55.000]  吹奏出來
[00:15:55.000 --> 00:15:58.000]  不同的感受
[00:15:58.000 --> 00:16:00.000]  Flute
[00:16:00.000 --> 00:16:02.000]  和Clarinet
[00:16:02.000 --> 00:16:03.000]  你懂得分嗎
[00:16:03.000 --> 00:16:04.000]  不懂
[00:16:04.000 --> 00:16:07.000]  總之音樂很好聽
[00:16:07.000 --> 00:16:10.000]  調和文字
[00:16:10.000 --> 00:16:11.000]  不是每個字我都懂
[00:16:11.000 --> 00:16:13.000]  你要回到當時的情況
[00:16:13.000 --> 00:16:16.000]  才知其實是神愛我們
[00:16:16.000 --> 00:16:20.000]  每個人心裏都不約而同
[00:16:20.000 --> 00:16:21.000]  不是說阿們
[00:16:21.000 --> 00:16:24.000]  不是說感謝主
[00:16:24.000 --> 00:16:29.000]  是說神在哪裏愛我們
[00:16:29.000 --> 00:16:32.000]  神怎樣愛我們
[00:16:32.000 --> 00:16:35.000]  所以你要回到當時
[00:16:35.000 --> 00:16:39.000]  你要明白為何百姓會這樣回應
[00:16:39.000 --> 00:16:47.000]  但才知沒有避忌不說
[00:16:47.000 --> 00:16:49.000]  我們就會的了
[00:16:49.000 --> 00:16:52.000]  在舞台上說一些好聽的訊息
[00:16:52.000 --> 00:16:55.000]  就著大家喜歡聽
[00:16:55.000 --> 00:16:57.000]  起碼聽得入
[00:16:57.000 --> 00:16:58.000]  不會反彈
[00:16:58.000 --> 00:17:04.000]  聖經從來不是說一些我們聽得入的道理
[00:17:04.000 --> 00:17:06.000]  聽得入的就看荒漠金泉
[00:17:06.000 --> 00:17:08.000]  我小時候
[00:17:08.000 --> 00:17:11.000]  貌似很純烈
[00:17:11.000 --> 00:17:13.000]  很舒服
[00:17:13.000 --> 00:17:16.000]  上帝從頭到尾都哄我們
[00:17:16.000 --> 00:17:18.000]  但聖經不是
[00:17:18.000 --> 00:17:20.000]  將我們心底裏
[00:17:20.000 --> 00:17:22.000]  說不出太難受
[00:17:22.000 --> 00:17:30.000]  仍然是一個流著水和龍的傷口的痛
[00:17:30.000 --> 00:17:32.000]  但神明白
[00:17:32.000 --> 00:17:41.000]  並且主動氣我們說這件事
[00:17:41.000 --> 00:17:42.000]  是這樣的
[00:17:42.000 --> 00:17:46.000]  馬拉基書是這樣開始的
[00:17:46.000 --> 00:17:50.000]  上帝說兩兄弟
[00:17:50.000 --> 00:17:54.000]  以素、雅各
[00:17:54.000 --> 00:17:56.000]  我們聽不明白
[00:17:56.000 --> 00:17:59.000]  因為我們不是雅各
[00:17:59.000 --> 00:18:02.000]  所以我們讀聖經就覺得
[00:18:02.000 --> 00:18:04.000]  以素是不對的
[00:18:04.000 --> 00:18:06.000]  以素是哥哥
[00:18:06.000 --> 00:18:09.000]  雅各是弟弟
[00:18:09.000 --> 00:18:10.000]  是媽生的
[00:18:10.000 --> 00:18:13.000]  一樣高大
[00:18:13.000 --> 00:18:21.000]  所以以素應該承受父親所有的祝福
[00:18:21.000 --> 00:18:23.000]  你讀過《創世紀》就記得
[00:18:23.000 --> 00:18:26.000]  被弟弟騙了
[00:18:26.000 --> 00:18:30.000]  一碗紅豆湯就哄了長子的名分
[00:18:30.000 --> 00:18:34.000]  有一碗野味就哄了父親的祝福
[00:18:34.000 --> 00:18:36.000]  這樣的弟弟哪裡找呢
[00:18:36.000 --> 00:18:39.000]  有這樣的弟弟就不用有敵人了
[00:18:39.000 --> 00:18:41.000]  這是以素和雅各
[00:18:41.000 --> 00:18:46.000]  但上帝說我愛雅各
[00:18:46.000 --> 00:18:49.000]  這樣的弟弟你也愛?
[00:18:49.000 --> 00:18:54.000]  你也要懂得聽
[00:18:54.000 --> 00:18:56.000]  你是雅各
[00:18:56.000 --> 00:18:58.000]  你爭回來的東西
[00:18:58.000 --> 00:18:59.000]  你抱著
[00:18:59.000 --> 00:19:01.000]  人人都不可以走過來
[00:19:01.000 --> 00:19:03.000]  上帝走過來
[00:19:03.000 --> 00:19:05.000]  有沒有搞錯?走!
[00:19:05.000 --> 00:19:09.000]  但上帝說我愛雅各
[00:19:09.000 --> 00:19:10.000]  很奇怪的
[00:19:10.000 --> 00:19:11.000]  你皺眉頭
[00:19:11.000 --> 00:19:12.000]  沒有公義
[00:19:12.000 --> 00:19:13.000]  我們的公義
[00:19:13.000 --> 00:19:16.000]  全部都伸出來打人
[00:19:16.000 --> 00:19:17.000]  上帝接著那句
[00:19:17.000 --> 00:19:19.000]  我恨以素
[00:19:19.000 --> 00:19:21.000]  中文聖經譯
[00:19:21.000 --> 00:19:22.000]  惡以素
[00:19:22.000 --> 00:19:24.000]  小心聽
[00:19:24.000 --> 00:19:29.000]  新約聖經主耶穌都說過同樣的話
[00:19:29.000 --> 00:19:31.000]  不知道你有沒有印象呢
[00:19:31.000 --> 00:19:34.000]  人如果要跟從我
[00:19:34.000 --> 00:19:42.000]  他必須要愛我多過愛父母
[00:19:42.000 --> 00:19:43.000]  不是
[00:19:43.000 --> 00:19:45.000]  路加福音記載
[00:19:45.000 --> 00:19:49.000]  恨他的父母
[00:19:49.000 --> 00:19:52.000]  嘩!我們馬上就譁然
[00:19:52.000 --> 00:19:54.000]  所以從來我們都不說
[00:19:54.000 --> 00:19:56.000]  我們說孝敬父母
[00:19:56.000 --> 00:19:59.000]  耶穌說孝敬父母的
[00:19:59.000 --> 00:20:02.000]  耶穌不是不孝敬父母的
[00:20:02.000 --> 00:20:05.000]  所以猶太人討論
[00:20:05.000 --> 00:20:09.000]  我把供養父母的金錢
[00:20:09.000 --> 00:20:11.000]  奉獻給聖殿
[00:20:11.000 --> 00:20:14.000]  作為國耳版
[00:20:14.000 --> 00:20:18.000]  阿難民的堅行奉獻
[00:20:18.000 --> 00:20:21.000]  那我就不供養父母了
[00:20:21.000 --> 00:20:23.000]  耶穌不贊成
[00:20:23.000 --> 00:20:26.000]  所以耶穌這句話是什麼意思呢
[00:20:26.000 --> 00:20:29.000]  那你要讀完整句
[00:20:29.000 --> 00:20:32.000]  譬如我跟你讀一讀
[00:20:32.000 --> 00:20:33.000]  兩節而已
[00:20:33.000 --> 00:20:35.000]  你沒有聖經在手
[00:20:35.000 --> 00:20:38.000]  我跟廣恩弟兄姊妹說
[00:20:38.000 --> 00:20:39.000]  下次回來崇拜
[00:20:39.000 --> 00:20:42.000]  偷偷地帶本聖經回來
[00:20:42.000 --> 00:20:45.000]  教會不派我偷偷地帶回來
[00:20:45.000 --> 00:20:46.000]  偷偷地很好玩的
[00:20:46.000 --> 00:20:47.000]  有沒有帶呀
[00:20:47.000 --> 00:20:49.000]  有呀 偷偷地帶
[00:20:49.000 --> 00:20:52.000]  馬太福音
[00:20:52.000 --> 00:20:59.000]  耶穌說第十章第三十七節
[00:20:59.000 --> 00:21:01.000]  耶穌說
[00:21:01.000 --> 00:21:05.000]  愛父母過於愛我的
[00:21:05.000 --> 00:21:09.000]  不配作我的門徒
[00:21:09.000 --> 00:21:14.000]  愛兒女過於愛我的
[00:21:14.000 --> 00:21:17.000]  不配作我的門徒
[00:21:17.000 --> 00:21:19.000]  不配著他的十字架
[00:21:19.000 --> 00:21:22.000]  跟從我的也
[00:21:22.000 --> 00:21:25.000]  不配作我的門徒
[00:21:25.000 --> 00:21:28.000]  所以其實耶穌說了三句
[00:21:28.000 --> 00:21:31.000]  路加就更加清楚了
[00:21:31.000 --> 00:21:36.000]  如果我們翻開路加福音第十四章
[00:21:36.000 --> 00:21:38.000]  耶穌這三句話
[00:21:38.000 --> 00:21:41.000]  另外一個版本記載在
[00:21:41.000 --> 00:21:43.000]  婦女福音
[00:21:43.000 --> 00:21:47.000]  路加福音十四章二十六節
[00:21:47.000 --> 00:21:50.000]  人到我這裡來
[00:21:50.000 --> 00:21:55.000]  若不愛我勝過愛自己的父母
[00:21:55.000 --> 00:22:00.000]  妻子兒女弟兄姐妹
[00:22:00.000 --> 00:22:03.000]  和自己的性命
[00:22:03.000 --> 00:22:07.000]  就不能作我的門徒
[00:22:07.000 --> 00:22:09.000]  還有世字的
[00:22:09.000 --> 00:22:11.000]  所以我說要帶本聖經
[00:22:11.000 --> 00:22:13.000]  我不知道iPhone有沒有世字呢
[00:22:13.000 --> 00:22:16.000]  愛我勝過愛
[00:22:16.000 --> 00:22:21.000]  這五個字希臘文原本一個字
[00:22:21.000 --> 00:22:24.000]  恨再讀一次
[00:22:24.000 --> 00:22:26.000]  人到我這裡來
[00:22:26.000 --> 00:22:28.000]  若不愛我
[00:22:28.000 --> 00:22:32.000]  而恨自己的父母
[00:22:32.000 --> 00:22:35.000]  妻子兒女弟兄姐妹
[00:22:35.000 --> 00:22:39.000]  和自己的性命
[00:22:39.000 --> 00:22:41.000]  奇怪吧
[00:22:41.000 --> 00:22:44.000]  所以不只是說父母
[00:22:44.000 --> 00:22:48.000]  這裡是說包括自己
[00:22:48.000 --> 00:22:51.000]  我們就要小心聽
[00:22:51.000 --> 00:22:54.000]  這個愛和恨
[00:22:54.000 --> 00:23:01.000]  不是我們心目中的愛和恨
[00:23:01.000 --> 00:23:03.000]  不是
[00:23:03.000 --> 00:23:06.000]  因為恨自己才可以做耶穌的門徒
[00:23:06.000 --> 00:23:08.000]  你恨不恨自己
[00:23:08.000 --> 00:23:11.000]  我恨自己可以升級
[00:23:11.000 --> 00:23:13.000]  我可以住大屋
[00:23:13.000 --> 00:23:16.000]  那個恨不是耶穌說的恨
[00:23:16.000 --> 00:23:19.000]  所以不是這個意思
[00:23:19.000 --> 00:23:22.000]  這裡只是一個比較
[00:23:22.000 --> 00:23:24.000]  馬拉基書比較
[00:23:24.000 --> 00:23:27.000]  如果你問兩兄弟
[00:23:27.000 --> 00:23:32.000]  你看看上帝怎樣對爾東
[00:23:32.000 --> 00:23:37.000]  上帝不是不看顧爾東
[00:23:37.000 --> 00:23:41.000]  整本舊有聖經記載兩兄弟恩怨情仇
[00:23:41.000 --> 00:23:43.000]  真是複雜到不得了
[00:23:43.000 --> 00:23:47.000]  我都不打算用講道跟你溫習
[00:23:47.000 --> 00:23:50.000]  如果要就開班主學班
[00:23:50.000 --> 00:23:52.000]  你看看這些很精彩的
[00:23:52.000 --> 00:23:56.000]  比電視劇雍正皇朝更加好看
[00:23:56.000 --> 00:23:59.000]  但是從一開始
[00:23:59.000 --> 00:24:08.000]  創世紀三十六章記載爾蘇的後代
[00:24:08.000 --> 00:24:12.000]  雙重的家譜重要嗎
[00:24:12.000 --> 00:24:17.000]  創世紀十二段佔了六分之一
[00:24:17.000 --> 00:24:26.000]  新明紀第二章又再重新強調
[00:24:26.000 --> 00:24:30.000]  告訴以色列人
[00:24:30.000 --> 00:24:34.000]  爾東人 爾蘇尼的哥哥
[00:24:34.000 --> 00:24:39.000]  搬了去西爾山地區
[00:24:39.000 --> 00:24:42.000]  又是不知道我在說什麼
[00:24:42.000 --> 00:24:45.000]  從以色列搬去約旦
[00:24:45.000 --> 00:24:48.000]  知道了嗎 都不知道
[00:24:48.000 --> 00:24:50.000]  約旦在哪都不知道
[00:24:50.000 --> 00:24:53.000]  隔離過了約旦河
[00:24:53.000 --> 00:24:58.000]  不是爾蘇貪愛世界
[00:24:58.000 --> 00:25:03.000]  我們有多少港元在港台上冤枉他
[00:25:03.000 --> 00:25:08.000]  是上帝為爾蘇預備的產業
[00:25:08.000 --> 00:25:15.000]  就好像上帝為雅各預備迦南一樣
[00:25:15.000 --> 00:25:18.000]  上帝看顧爾蘇
[00:25:18.000 --> 00:25:22.000]  很看重他的家譜
[00:25:22.000 --> 00:25:30.000]  也為他預備安居的產業地方
[00:25:30.000 --> 00:25:36.000]  最後提到爾東的舊約聖經經卷
[00:25:36.000 --> 00:25:38.000]  不考你了
[00:25:38.000 --> 00:25:41.000]  俄巴底亞書
[00:25:41.000 --> 00:25:43.000]  你讀馬拉基書
[00:25:43.000 --> 00:25:44.000]  其實你應該由頭讀起
[00:25:44.000 --> 00:25:46.000]  一定讀俄巴底亞
[00:25:46.000 --> 00:25:50.000]  一章的 很短 說什麼的
[00:25:50.000 --> 00:25:53.000]  說爾東人欺負猶太人
[00:25:53.000 --> 00:25:56.000]  趁火打劫 落井下石
[00:25:56.000 --> 00:25:58.000]  在他們亡國的時候
[00:25:58.000 --> 00:26:01.000]  搶了一份兄弟
[00:26:01.000 --> 00:26:03.000]  怎麼做得出手
[00:26:03.000 --> 00:26:08.000]  上帝說因此我叫爾東亡國
[00:26:08.000 --> 00:26:10.000]  俄巴底亞書很清楚
