
[00:00:00.000 --> 00:00:08.640]  今天看一本書 大家可能都熟悉的
[00:03:29.840 --> 00:03:31.760]  看到主你自己要我們所看到的
[00:03:31.760 --> 00:03:32.880]  幫助我們 帶領我們
[00:03:32.880 --> 00:03:35.120]  我們感謝你 主耶穌明智祈禱
[00:03:35.120 --> 00:03:35.840]  阿們
[00:03:35.840 --> 00:03:37.840]  OK 開始的時間
[00:03:37.840 --> 00:03:39.840]  25節的經文 我們剛才讀了15節
[00:03:39.840 --> 00:03:42.640]  我再往前看多幾節經文
[00:03:42.640 --> 00:03:46.000]  等於整本《肥利門書》我們都看完了
[00:03:46.000 --> 00:03:46.800]  差不多
[00:03:46.800 --> 00:03:48.400]  回到看的時間
[00:03:48.400 --> 00:03:49.840]  我們從一章一節去看
[00:03:49.840 --> 00:03:52.400]  我們就問這封信
[00:03:52.400 --> 00:03:55.760]  這本書是誰寫的
[00:03:55.760 --> 00:03:58.480]  你說肯定是保羅寫的
[00:03:58.480 --> 00:03:59.520]  所以開始的時間
[00:03:59.520 --> 00:04:01.200]  一章一節說我是保羅
[00:04:01.200 --> 00:04:03.920]  保羅寫這本書的時候
[00:04:03.920 --> 00:04:04.800]  他寫給誰
[00:04:04.800 --> 00:04:08.880]  他寫給一個叫做肥利門的收信人
[00:04:08.880 --> 00:04:10.560]  而保羅他怎麼介紹自己
[00:04:10.560 --> 00:04:11.760]  他介紹自己的時候
[00:04:11.760 --> 00:04:14.800]  他說我是一個囚犯
[00:04:14.800 --> 00:04:17.280]  囚犯大家知道是什麼
[00:04:17.280 --> 00:04:22.000]  囚犯就等於他沒有了自由
[00:04:22.000 --> 00:04:23.520]  被人關起來
[00:04:23.520 --> 00:04:25.520]  出不到他想出的地方
[00:04:25.520 --> 00:04:27.520]  去不到他想去的地方
[00:04:27.520 --> 00:04:29.040]  關在那個地方
[00:04:29.040 --> 00:04:31.760]  我們都可能有少少類似的體會
[00:04:31.760 --> 00:04:33.440]  保羅說我是一個囚犯
[00:04:33.440 --> 00:04:34.880]  我現在寫信給你
[00:04:34.880 --> 00:04:37.040]  那個人叫做肥利門
[00:04:37.040 --> 00:04:38.560]  很有趣的
[00:04:38.560 --> 00:04:41.760]  保羅就說我自己是一個囚犯
[00:04:41.760 --> 00:04:44.400]  就是說保羅寫這封信的時候
[00:04:44.400 --> 00:04:45.280]  他在哪裡
[00:04:45.280 --> 00:04:47.200]  他在監獄裡面寫
[00:04:47.200 --> 00:04:48.480]  有什麼特別
[00:04:48.480 --> 00:04:49.440]  不是不是
[00:04:49.440 --> 00:04:50.480]  很特別
[00:04:50.480 --> 00:04:52.240]  很特別的緣故就是說
[00:04:52.240 --> 00:04:53.280]  你說不特別
[00:04:53.280 --> 00:04:56.160]  因為保羅很多封信都在監獄裡面寫
[00:04:56.160 --> 00:04:59.680]  所以我們知道保羅有些信叫監獄書信
[00:04:59.680 --> 00:05:00.480]  有四封
[00:05:00.480 --> 00:05:04.000]  而肥利門就是其中一封監獄的書信
[00:05:04.000 --> 00:05:05.280]  所以沒什麼特別
[00:05:05.280 --> 00:05:05.760]  不是
[00:05:05.760 --> 00:05:06.560]  很特別
[00:05:06.560 --> 00:05:09.440]  很特別的地方就是你打開保羅所有書信
[00:05:09.440 --> 00:05:11.680]  哪怕是普通社會教會的書信
[00:05:11.680 --> 00:05:14.080]  或者是那四封
[00:05:14.080 --> 00:05:15.760]  不包括肥利門
[00:05:15.760 --> 00:05:17.760]  就是其餘的三封
[00:05:17.760 --> 00:05:24.640]  監獄書信裡面保羅從來沒有稱自己是一個囚犯
[00:05:24.640 --> 00:05:26.240]  他稱自己是什麼
[00:05:26.240 --> 00:05:29.120]  我就打開哥倫多前書
[00:05:29.120 --> 00:05:30.640]  你隨便找一本書
[00:05:30.640 --> 00:05:31.680]  一開始的時候
[00:05:31.680 --> 00:05:33.120]  他說怎樣稱呼自己
[00:05:33.120 --> 00:05:38.080]  他說他是蒙召作基督耶穌仕途的保羅
[00:05:38.080 --> 00:05:39.920]  保羅是這樣稱呼自己
[00:05:39.920 --> 00:05:42.400]  但是只有在肥利門書裡面
[00:05:42.400 --> 00:05:46.320]  他稱呼他自己是一個囚犯
[00:05:46.320 --> 00:05:48.320]  很有趣
[00:05:48.320 --> 00:05:51.680]  他這個囚犯不是無緣無故
[00:05:51.680 --> 00:05:55.280]  不是因為他做錯了什麼事而成為囚犯
[00:05:55.280 --> 00:05:59.360]  而反過來是因為他因著基督的公義
[00:05:59.360 --> 00:06:01.680]  而他進入監獄當中
[00:06:01.680 --> 00:06:05.040]  所以他說我為了基督耶穌的緣故
[00:06:05.040 --> 00:06:06.960]  我成為一個囚犯
[00:06:06.960 --> 00:06:08.800]  所以縱然他今天是沒有了自由
[00:06:08.800 --> 00:06:12.720]  但是他這個自由不是因為他做錯了什麼事
[00:06:12.720 --> 00:06:16.240]  是因為他為了基督耶穌的緣故
[00:06:16.240 --> 00:06:17.760]  所以他今天成為一個囚犯
[00:06:17.760 --> 00:06:20.800]  然後他寫信給肥利門
[00:06:20.800 --> 00:06:22.400]  他怎樣稱呼肥利門
[00:06:22.400 --> 00:06:25.120]  肥利門是我們親愛的同工
[00:06:25.120 --> 00:06:27.680]  肥利門這個人是什麼人
[00:06:27.680 --> 00:06:29.680]  這個人是一個基督徒
[00:06:29.680 --> 00:06:31.680]  用我們今天的語言來講
[00:06:31.680 --> 00:06:37.280]  而且他是保羅教會裡面的同工
[00:06:37.280 --> 00:06:39.280]  他不單是弟兄姊妹
[00:06:39.280 --> 00:06:40.560]  是一起同工的
[00:06:40.560 --> 00:06:43.440]  可能這個肥利門是D勤
[00:06:43.440 --> 00:06:46.400]  可能這個肥利門是大師哥
[00:06:46.400 --> 00:06:50.880]  可能這個肥利門是Elder
[00:06:50.880 --> 00:06:52.880]  是和保羅同工
[00:06:52.880 --> 00:06:53.920]  他寫信給他
[00:06:53.920 --> 00:06:56.480]  寫信給他的時間很有趣
[00:06:56.480 --> 00:06:58.480]  他說肥利門
[00:06:58.480 --> 00:07:02.560]  我每次禱告的時候都提到你
[00:07:02.560 --> 00:07:05.920]  保羅為很多弟兄姊妹祈禱
[00:07:05.920 --> 00:07:08.480]  但是每一次禱告的時候都提到你
[00:07:08.480 --> 00:07:09.520]  為什麼
[00:07:09.520 --> 00:07:11.200]  他提到他的時間
[00:07:11.200 --> 00:07:14.880]  他說我常常為你感謝我的上帝
[00:07:14.880 --> 00:07:18.880]  他禱告的時候是經常為肥利門
[00:07:18.880 --> 00:07:21.120]  這個弟兄去感謝我的上帝
[00:07:21.120 --> 00:07:23.120]  就是保羅的上帝
[00:07:23.120 --> 00:07:25.680]  常常為你感謝我的上帝
[00:07:25.680 --> 00:07:27.680]  這個是結果
[00:07:27.680 --> 00:07:29.680]  一尊五折我們待會會看
[00:07:29.680 --> 00:07:31.040]  是那個原因
[00:07:31.040 --> 00:07:36.160]  為什麼保羅會常常為肥利門感謝我的上帝
[00:07:36.160 --> 00:07:39.200]  來到這個時候我先停一停弟兄姊妹
[00:07:39.200 --> 00:07:42.160]  當你看到這一節經文的時候
[00:07:42.160 --> 00:07:44.160]  我不知道你有沒有看到一些很特別的東西
[00:07:44.160 --> 00:07:48.240]  Daniel哥說很喜歡掄一本聖經
[00:07:48.240 --> 00:07:49.520]  真的,弟兄姊妹
[00:07:49.520 --> 00:07:51.520]  當你掄一本聖經的時候
[00:07:51.520 --> 00:07:55.360]  我不知道你會看到一些什麼很特別的東西
[00:07:55.360 --> 00:07:58.640]  沒得回答
[00:07:58.640 --> 00:08:01.120]  保羅有沒有發覺
[00:08:01.120 --> 00:08:05.280]  常常為你肥利門的弟兄去感謝
[00:08:05.280 --> 00:08:06.720]  是我的上帝
[00:08:06.720 --> 00:08:09.120]  為什麼不是我們的上帝
[00:08:09.120 --> 00:08:11.520]  為什麼不是我們的上帝
[00:08:11.520 --> 00:08:13.600]  為什麼是保羅的上帝
[00:08:13.600 --> 00:08:14.560]  不是我們嗎
[00:08:14.560 --> 00:08:16.560]  不是我和提摩泰
[00:08:16.560 --> 00:08:18.000]  不是我和肥利門
[00:08:18.000 --> 00:08:20.960]  不是我和其他眾弟兄姊妹的上帝嗎
[00:08:20.960 --> 00:08:24.480]  一個上帝好像私有化作是我保羅的上帝
[00:08:24.480 --> 00:08:27.040]  不知道大家看的時候有沒有特別注意到
[00:08:27.040 --> 00:08:28.320]  可能沒有吧
[00:08:28.320 --> 00:08:29.520]  或者說我注意到
[00:08:29.520 --> 00:08:30.560]  這個是常識
[00:08:30.560 --> 00:08:31.920]  我常常注意到的時候
[00:08:31.920 --> 00:08:33.840]  可能你會說我打開聖經看看
[00:08:33.840 --> 00:08:36.320]  保羅在他其他書信是怎麼說的
[00:08:36.320 --> 00:08:37.600]  我隨便找幾節
[00:08:37.600 --> 00:08:38.960]  你打開去看任何
[00:08:38.960 --> 00:08:39.920]  你打開去看
[00:08:39.920 --> 00:08:42.480]  貼薩羅尼加後書裡面是這樣說的
[00:08:42.480 --> 00:08:44.000]  我是保羅
[00:08:44.000 --> 00:08:47.440]  然後寫信給貼薩羅尼加教會
[00:08:47.440 --> 00:08:48.480]  他說什麼
[00:08:48.480 --> 00:08:51.680]  是屬於我們的父上帝
[00:08:51.680 --> 00:08:55.920]  是屬於我們的主耶穌基督
[00:08:55.920 --> 00:08:57.280]  有沒有發覺
[00:08:57.280 --> 00:08:58.800]  是我們的
[00:08:58.800 --> 00:09:00.160]  再看多一個哥羅西書
[00:09:00.160 --> 00:09:01.680]  一張三節
[00:09:01.680 --> 00:09:04.560]  這個簡直是一張四節的肥利門書
[00:09:04.560 --> 00:09:05.840]  在看你們禱告的時候
[00:09:05.840 --> 00:09:08.400]  我們上上感謝上帝
[00:09:08.400 --> 00:09:09.760]  就是說各位弟兄姊妹
[00:09:09.760 --> 00:09:10.880]  上上感謝上帝
[00:09:10.880 --> 00:09:15.120]  就是我們的主耶穌基督父親
[00:09:15.120 --> 00:09:16.080]  但是很有趣
[00:09:16.080 --> 00:09:20.720]  為什麼一張四節保羅會說我們的上帝
[00:09:20.720 --> 00:09:22.640]  不是說我們的上帝
[00:09:22.640 --> 00:09:25.040]  你回去再看其他的書信
[00:09:25.040 --> 00:09:28.080]  我今天不是查經
[00:09:28.080 --> 00:09:30.080]  我就不嘗試給答案
[00:09:30.080 --> 00:09:31.120]  放在停車場
[00:09:31.120 --> 00:09:32.640]  你自己去拿車的時候
[00:09:32.640 --> 00:09:34.800]  你就自己去想想問題
[00:09:34.800 --> 00:09:36.560]  給大家一點提示
[00:09:36.560 --> 00:09:38.080]  一張四節
[00:09:38.080 --> 00:09:41.920]  肥利門書沒有一張兩張
[00:09:41.920 --> 00:09:43.840]  25節經文第四節
[00:09:43.840 --> 00:09:45.760]  方便我就標第一章
[00:09:45.760 --> 00:09:47.040]  一張四節
[00:09:47.040 --> 00:09:49.120]  你回去打開羅馬書去看
[00:09:49.120 --> 00:09:50.560]  一張八節
[00:09:50.560 --> 00:09:52.320]  保羅都是說我們的上帝
[00:09:52.320 --> 00:09:54.080]  不是說我們的上帝
[00:09:54.080 --> 00:09:55.680]  你打開哥林多前書
[00:09:55.680 --> 00:09:57.040]  一張四節去看的時候
[00:09:57.040 --> 00:09:58.240]  他都是說我們的上帝
[00:09:58.240 --> 00:10:01.120]  你打開肥立比書去看的時候
[00:10:01.120 --> 00:10:02.400]  一張四節同樣
[00:10:02.400 --> 00:10:03.680]  都是我的上帝
[00:10:03.680 --> 00:10:04.960]  很有趣
[00:10:04.960 --> 00:10:07.680]  有多大的地方是說我們的上帝
[00:10:07.680 --> 00:10:09.280]  全部其他的書信
[00:10:09.280 --> 00:10:12.240]  他都是形容是我們的上帝
[00:10:12.240 --> 00:10:15.200]  這個留給大家回去看
[00:10:15.200 --> 00:10:17.200]  回來看一張四節
[00:10:17.200 --> 00:10:21.040]  上上為你肥利門
[00:10:21.040 --> 00:10:22.640]  弟兄感謝我的上帝
[00:10:22.640 --> 00:10:24.480]  這個結果我剛才說
[00:10:24.480 --> 00:10:25.520]  原因是什麼
[00:10:25.520 --> 00:10:26.720]  是一張五節
[00:10:26.720 --> 00:10:28.000]  一張五節他說什麼
[00:10:28.000 --> 00:10:32.880]  因為你對所有的信徒都有愛心
[00:10:32.880 --> 00:10:35.760]  所以我就上上在禱告的時間
[00:10:35.760 --> 00:10:39.520]  都為你去感謝我的上帝
[00:10:39.520 --> 00:10:44.160]  是因為你對所有的信徒都有愛心
[00:10:44.160 --> 00:10:45.920]  什麼叫做有愛心
[00:10:45.920 --> 00:10:49.280]  你打開馬太封第25章去看的時候
[00:10:49.280 --> 00:10:50.160]  最簡單
[00:10:50.160 --> 00:10:52.880]  那個人沒有衣服穿赤身露體的時候
[00:10:52.880 --> 00:10:55.440]  你給他穿一件外衣
[00:10:55.440 --> 00:10:56.960]  那個人口渴的時候
[00:10:56.960 --> 00:10:58.800]  你給他一杯白開水
[00:10:58.800 --> 00:10:59.680]  不是
[00:10:59.680 --> 00:11:01.520]  耶穌說是涼水
[00:11:01.520 --> 00:11:02.480]  就行了
[00:11:02.480 --> 00:11:03.920]  給他一杯涼水喝的時候
[00:11:03.920 --> 00:11:05.360]  你坐在那個小子身上
[00:11:05.360 --> 00:11:07.680]  彷彿坐在我的身上
[00:11:07.680 --> 00:11:09.440]  那個人坐牢的時候
[00:11:09.440 --> 00:11:12.400]  在監獄裡面的時候
[00:11:12.400 --> 00:11:15.280]  你去探望他
[00:11:15.280 --> 00:11:16.720]  坐牢不值得探望
[00:11:16.720 --> 00:11:17.520]  不是不是不是
[00:11:17.520 --> 00:11:20.080]  所以保羅說我都是坐在監獄裡面
[00:11:20.080 --> 00:11:23.440]  但我是因著基督的緣故坐在監獄裡面
[00:11:23.440 --> 00:11:26.000]  有些人是因著基督的緣故
[00:11:26.000 --> 00:11:27.360]  他沒有做錯事
[00:11:27.360 --> 00:11:28.880]  是坐在監獄裡面的時候
[00:11:28.880 --> 00:11:31.920]  我們會不會紀念那些弟兄姐妹呢
[00:11:31.920 --> 00:11:33.840]  他說你紀念他的時間
[00:11:33.840 --> 00:11:37.600]  這個就是反映出你的愛心
[00:11:37.600 --> 00:11:38.640]  另一樣東西
[00:11:38.640 --> 00:11:40.800]  是因為我為什麼要感謝
[00:11:40.800 --> 00:11:42.320]  為你上上感謝我的上帝
[00:11:42.320 --> 00:11:44.560]  因為你對主耶穌基督有信心
[00:11:44.560 --> 00:11:45.680]  我很喜歡這張信心
[00:11:45.680 --> 00:11:46.720]  我跟大家分享過
[00:11:46.720 --> 00:11:49.040]  做favor信仰
[00:11:49.040 --> 00:11:50.880]  信仰包含兩個含義
[00:11:50.880 --> 00:11:51.600]  如果你還記得
[00:11:51.600 --> 00:11:55.120]  一個就是我們信仰的對象
[00:11:55.120 --> 00:11:56.320]  相信的對象
[00:11:56.320 --> 00:11:59.600]  然後我們單單仰望那個對象
[00:11:59.600 --> 00:12:01.760]  就是告訴我們
[00:12:01.760 --> 00:12:05.840]  被利們當他再面對生命當中的一些事情
[00:12:05.840 --> 00:12:09.600]  和他過去的經驗可能對不上
[00:12:09.600 --> 00:12:11.840]  在他生命裡面的時候
[00:12:11.840 --> 00:12:14.160]  經歷了一些很奇特的
[00:12:14.160 --> 00:12:15.760]  不知道怎麼處理的事情
[00:12:15.760 --> 00:12:19.280]  但是他就單單仰望主耶穌基督
[00:12:19.280 --> 00:12:21.040]  他知道這個也是上帝
[00:12:21.040 --> 00:12:24.400]  讓他在生命當中要面對
[00:12:24.400 --> 00:12:27.840]  所以保羅在感謝他上帝的時候
[00:12:27.840 --> 00:12:29.600]  是因為這個肥利們有兩樣東西
[00:12:29.600 --> 00:12:33.360]  第一我們知道他是一個非常好的基督徒
[00:12:33.360 --> 00:12:34.800]  他有愛心
[00:12:34.800 --> 00:12:36.080]  愛身邊的人
[00:12:36.080 --> 00:12:40.480]  而他對主耶穌基督是有一份很特別的信心
[00:12:40.480 --> 00:12:42.880]  所以保羅是為他感謝
[00:12:42.880 --> 00:12:44.720]  但是更有趣的是保羅說什麼?
[00:12:44.720 --> 00:12:46.320]  我是聽到的
[00:12:46.320 --> 00:12:52.160]  所以我們可能相信保羅是沒有面對面認識這個肥利們
[00:12:52.160 --> 00:12:56.560]  他只不過因為當時去到成立了教會
[00:12:56.560 --> 00:12:59.760]  然後後來弟兄姊妹帶了肥利們信主
[00:12:59.760 --> 00:13:03.600]  然後保羅聽到這個肥利們
[00:13:03.600 --> 00:13:05.120]  在他當地的地方
[00:13:05.120 --> 00:13:07.600]  是一個非常有愛心的信徒
[00:13:07.600 --> 00:13:10.480]  以及非常有信心
[00:13:10.480 --> 00:13:14.000]  倚靠主耶穌基督的信徒
[00:13:14.000 --> 00:13:15.200]  是他聽到的
[00:13:15.200 --> 00:13:16.080]  不單聽到
[00:13:16.080 --> 00:13:18.560]  我們再看一章七節他怎麼說
[00:13:18.560 --> 00:13:20.560]  一章七節裡面保羅說
[00:13:20.560 --> 00:13:21.760]  親愛的弟兄姊妹
[00:13:21.760 --> 00:13:23.280]  這個就是肥利們
[00:13:23.280 --> 00:13:26.160]  你的愛心給了我極大的喜樂和鼓勵
[00:13:26.160 --> 00:13:30.960]  是所有的信徒都因你而覺得愉快
[00:13:30.960 --> 00:13:33.200]  原來他聽到的不是一兩個
[00:13:33.200 --> 00:13:34.320]  是很多
[00:13:34.320 --> 00:13:39.440]  是所有教會的信徒都是這樣形容肥利們
[00:13:39.440 --> 00:13:41.520]  這個愛主有愛心
[00:13:41.520 --> 00:13:43.520]  對主耶穌基督有信心的弟兄姊妹
[00:13:43.520 --> 00:13:46.800]  我們的生命呢?
[00:13:46.800 --> 00:13:49.680]  我們的生命背後人們怎麼說我們?
[00:13:49.680 --> 00:13:52.400]  背後說的不是好東西
[00:13:52.400 --> 00:13:54.560]  背後說的都是好東西
[00:13:54.560 --> 00:13:57.680]  背後我們會不會在生命被人說的時候
[00:13:57.680 --> 00:13:59.680]  這個弟兄很有愛心
[00:13:59.680 --> 00:14:02.480]  這個弟兄很信靠主耶穌基督
[00:14:02.480 --> 00:14:04.000]  肥利們就是這樣的弟兄
[00:14:04.000 --> 00:14:06.640]  以致他的生命傳到保羅
[00:14:06.640 --> 00:14:08.960]  當然保羅身體受困
[00:14:08.960 --> 00:14:10.560]  坐在監牢裡面的時候
[00:14:10.560 --> 00:14:14.080]  但是他聽到外面傳回來
[00:14:14.080 --> 00:14:16.080]  讓他看見肥利們的弟兄
[00:14:16.080 --> 00:14:19.440]  是所有信徒都是這樣
[00:14:19.440 --> 00:14:20.880]  說他是一個有愛心
[00:14:20.880 --> 00:14:24.080]  而且對主耶穌基督有信心的弟兄
[00:14:24.080 --> 00:14:26.240]  所以一章八節那裡的時間
[00:14:26.240 --> 00:14:27.440]  保羅寫信給他
[00:14:27.440 --> 00:14:29.840]  其實他在說兩件事
[00:14:29.840 --> 00:14:32.880]  我是你在基督裡的弟兄
[00:14:32.880 --> 00:14:36.800]  我本來是可以大膽地吩咐你去做一些事
[00:14:36.800 --> 00:14:40.640]  因為他好像高企的水平
[00:14:40.640 --> 00:14:42.240]  我帶了弟兄姊妹信主
[00:14:42.240 --> 00:14:44.560]  然後再帶你信主的
[00:14:44.560 --> 00:14:45.760]  我是主內的弟兄姊妹
[00:14:45.760 --> 00:14:48.240]  而且我是那個
[00:14:48.240 --> 00:14:50.560]  理論上我是可以吩咐你做一些事
[00:14:50.560 --> 00:14:54.080]  可視但是他憑著愛心吹給我
[00:14:54.080 --> 00:14:55.760]  我是向你做一個請求
[00:14:55.760 --> 00:14:56.960]  這個請求是什麼呢?
[00:14:56.960 --> 00:14:59.120]  這個請求就是到了一章十節的時間
[00:14:59.120 --> 00:15:03.280]  就出現這封信的第三個很重要的人物
[00:15:03.280 --> 00:15:08.320]  這個請求就是為了一個人叫做阿彌西姆
[00:15:08.320 --> 00:15:10.320]  阿彌西姆是一個什麼人呢?
[00:15:10.320 --> 00:15:11.680]  阿彌西姆就是
[00:15:11.680 --> 00:15:15.440]  他是我在基督裡的兒子
[00:15:15.440 --> 00:15:17.120]  我在監牢裡的時候
[00:15:17.120 --> 00:15:20.720]  我作了他靈性上的父親
[00:15:20.720 --> 00:15:22.000]  簡單的說兩件事
[00:15:22.000 --> 00:15:22.800]  第一
[00:15:22.800 --> 00:15:23.840]  基督裡的兒子
[00:15:23.840 --> 00:15:26.560]  就是說在監牢裡的時間
[00:15:26.560 --> 00:15:29.520]  這個阿彌西姆在監牢裡會出現
[00:15:29.520 --> 00:15:33.360]  總之就是保羅在坐牢的時間
[00:15:33.360 --> 00:15:35.680]  有一個人叫做阿彌西姆出現了
[00:15:35.680 --> 00:15:38.640]  然後保羅就拜了這個阿彌西姆信主
[00:15:38.640 --> 00:15:39.680]  這是第一
[00:15:39.680 --> 00:15:40.400]  第二
[00:15:40.400 --> 00:15:44.720]  他同一時間是在這個阿彌西姆靈性上的父親
[00:15:44.720 --> 00:15:46.720]  就是說
[00:15:46.720 --> 00:15:49.280]  他是他的mentor
[00:15:49.280 --> 00:15:52.240]  他是他屬靈上的導師
[00:15:52.240 --> 00:15:54.560]  我不知道大家有沒有生命的導師
[00:15:54.560 --> 00:15:55.840]  我們是有的
[00:15:55.840 --> 00:15:56.720]  我和我太太
[00:15:56.720 --> 00:15:57.840]  莎孫
[00:15:57.840 --> 00:15:59.120]  敏儀我們經常說
[00:15:59.120 --> 00:15:59.920]  任牧師
[00:15:59.920 --> 00:16:00.800]  任敏儀牧師
[00:16:00.800 --> 00:16:02.880]  我們早兩天才和他打電話
[00:16:02.880 --> 00:16:06.000]  回去有些缺乏性的事情
[00:16:06.000 --> 00:16:08.000]  我們又要和他討論一下
[00:16:08.000 --> 00:16:10.000]  找他幫我們祈禱
[00:16:10.000 --> 00:16:10.720]  有的
[00:16:10.720 --> 00:16:15.040]  保羅原來就是一個阿彌西姆靈性上的父親
[00:16:15.040 --> 00:16:16.240]  是他的導師
[00:16:16.240 --> 00:16:17.360]  不是普通的
[00:16:17.360 --> 00:16:18.800]  但是他信主這麼簡單
[00:16:18.800 --> 00:16:21.840]  簡直是mentor著他去成長的
[00:16:21.840 --> 00:16:22.800]  在監牢裡
[00:16:22.800 --> 00:16:23.760]  很有趣
[00:16:23.760 --> 00:16:25.760]  究竟阿彌西姆是一個什麼人呢?
[00:16:25.760 --> 00:16:27.360]  一張十六折給我們看見
[00:16:27.360 --> 00:16:30.480]  原來他是一個奴隸
[00:16:30.480 --> 00:16:32.960]  保羅說現在不是奴隸
[00:16:32.960 --> 00:16:34.640]  就是說他是一個奴隸
[00:16:34.640 --> 00:16:35.760]  他不再是一個奴隸
[00:16:35.760 --> 00:16:37.360]  就是說他曾經是一個奴隸
[00:16:37.360 --> 00:16:40.640]  原來阿彌西姆是一個奴隸
[00:16:40.640 --> 00:16:42.960]  什麼是奴隸呢?
[00:16:42.960 --> 00:16:47.040]  你知道羅伯的時間
