
[00:00:00.000 --> 00:00:04.400]  這次我想從創作的角度來說
[00:03:33.720 --> 00:03:35.720]  我想說為什麼是這樣呢
[00:03:35.720 --> 00:03:37.720]  因為我們從救贖的角度來看
[00:03:37.720 --> 00:03:40.720]  救贖的角度來看真的是這樣的
[00:03:40.720 --> 00:03:42.720]  救贖是永恆的事
[00:03:42.720 --> 00:03:44.720]  一個人信耶穌
[00:03:44.720 --> 00:03:45.720]  他永生
[00:03:45.720 --> 00:03:46.720]  這個很重要
[00:03:46.720 --> 00:03:48.720]  你的工作
[00:03:48.720 --> 00:03:50.720]  都是幫摩斯賺錢
[00:03:50.720 --> 00:03:52.720]  到最後什麼都沒有
[00:03:52.720 --> 00:03:54.720]  是沒有永恆價值的
[00:03:54.720 --> 00:03:56.720]  你可以這樣說
[00:03:56.720 --> 00:03:58.720]  所有我們人生的東西
[00:03:58.720 --> 00:04:00.720]  是沒有永恆的價值
[00:04:00.720 --> 00:04:02.720]  如果用救贖來說
[00:04:02.720 --> 00:04:04.720]  就不是最重要的東西
[00:04:04.720 --> 00:04:06.720]  最重要的是信耶穌
[00:04:06.720 --> 00:04:07.720]  但其實不是
[00:04:07.720 --> 00:04:10.720]  因為聖經有另外一部分是說創造
[00:04:10.720 --> 00:04:13.720]  你的人生工作家庭
[00:04:13.720 --> 00:04:15.720]  所有東西都是神做的
[00:04:15.720 --> 00:04:18.720]  創造有祂的心意
[00:04:18.720 --> 00:04:21.720]  不過我們好像沒有說這些
[00:04:21.720 --> 00:04:24.720]  你不說就等於和世人一樣
[00:04:24.720 --> 00:04:30.720]  所以我想刺激大家想想
[00:04:30.720 --> 00:04:31.720]  從創造
[00:04:31.720 --> 00:04:33.720]  聖經說了什麼呢
[00:04:33.720 --> 00:04:35.720]  其實很影響我們
[00:04:35.720 --> 00:04:36.720]  怎樣看我們的工作
[00:04:36.720 --> 00:04:37.720]  怎樣做人
[00:04:37.720 --> 00:04:40.720]  創造就是說這一方面
[00:04:40.720 --> 00:04:44.720]  如果傳號書就分得很好
[00:04:44.720 --> 00:04:46.720]  我覺得是日光之下
[00:04:46.720 --> 00:04:49.720]  救贖是日光之上
[00:04:49.720 --> 00:04:51.720]  就是和神的關係
[00:04:51.720 --> 00:04:53.720]  是超然一點的
[00:04:53.720 --> 00:04:54.720]  沒錯是永恆的
[00:04:54.720 --> 00:04:56.720]  不過這個世界不是永恆
[00:04:56.720 --> 00:04:57.720]  都是很重要
[00:04:57.720 --> 00:04:58.720]  因為都是神的地盤
[00:04:58.720 --> 00:04:59.720]  都是神做的
[00:04:59.720 --> 00:05:00.720]  都是神的心意
[00:05:00.720 --> 00:05:02.720]  祂想你好好地做一個人
[00:05:02.720 --> 00:05:04.720]  除了做一個
[00:05:04.720 --> 00:05:06.720]  比基督徒好之外
[00:05:06.720 --> 00:05:08.720]  你明白嗎
[00:05:08.720 --> 00:05:10.720]  這就是創造的觀念
[00:05:10.720 --> 00:05:14.720]  我試一下說一點
[00:05:14.720 --> 00:05:18.720]  如果你沒有創造
[00:05:18.720 --> 00:05:21.720]  如果你只顧著救贖
[00:05:21.720 --> 00:05:23.720]  其實是很危險的
[00:05:23.720 --> 00:05:25.720]  我試一下說一點
[00:05:25.720 --> 00:05:29.720]  你知道救贖
[00:05:29.720 --> 00:05:33.720]  可以變成很自我
[00:05:33.720 --> 00:05:37.720]  你只顧著神救我
[00:05:37.720 --> 00:05:39.720]  現在很多基督徒都是這樣
[00:05:39.720 --> 00:05:41.720]  最重要是神愛我
[00:05:41.720 --> 00:05:43.720]  最重要是我得救
[00:05:43.720 --> 00:05:45.720]  得救當然是重要
[00:05:45.720 --> 00:05:47.720]  但正正就好像神
[00:05:47.720 --> 00:05:50.720]  變成一個服侍我的工人
[00:05:50.720 --> 00:05:53.720]  祂要救我 祂要愛我
[00:05:53.720 --> 00:05:55.720]  所以我們遇到苦難
[00:05:55.720 --> 00:05:57.720]  就覺得神不愛我
[00:05:57.720 --> 00:06:00.720]  所以苦難都是救贖處理不了的
[00:06:00.720 --> 00:06:03.720]  或者說是處理不了的
[00:06:03.720 --> 00:06:05.720]  我不敢說處理不了
[00:06:05.720 --> 00:06:08.720]  是關於創造的
[00:06:08.720 --> 00:06:10.720]  約伯記這些
[00:06:10.720 --> 00:06:15.720]  因為救贖只是說你和神的關係
[00:06:15.720 --> 00:06:16.720]  祂沒有說那個什麼
[00:06:16.720 --> 00:06:18.720]  以致我們很多時候
[00:06:18.720 --> 00:06:20.720]  就是很
[00:06:20.720 --> 00:06:24.720]  救贖可以變成很自私的
[00:06:24.720 --> 00:06:26.720]  是創造才說到
[00:06:26.720 --> 00:06:30.720]  神做你的 祂說了算
[00:06:30.720 --> 00:06:32.720]  你要尊敬祂
[00:06:32.720 --> 00:06:36.720]  不只是要神來服侍你
[00:06:36.720 --> 00:06:39.720]  救贖就很強調神的愛
[00:06:39.720 --> 00:06:41.720]  神幫你
[00:06:41.720 --> 00:06:44.720]  但創造才說到
[00:06:44.720 --> 00:06:45.720]  神放你在這個位置
[00:06:45.720 --> 00:06:47.720]  你做一個人要怎麼做
[00:06:47.720 --> 00:06:50.720]  這個才是創造重要的東西
[00:06:50.720 --> 00:06:53.720]  另外一點就是
[00:06:53.720 --> 00:06:55.720]  我剛才也說了
[00:06:55.720 --> 00:06:57.720]  屬靈觀的問題
[00:06:57.720 --> 00:06:59.720]  我們很容易覺得
[00:06:59.720 --> 00:07:02.720]  今生的東西沒那麼重要
[00:07:02.720 --> 00:07:05.720]  有永恆價值的才重要
[00:07:05.720 --> 00:07:07.720]  於是我們看輕了
[00:07:07.720 --> 00:07:10.720]  我們這些今生的東西
[00:07:10.720 --> 00:07:12.720]  日光之下的東西
[00:07:12.720 --> 00:07:13.720]  這個看輕
[00:07:13.720 --> 00:07:15.720]  你不要以為很屬靈
[00:07:15.720 --> 00:07:16.720]  我真的很屬靈
[00:07:16.720 --> 00:07:18.720]  我掛念這些屬靈的
[00:07:18.720 --> 00:07:20.720]  這些世俗的東西不重要
[00:07:20.720 --> 00:07:22.720]  我告訴你
[00:07:22.720 --> 00:07:23.720]  初期教會
[00:07:23.720 --> 00:07:26.720]  第一個異端就是這樣
[00:07:26.720 --> 00:07:28.720]  叫做落屍體主義
[00:07:28.720 --> 00:07:30.720]  《食經》也有提及
[00:07:30.720 --> 00:07:32.720]  表面上很屬靈
[00:07:32.720 --> 00:07:33.720]  就是這樣說
[00:07:33.720 --> 00:07:37.720]  物質不重要
[00:07:37.720 --> 00:07:40.720]  甚至是污穢
[00:07:40.720 --> 00:07:42.720]  屬靈才重要
[00:07:42.720 --> 00:07:44.720]  結果是怎樣
[00:07:44.720 --> 00:07:46.720]  落屍體主義
[00:07:46.720 --> 00:07:49.720]  就令基督徒
[00:07:49.720 --> 00:07:53.720]  不注重物質世界的東西
[00:07:53.720 --> 00:07:56.720]  物質世界不是屬靈的
[00:07:56.720 --> 00:07:59.720]  結果就是亂來
[00:07:59.720 --> 00:08:01.720]  因為沒所謂
[00:08:01.720 --> 00:08:02.720]  快要死了
[00:08:02.720 --> 00:08:03.720]  快要回到天堂
[00:08:03.720 --> 00:08:04.720]  亂來也行
[00:08:04.720 --> 00:08:06.720]  就是這樣
[00:08:06.720 --> 00:08:08.720]  他不看到
[00:08:08.720 --> 00:08:09.720]  原來物質的事
[00:08:09.720 --> 00:08:11.720]  都是神的心意
[00:08:11.720 --> 00:08:12.720]  神做的
[00:08:12.720 --> 00:08:13.720]  神說的
[00:08:13.720 --> 00:08:15.720]  我們不可以亂來
[00:08:15.720 --> 00:08:17.720]  一樣重要
[00:08:17.720 --> 00:08:19.720]  物質世界
[00:08:19.720 --> 00:08:21.720]  其實是放我們做人
[00:08:21.720 --> 00:08:24.720]  我們不要分割
[00:08:24.720 --> 00:08:25.720]  你作為一個人
[00:08:25.720 --> 00:08:27.720]  你今天怎樣做人
[00:08:27.720 --> 00:08:29.720]  本身也很有意義
[00:08:29.720 --> 00:08:32.720]  我不知道大家明不明白這一點
[00:08:32.720 --> 00:08:38.720]  你做一個很聽話的人
[00:08:38.720 --> 00:08:41.720]  本身就是有意義的
[00:08:41.720 --> 00:08:43.720]  雖然你也說要死
[00:08:43.720 --> 00:08:45.720]  傳說中說
[00:08:45.720 --> 00:08:48.720]  人一樣死
[00:08:48.720 --> 00:08:50.720]  但你做了一個
[00:08:50.720 --> 00:08:53.720]  在今生做一個神的心意的人
[00:08:53.720 --> 00:08:58.720]  本身就是有永恆價值
[00:08:58.720 --> 00:09:01.720]  這要看你怎樣看
[00:09:01.720 --> 00:09:04.720]  所以屬靈觀的問題
[00:09:04.720 --> 00:09:08.720]  當然也有很多錯的期望
[00:09:08.720 --> 00:09:10.720]  今晚也會說一下
[00:09:10.720 --> 00:09:15.720]  我們覺得
[00:09:15.720 --> 00:09:17.720]  我們這個神所創造的
[00:09:17.720 --> 00:09:21.720]  應該是很完美的
[00:09:21.720 --> 00:09:26.720]  其實我們很多時候都誤會了
[00:09:26.720 --> 00:09:28.720]  聖經說的創造不是這樣
[00:09:28.720 --> 00:09:30.720]  是不完美的
[00:09:30.720 --> 00:09:32.720]  所以這些觀念
[00:09:32.720 --> 00:09:34.720]  我們一定要
[00:09:34.720 --> 00:09:35.720]  不要有偏差
[00:09:35.720 --> 00:09:38.720]  以致我們就很埋怨
[00:09:38.720 --> 00:09:41.720]  神為什麼讓我這樣
[00:09:41.720 --> 00:09:46.720]  我們接受不了這些不完美的世界
[00:09:46.720 --> 00:09:49.720]  其實聖經一早說了
[00:09:49.720 --> 00:09:51.720]  說明了
[00:09:51.720 --> 00:09:53.720]  今生不是完美的
[00:09:53.720 --> 00:09:54.720]  今生不是天堂
[00:09:54.720 --> 00:09:56.720]  神的創造不是天堂
[00:09:56.720 --> 00:09:58.720]  這是很重要的觀念
[00:09:58.720 --> 00:10:01.720]  我經常覺得創造的相反
[00:10:01.720 --> 00:10:03.720]  不是我的意思
[00:10:03.720 --> 00:10:07.720]  天堂或者永恆的相反
[00:10:07.720 --> 00:10:09.720]  不是罪惡
[00:10:09.720 --> 00:10:11.720]  相反就是創造
[00:10:11.720 --> 00:10:13.720]  創造說明了
[00:10:13.720 --> 00:10:15.720]  不是永恆的
[00:10:15.720 --> 00:10:16.720]  不要當它是永恆
[00:10:16.720 --> 00:10:18.720]  很多人就當它是永恆
[00:10:18.720 --> 00:10:21.720]  這是另外一個偏差
[00:10:21.720 --> 00:10:23.720]  我們慢慢說多一點
[00:10:23.720 --> 00:10:27.720]  我想說聖經說創造說了什麼
[00:10:27.720 --> 00:10:29.720]  你自己再想想
[00:10:29.720 --> 00:10:31.720]  這個怎樣影響你
[00:10:31.720 --> 00:10:34.720]  可能你一般的看法很不同
[00:10:34.720 --> 00:10:36.720]  我想你自己去想想
[00:10:36.720 --> 00:10:41.720]  其實牽涉到你所有人生最關注的東西
[00:10:41.720 --> 00:10:43.720]  都是和創造有關的
[00:10:43.720 --> 00:10:44.720]  今生的東西
[00:10:44.720 --> 00:10:46.720]  我們和菲奧多一樣
[00:10:46.720 --> 00:10:49.720]  我們都想著健康
[00:10:49.720 --> 00:10:51.720]  賺多少錢
[00:10:51.720 --> 00:10:52.720]  我們的前途
[00:10:52.720 --> 00:10:54.720]  際遇
[00:10:54.720 --> 00:10:56.720]  有多少福有多少禍
[00:10:56.720 --> 00:10:59.720]  這些東西好像很世俗
[00:10:59.720 --> 00:11:01.720]  其實不是這樣分的
[00:11:01.720 --> 00:11:03.720]  這些都是神的創造
[00:11:03.720 --> 00:11:06.720]  救贖就不直接說這些東西
[00:11:06.720 --> 00:11:08.720]  雖然都有關
[00:11:08.720 --> 00:11:10.720]  當然是說你神的關係
[00:11:10.720 --> 00:11:12.720]  但那個是向上的
[00:11:12.720 --> 00:11:14.720]  現在是橫向的
[00:11:14.720 --> 00:11:16.720]  你怎樣做人
[00:11:16.720 --> 00:11:18.720]  怎樣面對人生
[00:11:18.720 --> 00:11:20.720]  怎樣處事處人
[00:11:20.720 --> 00:11:22.720]  這個就是創造所說的
[00:11:22.720 --> 00:11:25.720]  我想大家從創造來看
[00:11:25.720 --> 00:11:27.720]  其實應該很簡單
[00:11:27.720 --> 00:11:29.720]  不過我們對創造不熟
[00:11:29.720 --> 00:11:31.720]  所以要介紹一下創造
[00:11:31.720 --> 00:11:33.720]  創造聖經說了什麼
[00:11:33.720 --> 00:11:35.720]  再應用一下你自己的人生
[00:11:35.720 --> 00:11:39.720]  其實職場真的很闊
[00:11:39.720 --> 00:11:41.720]  譬如你做父母
[00:11:41.720 --> 00:11:42.720]  在家裡帶孩子
[00:11:42.720 --> 00:11:44.720]  都是一個職場
[00:11:44.720 --> 00:11:46.720]  你的calling
[00:11:46.720 --> 00:11:48.720]  在這個階段
[00:11:48.720 --> 00:11:49.720]  其實一樣
[00:11:49.720 --> 00:11:51.720]  都是創造
[00:11:51.720 --> 00:11:53.720]  我們需要這樣看
[00:11:53.720 --> 00:12:00.720]  我想我今天說的東西
[00:12:00.720 --> 00:12:03.720]  可能不是平時我們說的那些東西
[00:12:03.720 --> 00:12:07.720]  大家不要覺得有矛盾
[00:12:07.720 --> 00:12:09.720]  兩樣都對的
[00:12:09.720 --> 00:12:10.720]  兩樣都要的
[00:12:10.720 --> 00:12:11.720]  我現在不是說
[00:12:11.720 --> 00:12:12.720]  你不要理會救贖
[00:12:12.720 --> 00:12:13.720]  就不是這樣說
[00:12:13.720 --> 00:12:16.720]  不過我怕我們錯過了創造
[00:12:16.720 --> 00:12:18.720]  或者看輕了創造
[00:12:18.720 --> 00:12:21.720]  我想大家是結合的
[00:12:21.720 --> 00:12:22.720]  是同一個神
[00:12:22.720 --> 00:12:24.720]  但其實救贖和創造
[00:12:24.720 --> 00:12:26.720]  真的說了很多很相反的東西
[00:12:28.720 --> 00:12:33.720]  很多東西好像很不合
[00:12:33.720 --> 00:12:35.720]  但人生就是這樣
[00:12:35.720 --> 00:12:37.720]  因為有兩個向度
[00:12:37.720 --> 00:12:41.720]  我想說
[00:12:41.720 --> 00:12:44.720]  很多時候我們覺得
[00:12:44.720 --> 00:12:46.720]  不如創造
[00:12:46.720 --> 00:12:49.720]  如果你看智慧文學
[00:12:49.720 --> 00:12:50.720]  就只說創造
[00:12:50.720 --> 00:12:53.720]  從來沒有說神是愛的
[00:12:53.720 --> 00:12:55.720]  當你想創造
[00:12:55.720 --> 00:12:57.720]  就不要想神是愛
[00:12:57.720 --> 00:12:58.720]  真的
[00:12:58.720 --> 00:13:00.720]  救贖就是想神是愛
[00:13:00.720 --> 00:13:04.720]  不是說創造的神好像很兇
[00:13:04.720 --> 00:13:05.720]  不是的
[00:13:05.720 --> 00:13:06.720]  是同一個神
[00:13:06.720 --> 00:13:08.720]  不過你想創造
[00:13:08.720 --> 00:13:10.720]  就要想另外一個
[00:13:10.720 --> 00:13:12.720]  我們很多時候只看救贖
[00:13:12.720 --> 00:13:13.720]  就錯過了
[00:13:13.720 --> 00:13:15.720]  如果只有救贖
[00:13:15.720 --> 00:13:17.720]  就只有愛你
[00:13:17.720 --> 00:13:18.720]  只要那個神愛你的神
[00:13:18.720 --> 00:13:19.720]  但不是
[00:13:19.720 --> 00:13:21.720]  創造才能說到
[00:13:21.720 --> 00:13:23.720]  創造是強調神的主權
[00:13:23.720 --> 00:13:25.720]  他真真正正是神
[00:13:26.720 --> 00:13:28.720]  不是來服侍你的
[00:13:28.720 --> 00:13:30.720]  他說了算
[00:13:30.720 --> 00:13:31.720]  你應該服侍他
[00:13:31.720 --> 00:13:33.720]  你要服他
[00:13:33.720 --> 00:13:35.720]  你是他做的
[00:13:35.720 --> 00:13:37.720]  我們很多時候
[00:13:37.720 --> 00:13:39.720]  不喜歡聽這一邊
[00:13:39.720 --> 00:13:40.720]  也少想這一邊
[00:13:40.720 --> 00:13:44.720]  以致我們錯過了一些東西
[00:13:44.720 --> 00:13:46.720]  兩樣都要的
[00:13:46.720 --> 00:13:50.720]  所以我們說
[00:13:50.720 --> 00:13:51.720]  譬如說創造
[00:13:51.720 --> 00:13:54.720]  神為你預備一個人生
[00:13:55.720 --> 00:13:56.720]  你就會覺得
[00:13:56.720 --> 00:13:58.720]  我的人生不是很好
[00:13:58.720 --> 00:14:00.720]  神不要愛我了
[00:14:00.720 --> 00:14:04.720]  你就不明白創造不講愛
[00:14:04.720 --> 00:14:05.720]  不知道大家明白嗎?
[00:14:05.720 --> 00:14:08.720]  不是說創造主不愛你
[00:14:08.720 --> 00:14:12.720]  你不要混淆了
[00:14:12.720 --> 00:14:14.720]  當你面對這些的時候
[00:14:14.720 --> 00:14:16.720]  你想的不是愛
[00:14:16.720 --> 00:14:20.720]  你想的是要想他的主權
[00:14:23.720 --> 00:14:24.720]  當然你可以說
[00:14:24.720 --> 00:14:25.720]  神其實愛你的
[00:14:25.720 --> 00:14:27.720]  我們慢慢會說
[00:14:27.720 --> 00:14:30.720]  創造是神很關心你的
[00:14:30.720 --> 00:14:31.720]  不過我們不用
[00:14:31.720 --> 00:14:34.720]  我們整天不用愛來說
[00:14:34.720 --> 00:14:38.720]  這個真是
[00:14:38.720 --> 00:14:40.720]  其實很多時候我們都覺得
[00:14:40.720 --> 00:14:42.720]  這個是我們很多時候一個
[00:14:42.720 --> 00:14:44.720]  一個偏差
[00:14:44.720 --> 00:14:46.720]  譬如說你受很大的苦
[00:14:46.720 --> 00:14:48.720]  你會覺得神不愛我
[00:14:48.720 --> 00:14:50.720]  其實這個
[00:14:50.720 --> 00:14:52.720]  你可以說
[00:14:52.720 --> 00:14:54.720]  政治不正確的
[00:14:54.720 --> 00:14:56.720]  為什麼呢?
[00:14:56.720 --> 00:14:59.720]  愛不是這樣解釋的
[00:14:59.720 --> 00:15:03.720]  聖經說
[00:15:03.720 --> 00:15:04.720]  神怎麼愛你呢?
[00:15:04.720 --> 00:15:05.720]  摩洛說
[00:15:05.720 --> 00:15:06.720]  你怎麼知道神愛你?
[00:15:06.720 --> 00:15:08.720]  他說你怎麼知道神愛我?
[00:15:08.720 --> 00:15:11.720]  在十字架上他為我死
[00:15:11.720 --> 00:15:13.720]  從此我就知道神愛我
[00:15:13.720 --> 00:15:14.720]  這樣才知道神愛我
[00:15:14.720 --> 00:15:17.720]  就是說你有苦難
[00:15:17.720 --> 00:15:19.720]  神
[00:15:21.720 --> 00:15:23.720]  如果救你
[00:15:23.720 --> 00:15:26.720]  就不表示他愛你
[00:15:26.720 --> 00:15:28.720]  他救你脫離這個苦難
[00:15:28.720 --> 00:15:31.720]  是代表他的大能
[00:15:31.720 --> 00:15:33.720]  他要和你一起受苦
[00:15:33.720 --> 00:15:35.720]  那個才是愛
[00:15:35.720 --> 00:15:37.720]  真感
[00:15:37.720 --> 00:15:41.720]  所以十字架你就知道
[00:15:41.720 --> 00:15:43.720]  當然他是救你
[00:15:43.720 --> 00:15:45.720]  但其實
[00:15:45.720 --> 00:15:47.720]  你一樣有很多苦
[00:15:47.720 --> 00:15:49.720]  他是主要和你一起受苦
[00:15:49.720 --> 00:15:52.720]  他和人的苦是認同的
[00:15:52.720 --> 00:15:58.720]  當然他最終是拯救我們人
[00:15:58.720 --> 00:16:01.720]  但問題是你仍然有很多苦
[00:16:01.720 --> 00:16:03.720]  他是陪你一起受苦
[00:16:03.720 --> 00:16:05.720]  就看到他的愛
[00:16:05.720 --> 00:16:08.720]  我今天不應該詳細說這些
[00:16:08.720 --> 00:16:11.720]  不過我想大家想想
[00:16:11.720 --> 00:16:13.720]  創造這個觀念
[00:16:13.720 --> 00:16:15.720]  其實是我們很陌生的
[00:16:15.720 --> 00:16:17.720]  我想介紹這個
[00:16:17.720 --> 00:16:19.720]  我先不說這麼多
[00:16:19.720 --> 00:16:21.720]  大家有什麼問題
[00:16:21.720 --> 00:16:23.720]  我想大家問
[00:16:23.720 --> 00:16:25.720]  我們節目沒有無線麥
[00:16:25.720 --> 00:16:29.720]  我想大家和我一起想
[00:16:29.720 --> 00:16:31.720]  不要只聽我說
[00:16:31.720 --> 00:16:38.720]  我一會兒也會說
[00:16:38.720 --> 00:16:43.720]  傳統書是這樣說的
[00:16:43.720 --> 00:16:45.720]  不是我說的
[00:16:45.720 --> 00:16:47.720]  很多事情是你不滿意的
[00:16:47.720 --> 00:16:51.720]  我們做人也是這樣
[00:16:51.720 --> 00:16:53.720]  我們每個人
[00:16:53.720 --> 00:16:55.720]  沒有一個是完美的
[00:16:55.720 --> 00:17:01.720]  有些人真的出生就會弱智
[00:17:01.720 --> 00:17:04.720]  當然你可以解釋很多人的罪
[00:17:04.720 --> 00:17:06.720]  但始終
[00:17:06.720 --> 00:17:07.720]  你想想
[00:17:07.720 --> 00:17:10.720]  神不需要做一個完美的創造
[00:17:10.720 --> 00:17:12.720]  將來那個就是
[00:17:12.720 --> 00:17:14.720]  新天新地就是
[00:17:14.720 --> 00:17:16.720]  但今生不是
[00:17:16.720 --> 00:17:26.720]  這是一般人的觀念
[00:17:26.720 --> 00:17:28.720]  但看傳統書就不是這樣說的
[00:17:28.720 --> 00:17:33.720]  當然人的罪是搞砸了很多東西
[00:17:33.720 --> 00:17:34.720]  不過呢
[00:17:34.720 --> 00:17:38.720]  我想說所謂不完美
[00:17:38.720 --> 00:17:42.720]  就是他不滿足
[00:17:42.720 --> 00:17:44.720]  或者說
[00:17:44.720 --> 00:17:46.720]  神看事好的意思
[00:17:46.720 --> 00:17:48.720]  就是他做什麼好就是好
[00:17:48.720 --> 00:17:50.720]  比如他
[00:17:50.720 --> 00:17:54.720]  我舉個中性的例子
[00:17:54.720 --> 00:18:00.720]  比如我說神
[00:18:00.720 --> 00:18:02.720]  不過我不知道
[00:18:02.720 --> 00:18:04.720]  你也可以爭辯一下
[00:18:04.720 --> 00:18:06.720]  比如說神做阿尼古
[00:18:06.720 --> 00:18:08.720]  沒有手沒有腳的
[00:18:08.720 --> 00:18:10.720]  他看事好的
[00:18:10.720 --> 00:18:12.720]  可能是人的罪
[00:18:12.720 --> 00:18:14.720]  可能可以說這些可以歸咎到
[00:18:14.720 --> 00:18:16.720]  可能是人的環境污染
[00:18:16.720 --> 00:18:18.720]  弄到這樣
[00:18:18.720 --> 00:18:20.720]  我不知道
[00:18:20.720 --> 00:18:22.720]  可能是
[00:18:22.720 --> 00:18:24.720]  但其實
[00:18:24.720 --> 00:18:26.720]  總之神容許
[00:18:26.720 --> 00:18:28.720]  或者神的創造
[00:18:28.720 --> 00:18:30.720]  他不介意這些東西
[00:18:30.720 --> 00:18:32.720]  我們慢慢想想
