
[00:00:00.000 --> 00:00:05.240]  大胃傳的第五講
[00:02:28.400 --> 00:02:31.200]  這個就是幽屈黑暗
[00:02:31.200 --> 00:02:35.000]  很多人有幽屈黑暗就會面臨一樣的處境
[00:02:35.000 --> 00:02:40.760]  我們今天看看透過詩篇的142篇和57篇
[00:02:40.760 --> 00:02:44.080]  教我們怎樣能夠走出幽屈黑暗
[00:02:44.080 --> 00:02:49.720]  我們說雖然聖經叫大胃做合神心意的人
[00:02:49.720 --> 00:02:51.760]  他不是一個無罪的人
[00:02:51.760 --> 00:02:55.040]  聖經從來不會遮掩人的罪
[00:02:55.040 --> 00:02:56.680]  表揚人的功績
[00:02:56.680 --> 00:02:58.320]  聖經不會這樣做
[00:02:58.320 --> 00:03:00.720]  聖經是照事論事
[00:03:00.720 --> 00:03:03.720]  我們每一個讀撒姆爾記的人
[00:03:03.720 --> 00:03:07.960]  都能夠認同大胃身上所發生的一切事
[00:03:07.960 --> 00:03:12.440]  上一次我們說大胃去到他人生最低點
[00:03:12.440 --> 00:03:15.320]  這個是暫時的最低點
[00:03:15.320 --> 00:03:19.640]  將來他會和拔士巴梵奸人殺死烏里亞
[00:03:19.640 --> 00:03:23.520]  使他的人生又去到另一個低點
[00:03:23.520 --> 00:03:26.840]  但是現時來說是他人生的最低點
[00:03:26.840 --> 00:03:28.560]  他說謊
[00:03:28.560 --> 00:03:32.160]  他和約拿丹來夾定
[00:03:32.160 --> 00:03:34.000]  和索羅說謊
[00:03:34.000 --> 00:03:37.480]  自己躲在以色列的田野裏面
[00:03:37.480 --> 00:03:41.680]  但是就騙索羅說去了伯利恆來獻祭
[00:03:41.680 --> 00:03:47.200]  其實他就是想看看索羅對他的反應是怎樣
[00:03:47.200 --> 00:03:52.760]  有人可能會說大胃說謊沒有錯
[00:03:52.760 --> 00:03:55.560]  因為索羅想殺死他
[00:03:55.560 --> 00:03:58.200]  他應該保護自己的
[00:03:58.200 --> 00:03:59.600]  他應該說謊
[00:03:59.600 --> 00:04:03.600]  又有人說索羅是個小人
[00:04:03.600 --> 00:04:05.680]  是個詭詐的人
[00:04:05.680 --> 00:04:09.520]  你應該是以其人之道還施其身
[00:04:09.520 --> 00:04:14.000]  跟他說謊撕詭詐天公地道
[00:04:14.000 --> 00:04:16.800]  但是聖經怎樣教我們
[00:04:16.800 --> 00:04:19.800]  教我們要靈巧仗羞
[00:04:19.800 --> 00:04:21.680]  要保護自己
[00:04:21.680 --> 00:04:24.000]  但是不要忘記還有一句
[00:04:24.000 --> 00:04:26.000]  順樑杖夾子
[00:04:26.000 --> 00:04:29.200]  就是就算遇見危難
[00:04:29.200 --> 00:04:31.720]  就算有很大的危險
[00:04:31.720 --> 00:04:33.720]  我們都不可以說謊
[00:04:33.720 --> 00:04:35.040]  不可以詭詐
[00:04:35.040 --> 00:04:37.720]  大胃說了謊
[00:04:37.720 --> 00:04:40.800]  而且他的謊言是越來越嚴重
[00:04:40.800 --> 00:04:45.600]  以至濾到祭司阿希米納全家被殺
[00:04:45.600 --> 00:04:49.240]  祭司城裏面85個祭司被屠殺
[00:04:49.240 --> 00:04:51.560]  我上一次還說漏了一樣東西
[00:04:51.560 --> 00:04:54.400]  那個多益去到祭司城
[00:04:54.400 --> 00:04:56.680]  男女老幼都殺了
[00:04:56.680 --> 00:04:58.680]  連畜牲都不放過
[00:04:58.680 --> 00:05:02.960]  這就是大胃說謊的後果
[00:05:02.960 --> 00:05:05.880]  於是他就躲到加特
[00:05:05.880 --> 00:05:10.400]  在加特王面前扮瘋癲
[00:05:10.400 --> 00:05:13.400]  認錯神 羞辱了神
[00:05:13.400 --> 00:05:17.520]  你看看詩篇34篇17節怎樣說
[00:05:17.520 --> 00:05:24.320]  義人呼求耶和華聽見了便救他們脫離一切患難
[00:05:24.320 --> 00:05:26.320]  神救什麼人啊
[00:05:26.320 --> 00:05:27.920]  耶和華告誰啊
[00:05:27.920 --> 00:05:29.280]  是義人
[00:05:29.280 --> 00:05:31.760]  所以當我們遇見困難
[00:05:31.760 --> 00:05:33.760]  遇見有危難的時候
[00:05:33.760 --> 00:05:36.440]  仍然要純良像甲子
[00:05:36.440 --> 00:05:38.880]  千萬不要撕鬼砸
[00:05:38.880 --> 00:05:43.320]  大胃知道神一定會救他
[00:05:43.320 --> 00:05:45.320]  但不是立刻
[00:05:45.320 --> 00:05:50.000]  我們生活在一個節奏很快的社會
[00:05:50.000 --> 00:05:52.520]  樣樣你都希望快點得到
[00:05:52.520 --> 00:05:55.000]  我記得我在香港的時候
[00:05:55.000 --> 00:05:57.000]  想買一樣東西
[00:05:57.000 --> 00:05:59.880]  就放一些毫子到豬仔錢罐裏
[00:05:59.880 --> 00:06:03.280]  儲錢 儲夠了就
[00:06:03.280 --> 00:06:06.720]  不是說打破的 豬仔錢罐下面有個開口
[00:06:06.720 --> 00:06:08.720]  拿了錢出來就買東西
[00:06:08.720 --> 00:06:13.320]  現在的人會不會還是用豬仔錢罐
[00:06:13.320 --> 00:06:15.320]  不會的 去看信用卡
[00:06:15.320 --> 00:06:18.320]  先洗未來錢急不及待
[00:06:18.320 --> 00:06:20.320]  你想吃東西怎樣
[00:06:20.320 --> 00:06:22.320]  去快餐店夠快
[00:06:22.320 --> 00:06:24.320]  快餐店都不夠快
[00:06:24.320 --> 00:06:26.800]  你還要去快餐店的外賣
[00:06:26.800 --> 00:06:29.920]  樣樣你都希望快點得到
[00:06:29.920 --> 00:06:32.800]  飲咖啡就是即食咖啡
[00:06:32.800 --> 00:06:34.800]  你食麵又怎樣 即食麵
[00:06:34.800 --> 00:06:37.200]  樣樣都是立即想得到
[00:06:37.200 --> 00:06:39.200]  但神不是這樣的
[00:06:39.200 --> 00:06:41.200]  神有他的時間表
[00:06:41.200 --> 00:06:44.560]  他是會打救大胃
[00:06:44.560 --> 00:06:46.560]  但不是立刻
[00:06:46.560 --> 00:06:51.920]  神是會最後將他擺上以色列人的王位
[00:06:51.920 --> 00:06:56.680]  但現在來說他仍然要逃避蘇羅的追殺
[00:06:56.680 --> 00:07:00.120]  而且他將來登上王位
[00:07:00.120 --> 00:07:03.720]  他首先要登上猶大國的王位
[00:07:03.720 --> 00:07:08.960]  七年半然後才會成為整個以色列的王
[00:07:08.960 --> 00:07:10.960]  這個就是神的時間表
[00:07:10.960 --> 00:07:14.960]  那你說為何神一次過打救大胃
[00:07:14.960 --> 00:07:18.560]  因為大胃還有很多東西需要學習
[00:07:18.560 --> 00:07:21.760]  需要神來磨練他鍛鍊他
[00:07:21.760 --> 00:07:24.960]  他需要經過很多的試驗試探
[00:07:24.960 --> 00:07:31.080]  然後才會成為一個合神心意的人來統治以色列
[00:07:31.080 --> 00:07:35.720]  我今天的這一篇是有三個段落
[00:07:35.720 --> 00:07:39.000]  我是用三個地點來分段
[00:07:39.000 --> 00:07:41.000]  三個不同的地方
[00:07:41.000 --> 00:07:44.480]  第一個地方就是亞都蘭洞
[00:07:44.480 --> 00:07:47.280]  大胃為何會去到亞都蘭洞
[00:07:47.280 --> 00:07:52.040]  你記不記得上一次說他去了加特的阿吉王那裡
[00:07:52.040 --> 00:07:56.800]  阿吉的隨從希望阿吉王會殺死大胃
[00:07:56.800 --> 00:07:59.840]  於是將大胃帶到阿吉王的面前
[00:07:59.840 --> 00:08:01.840]  阿吉王怎麼說呢
[00:08:01.840 --> 00:08:06.040]  我這裡有很多瘋子 很多瘋子
[00:08:06.040 --> 00:08:08.040]  你還加多一個大胃
[00:08:08.040 --> 00:08:10.040]  趕他走 趕他走
[00:08:10.040 --> 00:08:14.320]  大胃就逃出了 逃到以拉這個地方
[00:08:14.320 --> 00:08:18.800]  以拉就是他當年打勝哥利亞的地方
[00:08:18.800 --> 00:08:20.800]  以拉在哪裡呢
[00:08:20.800 --> 00:08:29.360]  以拉的亞都蘭洞其實是在加特 伯利恆和希伯倫的中間
[00:08:29.360 --> 00:08:34.800]  距離加特大概十里 距離伯利恆大概十五里
[00:08:34.800 --> 00:08:38.800]  在那裡有很多山洞
[00:08:38.800 --> 00:08:42.560]  那你說誰才是亞都蘭洞呢
[00:08:42.560 --> 00:08:45.160]  其中有一個很大的山洞
[00:08:45.160 --> 00:08:48.680]  可以容納四百至六百人
[00:08:48.680 --> 00:08:52.680]  有很多學者說這個就是亞都蘭洞
[00:08:52.680 --> 00:08:57.160]  如果你現在去以拉這個地方
[00:08:57.160 --> 00:09:01.160]  你都會見到這個洞 就是亞都蘭洞
[00:09:01.160 --> 00:09:08.160]  我們遲些會見到大胃會有四百至六百人跟隨他
[00:09:08.160 --> 00:09:10.680]  不妨看看這個地理
[00:09:10.680 --> 00:09:15.680]  我們上次說大胃因為不夠信心離開了拉瑪
[00:09:15.680 --> 00:09:18.160]  拉瑪就在那裡很不便
[00:09:18.160 --> 00:09:23.680]  然後他去到基比亞和約拿丹商議
[00:09:23.680 --> 00:09:25.680]  如何騙訴羅
[00:09:25.680 --> 00:09:29.160]  然後發現訴羅真的要殺自己
[00:09:29.160 --> 00:09:31.160]  他就跑去拿柏
[00:09:31.160 --> 00:09:34.160]  然後祭司城被殺的慘劇
[00:09:34.160 --> 00:09:36.160]  他就去了加特
[00:09:36.160 --> 00:09:40.160]  然後由加特去到亞都蘭洞
[00:09:40.160 --> 00:09:42.160]  遲些還有一個地方
[00:09:42.160 --> 00:09:49.160]  如果大家見到就在死海旁邊有個叫馬薩達的地方
[00:09:49.160 --> 00:09:53.160]  馬薩達翻譯出來希伯來文就是山寨
[00:09:53.160 --> 00:09:54.160]  就是堡壘
[00:09:54.160 --> 00:09:58.160]  很多人說大胃曾經躲在那裡
[00:09:58.160 --> 00:10:00.160]  等下我們會說這個事
[00:10:00.160 --> 00:10:05.160]  現在我們要見到的就是大胃走進了亞都蘭洞
[00:10:05.160 --> 00:10:07.160]  很多時候我們都是一樣
[00:10:07.160 --> 00:10:09.160]  好像大胃一樣
[00:10:09.160 --> 00:10:12.160]  在一個黑漆一片的大洞裡面
[00:10:12.160 --> 00:10:14.160]  伸手不見五指
[00:10:14.160 --> 00:10:16.160]  好像沒有出路一樣
[00:10:16.160 --> 00:10:22.160]  很多人有憂鬱有情緒病就是一樣
[00:10:22.160 --> 00:10:27.160]  有很多人說基督徒不會有憂鬱病
[00:10:27.160 --> 00:10:28.160]  不是的
[00:10:28.160 --> 00:10:31.160]  基督徒一樣會有憂鬱症
[00:10:31.160 --> 00:10:33.160]  我們怎麼知道
[00:10:33.160 --> 00:10:37.160]  記不記得聖經裡面的以利亞
[00:10:37.160 --> 00:10:40.160]  他被耶齊別追殺
[00:10:40.160 --> 00:10:42.160]  他逃到曠野
[00:10:42.160 --> 00:10:44.160]  他是尋死
[00:10:44.160 --> 00:10:47.160]  甚至他低落到希望尋死
[00:10:47.160 --> 00:10:52.160]  還有耶利米先知被喚為哭泣的先知
[00:10:52.160 --> 00:10:54.160]  今天還有大胃
[00:10:54.160 --> 00:10:56.160]  他一樣被掃羅追殺
[00:10:56.160 --> 00:11:00.160]  我相信他一樣有很低落的情緒
[00:11:00.160 --> 00:11:03.160]  就在這個時候
[00:11:03.160 --> 00:11:06.160]  當大胃走投無路的時候
[00:11:06.160 --> 00:11:11.160]  神就帶領了四百個勇士來投靠大胃
[00:11:11.160 --> 00:11:13.160]  去到亞都蘭東
[00:11:13.160 --> 00:11:16.160]  在撒姆爾上的二十二章第二節
[00:11:16.160 --> 00:11:20.160]  凡受困迫的欠債的心裡苦惱的
[00:11:20.160 --> 00:11:22.160]  都聚集到大胃那裡
[00:11:22.160 --> 00:11:25.160]  大胃就作他們的頭目
[00:11:25.160 --> 00:11:28.160]  跟隨他的約有四百人
[00:11:28.160 --> 00:11:33.160]  這些人都知道大胃就是神所高納的王
[00:11:33.160 --> 00:11:38.160]  他們在大胃身上都看到有希望來投靠大胃
[00:11:38.160 --> 00:11:40.160]  這班是什麼人呢
[00:11:40.160 --> 00:11:43.160]  是陷入困境的人
[00:11:43.160 --> 00:11:45.160]  是負債的人
[00:11:45.160 --> 00:11:47.160]  有沒有見到經文說是欠債的人
[00:11:47.160 --> 00:11:52.160]  有很多這些人相信是掃羅使他們欠債
[00:11:52.160 --> 00:11:55.160]  使他們陷入困境
[00:11:55.160 --> 00:11:56.160]  我們怎麼知道呢
[00:11:56.160 --> 00:11:59.160]  在撒姆爾上的十四章二十九節
[00:11:59.160 --> 00:12:01.160]  約拿丹說對不起
[00:12:01.160 --> 00:12:05.160]  他跟士兵說是我的爸爸幫你們添麻煩
[00:12:05.160 --> 00:12:08.160]  我相信在撒姆爾上的十四章
[00:12:08.160 --> 00:12:13.160]  不是唯一次掃羅替以色列人添麻煩
[00:12:13.160 --> 00:12:17.160]  所以我們見到有很多人都是民不聊生
[00:12:17.160 --> 00:12:20.160]  以至有四百人去投靠大胃
[00:12:20.160 --> 00:12:24.160]  這四百人很快就會變成六百人
[00:12:24.160 --> 00:12:26.160]  部分這些勇士的名單
[00:12:26.160 --> 00:12:32.160]  你都可以在撒姆爾下的二十三章和歷代史上的十一章
[00:12:32.160 --> 00:12:34.160]  你可以看到
[00:12:34.160 --> 00:12:40.160]  有很多人說現在大胃有六百個勇士跟著他
[00:12:40.160 --> 00:12:43.160]  他不用怕掃羅追殺他
[00:12:43.160 --> 00:12:44.160]  不是的
[00:12:44.160 --> 00:12:47.160]  你看看撒姆爾上的二十六章
[00:12:47.160 --> 00:12:49.160]  掃羅的軍隊有多少人呢
[00:12:49.160 --> 00:12:51.160]  三千人
[00:12:51.160 --> 00:12:54.160]  而且這些是選民所組成的
[00:12:54.160 --> 00:12:56.160]  是被選舉出來的士兵
[00:12:56.160 --> 00:12:58.160]  是精兵
[00:12:58.160 --> 00:13:02.160]  大胃那些是流氓跟隨他
[00:13:02.160 --> 00:13:05.160]  所以大胃仍然寡不敵眾
[00:13:05.160 --> 00:13:08.160]  仍然強弱懸殊
[00:13:08.160 --> 00:13:11.160]  這班人都是被拒絕的人
[00:13:11.160 --> 00:13:16.160]  但他們將來就會成為以色列國家的棟樑
[00:13:16.160 --> 00:13:21.160]  這班人成為了以色列人的希望
[00:13:21.160 --> 00:13:23.160]  成為將來以色列人的祝福
[00:13:23.160 --> 00:13:26.160]  當他們被大胃訓練的時候
[00:13:26.160 --> 00:13:29.160]  當大胃建立了他的國
[00:13:29.160 --> 00:13:34.160]  他們在大胃的朝廷裏成為了很重要的官員
[00:13:34.160 --> 00:13:36.160]  一個真正的領袖
[00:13:36.160 --> 00:13:40.160]  是會吸引很多優秀的人跟隨自己
[00:13:40.160 --> 00:13:43.160]  這班人都很佩服大胃的品格
[00:13:43.160 --> 00:13:45.160]  很佩服大胃的質素
[00:13:45.160 --> 00:13:48.160]  若非大胃跟他們交往的話
[00:13:48.160 --> 00:13:52.160]  相信這班人的名字不會名流青史
[00:13:52.160 --> 00:13:55.160]  不會流傳在聖經裏
[00:13:55.160 --> 00:14:00.160]  大胃就得到這麼多人跟隨自己
[00:14:00.160 --> 00:14:03.160]  因為他很有質素很有品格
[00:14:03.160 --> 00:14:04.160]  上次我也說過
[00:14:04.160 --> 00:14:09.160]  掃羅是否一樣有這麼多人願意跟隨他
[00:14:09.160 --> 00:14:10.160]  不是的
[00:14:10.160 --> 00:14:14.160]  掃羅是要威逼利誘人才會跟隨他
[00:14:14.160 --> 00:14:18.160]  其實耶穌基督揀選門徒都是一樣
[00:14:18.160 --> 00:14:24.160]  耶穌是否揀選那些有智慧有能力有權勢的人
[00:14:24.160 --> 00:14:25.160]  不是的
[00:14:25.160 --> 00:14:30.160]  他是揀選那些卑賤的被社會所遺棄的
[00:14:30.160 --> 00:14:32.160]  被社會所厭棄的人
[00:14:32.160 --> 00:14:38.160]  這就像哥林多前書的一章二十六至三十一節所說
[00:14:38.160 --> 00:14:42.160]  神是揀選那些軟弱的愚蠢的
[00:14:42.160 --> 00:14:46.160]  以至使有智慧的羞愧
[00:14:46.160 --> 00:14:51.160]  那為什麼神要揀選軟弱的愚蠢呢
[00:14:51.160 --> 00:14:52.160]  很簡單
[00:14:52.160 --> 00:14:55.160]  因為如果神揀選有智慧有能力
[00:14:55.160 --> 00:14:57.160]  如果成功了
[00:14:57.160 --> 00:14:59.160]  榮耀歸給誰呢
[00:14:59.160 --> 00:15:01.160]  榮耀歸給這些人
[00:15:01.160 --> 00:15:03.160]  因為他們有能力
[00:15:03.160 --> 00:15:06.160]  但如果神揀選軟弱愚蠢
[00:15:06.160 --> 00:15:08.160]  而成功了的話
[00:15:08.160 --> 00:15:09.160]  榮耀歸給誰呢
[00:15:09.160 --> 00:15:11.160]  榮耀歸給神
[00:15:11.160 --> 00:15:13.160]  所以我們看到耶穌基督的時候
[00:15:13.160 --> 00:15:16.160]  他揀選那些愚蠢的
[00:15:16.160 --> 00:15:21.160]  瑞利就是當時被以色列人所藐視的人
[00:15:21.160 --> 00:15:25.160]  很多時候當我們憂鬱的時候
[00:15:25.160 --> 00:15:27.160]  會心煩意亂
[00:15:27.160 --> 00:15:29.160]  不想做任何事
[00:15:29.160 --> 00:15:32.160]  很多憂鬱的人會怎樣呢
[00:15:32.160 --> 00:15:34.160]  沒有心情做事
[00:15:34.160 --> 00:15:36.160]  這就是憂鬱
[00:15:36.160 --> 00:15:39.160]  當你發現自己什麼都不想做的時候
[00:15:39.160 --> 00:15:40.160]  你就要小心
[00:15:40.160 --> 00:15:43.160]  你可能已經開始有憂鬱症
[00:15:43.160 --> 00:15:45.160]  在這個時候
[00:15:45.160 --> 00:15:49.160]  神就帶領了四百個人來到大衛
[00:15:49.160 --> 00:15:51.160]  你說好啊
[00:15:51.160 --> 00:15:52.160]  大衛有憂鬱症
[00:15:52.160 --> 00:15:53.160]  什麼都不想做
[00:15:53.160 --> 00:15:56.160]  現在神派四百個人來幫他做事
[00:15:56.160 --> 00:15:58.160]  不是的
[00:15:58.160 --> 00:16:00.160]  你如果是做領袖的話
[00:16:00.160 --> 00:16:04.160]  四百個人跟著你不是一件小事
[00:16:04.160 --> 00:16:07.160]  只是你想找每天給他們吃什麼
[00:16:07.160 --> 00:16:10.160]  四百個人你都夠頭痛
[00:16:10.160 --> 00:16:15.160]  所以其實是給大衛有機會來侍奉神
[00:16:15.160 --> 00:16:18.160]  所以當我們有憂鬱症
[00:16:18.160 --> 00:16:20.160]  當我們什麼都不想做
[00:16:20.160 --> 00:16:24.160]  其實我們應該用多點時間來侍奉神
[00:16:24.160 --> 00:16:26.160]  才能夠走出來
[00:16:26.160 --> 00:16:28.160]  憂鬱症是什麼呢
[00:16:28.160 --> 00:16:30.160]  是將注意力放在自己身上
[00:16:30.160 --> 00:16:33.160]  但是當你有事要做
[00:16:33.160 --> 00:16:35.160]  將你的腦拿開
[00:16:35.160 --> 00:16:38.160]  從你自己想著自己的困境
[00:16:38.160 --> 00:16:40.160]  而去想其他事的時候
[00:16:40.160 --> 00:16:43.160]  你就會走出憂鬱症
[00:16:43.160 --> 00:16:46.160]  這個也是上次我和大家說過
[00:16:46.160 --> 00:16:49.160]  記不記得我說素羅他有妒忌
[00:16:49.160 --> 00:16:52.160]  一個人為什麼會有妒忌呢
[00:16:52.160 --> 00:16:54.160]  又是想將榮耀歸給自己
[00:16:54.160 --> 00:16:56.160]  又是有個自我在
[00:16:56.160 --> 00:16:59.160]  我說過如果有妒忌的話
[00:16:59.160 --> 00:17:01.160]  最好的辦法就是侍奉神
[00:17:01.160 --> 00:17:03.160]  將這個目標轉移了
[00:17:03.160 --> 00:17:05.160]  不是將榮耀歸給自己
[00:17:05.160 --> 00:17:07.160]  而是將榮耀歸給神
[00:17:07.160 --> 00:17:09.160]  你就會醫到你的妒忌病
[00:17:09.160 --> 00:17:12.160]  如果你有憂鬱的話是一模一樣
[00:17:12.160 --> 00:17:15.160]  不要將注意力放在自己身上
[00:17:15.160 --> 00:17:17.160]  將注意力放在神的身上
[00:17:17.160 --> 00:17:18.160]  你去侍奉祂
[00:17:18.160 --> 00:17:21.160]  你就能夠一步一步走出來
[00:17:21.160 --> 00:17:24.160]  神揀選人來侍奉祂
[00:17:24.160 --> 00:17:27.160]  也是揀選人最快樂的時候
[00:17:27.160 --> 00:17:29.160]  才給你侍奉
[00:17:29.160 --> 00:17:31.160]  為什麼呢
[00:17:31.160 --> 00:17:34.160]  因為一個人情緒最低落的時候
[00:17:34.160 --> 00:17:36.160]  就是倚靠神的時候
[00:17:36.160 --> 00:17:38.160]  不是倚靠自己的能力
[00:17:38.160 --> 00:17:41.160]  中國人其實也是很相似的
[00:17:41.160 --> 00:17:43.160]  萬子說什麼
[00:17:43.160 --> 00:17:46.160]  天將降大任於斯人也
[00:17:46.160 --> 00:17:48.160]  必先苦其心志
[00:17:48.160 --> 00:17:50.160]  勞其筋骨
[00:17:50.160 --> 00:17:51.160]  餓其體膚
[00:17:51.160 --> 00:17:53.160]  空乏其身
[00:17:53.160 --> 00:17:57.160]  當你是快有大的任務
[00:17:57.160 --> 00:17:59.160]  任務上你的身之前
[00:17:59.160 --> 00:18:02.160]  你就會有這樣的經歷
[00:18:02.160 --> 00:18:05.160]  其實聖經裡面也是一樣的教導
[00:18:05.160 --> 00:18:07.160]  在希伯來書第十一章
[00:18:07.160 --> 00:18:11.160]  我們看到有信心的龍虎榜
[00:18:11.160 --> 00:18:13.160]  希伯來書記載了
[00:18:13.160 --> 00:18:15.160]  很多有信心的人
[00:18:15.160 --> 00:18:17.160]  在希伯來書第十一章
[00:18:17.160 --> 00:18:19.160]  但是作者怎麼說
[00:18:19.160 --> 00:18:22.160]  在希伯來書十一章三十八節
[00:18:22.160 --> 00:18:26.160]  這些人都在曠野山嶺山洞
[00:18:26.160 --> 00:18:28.160]  歷月漂流無定
[00:18:28.160 --> 00:18:31.160]  管事世界不配有的人
[00:18:31.160 --> 00:18:34.160]  這班人要成為有信心的人
[00:18:34.160 --> 00:18:37.160]  他們首先要像中國人說的
[00:18:37.160 --> 00:18:38.160]  勞其筋骨
[00:18:38.160 --> 00:18:43.160]  以至神才能夠將重要的任務給他們
[00:18:43.160 --> 00:18:46.160]  在聖經裡面很多屬靈的領袖
[00:18:46.160 --> 00:18:47.160]  都是一樣的
[00:18:47.160 --> 00:18:49.160]  記不記得摩西
[00:18:49.160 --> 00:18:52.160]  他在米田的曠野多少年
[00:18:52.160 --> 00:18:54.160]  四十年來訓練他
[00:18:54.160 --> 00:18:57.160]  曠野的生活不容易捱
[00:18:57.160 --> 00:19:01.160]  約瑟被他的兄弟扔進坑裡
[00:19:01.160 --> 00:19:04.160]  後來又賣去埃及
[00:19:04.160 --> 00:19:06.160]  還坐牢坐很久
[00:19:06.160 --> 00:19:09.160]  以利亞我剛才說過
[00:19:09.160 --> 00:19:11.160]  被耶駛別追殺
[00:19:11.160 --> 00:19:14.160]  甚至是求死去到曠野
[00:19:14.160 --> 00:19:17.160]  以利沙就是以利亞的徒弟
[00:19:17.160 --> 00:19:19.160]  在約旦河旁邊
[00:19:19.160 --> 00:19:23.160]  突然間見到以利亞被神接去
[00:19:23.160 --> 00:19:25.160]  那種心情你可以想像
[00:19:25.160 --> 00:19:27.160]  沒有依靠
[00:19:27.160 --> 00:19:28.160]  很失落
[00:19:28.160 --> 00:19:30.160]  恩師都被神接去了
[00:19:30.160 --> 00:19:32.160]  我怎麼辦
[00:19:32.160 --> 00:19:35.160]  但以利亞在獅子坑裡
[00:19:35.160 --> 00:19:38.160]  耶利米在泥坑裡
[00:19:38.160 --> 00:19:40.160]  所以我們見到
[00:19:40.160 --> 00:19:43.160]  很多時候我們都要經歷這些事
[00:19:43.160 --> 00:19:46.160]  才能夠被神所用
[00:19:46.160 --> 00:19:48.160]  當我們在憂鬱
[00:19:48.160 --> 00:19:49.160]  在黑暗裡
[00:19:49.160 --> 00:19:51.160]  我們就要記得
[00:19:51.160 --> 00:19:53.160]  我們要順靠神
[00:19:53.160 --> 00:19:56.160]  慢慢慢慢神就會提升我們
[00:19:56.160 --> 00:19:59.160]  脫離我們的處境
[00:19:59.160 --> 00:20:01.160]  我們剛才說了
[00:20:01.160 --> 00:20:03.160]  我説金編道有三個地方
[00:20:03.160 --> 00:20:05.160]  第一個就是亞都蘭洞
[00:20:05.160 --> 00:20:07.160]  大衛去到這個洞裡
[00:20:07.160 --> 00:20:09.160]  他情緒很低落
[00:20:09.160 --> 00:20:11.160]  很困擾
[00:20:11.160 --> 00:20:13.160]  還有第二個地方
[00:20:13.160 --> 00:20:15.160]  跟著他去到摩亞
[00:20:15.160 --> 00:20:18.160]  他去摩亞只不過是暫時
[00:20:18.160 --> 00:20:22.160]  為何他會去到摩亞
[00:20:22.160 --> 00:20:24.160]  因為當時他的家人
[00:20:24.160 --> 00:20:26.160]  來投靠自己
[00:20:26.160 --> 00:20:29.160]  其實本來他家人對大衛
