
[00:00:00.000 --> 00:00:04.000]  各位頂主妹平安
[00:02:32.000 --> 00:02:37.000]  其實是說他被污鬼完全控制著
[00:02:37.000 --> 00:02:41.000]  是被污鬼完全控制著
[00:02:41.000 --> 00:02:46.000]  等於有些像哥林多後書裡說的
[00:02:46.000 --> 00:02:48.000]  十二章二節
[00:02:48.000 --> 00:02:51.000]  我認得一個在基督裡的人
[00:02:51.000 --> 00:02:53.000]  如果說這個可能你會明白多些
[00:02:53.000 --> 00:02:57.000]  剛才好像想說那個人在鬼裡
[00:02:57.000 --> 00:02:59.000]  就等於這個意思
[00:02:59.000 --> 00:03:05.000]  就是說保羅認得有一個人在基督裡
[00:03:05.000 --> 00:03:08.000]  當我們去看原文的時候
[00:03:08.000 --> 00:03:11.000]  上面那句就是剛才說被鬼附
[00:03:11.000 --> 00:03:13.000]  上面希伯來文
[00:03:13.000 --> 00:03:15.000]  第一個字是說Human
[00:03:15.000 --> 00:03:17.000]  一個人在一個靈
[00:03:17.000 --> 00:03:19.000]  第三個字就是希伯來文
[00:03:19.000 --> 00:03:21.000]  Spirit 即是一個靈裡
[00:03:21.000 --> 00:03:22.000]  而這個靈是怎樣呢?
[00:03:22.000 --> 00:03:25.000]  是Unclean 是不潔淨
[00:03:25.000 --> 00:03:27.000]  所以原文的意思可以直譯為
[00:03:27.000 --> 00:03:30.000]  那個人在一個不潔淨的靈裡
[00:03:30.000 --> 00:03:33.000]  這個就是邪靈 即是魔鬼
[00:03:33.000 --> 00:03:38.000]  剛才我說保羅認得有一個人在基督裡
[00:03:38.000 --> 00:03:40.000]  就是下面那句
[00:03:40.000 --> 00:03:43.000]  Human 在耶穌基督裡
[00:03:43.000 --> 00:03:45.000]  所以如果這樣理解的時候
[00:03:45.000 --> 00:03:50.000]  你就會明白多些究竟什麼叫做被鬼附
[00:03:50.000 --> 00:03:53.000]  當馬芬繼續記載的時候
[00:03:53.000 --> 00:03:55.000]  剛才去到會堂就有一個人
[00:03:55.000 --> 00:03:57.000]  他說那撒蘭的耶穌
[00:03:57.000 --> 00:04:01.000]  我們和祢有什麼相干
[00:04:01.000 --> 00:04:03.000]  祢來滅我們嗎?
[00:04:03.000 --> 00:04:05.000]  我知道祢是誰
[00:04:05.000 --> 00:04:07.000]  乃是神的聖者
[00:04:07.000 --> 00:04:09.000]  這句是誰說的?
[00:04:09.000 --> 00:04:11.000]  是那隻鬼說的
[00:04:11.000 --> 00:04:14.000]  是那隻鬼在那個人那裡
[00:04:14.000 --> 00:04:17.000]  那個人在鬼裡被鬼控制
[00:04:17.000 --> 00:04:19.000]  他就去和耶穌說這句話
[00:04:19.000 --> 00:04:21.000]  他講到明這個耶穌
[00:04:21.000 --> 00:04:24.000]  因為當時有不同的人都叫耶穌
[00:04:24.000 --> 00:04:26.000]  他講到明那撒蘭的耶穌
[00:04:26.000 --> 00:04:28.000]  就是我們說的那個教主
[00:04:28.000 --> 00:04:30.000]  那隻鬼說我們和祢有什麼相干
[00:04:30.000 --> 00:04:32.000]  我們關你什麼事?
[00:04:32.000 --> 00:04:34.000]  你為什麼來消滅我們?
[00:04:34.000 --> 00:04:36.000]  我知道你是誰
[00:04:36.000 --> 00:04:38.000]  乃是神的聖者
[00:04:38.000 --> 00:04:40.000]  乃是神的聖者
[00:04:40.000 --> 00:04:43.000]  眾人都很驚訝
[00:04:43.000 --> 00:04:45.000]  以致彼此對問
[00:04:45.000 --> 00:04:47.000]  發生什麼事?
[00:04:47.000 --> 00:04:49.000]  這好像是一個新的道理
[00:04:49.000 --> 00:04:53.000]  他竟然有權柄去吩咐那些鬼
[00:04:53.000 --> 00:04:56.000]  連污鬼都要聽從他
[00:04:56.000 --> 00:04:58.000]  在這裡我們很清楚知道
[00:04:58.000 --> 00:05:00.000]  為什麼鬼都怕耶穌
[00:05:00.000 --> 00:05:03.000]  是因為耶穌是神的聖者
[00:05:03.000 --> 00:05:06.000]  同樣耶穌有從上而來的權柄
[00:05:06.000 --> 00:05:08.000]  可以吩咐污鬼
[00:05:08.000 --> 00:05:11.000]  連鬼都聽從他
[00:05:11.000 --> 00:05:14.000]  這是在馬科音第一次記載的
[00:05:14.000 --> 00:05:17.000]  這一段關於耶穌趕鬼的事情
[00:05:17.000 --> 00:05:19.000]  而另一個在第五章
[00:05:19.000 --> 00:05:22.000]  也是馬科音記載得最詳細
[00:05:22.000 --> 00:05:24.000]  最清楚的
[00:05:24.000 --> 00:05:27.000]  這個我相信大家都有聽過
[00:05:27.000 --> 00:05:32.000]  關於趕鬼進去豬的群裡
[00:05:32.000 --> 00:05:34.000]  其實是這樣的
[00:05:34.000 --> 00:05:36.000]  在馬科音五章一節
[00:05:36.000 --> 00:05:38.000]  他們渡到海的對岸
[00:05:38.000 --> 00:05:44.000]  然後到格拉森人住的一個地區
[00:05:44.000 --> 00:05:47.000]  其實那時候當耶穌做完什麼
[00:05:47.000 --> 00:05:49.000]  其實耶穌已經平靜完風浪
[00:05:49.000 --> 00:05:51.000]  耶穌平靜完風浪
[00:05:51.000 --> 00:05:53.000]  我想問耶穌平靜風浪的時候
[00:05:53.000 --> 00:05:55.000]  其實他在船上是怎樣的?
[00:05:55.000 --> 00:05:57.000]  睡了覺了是嗎?
[00:05:57.000 --> 00:05:59.000]  其實耶穌很累
[00:05:59.000 --> 00:06:02.000]  耶穌很累累到睡了覺
[00:06:02.000 --> 00:06:04.000]  但是當他醒來的時候
[00:06:04.000 --> 00:06:07.000]  他知道耶穌要去這個地方
[00:06:07.000 --> 00:06:09.000]  所以去到這個地方的時候
[00:06:09.000 --> 00:06:11.000]  其實已經是夜深
[00:06:11.000 --> 00:06:15.000]  去到這個格拉森人的地區
[00:06:15.000 --> 00:06:20.000]  大約是當時會有很多這些洞穴
[00:06:20.000 --> 00:06:21.000]  大家看不看得到?
[00:06:21.000 --> 00:06:22.000]  現在照片那裡
[00:06:22.000 --> 00:06:23.000]  其實就是那時候
[00:06:23.000 --> 00:06:27.000]  在那時候是高出海拔大約六百七百呎
[00:06:27.000 --> 00:06:29.000]  是一個很陡峭的地方
[00:06:29.000 --> 00:06:32.000]  而那裡面大約有十個城
[00:06:32.000 --> 00:06:36.000]  而這十個城是住了希臘人
[00:06:36.000 --> 00:06:38.000]  而不是猶太人
[00:06:38.000 --> 00:06:40.000]  所以你會看到很多豬在附近
[00:06:40.000 --> 00:06:42.000]  而那十個城就是底加玻利
[00:06:42.000 --> 00:06:46.000]  就是剛才你最後會看到的地方
[00:06:46.000 --> 00:06:50.000]  當時耶穌去到這個地方已經是夜深
[00:06:50.000 --> 00:06:52.000]  而有很多天然的洞穴
[00:06:52.000 --> 00:06:54.000]  所以他們說叫做墳地
[00:06:54.000 --> 00:06:56.000]  大家記不記得剛才讀經
[00:06:56.000 --> 00:06:57.000]  去到墳地裡
[00:06:57.000 --> 00:06:59.000]  所以很多天然的洞穴
[00:06:59.000 --> 00:07:01.000]  根本不用人去刮的
[00:07:01.000 --> 00:07:03.000]  而是由風、雨組成的
[00:07:03.000 --> 00:07:04.000]  就是很多這些洞
[00:07:04.000 --> 00:07:06.000]  當他們將屍體放進去的時候
[00:07:06.000 --> 00:07:10.000]  就這樣用石頭封住就可以了
[00:07:10.000 --> 00:07:12.000]  現在我們會說那個人
[00:07:12.000 --> 00:07:13.000]  被鬼附的人
[00:07:13.000 --> 00:07:16.000]  就在這個地方裡
[00:07:16.000 --> 00:07:18.000]  在第二節
[00:07:18.000 --> 00:07:19.000]  耶穌一落船
[00:07:19.000 --> 00:07:21.000]  就有一個被鬼附著的人
[00:07:21.000 --> 00:07:25.000]  從墳墓裡走出來迎接他
[00:07:25.000 --> 00:07:26.000]  說什麼呢?
[00:07:26.000 --> 00:07:28.000]  他就大聲呼叫
[00:07:28.000 --> 00:07:30.000]  至高神的兒子
[00:07:30.000 --> 00:07:32.000]  你為什麼干擾我
[00:07:32.000 --> 00:07:35.000]  我指著神懇求你
[00:07:35.000 --> 00:07:37.000]  不要叫我受苦
[00:07:37.000 --> 00:07:40.000]  這句話是誰說的呢?
[00:07:40.000 --> 00:07:42.000]  也是鬼說的
[00:07:42.000 --> 00:07:43.000]  記不記得剛才說
[00:07:43.000 --> 00:07:45.000]  是被鬼控制著
[00:07:45.000 --> 00:07:47.000]  當我去到的時候
[00:07:47.000 --> 00:07:49.000]  他知道耶穌是誰
[00:07:49.000 --> 00:07:50.000]  他知道耶穌會來找他
[00:07:50.000 --> 00:07:52.000]  他自己走了去
[00:07:52.000 --> 00:07:55.000]  然後鬼也會指著神懇求他
[00:07:55.000 --> 00:07:56.000]  一會兒你看舊約的時候
[00:07:56.000 --> 00:07:57.000]  你會明白多一點
[00:07:57.000 --> 00:07:58.000]  為什麼會這樣
[00:07:58.000 --> 00:07:59.000]  但為什麼他會知道
[00:07:59.000 --> 00:08:03.000]  耶穌來叫他受苦呢?
[00:08:03.000 --> 00:08:05.000]  為什麼他會知道呢?
[00:08:05.000 --> 00:08:07.000]  最可能的原因是
[00:08:07.000 --> 00:08:08.000]  接著的那一節
[00:08:08.000 --> 00:08:12.000]  是因為耶穌曾經吩咐過他
[00:08:12.000 --> 00:08:15.000]  污鬼從這人身上出來吧
[00:08:15.000 --> 00:08:17.000]  大家如果看聖經
[00:08:17.000 --> 00:08:19.000]  不知道你有沒有看到
[00:08:19.000 --> 00:08:20.000]  一些有些人覺得
[00:08:20.000 --> 00:08:22.000]  好像很有趣的東西
[00:08:22.000 --> 00:08:23.000]  就是什麼呢?
[00:08:23.000 --> 00:08:26.000]  因耶穌曾吩咐他
[00:08:26.000 --> 00:08:30.000]  污鬼從這人身上出來吧
[00:08:30.000 --> 00:08:33.000]  有趣的地方是「曾」字
[00:08:33.000 --> 00:08:36.000]  你會想到什麼呢?
[00:08:36.000 --> 00:08:40.000]  為什麼是「曾」呢?
[00:08:40.000 --> 00:08:42.000]  有些人就說
[00:08:42.000 --> 00:08:45.000]  哦 耶穌曾經吩咐過他
[00:08:45.000 --> 00:08:49.000]  就是說趕不成功
[00:08:49.000 --> 00:08:52.000]  是不是?
[00:08:52.000 --> 00:08:57.000]  再來一次?
[00:08:57.000 --> 00:08:58.000]  曾經吩咐他
[00:08:58.000 --> 00:08:59.000]  有些人就說
[00:08:59.000 --> 00:09:03.000]  哦 因為耶穌太累了
[00:09:03.000 --> 00:09:04.000]  太累了
[00:09:04.000 --> 00:09:05.000]  又是晚上了
[00:09:05.000 --> 00:09:08.000]  所以力量不夠
[00:09:08.000 --> 00:09:10.000]  結果趕不上
[00:09:10.000 --> 00:09:12.000]  這個我相信不是
[00:09:12.000 --> 00:09:14.000]  最大的可能就是
[00:09:14.000 --> 00:09:17.000]  因為有些弟兄姊妹說得對
[00:09:17.000 --> 00:09:19.000]  趕了的鬼
[00:09:19.000 --> 00:09:21.000]  有沒有機會再回到那人身上?
[00:09:21.000 --> 00:09:24.000]  有啊 聖經有說
[00:09:24.000 --> 00:09:26.000]  《馬太福音》十二章四十三節記載
[00:09:26.000 --> 00:09:29.000]  曾經有一個污鬼已經離開了那人身上
[00:09:29.000 --> 00:09:32.000]  他就在無水之地走來走去
[00:09:32.000 --> 00:09:36.000]  他要找一個可以依附的地方
[00:09:36.000 --> 00:09:37.000]  但是找不到
[00:09:37.000 --> 00:09:38.000]  接著說什麼呢?
[00:09:38.000 --> 00:09:40.000]  於是就說我要回到
[00:09:40.000 --> 00:09:42.000]  我所出來的屋裡
[00:09:42.000 --> 00:09:45.000]  就是他曾經去附的那個地方
[00:09:45.000 --> 00:09:46.000]  到了他看到
[00:09:46.000 --> 00:09:48.000]  裡面很空閒
[00:09:48.000 --> 00:09:49.000]  打掃乾淨
[00:09:49.000 --> 00:09:51.000]  收拾好了
[00:09:51.000 --> 00:09:52.000]  其實也好
[00:09:52.000 --> 00:09:53.000]  把屋子收拾乾淨
[00:09:53.000 --> 00:09:57.000]  接著他就帶了另外七個
[00:09:57.000 --> 00:09:59.000]  比自己更惡的鬼來
[00:09:59.000 --> 00:10:01.000]  進駐那裡
[00:10:01.000 --> 00:10:04.000]  那人的幕後景況比先前更差
[00:10:04.000 --> 00:10:08.000]  這個邪惡的世代也如此
[00:10:08.000 --> 00:10:09.000]  剛才我們也說了
[00:10:09.000 --> 00:10:13.000]  末世的確是更加近
[00:10:13.000 --> 00:10:16.000]  所以我們先要有聖靈在我們身體裡
[00:10:16.000 --> 00:10:19.000]  說了不是等於不回頭
[00:10:19.000 --> 00:10:21.000]  結果耶穌繼續問
[00:10:21.000 --> 00:10:23.000]  在墳營裡的那隻鬼
[00:10:23.000 --> 00:10:24.000]  耶穌問他
[00:10:24.000 --> 00:10:25.000]  你叫什麼名字?
[00:10:25.000 --> 00:10:27.000]  他說我叫群
[00:10:27.000 --> 00:10:30.000]  因為我們數目眾多
[00:10:30.000 --> 00:10:33.000]  群即是多成什麼呢?
[00:10:33.000 --> 00:10:35.000]  原來羅馬兵丁那時候
[00:10:35.000 --> 00:10:36.000]  一個大的兵團
[00:10:36.000 --> 00:10:38.000]  其中有一個叫群
[00:10:38.000 --> 00:10:40.000]  就是六千人
[00:10:40.000 --> 00:10:45.000]  哇 六千隻鬼在那裡
[00:10:45.000 --> 00:10:46.000]  有些人解釋
[00:10:46.000 --> 00:10:49.000]  怪不得那個人那麼大力
[00:10:49.000 --> 00:10:50.000]  有些人可能會說
[00:10:50.000 --> 00:10:53.000]  他會不會是精神有問題
[00:10:53.000 --> 00:10:56.000]  所以他經常大叫
[00:10:56.000 --> 00:10:57.000]  對不起
[00:10:57.000 --> 00:10:58.000]  精神有問題的人
[00:10:58.000 --> 00:11:02.000]  不會大力到鐵鏈可以整天弄斷
[00:11:02.000 --> 00:11:04.000]  他要整天用石頭來砍自己
[00:11:04.000 --> 00:11:06.000]  也沒事
[00:11:06.000 --> 00:11:08.000]  所以證明他是被鬼附身
[00:11:08.000 --> 00:11:09.000]  所以有那麼多能力
[00:11:09.000 --> 00:11:11.000]  原來裡面有群那麼多
[00:11:11.000 --> 00:11:15.000]  有六千隻鬼那麼多
[00:11:15.000 --> 00:11:18.000]  然後耶穌要趕他
[00:11:18.000 --> 00:11:20.000]  耶穌趕他的時候
[00:11:20.000 --> 00:11:21.000]  想他出來
[00:11:21.000 --> 00:11:23.000]  然後那些鬼就求耶穌
[00:11:23.000 --> 00:11:27.000]  求祢打發我們往豬群裡
[00:11:27.000 --> 00:11:29.000]  附著豬去
[00:11:29.000 --> 00:11:30.000]  原來他們的特性
[00:11:30.000 --> 00:11:32.000]  就是要依附一些東西
[00:11:32.000 --> 00:11:34.000]  依附一個地方
[00:11:34.000 --> 00:11:36.000]  那時候剛好在山坡裡
[00:11:36.000 --> 00:11:39.000]  剛才記得是六七百呎高
[00:11:39.000 --> 00:11:41.000]  看到有一大群豬
[00:11:41.000 --> 00:11:44.000]  群豬的大約有二千
[00:11:44.000 --> 00:11:46.000]  我們看下去
[00:11:46.000 --> 00:11:48.000]  耶穌就准他們
[00:11:48.000 --> 00:11:50.000]  污鬼就在那個人身上出來
[00:11:50.000 --> 00:11:52.000]  進入豬裡面去
[00:11:52.000 --> 00:11:54.000]  於是那群豬就闖下山崖
[00:11:54.000 --> 00:11:57.000]  投在海裡面淹死了
[00:11:57.000 --> 00:12:02.000]  豬的數目大約有二千
[00:12:02.000 --> 00:12:03.000]  大家有沒有幻想過
[00:12:03.000 --> 00:12:07.000]  那個場面應該多壯觀
[00:12:07.000 --> 00:12:12.000]  有二千隻豬一起發瘋
[00:12:12.000 --> 00:12:14.000]  衝下海
[00:12:14.000 --> 00:12:18.000]  結果有些人是養豬的
[00:12:18.000 --> 00:12:23.000]  如果你是養豬的那些人怎麼辦
[00:12:23.000 --> 00:12:24.000]  很慘吧
[00:12:24.000 --> 00:12:26.000]  想斬耶穌
[00:12:26.000 --> 00:12:28.000]  結果養豬的那些人一看到
[00:12:28.000 --> 00:12:31.000]  馬上走回城裡
[00:12:31.000 --> 00:12:33.000]  然後把這件事告訴別人
[00:12:33.000 --> 00:12:35.000]  很多人在城裡很驚訝地出來看
[00:12:35.000 --> 00:12:37.000]  哇!是真的!
[00:12:37.000 --> 00:12:39.000]  這麼厲害!
[00:12:39.000 --> 00:12:43.000]  他們會不會拍手掌呢?
[00:12:43.000 --> 00:12:45.000]  為什麼說拍手掌呢?
[00:12:45.000 --> 00:12:47.000]  因為聖經記載
[00:12:47.000 --> 00:12:49.000]  那個人已經正常了
[00:12:49.000 --> 00:12:51.000]  換上好的衣服
[00:12:51.000 --> 00:12:53.000]  坐在那裡
[00:12:53.000 --> 00:12:54.000]  很健康
[00:12:54.000 --> 00:12:57.000]  那些人會不會拍手掌呢?
[00:12:57.000 --> 00:12:59.000]  你就會吧
[00:12:59.000 --> 00:13:01.000]  我們是好人
[00:13:01.000 --> 00:13:03.000]  看到有人康復
[00:13:03.000 --> 00:13:05.000]  當然拍手掌
[00:13:05.000 --> 00:13:07.000]  當然覺得耶穌很厲害
[00:13:07.000 --> 00:13:09.000]  歸鄉要給上帝
[00:13:09.000 --> 00:13:11.000]  但實情不是
[00:13:11.000 --> 00:13:13.000]  這群人叫耶穌走
[00:13:13.000 --> 00:13:15.000]  拜託你快點走
[00:13:15.000 --> 00:13:17.000]  你搞破壞
[00:13:17.000 --> 00:13:19.000]  一隻豬多少錢?
[00:13:19.000 --> 00:13:21.000]  當時更加貴
[00:13:21.000 --> 00:13:24.000]  你搞到我整盤生意都沒了
[00:13:24.000 --> 00:13:25.000]  你多留一會
[00:13:25.000 --> 00:13:27.000]  我不知道你會變成怎樣
[00:13:27.000 --> 00:13:29.000]  故事是不是就這樣完結呢?
[00:13:29.000 --> 00:13:31.000]  還未完結
[00:13:31.000 --> 00:13:33.000]  當耶穌上船要走
[00:13:33.000 --> 00:13:35.000]  因為耶穌真的去到
[00:13:35.000 --> 00:13:37.000]  是為了拯救那個人
[00:13:37.000 --> 00:13:39.000]  當耶穌上船的時候
[00:13:39.000 --> 00:13:41.000]  那從前被鬼附著的人
[00:13:41.000 --> 00:13:43.000]  懇求和耶穌同在
[00:13:43.000 --> 00:13:45.000]  當然了!
[00:13:45.000 --> 00:13:47.000]  一個這麼好的恩人
[00:13:47.000 --> 00:13:49.000]  在我身上行了這麼大的事
[00:13:49.000 --> 00:13:51.000]  他很想和耶穌一起
[00:13:51.000 --> 00:13:53.000]  但耶穌說:不好
[00:13:53.000 --> 00:13:55.000]  你回到你家
[00:13:55.000 --> 00:13:59.000]  將這個事跡告訴你的親朋戚友
[00:13:59.000 --> 00:14:01.000]  耶穌想他回到自己的家
[00:14:01.000 --> 00:14:03.000]  自己的地方
[00:14:03.000 --> 00:14:05.000]  自己的鄉鎮裡
[00:14:05.000 --> 00:14:07.000]  去傳揚福音
[00:14:07.000 --> 00:14:09.000]  在這件事裡
[00:14:09.000 --> 00:14:11.000]  我們知道
[00:14:11.000 --> 00:14:13.000]  撒旦魔鬼
[00:14:13.000 --> 00:14:15.000]  是怕耶穌的
[00:14:15.000 --> 00:14:19.000]  究竟撒旦是什麼呢?
[00:14:19.000 --> 00:14:21.000]  撒旦是什麼呢?
[00:14:21.000 --> 00:14:23.000]  當我們看希伯來文
[00:14:23.000 --> 00:14:25.000]  我們去到舊約聖經
[00:14:25.000 --> 00:14:27.000]  撒旦我們叫做魔鬼
[00:14:27.000 --> 00:14:29.000]  原來希伯來文這個字
[00:14:29.000 --> 00:14:31.000]  Satan
[00:14:31.000 --> 00:14:33.000]  有三個意思
[00:14:33.000 --> 00:14:35.000]  在閃族語系裡
[00:14:35.000 --> 00:14:37.000]  沒有一個同等的字可以翻譯
[00:14:37.000 --> 00:14:39.000]  但原來這個字Satan
[00:14:39.000 --> 00:14:41.000]  本身是動詞
[00:14:41.000 --> 00:14:43.000]  是動詞
[00:14:43.000 --> 00:14:45.000]  是說魔鬼
[00:14:45.000 --> 00:14:47.000]  他要做的一些動作
[00:14:47.000 --> 00:14:49.000]  一些行動
[00:14:49.000 --> 00:14:53.000]  魔鬼原來主要會做這幾樣事情
[00:14:53.000 --> 00:14:55.000]  一樣是控告
[00:14:55.000 --> 00:14:57.000]  一樣是毀謗
[00:14:57.000 --> 00:15:01.000]  控告和毀謗有什麼不同呢?
[00:15:01.000 --> 00:15:05.000]  毀謗是說一些錯的事情
[00:15:05.000 --> 00:15:07.000]  是吧?
[00:15:07.000 --> 00:15:09.000]  誣衊你
[00:15:09.000 --> 00:15:11.000]  然後他專門要和上帝
[00:15:11.000 --> 00:15:13.000]  和上帝
[00:15:13.000 --> 00:15:15.000]  和公義作對
[00:15:15.000 --> 00:15:17.000]  相信在舊約的這件事
[00:15:17.000 --> 00:15:19.000]  我們最能夠明白
[00:15:19.000 --> 00:15:21.000]  撒旦其實他的作為
[00:15:21.000 --> 00:15:23.000]  是做的
[00:15:23.000 --> 00:15:25.000]  其實他的作為
[00:15:25.000 --> 00:15:27.000]  是做什麼的呢?
[00:15:27.000 --> 00:15:31.000]  魔鬼試探約伯
[00:15:31.000 --> 00:15:33.000]  在約伯記裡
[00:15:33.000 --> 00:15:35.000]  他記載有一個義人
[00:15:35.000 --> 00:15:39.000]  這個義人對上帝很忠誠
[00:15:39.000 --> 00:15:41.000]  很忠誠
[00:15:41.000 --> 00:15:43.000]  他自己很有錢
[00:15:43.000 --> 00:15:45.000]  也有很多地
[00:15:45.000 --> 00:15:47.000]  也有很多子女
[00:15:47.000 --> 00:15:49.000]  也有太太
[00:15:49.000 --> 00:15:51.000]  所有都很好的
[00:15:51.000 --> 00:15:53.000]  他們之間發生了一件很大的事情
[00:15:53.000 --> 00:15:55.000]  源自什麼事情呢?
[00:15:55.000 --> 00:15:57.000]  就是當有一天
[00:15:57.000 --> 00:16:01.000]  撒旦去到上帝的面前
[00:16:01.000 --> 00:16:03.000]  在約伯記一章六節
[00:16:03.000 --> 00:16:05.000]  他說有一天
[00:16:05.000 --> 00:16:07.000]  神的眾子
[00:16:07.000 --> 00:16:09.000]  來到士納在耶和華的面前
[00:16:09.000 --> 00:16:13.000]  撒旦也在其中
[00:16:13.000 --> 00:16:17.000]  當眾子
[00:16:17.000 --> 00:16:19.000]  當天使在上帝面前的時候
[00:16:19.000 --> 00:16:23.000]  原來撒旦也可以去到其中
[00:16:23.000 --> 00:16:25.000]  撒旦去到其中的時候
[00:16:25.000 --> 00:16:27.000]  上帝問他一些事
[00:16:27.000 --> 00:16:31.000]  耶和華問撒旦
[00:16:31.000 --> 00:16:35.000]  你從哪裡來?
[00:16:35.000 --> 00:16:37.000]  上帝問撒旦
[00:16:37.000 --> 00:16:39.000]  你在哪裡來?
[00:16:39.000 --> 00:16:41.000]  撒旦回答說
[00:16:41.000 --> 00:16:43.000]  我從地上走來走去
[00:16:43.000 --> 00:16:45.000]  往返而來
[00:16:45.000 --> 00:16:47.000]  好像沒事做似的
[00:16:47.000 --> 00:16:49.000]  但其中一個動作
[00:16:49.000 --> 00:16:51.000]  就是走來走去
[00:16:51.000 --> 00:16:53.000]  記不記得被趕出來的鬼
[00:16:53.000 --> 00:16:55.000]  也是走來走去
[00:16:55.000 --> 00:16:57.000]  然後第八節
[00:16:57.000 --> 00:16:59.000]  耶和華問撒旦
[00:16:59.000 --> 00:17:03.000]  你曾用心察看我的僕人約伯沒有?
[00:17:03.000 --> 00:17:07.000]  你有沒有用心去看過我的僕人約伯?
[00:17:07.000 --> 00:17:09.000]  地上再沒有人像他那樣
[00:17:09.000 --> 00:17:11.000]  完全正直
[00:17:11.000 --> 00:17:15.000]  敬畏神 遠離惡事
[00:17:15.000 --> 00:17:19.000]  撒旦說約伯很忠於上帝
[00:17:19.000 --> 00:17:21.000]  他每天都獻祭
[00:17:21.000 --> 00:17:23.000]  他還怕他的子女犯罪
[00:17:23.000 --> 00:17:25.000]  會為他的子女獻祭
[00:17:25.000 --> 00:17:29.000]  但撒旦回答
[00:17:29.000 --> 00:17:31.000]  耶和華說
[00:17:31.000 --> 00:17:35.000]  約伯敬畏神 豈是無辜?
[00:17:35.000 --> 00:17:39.000]  約伯敬畏你
[00:17:39.000 --> 00:17:41.000]  是因為無緣無故嗎?
[00:17:41.000 --> 00:17:45.000]  撒旦在作對
[00:17:45.000 --> 00:17:47.000]  在控告
[00:17:47.000 --> 00:17:49.000]  他嘗試控告他
[00:17:49.000 --> 00:17:51.000]  他是無緣無故嗎?
[00:17:51.000 --> 00:17:53.000]  撒旦繼續說
