
[00:00:00.000 --> 00:00:06.400]  各位講福堂的弟兄姊妹大家好
[00:04:13.920 --> 00:04:16.560]  「我要我給你們做什麼?」
[00:04:16.560 --> 00:04:17.680]  他們就說
[00:04:17.680 --> 00:04:19.760]  「賜我們在你的榮耀裡
[00:04:19.760 --> 00:04:21.280]  一個坐在你右邊
[00:04:21.280 --> 00:04:23.040]  一個坐在你左邊」
[00:04:23.040 --> 00:04:24.160]  耶穌就說
[00:04:24.160 --> 00:04:27.360]  「你們不知道所求的是什麼
[00:04:27.360 --> 00:04:30.000]  我所學的杯你們能不能夠學
[00:04:30.000 --> 00:04:33.040]  我所受的洗你們能不能夠洗呢?」
[00:04:33.040 --> 00:04:34.960]  他們就說「我們能」
[00:04:34.960 --> 00:04:35.920]  耶穌就說
[00:04:35.920 --> 00:04:38.160]  「我所學的杯你們都要學
[00:04:38.160 --> 00:04:40.640]  我所受的洗你們都要受
[00:04:40.640 --> 00:04:42.800]  只是坐在我的左右
[00:04:42.800 --> 00:04:44.480]  不是我可以持的
[00:04:44.480 --> 00:04:48.320]  乃是為誰預備就此給誰」
[00:04:48.320 --> 00:04:54.160]  然後我們就會發現那十個門徒聽見
[00:04:54.160 --> 00:04:57.760]  就擄擄雅各和約翰
[00:04:57.760 --> 00:04:59.360]  耶穌就叫他們來
[00:04:59.360 --> 00:05:00.160]  就對他們說
[00:05:00.160 --> 00:05:04.320]  「你們知道外邦人有尊為君王的治理他們
[00:05:04.320 --> 00:05:07.360]  有大臣操權管束他們
[00:05:07.360 --> 00:05:10.480]  只是在你們中間不是這樣
[00:05:10.480 --> 00:05:12.640]  你們中間誰願為大
[00:05:12.640 --> 00:05:14.320]  就必作你們的用人
[00:05:14.320 --> 00:05:16.560]  在你們中間誰願為首
[00:05:16.560 --> 00:05:19.040]  就必作你們眾人的僕人
[00:05:19.040 --> 00:05:22.560]  因為人子來並不是要受人的服侍
[00:05:22.560 --> 00:05:24.320]  乃是要服侍人
[00:05:24.320 --> 00:05:28.800]  並且要捨命作多人的屬家」
[00:05:28.800 --> 00:05:31.200]  當我們看這段經文
[00:05:31.200 --> 00:05:33.680]  我們就明白這段經文的特徵
[00:05:33.680 --> 00:05:36.160]  就有三個筆
[00:05:36.160 --> 00:05:37.360]  而這一個筆
[00:05:37.360 --> 00:05:40.480]  全部都是來自耶穌基督的口
[00:05:40.480 --> 00:05:42.960]  包括在第四十字那裡
[00:05:42.960 --> 00:05:46.800]  有一個叫做「不是我可以持的」
[00:05:46.800 --> 00:05:50.160]  第二個筆記載在第四十三節
[00:05:50.160 --> 00:05:52.960]  就是「不可這樣」
[00:05:52.960 --> 00:05:56.720]  第三個筆就是記載在第四十三節
[00:05:56.720 --> 00:05:59.840]  就是「不是要受人的服侍」
[00:05:59.840 --> 00:06:03.200]  我們今天就期望透過這三個筆
[00:06:03.200 --> 00:06:05.440]  跟大家有三點的訊息
[00:06:05.440 --> 00:06:07.040]  跟大家一起去分享
[00:06:07.040 --> 00:06:08.400]  所以事不宜遲
[00:06:08.400 --> 00:06:10.320]  我們就走到第一個筆
[00:06:10.320 --> 00:06:14.160]  第一個筆就是「不是我可以持的」
[00:06:14.160 --> 00:06:17.120]  在耶穌基督的十二個門徒裡面
[00:06:17.120 --> 00:06:19.520]  雅各、約翰和彼得
[00:06:19.520 --> 00:06:23.920]  這是三個門徒小組裡面最內鬱的成員
[00:06:23.920 --> 00:06:26.320]  他們三個曾經跟隨耶穌基督
[00:06:26.320 --> 00:06:28.400]  在管會堂的家裡
[00:06:28.400 --> 00:06:31.840]  令到十二歲的小女孩復活
[00:06:31.840 --> 00:06:37.040]  這是記載在馬學福音的第五章三十七節那裡
[00:06:37.040 --> 00:06:40.240]  又有一次只有他們三個才能夠
[00:06:40.240 --> 00:06:43.760]  跟隨耶穌基督上山看到他登山變像
[00:06:43.760 --> 00:06:45.760]  這是第九章的第二節
[00:06:45.760 --> 00:06:48.160]  又或者只有他們三個
[00:06:48.160 --> 00:06:53.120]  才能夠直接聽到耶穌基督關於末世的異象
[00:06:53.120 --> 00:06:55.280]  這是十三章的第三節
[00:06:55.280 --> 00:07:00.080]  就可見彼得、雅各和約翰的地位和身份
[00:07:00.080 --> 00:07:03.120]  似乎比其他的門徒更高
[00:07:03.120 --> 00:07:06.000]  而他們和耶穌基督的親密程度
[00:07:06.000 --> 00:07:08.000]  就更加深入
[00:07:08.000 --> 00:07:13.040]  但是耶穌基督就有一個的應許給了十二個門徒
[00:07:13.040 --> 00:07:14.960]  這個應許是很寶貴
[00:07:14.960 --> 00:07:17.440]  就是說我實在告訴你們
[00:07:17.440 --> 00:07:21.120]  你們這跟從我的人到復興的時候
[00:07:21.120 --> 00:07:24.560]  人子坐在他榮耀的寶座上
[00:07:24.560 --> 00:07:27.920]  你們也要坐在十二個寶座上
[00:07:27.920 --> 00:07:30.400]  去審判十二個支派
[00:07:30.400 --> 00:07:33.520]  這是馬太福音十九章二十八節的經文
[00:07:33.520 --> 00:07:35.520]  也就是告訴我們
[00:07:35.520 --> 00:07:40.960]  將來這十二個門徒其實都不分地位高低
[00:07:40.960 --> 00:07:44.320]  因為他們每一個都有自己的座位
[00:07:44.320 --> 00:07:48.320]  成為十二支派的寶座主人
[00:07:48.320 --> 00:07:53.440]  而現在雅各和約翰所向耶穌祈求的
[00:07:53.440 --> 00:07:57.200]  不是有沒有寶座可以讓他坐上去
[00:07:57.200 --> 00:08:02.080]  而是可以坐在耶穌的左邊和耶穌的右邊
[00:08:02.080 --> 00:08:04.640]  他的要求不是有沒有寶座坐
[00:08:04.640 --> 00:08:09.760]  而是要求坐在寶座的位置在哪裡
[00:08:09.760 --> 00:08:11.760]  本來大家都明白
[00:08:11.760 --> 00:08:15.520]  這十二個寶座之間其實是沒有分地位高低
[00:08:15.520 --> 00:08:19.520]  但是雅各和約翰就自我創作了
[00:08:19.520 --> 00:08:22.720]  耶穌基督左邊和耶穌基督右邊
[00:08:22.720 --> 00:08:25.760]  這個類別的位置
[00:08:25.760 --> 00:08:29.840]  就將十二個寶座去到分門別類
[00:08:29.840 --> 00:08:33.840]  耶穌就反問一國的問題
[00:08:33.840 --> 00:08:37.600]  就是說我所學的杯你們能不能夠學
[00:08:37.600 --> 00:08:40.560]  我所受的洗你們能不能夠受
[00:08:40.560 --> 00:08:45.200]  當中杯這個字其實有兩重的象徵
[00:08:45.200 --> 00:08:48.400]  包括以賽亞書告訴我們
[00:08:48.400 --> 00:08:51.200]  那個叫做舉起救恩的杯
[00:08:51.200 --> 00:08:52.800]  所以它象徵救恩
[00:08:52.800 --> 00:08:56.000]  另外一個象徵在其他的先知書
[00:08:56.000 --> 00:08:59.680]  有描述到上帝倒出憤怒的杯
[00:08:59.680 --> 00:09:00.960]  就是憤怒的杯
[00:09:00.960 --> 00:09:04.320]  所以杯同一時間是象徵審判
[00:09:04.320 --> 00:09:07.040]  馬學福音的十四章三十六節
[00:09:07.040 --> 00:09:09.920]  就提到喀西瑪利元的杯
[00:09:09.920 --> 00:09:13.520]  要留意耶穌說要將這個苦杯挪開
[00:09:13.520 --> 00:09:16.320]  那個苦字原來原文是沒有的
[00:09:16.320 --> 00:09:19.520]  也就是說耶穌祈求將這個杯挪開
[00:09:19.520 --> 00:09:21.200]  然而不從我的意思
[00:09:21.200 --> 00:09:22.960]  單從你的意思
[00:09:22.960 --> 00:09:26.000]  所以正面的意思這個杯是救恩
[00:09:26.000 --> 00:09:28.800]  負面的意思這個杯是審判
[00:09:28.800 --> 00:09:33.200]  另外耶穌詢問他們是否願意分享主的洗
[00:09:33.200 --> 00:09:35.200]  受洗大家都明白
[00:09:35.200 --> 00:09:41.360]  是象徵你和耶穌基督同死同埋葬同復活的過程
[00:09:41.360 --> 00:09:46.160]  代表基督徒要完完全全經歷耶穌基督的死和復活
[00:09:46.160 --> 00:09:49.680]  和那個杯的理解非常相似
[00:09:49.680 --> 00:09:50.880]  總括來說
[00:09:50.880 --> 00:09:52.640]  我們每一個的信徒
[00:09:52.640 --> 00:09:53.920]  我們手煮餐
[00:09:53.920 --> 00:09:55.680]  我們都分享煮的杯
[00:09:55.680 --> 00:09:57.360]  我們接受水禮
[00:09:57.360 --> 00:09:59.360]  我們都分享主的洗
[00:09:59.360 --> 00:10:01.360]  是分享主的死亡
[00:10:01.360 --> 00:10:02.960]  分享主的復活
[00:10:02.960 --> 00:10:05.600]  和基督同死同活
[00:10:05.600 --> 00:10:07.040]  或活或死
[00:10:07.040 --> 00:10:08.560]  總是主的人
[00:10:08.560 --> 00:10:09.920]  這樣的人
[00:10:09.920 --> 00:10:12.720]  每一個都有資格
[00:10:12.720 --> 00:10:16.400]  坐在上帝榮耀的寶座上面
[00:10:16.400 --> 00:10:18.240]  我們每一個都有一個寶座
[00:10:18.240 --> 00:10:22.720]  因為我們都分享了主的杯和主的洗
[00:10:22.720 --> 00:10:23.920]  但是
[00:10:23.920 --> 00:10:27.120]  經文用「不是我可以賜的」
[00:10:27.120 --> 00:10:31.600]  來回應坐在左邊和坐在右邊的要求
[00:10:31.600 --> 00:10:34.640]  這個為誰預備的寶座
[00:10:34.640 --> 00:10:36.880]  那個主權的位置
[00:10:36.880 --> 00:10:41.120]  只有天父才有權可以賜給我們
[00:10:41.120 --> 00:10:42.720]  連耶穌都沒有權
[00:10:42.720 --> 00:10:44.400]  是天父才有權
[00:10:44.400 --> 00:10:47.120]  原來一個人的位置
[00:10:47.120 --> 00:10:49.120]  不是靠人的努力
[00:10:49.120 --> 00:10:51.600]  甚至祈求能夠獲取
[00:10:51.600 --> 00:10:55.440]  位置本身是神主權的範圍
[00:10:55.440 --> 00:10:57.280]  在神榮耀的角度
[00:10:57.280 --> 00:10:59.680]  各有自己的位置
[00:10:59.680 --> 00:11:02.960]  而位置是神所賜
[00:11:02.960 --> 00:11:05.520]  如果我們翻查希臘文
[00:11:05.520 --> 00:11:09.040]  我們看看整個新約聖經
[00:11:09.040 --> 00:11:12.560]  哪裏出現一個在右邊一個在左邊
[00:11:12.560 --> 00:11:14.560]  這些希臘文的字眼
[00:11:14.560 --> 00:11:16.800]  我們發現就是這幅圖
[00:11:16.800 --> 00:11:21.040]  就是兩個強盜一個在左邊一個在右邊
[00:11:21.040 --> 00:11:23.840]  現在雅各和約翰祈求
[00:11:23.840 --> 00:11:25.840]  一個在左邊一個在右邊
[00:11:25.840 --> 00:11:30.640]  其實並非雅各和約翰想像中那麼美麗
[00:11:30.640 --> 00:11:35.120]  所以雅各和約翰根本不知道
[00:11:35.120 --> 00:11:39.760]  自己所祈求的到底是什麼
[00:11:39.760 --> 00:11:41.600]  說一件事給大家聽
[00:11:41.600 --> 00:11:44.240]  我19年的9月開始
[00:11:44.240 --> 00:11:45.920]  到20年的8月
[00:11:45.920 --> 00:11:47.920]  就是我人生第一個安息年
[00:11:47.920 --> 00:11:49.920]  也就是在建道
[00:11:49.920 --> 00:11:54.320]  安息年結束已經是第8年
[00:11:54.320 --> 00:11:58.160]  安息年我們一家人搬到屯門
[00:11:58.160 --> 00:12:00.960]  我女兒因為要升中
[00:12:00.960 --> 00:12:04.240]  她讀的中學就是我以前的母校
[00:12:04.240 --> 00:12:06.240]  在屯門的友愛村裏
[00:12:06.240 --> 00:12:09.920]  我們一家人住在屯門
[00:12:09.920 --> 00:12:11.440]  我每天的生活
[00:12:11.440 --> 00:12:13.440]  我告訴大家當時的生活是怎樣
[00:12:13.440 --> 00:12:15.440]  當時的生活就是早上起床
[00:12:15.440 --> 00:12:17.440]  老婆已經預備好早餐
[00:12:17.440 --> 00:12:20.480]  我們吃完東西之後
[00:12:20.480 --> 00:12:22.480]  我就拿著電腦去寫書
[00:12:22.480 --> 00:12:26.640]  我有一個不是很多人有的興趣
[00:12:26.640 --> 00:12:28.640]  就是寫書
[00:12:28.640 --> 00:12:31.920]  我自己在安息年寫了4本書
[00:12:31.920 --> 00:12:32.960]  完成了
[00:12:32.960 --> 00:12:34.960]  一本《你的名字》
[00:12:34.960 --> 00:12:36.960]  一本叫《你未記四十萬字》
[00:12:36.960 --> 00:12:38.080]  都出了
[00:12:38.080 --> 00:12:41.760]  另外有兩本是《以賽亞書》的上冊和下冊
[00:12:41.760 --> 00:12:44.960]  應該就是今年底和下年頭就會出
[00:12:44.960 --> 00:12:46.960]  我都很開心
[00:12:46.960 --> 00:12:48.960]  每天都對著電腦和對著書
[00:12:48.960 --> 00:12:50.960]  和那些希伯來文
[00:12:50.960 --> 00:12:52.960]  中午我們夫妻就說
[00:12:52.960 --> 00:12:54.960]  我們差不多要去街上吃飯了
[00:12:54.960 --> 00:12:56.960]  怕沒有位置
[00:12:56.960 --> 00:12:58.960]  就去友愛商場吃飯
[00:12:58.960 --> 00:13:02.960]  吃完飯我們夫妻就去友愛街市買菜
[00:13:02.960 --> 00:13:06.960]  就拿著一兩堆信回家
[00:13:06.960 --> 00:13:10.000]  下午兩點多就拿著電腦去寫書
[00:13:10.000 --> 00:13:14.880]  寫到大約五點就下去跑步
[00:13:14.880 --> 00:13:16.880]  我每天都跑12km
[00:13:16.880 --> 00:13:18.880]  跑完之後
[00:13:18.880 --> 00:13:22.320]  回來就說有晚飯吃
[00:13:22.320 --> 00:13:24.320]  吃完之後
[00:13:24.320 --> 00:13:26.320]  因為疫情的緣故
[00:13:26.320 --> 00:13:28.320]  沒什麼地方可以去
[00:13:28.320 --> 00:13:30.320]  所以就訂了一個Netflix
[00:13:30.320 --> 00:13:32.320]  一家人去看Netflix
[00:13:32.320 --> 00:13:34.320]  所以那些韓劇都看完了
[00:13:34.320 --> 00:13:36.320]  我和我女兒一起去討論一下那些韓劇
[00:13:36.320 --> 00:13:38.320]  《我的壁崗》、《利太遠》
[00:13:38.320 --> 00:13:42.320]  所以生活都挺寫意
[00:13:42.320 --> 00:13:44.320]  都挺享受
[00:13:44.320 --> 00:13:46.320]  就在長洲與屯門的距離
[00:13:46.320 --> 00:13:48.320]  我有一個感覺
[00:13:48.320 --> 00:13:50.320]  就是安息年有一個眼界
[00:13:50.320 --> 00:13:54.320]  就是隨時我都能夠被人取締的眼界
[00:13:54.320 --> 00:13:56.320]  這個感覺很深
[00:13:56.320 --> 00:13:58.320]  因為原來這個世界沒有我
[00:13:58.320 --> 00:14:00.320]  仍然都在運作
[00:14:00.320 --> 00:14:02.320]  原來看到神學院沒有我是可以的
[00:14:02.320 --> 00:14:04.320]  原來全部東西
[00:14:04.320 --> 00:14:06.320]  你一安息
[00:14:06.320 --> 00:14:08.320]  所有的職務都卸下
[00:14:08.320 --> 00:14:10.320]  原來這個地球繼續這樣轉
[00:14:10.320 --> 00:14:12.320]  你就會覺得原來你的位置
[00:14:12.320 --> 00:14:14.320]  是可以隨時被人取締
[00:14:14.320 --> 00:14:16.320]  這個很恐怖
[00:14:16.320 --> 00:14:18.320]  但也很真實
[00:14:18.320 --> 00:14:20.320]  其實也很開心
[00:14:20.320 --> 00:14:22.320]  因為我能夠打回原形
[00:14:22.320 --> 00:14:24.320]  做回一個自己
[00:14:24.320 --> 00:14:26.320]  這個很開心
[00:14:26.320 --> 00:14:28.320]  我告訴大家
[00:14:28.320 --> 00:14:30.320]  我有一次和老婆去買菜
[00:14:30.320 --> 00:14:32.320]  買完菜之後
[00:14:32.320 --> 00:14:34.320]  我老婆要和人做輔導
[00:14:34.320 --> 00:14:36.320]  她先走了
[00:14:36.320 --> 00:14:38.320]  我一個人就趁著送菜回家
[00:14:38.320 --> 00:14:40.320]  我那時候的衣著是
[00:14:40.320 --> 00:14:42.320]  褲子和涼鞋
[00:14:42.320 --> 00:14:44.320]  大家都知道看到神學院的校友
[00:14:44.320 --> 00:14:46.320]  十八區都有
[00:14:46.320 --> 00:14:48.320]  有一次有個校友在友愛邨
[00:14:48.320 --> 00:14:50.320]  碰到我
[00:14:50.320 --> 00:14:52.320]  就看著我很稀奇
[00:14:52.320 --> 00:14:54.320]  你是高明謙來的
[00:14:54.320 --> 00:14:56.320]  我說是呀,高sir來的
[00:14:56.320 --> 00:14:58.320]  接著他就連忙拿著相機
[00:14:58.320 --> 00:15:00.320]  幫我拍照
[00:15:00.320 --> 00:15:02.320]  又幫我自拍
[00:15:02.320 --> 00:15:04.320]  自拍,打卡
[00:15:04.320 --> 00:15:06.320]  想不到是你
[00:15:06.320 --> 00:15:08.320]  因為我穿著那些裝束
[00:15:08.320 --> 00:15:10.320]  很開心和這位弟兄
[00:15:10.320 --> 00:15:12.320]  一起聊聊吃什麼魚
[00:15:12.320 --> 00:15:14.320]  吃什麼菜,吃什麼肉
[00:15:14.320 --> 00:15:16.320]  之類的,很開心
[00:15:16.320 --> 00:15:18.320]  我就警告他不要上網
[00:15:18.320 --> 00:15:20.320]  我就覺得
[00:15:20.320 --> 00:15:24.320]  一個不能奪去的位置
[00:15:24.320 --> 00:15:26.320]  我在我太太心目當中的位置
[00:15:26.320 --> 00:15:28.320]  我的女兒心目當中的位置
[00:15:28.320 --> 00:15:30.320]  我父母心目當中的位置
[00:15:30.320 --> 00:15:32.320]  甚至
[00:15:32.320 --> 00:15:34.320]  是我在上帝心目當中的位置
[00:15:34.320 --> 00:15:36.320]  就不會
[00:15:36.320 --> 00:15:38.320]  被奪去
[00:15:38.320 --> 00:15:40.320]  一個永恆的位置
[00:15:40.320 --> 00:15:42.320]  在神的榮耀裡面
[00:15:42.320 --> 00:15:44.320]  每個人都有位置
[00:15:44.320 --> 00:15:46.320]  全因為我們
[00:15:46.320 --> 00:15:48.320]  是分享了主的杯和主的洗
[00:15:48.320 --> 00:15:50.320]  這個位置
[00:15:50.320 --> 00:15:52.320]  沒有分地位高低
[00:15:52.320 --> 00:15:54.320]  弟兄姊妹
[00:15:54.320 --> 00:15:56.320]  是一個人的身份所在
[00:15:56.320 --> 00:15:58.320]  哪怕我打回原形
[00:15:58.320 --> 00:16:00.320]  穿回這個背心和短褲
[00:16:00.320 --> 00:16:02.320]  這個位置
[00:16:02.320 --> 00:16:04.320]  都不能夠奪去
[00:16:04.320 --> 00:16:06.320]  但是
[00:16:06.320 --> 00:16:08.320]  偏偏人對這個
[00:16:08.320 --> 00:16:10.320]  基本的位置不滿足
[00:16:10.320 --> 00:16:12.320]  偏要為不同的位置
[00:16:12.320 --> 00:16:14.320]  去分門別類
[00:16:14.320 --> 00:16:16.320]  然後將心中的地位高低的概念
[00:16:16.320 --> 00:16:18.320]  和慾望
[00:16:18.320 --> 00:16:20.320]  放諸在
[00:16:20.320 --> 00:16:22.320]  本來單純和
[00:16:22.320 --> 00:16:24.320]  欣點的位置裡面
[00:16:24.320 --> 00:16:26.320]  將那個永恆高貴的位置
[00:16:26.320 --> 00:16:28.320]  賤賣給
[00:16:28.320 --> 00:16:30.320]  世俗的地位和身份
[00:16:30.320 --> 00:16:32.320]  耶穌的回應
[00:16:32.320 --> 00:16:34.320]  就是說
[00:16:34.320 --> 00:16:36.320]  不是我可以持的
[00:16:36.320 --> 00:16:38.320]  耶穌完全否定
[00:16:38.320 --> 00:16:40.320]  雅各和約翰的欲求
[00:16:40.320 --> 00:16:42.320]  也否定我們的欲求
[00:16:42.320 --> 00:16:44.320]  將我們
[00:16:44.320 --> 00:16:46.320]  打回原形
[00:16:46.320 --> 00:16:48.320]  不是我可以持的
[00:16:48.320 --> 00:16:50.320]  說明瞭那個位置的
[00:16:50.320 --> 00:16:52.320]  單純和欣點
[00:16:52.320 --> 00:16:54.320]  這個是第一個不
[00:16:54.320 --> 00:16:56.320]  第二個不
[00:16:56.320 --> 00:16:58.320]  不是這樣
[00:16:58.320 --> 00:17:00.320]  雅各和約翰
[00:17:00.320 --> 00:17:02.320]  對耶穌的祈求
[00:17:02.320 --> 00:17:04.320]  引來其他十個門徒的擾亂
[00:17:04.320 --> 00:17:06.320]  耶穌其實是沒有想過
[00:17:06.320 --> 00:17:08.320]  要平息他們的憤怒
[00:17:08.320 --> 00:17:10.320]  只不過趁這個機會
[00:17:10.320 --> 00:17:12.320]  去作出更多的教導
[00:17:12.320 --> 00:17:14.320]  說明瞭有兩種不同的
[00:17:14.320 --> 00:17:16.320]  領袖觀念在這裡
[00:17:16.320 --> 00:17:18.320]  首先第一種的領袖觀念
[00:17:18.320 --> 00:17:20.320]  其實就是外邦人
[00:17:20.320 --> 00:17:22.320]  由尊為君王
[00:17:22.320 --> 00:17:24.320]  治理他們
[00:17:24.320 --> 00:17:26.320]  有大臣操權管束他們
[00:17:26.320 --> 00:17:28.320]  這個概念
[00:17:28.320 --> 00:17:30.320]  在當時羅馬帝國的文化裡
[00:17:30.320 --> 00:17:32.320]  這些所謂的大臣
[00:17:32.320 --> 00:17:34.320]  其實就是管治人民的官長
[00:17:34.320 --> 00:17:36.320]  他們通常都享有
[00:17:36.320 --> 00:17:38.320]  讚美和特權
[00:17:38.320 --> 00:17:40.320]  去顯示他們的權力操控
[00:17:40.320 --> 00:17:42.320]  為了合乎自身的利益
[00:17:42.320 --> 00:17:44.320]  為了合乎自己的地位
[00:17:44.320 --> 00:17:46.320]  希望別人去服侍他們
[00:17:46.320 --> 00:17:48.320]  希望別人去確立他們
[00:17:48.320 --> 00:17:50.320]  這是當時世俗所定義的領袖
[00:17:50.320 --> 00:17:52.320]  與雅各和約翰的一個最高領袖
[00:17:52.320 --> 00:17:54.320]  雅各和約翰的一個最高領袖
[00:17:54.320 --> 00:17:56.320]  雅各和約翰的一個最高領袖
[00:17:56.320 --> 00:17:58.320]  和約翰的一個在左邊
[00:17:58.320 --> 00:18:00.320]  和一個在右邊的思維
[00:18:00.320 --> 00:18:02.320]  非常貼近
[00:18:02.320 --> 00:18:04.320]  但是耶穌對這個世俗
[00:18:04.320 --> 00:18:06.320]  聖行的領袖觀作出
[00:18:06.320 --> 00:18:08.320]  根本上的否定
[00:18:08.320 --> 00:18:10.320]  不時這樣去作出回應
[00:18:10.320 --> 00:18:12.320]  並且提到
[00:18:12.320 --> 00:18:14.320]  如果你看螢光幕
[00:18:14.320 --> 00:18:16.320]  你就會發現有一個字眼
[00:18:16.320 --> 00:18:18.320]  重複出現三次
[00:18:18.320 --> 00:18:20.320]  那個字眼
[00:18:20.320 --> 00:18:22.320]  就是在你們中間
[00:18:22.320 --> 00:18:24.320]  那個字
