
[00:00:00.000 --> 00:00:04.000]  各位頂尖的會早晨
[00:02:20.320 --> 00:02:22.720]  很多人都樂意的
[00:02:22.720 --> 00:02:25.120]  我不知道我們當中有沒有潮州人
[00:02:25.120 --> 00:02:31.520]  我不知道大家知不知道潮州人說入教是怎麼說的
[00:02:31.520 --> 00:02:33.920]  其實我不知道為什麼的原因
[00:02:33.920 --> 00:02:35.120]  不過是這樣說的
[00:02:35.120 --> 00:02:36.320]  如果潮州人知道
[00:02:36.320 --> 00:02:39.040]  潮州人說入教是叫做「摘架」
[00:02:39.040 --> 00:02:41.120]  直譯就是「食教」
[00:02:41.120 --> 00:02:42.400]  「食教」
[00:02:42.400 --> 00:02:46.080]  就是「食教」是不是?
[00:02:46.080 --> 00:02:47.520]  我不知道為什麼要「食教」
[00:02:47.520 --> 00:02:49.680]  有些前輩可以教我
[00:02:49.680 --> 00:02:53.440]  可能中國人也好、潮州人也好
[00:02:53.440 --> 00:02:55.120]  很重要就是「食教」
[00:02:55.120 --> 00:02:56.480]  如果可以「食教」沒問題
[00:02:56.480 --> 00:02:58.000]  信多過宗教沒問題
[00:02:58.000 --> 00:03:02.480]  這個就是對宗教很包容性的人來說
[00:03:02.480 --> 00:03:03.440]  就沒問題
[00:03:03.440 --> 00:03:05.280]  信多過宗教
[00:03:05.280 --> 00:03:07.360]  或者跟從耶穌都沒問題
[00:03:07.360 --> 00:03:10.960]  這樣的心態跟從耶穌
[00:03:10.960 --> 00:03:13.680]  遲早都會出現問題
[00:03:13.680 --> 00:03:19.040]  所以耶穌從來都沒有緊張多少人、數量多少
[00:03:19.040 --> 00:03:20.800]  耶穌反而緊張的就是
[00:03:20.800 --> 00:03:24.240]  跟從人的心態是否正確
[00:03:24.240 --> 00:03:25.840]  如果用今天的數據來說
[00:03:25.840 --> 00:03:28.400]  就是他重質不重量
[00:03:28.400 --> 00:03:34.000]  重要的是那個人本身他明不明白自己所做的
[00:03:34.000 --> 00:03:36.240]  所以耶穌轉過來對他們來說
[00:03:36.240 --> 00:03:38.160]  說了26、27
[00:03:38.160 --> 00:03:42.400]  這兩支聖經可以說是跟從他們兩個的條件
[00:03:42.400 --> 00:03:44.240]  一個條件是正面說的
[00:03:44.240 --> 00:03:47.120]  一個條件是從一個反面角度說的
[00:03:47.120 --> 00:03:48.320]  26節
[00:03:48.320 --> 00:03:51.280]  「人到我這裡來若不愛我
[00:03:51.280 --> 00:03:55.840]  勝過愛自己的父母妻子兒女弟兄姊妹和自己的性命」
[00:03:55.840 --> 00:04:01.200]  然後結果就是「就不能作我的門徒」
[00:04:01.200 --> 00:04:07.440]  請你留意這裡有幾個地方很值得我們去留意的
[00:04:07.440 --> 00:04:10.240]  耶穌說「人到我這裡來」
[00:04:10.240 --> 00:04:14.080]  就是說不是某些人在我們的觀念裡面
[00:04:14.080 --> 00:04:17.280]  我們很自然把基督徒分開做不同等級的
[00:04:17.280 --> 00:04:19.200]  但是你自己問一問自己
[00:04:19.200 --> 00:04:22.000]  你有沒有把不同基督徒分開做不同的等級
[00:04:22.000 --> 00:04:24.320]  以至到有不同的要求?
[00:04:24.320 --> 00:04:25.600]  會不會呢?
[00:04:25.600 --> 00:04:29.440]  如果他是牧師會不會要求高一些?
[00:04:29.440 --> 00:04:34.560]  如果他是教會的長執會不會要求高一些?
[00:04:34.560 --> 00:04:35.840]  我們都會說
[00:04:35.840 --> 00:04:37.360]  你做長執都是這樣的
[00:04:37.360 --> 00:04:40.480]  等於我們有不同的要求
[00:04:40.480 --> 00:04:44.320]  或者我們對一些宣教士
[00:04:44.320 --> 00:04:46.800]  他要離開自己熟悉的環境
[00:04:46.800 --> 00:04:49.840]  帶著自己的子女去到陌生的環境
[00:04:49.840 --> 00:04:52.000]  甚至落後的地方
[00:04:52.000 --> 00:04:55.120]  要在那裡生活、在那裡讀書
[00:04:55.120 --> 00:04:57.840]  我們說宣教士就是這樣的
[00:04:57.840 --> 00:05:00.880]  但是如果對我們作信徒的
[00:05:00.880 --> 00:05:04.720]  我們會幫自己安一個名字的
[00:05:04.720 --> 00:05:06.080]  那個名字是聖經沒有說的
[00:05:06.080 --> 00:05:08.400]  我們叫他自己做平信徒的
[00:05:08.400 --> 00:05:10.560]  是不是?
[00:05:10.560 --> 00:05:12.080]  其實500年前
[00:05:12.080 --> 00:05:14.160]  今年剛剛是500年前
[00:05:14.160 --> 00:05:16.240]  就是馬丁路德的改革
[00:05:16.240 --> 00:05:17.680]  可能大家都聽見了
[00:05:17.680 --> 00:05:19.760]  就是1517年
[00:05:19.760 --> 00:05:20.960]  都是這個月份10月份
[00:05:20.960 --> 00:05:22.640]  最後的31號
[00:05:22.640 --> 00:05:25.360]  他就開始了這個改革的運動
[00:05:25.360 --> 00:05:26.800]  在馬丁路德改革運動裡面
[00:05:26.800 --> 00:05:28.880]  其中一個神學的支柱
[00:05:28.880 --> 00:05:30.000]  神學的口號
[00:05:30.000 --> 00:05:33.040]  就是說眾人或者所有信徒
[00:05:33.040 --> 00:05:35.360]  皆祭司
[00:05:35.360 --> 00:05:38.080]  就是說在當時天主教教會裡面
[00:05:38.080 --> 00:05:42.320]  就將跟從耶穌人分成兩類
[00:05:42.320 --> 00:05:44.160]  一類叫聖品人員
[00:05:44.160 --> 00:05:45.840]  他是聖職的
[00:05:45.840 --> 00:05:48.960]  他是一幫的神父或者一幫祭司
[00:05:48.960 --> 00:05:50.400]  然後另外一幫人
[00:05:50.400 --> 00:05:52.800]  就是一幫的所謂俗品
[00:05:52.800 --> 00:05:55.440]  一幫普通的信徒
[00:05:55.440 --> 00:05:57.520]  而在基督教教會裡面
[00:05:57.520 --> 00:05:59.360]  經過500年
[00:05:59.360 --> 00:06:02.880]  馬丁路德所倡議的眾人皆祭司
[00:06:02.880 --> 00:06:05.920]  似乎我們也需要更多的努力
[00:06:05.920 --> 00:06:08.000]  因為在我們當中
[00:06:08.000 --> 00:06:09.840]  仍然繼續根深蒂固
[00:06:09.840 --> 00:06:13.440]  將基督徒分成不同的層次
[00:06:13.440 --> 00:06:14.640]  起碼兩個層次
[00:06:14.640 --> 00:06:16.240]  一班是忠心侍奉的
[00:06:16.240 --> 00:06:18.640]  一班叫做平信徒
[00:06:18.640 --> 00:06:21.440]  有時候我們索性不說平信徒
[00:06:21.440 --> 00:06:23.920]  有時候索性說是平信徒
[00:06:23.920 --> 00:06:25.120]  就是說我們做不到
[00:06:25.120 --> 00:06:26.720]  我們沒有意求那麼多
[00:06:30.720 --> 00:06:32.960]  我在美國讀書的時候
[00:06:32.960 --> 00:06:34.400]  有個家庭
[00:06:34.400 --> 00:06:36.320]  其實有幾個家庭對我們都很好
[00:06:36.320 --> 00:06:37.920]  經常都接待我們
[00:06:37.920 --> 00:06:40.960]  這個家庭是想住很久的
[00:06:40.960 --> 00:06:42.800]  每逢過時過節的時候
[00:06:42.800 --> 00:06:44.080]  都請我們家庭
[00:06:44.080 --> 00:06:46.800]  請我們夫婦在家做客去吃飯
[00:06:46.800 --> 00:06:48.560]  我們煮飯煮得很厲害的
[00:06:48.560 --> 00:06:51.040]  預備一個很豐富的晚餐
[00:06:51.040 --> 00:06:53.840]  不過這個家庭的夫婦
[00:06:53.840 --> 00:06:56.640]  都是性格比較急躁的
[00:06:56.640 --> 00:06:58.240]  所以煮飯的時候
[00:06:58.240 --> 00:06:59.760]  有一次我們去她家做客
[00:06:59.760 --> 00:07:02.000]  這個先生就和我太太這樣說
[00:07:02.000 --> 00:07:04.640]  當著我們在旁邊
[00:07:04.640 --> 00:07:05.920]  當著她說
[00:07:05.920 --> 00:07:08.800]  你這麼蠢啊 這樣都不懂
[00:07:08.800 --> 00:07:10.720]  我太太比我勇敢一點
[00:07:10.720 --> 00:07:12.480]  她什麼都敢出聲
[00:07:12.480 --> 00:07:16.000]  他就跟這個丈夫說
[00:07:16.000 --> 00:07:17.600]  你不應該這樣說你太太的
[00:07:17.600 --> 00:07:18.560]  你應該愛她的
[00:07:18.560 --> 00:07:21.280]  為什麼說她蠢啊這樣
[00:07:21.280 --> 00:07:26.320]  你猜一下這個先生是什麼反應呢?
[00:07:26.320 --> 00:07:28.160]  我還記得他說
[00:07:28.160 --> 00:07:30.240]  他說你以為我是國民祠嗎?
[00:07:30.240 --> 00:07:32.480]  你以為我是傳道人嗎?
[00:07:32.480 --> 00:07:34.000]  如果我控制到我自己脾氣
[00:07:34.000 --> 00:07:34.880]  我做了傳道人
[00:07:34.880 --> 00:07:35.760]  就是我知道我不行
[00:07:35.760 --> 00:07:36.560]  所以不做了
[00:07:36.560 --> 00:07:38.080]  所以不做就不用這麼要求了
[00:07:38.080 --> 00:07:40.400]  你做傳道人就這麼要求了
[00:07:40.400 --> 00:07:42.560]  這種心態我發現
[00:07:42.560 --> 00:07:44.880]  仍然很深的在她心裡面
[00:07:44.880 --> 00:07:48.400]  因為你這樣的身份
[00:07:48.400 --> 00:07:49.920]  這樣的位置
[00:07:49.920 --> 00:07:53.600]  所以你做教徒要求高一點
[00:07:53.600 --> 00:07:56.080]  其實聖經裡面都有這種的教導
[00:07:56.080 --> 00:07:58.960]  做師傅的要先受審判
[00:07:58.960 --> 00:08:02.320]  聖經裡面的確對跟從主的人
[00:08:02.320 --> 00:08:04.400]  特別是要侍奉他的人
[00:08:04.400 --> 00:08:05.920]  有更高的要求
[00:08:05.920 --> 00:08:07.760]  不過對所有教徒
[00:08:07.760 --> 00:08:10.480]  要跟從他的心態
[00:08:10.480 --> 00:08:12.240]  他是沒有分別的
[00:08:12.240 --> 00:08:13.840]  請你聽耶穌所說
[00:08:13.840 --> 00:08:15.600]  人到我這裡來
[00:08:15.600 --> 00:08:17.440]  他不是說哪些人
[00:08:17.440 --> 00:08:19.600]  或者要怎樣做的教徒
[00:08:19.600 --> 00:08:22.080]  是所有跟從他的人都要做
[00:08:22.080 --> 00:08:24.160]  要將愛他
[00:08:24.160 --> 00:08:26.080]  多過愛其他人
[00:08:26.080 --> 00:08:27.520]  甚至自己的命
[00:08:27.520 --> 00:08:31.200]  放在人生的第一位置
[00:08:31.200 --> 00:08:32.880]  如果不是結果就是
[00:08:32.880 --> 00:08:35.600]  就不能作我的門徒
[00:08:35.600 --> 00:08:37.440]  坦白說我自己如果做牧師
[00:08:37.440 --> 00:08:38.480]  在教會裡面
[00:08:38.480 --> 00:08:39.680]  我要求弟兄姊妹洗禮
[00:08:39.680 --> 00:08:41.920]  或者我也不敢這麼說
[00:08:41.920 --> 00:08:43.200]  如果不是這麼做的話
[00:08:43.200 --> 00:08:45.520]  我們說那你就做一些
[00:08:45.520 --> 00:08:48.880]  次等的或者幫幫手的教徒
[00:08:48.880 --> 00:08:50.000]  但是耶穌不是這麼說
[00:08:50.000 --> 00:08:52.160]  耶穌說如果不是這麼做
[00:08:52.160 --> 00:08:55.280]  根本從來就不是我的門徒
[00:08:55.280 --> 00:08:58.560]  就不能作我的門徒
[00:08:58.560 --> 00:09:00.160]  弟兄姊妹這裡
[00:09:00.160 --> 00:09:02.480]  耶穌的要求簡單的說
[00:09:02.480 --> 00:09:06.720]  就是說要將他放在人生最重要
[00:09:06.720 --> 00:09:07.760]  最守衛
[00:09:07.760 --> 00:09:11.280]  並且要愛他多過一切
[00:09:11.280 --> 00:09:13.440]  請你留意這裡不是說
[00:09:13.440 --> 00:09:16.560]  我們是不是做得到
[00:09:16.560 --> 00:09:19.520]  這裡說我們願不願意這麼做
[00:09:19.520 --> 00:09:21.840]  就等於在婚禮上面
[00:09:21.840 --> 00:09:24.400]  我不知道大家有沒有試過參加婚禮
[00:09:24.400 --> 00:09:28.000]  你聽過一個婚禮的主持就問
[00:09:28.000 --> 00:09:33.120]  你是不是無論順境、逆境、富貴、貧窮
[00:09:33.120 --> 00:09:35.280]  健康、疾病
[00:09:35.280 --> 00:09:37.360]  你都愛他、守護他
[00:09:37.360 --> 00:09:39.600]  然後下面那句是什麼?
[00:09:39.600 --> 00:09:41.280]  你願不願意?
[00:09:41.280 --> 00:09:42.320]  我們從來沒有聽過
[00:09:42.320 --> 00:09:43.600]  我參加這麼多個婚禮
[00:09:43.600 --> 00:09:45.600]  包括教會裡面、教會外面
[00:09:45.600 --> 00:09:46.480]  從來沒有聽過
[00:09:46.480 --> 00:09:49.680]  後面那句就說你做不做得到
[00:09:49.680 --> 00:09:51.600]  如果夠誠實的話大概
[00:09:51.600 --> 00:09:54.960]  九成的人都說我做不到回家了
[00:09:54.960 --> 00:09:58.000]  就散會了 很快就散會了
[00:09:58.000 --> 00:09:59.280]  他不是問你做不做得到
[00:09:59.280 --> 00:10:01.200]  他問你願不願意
[00:10:01.200 --> 00:10:03.040]  真誠的願意很重要
[00:10:03.040 --> 00:10:06.160]  但是真誠的願意都不一定會做得到
[00:10:06.160 --> 00:10:07.120]  是不是?
[00:10:07.120 --> 00:10:09.200]  問一下我們當中結婚的人
[00:10:09.200 --> 00:10:11.200]  你做不做得到這樣
[00:10:11.200 --> 00:10:12.560]  如果你夠誠實的話
[00:10:12.560 --> 00:10:14.320]  我想我們很多人都知道
[00:10:14.320 --> 00:10:18.880]  我們婚禮的承諾很多時候都做不到
[00:10:18.880 --> 00:10:20.720]  但是如果真誠意義的話
[00:10:20.720 --> 00:10:22.800]  我仍有基礎去處理那些
[00:10:22.800 --> 00:10:24.400]  我現在做不到的地方
[00:10:24.400 --> 00:10:26.080]  如果沒有這個真誠的心
[00:10:26.080 --> 00:10:27.280]  當出現問題的時候
[00:10:27.280 --> 00:10:31.360]  你無從有力量去處理這個問題
[00:10:31.360 --> 00:10:33.440]  朱栗蘇說 如果你跟從我
[00:10:33.440 --> 00:10:35.840]  你要將我放在人生的首位
[00:10:35.840 --> 00:10:41.520]  你要愛我多過一切
[00:10:41.520 --> 00:10:44.080]  鄧姐妹 我不知道
[00:10:44.080 --> 00:10:46.000]  當我們相處這麼久
[00:10:46.000 --> 00:10:47.840]  我們會經常反省
[00:10:47.840 --> 00:10:51.760]  究竟我是不是一個這樣的心態跟從主的人
[00:10:51.760 --> 00:10:54.640]  如果一天耶穌呼召你做滿徒
[00:10:54.640 --> 00:10:57.280]  呼召你做傳道人
[00:10:57.280 --> 00:10:59.760]  呼召你要做宣教士
[00:10:59.760 --> 00:11:02.240]  你願不願意?
[00:11:02.240 --> 00:11:04.560]  如果我不願意 我怎樣都不行
[00:11:04.560 --> 00:11:08.800]  那你就知道 其實很可能在跟從主的路上
[00:11:08.800 --> 00:11:13.440]  我一直都沒有用神的方法去跟從他
[00:11:13.440 --> 00:11:15.360]  又或者用這個方法說
[00:11:15.360 --> 00:11:18.000]  我一個很好的測試
[00:11:18.000 --> 00:11:21.760]  當教會說到十一奉獻
[00:11:21.760 --> 00:11:24.720]  你將你所得的 奉獻十分之一
[00:11:24.720 --> 00:11:27.040]  你會不會覺得很緊張呢?
[00:11:27.040 --> 00:11:28.720]  你會覺得 怎樣都不行的
[00:11:28.720 --> 00:11:29.760]  我做牧師很多年
[00:11:29.760 --> 00:11:30.960]  這時候我講到這個題目的時候
[00:11:30.960 --> 00:11:32.400]  我差不多在台上看到一些人
[00:11:32.400 --> 00:11:35.200]  差不多講到 馬上另一邊
[00:11:35.200 --> 00:11:37.680]  你不要再說 怎樣講我都不聽了
[00:11:37.680 --> 00:11:40.240]  差不多我看到在手上按了銀包
[00:11:40.240 --> 00:11:44.160]  如果聖經明明的要求
[00:11:44.160 --> 00:11:47.680]  我不願意去回應 去做的話
[00:11:47.680 --> 00:11:48.880]  大概我們知道
[00:11:48.880 --> 00:11:51.520]  究竟我有沒有將神放在人生的手上
[00:11:51.520 --> 00:11:55.840]  這比較具體一點的
[00:11:55.840 --> 00:11:57.680]  有些更加抽象一點的
[00:11:57.680 --> 00:11:59.680]  價值觀念
[00:11:59.680 --> 00:12:01.360]  我對罪惡的態度
[00:12:01.360 --> 00:12:04.000]  我是不是將耶穌放在手上
[00:12:04.000 --> 00:12:08.560]  這個作為耶穌跟從他的人
[00:12:08.560 --> 00:12:10.560]  耶穌要求第一個條件
[00:12:10.560 --> 00:12:11.680]  第二個條件
[00:12:11.680 --> 00:12:15.600]  27節 凡不背著自己十字架跟從我的
[00:12:15.600 --> 00:12:17.600]  也不能作我的門徒
[00:12:17.600 --> 00:12:20.240]  這句話很多時候我們當金句那樣背
[00:12:20.240 --> 00:12:21.760]  但是有時候我發現
[00:12:21.760 --> 00:12:24.960]  可能我們對這個說法不是十分的理解
[00:12:24.960 --> 00:12:28.720]  同樣地 27節、26節結束的那句話都一樣
[00:12:28.720 --> 00:12:30.480]  如果不敢做的話
[00:12:30.480 --> 00:12:34.320]  也不能作我的門徒
[00:12:34.320 --> 00:12:38.320]  只有耶穌才有資格為他跟從他的人定下條件
[00:12:38.320 --> 00:12:41.840]  如果不敢做的話就不能作我的門徒
[00:12:41.840 --> 00:12:46.240]  26節是講愛神正面的一個要求
[00:12:46.240 --> 00:12:48.720]  27節是講背起十字架
[00:12:48.720 --> 00:12:52.800]  我講一個反面的另外一方面的要求
[00:12:52.800 --> 00:12:56.320]  什麼叫背著自己十字架呢?
[00:12:56.320 --> 00:12:57.840]  這裡有兩點 請大家留意
[00:12:57.840 --> 00:13:01.920]  第一 不是指釘十字架
[00:13:01.920 --> 00:13:03.920]  是講背十字架
[00:13:03.920 --> 00:13:06.160]  也不是講背起耶穌的十字架
[00:13:06.160 --> 00:13:08.240]  我們沒有人能夠背起耶穌的十字架
[00:13:08.240 --> 00:13:12.080]  是背起我們每一個人自己的十字架
[00:13:12.080 --> 00:13:16.480]  很明顯這裡不是一個物質上的十字架
[00:13:16.480 --> 00:13:19.760]  如果是的話 傳福音或者大力人術
[00:13:19.760 --> 00:13:21.040]  成長很簡單
[00:13:21.040 --> 00:13:23.280]  每人拍一個十字架項鍊就搞定了
[00:13:23.280 --> 00:13:26.800]  每人背著它就當作一個象徵性就完了
[00:13:26.800 --> 00:13:29.760]  很明顯這裡不是講物質上的十字架
[00:13:29.760 --> 00:13:32.640]  是講一個屬於意識上的十字架
[00:13:32.640 --> 00:13:33.840]  什麼意思呢?
[00:13:33.840 --> 00:13:39.280]  什麼叫背著自己十字架跟從著呢?
[00:13:39.280 --> 00:13:42.400]  最多人的解釋我聽見的就是
[00:13:42.400 --> 00:13:47.200]  這裡說受苦 或者你不喜歡的東西
[00:13:47.200 --> 00:13:48.960]  就是十字架了
[00:13:48.960 --> 00:13:52.960]  有些人甚至說我太太就是我十字架了
[00:13:52.960 --> 00:13:56.960]  繼續捱吧 凡是不喜歡的東西就是十字架
[00:13:56.960 --> 00:14:00.640]  或者你班裡的學生最矮的那個
[00:14:00.640 --> 00:14:02.480]  你說這個我十字架了
[00:14:02.480 --> 00:14:05.360]  我很容易把所有不喜歡的東西變成十字架的
[00:14:05.360 --> 00:14:10.640]  但是我猜這樣理解可能未必是聖經的意思
[00:14:10.640 --> 00:14:13.360]  又或者是我們將索性說
[00:14:13.360 --> 00:14:17.120]  總之是為耶穌受苦的就是十字架了
[00:14:17.120 --> 00:14:20.080]  為耶穌受苦可能是十字架的一部分
[00:14:20.080 --> 00:14:23.120]  不過那個不是十字架基本的意思
[00:14:23.120 --> 00:14:26.640]  什麼叫背起自己十字架呢?
[00:14:26.640 --> 00:14:27.840]  如果理解這個說話
[00:14:27.840 --> 00:14:29.840]  我們需要回到耶穌的時代
[00:14:29.840 --> 00:14:31.680]  當耶穌說這個說話的時間
[00:14:31.680 --> 00:14:34.560]  對當時的群眾他怎麼理解
[00:14:34.560 --> 00:14:37.440]  什麼叫背起自己十字架呢?
[00:14:37.440 --> 00:14:38.800]  在耶穌的時代
[00:14:38.800 --> 00:14:41.520]  什麼人才背起十字架呢?
[00:14:41.520 --> 00:14:45.200]  就是將會接受十字架死刑的人
[00:14:45.200 --> 00:14:47.520]  他才會背起自己的刑具
[00:14:47.520 --> 00:14:50.000]  先在城市裡面遊街
[00:14:50.000 --> 00:14:52.480]  那個就是背起十字架的時間
[00:14:52.480 --> 00:14:55.840]  換言之背起十字架的人
[00:14:55.840 --> 00:14:59.760]  就是等於快要接受死刑的人
[00:14:59.760 --> 00:15:02.640]  如果在耶穌這句說話
[00:15:02.640 --> 00:15:03.760]  如果跟從我的話
[00:15:03.760 --> 00:15:04.960]  要成為我的門徒的話
[00:15:04.960 --> 00:15:06.480]  你要背起十字架
[00:15:06.480 --> 00:15:10.320]  好像一個死囚那樣的心態跟從我
[00:15:10.320 --> 00:15:12.320]  那是什麼意思呢?
[00:15:12.320 --> 00:15:14.640]  或者請你翻開另外一段經文
[00:15:14.640 --> 00:15:17.040]  請你看路加第九章
[00:15:17.040 --> 00:15:20.320]  幾章聖經之前
[00:15:20.320 --> 00:15:25.120]  路加第九章第23節
[00:15:25.120 --> 00:15:27.360]  原來說背起十字架跟從主
[00:15:27.360 --> 00:15:30.240]  在路加14章是第二次出現的
[00:15:30.240 --> 00:15:35.520]  第一次是在第九章第23節
[00:15:35.520 --> 00:15:37.200]  這個聖經我記得小朋友的時候
[00:15:37.200 --> 00:15:39.200]  教會當金句背的
[00:15:39.200 --> 00:15:40.800]  九章23節
[00:15:40.800 --> 00:15:43.200]  一起讀出這件聖經
[00:15:43.200 --> 00:15:45.600]  耶穌又對眾人說
[00:15:45.600 --> 00:15:47.920]  若有人要跟從我
[00:15:47.920 --> 00:15:49.600]  當我赦罪
[00:15:49.600 --> 00:15:54.160]  必會背起十字架跟從
[00:15:54.160 --> 00:15:57.520]  耶穌說若有人要跟從我
[00:15:57.520 --> 00:16:02.000]  在這句說話和比對14章的27節
[00:16:02.000 --> 00:16:04.320]  我們看到九章23節
[00:16:04.320 --> 00:16:07.680]  多了兩件事是14章沒有提的
[00:16:07.680 --> 00:16:11.760]  第一若有人跟從我就當捨己
[00:16:11.760 --> 00:16:12.800]  這是第一樣
[00:16:12.800 --> 00:16:14.400]  然後背起十字架
[00:16:14.400 --> 00:16:15.680]  你加多一個形容方法
[00:16:15.680 --> 00:16:16.560]  要天天
[00:16:16.560 --> 00:16:18.640]  就是說可能我今天做得到
[00:16:18.640 --> 00:16:19.600]  我明天做不到
[00:16:19.600 --> 00:16:22.000]  我每天都在神的面前要醒察
[00:16:22.000 --> 00:16:26.400]  究竟我是不是天天背起十字架
[00:16:26.400 --> 00:16:27.840]  什麼叫背起十字架呢
[00:16:27.840 --> 00:16:29.840]  上文說要捨己
[00:16:29.840 --> 00:16:33.280]  背起十字架只是一個圖像的方法
[00:16:33.280 --> 00:16:34.880]  令當時的人明白
[00:16:34.880 --> 00:16:38.080]  什麼叫做捨己
[00:16:38.080 --> 00:16:40.320]  可能大家聽英文聖經都知道
[00:16:40.320 --> 00:16:42.480]  捨己的意思是
[00:16:42.480 --> 00:16:44.960]  deny yourself
[00:16:44.960 --> 00:16:47.600]  否定你自己
[00:16:47.600 --> 00:16:49.840]  我經常說這個對教育的人來說
[00:16:49.840 --> 00:16:52.560]  是很難想像的
[00:16:52.560 --> 00:16:56.160]  因為讀教育的人都會說
[00:16:56.160 --> 00:16:57.680]  自小教生孩子
[00:16:57.680 --> 00:17:01.120]  你要發揮你自己
[00:17:01.120 --> 00:17:03.120]  讀心理的人
[00:17:03.120 --> 00:17:06.400]  他會跟他的對象
[00:17:06.400 --> 00:17:08.240]  或者教導的對象說
[00:17:08.240 --> 00:17:10.320]  你要認識你自己
[00:17:10.320 --> 00:17:13.120]  或者你要將你裡面的潛能
[00:17:13.120 --> 00:17:15.440]  好好地發揮
[00:17:15.440 --> 00:17:18.640]  我們在一般的教育裡面
[00:17:18.640 --> 00:17:20.640]  都說你裡面的我
[00:17:20.640 --> 00:17:22.160]  需要繼續地去發展
[00:17:22.160 --> 00:17:25.200]  去認識去擴闊
[00:17:25.200 --> 00:17:27.360]  但是從來沒有人像朱耶穌那樣說
[00:17:27.360 --> 00:17:28.720]  如果你要跟從我
[00:17:28.720 --> 00:17:30.640]  你要過豐盛的人生的話
[00:17:30.640 --> 00:17:32.880]  你要過一個非常有意義的人生的話
[00:17:32.880 --> 00:17:36.400]  你必須要否定你自己
[00:17:36.400 --> 00:17:38.000]  捨己
[00:17:38.000 --> 00:17:40.640]  這個是不是對整個人的
[00:17:40.640 --> 00:17:42.800]  理想人的想法裡面
[00:17:42.800 --> 00:17:45.120]  正面一個衝突
[00:17:45.120 --> 00:17:46.720]  耶穌說若有人跟從我
[00:17:46.720 --> 00:17:47.600]  就當捨己
[00:17:47.600 --> 00:17:48.480]  怎樣捨己呢
[00:17:48.480 --> 00:17:50.880]  就好像死囚揹十字架
[00:17:50.880 --> 00:17:54.000]  準備接受刑罰那樣
