
[00:00:00.000 --> 00:00:07.200]  我們在針研的系列已經講到第四講
[00:02:30.000 --> 00:02:32.800]  這樣就沒有隱私的人
[00:02:32.800 --> 00:02:34.400]  將我的秘密
[00:02:34.400 --> 00:02:36.000]  將我去過什麼地方
[00:02:36.000 --> 00:02:39.000]  將我的資料全部被人看到
[00:02:39.000 --> 00:02:41.200]  也有人說我不怕
[00:02:41.200 --> 00:02:43.000]  我是光明正大
[00:02:43.000 --> 00:02:45.000]  我不怕別人知道我的資料
[00:02:45.000 --> 00:02:46.000]  我一點都不怕
[00:02:46.000 --> 00:02:48.400]  我覺得這樣做多好
[00:02:48.400 --> 00:02:50.400]  但無論你是怎樣看法
[00:02:50.400 --> 00:02:53.000]  有一件事是無可否定的
[00:02:53.000 --> 00:02:57.200]  就是這個和啟示錄裡13章所說的
[00:02:57.200 --> 00:03:03.400]  迪基督將來怎樣來控制人類是一模一樣
[00:03:03.400 --> 00:03:07.400]  只不過這個數碼不是放在你的手機上
[00:03:07.400 --> 00:03:10.600]  這個數碼是放在人的右手上
[00:03:10.600 --> 00:03:13.400]  是人的額頭上
[00:03:13.400 --> 00:03:14.800]  這是唯一的不同
[00:03:14.800 --> 00:03:19.800]  你不可以借了別人的手機去瞞天過海
[00:03:19.800 --> 00:03:21.200]  因為在你的額頭上
[00:03:21.200 --> 00:03:23.000]  你走也走不掉
[00:03:23.000 --> 00:03:27.000]  我們看到聖經告訴我們
[00:03:27.000 --> 00:03:30.000]  人類正在走這條道路
[00:03:30.000 --> 00:03:33.200]  正向著聖經所預言的末世
[00:03:33.200 --> 00:03:36.200]  一步一步地向前走
[00:03:36.200 --> 00:03:37.000]  很可惜
[00:03:37.000 --> 00:03:39.200]  當人類越來越聰明的時候
[00:03:39.200 --> 00:03:40.600]  越有知識
[00:03:40.600 --> 00:03:42.600]  我們就越離棄神
[00:03:42.600 --> 00:03:47.000]  當我們認為自己是明白了宇宙萬物的奧秘
[00:03:47.000 --> 00:03:48.200]  怎樣運行
[00:03:48.200 --> 00:03:51.000]  我們就覺得我們不再需要神
[00:03:51.000 --> 00:03:54.000]  在以塞瓦書的53章6節
[00:03:54.000 --> 00:03:56.000]  我們都如羊狗迷
[00:03:56.000 --> 00:03:58.000]  各人偏行幾路
[00:03:58.000 --> 00:04:00.400]  在神的眼光看上來
[00:04:00.400 --> 00:04:05.000]  我們每個人就好像迷失了迷路的羊一樣
[00:04:05.000 --> 00:04:08.000]  在自己走自己的道路
[00:04:08.000 --> 00:04:10.800]  在針研的14章12節
[00:04:10.800 --> 00:04:13.400]  說有一條路人以為正
[00:04:13.400 --> 00:04:16.400]  至終成為死亡之路
[00:04:16.400 --> 00:04:19.400]  我們每個人都在這條路上走
[00:04:19.400 --> 00:04:22.800]  以為自己走的這條路就是正確的道路
[00:04:22.800 --> 00:04:24.400]  剛才說到
[00:04:24.400 --> 00:04:29.400]  甚至我們可以用子武器來毀滅自己
[00:04:29.400 --> 00:04:31.000]  走向滅亡
[00:04:31.000 --> 00:04:34.400]  這只不過是身體上的滅亡
[00:04:34.400 --> 00:04:39.400]  我們也是向靈裡面的滅亡前進
[00:04:39.400 --> 00:04:43.400]  靈裡面的滅亡就是永遠與神分開
[00:04:43.400 --> 00:04:47.400]  在耶利米蘇的10章23節
[00:04:47.400 --> 00:04:49.400]  告訴我們
[00:04:49.400 --> 00:04:53.400]  如果我們每一個人的生命
[00:04:53.400 --> 00:04:57.400]  都是不斷地作揀選
[00:04:57.400 --> 00:05:00.400]  如果我們要有一個智慧的人生
[00:05:00.400 --> 00:05:04.400]  我們要將自己的生命交給神
[00:05:04.400 --> 00:05:07.400]  我們要靠聖靈來帶領我們
[00:05:07.400 --> 00:05:10.400]  以致我們可以離開邪惡
[00:05:10.400 --> 00:05:14.400]  以致我們可以偏離神的教導
[00:05:14.400 --> 00:05:17.400]  這是耶利米蘇的10章23節所說
[00:05:17.400 --> 00:05:21.400]  針研的4章27節也說
[00:05:21.400 --> 00:05:23.400]  要有一個智慧的人生
[00:05:23.400 --> 00:05:26.400]  就是將自己交給神
[00:05:26.400 --> 00:05:29.400]  讓聖靈來帶領我們
[00:05:29.400 --> 00:05:33.400]  所以我們看到
[00:05:33.400 --> 00:05:37.400]  與我們今天所說的
[00:05:37.400 --> 00:05:41.400]  針研的3章5-6節是非常相似
[00:05:41.400 --> 00:05:44.400]  今天3章5-6節
[00:05:44.400 --> 00:05:47.400]  剛才周長老也說過
[00:05:47.400 --> 00:05:50.400]  是我們很熟悉的經文
[00:05:50.400 --> 00:05:54.400]  有很多弟兄姊妹都很喜愛這節的經文
[00:05:54.400 --> 00:05:57.400]  尤其是當我們遇到困難
[00:05:57.400 --> 00:05:59.400]  遇到問題的時候
[00:05:59.400 --> 00:06:02.400]  我們就緊緊抓住這兩節的經文
[00:06:02.400 --> 00:06:06.400]  這兩節的經文其實也是教導我們
[00:06:06.400 --> 00:06:10.400]  怎樣可以過著一個為神喜悅的生命
[00:06:10.400 --> 00:06:12.400]  這是很重要的
[00:06:12.400 --> 00:06:14.400]  讓我們一起來看看
[00:06:14.400 --> 00:06:17.400]  針研的3章5-6節是說什麼
[00:06:17.400 --> 00:06:21.400]  其實神在我們每一個基督徒的身上
[00:06:21.400 --> 00:06:23.400]  都有祂的旨意
[00:06:23.400 --> 00:06:26.400]  你知不知道神在你的身上
[00:06:26.400 --> 00:06:28.400]  有什麼的旨意呢
[00:06:28.400 --> 00:06:31.400]  在針研3章5-6節
[00:06:31.400 --> 00:06:33.400]  我再讀一次
[00:06:33.400 --> 00:06:36.400]  你要專心仰賴耶和華
[00:06:36.400 --> 00:06:39.400]  不可以靠自己的聰明
[00:06:39.400 --> 00:06:41.400]  在你一切所行的事上
[00:06:41.400 --> 00:06:43.400]  都要認定祂
[00:06:43.400 --> 00:06:45.400]  祂必指引你的路
[00:06:45.400 --> 00:06:48.400]  我們要仰賴神
[00:06:48.400 --> 00:06:50.400]  不要靠自己的聰明
[00:06:50.400 --> 00:06:53.400]  在任何的事上我們都要認定這位神
[00:06:53.400 --> 00:06:55.400]  神就會指引我們的道路
[00:06:55.400 --> 00:06:57.400]  神就會帶領我們
[00:06:57.400 --> 00:07:00.400]  行出祂在我們每個人身上的旨意
[00:07:00.400 --> 00:07:04.400]  在《述義賽亞書》的58章第11節
[00:07:04.400 --> 00:07:08.400]  也說耶和華必時常引導你
[00:07:08.400 --> 00:07:11.400]  這裡是說時常引導你
[00:07:11.400 --> 00:07:13.400]  不是間中引導
[00:07:13.400 --> 00:07:15.400]  不是偶然引導
[00:07:15.400 --> 00:07:17.400]  而是時常引導
[00:07:17.400 --> 00:07:20.400]  我們想不想神時常引導我們
[00:07:20.400 --> 00:07:24.400]  在詩篇的32篇第8節
[00:07:24.400 --> 00:07:27.400]  也說神說我要導導你
[00:07:27.400 --> 00:07:29.400]  指示你當行的路
[00:07:29.400 --> 00:07:31.400]  我要定徵在你的身上
[00:07:31.400 --> 00:07:33.400]  勸誡你
[00:07:33.400 --> 00:07:35.400]  當我們被神帶領的時候
[00:07:35.400 --> 00:07:38.400]  神就會定徵在你身上
[00:07:38.400 --> 00:07:40.400]  來勸誡我們
[00:07:40.400 --> 00:07:44.400]  你有沒有試過說話說到眉飛色舞
[00:07:44.400 --> 00:07:46.400]  口沫橫飛
[00:07:46.400 --> 00:07:48.400]  現在在這個疫情的時間
[00:07:48.400 --> 00:07:50.400]  口沫橫飛是很大的事
[00:07:50.400 --> 00:07:52.400]  有沒有說到興高采烈
[00:07:52.400 --> 00:07:55.400]  突然間你身邊的伴偶
[00:07:55.400 --> 00:07:56.400]  你很熟悉的人
[00:07:56.400 --> 00:07:57.400]  你的家人
[00:07:57.400 --> 00:07:59.400]  突然間跟你打個眼色
[00:07:59.400 --> 00:08:01.400]  你說錯話了
[00:08:01.400 --> 00:08:02.400]  你有沒有試過
[00:08:02.400 --> 00:08:04.400]  你千萬不要問他
[00:08:04.400 --> 00:08:05.400]  你的眼睛發生什麼事了
[00:08:05.400 --> 00:08:07.400]  為什麼眨得這麼快
[00:08:07.400 --> 00:08:09.400]  其實他是想告訴你
[00:08:09.400 --> 00:08:11.400]  他想用他的眼睛來勸誡你
[00:08:11.400 --> 00:08:13.400]  說你說錯話了
[00:08:13.400 --> 00:08:15.400]  神就是這樣
[00:08:15.400 --> 00:08:17.400]  當我們願意被神帶領
[00:08:17.400 --> 00:08:21.400]  神的眼睛也可以來勸誡我們
[00:08:21.400 --> 00:08:26.400]  我相信神不單是救贖基督徒
[00:08:26.400 --> 00:08:29.400]  而是在我們每個基督徒的生命裏面
[00:08:29.400 --> 00:08:31.400]  都有他的計劃
[00:08:31.400 --> 00:08:34.400]  他是願意指引來帶領我們
[00:08:34.400 --> 00:08:37.400]  其實基督徒真的很有福氣
[00:08:37.400 --> 00:08:39.400]  我們不是盲膜膜
[00:08:39.400 --> 00:08:41.400]  我們不是核子膜像
[00:08:41.400 --> 00:08:43.400]  我們是有天上的父
[00:08:43.400 --> 00:08:46.400]  透過聖經來教導我們
[00:08:46.400 --> 00:08:48.400]  我們是有耶穌基督在我們旁邊
[00:08:48.400 --> 00:08:50.400]  來指引我們的道路
[00:08:50.400 --> 00:08:54.400]  我們甚至有聖靈在我們每個人裏面
[00:08:54.400 --> 00:08:57.400]  來帶領我們走每一步路
[00:08:57.400 --> 00:08:59.400]  真的很有福氣
[00:08:59.400 --> 00:09:02.400]  但我們願不願意被神帶領我們
[00:09:02.400 --> 00:09:04.400]  這是一個問題
[00:09:04.400 --> 00:09:08.400]  在詩篇的37篇第23節
[00:09:08.400 --> 00:09:11.400]  為二人的腳步被耶和華納定
[00:09:11.400 --> 00:09:14.400]  他的道路耶和華也
[00:09:14.400 --> 00:09:16.400]  此外
[00:09:16.400 --> 00:09:18.400]  我自己來說
[00:09:18.400 --> 00:09:21.400]  我相信神在我身上的旨意
[00:09:21.400 --> 00:09:23.400]  是要我去分享神的話語
[00:09:23.400 --> 00:09:25.400]  是要去解釋
[00:09:25.400 --> 00:09:27.400]  去教導神的話語
[00:09:27.400 --> 00:09:29.400]  我能夠回來粵語堂
[00:09:29.400 --> 00:09:31.400]  能夠成為粵語堂的牧師
[00:09:31.400 --> 00:09:32.400]  我真的很開心
[00:09:32.400 --> 00:09:36.400]  每個禮拜天能夠講道
[00:09:36.400 --> 00:09:39.400]  我以前也曾經嘗試過
[00:09:39.400 --> 00:09:42.400]  白天有我自己的工作
[00:09:42.400 --> 00:09:44.400]  晚上就預備講章
[00:09:44.400 --> 00:09:47.400]  然後禮拜天去到不同的教會來講道
[00:09:47.400 --> 00:09:49.400]  但我很快就發覺
[00:09:49.400 --> 00:09:52.400]  這不是神在我身上的旨意
[00:09:52.400 --> 00:09:55.400]  神是要我全時間來侍奉祂
[00:09:55.400 --> 00:09:57.400]  現在每隔幾個月
[00:09:57.400 --> 00:09:59.400]  撒旦就會來引誘我
[00:09:59.400 --> 00:10:02.400]  就會有很多人來接觸我
[00:10:02.400 --> 00:10:06.400]  說你以前做冷空氣做得這麼好
[00:10:06.400 --> 00:10:08.400]  你不如來做我們的顧問
[00:10:08.400 --> 00:10:12.400]  我會給你多少錢來做我們的顧問
[00:10:12.400 --> 00:10:14.400]  但我真的完全沒有興趣
[00:10:14.400 --> 00:10:18.400]  因為我知道神在我身上的旨意是什麼
[00:10:18.400 --> 00:10:20.400]  在這裡的三章六節
[00:10:20.400 --> 00:10:24.400]  在你一切所行的事上都要認定祂
[00:10:24.400 --> 00:10:27.400]  祂必指引你的路
[00:10:27.400 --> 00:10:32.400]  當我們不去照著神的旨意去做的話
[00:10:32.400 --> 00:10:34.400]  無論我們做什麼
[00:10:34.400 --> 00:10:36.400]  無論你是白天上班
[00:10:36.400 --> 00:10:39.400]  無論你是在學校裡
[00:10:39.400 --> 00:10:41.400]  或者你是家庭主婦
[00:10:41.400 --> 00:10:43.400]  甚至你是已經退休
[00:10:43.400 --> 00:10:45.400]  你都不能夠做得好
[00:10:45.400 --> 00:10:51.400]  每一個基督徒都應該尋求神在你生命當中的旨意
[00:10:51.400 --> 00:10:54.400]  今天的經文正正是教我們
[00:10:54.400 --> 00:11:00.400]  怎樣能夠尋求到神在我們每個人心裡身上的旨意
[00:11:00.400 --> 00:11:04.400]  今天會和大家講四點
[00:11:04.400 --> 00:11:06.400]  有四點很重要
[00:11:06.400 --> 00:11:08.400]  第一點是要親近神
[00:11:08.400 --> 00:11:11.400]  在這裡的三章五節
[00:11:11.400 --> 00:11:14.400]  你要專心仰賴耶和華
[00:11:14.400 --> 00:11:16.400]  有人說
[00:11:16.400 --> 00:11:18.400]  你又說親近神
[00:11:18.400 --> 00:11:21.400]  那和仰賴耶和華有什麼關係
[00:11:21.400 --> 00:11:23.400]  如果我們要仰賴神
[00:11:23.400 --> 00:11:26.400]  我們先要和祂有一個親密的關係
[00:11:26.400 --> 00:11:31.400]  我們新近在讀《特別先知書》
[00:11:31.400 --> 00:11:34.400]  我們說到阿摩斯書三章三節
[00:11:34.400 --> 00:11:38.400]  「二人若不同心豈能同行」
[00:11:38.400 --> 00:11:40.400]  我們要和神同心
[00:11:40.400 --> 00:11:42.400]  我們才能夠同行
[00:11:42.400 --> 00:11:45.400]  如果我們要神帶領我們所走的路
[00:11:45.400 --> 00:11:47.400]  要和神同行
[00:11:47.400 --> 00:11:50.400]  我們首先要和祂有一個親密的關係
[00:11:50.400 --> 00:11:52.400]  我們要和祂同心
[00:11:52.400 --> 00:11:55.400]  在這裡亞國書一章八節
[00:11:55.400 --> 00:12:01.400]  「心懷異議的人,在他一切所行的路上都沒有定義」
[00:12:01.400 --> 00:12:04.400]  這一個經文如果我們細細咀嚼
[00:12:04.400 --> 00:12:08.400]  和今天的經文是剛剛相反
[00:12:08.400 --> 00:12:10.400]  今天的經文說
[00:12:10.400 --> 00:12:13.400]  一個人如果在一切的事上認定神
[00:12:13.400 --> 00:12:15.400]  神就會帶領你
[00:12:15.400 --> 00:12:19.400]  但是這一節的經文在亞國書一章八節
[00:12:19.400 --> 00:12:24.400]  「心懷異議的人,在他一切所行的路上都沒有定見」
[00:12:24.400 --> 00:12:29.400]  當我們心裡所想的和神所想的完全不同
[00:12:29.400 --> 00:12:31.400]  當我們心懷異議的時候
[00:12:31.400 --> 00:12:34.400]  我們怎麼能夠被神帶領
[00:12:34.400 --> 00:12:36.400]  走上祂的地上高
[00:12:36.400 --> 00:12:39.400]  在這裡詩篇一百一十九篇
[00:12:39.400 --> 00:12:41.400]  告訴我們
[00:12:41.400 --> 00:12:43.400]  我們無論做什麼事
[00:12:43.400 --> 00:12:46.400]  甚至是遵守神的律例典章
[00:12:46.400 --> 00:12:50.400]  甚至是禱告祈求
[00:12:50.400 --> 00:12:54.400]  我們都要心一這樣
[00:12:54.400 --> 00:12:57.400]  和神有一個良好的關係
[00:12:57.400 --> 00:13:00.400]  我今天所說的不是神學
[00:13:00.400 --> 00:13:03.400]  很多時候我都知道我講道很喜歡講神學
[00:13:03.400 --> 00:13:05.400]  但是今天所說的不是神學
[00:13:05.400 --> 00:13:07.400]  是和神的關係
[00:13:07.400 --> 00:13:09.400]  我們要仰賴神
[00:13:09.400 --> 00:13:13.400]  我們首先要和神有一個好的關係
[00:13:13.400 --> 00:13:17.400]  我們才能夠放心將我們的生命交給神
[00:13:17.400 --> 00:13:19.400]  讓神來帶領我們
[00:13:19.400 --> 00:13:24.400]  我在公園見到有一個爸爸和兒子在玩
[00:13:24.400 --> 00:13:26.400]  玩得很開心
[00:13:26.400 --> 00:13:29.400]  那個兒子相信他兩歲都沒有
[00:13:29.400 --> 00:13:32.400]  爸爸將他一拋,拋上天
[00:13:32.400 --> 00:13:35.400]  接著他快要掉到地上
[00:13:35.400 --> 00:13:38.400]  爸爸就抓住他
[00:13:38.400 --> 00:13:40.400]  他很開心
[00:13:40.400 --> 00:13:42.400]  他說爸爸,爸爸,再來,再來
[00:13:42.400 --> 00:13:44.400]  高一點,高一點
[00:13:44.400 --> 00:13:46.400]  開心得不得了
[00:13:46.400 --> 00:13:48.400]  爸爸就一直將他拋
[00:13:48.400 --> 00:13:51.400]  我在旁邊看到一額汗
[00:13:51.400 --> 00:13:54.400]  我心想如果有個巨人抓住我
[00:13:54.400 --> 00:13:57.400]  將我拋上天,又掉下來
[00:13:57.400 --> 00:13:59.400]  我想我會很害怕
[00:13:59.400 --> 00:14:01.400]  我會很緊張
[00:14:01.400 --> 00:14:04.400]  為什麼這個弟弟會這麼開心
[00:14:04.400 --> 00:14:06.400]  放軟了的身體
[00:14:06.400 --> 00:14:08.400]  任由他爸爸拋上拋下
[00:14:08.400 --> 00:14:10.400]  為什麼這麼奇怪
[00:14:10.400 --> 00:14:12.400]  原因很簡單
[00:14:12.400 --> 00:14:14.400]  因為他認識他爸爸
[00:14:14.400 --> 00:14:16.400]  他和他爸爸有一個親密的關係
[00:14:16.400 --> 00:14:19.400]  他知道他爸爸不會令他受到傷害
[00:14:19.400 --> 00:14:22.400]  所以他願意相信他的爸爸
[00:14:22.400 --> 00:14:24.400]  而且玩得很開心
[00:14:24.400 --> 00:14:27.400]  如果比如我是陌生人
[00:14:27.400 --> 00:14:30.400]  將我這樣拋,我會很緊張
[00:14:30.400 --> 00:14:35.400]  同樣,如果我們要將我們的生命交給神
[00:14:35.400 --> 00:14:37.400]  讓神來帶領我們
[00:14:37.400 --> 00:14:39.400]  我們首先要信得過神
[00:14:39.400 --> 00:14:42.400]  我們要和神有一個很親密的關係
[00:14:42.400 --> 00:14:44.400]  另外有一個例子
[00:14:44.400 --> 00:14:47.400]  就是如果有個陌生人走來和你說
[00:14:47.400 --> 00:14:49.400]  先生或者小姐
[00:14:49.400 --> 00:14:52.400]  你可不可以幫我一件事
[00:14:52.400 --> 00:14:54.400]  我相信大部分的人
[00:14:54.400 --> 00:14:56.400]  見到一個陌生人
[00:14:56.400 --> 00:14:58.400]  你可不可以幫我做一件事
[00:14:58.400 --> 00:15:00.400]  你會怎樣?
[00:15:00.400 --> 00:15:02.400]  反過來就走了
[00:15:02.400 --> 00:15:04.400]  我和你三不識七
[00:15:04.400 --> 00:15:06.400]  你還叫我來幫你?
[00:15:06.400 --> 00:15:08.400]  但如果有些好心的就會怎樣?
[00:15:08.400 --> 00:15:11.400]  你要我幫你什麼?
[00:15:11.400 --> 00:15:13.400]  你告訴我
[00:15:13.400 --> 00:15:15.400]  你會先問清楚
[00:15:15.400 --> 00:15:18.400]  因為你不認識他
[00:15:18.400 --> 00:15:21.400]  你答應了他
[00:15:21.400 --> 00:15:23.400]  叫你合頭埋牆
[00:15:23.400 --> 00:15:25.400]  給他一副身家
[00:15:25.400 --> 00:15:27.400]  你信不過他
[00:15:27.400 --> 00:15:29.400]  你先問了他
[00:15:29.400 --> 00:15:33.400]  但如果問你的人是你的好朋友
[00:15:33.400 --> 00:15:35.400]  甚至是你的兒女
[00:15:35.400 --> 00:15:37.400]  是你很喜歡的兒女
[00:15:37.400 --> 00:15:39.400]  是你的伴偶
[00:15:39.400 --> 00:15:41.400]  你會不會答應?
[00:15:41.400 --> 00:15:43.400]  我相信你會
[00:15:43.400 --> 00:15:45.400]  我相信你甚至會說
[00:15:45.400 --> 00:15:47.400]  我答應你,但是什麼事?
[00:15:47.400 --> 00:15:50.400]  你會先答應,然後再問他是什麼事?
[00:15:50.400 --> 00:15:52.400]  為什麼?
[00:15:52.400 --> 00:15:54.400]  因為你信得過他
[00:15:54.400 --> 00:15:56.400]  你和他有個親密的關係
[00:15:56.400 --> 00:15:58.400]  是叫你做不好的事
[00:15:58.400 --> 00:16:02.400]  同樣的,如果我們要養賴信靠神
[00:16:02.400 --> 00:16:05.400]  我們一定要和神有個親密的關係
[00:16:05.400 --> 00:16:07.400]  我們要認識他
[00:16:07.400 --> 00:16:09.400]  這個也是原因
[00:16:09.400 --> 00:16:11.400]  有很多人說
[00:16:11.400 --> 00:16:13.400]  我真的不知道神在我身上有什麼旨意
[00:16:13.400 --> 00:16:15.400]  如果你說你不知道
[00:16:15.400 --> 00:16:17.400]  神在你身上有什麼旨意
[00:16:17.400 --> 00:16:20.400]  就代表你不是這麼相信神
[00:16:20.400 --> 00:16:22.400]  不是沒有旨意
[00:16:22.400 --> 00:16:24.400]  不是在你身上沒有旨意
[00:16:24.400 --> 00:16:26.400]  是你不是這麼相信神
[00:16:26.400 --> 00:16:28.400]  為什麼你不是這麼相信
[00:16:28.400 --> 00:16:30.400]  這麼仰望神,仰賴神?
[00:16:30.400 --> 00:16:33.400]  因為你和他的關係不是這麼好
[00:16:33.400 --> 00:16:35.400]  就是我們現在所說的
[00:16:35.400 --> 00:16:38.400]  為什麼你和他的關係不是這麼好?
[00:16:38.400 --> 00:16:40.400]  因為你不是這麼愛他
[00:16:40.400 --> 00:16:43.400]  你不是用時間來親近他,接近他
[00:16:43.400 --> 00:16:45.400]  我這麼說的時候
[00:16:45.400 --> 00:16:48.400]  相信有很多弟兄姊妹都會很生氣
[00:16:48.400 --> 00:16:50.400]  你誰說我
[00:16:50.400 --> 00:16:52.400]  你膽敢說我和神的關係不好?
[00:16:52.400 --> 00:16:54.400]  你膽敢說我不愛神?
[00:16:54.400 --> 00:16:57.400]  這個是很簡單的事實
[00:16:57.400 --> 00:16:58.400]  你愛一個人
[00:16:58.400 --> 00:17:01.400]  你就會花很多時間在這個人身上
[00:17:01.400 --> 00:17:04.400]  你想想我們做父母
[00:17:04.400 --> 00:17:06.400]  花多少時間在我們子女
[00:17:06.400 --> 00:17:08.400]  或者我們的伴侶身上
[00:17:08.400 --> 00:17:10.400]  你就知道我們有多愛對方
[00:17:10.400 --> 00:17:14.400]  有很多子女都說自己很愛父母
[00:17:14.400 --> 00:17:16.400]  我愛父母愛到不得了
[00:17:16.400 --> 00:17:20.400]  但是你問他有沒有用時間來陪他的父母?
[00:17:20.400 --> 00:17:22.400]  沒有
[00:17:22.400 --> 00:17:24.400]  這裏正是我們所說的
[00:17:24.400 --> 00:17:26.400]  我們基督徒都是一樣
[00:17:26.400 --> 00:17:28.400]  我們要和神有一個親密的關係
[00:17:28.400 --> 00:17:30.400]  以致祂能夠帶領我們
[00:17:30.400 --> 00:17:33.400]  但是怎樣能夠和神有一個親密的關係?
[00:17:33.400 --> 00:17:36.400]  我們首先要花時間在神的身上
[00:17:36.400 --> 00:17:38.400]  來讀祂的話語
[00:17:38.400 --> 00:17:42.400]  來禱告和祂有一個親近的關係
[00:17:42.400 --> 00:17:46.400]  仰賴這個字
[00:17:46.400 --> 00:17:50.400]  在中文的聖經是仰賴
[00:17:50.400 --> 00:17:52.400]  是抬頭的意思
[00:17:52.400 --> 00:17:54.400]  鱷高頭的意思
[00:17:54.400 --> 00:17:56.400]  但是原文是無助的
[00:17:56.400 --> 00:17:58.400]  這樣俯伏在神的面前
[00:17:58.400 --> 00:18:01.400]  將自己完全的信靠神
[00:18:01.400 --> 00:18:03.400]  全依賴神
[00:18:03.400 --> 00:18:05.400]  這個是仰賴
[00:18:05.400 --> 00:18:09.400]  仰賴這個字在聖經裏面出現了很多次
[00:18:09.400 --> 00:18:12.400]  尤其是在舊約詩篇和針研
[00:18:12.400 --> 00:18:14.400]  都是出現很多次
[00:18:14.400 --> 00:18:17.400]  在詩篇的37篇
[00:18:17.400 --> 00:18:19.400]  7節
[00:18:19.400 --> 00:18:24.400]  用了5個不同的句子來形容仰賴
[00:18:24.400 --> 00:18:26.400]  第一個形容是什麼?
[00:18:26.400 --> 00:18:31.400]  你要將你的道路交託給耶和華
[00:18:31.400 --> 00:18:33.400]  這個就是我們今天所說的
[00:18:33.400 --> 00:18:36.400]  如果我們真的仰賴神的時候
[00:18:36.400 --> 00:18:39.400]  我們會將我們的道路交給神
[00:18:39.400 --> 00:18:42.400]  第二個是倚靠
[00:18:42.400 --> 00:18:47.400]  我們都知道倚靠和仰賴可以交換
[00:18:47.400 --> 00:18:52.400]  倚靠就是仰賴
[00:18:52.400 --> 00:18:54.400]  第三個是什麼?
[00:18:54.400 --> 00:18:58.400]  第三個在耶和華面前靜默無聲
[00:18:58.400 --> 00:19:02.400]  很多時候我們說我們是仰賴神
[00:19:02.400 --> 00:19:05.400]  但是很多聲氣在仰賴神的時候
[00:19:05.400 --> 00:19:08.400]  經常問神為什麼?
[00:19:08.400 --> 00:19:10.400]  為什麼會是我?
[00:19:10.400 --> 00:19:12.400]  為什麼這些事會發生?
[00:19:12.400 --> 00:19:14.400]  但是如果我們真的仰賴神
[00:19:14.400 --> 00:19:19.400]  詩人說我們在神的面前靜默無聲
[00:19:19.400 --> 00:19:24.400]  第四點是耐心地等候他
[00:19:24.400 --> 00:19:26.400]  很多時候我們都等不及
[00:19:26.400 --> 00:19:28.400]  我們自己都在籌備
[00:19:28.400 --> 00:19:33.400]  有計劃A計劃B計劃C計劃D
[00:19:33.400 --> 00:19:36.400]  A不行就B B不行就C C不行就D
[00:19:36.400 --> 00:19:38.400]  一直排下去
