
[00:00:00.000 --> 00:00:05.280]  各位體驗節目各位朋友你們好
[00:02:53.360 --> 00:02:54.320]  被殺
[00:02:54.320 --> 00:02:57.200]  人的尊嚴和價值好像垃圾一樣
[00:02:57.200 --> 00:02:59.840]  他對整個的國家
[00:02:59.840 --> 00:03:02.320]  整個的系統
[00:03:02.320 --> 00:03:05.920]  對黨是完全幻滅
[00:03:05.920 --> 00:03:09.120]  集中營不單止拿了他的自由
[00:03:09.120 --> 00:03:11.040]  拿了他的物質享受
[00:03:11.040 --> 00:03:13.040]  更拿了他的信仰
[00:03:13.040 --> 00:03:16.960]  他對國家和對黨的效忠
[00:03:16.960 --> 00:03:20.160]  在這個集中營當中
[00:03:20.160 --> 00:03:22.160]  他認識了一個知識分子
[00:03:22.160 --> 00:03:24.480]  大家成為一個好的朋友
[00:03:24.480 --> 00:03:26.160]  在談話當中
[00:03:26.160 --> 00:03:28.160]  他才知道原來是一個基督徒
[00:03:28.160 --> 00:03:32.000]  這個基督徒事實上和他提及信仰的問題
[00:03:32.000 --> 00:03:35.920]  而且常常和他分享聖經裡面的主討問
[00:03:35.920 --> 00:03:37.920]  我們就是天上的父
[00:03:37.920 --> 00:03:40.400]  願人都尊你的名為聖
[00:03:40.400 --> 00:03:41.920]  願你的國降臨
[00:03:41.920 --> 00:03:43.920]  願你只行在地上
[00:03:43.920 --> 00:03:45.280]  與同行在天上
[00:03:45.280 --> 00:03:47.840]  我們日用的飲食今日似給我們
[00:03:47.840 --> 00:03:49.440]  赦免我們
[00:03:49.440 --> 00:03:51.680]  而替我們赦了別人的債
[00:03:51.680 --> 00:03:53.680]  不見我們遇見斯坦
[00:03:53.680 --> 00:03:55.680]  救我們脫離凶惡
[00:03:55.680 --> 00:03:58.720]  但是Dr.Confiel心裏面想
[00:03:58.720 --> 00:04:01.920]  這些不實際
[00:04:01.920 --> 00:04:04.480]  他對所有宗教信仰
[00:04:04.480 --> 00:04:07.040]  都是非常抗拒
[00:04:07.040 --> 00:04:12.160]  雖然他覺得自己是這樣
[00:04:12.160 --> 00:04:14.960]  但他仍然是覺得自己是無辜的
[00:04:14.960 --> 00:04:18.320]  無端端被困在監獄裏面
[00:04:18.320 --> 00:04:20.800]  內心充滿了憤怒憎恨
[00:04:20.800 --> 00:04:24.320]  去抗拒任何宗教信仰
[00:04:24.320 --> 00:04:25.520]  有一天
[00:04:25.520 --> 00:04:29.360]  在獄卒裏面送了一個病人來到醫院
[00:04:29.360 --> 00:04:31.360]  要立即施手術
[00:04:31.360 --> 00:04:32.880]  當他施完手術
[00:04:32.880 --> 00:04:36.240]  即是送馮寶一些血管的時候
[00:04:36.240 --> 00:04:40.160]  一個意念就浮在他腦裏面
[00:04:40.160 --> 00:04:43.840]  這個病人是一個獄卒
[00:04:43.840 --> 00:04:45.840]  是很兇的
[00:04:45.840 --> 00:04:48.560]  人人都憎恨他
[00:04:48.560 --> 00:04:52.080]  這個實在是一個千載難逢的機會
[00:04:52.080 --> 00:04:55.280]  只要他馮寶一個不是死結
[00:04:55.280 --> 00:04:56.800]  是一個生結
[00:04:56.800 --> 00:04:59.920]  沒多久血管就會爆
[00:04:59.920 --> 00:05:02.560]  這個病人就會一鳴烏呼
[00:05:02.560 --> 00:05:05.040]  真是神不知鬼不覺
[00:05:05.040 --> 00:05:07.680]  這個大好報仇的機會
[00:05:07.680 --> 00:05:09.360]  現在機會來到了
[00:05:09.360 --> 00:05:10.720]  再加上這個
[00:05:10.720 --> 00:05:13.840]  這個兇人死有餘辜
[00:05:13.840 --> 00:05:15.840]  也可以為民除害
[00:05:15.840 --> 00:05:18.080]  當他只是動手腳之際
[00:05:18.080 --> 00:05:21.600]  突然不知為何腦裏就想到主土民
[00:05:21.600 --> 00:05:23.680]  他腦海裏面就想到這句
[00:05:23.680 --> 00:05:25.120]  赦免我們的罪
[00:05:25.120 --> 00:05:27.120]  與同我們赦免人的罪
[00:05:27.120 --> 00:05:29.920]  他突然心裏面在跳
[00:05:29.920 --> 00:05:31.680]  非常掙扎
[00:05:31.680 --> 00:05:33.680]  這句話不絕在他內心
[00:05:33.680 --> 00:05:36.080]  重複又重複 重複又重複
[00:05:36.080 --> 00:05:37.280]  最後
[00:05:37.280 --> 00:05:39.280]  他只有博梅的血管
[00:05:39.280 --> 00:05:40.800]  是一個死結
[00:05:40.800 --> 00:05:42.800]  心才平靜下來
[00:05:42.800 --> 00:05:45.760]  那晚他沒辦法睡一覺
[00:05:45.760 --> 00:05:49.040]  他開始看到一個事實
[00:05:49.040 --> 00:05:51.280]  他覺得他以前是無辜
[00:05:51.280 --> 00:05:53.280]  是一個正直 是一個順堅
[00:05:53.280 --> 00:05:56.240]  其實他裏面是很多憎恨
[00:05:56.240 --> 00:05:58.240]  憤怒自私
[00:05:58.240 --> 00:06:01.040]  其實他覺得他跟那個弱足
[00:06:01.040 --> 00:06:03.040]  不是相差很遠
[00:06:03.040 --> 00:06:05.520]  他開始看到囚犯對
[00:06:05.520 --> 00:06:09.680]  那個囚犯 他的囚犯對他所說的故事
[00:06:09.680 --> 00:06:12.880]  那個身源十字架的耶穌
[00:06:12.880 --> 00:06:16.240]  仍然說神赦免他們
[00:06:16.240 --> 00:06:19.120]  因為他們所做他們不知道
[00:06:19.120 --> 00:06:21.520]  那晚他就流著眼淚
[00:06:21.520 --> 00:06:23.520]  接受了這位耶穌基督
[00:06:23.520 --> 00:06:27.680]  做他個人救主和主宰
[00:06:27.680 --> 00:06:31.200]  當他成為基督徒之外
[00:06:31.200 --> 00:06:34.080]  他繼續每日每時
[00:06:34.080 --> 00:06:36.080]  都念著主導物
[00:06:36.080 --> 00:06:38.880]  他仍然繼續在集中營裏面
[00:06:38.880 --> 00:06:43.680]  永遠是做一些不能夠完成的工作
[00:06:43.680 --> 00:06:46.640]  他開始覺得他在集中營的目標
[00:06:46.640 --> 00:06:49.840]  是要做一些事 為上帝做一些事
[00:06:49.840 --> 00:06:52.320]  集中營的目標是置人於死命
[00:06:52.320 --> 00:06:55.200]  但他的職責就是要赤手空拳
[00:06:55.200 --> 00:06:57.200]  去抵擋這個壓力
[00:06:57.200 --> 00:07:00.000]  其實這個真是
[00:07:00.000 --> 00:07:03.120]  沒有希望的一個工作
[00:07:03.120 --> 00:07:04.640]  在集中營裏面
[00:07:04.640 --> 00:07:06.800]  如果有囚犯不聽話不馴服
[00:07:06.800 --> 00:07:10.160]  通常都會將他困在禁室當中
[00:07:10.160 --> 00:07:13.360]  那裏又黑又髒又冷
[00:07:13.360 --> 00:07:17.440]  進去的人根本就沒有可能有機會出來
[00:07:17.440 --> 00:07:19.840]  但營裏面有一個慣例
[00:07:19.840 --> 00:07:22.640]  每個囚犯要被罰去到禁室之前
[00:07:22.640 --> 00:07:25.120]  一定要拿到醫生的同意簽名
[00:07:25.120 --> 00:07:29.520]  證明這個囚犯的健康和精神狀況
[00:07:29.520 --> 00:07:32.880]  可以抵擋住這些懲罰
[00:07:32.880 --> 00:07:35.120]  他才可以執行這個處分
[00:07:35.120 --> 00:07:36.320]  一直以來
[00:07:36.320 --> 00:07:38.160]  Confu醫生都簽名
[00:07:38.160 --> 00:07:40.160]  想都不用想就簽名
[00:07:40.160 --> 00:07:42.160]  事實上他們都沒有選擇餘地
[00:07:42.160 --> 00:07:43.840]  如果不簽就去死
[00:07:43.840 --> 00:07:45.840]  況且
[00:07:45.840 --> 00:07:47.840]  每個人都和我無親無故
[00:07:47.840 --> 00:07:50.800]  為了我的命來補他
[00:07:50.800 --> 00:07:53.680]  況且
[00:07:53.680 --> 00:07:55.200]  就算你不簽名
[00:07:55.200 --> 00:07:56.960]  他們一樣可以有很多方法
[00:07:56.960 --> 00:08:01.440]  將這個囚犯困在禁室當中
[00:08:01.440 --> 00:08:04.480]  所以一直以來Confu都是簽名的
[00:08:04.480 --> 00:08:09.280]  但不知為何自從他信了耶穌之後
[00:08:09.280 --> 00:08:12.320]  他內心就掙扎得非常厲害
[00:08:12.320 --> 00:08:14.800]  而且他最後決定不簽
[00:08:14.800 --> 00:08:16.640]  當然他知道後果
[00:08:16.640 --> 00:08:18.240]  自掘墳墓
[00:08:18.240 --> 00:08:20.000]  但仍然是這樣做
[00:08:20.000 --> 00:08:22.400]  因為他要忠於他的主耶穌
[00:08:22.400 --> 00:08:24.480]  忠於他的信仰
[00:08:24.480 --> 00:08:26.720]  還有在集中營裏面
[00:08:26.720 --> 00:08:30.800]  有些囚犯是和那些獄卒特別合作的
[00:08:30.800 --> 00:08:33.120]  那些就叫做鬼頭仔
[00:08:33.120 --> 00:08:35.360]  一方面是幫這些獄卒
[00:08:35.360 --> 00:08:37.360]  監視其他人
[00:08:37.360 --> 00:08:39.840]  然後就寫報告
[00:08:39.840 --> 00:08:41.840]  去陷害他們
[00:08:41.840 --> 00:08:43.600]  而這些鬼頭仔
[00:08:43.600 --> 00:08:46.160]  往往也是濫用那些屍權
[00:08:46.160 --> 00:08:47.440]  隨便殺人
[00:08:47.440 --> 00:08:49.200]  簡直對人的價值
[00:08:49.200 --> 00:08:51.520]  價值好像是訓導一樣
[00:08:51.520 --> 00:08:54.640]  但Confu的信仰將它改變
[00:08:54.640 --> 00:08:57.680]  將它提升了他對人的價值的看法
[00:08:57.680 --> 00:09:01.520]  他一直是想治癒一個囚犯
[00:09:01.520 --> 00:09:04.640]  這個囚犯身體非常殘弱
[00:09:04.640 --> 00:09:06.000]  營養不良
[00:09:06.000 --> 00:09:07.680]  一天比一天差
[00:09:07.680 --> 00:09:10.240]  Confu給他一些有營養的麵包
[00:09:10.240 --> 00:09:11.760]  以為會有進步
[00:09:11.760 --> 00:09:13.360]  但不知道什麼原因
[00:09:13.360 --> 00:09:14.720]  不單好轉
[00:09:14.720 --> 00:09:17.440]  病況會一天比一天差
[00:09:17.440 --> 00:09:18.480]  有一天
[00:09:18.480 --> 00:09:22.640]  他偶然發覺到原因是什麼
[00:09:22.640 --> 00:09:23.920]  有一晚
[00:09:23.920 --> 00:09:26.960]  當這個病人
[00:09:26.960 --> 00:09:30.160]  正在痛苦身淫的時候
[00:09:30.160 --> 00:09:31.920]  他就走來看看
[00:09:31.920 --> 00:09:34.160]  竟然發現了一個秘密
[00:09:34.160 --> 00:09:36.400]  原來有個鬼頭仔
[00:09:36.400 --> 00:09:39.200]  在醫院負責做這些工作
[00:09:39.200 --> 00:09:41.120]  有個鬼頭仔
[00:09:41.120 --> 00:09:45.440]  強行把病人的麵包搶了他
[00:09:45.440 --> 00:09:47.760]  於是他就會明白
[00:09:47.760 --> 00:09:50.720]  維持他生命的麵包
[00:09:50.720 --> 00:09:54.080]  都被人剝削了
[00:09:54.080 --> 00:09:57.280]  Confu也很生氣
[00:09:57.280 --> 00:10:00.400]  他做了一件非常愚蠢的事
[00:10:00.400 --> 00:10:02.400]  他寫了一個報告
[00:10:02.400 --> 00:10:04.880]  去告這個肉出
[00:10:04.880 --> 00:10:07.040]  他知道後果是什麼
[00:10:07.040 --> 00:10:09.120]  一定會有殺身之禍
[00:10:09.120 --> 00:10:10.880]  但他不怕死
[00:10:10.880 --> 00:10:13.680]  他仍然不怕捱苦
[00:10:13.680 --> 00:10:18.800]  他知道他情願得罪這些權貴
[00:10:18.800 --> 00:10:22.320]  也不會得罪他的主耶穌
[00:10:22.320 --> 00:10:25.200]  所以他仍然告了狀
[00:10:25.200 --> 00:10:28.320]  結果鬼頭仔被罰了三天沒有工作
[00:10:28.320 --> 00:10:30.160]  但Confu的生命
[00:10:30.160 --> 00:10:33.200]  可以說是比水還要冷
[00:10:33.200 --> 00:10:36.720]  Dr.Confu覺得他要分享
[00:10:36.720 --> 00:10:38.640]  他的經歷、他的信仰
[00:10:38.640 --> 00:10:41.920]  他知道他人生的日子不太長
[00:10:41.920 --> 00:10:44.480]  所以他就把握每一個機會
[00:10:44.480 --> 00:10:46.400]  去傳福音
[00:10:46.400 --> 00:10:48.000]  有一天的下午
[00:10:48.000 --> 00:10:50.480]  一個年輕的囚犯
[00:10:50.480 --> 00:10:52.320]  進醫院要開刀
[00:10:52.320 --> 00:10:54.560]  他幻想搶牙
[00:10:54.560 --> 00:10:57.040]  Dr.Confu施完手術後
[00:10:57.040 --> 00:10:59.600]  雖然這個病人仍然感到痛楚
[00:10:59.600 --> 00:11:01.520]  但Confu就把握這個機會
[00:11:01.520 --> 00:11:03.920]  一口氣將他的經歷和信主經過
[00:11:03.920 --> 00:11:06.080]  告訴這個年輕人
[00:11:06.080 --> 00:11:09.520]  最後這個醫生對這個年輕人說
[00:11:09.520 --> 00:11:11.200]  大醫上來說
[00:11:11.200 --> 00:11:13.280]  我們在地上受苦
[00:11:13.280 --> 00:11:16.000]  不可以說我們是絕對無辜
[00:11:16.000 --> 00:11:18.320]  因為我們每一個都是罪人
[00:11:18.320 --> 00:11:21.520]  我們都是需要主耶穌基督的救恩
[00:11:21.520 --> 00:11:23.120]  這個年輕囚犯
[00:11:23.120 --> 00:11:24.480]  聽到醫生的見證
[00:11:24.480 --> 00:11:25.680]  目定口岳
[00:11:25.680 --> 00:11:27.920]  一時都不知道如何回答他
[00:11:27.920 --> 00:11:29.200]  第二天一早
[00:11:29.200 --> 00:11:31.120]  這個年輕人醒來的時候
[00:11:31.120 --> 00:11:32.240]  他第一件事想做
[00:11:32.240 --> 00:11:34.480]  就是要看看這個奇怪的醫生
[00:11:34.480 --> 00:11:36.400]  但不見了他的蹤影
[00:11:36.400 --> 00:11:37.440]  隔了不久
[00:11:37.440 --> 00:11:38.400]  見到有些肉質
[00:11:38.400 --> 00:11:40.720]  帶著一個死屍出來
[00:11:40.720 --> 00:11:42.000]  他再看清楚
[00:11:42.000 --> 00:11:44.240]  原來就是Confu醫生
[00:11:44.240 --> 00:11:48.320]  面部被人打到血浴蒙糊
[00:11:48.320 --> 00:11:50.800]  難以分辨
[00:11:50.800 --> 00:11:54.080]  原來在半夜他睡著的時候
[00:11:54.080 --> 00:11:57.920]  被肉質和鬼頭暗算
[00:11:57.920 --> 00:11:59.920]  被殺而死
[00:11:59.920 --> 00:12:02.640]  他為了他垂死的病人
[00:12:02.640 --> 00:12:05.360]  捐出了他自己的身軀
[00:12:05.360 --> 00:12:07.680]  學校了主耶穌基督
[00:12:07.680 --> 00:12:10.320]  將他的生命犧牲
[00:12:10.320 --> 00:12:11.120]  但他的生命
[00:12:11.120 --> 00:12:15.200]  他是原諒了這個年輕人的生命
[00:12:15.200 --> 00:12:18.800]  他沒有忘記這位醫生的見證
[00:12:18.800 --> 00:12:20.880]  他亦都在上帝面前
[00:12:20.880 --> 00:12:23.040]  因為這個醫生的見證
[00:12:23.040 --> 00:12:24.880]  誠懇的認罪
[00:12:24.880 --> 00:12:27.120]  接受了主耶穌
[00:12:27.120 --> 00:12:28.720]  而這個年輕人
[00:12:28.720 --> 00:12:30.000]  後來有機會
[00:12:30.000 --> 00:12:32.160]  離開了集中營
[00:12:32.160 --> 00:12:34.960]  這個年輕人不是別人
[00:12:34.960 --> 00:12:37.040]  就是今天影響力最大
[00:12:37.040 --> 00:12:40.160]  最深的蘇聯離心分子
[00:12:40.160 --> 00:12:41.920]  世界著名的作家
[00:12:41.920 --> 00:12:44.720]  諾貝爾文學獎的得主
[00:12:44.720 --> 00:12:47.520]  亞歷克森德.蘇蘇利森
[00:12:47.520 --> 00:12:49.600]  他的見證影響了
[00:12:49.600 --> 00:12:52.960]  千千萬萬人的生命
[00:12:52.960 --> 00:12:54.640]  為何Dr.Confey
[00:12:54.640 --> 00:12:56.640]  可以不顧生死
[00:12:56.640 --> 00:12:57.440]  而做一些
[00:12:57.440 --> 00:13:00.320]  好像很愚蠢的事
[00:13:00.320 --> 00:13:02.320]  因為他有盼望
[00:13:02.320 --> 00:13:05.760]  他的盼望是勝過死亡
[00:13:05.760 --> 00:13:10.080]  他不止是這幾十年做工
[00:13:10.080 --> 00:13:12.560]  幾十年生活
[00:13:12.560 --> 00:13:14.720]  他看到更遠更準
[00:13:14.720 --> 00:13:17.120]  他看到這個至暫至輕的苦楚
[00:13:17.120 --> 00:13:19.680]  比起將來的榮耀是無法比的
[00:13:19.680 --> 00:13:20.960]  就是因為這個盼望
[00:13:20.960 --> 00:13:22.960]  改變了這位醫生
[00:13:22.960 --> 00:13:25.360]  今天你和我
[00:13:25.360 --> 00:13:27.840]  是否看得更遠更長
[00:13:27.840 --> 00:13:29.760]  好像Dr.Confey那樣
[00:13:29.760 --> 00:13:32.080]  去看他的人生
[00:13:32.080 --> 00:13:34.080]  有時我在想
[00:13:34.080 --> 00:13:36.800]  一個人短短幾十年
[00:13:36.800 --> 00:13:39.840]  有些在政壇裏面
[00:13:39.840 --> 00:13:42.320]  盡量想攀上去
[00:13:42.320 --> 00:13:43.440]  都幾十歲
[00:13:43.440 --> 00:13:45.440]  還有多少年在活著
[00:13:45.440 --> 00:13:47.920]  你憎我奪
[00:13:47.920 --> 00:13:49.440]  得了什麼
[00:13:49.440 --> 00:13:50.880]  失了什麼
[00:13:50.880 --> 00:13:53.680]  一切他朝都好像身外過
[00:13:53.680 --> 00:13:55.680]  何必呢
[00:13:55.680 --> 00:13:56.800]  或者我們今天來看看
[00:13:56.800 --> 00:13:58.560]  希伯羅書第二章
[00:13:58.560 --> 00:14:01.280]  第五節至第九節給我們的信息
[00:14:01.280 --> 00:14:05.200]  是非常非常重要的一個信息
[00:14:05.200 --> 00:14:06.720]  人算什麼
[00:14:06.720 --> 00:14:09.520]  我們來看看第五節至第八節
[00:14:09.520 --> 00:14:11.520]  聖經是這樣說
[00:14:11.520 --> 00:14:14.320]  我們所說將來的世界
[00:14:14.320 --> 00:14:17.200]  神願沒有交給天使管轄
[00:14:17.200 --> 00:14:21.440]  但有人在經上某處證明說
[00:14:21.440 --> 00:14:22.640]  人算什麼
[00:14:22.640 --> 00:14:24.240]  你竟眷顧他
[00:14:24.240 --> 00:14:26.080]  世人算什麼
[00:14:26.080 --> 00:14:27.440]  你竟眷顧他
[00:14:27.440 --> 00:14:30.480]  你叫他比天使微小一點
[00:14:30.480 --> 00:14:32.960]  似他榮耀尊貴為官免
[00:14:32.960 --> 00:14:36.400]  並將你手做的都派他管理
[00:14:36.400 --> 00:14:38.720]  叫萬物都伏在他的腳下
[00:14:38.720 --> 00:14:40.720]  既叫萬物都伏他
[00:14:40.720 --> 00:14:42.880]  就沒有剩下一樣不伏他的
[00:14:42.880 --> 00:14:46.880]  只是如今我們還不見萬物都伏他
[00:14:46.880 --> 00:14:51.360]  一段非常有趣但難明的聖經
[00:14:51.360 --> 00:14:54.080]  首先我們要解決第一個問題
[00:14:54.080 --> 00:15:01.280]  聖經說你叫他比天使微小一點
[00:15:01.280 --> 00:15:03.280]  你當然只是神
[00:15:03.280 --> 00:15:08.000]  但是你叫他個他是誰
[00:15:08.000 --> 00:15:12.720]  在第六節提到人算什麼
[00:15:12.720 --> 00:15:15.200]  似乎很明顯
[00:15:15.200 --> 00:15:18.000]  你指的是人
[00:15:18.000 --> 00:15:20.000]  或者後來所說的世人
[00:15:20.000 --> 00:15:22.000]  世人算什麼人
[00:15:22.000 --> 00:15:24.880]  很明顯就是他
[00:15:24.880 --> 00:15:26.880]  即是你和我
[00:15:26.880 --> 00:15:29.120]  但奇怪到第九節的時候
[00:15:29.120 --> 00:15:31.680]  你會發現希伯羅書在下有不同的看法
[00:15:31.680 --> 00:15:38.480]  為何見那成為比天使少一點的耶穌
[00:15:38.480 --> 00:15:40.960]  如果根據第九節來看
[00:15:40.960 --> 00:15:42.960]  希伯羅書的作者所說
[00:15:42.960 --> 00:15:45.920]  是比天使少一點的
[00:15:45.920 --> 00:15:47.920]  不是你和我
[00:15:47.920 --> 00:15:49.920]  不是人而是耶穌
[00:15:49.920 --> 00:15:54.480]  究竟第五節至於第八節所說的人
[00:15:54.480 --> 00:15:56.480]  是指你和我
[00:15:56.480 --> 00:15:57.920]  世人、人
[00:15:57.920 --> 00:15:59.920]  還是指耶穌
[00:15:59.920 --> 00:16:02.480]  又為什麼希伯羅書的作者在第九節
[00:16:02.480 --> 00:16:06.960]  告訴你耶穌比天使微小一點
[00:16:06.960 --> 00:16:08.960]  似乎看來有點硬來
[00:16:08.960 --> 00:16:10.960]  不明其所意然
[00:16:10.960 --> 00:16:12.960]  如果要明白這一點
[00:16:12.960 --> 00:16:16.160]  我們首先要明白背景
[00:16:16.160 --> 00:16:18.160]  在新洋時代
[00:16:18.160 --> 00:16:20.160]  希臘文是普遍的文字
[00:16:20.160 --> 00:16:24.160]  新洋聖經就是用希臘文寫成的
[00:16:24.160 --> 00:16:27.760]  希臘文之所以聖行
[00:16:27.760 --> 00:16:30.400]  就組成亞歷山大帝的時代
[00:16:30.400 --> 00:16:32.960]  工人前大概二百多年
[00:16:32.960 --> 00:16:37.360]  亞歷山大帝組成一個七十人的學者
[00:16:37.360 --> 00:16:41.760]  是將當時用希伯羅文寫成的舊約聖經
[00:16:41.760 --> 00:16:43.760]  翻譯成希臘文
[00:16:43.760 --> 00:16:45.760]  就稱為七十事本
[00:16:45.760 --> 00:16:47.760]  這個很出名的七十事本
[00:16:47.760 --> 00:16:49.760]  而新約聖經的作者
[00:16:49.760 --> 00:16:51.760]  就是採用了七十事本
[00:16:51.760 --> 00:16:53.760]  所以如果我們比較一下
[00:16:53.760 --> 00:16:56.960]  希伯羅書第二章第五節到第八節
[00:16:56.960 --> 00:16:58.960]  希伯羅文的版本
[00:16:58.960 --> 00:17:00.960]  和七十事本
[00:17:00.960 --> 00:17:02.960]  這個是希臘文的版本
[00:17:02.960 --> 00:17:04.960]  這個七十事本
[00:17:04.960 --> 00:17:08.960]  這個詩篇第八篇第五節到第七節
[00:17:08.960 --> 00:17:10.960]  我們發現是一模一樣的
[00:17:10.960 --> 00:17:12.960]  所以就證明希伯羅書的作者
[00:17:12.960 --> 00:17:16.960]  是引用七十事本的聖經
[00:17:16.960 --> 00:17:18.960]  但是在原文當中
[00:17:18.960 --> 00:17:20.960]  在希伯羅文當中
[00:17:20.960 --> 00:17:22.960]  這個人或者世人
[00:17:22.960 --> 00:17:24.960]  其實是指人子
[00:17:24.960 --> 00:17:26.960]  人子,the son of man
[00:17:26.960 --> 00:17:28.960]  通常我們一看到人子
[00:17:28.960 --> 00:17:30.960]  我們就想到耶穌
[00:17:30.960 --> 00:17:32.960]  因為耶穌稱自己為人子
[00:17:32.960 --> 00:17:34.960]  其實人子這個字本來
[00:17:34.960 --> 00:17:36.960]  是指人的代表
[00:17:36.960 --> 00:17:38.960]  也是泛指人的意思
[00:17:38.960 --> 00:17:42.960]  但是去到大義里書第七章十三節
[00:17:42.960 --> 00:17:48.960]  大義里就將人子來形容將要降臨的尼釧瓦
[00:17:48.960 --> 00:17:50.960]  所以人子又稱為尼釧瓦
[00:17:50.960 --> 00:17:54.960]  還是因為這個緣故耶穌稱自己為人子
[00:17:54.960 --> 00:17:56.960]  即是說他就是尼釧瓦
[00:17:56.960 --> 00:17:58.960]  如果是這樣看的時候
[00:17:58.960 --> 00:18:02.960]  詩篇第八篇第七節到第九節
[00:18:02.960 --> 00:18:06.960]  所說的人子是指人
[00:18:06.960 --> 00:18:08.960]  還是指尼釧瓦呢
[00:18:08.960 --> 00:18:12.960]  如果你這樣看詩篇第八篇
[00:18:12.960 --> 00:18:14.960]  尤其是希伯羅文的版本
[00:18:14.960 --> 00:18:16.960]  似乎很明顯是說到人
[00:18:16.960 --> 00:18:18.960]  人算什麼
[00:18:18.960 --> 00:18:20.960]  你警故念他
