
[00:00:00.000 --> 00:00:05.000]  各位全福堂的弟兄姊妹平安
[00:03:48.000 --> 00:03:52.000]  告訴我們神是願意將平安賜給人的
[00:03:52.000 --> 00:03:54.000]  以下第九章第六節
[00:03:54.000 --> 00:03:58.000]  因為有一個英孩為我們而生
[00:03:58.000 --> 00:04:00.000]  有一子賜給我們
[00:04:00.000 --> 00:04:02.000]  政權必擔在他的肩頭上
[00:04:02.000 --> 00:04:04.000]  他名稱為奇妙
[00:04:04.000 --> 00:04:06.000]  賊士
[00:04:06.000 --> 00:04:08.000]  全能的神 永在的父
[00:04:08.000 --> 00:04:10.000]  和平的君
[00:04:10.000 --> 00:04:12.000]  這裡所說的英孩就是指主耶穌基督
[00:04:12.000 --> 00:04:16.000]  路加福音所說的就是主耶穌基督的誕生
[00:04:16.000 --> 00:04:18.000]  耶穌來
[00:04:18.000 --> 00:04:20.000]  祂有一個目的
[00:04:20.000 --> 00:04:22.000]  祂有一個身份
[00:04:22.000 --> 00:04:24.000]  祂要地上的人有平安
[00:04:24.000 --> 00:04:26.000]  祂是和平的君
[00:04:26.000 --> 00:04:28.000]  和平 平安 和好
[00:04:28.000 --> 00:04:30.000]  都是同一個字
[00:04:30.000 --> 00:04:32.000]  叫做peace
[00:04:32.000 --> 00:04:34.000]  都是peace
[00:04:34.000 --> 00:04:36.000]  有三種平安
[00:04:36.000 --> 00:04:38.000]  我們是不可以錯過
[00:04:38.000 --> 00:04:40.000]  有三種平安
[00:04:40.000 --> 00:04:42.000]  我們要想盡辦法
[00:04:42.000 --> 00:04:44.000]  竭盡所能保持這一份平安
[00:04:44.000 --> 00:04:46.000]  第一種平安
[00:04:46.000 --> 00:04:48.000]  就是我們要保持
[00:04:48.000 --> 00:04:50.000]  與神和好的平安
[00:04:50.000 --> 00:04:54.000]  在羅馬書第五章第十節到十一節
[00:04:54.000 --> 00:04:56.000]  那裡告訴我們
[00:04:56.000 --> 00:04:58.000]  因為我們還作受敵的時候
[00:04:58.000 --> 00:05:00.000]  且藉著神而知的死
[00:05:00.000 --> 00:05:02.000]  得與神和好
[00:05:02.000 --> 00:05:04.000]  既和好就更要因他的生得救了
[00:05:04.000 --> 00:05:06.000]  不但如此
[00:05:06.000 --> 00:05:08.000]  我們既藉著我主耶穌基督
[00:05:08.000 --> 00:05:10.000]  與神和好
[00:05:10.000 --> 00:05:12.000]  也藉著他 以神為樂
[00:05:12.000 --> 00:05:14.000]  以神為樂
[00:05:14.000 --> 00:05:16.000]  這裡提到我們與神和好
[00:05:16.000 --> 00:05:18.000]  就要因他得救
[00:05:18.000 --> 00:05:20.000]  而且能夠以神為樂
[00:05:20.000 --> 00:05:22.000]  信耶穌的時候
[00:05:22.000 --> 00:05:24.000]  我們與神和好
[00:05:24.000 --> 00:05:26.000]  信耶穌之後
[00:05:26.000 --> 00:05:28.000]  我們要保持與神和好
[00:05:28.000 --> 00:05:30.000]  我記得
[00:05:30.000 --> 00:05:32.000]  有一年的聖誕節
[00:05:32.000 --> 00:05:34.000]  過了之後
[00:05:34.000 --> 00:05:36.000]  我突然間察覺到
[00:05:36.000 --> 00:05:38.000]  聖誕節之後
[00:05:38.000 --> 00:05:40.000]  有一門生意非常吃香
[00:05:40.000 --> 00:05:42.000]  真的在商場
[00:05:42.000 --> 00:05:44.000]  在報紙
[00:05:44.000 --> 00:05:46.000]  在電台 電視
[00:05:46.000 --> 00:05:48.000]  鋪天蓋地賣廣告
[00:05:48.000 --> 00:05:50.000]  我記得有一次我和太太說
[00:05:50.000 --> 00:05:52.000]  這麼大宣傳
[00:05:52.000 --> 00:05:54.000]  很多錢的 會不會血本無歸
[00:05:54.000 --> 00:05:56.000]  她說很多人光顧
[00:05:56.000 --> 00:05:58.000]  是什麼生意呢
[00:05:58.000 --> 00:06:00.000]  就是瘦身
[00:06:00.000 --> 00:06:02.000]  減肥
[00:06:02.000 --> 00:06:04.000]  為什麼呢 聖誕節吃得太多了
[00:06:04.000 --> 00:06:06.000]  吃的時候什麼都不管
[00:06:06.000 --> 00:06:08.000]  吃完之後不可以不管
[00:06:08.000 --> 00:06:10.000]  於是就去參加
[00:06:10.000 --> 00:06:12.000]  瘦身減肥的課程
[00:06:12.000 --> 00:06:14.000]  減肥要減的
[00:06:14.000 --> 00:06:16.000]  我記得有一次我看到一個廣告
[00:06:16.000 --> 00:06:18.000]  他說不知道
[00:06:18.000 --> 00:06:20.000]  30天之內減多少磅
[00:06:20.000 --> 00:06:22.000]  多少錢
[00:06:22.000 --> 00:06:24.000]  下面有句很吸引的
[00:06:24.000 --> 00:06:26.000]  是擔保有見效
[00:06:26.000 --> 00:06:28.000]  如果不見效
[00:06:28.000 --> 00:06:30.000]  他說全款退回
[00:06:30.000 --> 00:06:32.000]  我說有沒有這麼誇張
[00:06:32.000 --> 00:06:34.000]  有沒有這麼有把握
[00:06:34.000 --> 00:06:36.000]  我太太說一定可以
[00:06:36.000 --> 00:06:38.000]  不然這些公司倒閉了
[00:06:38.000 --> 00:06:40.000]  每年都看到他賣廣告
[00:06:40.000 --> 00:06:42.000]  越做越大
[00:06:42.000 --> 00:06:44.000]  他說一定要跟著他的指示
[00:06:44.000 --> 00:06:46.000]  他的方法 他的規矩
[00:06:46.000 --> 00:06:48.000]  那30天之內
[00:06:48.000 --> 00:06:50.000]  一定要做到足
[00:06:50.000 --> 00:06:52.000]  一定會收效
[00:06:52.000 --> 00:06:54.000]  他接著說什麼呢
[00:06:54.000 --> 00:06:56.000]  其實不是減不減的問題
[00:06:56.000 --> 00:06:58.000]  而是減完之後
[00:06:58.000 --> 00:07:00.000]  你能不能保持那個磅數
[00:07:00.000 --> 00:07:02.000]  你能不能保持
[00:07:02.000 --> 00:07:04.000]  是不是
[00:07:04.000 --> 00:07:06.000]  減完之後怎樣
[00:07:06.000 --> 00:07:08.000]  所以我們要
[00:07:08.000 --> 00:07:10.000]  記住一件事
[00:07:10.000 --> 00:07:12.000]  不只是成不成功
[00:07:12.000 --> 00:07:14.000]  不只是和好和不好
[00:07:14.000 --> 00:07:16.000]  成功之後
[00:07:16.000 --> 00:07:18.000]  要繼續保持
[00:07:18.000 --> 00:07:20.000]  和好之後要繼續和好
[00:07:20.000 --> 00:07:22.000]  我看了一份報告
[00:07:22.000 --> 00:07:24.000]  他說在人類歷史
[00:07:24.000 --> 00:07:26.000]  3400多年裏
[00:07:26.000 --> 00:07:28.000]  簽訂的和約8000多個
[00:07:28.000 --> 00:07:30.000]  平均能夠保持的
[00:07:30.000 --> 00:07:32.000]  只是兩年
[00:07:32.000 --> 00:07:34.000]  平均兩年之內
[00:07:34.000 --> 00:07:36.000]  或者兩年之內
[00:07:36.000 --> 00:07:38.000]  就會毀約
[00:07:38.000 --> 00:07:40.000]  我不知道你信主多久
[00:07:40.000 --> 00:07:42.000]  我不知道你信主多久
[00:07:42.000 --> 00:07:44.000]  在你信主這麼多年裏
[00:07:44.000 --> 00:07:46.000]  有多少年你可以跟神說
[00:07:46.000 --> 00:07:48.000]  今年我與神和好
[00:07:48.000 --> 00:07:50.000]  在今年裏有多少個月
[00:07:50.000 --> 00:07:52.000]  你可以跟神說我是與神和好的
[00:07:52.000 --> 00:07:54.000]  在這個禮拜裏有多少天
[00:07:54.000 --> 00:07:56.000]  你可以跟神說我是與神和好的
[00:07:56.000 --> 00:07:58.000]  他不想我做的事
[00:07:58.000 --> 00:08:00.000]  我有去做我應該做的事
[00:08:00.000 --> 00:08:02.000]  有沒有與神和好
[00:08:02.000 --> 00:08:04.000]  有沒有與神和好
[00:08:04.000 --> 00:08:06.000]  今年在疫情當中
[00:08:06.000 --> 00:08:08.000]  我與弟兄姊妹聊天
[00:08:08.000 --> 00:08:10.000]  發現他們都有分享
[00:08:10.000 --> 00:08:12.000]  很多想做的事
[00:08:12.000 --> 00:08:14.000]  做不到
[00:08:14.000 --> 00:08:16.000]  不可以做
[00:08:16.000 --> 00:08:18.000]  很多不應該做的事做了
[00:08:18.000 --> 00:08:20.000]  甚至很多不應該吃的事吃了
[00:08:20.000 --> 00:08:22.000]  很多人停了
[00:08:22.000 --> 00:08:24.000]  好的習慣
[00:08:24.000 --> 00:08:26.000]  開始了不好的習慣
[00:08:26.000 --> 00:08:28.000]  弟兄姊妹在這個時候
[00:08:28.000 --> 00:08:30.000]  聖誕節的時候和平的軍禮
[00:08:30.000 --> 00:08:32.000]  是為了我們能夠有平安
[00:08:32.000 --> 00:08:34.000]  我們要保持與神和好的平安
[00:08:34.000 --> 00:08:36.000]  我們要保持與神和好的平安
[00:08:36.000 --> 00:08:38.000]  在這個時候要想一想有些什麼事
[00:08:38.000 --> 00:08:40.000]  在這個時候要想一想有些什麼事
[00:08:40.000 --> 00:08:42.000]  我們不應該做的
[00:08:42.000 --> 00:08:44.000]  還在做
[00:08:44.000 --> 00:08:46.000]  有些事我們應該做的仍然在拖
[00:08:46.000 --> 00:08:48.000]  聖誕節的時候
[00:08:48.000 --> 00:08:50.000]  在這個時候
[00:08:50.000 --> 00:08:52.000]  我們有一個反思
[00:08:52.000 --> 00:08:54.000]  有一個反省
[00:08:54.000 --> 00:08:56.000]  有一個檢討
[00:08:56.000 --> 00:08:58.000]  我們要保持與神和好的平安
[00:08:58.000 --> 00:09:00.000]  波羅西書三章十五節
[00:09:00.000 --> 00:09:02.000]  聖經這樣說
[00:09:02.000 --> 00:09:04.000]  要叫基督的平安
[00:09:04.000 --> 00:09:06.000]  在你心裏面作主
[00:09:06.000 --> 00:09:08.000]  我記得在美國讀神學的時候
[00:09:08.000 --> 00:09:10.000]  有一個教授
[00:09:10.000 --> 00:09:12.000]  問了我們一個問題
[00:09:12.000 --> 00:09:14.000]  他說如果神可以隨心所欲
[00:09:14.000 --> 00:09:16.000]  可以在你生命當中隨心所欲
[00:09:16.000 --> 00:09:18.000]  你會做什麼事
[00:09:18.000 --> 00:09:20.000]  你會不做什麼事
[00:09:20.000 --> 00:09:22.000]  他說不要說難處
[00:09:22.000 --> 00:09:24.000]  你自己寫下來
[00:09:24.000 --> 00:09:26.000]  我們寫完之後
[00:09:26.000 --> 00:09:28.000]  他說你求神幫你
[00:09:28.000 --> 00:09:30.000]  去做你應該做的事
[00:09:30.000 --> 00:09:32.000]  我們需要保持與神和好的平安
[00:09:32.000 --> 00:09:34.000]  我們需要保持與神和好的平安
[00:09:34.000 --> 00:09:36.000]  我們需要保持與神和好的平安
[00:09:36.000 --> 00:09:38.000]  今次大綱有些不同
[00:09:38.000 --> 00:09:40.000]  我有三個表格
[00:09:40.000 --> 00:09:42.000]  我盼望大家在聖誕節期間
[00:09:42.000 --> 00:09:44.000]  我們不可以去旅遊
[00:09:44.000 --> 00:09:46.000]  我們在家裏好好反省
[00:09:46.000 --> 00:09:48.000]  我們要保持與神和好的平安
[00:09:48.000 --> 00:09:50.000]  我們要保持與神和好的平安
[00:09:50.000 --> 00:09:52.000]  今天所聽的我們不單止知道
[00:09:52.000 --> 00:09:54.000]  而且要去做
[00:09:54.000 --> 00:09:56.000]  第一件事保持與神和好的平安
[00:09:56.000 --> 00:09:58.000]  我提議大家有四件事
[00:09:58.000 --> 00:10:00.000]  我們要做
[00:10:00.000 --> 00:10:02.000]  第一要寫下來
[00:10:02.000 --> 00:10:04.000]  第二要定下來
[00:10:04.000 --> 00:10:06.000]  第三要說出來
[00:10:06.000 --> 00:10:08.000]  第四要做出來
[00:10:08.000 --> 00:10:10.000]  寫下什麼你要做
[00:10:10.000 --> 00:10:12.000]  定下你什麼時候要做
[00:10:12.000 --> 00:10:14.000]  跟人說你要做什麼
[00:10:14.000 --> 00:10:16.000]  最後你要做出來
[00:10:16.000 --> 00:10:18.000]  做出來之後就要打個勾
[00:10:18.000 --> 00:10:20.000]  即是你做了或寫了日期
[00:10:20.000 --> 00:10:22.000]  你什麼時候完成了
[00:10:22.000 --> 00:10:24.000]  譬如你要去找個人
[00:10:24.000 --> 00:10:26.000]  譬如你要去還回一些東西
[00:10:26.000 --> 00:10:28.000]  譬如你要開始一些東西
[00:10:28.000 --> 00:10:30.000]  什麼時候開始了
[00:10:30.000 --> 00:10:32.000]  寫下來
[00:10:32.000 --> 00:10:34.000]  寫下來定下來
[00:10:34.000 --> 00:10:36.000]  說出來做出來
[00:10:36.000 --> 00:10:38.000]  我自己
[00:10:38.000 --> 00:10:40.000]  每一年都會做一些這些的事
[00:10:40.000 --> 00:10:42.000]  我自己
[00:10:42.000 --> 00:10:44.000]  我記得有一次我寫下了四個字
[00:10:44.000 --> 00:10:46.000]  就是不要多管閒事
[00:10:46.000 --> 00:10:48.000]  不要多管閒事
[00:10:48.000 --> 00:10:50.000]  其實意思就是
[00:10:50.000 --> 00:10:52.000]  正式來說就是我要更加專心
[00:10:52.000 --> 00:10:54.000]  不要什麼都管
[00:10:54.000 --> 00:10:56.000]  不要什麼都做
[00:10:56.000 --> 00:10:58.000]  要自己搞到自己很忙很累
[00:10:58.000 --> 00:11:00.000]  有時候我太太都說
[00:11:00.000 --> 00:11:02.000]  為什麼你這麼累
[00:11:02.000 --> 00:11:04.000]  不是事必要你做的
[00:11:04.000 --> 00:11:06.000]  這個世界沒有你真的會不行嗎
[00:11:06.000 --> 00:11:08.000]  不是的
[00:11:08.000 --> 00:11:10.000]  你要看著你自己
[00:11:10.000 --> 00:11:12.000]  不要做到自己太累才行
[00:11:12.000 --> 00:11:14.000]  我自己寫下了
[00:11:14.000 --> 00:11:16.000]  不要多管閒事
[00:11:16.000 --> 00:11:18.000]  其中有些東西就寫下了
[00:11:18.000 --> 00:11:20.000]  不要再管了
[00:11:20.000 --> 00:11:22.000]  不需要你管的
[00:11:22.000 --> 00:11:24.000]  不是沒有人管
[00:11:24.000 --> 00:11:26.000]  有人在管的
[00:11:26.000 --> 00:11:28.000]  你就不要管了
[00:11:28.000 --> 00:11:30.000]  我就寫下了一些東西
[00:11:30.000 --> 00:11:32.000]  我就可以專心去做一些我應該做的事
[00:11:32.000 --> 00:11:34.000]  那定下來什麼時候呢
[00:11:34.000 --> 00:11:36.000]  就是現在開始
[00:11:36.000 --> 00:11:38.000]  就開始不要再管這些東西
[00:11:38.000 --> 00:11:40.000]  同時我找了一個弟兄
[00:11:40.000 --> 00:11:42.000]  專心一點
[00:11:42.000 --> 00:11:44.000]  集中一點去做我應該做的事
[00:11:44.000 --> 00:11:46.000]  不要別人做你又做
[00:11:46.000 --> 00:11:48.000]  你又搶著來做
[00:11:48.000 --> 00:11:50.000]  最後我自己做了就打個停
[00:11:50.000 --> 00:11:52.000]  我做了
[00:11:52.000 --> 00:11:54.000]  弟兄姊妹你真的要想一想
[00:11:54.000 --> 00:11:56.000]  我們要保持與神和好的平安
[00:11:56.000 --> 00:11:58.000]  有什麼應該做的我們去做
[00:11:58.000 --> 00:12:00.000]  不應該做的我們就不要做
[00:12:00.000 --> 00:12:02.000]  想一想有沒有
[00:12:02.000 --> 00:12:04.000]  你想不到就問一問
[00:12:04.000 --> 00:12:06.000]  問一問當然有的
[00:12:06.000 --> 00:12:08.000]  你就試一下
[00:12:08.000 --> 00:12:10.000]  當能夠做神要我們做的事
[00:12:10.000 --> 00:12:12.000]  我們不要去做神要我們做的事
[00:12:12.000 --> 00:12:14.000]  那種平安是非常之好的
[00:12:14.000 --> 00:12:16.000]  非常之好的
[00:12:16.000 --> 00:12:18.000]  我發現能夠勝過自己
[00:12:18.000 --> 00:12:20.000]  而且能夠知道
[00:12:20.000 --> 00:12:22.000]  我是在做神要我做的事
[00:12:22.000 --> 00:12:24.000]  我是沒有做神要我做的事
[00:12:24.000 --> 00:12:26.000]  真的好開心
[00:12:26.000 --> 00:12:28.000]  發現自己能夠掌控
[00:12:28.000 --> 00:12:30.000]  不是失控
[00:12:30.000 --> 00:12:32.000]  那種的心安
[00:12:32.000 --> 00:12:34.000]  是錢都買不到的
[00:12:34.000 --> 00:12:36.000]  錢都買不到的
[00:12:36.000 --> 00:12:38.000]  錢都買不到的
[00:12:38.000 --> 00:12:40.000]  錢都買不到的
[00:12:40.000 --> 00:12:42.000]  我記得有一次我去一個退休會
[00:12:42.000 --> 00:12:44.000]  是夏天八月份
[00:12:44.000 --> 00:12:46.000]  我講道經常都出汗
[00:12:46.000 --> 00:12:48.000]  我記得那裡是夏天
[00:12:48.000 --> 00:12:50.000]  而且那裡沒有冷氣
[00:12:50.000 --> 00:12:52.000]  所以出到滿身汗
[00:12:52.000 --> 00:12:54.000]  整個人講完道
[00:12:54.000 --> 00:12:56.000]  黏黏的
[00:12:56.000 --> 00:12:58.000]  我記得講完道之後我就沒有留下
[00:12:58.000 --> 00:13:00.000]  馬上回房間
[00:13:00.000 --> 00:13:02.000]  洗澡
[00:13:02.000 --> 00:13:04.000]  我記得我走出來
[00:13:04.000 --> 00:13:06.000]  自己摸自己的手
[00:13:06.000 --> 00:13:08.000]  因為那時候手腕
[00:13:08.000 --> 00:13:10.000]  關節那裡
[00:13:10.000 --> 00:13:12.000]  很黏黏的
[00:13:12.000 --> 00:13:14.000]  洗完澡摸一摸
[00:13:14.000 --> 00:13:16.000]  很滑
[00:13:16.000 --> 00:13:18.000]  原來你將一些很黏黏的東西
[00:13:18.000 --> 00:13:20.000]  抹掉洗掉
[00:13:20.000 --> 00:13:22.000]  很舒服的
[00:13:22.000 --> 00:13:24.000]  一個人做一些不應該做的事
[00:13:24.000 --> 00:13:26.000]  心虛
[00:13:26.000 --> 00:13:28.000]  一個人沒有做應該做的事
[00:13:28.000 --> 00:13:30.000]  內疚
[00:13:30.000 --> 00:13:32.000]  我們要保持
[00:13:32.000 --> 00:13:34.000]  與神和好的平安
[00:13:34.000 --> 00:13:36.000]  如果你知道的話
[00:13:36.000 --> 00:13:38.000]  如果你知道的話
[00:13:38.000 --> 00:13:40.000]  寫下它
[00:13:40.000 --> 00:13:42.000]  跟別人說
[00:13:42.000 --> 00:13:44.000]  做個決定
[00:13:44.000 --> 00:13:46.000]  而且要將它做出來
[00:13:46.000 --> 00:13:48.000]  你可以擁有
[00:13:48.000 --> 00:13:50.000]  保持與神和好的平安
[00:13:50.000 --> 00:13:52.000]  求神幫助我們
[00:13:52.000 --> 00:13:54.000]  保持與神和好的平安
[00:13:54.000 --> 00:13:56.000]  有所為有所不為
[00:13:56.000 --> 00:13:58.000]  第二件事
[00:13:58.000 --> 00:14:00.000]  就是要保守
[00:14:00.000 --> 00:14:02.000]  從神而來的平安
[00:14:02.000 --> 00:14:04.000]  保守從神而來的平安
[00:14:04.000 --> 00:14:06.000]  肥立表書第四章六至七節
[00:14:06.000 --> 00:14:08.000]  神所賜出人意外的平安
[00:14:08.000 --> 00:14:10.000]  必在基督耶穌裡
[00:14:10.000 --> 00:14:12.000]  保守你們的心懷意念
[00:14:12.000 --> 00:14:14.000]  第六節說
[00:14:14.000 --> 00:14:16.000]  不要一無掛慮
[00:14:16.000 --> 00:14:18.000]  一無掛慮
[00:14:18.000 --> 00:14:20.000]  不要掛慮
[00:14:20.000 --> 00:14:22.000]  這談何容易
[00:14:22.000 --> 00:14:24.000]  你想想
[00:14:24.000 --> 00:14:26.000]  每天打開電視
[00:14:26.000 --> 00:14:28.000]  打開手機
[00:14:28.000 --> 00:14:30.000]  看到的都是
[00:14:30.000 --> 00:14:32.000]  讓我掛慮的事
[00:14:32.000 --> 00:14:34.000]  這叫一無掛慮
[00:14:34.000 --> 00:14:36.000]  神賜出人意外的平安
[00:14:36.000 --> 00:14:38.000]  出人意外是甚麼意思
[00:14:38.000 --> 00:14:40.000]  你想不到
[00:14:40.000 --> 00:14:42.000]  原來在這麼不好
[00:14:42.000 --> 00:14:44.000]  這麼多憂慮的環境裡
[00:14:44.000 --> 00:14:46.000]  人可以有
[00:14:46.000 --> 00:14:48.000]  出人意外的平安
[00:14:48.000 --> 00:14:50.000]  有一次
[00:14:50.000 --> 00:14:52.000]  我和太太聊天
[00:14:52.000 --> 00:14:54.000]  今天最好不要出門
[00:14:54.000 --> 00:14:56.000]  因為出門不平安
[00:14:56.000 --> 00:14:58.000]  留在家裡又平安
[00:14:58.000 --> 00:15:00.000]  我和她聊天
[00:15:00.000 --> 00:15:02.000]  留在家裡也不平安
[00:15:02.000 --> 00:15:04.000]  她問為甚麼留在家裡不平安
[00:15:04.000 --> 00:15:06.000]  她有時留在家裡坐得太多
[00:15:06.000 --> 00:15:08.000]  留在家裡吃得太多
[00:15:08.000 --> 00:15:10.000]  所以有時
[00:15:10.000 --> 00:15:12.000]  我每天都會上榜
[00:15:12.000 --> 00:15:14.000]  看一看
[00:15:14.000 --> 00:15:16.000]  為何這支針過了一點
[00:15:16.000 --> 00:15:18.000]  有一次她和我說
[00:15:18.000 --> 00:15:20.000]  老婆我重了兩磅
[00:15:20.000 --> 00:15:22.000]  重了兩磅多
[00:15:22.000 --> 00:15:24.000]  這麼誇張的幾天
[00:15:24.000 --> 00:15:26.000]  因為真的在家裡坐得太多
[00:15:26.000 --> 00:15:28.000]  吃得太多
[00:15:28.000 --> 00:15:30.000]  在家裡也不平安
[00:15:30.000 --> 00:15:32.000]  人不平安有很多原因
[00:15:32.000 --> 00:15:34.000]  這個世界為何人會有憂慮
[00:15:34.000 --> 00:15:36.000]  人會不平安
[00:15:36.000 --> 00:15:38.000]  有兩件事
[00:15:38.000 --> 00:15:40.000]  帶給我們很多憂慮很多不平安
