
[00:00:00.000 --> 00:00:05.000]  教會一間在香港的北方堂
[00:02:52.000 --> 00:02:56.000]  也就藉著他以上帝為樂
[00:02:57.000 --> 00:02:59.000]  我想證明你
[00:02:59.000 --> 00:03:01.000]  我很久沒有回港島
[00:03:01.000 --> 00:03:02.000]  我想告訴你
[00:03:02.000 --> 00:03:04.000]  我原本有港章
[00:03:04.000 --> 00:03:07.000]  但港章留在電腦裡
[00:03:07.000 --> 00:03:09.000]  現在可以拿港章出來
[00:03:09.000 --> 00:03:11.000]  你等我一會兒
[00:03:11.000 --> 00:03:15.000]  我想告訴你
[00:03:15.000 --> 00:03:17.000]  我以前是做環保署的
[00:03:17.000 --> 00:03:19.000]  很久就不印港章了
[00:03:19.000 --> 00:03:21.000]  全部在我的電腦上
[00:03:21.000 --> 00:03:24.000]  我預備這次港島的時候
[00:03:24.000 --> 00:03:27.000]  很久以前多謝牧師邀請我
[00:03:27.000 --> 00:03:30.000]  我開始想究竟說些什麼好呢
[00:03:30.000 --> 00:03:33.000]  那時我在香港過了幾年
[00:03:33.000 --> 00:03:36.000]  我們香港的人都多災多難
[00:03:36.000 --> 00:03:39.000]  現在出街下雨
[00:03:39.000 --> 00:03:42.000]  不知道擔黃遮還是擔藍遮好
[00:03:42.000 --> 00:03:45.000]  擔遮已經是爛的了
[00:03:45.000 --> 00:03:47.000]  不知道要選什麼顏色
[00:03:47.000 --> 00:03:50.000]  有些人說留在這裡好還是走好呢
[00:03:50.000 --> 00:03:53.000]  有些人說買好還是賣好呢
[00:03:53.000 --> 00:03:55.000]  現在樓市看不通
[00:03:55.000 --> 00:03:57.000]  好像很煩
[00:03:57.000 --> 00:03:59.000]  我就說不如這樣吧
[00:03:59.000 --> 00:04:01.000]  說些難題的事
[00:04:01.000 --> 00:04:03.000]  面對基督徒面對困難的事
[00:04:03.000 --> 00:04:04.000]  或者大家有共鳴
[00:04:04.000 --> 00:04:06.000]  但當我越預備的時候
[00:04:06.000 --> 00:04:09.000]  越想你們不是香港人
[00:04:09.000 --> 00:04:13.000]  你們喜歡可以去Cruise
[00:04:13.000 --> 00:04:16.000]  有什麼可以去是Look Card
[00:04:16.000 --> 00:04:19.000]  尤其當你有資格
[00:04:19.000 --> 00:04:21.000]  有空就可以回香港
[00:04:21.000 --> 00:04:23.000]  有錢就可以到處去
[00:04:23.000 --> 00:04:26.000]  沒資格的仍然有排網
[00:04:26.000 --> 00:04:29.000]  可以盡快拿到福利
[00:04:29.000 --> 00:04:33.000]  所以我怕我剛才讀的那段經文
[00:04:33.000 --> 00:04:35.000]  未必適合你們
[00:04:35.000 --> 00:04:39.000]  可能在Lake County已經沒什麼苦難了
[00:04:39.000 --> 00:04:41.000]  對不對
[00:04:41.000 --> 00:04:43.000]  不對
[00:04:43.000 --> 00:04:45.000]  可能人到每個階段
[00:04:45.000 --> 00:04:47.000]  雖然看上去你看我好我看你好
[00:04:47.000 --> 00:04:49.000]  都有困難的事
[00:04:49.000 --> 00:04:51.000]  無論是關係上的困難
[00:04:51.000 --> 00:04:53.000]  工作上的挑戰
[00:04:53.000 --> 00:04:55.000]  甚至有時候起床
[00:04:55.000 --> 00:04:57.000]  為什麼這麼久才能下床呢
[00:04:57.000 --> 00:05:00.000]  晚上又要起床多兩次呢
[00:05:00.000 --> 00:05:03.000]  開始很擔心這些事的時候
[00:05:03.000 --> 00:05:05.000]  就算在Lake County來說
[00:05:05.000 --> 00:05:07.000]  都很難避免的我相信
[00:05:07.000 --> 00:05:09.000]  尤其是你量一下血壓
[00:05:09.000 --> 00:05:11.000]  發覺為什麼突然間
[00:05:11.000 --> 00:05:12.000]  120這麼漂亮
[00:05:12.000 --> 00:05:14.000]  現在變成140多
[00:05:14.000 --> 00:05:16.000]  所以
[00:05:16.000 --> 00:05:18.000]  或許這段經文
[00:05:18.000 --> 00:05:22.000]  雖然對你們比較安逸的人來說
[00:05:22.000 --> 00:05:26.000]  好像沒這麼即時的效應
[00:05:26.000 --> 00:05:28.000]  但想深一層
[00:05:28.000 --> 00:05:31.000]  我們人生不是沒有困難的
[00:05:31.000 --> 00:05:33.000]  所以我今天想跟大家說
[00:05:33.000 --> 00:05:36.000]  保羅怎麼說基督徒應該可以面對困難
[00:05:36.000 --> 00:05:38.000]  應該比不信主的人好一點
[00:05:38.000 --> 00:05:41.000]  有優勢一點
[00:05:41.000 --> 00:05:43.000]  我不知道這裡有哪幾個還沒信主
[00:05:43.000 --> 00:05:45.000]  除了我的家人之外
[00:05:45.000 --> 00:05:47.000]  好了 再做東西的還沒信主
[00:05:47.000 --> 00:05:49.000]  後來有些信主的時候
[00:05:49.000 --> 00:05:51.000]  有些信主的人
[00:05:51.000 --> 00:05:53.000]  可能都好像還沒信主的人的想法
[00:05:53.000 --> 00:05:55.000]  因為信主之後就一帆風順
[00:05:55.000 --> 00:05:57.000]  什麼事都沒有了
[00:05:57.000 --> 00:05:59.000]  弟弟可以進到好大學
[00:05:59.000 --> 00:06:01.000]  老婆又煮得越來越好吃
[00:06:01.000 --> 00:06:03.000]  老公又越來越疼你
[00:06:03.000 --> 00:06:07.000]  好像完全都沒有痛楚
[00:06:07.000 --> 00:06:11.000]  不過看上去
[00:06:11.000 --> 00:06:13.000]  都很多成年人
[00:06:13.000 --> 00:06:15.000]  大家都可能知道
[00:06:15.000 --> 00:06:17.000]  說就是這樣說 笑就是這樣笑
[00:06:17.000 --> 00:06:19.000]  但事實上不是
[00:06:19.000 --> 00:06:21.000]  尤其是當我們讀到保羅說
[00:06:21.000 --> 00:06:23.000]  他說
[00:06:23.000 --> 00:06:25.000]  我們又藉著他恩信
[00:06:25.000 --> 00:06:27.000]  得進入現在所站的恩典中
[00:06:27.000 --> 00:06:29.000]  並且歡歡喜喜
[00:06:29.000 --> 00:06:31.000]  盼望神的榮耀
[00:06:31.000 --> 00:06:33.000]  這麼開心
[00:06:33.000 --> 00:06:35.000]  第三節 不但如此
[00:06:35.000 --> 00:06:37.000]  就算是患難中
[00:06:37.000 --> 00:06:39.000]  也歡歡喜喜
[00:06:39.000 --> 00:06:41.000]  我們基督徒想像的這些都不自然
[00:06:41.000 --> 00:06:43.000]  有哪個基督徒剛好沒有了工作
[00:06:43.000 --> 00:06:45.000]  當時被人開槍
[00:06:45.000 --> 00:06:47.000]  在公司門口大聲笑
[00:06:47.000 --> 00:06:49.000]  好了 開槍了
[00:06:49.000 --> 00:06:51.000]  沒有這樣的人
[00:06:51.000 --> 00:06:53.000]  很可能一和合本
[00:06:53.000 --> 00:06:55.000]  歡歡喜喜不是全面性
[00:06:55.000 --> 00:06:57.000]  沒有一個人面對困難或傷心
[00:06:57.000 --> 00:06:59.000]  會擠眼淚出來笑
[00:06:59.000 --> 00:07:01.000]  不會的
[00:07:01.000 --> 00:07:03.000]  歡歡喜喜比較新的
[00:07:03.000 --> 00:07:05.000]  譯本譯為自誇
[00:07:05.000 --> 00:07:07.000]  因為希臘字原本是講自誇
[00:07:07.000 --> 00:07:09.000]  保羅的書信常常用自誇
[00:07:09.000 --> 00:07:11.000]  即是說
[00:07:11.000 --> 00:07:13.000]  很沙塵
[00:07:13.000 --> 00:07:15.000]  你也奇怪
[00:07:15.000 --> 00:07:17.000]  為什麼患難會很沙塵
[00:07:17.000 --> 00:07:19.000]  你拿著美國護照就會沙塵
[00:07:19.000 --> 00:07:21.000]  或者你拿著獎者卡
[00:07:21.000 --> 00:07:23.000]  就會沙塵
[00:07:23.000 --> 00:07:25.000]  雖然別人笑你老
[00:07:25.000 --> 00:07:27.000]  但他們說我夠老
[00:07:27.000 --> 00:07:29.000]  自誇是可以說
[00:07:29.000 --> 00:07:31.000]  但與歡喜有什麼關係呢
[00:07:31.000 --> 00:07:33.000]  另外一個比較新的譯本
[00:07:33.000 --> 00:07:35.000]  覺得這句說話可能譯為
[00:07:35.000 --> 00:07:37.000]  歡呼自豪
[00:07:39.000 --> 00:07:41.000]  遇到患難的時候
[00:07:41.000 --> 00:07:43.000]  可以挺起胸膛
[00:07:43.000 --> 00:07:45.000]  就說患難了
[00:07:45.000 --> 00:07:47.000]  Bring it on
[00:07:47.000 --> 00:07:49.000]  即是
[00:07:49.000 --> 00:07:51.000]  我知道我後台厲害
[00:07:51.000 --> 00:07:53.000]  我知道過了患難之後
[00:07:53.000 --> 00:07:55.000]  我會更上一層樓
[00:07:55.000 --> 00:07:57.000]  來吧
[00:07:57.000 --> 00:07:59.000]  儘管來吧
[00:07:59.000 --> 00:08:01.000]  以前當芝加哥公牛隊
[00:08:01.000 --> 00:08:03.000]  是鼎盛的時候
[00:08:03.000 --> 00:08:05.000]  我們就有這樣的感覺
[00:08:05.000 --> 00:08:07.000]  來吧
[00:08:07.000 --> 00:08:09.000]  我們佐敦先生
[00:08:09.000 --> 00:08:11.000]  有這樣的感覺
[00:08:11.000 --> 00:08:13.000]  他知道
[00:08:13.000 --> 00:08:15.000]  我們基督徒
[00:08:15.000 --> 00:08:17.000]  即使面對困難
[00:08:17.000 --> 00:08:19.000]  我們都可以挺起胸膛腰直
[00:08:19.000 --> 00:08:21.000]  甚至說
[00:08:21.000 --> 00:08:23.000]  我怕你
[00:08:23.000 --> 00:08:25.000]  因為我們知道將來
[00:08:25.000 --> 00:08:27.000]  我們經過了這個波浪之後
[00:08:27.000 --> 00:08:29.000]  我們會更上一層樓
[00:08:29.000 --> 00:08:31.000]  這就是我們的信仰
[00:08:31.000 --> 00:08:33.000]  讓我們面對困難
[00:08:33.000 --> 00:08:35.000]  或者我講日常生活的事
[00:08:35.000 --> 00:08:37.000]  大家比較容易明白
[00:08:37.000 --> 00:08:39.000]  這裡有一個Paul
[00:08:39.000 --> 00:08:41.000]  Paul Ng
[00:08:41.000 --> 00:08:43.000]  在不在
[00:08:43.000 --> 00:08:45.000]  這裡有另外一個Paul
[00:08:45.000 --> 00:08:47.000]  叫做Paul Sito
[00:08:47.000 --> 00:08:49.000]  跟著有一個叫David Choi
[00:08:49.000 --> 00:08:51.000]  剛才唱詩歌
[00:08:51.000 --> 00:08:53.000]  他們三個有什麼共通的地方呢
[00:08:53.000 --> 00:08:55.000]  他們三個就是
[00:08:55.000 --> 00:08:57.000]  家裡水喉爛了
[00:08:57.000 --> 00:08:59.000]  洗衣機壞了
[00:08:59.000 --> 00:09:01.000]  你叫他們來他們就能修好
[00:09:01.000 --> 00:09:03.000]  不過我相信
[00:09:03.000 --> 00:09:05.000]  當他們來香港的時候
[00:09:05.000 --> 00:09:07.000]  他們不是那麼厲害
[00:09:07.000 --> 00:09:09.000]  很多時候我在香港
[00:09:09.000 --> 00:09:11.000]  聽朋友回來的時候
[00:09:11.000 --> 00:09:13.000]  他們跟我們說
[00:09:13.000 --> 00:09:15.000]  你們香港人動不動就叫師傅來
[00:09:15.000 --> 00:09:17.000]  動不動就叫師傅來
[00:09:17.000 --> 00:09:19.000]  全部都不會做事
[00:09:19.000 --> 00:09:21.000]  我們在美國就沒有那麼多機會叫師傅
[00:09:21.000 --> 00:09:23.000]  什麼都自己來
[00:09:23.000 --> 00:09:25.000]  他好像是神
[00:09:25.000 --> 00:09:27.000]  好像羨慕香港人
[00:09:27.000 --> 00:09:29.000]  其實他不是
[00:09:29.000 --> 00:09:31.000]  如果Paul Sito回香港
[00:09:31.000 --> 00:09:33.000]  其實他是浪費了命
[00:09:33.000 --> 00:09:37.000]  他就說
[00:09:37.000 --> 00:09:39.000]  你都不會做事
[00:09:39.000 --> 00:09:41.000]  我一去就搞定了
[00:09:41.000 --> 00:09:43.000]  誰像他那麼厲害
[00:09:43.000 --> 00:09:45.000]  他們有這樣的
[00:09:45.000 --> 00:09:47.000]  自誇歡呼自豪
[00:09:47.000 --> 00:09:49.000]  為什麼呢
[00:09:49.000 --> 00:09:51.000]  因為他們曾經說美國的勞工很貴
[00:09:51.000 --> 00:09:53.000]  你叫他們來看看
[00:09:53.000 --> 00:09:55.000]  做不做事都不見得
[00:09:55.000 --> 00:09:57.000]  50至100美金
[00:09:57.000 --> 00:09:59.000]  這樣的困難
[00:09:59.000 --> 00:10:01.000]  我會克服它
[00:10:01.000 --> 00:10:03.000]  我會自己下手下腳
[00:10:03.000 --> 00:10:05.000]  誰知道拆了兩個洗衣機
[00:10:05.000 --> 00:10:07.000]  壞了兩個
[00:10:07.000 --> 00:10:09.000]  第三個自己會修
[00:10:09.000 --> 00:10:11.000]  以後就這樣搞定了
[00:10:11.000 --> 00:10:13.000]  所以面對困難
[00:10:13.000 --> 00:10:15.000]  日常生活不是死局
[00:10:15.000 --> 00:10:19.000]  所以你做了之後
[00:10:19.000 --> 00:10:21.000]  他們生活都可能找困難
[00:10:21.000 --> 00:10:23.000]  做了一個洗衣機
[00:10:23.000 --> 00:10:25.000]  他周圍問
[00:10:25.000 --> 00:10:27.000]  友邦警察你有沒有洗衣機壞
[00:10:27.000 --> 00:10:29.000]  他不怕
[00:10:29.000 --> 00:10:31.000]  他說做完之後
[00:10:31.000 --> 00:10:33.000]  他更熟練
[00:10:33.000 --> 00:10:35.000]  患難生忍耐
[00:10:35.000 --> 00:10:37.000]  我坐下來不理他
[00:10:37.000 --> 00:10:39.000]  逐件逐件拆
[00:10:39.000 --> 00:10:41.000]  我忍住來
[00:10:41.000 --> 00:10:43.000]  第一個機拆完
[00:10:43.000 --> 00:10:45.000]  拆完OK了
[00:10:45.000 --> 00:10:47.000]  拆完之前為什麼剩下兩顆螺絲釘
[00:10:47.000 --> 00:10:49.000]  有經驗
[00:10:49.000 --> 00:10:51.000]  拆第二第三個
[00:10:51.000 --> 00:10:53.000]  患難生忍耐
[00:10:53.000 --> 00:10:55.000]  忍耐生老練
[00:10:55.000 --> 00:10:57.000]  熬得過痛苦
[00:10:57.000 --> 00:10:59.000]  不怕他
[00:10:59.000 --> 00:11:01.000]  老練就有拍幕
[00:11:01.000 --> 00:11:03.000]  積極了
[00:11:03.000 --> 00:11:05.000]  知道前面的事我一定可以掌握到
[00:11:05.000 --> 00:11:07.000]  不需要再怕你
[00:11:07.000 --> 00:11:09.000]  我知道不是每個人都是手作的handyman
[00:11:09.000 --> 00:11:13.000]  但我們當中
[00:11:13.000 --> 00:11:15.000]  可能有人都做過
[00:11:15.000 --> 00:11:17.000]  供樓
[00:11:17.000 --> 00:11:19.000]  mortgage
[00:11:19.000 --> 00:11:21.000]  你們有沒有mortgage
[00:11:21.000 --> 00:11:23.000]  全身脫身
[00:11:23.000 --> 00:11:25.000]  有mortgage的時候
[00:11:25.000 --> 00:11:27.000]  每次兩個星期
[00:11:27.000 --> 00:11:29.000]  一個月的paycheck不見了一截
[00:11:29.000 --> 00:11:31.000]  痛不痛苦
[00:11:31.000 --> 00:11:33.000]  痛苦
[00:11:33.000 --> 00:11:35.000]  然後外出吃飯
[00:11:35.000 --> 00:11:37.000]  不敢過星期五外出吃飯
[00:11:37.000 --> 00:11:39.000]  絕對不可以
[00:11:39.000 --> 00:11:43.000]  你怕不怕失去工作
[00:11:43.000 --> 00:11:45.000]  肯定怕
[00:11:45.000 --> 00:11:47.000]  過月供樓
[00:11:47.000 --> 00:11:49.000]  那時候的生活困難嗎
[00:11:49.000 --> 00:11:51.000]  絕對困難
[00:11:51.000 --> 00:11:53.000]  那不是困難嗎
[00:11:53.000 --> 00:11:55.000]  是,但困難你又要撐
[00:11:55.000 --> 00:11:57.000]  你又要捱
[00:11:57.000 --> 00:11:59.000]  因為我想供完一間屋
[00:11:59.000 --> 00:12:03.000]  有個盼望有個前景
[00:12:03.000 --> 00:12:05.000]  因為我沒有供屋
[00:12:05.000 --> 00:12:07.000]  我都
[00:12:07.000 --> 00:12:09.000]  養子女
[00:12:09.000 --> 00:12:11.000]  也有人養過子女
[00:12:11.000 --> 00:12:15.000]  養子女困不困難
[00:12:15.000 --> 00:12:19.000]  子女不在你放心說
[00:12:19.000 --> 00:12:21.000]  絕對困難
[00:12:21.000 --> 00:12:23.000]  有沒有吐血
[00:12:23.000 --> 00:12:25.000]  間中
[00:12:25.000 --> 00:12:27.000]  貴不貴
[00:12:27.000 --> 00:12:29.000]  肯定貴
[00:12:29.000 --> 00:12:31.000]  像陳牧師說的
[00:12:31.000 --> 00:12:33.000]  養一個幾百萬
[00:12:33.000 --> 00:12:35.000]  所以他已經是千萬富翁
[00:12:35.000 --> 00:12:37.000]  你數數他已經知道
[00:12:37.000 --> 00:12:41.000]  但有沒有回報
[00:12:41.000 --> 00:12:45.000]  零頭,沒有回報
[00:12:45.000 --> 00:12:47.000]  有回報的
[00:12:47.000 --> 00:12:49.000]  你不要想著錢
[00:12:49.000 --> 00:12:51.000]  不要這麼虧
[00:12:51.000 --> 00:12:53.000]  我今天在這裡的原因
[00:12:53.000 --> 00:12:55.000]  就是因為我女兒
[00:12:55.000 --> 00:12:57.000]  昨天畢業
[00:12:57.000 --> 00:12:59.000]  她還沒有給我家用
[00:12:59.000 --> 00:13:03.000]  但已經有回報
[00:13:03.000 --> 00:13:05.000]  以前的痛苦,以前的吐血
[00:13:05.000 --> 00:13:07.000]  患難生忍耐
[00:13:07.000 --> 00:13:09.000]  忍耐生老練
[00:13:09.000 --> 00:13:11.000]  你知道現在的小朋友真的千般的忍耐嗎
[00:13:11.000 --> 00:13:15.000]  不過終於都看到他
[00:13:15.000 --> 00:13:17.000]  長大了
[00:13:17.000 --> 00:13:19.000]  他自己決定了前途
[00:13:19.000 --> 00:13:21.000]  他有能力離開父母
[00:13:21.000 --> 00:13:23.000]  闖他的新天地
[00:13:23.000 --> 00:13:25.000]  做他自己喜歡做的人
[00:13:25.000 --> 00:13:27.000]  這就是回報
[00:13:27.000 --> 00:13:29.000]  患難生忍耐
[00:13:29.000 --> 00:13:31.000]  忍耐生老練
[00:13:31.000 --> 00:13:33.000]  老練生盼望
[00:13:33.000 --> 00:13:35.000]  而這個盼望不至於羞恥
[00:13:35.000 --> 00:13:37.000]  是實在的
[00:13:37.000 --> 00:13:39.000]  你可能說你Rieman是實在的
[00:13:39.000 --> 00:13:41.000]  你女兒乖巧
[00:13:41.000 --> 00:13:43.000]  不是每個人都這麼乖巧
[00:13:43.000 --> 00:13:45.000]  用比例來說
[00:13:45.000 --> 00:13:47.000]  以女兒比例來說
[00:13:47.000 --> 00:13:49.000]  女兒比例不可以完全正確
[00:13:49.000 --> 00:13:51.000]  不過保羅就說
[00:13:51.000 --> 00:13:53.000]  他的盼望不至於羞恥
[00:13:53.000 --> 00:13:55.000]  保羅說基督徒可以面對困難
[00:13:55.000 --> 00:13:57.000]  有個盼望
[00:13:57.000 --> 00:13:59.000]  而這個盼望不會脫身
[00:13:59.000 --> 00:14:01.000]  為什麼呢?
[00:14:01.000 --> 00:14:03.000]  因為神是我們的朋友
[00:14:03.000 --> 00:14:05.000]  大家都有Facebook
[00:14:05.000 --> 00:14:07.000]  Facebook有朋友
[00:14:07.000 --> 00:14:09.000]  神是我們的朋友
[00:14:09.000 --> 00:14:11.000]  你的Facebook可以給神看
[00:14:11.000 --> 00:14:13.000]  神會給你通消息
[00:14:13.000 --> 00:14:15.000]  神做你的朋友
[00:14:15.000 --> 00:14:17.000]  你看兩節經文
[00:14:17.000 --> 00:14:19.000]  第一節
[00:14:19.000 --> 00:14:21.000]  我們既恩信稱義
[00:14:21.000 --> 00:14:23.000]  就藉著我們的主耶穌基督
[00:14:23.000 --> 00:14:25.000]  得與上帝相和
[00:14:25.000 --> 00:14:27.000]  十一節
[00:14:27.000 --> 00:14:29.000]  不但如此
[00:14:29.000 --> 00:14:31.000]  我既藉著我的主耶穌基督
[00:14:31.000 --> 00:14:33.000]  得與上帝和好
[00:14:33.000 --> 00:14:35.000]  也藉著他而上帝為樂
[00:14:35.000 --> 00:14:37.000]  基本上第一節和十一節
[00:14:37.000 --> 00:14:39.000]  框著這段經文
[00:14:39.000 --> 00:14:41.000]  他用我們英同神
[00:14:41.000 --> 00:14:43.000]  是朋友的氣氛
[00:14:43.000 --> 00:14:45.000]  告訴我們
[00:14:45.000 --> 00:14:47.000]  你既然是朋友
[00:14:47.000 --> 00:14:49.000]  你遇到困難就不用怕
[00:14:49.000 --> 00:14:51.000]  你的盼望一定確實
[00:14:51.000 --> 00:14:53.000]  因為你的朋友幫你補底
[00:14:53.000 --> 00:14:55.000]  所以
[00:14:55.000 --> 00:14:57.000]  當你想清楚
[00:14:57.000 --> 00:14:59.000]  保羅這個
[00:14:59.000 --> 00:15:01.000]  這麼傳統的猶太人的時候
[00:15:01.000 --> 00:15:03.000]  他不相信他的患難
[00:15:03.000 --> 00:15:05.000]  和困難
[00:15:05.000 --> 00:15:07.000]  是魔鬼
[00:15:07.000 --> 00:15:09.000]  我們基督徒
[00:15:09.000 --> 00:15:11.000]  無論你信了主多久
[00:15:11.000 --> 00:15:13.000]  都不應該相信
[00:15:13.000 --> 00:15:15.000]  我們的患難和好處
[00:15:15.000 --> 00:15:17.000]  是從魔鬼來的
[00:15:17.000 --> 00:15:19.000]  猶太人說
[00:15:19.000 --> 00:15:21.000]  耶和華神是獨一的主
[00:15:21.000 --> 00:15:25.000]  賞賜的是耶和華
[00:15:25.000 --> 00:15:27.000]  接著呢
[00:15:27.000 --> 00:15:29.000]  收了耶和華
[00:15:29.000 --> 00:15:31.000]  你明白他們的觀念
[00:15:31.000 --> 00:15:33.000]  所以他們面對困難的時候
[00:15:33.000 --> 00:15:35.000]  你要知道誰收回你的東西
[00:15:35.000 --> 00:15:37.000]  不是時運低
[00:15:37.000 --> 00:15:39.000]  不是對面的三叉
[00:15:39.000 --> 00:15:41.000]  或八卦頂著你
[00:15:41.000 --> 00:15:43.000]  不是
[00:15:43.000 --> 00:15:45.000]  賞賜的忌就是他
[00:15:45.000 --> 00:15:47.000]  他有權可以收取
[00:15:47.000 --> 00:15:49.000]  不是直接收取
[00:15:49.000 --> 00:15:51.000]  是用代理收取
[00:15:51.000 --> 00:15:53.000]  所以如果你和他是朋友
[00:15:53.000 --> 00:15:55.000]  那你就OK了
[00:15:55.000 --> 00:15:59.000]  你知道朋友不會害你
[00:15:59.000 --> 00:16:01.000]  大家有份上班
[00:16:01.000 --> 00:16:03.000]  很多人都上班
[00:16:03.000 --> 00:16:05.000]  如果老闆是你的死敵
[00:16:05.000 --> 00:16:07.000]  你覺得不過癮
[00:16:07.000 --> 00:16:09.000]  步步為營
[00:16:09.000 --> 00:16:11.000]  社會人士都要小心一點
[00:16:11.000 --> 00:16:13.000]  電郵都不敢說真話
[00:16:13.000 --> 00:16:15.000]  和同事聊天
[00:16:15.000 --> 00:16:17.000]  可能他躲在一個格子裡
[00:16:17.000 --> 00:16:19.000]  都要出去吃飯才聊
[00:16:19.000 --> 00:16:21.000]  當你的上司
[00:16:21.000 --> 00:16:23.000]  頂頭上司是你的敵人
[00:16:23.000 --> 00:16:25.000]  你就糟糕了
[00:16:25.000 --> 00:16:27.000]  或者
[00:16:27.000 --> 00:16:29.000]  這是結婚老公
[00:16:29.000 --> 00:16:31.000]  當你的老婆是你的敵人
[00:16:31.000 --> 00:16:33.000]  你就糟糕了
[00:16:33.000 --> 00:16:35.000]  你家裡要弄一對銀的筷子
[00:16:35.000 --> 00:16:37.000]  要不要去篤一下菜
[00:16:37.000 --> 00:16:43.000]  其實我外面不信主人
[00:16:43.000 --> 00:16:45.000]  當我遇到困難的時候
[00:16:45.000 --> 00:16:47.000]  他第一個思維
[00:16:47.000 --> 00:16:49.000]  就是不知道哪個神
[00:16:49.000 --> 00:16:51.000]  氣了他
[00:16:51.000 --> 00:16:53.000]  所以我現在這麼笨
[00:16:53.000 --> 00:16:55.000]  不如我們去
[00:16:55.000 --> 00:16:57.000]  車公轉一轉
[00:16:57.000 --> 00:16:59.000]  或者去黃大仙賞個香
[00:16:59.000 --> 00:17:01.000]  或者去長洲
[00:17:01.000 --> 00:17:03.000]  他不知道哪個神
[00:17:03.000 --> 00:17:05.000]  搞得我
[00:17:05.000 --> 00:17:07.000]  又要去管
[00:17:07.000 --> 00:17:09.000]  又沒工作
