
[00:00:00.000 --> 00:00:06.080]  今天是新的一年第一個主日
[00:02:44.160 --> 00:02:45.680]  很多的基業
[00:02:45.680 --> 00:02:48.800]  然後去到第二章是集體的立場
[00:02:48.800 --> 00:02:51.360]  保羅告訴我們
[00:02:51.360 --> 00:02:53.920]  我們被耶穌基督救贖
[00:02:53.920 --> 00:02:56.800]  救贖了之後我們都成為基督的身體
[00:02:56.800 --> 00:03:00.080]  然後在第三章又告訴我們
[00:03:00.080 --> 00:03:04.480]  我們成為了耶穌基督的身體之後
[00:03:04.480 --> 00:03:08.000]  保羅說教會是一個奧秘
[00:03:08.000 --> 00:03:12.080]  不單止舊約沒有提到
[00:03:12.080 --> 00:03:14.480]  而且這是唯一的時候
[00:03:14.480 --> 00:03:16.960]  耶穌基督實實在在的身體
[00:03:16.960 --> 00:03:18.560]  不是在世上
[00:03:18.560 --> 00:03:22.160]  是要靠我們基督徒彼此的合一
[00:03:22.160 --> 00:03:24.320]  靠我們彼此的相愛
[00:03:24.320 --> 00:03:28.560]  以至我們可以將耶穌基督的身體表現出來
[00:03:28.560 --> 00:03:30.560]  讓世人能夠看得到
[00:03:30.560 --> 00:03:34.400]  將智慧將神的榮耀歸給神
[00:03:34.400 --> 00:03:38.560]  然後去到第四至第六章
[00:03:38.560 --> 00:03:44.640]  保羅說你們現在要活出一個基督徒的品格
[00:03:44.640 --> 00:03:47.360]  好像神跟我們說
[00:03:47.360 --> 00:03:50.560]  我已經大大祝福了你們
[00:03:50.560 --> 00:03:53.760]  你們願不願意來服從我
[00:03:53.760 --> 00:03:57.760]  你們願不願意與蒙召的恩相稱
[00:03:57.760 --> 00:04:03.760]  在這裡肥立比書的一章27節
[00:04:03.760 --> 00:04:06.560]  保羅也有說很相似的經文
[00:04:06.560 --> 00:04:08.960]  只要你們行事為人
[00:04:08.960 --> 00:04:11.360]  與基督的福音相稱
[00:04:11.360 --> 00:04:13.200]  換一句話來說
[00:04:13.200 --> 00:04:16.800]  每一個基督徒我們都是被耶穌基督救贖
[00:04:16.800 --> 00:04:20.000]  救贖之後我們有特別的地位
[00:04:20.000 --> 00:04:23.600]  我們要與我們的地位相稱
[00:04:23.600 --> 00:04:25.280]  所以此乏所恕
[00:04:25.280 --> 00:04:26.800]  第1章1節保羅說
[00:04:26.800 --> 00:04:29.600]  既然蒙召行事為人
[00:04:29.600 --> 00:04:32.160]  就當與蒙召的恩相稱
[00:04:32.160 --> 00:04:36.480]  一個基督徒最重要要做的事
[00:04:36.480 --> 00:04:40.800]  就是要將我們已經擁有的身份活出來
[00:04:40.800 --> 00:04:45.760]  保羅怕我們不知道我們的身份是什麼
[00:04:45.760 --> 00:04:47.040]  活不出來
[00:04:47.040 --> 00:04:50.560]  所以他用了三章的經文來教導
[00:04:50.560 --> 00:04:53.040]  然後在第4章告訴我們
[00:04:53.040 --> 00:04:54.240]  現在是了
[00:04:54.240 --> 00:04:57.440]  你們現在要去活出你們的身份
[00:04:57.440 --> 00:04:58.560]  你們的地位
[00:04:58.560 --> 00:05:03.520]  有沒有留意到保羅所說
[00:05:03.520 --> 00:05:05.760]  要與蒙召的恩相稱
[00:05:05.760 --> 00:05:09.440]  他不是說我們有特別的事要做
[00:05:09.440 --> 00:05:11.680]  例如他沒有說
[00:05:11.680 --> 00:05:14.560]  你們現在要每個星期回教會
[00:05:14.560 --> 00:05:17.360]  你們現在要上主日學
[00:05:17.360 --> 00:05:19.360]  你們要讀經
[00:05:19.360 --> 00:05:21.200]  你們要禱告
[00:05:21.200 --> 00:05:24.400]  這些都是外在的行為
[00:05:24.400 --> 00:05:26.400]  如果是外在的行為
[00:05:26.400 --> 00:05:28.000]  就可以是假冒為善
[00:05:28.000 --> 00:05:31.440]  法利賽人就是最好的例子
[00:05:31.440 --> 00:05:35.040]  法利賽人說到去聖殿來敬拜
[00:05:35.040 --> 00:05:36.480]  說到讀經
[00:05:36.480 --> 00:05:37.360]  說到禱告
[00:05:37.360 --> 00:05:38.560]  無懈可擊
[00:05:38.560 --> 00:05:39.600]  真是一流
[00:05:39.600 --> 00:05:43.680]  但是耶穌基督罵他們是假冒為善
[00:05:43.680 --> 00:05:45.920]  說他們空有外表
[00:05:45.920 --> 00:05:48.160]  說他們是粉色的墳墓
[00:05:48.160 --> 00:05:51.680]  注意保羅所說的
[00:05:51.680 --> 00:05:54.560]  是我們要有正確的心態
[00:05:54.560 --> 00:05:57.520]  而不是要我們有特別的行為
[00:05:57.520 --> 00:06:02.880]  一個人能夠有行為的果子
[00:06:02.880 --> 00:06:05.920]  但是他未必有心態的果子
[00:06:05.920 --> 00:06:08.480]  這就是法利賽人
[00:06:08.480 --> 00:06:10.800]  他們沒有行為的果子
[00:06:10.800 --> 00:06:12.960]  但是沒有心態的果子
[00:06:12.960 --> 00:06:16.560]  但是當一個人有心態的果子的時候
[00:06:16.560 --> 00:06:19.360]  他就一定會有行為的果子
[00:06:19.360 --> 00:06:21.680]  這就是保羅所說的
[00:06:21.680 --> 00:06:23.200]  我們要有心態的果子
[00:06:23.200 --> 00:06:28.000]  我們一起看看保羅提醒我們有什麼心態的果子
[00:06:28.000 --> 00:06:32.800]  在這裏所書的四章二至三節
[00:06:32.800 --> 00:06:33.920]  保羅說
[00:06:33.920 --> 00:06:37.440]  凡事謙虛、溫柔、忍耐
[00:06:37.440 --> 00:06:40.080]  用愛心互相寬容
[00:06:40.080 --> 00:06:42.640]  用和平彼此聯絡
[00:06:42.640 --> 00:06:47.760]  竭力保守聖靈所賜合而為一的心
[00:06:47.760 --> 00:06:49.440]  我們看到
[00:06:49.440 --> 00:06:51.120]  這些心態的果子
[00:06:51.120 --> 00:06:54.160]  也可以說是屬靈的果子
[00:06:54.160 --> 00:06:57.520]  在迦拉太書的五章二十二節
[00:06:57.520 --> 00:07:00.880]  保羅說了九種心態的果子
[00:07:00.880 --> 00:07:03.120]  或者屬靈的果子
[00:07:03.120 --> 00:07:05.440]  但是在這裏所書的四章
[00:07:05.440 --> 00:07:08.240]  他說了五種心態的果子
[00:07:08.240 --> 00:07:12.560]  就是要我們謙虛、溫柔、忍耐
[00:07:12.560 --> 00:07:15.360]  用愛心互相寬容
[00:07:15.360 --> 00:07:20.000]  然後是竭力保守聖靈所賜合一的心
[00:07:20.000 --> 00:07:21.520]  一共是五種
[00:07:21.520 --> 00:07:26.000]  大部分的基督徒可能都坐錯了船
[00:07:26.000 --> 00:07:29.200]  我們認為做一個基督徒就是怎樣
[00:07:29.200 --> 00:07:32.000]  每個星期進教會
[00:07:32.000 --> 00:07:36.240]  奉獻守聖餐像今天那樣
[00:07:36.240 --> 00:07:38.000]  有空讀聖經
[00:07:38.000 --> 00:07:40.000]  有空禱告
[00:07:40.000 --> 00:07:42.000]  小心不要犯罪
[00:07:42.000 --> 00:07:45.600]  這些都是外在的行為
[00:07:45.600 --> 00:07:47.360]  不是保羅所說的
[00:07:47.360 --> 00:07:51.200]  保羅說我們要有心態的果子
[00:07:51.200 --> 00:07:58.400]  我們不妨看看五種心態的果子的關係
[00:07:58.400 --> 00:08:01.200]  第一種就是謙虛
[00:08:01.200 --> 00:08:03.520]  當我們謙虛的時候
[00:08:03.520 --> 00:08:05.680]  我們自然就會溫柔
[00:08:05.680 --> 00:08:08.000]  當我們溫柔的時候
[00:08:08.000 --> 00:08:09.680]  我們自然就會忍耐
[00:08:09.680 --> 00:08:12.240]  當我們忍耐的時候
[00:08:12.240 --> 00:08:14.320]  自然就可以互相寬容
[00:08:14.320 --> 00:08:16.480]  當我們互相寬容
[00:08:16.480 --> 00:08:20.320]  就能夠保持聖靈所賜合而為一的心
[00:08:20.320 --> 00:08:23.120]  如果大家留意的話
[00:08:23.120 --> 00:08:26.080]  頭三種心態的果子
[00:08:26.080 --> 00:08:27.760]  是私人的立場
[00:08:27.760 --> 00:08:32.080]  謙虛、溫柔、忍耐是私人的
[00:08:32.080 --> 00:08:35.760]  但是去到第四、第五種就是集體的
[00:08:35.760 --> 00:08:38.480]  才能夠互相寬容
[00:08:38.480 --> 00:08:42.960]  才能夠保持我們肢體上的合一
[00:08:42.960 --> 00:08:46.800]  我們一起來看看第一種的果子
[00:08:46.800 --> 00:08:48.400]  就是謙虛
[00:08:48.400 --> 00:08:51.440]  我們基督徒是有很高的地位
[00:08:51.440 --> 00:08:53.840]  我們是神的子民
[00:08:53.840 --> 00:08:55.920]  我們是神的兒女
[00:08:55.920 --> 00:08:57.680]  但是相反來說
[00:08:57.680 --> 00:09:00.240]  我們的心態應該是低調的
[00:09:00.240 --> 00:09:02.800]  我們的心態應該是謙虛的
[00:09:02.800 --> 00:09:07.600]  我在不久之前說的「真言」系列
[00:09:07.600 --> 00:09:12.080]  我曾經說過一篇道叫做「謙卑的智慧」
[00:09:12.080 --> 00:09:13.520]  就是講謙卑
[00:09:13.520 --> 00:09:16.800]  所以我今天不會說很多關於謙虛的事
[00:09:16.800 --> 00:09:21.200]  如果大家想學習謙卑、謙虛的話
[00:09:21.200 --> 00:09:23.440]  可以去聽回那一篇道
[00:09:23.440 --> 00:09:25.840]  「謙卑的智慧」
[00:09:25.840 --> 00:09:28.080]  當我們謙卑的時候
[00:09:28.080 --> 00:09:31.680]  我們就能夠溫柔
[00:09:31.680 --> 00:09:32.960]  溫柔
[00:09:32.960 --> 00:09:34.560]  剛才說過
[00:09:34.560 --> 00:09:38.080]  也是加拉太書五章二十二節裡面
[00:09:38.080 --> 00:09:42.320]  屬靈的果子其中的一樣
[00:09:42.320 --> 00:09:46.000]  俗世的人怎樣來看溫柔
[00:09:46.000 --> 00:09:47.520]  根據西方的字典
[00:09:47.520 --> 00:09:53.200]  溫柔的定義就是缺乏了精神和勇氣
[00:09:53.200 --> 00:09:57.040]  所以俗世的人來看溫柔
[00:09:57.040 --> 00:09:58.320]  是負面的
[00:09:58.320 --> 00:09:59.840]  是缺少一些東西
[00:09:59.840 --> 00:10:03.440]  就是缺少勇氣和精神
[00:10:03.440 --> 00:10:07.040]  所以希臘文和羅馬文字
[00:10:07.040 --> 00:10:09.520]  都沒有溫柔這個字
[00:10:09.520 --> 00:10:12.960]  因為在希臘文化和羅馬文化
[00:10:12.960 --> 00:10:14.640]  他們是鄙視溫柔
[00:10:14.640 --> 00:10:18.320]  他們覺得溫柔是內弱的表現
[00:10:18.320 --> 00:10:21.120]  但是耶穌基督怎樣說呢
[00:10:21.120 --> 00:10:23.920]  在馬太福音十一章二十九節
[00:10:23.920 --> 00:10:26.720]  他說「我心裡柔和謙卑
[00:10:26.720 --> 00:10:29.120]  你們當負我的額
[00:10:29.120 --> 00:10:30.640]  學我的樣式
[00:10:30.640 --> 00:10:34.240]  這樣你們心裡就必得享安息」
[00:10:34.240 --> 00:10:35.840]  耶穌基督自己說
[00:10:35.840 --> 00:10:37.680]  祂是柔和謙卑
[00:10:37.680 --> 00:10:38.880]  祂是溫柔
[00:10:38.880 --> 00:10:44.240]  溫柔是謙卑的副產品
[00:10:44.240 --> 00:10:46.160]  溫柔不是內弱
[00:10:46.160 --> 00:10:49.920]  溫柔是有控制的力量
[00:10:49.920 --> 00:10:53.920]  就好像馬戲班裡面的一隻獅子
[00:10:53.920 --> 00:10:55.600]  被馴服了
[00:10:55.600 --> 00:10:57.760]  祂是很溫柔能夠表演
[00:10:57.760 --> 00:11:00.320]  但是否代表祂是內弱
[00:11:00.320 --> 00:11:02.560]  不代表祂是內弱
[00:11:02.560 --> 00:11:04.480]  如果你說祂是內弱
[00:11:04.480 --> 00:11:05.920]  你夠不夠膽
[00:11:05.920 --> 00:11:08.240]  去獅子龍那裡和祂住一晚
[00:11:08.240 --> 00:11:09.920]  我相信你不夠膽
[00:11:09.920 --> 00:11:11.600]  所以就讓我們看到
[00:11:11.600 --> 00:11:14.080]  這個是有控制的力量
[00:11:14.080 --> 00:11:16.160]  是溫柔
[00:11:16.160 --> 00:11:19.840]  保羅提醒我們
[00:11:19.840 --> 00:11:22.240]  我們基督徒是要謙卑
[00:11:22.240 --> 00:11:23.120]  是要溫柔
[00:11:23.120 --> 00:11:24.800]  不要自高自大
[00:11:24.800 --> 00:11:27.440]  不要看自己比別人高
[00:11:27.440 --> 00:11:30.480]  耶穌基督同樣提醒我們
[00:11:30.480 --> 00:11:32.560]  祂是柔和謙卑
[00:11:32.560 --> 00:11:37.040]  當我們是溫柔的時候
[00:11:37.040 --> 00:11:39.120]  我們自然就會忍耐
[00:11:39.120 --> 00:11:41.520]  我們剛才說
[00:11:41.520 --> 00:11:44.240]  俗世看溫柔就是缺乏一些東西
[00:11:44.240 --> 00:11:46.160]  缺乏精神勇氣
[00:11:46.160 --> 00:11:49.440]  其實從屬靈的眼光來看溫柔
[00:11:49.440 --> 00:11:50.880]  都是缺少一些東西
[00:11:50.880 --> 00:11:53.040]  缺少什麼
[00:11:53.040 --> 00:11:55.920]  就是缺少了報復的心
[00:11:55.920 --> 00:11:58.480]  缺少了還擊的心
[00:11:58.480 --> 00:12:00.720]  當有人惹你生氣的時候
[00:12:00.720 --> 00:12:02.000]  你不去還擊
[00:12:02.000 --> 00:12:03.040]  你不去報復
[00:12:03.040 --> 00:12:04.880]  這個就是忍耐
[00:12:04.880 --> 00:12:07.680]  我在說針研的時候
[00:12:07.680 --> 00:12:10.080]  我也說過有一篇道
[00:12:10.080 --> 00:12:12.080]  叫做自制的智慧
[00:12:12.080 --> 00:12:15.120]  所以我今天也不會說很多關於忍耐
[00:12:15.120 --> 00:12:19.120]  大家如果有興趣想學習忍耐的話
[00:12:19.120 --> 00:12:22.560]  可以去聽回那篇自制的智慧
[00:12:22.560 --> 00:12:24.960]  我們一起來看看
[00:12:24.960 --> 00:12:26.480]  有一節經文
[00:12:26.480 --> 00:12:29.440]  在彼得前書的四章八節
[00:12:29.440 --> 00:12:33.920]  經文說最要緊的是彼此切實相愛
[00:12:33.920 --> 00:12:37.280]  因為愛能遮掩許多的罪
[00:12:37.280 --> 00:12:40.560]  當我們能夠彼此相愛的時候
[00:12:40.560 --> 00:12:42.560]  就能夠遮掩許多的罪
[00:12:42.560 --> 00:12:45.440]  我們就能夠變得更加的忍耐
[00:12:45.440 --> 00:12:49.280]  這個也帶領到我們第四點
[00:12:49.280 --> 00:12:54.400]  第四點就是要用愛心互相寬容
[00:12:54.400 --> 00:12:57.600]  剛才彼得前書四章八節說
[00:12:57.600 --> 00:13:01.040]  愛能夠遮掩許多的罪
[00:13:01.040 --> 00:13:04.080]  遮掩罪就是寬恕罪
[00:13:04.080 --> 00:13:08.480]  所以我們就能夠做到弟兄姊妹彼此的寬容
[00:13:08.480 --> 00:13:10.480]  很有趣
[00:13:10.480 --> 00:13:14.400]  希臘文原來有三種不同的愛
[00:13:14.400 --> 00:13:17.760]  經文說要愛心互相寬容
[00:13:17.760 --> 00:13:20.000]  希臘文有三種不同的愛
[00:13:20.000 --> 00:13:22.000]  第一種是Eros
[00:13:22.000 --> 00:13:25.440]  Eros是肉體的愛,是色情的愛
[00:13:25.440 --> 00:13:29.840]  是接受的愛,是專門接受從來不付出的
[00:13:29.840 --> 00:13:31.840]  這個就是Eros
[00:13:31.840 --> 00:13:33.840]  可以說是自私的愛
[00:13:33.840 --> 00:13:37.520]  但是第二種是Faleo
[00:13:37.520 --> 00:13:40.800]  Faleo是交換的愛
[00:13:40.800 --> 00:13:42.800]  有接受也有付出
[00:13:42.800 --> 00:13:46.160]  這個就好像朋友之間的愛
[00:13:46.160 --> 00:13:48.720]  朋友愛你,你也愛你的朋友
[00:13:48.720 --> 00:13:50.720]  這個是彼此交換
[00:13:50.720 --> 00:13:52.720]  有來有往
[00:13:52.720 --> 00:13:56.480]  在美國有一個城市叫做Philadelphia
[00:13:56.480 --> 00:14:00.720]  就是兄弟之愛的意思
[00:14:00.720 --> 00:14:02.720]  還有第三種的愛
[00:14:02.720 --> 00:14:05.200]  我們說Eros是很自私的
[00:14:05.200 --> 00:14:07.200]  只有接受不付出
[00:14:07.200 --> 00:14:09.200]  Faleo就是有來有往
[00:14:09.200 --> 00:14:11.200]  有接受也有付出
[00:14:11.200 --> 00:14:13.920]  但是最高的愛就是Agape
[00:14:13.920 --> 00:14:17.440]  Agape就是專門施予付出
[00:14:17.440 --> 00:14:19.440]  是一種犧牲的愛
[00:14:19.440 --> 00:14:23.600]  我們要做到用愛心互相寬容的話
[00:14:23.600 --> 00:14:28.400]  我們就要有這種犧牲的愛,付出的愛
[00:14:28.400 --> 00:14:30.400]  才能夠互相寬容
[00:14:30.400 --> 00:14:36.080]  當我們能夠互相寬容
[00:14:36.080 --> 00:14:40.400]  就能夠保持聖靈所賜合而為一的心
[00:14:40.400 --> 00:14:43.680]  在這兒二弗所書的四章三節
[00:14:43.680 --> 00:14:46.400]  說要用和平彼此聯絡
[00:14:46.400 --> 00:14:50.240]  竭力保守聖靈所賜合而為一的心
[00:14:50.240 --> 00:14:54.480]  我們剛才說在教會時期
[00:14:54.480 --> 00:14:57.680]  是耶穌基督唯一不在世上的時間
[00:14:57.680 --> 00:15:01.840]  是要由基督徒來將耶穌基督表現出來
[00:15:01.840 --> 00:15:07.200]  我們要合一才能將耶穌基督的肢體表現出來
[00:15:07.200 --> 00:15:09.600]  如果我們不合一的話
[00:15:09.600 --> 00:15:12.560]  耶穌基督的肢體就會變得支離破碎
[00:15:13.280 --> 00:15:16.320]  我也說過我們要傳福音
[00:15:16.320 --> 00:15:19.280]  我們要讓別人看到我們的合一
[00:15:19.280 --> 00:15:23.600]  我們才能有一個有效的福音信息
[00:15:23.600 --> 00:15:27.760]  如果世人看到我們基督徒支離破碎的話
[00:15:27.760 --> 00:15:30.480]  沒有人會聽我們傳福音
[00:15:30.480 --> 00:15:35.760]  有很多基督徒說既然如此
[00:15:35.760 --> 00:15:37.360]  我們一起來合一吧
[00:15:37.360 --> 00:15:39.360]  靠我們自己來合一
[00:15:40.160 --> 00:15:42.480]  聖經不是這樣說的
[00:15:42.480 --> 00:15:45.920]  你要靠你自己來合一太遲了
[00:15:45.920 --> 00:15:49.120]  聖靈已經使我們合一
[00:15:49.120 --> 00:15:51.920]  合一是聖靈的工作
[00:15:51.920 --> 00:15:53.600]  是聖靈創造的
[00:15:53.600 --> 00:15:55.840]  不是我們自己去合一
[00:15:55.840 --> 00:15:58.240]  經文說我們要保持
[00:15:58.240 --> 00:16:02.720]  要竭力保守聖靈所賜合而為一的心
[00:16:02.720 --> 00:16:06.000]  我們所要做的就是竭力去保守
[00:16:06.000 --> 00:16:08.000]  不是靠我們自己去做
[00:16:08.000 --> 00:16:09.600]  我們做不到
[00:16:09.600 --> 00:16:11.600]  我以前跟大家說過
[00:16:11.600 --> 00:16:13.600]  自從巴別塔
[00:16:13.600 --> 00:16:16.000]  人類就變得四分五裂
[00:16:16.000 --> 00:16:18.960]  因為從巴別塔開始
[00:16:18.960 --> 00:16:20.960]  人是有不同的言語
[00:16:20.960 --> 00:16:22.960]  我們變成有不同的民族
[00:16:22.960 --> 00:16:24.480]  有不同的文化
[00:16:24.480 --> 00:16:25.600]  不同的背景
[00:16:25.600 --> 00:16:28.160]  人類還是非常自私
[00:16:28.160 --> 00:16:31.600]  要我們自己來合一根本是不可能
[00:16:31.600 --> 00:16:34.000]  合一是聖靈的工作
[00:16:34.000 --> 00:16:36.800]  我們是要保守這個合一
[00:16:36.800 --> 00:16:43.840]  有一個牧師去探訪一個神經病院的病人
[00:16:43.840 --> 00:16:45.840]  去到一間神經病院
[00:16:45.840 --> 00:16:48.320]  他發覺很奇怪
[00:16:48.320 --> 00:16:49.600]  在操場那裡
[00:16:49.600 --> 00:16:54.480]  一個警衛人員居然要看守幾十個病人
[00:16:54.480 --> 00:16:58.080]  他就去問那個警衛人員
[00:16:58.080 --> 00:17:00.080]  他說你不怕嗎
[00:17:00.080 --> 00:17:02.880]  那個警衛人員說怕什麼
[00:17:02.880 --> 00:17:05.120]  那個牧師問
[00:17:05.120 --> 00:17:09.280]  他說怕那些神經病人突然間聯合
[00:17:09.280 --> 00:17:11.280]  團結起來來攻擊你
[00:17:11.280 --> 00:17:13.280]  你打不過他們的
[00:17:13.280 --> 00:17:15.280]  那個警衛人員說
[00:17:15.280 --> 00:17:17.280]  是怕都沒怕過
[00:17:17.280 --> 00:17:21.760]  你不知道神經病人有一樣東西他們做不到的
[00:17:21.760 --> 00:17:23.760]  就是不能夠合一
[00:17:23.760 --> 00:17:25.760]  不能夠團結
[00:17:25.760 --> 00:17:27.760]  很可惜
[00:17:27.760 --> 00:17:30.720]  很多時候基督徒就好像神經病人一樣
[00:17:30.720 --> 00:17:32.720]  不能夠團結
[00:17:32.720 --> 00:17:34.720]  不能夠合一
[00:17:34.720 --> 00:17:36.720]  我曾經說過
[00:17:36.720 --> 00:17:39.840]  基督教有33000個不同的宗派
[00:17:39.840 --> 00:17:41.840]  2000年前只有一個宗派
[00:17:41.840 --> 00:17:46.240]  基督徒就真的好像神經病人一樣
[00:17:46.240 --> 00:17:50.640]  合一是聖靈所賜
[00:17:50.640 --> 00:17:52.640]  是聖靈的工作
[00:17:52.640 --> 00:17:55.840]  我們所要做的就是保持聖靈所賜的合一
[00:17:55.840 --> 00:17:57.840]  所以有人說
[00:17:57.840 --> 00:18:01.120]  哎呀我不能夠和某弟兄姊妹和睦
[00:18:01.120 --> 00:18:04.400]  不是你不能和他和睦
[00:18:04.400 --> 00:18:10.320]  是你分裂了聖靈所賜的合一
[00:18:10.320 --> 00:18:12.320]  是你走去分散了合一
[00:18:12.320 --> 00:18:15.600]  聖靈已經賜了和睦賜了合一給你
[00:18:15.600 --> 00:18:18.480]  是你將他分裂了
[00:18:18.480 --> 00:18:21.280]  為什麼你不能夠合一
[00:18:21.280 --> 00:18:24.080]  回看因為你沒有愛心
[00:18:24.080 --> 00:18:26.080]  互相寬容
[00:18:26.080 --> 00:18:28.080]  為什麼你沒有愛心互相寬容
[00:18:28.080 --> 00:18:30.080]  因為你不夠忍耐
[00:18:30.080 --> 00:18:33.120]  為什麼你不夠忍耐
[00:18:33.120 --> 00:18:35.120]  因為你不夠溫柔
[00:18:35.120 --> 00:18:37.120]  為什麼你不夠溫柔
[00:18:37.120 --> 00:18:39.120]  因為你不夠謙虛
[00:18:39.120 --> 00:18:42.560]  如果我們大家留意的話
[00:18:42.560 --> 00:18:44.560]  這些都是內在的質素
[00:18:44.560 --> 00:18:48.320]  我上一次講以弗所書第三章的時候
[00:18:48.320 --> 00:18:50.320]  跟大家講過
[00:18:50.320 --> 00:18:52.320]  我們要使裡面的人剛強起來
[00:18:52.320 --> 00:18:56.800]  裡面的人剛強起來就是裡面的質素
[00:18:56.800 --> 00:18:59.280]  我們要使裡面的人剛強起來
[00:18:59.280 --> 00:19:03.920]  我們才能夠走出這些內在的質素
[00:19:03.920 --> 00:19:05.920]  走出這些心態的果子
[00:19:05.920 --> 00:19:11.120]  在這裏以弗所書的四章
[00:19:11.120 --> 00:19:13.120]  四至六節
[00:19:13.120 --> 00:19:15.120]  保羅說身體只有一個
[00:19:15.120 --> 00:19:17.120]  聖靈只有一個
[00:19:17.120 --> 00:19:20.320]  正如你們蒙召同有一個指望
[00:19:20.320 --> 00:19:22.320]  一主一信一洗
[00:19:22.320 --> 00:19:26.000]  有沒有留意到保羅是用了七個一
[00:19:26.000 --> 00:19:29.440]  在聖經裏面七是代表完全
[00:19:29.440 --> 00:19:31.440]  是代表完美
[00:19:31.440 --> 00:19:33.440]  是完美的一
[00:19:33.440 --> 00:19:35.440]  是完全的一
[00:19:35.440 --> 00:19:37.440]  保羅說身體只有一個
[00:19:37.440 --> 00:19:39.440]  是誰的身體
[00:19:39.440 --> 00:19:41.440]  耶穌基督的身體
[00:19:41.440 --> 00:19:43.440]  只有一個身體
[00:19:43.440 --> 00:19:45.440]  所以我們在主內合一的時候
[00:19:45.440 --> 00:19:47.440]  沒有分國籍
[00:19:47.440 --> 00:19:49.440]  沒有分男女
[00:19:49.440 --> 00:19:51.440]  沒有分宗派
[00:19:51.440 --> 00:19:53.440]  我們都能夠合成一個身體
[00:19:53.440 --> 00:19:55.440]  這個就是耶穌基督的身體
[00:19:55.440 --> 00:19:57.440]  我們也有同一個靈
[00:19:57.440 --> 00:19:59.440]  這個很值得我們思考
[00:19:59.440 --> 00:20:03.440]  我們每個弟兄姊妹裏面
[00:20:03.440 --> 00:20:05.440]  都有神的靈
