
[00:00:00.000 --> 00:00:03.000]  改革500周年
[00:04:22.000 --> 00:04:30.000]  例如聖人遺物,他們沒有聖經讀的
[00:04:30.000 --> 00:04:40.000]  要見神父,或者在教會裡,他們憑一些教會的圖像
[00:04:40.000 --> 00:04:44.000]  媽媽就跟他說,這個就是阿布拉罕,這個是誰誰
[00:04:44.000 --> 00:04:48.000]  所以至少所得到的聖經是很片段
[00:04:48.000 --> 00:04:53.000]  聖經從來沒有被讀過,當時是不准讀聖經的,也沒有聖經
[00:04:53.000 --> 00:04:59.000]  直到他讀大學的時候,他才第一次見過聖經
[00:04:59.000 --> 00:05:06.000]  那時候的人對聖經的知識很少,神父通常講道很短
[00:05:06.000 --> 00:05:10.000]  回教會就叫望彌撒,什麼叫望彌撒呢?
[00:05:10.000 --> 00:05:16.000]  其實望彌撒不是講道,望彌撒的意思就是敬拜聖體
[00:05:16.000 --> 00:05:23.000]  因為耶穌基督的身體已經變成餅和酒,所以餅和酒很神聖
[00:05:23.000 --> 00:05:30.000]  就是敬拜聖體,所以他回教會是帶著一種恐懼
[00:05:30.000 --> 00:05:35.000]  敬拜基督的身體,神父又很嚴肅
[00:05:35.000 --> 00:05:39.000]  不像我們傳道人,很好的,聊天拍拍頭
[00:05:39.000 --> 00:05:44.000]  對他來說,整個教會都是很遠
[00:05:44.000 --> 00:05:52.000]  他知道他要信上帝,但是他不知道上帝和他怎麼可以溝通
[00:05:52.000 --> 00:05:57.000]  他一想起天父,就想起他家裡的爸爸
[00:05:57.000 --> 00:06:03.000]  所以他想起天父一定很兇,天父一定會常常教人聚
[00:06:03.000 --> 00:06:13.000]  然後將來會打你,那時候有煉肉,燒你幾年,很害怕
[00:06:13.000 --> 00:06:21.000]  所以對他來說,整個宗教是很恐怖,很嚴苛,一點平安都沒有
[00:06:21.000 --> 00:06:29.000]  至少他在環境裡,他讀大學的時候成績很好
[00:06:29.000 --> 00:06:39.000]  但當時他受到一個人叫做柯罕,柯罕是很獨特的一個人
[00:06:39.000 --> 00:06:46.000]  因為當時整個教會,如果你要去見上帝,你必須要透過神父
[00:06:46.000 --> 00:06:53.000]  你要去認罪告誡,然後你要洗禮,然後去忘聖體
[00:06:53.000 --> 00:07:04.000]  然後你還要去羅馬,去朝聖,去拜瑪利亞,去聖人遺物
[00:07:04.000 --> 00:07:12.000]  做很多很多事情,你就可以得到上帝的一些歡喜
[00:07:12.000 --> 00:07:20.000]  所以路德覺得上帝的路很遠,但柯罕這個人就提出一個理論
[00:07:20.000 --> 00:07:26.000]  這個理論當時路德不太明白,後來路德回頭看
[00:07:26.000 --> 00:07:31.000]  他才知道原來柯罕在他心裡留下了一點東西
[00:07:31.000 --> 00:07:38.000]  柯罕有一條定律,簡單的就是最好的
[00:07:38.000 --> 00:07:42.000]  我們經常說小的就是美麗,小的就是美麗
[00:07:42.000 --> 00:07:46.000]  簡單的就是美麗
[00:07:46.000 --> 00:07:52.000]  柯罕就提出一件事,他說教會現在太複雜
[00:07:52.000 --> 00:07:59.000]  很多禮儀,繁文縟節,又要見神父,柯罕就說
[00:07:59.000 --> 00:08:04.000]  其實最簡單就是人直接找祥隊,那麼簡單
[00:08:04.000 --> 00:08:10.000]  當然當時柯罕就沒有很直接去說這件事
[00:08:10.000 --> 00:08:15.000]  他只提出一件事,這個世界上你所創造的一定是最簡單
[00:08:15.000 --> 00:08:19.000]  最簡單才是最好,複雜的東西是人加進去的
[00:08:19.000 --> 00:08:23.000]  所以有一個花名叫做柯罕的剃刀,把複雜的東西刮掉
[00:08:23.000 --> 00:08:26.000]  你就會看到真相
[00:08:26.000 --> 00:08:32.000]  當時他不太明白,不過這個就有一點點在他心裡影響他
[00:08:32.000 --> 00:08:38.000]  在2002年他讀完學士,2005年就讀完碩士
[00:08:38.000 --> 00:08:42.000]  之後他按照他爸爸的要求讀法律
[00:08:42.000 --> 00:08:49.000]  就在這個時候,他就開始去讀古教的書
[00:08:49.000 --> 00:08:54.000]  奧古斯丁,當時的神秘主義,日耳曼的神秘主義
[00:08:54.000 --> 00:08:59.000]  日耳曼的神秘主義是說什麼呢?就是說屬靈操練
[00:08:59.000 --> 00:09:05.000]  就是說怎樣默想,這個對他後來都有很大影響
[00:09:05.000 --> 00:09:13.000]  當時他要追求的一件事就是在下面所說的靈性低潮
[00:09:13.000 --> 00:09:17.000]  至少他很怕他父親,因為他父親很嚴厲
[00:09:17.000 --> 00:09:22.000]  要敬拜這個天父,天父一定很嚴厲,射雞交人的罪
[00:09:22.000 --> 00:09:30.000]  所以他就一直問,我們怎樣可以找到一個明白我,慈愛的上帝
[00:09:30.000 --> 00:09:36.000]  他知道他不是一個完美的人,就因為他父親有一個很小的合圖
[00:09:36.000 --> 00:09:41.000]  可以打到他死,所以他覺得如果他做錯一些事
[00:09:41.000 --> 00:09:46.000]  就算父親不知道,但天父知道,都會將他計數的
[00:09:46.000 --> 00:09:50.000]  到將來才打到他死,這樣就很害怕
[00:09:50.000 --> 00:09:55.000]  所以他不平安的,他對罪這件事很敏感
[00:09:55.000 --> 00:10:01.000]  今天沒有人見到他犯罪,但將來一起計算的時候
[00:10:01.000 --> 00:10:05.000]  在煉獄不知道燒了多少年,很害怕的
[00:10:05.000 --> 00:10:12.000]  死亡怎樣得救,他當時很疑惑,很想平安,但得不到
[00:10:12.000 --> 00:10:17.000]  他就在這樣掙扎的裏面,當然他是一個很敬虔的人
[00:10:17.000 --> 00:10:23.000]  很認真的人,如果對這些人死就死吧,犯罪無所謂,每個人都是這樣
[00:10:23.000 --> 00:10:28.000]  他就不是這樣,他是一個很想追求,被上帝喜歡的
[00:10:28.000 --> 00:10:37.000]  正如他很想父親親他,擁抱他,但他覺得完全沒有可能
[00:10:37.000 --> 00:10:56.000]  這兩件事影響他,在1503、1504年,他回家不經意割到動物流很多血
[00:10:56.000 --> 00:11:04.000]  當他流血不止的時候,他就想如果血一直流,會死的
[00:11:04.000 --> 00:11:10.000]  死了怎麼辦?這麼兇惡的天父正在等待
[00:11:10.000 --> 00:11:17.000]  所以當時他對死亡就很恐懼,因為他覺得罪沒有解決,不平安
[00:11:17.000 --> 00:11:23.000]  另外,2005年,剛才我說過,他從來沒有讀過聖經
[00:11:23.000 --> 00:11:29.000]  當時的天主教在歐洲,讀聖經只是神父去讀
[00:11:29.000 --> 00:11:38.000]  聖經只是拉丁文,沒有德文,去崇拜是用拉丁文
[00:11:38.000 --> 00:11:45.000]  聖經是拉丁文,普通人不懂拉丁文就不可以讀
[00:11:45.000 --> 00:11:50.000]  就算你懂拉丁文也不可以讀,因為怕你讀錯
[00:11:50.000 --> 00:11:56.000]  所以必須有神父去讀,神父引導下你去讀
[00:11:56.000 --> 00:12:04.000]  現在他在圖書館,第一次見到聖經,全面去看
[00:12:04.000 --> 00:12:08.000]  當時他不太明白,也沒有人教
[00:12:08.000 --> 00:12:15.000]  他裡面好像有些東西,好像聖經可以幫他,但他又不清楚
[00:12:15.000 --> 00:12:20.000]  這個時候就在一種很矛盾的情況下
[00:12:20.000 --> 00:12:26.000]  而在2005年,就是他最大的轉捩點
[00:12:26.000 --> 00:12:34.000]  他要上學,要回大學,在他上學途中遇到一個雷電
[00:12:34.000 --> 00:12:40.000]  當時很害怕,我看他後來,他不是害怕死
[00:12:40.000 --> 00:12:46.000]  他害怕死了之後不知道怎麼辦,因為他沒有解決罪的問題
[00:12:46.000 --> 00:12:51.000]  他看到天父如何凶惡的問題,當時他就想,就這樣死了
[00:12:51.000 --> 00:12:53.000]  那事情還沒搞定,還沒預備好
[00:12:53.000 --> 00:12:57.000]  所以當時那個雷電交加很大,很厲害
[00:12:57.000 --> 00:13:02.000]  他就出口叫,聖阿拿救我,聖恩救我
[00:13:02.000 --> 00:13:08.000]  我要做一個修道士,你救我,我就回報你做修道士
[00:13:08.000 --> 00:13:14.000]  你會覺得奇怪,為什麼不叫上帝呢?為什麼不叫耶穌呢?
[00:13:14.000 --> 00:13:18.000]  要叫聖阿拿呢?你知道聖阿拿是誰嗎?
[00:13:18.000 --> 00:13:25.000]  聖阿拿就是曠工的保護者,因為他父親是做曠工的
[00:13:25.000 --> 00:13:33.000]  因為他父親是做曠工,所以老德出生的時候,神父就會給一個聖人去保護他
[00:13:33.000 --> 00:13:36.000]  曠工通常是由聖阿拿去保護
[00:13:36.000 --> 00:13:42.000]  那聖阿拿是什麼人呢?就是瑪利亞的媽媽
[00:13:42.000 --> 00:13:52.000]  所以至少他知道保護他的不是耶穌,不是瑪利亞,就是神父給他的聖阿拿
[00:13:52.000 --> 00:13:57.000]  這個就是在馬達科罕提到,每個小節的天使都要保護他
[00:13:57.000 --> 00:14:03.000]  天主教就用了這個,每個人洗禮就送一個聖人給你
[00:14:03.000 --> 00:14:07.000]  所以就叫聖阿拿救我
[00:14:07.000 --> 00:14:14.000]  當時只有21歲,他很認真的,他不會怨他不算數
[00:14:14.000 --> 00:14:20.000]  所以老德這個人,你會發現他很認真,對生命很執著
[00:14:20.000 --> 00:14:23.000]  他對於要找到一件事很堅持
[00:14:23.000 --> 00:14:31.000]  這個性格塑造了他將來,也塑造了宗教改革的很重要性格
[00:14:31.000 --> 00:14:33.000]  一點都不刻苦
[00:14:33.000 --> 00:14:38.000]  他回到家之後,他就跟父親說
[00:14:38.000 --> 00:14:42.000]  他說我在途中,那時候他在大學,他就跟父親說
[00:14:42.000 --> 00:14:48.000]  他說我在途中,我已經立誓做修士
[00:14:48.000 --> 00:14:52.000]  所以他那次回到大學,他就跟同學說
[00:14:52.000 --> 00:14:54.000]  他說我要離開,當時同學完全不明白
[00:14:54.000 --> 00:14:57.000]  他們讀得很好,很有前途
[00:14:57.000 --> 00:14:59.000]  他說我有件很重要的事
[00:14:59.000 --> 00:15:02.000]  什麼事呢?他一直都不說
[00:15:02.000 --> 00:15:04.000]  那些同學不知道發生什麼事
[00:15:04.000 --> 00:15:08.000]  然後他回家就跟父親說
[00:15:08.000 --> 00:15:09.000]  我要做修士
[00:15:09.000 --> 00:15:13.000]  他父親當時拍桌子,桌子都爛了
[00:15:13.000 --> 00:15:17.000]  怎麼搞的?他做修士?
[00:15:17.000 --> 00:15:20.000]  自此他父親不理他
[00:15:20.000 --> 00:15:24.000]  他跟我父親沒有再聊天,一個很長的時間
[00:15:24.000 --> 00:15:26.000]  但因為他答應了上帝
[00:15:26.000 --> 00:15:30.000]  起碼他答應了聖阿拿,向上天
[00:15:30.000 --> 00:15:32.000]  他很認真
[00:15:32.000 --> 00:15:35.000]  所以他父親以往全部要聽他的話
[00:15:35.000 --> 00:15:39.000]  很嚴厲,但這次他有更高的指示
[00:15:39.000 --> 00:15:41.000]  不聽他的話
[00:15:41.000 --> 00:15:45.000]  背叛他,去做修士
[00:15:45.000 --> 00:15:51.000]  於是他就去了奧古斯丁的修院
[00:15:52.000 --> 00:15:56.000]  去到修院
[00:15:56.000 --> 00:15:59.000]  本來可以解決問題
[00:15:59.000 --> 00:16:01.000]  因為剛才說過
[00:16:01.000 --> 00:16:03.000]  罪的問題他沒有解決
[00:16:03.000 --> 00:16:05.000]  死亡之後
[00:16:05.000 --> 00:16:10.000]  怎麼面對這麼嚴峻的審判的上帝
[00:16:10.000 --> 00:16:13.000]  他怎麼去面對呢?
[00:16:13.000 --> 00:16:15.000]  所以他進了修院之後
[00:16:15.000 --> 00:16:20.000]  更加有很多不同的恐懼
[00:16:20.000 --> 00:16:22.000]  為什麼呢?
[00:16:22.000 --> 00:16:25.000]  在修院裏面,一方面很陰森
[00:16:25.000 --> 00:16:27.000]  另一方面修院很嚴格
[00:16:27.000 --> 00:16:29.000]  修院的院長
[00:16:29.000 --> 00:16:31.000]  修院裏面有很多規矩
[00:16:31.000 --> 00:16:32.000]  規條
[00:16:32.000 --> 00:16:34.000]  而這些規條
[00:16:34.000 --> 00:16:38.000]  修院最主要就是要信服
[00:16:38.000 --> 00:16:39.000]  奧賓一定要信服
[00:16:39.000 --> 00:16:41.000]  院長說的話,或者上級
[00:16:41.000 --> 00:16:43.000]  大級的人說話,一定要聽話
[00:16:43.000 --> 00:16:44.000]  要信服
[00:16:44.000 --> 00:16:46.000]  變成了在很大壓力下
[00:16:46.000 --> 00:16:49.000]  在絕對信服下
[00:16:49.000 --> 00:16:51.000]  很容易會做錯事
[00:16:51.000 --> 00:16:53.000]  或者違反了
[00:16:53.000 --> 00:16:55.000]  這些對他來說
[00:16:55.000 --> 00:16:57.000]  都是不可饒恕的
[00:16:57.000 --> 00:16:59.000]  並且在修院裏面
[00:16:59.000 --> 00:17:01.000]  那種氣氛
[00:17:01.000 --> 00:17:03.000]  亦都給他不得自由
[00:17:03.000 --> 00:17:06.000]  就好像上帝是透過很多東西
[00:17:06.000 --> 00:17:09.000]  用眼望著他
[00:17:09.000 --> 00:17:11.000]  看著你
[00:17:11.000 --> 00:17:13.000]  所以修院裏面是不平安的
[00:17:13.000 --> 00:17:15.000]  有一個德文字
[00:17:15.000 --> 00:17:18.000]  可以這樣說
[00:17:18.000 --> 00:17:20.000]  就說
[00:17:20.000 --> 00:17:22.000]  他在這個時候很混亂
[00:17:22.000 --> 00:17:24.000]  用懷疑
[00:17:24.000 --> 00:17:26.000]  混亂、激動、失望
[00:17:26.000 --> 00:17:28.000]  整個內心裏面
[00:17:28.000 --> 00:17:30.000]  是沒有辦法找到
[00:17:30.000 --> 00:17:33.000]  怎樣才可以有一點曙光
[00:17:33.000 --> 00:17:34.000]  給他平安
[00:17:34.000 --> 00:17:37.000]  於是他就用自己的方法
[00:17:37.000 --> 00:17:41.000]  他這個上帝對我這麼兇
[00:17:41.000 --> 00:17:44.000]  我要他留意我
[00:17:44.000 --> 00:17:46.000]  要取悅他
[00:17:46.000 --> 00:17:48.000]  他就用了古教父
[00:17:48.000 --> 00:17:50.000]  俯修主義
[00:17:50.000 --> 00:17:54.000]  很多修士在中世紀和之前
[00:17:54.000 --> 00:17:56.000]  去虐待自己
[00:17:56.000 --> 00:17:58.000]  虐待己身
[00:17:58.000 --> 00:18:00.000]  讓上帝來連關他
[00:18:00.000 --> 00:18:02.000]  來聽他祈禱
[00:18:02.000 --> 00:18:04.000]  於是他在這個時候
[00:18:04.000 --> 00:18:06.000]  用各種方法
[00:18:06.000 --> 00:18:08.000]  鞭打自己
[00:18:08.000 --> 00:18:09.000]  飢餓
[00:18:09.000 --> 00:18:11.000]  把自己關在黑暗裏面
[00:18:11.000 --> 00:18:14.000]  兩天三天不出來
[00:18:14.000 --> 00:18:20.000]  為了讓上帝可以去憐憫他
[00:18:20.000 --> 00:18:22.000]  所以在修院裏面
[00:18:22.000 --> 00:18:24.000]  他就用這些方法
[00:18:24.000 --> 00:18:26.000]  貧窮、禁食
[00:18:26.000 --> 00:18:28.000]  乞求私人功德
[00:18:28.000 --> 00:18:30.000]  不過
[00:18:30.000 --> 00:18:32.000]  他仍然在這個時候
[00:18:32.000 --> 00:18:34.000]  外面的人
[00:18:34.000 --> 00:18:35.000]  不明白
[00:18:35.000 --> 00:18:37.000]  也看不到
[00:18:37.000 --> 00:18:39.000]  他內心沒有人看到
[00:18:39.000 --> 00:18:41.000]  表面上看來他是一個很認真的人
[00:18:41.000 --> 00:18:42.000]  做事很用心
[00:18:42.000 --> 00:18:45.000]  所以他在2007年2月就按立做神父
[00:18:45.000 --> 00:18:48.000]  有個聖蹟
[00:18:48.000 --> 00:18:51.000]  其實是沒有解決問題
[00:18:51.000 --> 00:18:53.000]  這個時候
[00:18:53.000 --> 00:18:55.000]  他讀神學的過程裏面
[00:18:55.000 --> 00:18:57.000]  他就多了很多反省
[00:18:57.000 --> 00:18:59.000]  他發現
[00:18:59.000 --> 00:19:02.000]  如果一個罪人
[00:19:02.000 --> 00:19:03.000]  即是一個人
[00:19:03.000 --> 00:19:05.000]  你不斷的來到
[00:19:05.000 --> 00:19:09.000]  將自己的集中力放在罪裏面
[00:19:09.000 --> 00:19:11.000]  其實慢慢慢慢你會麻木的
[00:19:11.000 --> 00:19:16.000]  所以他就要在上帝面前
[00:19:16.000 --> 00:19:18.000]  不過他很敏銳
[00:19:18.000 --> 00:19:20.000]  他就要問上帝
[00:19:20.000 --> 00:19:22.000]  我怎樣可以
[00:19:22.000 --> 00:19:24.000]  能夠坦然無懼
[00:19:24.000 --> 00:19:26.000]  去到你那裏
[00:19:26.000 --> 00:19:28.000]  所以這日子他就
[00:19:28.000 --> 00:19:29.000]  一路要用很多方法
[00:19:29.000 --> 00:19:30.000]  一路用聖經
[00:19:30.000 --> 00:19:31.000]  一路用祈禱
[00:19:31.000 --> 00:19:33.000]  用各樣東西
[00:19:33.000 --> 00:19:35.000]  這樣就有一個轉機給他
[00:19:35.000 --> 00:19:39.000]  2009年他就回到威丁堡
[00:19:39.000 --> 00:19:42.000]  威丁堡就是當時剛成立的大學
[00:19:42.000 --> 00:19:44.000]  是一個朱後
[00:19:44.000 --> 00:19:46.000]  很新的
[00:19:46.000 --> 00:19:48.000]  他就回去那裏讀
[00:19:48.000 --> 00:19:50.000]  就完成了聖經學士
[00:19:50.000 --> 00:19:52.000]  就在這年之後
[00:19:52.000 --> 00:19:53.000]  1910年
[00:19:53.000 --> 00:19:55.000]  對他來說是一個很重要的年份
[00:19:55.000 --> 00:19:57.000]  那個院長
[00:19:57.000 --> 00:19:58.000]  明白他
[00:19:58.000 --> 00:20:00.000]  知道他的內心
[00:20:00.000 --> 00:20:01.000]  就跟他說
[00:20:01.000 --> 00:20:03.000]  你去羅馬
[00:20:03.000 --> 00:20:05.000]  去看一下
[00:20:05.000 --> 00:20:07.000]  一個這麼宏偉的建築
[00:20:07.000 --> 00:20:09.000]  建立教皇
[00:20:09.000 --> 00:20:11.000]  於是他在1510年
[00:20:11.000 --> 00:20:13.000]  就去羅馬
[00:20:13.000 --> 00:20:14.000]  這次去羅馬
[00:20:14.000 --> 00:20:18.000]  為什麼說對他來說是一個很重要的轉機點
[00:20:18.000 --> 00:20:20.000]  因為過去他覺得
[00:20:20.000 --> 00:20:22.000]  所有的神父也好
[00:20:22.000 --> 00:20:23.000]  主教也好
[00:20:23.000 --> 00:20:24.000]  他的老師也好
[00:20:24.000 --> 00:20:25.000]  都是很敬虔
[00:20:25.000 --> 00:20:26.000]  好像他一樣
[00:20:26.000 --> 00:20:27.000]  很敬虔
[00:20:27.000 --> 00:20:28.000]  很愛主要處理罪的問題
[00:20:28.000 --> 00:20:30.000]  他覺得自己做得不夠
[00:20:30.000 --> 00:20:31.000]  不夠人就好
[00:20:31.000 --> 00:20:33.000]  誰知道這次去羅馬
[00:20:33.000 --> 00:20:35.000]  整個人
[00:20:35.000 --> 00:20:37.000]  很震驚
[00:20:37.000 --> 00:20:38.000]  他在羅馬裏面
[00:20:38.000 --> 00:20:40.000]  他很留意一些東西
[00:20:40.000 --> 00:20:41.000]  他去到聖彼得大教堂
[00:20:41.000 --> 00:20:43.000]  他留意到那些主教
[00:20:43.000 --> 00:20:45.000]  他看到那些隨從
[00:20:45.000 --> 00:20:47.000]  發現那些人
[00:20:47.000 --> 00:20:49.000]  生活非常奢華
[00:20:49.000 --> 00:20:51.000]  驕傲
[00:20:51.000 --> 00:20:53.000]  還有不單沒有憐憫
[00:20:53.000 --> 00:20:58.000]  他還看到他們生活背後的腐敗
[00:20:58.000 --> 00:21:00.000]  當時很驚訝
[00:21:00.000 --> 00:21:02.000]  他就好像一個年輕人
[00:21:02.000 --> 00:21:04.000]  很信任那些大人
[00:21:04.000 --> 00:21:05.000]  是一個很好的人
[00:21:05.000 --> 00:21:07.000]  是他效法的對象
[00:21:07.000 --> 00:21:09.000]  但他去到後發現不是
[00:21:09.000 --> 00:21:11.000]  那些主教又喝酒
[00:21:11.000 --> 00:21:13.000]  背後可能還有女人
[00:21:13.000 --> 00:21:15.000]  那些住的這麼豪華
[00:21:15.000 --> 00:21:17.000]  那些生活
[00:21:17.000 --> 00:21:20.000]  又有很多僕人
[00:21:20.000 --> 00:21:21.000]  服侍他
[00:21:21.000 --> 00:21:22.000]  像皇帝一樣
[00:21:22.000 --> 00:21:24.000]  當時他很失望
[00:21:24.000 --> 00:21:25.000]  很驚訝
[00:21:25.000 --> 00:21:27.000]  他說我這麼辛苦
[00:21:27.000 --> 00:21:29.000]  我對於這麼多罪
[00:21:29.000 --> 00:21:31.000]  我拼命去求主謝世面
[00:21:31.000 --> 00:21:33.000]  這班人為何可以這樣呢
[00:21:33.000 --> 00:21:35.000]  所以當時他整個人
[00:21:35.000 --> 00:21:37.000]  突然間就說
[00:21:37.000 --> 00:21:39.000]  我做這麼多事
[00:21:39.000 --> 00:21:41.000]  原來可能沒有用
[00:21:41.000 --> 00:21:43.000]  當時他很失望
[00:21:43.000 --> 00:21:44.000]  所以這次去羅馬之行
[00:21:44.000 --> 00:21:46.000]  對他整個生命很震撼
[00:21:46.000 --> 00:21:50.000]  震撼就是整個教會的制度
[00:21:50.000 --> 00:21:54.000]  建制是被很大的衝擊
[00:21:54.000 --> 00:21:59.000]  在羅馬回來之後
[00:21:59.000 --> 00:22:01.000]  他depressed
[00:22:01.000 --> 00:22:05.000]  整個人的情緒低落到不得了
[00:22:05.000 --> 00:22:08.000]  他有一個老師
[00:22:08.000 --> 00:22:10.000]  很好的院長
[00:22:10.000 --> 00:22:14.000]  這個叫Stupids
[00:22:14.000 --> 00:22:19.000]  這個老師本來要幫他
[00:22:19.000 --> 00:22:22.000]  但這次看到他在羅馬回來
[00:22:22.000 --> 00:22:24.000]  整個人都變了
[00:22:24.000 --> 00:22:27.000]  他就跟他說
[00:22:27.000 --> 00:22:34.000]  他說很多事我們不能夠看表面
[00:22:34.000 --> 00:22:37.000]  每個人在上面前
[00:22:37.000 --> 00:22:39.000]  有他自己要走的路
[00:22:39.000 --> 00:22:42.000]  不要因為那些事而影響了你
[00:22:42.000 --> 00:22:44.000]  他老師就說
[00:22:44.000 --> 00:22:47.000]  你應該要回到聖經
[00:22:47.000 --> 00:22:48.000]  回到神學
[00:22:48.000 --> 00:22:51.000]  因為今天你做修士
[00:22:51.000 --> 00:22:53.000]  不是為了教皇
[00:22:53.000 --> 00:22:56.000]  不是為了你的家人
[00:22:56.000 --> 00:23:01.000]  你是為了向聖雅娜許的誓
[00:23:01.000 --> 00:23:03.000]  你是為了聖人
[00:23:03.000 --> 00:23:06.000]  所以你要回到聖經
[00:23:06.000 --> 00:23:10.000]  回到教會裏面
[00:23:10.000 --> 00:23:12.000]  本來路德那時depressed
[00:23:12.000 --> 00:23:14.000]  他覺得我做那麼多事
[00:23:14.000 --> 00:23:16.000]  沒有意思
[00:23:16.000 --> 00:23:18.000]  但這個老師很好
[00:23:18.000 --> 00:23:20.000]  很鼓勵他
[00:23:20.000 --> 00:23:22.000]  於是他繼續
[00:23:22.000 --> 00:23:23.000]  他就不看那麼多
[00:23:23.000 --> 00:23:25.000]  他就專心讀聖經
[00:23:25.000 --> 00:23:27.000]  回到聖經裏面
[00:23:27.000 --> 00:23:31.000]  回到他自己的禱告
[00:23:31.000 --> 00:23:35.000]  回到自己的信仰
[00:23:35.000 --> 00:23:37.000]  敬人的生活裏面
[00:23:37.000 --> 00:23:40.000]  因為他讀書比以前更努力
[00:23:40.000 --> 00:23:45.000]  他在1512年就拿到神學博士
[00:23:45.000 --> 00:23:46.000]  他當時很年輕
[00:23:46.000 --> 00:23:49.000]  通常讀神學是讀大學
[00:23:49.000 --> 00:23:50.000]  再讀文學
[00:23:50.000 --> 00:23:51.000]  再讀神學
[00:23:51.000 --> 00:23:52.000]  一路讀上去
[00:23:52.000 --> 00:23:54.000]  起碼要讀十年
[00:23:54.000 --> 00:23:55.000]  讀十五年
