
[00:00:00.000 --> 00:00:11.000]  今天跟大家分享的經文是出自於《馬太福音》第五章第十七節至第二十節
[00:06:13.000 --> 00:06:22.000]  說回前文,耶穌經過傳道、講道,甚至醫病、講鬼等等的侍奉之後
[00:06:22.000 --> 00:06:31.000]  不少的人都跟隨著耶穌基督,並且來到這個地方不斷去聆聽主的教訓
[00:06:31.000 --> 00:06:38.000]  這是一個好的開始,當這群群眾跟隨著耶穌基督的時候
[00:06:38.000 --> 00:06:44.000]  他們看到耶穌有這麼獨特的魅力,可以這麼說
[00:06:44.000 --> 00:06:49.000]  他們的想法就很自然地跟其他人一樣
[00:06:49.000 --> 00:06:55.000]  耶穌一定是來別樹一次,做出與別不同的教導
[00:06:55.000 --> 00:07:00.000]  才能夠造成自己一個信仰的群體
[00:07:00.000 --> 00:07:08.000]  於是當他們聽耶穌基督教導的時候,他說的原來都是猶太人的律法
[00:07:08.000 --> 00:07:14.000]  於是他們就會這樣想,既然耶穌基督都是傳猶太人的律法
[00:07:14.000 --> 00:07:21.000]  不難理解,他傳的一定是跟其他的當時在巴勒斯坦地區上
[00:07:21.000 --> 00:07:28.000]  猶太教他們所傳的信息,應該是與別不同才行
[00:07:28.000 --> 00:07:34.000]  所以既然這群在耶路撒冷為中心的宗教律師
[00:07:34.000 --> 00:07:39.000]  包括文士和祭司,他們都是傳講聖經
[00:07:39.000 --> 00:07:44.000]  或者用今天我們作為基督徒所說的舊約聖經的時候
[00:07:44.000 --> 00:07:48.000]  那麼耶穌一定就是要與舊約聖經自然不同
[00:07:48.000 --> 00:07:53.000]  才能夠做到他很獨特的一派別
[00:07:53.000 --> 00:08:00.000]  所以這群人就很自然地想,耶穌當然要跟他們有相反的看法
[00:08:00.000 --> 00:08:07.000]  對於舊約聖經或者當時的他們的圖書,他們的聖經
[00:08:07.000 --> 00:08:12.000]  他們一定是覺得耶穌是跟他們唱相反的一個態度
[00:08:12.000 --> 00:08:15.000]  這樣才值得跟隨的嘛
[00:08:15.000 --> 00:08:20.000]  所以他們就有一種想法,就覺得耶穌來到這個世界
[00:08:20.000 --> 00:08:24.000]  去帶領他們要組織一個新的派系
[00:08:24.000 --> 00:08:29.000]  其實是不是意思就是說要廢掉舊約的聖經呢?
[00:08:29.000 --> 00:08:32.000]  而要傳新的一派的思維呢?
[00:08:32.000 --> 00:08:40.000]  於是乎在一開始,耶穌因為明白到這些人有這種思維
[00:08:40.000 --> 00:08:45.000]  所以他就開張明義,在今天我們所看的這段經文裡
[00:08:45.000 --> 00:08:50.000]  作出一個清楚的新論指出,他是不會這樣做的
[00:08:50.000 --> 00:08:53.000]  怎樣樣不會做?怎樣陳述?
[00:08:53.000 --> 00:08:56.000]  我們就要看回這段經文的內容
[00:08:56.000 --> 00:09:00.000]  第一部分我們會看一下,原來耶穌介紹給我們知道
[00:09:00.000 --> 00:09:06.000]  天國的主人原來他的聖情是講得出就做得到
[00:09:06.000 --> 00:09:11.000]  我們從第五章第十七節至十八節裡面就會看到這一點
[00:09:11.000 --> 00:09:15.000]  天國的主人說了,然後就實現了
[00:09:15.000 --> 00:09:18.000]  從第五章第十七節至十八節
[00:09:18.000 --> 00:09:21.000]  我們再讀一下這兩節經文,好嗎?
[00:09:21.000 --> 00:09:24.000]  好使我們更加熟悉這段經文的內容,好嗎?
[00:09:24.000 --> 00:09:27.000]  第十七節和十八節是這樣說的
[00:09:27.000 --> 00:09:36.000]  「莫想我來要廢掉律法和先知,我來不是要廢掉,乃是要成全」
[00:09:36.000 --> 00:09:49.000]  「我實在告訴你們,就是到天地都廢去了,律法的一點一劃也不能廢去,都要成全」
[00:09:49.000 --> 00:09:55.000]  首先耶穌在這裡讓我們去明白一個很重要的道理
[00:09:55.000 --> 00:09:59.000]  他用一種轉接的說法,其實就介紹給我們知道
[00:09:59.000 --> 00:10:05.000]  原來我們在天上,這個上主是一個講得出
[00:10:05.000 --> 00:10:09.000]  也必然做得到的這位上主
[00:10:09.000 --> 00:10:19.000]  這個和前文我們去看回炎和光這個雙重比喻裡面的主旨其實是很銜接的
[00:10:19.000 --> 00:10:25.000]  因為前文說到原來我們今天要作為神的天國的子民
[00:10:25.000 --> 00:10:28.000]  要好像這位天國的主人一樣
[00:10:28.000 --> 00:10:34.000]  我們是要怎樣?展示出有聖潔有義的生命
[00:10:34.000 --> 00:10:39.000]  我們才能夠配活在這個天國裡面
[00:10:39.000 --> 00:10:44.000]  既然如此,我們要在地上都這樣活
[00:10:44.000 --> 00:10:48.000]  我們的父神同樣他們在天上都是這樣活的
[00:10:48.000 --> 00:10:55.000]  所以上帝要怎樣幫助人在地上活出有義的生命呢?
[00:10:55.000 --> 00:10:59.000]  他就其中一個方法,就是頒佈了律法
[00:10:59.000 --> 00:11:03.000]  在聖經裡面,律法是有什麼作用呢?
[00:11:03.000 --> 00:11:06.000]  律法其實分為兩部分的
[00:11:06.000 --> 00:11:09.000]  如果簡單來說,可以說是一些口傳的律法
[00:11:09.000 --> 00:11:13.000]  或者甚至可以說是寫下來的律法
[00:11:13.000 --> 00:11:20.000]  當然了,到了後期的我們所知的聖經就完全是一個寫下來的律法
[00:11:20.000 --> 00:11:23.000]  讓我們明白到,比如摩西五經就一個典型例子
[00:11:23.000 --> 00:11:31.000]  神的話就透過律法去將它去演繹出來
[00:11:31.000 --> 00:11:37.000]  從不同的生活環節,甚至與上帝的關係而去表達出來
[00:11:37.000 --> 00:11:45.000]  所以神的話其實是幫助人,讓人學會怎樣盡量進行
[00:11:45.000 --> 00:11:52.000]  而活出這個合乎神天國子民應有的生命生活
[00:11:52.000 --> 00:11:58.000]  律法絕對不是上帝要提供一個機會給人去廢除
[00:11:58.000 --> 00:12:04.000]  或者讓人去直著去破除律法,違背律法
[00:12:04.000 --> 00:12:09.000]  這個原意,上帝其實是幫我們去更活出聖潔的生命
[00:12:09.000 --> 00:12:14.000]  而不是要我們去顯出罪惡的生命
[00:12:14.000 --> 00:12:18.000]  當然律法另一個層面就是說要顯明人的罪,讓人可以悔改
[00:12:18.000 --> 00:12:22.000]  這是另一個層面,但是上帝的目的並非要設立律法
[00:12:22.000 --> 00:12:25.000]  是要給人去破的
[00:12:25.000 --> 00:12:28.000]  或者我們可以更簡單的說
[00:12:28.000 --> 00:12:36.000]  設立律法讓屬神的子民在裡面就能夠顯出神的天國子民的樣式
[00:12:36.000 --> 00:12:43.000]  如果對於一些沒有上帝生命的人,願意存留在罪惡裡面的人
[00:12:43.000 --> 00:12:48.000]  這類的人,律法就顯明他們的罪惡
[00:12:48.000 --> 00:12:54.000]  既然如此,耶穌明白到跟隨他的群眾當中的人
[00:12:54.000 --> 00:13:01.000]  極有可能是誤會他為了自己傳道的動機
[00:13:01.000 --> 00:13:05.000]  以為他是要廢除上帝的律法
[00:13:05.000 --> 00:13:09.000]  因為文士和祭司都說要傳上帝的律法
[00:13:09.000 --> 00:13:13.000]  那耶穌既然是這樣,不如廢了他,由頭立過身
[00:13:13.000 --> 00:13:16.000]  他們以為是這樣想,這種想法
[00:13:16.000 --> 00:13:19.000]  原來耶穌看穿了他們
[00:13:19.000 --> 00:13:27.000]  耶穌於是乎在他要進一步去幫助當時的門徒或者群眾
[00:13:27.000 --> 00:13:31.000]  願意跟隨耶穌的人,願意聽從耶穌基督道理的人
[00:13:31.000 --> 00:13:37.000]  他們能夠進一步正確地了解聖經的意思
[00:13:37.000 --> 00:13:40.000]  並且如何行出律法之前
[00:13:40.000 --> 00:13:43.000]  所以耶穌必須要表明自己的來意
[00:13:43.000 --> 00:13:48.000]  我來並不是要去廢除律法
[00:13:48.000 --> 00:13:54.000]  相反,我們是要來履行律法和先知的道理
[00:13:54.000 --> 00:13:57.000]  所以馬上在第17節就說
[00:13:57.000 --> 00:14:02.000]  莫想我來要廢掉律法和先知
[00:14:02.000 --> 00:14:06.000]  我來不是廢掉,乃是要成全
[00:14:06.000 --> 00:14:10.000]  何謂律法和先知呢?
[00:14:10.000 --> 00:14:15.000]  其實在舊約聖經裡,我們可以簡單地統稱
[00:14:15.000 --> 00:14:20.000]  其實是包括律法和先知書這兩大部分
[00:14:20.000 --> 00:14:22.000]  有些弟兄姐妹心水清說
[00:14:22.000 --> 00:14:26.000]  不是啊,牧師,舊約聖經按照猶太人律法是分為
[00:14:26.000 --> 00:14:30.000]  律法、先知書和寫作
[00:14:30.000 --> 00:14:35.000]  但是當我們去看回猶太人的傳統的時候
[00:14:35.000 --> 00:14:41.000]  其實寫作某程度上歸入於先知書的部分
[00:14:41.000 --> 00:14:43.000]  他將它統稱在一起
[00:14:43.000 --> 00:14:48.000]  律法和先知於是就統稱為舊約聖經
[00:14:48.000 --> 00:14:50.000]  就是我們的舊約聖經
[00:14:50.000 --> 00:14:54.000]  而他們原本就只有本聖經,就是舊約
[00:14:54.000 --> 00:15:00.000]  在這個陳述裡,耶穌刻意地指出
[00:15:00.000 --> 00:15:04.000]  我來到不是要廢掉律法和先知
[00:15:04.000 --> 00:15:07.000]  而這個律法和先知在原文聖經裡
[00:15:07.000 --> 00:15:11.000]  還加上了一個指定式的定貫詞
[00:15:11.000 --> 00:15:13.000]  definite article
[00:15:13.000 --> 00:15:17.000]  而這個definite article的意思是什麼呢?
[00:15:17.000 --> 00:15:21.000]  就是指哪一個律法和先知
[00:15:21.000 --> 00:15:24.000]  所以換言之,這裡所說的
[00:15:24.000 --> 00:15:26.000]  是指到神的說話
[00:15:26.000 --> 00:15:30.000]  神直接向摩西的陳述
[00:15:30.000 --> 00:15:35.000]  或者向其他眾先知,或者其他人士
[00:15:35.000 --> 00:15:38.000]  所要啟示出上帝的意思
[00:15:38.000 --> 00:15:40.000]  那些的內文
[00:15:40.000 --> 00:15:44.000]  這些的內容全部是上帝的說話
[00:15:44.000 --> 00:15:49.000]  而不是任何一個街坊的其中一個說話
[00:15:49.000 --> 00:15:51.000]  於是怎麼樣呢?
[00:15:51.000 --> 00:15:54.000]  這個陳述就告訴我們
[00:15:54.000 --> 00:15:58.000]  原來耶穌基督要告訴當時的群眾
[00:15:58.000 --> 00:16:02.000]  我們要作為天國子民的一份子
[00:16:02.000 --> 00:16:07.000]  我們必須要遵從律法和先知
[00:16:07.000 --> 00:16:09.000]  就是神的說話的內容
[00:16:09.000 --> 00:16:11.000]  而在登山補訓裡
[00:16:11.000 --> 00:16:15.000]  除了第五章第十七節說到律法和先知之外
[00:16:15.000 --> 00:16:20.000]  就去到登山補訓的最後第七章十二節
[00:16:20.000 --> 00:16:24.000]  又同樣出現律法和先知這個陳述
[00:16:24.000 --> 00:16:27.000]  去涵蓋聖經的內容
[00:16:27.000 --> 00:16:29.000]  或者神說話的內容
[00:16:29.000 --> 00:16:32.000]  這個這樣的括弧式的結構
[00:16:32.000 --> 00:16:37.000]  就告訴我們耶穌將整個登山補訓的內容
[00:16:37.000 --> 00:16:39.000]  其實告訴我們
[00:16:39.000 --> 00:16:43.000]  我們是植根於舊約聖經
[00:16:43.000 --> 00:16:45.000]  猶太人的聖經
[00:16:45.000 --> 00:16:49.000]  律法和先知這兩個部分
[00:16:49.000 --> 00:16:53.000]  留意的是除了我們知道律法和先知
[00:16:53.000 --> 00:16:56.000]  是指舊約聖經的內文之外
[00:16:56.000 --> 00:16:59.000]  這段聖經在第十七節裡面
[00:16:59.000 --> 00:17:03.000]  還用了兩個雙重的否定語
[00:17:03.000 --> 00:17:08.000]  來去重複刻意的幫助聽眾
[00:17:08.000 --> 00:17:12.000]  明白到耶穌不是來廢掉律法和先知
[00:17:12.000 --> 00:17:14.000]  不是廢掉神的說話
[00:17:14.000 --> 00:17:16.000]  相反是要承傳的
[00:17:16.000 --> 00:17:17.000]  怎麼說呢?
[00:17:17.000 --> 00:17:20.000]  耶穌用了第一個的否定語
[00:17:20.000 --> 00:17:23.000]  「莫想我來廢掉律法和先知」
[00:17:23.000 --> 00:17:27.000]  這個首先幫助聽眾的人
[00:17:27.000 --> 00:17:29.000]  你們不要想錯了
[00:17:29.000 --> 00:17:37.000]  這種是耶穌首要幫助聽眾排除誤解的目的
[00:17:37.000 --> 00:17:39.000]  第二部分的否定語
[00:17:39.000 --> 00:17:43.000]  耶穌直接「我來不是要廢掉」
[00:17:43.000 --> 00:17:50.000]  耶穌直接將被人誤會的可能性完全抹殺
[00:17:50.000 --> 00:17:54.000]  耶穌根本不是來廢掉律法
[00:17:54.000 --> 00:17:57.000]  而在這個說法
[00:17:57.000 --> 00:18:03.000]  耶穌同時配一個「來傳道」的重要目的
[00:18:03.000 --> 00:18:04.000]  是什麼呢?
[00:18:04.000 --> 00:18:09.000]  就是「承傳律法和先知」
[00:18:09.000 --> 00:18:12.000]  這個所謂「承傳」這個字眼
[00:18:12.000 --> 00:18:14.000]  「Pallero」這個字眼
[00:18:14.000 --> 00:18:18.000]  這個字眼有很多信徒以為
[00:18:18.000 --> 00:18:21.000]  「做完它吧」
[00:18:21.000 --> 00:18:24.000]  其實這個字眼有一個深層的意思
[00:18:24.000 --> 00:18:30.000]  就是指到其實有些已經定了目標和一些做法
[00:18:30.000 --> 00:18:31.000]  簡單來說
[00:18:31.000 --> 00:18:35.000]  那個項目那個流程表
[00:18:35.000 --> 00:18:38.000]  怎麼運作已經做好了
[00:18:38.000 --> 00:18:43.000]  問題就是這個流程表在推行的過程當中
[00:18:43.000 --> 00:18:45.000]  現在還沒完
[00:18:45.000 --> 00:18:47.000]  現在到這一刻是要怎麼樣
[00:18:47.000 --> 00:18:52.000]  要將它完美地去完成所有的部分
[00:18:52.000 --> 00:18:58.000]  所以這個所謂的「Fulfill」「承傳」這個意思
[00:18:58.000 --> 00:18:59.000]  意思就是說
[00:18:59.000 --> 00:19:03.000]  要將已經上帝在舊時
[00:19:03.000 --> 00:19:05.000]  舊約時期的時候
[00:19:05.000 --> 00:19:08.000]  與事以色列民已經開展了
[00:19:08.000 --> 00:19:10.000]  並且已經定下的目的
[00:19:10.000 --> 00:19:12.000]  什麼目的呢?
[00:19:12.000 --> 00:19:15.000]  我們就要看回創世記
[00:19:15.000 --> 00:19:19.000]  其實上帝已經老早定下了目的
[00:19:19.000 --> 00:19:23.000]  就是說以色列民他們需要一個救主
[00:19:23.000 --> 00:19:25.000]  因為為什麼呢?
[00:19:25.000 --> 00:19:27.000]  在伊甸園裡面
[00:19:27.000 --> 00:19:32.000]  男人女人他們多在聚集當中
[00:19:32.000 --> 00:19:35.000]  但是上帝要將他們拯救出來
[00:19:35.000 --> 00:19:36.000]  怎麼做呢?
[00:19:36.000 --> 00:19:41.000]  唯有要找一位救主來擊打蛇
[00:19:41.000 --> 00:19:44.000]  這個整個的我們叫做「藍圖」
[00:19:44.000 --> 00:19:48.000]  這個「大藍圖」已經說是規劃了出來
[00:19:48.000 --> 00:19:51.000]  其實在歷史裡面不斷在發展中
[00:19:51.000 --> 00:19:54.000]  而耶穌來到就要按照
[00:19:54.000 --> 00:19:59.000]  父神早在創世記裡面的心意來完成
[00:19:59.000 --> 00:20:04.000]  所以馬上耶穌基督在第十八節就這樣說
[00:20:04.000 --> 00:20:09.000]  我實實在在地告訴你們
[00:20:09.000 --> 00:20:12.000]  就是到天地都廢去了
[00:20:12.000 --> 00:20:16.000]  律法的一點一劃也不能廢去
[00:20:16.000 --> 00:20:19.000]  都要成全
[00:20:19.000 --> 00:20:22.000]  在這裡耶穌用了一個很獨特的
[00:20:22.000 --> 00:20:24.000]  或者可以這麼說
[00:20:24.000 --> 00:20:26.000]  是他招牌的說話
[00:20:26.000 --> 00:20:28.000]  就是說什麼?
[00:20:28.000 --> 00:20:32.000]  我實實在在告訴你們
[00:20:32.000 --> 00:20:35.000]  這個聖經在原文聖經裡面
[00:20:35.000 --> 00:20:38.000]  一開始就用了「阿們」
[00:20:38.000 --> 00:20:41.000]  就是說實實在在
[00:20:41.000 --> 00:20:43.000]  或者誠心所願
[00:20:43.000 --> 00:20:45.000]  或者毫無虛假
[00:20:45.000 --> 00:20:47.000]  或者這麼說
[00:20:47.000 --> 00:20:52.000]  是真誠地完全是真誠地告訴你
[00:20:52.000 --> 00:20:55.000]  我來到是要怎麼樣?
[00:20:55.000 --> 00:21:00.000]  我是要作出一個嚴正的宣告
[00:21:00.000 --> 00:21:01.000]  什麼宣告呢?
[00:21:01.000 --> 00:21:05.000]  我這個宣告是天地廢去了
[00:21:05.000 --> 00:21:09.000]  律法的一點一劃也不能廢去
[00:21:09.000 --> 00:21:15.000]  這個陳述可以說是耶穌基督的招牌的說法
[00:21:15.000 --> 00:21:19.000]  這種用語其實在第五章第26節
[00:21:19.000 --> 00:21:21.000]  第六章二節
[00:21:21.000 --> 00:21:23.000]  第六章五節
[00:21:23.000 --> 00:21:24.000]  第六章十六節
[00:21:24.000 --> 00:21:27.000]  都有這個陳述的出現
[00:21:27.000 --> 00:21:30.000]  耶穌說我實實在在
[00:21:30.000 --> 00:21:33.000]  很真確地告訴你
[00:21:33.000 --> 00:21:37.000]  這個說法是一個嚴正的宣告
[00:21:37.000 --> 00:21:41.000]  往往這個用法是連貫在
[00:21:41.000 --> 00:21:48.000]  當人和上帝有直接交往的時候
[00:21:48.000 --> 00:21:51.000]  耶穌就用這句話來陳述
[00:21:51.000 --> 00:21:56.000]  譬如最簡單第六章第二節和第五節
[00:21:56.000 --> 00:21:59.000]  就是我們所熟悉的主禱文的內容
[00:21:59.000 --> 00:22:04.000]  當我們談論到和上帝有直接的交通的時候
[00:22:04.000 --> 00:22:09.000]  上帝就會希望我們打醒十二分精神
[00:22:09.000 --> 00:22:11.000]  而耶穌就是用了這句話
[00:22:11.000 --> 00:22:13.000]  要我們格外留神
[00:22:13.000 --> 00:22:16.000]  這句話有別於其他地方
[00:22:16.000 --> 00:22:18.000]  耶穌說我告訴你們
[00:22:18.000 --> 00:22:20.000]  沒有這個實實在在
[00:22:20.000 --> 00:22:22.000]  沒有Amen這個字頭
[00:22:22.000 --> 00:22:24.000]  開頭的譬如第五章22節
[00:22:24.000 --> 00:22:26.000]  27節
[00:22:26.000 --> 00:22:27.000]  32節
[00:22:27.000 --> 00:22:28.000]  34
[00:22:28.000 --> 00:22:29.000]  39
[00:22:29.000 --> 00:22:30.000]  44
[00:22:30.000 --> 00:22:34.000]  在當中耶穌在解釋舊約的經文
[00:22:34.000 --> 00:22:38.000]  或者解釋上帝在舊約的經文的時候
[00:22:38.000 --> 00:22:46.000]  他的陳述是活在人與人之間的關係上的陳述
[00:22:46.000 --> 00:22:48.000]  怎樣顯出那個人的生命
[00:22:48.000 --> 00:22:51.000]  是有天國子民的生命的樣式
[00:22:51.000 --> 00:22:54.000]  所以當我們有這個理解的時候
[00:22:54.000 --> 00:22:55.000]  我們就會覺得
[00:22:55.000 --> 00:22:59.000]  咦 原來耶穌基督在這裡打醒十二分精神
[00:22:59.000 --> 00:23:01.000]  原來耶穌基督來到
[00:23:01.000 --> 00:23:03.000]  他說要成全
[00:23:03.000 --> 00:23:04.000]  怎樣成全呢
[00:23:04.000 --> 00:23:08.000]  原來他成全到有兩個我們要留意的地方
[00:23:08.000 --> 00:23:12.000]  在原文聖經裡面有兩個字
[00:23:12.000 --> 00:23:14.000]  有一個字眼這裡沒有翻譯出來
[00:23:14.000 --> 00:23:17.000]  那個字眼叫Heroes
[00:23:17.000 --> 00:23:22.000]  Heroes這個字眼英文翻譯叫Until
[00:23:22.000 --> 00:23:26.000]  用中文翻譯叫直至到
[00:23:26.000 --> 00:23:28.000]  在這節聖經裡面
[00:23:28.000 --> 00:23:33.000]  耶穌說到他怎樣實踐律法才知道呢
[00:23:33.000 --> 00:23:37.000]  他說直至到天地都要廢去
[00:23:37.000 --> 00:23:38.000]  這是第一點
[00:23:38.000 --> 00:23:41.000]  直至到天地都要廢去
[00:23:41.000 --> 00:23:44.000]  天地這個陳述在舊約聖經
[00:23:44.000 --> 00:23:46.000]  或者在新約聖經裡面
[00:23:46.000 --> 00:23:48.000]  又有特別的意思
[00:23:48.000 --> 00:23:50.000]  是指到一個末時
[00:23:50.000 --> 00:23:54.000]  就是指到末時的情況
[00:23:54.000 --> 00:24:00.000]  這個觀念也是引申至於創世記第一章第一節
[00:24:00.000 --> 00:24:03.000]  神創造天地的時候
[00:24:03.000 --> 00:24:06.000]  那時候上帝已經造這個世界
[00:24:06.000 --> 00:24:08.000]  那是一個時代
[00:24:08.000 --> 00:24:13.000]  而這裡所指到直至到最後這個時代都廢
[00:24:13.000 --> 00:24:14.000]  都完了
[00:24:14.000 --> 00:24:16.000]  耶穌怎樣
[00:24:16.000 --> 00:24:22.000]  仍然怎樣去將上帝的律法和先知的說話
[00:24:22.000 --> 00:24:26.000]  都將它完全顯露出來或者完全續出來
[00:24:26.000 --> 00:24:28.000]  所以這是第一點
[00:24:28.000 --> 00:24:32.000]  說到直至到一個時代終結
[00:24:32.000 --> 00:24:38.000]  耶穌仍然會將舊約的律法和先知履行
[00:24:38.000 --> 00:24:40.000]  第二個直至到的是什麼
[00:24:40.000 --> 00:24:42.000]  直至到第二點
[00:24:42.000 --> 00:24:45.000]  就是有一個我們稱之為
[00:24:45.000 --> 00:24:50.000]  一點一或也不能廢去
[00:24:50.000 --> 00:24:54.000]  那究竟是指到什麼一點一或呢
[00:24:54.000 --> 00:24:57.000]  一點一或其實在原文聖經裡面
[00:24:57.000 --> 00:25:04.000]  其實是指回去在舊約聖經寫的時候用的語言
[00:25:04.000 --> 00:25:06.000]  如果大家都會明白
[00:25:06.000 --> 00:25:10.000]  舊約聖經所寫的語言就是希伯來文
[00:25:10.000 --> 00:25:15.000]  希伯來文最小的一個字母
[00:25:15.000 --> 00:25:17.000]  我們稱之為yó
[00:25:17.000 --> 00:25:20.000]  它就一個小彎彎
[00:25:20.000 --> 00:25:23.000]  一個小彎這樣
[00:25:23.000 --> 00:25:27.000]  有時讀希伯來文
[00:25:27.000 --> 00:25:30.000]  大英尖的會覺得很難
[00:25:30.000 --> 00:25:32.000]  有時一個小勾
[00:25:32.000 --> 00:25:34.000]  原來都是一個字母
