
[00:00:00.000 --> 00:00:04.000]  第一次會議 早晨
[00:11:44.400 --> 00:11:47.120]  新約十個童女的故事
[00:11:47.120 --> 00:11:48.080]  你不添燈
[00:11:48.080 --> 00:11:49.520]  燈就不亮了
[00:11:49.520 --> 00:11:52.720]  新郎來的時候你就沒有燈了
[00:11:52.720 --> 00:11:56.800]  童子應該就是負責為燈添油
[00:11:56.800 --> 00:11:59.040]  一直在燈亮著
[00:11:59.040 --> 00:11:59.920]  他不知道為什麼
[00:11:59.920 --> 00:12:02.400]  總之師父叫他這樣做就這樣做
[00:12:02.400 --> 00:12:07.200]  記著燈仍亮著
[00:12:07.200 --> 00:12:10.640]  神打破沉默
[00:12:10.640 --> 00:12:14.080]  興奮童子的名字
[00:12:14.080 --> 00:12:18.080]  撒姆爾
[00:12:18.080 --> 00:12:20.640]  小朋友睡眠中有人叫他
[00:12:20.640 --> 00:12:21.280]  第一個反應就是
[00:12:21.280 --> 00:12:21.840]  誰叫我
[00:12:21.840 --> 00:12:22.400]  當然是師父
[00:12:22.400 --> 00:12:24.720]  我們沒有人在這裡住
[00:12:24.720 --> 00:12:25.520]  就在師父那裡
[00:12:25.520 --> 00:12:27.440]  師父是不是叫我
[00:12:27.440 --> 00:12:28.640]  你發嘻口吧
[00:12:28.640 --> 00:12:29.200]  你發夢吧
[00:12:29.200 --> 00:12:33.680]  不要吵著我睡覺
[00:12:33.680 --> 00:12:34.960]  他們說過
[00:12:34.960 --> 00:12:35.840]  眼又矇
[00:12:35.840 --> 00:12:37.200]  心又盲
[00:12:37.200 --> 00:12:39.520]  敷衍著做
[00:12:39.520 --> 00:12:42.880]  但是當耶和華第三次再叫撒姆爾
[00:12:42.880 --> 00:12:45.600]  撒姆爾又起來到這裡
[00:12:45.600 --> 00:12:46.960]  是不是你叫我
[00:12:46.960 --> 00:12:49.440]  他們才明白
[00:12:49.440 --> 00:12:54.000]  是耶和華呼喚這個孩子
[00:12:54.000 --> 00:12:58.080]  上帝的沉默打破了
[00:12:58.080 --> 00:13:00.720]  而你也明白了
[00:13:00.720 --> 00:13:01.600]  所以撒姆爾說
[00:13:01.600 --> 00:13:02.800]  你回去睡覺
[00:13:02.800 --> 00:13:04.240]  如果再有聲音叫你
[00:13:04.240 --> 00:13:06.640]  你就記著這樣說
[00:13:06.640 --> 00:13:08.000]  請說
[00:13:08.000 --> 00:13:12.080]  獨人敬聽
[00:13:12.080 --> 00:13:14.720]  神打破沉默
[00:13:14.720 --> 00:13:16.160]  但是有沒有一句
[00:13:16.160 --> 00:13:18.000]  將耳朵能夠聽到
[00:13:18.000 --> 00:13:20.000]  接到神的聲音呢?
[00:13:20.000 --> 00:13:20.960]  神是沒有聲音
[00:13:20.960 --> 00:13:23.680]  是你聽不到
[00:13:23.680 --> 00:13:24.480]  神是不做事
[00:13:24.480 --> 00:13:27.760]  是你看不到
[00:13:27.760 --> 00:13:31.280]  於是撒姆爾就跟著師父的吩咐
[00:13:31.280 --> 00:13:34.000]  獨人敬聽
[00:13:34.000 --> 00:13:34.880]  我們再看下去
[00:13:34.880 --> 00:13:37.920]  可以看到神親自去揀選
[00:13:37.920 --> 00:13:40.800]  和呼了撒姆爾
[00:13:40.800 --> 00:13:44.080]  在一個無聲的時代
[00:13:44.080 --> 00:13:45.600]  黑暗的世代
[00:13:45.600 --> 00:13:46.800]  神打破沉默
[00:13:46.800 --> 00:13:49.200]  並且站起來
[00:13:49.200 --> 00:13:52.320]  在耳朵上向撒姆爾顯現
[00:13:52.320 --> 00:13:54.000]  有聲音
[00:13:54.000 --> 00:13:55.200]  有畫面
[00:13:55.200 --> 00:13:56.000]  在舊的時候
[00:13:56.000 --> 00:13:59.280]  神多次向人顯現
[00:13:59.280 --> 00:14:02.800]  很特別的場景
[00:14:02.800 --> 00:14:05.360]  撒姆爾記筆鋒一轉
[00:14:05.360 --> 00:14:08.000]  就去到撒姆爾的事蹟
[00:14:08.000 --> 00:14:09.840]  撒姆爾長大了
[00:14:09.840 --> 00:14:11.040]  神的同在成為第一個
[00:14:11.040 --> 00:14:14.000]  先知開啟歷史的新頁
[00:14:14.000 --> 00:14:17.520]  使他所說的一句又不落空
[00:14:17.520 --> 00:14:19.280]  相比以前耶和華的語言
[00:14:19.280 --> 00:14:20.400]  稀少不少的意象
[00:14:20.400 --> 00:14:22.240]  現在很多信息
[00:14:22.240 --> 00:14:23.520]  是透過撒姆爾的口
[00:14:23.520 --> 00:14:27.840]  向猶太人、以色列人宣告
[00:14:27.840 --> 00:14:31.680]  並且所有事都應驗了
[00:14:31.680 --> 00:14:35.120]  時代的新頁翻轉了
[00:14:35.120 --> 00:14:38.480]  民族的散門凝聚起來
[00:14:38.480 --> 00:14:41.040]  於是神甚至求先知
[00:14:41.040 --> 00:14:45.520]  我們需要一個王來帶領我們
[00:14:45.520 --> 00:14:47.840]  歷史的新篇章
[00:14:47.840 --> 00:14:50.960]  就和哈拿的祈禱開始
[00:14:50.960 --> 00:14:52.560]  和童子撒姆爾聽到
[00:14:52.560 --> 00:14:55.120]  晚上的聲音開始
[00:14:55.120 --> 00:15:00.000]  神要做事了
[00:15:00.000 --> 00:15:08.400]  因為撒姆爾小孩子的經歷
[00:15:08.400 --> 00:15:09.760]  從這些經歷當中
[00:15:09.760 --> 00:15:14.320]  我們可以找到幾個很重要的信息
[00:15:14.320 --> 00:15:17.840]  神的計劃
[00:15:17.840 --> 00:15:21.840]  神作為西人無法參透
[00:15:21.840 --> 00:15:24.720]  我們憑什麼去點神做事
[00:15:24.720 --> 00:15:26.240]  我們憑什麼去埋怨神
[00:15:26.240 --> 00:15:29.840]  我們只能夠謙卑神的面前
[00:15:29.840 --> 00:15:32.720]  僕人敬聽
[00:15:32.720 --> 00:15:34.080]  上帝啊
[00:15:34.080 --> 00:15:35.440]  很多我不明白的
[00:15:35.440 --> 00:15:36.960]  我不懂的
[00:15:36.960 --> 00:15:38.320]  求你引導我
[00:15:38.320 --> 00:15:42.000]  我能為你做些什麼
[00:15:42.000 --> 00:15:45.360]  聖經的問題沒有簡單答案
[00:15:45.360 --> 00:15:47.200]  如果真的要查閱經文
[00:15:47.200 --> 00:15:48.960]  有把記可以讓我們去了解
[00:15:48.960 --> 00:15:52.800]  一些很苦難的宗教哲學層次
[00:15:52.800 --> 00:15:54.720]  說真的
[00:15:54.720 --> 00:15:56.960]  我花了一個月讀了幾百篇
[00:15:56.960 --> 00:15:59.440]  相當抽象
[00:15:59.440 --> 00:16:01.600]  最後記住一句
[00:16:01.600 --> 00:16:02.960]  以前福文紐理
[00:16:02.960 --> 00:16:06.400]  現在親眼見你
[00:16:06.400 --> 00:16:08.960]  如果認真去看聖經
[00:16:08.960 --> 00:16:10.720]  你看路加十三章
[00:16:10.720 --> 00:16:12.640]  記載一個故事
[00:16:12.640 --> 00:16:18.560]  是耶穌親自回應類似問題
[00:16:18.560 --> 00:16:21.600]  當時發生一件騷亂事件
[00:16:21.600 --> 00:16:24.320]  猶太人在節期當中
[00:16:24.320 --> 00:16:27.280]  有一些行為
[00:16:27.280 --> 00:16:32.800]  引來當時比拉多出兵的鎮壓
[00:16:32.800 --> 00:16:35.840]  殺死了若干的加里尼人
[00:16:35.840 --> 00:16:40.960]  被他們的血濺在祭物之上
[00:16:40.960 --> 00:16:43.520]  很大的羞辱
[00:16:43.520 --> 00:16:45.440]  當時群眾見到耶穌
[00:16:45.440 --> 00:16:48.720]  問耶穌怎麼看
[00:16:48.720 --> 00:16:50.320]  耶穌對他們說了一件事
[00:16:50.320 --> 00:16:52.240]  記不記得早前
[00:16:52.240 --> 00:16:54.800]  西羅亞大樓會倒塌
[00:16:54.800 --> 00:16:57.600]  殺死了十八個人
[00:16:57.600 --> 00:17:00.640]  你不要以為你們比那十八個人特別
[00:17:00.640 --> 00:17:01.600]  你們不悔改
[00:17:01.600 --> 00:17:03.440]  你們都是一樣的
[00:17:03.440 --> 00:17:04.960]  耶穌點出了
[00:17:04.960 --> 00:17:06.400]  這不是因果關係
[00:17:06.400 --> 00:17:08.640]  不是因為他有事你沒有事
[00:17:08.640 --> 00:17:11.440]  你比他更加出色
[00:17:11.440 --> 00:17:14.560]  或者更加熟悉
[00:17:14.560 --> 00:17:18.160]  一切是神的恩典
[00:17:18.160 --> 00:17:19.200]  古來律這麼說
[00:17:19.200 --> 00:17:21.760]  你們得救是本乎因
[00:17:21.760 --> 00:17:22.560]  有一條信
[00:17:22.560 --> 00:17:23.600]  都有條件因
[00:17:23.600 --> 00:17:24.640]  神的恩典
[00:17:24.640 --> 00:17:27.200]  有一條信人的回應
[00:17:27.200 --> 00:17:29.360]  不是出於人
[00:17:29.360 --> 00:17:30.640]  是神了一次
[00:17:30.640 --> 00:17:31.680]  而不是出於行為
[00:17:31.680 --> 00:17:32.960]  免得有人自誇
[00:17:32.960 --> 00:17:38.480]  這就是將因果關係釋除了
[00:17:38.480 --> 00:17:42.480]  我們明白到這些道理就知道
[00:17:42.480 --> 00:17:44.400]  我們不能去質疑上帝
[00:17:44.400 --> 00:17:47.280]  上帝做的事我們看不到
[00:17:47.280 --> 00:17:48.960]  我們可以做什麼呢
[00:17:48.960 --> 00:17:52.160]  就是我們對我們領受的三樣東西
[00:17:52.160 --> 00:17:53.520]  今時今日
[00:17:53.520 --> 00:17:54.960]  面對時代處境
[00:17:54.960 --> 00:17:59.280]  是我自己一路去履行的這三樣東西
[00:17:59.280 --> 00:18:00.960]  第一件事
[00:18:00.960 --> 00:18:03.680]  黑暗西特是點燈的
[00:18:03.680 --> 00:18:05.680]  點燈有很多意思
[00:18:05.680 --> 00:18:09.200]  教會是社區的燈台
[00:18:09.200 --> 00:18:11.280]  基督徒是流動的小燈
[00:18:11.280 --> 00:18:14.720]  我們到處找燈來燃亮
[00:18:14.720 --> 00:18:18.080]  燈帶來了盼望
[00:18:18.080 --> 00:18:21.680]  平安和溫暖
[00:18:21.680 --> 00:18:23.040]  很有質感
[00:18:23.040 --> 00:18:24.560]  不是真的說話
[00:18:24.560 --> 00:18:27.920]  你的生命當中又能夠傳遞出
[00:18:27.920 --> 00:18:32.000]  這樣的溫暖出來
[00:18:32.000 --> 00:18:36.480]  在南部有一間很有名的教堂
[00:18:36.480 --> 00:18:37.360]  這間教堂有名
[00:18:37.360 --> 00:18:39.040]  不是因為它的建築宏偉
[00:18:39.040 --> 00:18:41.840]  而是它的建築簡陋
[00:18:41.840 --> 00:18:43.600]  不是它很裝飾美麗
[00:18:43.600 --> 00:18:46.400]  而是它保留著耶穌時代
[00:18:46.400 --> 00:18:48.480]  那些教堂的特色
[00:18:48.480 --> 00:18:50.320]  甚至很多年來
[00:18:50.320 --> 00:18:53.120]  它仍然是沿用油燈
[00:18:53.120 --> 00:18:56.000]  不用電的
[00:18:56.000 --> 00:18:58.880]  所以大家就叫做小燈教堂
[00:18:58.880 --> 00:19:01.920]  小燈教堂有一幅很有味的壁畫
[00:19:01.920 --> 00:19:04.880]  這個壁畫很有禪意
[00:19:04.880 --> 00:19:06.720]  為什麼有禪意呢
[00:19:06.720 --> 00:19:10.000]  這幅畫就畫了耶穌
[00:19:10.000 --> 00:19:11.760]  什麼神教啊
[00:19:11.760 --> 00:19:14.720]  要走上葛國他
[00:19:14.720 --> 00:19:18.480]  有小朋友拉著耶穌的衣衫
[00:19:18.480 --> 00:19:19.760]  問祂
[00:19:19.760 --> 00:19:20.960]  耶穌 耶穌
[00:19:20.960 --> 00:19:22.800]  祢不要走
[00:19:22.800 --> 00:19:26.400]  祢走了 誰來照顧我們
[00:19:26.400 --> 00:19:27.920]  耶穌就回答了一句
[00:19:27.920 --> 00:19:30.080]  很難理解的話
[00:19:30.080 --> 00:19:32.320]  太陽下山的時候
[00:19:32.320 --> 00:19:35.440]  你回頭看一看
[00:19:35.440 --> 00:19:39.520]  原來教堂是在山谷下
[00:19:39.520 --> 00:19:43.920]  很多人很喜歡沿著山谷上去
[00:19:43.920 --> 00:19:46.320]  去看美麗的夕陽
[00:19:46.320 --> 00:19:47.840]  當夕陽下山之後
[00:19:47.840 --> 00:19:49.440]  那裡是偏遠的山區
[00:19:49.440 --> 00:19:50.880]  沒有什麼燈
[00:19:50.880 --> 00:19:53.120]  大家就看著小燈教堂
[00:19:53.120 --> 00:19:54.880]  和鄰近民居的燈
[00:19:54.880 --> 00:19:58.240]  大家可以回到山下
[00:19:58.240 --> 00:19:59.760]  就說
[00:19:59.760 --> 00:20:02.640]  誰照顧我們的小朋友
[00:20:02.640 --> 00:20:04.640]  就是你和我
[00:20:04.640 --> 00:20:10.800]  我們沿著耶穌所點亮的燈
[00:20:10.800 --> 00:20:12.400]  除了小朋友
[00:20:12.400 --> 00:20:14.240]  世界上很多人需要我們
[00:20:14.240 --> 00:20:17.520]  去關懷照顧
[00:20:17.520 --> 00:20:19.760]  孤獨的老人
[00:20:19.760 --> 00:20:21.600]  受傷的心靈
[00:20:21.600 --> 00:20:25.200]  以殘護老 以老護殘
[00:20:25.200 --> 00:20:27.760]  很多人很多需要
[00:20:27.760 --> 00:20:31.280]  我們在一個相當優越的環境當中
[00:20:31.280 --> 00:20:35.680]  我們就做黑暗時代的點燈人
[00:20:35.680 --> 00:20:39.440]  為困惑的心靈找到方向
[00:20:39.440 --> 00:20:41.680]  為冷漠的世界
[00:20:41.680 --> 00:20:43.280]  傳授溫情
[00:20:43.280 --> 00:20:45.280]  大家可以了解
[00:20:45.280 --> 00:20:48.880]  就是這個社會越崩壞
[00:20:48.880 --> 00:20:51.360]  崩壞社會人會同流合污
[00:20:51.360 --> 00:20:52.560]  不自覺的
[00:20:52.560 --> 00:20:54.960]  過開感了
[00:20:54.960 --> 00:20:57.120]  為什麼我不行
[00:20:57.120 --> 00:21:00.800]  你會也受污染
[00:21:00.800 --> 00:21:02.320]  在前幾年疫情期間
[00:21:02.320 --> 00:21:04.640]  有幾套港產片很寫實
[00:21:04.640 --> 00:21:09.120]  其中我喜歡一部電影叫《紮路微塵》
[00:21:09.120 --> 00:21:10.720]  那年我有一個報道會
[00:21:10.720 --> 00:21:13.760]  我就講《紮路微塵》
[00:21:13.760 --> 00:21:15.120]  男主角張繼聰
[00:21:15.120 --> 00:21:16.880]  是一間清潔公司的老闆
[00:21:16.880 --> 00:21:18.800]  其實老闆德國人
[00:21:18.800 --> 00:21:20.800]  疫情期間做清潔做消毒
[00:21:20.800 --> 00:21:22.960]  其實是很危險的事
[00:21:22.960 --> 00:21:24.240]  沒人做怎麼辦
