
[00:00:00.000 --> 00:00:05.000]  各位大姐姐好
[00:01:24.000 --> 00:01:30.000]  《高揚的血》是Peter D.Rice所寫的一本非常暢銷的小說
[00:01:30.000 --> 00:01:34.000]  小說裏面提到Don Wonderhull是一個中年的牧師
[00:01:34.000 --> 00:01:38.000]  他11歲的女兒不幸患上了血癌
[00:01:38.000 --> 00:01:42.000]  經過大家一起努力的禱告
[00:01:42.000 --> 00:01:44.000]  終於神跡出現
[00:01:44.000 --> 00:01:51.000]  一個陌生的人竟然之間和他女兒的骨髓吻合
[00:01:51.000 --> 00:01:54.000]  以致他願意捐贈骨髓
[00:01:54.000 --> 00:01:58.000]  幫助女兒救回一命
[00:01:58.000 --> 00:02:01.000]  手術進行順利、成功
[00:02:01.000 --> 00:02:05.000]  身為父親的Don當然非常開心
[00:02:05.000 --> 00:02:11.000]  出院那天他特意買了女兒最喜歡吃的蛋糕
[00:02:11.000 --> 00:02:17.000]  拿著蛋糕開開心心去醫院準備接她回家
[00:02:17.000 --> 00:02:23.000]  誰知去到醫院後才發現原來在一天前
[00:02:23.000 --> 00:02:27.000]  有一種罕見的病毒入侵醫院
[00:02:27.000 --> 00:02:29.000]  他女兒剛剛痊癒
[00:02:29.000 --> 00:02:33.000]  抵抗力、免疫能力非常低
[00:02:33.000 --> 00:02:35.000]  竟然之間感染了
[00:02:35.000 --> 00:02:39.000]  而且身體的情況急轉直下
[00:02:39.000 --> 00:02:42.000]  在他抵達醫院前一刻
[00:02:42.000 --> 00:02:46.000]  他的女兒離開了世界
[00:02:46.000 --> 00:02:52.000]  作為父親的Don極度悲痛憤怒
[00:02:52.000 --> 00:02:54.000]  他奮然離開醫院
[00:02:54.000 --> 00:02:56.000]  回到自己侍奉的教堂
[00:02:56.000 --> 00:03:00.000]  面對著聖堂一幅耶穌的肖像
[00:03:00.000 --> 00:03:02.000]  他生氣起來
[00:03:02.000 --> 00:03:05.000]  猛然將蛋糕扔在耶穌的像裏
[00:03:05.000 --> 00:03:09.000]  大聲地說:神啊!我不能饒恕你
[00:03:09.000 --> 00:03:11.000]  為何你竟然如此無能
[00:03:11.000 --> 00:03:14.000]  我是被你騙了
[00:03:14.000 --> 00:03:17.000]  或者我們聽到這個故事不禁會問
[00:03:17.000 --> 00:03:21.000]  為何一個牧師會這樣對待神
[00:03:21.000 --> 00:03:24.000]  不公、不敬、不信
[00:03:24.000 --> 00:03:27.000]  為何他竟然如此憤怒
[00:03:27.000 --> 00:03:29.000]  又失去信心
[00:03:29.000 --> 00:03:32.000]  難道他不知道他的女兒
[00:03:32.000 --> 00:03:35.000]  已經到了更美好的家鄉
[00:03:35.000 --> 00:03:38.000]  在耶穌基督的懷裏面
[00:03:38.000 --> 00:03:42.000]  或者當你是當事人
[00:03:42.000 --> 00:03:45.000]  當你遇到這樣的遭遇的時候
[00:03:45.000 --> 00:03:49.000]  或者你會比較體諒和同情
[00:03:49.000 --> 00:03:52.000]  這位牧師的感受
[00:03:52.000 --> 00:03:56.000]  王明道是中國著名的傳道人
[00:03:56.000 --> 00:03:59.000]  後世人稱他為信心的英雄
[00:03:59.000 --> 00:04:01.000]  痛唱鐵壁
[00:04:01.000 --> 00:04:03.000]  他隻手空拳
[00:04:03.000 --> 00:04:06.000]  抵擋政府和三自教會的逼迫
[00:04:06.000 --> 00:04:09.000]  但當他在1955年被捕下獄
[00:04:09.000 --> 00:04:13.000]  在獄中受盡諸般的虐待和洗腦
[00:04:13.000 --> 00:04:18.000]  竟然低頭簽了悔改書
[00:04:18.000 --> 00:04:21.000]  承認以前所作的都是錯誤
[00:04:21.000 --> 00:04:24.000]  出賣了他自己的主
[00:04:24.000 --> 00:04:27.000]  來換取出獄的自由
[00:04:27.000 --> 00:04:29.000]  我們不禁會問
[00:04:29.000 --> 00:04:33.000]  為何王明道這個這麼健全的基督徒
[00:04:33.000 --> 00:04:35.000]  竟會如此軟弱
[00:04:35.000 --> 00:04:37.000]  出賣了自己的主
[00:04:37.000 --> 00:04:38.000]  出賣了自己的靈魂
[00:04:38.000 --> 00:04:40.000]  出賣了自己的信仰
[00:04:40.000 --> 00:04:42.000]  雖然後來他出獄後
[00:04:42.000 --> 00:04:44.000]  一年後反悔
[00:04:44.000 --> 00:04:48.000]  又被關在獄中有23年之久
[00:04:48.000 --> 00:04:53.000]  但始終他為了這次軟弱非常內疚
[00:04:53.000 --> 00:04:55.000]  我們會問
[00:04:55.000 --> 00:04:58.000]  為何一個這麼堅強的信徒
[00:04:58.000 --> 00:05:02.000]  牧者在軟弱的時候
[00:05:02.000 --> 00:05:04.000]  會這樣跪下呢?
[00:05:04.000 --> 00:05:08.000]  但如果我們置身在王明道當時的環境
[00:05:08.000 --> 00:05:10.000]  或許我們有不同的看法
[00:05:10.000 --> 00:05:12.000]  不同的感受
[00:05:12.000 --> 00:05:15.000]  事實上我們發覺在聖經裏
[00:05:15.000 --> 00:05:16.000]  不少英雄
[00:05:16.000 --> 00:05:18.000]  所謂信心英雄
[00:05:18.000 --> 00:05:21.000]  都像Don Wonderhook和王明道一樣
[00:05:21.000 --> 00:05:23.000]  在極度痛苦之際
[00:05:23.000 --> 00:05:25.000]  不禁對信仰提出質疑
[00:05:25.000 --> 00:05:27.000]  對上帝提出抗議
[00:05:27.000 --> 00:05:30.000]  例如詩篇第73篇
[00:05:30.000 --> 00:05:32.000]  就是其中一個例子
[00:05:32.000 --> 00:05:34.000]  詩篇第73篇
[00:05:34.000 --> 00:05:36.000]  第3至第7節
[00:05:36.000 --> 00:05:38.000]  詩人有這樣說
[00:05:38.000 --> 00:05:40.000]  我見惡人和狂傲人享平安
[00:05:40.000 --> 00:05:42.000]  就心懷不平
[00:05:42.000 --> 00:05:44.000]  他們死的時候沒有疼痛
[00:05:44.000 --> 00:05:46.000]  他們的力氣卻又壯實
[00:05:46.000 --> 00:05:48.000]  他們不像別人受苦
[00:05:48.000 --> 00:05:50.000]  又不像別人遭殃
[00:05:50.000 --> 00:05:51.000]  看那者就是惡人
[00:05:51.000 --> 00:05:53.000]  他們既是尚享安逸
[00:05:53.000 --> 00:05:55.000]  才保便家珍
[00:05:55.000 --> 00:05:58.000]  我實在徒然潔淨了我的心
[00:05:58.000 --> 00:06:00.000]  徒然洗手表面無辜
[00:06:00.000 --> 00:06:03.000]  因為我終日遭災難
[00:06:03.000 --> 00:06:06.000]  每早晨受懲治
[00:06:06.000 --> 00:06:09.000]  詩人走到人生谷底
[00:06:09.000 --> 00:06:11.000]  又看到社會的不公平
[00:06:11.000 --> 00:06:12.000]  國家的淪亡
[00:06:12.000 --> 00:06:15.000]  不禁會問為甚麼?
[00:06:15.000 --> 00:06:20.000]  其實質疑不是完全消極
[00:06:20.000 --> 00:06:24.000]  當然當一個人開始起了懷疑質疑的時候
[00:06:24.000 --> 00:06:27.000]  是可以叫一個人離開神
[00:06:27.000 --> 00:06:31.000]  但同時懷疑也可以說是信心的種子
[00:06:31.000 --> 00:06:33.000]  就像菲利普·燕斯所說
[00:06:33.000 --> 00:06:36.000]  疑問就是信念的根
[00:06:36.000 --> 00:06:39.000]  問題是當一個人提出質疑的時候
[00:06:39.000 --> 00:06:45.000]  他得不得到人同情、體諒、鼓勵、安慰
[00:06:45.000 --> 00:06:49.000]  抑或他遇到的是責備、打壓
[00:06:49.000 --> 00:06:53.000]  以致逼他走到更消極的地步
[00:06:53.000 --> 00:06:54.000]  相反的
[00:06:54.000 --> 00:06:58.000]  像詩人哈伯谷書或約伯
[00:06:58.000 --> 00:07:01.000]  他們的懷疑就帶到他走近神
[00:07:01.000 --> 00:07:03.000]  正如約伯說
[00:07:03.000 --> 00:07:05.000]  我從前風聞有理
[00:07:05.000 --> 00:07:08.000]  現在才真正體驗到你
[00:07:08.000 --> 00:07:12.000]  或者我們看看哈伯谷的先知
[00:07:12.000 --> 00:07:17.000]  如何面對這個困境和他的感受是甚麼
[00:07:17.000 --> 00:07:21.000]  我們看第一章第二節至第四節
[00:07:21.000 --> 00:07:23.000]  神的道是莫測的
[00:07:23.000 --> 00:07:26.000]  先知哈伯谷說
[00:07:26.000 --> 00:07:28.000]  耶和華,我呼求你
[00:07:28.000 --> 00:07:30.000]  你不應問要到幾時?
[00:07:30.000 --> 00:07:34.000]  我因強暴哀求你,你橫不拯救
[00:07:34.000 --> 00:07:36.000]  你為何使我看見罪孽
[00:07:36.000 --> 00:07:39.000]  你為何看著姦惡而不理?
[00:07:39.000 --> 00:07:41.000]  毀滅和強暴在我面前
[00:07:41.000 --> 00:07:44.000]  又起了爭端和相鬥的事
[00:07:44.000 --> 00:07:49.000]  當詩人目睹他眼前所見的一片慘淡
[00:07:49.000 --> 00:07:52.000]  看看周圍是甚麼
[00:07:52.000 --> 00:07:54.000]  你看他如何形容
[00:07:54.000 --> 00:08:01.000]  強暴、罪孽、姦惡、毀滅、爭端、相鬥
[00:08:01.000 --> 00:08:03.000]  那時尼泊爾加尼撒旺興起
[00:08:03.000 --> 00:08:06.000]  到處肆虐,打仗之聲不絕耳
[00:08:06.000 --> 00:08:11.000]  而猶大國內充滿了強暴、姦惡、罪孽、相鬥
[00:08:11.000 --> 00:08:14.000]  你打我,我打你,一片混亂
[00:08:14.000 --> 00:08:18.000]  先是內鬥,更有外患
[00:08:18.000 --> 00:08:21.000]  做皇帝的做了一會兒就被人推翻
[00:08:21.000 --> 00:08:25.000]  巴比倫三陷這個野城
[00:08:25.000 --> 00:08:28.000]  圍城超過二城,二年
[00:08:28.000 --> 00:08:31.000]  餓死無數,屍骨成山
[00:08:31.000 --> 00:08:34.000]  全部都是毀滅和強暴
[00:08:34.000 --> 00:08:36.000]  作為一個先知
[00:08:36.000 --> 00:08:38.000]  眼見神的角度
[00:08:38.000 --> 00:08:41.000]  自己的家園弄到一個這樣的程度
[00:08:41.000 --> 00:08:43.000]  這樣的地步
[00:08:43.000 --> 00:08:46.000]  忍不住向神問出兩個問題
[00:08:46.000 --> 00:08:48.000]  為何你不聽我禱告?
[00:08:48.000 --> 00:08:51.000]  我不是為我自己的安危求你
[00:08:51.000 --> 00:08:54.000]  我是為你的角度,是為你的子民哀求你
[00:08:54.000 --> 00:08:57.000]  你的子民受到羞辱
[00:08:57.000 --> 00:09:01.000]  被踐踏,我呼求你,為何你不應允?
[00:09:01.000 --> 00:09:03.000]  為何你好像漠不關心?
[00:09:03.000 --> 00:09:05.000]  聰耳不聞?
[00:09:05.000 --> 00:09:07.000]  你是聾嗎?
[00:09:07.000 --> 00:09:09.000]  第二個問題就是
[00:09:09.000 --> 00:09:12.000]  你為何看不到你的子民
[00:09:12.000 --> 00:09:14.000]  搞成這樣的地步?
[00:09:14.000 --> 00:09:16.000]  律法放鬆
[00:09:16.000 --> 00:09:18.000]  無法無天
[00:09:18.000 --> 00:09:20.000]  公理也不顯明
[00:09:20.000 --> 00:09:22.000]  全無公理
[00:09:22.000 --> 00:09:24.000]  惡人圍困二人,公理顛倒
[00:09:24.000 --> 00:09:27.000]  為何你好像瞎子一樣?
[00:09:27.000 --> 00:09:29.000]  你看不到?
[00:09:29.000 --> 00:09:31.000]  你不理?
[00:09:31.000 --> 00:09:33.000]  你好像完全不關心
[00:09:33.000 --> 00:09:36.000]  其實哈巴公眼見的情形
[00:09:36.000 --> 00:09:38.000]  是不住的
[00:09:38.000 --> 00:09:40.000]  在歷史裏面重演
[00:09:40.000 --> 00:09:42.000]  不住的情形在我們眼前
[00:09:42.000 --> 00:09:44.000]  過去大半年
[00:09:44.000 --> 00:09:47.000]  香港處於一個同一處境
[00:09:47.000 --> 00:09:49.000]  每天在電視鏡頭裏所看到的
[00:09:49.000 --> 00:09:52.000]  豈不是哈巴公所形容的嗎?
[00:09:52.000 --> 00:09:55.000]  打鬥、暴力、虛方、欺騙、打壓
[00:09:55.000 --> 00:09:57.000]  日日上演
[00:09:57.000 --> 00:09:59.000]  基督徒和土居民像打空氣一樣
[00:09:59.000 --> 00:10:02.000]  神好像看不到,也不理會
[00:10:02.000 --> 00:10:05.000]  在教會裏彼此鬥爭分裂
[00:10:05.000 --> 00:10:07.000]  而美國呢?
[00:10:07.000 --> 00:10:09.000]  雖然我們看不見街上的催淚彈
[00:10:09.000 --> 00:10:11.000]  但在政治舞台裏
[00:10:11.000 --> 00:10:13.000]  也鬥過你死我活
[00:10:13.000 --> 00:10:15.000]  教會也在分裂
[00:10:15.000 --> 00:10:17.000]  這些已經不是新聞了
[00:10:17.000 --> 00:10:21.000]  不過最令哈巴公驚訝的
[00:10:21.000 --> 00:10:23.000]  就是神給他的答案
[00:10:23.000 --> 00:10:25.000]  當他質問上帝的時候
[00:10:25.000 --> 00:10:27.000]  上帝就回答他
[00:10:27.000 --> 00:10:29.000]  第一章第六節
[00:10:29.000 --> 00:10:32.000]  「我必興起迦勒底人
[00:10:32.000 --> 00:10:36.000]  就是那殘忍暴躁之移民
[00:10:36.000 --> 00:10:38.000]  通行遍地
[00:10:38.000 --> 00:10:41.000]  佔據不屬自己的住處」
[00:10:41.000 --> 00:10:44.000]  令哈巴公沒辦法接受
[00:10:44.000 --> 00:10:46.000]  令他非常驚訝的
[00:10:46.000 --> 00:10:50.000]  原來神竟然是幕後黑手
[00:10:50.000 --> 00:10:55.000]  用殘暴的尼布格尼撒作為工具
[00:10:55.000 --> 00:10:58.000]  去打壓自己的子民
[00:10:58.000 --> 00:11:01.000]  其實不單止哈巴公不明白
[00:11:01.000 --> 00:11:04.000]  很多聖經作者也不明白
[00:11:04.000 --> 00:11:06.000]  例如約巴基
[00:11:06.000 --> 00:11:09.000]  就是約巴提出一個質詢
[00:11:09.000 --> 00:11:12.000]  約巴一下子失去了他的家財
[00:11:12.000 --> 00:11:15.000]  家庭、子女、尊嚴、健康
[00:11:15.000 --> 00:11:18.000]  沒錯 根據約巴基第一章
[00:11:18.000 --> 00:11:21.000]  我們所看到的是撒旦加害於他
[00:11:21.000 --> 00:11:24.000]  但撒旦之所以能夠出手
[00:11:24.000 --> 00:11:27.000]  是神點頭了他才可以做的
[00:11:27.000 --> 00:11:30.000]  所以他的妻子對約巴說
[00:11:30.000 --> 00:11:33.000]  「你仍然持守你的純淨嗎?
[00:11:33.000 --> 00:11:36.000]  你丟棄神 死了吧!」
[00:11:36.000 --> 00:11:39.000]  為何約巴的妻子會這樣回應?
[00:11:39.000 --> 00:11:41.000]  其實仔細想想
[00:11:41.000 --> 00:11:43.000]  他之所以有這樣的反應
[00:11:43.000 --> 00:11:45.000]  亦未嘗沒有道理
[00:11:45.000 --> 00:11:46.000]  為甚麼?
[00:11:46.000 --> 00:11:49.000]  基督教相信神是萬物的主宰
[00:11:49.000 --> 00:11:51.000]  所有東西都在他的腳下
[00:11:51.000 --> 00:11:56.000]  包括疫症、歷史轉體
[00:11:56.000 --> 00:11:57.000]  全部在他的腳下
[00:11:57.000 --> 00:11:59.000]  他擁有絕對的主權
[00:11:59.000 --> 00:12:02.000]  甚至撒旦或任何惡勢力
[00:12:02.000 --> 00:12:05.000]  若非只有他准許
[00:12:05.000 --> 00:12:08.000]  他都不可以做任何事
[00:12:08.000 --> 00:12:10.000]  他們全部在上帝的腳下
[00:12:10.000 --> 00:12:12.000]  沒有他的同意
[00:12:12.000 --> 00:12:15.000]  我們連一根頭髮都不會吊下
[00:12:15.000 --> 00:12:19.000]  神不單是擁有主權大能的上帝
[00:12:19.000 --> 00:12:22.000]  亦是一個慈愛憐憫的上帝
[00:12:22.000 --> 00:12:23.000]  他不會亂來
[00:12:23.000 --> 00:12:26.000]  他不是是非不分、黑白不明
[00:12:26.000 --> 00:12:28.000]  於是我們就有一個疑問
[00:12:28.000 --> 00:12:32.000]  世上為何會有這麼多不公不義的事?
[00:12:32.000 --> 00:12:35.000]  就好像詩篇第73篇
[00:12:35.000 --> 00:12:37.000]  詩人說為何惡人常享安日
[00:12:37.000 --> 00:12:42.000]  而我們終身受懲治、受盡苦難呢?
[00:12:42.000 --> 00:12:44.000]  於是有不少人解讀
[00:12:44.000 --> 00:12:46.000]  上帝既然不會亂來
[00:12:46.000 --> 00:12:48.000]  亦不會枉罰義人
[00:12:48.000 --> 00:12:50.000]  所以一切的苦難
[00:12:50.000 --> 00:12:53.000]  從一個最簡單、最直接的邏輯看來
[00:12:53.000 --> 00:12:55.000]  當然是我們犯了罪
[00:12:55.000 --> 00:12:58.000]  所以約伯的妻子對約伯說
[00:12:58.000 --> 00:13:01.000]  你還以為自己是純正嗎?
[00:13:01.000 --> 00:13:04.000]  如果你是純正的上帝
[00:13:04.000 --> 00:13:08.000]  又怎會無端加害於你呢?
[00:13:08.000 --> 00:13:12.000]  所以他的答案就是一定要犯了罪
[00:13:12.000 --> 00:13:15.000]  假如你真的沒有犯罪
[00:13:15.000 --> 00:13:16.000]  你是純正的
[00:13:16.000 --> 00:13:19.000]  而上帝又降災禍給你
[00:13:19.000 --> 00:13:22.000]  這樣的上帝值不值得你去信呢?
[00:13:22.000 --> 00:13:25.000]  不如丟棄死了吧
[00:13:25.000 --> 00:13:27.000]  約伯不同意他妻子的看法
[00:13:27.000 --> 00:13:30.000]  所以對他說話像愚頑的婦人一樣
[00:13:30.000 --> 00:13:32.000]  難道我們可以從神手中得福
[00:13:32.000 --> 00:13:35.000]  也不可以受禍嗎?
[00:13:35.000 --> 00:13:39.000]  約伯這句說話令我們震驚
[00:13:39.000 --> 00:13:43.000]  上帝賜福給我們
[00:13:43.000 --> 00:13:47.000]  上帝亦賜禍給我們
[00:13:47.000 --> 00:13:49.000]  我們仍然有一個問題
[00:13:49.000 --> 00:13:51.000]  上帝怎會賜禍給我們呢?
[00:13:51.000 --> 00:13:52.000]  沒錯
[00:13:52.000 --> 00:13:54.000]  他賜福的時候
[00:13:54.000 --> 00:13:56.000]  我們知道、我們感恩
[00:13:56.000 --> 00:13:58.000]  但賜禍?
[00:13:58.000 --> 00:14:00.000]  他不是一個仁慈的上帝嗎?
[00:14:00.000 --> 00:14:05.000]  為何竟然可以降禍給他的子民呢?
[00:14:05.000 --> 00:14:11.000]  這就是基督教對苦難問題的所在
[00:14:11.000 --> 00:14:14.000]  如果我們繼續看哈伯曲書
[00:14:14.000 --> 00:14:16.000]  第五至十一節
[00:14:16.000 --> 00:14:19.000]  我們會發覺神的道
[00:14:19.000 --> 00:14:22.000]  神所行的事情
[00:14:22.000 --> 00:14:25.000]  很多時候是被人誤解的
[00:14:25.000 --> 00:14:27.000]  因為這個矛盾
[00:14:27.000 --> 00:14:31.000]  引起不少人對上帝的道
[00:14:31.000 --> 00:14:34.000]  對上帝做事的方法
[00:14:34.000 --> 00:14:37.000]  甚至對上帝自己的誤解
[00:14:37.000 --> 00:14:40.000]  包括以色列民、世人
[00:14:40.000 --> 00:14:43.000]  甚至哈伯曲先知自己
[00:14:43.000 --> 00:14:46.000]  首先我們看看第五至十一節
[00:14:46.000 --> 00:14:51.000]  「耶和華說:你們要向列國觀看,大大驚奇,
[00:14:51.000 --> 00:14:53.000]  因為在你們的時候我行了一件事,
[00:14:53.000 --> 00:14:56.000]  雖有人告訴你們,你們總是不信,
[00:14:56.000 --> 00:15:01.000]  我必興起加拿大人就是那殘暴殘忍暴躁之民,
[00:15:01.000 --> 00:15:04.000]  通行遍地,佔據那不屬自己的住處,
[00:15:04.000 --> 00:15:09.000]  他威武可為,判斷和勢力,都任意發出,
[00:15:09.000 --> 00:15:13.000]  他的馬比炮更快,比晚上的豺狼更猛,
[00:15:13.000 --> 00:15:15.000]  兵馬踴躍爭先,
[00:15:15.000 --> 00:15:21.000]  都從遠方而來,他們飛跑如鷹找食,
[00:15:21.000 --> 00:15:26.000]  都如強暴而來,定著念的向前,
[00:15:26.000 --> 00:15:32.000]  將擄掠的人聚集,多如磨沙,
[00:15:32.000 --> 00:15:37.000]  他們譏笑君王,笑話首領,
[00:15:37.000 --> 00:15:40.000]  癡笑一切保障族女,
[00:15:40.000 --> 00:15:47.000]  他以自己的勢力為神,風晚燕,訴過,願為有罪。
[00:15:47.000 --> 00:15:51.000]  首先我們看看那些以色列人,
[00:15:51.000 --> 00:15:56.000]  那些宗教人士,那些所謂神的子民,
[00:15:56.000 --> 00:15:58.000]  如何誤解神的道?
[00:15:58.000 --> 00:16:04.000]  這一段就是神給哈伯谷的回應,
[00:16:04.000 --> 00:16:11.000]  他説你們要向列國中觀看,大大驚奇,
[00:16:11.000 --> 00:16:13.000]  你們是甚麼人?
[00:16:13.000 --> 00:16:17.000]  就是那些以色列人,那些宗教人士,
[00:16:17.000 --> 00:16:21.000]  就是那些上帝的子民,
[00:16:21.000 --> 00:16:25.000]  主耶和說你們要向列國觀看,
[00:16:25.000 --> 00:16:29.000]  列國這個字希伯來文是伯格爾吾,
[00:16:29.000 --> 00:16:34.000]  有趣的地方,如果我們看看七十事本,
[00:16:34.000 --> 00:16:37.000]  將列國這個字譯為興曼的人,
[00:16:37.000 --> 00:16:39.000]  英文叫traitor,
[00:16:39.000 --> 00:16:43.000]  事實上在死海古卷,
[00:16:43.000 --> 00:16:46.000]  就是那些困難社群,
[00:16:46.000 --> 00:16:50.000]  他對這個字伯格爾吾這個字,
[00:16:50.000 --> 00:16:55.000]  是解作虛假的人,man of falsehood,
[00:16:55.000 --> 00:16:58.000]  所以在《士徒行傳》第十三章四十一節,
[00:16:58.000 --> 00:17:01.000]  保羅引用哈伯谷書的時候,
[00:17:01.000 --> 00:17:04.000]  保羅引用了七十事卷的看法,
[00:17:04.000 --> 00:17:10.000]  他這樣說,你們這興曼的人要觀看,
[00:17:10.000 --> 00:17:14.000]  在七十事卷不是你們向列國人觀看,
[00:17:14.000 --> 00:17:16.000]  不是列國的人觀看,
[00:17:16.000 --> 00:17:21.000]  你們是向這些興曼的人觀看,
[00:17:21.000 --> 00:17:22.000]  要驚奇要滅亡,
[00:17:22.000 --> 00:17:24.000]  因為在你們的時候我行了一件事,
[00:17:24.000 --> 00:17:27.000]  所以有人告訴你們,你們總是不信,
[00:17:27.000 --> 00:17:31.000]  究竟雖然有人告訴你們,
[00:17:31.000 --> 00:17:34.000]  告訴甚麼呢?是說甚麼呢?
[00:17:34.000 --> 00:17:37.000]  你們總是不信,是不信甚麼呢?
[00:17:37.000 --> 00:17:40.000]  《士徒行傳》保羅說得很清楚,
[00:17:40.000 --> 00:17:44.000]  神的道先講及你們原是應當的,
[00:17:44.000 --> 00:17:46.000]  只因你們棄絕者道,
[00:17:46.000 --> 00:17:48.000]  斷定自己不配得永生,
[00:17:48.000 --> 00:17:51.000]  我們就轉向外邦人去了。
[00:17:51.000 --> 00:17:55.000]  所以第五節的列國這個字是有相關語,
[00:17:55.000 --> 00:17:59.000]  一方面神對著那些以色列人,
[00:17:59.000 --> 00:18:04.000]  那些以色列人,列國,列國就是整個世界,
[00:18:04.000 --> 00:18:08.000]  對那些以色列人說,你不要只看自己,
[00:18:08.000 --> 00:18:13.000]  不要以為只有以色列人才是神的子民,
[00:18:13.000 --> 00:18:19.000]  整個世界每一個人都是上帝的子民,
[00:18:19.000 --> 00:18:21.000]  猶太人不能接受這件事,
[00:18:21.000 --> 00:18:25.000]  就因為這樣的緣故,所以你成為一個不信的人,
[00:18:25.000 --> 00:18:27.000]  他們不信耶穌基督就是尼塞亞,
[00:18:27.000 --> 00:18:32.000]  他們不信耶穌基督釘十字架是救世人,
[00:18:32.000 --> 00:18:36.000]  神愛世人,甚至將他的獨生子賜給他們,
[00:18:36.000 --> 00:18:39.000]  叫一切信他的,不至滅亡,反得永生,
[00:18:39.000 --> 00:18:43.000]  他們不信,所以保羅就告訴你,
[00:18:43.000 --> 00:18:47.000]  雖然有人告訴你們,你們總是不信,
[00:18:47.000 --> 00:18:56.000]  他們不信神的愛子是為我們所有的人犧牲,
[00:18:56.000 --> 00:19:00.000]  信的人就得永生,但猶太人不信神,
[00:19:00.000 --> 00:19:02.000]  興曼神結果帶來滅亡,
[00:19:02.000 --> 00:19:06.000]  神就樂意利用加拿大人將以色列人滅掉,
[00:19:06.000 --> 00:19:10.000]  昔日如是,到保羅的時候也是如是,
[00:19:10.000 --> 00:19:15.000]  神在舊約興起加拿大人,以色列人亡國,
[00:19:15.000 --> 00:19:20.000]  在保羅的時候,神使用羅馬帝國在公元後70年,
[00:19:20.000 --> 00:19:27.000]  將耶路撒冷完全打壞,完全毀壞,
[00:19:27.000 --> 00:19:31.000]  將聖殿拆了,但以色列人總是不信,
[00:19:31.000 --> 00:19:35.000]  今日教會都像以色列一樣,
[00:19:35.000 --> 00:19:39.000]  以為自己被人聖潔,被人優越,
[00:19:39.000 --> 00:19:43.000]  尤其是在美國的信徒,歐洲的信徒,
[00:19:43.000 --> 00:19:46.000]  神豈不是利用這個疫症,
[00:19:46.000 --> 00:19:48.000]  叫我們從沉睡中醒來,
[00:19:48.000 --> 00:19:52.000]  叫我們在上帝面前謙卑,
[00:19:52.000 --> 00:19:55.000]  不要靠自己強大而自豪,
[00:19:55.000 --> 00:19:58.000]  我相信在瘟疫之後,
[00:19:58.000 --> 00:20:01.000]  這個世界已經是不再一樣的世界,
[00:20:01.000 --> 00:20:04.000]  和幾個月前的世界完全不同,
[00:20:04.000 --> 00:20:08.000]  美國也不像幾個月前的美國一樣,
[00:20:08.000 --> 00:20:11.000]  我們怎樣去解讀神的道呢?
[00:20:11.000 --> 00:20:15.000]  對一班信徒來說,這是一個極大的挑戰,
[00:20:15.000 --> 00:20:20.000]  以色列人稱為神的選民,誤解了上帝的道,
[00:20:20.000 --> 00:20:24.000]  不明白,我們再來看看,
[00:20:24.000 --> 00:20:28.000]  神的道不單止是以色列人所謂神的子民誤解,
[00:20:28.000 --> 00:20:31.000]  世界的人也都誤解神的道,
[00:20:31.000 --> 00:20:34.000]  加拿大就是象徵這個世界的人,
[00:20:34.000 --> 00:20:37.000]  第11節,他以為自己的勢力為神,
