
[00:00:00.000 --> 00:00:07.000]  廣東人有一句經常說的話
[00:03:18.000 --> 00:03:23.000]  耶穌就把握當施洗約翰門徒離開的時候
[00:03:23.000 --> 00:03:27.000]  要準確地告訴這班群眾知道
[00:03:27.000 --> 00:03:32.000]  不單止施洗約翰要來做的是什麼
[00:03:32.000 --> 00:03:35.000]  施洗約翰到底是一個什麼角色
[00:03:35.000 --> 00:03:36.000]  在整個救恩裏面
[00:03:36.000 --> 00:03:38.000]  但更重要的是
[00:03:38.000 --> 00:03:41.000]  耶穌在這裏要處理一些
[00:03:41.000 --> 00:03:44.000]  當我們在這個地上活著的時候
[00:03:44.000 --> 00:03:46.000]  有一些我們會經常面對
[00:03:46.000 --> 00:03:48.000]  講歪理
[00:03:48.000 --> 00:03:49.000]  無賴的人
[00:03:49.000 --> 00:03:51.000]  他們做出來的行為
[00:03:51.000 --> 00:03:53.000]  可能對我們作為信徒
[00:03:53.000 --> 00:03:55.000]  可以甚至這樣說
[00:03:55.000 --> 00:03:59.000]  莫須有的去指控的時候
[00:03:59.000 --> 00:04:02.000]  這種人我們作為信徒
[00:04:02.000 --> 00:04:06.000]  今天我們應該怎樣去面對他們呢
[00:04:06.000 --> 00:04:08.000]  而在這個世界裏面
[00:04:08.000 --> 00:04:09.000]  是不是我們看到
[00:04:09.000 --> 00:04:12.000]  當他們無理取鬧
[00:04:12.000 --> 00:04:14.000]  去攻擊我們的時候
[00:04:14.000 --> 00:04:18.000]  我們就反而向他們施多一腳
[00:04:18.000 --> 00:04:22.000]  反過來去做一些抗爭
[00:04:22.000 --> 00:04:26.000]  還是有別樣的策略
[00:04:26.000 --> 00:04:29.000]  在耶穌這裏去介紹給我們知道呢
[00:04:29.000 --> 00:04:31.000]  所以今天我們透過這段經文
[00:04:31.000 --> 00:04:33.000]  《馬太福音》第十一章
[00:04:33.000 --> 00:04:34.000]  第七至十九節
[00:04:34.000 --> 00:04:36.000]  我給了一個題目
[00:04:36.000 --> 00:04:41.000]  叫做《憑自威回應無理的世代》
[00:04:41.000 --> 00:04:45.000]  Wisdom is vindicated by her deeds
[00:04:45.000 --> 00:04:46.000]  我希望透過這段聖經
[00:04:46.000 --> 00:04:49.000]  讓我們在這個世代裏面
[00:04:49.000 --> 00:04:53.000]  面對無理由的對待的時候
[00:04:53.000 --> 00:04:55.000]  我們仍然怎樣按照一個
[00:04:55.000 --> 00:04:59.000]  真正屬神子民應有的表現
[00:04:59.000 --> 00:05:02.000]  來一同活在這個地上
[00:05:02.000 --> 00:05:04.000]  作好一個好的見證
[00:05:04.000 --> 00:05:06.000]  今天我會分為三個部分
[00:05:06.000 --> 00:05:08.000]  和大家一起去看的
[00:05:08.000 --> 00:05:11.000]  第一個部分是從第十一章
[00:05:11.000 --> 00:05:13.000]  第七至十節
[00:05:13.000 --> 00:05:14.000]  我給了一個副題
[00:05:14.000 --> 00:05:17.000]  它叫做《屬靈人真正要找著水》
[00:05:17.000 --> 00:05:21.000]  現在我們一起打開《馬太福音》第十一章
[00:05:21.000 --> 00:05:23.000]  我們讀一讀這幾個經文
[00:05:23.000 --> 00:05:25.000]  第七至十節好不好
[00:05:25.000 --> 00:05:26.000]  如果找到之後
[00:05:26.000 --> 00:05:27.000]  我們一起讀了
[00:05:27.000 --> 00:05:28.000]  慢慢讀
[00:05:28.000 --> 00:05:31.000]  我們會以和合本的版本來讀
[00:05:31.000 --> 00:05:33.000]  我先拿一張帽子
[00:05:33.000 --> 00:05:37.000]  因為老花眼看得不清楚
[00:05:37.000 --> 00:05:40.000]  好,找到之後我們一起讀
[00:05:40.000 --> 00:05:44.000]  我們先讀第七至十節
[00:05:44.000 --> 00:05:47.000]  他們走的時候
[00:05:47.000 --> 00:05:49.000]  耶穌就對眾人說
[00:05:49.000 --> 00:05:51.000]  論約翰說
[00:05:51.000 --> 00:05:54.000]  你們從前出到曠野
[00:05:54.000 --> 00:05:56.000]  要看什麼呢
[00:05:56.000 --> 00:05:59.000]  要看風吹動的蘆葦嗎
[00:05:59.000 --> 00:06:03.000]  你們出去到底要看什麼
[00:06:03.000 --> 00:06:06.000]  要看穿細軟衣服的人嗎
[00:06:06.000 --> 00:06:11.000]  穿細軟衣服的人是在皇宮裡
[00:06:11.000 --> 00:06:14.000]  你們出去究竟是為什麼
[00:06:14.000 --> 00:06:16.000]  是要看仙子嗎
[00:06:16.000 --> 00:06:18.000]  我告訴你們
[00:06:18.000 --> 00:06:22.000]  是的,他比仙子大多了
[00:06:22.000 --> 00:06:24.000]  經上記著說
[00:06:24.000 --> 00:06:27.000]  我要差遣我的使者
[00:06:27.000 --> 00:06:30.000]  在你前面預備道路
[00:06:30.000 --> 00:06:34.000]  所說的就是這個人
[00:06:34.000 --> 00:06:37.000]  在上文我剛才已經說過了
[00:06:37.000 --> 00:06:41.000]  神的子民在屬靈的道路上
[00:06:41.000 --> 00:06:43.000]  不能排除一個現象
[00:06:43.000 --> 00:06:46.000]  就是我們可能會對於我們的信仰
[00:06:46.000 --> 00:06:48.000]  有一些疑問
[00:06:48.000 --> 00:06:51.000]  不過在上個星期裡我們也說過
[00:06:51.000 --> 00:06:53.000]  有疑問是絕對不出奇的事
[00:06:53.000 --> 00:06:56.000]  反而是一個積極進取的信徒
[00:06:56.000 --> 00:06:59.000]  應有的一個屬靈的表現
[00:06:59.000 --> 00:07:02.000]  因為我們會透過這些
[00:07:02.000 --> 00:07:06.000]  有造就性的反問疑問
[00:07:06.000 --> 00:07:10.000]  導致我們今天的信能夠更加準確
[00:07:10.000 --> 00:07:13.000]  摸得更加細緻
[00:07:13.000 --> 00:07:15.000]  當施洗約翰的門徒
[00:07:15.000 --> 00:07:17.000]  剛剛在聖經裡說
[00:07:17.000 --> 00:07:20.000]  離開之際耶穌就馬上轉向他的群眾
[00:07:20.000 --> 00:07:25.000]  作出對施洗約翰更詳細的介紹
[00:07:25.000 --> 00:07:28.000]  不過這一段的介紹
[00:07:28.000 --> 00:07:32.000]  就只是圍繞在一條的
[00:07:32.000 --> 00:07:34.000]  一個類別的問題
[00:07:34.000 --> 00:07:35.000]  我應該這樣說
[00:07:35.000 --> 00:07:36.000]  一個類別的問題
[00:07:36.000 --> 00:07:39.000]  這個類別的問題總共問了三次
[00:07:39.000 --> 00:07:41.000]  這個問題是什麼
[00:07:41.000 --> 00:07:44.000]  如果大家再次回到這段聖經去看
[00:07:44.000 --> 00:07:46.000]  那句話其實來來去去都是
[00:07:46.000 --> 00:07:51.000]  那張耶穌就問你們去把所
[00:07:51.000 --> 00:07:52.000]  對不起
[00:07:52.000 --> 00:07:57.000]  你們從前出去到曠野是要看什麼呢
[00:07:57.000 --> 00:08:03.000]  那主句就是你們出去要看什麼
[00:08:03.000 --> 00:08:08.000]  那這句話其實從第八節
[00:08:08.000 --> 00:08:09.000]  第九節
[00:08:09.000 --> 00:08:11.000]  對不起我雙眼看不清楚
[00:08:11.000 --> 00:08:12.000]  第七節
[00:08:12.000 --> 00:08:15.000]  到第九節
[00:08:15.000 --> 00:08:17.000]  其實連續問了三次
[00:08:17.000 --> 00:08:20.000]  我們再看看哪三次
[00:08:20.000 --> 00:08:23.000]  第一次是在第七節裡
[00:08:23.000 --> 00:08:28.000]  他說你們從前出去到曠野要看什麼
[00:08:28.000 --> 00:08:32.000]  其實這句話可以把它翻譯為
[00:08:32.000 --> 00:08:37.000]  你們從前出去是要找些什麼
[00:08:37.000 --> 00:08:41.000]  所以這個看不一定是指眼看
[00:08:41.000 --> 00:08:45.000]  但其實可以說是你去找些什麼
[00:08:45.000 --> 00:08:48.000]  這個陳述也連接在上文
[00:08:48.000 --> 00:08:51.000]  耶穌回答施洗約翰的門徒
[00:08:51.000 --> 00:08:54.000]  你們既然想知道答案
[00:08:54.000 --> 00:08:55.000]  不如這樣
[00:08:55.000 --> 00:08:59.000]  你把你們所聽見和看見過的東西
[00:08:59.000 --> 00:09:03.000]  報告給施洗約翰知道
[00:09:03.000 --> 00:09:06.000]  耶穌第一條問題問的就是
[00:09:06.000 --> 00:09:10.000]  你們去曠野那裡其實想找些什麼呢
[00:09:10.000 --> 00:09:12.000]  要看些什麼呢
[00:09:12.000 --> 00:09:17.000]  這條問題耶穌給了個答案
[00:09:17.000 --> 00:09:20.000]  這個答案耶穌的回應很特別
[00:09:20.000 --> 00:09:23.000]  我們看看和合本的版本
[00:09:23.000 --> 00:09:25.000]  和合本的版本說
[00:09:25.000 --> 00:09:30.000]  要看風吹動的蘆葦嗎
[00:09:30.000 --> 00:09:34.000]  有沒有留意這是一條問題
[00:09:34.000 --> 00:09:39.000]  和合本的翻譯者很準確地去掌握到
[00:09:39.000 --> 00:09:42.000]  耶穌基督的語氣
[00:09:42.000 --> 00:09:46.000]  我對和合本的版本其實有時有彈有讚
[00:09:46.000 --> 00:09:49.000]  但這裡真的要稱讚他做得好
[00:09:49.000 --> 00:09:53.000]  耶穌在這裡問完這個問題的時候
[00:09:53.000 --> 00:09:56.000]  其實是一個自問自答
[00:09:56.000 --> 00:09:59.000]  而這個自問自答的過程當中
[00:09:59.000 --> 00:10:01.000]  好像是他自己想
[00:10:01.000 --> 00:10:03.000]  自己問自己
[00:10:03.000 --> 00:10:07.000]  然後自己想到會不會是這樣呢
[00:10:07.000 --> 00:10:09.000]  耶穌這個回答是什麼呢
[00:10:09.000 --> 00:10:11.000]  你們出去曠野要找些什麼
[00:10:11.000 --> 00:10:12.000]  要看什麼呢
[00:10:12.000 --> 00:10:14.000]  要看風吹動的蘆葦
[00:10:14.000 --> 00:10:17.000]  其實這個風吹動的蘆葦
[00:10:17.000 --> 00:10:21.000]  其實連接上文所說的曠野
[00:10:21.000 --> 00:10:27.000]  就不難讓我們重新思想到這個說法
[00:10:27.000 --> 00:10:34.000]  其實是回應舊約聖經的出埃及記
[00:10:34.000 --> 00:10:41.000]  特別出埃及記的第十四章和第十五章裡面
[00:10:41.000 --> 00:10:43.000]  如果我們再看出埃及記
[00:10:43.000 --> 00:10:50.000]  這兩章的經文其實是介紹到昔日以色列民
[00:10:50.000 --> 00:10:53.000]  透過摩西的帶領
[00:10:53.000 --> 00:10:57.000]  引導他們一起走出埃及
[00:10:57.000 --> 00:11:02.000]  離開遺牢的埃及掌控
[00:11:02.000 --> 00:11:07.000]  因此當提及到蘆葦的時候
[00:11:07.000 --> 00:11:10.000]  就更加肯定告訴我們知道
[00:11:10.000 --> 00:11:17.000]  昔日摩西帶領以色列人所謂經過這個紅海
[00:11:17.000 --> 00:11:22.000]  其實原文所介紹的是一個蘆葦
[00:11:22.000 --> 00:11:25.000]  充滿種植的海邊
[00:11:25.000 --> 00:11:29.000]  就有一個不謀而合的陳述
[00:11:29.000 --> 00:11:33.000]  所以如果大家去看出埃及記的時候
[00:11:33.000 --> 00:11:37.000]  很多時候提到以色列人過紅海這段
[00:11:37.000 --> 00:11:41.000]  目者有少少認識的都會告訴你
[00:11:41.000 --> 00:11:45.000]  按原文的翻譯不是紅海
[00:11:45.000 --> 00:11:51.000]  是蘆葦的種植很旺盛的一個海邊
[00:11:51.000 --> 00:11:54.000]  簡單來說
[00:11:54.000 --> 00:11:58.000]  其實不是地點的問題
[00:11:58.000 --> 00:12:08.000]  而是蘆葦提醒現在耶穌基督在他面前的群眾
[00:12:08.000 --> 00:12:11.000]  你們去到曠野
[00:12:11.000 --> 00:12:20.000]  當然要找那個帶你們出去蘆葦海過海的人
[00:12:20.000 --> 00:12:22.000]  那個人是誰呢?
[00:12:22.000 --> 00:12:25.000]  很自然地他就會想起
[00:12:25.000 --> 00:12:29.000]  舊約他們所熟悉的人物摩西
[00:12:29.000 --> 00:12:32.000]  摩西是一個什麼身份呢?
[00:12:32.000 --> 00:12:37.000]  摩西可以說是在舊約聖經裡
[00:12:37.000 --> 00:12:42.000]  先知其中最早期的其中一位
[00:12:42.000 --> 00:12:46.000]  他帶領以色列人聽了上帝的信息
[00:12:46.000 --> 00:12:50.000]  然後上帝的信息傳給埃及人
[00:12:50.000 --> 00:12:53.000]  並且傳給所有以色列人知道
[00:12:53.000 --> 00:12:55.000]  這個就是先知的角色
[00:12:55.000 --> 00:13:00.000]  先知不是說一些未發生的事情或者預言
[00:13:00.000 --> 00:13:03.000]  先知的角色是傳遞神的話
[00:13:03.000 --> 00:13:10.000]  所以在原文裡先知這個字眼解作傳遞訊息者
[00:13:10.000 --> 00:13:12.000]  英文叫Messenger
[00:13:12.000 --> 00:13:18.000]  耶穌在這裡問你們去到曠野找誰呢?
[00:13:18.000 --> 00:13:20.000]  想看誰呢?
[00:13:20.000 --> 00:13:25.000]  似乎好像在問是不是說施洗約翰呢?
[00:13:25.000 --> 00:13:30.000]  耶穌其實借著施洗約翰帶領以色列人聯想回去
[00:13:30.000 --> 00:13:36.000]  你們會不會找先知你們最尊重的摩西啊?
[00:13:36.000 --> 00:13:39.000]  所以這裡要用那個環境
[00:13:39.000 --> 00:13:42.000]  要看風吹動的蘆葦
[00:13:42.000 --> 00:13:48.000]  這個勾起不單止是先知摩西
[00:13:48.000 --> 00:13:55.000]  並且提起上帝怎樣用大能大力
[00:13:55.000 --> 00:14:00.000]  將當時這個蘆葦充滿的海岸邊
[00:14:00.000 --> 00:14:02.000]  將它分為兩半
[00:14:02.000 --> 00:14:04.000]  用什麼?大風
[00:14:04.000 --> 00:14:06.000]  將它分為兩半
[00:14:06.000 --> 00:14:09.000]  就風吹動蘆葦
[00:14:09.000 --> 00:14:11.000]  明白嗎?弟兄姊妹
[00:14:11.000 --> 00:14:13.000]  耶穌在這裡說
[00:14:13.000 --> 00:14:17.000]  會不會你們想找回那個位置
[00:14:17.000 --> 00:14:21.000]  還是出去埃及那位先知呢?
[00:14:21.000 --> 00:14:23.000]  這是第一問
[00:14:23.000 --> 00:14:25.000]  第二條問題
[00:14:25.000 --> 00:14:27.000]  在第八節
[00:14:27.000 --> 00:14:29.000]  第八節這樣說
[00:14:29.000 --> 00:14:32.000]  你們出去到底要看什麼?
[00:14:32.000 --> 00:14:34.000]  咦?和前文一模一樣
[00:14:34.000 --> 00:14:39.000]  不過沒有出到曠野的陳述
[00:14:39.000 --> 00:14:41.000]  耶穌在這裡說
[00:14:41.000 --> 00:14:43.000]  你們出去想看什麼?
[00:14:43.000 --> 00:14:45.000]  找什麼人呢?
[00:14:45.000 --> 00:14:51.000]  你是要看穿細軟衣服的人嗎?
[00:14:51.000 --> 00:14:57.000]  耶穌又做了一個自問自答的回應
[00:14:57.000 --> 00:14:59.000]  這些說話
[00:14:59.000 --> 00:15:01.000]  耶穌都說給當時所有人聽
[00:15:01.000 --> 00:15:05.000]  所以耶穌是用這種方式帶著他們施襲
[00:15:05.000 --> 00:15:07.000]  是不是先知說
[00:15:07.000 --> 00:15:09.000]  可能你們想著摩西
[00:15:09.000 --> 00:15:11.000]  未必
[00:15:11.000 --> 00:15:16.000]  可能你找那位穿著軟衣服的人
[00:15:16.000 --> 00:15:18.000]  這是什麼人呢?
[00:15:18.000 --> 00:15:21.000]  什麼人會穿著柔軟的衣服呢?
[00:15:21.000 --> 00:15:23.000]  在古近東文化裡面
[00:15:23.000 --> 00:15:26.000]  耶穌馬上在這裡告訴他們
[00:15:26.000 --> 00:15:33.000]  穿細軟衣服的人是在皇宮裡的
[00:15:33.000 --> 00:15:35.000]  耶穌在這裡說
[00:15:35.000 --> 00:15:40.000]  住在皇宮裡的是什麼人呢?
[00:15:40.000 --> 00:15:42.000]  君王
[00:15:42.000 --> 00:15:44.000]  他的妃嬪
[00:15:44.000 --> 00:15:49.000]  耶穌在這裡所陳述的是在皇宮裡
[00:15:49.000 --> 00:15:52.000]  會不會你們找一個有權有勢的人
[00:15:52.000 --> 00:15:55.000]  能夠幫助你們的人呢?
[00:15:55.000 --> 00:16:00.000]  一個人有君王的身份呢?
[00:16:00.000 --> 00:16:01.000]  在這個時候
[00:16:01.000 --> 00:16:04.000]  耶穌再下一城
[00:16:04.000 --> 00:16:07.000]  再問一次同樣的問題
[00:16:07.000 --> 00:16:12.000]  這在第九節的下半節和第十節
[00:16:12.000 --> 00:16:16.000]  十節裡說了給他們知道
[00:16:16.000 --> 00:16:17.000]  第九節說什麼呢?
[00:16:17.000 --> 00:16:19.000]  我讀一次給大家聽
[00:16:19.000 --> 00:16:23.000]  你們出去究竟是為什麼?
[00:16:23.000 --> 00:16:27.000]  是要看先知嗎?
[00:16:27.000 --> 00:16:29.000]  經上記著說
[00:16:29.000 --> 00:16:35.000]  我要差遣我的使者在你前面預備者路
[00:16:35.000 --> 00:16:39.000]  所說的就是這個人
[00:16:39.000 --> 00:16:45.000]  耶穌在這裡所說的第三條自問自答的問題
[00:16:45.000 --> 00:16:47.000]  也不是的
[00:16:47.000 --> 00:16:49.000]  原文有這個字
[00:16:49.000 --> 00:16:51.000]  不是的
[00:16:51.000 --> 00:16:54.000]  你們會不會又是出去找這個人呢?
[00:16:54.000 --> 00:16:56.000]  這個人叫做先知
[00:16:56.000 --> 00:16:59.000]  你真的要去找先知
[00:16:59.000 --> 00:17:01.000]  來到這段聖經裡
[00:17:01.000 --> 00:17:05.000]  耶穌用了這三條問題
[00:17:05.000 --> 00:17:08.000]  誘發這群人去想的時候
[00:17:08.000 --> 00:17:12.000]  最終耶穌不是我給你答案這麼簡單
[00:17:12.000 --> 00:17:21.000]  耶穌給一個在聖經裡的答案給他們知道
[00:17:21.000 --> 00:17:23.000]  這個答案是什麼呢?
[00:17:23.000 --> 00:17:25.000]  就是第十節我剛才所讀到的
[00:17:25.000 --> 00:17:28.000]  第十節裡其實這句話
[00:17:28.000 --> 00:17:30.000]  應該是這樣翻譯的
[00:17:30.000 --> 00:17:32.000]  我又遺漏了一個字
[00:17:32.000 --> 00:17:37.000]  我要差遣我的使者在你前面預備者路
[00:17:37.000 --> 00:17:41.000]  這句聖經是引自於馬拉基書
[00:17:41.000 --> 00:17:44.000]  Malachi三章第一節
[00:17:44.000 --> 00:17:52.000]  和出埃及記Exodus二十三章第二十節的兩節經經文的組合
[00:17:52.000 --> 00:17:55.000]  不過我又遺漏了一個什麼字呢?
[00:17:55.000 --> 00:17:57.000]  就是哦!
[00:17:57.000 --> 00:18:03.000]  是啦!在開頭這句話裡原來有一個這樣的陳述
[00:18:03.000 --> 00:18:07.000]  在英文的聖經裡如果我們仔細去看
[00:18:07.000 --> 00:18:11.000]  比如NRSV這個英文譯本
[00:18:11.000 --> 00:18:13.000]  一開始就說See
[00:18:13.000 --> 00:18:15.000]  啊!看到了
[00:18:15.000 --> 00:18:21.000]  如果是我們常用的NET的版本New English Translation
[00:18:21.000 --> 00:18:23.000]  在開頭就Look
[00:18:23.000 --> 00:18:26.000]  哎!是啦!看到了
[00:18:26.000 --> 00:18:28.000]  耶穌問了這三條問題
[00:18:28.000 --> 00:18:30.000]  你看什麼呢?你找什麼呢?
[00:18:30.000 --> 00:18:32.000]  找誰呢?
[00:18:32.000 --> 00:18:34.000]  你找摩西?
[00:18:34.000 --> 00:18:36.000]  你找君王?
[00:18:36.000 --> 00:18:40.000]  你找先知?
[00:18:40.000 --> 00:18:42.000]  嗯!啊!看到了
[00:18:42.000 --> 00:18:44.000]  看到是誰呢?
[00:18:44.000 --> 00:18:46.000]  不如我告訴你吧
[00:18:46.000 --> 00:18:53.000]  是那個我要差遣我的使者在你面前預備者路
[00:18:53.000 --> 00:19:02.000]  這句話我們就要回到我剛才所說的馬拉基書第三章一節和出埃及記二十三章第二十節
[00:19:02.000 --> 00:19:06.000]  說這番話那個引動我是誰呢?
[00:19:06.000 --> 00:19:09.000]  我不再要大家看回去
[00:19:09.000 --> 00:19:11.000]  你可以寫下它回去
[00:19:11.000 --> 00:19:14.000]  其實這個我就是知道耶和華
[00:19:14.000 --> 00:19:21.000]  耶和華說你要找的是找一個使者
[00:19:21.000 --> 00:19:25.000]  這個使者是比先知更大一點的
[00:19:25.000 --> 00:19:29.000]  比君王有相同類似的身份的
[00:19:29.000 --> 00:19:32.000]  甚至比摩西更大
[00:19:32.000 --> 00:19:34.000]  是誰呢?
[00:19:34.000 --> 00:19:39.000]  是差在你面前預備者路
[00:19:39.000 --> 00:19:45.000]  這句話當耶穌引述聖經的答案的時候
[00:19:45.000 --> 00:19:54.000]  其實是要對於當時的群眾回應他們一直聽到施洗約翰的門徒問的問題
[00:19:54.000 --> 00:19:58.000]  你是誰?
[00:19:58.000 --> 00:20:00.000]  你要找的是誰?
[00:20:00.000 --> 00:20:06.000]  我侍奉要預備的後來者那個人是誰?
[00:20:06.000 --> 00:20:11.000]  那個人其實就是在你們面前的這個
[00:20:11.000 --> 00:20:18.000]  所以這句話就是我要差遣我的使者在你面前預備者路
[00:20:18.000 --> 00:20:23.000]  一方面是回應先前施洗約翰的門徒所問的問題
[00:20:23.000 --> 00:20:28.000]  你是否那位我要去預備來的那位後來者
[00:20:28.000 --> 00:20:33.000]  耶穌在這裡其實就說上帝其實已經說錯給你知道
[00:20:33.000 --> 00:20:38.000]  這個被差來的人那個人就現在在你面前
[00:20:38.000 --> 00:20:41.000]  這個人會怎樣?
[00:20:41.000 --> 00:20:48.000]  是需要你為他預備這條永恆的道路的成就者
[00:20:48.000 --> 00:20:50.000]  耶穌基督
[00:20:50.000 --> 00:20:55.000]  王合本在這裡最後引用完這句話之後就說了
[00:20:55.000 --> 00:20:58.000]  所說的就是這個人
[00:20:58.000 --> 00:21:05.000]  這句話其實也不是太過符合在原文聖經裡面的原本的意思
[00:21:05.000 --> 00:21:08.000]  這句話其實應該翻譯為什麼呢?
[00:21:08.000 --> 00:21:13.000]  他就是在你們面前的這一位
[00:21:13.000 --> 00:21:20.000]  耶穌用了這麼大的篇幅自問自答
[00:21:20.000 --> 00:21:28.000]  向著一群其實和施洗約翰相同來源的人
[00:21:28.000 --> 00:21:30.000]  去告訴他們知道
[00:21:30.000 --> 00:21:34.000]  其實施洗約翰做的事情沒錯
[00:21:34.000 --> 00:21:39.000]  你們來找的應該要找的不是昔日的摩世
[00:21:39.000 --> 00:21:43.000]  不是找一個只是有權有勢的君王
[00:21:43.000 --> 00:21:46.000]  不只是一個師資這麼簡單
[00:21:46.000 --> 00:21:51.000]  而是那位上帝指明要來的那一位
[00:21:51.000 --> 00:21:57.000]  而這個就在你們面前出現了
[00:21:57.000 --> 00:22:01.000]  說了這麼多這段聖經
[00:22:01.000 --> 00:22:04.000]  剛才我說了
[00:22:04.000 --> 00:22:07.000]  作為一個屬神的子民屬靈人
[00:22:07.000 --> 00:22:12.000]  我們其實一生都在不斷去問這條問題
[00:22:12.000 --> 00:22:13.000]  不奇怪的
[00:22:13.000 --> 00:22:16.000]  我們問耶穌究竟耶穌你是否真是神的兒子
[00:22:16.000 --> 00:22:18.000]  沒有問題的這些問題
[00:22:18.000 --> 00:22:21.000]  這些是有造就性的問題
[00:22:21.000 --> 00:22:24.000]  我不問這條問題反而是一個問題
[00:22:24.000 --> 00:22:27.000]  耶穌在這裡解答的其實就是告訴他們知道
[00:22:27.000 --> 00:22:29.000]  其實你們沒有錯
[00:22:29.000 --> 00:22:33.000]  正確的應該那個人就是我耶穌
[00:22:33.000 --> 00:22:37.000]  但是今天很多時候我們上教會
[00:22:37.000 --> 00:22:39.000]  每個星期
[00:22:39.000 --> 00:22:40.000]  特別是星期天
[00:22:40.000 --> 00:22:42.000]  很多人都上教會
[00:22:42.000 --> 00:22:44.000]  天主教會天天都上教會
[00:22:44.000 --> 00:22:46.000]  有時間上教會
[00:22:46.000 --> 00:22:48.000]  天天都開門的
[00:22:48.000 --> 00:22:51.000]  不過星期天特別多人上教會
[00:22:51.000 --> 00:22:57.000]  究竟今天我們上教會做些什麼呢?
[00:22:57.000 --> 00:23:00.000]  是不是去結交朋友呢?
[00:23:00.000 --> 00:23:02.000]  我們說順便而已
