
[00:00:00.000 --> 00:00:06.000]  各位朋友你們好 我是許樹言
[00:03:37.000 --> 00:03:39.000]  我們卻不知道
[00:03:39.000 --> 00:03:41.000]  是誰開了他的眼睛
[00:03:41.000 --> 00:03:43.000]  我們也不知道
[00:03:43.000 --> 00:03:45.000]  他已經成了人
[00:03:45.000 --> 00:03:47.000]  你們問他吧
[00:03:47.000 --> 00:03:49.000]  他自己必能說
[00:03:49.000 --> 00:03:53.000]  他父母說者說是怕猶太人
[00:03:53.000 --> 00:03:56.000]  因為猶太人已經商議定了
[00:03:56.000 --> 00:03:59.000]  若有人認耶穌是基督的
[00:03:59.000 --> 00:04:01.000]  要把他趕出會堂
[00:04:01.000 --> 00:04:05.000]  因此他父母說:他已經成了人
[00:04:05.000 --> 00:04:07.000]  你們問他吧
[00:04:07.000 --> 00:04:10.000]  所以發理賽人第二次
[00:04:10.000 --> 00:04:13.000]  叫從前乞眼的人來對他說:
[00:04:13.000 --> 00:04:16.000]  你該將榮耀歸給神
[00:04:16.000 --> 00:04:19.000]  我們知道這人是個罪人
[00:04:19.000 --> 00:04:22.000]  他說:他是個罪人
[00:04:22.000 --> 00:04:25.000]  不是我不知道
[00:04:25.000 --> 00:04:27.000]  有一件事我知道
[00:04:27.000 --> 00:04:30.000]  從前我是眼乞的
[00:04:30.000 --> 00:04:32.000]  如今能看見了
[00:04:32.000 --> 00:04:34.000]  他們就問他說:
[00:04:34.000 --> 00:04:37.000]  他向你作了什麼?
[00:04:37.000 --> 00:04:39.000]  是怎麼開了你的眼睛?
[00:04:39.000 --> 00:04:41.000]  他回答說:
[00:04:41.000 --> 00:04:43.000]  我方才告訴你們
[00:04:43.000 --> 00:04:45.000]  你們不聽
[00:04:45.000 --> 00:04:47.000]  為什麼又要聽呢?
[00:04:47.000 --> 00:04:50.000]  莫非你們也要做他的門徒嗎?
[00:04:50.000 --> 00:04:53.000]  他們就罵他說:
[00:04:53.000 --> 00:04:55.000]  你是他的門徒
[00:04:55.000 --> 00:04:57.000]  我們是摩西的門徒
[00:04:57.000 --> 00:05:00.000]  神對摩西說話是我們知道的
[00:05:00.000 --> 00:05:01.000]  只是這人
[00:05:01.000 --> 00:05:04.000]  我們不知道他從哪裡來
[00:05:04.000 --> 00:05:06.000]  那人回答說:
[00:05:06.000 --> 00:05:08.000]  他開了我的眼睛
[00:05:08.000 --> 00:05:11.000]  你們竟不知道他從哪裡來
[00:05:11.000 --> 00:05:13.000]  真是奇怪
[00:05:13.000 --> 00:05:16.000]  我們知道神不聽罪人
[00:05:16.000 --> 00:05:18.000]  唯有敬奉神
[00:05:18.000 --> 00:05:21.000]  遵行他旨意的神才聽他
[00:05:21.000 --> 00:05:23.000]  從創世以來
[00:05:23.000 --> 00:05:28.000]  未曾聽見有人把生來是乞眼的開眼
[00:05:28.000 --> 00:05:31.000]  這人若不是從神來的
[00:05:31.000 --> 00:05:33.000]  什麼也不能做
[00:05:33.000 --> 00:05:35.000]  他們回答說:
[00:05:35.000 --> 00:05:37.000]  你全年生在罪孽中
[00:05:37.000 --> 00:05:39.000]  還要教訓我們嗎?
[00:05:39.000 --> 00:05:42.000]  於是把他趕了出去
[00:05:42.000 --> 00:05:46.000]  耶穌聽說他們把他趕出去
[00:05:46.000 --> 00:05:49.000]  後來遇見他就說:
[00:05:49.000 --> 00:05:52.000]  你信神的兒子嗎?
[00:05:52.000 --> 00:05:54.000]  他回答說:
[00:05:54.000 --> 00:05:56.000]  主啊!誰是神的兒子?
[00:05:56.000 --> 00:05:58.000]  叫我信他呢?
[00:05:58.000 --> 00:05:59.000]  耶穌說:
[00:05:59.000 --> 00:06:01.000]  你已經看見他
[00:06:01.000 --> 00:06:04.000]  現在和你說話的就是他
[00:06:04.000 --> 00:06:07.000]  他說:主啊!我信
[00:06:07.000 --> 00:06:09.000]  就拜耶穌
[00:06:09.000 --> 00:06:11.000]  耶穌說:
[00:06:11.000 --> 00:06:14.000]  我為審判來到這世上
[00:06:14.000 --> 00:06:17.000]  叫不能看見的可以看見
[00:06:17.000 --> 00:06:20.000]  能看見的反合了眼
[00:06:20.000 --> 00:06:23.000]  從他們那裡的法利賽人聽了者說
[00:06:23.000 --> 00:06:27.000]  難道我們也吃了眼嗎?
[00:06:27.000 --> 00:06:29.000]  耶穌對他們說:
[00:06:29.000 --> 00:06:31.000]  你們若吃了眼就沒有罪
[00:06:31.000 --> 00:06:33.000]  但如今你們說:
[00:06:33.000 --> 00:06:35.000]  我們能看見
[00:06:35.000 --> 00:06:38.000]  所以你們的罪還在
[00:06:38.000 --> 00:06:41.000]  今天的經文是比較長的
[00:06:41.000 --> 00:06:43.000]  這段經文是很特別的
[00:06:43.000 --> 00:06:45.000]  因為正如聖經所說
[00:06:45.000 --> 00:06:49.000]  原來整本聖經在舊約和新約裏
[00:06:49.000 --> 00:06:51.000]  只有一次的神蹟
[00:06:51.000 --> 00:06:56.000]  是將一個先天失明的人的眼睛重開
[00:06:56.000 --> 00:06:58.000]  現在這個故事
[00:06:58.000 --> 00:07:01.000]  在《約翰福音》中用了一章
[00:07:01.000 --> 00:07:04.000]  很詳細地描述這件事
[00:07:04.000 --> 00:07:07.000]  這個故事其實是很特別的
[00:07:07.000 --> 00:07:11.000]  除了這個神蹟是很大的神蹟之外
[00:07:11.000 --> 00:07:15.000]  可能很多人看完後就會問一個問題
[00:07:15.000 --> 00:07:17.000]  耶穌基督很多時候醫病
[00:07:17.000 --> 00:07:20.000]  是不需要做那麼多的行動的
[00:07:20.000 --> 00:07:22.000]  只要耶穌一句話就可以康復
[00:07:22.000 --> 00:07:27.000]  所以為什麼耶穌要用口水、用唾沫、用泥土
[00:07:27.000 --> 00:07:30.000]  然後又要叫這個失明的人
[00:07:30.000 --> 00:07:35.000]  去一個西羅亞祠洗眼呢?
[00:07:35.000 --> 00:07:37.000]  因為在第五章的時候
[00:07:37.000 --> 00:07:43.000]  在另外一個祠叫做「不是大祠」
[00:07:43.000 --> 00:07:49.000]  曾經耶穌將一個38年瘸腿的病人醫好
[00:07:49.000 --> 00:07:54.000]  那個祠有天使會將水攪動的時候
[00:07:54.000 --> 00:07:57.000]  誰人下去就可以醫治
[00:07:57.000 --> 00:07:59.000]  為什麼耶穌不是叫他去「不是大祠」
[00:07:59.000 --> 00:08:02.000]  而是要去西羅亞祠呢?
[00:08:02.000 --> 00:08:07.000]  另外在這個故事中提到神蹟
[00:08:07.000 --> 00:08:09.000]  也有耶穌的講道
[00:08:09.000 --> 00:08:12.000]  今天我會特別想去解釋
[00:08:12.000 --> 00:08:16.000]  神蹟和聽道對信心的關係
[00:08:16.000 --> 00:08:18.000]  因為這是一個很重要的使跡
[00:08:18.000 --> 00:08:21.000]  但要解釋這個故事之前
[00:08:21.000 --> 00:08:26.000]  我們首先要在第一章到第八章
[00:08:26.000 --> 00:08:29.000]  將一些重點抽出來特別介紹
[00:08:29.000 --> 00:08:35.000]  因為這些背景對我們明白第九章有很大的幫助
[00:08:35.000 --> 00:08:39.000]  我希望可以解釋背景之後
[00:08:39.000 --> 00:08:43.000]  從第九章中給我們看到三重的意義
[00:08:43.000 --> 00:08:46.000]  就是神蹟對黑眼人的意義
[00:08:46.000 --> 00:08:51.000]  對當時挑戰耶穌的法利塞人猶太人的意義
[00:08:51.000 --> 00:08:55.000]  和今天世界的人包括你和我的意義
[00:08:55.000 --> 00:09:00.000]  我們首先看看約翰福音第一章
[00:09:00.000 --> 00:09:07.000]  約翰福音是仕途約翰在八十多九十歲的時候寫出來
[00:09:07.000 --> 00:09:11.000]  當時耶穌升天已經差不多六十年了
[00:09:11.000 --> 00:09:16.000]  他經過六十年對耶穌基督的認識的沉澱
[00:09:16.000 --> 00:09:19.000]  聖靈感動他將最重要的
[00:09:19.000 --> 00:09:25.000]  有關耶穌基督的聖經的一些重要的概念
[00:09:25.000 --> 00:09:28.000]  在約翰福音中寫出來
[00:09:28.000 --> 00:09:31.000]  他一開始的時候說
[00:09:31.000 --> 00:09:34.000]  這個道、這個真理
[00:09:34.000 --> 00:09:37.000]  耶穌基督的真理是成了肉身來
[00:09:37.000 --> 00:09:41.000]  他說太初有道 道與神同在 道就是神
[00:09:41.000 --> 00:09:46.000]  這裡說的道、這個真理是和上帝一起
[00:09:46.000 --> 00:09:47.000]  亦都是上帝
[00:09:47.000 --> 00:09:50.000]  所以我們看到這個道、這個道理
[00:09:50.000 --> 00:09:56.000]  和我們一般其他的宗教或者哲學所說的道理是不同的
[00:09:56.000 --> 00:09:58.000]  這個道理就是真理
[00:09:58.000 --> 00:10:00.000]  而真理就是活生生的上帝
[00:10:00.000 --> 00:10:03.000]  上帝就是真理的本體
[00:10:03.000 --> 00:10:06.000]  所以當上帝表達自己
[00:10:06.000 --> 00:10:08.000]  將自己的信息表達出來的時候
[00:10:08.000 --> 00:10:10.000]  就是真理
[00:10:10.000 --> 00:10:15.000]  所以耶穌基督說的話的內容就是絕對真理
[00:10:15.000 --> 00:10:17.000]  因為祂就是真理的本體
[00:10:17.000 --> 00:10:21.000]  而這裡也約翰介紹給我們知道
[00:10:21.000 --> 00:10:25.000]  原來耶穌基督就是太初的真理
[00:10:25.000 --> 00:10:28.000]  祂是與上帝同在 祂就是上帝
[00:10:28.000 --> 00:10:31.000]  而在這個上帝裏面有生命
[00:10:31.000 --> 00:10:32.000]  因為祂是生命的源頭
[00:10:32.000 --> 00:10:43.000]  約翰福音用很多標誌性的、象徵性的說話去形容這個真理
[00:10:43.000 --> 00:10:45.000]  就是用光去形容
[00:10:45.000 --> 00:10:48.000]  這個真理就像光一樣照在黑暗當中
[00:10:48.000 --> 00:10:50.000]  而黑暗是不可以勝過光的
[00:10:50.000 --> 00:10:53.000]  而耶穌就是這個真理
[00:10:53.000 --> 00:10:58.000]  這個絕對的真理就是普世人的真光
[00:10:58.000 --> 00:11:01.000]  而全世界都是藉著祂所做
[00:11:01.000 --> 00:11:03.000]  但是世界卻不認識祂
[00:11:03.000 --> 00:11:05.000]  也不接受祂
[00:11:05.000 --> 00:11:08.000]  但是凡是接受祂和信祂的命的人
[00:11:08.000 --> 00:11:14.000]  這些人會有權利成為神的兒女
[00:11:14.000 --> 00:11:16.000]  有神的生命
[00:11:16.000 --> 00:11:20.000]  約翰與耶穌基督相處了三年半
[00:11:20.000 --> 00:11:23.000]  所以他說道這個真理成了肉身
[00:11:23.000 --> 00:11:25.000]  住在我們中間
[00:11:25.000 --> 00:11:27.000]  滿有恩典和真理
[00:11:27.000 --> 00:11:31.000]  他經過了六十年還是很激情地去形容
[00:11:31.000 --> 00:11:36.000]  他見過的、摸過的、一起住過、吃過飯的耶穌基督
[00:11:36.000 --> 00:11:38.000]  他見過耶穌基督的榮光
[00:11:38.000 --> 00:11:43.000]  從來沒有人見過上帝只有在懷裡的獨生子
[00:11:43.000 --> 00:11:44.000]  就是耶穌基督
[00:11:44.000 --> 00:11:47.000]  將上帝顯現出來
[00:11:47.000 --> 00:11:53.000]  這個就是約翰福音第一章頭十五節
[00:11:53.000 --> 00:11:56.000]  也是很重要地將耶穌基督的本質
[00:11:56.000 --> 00:11:59.000]  介紹給全世界的人知道
[00:11:59.000 --> 00:12:02.000]  到了第二章開始我們看到耶穌基督
[00:12:02.000 --> 00:12:05.000]  三年半的使命
[00:12:05.000 --> 00:12:10.000]  做了很多行神蹟和講道的活動
[00:12:10.000 --> 00:12:14.000]  我們留意到他經常做神蹟和講道
[00:12:14.000 --> 00:12:17.000]  但是他每次做神蹟和講道
[00:12:17.000 --> 00:12:21.000]  人們對他的信的反應是很不同的
[00:12:21.000 --> 00:12:24.000]  我們首先看第二章
[00:12:24.000 --> 00:12:26.000]  當他做了第一個神蹟
[00:12:26.000 --> 00:12:30.000]  在迦勒婚宴裡將水變酒之後
[00:12:30.000 --> 00:12:33.000]  就是他第一次的神蹟
[00:12:33.000 --> 00:12:38.000]  他接著提到耶穌基督做了很多神蹟
[00:12:38.000 --> 00:12:42.000]  很多人看見神蹟就信了他的名
[00:12:42.000 --> 00:12:46.000]  但是耶穌卻不將自己交託他們
[00:12:46.000 --> 00:12:49.000]  因為他知道萬人的心所傳的
[00:12:49.000 --> 00:12:51.000]  這裡很特別的是
[00:12:51.000 --> 00:12:55.000]  很多人看見神蹟就相信耶穌
[00:12:55.000 --> 00:12:58.000]  但是耶穌對這些看見神蹟不相信的人
[00:12:58.000 --> 00:13:00.000]  是很有負面的
[00:13:00.000 --> 00:13:02.000]  所以耶穌基督不將他交託給人
[00:13:02.000 --> 00:13:06.000]  今天我會藉著幾段故事
[00:13:06.000 --> 00:13:10.000]  解釋耶穌基督何時對人信他正面
[00:13:10.000 --> 00:13:12.000]  何時負面
[00:13:12.000 --> 00:13:14.000]  其中第一段我們看到
[00:13:14.000 --> 00:13:17.000]  很多人看見神蹟才相信的
[00:13:17.000 --> 00:13:19.000]  所以對這些信是存於負面的
[00:13:19.000 --> 00:13:21.000]  不是正面的
[00:13:21.000 --> 00:13:24.000]  我們再看第三章
[00:13:24.000 --> 00:13:28.000]  尼哥底姆看見耶穌所行的神蹟
[00:13:28.000 --> 00:13:31.000]  如果不是由神而來
[00:13:31.000 --> 00:13:34.000]  是做不到這些神蹟的
[00:13:34.000 --> 00:13:37.000]  所以尼哥底姆先看見神蹟
[00:13:37.000 --> 00:13:41.000]  但是耶穌基督沒有花時間去解釋他的神蹟
[00:13:41.000 --> 00:13:44.000]  而是轉向和他論道
[00:13:44.000 --> 00:13:47.000]  解釋人一定要重生
[00:13:47.000 --> 00:13:50.000]  藉著水和聖靈所生
[00:13:50.000 --> 00:13:52.000]  才可以見到天國
[00:13:52.000 --> 00:13:54.000]  然後也解釋神愛世人
[00:13:54.000 --> 00:13:56.000]  將他獨生子賜給他們
[00:13:56.000 --> 00:13:59.000]  叫一切信他的人不至滅亡反得永生
[00:13:59.000 --> 00:14:03.000]  而應用耶穌基督是光
[00:14:03.000 --> 00:14:06.000]  但這個世界是愛光倒去黑暗
[00:14:06.000 --> 00:14:10.000]  只有行真理的人才願意去接近光
[00:14:10.000 --> 00:14:14.000]  所以耶穌基督和尼哥底姆論道
[00:14:14.000 --> 00:14:16.000]  是解釋真理
[00:14:16.000 --> 00:14:21.000]  第四章也有講道的事情
[00:14:21.000 --> 00:14:24.000]  就是耶穌基督北上去加利利
[00:14:24.000 --> 00:14:26.000]  去到撒瑪利亞的婦人的時候
[00:14:26.000 --> 00:14:29.000]  和在井旁的婦人傳道
[00:14:29.000 --> 00:14:33.000]  撒瑪利亞人聽完耶穌講道之後
[00:14:33.000 --> 00:14:35.000]  更加告訴其他周圍的人
[00:14:35.000 --> 00:14:38.000]  很多人就去聽耶穌講道
[00:14:38.000 --> 00:14:40.000]  然後記載
[00:14:40.000 --> 00:14:42.000]  因著耶穌的話
[00:14:42.000 --> 00:14:44.000]  信他的人就更多了
[00:14:44.000 --> 00:14:47.000]  這裡人們信是聽了道
[00:14:47.000 --> 00:14:49.000]  聽了真理而信
[00:14:49.000 --> 00:14:53.000]  耶穌的反應是正面的
[00:14:53.000 --> 00:14:55.000]  看完神蹟而信
[00:14:55.000 --> 00:14:57.000]  耶穌的反應是負面的
[00:14:57.000 --> 00:15:00.000]  但聽完道而信是正面的
[00:15:00.000 --> 00:15:04.000]  然後就是伊斯大神的神蹟
[00:15:04.000 --> 00:15:06.000]  但是耶穌基督又跟他們說
[00:15:06.000 --> 00:15:09.000]  你們若看不見神蹟
[00:15:09.000 --> 00:15:11.000]  總是不肯信
[00:15:11.000 --> 00:15:13.000]  所以耶穌基督對很多人
[00:15:13.000 --> 00:15:17.000]  要看完神蹟才信是負面的
[00:15:17.000 --> 00:15:19.000]  我稍後會再解釋
[00:15:19.000 --> 00:15:23.000]  神蹟、講道和信心的關係
[00:15:23.000 --> 00:15:25.000]  究竟為什麼要用神蹟
[00:15:25.000 --> 00:15:29.000]  如果對神蹟而信不是正面的
[00:15:29.000 --> 00:15:31.000]  為什麼耶穌要用神蹟呢?
[00:15:31.000 --> 00:15:34.000]  我稍後會再詳細解釋
[00:15:34.000 --> 00:15:36.000]  我們去到第五章的時候
[00:15:36.000 --> 00:15:38.000]  就發生了一件很大件的事情
[00:15:38.000 --> 00:15:41.000]  第五章是一個轉捩點
[00:15:41.000 --> 00:15:43.000]  經過第五章之後
[00:15:43.000 --> 00:15:45.000]  猶太人想殺死耶穌
[00:15:45.000 --> 00:15:48.000]  當時在一個不事大辭
[00:15:48.000 --> 00:15:52.000]  耶穌醫好了一個騎腿38年的人
[00:15:52.000 --> 00:15:54.000]  這次耶穌醫他的時候
[00:15:54.000 --> 00:15:55.000]  什麼都不用做
[00:15:55.000 --> 00:15:57.000]  叫他起床他就起床
[00:15:57.000 --> 00:15:59.000]  但是醫他的時候是安息日
[00:15:59.000 --> 00:16:02.000]  因為猶太人覺得
[00:16:02.000 --> 00:16:03.000]  耶穌違反了安息日
[00:16:03.000 --> 00:16:05.000]  所以就要殺死耶穌
[00:16:05.000 --> 00:16:07.000]  這是一個很恐怖的事情
[00:16:07.000 --> 00:16:08.000]  要殺一個人
[00:16:08.000 --> 00:16:10.000]  因為聖經跟我們說
[00:16:10.000 --> 00:16:13.000]  魔鬼就是說謊和殺人之父
[00:16:13.000 --> 00:16:16.000]  所以如果一個人想殺死耶穌
[00:16:16.000 --> 00:16:18.000]  其實他所敬拜的不是上帝
[00:16:18.000 --> 00:16:19.000]  而是魔鬼
[00:16:19.000 --> 00:16:22.000]  為什麼法利人覺得耶穌基督
[00:16:22.000 --> 00:16:24.000]  破壞了安息日呢?
[00:16:24.000 --> 00:16:26.000]  因為在他們的傳統上
[00:16:26.000 --> 00:16:28.000]  他們加了很多禮儀
[00:16:28.000 --> 00:16:30.000]  很多的規條是說
[00:16:30.000 --> 00:16:32.000]  如何去守安息日
[00:16:32.000 --> 00:16:36.000]  但其實他們誤解了安息日的意義
[00:16:36.000 --> 00:16:40.000]  如果我們看《創世紀》二章一到二節
[00:16:40.000 --> 00:16:41.000]  是這麼說的
[00:16:41.000 --> 00:16:44.000]  「天地萬物都做齊了
[00:16:44.000 --> 00:16:50.000]  到第七日神造物之功已經完畢
[00:16:50.000 --> 00:16:53.000]  就在第七日協了他一切的功」
[00:16:53.000 --> 00:16:57.000]  這裡說上帝停了不做工作
[00:16:57.000 --> 00:16:58.000]  是什麼功呢?
[00:16:58.000 --> 00:17:00.000]  是創造之功
[00:17:00.000 --> 00:17:01.000]  是造物之功
[00:17:01.000 --> 00:17:05.000]  即是說耶穌基督用六天創造了整個宇宙
[00:17:05.000 --> 00:17:07.000]  要創造的工作已經完結了
[00:17:07.000 --> 00:17:09.000]  所以第七日安息
[00:17:09.000 --> 00:17:12.000]  安息就是休息的意思
[00:17:12.000 --> 00:17:15.000]  但不表示神不再作功
[00:17:15.000 --> 00:17:17.000]  所以耶穌基督說
[00:17:17.000 --> 00:17:21.000]  「我父作功直到現在,我也作功」
[00:17:21.000 --> 00:17:23.000]  是什麼意思呢?
[00:17:23.000 --> 00:17:28.000]  因為安息日上帝不再作功
[00:17:28.000 --> 00:17:31.000]  不再作功是指創造之功
[00:17:31.000 --> 00:17:33.000]  因為創造已經完成
[00:17:33.000 --> 00:17:35.000]  不需要再繼續創造
[00:17:35.000 --> 00:17:37.000]  而上帝仍然作功
[00:17:37.000 --> 00:17:41.000]  因為祂要維持創造原則的規律
[00:17:41.000 --> 00:17:43.000]  例如萬有引力
[00:17:43.000 --> 00:17:47.000]  當上帝創造物理現象
[00:17:47.000 --> 00:17:51.000]  有萬有引力或地心吸力
[00:17:51.000 --> 00:17:55.000]  上帝仍然維持著物理現象
[00:17:55.000 --> 00:17:56.000]  這不是再創造
[00:17:56.000 --> 00:17:58.000]  是創造了的規律
[00:17:58.000 --> 00:18:00.000]  現在上帝仍然作功
[00:18:00.000 --> 00:18:04.000]  維持著創造的規律
[00:18:04.000 --> 00:18:08.000]  所以猶太人不明白
[00:18:08.000 --> 00:18:10.000]  上帝安息日的意義
[00:18:10.000 --> 00:18:12.000]  他們加了很多人的條文
[00:18:12.000 --> 00:18:14.000]  說耶穌基督是犯了安息日
[00:18:14.000 --> 00:18:16.000]  另外他們想殺耶穌
[00:18:16.000 --> 00:18:20.000]  是因為耶穌稱上帝為父
[00:18:20.000 --> 00:18:23.000]  或自己以上帝當作平等
[00:18:23.000 --> 00:18:26.000]  約翰福音第一章
[00:18:26.000 --> 00:18:28.000]  仕途約翰已經說得很清楚
[00:18:28.000 --> 00:18:30.000]  耶穌基督是上帝
[00:18:30.000 --> 00:18:33.000]  我們看到聖父、聖子、聖靈
[00:18:33.000 --> 00:18:35.000]  三位一體的上帝當中
[00:18:35.000 --> 00:18:37.000]  聖子也是上帝
[00:18:37.000 --> 00:18:39.000]  所以耶穌基督很多時候
[00:18:39.000 --> 00:18:41.000]  會將自己與上帝同等
[00:18:41.000 --> 00:18:44.000]  因為祂是三位一體的上帝
[00:18:44.000 --> 00:18:46.000]  但因為這兩個原因
[00:18:46.000 --> 00:18:48.000]  猶太人想殺祂
[00:18:48.000 --> 00:18:49.000]  到了第六章
[00:18:49.000 --> 00:18:51.000]  耶穌基督再做多很多神蹟
[00:18:51.000 --> 00:18:53.000]  會將五千人吃飽
[00:18:53.000 --> 00:18:55.000]  然後在海上行走
[00:18:55.000 --> 00:18:57.000]  這些神蹟其實很重要
[00:18:57.000 --> 00:19:00.000]  因為五千人吃飽和海面行走
[00:19:00.000 --> 00:19:05.000]  其實是代表在出埃及的時候
[00:19:05.000 --> 00:19:08.000]  摩西帶以色列人出埃及
[00:19:08.000 --> 00:19:10.000]  去到曠野
[00:19:10.000 --> 00:19:12.000]  要經過紅海
[00:19:12.000 --> 00:19:14.000]  所以耶穌在海面行走
[00:19:14.000 --> 00:19:17.000]  是預表摩西過紅海的時候
[00:19:17.000 --> 00:19:22.000]  上帝耶穌基督就在海面行走
[00:19:22.000 --> 00:19:25.000]  將五千人吃飽是代表生命的糧
[00:19:25.000 --> 00:19:27.000]  因為在沙漠的時候
[00:19:27.000 --> 00:19:30.000]  上帝天降瑪拿給他們食物
[00:19:30.000 --> 00:19:34.000]  所以耶穌基督在海上行走
[00:19:34.000 --> 00:19:37.000]  和給食物幾千人吃飽
[00:19:37.000 --> 00:19:42.000]  這兩個神蹟是表示在舊約裏面
[00:19:42.000 --> 00:19:46.000]  摩西所提及的上帝給他們的拯救
[00:19:46.000 --> 00:19:49.000]  耶穌基督就是這個拯救
[00:19:49.000 --> 00:19:53.000]  然後第七章開始
[00:19:53.000 --> 00:19:56.000]  繼續提到猶太人想殺耶穌
[00:19:56.000 --> 00:19:58.000]  所以耶穌就離開了聖殿
[00:19:58.000 --> 00:20:00.000]  當時提到一個重要的節日
[00:20:00.000 --> 00:20:02.000]  叫做「住棚節」
[00:20:02.000 --> 00:20:05.000]  平時我們可能沒有留意住棚節的意思
[00:20:05.000 --> 00:20:09.000]  我今天想特別和大家解釋住棚節
[00:20:09.000 --> 00:20:12.000]  因為原來第九章
[00:20:12.000 --> 00:20:14.000]  耶穌基督做神蹟
[00:20:14.000 --> 00:20:19.000]  要核眼的人去西羅亞池洗眼
[00:20:19.000 --> 00:20:22.000]  和住棚節的意義是有關係的
[00:20:22.000 --> 00:20:24.000]  第八章
[00:20:24.000 --> 00:20:26.000]  耶穌基督更加直接說
[00:20:26.000 --> 00:20:28.000]  我是世界的光
[00:20:28.000 --> 00:20:30.000]  父就是認識我
[00:20:30.000 --> 00:20:33.000]  他將自己與上帝是同等
