
[00:00:00.000 --> 00:00:07.000]  我們下午講座的主題是以色列
[00:02:15.500 --> 00:02:19.500]  是神的將救恩是怎麼帶給人的呢
[00:02:19.500 --> 00:02:23.500]  神的選擇方法是救恩從猶太人出來的
[00:02:23.500 --> 00:02:25.500]  原來猶太人神是要祝福他
[00:02:25.500 --> 00:02:28.500]  透過他祝福萬國萬民
[00:02:28.500 --> 00:02:32.500]  創世紀十二章呼召阿伯拉罕的時候
[00:02:32.500 --> 00:02:36.500]  當我開始看到以色列的歷史的時候
[00:02:36.500 --> 00:02:41.500]  就真的很讚嘆神的計劃
[00:02:41.500 --> 00:02:44.500]  羅亞方舟完了之後
[00:02:44.500 --> 00:02:47.500]  巴別塔神變亂口音
[00:02:47.500 --> 00:02:49.500]  那些人散在世界各地
[00:02:49.500 --> 00:02:51.500]  這是神的旨意
[00:02:51.500 --> 00:02:53.500]  神要人聚居在那裡
[00:02:53.500 --> 00:02:55.500]  散開全世界的時候
[00:02:55.500 --> 00:02:58.500]  神怎樣讓人認識他呢
[00:02:58.500 --> 00:03:00.500]  選了一個民族
[00:03:00.500 --> 00:03:04.500]  由那個民族應該將福音傳出來
[00:03:04.500 --> 00:03:06.500]  不過那個民族不爭氣
[00:03:06.500 --> 00:03:09.500]  經常不聽話
[00:03:09.500 --> 00:03:12.500]  但沒有影響到神的計劃
[00:03:12.500 --> 00:03:14.500]  救恩一樣是從神那裡出來
[00:03:14.500 --> 00:03:16.500]  耶穌是猶太人
[00:03:16.500 --> 00:03:19.500]  教會也是猶太人開始的
[00:03:19.500 --> 00:03:25.500]  所以看到神的成就救恩
[00:03:25.500 --> 00:03:27.500]  透過以色列的計劃
[00:03:27.500 --> 00:03:30.500]  真是很奇妙
[00:03:30.500 --> 00:03:32.500]  單看以色列
[00:03:32.500 --> 00:03:34.500]  以色列應該已經亡國很久了
[00:03:34.500 --> 00:03:37.500]  事實上已經亡國幾千年
[00:03:37.500 --> 00:03:40.500]  世上應該沒有以色列
[00:03:40.500 --> 00:03:43.500]  但到今天還有以色列
[00:03:43.500 --> 00:03:46.500]  這不是證明神是實在
[00:03:46.500 --> 00:03:50.500]  我不知道要怎樣證明神是實在
[00:03:50.500 --> 00:03:52.500]  有人問拿破侖
[00:03:52.500 --> 00:03:56.500]  怎樣知道真神的存在呢
[00:03:56.500 --> 00:03:58.500]  拿破侖那時候
[00:03:58.500 --> 00:04:00.500]  以色列還沒有復國
[00:04:00.500 --> 00:04:04.500]  拿破侖說你看看猶太人就知道了
[00:04:04.500 --> 00:04:06.500]  我不知道這是否真的
[00:04:06.500 --> 00:04:08.500]  我覺得這是很對的
[00:04:08.500 --> 00:04:10.500]  你看看以色列
[00:04:10.500 --> 00:04:12.500]  你看看猶太人
[00:04:12.500 --> 00:04:14.500]  你看到神的公義
[00:04:14.500 --> 00:04:17.500]  你看到神的慈愛
[00:04:17.500 --> 00:04:20.500]  所以我真的愛上以色列了
[00:04:20.500 --> 00:04:23.500]  因為國聖我就組織了這些團
[00:04:23.500 --> 00:04:27.500]  同時原來做國聖的侍工主任
[00:04:27.500 --> 00:04:29.500]  早上每天都要上班
[00:04:29.500 --> 00:04:31.500]  我去上班
[00:04:31.500 --> 00:04:35.500]  早上我們有班弟兄姊妹義工
[00:04:35.500 --> 00:04:38.500]  我們要查經
[00:04:38.500 --> 00:04:41.500]  我的責任就是要領查經
[00:04:41.500 --> 00:04:44.500]  我問弟兄姊妹和義工
[00:04:44.500 --> 00:04:46.500]  你想查什麼
[00:04:46.500 --> 00:04:49.500]  他們說我們想查主載回來
[00:04:49.500 --> 00:04:53.500]  於是我就開始帶達爾利書
[00:04:53.500 --> 00:04:55.500]  啟示錄
[00:04:55.500 --> 00:04:57.500]  神又開了其他門
[00:04:57.500 --> 00:04:59.500]  我可以領跨教會的查經班
[00:04:59.500 --> 00:05:04.500]  我們又再讀以賽亞書
[00:05:04.500 --> 00:05:06.500]  讀以西傑書
[00:05:06.500 --> 00:05:09.500]  全部都是和主載回來有關
[00:05:09.500 --> 00:05:11.500]  所以神真的很奇妙
[00:05:11.500 --> 00:05:15.500]  時間上和我帶隊去以色列差不多
[00:05:15.500 --> 00:05:17.500]  去到以色列
[00:05:17.500 --> 00:05:19.500]  你就看到原來以色列
[00:05:19.500 --> 00:05:21.500]  不單有過去
[00:05:21.500 --> 00:05:23.500]  不單有現在
[00:05:23.500 --> 00:05:25.500]  更重要的是將來
[00:05:25.500 --> 00:05:28.500]  因為以色列是末世的指標
[00:05:28.500 --> 00:05:30.500]  我們看著以色列
[00:05:30.500 --> 00:05:32.500]  我們就知道主載回來的日子
[00:05:32.500 --> 00:05:35.500]  是越來越近了
[00:05:35.500 --> 00:05:38.500]  哈瑪斯這件事
[00:05:38.500 --> 00:05:40.500]  有些人說
[00:05:40.500 --> 00:05:43.500]  是不是主耶穌就快回來了
[00:05:43.500 --> 00:05:46.500]  哈瑪斯快來了
[00:05:46.500 --> 00:05:48.500]  我的答案
[00:05:48.500 --> 00:05:50.500]  我自己個人的意見就是
[00:05:50.500 --> 00:05:52.500]  這個並不等於
[00:05:52.500 --> 00:05:54.500]  下個月耶穌就回來了
[00:05:54.500 --> 00:05:56.500]  不等於
[00:05:56.500 --> 00:05:59.500]  但這個是一個模式
[00:05:59.500 --> 00:06:03.500]  是一個猶太人被迫害
[00:06:03.500 --> 00:06:07.500]  的一個持續的模式
[00:06:07.500 --> 00:06:10.500]  再一次印證了
[00:06:10.500 --> 00:06:12.500]  今天的猶太人
[00:06:12.500 --> 00:06:15.500]  是要一直受迫害
[00:06:15.500 --> 00:06:18.500]  不過猶太人更大的苦難
[00:06:18.500 --> 00:06:21.500]  是在將來
[00:06:21.500 --> 00:06:24.500]  過去幾千年的猶太人的苦難
[00:06:24.500 --> 00:06:26.500]  是沒有什麼
[00:06:26.500 --> 00:06:29.500]  如果和將來要面對的苦難
[00:06:29.500 --> 00:06:31.500]  來比較
[00:06:31.500 --> 00:06:33.500]  當然一會兒我們會說到
[00:06:33.500 --> 00:06:35.500]  七年的大災難
[00:06:35.500 --> 00:06:37.500]  七年的大災難
[00:06:37.500 --> 00:06:39.500]  我今早一來到就問
[00:06:39.500 --> 00:06:42.500]  你們牧師
[00:06:42.500 --> 00:06:44.500]  因為每一個教會
[00:06:44.500 --> 00:06:46.500]  都可能有不同的教導
[00:06:46.500 --> 00:06:48.500]  我自己是相信
[00:06:48.500 --> 00:06:50.500]  災難來之前
[00:06:50.500 --> 00:06:53.500]  我們這班人的教會就被提
[00:06:53.500 --> 00:06:55.500]  因為我們不用在災難當中
[00:06:55.500 --> 00:06:58.500]  這個災難是很厲害的
[00:06:58.500 --> 00:07:00.500]  這個是大災難
[00:07:00.500 --> 00:07:02.500]  尤其是後來的三年半
[00:07:02.500 --> 00:07:07.500]  究竟這個大災難的用處是什麼呢
[00:07:07.500 --> 00:07:10.500]  對我們這班基督新婦的人
[00:07:10.500 --> 00:07:13.500]  是在等待新郎來接我們呢
[00:07:13.500 --> 00:07:15.500]  苦難對我們來說
[00:07:15.500 --> 00:07:17.500]  沒有什麼意思
[00:07:17.500 --> 00:07:19.500]  對猶太人來說很有意思
[00:07:19.500 --> 00:07:22.500]  因為透過苦難他們要全家歸主
[00:07:22.500 --> 00:07:25.500]  這個是大災難的目的
[00:07:25.500 --> 00:07:27.500]  一會兒我會再提
[00:07:27.500 --> 00:07:29.500]  這個黑馬死這件事
[00:07:29.500 --> 00:07:33.500]  不過是過去這麼多年
[00:07:33.500 --> 00:07:37.500]  猶太人受到迫不得已的延續
[00:07:37.500 --> 00:07:39.500]  只不過是一個提醒
[00:07:39.500 --> 00:07:41.500]  神告訴我們
[00:07:41.500 --> 00:07:44.500]  這些事是正在發生
[00:07:44.500 --> 00:07:46.500]  我聖經裡面所說
[00:07:46.500 --> 00:07:50.500]  他再回來的那些訊息是真確的
[00:07:50.500 --> 00:07:52.500]  是提醒我們
[00:07:52.500 --> 00:07:55.500]  要我們更加好預備我們自己
[00:07:55.500 --> 00:07:57.500]  但是我不覺得
[00:07:57.500 --> 00:08:01.500]  以下戰爭就是告訴我們
[00:08:01.500 --> 00:08:03.500]  主耶穌下個月就回來
[00:08:03.500 --> 00:08:06.500]  可能是主耶穌下個月就回來
[00:08:06.500 --> 00:08:08.500]  但單單是這件事
[00:08:08.500 --> 00:08:10.500]  我覺得只是一個提醒
[00:08:10.500 --> 00:08:12.500]  我們很接近
[00:08:12.500 --> 00:08:15.500]  我們要和其他聖經裡面
[00:08:15.500 --> 00:08:17.500]  特別是主耶穌萬下福音
[00:08:17.500 --> 00:08:19.500]  24章路加福音21章
[00:08:19.500 --> 00:08:20.500]  告訴我們
[00:08:20.500 --> 00:08:22.500]  他回來之前的預兆
[00:08:22.500 --> 00:08:24.500]  我們要一起看
[00:08:24.500 --> 00:08:27.500]  不要把黑馬死這件事
[00:08:27.500 --> 00:08:30.500]  當成一件突然很重要的事
[00:08:30.500 --> 00:08:32.500]  要和其他事一起提
[00:08:32.500 --> 00:08:35.500]  我們來看看地圖
[00:08:35.500 --> 00:08:41.500]  以色列 加沙地帶
[00:08:41.500 --> 00:08:43.500]  就是那裡的一小部分
[00:08:43.500 --> 00:08:45.500]  只有那麼一點
[00:08:45.500 --> 00:08:48.500]  離Tel Aviv都很近
[00:08:48.500 --> 00:08:51.500]  所以他的火箭可以射到Tel Aviv
[00:08:51.500 --> 00:08:54.500]  要靠鋼鐵塔擋住
[00:08:54.500 --> 00:08:56.500]  Tel Aviv就是機場
[00:08:56.500 --> 00:08:58.500]  那裡很重要
[00:08:58.500 --> 00:09:02.500]  耶路撒冷離那裡都不是很遠
[00:09:02.500 --> 00:09:05.500]  火箭真的可以射到耶路撒冷
[00:09:05.500 --> 00:09:07.500]  這個加沙地帶
[00:09:07.500 --> 00:09:10.500]  聖經裡面以前是什麼地方呢
[00:09:10.500 --> 00:09:12.500]  你聽過菲利士人
[00:09:12.500 --> 00:09:17.500]  你聽過大衛小時候去殺了哥利亞
[00:09:17.500 --> 00:09:19.500]  哥利亞是菲利士人
[00:09:19.500 --> 00:09:23.500]  這個傳統上是菲利士人的地方
[00:09:23.500 --> 00:09:27.500]  到以色列立國之後
[00:09:27.500 --> 00:09:32.500]  這個加沙地帶是以色列打仗打回來的
[00:09:32.500 --> 00:09:36.500]  但是到2005年的時候
[00:09:36.500 --> 00:09:39.500]  以色列將這個加沙地帶
[00:09:39.500 --> 00:09:43.500]  無條件給巴勒斯坦自治政府
[00:09:43.500 --> 00:09:45.500]  讓他們自己管理
[00:09:45.500 --> 00:09:49.500]  而且以色列還供應水電
[00:09:49.500 --> 00:09:54.500]  也讓加沙的居民可以出來
[00:09:54.500 --> 00:09:56.500]  到以色列工作
[00:09:56.500 --> 00:10:00.500]  其實以色列一直都很善待他們
[00:10:00.500 --> 00:10:04.500]  一年之後2006年
[00:10:04.500 --> 00:10:08.500]  有一個恐怖的組織叫哈瑪斯
[00:10:08.500 --> 00:10:10.500]  哈瑪斯聖經都有這個名字
[00:10:10.500 --> 00:10:13.500]  通常都是說很強暴
[00:10:13.500 --> 00:10:18.500]  就被他們佔領了
[00:10:18.500 --> 00:10:20.500]  然後2007年開始
[00:10:20.500 --> 00:10:25.500]  這些恐怖分子就向以色列射炮彈
[00:10:25.500 --> 00:10:29.500]  所以已經有十幾年
[00:10:29.500 --> 00:10:33.500]  都是這樣挑釁以色列
[00:10:33.500 --> 00:10:39.500]  10月7號的突襲行動
[00:10:39.500 --> 00:10:42.500]  原來籌劃了超過兩年
[00:10:42.500 --> 00:10:44.500]  幾小時之內
[00:10:44.500 --> 00:10:47.500]  大家在電視報紙都看到
[00:10:47.500 --> 00:10:49.500]  極其殘暴
[00:10:49.500 --> 00:10:52.500]  過去濫殺平民
[00:10:52.500 --> 00:10:54.500]  逐家逐戶去殺死
[00:10:54.500 --> 00:10:57.500]  老人家BB都是這樣
[00:10:57.500 --> 00:10:58.500]  婦女強姦
[00:10:58.500 --> 00:11:01.500]  又擄了100個人質
[00:11:01.500 --> 00:11:04.500]  比德國納粹時
[00:11:04.500 --> 00:11:07.500]  比ISIS那些恐怖分子
[00:11:07.500 --> 00:11:10.500]  還更加野蠻
[00:11:10.500 --> 00:11:16.500]  慘無人道地虐殺以色列
[00:11:16.500 --> 00:11:19.500]  但你看不看到世界上
[00:11:19.500 --> 00:11:23.500]  有多少人出來抗議以色列殘暴
[00:11:23.500 --> 00:11:26.500]  巴勒斯坦人虐待他們
[00:11:26.500 --> 00:11:29.500]  所以黑白不分
[00:11:29.500 --> 00:11:32.500]  真是無以過之
[00:11:32.500 --> 00:11:35.500]  哈瑪斯的背後是誰呢
[00:11:35.500 --> 00:11:37.500]  哈瑪斯背後是伊朗
[00:11:37.500 --> 00:11:42.500]  但伊朗背後有俄羅斯
[00:11:42.500 --> 00:11:45.500]  我懷疑有中共
[00:11:45.500 --> 00:11:49.500]  那些地道是找到中國人
[00:11:49.500 --> 00:11:52.500]  那些幫他們建的地道
[00:11:52.500 --> 00:11:55.500]  以前是去中國受訓的
[00:11:55.500 --> 00:11:59.500]  甚至中國是派engineer來的
[00:11:59.500 --> 00:12:01.500]  大家記住到現在為止
[00:12:01.500 --> 00:12:06.500]  俄羅斯中共沒有譴責過哈瑪斯
[00:12:06.500 --> 00:12:08.500]  沒有
[00:12:08.500 --> 00:12:12.500]  所以相信他們是在伊朗背後
[00:12:12.500 --> 00:12:17.500]  他們找到那些火箭
[00:12:17.500 --> 00:12:19.500]  用水管製造的
[00:12:19.500 --> 00:12:21.500]  是中國製造的
[00:12:21.500 --> 00:12:27.500]  所以肯定中共在某程度上
[00:12:27.500 --> 00:12:33.500]  是在供應和支持哈瑪斯
[00:12:33.500 --> 00:12:38.500]  因為他們對以色列非常不友善
[00:12:38.500 --> 00:12:40.500]  我相信這次事件之後
[00:12:40.500 --> 00:12:45.500]  以色列的關係完全要改變
[00:12:45.500 --> 00:12:47.500]  其實以色列是很幫中共的
[00:12:47.500 --> 00:12:49.500]  給了很多technology
[00:12:49.500 --> 00:12:51.500]  以後不用想
[00:12:51.500 --> 00:12:54.500]  以色列一定會幫美國
[00:12:54.500 --> 00:12:58.500]  和西歐一樣封鎖中國
[00:12:58.500 --> 00:13:00.500]  所以中國在外交上
[00:13:00.500 --> 00:13:04.500]  是走著很危險的道路
[00:13:04.500 --> 00:13:10.500]  大家知道蘇俄俄戰爭
[00:13:10.500 --> 00:13:14.500]  中國的態度一向很曖昧
[00:13:14.500 --> 00:13:18.500]  相信是透過北韓
[00:13:18.500 --> 00:13:21.500]  在供應很多武器給俄國
[00:13:21.500 --> 00:13:25.500]  所以可以說現在中國的外交
[00:13:25.500 --> 00:13:27.500]  是完全錯誤的
[00:13:27.500 --> 00:13:29.500]  完全與世界為敵
[00:13:29.500 --> 00:13:31.500]  中國人民帶來很大的苦難
[00:13:31.500 --> 00:13:35.500]  伊朗 俄羅斯 中共
[00:13:35.500 --> 00:13:40.500]  有點像第二次世界大戰前的軸心國
[00:13:40.500 --> 00:13:43.500]  現在是兩個陣營形成
[00:13:43.500 --> 00:13:48.500]  是反美的 反歐的和美歐
[00:13:48.500 --> 00:13:50.500]  好像兩個陣營在這裡
[00:13:50.500 --> 00:13:54.500]  就是接近第三次世界大戰
[00:13:54.500 --> 00:13:56.500]  現在已經兩場仗在打
[00:13:56.500 --> 00:14:02.500]  如果中共攻擊台灣
[00:14:02.500 --> 00:14:04.500]  三場仗就是世界大戰
[00:14:04.500 --> 00:14:08.500]  那真的會加快主耶穌的來臨
[00:14:08.500 --> 00:14:14.500]  這些圖片我們都慘不忍睹
[00:14:14.500 --> 00:14:17.500]  我們看看以色列建國
[00:14:17.500 --> 00:14:23.500]  1948年建國完全是一個神蹟
[00:14:23.500 --> 00:14:26.500]  全世界沒有一個國家在亡國兩千多年後
[00:14:26.500 --> 00:14:32.500]  有自己的文化言語和宗教
[00:14:32.500 --> 00:14:35.500]  保留回到原來的地方
[00:14:35.500 --> 00:14:37.500]  歷史上沒有
[00:14:37.500 --> 00:14:39.500]  唯一就是以色列
[00:14:39.500 --> 00:14:41.500]  因為神的手在這裡
[00:14:41.500 --> 00:14:43.500]  以色列是不會亡國的
[00:14:43.500 --> 00:14:45.500]  不會消失的
[00:14:45.500 --> 00:14:50.500]  建國之後打了六場仗
[00:14:50.500 --> 00:14:57.500]  48、56、67、68、73、1982
[00:14:57.500 --> 00:15:01.500]  這六場仗我們都很小的時候
[00:15:01.500 --> 00:15:05.500]  1982年之後沒有打過仗
[00:15:05.500 --> 00:15:08.500]  你數過多少年?三十多年
[00:15:08.500 --> 00:15:13.500]  這次這場仗
[00:15:13.500 --> 00:15:16.500]  一樣很奇怪的事
[00:15:16.500 --> 00:15:19.500]  為什麼以色列拿不到情報
[00:15:19.500 --> 00:15:22.500]  以色列的情報組織都出名了
[00:15:22.500 --> 00:15:24.500]  比美國CIA厲害
[00:15:24.500 --> 00:15:26.500]  很聰明
[00:15:26.500 --> 00:15:28.500]  竟然這次被人這樣兜砸
[00:15:28.500 --> 00:15:30.500]  事先沒有準備
[00:15:30.500 --> 00:15:33.500]  好像不知道如夢初醒
[00:15:33.500 --> 00:15:34.500]  為什麼呢?
[00:15:34.500 --> 00:15:37.500]  後來又傳出埃及警告過他
[00:15:37.500 --> 00:15:39.500]  埃及民都浸除了
[00:15:39.500 --> 00:15:42.500]  其實有告訴他有點不妥
[00:15:42.500 --> 00:15:45.500]  哈馬斯在部署很多東西
[00:15:45.500 --> 00:15:49.500]  甚至我聽到CIA都知道一些東西
[00:15:49.500 --> 00:15:51.500]  供應了這些給以色列
[00:15:51.500 --> 00:15:55.500]  竟然在毫無防備的情況下讓他進來
[00:15:55.500 --> 00:15:57.500]  殺了千多人
[00:15:57.500 --> 00:16:00.500]  擄掠了二百多人
[00:16:00.500 --> 00:16:02.500]  為什麼會這樣呢?
[00:16:02.500 --> 00:16:06.500]  你看到他最後一次戰爭是1982年
[00:16:06.500 --> 00:16:09.500]  1982年距離現在有幾十年的時間
[00:16:09.500 --> 00:16:11.500]  31年沒有打仗
[00:16:11.500 --> 00:16:15.500]  31年沒有打仗會不會比較驕傲一點
[00:16:15.500 --> 00:16:19.500]  會不會沒有那麼有警覺
[00:16:19.500 --> 00:16:21.500]  想著這些哈馬斯
[00:16:21.500 --> 00:16:24.500]  我們叫他做哈姆
[00:16:24.500 --> 00:16:27.500]  就是說這班人在這麼小的地方
[00:16:27.500 --> 00:16:31.500]  這班人有什麼大作為可以出來呢?
[00:16:31.500 --> 00:16:33.500]  會影響到我們呢?
[00:16:33.500 --> 00:16:39.500]  所以我想這個情報的確有很大的失誤
[00:16:39.500 --> 00:16:43.500]  太放心了
[00:16:43.500 --> 00:16:47.500]  再多一點點哈馬斯的資料
[00:16:47.500 --> 00:16:49.500]  哈馬斯是一個恐怖組織
[00:16:49.500 --> 00:16:52.500]  毫無疑問是一個恐怖組織
[00:16:52.500 --> 00:16:56.500]  他和巴勒斯坦有什麼關係呢?
[00:16:56.500 --> 00:17:00.500]  很容易我們就說這次是以巴戰爭
[00:17:00.500 --> 00:17:02.500]  但不是的 以哈戰爭是對的
[00:17:02.500 --> 00:17:04.500]  是和哈姆打的
[00:17:04.500 --> 00:17:07.500]  巴勒斯坦沒錯
[00:17:07.500 --> 00:17:10.500]  有很多巴勒斯坦人同情他
[00:17:10.500 --> 00:17:12.500]  有很多人同情巴勒斯坦
[00:17:12.500 --> 00:17:18.500]  還將哈馬斯包括在巴勒斯坦裡面
[00:17:18.500 --> 00:17:22.500]  但巴勒斯坦的總統阿巴斯自己出來說
[00:17:22.500 --> 00:17:28.500]  哈馬斯的行動政策不代表巴勒斯坦人民
[00:17:28.500 --> 00:17:31.500]  他這個Chan Chan Sia
[00:17:31.500 --> 00:17:32.500]  另外一件事
[00:17:32.500 --> 00:17:34.500]  起碼他公開的說話
[00:17:34.500 --> 00:17:36.500]  我們和他劃清界線
[00:17:36.500 --> 00:17:41.500]  這班人不是我們巴勒斯坦人民
[00:17:41.500 --> 00:17:43.500]  我們不支持他們
[00:17:43.500 --> 00:17:45.500]  還有以色列
[00:17:45.500 --> 00:17:49.500]  我剛才說和哈馬斯打仗
[00:17:49.500 --> 00:17:51.500]  不是和阿拉伯人作戰
[00:17:51.500 --> 00:17:56.500]  以色列境內有200萬阿拉伯人
[00:17:56.500 --> 00:17:58.500]  是以色列的公民
[00:17:58.500 --> 00:18:05.500]  絕大多數和猶太人和平相處
[00:18:05.500 --> 00:18:09.500]  還有2020年初
[00:18:09.500 --> 00:18:15.500]  特朗普總統提議將幾個
[00:18:15.500 --> 00:18:20.500]  很多阿拉伯人巴勒斯坦人聚居的社區
[00:18:20.500 --> 00:18:23.500]  劃入巴勒斯坦國
[00:18:23.500 --> 00:18:26.500]  脫離以色列
[00:18:26.500 --> 00:18:29.500]  讓他們歸去西班牙
[00:18:29.500 --> 00:18:35.500]  由巴勒斯坦自治組織管理
[00:18:35.500 --> 00:18:37.500]  將他們分開
[00:18:37.500 --> 00:18:39.500]  猶太人和猶太人
[00:18:39.500 --> 00:18:42.500]  巴勒斯坦人和巴勒斯坦人
[00:18:42.500 --> 00:18:46.500]  但居民包括巴勒斯坦人反對
[00:18:46.500 --> 00:18:49.500]  他們寧願做以色列的居民
[00:18:49.500 --> 00:18:50.500]  公民
[00:18:50.500 --> 00:18:53.500]  因為以色列對他們不差
[00:18:53.500 --> 00:18:55.500]  給他們公民權利
[00:18:55.500 --> 00:18:57.500]  他們自由出入
[00:18:57.500 --> 00:19:03.500]  寧願留在以色列繼續做以色列的公民
[00:19:03.500 --> 00:19:05.500]  所以大家要記住
[00:19:05.500 --> 00:19:09.500]  這次不是以巴的戰爭
[00:19:09.500 --> 00:19:11.500]  而是以哈的戰爭
[00:19:11.500 --> 00:19:15.500]  哈馬斯是一群恐怖分子
[00:19:15.500 --> 00:19:19.500]  慘無人道地殘殺猶太人
[00:19:19.500 --> 00:19:23.500]  所以以色列進去要剿滅他們
[00:19:23.500 --> 00:19:27.500]  我覺得是天公地道
[00:19:27.500 --> 00:19:30.500]  我覺得他們應該有權這樣做
[00:19:30.500 --> 00:19:32.500]  有權是沒有後患
[00:19:32.500 --> 00:19:34.500]  但大家要留意
[00:19:34.500 --> 00:19:36.500]  我這裡沒有放
[00:19:36.500 --> 00:19:38.500]  美國一開始很支持
[00:19:38.500 --> 00:19:41.500]  說我們全力支持以色列
[00:19:41.500 --> 00:19:43.500]  最近你留意到嗎
[00:19:43.500 --> 00:19:49.500]  開始說你們要顧著人道
[00:19:49.500 --> 00:19:51.500]  那裡很多人
[00:19:51.500 --> 00:19:55.500]  平民是沒有罪的
[00:19:55.500 --> 00:19:59.500]  所以你們要停火
[00:19:59.500 --> 00:20:01.500]  要講和
[00:20:01.500 --> 00:20:04.500]  現在在給壓力
[00:20:04.500 --> 00:20:07.500]  以色列已經打到最後
[00:20:07.500 --> 00:20:13.500]  幾個星期內就可以剿滅這些恐怖分子
[00:20:13.500 --> 00:20:18.500]  但如果現在美國開始阻撓以色列
[00:20:18.500 --> 00:20:21.500]  繼續打最後這裡
[00:20:21.500 --> 00:20:24.500]  就留下後患
[00:20:24.500 --> 00:20:32.500]  所以要留意美國幫助以色列的決心
[00:20:32.500 --> 00:20:35.500]  我們來看這幅圖
[00:20:35.500 --> 00:20:41.500]  這幅圖讓我們看到時間表
[00:20:41.500 --> 00:20:44.500]  我們現在在新約教會時代
[00:20:44.500 --> 00:20:45.500]  又叫末世
[00:20:45.500 --> 00:20:47.500]  末世什麼時候開始呢
[00:20:47.500 --> 00:20:49.500]  主耶穌升天之後
[00:20:49.500 --> 00:20:51.500]  教會時代開始
[00:20:51.500 --> 00:20:53.500]  這也是符合
[00:20:53.500 --> 00:20:57.500]  但爾利書第九章
[00:20:57.500 --> 00:21:04.500]  神將以色列人70.7490年的歷史
[00:21:04.500 --> 00:21:07.500]  告訴但爾利
[00:21:07.500 --> 00:21:10.500]  請問但爾利當時知不知道
[00:21:10.500 --> 00:21:13.500]  天使告訴他的計劃是怎麼樣的呢
[00:21:13.500 --> 00:21:15.500]  他不知道的
[00:21:15.500 --> 00:21:17.500]  70.7
[00:21:17.500 --> 00:21:19.500]  他完全不知道
[00:21:19.500 --> 00:21:22.500]  但爾利問後想問天使
[00:21:22.500 --> 00:21:24.500]  天使說不能告訴你
[00:21:24.500 --> 00:21:26.500]  你寫下來就行了
[00:21:26.500 --> 00:21:29.500]  我們現在才知道
[00:21:29.500 --> 00:21:31.500]  原來前面483年
[00:21:31.500 --> 00:21:35.500]  就是說到重建聖殿
[00:21:35.500 --> 00:21:43.500]  那個波斯王古列被索羅巴伯回去重建聖殿
[00:21:43.500 --> 00:21:48.500]  又被尼哥底姆重建聖牆
[00:21:48.500 --> 00:21:50.500]  用了49年
[00:21:50.500 --> 00:21:52.500]  第一個七
[00:21:52.500 --> 00:21:57.500]  然後一直到主耶穌騎著路區
[00:21:57.500 --> 00:21:59.500]  進入耶路撒冷
[00:21:59.500 --> 00:22:02.500]  完成了483年
[00:22:02.500 --> 00:22:03.500]  重建了七年
[00:22:03.500 --> 00:22:05.500]  才490年
[00:22:05.500 --> 00:22:07.500]  原來中間有個gap
