
[00:00:00.000 --> 00:00:05.200]  烈旺記的第一講
[00:02:41.400 --> 00:02:47.400]  居然在系統神學就沒有有關以色列人的科目
[00:02:47.400 --> 00:02:49.400]  其實這個是很不應該
[00:02:49.400 --> 00:02:51.400]  為什麼會這樣呢?
[00:02:51.400 --> 00:02:54.400]  就是因為有很多人都憎恨以色列人
[00:02:54.400 --> 00:02:58.400]  說是他們把耶穌基督釘死在十字架上
[00:02:58.400 --> 00:03:04.400]  所以他們都不想讀有關以色列人的系統科目
[00:03:04.400 --> 00:03:06.400]  甚至我也講過
[00:03:06.400 --> 00:03:10.400]  很多人都說沒有千禧年國
[00:03:10.400 --> 00:03:12.400]  什麼是千禧年國呢?
[00:03:12.400 --> 00:03:14.400]  就是在善末世的時候
[00:03:14.400 --> 00:03:15.400]  耶穌基督會回來
[00:03:15.400 --> 00:03:21.400]  他會坐在大衛的皇位上重建大衛倒塌的帳篷
[00:03:21.400 --> 00:03:23.400]  這個就是千禧年國
[00:03:23.400 --> 00:03:26.400]  因為很多人都憎恨以色列人
[00:03:26.400 --> 00:03:30.400]  所以他們說不會有這件事發生
[00:03:30.400 --> 00:03:35.400]  我們不妨來看看列王紀在聖經的位置
[00:03:35.400 --> 00:03:39.400]  我們想像聖經可以分為四個部分
[00:03:39.400 --> 00:03:41.400]  第一個部分就是摩西五經
[00:03:41.400 --> 00:03:44.400]  創出利民生
[00:03:44.400 --> 00:03:48.400]  第二個部分就是歷史的部分
[00:03:48.400 --> 00:03:54.400]  包括了我們所講過的撒姆爾記上下和列王紀上下
[00:03:54.400 --> 00:03:57.400]  還有第三個部分就是先知書
[00:03:57.400 --> 00:04:07.400]  有以賽亞書、耶利米書、耶利米哀戈、以西哲書、但爾利書和十二先知書
[00:04:07.400 --> 00:04:13.400]  我已經曾經講過耶利米哀戈、但爾利書和十二先知書
[00:04:13.400 --> 00:04:17.400]  如果大家有興趣可以聽回這些系列
[00:04:17.400 --> 00:04:21.400]  最後第四個部分就是寫作的部分
[00:04:21.400 --> 00:04:29.400]  約伯記、詩篇、箏言、傳道書和雅歌或者所羅門志歌
[00:04:29.400 --> 00:04:33.400]  我也曾經講過箏言和雅歌的系列
[00:04:33.400 --> 00:04:35.400]  大家喜歡的都可以聽回
[00:04:35.400 --> 00:04:41.400]  在猶太人的聖經和我們手上的聖經有點不同
[00:04:41.400 --> 00:04:44.400]  他們分為三個部分
[00:04:44.400 --> 00:04:46.400]  第一個部分就是律法
[00:04:46.400 --> 00:04:48.400]  和我們的摩西五經一樣
[00:04:48.400 --> 00:04:53.400]  還有第二個部分他們叫做先知書
[00:04:53.400 --> 00:04:57.400]  但他們的先知書和我們的先知書很不同
[00:04:57.400 --> 00:04:59.400]  等一下我會解釋
[00:04:59.400 --> 00:05:03.400]  還有第三個部分就是寫作
[00:05:03.400 --> 00:05:07.400]  為什麼說他們的先知書和我們的不同
[00:05:07.400 --> 00:05:16.400]  我們認為是歷史書的約書亞紀、時斯紀、撒姆爾上下和列王紀上下
[00:05:16.400 --> 00:05:19.400]  他們編入了先知書裡面
[00:05:19.400 --> 00:05:22.400]  叫他們做前先知書
[00:05:22.400 --> 00:05:24.400]  為什麼他們會這樣?
[00:05:24.400 --> 00:05:28.400]  明明這些對我們來說是歷史
[00:05:28.400 --> 00:05:32.400]  但是猶太人會說這些不是歷史
[00:05:32.400 --> 00:05:38.400]  這些是預言 神早就預言這些事會發生
[00:05:38.400 --> 00:05:43.400]  例如在約書亞紀說到以色列人會進入迦南地
[00:05:43.400 --> 00:05:48.400]  他們就會說早在創世紀的十二章和十五章
[00:05:48.400 --> 00:05:51.400]  神已經預言這些事會發生
[00:05:51.400 --> 00:05:54.400]  所以不是歷史 是預言
[00:05:54.400 --> 00:05:58.400]  另外我們今天讀的列王紀說到以色列人
[00:05:58.400 --> 00:06:03.400]  因為他們背弱最後被神趕出英許之地滅國
[00:06:03.400 --> 00:06:12.400]  猶太人會說這些事早在利美紀的二十六章和生命紀的二十八章都已經有預言
[00:06:12.400 --> 00:06:15.400]  所以他們說這些不是歷史 是預言
[00:06:15.400 --> 00:06:21.400]  所以他們將這些書本編入了前先知書裡面
[00:06:21.400 --> 00:06:24.400]  猶太人歷史的開始
[00:06:24.400 --> 00:06:30.400]  可以說是由阿伯拉罕就是希伯來人的老祖宗開始
[00:06:30.400 --> 00:06:35.400]  阿伯拉罕的事是公元前二千年的事
[00:06:35.400 --> 00:06:40.400]  也就是說離開我們已經有四千年那麼長
[00:06:40.400 --> 00:06:45.400]  由阿伯拉罕去到大衛一共是一千年
[00:06:45.400 --> 00:06:50.400]  去到大衛的時候可以說是以色列人傳承的時期
[00:06:50.400 --> 00:06:53.400]  可以說是他們最高峰的時期
[00:06:53.400 --> 00:06:57.400]  但是在阿伯拉罕去到大衛之間
[00:06:57.400 --> 00:07:03.400]  以色列人是經歷了有兩個靈命倒退、靈命低落的時候
[00:07:03.400 --> 00:07:06.400]  一個就是他們在埃及的時候
[00:07:06.400 --> 00:07:09.400]  他們在埃及大約四百年
[00:07:09.400 --> 00:07:11.400]  但是他們沒有行國禮
[00:07:11.400 --> 00:07:15.400]  所以我們見到他們的確靈命很低落
[00:07:15.400 --> 00:07:18.400]  還有第二個時期就是士詩時期
[00:07:18.400 --> 00:07:22.400]  在士詩的時候他們是武王來管他們
[00:07:22.400 --> 00:07:24.400]  各人偏行己路
[00:07:24.400 --> 00:07:26.400]  當他們犯罪的時候
[00:07:26.400 --> 00:07:29.400]  神就興起他們的敵人來攻擊他們
[00:07:29.400 --> 00:07:31.400]  使得他們成為奴僕
[00:07:31.400 --> 00:07:34.400]  然後他們就向神來呼求
[00:07:34.400 --> 00:07:37.400]  神就差派士師來拯救他們
[00:07:37.400 --> 00:07:40.400]  但是很可惜拯救了他們之後
[00:07:40.400 --> 00:07:43.400]  他們又去犯罪他們忘記了
[00:07:43.400 --> 00:07:48.400]  所以在士詩記裡面一共有七個惡性的循環
[00:07:48.400 --> 00:07:54.400]  所以我們見到以色列人在埃及和在士詩的時代
[00:07:54.400 --> 00:07:58.400]  是他們兩個靈命最低落的時期
[00:07:58.400 --> 00:08:01.400]  我差點想加多一個時期
[00:08:01.400 --> 00:08:04.400]  就是以色列人出了埃及之後
[00:08:04.400 --> 00:08:08.400]  在曠野的時候他們也是靈命低落
[00:08:08.400 --> 00:08:12.400]  但我隨即想到雖然第一代的以色列人
[00:08:12.400 --> 00:08:15.400]  除了迦納和約書亞
[00:08:15.400 --> 00:08:18.400]  他們是可以進入英許之地
[00:08:18.400 --> 00:08:20.400]  其他的第一代的以色列人
[00:08:20.400 --> 00:08:23.400]  都因為他們的不信而死在曠野
[00:08:23.400 --> 00:08:25.400]  但雖然是這樣
[00:08:25.400 --> 00:08:28.400]  第二代的以色列人他們是服從的
[00:08:28.400 --> 00:08:31.400]  他們是能夠進入英許之地
[00:08:31.400 --> 00:08:35.400]  所以我就沒有加上這個時期
[00:08:35.400 --> 00:08:38.400]  我們說大衛的時候
[00:08:38.400 --> 00:08:41.400]  可以說是以色列人巔峰的時候
[00:08:41.400 --> 00:08:43.400]  是鼎盛的時候
[00:08:43.400 --> 00:08:47.400]  從大衛開始以色列人就一路走下坡
[00:08:47.400 --> 00:08:49.400]  去到所羅門之後
[00:08:49.400 --> 00:08:53.400]  以色列國分為南北兩個國家
[00:08:53.400 --> 00:08:55.400]  北國有二十個王
[00:08:55.400 --> 00:08:57.400]  沒有一個是好的
[00:08:57.400 --> 00:09:00.400]  南國十九個王一個王后
[00:09:00.400 --> 00:09:03.400]  但大部分的王也都是不好的
[00:09:03.400 --> 00:09:08.400]  南國感謝主是給他們有兩個復興的時候
[00:09:08.400 --> 00:09:11.400]  一個是在希西加的時候
[00:09:11.400 --> 00:09:14.400]  另外一個在約書亞的時候
[00:09:14.400 --> 00:09:18.400]  北國在公元前的七八二十二年
[00:09:18.400 --> 00:09:20.400]  是被亞述國所滅
[00:09:20.400 --> 00:09:22.400]  他們是沒有復國
[00:09:22.400 --> 00:09:25.400]  南國是公元前的五百八十六年
[00:09:25.400 --> 00:09:28.400]  被巴比倫使他們亡國
[00:09:28.400 --> 00:09:32.400]  他們被擄成為階下囚
[00:09:32.400 --> 00:09:35.400]  就好像當他們在埃及的時候一樣
[00:09:35.400 --> 00:09:39.400]  但是神給南國有復興
[00:09:39.400 --> 00:09:43.400]  人民是可以回到他們自己的領土
[00:09:43.400 --> 00:09:45.400]  英許之地
[00:09:45.400 --> 00:09:48.400]  雖然他們回到英許之地
[00:09:48.400 --> 00:09:51.400]  但他們仍然被不同的國家征服
[00:09:51.400 --> 00:09:56.400]  剛才已經說過有亞述和巴比倫兩個國家
[00:09:56.400 --> 00:10:01.400]  跟著有馬代波斯、希臘和羅馬
[00:10:01.400 --> 00:10:07.400]  正如路加醫生在路加福音的二十一章二十四節所說
[00:10:07.400 --> 00:10:11.400]  耶路撒冷將要被外邦人踐踏
[00:10:11.400 --> 00:10:14.400]  直到外邦人的日期滿了
[00:10:14.400 --> 00:10:21.400]  這正如保羅在羅馬書的第九章至十一章告訴我們
[00:10:21.400 --> 00:10:25.400]  現在我們這個時候就是外邦人的日期
[00:10:25.400 --> 00:10:29.400]  神是將猶太人暫時放在一邊
[00:10:29.400 --> 00:10:32.400]  現在是外邦人得救的時期
[00:10:32.400 --> 00:10:34.400]  是教會時期
[00:10:34.400 --> 00:10:38.400]  要到外邦人得救的人數天滿了
[00:10:38.400 --> 00:10:41.400]  全以色列都要得救
[00:10:41.400 --> 00:10:44.400]  在耶穌基督第一次降世
[00:10:44.400 --> 00:10:47.400]  來到世上為我們釘十字架之前
[00:10:47.400 --> 00:10:50.400]  全部在世上都是人的國
[00:10:50.400 --> 00:10:56.400]  我們剛才說到亞述國、巴比倫、馬代波斯、希臘和羅馬
[00:10:56.400 --> 00:10:58.400]  這些都是人的國
[00:10:58.400 --> 00:11:02.400]  當耶穌基督來臨為我們釘了十字架之後
[00:11:02.400 --> 00:11:04.400]  在我們所有信徒的心裡面
[00:11:04.400 --> 00:11:06.400]  我們都有神的國
[00:11:06.400 --> 00:11:10.400]  而我們也是屬於我們自己的國家
[00:11:10.400 --> 00:11:12.400]  例如我們現在在美國
[00:11:12.400 --> 00:11:14.400]  我們就是美國的公民
[00:11:14.400 --> 00:11:16.400]  所以在這一段時間
[00:11:16.400 --> 00:11:18.400]  在教會的時期
[00:11:18.400 --> 00:11:22.400]  是有人的國和神的國並存的時候
[00:11:22.400 --> 00:11:24.400]  這個並存的時候
[00:11:24.400 --> 00:11:28.400]  會一直到耶穌基督再次來臨
[00:11:28.400 --> 00:11:30.400]  當耶穌基督再次來臨的時候
[00:11:30.400 --> 00:11:35.400]  他就會帶領我們和以色列人進入千禧年國
[00:11:35.400 --> 00:11:38.400]  這樣就會開始了神的國
[00:11:38.400 --> 00:11:42.400]  以後就會帶領我們去到新天新地
[00:11:42.400 --> 00:11:44.400]  再沒有人的國
[00:11:44.400 --> 00:11:46.400]  有很多學者
[00:11:46.400 --> 00:11:50.400]  他們會引用約翰福音的十八章三十六節
[00:11:50.400 --> 00:11:54.400]  耶穌基督說我的國不是屬於這個世界
[00:11:54.400 --> 00:11:56.400]  這些人就會說
[00:11:56.400 --> 00:11:59.400]  你看看沒有千禧年國的
[00:11:59.400 --> 00:12:03.400]  因為耶穌基督的國不是屬於這個世界
[00:12:03.400 --> 00:12:07.400]  所以在地上沒有一個實質的千禧年國
[00:12:07.400 --> 00:12:09.400]  但是解錯經了
[00:12:09.400 --> 00:12:11.400]  耶穌基督是說什麼?
[00:12:11.400 --> 00:12:14.400]  他的國不是屬於這個世界
[00:12:14.400 --> 00:12:17.400]  千禧年國不是人的國
[00:12:17.400 --> 00:12:19.400]  是神的國
[00:12:19.400 --> 00:12:22.400]  是由耶穌基督親自來掌權
[00:12:22.400 --> 00:12:24.400]  所以我們要小心
[00:12:24.400 --> 00:12:28.400]  千萬不要讓這些人來誣陷我們
[00:12:28.400 --> 00:12:30.400]  我扯得太遠了
[00:12:30.400 --> 00:12:32.400]  我要回到列王紀
[00:12:32.400 --> 00:12:34.400]  在著撒姆爾記的時候
[00:12:34.400 --> 00:12:39.400]  我們說以色列人曾經要求撒姆爾立一位王給他們
[00:12:39.400 --> 00:12:42.400]  其實早在事司的時代
[00:12:42.400 --> 00:12:44.400]  以色列人在機殿的時候
[00:12:44.400 --> 00:12:48.400]  已經希望擁立機殿成為他們的王
[00:12:48.400 --> 00:12:50.400]  但是機殿很有智慧
[00:12:50.400 --> 00:12:52.400]  他拒絕了
[00:12:52.400 --> 00:12:54.400]  他說你們已經有一位王
[00:12:54.400 --> 00:12:56.400]  這個就是神自己
[00:12:56.400 --> 00:12:58.400]  在列王紀
[00:12:58.400 --> 00:13:01.400]  終於以色列人他們的願望實現了
[00:13:01.400 --> 00:13:04.400]  是有很多王來帶領他們
[00:13:04.400 --> 00:13:09.400]  但是大部分的以色列王都是不好的
[00:13:09.400 --> 00:13:11.400]  而在列王紀裡面
[00:13:11.400 --> 00:13:15.400]  所有的王都是以一個標準來衡量他們
[00:13:15.400 --> 00:13:17.400]  是什麼標準?
[00:13:17.400 --> 00:13:19.400]  就是大位的標準
[00:13:19.400 --> 00:13:21.400]  如果是有不好的王
[00:13:21.400 --> 00:13:26.400]  經文就會說他不像他的先祖大位
[00:13:26.400 --> 00:13:30.400]  專心服從或者是依賴耶和華
[00:13:30.400 --> 00:13:32.400]  如果是有好的王帝
[00:13:32.400 --> 00:13:36.400]  經文就會說他行他先祖大位
[00:13:36.400 --> 00:13:39.400]  一切所行的道不偏左右
[00:13:39.400 --> 00:13:44.400]  所以所有的王都是以大位來衡量他們
[00:13:44.400 --> 00:13:47.400]  其實在數列王紀裡面
[00:13:47.400 --> 00:13:50.400]  衡量一位王都是從屬靈的角度
[00:13:50.400 --> 00:13:54.400]  都是從屬靈的眼光來看他們
[00:13:54.400 --> 00:13:56.400]  一個很好的例子
[00:13:56.400 --> 00:14:00.400]  就是北國有一個邪惡的王帝叫做暗尼
[00:14:00.400 --> 00:14:03.400]  他是一個出色的統治者
[00:14:03.400 --> 00:14:05.400]  他有強大的王國
[00:14:05.400 --> 00:14:08.400]  在政治上來說他是一個天才
[00:14:08.400 --> 00:14:09.400]  在經濟上來說
[00:14:09.400 --> 00:14:13.400]  他是帶領以色列人過著富庶的生活
[00:14:13.400 --> 00:14:15.400]  但是在列王紀裡面
[00:14:15.400 --> 00:14:17.400]  他只有七折的經文
[00:14:17.400 --> 00:14:21.400]  無論他在地上有什麼成就
[00:14:21.400 --> 00:14:24.400]  神體他只是從屬靈的角度
[00:14:24.400 --> 00:14:26.400]  是屬靈的眼光
[00:14:26.400 --> 00:14:28.400]  另外一個極端
[00:14:28.400 --> 00:14:33.400]  就是在南國有一個好王帝約西亞
[00:14:33.400 --> 00:14:37.400]  我剛才說過南國是有兩個復興的時候
[00:14:37.400 --> 00:14:39.400]  一個就是希西加
[00:14:39.400 --> 00:14:41.400]  一個就是約西亞
[00:14:41.400 --> 00:14:43.400]  在約西亞的時候
[00:14:43.400 --> 00:14:45.400]  南國是有很大的復興
[00:14:45.400 --> 00:14:49.400]  約西亞在聖殿裡面找到律法書
[00:14:49.400 --> 00:14:53.400]  所以就幫助他有一個很大的改革
[00:14:53.400 --> 00:14:56.400]  以至有一個復興的時候
[00:14:56.400 --> 00:14:58.400]  在列王紀裡面
[00:14:58.400 --> 00:15:04.400]  有三張經文來描述約西亞的事蹟
[00:15:04.400 --> 00:15:05.400]  所以我們看到
[00:15:05.400 --> 00:15:10.400]  這個就和暗尼成為一個強烈的對比
[00:15:10.400 --> 00:15:15.400]  列王紀這本書的書名又是怎樣來的呢?
[00:15:15.400 --> 00:15:19.400]  就好像很多其他的書本一樣
[00:15:19.400 --> 00:15:21.400]  在聖經裡面的書本
[00:15:21.400 --> 00:15:25.400]  都是用希伯來文第一個字成為書名
[00:15:25.400 --> 00:15:29.400]  例如創世紀第一個字就是Bereshit
[00:15:29.400 --> 00:15:32.400]  就是開始神創造天地
[00:15:32.400 --> 00:15:36.400]  這個Bereshit就是開始的意思
[00:15:36.400 --> 00:15:41.400]  所以中文的版本就叫做創世紀
[00:15:41.400 --> 00:15:43.400]  列王紀也不例外
[00:15:43.400 --> 00:15:46.400]  在列王紀上的一章一節說到
[00:15:46.400 --> 00:15:48.400]  王大衛
[00:15:48.400 --> 00:15:52.400]  王這個字是希伯來文的Melek這個字
[00:15:52.400 --> 00:15:55.400]  就成為了這本書的書名
[00:15:55.400 --> 00:15:59.400]  而中文的版本我們就叫做列王紀
[00:15:59.400 --> 00:16:03.400]  其實在希伯來人的聖經裡面
[00:16:03.400 --> 00:16:06.400]  列王紀上下是一部書
[00:16:06.400 --> 00:16:08.400]  是七十字譯本
[00:16:08.400 --> 00:16:14.400]  就是第一部將希伯來文的舊約翻譯成希臘文的版本
[00:16:14.400 --> 00:16:18.400]  首先將列王紀分為上下兩冊
[00:16:18.400 --> 00:16:22.400]  而拉丁文的版本和英文的版本
[00:16:22.400 --> 00:16:25.400]  都跟著用同樣的手法
[00:16:25.400 --> 00:16:26.400]  而今時今日
[00:16:26.400 --> 00:16:32.400]  希伯來文的聖經也都是將列王紀分為上下冊
[00:16:32.400 --> 00:16:35.400]  還有一樣很有趣的事
[00:16:35.400 --> 00:16:38.400]  就是無論是七十字譯本
[00:16:38.400 --> 00:16:40.400]  或者是拉丁文的版本
[00:16:40.400 --> 00:16:44.400]  都將薩姆爾記和列王紀連在一起
[00:16:44.400 --> 00:16:47.400]  在七十字譯本裡面
[00:16:47.400 --> 00:16:50.400]  我們叫做薩姆爾記上下的
[00:16:50.400 --> 00:16:56.400]  被命名為王國的第一卷和王國的第二卷
[00:16:56.400 --> 00:17:05.400]  而我們的列王紀上下就被命名為王國的第三卷和王國的第四卷
[00:17:05.400 --> 00:17:08.400]  在拉丁文的版本也都很相似
[00:17:08.400 --> 00:17:11.400]  我們叫做薩姆爾記上下的
[00:17:11.400 --> 00:17:16.400]  被命名為王的第一卷和王的第二卷
[00:17:16.400 --> 00:17:17.400]  有沒有看到?
[00:17:17.400 --> 00:17:21.400]  拉丁文聖經的注意力是放在王的身上
[00:17:21.400 --> 00:17:25.400]  而七十字譯本是放在王國的身上
[00:17:25.400 --> 00:17:27.400]  是有些少不同
[00:17:27.400 --> 00:17:30.400]  我們認為是列王紀上下的
[00:17:30.400 --> 00:17:36.400]  拉丁文的版本叫他做王的第三卷和王的第四卷
[00:17:36.400 --> 00:17:42.400]  所以無論是七十字譯本或者是拉丁文的版本
[00:17:42.400 --> 00:17:48.400]  所記載的列王紀都是由素羅一直說到
[00:17:48.400 --> 00:17:54.400]  猶大王西底迦就是南國最後一個王的故事
[00:17:54.400 --> 00:17:59.400]  也就是說記載了整個以色列王權的歷史
[00:17:59.400 --> 00:18:02.400]  你說歷代至上下呢?
[00:18:02.400 --> 00:18:08.400]  歷代至上下就是補充了猶大君王的歷史
[00:18:08.400 --> 00:18:12.400]  列王紀的作者又是誰呢?
[00:18:12.400 --> 00:18:15.400]  根據猶太人的傳統
[00:18:15.400 --> 00:18:19.400]  作者就是耶利米先知
[00:18:19.400 --> 00:18:26.400]  主要的原因就是耶利米這個名字在列王紀裡找不到
[00:18:26.400 --> 00:18:31.400]  在列王紀裡說到有很多其他的先知
[00:18:31.400 --> 00:18:36.400]  例如是撒加利亞先知、以賽亞先知、尼加先知
[00:18:36.400 --> 00:18:39.400]  甚至是西班牙先知
[00:18:39.400 --> 00:18:45.400]  而耶利米一個這麼出名的先知居然在書裡沒有他的名字
[00:18:45.400 --> 00:18:51.400]  甚至在列王紀下的二十五章提到耶利米的事蹟
[00:18:51.400 --> 00:18:53.400]  也沒有說到他的名字
[00:18:53.400 --> 00:19:00.400]  這就是原因為什麼有很多學者認為這本書是耶利米所作
[00:19:00.400 --> 00:19:05.400]  其實在聖經裡有另外一個例子就是約翰福音
[00:19:05.400 --> 00:19:09.400]  我們知道約翰福音的作者是使徒約翰
[00:19:09.400 --> 00:19:14.400]  但是在約翰福音裡找不到約翰的名字
[00:19:14.400 --> 00:19:17.400]  約翰叫自己做主所愛的門徒
[00:19:17.400 --> 00:19:22.400]  所以有很多人認為列王紀就是耶利米所作的
[00:19:22.400 --> 00:19:25.400]  原因就是和約翰福音一樣
[00:19:25.400 --> 00:19:31.400]  但是也有很多人認為列王紀的作者不是耶利米
[00:19:31.400 --> 00:19:36.400]  原因就是在列王紀最後發生的一件事
[00:19:36.400 --> 00:19:38.400]  是發生在巴比倫
[00:19:38.400 --> 00:19:42.400]  是在公元前的五百六十一年
[00:19:42.400 --> 00:19:47.400]  照我們所知耶利米從來沒有去過巴比倫
[00:19:47.400 --> 00:19:49.400]  他是去了埃及
[00:19:49.400 --> 00:19:53.400]  根據耶利米書的四十三章一至七節
[00:19:53.400 --> 00:19:56.400]  在公元前的五百六十一年
[00:19:56.400 --> 00:20:00.400]  耶利米已經是大概八十六歲
[00:20:00.400 --> 00:20:02.400]  他已經是一個老人
[00:20:02.400 --> 00:20:06.400]  不太可能能夠再去到巴比倫這個地方
[00:20:06.400 --> 00:20:12.400]  其實在列王紀裡這個作者從來沒有透露他自己的身份
[00:20:12.400 --> 00:20:16.400]  但是作者就強調了先知的時宮
[00:20:16.400 --> 00:20:20.400]  所以列王紀的作者真的可能是一個先知
[00:20:20.400 --> 00:20:25.400]  而他是和以色列人一起流亡去到巴比倫
[00:20:25.400 --> 00:20:32.400]  在列王紀裡也引用了很多在聖經以外的資料
[00:20:32.400 --> 00:20:39.400]  例如所羅門記、以色列諸王記和猶大諸王記
[00:20:39.400 --> 00:20:44.400]  這些書本都沒有被列入聖經的證件
[00:20:44.400 --> 00:20:47.400]  也沒有神所密使
[00:20:47.400 --> 00:20:51.400]  但是他們是寶貴的歷史資料
[00:20:51.400 --> 00:20:55.400]  所說的歷史事實是很可靠的
[00:20:55.400 --> 00:21:02.400]  此外在列王紀裡也引用了其他聖經裡的書本
[00:21:02.400 --> 00:21:07.400]  例如在列王紀下十八章至二十章所說的事跡
[00:21:07.400 --> 00:21:12.400]  可能就是引用了以塞亞書的三十六章至三十九章
[00:21:12.400 --> 00:21:16.400]  在列王紀下的二十五章的事跡
[00:21:16.400 --> 00:21:21.400]  可能就是引用了耶利米書的五十二章
[00:21:21.400 --> 00:21:26.400]  這個作者的確是一個當事人、是一個目擊的證人
[00:21:26.400 --> 00:21:31.400]  所以他所寫出來的事跡絕對是可靠
[00:21:31.400 --> 00:21:35.400]  此外當然他也有聖靈的密使
[00:21:35.400 --> 00:21:38.400]  所以他說的話絕對是可信靠
[00:21:38.400 --> 00:21:42.400]  列王紀的成書日期又是何時呢?
[00:21:42.400 --> 00:21:46.400]  我們說作者是一個目擊的證人
[00:21:46.400 --> 00:21:53.400]  在列王紀裡直到今天這句話一共出現了十四次
[00:21:53.400 --> 00:21:56.400]  這句話非常重要
[00:21:56.400 --> 00:22:00.400]  因為作者所描述的歷史事物
[00:22:00.400 --> 00:22:04.400]  在他寫作的時候仍然存在
[00:22:04.400 --> 00:22:06.400]  一個好的例子就是聖殿
[00:22:06.400 --> 00:22:09.400]  當作者開始寫列王紀的時候
[00:22:09.400 --> 00:22:12.400]  聖殿仍然存在
[00:22:12.400 --> 00:22:18.400]  當然在成書的時候以色列人可能已經被擄走
[00:22:18.400 --> 00:22:20.400]  所以聖殿已經被毀
[00:22:20.400 --> 00:22:25.400]  但是他開始寫作的時候聖殿仍然存在
[00:22:25.400 --> 00:22:29.400]  列王紀我們剛才說最後提到一件事
[00:22:29.400 --> 00:22:33.400]  在公元前的五百六十一年發生
[00:22:33.400 --> 00:22:34.400]  是什麼事呢?
[00:22:34.400 --> 00:22:41.400]  就是南國的王約瓦根在監獄裡被巴比倫王釋放
[00:22:41.400 --> 00:22:48.400]  這件事應該是以色列人被擄之後的三十七年所發生
[00:22:48.400 --> 00:22:52.400]  也就是說列王紀最後成書的日期
