
[00:00:00.000 --> 00:00:04.320]  多謝我們的唐主任施牧師的介紹
[00:03:39.660 --> 00:03:42.300]  但很諷刺地
[00:03:42.300 --> 00:03:46.380]  最後他留下這19億身家給了他太太
[00:03:46.380 --> 00:03:53.700]  然後他太太改嫁這位英年早逝的商人生前的司機
[00:03:53.700 --> 00:03:55.340]  這個司機很幸福地說
[00:03:55.340 --> 00:03:59.100]  他說以前我以為我自己為老闆打工
[00:03:59.100 --> 00:04:00.020]  現在我才明白
[00:04:00.020 --> 00:04:08.060]  原來老闆一直為我打工
[00:04:08.060 --> 00:04:09.540]  在國內有些信口撩
[00:04:09.540 --> 00:04:13.620]  有些俗語這樣說
[00:04:13.620 --> 00:04:16.340]  他說政處 即是處長的處
[00:04:16.340 --> 00:04:21.100]  政處、副處最後都不知落在何處
[00:04:21.100 --> 00:04:25.700]  政局、局長的局、副局最後都是一樣的結局
[00:04:25.700 --> 00:04:30.860]  政部、部長的部、政部、副部最後都一起散佈
[00:04:30.860 --> 00:04:34.700]  總理、副總理最後都是一個道理
[00:04:34.700 --> 00:04:39.020]  主席、副主席最後都會一樣的缺席
[00:04:39.020 --> 00:04:42.060]  他說人生如一個比賽的場所
[00:04:42.060 --> 00:04:48.700]  上半場比賽學歷、權力、職位、業績、薪金
[00:04:48.700 --> 00:04:49.700]  看誰高
[00:04:49.700 --> 00:04:55.540]  下半場比較血壓、血脂、血糖、尿酸、膽固醇
[00:04:55.540 --> 00:04:57.540]  看誰夠低
[00:04:57.540 --> 00:05:00.260]  上半場盛世而上
[00:05:00.260 --> 00:05:06.380]  然後下半場事在人為 我們要認命
[00:05:06.380 --> 00:05:09.300]  不知道這樣說會否很刻薄
[00:05:09.300 --> 00:05:10.820]  沒錯我們要計劃未來
[00:05:10.820 --> 00:05:12.020]  但計劃未來的時間
[00:05:12.020 --> 00:05:13.020]  有時我們想想
[00:05:13.020 --> 00:05:15.020]  好像如果計劃得來
[00:05:15.020 --> 00:05:15.860]  你想清楚一點
[00:05:15.860 --> 00:05:17.780]  跳開遠想想
[00:05:17.780 --> 00:05:20.260]  最後有計劃、沒有計劃
[00:05:20.260 --> 00:05:22.580]  或者你達到理想、不達到理想
[00:05:22.580 --> 00:05:25.420]  其實有多大分別呢
[00:05:25.420 --> 00:05:32.860]  我想基督徒有時和其他社會上的人有很多相似的地方
[00:05:32.860 --> 00:05:34.740]  但是我估這個信念
[00:05:34.740 --> 00:05:37.420]  如果不在我們心裏牢牢抓緊的話
[00:05:37.420 --> 00:05:40.620]  無論今天或者明天
[00:05:40.620 --> 00:05:45.020]  我估我們都不能活出一個理想的人生
[00:05:45.020 --> 00:05:46.380]  我們看看約書亞記第一章
[00:05:46.380 --> 00:05:50.100]  請你翻開程序表或者翻開聖經
[00:05:50.100 --> 00:05:52.460]  約書亞記第一章第一到第九節
[00:05:52.460 --> 00:05:55.500]  聖經說:耶和華的僕人摩西死了以後
[00:05:55.500 --> 00:05:57.900]  很明顯約書亞記接著《生命記》
[00:05:57.900 --> 00:06:00.900]  或者這兩段歷史交接地寫成
[00:06:00.900 --> 00:06:04.620]  《生命記》最後一章說到摩西死了
[00:06:04.620 --> 00:06:11.620]  約書亞記第一章接著說:耶和華的僕人摩西死了以後
[00:06:11.620 --> 00:06:15.340]  這裏說摩西給他的名銜是
[00:06:15.340 --> 00:06:18.860]  耶和華的僕人摩西
[00:06:18.860 --> 00:06:23.620]  這個名銜在舊的聖經裏只有少數人得到
[00:06:23.620 --> 00:06:26.500]  譬如阿伯拉罕、大衛、約伯
[00:06:26.500 --> 00:06:28.660]  然後這裏說摩西
[00:06:28.660 --> 00:06:32.540]  耶和華的僕人摩西死了以後
[00:06:32.540 --> 00:06:34.780]  這是一個非常尊貴的稱號
[00:06:34.780 --> 00:06:38.380]  是上帝的僕人
[00:06:38.380 --> 00:06:42.300]  我在神學院勸那些神學生
[00:06:42.300 --> 00:06:45.540]  不要時時以耶和華的僕人自居
[00:06:45.540 --> 00:06:47.220]  我是神的僕人
[00:06:47.220 --> 00:06:48.700]  為甚麼要這樣說呢
[00:06:48.700 --> 00:06:51.780]  因為神學院畢業的同學之後
[00:06:51.780 --> 00:06:53.500]  他出到教育會
[00:06:53.500 --> 00:06:55.220]  在甚麼時候會說這句說話呢
[00:06:55.220 --> 00:06:58.300]  很容易就是當他不受尊重的時候
[00:06:58.300 --> 00:06:59.540]  他會說這句說話
[00:06:59.540 --> 00:07:00.660]  在教育裏說
[00:07:00.660 --> 00:07:03.940]  我是神的僕人 所以你要聽我說
[00:07:03.940 --> 00:07:05.340]  我們千萬不要出口這句說話
[00:07:05.340 --> 00:07:07.980]  你出口就不行了
[00:07:07.980 --> 00:07:09.660]  如果我是回眾的話
[00:07:09.660 --> 00:07:11.060]  我比較心水清淡的會說
[00:07:11.060 --> 00:07:12.500]  是 你是神的僕人
[00:07:12.500 --> 00:07:15.260]  但是我是神的兒女
[00:07:15.260 --> 00:07:18.500]  那你不就要聽僕人的兒女說
[00:07:18.500 --> 00:07:19.740]  所以反過來你應該聽我說
[00:07:19.740 --> 00:07:20.900]  因為我是神的兒女
[00:07:20.900 --> 00:07:22.340]  這樣很傻
[00:07:22.340 --> 00:07:23.660]  所以我勸他們不要這樣說
[00:07:23.660 --> 00:07:25.100]  不過在教會裏面
[00:07:25.100 --> 00:07:27.500]  我對弟兄姊妹反過來說
[00:07:27.500 --> 00:07:30.580]  我要尊重上帝的僕人
[00:07:30.580 --> 00:07:32.500]  但同時我也想說
[00:07:32.500 --> 00:07:38.860]  我希望你能夠用這樣的角度
[00:07:38.860 --> 00:07:40.140]  去思想你做基督徒
[00:07:40.140 --> 00:07:42.220]  我是上帝的僕人
[00:07:42.220 --> 00:07:45.260]  上帝的僕人不單單只是讀完神學
[00:07:45.260 --> 00:07:46.620]  其實這是近代
[00:07:46.620 --> 00:07:50.100]  和一個很人工化的說法
[00:07:50.100 --> 00:07:51.900]  每一個服侍上帝的人
[00:07:51.900 --> 00:07:53.700]  無論他在哪個崗位
[00:07:53.700 --> 00:07:55.420]  可能是政治崗位
[00:07:55.420 --> 00:07:57.260]  可能是社會上的職位
[00:07:57.260 --> 00:07:58.260]  可能是教會裏面
[00:07:58.260 --> 00:07:59.300]  他在侍奉神的
[00:07:59.300 --> 00:08:00.980]  也是上帝的僕人
[00:08:00.980 --> 00:08:04.020]  假如你沒有這樣的心態
[00:08:04.020 --> 00:08:06.340]  即是說我人生最想做的
[00:08:06.340 --> 00:08:08.820]  就是服侍神的話
[00:08:08.820 --> 00:08:11.180]  其實我們說明天
[00:08:11.180 --> 00:08:12.100]  老老實實
[00:08:12.100 --> 00:08:14.540]  除了我們有把握上天堂之外
[00:08:14.540 --> 00:08:17.740]  我們和其他人真的沒有大分別
[00:08:17.740 --> 00:08:19.260]  教會裏面更多弟兄姊妹
[00:08:19.260 --> 00:08:20.260]  如果能夠思想
[00:08:20.260 --> 00:08:21.660]  我其實現在
[00:08:21.660 --> 00:08:23.860]  無論我站在哪個不同的角色
[00:08:23.860 --> 00:08:24.980]  可能是社會上的
[00:08:24.980 --> 00:08:26.780]  可能是前線工作
[00:08:26.780 --> 00:08:27.580]  可能是後面的
[00:08:27.580 --> 00:08:28.780]  可能是家庭裏面的
[00:08:28.780 --> 00:08:30.980]  可能是教會裏面的
[00:08:30.980 --> 00:08:32.460]  我不是回到教會才侍奉
[00:08:32.460 --> 00:08:35.380]  我的人生就是侍奉神
[00:08:35.380 --> 00:08:36.700]  我不知道怎樣說
[00:08:36.700 --> 00:08:38.860]  弟兄姊妹能夠聽得進這句說話
[00:08:38.860 --> 00:08:44.220]  你發不發覺你上班都是侍奉神
[00:08:44.220 --> 00:08:45.260]  上班不單止說
[00:08:45.260 --> 00:08:47.260]  我好的見證在做全方工作
[00:08:47.260 --> 00:08:50.180]  這個是我們方牌強調的事
[00:08:50.180 --> 00:08:55.100]  但工作本身是上帝給我們解密
[00:08:55.100 --> 00:08:58.740]  在上帝頒佈救世計劃
[00:08:58.740 --> 00:09:00.220]  救恩計劃之前
[00:09:00.220 --> 00:09:02.980]  第一個上帝給人類的解密
[00:09:02.980 --> 00:09:03.980]  就是管理大地
[00:09:03.980 --> 00:09:06.660]  在創世紀1章28節開始說
[00:09:06.660 --> 00:09:08.100]  在上帝創造了人之後
[00:09:08.100 --> 00:09:10.900]  第一個解密就是管理大地
[00:09:10.900 --> 00:09:12.180]  其實我們在做不同的工作
[00:09:12.180 --> 00:09:15.740]  只是在完成上帝原本創造人的第一個解密
[00:09:15.740 --> 00:09:18.260]  就是管理大地
[00:09:18.260 --> 00:09:19.700]  如果你從這個角度說的話
[00:09:19.700 --> 00:09:23.260]  其實我的生活和不信耶穌的人生活最大分別
[00:09:23.260 --> 00:09:25.020]  就是我最終服侍的對象
[00:09:25.020 --> 00:09:27.580]  我作在神的身上
[00:09:27.580 --> 00:09:29.580]  所以保羅在《新約聖經》教導我們
[00:09:29.580 --> 00:09:32.900]  他們不要做在別人眼前
[00:09:32.900 --> 00:09:35.100]  好像服侍神一樣
[00:09:35.100 --> 00:09:36.700]  你上班不要偷懶
[00:09:36.700 --> 00:09:39.220]  你不要以為上到教會就認真侍奉
[00:09:39.220 --> 00:09:40.980]  上班就不侍奉
[00:09:40.980 --> 00:09:45.500]  如果你認識我的一生
[00:09:45.500 --> 00:09:46.660]  我是服侍神
[00:09:46.660 --> 00:09:48.140]  工作是上帝交給我的
[00:09:48.140 --> 00:09:49.020]  我做這份工作
[00:09:49.020 --> 00:09:52.700]  希望透過這樣去完成上帝給我的其中一個託付
[00:09:52.700 --> 00:09:55.660]  我想整個工作態度會不同
[00:09:55.660 --> 00:10:02.180]  在今天很多僱主、僱員的張力之下
[00:10:02.180 --> 00:10:04.940]  我相信基督徒應該有訊息可以告訴他們
[00:10:04.940 --> 00:10:06.340]  我們不是因為害怕老闆
[00:10:06.340 --> 00:10:07.780]  或是拆下老闆
[00:10:07.780 --> 00:10:09.460]  而是我們活在上帝面前
[00:10:09.460 --> 00:10:11.500]  所以做這份工作
[00:10:11.500 --> 00:10:14.900]  耶和華的僕人摩西死了以後
[00:10:14.900 --> 00:10:17.620]  神夫召了亂的兒子約書亞
[00:10:17.620 --> 00:10:20.140]  特別提到他是亂的兒子約書亞
[00:10:20.140 --> 00:10:21.860]  和大家分享一下
[00:10:21.860 --> 00:10:25.940]  約書亞是誰呢?
[00:10:25.940 --> 00:10:27.340]  特別提到他是亂的兒子
[00:10:27.340 --> 00:10:28.860]  即是他爸爸的兒子
[00:10:28.860 --> 00:10:30.220]  舊有很多事都是這樣
[00:10:30.220 --> 00:10:32.140]  想分辨這個人不是同名同姓
[00:10:32.140 --> 00:10:33.700]  多數會提及他爸爸
[00:10:33.700 --> 00:10:36.260]  以至大家知道我是特別說的那個人
[00:10:36.260 --> 00:10:39.980]  亂的兒子約書亞是上摩西五經裏面說的
[00:10:39.980 --> 00:10:41.620]  特別是文素記所說的
[00:10:41.620 --> 00:10:43.540]  卓克及記所說的
[00:10:43.540 --> 00:10:46.380]  是摩西的助手
[00:10:46.380 --> 00:10:50.740]  問問大家聖經常識問題
[00:10:50.740 --> 00:10:54.220]  看看大家讀聖經有沒有留心
[00:10:54.220 --> 00:10:59.140]  約書亞是不是猶太人?
[00:10:59.140 --> 00:11:03.140]  猶太支派人?
[00:11:03.140 --> 00:11:07.580]  是不是?
[00:11:07.580 --> 00:11:08.980]  以色列是十二支派
[00:11:08.980 --> 00:11:12.020]  如果連上利美分地是十三支派
[00:11:12.020 --> 00:11:17.060]  那麼約書亞是不是猶太支派?
[00:11:17.060 --> 00:11:18.260]  我們經常說:我們都識的
[00:11:18.260 --> 00:11:19.740]  看聖經很熟悉
[00:11:19.740 --> 00:11:21.740]  但問到細節都不太記得
[00:11:21.740 --> 00:11:22.660]  是不是猶太支派?
[00:11:22.660 --> 00:11:23.580]  不是
[00:11:23.580 --> 00:11:25.900]  當時十二的探子論
[00:11:25.900 --> 00:11:29.580]  猶太支派的代表是加勒
[00:11:29.580 --> 00:11:31.020]  所以他不是猶太支派的代表
[00:11:31.020 --> 00:11:31.820]  他是誰呢?
[00:11:31.820 --> 00:11:33.540]  他是以法連的代表
[00:11:33.540 --> 00:11:34.940]  亦都是一個大支派
[00:11:34.940 --> 00:11:41.100]  以法連的亂的兒子約書亞
[00:11:41.100 --> 00:11:42.620]  第二節說:我僕人摩西死了
[00:11:42.620 --> 00:11:43.540]  現在你要起來
[00:11:43.540 --> 00:11:47.540]  和眾百姓過且約但何
[00:11:47.540 --> 00:11:52.420]  在任何時代上
[00:11:52.420 --> 00:11:57.340]  上帝要作供的方法是呼召人
[00:11:57.340 --> 00:11:58.580]  換言之
[00:11:58.580 --> 00:12:02.300]  如果有人更多領受上帝的呼召
[00:12:02.300 --> 00:12:06.100]  那個時代就是上帝作供的時代
[00:12:06.100 --> 00:12:06.740]  很奇妙的
[00:12:06.740 --> 00:12:10.380]  上帝的工作不是他轟天動地
[00:12:10.380 --> 00:12:12.980]  成就很偉大的外在工作
[00:12:12.980 --> 00:12:15.900]  上帝呼召有時好像微小的聲音
[00:12:15.900 --> 00:12:17.260]  去到一個人身上
[00:12:17.260 --> 00:12:19.540]  有時好像我們曾經在松拜
[00:12:19.540 --> 00:12:21.940]  我聽見白師父和他分享的
[00:12:21.940 --> 00:12:27.460]  去到一個小孩子的童子撒妹身上
[00:12:27.460 --> 00:12:30.420]  上帝在不同的時代裡呼召人
[00:12:30.420 --> 00:12:32.540]  呼召人作他的僕人
[00:12:32.540 --> 00:12:34.300]  如果有人回應他呼召的話
[00:12:34.300 --> 00:12:39.980]  上帝在那個時代裡就作成他的工作
[00:12:39.980 --> 00:12:40.620]  很可惜的
[00:12:40.620 --> 00:12:45.060]  這個呼召好像只停留在很小的處人身上
[00:12:45.060 --> 00:12:49.580]  他覺得我真的帶著使命去生活
[00:12:49.580 --> 00:12:54.380]  當這個偉大的領袖摩西死了之後
[00:12:54.380 --> 00:12:55.980]  上帝沒有停止他的工作
[00:12:55.980 --> 00:12:56.820]  上帝繼續工作
[00:12:56.820 --> 00:12:58.060]  上帝的工作方法是怎樣呢?
[00:12:58.060 --> 00:12:59.860]  繼續呼召約書人
[00:12:59.860 --> 00:13:03.980]  好像他昔日呼召摩西一樣
[00:13:03.980 --> 00:13:07.780]  上帝在雲雲的人海裡
[00:13:07.780 --> 00:13:10.260]  甚至在雲雲的百姓當中
[00:13:10.260 --> 00:13:13.460]  揀選人興起作他的僕人
[00:13:13.460 --> 00:13:17.060]  繼續完成他的使命
[00:13:17.060 --> 00:13:19.580]  當然約書人撒妹位置很不同
[00:13:19.580 --> 00:13:22.180]  因為她帶領數以百萬計的意識的人
[00:13:22.180 --> 00:13:25.020]  這個很沉重的擔子
[00:13:25.020 --> 00:13:26.620]  但是上帝呼召
[00:13:26.620 --> 00:13:29.860]  不是開始時就呼召約書人做他的工作
[00:13:29.860 --> 00:13:31.460]  上帝呼召的時候
[00:13:31.460 --> 00:13:34.580]  最先約書人都是成為摩西的助手
[00:13:34.580 --> 00:13:35.540]  站在他旁邊
[00:13:35.540 --> 00:13:36.660]  執頭執尾
[00:13:36.660 --> 00:13:40.060]  到最後慢慢的責任掙扎
[00:13:40.060 --> 00:13:41.380]  然後顯示他的忠心
[00:13:41.380 --> 00:13:43.180]  在神的面前、在人的面前
[00:13:43.180 --> 00:13:47.980]  被揀選成為領袖
[00:13:47.980 --> 00:13:50.460]  我經常和一些神學生
[00:13:50.460 --> 00:13:52.580]  或者一些傳道人面對
[00:13:52.580 --> 00:13:54.580]  當你去到工場的時候
[00:13:54.580 --> 00:13:56.980]  你只有一個原因
[00:13:56.980 --> 00:14:00.180]  你只有最終極的原因
[00:14:00.180 --> 00:14:03.580]  就是上帝呼召你
[00:14:03.580 --> 00:14:05.980]  我聽見很多傳道人今天去找工作的時候
[00:14:05.980 --> 00:14:09.580]  令我真的不知道是否很好笑
[00:14:09.580 --> 00:14:10.980]  他考慮工場的時間
[00:14:10.980 --> 00:14:12.180]  有一個傳道人跟我說
[00:14:12.180 --> 00:14:13.580]  你第一考慮甚麼因素呢?
[00:14:13.580 --> 00:14:17.380]  第一考慮近我家
[00:14:17.380 --> 00:14:19.580]  我近你家真的方便很多
[00:14:19.580 --> 00:14:25.380]  為甚麼近你家成為你考慮的第一個原因呢?
[00:14:25.380 --> 00:14:30.380]  連一般人的工作都不會作這個將它成為第一個原因
[00:14:30.380 --> 00:14:32.780]  你一定思想無論怎樣
[00:14:32.780 --> 00:14:33.780]  最後你想一下
[00:14:33.780 --> 00:14:39.380]  是否上帝將這班羊交在手裏
[00:14:39.380 --> 00:14:40.980]  這個不是單單是傳道人說的
[00:14:40.980 --> 00:14:41.980]  對我們都是
[00:14:41.980 --> 00:14:45.780]  我問你為甚麼你會參與教會侍奉呢?
[00:14:45.780 --> 00:14:50.380]  我問你為甚麼你會願意承擔這個責任呢?
[00:14:50.380 --> 00:14:51.980]  我都等著我去教會侍奉的時間
[00:14:51.980 --> 00:14:55.580]  可能因為教會需要
[00:14:55.580 --> 00:14:57.780]  因為我和那班人是老友
[00:14:57.780 --> 00:14:59.780]  因為誰叫我呢?
[00:14:59.780 --> 00:15:02.180]  很奇怪 我現在離開了才說
[00:15:02.180 --> 00:15:03.980]  我聽見一些執事人跟我說
[00:15:03.980 --> 00:15:06.380]  他說「教會司令你叫他做」
[00:15:06.380 --> 00:15:07.180]  我說為甚麼呢?
[00:15:07.180 --> 00:15:09.980]  你叫他做 我叫他不做
[00:15:09.980 --> 00:15:11.180]  我不知道這是否事實
[00:15:11.180 --> 00:15:12.180]  如果是事實的話
[00:15:12.180 --> 00:15:18.580]  那會反映甚麼呢?
[00:15:18.580 --> 00:15:20.780]  好的就是人家很尊重傳道人
[00:15:20.780 --> 00:15:23.580]  不好的就是很殉情
[00:15:23.580 --> 00:15:26.380]  看誰叫我
[00:15:26.380 --> 00:15:27.580]  老老實實
[00:15:27.580 --> 00:15:29.780]  你有沒有這樣的心態?
[00:15:29.780 --> 00:15:32.580]  看誰叫我
[00:15:32.580 --> 00:15:33.780]  如果真的這樣的話
[00:15:33.780 --> 00:15:37.380]  即是說其實最後我決定參與侍奉
[00:15:37.380 --> 00:15:39.980]  都很仁義的
[00:15:39.980 --> 00:15:43.180]  都是看有沒有一些合心意的
[00:15:43.180 --> 00:15:46.780]  我覺得心境比較順暢我就答應了
[00:15:46.780 --> 00:15:49.380]  就不是因為我覺得上帝給我託付
[00:15:49.380 --> 00:15:52.580]  一班主學
[00:15:52.580 --> 00:15:55.180]  一個小朋友的工作
[00:15:55.180 --> 00:15:57.580]  一個團體的導師
[00:15:57.580 --> 00:15:59.780]  一個執事的崗位
[00:15:59.780 --> 00:16:01.980]  你覺不覺得是上帝呼召
[00:16:01.980 --> 00:16:06.180]  讓你成為耶和華的僕人?
[00:16:06.180 --> 00:16:07.580]  如果你沒有這樣的心態的話
[00:16:07.580 --> 00:16:12.780]  其實我們只不過跟其他做義工的人沒甚麼分別
[00:16:12.780 --> 00:16:15.580]  我熱心 或者見到有人需要幫忙
[00:16:15.580 --> 00:16:18.180]  我出於同情心想去幫他
[00:16:18.180 --> 00:16:20.980]  但那不是侍奉
[00:16:20.980 --> 00:16:22.980]  你要成為耶和華的僕人
[00:16:22.980 --> 00:16:26.780]  是因為有上帝的呼召
[00:16:26.780 --> 00:16:31.980]  上帝呼召摩西 呼召約書亞
[00:16:31.980 --> 00:16:36.580]  我跟大家說過在去年的時間
[00:16:36.580 --> 00:16:41.380]  我都面對一個很大的掙扎
[00:16:41.380 --> 00:16:43.380]  去年七月的時候
[00:16:43.380 --> 00:16:50.180]  當我還在溫哥華準備在這裡寫書的期間
[00:16:50.180 --> 00:16:54.380]  還想著我怎麼可以在溫哥華逗留五年呢?
[00:16:54.380 --> 00:16:56.180]  逗留五年寫書 我又沒有身份
[00:16:56.180 --> 00:16:58.180]  我到現在都拿著香港的護照
[00:16:58.180 --> 00:17:00.380]  有些人不知道我是不是加拿大人
[00:17:00.380 --> 00:17:01.180]  美國我全部不是
[00:17:01.180 --> 00:17:02.980]  我再說一次 我拿著香港護照
[00:17:02.980 --> 00:17:04.780]  沒有其它外國護照
[00:17:04.780 --> 00:17:06.180]  雖然有外國護照沒甚麼問題
[00:17:06.180 --> 00:17:07.380]  不過總之我不是
[00:17:07.380 --> 00:17:14.380]  當我在準備計劃怎麼能留五年呢?
[00:17:14.380 --> 00:17:16.180]  因為五年是很難的
[00:17:16.180 --> 00:17:18.780]  每半年我離開出境
[00:17:18.780 --> 00:17:19.780]  而且最後一次我去
[00:17:19.780 --> 00:17:21.980]  我去年進去的時候更麻煩
[00:17:21.980 --> 00:17:23.980]  我這麼多次進加拿大境都沒有問題
[00:17:23.980 --> 00:17:25.780]  就是說去做甚麼
[00:17:25.780 --> 00:17:28.380]  傳統上很老實的 一照說
[00:17:28.380 --> 00:17:29.380]  那時候我兒子在讀書
[00:17:29.380 --> 00:17:31.180]  我還要說一些我兒子在讀書的事
[00:17:31.180 --> 00:17:33.380]  我兒子不是在讀書的
[00:17:33.380 --> 00:17:36.180]  所以我怎麼說呢?
[00:17:36.180 --> 00:17:40.380]  我說我是去那裡做一些研究工作
[00:17:40.380 --> 00:17:44.380]  去寫書 用讀書館 那就糟糕了
[00:17:44.380 --> 00:17:47.980]  入境的那個官員就說
[00:17:47.980 --> 00:17:50.580]  哪家公司請你要研究?
[00:17:50.580 --> 00:17:51.580]  我說不是哪家公司請我研究
[00:17:51.580 --> 00:17:53.180]  是我自己請我自己
[00:17:53.180 --> 00:17:54.780]  他說不是的 我知道你們
[00:17:54.780 --> 00:17:59.180]  你們現在有些問題 進房吧
[00:17:59.180 --> 00:18:01.580]  進房等了兩個多小時
[00:18:01.580 --> 00:18:03.780]  我等外面接機那個很淒涼的
[00:18:03.780 --> 00:18:06.580]  在外面等我
[00:18:06.580 --> 00:18:09.780]  然後等了一大輪 很慢很慢
[00:18:09.780 --> 00:18:14.180]  去到最後櫃台那個海關的人就說
[00:18:14.180 --> 00:18:14.780]  你來做甚麼?
[00:18:14.780 --> 00:18:16.780]  我不知道他叫我進來的
[00:18:16.780 --> 00:18:18.780]  他說沒甚麼事就走吧
[00:18:18.780 --> 00:18:24.180]  就走出來
[00:18:24.180 --> 00:18:26.380]  所以這些事 促使我想一下
[00:18:26.380 --> 00:18:27.380]  我是不是真的要想一下
[00:18:27.380 --> 00:18:31.580]  我怎麼可以合法合理地留在加拿大呢?
[00:18:31.580 --> 00:18:33.380]  想了很多很多東西
[00:18:33.380 --> 00:18:35.780]  其中包括了最容易的就是
[00:18:35.780 --> 00:18:39.180]  教會請你來做事
[00:18:39.180 --> 00:18:41.380]  但我到現在都很執著一件事
[00:18:41.380 --> 00:18:43.580]  我有這樣的需要
[00:18:43.580 --> 00:18:45.980]  我的教會也有這樣的需要
