
[00:00:00.000 --> 00:00:08.320]  我們今晚開始這個馬拉基斯的旅程
[00:04:42.880 --> 00:04:47.120]  你看到那裡有警醒,今晚的主題
[00:04:47.120 --> 00:04:55.520]  敬畏、盡忠、信靠和公義這五方面
[00:04:55.520 --> 00:04:58.720]  究竟這五方面代表了什麼呢?
[00:04:58.720 --> 00:05:02.320]  警醒是一種自覺性
[00:05:02.320 --> 00:05:05.040]  基督徒的自覺性
[00:05:05.040 --> 00:05:07.840]  警醒是一個很難的功課
[00:05:07.840 --> 00:05:15.280]  因為警醒和放縱之間是不知不覺就會出現
[00:05:15.280 --> 00:05:21.280]  警醒是不斷要抽起自己的心靈
[00:05:21.280 --> 00:05:24.000]  不讓自己墮落的
[00:05:24.000 --> 00:05:28.320]  所以我們所寫的就是不知不覺間就墮落了
[00:05:28.320 --> 00:05:31.920]  等下我們會慢慢和大家研究這方面的信息
[00:05:31.920 --> 00:05:39.040]  然後我們發覺敬畏和信靠
[00:05:39.040 --> 00:05:43.280]  是兩個我們和神之間關係的題目
[00:05:43.280 --> 00:05:47.360]  敬畏是我們對一位值得我們尊敬的神
[00:05:47.360 --> 00:05:49.120]  一種應有的態度
[00:05:49.120 --> 00:05:52.880]  很多時候我們失去了這種態度
[00:05:52.880 --> 00:05:57.440]  所以我用一個副題,就是目中無神的罪
[00:05:57.440 --> 00:05:59.680]  我們明早會講
[00:05:59.680 --> 00:06:04.000]  信靠相反來說是對一位無所不能
[00:06:04.000 --> 00:06:05.760]  充滿了慈愛的神
[00:06:05.760 --> 00:06:08.000]  一種絕對的信任
[00:06:08.000 --> 00:06:09.600]  信得過祂
[00:06:09.600 --> 00:06:12.640]  縱然是我都有失敗
[00:06:12.640 --> 00:06:14.320]  我有挫敗
[00:06:14.320 --> 00:06:16.960]  但是神並沒有改變
[00:06:16.960 --> 00:06:18.640]  我會失敗
[00:06:18.640 --> 00:06:23.600]  但是神仍然是要成就祂要成就的東西
[00:06:23.600 --> 00:06:25.360]  在這個過程當中
[00:06:25.360 --> 00:06:28.960]  越過了我們小小的自我的限制
[00:06:28.960 --> 00:06:32.800]  將自己放入一個更加偉大的神的生命當中
[00:06:32.800 --> 00:06:36.880]  而得到一種另類的安全感
[00:06:36.880 --> 00:06:39.120]  在香港這個社會
[00:06:39.120 --> 00:06:40.480]  在你的工作
[00:06:40.480 --> 00:06:43.040]  在你的銀行存摺的簿仔那裡
[00:06:43.040 --> 00:06:45.840]  得不到的安全感
[00:06:45.840 --> 00:06:50.480]  然後我們看到第三講的盡忠
[00:06:50.480 --> 00:06:53.040]  和第五講的公義
[00:06:53.040 --> 00:06:55.360]  是比較平面的
[00:06:55.360 --> 00:06:59.200]  第三講的盡忠不單單是對神的盡忠
[00:06:59.200 --> 00:07:01.520]  如果聽到第三講你會明白
[00:07:01.520 --> 00:07:02.960]  明晚我們就會明白
[00:07:02.960 --> 00:07:06.080]  第三講講到這個盡忠
[00:07:06.080 --> 00:07:09.280]  在《瑪麗經書》特別講到我們弟兄姊妹之間
[00:07:09.280 --> 00:07:10.720]  在教會裡面
[00:07:10.720 --> 00:07:15.440]  互相之間的守望和信任
[00:07:15.440 --> 00:07:18.720]  特別也講到我們在婚姻生活裡面
[00:07:18.720 --> 00:07:20.160]  家庭當中
[00:07:20.160 --> 00:07:23.520]  互相的信任和忠貞
[00:07:23.520 --> 00:07:25.520]  這是一種的盡忠
[00:07:25.520 --> 00:07:27.760]  對人的忠
[00:07:27.760 --> 00:07:29.760]  忠誠這個忠
[00:07:29.760 --> 00:07:31.520]  這是對內的
[00:07:31.520 --> 00:07:33.520]  比較近的關係當中
[00:07:33.520 --> 00:07:34.640]  我們要盡忠
[00:07:34.640 --> 00:07:38.560]  然後公義就講到我們對世界
[00:07:38.560 --> 00:07:41.360]  我們活在一個很不平凡的世界
[00:07:41.360 --> 00:07:42.880]  好像《瑪麗基》的時代
[00:07:42.880 --> 00:07:44.960]  也是一個很不平凡的時代
[00:07:44.960 --> 00:07:47.840]  那個時代充滿了很多不公義的事情
[00:07:47.840 --> 00:07:50.000]  在不公義的事情上
[00:07:50.000 --> 00:07:53.520]  很多時候我們基督徒就會開始搖動
[00:07:53.520 --> 00:07:56.880]  何必要好像以前那樣
[00:07:56.880 --> 00:07:59.760]  還要固執一些標準
[00:07:59.760 --> 00:08:01.760]  我們周圍的同事
[00:08:01.760 --> 00:08:02.720]  我們的親戚
[00:08:02.720 --> 00:08:03.760]  我們這個社會
[00:08:03.760 --> 00:08:06.800]  已經不守規矩到成為一個常規
[00:08:06.800 --> 00:08:09.760]  何必我們還要這麼落後
[00:08:09.760 --> 00:08:11.120]  守這些規矩呢?
[00:08:11.120 --> 00:08:15.280]  守這些規矩帶來很多的條件
[00:08:15.280 --> 00:08:18.160]  帶來很多的代價
[00:08:18.160 --> 00:08:20.720]  使我們在人的面前
[00:08:20.720 --> 00:08:23.920]  一次又一次被人羞辱
[00:08:23.920 --> 00:08:25.280]  何必呢?
[00:08:25.280 --> 00:08:29.440]  然後《瑪麗基》靠著神的話提醒我們
[00:08:29.440 --> 00:08:34.800]  為什麼我們仍然要堅守我們做基督徒的標準和規則
[00:08:34.800 --> 00:08:37.360]  在人面前風光
[00:08:37.360 --> 00:08:40.800]  還是要在神的面前被紀念
[00:08:40.800 --> 00:08:44.880]  這就是《瑪麗基》最後一個訊息所提出
[00:08:44.880 --> 00:08:47.840]  所以我們看到《瑪麗基》其實很豐富
[00:08:47.840 --> 00:08:49.840]  有對自己的警醒
[00:08:49.840 --> 00:08:51.360]  有對神的敬畏
[00:08:51.360 --> 00:08:53.600]  有從神而來的信靠
[00:08:53.600 --> 00:08:58.560]  有對自己親近的人的忠貞
[00:08:58.560 --> 00:09:01.600]  有對整個社會的公義
[00:09:01.600 --> 00:09:04.160]  這個我可以說
[00:09:04.160 --> 00:09:08.080]  是在我們這個21世紀的時代裡面
[00:09:08.080 --> 00:09:12.160]  很值得你和我一起去思想的訊息
[00:09:12.160 --> 00:09:16.080]  不過我自己選《瑪麗基》書
[00:09:16.080 --> 00:09:18.960]  作為北宣家的弟兄
[00:09:18.960 --> 00:09:22.160]  我也有自己心裡面的負擔
[00:09:22.160 --> 00:09:25.360]  北宣家是一個相當好的教會
[00:09:25.360 --> 00:09:26.480]  坦白說
[00:09:26.480 --> 00:09:27.920]  我講過很多次了
[00:09:27.920 --> 00:09:30.480]  不是為了自己的教會而絕光
[00:09:30.480 --> 00:09:35.360]  我過去在過去25年的事夢當中
[00:09:35.360 --> 00:09:37.360]  去過無數的教會
[00:09:37.360 --> 00:09:40.080]  世界不同地方的華人教會
[00:09:40.080 --> 00:09:42.080]  我都大部分都去過
[00:09:42.080 --> 00:09:46.880]  北宣家是一個最好的教會之一
[00:09:46.880 --> 00:09:49.840]  不過我覺得還是不夠
[00:09:49.840 --> 00:09:54.160]  我們還要用神的標準去量度的時候
[00:09:54.160 --> 00:09:56.720]  我們互相提醒
[00:09:56.720 --> 00:09:59.520]  希望稍後會明白我的心事
[00:09:59.520 --> 00:10:01.120]  我們好像一個家人一樣
[00:10:01.120 --> 00:10:02.720]  希望你看到我站在這裡
[00:10:02.720 --> 00:10:04.720]  就不是一個外來的講員
[00:10:04.720 --> 00:10:06.720]  今天很有意思的
[00:10:06.720 --> 00:10:08.560]  大家叫我One B
[00:10:08.560 --> 00:10:09.760]  北宣家裡面
[00:10:09.760 --> 00:10:10.960]  我們那一輩的
[00:10:10.960 --> 00:10:13.200]  大家叫我One B就知道是哪一輩了
[00:10:13.200 --> 00:10:14.880]  都是二十多年前的
[00:10:14.880 --> 00:10:17.200]  在北宣結束之後
[00:10:17.200 --> 00:10:20.080]  我們就是麥當勞吃麵包的那一幫人
[00:10:20.080 --> 00:10:21.920]  我的弟弟在那裡
[00:10:21.920 --> 00:10:23.680]  竹筠那一幫時代
[00:10:23.680 --> 00:10:24.480]  One B
[00:10:24.480 --> 00:10:26.480]  我是北宣家二十多年
[00:10:26.480 --> 00:10:27.760]  第一個弟兄
[00:10:27.760 --> 00:10:29.760]  所以希望你明白
[00:10:29.760 --> 00:10:31.840]  如果我說得嚴厲一點
[00:10:31.840 --> 00:10:34.160]  不是我用一個外來的角度去罵
[00:10:34.160 --> 00:10:36.080]  是我用神的話
[00:10:36.080 --> 00:10:37.120]  我們互相提醒
[00:10:37.120 --> 00:10:38.160]  我罵自己
[00:10:38.160 --> 00:10:38.720]  好不好
[00:10:38.720 --> 00:10:40.720]  希望大家能夠受得起
[00:10:40.800 --> 00:10:42.400]  我不會隨便罵人
[00:10:42.400 --> 00:10:43.440]  我不是喜歡罵人的人
[00:10:43.440 --> 00:10:44.880]  不過聖經是這樣說的
[00:10:44.880 --> 00:10:46.160]  我就要這麼說
[00:10:46.160 --> 00:10:46.800]  對不起
[00:10:46.800 --> 00:10:47.760]  這是神的話語
[00:10:47.760 --> 00:10:48.880]  很抱歉
[00:10:48.880 --> 00:10:50.000]  希望你明白
[00:10:50.000 --> 00:10:57.680]  為什麼要用《馬拉基書》來研讀呢?
[00:10:57.680 --> 00:10:59.440]  我們一起打開《馬拉基書》
[00:10:59.440 --> 00:11:00.000]  好不好
[00:11:00.000 --> 00:11:01.920]  很容易找到
[00:11:01.920 --> 00:11:03.520]  我相信不需要再看了
[00:11:03.520 --> 00:11:06.880]  是《舊約聖經》裡面最後的一段
[00:11:06.880 --> 00:11:09.760]  最後的一段
[00:11:10.000 --> 00:11:16.000]  《馬拉基書》也是《舊約》完結的時候的書信
[00:11:16.000 --> 00:11:23.520]  我不想花太多時間和大家慢慢研究《馬拉基書》的背景
[00:11:23.520 --> 00:11:27.360]  大概《馬拉基書》很少人會有不同的意見
[00:11:27.360 --> 00:11:32.800]  《馬拉基書》所寫的時代是公元前五世紀
[00:11:32.800 --> 00:11:36.480]  也是差不多尼希米的時代
[00:11:36.480 --> 00:11:37.760]  講的你都熟悉了
[00:11:37.760 --> 00:11:39.120]  以色列尼希米
[00:11:39.120 --> 00:11:43.840]  尼希米是帶領以色列人從秘魯的波斯帝國
[00:11:43.840 --> 00:11:45.360]  歸回耶路撒冷
[00:11:45.360 --> 00:11:46.400]  大家都很熟悉
[00:11:46.400 --> 00:11:48.640]  讀過簡單的書學
[00:11:48.640 --> 00:11:49.440]  都讀過了
[00:11:49.440 --> 00:11:51.280]  又有重建聖殿
[00:11:51.280 --> 00:11:53.040]  重建城牆
[00:11:53.040 --> 00:11:58.560]  那個時代就是《馬拉基》的時代之前一點
[00:11:58.560 --> 00:12:02.560]  甚至我們可以相信《馬拉基》和尼希米差不多同個時間
[00:12:02.560 --> 00:12:04.080]  不過比尼希米遲一點
[00:12:04.080 --> 00:12:05.440]  他可能認識尼希米
[00:12:05.440 --> 00:12:07.360]  大家有重複的時間
[00:12:07.360 --> 00:12:10.720]  所以《馬拉基》的時代其實挺好的
[00:12:10.720 --> 00:12:12.720]  如果從人的角度來說
[00:12:12.720 --> 00:12:14.720]  城牆又重建了
[00:12:14.720 --> 00:12:16.400]  耶路撒冷又重建了
[00:12:16.400 --> 00:12:18.160]  聖殿也重建好了
[00:12:18.160 --> 00:12:20.160]  生活安居樂業
[00:12:20.160 --> 00:12:21.200]  可以說是
[00:12:21.200 --> 00:12:28.480]  因為波斯帝國始終對猶太殖民不及以後的那麼差
[00:12:28.480 --> 00:12:31.760]  接下來的卑劣的帝國
[00:12:31.760 --> 00:12:34.800]  羅馬帝國對猶太僑民很差
[00:12:34.800 --> 00:12:39.360]  波斯帝國總而言之平平順順
[00:12:39.360 --> 00:12:41.840]  如果我們從一個人的角度來看
[00:12:41.840 --> 00:12:43.600]  風平浪靜都挺好的
[00:12:43.600 --> 00:12:44.480]  一切都有了
[00:12:44.480 --> 00:12:45.600]  聖殿有了
[00:12:45.600 --> 00:12:46.880]  崇拜有了
[00:12:46.880 --> 00:12:48.080]  建制有了
[00:12:48.080 --> 00:12:51.600]  摩西的律法大家隨時可以看
[00:12:51.600 --> 00:12:52.640]  有教師
[00:12:52.640 --> 00:12:56.080]  法尼塞人可以教以色列人生活
[00:12:56.080 --> 00:12:58.960]  所以一切都好像很平穩
[00:12:58.960 --> 00:13:04.080]  但是你看到《馬拉基》裡面的信息
[00:13:04.080 --> 00:13:06.080]  是相當的嚴厲
[00:13:06.080 --> 00:13:08.080]  為什麼呢?
[00:13:08.080 --> 00:13:11.440]  我相信這裡有幾個原因
[00:13:11.440 --> 00:13:14.320]  和我們北宣家可能有些關係
[00:13:14.320 --> 00:13:17.200]  我不是說我們好像當時的以色列人一樣
[00:13:17.200 --> 00:13:20.240]  不過
[00:13:20.240 --> 00:13:22.400]  你看《馬拉基書》的時候
[00:13:22.400 --> 00:13:24.400]  有看幾個特色
[00:13:24.400 --> 00:13:26.160]  第一個特色
[00:13:26.160 --> 00:13:28.160]  就是《馬拉基書》
[00:13:28.160 --> 00:13:30.160]  雖然短短的
[00:13:30.160 --> 00:13:32.160]  是四張聖經
[00:13:32.560 --> 00:13:36.480]  但是在四張聖經的55節
[00:13:36.480 --> 00:13:38.480]  有空慢慢數
[00:13:38.480 --> 00:13:40.480]  55節聖經裡面
[00:13:40.480 --> 00:13:43.760]  用了47節
[00:13:43.760 --> 00:13:47.280]  耶和華神用了第一生來講
[00:13:47.280 --> 00:13:50.320]  這個是一切所有
[00:13:50.320 --> 00:13:51.520]  如果沒有記錯
[00:13:51.520 --> 00:13:52.800]  沒有看錯的話
[00:13:52.800 --> 00:13:56.640]  一切所有聖經裡面出現的最多比率
[00:13:56.640 --> 00:13:59.760]  《馬拉基書》是神不斷用我
[00:13:59.760 --> 00:14:00.320]  我
[00:14:00.320 --> 00:14:00.880]  我
[00:14:00.880 --> 00:14:03.120]  雖然有時候隱藏在文化上
[00:14:03.120 --> 00:14:04.240]  但是不斷用我
[00:14:04.240 --> 00:14:05.600]  我和你說話
[00:14:05.600 --> 00:14:08.000]  是一本很親切的書
[00:14:08.000 --> 00:14:11.520]  可以說是神要求一個很親切的關係
[00:14:11.520 --> 00:14:13.920]  我們先打開這個方向
[00:14:13.920 --> 00:14:15.680]  然後
[00:14:15.680 --> 00:14:16.720]  剛才說
[00:14:16.720 --> 00:14:21.360]  《馬拉基書》好像表面上是一個很平穩的社會
[00:14:21.360 --> 00:14:22.320]  一樣都有
[00:14:22.320 --> 00:14:23.520]  但是
[00:14:23.520 --> 00:14:25.760]  如果我們留心研究《馬拉基書》
[00:14:26.720 --> 00:14:28.720]  來控訴
[00:14:28.720 --> 00:14:31.520]  來挑戰警告以色列人的時候
[00:14:31.520 --> 00:14:32.720]  我們發覺原來
[00:14:32.720 --> 00:14:35.200]  以色列人的心裡面
[00:14:35.200 --> 00:14:37.200]  是冷冰冰的
[00:14:37.200 --> 00:14:38.880]  很有趣的
[00:14:38.880 --> 00:14:41.280]  他可以表面上什麼都有
[00:14:41.280 --> 00:14:45.280]  宗教的活動都有
[00:14:45.280 --> 00:14:46.880]  崇拜都有
[00:14:46.880 --> 00:14:48.240]  建制有
[00:14:48.240 --> 00:14:49.520]  律法有
[00:14:49.520 --> 00:14:51.280]  生活都上了軌道
[00:14:51.280 --> 00:14:52.400]  有了聖殿
[00:14:52.400 --> 00:14:53.440]  有了城牆
[00:14:53.440 --> 00:14:54.320]  還想怎樣呢
[00:14:54.320 --> 00:14:55.600]  秘魯了這麼多年
[00:14:55.600 --> 00:14:58.160]  現在歸回自己的家園了
[00:14:58.160 --> 00:14:59.280]  但是
[00:14:59.280 --> 00:15:00.880]  神七次
[00:15:00.880 --> 00:15:03.680]  我特意和大家玩遊戲
[00:15:03.680 --> 00:15:05.040]  在我講義
[00:15:05.040 --> 00:15:06.560]  我寫了很多講義
[00:15:06.560 --> 00:15:08.720]  討論大綱的講義
[00:15:08.720 --> 00:15:10.720]  講義我特意寫出來的
[00:15:10.720 --> 00:15:13.600]  你有空試試你離營之前
[00:15:13.600 --> 00:15:16.800]  找不找到和祖先一起尋寶遊戲
[00:15:16.800 --> 00:15:18.800]  神七次
[00:15:18.800 --> 00:15:22.640]  表達他對以色列人的不滿
[00:15:23.280 --> 00:15:26.800]  七次表達以色列人的內心
[00:15:26.800 --> 00:15:28.800]  對神是冷冰冰的
[00:15:28.800 --> 00:15:33.680]  兩次在第一章
[00:15:33.680 --> 00:15:35.040]  三次在第二章
[00:15:35.040 --> 00:15:36.080]  兩次在第三章
[00:15:36.080 --> 00:15:38.080]  給點節奏來
[00:15:38.080 --> 00:15:42.880]  表面上很多宗教的活動
[00:15:42.880 --> 00:15:44.080]  樣樣都有
[00:15:44.080 --> 00:15:47.920]  但是其實心裡對神有很多的不滿
[00:15:47.920 --> 00:15:49.120]  很多的不滿
[00:15:49.120 --> 00:15:51.200]  這些不滿我們在講的時候你會知道
[00:15:51.200 --> 00:15:52.400]  但是你有空數一下
[00:15:52.400 --> 00:15:53.680]  有七次這麼多
[00:15:53.680 --> 00:15:56.480]  他心裡對神有很多的不滿
[00:15:56.480 --> 00:15:58.480]  很多的不滿
[00:15:58.480 --> 00:16:00.480]  以至神一樣一樣挑他出來
[00:16:00.480 --> 00:16:02.480]  一樣一樣挑他出來
[00:16:02.480 --> 00:16:07.040]  表面上他們不敢得罪神
[00:16:07.040 --> 00:16:10.640]  但是心底裡對神很不滿
[00:16:10.640 --> 00:16:15.840]  剛才我說
[00:16:15.840 --> 00:16:19.600]  為什麼我要和北宣家在東陵會裡面講這個信息
[00:16:19.600 --> 00:16:20.880]  我都掙扎了很久
[00:16:20.880 --> 00:16:25.680]  我都說有些人覺得我太嚴厲的言語
[00:16:25.680 --> 00:16:28.960]  北宣家是一個
[00:16:28.960 --> 00:16:33.840]  我覺得宗教生活上很上軌道的教會
[00:16:33.840 --> 00:16:36.160]  我再講一次
[00:16:36.160 --> 00:16:39.920]  北宣家我覺得是一個宗教生活上很上軌道的教會
[00:16:39.920 --> 00:16:41.920]  包括我們會友台
[00:16:41.920 --> 00:16:43.920]  有好有不好
[00:16:43.920 --> 00:16:45.920]  從好處來說
[00:16:45.920 --> 00:16:47.920]  是每個星期
[00:16:47.920 --> 00:16:49.920]  每件事你都可以參與的
[00:16:49.920 --> 00:16:51.920]  到時候有人在天橋排隊的
[00:16:51.920 --> 00:16:53.920]  很快的
[00:16:53.920 --> 00:16:55.920]  我們流水作業
[00:16:55.920 --> 00:16:57.920]  一開就進去
[00:16:57.920 --> 00:16:59.920]  我們很守規矩
[00:16:59.920 --> 00:17:01.920]  進去一坐定就開始崇拜
[00:17:01.920 --> 00:17:03.920]  準時完結
[00:17:03.920 --> 00:17:05.920]  然後在那邊出這邊就進去
[00:17:05.920 --> 00:17:07.920]  一個星期
[00:17:07.920 --> 00:17:09.920]  每個星期七堂聚會
[00:17:09.920 --> 00:17:11.920]  每個人都有團體
[00:17:11.920 --> 00:17:13.920]  團體多到我今天數數不記得了
[00:17:13.920 --> 00:17:15.920]  對不起坦白講
[00:17:15.920 --> 00:17:17.920]  我背不出來
[00:17:17.920 --> 00:17:19.920]  我背不出來
[00:17:19.920 --> 00:17:21.920]  不好意思
[00:17:21.920 --> 00:17:23.920]  我背不出來
[00:17:23.920 --> 00:17:25.920]  因為我離開了這麼多年
[00:17:25.920 --> 00:17:27.920]  很多團
[00:17:27.920 --> 00:17:29.920]  很多團
[00:17:29.920 --> 00:17:31.920]  整個教學樓
[00:17:31.920 --> 00:17:33.920]  每個星期天
[00:17:33.920 --> 00:17:35.920]  兒童主學會更加多
[00:17:35.920 --> 00:17:37.920]  好虛憾的
[00:17:37.920 --> 00:17:39.920]  我們教會
[00:17:39.920 --> 00:17:41.920]  虛憾的不是表面的
[00:17:41.920 --> 00:17:43.920]  不是說假假的
[00:17:43.920 --> 00:17:45.920]  不是
[00:17:45.920 --> 00:17:47.920]  大家很活躍很投入
[00:17:47.920 --> 00:17:49.920]  很多人很信
[00:17:49.920 --> 00:17:51.920]  很多人對信仰
[00:17:51.920 --> 00:17:53.920]  對宗教生活
[00:17:53.920 --> 00:17:55.920]  都有規律
[00:17:55.920 --> 00:17:57.920]  到時候你都可以有
[00:17:57.920 --> 00:17:59.920]  我覺得這是
[00:17:59.920 --> 00:18:01.920]  北宣宗教上了軌道的
[00:18:01.920 --> 00:18:03.920]  一個好處
[00:18:03.920 --> 00:18:05.920]  但是從一個否定的角度
[00:18:05.920 --> 00:18:07.920]  來說的時候
[00:18:07.920 --> 00:18:09.920]  一個上了軌道的教會生活
[00:18:09.920 --> 00:18:11.920]  很容易
[00:18:11.920 --> 00:18:13.920]  就會
[00:18:13.920 --> 00:18:15.920]  慢慢失去了
[00:18:15.920 --> 00:18:17.920]  突破的能力
[00:18:17.920 --> 00:18:19.920]  我在問
[00:18:19.920 --> 00:18:21.920]  我們北宣的教會
[00:18:21.920 --> 00:18:23.920]  我們北宣的頂子
[00:18:23.920 --> 00:18:25.920]  會在淑齡生命上
[00:18:25.920 --> 00:18:27.920]  還可不可以有突破
[00:18:27.920 --> 00:18:29.920]  我覺得是可以的
[00:18:29.920 --> 00:18:31.920]  如果是要突破的話
[00:18:31.920 --> 00:18:33.920]  我們就不能夠
[00:18:33.920 --> 00:18:35.920]  安於現在
[00:18:35.920 --> 00:18:37.920]  我們能夠有的
[00:18:37.920 --> 00:18:39.920]  這麼多人來的東聯會
[00:18:39.920 --> 00:18:41.920]  這麼多人來的聚會
[00:18:41.920 --> 00:18:43.920]  這麼好的崇拜
[00:18:43.920 --> 00:18:45.920]  然後我想
[00:18:45.920 --> 00:18:47.920]  從聖經裡面我們試一下
[00:18:47.920 --> 00:18:49.920]  有一些突破
[00:18:49.920 --> 00:18:51.920]  其實是不太行的
[00:18:51.920 --> 00:18:53.920]  因為你看見
[00:18:53.920 --> 00:18:55.920]  我們每一個人的生活在一個社會
[00:18:55.920 --> 00:18:57.920]  是不斷求變的社會
[00:18:57.920 --> 00:18:59.920]  你知道的
[00:18:59.920 --> 00:19:01.920]  和我們以前不同
[00:19:01.920 --> 00:19:03.920]  和二十年三十年前不同
[00:19:03.920 --> 00:19:05.920]  現在這個社會不斷要變的
[00:19:05.920 --> 00:19:07.920]  但是我們的教會生活
[00:19:07.920 --> 00:19:09.920]  就是一天一晚都不變的
[00:19:09.920 --> 00:19:11.920]  變得很慢的
[00:19:11.920 --> 00:19:13.920]  很穩定的
[00:19:13.920 --> 00:19:15.920]  現在發覺我們有兩個不同的世界
[00:19:15.920 --> 00:19:17.920]  每次我們星期六日回到教會的時候
[00:19:17.920 --> 00:19:19.920]  我去了一個世界很穩定的
[00:19:19.920 --> 00:19:21.920]  那些人很純的
[00:19:21.920 --> 00:19:23.920]  大家很
[00:19:23.920 --> 00:19:25.920]  很安全的一個世界
[00:19:25.920 --> 00:19:27.920]  但是
