
[00:00:00.000 --> 00:00:04.800]  保守你的心
[00:01:54.200 --> 00:01:59.200]  更加是這個靈魂是讓我們能夠認識上帝
[00:01:59.200 --> 00:02:01.400]  讓我們能夠接觸上帝
[00:02:01.400 --> 00:02:04.200]  讓我們能夠和上帝有個關係
[00:02:04.200 --> 00:02:05.800]  有個溝通
[00:02:05.800 --> 00:02:08.600]  所以這個也都說到我們的裡面
[00:02:08.600 --> 00:02:11.000]  我們的人的裡面
[00:02:11.000 --> 00:02:14.000]  這個是很重要的
[00:02:14.000 --> 00:02:16.000]  我今天的主題經文其實是在
[00:02:16.000 --> 00:02:18.600]  《針研》第四章
[00:02:18.600 --> 00:02:21.000]  第23節
[00:02:21.000 --> 00:02:23.200]  這裡清楚一點給大家看
[00:02:23.200 --> 00:02:26.200]  這段經文說你要保守你的心
[00:02:26.200 --> 00:02:29.200]  勝過保守一切
[00:02:29.200 --> 00:02:33.000]  要保守我們的心
[00:02:33.000 --> 00:02:35.000]  我們知道我們的心是我們的裡面
[00:02:35.000 --> 00:02:37.000]  真正我們這個人
[00:02:37.000 --> 00:02:38.400]  這裡說要保守
[00:02:38.400 --> 00:02:40.400]  保守的意思就是說
[00:02:40.400 --> 00:02:43.200]  你的心是會受到攻擊的
[00:02:43.200 --> 00:02:46.800]  你的心是有仇敵要將你的心拿走的
[00:02:46.800 --> 00:02:49.200]  要將你的心毀壞的
[00:02:49.200 --> 00:02:51.200]  所以我們才要保守
[00:02:51.200 --> 00:02:53.200]  如果沒有仇敵
[00:02:53.200 --> 00:02:55.200]  沒有人來破壞的時候
[00:02:55.200 --> 00:02:57.200]  你不需要保守
[00:02:57.200 --> 00:02:59.200]  但這裡經文教我們說
[00:02:59.200 --> 00:03:03.200]  我們每一個人都要保守我們的心
[00:03:03.200 --> 00:03:06.200]  原文那裡是有說切切的保守
[00:03:06.200 --> 00:03:09.200]  就是說這件事是很重要
[00:03:09.200 --> 00:03:10.200]  為什麼呢?
[00:03:10.200 --> 00:03:12.200]  這裡解釋給我們聽說
[00:03:12.200 --> 00:03:14.800]  因為原因在哪裡呢?
[00:03:14.800 --> 00:03:17.800]  因為你和我一生的果後
[00:03:17.800 --> 00:03:19.800]  是由心裡面發出來
[00:03:19.800 --> 00:03:22.800]  就是說我們整個的一生
[00:03:22.800 --> 00:03:27.800]  是被我們的心來控制住
[00:03:27.800 --> 00:03:30.800]  我們一生到底是怎麼樣的呢?
[00:03:30.800 --> 00:03:34.800]  就看你和我的內心是怎麼樣
[00:03:34.800 --> 00:03:38.800]  其實這裡說我們一生的果後
[00:03:38.800 --> 00:03:41.800]  我們知道如果你是基督徒的話
[00:03:41.800 --> 00:03:43.800]  你知道我們是有永生的
[00:03:43.800 --> 00:03:45.800]  不只是在地上幾十年
[00:03:45.800 --> 00:03:50.800]  所以你和我今天的心的情況是怎麼樣
[00:03:50.800 --> 00:03:55.800]  其實不單只是影響我們這幾十年
[00:03:55.800 --> 00:03:59.800]  更加影響到我們的永恆
[00:03:59.800 --> 00:04:00.800]  我們的永恆
[00:04:00.800 --> 00:04:01.800]  這個很重要
[00:04:01.800 --> 00:04:03.800]  你和我的心是很重要
[00:04:03.800 --> 00:04:05.800]  我再給幾次經文給大家看看
[00:04:05.800 --> 00:04:09.800]  又是《針嚴書》第23章第26節
[00:04:09.800 --> 00:04:14.800]  神和我們說你要將你的心歸我
[00:04:14.800 --> 00:04:16.800]  即是神說他要我們的心
[00:04:16.800 --> 00:04:20.800]  今天神是來看我們對他有沒有心
[00:04:20.800 --> 00:04:24.800]  願不願意將我們的心歸給他
[00:04:24.800 --> 00:04:28.800]  當然這個是需要我們認識我們的上帝
[00:04:28.800 --> 00:04:30.800]  願意打開我們的心
[00:04:30.800 --> 00:04:32.800]  接納上帝進來
[00:04:32.800 --> 00:04:34.800]  做我們的天父
[00:04:34.800 --> 00:04:37.800]  我們每一個人都需要做這個決定
[00:04:37.800 --> 00:04:40.800]  將我們的心給過神
[00:04:40.800 --> 00:04:43.800]  你的眼目也要喜悅他的道路
[00:04:43.800 --> 00:04:45.800]  當你的心歸向神
[00:04:45.800 --> 00:04:50.800]  我們的眼目自然會看神要我們怎麼做
[00:04:50.800 --> 00:04:56.800]  這是我們一生當中走在神的道路上最寶貴的
[00:04:56.800 --> 00:04:59.800]  《羅馬書》第12章第2節
[00:04:59.800 --> 00:05:02.800]  神說你不要效法這個世界
[00:05:02.800 --> 00:05:06.800]  不要跟著這個世界的潮流去做
[00:05:06.800 --> 00:05:09.800]  他說我們的心意也是講到我們的心
[00:05:09.800 --> 00:05:11.800]  所以神看我們的心是很重要
[00:05:11.800 --> 00:05:14.800]  我們的心意要怎樣呢?
[00:05:14.800 --> 00:05:17.800]  要更新不要舊的要新的
[00:05:17.800 --> 00:05:20.800]  和要變化的要改變的
[00:05:20.800 --> 00:05:23.800]  這個改變是我們基督徒每一個人
[00:05:23.800 --> 00:05:26.800]  其實我們都是經歷過的
[00:05:26.800 --> 00:05:29.800]  而當我們的心是在神的手中
[00:05:29.800 --> 00:05:32.800]  當我們的心是被神改變的時候
[00:05:32.800 --> 00:05:34.800]  那個結果是怎樣呢?
[00:05:34.800 --> 00:05:40.800]  他說叫我們能夠測驗到神善良順傳
[00:05:40.800 --> 00:05:42.800]  可喜悅的旨意
[00:05:42.800 --> 00:05:46.800]  我們會明白我們會喜愛
[00:05:46.800 --> 00:05:49.800]  我們會很為這個感恩
[00:05:49.800 --> 00:05:52.800]  就是我們會明白到神的旨意
[00:05:52.800 --> 00:05:56.800]  我們知道我們人生應該是怎樣做
[00:05:56.800 --> 00:06:00.800]  再給第4節的經文大家看
[00:06:00.800 --> 00:06:03.800]  《哥林多後書》第10章第4至第5節
[00:06:03.800 --> 00:06:05.800]  這裡講到一個戰場
[00:06:05.800 --> 00:06:08.800]  講到一場屬靈的征戰
[00:06:08.800 --> 00:06:12.800]  他說征戰的兵器不是屬血氣的
[00:06:12.800 --> 00:06:16.800]  在神面前有能力可以攻破堅固的堡壘
[00:06:16.800 --> 00:06:23.800]  將各樣的計謀各樣難阻人認識神的自高驕傲的事都攻破了
[00:06:23.800 --> 00:06:29.800]  然後他這裡說要將人的心意奪回
[00:06:29.800 --> 00:06:32.800]  這個是神說我們其實我們傳福音的時候
[00:06:32.800 --> 00:06:35.800]  我們在打一場屬靈的戰爭
[00:06:35.800 --> 00:06:37.800]  我們要將人的心
[00:06:37.800 --> 00:06:39.800]  人的心都是驕傲的
[00:06:39.800 --> 00:06:41.800]  人的心都是不認識神的
[00:06:41.800 --> 00:06:43.800]  人都是在最終
[00:06:43.800 --> 00:06:46.800]  當我們願意接受主耶穌的時候
[00:06:46.800 --> 00:06:49.800]  我們其實是將我們的心
[00:06:49.800 --> 00:06:52.800]  是由魔鬼那裡拿回來給神
[00:06:52.800 --> 00:06:54.800]  當我們傳福音的時候
[00:06:54.800 --> 00:06:56.800]  我們都是在幫人家
[00:06:56.800 --> 00:07:00.800]  是將他這個心是在魔鬼那裡拿回來
[00:07:00.800 --> 00:07:03.800]  讓他的心可以信服基督
[00:07:03.800 --> 00:07:06.800]  我們每一個基督徒都經歷過這個
[00:07:06.800 --> 00:07:10.800]  我們當中有一些未信主的
[00:07:10.800 --> 00:07:12.800]  你可能在掙扎當中
[00:07:12.800 --> 00:07:14.800]  你都要打
[00:07:14.800 --> 00:07:20.800]  很難決定一定要跟隨主耶穌
[00:07:20.800 --> 00:07:23.800]  我希望你打這場屬靈的戰的時候
[00:07:23.800 --> 00:07:25.800]  有基督徒幫你
[00:07:25.800 --> 00:07:27.800]  你自己也都在神面前祈禱
[00:07:27.800 --> 00:07:29.800]  神要將你的心
[00:07:29.800 --> 00:07:31.800]  本來是屬於魔鬼的
[00:07:31.800 --> 00:07:32.800]  要將他拿回來
[00:07:32.800 --> 00:07:34.800]  特別是我們當中有些人
[00:07:34.800 --> 00:07:37.800]  如果你過去你家庭是拜菩薩的
[00:07:37.800 --> 00:07:39.800]  或者有些人告訴我
[00:07:39.800 --> 00:07:45.800]  我從小我父母就獻給了觀音
[00:07:45.800 --> 00:07:47.800]  你有幾十年的時間
[00:07:47.800 --> 00:07:50.800]  你都是在魔鬼的掌握當中
[00:07:50.800 --> 00:07:52.800]  魔鬼不放過你
[00:07:52.800 --> 00:07:55.800]  所以這場屬靈的戰爭你一定要打
[00:07:55.800 --> 00:07:58.800]  但這場戰爭我們一會兒會再解釋
[00:07:58.800 --> 00:08:02.800]  我們怎樣能夠將我們的心
[00:08:02.800 --> 00:08:04.800]  不單止保守
[00:08:04.800 --> 00:08:07.800]  在魔鬼手中拿回來獻給神
[00:08:07.800 --> 00:08:11.800]  我們要再仔細一點來看
[00:08:11.800 --> 00:08:14.800]  究竟你和我今天我們的心
[00:08:14.800 --> 00:08:16.800]  你和我的性格
[00:08:16.800 --> 00:08:18.800]  你和我的性情
[00:08:18.800 --> 00:08:20.800]  你和我的思想到底是怎樣來的
[00:08:20.800 --> 00:08:22.800]  我們稍為做一些分析
[00:08:22.800 --> 00:08:26.800]  第一樣就是你和我都是先天
[00:08:26.800 --> 00:08:29.800]  有些東西是我們與生俱來的
[00:08:29.800 --> 00:08:31.800]  我們沒有辦法改變
[00:08:31.800 --> 00:08:33.800]  當然我們是中國人
[00:08:33.800 --> 00:08:35.800]  這是沒有辦法改變的
[00:08:35.800 --> 00:08:38.800]  男女我們是沒有辦法改變的
[00:08:38.800 --> 00:08:40.800]  你是哪個爸爸哪個媽媽生你
[00:08:40.800 --> 00:08:41.800]  你沒有選擇的
[00:08:41.800 --> 00:08:43.800]  這是先天
[00:08:43.800 --> 00:08:45.800]  同樣的先天還有一些東西
[00:08:45.800 --> 00:08:47.800]  我們的罪性
[00:08:47.800 --> 00:08:49.800]  我們的性情
[00:08:49.800 --> 00:08:51.800]  我們的性格
[00:08:51.800 --> 00:08:53.800]  這些是與生俱來的
[00:08:53.800 --> 00:08:55.800]  我們不可以否認的
[00:08:55.800 --> 00:08:57.800]  有些人的性格是堅定一點的
[00:08:57.800 --> 00:08:59.800]  有些人的性格是柔弱一點的
[00:08:59.800 --> 00:09:02.800]  我們的與生俱來的
[00:09:02.800 --> 00:09:04.800]  有一樣我們每個人都有的
[00:09:04.800 --> 00:09:06.800]  就是我們身在罪當中
[00:09:06.800 --> 00:09:08.800]  我們出生就是罪人
[00:09:08.800 --> 00:09:10.800]  這是聖經告訴我們
[00:09:10.800 --> 00:09:12.800]  罪進入了世界
[00:09:12.800 --> 00:09:14.800]  罪進入了人的心
[00:09:14.800 --> 00:09:16.800]  我們每一個人出生
[00:09:16.800 --> 00:09:18.800]  都是在罪裡面
[00:09:18.800 --> 00:09:20.800]  小朋友很自然
[00:09:20.800 --> 00:09:22.800]  你不看著他不教育他
[00:09:22.800 --> 00:09:24.800]  你猜他學好還是學壞呢
[00:09:24.800 --> 00:09:26.800]  一定學壞的
[00:09:26.800 --> 00:09:28.800]  所以我們沒有一個父母會說
[00:09:28.800 --> 00:09:30.800]  讓他發展吧不要搞他了
[00:09:30.800 --> 00:09:32.800]  他自然會向好的
[00:09:32.800 --> 00:09:34.800]  沒有一個人會這樣
[00:09:34.800 --> 00:09:36.800]  我們都在罪中
[00:09:36.800 --> 00:09:38.800]  你和我的性情我們的性格
[00:09:38.800 --> 00:09:40.800]  這是與生俱來的
[00:09:40.800 --> 00:09:42.800]  但是也有後天性
[00:09:42.800 --> 00:09:44.800]  後天性就是
[00:09:44.800 --> 00:09:46.800]  先天的只是一部分
[00:09:46.800 --> 00:09:48.800]  後天有什麼呢
[00:09:48.800 --> 00:09:50.800]  父母的影響
[00:09:50.800 --> 00:09:52.800]  你的教育
[00:09:52.800 --> 00:09:54.800]  你所受的教育
[00:09:54.800 --> 00:09:56.800]  社會的風氣
[00:09:56.800 --> 00:09:58.800]  長大的時候
[00:09:58.800 --> 00:10:00.800]  你的朋友
[00:10:00.800 --> 00:10:02.800]  這個叫peer pressure
[00:10:02.800 --> 00:10:04.800]  很重要的周圍的人
[00:10:04.800 --> 00:10:06.800]  是怎麼樣的
[00:10:06.800 --> 00:10:08.800]  近朱者赤就近墨者黑
[00:10:08.800 --> 00:10:10.800]  還有呢
[00:10:10.800 --> 00:10:12.800]  就是社會
[00:10:12.800 --> 00:10:14.800]  那個賞罰的制度
[00:10:14.800 --> 00:10:16.800]  這個其實很重要
[00:10:16.800 --> 00:10:18.800]  今天有很多人
[00:10:18.800 --> 00:10:20.800]  表面上都很奉公守法
[00:10:20.800 --> 00:10:22.800]  為什麼因為他害怕
[00:10:22.800 --> 00:10:24.800]  犯法就會被人抓
[00:10:24.800 --> 00:10:26.800]  被人告
[00:10:26.800 --> 00:10:28.800]  這個都是社會
[00:10:28.800 --> 00:10:30.800]  給我們一些的規限
[00:10:30.800 --> 00:10:32.800]  都是好的
[00:10:32.800 --> 00:10:34.800]  所以我們不是說我生出來就是這樣
[00:10:34.800 --> 00:10:36.800]  我們是有後天
[00:10:36.800 --> 00:10:38.800]  有很多東西是影響著我們
[00:10:38.800 --> 00:10:40.800]  我們周圍的環境
[00:10:40.800 --> 00:10:42.800]  所以我們今天
[00:10:42.800 --> 00:10:44.800]  你是怎麼樣
[00:10:44.800 --> 00:10:46.800]  你怎麼想的你怎麼看的
[00:10:46.800 --> 00:10:48.800]  和我怎麼想的我怎麼看的
[00:10:48.800 --> 00:10:50.800]  和我們的出生
[00:10:50.800 --> 00:10:52.800]  有關係
[00:10:52.800 --> 00:10:54.800]  我們原生的家庭的影響有關係
[00:10:54.800 --> 00:10:56.800]  我們周圍
[00:10:56.800 --> 00:10:58.800]  我們長大的環境
[00:10:58.800 --> 00:11:00.800]  有關係
[00:11:00.800 --> 00:11:02.800]  好了
[00:11:02.800 --> 00:11:04.800]  這個就影響到
[00:11:04.800 --> 00:11:06.800]  我們的思想
[00:11:06.800 --> 00:11:08.800]  影響了我們怎麼想的
[00:11:08.800 --> 00:11:10.800]  我們的思想
[00:11:10.800 --> 00:11:12.800]  包括什麼呢
[00:11:12.800 --> 00:11:14.800]  包括什麼呢
[00:11:14.800 --> 00:11:16.800]  包括有觀念有偏見
[00:11:16.800 --> 00:11:18.800]  有我們的價值觀
[00:11:18.800 --> 00:11:20.800]  有我們的道德觀
[00:11:20.800 --> 00:11:22.800]  有些東西我們喜歡的
[00:11:22.800 --> 00:11:24.800]  有些東西我們很憎恨的
[00:11:24.800 --> 00:11:26.800]  這些都是我們
[00:11:26.800 --> 00:11:28.800]  這個人是我們這個思想來的
[00:11:28.800 --> 00:11:30.800]  而且
[00:11:30.800 --> 00:11:32.800]  我們中國人說
[00:11:32.800 --> 00:11:34.800]  三歲一定八十
[00:11:34.800 --> 00:11:36.800]  所以今天我們大家都活了一把年紀
[00:11:36.800 --> 00:11:38.800]  很多東西很難改變
[00:11:38.800 --> 00:11:40.800]  我是這樣看的
[00:11:40.800 --> 00:11:42.800]  很難改變的
[00:11:42.800 --> 00:11:44.800]  這是我們的思想
[00:11:44.800 --> 00:11:46.800]  思想是裡面的
[00:11:46.800 --> 00:11:48.800]  有專內
[00:11:48.800 --> 00:11:50.800]  就形專外
[00:11:50.800 --> 00:11:52.800]  思想就化成
[00:11:52.800 --> 00:11:54.800]  我們說話
[00:11:54.800 --> 00:11:56.800]  我們的行為
[00:11:56.800 --> 00:11:58.800]  所以今天
[00:11:58.800 --> 00:12:00.800]  你怎麼說話
[00:12:00.800 --> 00:12:02.800]  你怎麼和人相處
[00:12:02.800 --> 00:12:04.800]  你做什麼
[00:12:04.800 --> 00:12:06.800]  是和你的心
[00:12:06.800 --> 00:12:08.800]  心裡怎麼想有關係
[00:12:08.800 --> 00:12:10.800]  而你心裡怎麼想
[00:12:10.800 --> 00:12:12.800]  就包括先天後天
[00:12:12.800 --> 00:12:14.800]  的影響
[00:12:14.800 --> 00:12:16.800]  你整天都這樣說話
[00:12:16.800 --> 00:12:18.800]  你整天都是這樣做
[00:12:18.800 --> 00:12:20.800]  就變成什麼呢
[00:12:20.800 --> 00:12:22.800]  變成習慣
[00:12:22.800 --> 00:12:24.800]  習慣是什麼呢
[00:12:24.800 --> 00:12:26.800]  習慣就是你整天都這樣做
[00:12:26.800 --> 00:12:28.800]  做著做著就慣性了
[00:12:28.800 --> 00:12:30.800]  這是我們一生當中
[00:12:30.800 --> 00:12:32.800]  你和我
[00:12:32.800 --> 00:12:34.800]  都是受到這些影響
[00:12:34.800 --> 00:12:36.800]  好了
[00:12:36.800 --> 00:12:38.800]  當一個人的心不是被震的
[00:12:38.800 --> 00:12:40.800]  當一個人的心
[00:12:40.800 --> 00:12:42.800]  是不受約束
[00:12:42.800 --> 00:12:44.800]  不論是社會的約束
[00:12:44.800 --> 00:12:46.800]  不論是聖經的約束
[00:12:46.800 --> 00:12:48.800]  一個人如果是完全放縱
[00:12:48.800 --> 00:12:50.800]  好像我們現在周圍這樣
[00:12:50.800 --> 00:12:52.800]  是沒有王管
[00:12:52.800 --> 00:12:54.800]  沒有規限
[00:12:54.800 --> 00:12:56.800]  沒有規則
[00:12:56.800 --> 00:12:58.800]  完全是沒有良心
[00:12:58.800 --> 00:13:00.800]  完全是沒有良心
[00:13:00.800 --> 00:13:02.800]  完全是沒有良心
[00:13:02.800 --> 00:13:04.800]  完全是沒有良心
[00:13:04.800 --> 00:13:06.800]  或者是禮教
[00:13:06.800 --> 00:13:08.800]  或者是聖經
[00:13:08.800 --> 00:13:10.800]  那個管理的時候會變成怎麼樣呢
[00:13:10.800 --> 00:13:12.800]  剛才我們讀
[00:13:12.800 --> 00:13:14.800]  已忽所書的時候第四章
[00:13:14.800 --> 00:13:16.800]  當我們去到第
[00:13:16.800 --> 00:13:18.800]  十七節的時候
[00:13:18.800 --> 00:13:20.800]  我們讀到虛妄的心
[00:13:20.800 --> 00:13:22.800]  虛妄的心
[00:13:22.800 --> 00:13:24.800]  假的
[00:13:24.800 --> 00:13:26.800]  你想的東西全部都是虛假的
[00:13:26.800 --> 00:13:28.800]  虛妄的心
[00:13:28.800 --> 00:13:30.800]  心地昏迷
[00:13:30.800 --> 00:13:32.800]  心地昏暗
[00:13:32.800 --> 00:13:34.800]  想的東西都是骯髒的
[00:13:34.800 --> 00:13:36.800]  黑暗
[00:13:36.800 --> 00:13:38.800]  然後心裡面是剛硬的
[00:13:38.800 --> 00:13:40.800]  剛硬就是
[00:13:40.800 --> 00:13:42.800]  別人
[00:13:42.800 --> 00:13:44.800]  勸導你你聽不到
[00:13:44.800 --> 00:13:46.800]  聖經的話語
[00:13:46.800 --> 00:13:48.800]  你覺得很難聽
[00:13:48.800 --> 00:13:50.800]  不想聽心裡面是剛硬的
[00:13:50.800 --> 00:13:52.800]  還有
[00:13:52.800 --> 00:13:54.800]  這裡不知道為什麼
[00:13:54.800 --> 00:13:56.800]  是叫良心喪盡
[00:13:56.800 --> 00:13:58.800]  良心都是神
[00:13:58.800 --> 00:14:00.800]  神所賜給我們
[00:14:00.800 --> 00:14:02.800]  雖然人是有罪
[00:14:02.800 --> 00:14:04.800]  但是人都有良心
[00:14:04.800 --> 00:14:06.800]  不信主的人都說良心
[00:14:06.800 --> 00:14:08.800]  發現但是人是可以到一個地步
[00:14:08.800 --> 00:14:10.800]  連良心都沒有了
[00:14:10.800 --> 00:14:12.800]  良心不是一個
[00:14:12.800 --> 00:14:14.800]  很準確的尺度
[00:14:14.800 --> 00:14:16.800]  良心可以是
[00:14:16.800 --> 00:14:18.800]  埋沒了
[00:14:18.800 --> 00:14:20.800]  就是一個
[00:14:20.800 --> 00:14:22.800]  心裡面是不受約束
[00:14:22.800 --> 00:14:24.800]  完全放縱的人
[00:14:24.800 --> 00:14:26.800]  是可以到一個
[00:14:26.800 --> 00:14:28.800]  這樣的境地
[00:14:28.800 --> 00:14:30.800]  然後以弗所說第四章繼續
[00:14:30.800 --> 00:14:32.800]  是形容
[00:14:32.800 --> 00:14:34.800]  這些人心裡面是
[00:14:34.800 --> 00:14:36.800]  這樣的時候
[00:14:36.800 --> 00:14:38.800]  他的行為是怎樣呢
[00:14:38.800 --> 00:14:40.800]  第一放縱私慾
[00:14:40.800 --> 00:14:42.800]  就是你做什麼都無所謂
[00:14:42.800 --> 00:14:44.800]  隨著自己的心
[00:14:44.800 --> 00:14:46.800]  人是有罪
[00:14:46.800 --> 00:14:48.800]  行出來的自然就不是這麼好的東西
[00:14:48.800 --> 00:14:50.800]  放縱私慾
[00:14:50.800 --> 00:14:54.800]  貪行污穢
[00:14:54.800 --> 00:14:56.800]  做的事情不覺得污穢
[00:14:56.800 --> 00:14:58.800]  還有
[00:14:58.800 --> 00:15:00.800]  救護人的行為
[00:15:00.800 --> 00:15:02.800]  救人即是生出來的老我
[00:15:02.800 --> 00:15:04.800]  在罪裡面的那個
[00:15:04.800 --> 00:15:06.800]  完全是被
[00:15:06.800 --> 00:15:08.800]  心裡面那種黑暗的罪
[00:15:08.800 --> 00:15:10.800]  來控制
[00:15:10.800 --> 00:15:12.800]  而且
[00:15:12.800 --> 00:15:14.800]  是漸漸的變壞
[00:15:14.800 --> 00:15:16.800]  漸漸的變壞
[00:15:16.800 --> 00:15:18.800]  這個很恐怖的
[00:15:18.800 --> 00:15:20.800]  圖畫
[00:15:20.800 --> 00:15:22.800]  如果我們的子女是這樣的時候
[00:15:22.800 --> 00:15:24.800]  我們做父母的心都會很痛
[00:15:24.800 --> 00:15:26.800]  但其實
[00:15:26.800 --> 00:15:28.800]  我們大人
[00:15:28.800 --> 00:15:30.800]  如果我們不受約束
[00:15:30.800 --> 00:15:32.800]  我們不認識神的時候
[00:15:32.800 --> 00:15:34.800]  我們人的心都是這樣
[00:15:34.800 --> 00:15:36.800]  今天我們生活在
[00:15:36.800 --> 00:15:38.800]  這裡
[00:15:38.800 --> 00:15:40.800]  如果你住在三藩市的話
[00:15:40.800 --> 00:15:42.800]  你知道我在說什麼
[00:15:42.800 --> 00:15:44.800]  這裡是全國最放縱
[00:15:44.800 --> 00:15:46.800]  最自由
[00:15:46.800 --> 00:15:48.800]  最無神的地方
[00:15:48.800 --> 00:15:50.800]  所以你可以看到
[00:15:50.800 --> 00:15:52.800]  結果是怎麼樣
[00:15:52.800 --> 00:15:54.800]  但其實整個世界
[00:15:54.800 --> 00:15:56.800]  都是向著這樣走
[00:15:56.800 --> 00:15:58.800]  整個世界是這樣
[00:15:58.800 --> 00:16:00.800]  在這樣的環境下
[00:16:00.800 --> 00:16:02.800]  你和我是很難
[00:16:02.800 --> 00:16:04.800]  保守我們的心
[00:16:04.800 --> 00:16:06.800]  特別是下一代
[00:16:06.800 --> 00:16:08.800]  這個社會所有
[00:16:08.800 --> 00:16:10.800]  這些東西其實
[00:16:10.800 --> 00:16:12.800]  不是想影響我們這一代
[00:16:12.800 --> 00:16:14.800]  我們年紀大了我們的思想
[00:16:14.800 --> 00:16:16.800]  已經定了
[00:16:16.800 --> 00:16:18.800]  尤其我們是基督徒
[00:16:18.800 --> 00:16:20.800]  我們信了主我們有聖經的規限
[00:16:20.800 --> 00:16:22.800]  今天
[00:16:22.800 --> 00:16:24.800]  社會魔鬼是在
[00:16:24.800 --> 00:16:26.800]  想拿緊你和我下一代的心
[00:16:26.800 --> 00:16:28.800]  所以我們所見到的所有東西
[00:16:28.800 --> 00:16:30.800]  其實魔鬼都是
[00:16:30.800 --> 00:16:32.800]  向著下一代
[00:16:32.800 --> 00:16:34.800]  我以下
[00:16:34.800 --> 00:16:36.800]  有四方面我想和大家分享
[00:16:36.800 --> 00:16:38.800]  魔鬼
[00:16:38.800 --> 00:16:40.800]  怎樣在過去
[00:16:40.800 --> 00:16:42.800]  來到擄掠人的心
[00:16:42.800 --> 00:16:44.800]  以至於今天我們到
[00:16:44.800 --> 00:16:46.800]  這個地步
[00:16:46.800 --> 00:16:48.800]  第一樣東西
[00:16:48.800 --> 00:16:50.800]  第一樣東西
[00:16:50.800 --> 00:16:52.800]  叫進化論
[00:16:52.800 --> 00:16:54.800]  進化論
[00:16:54.800 --> 00:16:56.800]  1859年在歐洲
[00:16:56.800 --> 00:16:58.800]  有一個叫達爾文
[00:16:58.800 --> 00:17:02.800]  他就想出了這件事
[00:17:02.800 --> 00:17:04.800]  世界宇宙萬物
[00:17:04.800 --> 00:17:06.800]  是怎樣來的呢
[00:17:06.800 --> 00:17:08.800]  是自己走出來
[00:17:08.800 --> 00:17:10.800]  又沒有變有
[00:17:10.800 --> 00:17:12.800]  只要你給他
[00:17:12.800 --> 00:17:14.800]  時間夠長
[00:17:14.800 --> 00:17:16.800]  他就會自動出來
[00:17:16.800 --> 00:17:18.800]  這和聖經的
[00:17:18.800 --> 00:17:20.800]  教導是完全相反
[00:17:20.800 --> 00:17:22.800]  神很緊張這件事
[00:17:22.800 --> 00:17:24.800]  為什麼我知道呢
[00:17:24.800 --> 00:17:26.800]  因為聖經一開始創世的第一章
[00:17:26.800 --> 00:17:28.800]  第一節神已經很清楚
[00:17:28.800 --> 00:17:30.800]  告訴我們
[00:17:30.800 --> 00:17:32.800]  神創造天地
[00:17:32.800 --> 00:17:34.800]  神已經知道有一天
